-6.55781e-14-0.043496j -4.67804e-13-0.337882j -1.13853e-13-0.0836882j 1.90463e-14+0.0138274j -1.09636e-13-0.0783443j -2.20243e-13-0.150259j 2.05854e-13+0.138252j 1.31347e-13+0.0934535j -2.04166e-13-0.140513j 3.31122e-13+0.16766j -1.04503e-14-0.0102258j -1.07343e-13-0.0730987j -5.17037e-14-0.0274768j -1.16904e-13-0.0844489j 1.12284e-14+0.00881236j -7.81072e-14-0.0551827j 2.84448e-13-0.0815278j 9.24054e-14+0.0572761j 1.02356e-13+0.0710196j 9.23543e-14+0.0652591j -1.63568e-13-0.0901408j -1.61912e-14-0.0143362j 3.99308e-14+0.0207489j 1.88193e-13+0.112549j -2.28299e-14-0.0177461j 1.19401e-13+0.086395j 1.67525e-14+0.0125042j 8.4614e-14+0.0641515j -8.76783e-15+0.00731123j 9.01308e-14+0.0283137j -3.57895e-14+0.0760706j -1.02028e-14+0.00983269j -2.89779e-15-0.00228125j -6.72301e-14-0.0486086j 1.1126e-13+0.080731j 1.32287e-13+0.0967054j -1.57621e-13-0.113742j -7.46013e-14-0.0546393j 1.60017e-13+0.117692j -1.57153e-13-0.115569j 1.62255e-13+0.117856j 1.41962e-13+0.103413j 8.24289e-16+0.000487702j -4.22217e-14-0.0252043j 8.38562e-15+0.00475457j 1.40139e-14+0.0130789j 8.98643e-14+0.065228j -1.00256e-13-0.0720814j -1.26522e-14-0.00870016j 3.97227e-15+0.00345791j 3.53352e-13-0.00637969j -8.34418e-14-0.0608497j -3.35773e-14-0.0385831j -3.99542e-15-0.00226103j -5.09206e-14-0.0367964j 9.27507e-15+0.00540622j 4.97649e-14+0.0362666j 2.05548e-14+0.0159652j -4.72162e-14-0.0328988j 1.5129e-14+0.0128586j -9.27523e-14-0.0678751j 6.67331e-15+0.0047768j -9.04441e-14-0.0666143j -4.28378e-14-0.0312247j -8.41247e-14-0.0613199j -1.16728e-13-0.085136j 2.16804e-14+0.0157165j -9.08645e-14-0.066222j 1.73661e-13+0.126502j -2.08371e-14-0.0151979j 1.38189e-13+0.098215j -1.69393e-13-0.1196j 
-8.44987e-17+0.00635236j -1.65736e-15+0.00800079j 1.89428e-16+0.00166336j 6.36535e-16+0.00404134j 9.97273e-16-0.0142501j -9.80032e-16+0.0181569j 6.30159e-16+0.000582572j -2.27162e-16-0.000218615j -5.99401e-16+0.00144719j 2.76124e-15+0.00604053j -2.62399e-16+0.00560491j 7.72179e-16-0.00761041j -1.408e-16-0.00220786j -9.43595e-16+0.00466871j 2.90918e-16-0.00152237j 1.06849e-15-0.0092251j -2.93946e-14+0.00570679j -6.61478e-16-0.00757057j 1.17461e-15-0.0111247j 3.74946e-16-0.000994019j 2.72974e-16-0.000338959j -1.51097e-16-0.00358816j -6.06164e-16-0.00122616j -6.84219e-17-0.00441379j -9.29836e-16+0.0118444j -1.26974e-15+0.00804837j 2.06232e-16+0.00010687j 1.50082e-16-0.000776244j 1.89081e-15-0.00639035j -8.98986e-16-0.00284658j -1.51922e-14+0.00758022j -1.69446e-15+0.00239423j 1.77173e-15+6.26469e-05j 4.53528e-16-0.00770866j -1.01755e-15+0.0120857j 1.44393e-15-0.0173874j -3.66754e-15+0.0146059j -4.45503e-16+0.00575204j 1.85102e-16-0.00243452j -2.70762e-15+0.0135394j 2.48789e-15+0.00874568j -7.11176e-16+0.00326248j 1.39738e-15-0.00167608j -2.50605e-16-0.00858848j 5.96421e-16-0.0102275j -5.80298e-16+0.0011856j 4.24277e-15-0.0194737j -1.82492e-16+0.00227121j -2.70927e-15+0.0107316j 4.39933e-16-0.00273418j 2.91966e-13-0.00515224j 1.97223e-15-0.0154982j -2.19401e-15+0.00330199j 3.75958e-16-0.00329216j 9.0745e-16+0.00196944j -2.68196e-15+0.0158376j 1.3646e-15-0.01559j -1.48189e-15+0.0170056j 1.64955e-15+0.0102698j -5.55108e-16+0.00656181j -3.86759e-15+0.0159694j 3.41462e-15-0.00589921j -1.25542e-15-0.000208118j -2.16264e-15-0.00389289j -2.17441e-15+0.0175041j -1.46839e-15+0.00725461j 1.39278e-15-0.0176664j 4.8117e-15-0.0187421j 2.44564e-15-0.0035264j 2.98835e-16+0.00276442j 1.73958e-15-0.00341152j 2.78904e-16-0.001681j 
1.353e-15+0.0152786j 2.74346e-16-0.00526527j 6.62279e-16+0.0104443j 2.13242e-16+0.00522774j -6.50732e-16-0.00520307j 2.69988e-15+0.0144805j -9.15608e-16-0.0046107j -1.69714e-16+0.00453737j -2.0007e-16-0.00160001j 4.49176e-15+0.00650292j -2.63092e-16+0.0127077j -9.08588e-16-0.00370648j -1.16217e-16-0.000844018j -1.16189e-16-0.00462435j 6.1933e-16+0.00758895j -6.48001e-16-0.000763505j -6.63506e-15+0.00145833j -3.52224e-15-0.00977054j -1.32112e-15-0.0112874j 6.76634e-16+0.00434091j 1.71909e-15+0.00272696j -8.03364e-16-0.00424387j -1.70237e-16+0.000414572j 9.23113e-17+0.00052922j 1.20777e-15+0.0083598j 6.44362e-16+0.00626269j 5.55277e-16+0.0088103j -2.46394e-16+0.00204333j 5.76846e-15+0.00964528j -1.58983e-14-0.00442508j -5.17857e-15+0.00281909j -1.0278e-15+0.00163558j 5.63251e-16+0.0121089j 1.21486e-16-0.00124004j -1.6754e-16+0.00161546j -2.7435e-15-0.0278137j 8.27234e-16+0.0049453j 8.05062e-16+0.00406081j -9.33125e-16-0.00264421j 7.06453e-17-0.00738098j 2.97373e-15+0.044588j 1.7314e-16+0.0041579j 2.38826e-16+0.00599245j -4.0648e-16+0.000870853j -7.13796e-16-0.00444514j 2.74523e-16+0.00343121j -8.38197e-16+0.00593562j -8.3203e-16+0.00456265j -3.0483e-15-0.0214591j -7.74065e-17-0.00083164j -1.5095e-14+0.00026881j -1.48154e-15-0.022878j 1.24055e-15-0.00445553j 2.6084e-15-0.018786j 1.35393e-15+0.0174928j 1.21172e-16+0.0118646j -1.66317e-15-0.0152052j 2.65497e-15+0.0168165j 2.99795e-15+0.012967j 7.19142e-16+0.000171557j -2.83537e-16-0.00839778j 9.63789e-16+0.0177126j -3.95935e-16-0.0127145j -4.6102e-15-0.050614j 1.41938e-15+0.012202j 1.39673e-15+0.00967557j -4.34207e-15-0.0404216j -2.27225e-15-0.0126773j 9.15311e-16+0.0210072j 1.52064e-15+0.0201457j 1.3236e-15+0.0103766j -2.7816e-15-0.0239865j 
-9.53091e-16-0.00641696j -3.79855e-16-0.00454726j -2.88224e-16-0.00264071j 1.46091e-16+0.00222017j 1.34815e-16+0.000404207j -1.44774e-16+0.00095659j 6.96342e-16+0.00331691j 3.73987e-17+0.00516422j -6.67356e-17+0.0056964j 2.31929e-15+0.0054799j 5.45496e-17-0.00584081j 1.99769e-16+0.00245969j -1.64118e-15-0.0044883j 1.83774e-16-0.000759002j -5.48963e-16-0.00298075j -2.85698e-16-0.00307696j -3.26501e-14+0.00661949j 8.38383e-16+0.00173246j 4.6902e-16+0.0062879j 2.76406e-16+0.00430645j -2.24701e-15-0.00402466j 2.72529e-16-0.00232462j 3.55835e-16-0.0017657j 4.52843e-16+0.00172421j 7.39624e-17-0.00042597j -9.51226e-17+0.000143099j -4.13769e-16-0.00296047j -3.36121e-17+0.00378433j -5.50186e-15-0.000864245j 1.55099e-14+0.00729437j 1.49821e-15-0.000738869j 4.41847e-16-0.000818043j 2.81383e-16+0.00127019j -4.00358e-16-0.00359994j -2.71703e-16-0.00806516j 7.23768e-16+0.00648744j -5.24536e-16-0.00705021j -8.53045e-17-0.0080636j 9.26614e-17+0.00695209j -1.05311e-15-0.0138388j -1.22327e-15-0.0163458j 1.13169e-16+0.000603509j 2.75e-18-0.00300162j -2.32254e-15-0.00369254j 2.76908e-15+0.0158804j 5.20608e-16-0.00945985j 1.30305e-15+0.012181j 1.5025e-15+0.00829504j 1.24727e-15+0.00505147j 9.63899e-16+0.00056949j 5.7807e-13-0.010289j 1.86222e-15+0.0184697j -1.16517e-15-0.000457631j -2.69809e-16+0.00417509j -4.13776e-16-0.00697197j 1.67303e-16-0.0028319j 1.21485e-15+0.00894953j -2.27355e-15-0.0148394j -9.06713e-16-0.00712258j -1.17283e-16+0.00134337j -1.12821e-15-0.00942153j 9.45973e-16+0.0189937j -1.33371e-16-0.00411979j 8.66301e-16+0.00966148j -3.4018e-16-0.00486359j -4.26557e-16-0.00685602j 1.23242e-15+0.0156713j 2.22712e-15+0.027872j 3.59273e-16+0.0123786j -5.09231e-16-0.00791126j 5.31538e-16+0.00845759j 1.42677e-15+0.0145144j 
4.2335e-16+0.00502457j -8.45866e-16+0.00693309j 8.63579e-17-0.00173756j 3.03164e-17-0.0125572j 2.64585e-16-0.00570604j -9.07029e-17+0.00863372j -7.10209e-16-0.000947577j 1.43784e-16+0.00504579j -8.45057e-17+0.00103335j -1.43073e-15-0.00310531j -1.95213e-16-0.000501124j -6.88572e-17+0.00308809j -8.3583e-16-0.00245171j -3.17637e-16+0.000741293j 2.93371e-16-0.00266793j 6.9308e-16-0.00764934j -2.69375e-14+0.00534799j -1.17377e-15-0.00471235j -1.78884e-16-0.000825621j 2.96573e-16-0.00655426j 1.67075e-15+0.00433629j -3.05465e-16-0.0051473j -1.66149e-16+0.00191591j -4.42478e-16-0.00265702j -2.77345e-16+0.00236083j 1.09267e-16+0.00217566j 2.81101e-16+0.000620844j -9.76552e-17+0.00517986j 3.32899e-15-0.00792323j -7.60216e-15-0.00676718j 3.55381e-15-0.00169208j 3.42677e-16-0.00210845j 2.74039e-16-0.0128111j -2.10662e-16+0.0141493j -3.58086e-16+0.000844049j 9.00581e-16-0.0164237j 4.38841e-16+0.00247535j -6.3961e-16-0.00356917j 9.01719e-16-0.0175801j -1.55359e-16+0.00216964j 3.49848e-16-0.011736j 5.6116e-16-0.00787933j 1.90321e-15-0.00418232j -2.09794e-15-0.0060562j -1.05948e-15+0.00398351j -3.42536e-15+0.0122421j 7.28891e-16-0.0100575j 1.13778e-16-0.00942172j 7.77778e-16+0.00743157j -7.19282e-16+0.00958036j 7.09813e-13-0.0125674j -5.76672e-16-0.00317058j 4.66893e-15-0.00833169j -6.01681e-16+0.00323952j 7.69986e-16-0.000961151j 1.21246e-15-0.00763618j 8.43835e-16-0.00796668j 1.06595e-15+0.000958144j -1.20164e-15+0.00420502j 8.70037e-16-0.00134736j -3.92541e-16+0.0182901j -1.12675e-15-0.0170403j -1.24085e-15+0.0122643j 5.99844e-16-0.000594535j 4.56491e-16-0.00479043j 4.57873e-16+0.00818238j 7.01088e-16-0.00966819j -5.90921e-16-0.0223142j 1.83163e-16-0.00171657j 5.79659e-16-0.0056304j 2.20361e-16-0.0155251j -8.25082e-16-0.00335063j 
-8.3159e-16+0.00258226j 2.53285e-15-0.0155635j 3.15595e-16-0.00319442j -4.00334e-16-0.00429214j 6.44178e-16-0.00271948j 1.13782e-15-0.00526384j 1.00969e-15-0.0023819j -9.47328e-16+0.00985448j 8.53105e-17-0.00537905j 1.74535e-15+0.00441301j 7.30672e-16-0.00311022j 2.00422e-16-0.000705995j -4.43235e-16-0.0025551j -6.15715e-16+0.000752848j -1.0763e-15+0.00589288j -4.097e-16+0.000688082j 1.44383e-14-0.00283942j -1.33198e-16-0.00324742j -7.72634e-16+0.00308578j -6.15216e-16+0.00159384j -1.59572e-15-0.00638776j -3.19349e-16-0.00246267j 3.85225e-16+0.00120653j 4.25285e-16+0.00232258j 9.15951e-16-0.00591995j -5.10098e-18+0.0014202j -7.16981e-16+0.00348815j -1.30308e-15+0.0092551j -7.39655e-18+0.00450389j -3.80038e-15-0.000473246j 1.19696e-14-0.00598034j 1.50555e-15-0.00151463j -9.30615e-16-0.00205538j 1.3318e-15+0.000336774j -1.15465e-15+0.000597503j -8.20563e-16+0.00174946j -2.1329e-15+0.00512559j 1.78623e-15-0.0137686j -1.91457e-15+0.00651497j 1.08271e-15-0.00702537j -1.7346e-15-0.000756156j -3.29763e-15+0.0162378j -1.40313e-15+0.0143331j -1.84325e-15-0.00590479j 2.03969e-15-0.0120087j 1.03721e-15-0.00324269j -3.20352e-15+0.0132179j -1.98906e-15+0.00587381j 5.39921e-16+0.00674365j 1.89127e-15-0.0179055j -5.72459e-13+0.0101341j 2.53277e-15-0.0174234j -1.75273e-16+0.000734545j -1.54857e-15+0.0021884j -2.64219e-15+0.0124092j -3.17165e-15+0.0135422j 5.87145e-18+0.00670419j -1.14456e-15+0.00502536j 1.84541e-15-0.0218331j -3.13858e-15+0.00746888j 9.55447e-16+0.000745425j 1.67342e-15-0.0121034j 2.05905e-15-0.0118456j -1.16112e-15+0.00873348j -1.01759e-15+0.000465245j -4.71433e-16+0.00569046j -1.63413e-15+0.00937382j 1.14692e-15-0.00994169j -1.87521e-15+0.0145548j -7.20179e-16-0.00127279j -4.72701e-16+0.00148009j 1.81764e-15-0.0107367j 
5.52245e-16-0.004239j -1.22077e-15+0.000220628j -1.38685e-16-0.00103059j -2.48722e-16-0.00223329j -1.46862e-16+0.00153809j -9.03426e-16+0.00157363j -6.90238e-16+0.00396722j 7.72231e-16+0.00273565j -3.6088e-17-0.00480892j 3.40389e-16-0.000808245j -5.98808e-16+0.0015433j 1.57208e-16-0.000904573j -1.63668e-16+0.00142989j -1.39593e-16-0.000803999j 4.96274e-16+0.00171749j -2.30926e-16+0.000579183j 3.53133e-14-0.00703605j -5.82573e-17-0.0015142j 4.75043e-16-0.00105859j 5.4473e-16-0.00506801j -6.46619e-16-0.00202879j -1.13437e-16-0.0059831j 4.5977e-16+0.00011658j 3.42595e-16+0.00125895j -6.09367e-16+0.00163615j 1.16905e-17+0.00176486j 5.6742e-16-0.00245253j 2.88427e-16+0.00373286j -4.40542e-15-0.00557102j 1.3487e-14+0.00518712j -1.58832e-15+0.00145855j 4.39208e-17-0.00475652j 5.55139e-16-0.0046472j -4.32387e-16+0.00491952j 8.53529e-16-0.0136955j -1.73491e-16+0.0036387j 1.32271e-15-0.00675077j -7.21236e-16-0.00304221j 5.63026e-16+0.00201093j -4.65208e-16-0.000943088j 1.32716e-15-0.0114594j 1.35502e-15-0.00474262j 8.00032e-16-7.30326e-05j -2.02462e-16+0.002339j -5.67154e-16+0.00988637j 1.85778e-15-0.00932824j 1.41046e-15+0.00170312j 1.30468e-15-0.00127361j 5.00133e-16+0.0042466j -1.21854e-15+0.00262313j 1.12173e-13-0.00197579j -2.28944e-15+0.00888987j -6.87855e-16+0.00045672j 1.37812e-15-0.00458209j 1.3359e-15-0.00369254j 1.71516e-15-0.00365426j -3.15701e-16+0.0115523j 2.61761e-16-0.00105119j -1.80731e-15-0.00263755j 9.08426e-16-0.00384876j -1.6654e-16+0.00185784j -1.57236e-15+0.0131276j -6.01695e-16-0.00158191j 5.8282e-17+0.00155127j 7.28741e-16-0.00445968j 6.2365e-16-4.32894e-05j 1.55995e-16+0.00353789j -1.68029e-15+0.0101208j 6.21773e-16+0.00559733j 6.87384e-16-0.00479811j -2.74431e-16+0.00247799j -1.55602e-15+0.0072859j 
-5.0465e-17+0.00303393j -6.71389e-16-0.000550471j -1.12303e-16+0.00375427j 1.1405e-16+0.00257487j -8.80037e-17-0.00302322j 5.20439e-17+0.00442115j -2.10752e-16-0.00398875j -4.04875e-16-0.00331173j -1.64824e-16-0.000252175j 2.18011e-15+0.00328324j -4.15716e-16+0.00536845j -4.39243e-16-0.00446394j 1.10505e-15+0.00223193j -1.25401e-16+0.00184462j 3.30275e-18+0.000438513j 3.54348e-16+0.00331159j -9.04163e-16+0.000250225j -1.21613e-15-0.00464022j -1.72971e-16-0.00848478j 3.29571e-16+0.00159303j -4.14738e-16-0.00106517j 4.34441e-16+0.00179432j -5.52772e-16-0.00300728j 2.65492e-16-0.000409439j -5.21024e-17+0.00291361j 3.47097e-17+0.00308689j -5.08829e-17+0.000819504j -4.04112e-17-0.000929196j -9.201e-16+0.00562643j 4.47548e-15+0.00417074j 6.96996e-15-0.00379523j 1.4958e-15-0.00181546j -2.78926e-16-0.00530198j -1.77957e-17+0.00172775j 1.15467e-15+0.00712464j 8.29077e-16+0.00117542j -3.1178e-16+0.00475818j 1.32129e-16+0.00257624j 5.44207e-16+0.00362399j 4.80321e-16+0.00471783j 5.2165e-16-0.00193837j 1.30093e-15+0.00990529j 4.107e-16-0.00225543j 6.08105e-16-0.00227484j -2.80541e-15-0.00946271j -3.1042e-16+0.00714887j -3.40968e-16-0.0107918j -4.5982e-16-0.00297209j -8.45194e-16+0.00285595j -2.51182e-15-0.0102961j -1.97676e-13+0.00353347j -1.54312e-15-0.0140981j -2.40615e-15+0.00826874j -7.98453e-17+0.00129557j 1.15109e-16-0.00422268j 3.1096e-16+0.00431207j -4.27363e-16-0.00293937j 5.41077e-16+0.0114102j -3.90987e-16-0.00546151j -1.98295e-16+0.00270199j 3.94121e-16+0.00961211j -1.00834e-15-0.0169614j -5.23966e-16-0.00168737j 1.23043e-15+0.00890092j -4.5154e-16+0.00229123j -1.37695e-15-0.0066283j 6.49667e-16-0.00202638j -8.48568e-16-0.0197107j -2.27676e-16-0.0090548j -4.71275e-16-0.000242183j 4.39419e-16+5.11878e-05j -6.40594e-16-0.00894159j 
7.46875e-16+0.00315312j 5.41168e-16+0.00156206j 9.64214e-16+0.00386362j 5.55311e-16+0.00187508j -7.2713e-16-0.00257487j 9.83872e-16+0.0039527j 9.54243e-16+0.00433004j -9.43354e-16-0.00321878j 7.42043e-16+0.00385406j 4.96614e-16+0.00075553j 6.89213e-16+0.001262j -1.02548e-15-0.00443047j 2.3263e-15+0.00396505j 8.29932e-16+0.00444035j 3.24185e-16+0.00100608j 7.81945e-16+0.00302169j 1.19392e-14-0.00246087j 2.47215e-16+0.000800724j -8.53338e-16-0.00351999j 3.62301e-16+0.000687231j -2.95788e-15-0.00513911j 1.20087e-15+0.00401899j -8.51345e-16-0.00407396j -6.99712e-17-0.000209427j 5.41693e-16+0.00210421j -2.01898e-16-0.00124606j -3.34408e-17+0.000339067j -7.58296e-16-0.0033523j 7.19291e-16-0.00130004j -2.84658e-15-0.00184256j -6.85408e-15+0.00385132j -8.96036e-16+0.0029401j -8.08603e-16-0.00240736j 1.5367e-15+0.00649949j 1.4176e-15+0.00637086j -1.10927e-15-0.00715881j -5.52651e-16-0.0012001j 1.8036e-15+0.00684687j -2.0089e-15-0.0103836j 1.8904e-15+0.00667263j -8.59382e-16-0.00304594j -3.80029e-16-0.00146916j -2.62032e-16+0.000291857j 2.40993e-15+0.00277005j -3.9124e-15-0.0101127j 8.89596e-16+0.00668987j -2.65747e-15-0.00888924j -2.46193e-15-0.00828952j 4.03286e-16+0.00389885j -1.25464e-15-0.00285693j -2.59741e-13+0.00463747j -2.18093e-15-0.0081889j -5.42449e-16+0.00579204j -7.02866e-17+0.0024082j -1.09103e-15-0.00366363j 3.69686e-18+0.000537017j -3.72184e-16-0.00142392j 1.34374e-15+0.00457502j 7.56878e-16+0.00172082j -3.50317e-16-0.00109536j 2.12644e-15+0.00794269j -2.80391e-15-0.0114599j 4.46578e-16+0.00143477j 1.55576e-15+0.00491266j -1.05986e-16+0.000307861j -2.40027e-15-0.00881053j -1.52079e-15-0.00735942j -1.17845e-15-0.00331359j -2.16487e-15-0.00657247j 8.44732e-17+0.00111297j 1.68926e-16+0.000762079j -6.55287e-16-0.00270073j 
3.12534e-16+0.00368243j 8.15492e-16-0.000799698j -2.12191e-16-0.00123347j -2.97854e-16-0.00246541j 5.22413e-16+0.000922247j -2.87764e-17-0.00359697j -4.8966e-16-0.00405684j 3.40424e-16+0.00241807j 1.75745e-16-0.00123138j -2.37285e-15-0.00291329j -3.89683e-16-0.00317762j 9.63379e-16+0.00335873j -9.96084e-16-0.00155469j 1.00509e-16+0.00153932j -5.73562e-17+0.00156759j -4.16834e-16+0.000933806j -4.25501e-16+0.00016191j 1.43009e-16-0.000573553j 3.91898e-16+0.00269722j -4.03114e-16-0.00134676j 4.37209e-16+2.1576e-05j -5.90119e-16-0.000772327j 1.97617e-16+4.64873e-05j -1.02796e-15-0.00165531j -4.81154e-16-0.00401653j -6.37189e-16-0.00325445j 3.33495e-16+0.00322215j 6.2053e-17+0.00194521j 5.34039e-15+0.00197247j -1.67917e-14-0.00721014j 4.46926e-15-0.00323141j 1.29716e-15+0.0040741j 8.41595e-16+0.00239775j 1.93188e-17+0.00211874j -5.12567e-16+0.00351849j -1.59311e-15-0.00622286j 9.09114e-16+0.00709062j -2.87315e-16-0.00414528j -1.1164e-15-0.00259229j -1.34466e-15-0.00611409j 3.06454e-16+0.00266879j -8.64463e-16+0.00198512j 7.89476e-17-0.000221648j -2.30406e-15-0.00330756j 1.37678e-15-0.00103964j -1.00351e-15+0.00060288j 6.41456e-16+0.00389137j 7.79853e-16+0.0042939j -8.40491e-17-0.000844884j 9.32267e-16-0.00305913j 3.40498e-14-0.000622398j 5.26478e-16-0.00788337j -1.14543e-15+0.000578918j -5.75585e-16+0.00480665j 8.55858e-16+0.00433188j -5.99761e-16-0.000184255j -7.25561e-16-0.00425905j -5.70938e-16+0.00119612j 1.14273e-17-0.0055618j -4.92998e-16+0.0022175j -1.33431e-15-0.000206475j 3.32477e-16-0.00790007j 1.25506e-16+0.000921405j -2.0447e-15-0.000920596j 5.48303e-16+0.00101574j 2.15591e-15+0.00411944j -6.21454e-16+0.0019147j 7.54468e-16-0.00518426j 7.36632e-16+0.00303072j 8.89244e-16+0.00274176j -4.48781e-16-0.00492565j -6.6878e-17-0.0060459j 
-2.09246e-16+0.0016233j 8.85108e-17+0.00517929j -2.60655e-16+0.000265874j 7.35639e-17+0.000403615j 1.1734e-16-0.00517795j -2.63269e-16+0.00239097j 9.69083e-17+0.00384095j 1.62387e-16-0.000181133j 1.70647e-16-0.00194045j -1.56595e-15-0.00323018j -5.19391e-16+0.00236818j 3.46229e-16-0.000326787j -1.84004e-16+0.00015452j -2.89397e-16+0.00461856j -1.3585e-16+0.00217718j -2.98144e-16-0.00350498j 1.73162e-14-0.00351156j 3.54252e-16+0.000193289j 5.64816e-16-0.00161466j -7.2765e-18-0.00403211j 3.9198e-16+9.25036e-05j -5.80562e-16+0.000577356j -1.33518e-17+0.00189894j -1.02676e-15-0.0034644j -2.5531e-16-0.00138671j -2.18285e-16-0.000365671j 4.42392e-17-0.00127253j 1.84964e-16+0.000390149j 1.10102e-15-0.00532159j -3.53038e-15-0.0036392j -4.11464e-15+0.00243175j -5.63947e-16-0.000528358j 4.11636e-16+0.00343332j -3.01755e-16-0.00178332j -4.30766e-16+0.00176323j 1.82232e-17-0.00529993j 9.32859e-17-0.0065602j 4.35125e-18+0.00652814j 3.36796e-16-0.00623502j -2.56219e-16+0.00492261j 3.18343e-16+0.00462109j 5.83272e-17-0.00776587j -7.99042e-17-0.000797276j -2.20251e-16-0.000426056j 5.67099e-16+0.000154453j 6.46283e-16-0.00388032j 8.64295e-16-0.00711722j 6.46202e-16-0.0065543j -1.30378e-16+0.00280933j 1.63902e-15+0.0126354j -1.22613e-13+0.00217395j 8.01747e-16+0.00204985j 1.81485e-15-0.00528461j -1.24076e-16-0.00356532j 3.22596e-16+0.00223869j 1.38953e-16-0.000504368j -1.16542e-17-0.000473555j 1.30852e-16+0.00669208j 7.07955e-16+0.00888642j 2.97226e-16-0.00593586j -5.56597e-16+0.00515993j 1.15065e-15-0.000894099j -2.3744e-16-0.000487226j -6.38132e-16-0.00270099j 3.10564e-16+0.00478762j 3.63035e-16+0.00479872j -8.79714e-17-0.00170888j 5.46718e-16-0.00111804j 4.52612e-16-0.00478504j 1.15994e-16-0.000995859j 1.82724e-16-0.00388889j 4.94975e-16+0.00524909j 
-1.56426e-16+0.00332869j -2.23199e-16-0.0124614j 1.01024e-16-0.00221044j 7.44728e-17-0.00118889j -3.32958e-16-0.00683691j -2.47131e-16-0.00755605j 1.02203e-15+0.00304383j 5.10921e-18+0.00390198j -8.00554e-17-0.00450944j 2.61054e-15+0.00405454j 1.94121e-16-0.000195093j -3.94792e-16+0.00161898j 2.02362e-16+0.000841918j 7.94872e-17-0.00423938j -5.1231e-17-0.00264642j -7.95092e-17+0.000659529j -8.24475e-15+0.0016527j 4.49018e-16+0.00143096j -3.6717e-17+0.00278626j -7.43668e-17-0.000472008j -4.32427e-16-0.00080293j 2.43464e-16+0.00071537j 1.82975e-16-0.00185204j 1.8187e-15+0.0059392j 1.75576e-16-0.00581151j 1.18902e-16-0.0016902j -1.19372e-16+0.00137613j -2.67015e-16+0.00642688j 3.37833e-15+0.00375413j -9.28276e-15-0.00357324j 8.67076e-15-0.00538773j 1.22837e-15+0.00309988j -3.58034e-16+0.0011898j -2.42393e-17-1.5265e-05j 4.41468e-17+0.0134246j 2.77394e-16+0.00657739j -6.44952e-16-0.00661043j -4.27233e-17-0.00124449j 2.70058e-17+0.00876718j 1.23813e-16-0.0033904j -2.65041e-16+0.0101855j 7.57432e-17+0.00832418j -8.05233e-16-0.00386793j 4.38561e-15+0.00989148j -1.43991e-15-0.00775579j -1.46157e-15+0.00866731j -3.84763e-16+0.000365182j -9.67486e-16-0.00145724j -1.19698e-15-0.00825451j -1.28605e-15-0.0102485j -9.0736e-14+0.00161193j -1.61306e-16-0.0116028j -4.88747e-15+0.0115474j 6.6431e-16-0.000718987j -3.21612e-17-0.00760572j -1.60489e-16+0.000651173j -4.80103e-18-2.35044e-05j -4.09328e-16+0.00302123j 5.75029e-16-0.000876218j 2.20027e-16+0.0047313j 3.48896e-17+0.0109133j 2.0731e-16-0.00298146j -1.13579e-17+0.00173174j 2.94204e-16+0.0125027j -4.703e-16-0.00568577j -3.70845e-16-0.0223762j 2.01914e-16+0.00996721j 2.89929e-16-0.00973695j 1.40846e-16+0.00242816j -3.81807e-16-0.00801619j 1.66982e-16-0.00138399j 2.26834e-16-0.00570943j 
