0.0226743-0.00807809j -0.00725459+0.00336591j -0.00723876-0.000240882j -0.0362478+0.00941221j 0.00301976-0.00730393j 0.0148828-0.0140744j -0.0209801+0.00337501j 0.00910384-0.00743487j 0.0224926-0.00935117j -0.0117405+0.00446697j -0.0178217-0.00361567j 0.000377435-0.00366321j 0.0126427+0.0210617j -0.0280016-0.0398147j -0.0497993-0.0105264j 0.00560095-0.00375809j 0.0182087+0.0158303j 0.0149536+0.0198913j 0.00876745+0.00497681j -0.00373381-0.00955401j -0.00491914-0.00363485j -0.000835771+0.00310523j -0.00127882-0.00374619j -0.00189709-0.00804711j -0.00436619-0.00243087j -0.00213844-0.00150275j -0.0109859-0.0357618j 0.000105773+0.0144657j 0.00965787+0.000979404j 0.00276973+0.0209967j -0.00302125-0.0153372j 0.00431753-0.0100368j -0.00603657-0.00369537j -0.0076558-0.0124353j -0.0178943+0.0189059j -0.000441891+0.0293133j -0.00471262+0.0142941j -0.00582095+0.00905748j 0.00288902-0.00175033j -0.0074325-0.00902837j 0.000174006+0.00826128j 0.00917359-0.00241539j 0.00770019-0.00852306j 0.0089927-0.0041831j -0.00597108-0.00398999j 0.000300144-0.00109076j -0.00640766-0.013592j 0.0039762-0.0062713j -0.00432351-0.00912806j 0.00291736+0.0078332j 0.00436505-0.00406076j -5.12335e-05+0.000312356j -0.00433137+0.00544372j -0.00364923+0.0001703j 0.00237625+0.000896423j -0.00865835+0.00450786j 0.00348494-0.00289644j 0.0137558+0.00608163j -0.00614649+0.00518661j 0.00016362+0.00160134j 0.00491931+0.00682055j 0.00578528-0.00109613j -0.00752308+0.00308435j -0.000418693+0.00789918j -0.00422692-0.00900954j 0.00350675-0.00837458j -0.00238026-0.00457559j 0.00451125+0.00151021j 0.00535943+0.0101033j 0.00817355-0.00372866j -0.00306758-0.00942939j 0.00346262-0.00814948j 0.000106154-0.00111182j 0.00401437+0.000669806j 0.00626613-0.00329526j -0.00392813-0.000674889j -0.00728268+0.00696035j 0.00583851-0.00274291j -0.00504392+0.00736661j -0.00200002-0.00267976j 0.000229254-0.00214839j 0.00488909-0.000352595j -0.00786632-0.000413134j 0.00857492-0.0049735j -0.0089277+0.0113256j 0.00784077+0.00883172j 0.000651418-0.00116866j -0.00338944-0.0015198j -0.00387601+0.0078532j 0.00176245-0.0161291j -0.00811209+0.00835228j 0.0100385+0.00953831j 0.0076038+0.00101235j -0.00788697-0.00964548j -0.00739333+0.00350631j 
-0.00904889-0.00344447j -0.0348259+0.0245651j 0.0197889+0.0122173j 0.00181269+0.0267826j -0.0111041-0.0293999j 0.00802884-0.0241535j -0.0294204-1.38597e-05j 0.000920977-0.0231361j 0.00392278-0.00127696j -0.0156032+0.0139482j -0.00811688-7.88208e-05j 0.0074391-0.000594686j 0.00523582-0.00962127j -0.0079093+0.0064274j 0.00486409+0.00297815j 0.0141919-0.0220243j -0.00771265+0.0456432j -0.0238777+0.0211713j -0.0392079+0.136896j 0.0963997-0.0818795j -0.157164-0.0344474j 0.0572265+0.0255974j -0.00635591-0.0155331j -0.0243445-0.0706608j -0.0468471+0.0381129j -0.179622-0.214623j 0.0201549-0.0864552j 0.00904385-0.0175515j -0.056126+0.000407054j -0.00966015+0.019662j 0.0113585+0.00313917j -0.010187-0.0624792j -0.00722701-0.00661909j -0.0002767-0.0451782j -0.0145792+0.00504355j 0.0141076-0.00874282j -0.0102827+0.026373j -0.00999248+0.0494792j 0.0118708+0.014508j -0.0119816+0.0244761j 0.00551912-0.0223173j 0.00880844+0.0289448j -0.000712718-0.0348233j -0.00774199-0.0231884j -0.0123754+0.0184384j 0.0313418+0.00230207j -0.00839964+0.000571855j 0.0370809-0.00416328j -0.0160162+0.041845j 0.00729875-0.00478728j -0.00181792+0.0496972j 0.0144582+0.0386238j -0.0237548-0.032925j -0.00944689+0.0186503j -0.00521305-0.011417j -0.0123332-0.00666599j -0.0241794+0.021786j -0.00197182+0.0150896j 0.0120253+0.0156295j 0.0154295-0.0240568j 0.0122524-0.00756355j -0.000935958+0.00919866j 0.00635866-0.0183332j -0.00118681+0.0271288j -0.0318627-0.00360221j 0.0225914-0.0171555j 0.0203933-0.00969481j -0.00291413-0.0110661j -0.0123958+0.00808428j -0.0236205+0.0101335j -0.00681535-0.00772697j 0.00229008+0.00616928j -0.00166412-0.00249817j -0.00437381-0.00274493j -0.00982208-0.00773803j -0.011764+0.00491169j -0.021548+0.0108609j -0.0156893-0.00183205j 0.00314332+0.00838444j 0.00670691+0.00996567j 0.00301113-0.00651773j 0.00746539-0.00599384j 0.0060556+0.00661998j -1.54118e-05-0.00262891j -0.00701582-0.00113306j -0.00938754+0.000404515j -0.0034637+0.00972551j 0.0184057+0.00469768j 0.0112705-0.00866093j 0.00183539-0.000955408j 0.00166731+0.000241343j -0.00405858+0.0048677j -0.00504866+0.00246534j 0.00397277+0.0069426j -0.00311709-0.0010062j 
0.0100315-0.00539216j 9.80927e-05+0.0160628j 0.0123125-0.027976j 0.000687117-0.0193617j -0.0305513-0.0414393j -0.00420393-0.00346771j 0.00132958-0.0251589j 0.000681954+0.0109102j -0.0321062-0.00165822j -0.00381905-0.0074218j 0.00763391+0.00162066j 0.00541658+0.00516461j 0.00675163-0.000484445j -0.011792-0.00484648j -0.0125756-0.0102592j 0.0236936-0.0194253j -0.00572139-0.000366571j -0.0148181+0.0101849j 0.00650044-0.0538168j -0.000964719-0.0715345j -0.0999581-0.0295186j 0.210758-0.0157098j 0.0145638-0.030984j 0.0216558+0.0346734j -0.0426967-0.115241j 0.157486+0.227761j 0.0112759-0.174731j 0.0372335+0.0605122j -0.0376182-0.0374453j 0.00750751+0.0262888j -0.016546-0.0193798j 0.00895834-0.0267196j -0.00905661+0.0090851j 0.0140406-0.000992744j -0.00312443+0.0198219j 0.00648701-0.00345037j -0.0162529+0.00236773j -0.0189888-0.00167869j 0.00775914-0.00139976j -0.00478306+0.0023326j -0.000796425+0.00702202j -3.63383e-05-0.0136981j -0.00522878+0.00272311j 0.0131186-0.0240445j -0.0171754+0.0139753j 0.0115558+0.00583602j -0.0053762-0.00984311j -0.0067041+0.00534644j -0.00792989+0.0199564j 0.00330658+0.00729073j 0.000118383+0.0479808j 0.00961798-0.00855573j -0.00122112-0.00490304j -6.87358e-08+0.0127813j 0.0118897-0.0339008j 0.00338815+0.00733783j 0.0203585-0.030625j 0.0237734-0.00368315j -0.0104794+0.0350706j -0.00817901-0.00469939j 0.00993509-0.013208j 0.000303962+0.00588288j -0.0186823+0.00464166j 0.00524819+0.0279077j 0.0140295-0.0196637j -0.0173102-0.0225419j -0.0333752+0.0074679j -0.00412333-0.00184759j 0.014674+0.0106947j 0.0227427-0.00514934j -0.00762459-0.0012225j 0.0151388-0.0193438j -0.0222368+0.00296359j 0.00954942-0.00120411j -0.00388491-0.0118955j 0.0131992-0.00232386j 0.00939448-0.002376j 0.0146956-0.0158297j -0.0056855+0.0100703j 0.0158932-0.00296099j 0.00105495-0.00999227j -0.00511281-0.00787727j 0.00656713+0.00837699j 0.0046918+0.00408481j -0.00510417-0.00214596j 0.00857276+0.00295427j -0.00349853+0.0124723j -0.0136681-0.00133541j -0.0151404-0.00198741j -0.00581345-0.00223869j 0.00423471+0.00132339j 9.70318e-05+0.00452791j 0.00457009-0.000353854j -0.0134037-0.00586348j -0.0068449+0.000784014j 
-0.00192614+0.0139965j -0.01215+0.0174505j 0.00579087+0.0264355j -0.0060969+0.0296062j -0.00881169-0.0189806j 0.00728385-0.000120222j 0.0072535-0.0022082j 0.00377867+0.00421344j -0.003993+0.000403983j -0.00981758-0.00555987j 0.0028632-0.00144816j 0.00368603+0.0117808j 0.00410976+0.00512711j 0.0067363-0.00744958j 0.00107269-0.00319377j 0.00573432-0.00324528j 0.0121458-0.0025364j 0.00788705+0.0241089j -0.00674392-0.00280407j -0.151428-0.11257j -0.0819582-0.00675135j -0.0857812-0.0187988j 0.0292321+0.0571991j 0.0655194-0.0239674j -0.00743226-0.0304956j -0.00650026+0.0678388j -0.0517468-0.0180086j 0.0269738+0.047545j -0.00734826-0.0297613j 0.00916209+0.00645808j -0.0114872-0.00349417j 0.0170383-0.00830786j 0.0123463+0.0115871j 0.00520072+0.015171j -0.000425778+0.0137661j -0.00201993-0.0110113j 0.0154896+0.00840401j 0.00757765+0.0042524j 0.00373523-0.00284588j -0.00432448+0.00986254j 0.0111735+0.00517642j -0.00689262+0.00105209j 0.00636642-0.0110487j -0.107908+0.00471224j 0.0422334+0.0291013j 0.0227202-0.0263125j 0.0044758-0.0103849j -0.00566838-0.0182265j 0.000192992-0.0769391j 0.0255711+0.0988488j -0.0266552-0.0207763j 0.0187844+0.0820566j 0.0122631-0.0236998j 0.00644469+0.000566815j -0.013084+0.0119732j 0.0110131+0.015342j 0.000292041-0.0187524j 0.0161652+0.0269602j 0.00813697+0.0221887j 0.00388539-0.0064161j 0.0170177+0.00698387j 0.00894101-0.0266673j 0.00545121+0.010409j -0.00621747+0.0247593j -0.00707966-0.00752553j 0.000789008-0.00821931j -0.00429749+0.00742295j 0.0109461-0.00246362j 0.00142885-0.00626j 0.00723577-0.00593132j 0.00137911-0.00551664j 0.00281345+0.0058706j -0.00438146-0.0016426j 0.00901376-0.00374332j 0.00398507+0.00125751j 0.00481401+0.0003855j -0.00431987+0.00328122j 0.00443074-0.000292207j -0.0108211+0.00174738j -0.00257301-0.00107807j 0.00429714+0.00305374j 0.00507987+0.00598953j -0.00196437+0.00786238j 0.00156995+0.00830493j -0.00186472-0.00229305j 0.00477718+0.00616388j -0.00742164+0.00171239j -0.00495724-0.0045043j 0.00568828-0.00234935j -0.00279857+0.00195442j 0.000931992+0.000817897j -0.00643691+0.00225174j -0.00293459-0.00056503j -0.00294273-0.000686829j 4.2486e-05+0.000148595j 
-0.00232615+0.0149634j -0.00841679+0.0134844j 0.000727796-0.00655401j 0.00342355+0.0174289j -0.0121649-0.0406664j 0.00740304+0.0162586j 0.0213614+0.0225631j -0.00344283+0.00403717j -0.000717996-0.00453626j -0.0123877-0.000819586j -0.00338964+0.000456936j -0.00241995+0.00965263j 0.0086741+0.00391547j 0.00372057-0.015228j 0.00325282-0.00996511j 0.00439912-0.00888212j 0.0180341-0.0236704j 0.0146085-0.0248032j 0.00398449-0.017446j 0.00886091+0.0058802j -0.130556+0.019888j -0.0842144-0.113773j -0.00677239+0.198143j 0.165926-0.127621j 0.0245563-0.024044j -0.0698568-0.0100426j -0.0286054+0.0807496j 0.0249352+0.0570814j -0.00796834-0.043476j 0.00508237-0.0108023j -0.0084944+0.0211138j 0.001323-0.0332949j -0.00351922-0.00424191j -0.0075107+0.0234014j 0.0022722+0.0241503j 0.00846872-0.00575893j 0.0107873-0.000169808j -0.000789383-0.00252437j 0.0142106-0.0127839j 0.000108289-0.00491009j -0.00483129-0.000292595j -0.00588153-0.0002285j -0.00283191+0.0162397j 0.032857-0.00616955j -0.0119516+0.0235969j 0.0112835-0.0191093j -0.00160286-0.0119454j 0.000887104+0.00184908j -0.00326065+0.0139328j -0.00420013-0.0404832j 0.0030768+0.0327243j 0.00956696+0.017756j 0.0127578-0.0173568j -0.00706191-0.00236968j -0.019518-0.00361325j -0.014276-0.0131222j 0.00990066+0.0180886j -0.00224169-0.0116942j -0.00067718-0.0204884j 0.0188545-0.019241j 0.00863904-0.00943879j 0.00188082-8.4288e-05j 0.0115485-0.012793j -0.00661872+0.00151946j -0.000828347-0.0130421j 0.00379282-0.00837238j 0.000876978-0.000240057j 0.0125878+0.00189205j -0.0162484+0.0049969j -0.000886015+0.0024709j 0.00410443+0.00317114j -0.0103676-0.0140179j -0.00334498+0.00562291j -0.0057252-0.000577202j 0.00571576+0.0147861j 0.000339366+0.00676908j -0.00655001-0.00152011j 0.00464226-0.00426549j -0.0023565+0.00228504j 0.000631495-0.00427077j -0.000474826-0.00134736j 0.00831436+0.000728424j -0.00371631-0.00838478j 0.00500961+0.00461453j -0.00384573+0.00480621j 0.00775768+0.00268357j -0.00523528-0.000568343j -0.000494302-0.00726452j 0.00543956+0.00395507j -0.00278727+0.000929956j 0.00489006+0.00402978j -0.0059116-0.00045055j 0.000954457-0.00453885j -0.0032754-0.00302781j -0.00150359-0.00268932j 
-0.00944775+0.0288838j -0.00306531+0.00747944j 0.0141002+0.0399549j -0.00636327+0.016874j 0.0144369+0.0456662j -0.0067346+0.00642793j 0.00845762+0.018563j 0.0197909+0.0162556j -0.0350079-0.00285394j -0.0218279-0.0222362j 0.00941892-0.00208134j 0.00138574+0.0221235j 0.00710363+0.0125589j 0.00265077-0.019833j -0.00848832+0.00219179j -0.0149862-0.00227902j -0.00521793+0.0134256j 0.0121174+0.00850912j -0.00453123+0.0571104j 0.132611+0.0267349j 0.119589+0.0250892j -0.112113+0.0335843j 0.0216875-0.000594357j 0.163789-0.0529561j 0.0300075-0.194704j -0.0200124-0.021601j -0.178095-0.154789j 0.0486587+0.114637j -0.0268676-0.0668833j 0.0144546+0.0478853j -0.00482599-0.0478166j -0.034462-0.0658146j -0.0170198-0.02737j -0.0175478-0.00225611j 0.0179422+0.0245587j -0.00764461-0.000193794j 0.00576881+0.00868269j -0.00120929+0.00620152j -0.00710988+0.0113086j -0.0111687+0.0046458j -0.00140257-0.0148337j 0.0031431+0.0123635j 0.0139444-0.0157954j 0.00699044+0.00936147j -0.0063883-0.000150663j -0.0219657+0.00757925j 0.00383428+0.0110392j 0.00849347-0.00392892j -0.000298063+0.0135707j -0.00979169-0.0414717j 0.00590989-0.0269045j 0.00122701-0.0107211j 0.00618307+0.029939j -0.00364859-0.0118943j -0.00741144+0.000302534j -0.00211283+0.0350137j 0.0136237+0.00484309j 0.0383151-0.0504635j -0.012986-0.0180785j 0.00939149-0.00641942j 0.0332551-0.0163501j 0.00103284-0.0155693j 0.00921641+0.0183391j -0.0115139-0.0147805j -0.0331286+0.00843139j -0.00116987-0.00828552j -0.00646854-0.00593501j 0.0190137-0.0124036j 0.0168201+0.00104003j 0.00264331-0.0102665j 0.00315968+0.00648481j -0.00130799-0.00848571j -0.0133636-0.00163652j 0.0231459-0.000990862j 0.00972401+0.00778068j 0.0171673+0.013279j -0.0117686+0.000283623j 0.00534082+0.00412771j -0.0180697+0.0100061j 0.0117998-0.0102122j 0.0101906-0.00886206j 0.0068004-0.00440128j 0.00220098+0.000736743j 0.00925907+0.0108514j -0.00983416+0.00676817j -0.00198333+0.00835911j -0.00979027+0.00392877j -0.00991886-0.00273389j 0.00421519-0.00382908j -0.00413508+0.00385661j 0.00338336+0.00187553j -0.00602329+0.00271587j -0.00932322-0.00244112j -0.0105345-0.00172675j -0.000429611-0.00290611j 
-0.00143141+0.0370627j -0.00685235-0.0149762j -0.00532421+0.0155471j 0.00822361+0.0196116j -0.00109162-0.0137385j -0.00793342-0.0123767j 0.0371726-0.00552124j 0.0230378-0.0107762j 0.00213476+0.00912404j -0.0349063+0.0103939j -0.00899054-0.00358693j 0.0218681+0.00191273j 0.0156411+0.00796991j -0.0195534-0.0139808j 0.00985882+0.00577634j -0.00427346-0.010122j 0.00709155-0.00725382j 0.0303283-0.0275869j -0.0289818+0.00278259j 0.0147008+0.045928j -0.11756-0.0576838j -0.0706528+0.069381j -0.0785104-0.0947838j -0.0468734+0.208903j -0.243492-0.231518j -0.00757493-0.0230819j -0.0199194+0.125198j 0.0195549+0.0320884j -0.00767482-0.0281287j 0.00553577-0.0123085j 0.00224194+0.0291789j -0.0254472-0.0524719j 0.00368703-0.000430672j -0.00102625+0.0158959j 0.00989739+0.0146651j 0.0187119+0.00538215j 0.0124084-0.00197951j -0.0019015+0.00997342j 0.013484+0.00179342j -0.00677491-0.000187292j -0.00410325-0.00367118j -0.00795095+0.00259877j 0.00590939+0.00451834j -0.00159357+0.00791302j 0.000714279+0.00113074j 0.000777041+0.0115174j 0.00480632-0.00272548j -0.0018694-0.0159076j -0.00272331+0.00563756j -0.00056333+0.00773189j 0.00597496-0.00382196j -0.00285968-0.0141934j -0.00200326-0.0466565j 0.0155634+0.000131221j 0.0286427-0.0260645j -0.0470404+0.029288j 0.00212378+0.012156j 0.0143134+0.00537209j 0.00472169-0.0147599j -0.0255067-0.00182073j 0.0245292-0.0220612j 0.0215593-0.0178194j -0.0028847-0.00253845j -0.0139932-0.00155536j 0.000657359-0.00861381j -0.00327842-0.00952143j -0.0196408+0.00622546j 0.0177037+0.00196011j -0.0258308+0.0126446j -0.00798753-0.00150655j -0.00422695+0.00838442j 0.00897979-0.00730661j 0.00530996-0.00221724j -0.00284777+0.00228069j -0.00242881+0.0230926j -0.00712044+0.0141595j -0.0191515+0.00369187j 0.00299071+0.000270834j -0.00155548+0.00250578j 0.0148107-0.00264269j 0.00150636+0.00214516j 0.0104231+0.00047915j 0.00479154-0.00740079j -0.0144414+0.00884148j -0.00765751+0.004248j 0.000777966+0.0022514j -0.0122052-0.000497185j 0.0155499-0.00879863j 0.0148748-0.000777271j -0.00560392+0.00148275j 0.00667664-0.00034624j -0.0148567+0.000106843j 0.0012838-0.00577359j -0.000692718-0.00367841j -0.014166-0.00657702j 
-0.0206165+0.0233712j -0.0300557+0.0607604j -0.0069201+0.0171466j -0.000539189+0.00549591j 0.00301746-0.00225684j -0.0152481-0.0196508j 0.0214674+0.00271568j -0.0448107+0.0107109j 0.0111694-0.00293287j 0.00786335+0.00170957j -0.00246138+0.00145815j -0.0229917+0.00122099j -0.00271641-0.00191569j 0.00187425-0.0119097j -0.00321302-0.0206808j -0.000187215-0.0392887j -0.0142158+0.0668108j -0.00271748-0.0480883j -0.0555359-0.0702276j 0.112963+0.0576358j -0.115001-0.0174107j -0.116575+0.0726077j 0.0152661-0.0549564j -0.278218-0.169042j 0.0995273+0.0917398j 0.0109364+0.155598j -0.0144125+0.0491994j -0.0268252+0.00354228j -0.00555376-0.0576349j -0.0196399-0.0150559j 0.0109376+0.0273344j 0.0230241+0.0096666j 0.00419906+0.0364027j 0.0191066+0.0350652j -0.000326872+0.0387891j 0.0104377-0.0277924j -0.0127966+0.00740956j -0.0151949+0.066771j -0.00634584+0.0163j -0.0295393+0.0110818j 0.0229979-0.00811367j -0.000885202-0.00150308j 0.0284729+0.0105837j -0.00265039+0.0350835j -0.000523493+0.0168355j -0.00507192+0.0346418j 0.0182424+0.0205415j -0.00620671-0.0406954j 0.00321129-0.00468015j 0.00758196-0.00182645j -0.00700293+0.0220954j -0.0271396+0.0129922j -0.0369818+0.0381905j 0.019014+0.0132699j -0.00266558-0.0124514j 0.0282058-0.0271595j 0.0102572+0.00318325j 0.000811115-0.00690733j 0.00447264-0.00229256j 0.000658227+0.014441j -0.0322181+0.0150948j 0.00148149+0.00529623j -0.00640849-0.0121401j 0.00307504+0.0010211j 0.00768944-0.000273729j -0.00575285+0.0130231j 0.00698477+0.00812938j 0.00133592+0.0140879j 0.00646956-0.002204j 0.00744617+0.00500085j 0.0194819+0.00167078j -0.00820752-0.00519773j -0.0110755+0.00734152j -0.00845115-0.000284263j 0.0241601+0.00719069j 0.012154-0.0085091j -0.000708822-0.00809691j 0.00222606-0.00791659j 0.0118544-0.00786331j 0.00606427-0.0108493j 0.0031302+0.00288881j -0.00763555+0.00749964j -0.0121765-0.0111199j -0.010861-0.00279974j 0.00673044+0.00382575j 0.0136619-0.0012228j 0.00141312-0.000830166j -0.00547893-0.00461456j -0.0125535+0.00593519j -0.0038568-0.000223573j 0.00394212+0.00407533j 0.00718799+0.00633068j 0.000632204+0.00195593j -0.00974309-0.00219192j -3.6377e-05+0.00220793j 
-0.0178819+0.028231j 0.0165214-0.0110457j 0.00141542-0.0551646j 0.00122417-0.0174778j 0.00537609+0.00852594j 0.0144251+0.00985395j -0.011909+0.019859j 0.0184532+0.0144696j -0.0196376+0.00247602j -0.0183103-0.00611836j 0.00208306-0.0040122j 0.0201016+0.00358018j -0.00364346+0.00243486j -0.0144915-0.00812157j -0.0118426+0.0131597j -0.00430078-0.037386j -0.0224082+0.00668628j -0.00182765-0.0586398j -0.0106073+0.0159584j -0.160563+0.111971j 0.0388256+0.00470837j 0.0787712-0.0434199j 0.00489968+0.0593j -0.294141-0.156646j 0.0279942-0.144033j 0.0628785-0.103274j 0.00766351-0.0177843j 0.0441445+0.0201198j -0.0264019+0.0147259j 0.00248722+0.023363j -0.00609457-0.0176572j -0.0155406-0.069289j 0.0023384-0.0448083j 0.00712186-0.0249566j 0.00858527+0.00678554j -0.00558415+0.00786592j -0.00159833-0.0189099j -0.00731538+0.0163411j -0.00688329-0.0104946j -0.00372507-0.0100221j -0.0070841-0.00237026j 0.00507622+0.00136039j -0.0281688+0.0244872j -0.00736774+0.0100333j 0.00531091-0.0130324j -0.000176779-0.0246527j -0.00372611-0.023498j 0.00515049+0.0173022j 0.00696167-0.0263051j 0.00492634-0.00215883j -0.0180451+0.00752048j -0.0412163+0.0269989j -0.0425839+0.00460278j -0.0107441-0.00995767j -0.00517173-0.00185997j -0.00149852+0.0373144j 0.00259969-0.00107397j -0.00724673+0.011076j -0.0124396+0.0179829j -0.00396558+0.011908j 0.00102055-0.00949248j 0.0014292-0.0120998j 0.00654001+0.00967742j -0.00660925+0.00330256j -0.00892073+0.00471262j -0.0131586-0.00648345j -0.00800215+0.00514388j -0.00831049-0.0119765j 0.00308739+0.00482999j -0.0153842-0.00566415j -0.000342928+0.00130924j -0.00230311+0.0101826j -0.0170138-0.00718393j 0.0150222+0.000430645j 0.00363325-0.00257815j 0.0110541+0.00902693j -0.00851399+0.00540497j 0.00263335+0.00330661j -0.00385627+0.00818617j 0.017941+0.000568734j 0.0114114-0.00219578j -0.0111828-0.00341263j 0.0177841+0.00719531j 0.00108543+0.00650351j -0.00568238-0.000571203j -0.000880811+0.00455053j 0.00453066+0.00624275j 0.00436468-0.000898373j -0.0028362-0.00955422j -0.000665125+0.00219482j -0.00105867-0.0019811j -0.0019828+0.00361818j -0.0081663-0.00112212j -0.00640505-0.00354999j -0.00551428-0.000639618j 
-0.00193461+0.00799837j 0.0544104-0.0393734j 0.00509293+0.00797894j 0.00937222+0.075038j 0.00224438+0.00437719j 0.00788385+0.012933j 0.00232084+0.00861073j -0.00501553-0.00524287j -0.00224451+0.00183084j 0.00505047-0.00306484j -0.000448479-0.00277695j 0.00346585+0.0109197j -0.0039447+0.0030421j 0.000638936-0.0127724j 0.00114573-0.00379269j 0.0268764-0.0265895j 0.030835-0.153494j 0.0176818+0.0629978j 0.0896615+0.156038j 0.0196741-0.131719j 0.00764211+0.0397969j -0.0531746+0.0721578j 0.186622-0.00771844j -0.205054-0.0274076j 0.0141851-0.0420321j -0.061161-0.0112131j -0.0475955+0.00872443j -0.026488+0.0131451j 0.00683898-0.04501j 0.00171964-0.021875j -0.000279593+0.0237678j -0.0062597-0.01045j -0.00868343+0.00440565j -0.00905582+0.0447195j 0.00533822+0.000147049j 0.0012039+0.00135931j 0.0130438-0.0188864j 0.00177582-0.0680114j 0.0183568-0.0993729j 0.0206302+0.00372476j -0.0310072-0.000358768j -0.0327514+0.0295492j -0.0321175-0.0428371j 0.0130203-0.0359123j -0.0152553-0.0152465j -0.00961109-0.00359867j -0.0161958-0.00214j 0.00047167+0.0149269j 0.00980962+0.0343797j 0.0231217-0.0297524j -0.00643432-0.00781273j -0.0150997+0.0126676j -0.00658725-0.00852851j -0.0051881-0.0122074j -0.00313767-0.00386957j 0.00540008+0.00334767j -0.0217911+0.00938816j 0.0181579-0.00754848j -0.00851229-0.0117087j 0.0157029+0.00310104j -0.00224809+0.000151841j -0.00850859-0.00367143j -0.000198311-0.00532776j -0.0128579+0.00105122j -0.00422671+0.00067806j 0.00673198-0.00203663j 0.00914037-0.002419j 0.00414096-0.00462626j 0.00050161+0.00485132j -0.00944221+0.00160912j 0.00622812-0.00148434j -0.00182018-0.00500805j 0.0037727+0.00181976j 0.000579833-0.000693884j 0.0168255+0.00767702j -0.00180423+0.00390386j -0.0109841+0.00104179j 0.00260032-0.000562578j -0.0048112+0.000441379j -0.00297362-0.00108526j 0.00628678+0.00349386j 0.011941+0.000493955j -0.00996508-0.00665154j 0.00241273+0.00220051j -0.000153049+0.00466893j -0.00282521-4.34367e-05j -0.00916408-0.00293036j -0.00100639-0.0067359j 0.00747239-0.000231222j 0.000717195+0.00446718j -0.000639-0.00024479j -0.00568102-0.00177629j -0.00867815-0.00908814j -0.00116221-0.00431923j 0.00155043-0.0037634j 
0.0565452-0.0430311j 0.0258972-0.0408388j -0.00669082+0.0435983j -0.0188864-0.0280576j -0.0123695-0.00641952j -0.0131391+0.00251674j -0.0191134-0.00490735j 0.0280691+0.0129315j -0.0148441-0.00260907j 0.00778791-0.00347375j 0.00521833+0.00173643j 0.0221171+0.00805755j -0.00523795+0.00157324j -0.0115858+0.00664773j -0.00405922+0.0134469j -0.0240105+0.144136j 0.0118557-0.0622252j -0.0260705+0.0649455j -0.0632733-0.0651091j 0.0268535-0.031776j 0.0442152+0.0300288j 0.0427483-0.109945j 0.134161+0.061708j -0.12951-0.0142484j -0.0558823-0.0326364j -0.00164815-0.0710382j 0.0144493-0.0292072j 0.0284209-0.0213552j -0.0129646+0.0405345j 0.000772036+0.000770802j 0.00632854-0.0156441j -0.0199739+0.0217093j 0.00034936-0.014702j 0.00633359-0.0399905j -0.00445266-0.0470396j -0.0151535+0.0403086j -0.0239017-0.00135304j 0.00560432-0.122477j 0.00492947+0.0390961j 0.00995181-0.00467295j 0.010919+0.00400356j -0.0173634-0.0248676j 0.106374-0.00850293j -0.0195231+0.0211566j -0.00627791+0.0795795j 0.0131573+0.00755732j 0.0303508+0.0398169j -0.0334529-0.0400826j -0.0122866-0.0412105j 0.0108983+0.0193728j -0.00455316+0.00762539j -0.0154394-0.0299676j -0.00446084+0.0088693j -0.00484759+0.0301111j -0.00883648-0.0124823j -0.00956593+0.00957523j -0.0107824+0.0179575j 0.012365-2.70988e-05j -0.0124397+0.015688j 0.00923978-0.00705032j 0.0138717-0.00959711j -0.00360497+0.0143043j -0.00208015+0.0193051j -0.00480541+0.0073082j -0.00585825+0.010873j 0.00422482-0.00480549j -0.00035459-0.00133712j 0.00233724-0.000355833j 0.00452859+0.00120231j -0.00347913+0.000416815j -0.00933565-0.00264709j 0.000166007+0.00530888j 0.00302189-0.0081798j 0.0108626+0.00612087j -0.0064354-0.00832356j -0.00394044+0.00387877j -0.00036611+0.0087637j 0.00170101+0.00530918j -0.0101446+0.000307523j 0.000332325+0.00902496j -0.000341979-0.00615699j 0.00151728-0.00801994j 0.00678871+0.0140991j 0.00668852-0.000878815j -0.00452303-0.005094j -0.00965471+0.00221971j -0.000735789+0.00121874j -0.00109643+0.00891304j 0.00602081-0.00634186j 0.00158154-0.00528247j -0.000944601-0.00206598j -0.00471773-0.00327715j -0.00984828+0.00332437j -0.00220737+0.00423325j 0.00245946-0.004708j 
