1.02396e-16+0.0414244j 2.80326e-16+0.0154125j -8.10914e-17-0.0148459j 1.24386e-16+0.0183989j 6.44954e-17+0.0210119j -1.04662e-18+0.00030887j 6.50298e-17+0.0144451j 2.74636e-17+0.0147696j -1.02706e-16-0.0236923j 6.90975e-18-0.0214946j 1.40947e-16+0.0085321j -1.51382e-16+0.0201411j -4.76526e-17-0.00557338j -8.04026e-17-0.0343145j 2.6244e-16-0.00670622j -3.57184e-15-0.0110822j -5.22972e-18-0.0109397j 2.2345e-16+0.0263269j -1.39216e-16-0.000904963j 9.17379e-17+0.00159741j 3.53811e-17+0.00138294j 1.2461e-16+0.0168348j 5.89715e-16-0.00524844j 9.82906e-17-0.00104726j -8.43375e-17-0.00159398j 2.03644e-16+0.0250811j -3.95377e-17-0.0104447j -1.44394e-16+0.0207598j -9.57442e-15+0.00242662j 3.5163e-17-0.000195745j -1.13272e-16+0.0172956j -4.93652e-17+0.00253141j -2.22445e-16+0.00650055j -3.42846e-17+0.0134943j 7.31707e-17-0.00670751j -4.7401e-18+2.70777e-05j -8.96303e-18+0.016893j 2.95223e-16+0.00759827j -2.25285e-16+0.00177989j -6.64572e-17-0.00317653j 2.37228e-16+0.00656672j -3.39709e-17-0.0148332j -8.39374e-18+0.0168829j -3.13716e-17+0.00438277j -1.93726e-17-0.00800869j -8.171e-18+0.0109417j 2.39886e-17+0.00608086j 4.3778e-17+0.0160797j -6.92726e-17-0.0259241j 4.20423e-17+0.005581j 1.71658e-17-0.000157224j -3.36564e-17-0.016915j 3.63192e-17+0.00998352j -9.1253e-17-0.0259568j 7.557e-15+0.0332444j 1.59718e-15-0.00599659j 
8.55659e-16-0.035532j -2.89997e-15+0.0355255j -4.914e-16+0.0363318j 2.15671e-15-0.0166605j -1.11472e-15+0.0210846j -7.57791e-15+0.0620597j 1.22798e-15-0.0179292j -9.80095e-15+0.0510373j -2.84767e-15+0.0767284j -2.35555e-15+0.014165j -1.20874e-15-0.0424615j 2.01754e-16-0.0091351j -1.96533e-15+0.0711975j -2.86166e-15+0.049475j -6.16913e-15+0.0209218j -6.4341e-15-0.0094068j -3.74442e-15-0.0164396j -2.81924e-15+0.156226j -3.73436e-15-0.0316704j 3.36239e-16-0.00395609j 6.23926e-15+0.125098j 2.3169e-15-0.17283j -5.28931e-15+0.019049j 1.00752e-14-0.0964264j 3.87123e-15-0.0726987j -1.50798e-15-0.0619777j -1.73862e-15+0.0128865j 1.56285e-14-0.270088j 4.89334e-13-0.138709j -1.18046e-15+0.0471427j -1.70044e-15-0.0535975j 2.68089e-15-0.0883429j 4.26232e-16+0.119785j -8.92828e-17-0.0497106j -1.65518e-15-0.113687j 2.16864e-15+0.241695j -3.6198e-16-0.0431019j 7.30113e-15+0.162496j -5.2443e-15+0.0844431j -2.5875e-15-0.0925543j -3.9873e-16-0.000897185j 4.25327e-15+0.0748666j 2.08337e-15+0.0035451j -1.49894e-15+0.105164j 4.02063e-15-0.150591j -5.35735e-15+0.112088j -3.78478e-15+0.182957j -1.74104e-15+0.152729j 5.0726e-15+0.111573j -4.35271e-15+0.017533j 9.81182e-17+0.0137333j 1.586e-15+0.0135834j 3.43947e-16+0.0645737j -5.28973e-15+0.0567356j -3.00421e-15+0.00464875j 3.62004e-15-0.0523409j 
4.1691e-16-0.0390321j -1.55825e-15-0.0336233j 6.5568e-16+0.13254j -9.15498e-16-0.060108j 6.45576e-16-0.00032566j -8.74964e-16+0.0275026j -1.26189e-15-0.0402689j 1.848e-17-0.0393561j 1.28929e-15-0.0319868j 2.26172e-16-0.0306753j -2.92011e-16+0.0191812j 6.59857e-18-0.0017325j 4.33261e-16+0.0365704j 1.25501e-15+0.0479236j -2.89857e-16-0.0404566j 1.97856e-15+0.00197006j -6.18691e-17-0.0834787j -6.22913e-16-0.0546315j 8.07843e-16+0.0604313j 6.38445e-16+0.144768j -7.76984e-16-0.0684077j 1.59605e-15+0.122599j -7.38841e-15+0.0678243j -8.48508e-15+0.152742j 2.08441e-15+0.11662j -2.01392e-16+0.110818j 1.85814e-17+0.0582493j -8.36296e-16+0.0582707j 4.19809e-14-0.0136555j -9.56021e-16+0.110483j 3.98362e-16-0.0929489j -6.53772e-16+0.00203911j 4.49313e-15-0.130492j 1.36293e-15-0.0664962j -1.64049e-15+0.0527078j 1.31539e-15-0.0725328j 9.28069e-16-0.000687899j -1.20686e-14-0.183316j 6.1926e-15+0.00798293j 2.4241e-16+0.0334002j 2.24156e-15+0.0609938j 2.98579e-17-0.197156j 1.36151e-15-0.0526333j 1.25003e-15+0.0730687j -8.92296e-16+0.0510856j 1.18907e-16-0.116285j 2.99387e-16-0.103788j 4.46866e-16-0.221066j 6.71141e-16-0.0380362j -9.02627e-16+0.0371709j -1.34853e-15-0.0480214j 4.19647e-16+0.0052423j 1.08447e-15-0.00338919j 6.63928e-16+0.163624j -2.66812e-16-0.00788079j 1.00432e-16+0.017287j 
3.58456e-16+0.0806761j 1.22321e-15-0.00991542j -1.59656e-15+0.0723432j 3.73282e-15-0.0246228j -1.90122e-15+0.0685748j 3.33112e-15-0.0398116j 4.74862e-15+0.00877564j -3.825e-15+0.0554146j -5.95331e-15-0.0240564j -2.69813e-15-0.0375247j 3.18809e-15-0.0416288j 5.11721e-15-0.0560931j -5.2194e-16+0.00594714j -6.84788e-15+0.015517j -3.04621e-15-0.0416278j -4.50222e-15-0.0134554j -1.62654e-15-0.0182394j 6.72683e-15-0.0675067j -2.88412e-15+0.0183835j 1.54957e-15-0.0576238j 2.31764e-15+0.030504j -3.81071e-15+0.0526301j -1.34872e-15+0.00561334j 7.75982e-15-0.0461998j 1.31739e-15-0.075137j 3.68059e-15-0.00102096j -2.25916e-15+0.0399469j 1.68998e-14-0.162382j 1.71557e-13-0.0481533j -3.23474e-15+0.0620403j -5.43706e-15+0.0843198j -7.36759e-16+0.0127722j -2.47601e-15+0.00777026j -4.6103e-16+0.0554143j 4.57919e-15-0.113949j -2.83111e-15+0.124952j -1.46646e-15+0.0344107j 2.75447e-15+0.158551j -9.10591e-15+0.11888j 1.00254e-16-0.0346619j -6.52777e-16-0.0476849j -1.48628e-15+0.009465j -4.56687e-15+0.117273j 8.4709e-16-0.0297692j 1.1758e-15-0.0348607j -1.90553e-15+0.0388625j -4.0897e-15+0.106913j -7.06533e-15+0.168281j -1.01038e-15-0.00693513j 4.41861e-15-0.0483434j 3.21522e-15+0.0257092j -2.41639e-15+0.00642842j -2.03108e-15+0.0938183j -2.56434e-15+0.038924j 1.86402e-14+0.0926346j 4.14358e-15-0.0217239j 
-2.75411e-15+0.0655795j -2.98502e-15+0.0487963j 3.14532e-15+0.00561684j -8.29195e-15+0.0868595j 2.75554e-15+0.00380412j -4.76823e-15+0.0248633j -9.99404e-15+0.119166j 7.96997e-15-0.05837j 1.29571e-14-0.163228j 6.97826e-15-0.0885108j -7.12885e-15+0.0603409j -1.04584e-14+0.0784431j 2.40505e-15-0.0316143j 1.56198e-14-0.169156j 9.4805e-15-0.116845j -5.71131e-15-0.0314492j 4.82742e-15-0.0501215j -1.16803e-14+0.103817j 7.21884e-15-0.0839844j -1.29211e-15-0.00963647j -4.02014e-15+0.0800093j 4.60389e-15-0.0438047j 7.49724e-15-0.0446571j -1.83959e-14+0.1105j -2.22434e-15-0.00723982j -6.0307e-15+0.0719513j 2.89774e-15-0.0160213j -2.73947e-14+0.206889j 2.46591e-14-0.0116737j 4.5014e-15-0.0139763j 7.19118e-15-0.0317834j 1.44518e-15+0.00234751j 4.52801e-15-0.0332459j -3.66603e-15+0.0792552j -5.80599e-15+0.00658474j 4.83338e-15+0.013703j 3.62763e-18-0.000181393j 8.8754e-15+0.0202342j 9.5429e-15-0.0539662j -3.01802e-15+0.0104445j -1.20855e-15-0.0138793j 2.42086e-15+0.0012936j 5.95242e-15+0.00864655j -3.40673e-16-0.0183988j -2.04068e-15+0.0036955j 3.59231e-15-0.0138763j 9.12468e-15-0.0306488j 1.23606e-14-0.0308364j 2.59876e-15-0.0253335j -7.00531e-15+0.0409843j -6.43612e-15+0.0910773j 5.03517e-15-0.0546972j 3.79008e-15+0.0104511j 6.97899e-15-0.0609464j 5.97762e-15+0.0232171j 1.28777e-15-0.0271303j 
-7.99138e-16-0.0012597j 2.48288e-15-0.0124255j -3.36131e-15+0.110752j 3.1595e-15-0.0284452j -9.5002e-16+0.0191167j 2.7179e-15-0.0478765j 2.77455e-15-0.0314516j -6.51264e-16-0.0084322j 2.00582e-15-0.0617118j 1.59216e-15-0.0231122j 2.17299e-15+0.00870681j 2.72837e-15-0.00323669j -8.91249e-16-0.00753021j -6.81311e-15+0.0451466j 1.98109e-15-0.0475734j -1.72909e-14-0.0679444j 2.32118e-16-0.0123269j 6.68158e-15-0.0597405j 1.5782e-15-0.0513225j -3.21488e-15+0.0733232j -1.76791e-15+0.0344777j -4.43318e-15+0.0264824j -5.00671e-15+0.00390537j -2.23737e-15+0.0495984j -3.06707e-15+0.066673j -2.1415e-15+0.0520981j -1.33689e-16+0.0283681j 5.8732e-15-0.08061j 4.77505e-14-0.0127175j -2.77698e-15+0.0447625j -1.45812e-16-0.0393436j -7.46871e-15+0.0841542j 6.02275e-15-0.0512052j 1.07649e-15+0.00879739j 4.55248e-15-0.0491638j -1.83148e-15+0.0423332j 3.13058e-15-0.0735996j -2.16879e-15-0.010079j -4.56551e-15+0.0791989j 1.97572e-15-0.0233898j -2.23296e-15+0.0453965j 3.93316e-15-0.0283475j -2.43166e-15+0.0690348j -1.6015e-15+0.0163538j -4.34351e-15+0.0138288j 2.84081e-15-0.0276262j -2.76379e-15+0.0289227j 2.39559e-16-0.00806471j 2.08462e-15-0.00162438j 1.82601e-15-0.0490979j 2.2514e-15-0.0228789j -1.35158e-15+0.00613095j -1.1211e-15+0.0491339j -4.71344e-15+0.0980059j 2.68738e-15+0.0254686j -3.89021e-16-0.0236655j 
3.47412e-16-0.0441893j 9.83303e-16+0.0534858j -1.65955e-15+0.131548j -9.44899e-16+0.0160568j -2.34182e-16+0.0163654j -1.24619e-16+0.00360846j -7.18974e-16-0.00165911j 1.40457e-16-0.0170971j -1.39359e-15-0.000587724j -1.71097e-15+0.0264009j -1.61899e-15+0.0684301j -7.95931e-16+0.0485226j 9.02238e-16-0.0215154j 3.18444e-15-0.086335j -5.50117e-16-0.0705092j 1.76035e-14+0.0561607j -1.61106e-18-0.0372742j 3.82616e-17+0.0476339j -6.93136e-16-0.0282845j 2.70476e-15+0.024532j 3.07249e-15-0.0397673j 6.7345e-16-0.0530388j 1.43447e-14-0.106011j -6.52685e-15+0.0962196j 3.63869e-15-0.01668j 2.37461e-15+0.00992554j -2.93709e-15+0.0929646j 4.10814e-15-0.0827382j 1.31739e-13-0.037762j -2.4113e-15+0.0699237j -6.10368e-16-0.0510933j 4.72079e-15-0.0932561j -3.61009e-15+0.0507684j -2.25852e-15+0.0169888j -1.5966e-15+0.0208054j 6.69031e-16+0.0255326j -1.67723e-15-0.0274436j -1.86672e-15+0.0103981j 1.98415e-16+0.011604j -1.73974e-15+0.0433163j 2.34181e-15-0.0482596j -3.23178e-15+0.0385431j -2.04203e-15+0.0623923j 2.59225e-15-0.0100952j 3.28417e-15-0.131919j -2.64833e-15+0.0418037j 1.7729e-15-0.0278938j -1.74312e-15-0.00242773j -1.97174e-15+0.0708484j 1.3372e-15-0.0423044j -1.10831e-15+0.0067187j 1.74851e-16-0.0141921j -7.5168e-16+0.0599476j 2.32266e-16+0.0788484j -6.2531e-15-0.0108768j 4.25505e-16-0.085106j 
-1.50007e-15-0.0166102j 3.34466e-15+0.0849676j 1.07365e-15-0.044401j -8.84689e-17+0.0300102j -1.24696e-16+0.0126056j -4.87702e-17+0.0449454j -6.28023e-16-0.0748082j -4.81347e-16+0.0546045j 7.76723e-16+0.0442787j 7.57763e-16+0.00977012j 8.31048e-16+0.0520404j -3.37636e-16+0.0880424j 3.10778e-17+0.085958j 2.51538e-16+0.0299399j -9.97994e-16+0.135747j 1.32716e-14+0.0485279j -2.84272e-16+0.0230555j -2.88833e-16+0.0532427j -4.27353e-16-0.0111008j 7.80412e-16+0.0371361j 3.41708e-16+0.0345255j -4.40817e-16-0.0818171j -2.90987e-15+0.0224432j 2.02905e-15-0.0127186j 9.90211e-16+0.055165j -1.20987e-15-0.0493742j 8.10771e-16-0.0657235j -4.46952e-15-0.003686j -1.69578e-13+0.0505253j 2.44168e-16-0.0360921j -7.51008e-16+0.050406j -8.74609e-16-0.00909877j 7.81296e-17+0.0300501j 2.70453e-16-0.0453286j -5.02555e-16+0.0259936j 3.23628e-17-0.0188692j -3.16817e-16+0.0191421j -5.17433e-15-0.0281158j 2.77452e-15+0.116027j -1.019e-15-0.0547657j 6.14699e-17+0.00640551j 4.77979e-16+0.0312687j 5.42434e-16+0.0180813j -5.07096e-16+0.0411248j -1.58403e-15-0.0788644j 2.19839e-16+0.0497685j -5.71885e-16+0.0492284j -3.39672e-16+0.0077945j 9.09455e-16-0.0390145j -4.67138e-16+0.00078608j -3.73674e-16-0.0748866j 2.27316e-16-0.0487638j 3.87446e-16-0.00809801j 8.97274e-16-0.00910548j -4.17555e-16+0.0142198j -3.89816e-16-0.0691884j 
1.26874e-15-0.0285185j -4.38317e-16-0.0463569j -2.06889e-15+0.0594772j 6.97932e-16-0.0230721j 9.96188e-17-0.00227483j 1.44978e-15-0.097394j -1.10173e-16-0.0281829j 8.11519e-16-0.0398864j -7.73148e-16+0.0589763j -1.71331e-15+0.0898011j 1.22255e-15-0.0190555j 2.22415e-15-0.0271146j 1.10923e-15-0.0534401j -8.02916e-16+0.0415439j 1.58189e-15-0.034506j -7.48407e-15-0.0252307j -3.40152e-16+0.0678632j 1.68393e-15-0.137459j 8.04019e-16-0.0187996j -5.53862e-16-0.0353122j 6.41355e-18-0.0204412j -7.39473e-16+0.0128359j 8.36573e-15-0.0718952j 9.9474e-16-0.0138779j 8.93276e-16+0.0144853j 1.80115e-16-0.0820579j -9.75563e-16+0.0308333j 3.36368e-15-0.173993j -3.0864e-14+0.0128141j -9.58127e-16-0.0247655j -1.3638e-16+0.0185717j 2.24097e-16+0.0347161j -3.63347e-15+0.0843386j -1.9012e-15+0.0715355j 8.5613e-16-0.0447168j -1.10953e-15+0.0181231j 9.94701e-16-0.0534021j 1.83954e-15+0.0721128j -1.41644e-15+0.0545559j 1.06372e-17-0.0133444j 2.38586e-16-0.0123813j -2.18617e-15+0.139043j -2.30796e-15+0.131276j 7.08508e-16-0.0808772j 5.27767e-17-0.0298876j -3.65138e-17+0.0394622j -6.48414e-16+0.0204476j -1.64797e-15+0.0950048j -2.40982e-15+0.0993552j 1.70741e-15-0.114293j -8.81448e-16-0.00177075j -9.7397e-16+0.043693j -9.18488e-16+0.0504062j -9.08497e-16+0.0048322j -2.74075e-15-0.0145951j -6.10742e-16+3.3155e-05j 
7.32739e-16-0.0529817j 2.38949e-15+0.0587208j -1.34359e-16+0.052775j -1.28101e-16-0.00131631j 5.94613e-16-0.00556681j -1.06434e-15-0.0398398j -3.65658e-16-0.0775381j 6.35818e-16+0.0516629j -8.51768e-16-0.0651677j -3.87563e-16-0.0455412j 5.03598e-16+0.0812584j 5.82532e-16+0.0110063j -8.33855e-16-0.0149363j -4.28418e-17+0.0107753j -1.34631e-15+0.0254229j 1.27947e-14+0.0407345j 4.09513e-16-0.0114135j -7.58567e-16+0.00662799j 3.98869e-16-0.0981423j -5.95808e-16+0.0254131j -4.08211e-16-0.00916921j 1.11948e-15-0.0622671j 5.50969e-15-0.0566978j -9.48241e-16+0.011974j 2.07583e-17-0.0104289j 4.89772e-16+0.0359541j 4.58631e-16+0.0554263j -4.4807e-15+0.0169782j -2.52439e-13+0.0749529j -1.67346e-15+0.0340422j 7.13525e-16-0.0123954j 7.52648e-16+0.0527758j 1.98871e-15-0.0942681j 2.04146e-15-0.0629524j -1.16182e-15+0.0191193j -4.5399e-16-0.0200157j 3.62769e-16-0.071033j -2.78416e-15-0.0480947j 2.12882e-15+0.0242667j 1.81382e-15+0.0719031j -1.60145e-15-0.0408218j -5.15329e-16-0.0202681j 1.24725e-15-0.0164449j -8.80437e-16-0.0103833j 9.64549e-17-0.00246266j 2.89836e-16-0.0243256j -2.025e-16-0.0226457j 7.36464e-16-0.0213046j -1.28919e-15-0.0641477j -6.62243e-16-0.0561783j -6.06909e-16-0.0698324j 8.98186e-17-0.0157319j 4.43501e-16-0.0114083j -1.87488e-16+0.0854084j -6.69698e-15-0.017595j -1.44337e-15-0.0765065j 
3.14536e-16+0.0341037j 5.0656e-15+0.0579048j 1.37223e-15+0.0146385j 3.39327e-15+0.0685662j 7.87796e-16+0.024406j -5.0307e-16-0.00891628j 1.16755e-15+0.0357102j -1.61145e-15-0.0330465j -1.70869e-15-0.0282599j 4.24057e-16+0.0102554j 1.6748e-15+0.0104363j 2.58329e-15+0.0637053j 8.65056e-16+0.0156957j -3.87003e-15-0.087056j 7.96967e-16+0.00710843j -3.77434e-15-0.0107769j 2.67249e-16+0.00144579j -2.38021e-16-0.00441946j -1.33298e-15-0.00992394j 2.04137e-15+0.0347095j 3.25904e-15+0.0482186j -1.86031e-15-0.00942747j 1.30691e-15-0.0370101j 6.16278e-16+0.0677673j 3.86132e-15+0.0567468j -7.3876e-16-0.00646006j -2.73433e-15-0.0682065j 3.98038e-16+0.0280628j -5.0012e-14+0.0146861j -1.34458e-15-0.0387244j 2.26945e-15+0.0627728j -1.14832e-17-0.00537034j 5.16473e-16+0.0727971j 2.70516e-15+0.0728126j 1.72976e-15+0.0548058j -1.07457e-15-0.0112007j 4.39261e-16+0.0335498j -2.08804e-15+0.000362195j 3.82952e-15+0.0528913j -4.77612e-15-0.0819841j -2.30768e-16-0.0046762j 4.43759e-15+0.0942606j 5.227e-15+0.11947j -1.90479e-15-0.0277677j -2.16339e-15-0.0375066j 5.06102e-16+0.0156692j 1.26315e-15+0.0345304j 1.49164e-15+0.0391656j 1.14278e-15+0.0258415j -2.01406e-15-0.0330311j 1.53066e-15+0.0383916j -2.7906e-15-0.0575096j 1.8104e-15+0.0383388j -2.2021e-15-0.0669215j 2.40918e-15+0.0220028j -3.36017e-15-0.0653905j 
-3.96739e-16+0.086316j -2.89633e-15-0.0436912j 1.90772e-17-0.0594986j -9.16958e-16-0.0202516j -4.24264e-16+0.035149j -1.01292e-15-0.0256383j -1.29776e-15+0.0126618j 6.59303e-16+0.0482021j -2.00399e-16+0.0167235j -5.99071e-16-0.00291667j 6.58998e-17-0.0359251j -1.05696e-15-0.0336797j -5.51631e-16-0.039976j 1.45292e-15+0.0119244j 8.39743e-16-0.00544679j -1.16558e-14-0.0350311j -1.97204e-16+0.0193148j -9.53318e-16-0.0325651j -9.90616e-16+0.0536319j -7.2873e-16-0.0464288j -1.69945e-15-0.0601882j 5.99697e-16+0.105126j -1.6168e-15+0.0189076j 3.16736e-15-0.0835387j -1.88898e-15-0.0368817j 4.52449e-16+0.0216967j 1.32009e-15+0.00130686j 1.37376e-17-0.0337052j 1.39773e-14-0.00320803j 9.28898e-16-0.00670351j -1.09389e-15+0.0501555j 8.83115e-16+0.0263967j -2.23688e-15+0.0095748j -1.97571e-15+0.0260898j 6.32989e-16-0.0529915j 1.51183e-16-0.016709j -9.53034e-16+0.0377449j 2.44934e-15+0.0440479j -2.43732e-15-0.0191721j 1.99434e-15+0.0204041j 4.69687e-17+0.0228519j -9.50085e-16-0.0493516j -1.65613e-15+0.0140348j 8.54004e-17-0.0170634j 1.55878e-15+0.0291399j -8.67628e-16+0.0244239j -6.66825e-16+0.00410069j -5.70256e-16+0.0599141j -7.32803e-16-0.0505843j -5.41873e-16+0.00563168j -1.16354e-15-0.012225j 8.02105e-16+0.0196635j -8.25291e-16+0.00718358j 1.17624e-15-0.0507834j 1.78959e-14+0.0667741j 4.38131e-15+0.0601499j 
-5.74181e-15-0.0289078j -3.10797e-15-0.0119668j -4.66588e-15-0.0285868j -3.06972e-15-0.0176847j -3.43102e-15-0.0163492j -1.02327e-16+0.00295163j -4.83835e-15-0.0326657j 6.50201e-16+0.0122684j 7.16066e-15+0.0380326j 3.49543e-15+0.0165744j 1.35176e-15+0.0185158j -9.39835e-16+0.00332604j -2.32001e-15-0.0130255j 4.61224e-15+0.0265504j 1.51893e-15+0.013672j 7.94759e-15+0.0165054j 1.48977e-15+0.00984826j 3.81583e-15+0.0306581j -5.53908e-16-0.00478648j -1.95781e-15-0.00892154j -5.99064e-15-0.038759j -2.85478e-15-0.0180587j -4.38591e-16-0.00920697j -3.60312e-15-0.0313063j -2.43062e-15-0.0103233j -3.04119e-15-0.0118452j 4.08761e-15+0.0264531j -3.07473e-15-0.00951627j -4.56129e-14+0.0143781j -3.77552e-16+0.000244384j -6.02931e-15-0.03943j -2.49704e-15-0.0129972j 1.24624e-15+0.000575123j -6.66424e-15-0.0430167j -2.41348e-16-0.00851594j -2.18744e-15-0.018962j -3.34416e-15-0.0231837j -3.74054e-15-0.0220905j -6.96967e-15-0.0364408j 7.88129e-15+0.0478322j 9.64651e-16+0.00893659j -1.68992e-15-0.0214648j -9.37188e-15-0.0573631j 2.4476e-15+0.0177696j -8.83906e-16-0.0116413j 1.1384e-15+0.0126815j -5.29243e-15-0.0342601j -4.50398e-15-0.0298112j 1.8365e-15-0.000931256j 7.99095e-16+0.00750722j -5.71819e-15-0.0423625j 4.26228e-15+0.0224047j -4.94258e-15-0.027766j 8.30433e-16+0.00931036j -8.54465e-15-0.0207091j 3.38387e-15+0.0224118j 
-1.04569e-16+0.0389753j 1.25573e-15+0.0254917j 1.76864e-15-0.0208728j 5.78072e-16-0.000128336j 2.2917e-16+0.0252164j -6.64288e-16+0.0191395j 3.15131e-16-0.0193809j -8.73892e-16+0.0620239j -1.39702e-15-0.0148244j -5.69593e-16-0.0103696j -3.27512e-16+0.0528032j -6.04194e-16+0.0529929j 8.61107e-16-0.0182731j -2.06449e-16-0.00377187j 5.2589e-16+0.0110828j -6.63089e-15-0.0182194j -5.26731e-16+0.0191728j -2.09584e-15+0.0576078j -5.8798e-16-0.0208601j 5.6881e-16+0.00729879j 1.86422e-15-0.0360633j 3.30207e-16-0.00228037j 8.36288e-16-0.00463618j 3.3307e-15-0.0284914j 5.58675e-16+0.00265224j -1.25762e-16+0.0367003j -9.32911e-16+0.0147006j 4.83058e-16-0.0114859j 1.10041e-14-0.00290358j 6.45245e-17-0.00181513j 1.55444e-15-0.0144601j 7.39409e-16+0.0224346j -1.22156e-16-0.0141054j 1.44642e-15-0.00584006j 1.68495e-15-0.0404952j 1.16678e-15-0.0228431j 9.13294e-16-0.0261018j 9.23184e-17+0.00566605j 2.10526e-15+0.01723j -1.53218e-15+0.0354978j 1.40913e-17+0.0398506j 1.86829e-15-0.0554756j 2.38388e-15-0.00381252j -1.0968e-15+0.0208723j 5.23107e-16-0.0452062j -1.29066e-15+0.0533024j 1.38779e-15-0.00338075j 8.54695e-16+0.00148945j 3.89475e-16-0.0649252j -1.0961e-15+0.0174154j 1.18234e-15-0.0484924j -7.70703e-16-0.010275j 9.77716e-16+0.00576277j 4.0881e-16+0.0106749j 1.17296e-14+0.0514772j 1.08519e-15-0.00603088j 
3.95407e-15+0.0865765j -1.99806e-15-0.0200462j 2.99642e-16+0.005328j -9.14309e-16-0.0269189j 2.24711e-15+0.0478291j 3.7154e-16+0.0250981j -4.51465e-16-0.00427926j 1.89418e-15+0.0459252j 3.52481e-16-0.00153938j -1.2409e-16-0.00324249j 1.18186e-15+0.038132j 1.40915e-15+0.0523274j 9.32716e-17-0.00363496j 8.84901e-16+0.0231868j 4.80479e-17-0.0244249j -9.7546e-15-0.0273352j 6.9288e-16+0.0224954j -1.68801e-15-0.0183501j 1.76286e-15+0.0388639j -9.93737e-16-0.0176461j -2.80621e-15-0.0562165j 3.99174e-15+0.0811174j -2.58433e-15+0.0376344j -3.67122e-16-0.00180726j 8.02812e-16+0.0201089j 5.95285e-16+0.0213622j 5.55363e-16+0.0261207j -2.78203e-16-0.0349834j 9.23988e-14-0.026989j 5.0558e-16+0.0140857j 9.63578e-16+0.00780092j 8.21233e-16+0.022627j 2.30373e-16-0.0202865j 1.7091e-15+0.0449164j -1.7481e-15-0.0986036j 1.06901e-16-0.0216225j 1.53943e-15+0.0162912j 2.22754e-15+0.0469673j 2.93203e-15+0.0819432j 1.60542e-16+0.0236805j 2.7028e-15+0.0510466j -2.30737e-15-0.0901004j 2.5344e-15+0.0423306j -1.37767e-16+0.00517851j -2.16763e-15-0.0510304j 2.18241e-15+0.0623275j 4.43916e-16-0.00783949j 1.1587e-15+0.00453432j -2.37495e-15-0.068844j 3.7665e-16+0.0270663j -1.62303e-15-0.038949j 4.729e-17+0.00577522j 2.13227e-15+0.0392583j 7.07056e-16+0.0273918j 2.89378e-14+0.0987667j 6.33015e-15+0.0370493j 
1.25937e-16-0.0370761j -5.48928e-16-0.0170034j -1.73855e-16+0.0308307j -2.41973e-16-0.0147509j 4.30437e-17-0.0139132j -5.10265e-16-0.00931541j -2.83476e-16-0.00829175j 2.49219e-16-0.026125j 1.3545e-16+0.0237974j 1.05429e-16+0.0236544j -4.53032e-16-0.0175206j -2.02397e-16-0.0211256j -2.15711e-16+0.000259427j 5.22072e-16+0.0191758j 2.74267e-16-0.00904205j -1.77861e-16+0.000329138j 4.46454e-16-0.00266718j -5.78792e-16-0.0221131j -3.97452e-17+0.00584806j 1.20365e-16+0.0171153j 1.20662e-16-0.00151672j 1.45825e-16-0.00345358j 4.22223e-16-0.00460039j -1.43577e-15+0.0141539j 3.91659e-16+0.0117908j -5.61233e-17-0.01203j -3.52152e-16+0.0120996j 1.90756e-16-0.0383381j 4.26348e-14-0.0119187j -5.19618e-16+0.0113766j 4.50613e-16-0.0243317j 8.21786e-16-0.0114729j -1.47663e-16+0.0128899j -8.50158e-17-0.00938876j -4.45339e-16+0.0133167j -6.28673e-18+0.00954777j -3.3734e-16-0.0154855j -5.55554e-16-0.015328j 4.96155e-16-0.0094673j -3.29225e-16-0.00699046j 5.0141e-16+0.000781166j 1.86618e-16+0.0175571j 3.08165e-16-0.000503345j -5.00451e-17+0.00353078j 4.072e-16+0.00365138j -3.299e-17-0.0154609j 4.0101e-16-0.00424259j 5.20749e-16-0.0151792j -7.26502e-17+0.0438986j -4.10899e-16-0.0131532j -2.18058e-16+0.00521807j 1.13165e-16+0.0153j 4.95456e-17+0.00167238j -1.28924e-16+0.02463j -6.93476e-15-0.0305229j -1.39747e-15+0.00214142j 
