1.02396e-16+0.0414244j 2.80326e-16+0.0154125j -8.10914e-17-0.0148459j 1.24386e-16+0.0183989j 6.44954e-17+0.0210119j -1.04662e-18+0.00030887j 6.50298e-17+0.0144451j 2.74636e-17+0.0147696j -1.02706e-16-0.0236923j 6.90975e-18-0.0214946j 1.40947e-16+0.0085321j -1.51382e-16+0.0201411j -4.76526e-17-0.00557338j -8.04026e-17-0.0343145j 2.6244e-16-0.00670622j -3.57184e-15-0.0110822j -5.22972e-18-0.0109397j 2.2345e-16+0.0263269j -1.39216e-16-0.000904963j 9.17379e-17+0.00159741j 3.53811e-17+0.00138294j 1.2461e-16+0.0168348j 5.89715e-16-0.00524844j 9.82906e-17-0.00104726j -8.43375e-17-0.00159398j 2.03644e-16+0.0250811j -3.95377e-17-0.0104447j -1.44394e-16+0.0207598j -9.57442e-15+0.00242662j 3.5163e-17-0.000195745j -1.13272e-16+0.0172956j -4.93652e-17+0.00253141j -2.22445e-16+0.00650055j -3.42846e-17+0.0134943j 7.31707e-17-0.00670751j -4.7401e-18+2.70777e-05j -8.96303e-18+0.016893j 2.95223e-16+0.00759827j -2.25285e-16+0.00177989j -6.64572e-17-0.00317653j 2.37228e-16+0.00656672j -3.39709e-17-0.0148332j -8.39374e-18+0.0168829j -3.13716e-17+0.00438277j -1.93726e-17-0.00800869j -8.171e-18+0.0109417j 2.39886e-17+0.00608086j 4.3778e-17+0.0160797j -6.92726e-17-0.0259241j 4.20423e-17+0.005581j 1.71658e-17-0.000157224j -3.36564e-17-0.016915j 3.63192e-17+0.00998352j -9.1253e-17-0.0259568j 7.557e-15+0.0332444j 1.59718e-15-0.00599659j 
1.32194e-15+0.0333155j 2.76786e-16+0.00719814j -8.49388e-16-0.0197158j 2.12422e-16+0.00479586j 3.31107e-16+0.00886644j 5.38576e-16+0.014334j 1.04907e-15+0.0265527j 1.17822e-15+0.0288417j -1.14396e-15-0.0292719j -4.78108e-16-0.0133969j -3.35049e-16-0.00831661j -3.04868e-16-0.00793257j -3.11333e-16-0.00836128j -2.35783e-16-0.00852311j 9.2717e-16+0.00773602j -7.75488e-15-0.0197221j 6.99261e-16+0.0167103j -2.50052e-16-0.00222121j 1.62532e-16+0.00332705j -7.07954e-16-0.0134516j -7.4894e-17+0.00271682j 5.94512e-16+0.012531j -1.112e-15+0.0188465j 1.42119e-16-0.0239083j -1.21161e-15-0.0192493j 8.92014e-16+0.021852j -7.01287e-16-0.0187151j 1.73637e-15+0.0221939j 5.08537e-14-0.0156341j -1.34018e-16-0.0168826j 9.48611e-16+0.0286629j 8.99891e-16+0.0262895j -5.43939e-16-0.0236465j 1.03367e-15+0.0228929j 6.84829e-17-0.00231276j -5.71061e-16-0.0105347j 3.169e-16+0.00717993j 2.43151e-15+0.0219532j -6.9753e-16-0.00296732j -3.35907e-16-0.00741043j 3.04262e-16+0.00633671j -4.20997e-16-0.0146362j 1.96453e-16+0.00384582j -6.92392e-16-0.0150655j 1.01598e-15+0.0211918j 4.10303e-16+0.00674303j 7.36937e-16+0.0196563j 1.03206e-15+0.0238013j -1.62113e-15-0.0400519j 7.2693e-16+0.0197985j 9.41586e-16+0.0240363j -4.17153e-16-0.0117004j -7.81756e-17-0.00059573j -6.97918e-16-0.0164964j 6.43865e-15+0.023485j 1.22795e-15+0.00103028j 
-4.10191e-17-0.00307734j -8.03675e-17-0.00331788j 6.59099e-18+0.0476857j -4.14791e-17-0.00536777j -3.63585e-17+0.0071782j -1.52475e-17-0.0029813j -3.27192e-17+0.0143718j -3.79858e-17-0.0134234j -3.56952e-18-0.00565776j -2.74903e-17+0.00489857j 6.5245e-17-0.027602j 1.739e-16-0.0223273j 4.32029e-17+0.0100296j -2.77278e-17+0.0015722j 3.17806e-16-0.0150961j -3.60258e-15-0.0120277j 1.29088e-16-0.00934762j 8.01535e-18-0.0311729j 1.47135e-16+0.0121546j 4.09079e-17+0.0178034j 8.01251e-17+0.0208805j -2.2265e-16+0.0111489j -1.03752e-15+0.00747067j -1.19295e-15+0.0212435j 2.75447e-16+0.00591032j 3.15491e-17+0.00456127j -1.4924e-16-0.00164714j 2.36468e-15-0.0434919j 1.08866e-13-0.0315475j -2.41325e-16+0.0172487j -1.92633e-16+0.00875041j -4.457e-17-0.00279175j -2.60924e-16+0.00765749j -3.45244e-16+0.0192632j -2.78637e-16+0.00536324j -3.11549e-16+0.0298948j -1.93592e-16+0.00373238j 2.28478e-16+0.0147037j -1.52086e-16+0.0234927j -4.7333e-16-0.0364064j -1.12467e-17-0.00389748j -9.68304e-17+0.0168468j -1.80484e-16+0.0383619j -4.69561e-17-0.00392708j -3.90752e-17+0.00207936j -9.45816e-19-0.0115895j -2.11372e-16+0.0299255j -1.0342e-16+0.0192058j -3.71484e-17+0.0282722j -8.88179e-18-0.0106929j -7.79123e-17+0.0310922j -2.15702e-17-0.0025028j 9.92158e-17+0.0263211j 6.57313e-17+0.0229228j -7.57271e-16+0.000241837j -1.47704e-16-0.0153516j 
1.62752e-16-0.00317496j -3.66026e-16-0.00925485j -1.17018e-16+0.013855j -3.354e-17-0.0123434j 2.71125e-17+0.00328198j -7.23219e-17-0.00231595j -2.34162e-17-0.0186364j 1.46726e-17-0.00261232j 7.62744e-17+0.0124057j -1.74493e-17+0.00771659j -1.41486e-17+0.0089024j -9.03138e-17+0.0121864j -3.05984e-17+0.00560871j 2.71614e-17+0.0228004j 2.07609e-16-0.00336635j -2.07061e-15-0.00608285j 9.15028e-17+0.00292807j -1.02321e-16-0.00803687j 1.04724e-16+0.000347704j -9.96159e-17+0.0106057j -2.94326e-17-0.00486219j 1.15589e-16+0.00576626j -6.59721e-16+0.00588904j -4.62446e-16+0.00725118j 2.36915e-16+0.0214569j -1.65067e-16-0.00573131j -1.31569e-16+0.00979754j 1.72096e-16-0.027877j 5.06624e-15-0.00096526j -3.29798e-16+0.00775127j 1.30142e-16-0.0163337j 6.65211e-17+0.00516333j 9.54547e-17+0.00186781j 5.39868e-17-0.00411734j 2.7625e-16-0.0227562j 1.67016e-16+0.00408875j 1.94559e-16-0.0116134j -8.46834e-16-0.00212513j 2.81824e-16+0.0261549j -1.45121e-16+0.000586755j 4.8089e-16+0.0165252j 1.57563e-16-0.0105476j 2.0144e-17+0.00784682j -1.08655e-16+0.0119114j -4.73286e-17-0.0154451j -2.43091e-17+0.00825688j 4.83253e-17-0.00235837j 1.19394e-16-0.0106284j -1.72506e-17+0.00478161j -1.77619e-17-0.00512871j -2.90895e-17-0.021694j 1.34493e-17+0.00840442j 6.92134e-17+0.00820119j -1.20263e-16+0.0214285j 2.00981e-15+0.00697048j 4.93506e-16+0.00652265j 
-9.58266e-18-0.0200115j 1.24133e-16-0.00205335j -8.17642e-17+0.0348872j -2.46482e-17-0.0108576j -2.27079e-17-0.00605091j 1.02091e-16-0.00993126j 6.3534e-17-0.00199535j 3.22902e-17-0.00149897j 5.84418e-18-0.0108244j -4.13802e-17+0.00220911j -6.75644e-17-0.00894522j 3.37168e-16-0.027018j 6.43788e-17-0.00136533j -1.07506e-16+0.0141989j -1.15253e-16-0.00329942j 1.60021e-15+0.00432934j 6.31277e-17+0.00374106j 2.52233e-17-0.0391853j 3.73593e-16-0.00609458j -1.9172e-16-0.000234728j -8.42235e-17+0.0049321j -1.8035e-16-0.00284791j 9.13842e-17-0.00167422j -5.61408e-16+0.00773075j -5.36385e-17-0.00886764j 5.49289e-18-0.0014864j -4.2001e-17+0.0115587j 6.112e-16-0.0185914j 1.79196e-14-0.0049769j -2.82739e-16+0.00937961j -1.07371e-16+0.00740279j -1.95724e-16+0.0128765j 5.29267e-16-0.0225775j 1.02966e-16+0.00466164j -1.24119e-16+0.00898374j -2.01826e-16+0.00574343j 4.71552e-17-0.0116836j 2.20946e-16+0.00565405j -1.47186e-16+0.0107361j 4.15764e-17-0.00224914j -6.33076e-16-0.0177739j -9.22751e-17+0.0123066j -1.0611e-16+0.0122502j 8.24261e-18-0.0195971j 8.41711e-18+0.0153919j 1.19133e-16-0.0165023j -9.6069e-17+0.00862192j -4.43257e-17+0.00784171j -6.07872e-17+0.00671725j 1.05453e-16-0.0159828j 4.76621e-17+0.0150913j -3.04049e-17+0.00350574j 7.5268e-18+0.00629448j -4.33117e-17+0.0301494j -3.90315e-15-0.013696j -8.20366e-16-0.0138404j 
5.45628e-18+0.013395j 7.22804e-17+0.00430901j -6.30303e-17-0.0303751j 8.31908e-17+0.00764159j 2.88029e-17+0.0098053j -9.89028e-17-0.0453093j -1.09308e-16-0.0331479j 1.89193e-18+0.0168377j -1.91183e-17-0.000613428j 3.99239e-17-0.0165781j 1.63479e-17+0.00430111j 8.39071e-17-0.00190149j -3.37494e-17-0.0100722j -3.32668e-17+0.00489791j 5.85302e-17+0.0209556j -6.51843e-16+9.37028e-05j -2.00378e-17-0.00419407j 2.62682e-16-0.0037505j 3.49799e-17-0.0196246j 1.69384e-16-0.00388908j 1.98755e-17-0.000986686j 5.74733e-17+0.0104945j 2.31573e-15-0.0209097j 1.87023e-15-0.0329954j -9.88156e-17+0.000763461j -5.64512e-17-0.000459643j 1.04206e-16-0.00612878j -3.5808e-15-0.00268858j -1.82235e-13+0.0542j -4.35223e-16-0.00514874j -3.19924e-16+0.0252665j -2.0052e-16+0.02569j 8.39473e-18+0.00676747j 1.06708e-17-0.02072j 6.39576e-17-0.0072846j 1.22198e-16-0.00103044j -1.04407e-17+7.69574e-05j -7.70715e-16-0.00878866j 1.70266e-16+0.00380266j 1.11534e-16+0.00936675j -1.25838e-16-0.00635482j -6.17184e-17+0.00857598j -2.94029e-17+0.00902725j 6.82752e-17-0.000780496j 5.12937e-17+0.0136876j 4.5946e-17-0.00495889j 2.47675e-17+0.00205436j -3.84262e-17+0.0270027j 6.35093e-17-0.0200574j 2.51562e-18-0.035489j -4.77938e-17-0.0413381j 1.30269e-17-0.00056005j -8.17016e-17-0.00626209j -8.29418e-17-0.0275862j 2.53199e-15+0.0114586j 5.33197e-16-0.002776j 
1.13545e-16+0.0137859j -5.58417e-16-0.0120699j 1.14346e-17-0.00429032j 3.15174e-17+0.0068735j -1.02106e-17+0.00112545j 1.84018e-17-0.00696206j 4.10821e-17+0.017906j -2.40037e-17-0.0214355j -3.24168e-17+0.000135979j -1.1176e-17+0.00617076j 5.85214e-17-0.00284341j -4.40293e-17+0.00603954j 3.22039e-18-0.0117413j -1.45596e-17-0.0198684j 1.86758e-17-0.0225554j -1.5589e-15-0.00630656j 5.55612e-17-0.000839767j -6.52955e-17-0.009064j -5.6362e-17+0.00979966j -3.64391e-17-0.00767813j -9.19876e-17-0.00796727j 2.23282e-17+0.021036j 8.72964e-16-0.00847781j -7.00608e-16+0.0149271j 1.96334e-16+0.00630049j 4.37141e-17-0.00201287j 1.22522e-17-0.00179448j -6.42207e-17+0.0159983j -3.13204e-15+0.000618987j 1.77704e-16-0.00652578j -2.26483e-18+0.000198338j 1.75344e-16-0.00646248j -5.73954e-16+0.0160926j -1.31776e-16+0.0223596j 6.14093e-17-0.000184852j -1.89188e-17-0.00983904j -1.00829e-16+0.0110999j 2.74333e-16+0.00193793j -1.8534e-16-0.0130001j 2.06524e-17+0.00134724j 2.23255e-16+0.00256334j -4.5493e-17+0.00739186j -4.17577e-17+0.0127728j 3.62529e-17-0.0110508j 7.99948e-17+0.00220226j -4.3573e-17-0.000213404j 2.92737e-17-0.0159994j -6.45223e-17-0.00405592j -2.26069e-18+0.0118459j -4.8012e-18-0.000945647j 1.74892e-17+0.0118159j -2.29284e-17+0.00224944j -2.1856e-17+0.00348147j 3.46289e-18-0.0218505j 1.5843e-15+0.00380435j 3.37675e-16+0.0142428j 
2.97564e-16+0.0279767j -1.18016e-15-0.0314706j 1.79998e-16-0.0160986j 5.99972e-17-0.0224843j 7.57457e-17+0.00838955j 1.40416e-17+0.00495811j 4.21646e-17-0.012037j 8.88019e-17+0.00612346j -8.70278e-17+0.00619148j 3.18675e-17-0.0115024j 3.61022e-17+0.00910166j -6.46836e-17+0.0114136j 1.54322e-17+0.00260953j -1.30328e-16+0.0330589j 3.92168e-16-0.0146099j -4.27625e-15-0.0135782j 7.36768e-17-0.000211403j -1.09843e-16-0.00388067j -9.12763e-17+0.0148373j -4.01479e-17-0.0123196j -3.28791e-16-0.016815j 1.55185e-16+0.0369859j -3.19844e-15+0.0307004j 5.08963e-16-0.00956471j -7.25054e-17+0.0113342j 1.33764e-17+0.00292423j -8.58984e-17+0.0144096j -1.27382e-16+0.00288018j -3.55713e-15+0.00098202j -5.41019e-17+0.0092255j 1.53447e-16-0.0185848j 1.90857e-17+0.0138758j 6.31125e-16-0.0214202j 2.00414e-16-0.0050257j 1.14545e-15-0.0572874j 3.74117e-16-0.00105487j 2.15078e-16+0.00329625j -1.13641e-16+0.00810711j -1.11963e-16+0.0189676j 1.0649e-17+0.0211497j 5.11216e-16+0.0278403j 4.81862e-16-0.0570353j 2.9944e-16-0.0197052j -6.78537e-17+0.018923j -6.85611e-17+0.00105675j 3.17227e-17+0.00892981j 2.4001e-16-0.0174533j 1.69737e-16-0.0209499j 3.25947e-17-0.0270135j -6.36104e-17+0.0193098j 1.17895e-16-0.0307787j -1.34329e-16+0.018537j 1.33119e-16-0.000940189j 3.27869e-17+0.0112204j 9.14947e-15+0.0297512j 1.67745e-15+0.0441243j 
2.06689e-16-0.0282972j -7.67877e-16-0.0330402j 1.72372e-16-0.0390267j 1.35471e-16-0.00269419j 1.04219e-16-0.0346346j -7.42272e-18-0.000346861j 1.29668e-17+0.0113603j 1.28253e-16-0.0424705j -1.02101e-16+0.0203477j -3.18992e-17+0.0133861j -1.07097e-17-0.0174935j 1.333e-16-0.0148796j 2.83906e-17-0.00722938j -1.94645e-16+0.0110315j 1.43315e-16-0.00847834j -6.06113e-16-0.00264556j -4.66279e-17+0.00531994j 2.1111e-17+0.0044251j -1.60427e-16+0.000188647j 1.24092e-16-0.0152953j 2.71583e-17+0.00706204j -2.54375e-17-0.0129054j -8.26945e-16+0.00706142j 4.72e-16-0.00537674j 6.73643e-18+0.00221283j -2.49302e-17-0.0249546j 9.67257e-17-0.0103003j -9.79732e-16+0.0457817j -3.4378e-14+0.00941117j 7.51668e-16-0.024158j 5.69938e-16-0.033446j 1.66082e-16-0.00682979j -6.89444e-17+0.00635595j 1.62638e-16-0.0128724j 7.60287e-17+0.0107938j 8.78022e-18-0.0102908j 6.7338e-17-0.00687129j 3.93084e-16-0.0203638j 2.53087e-16-0.0582492j 1.97104e-16+0.00981548j 2.08221e-16+0.00540812j 1.61762e-16+0.0135508j 4.12355e-16-0.0542643j 1.12151e-16+0.00262349j 3.43821e-17+0.0363203j 1.49735e-16-0.0220371j 1.77766e-16-0.0309185j 1.78767e-16-0.0375862j -3.44435e-17+0.0308452j -1.90757e-16+0.0162394j 1.73489e-17+0.0110646j -1.74424e-16+0.02174j -7.83405e-17-0.0362743j -3.07801e-17-0.0297801j -8.08895e-15-0.0440043j -2.06536e-15+0.0422143j 
2.06889e-16-0.000219645j -1.10814e-15-0.0304554j 9.37341e-17+0.000214774j -7.61243e-17-0.0168709j 2.11764e-17-0.00648321j 2.35237e-17+0.0105308j -1.83209e-17+0.0142493j 5.22038e-17-0.0153163j 5.20558e-17+0.0198939j -5.2595e-18+0.0137976j -3.69452e-17-0.0177607j 5.53352e-17-0.0133356j 4.51187e-17+0.000190097j 1.2754e-17+0.0198863j 2.36518e-16-0.0220523j -2.53269e-15-0.00934022j 4.66343e-17+0.00786594j -2.50921e-16-0.00887706j 1.04725e-17+0.0157935j -1.96373e-16-0.0225232j -2.31381e-16+0.00316718j -1.60777e-18+0.00368291j -1.84108e-15+0.0173946j 3.29846e-16-0.00864236j -1.46634e-16-0.0107812j -6.18007e-17-0.0204296j -5.68969e-18+0.00924039j 1.85785e-15-0.0256348j 1.01841e-13-0.0297721j 3.34275e-16+0.000451094j 2.02072e-16-0.0182605j 2.001e-16-0.0108641j -2.94052e-16+0.0101209j -3.54969e-16+0.0122524j 4.36141e-16-0.0332248j 2.6895e-17+0.0225868j -1.07501e-17-0.000738835j 2.1877e-15+0.0324793j -8.22739e-16-0.00151413j -5.51532e-17-0.00219302j 5.16076e-17+0.0065744j 1.20912e-16+0.000680817j 2.67451e-17-0.00935883j -5.68439e-17+0.00126146j -2.62762e-17-0.00289869j 4.07747e-17+0.0106542j 3.17587e-17+0.00400811j 5.32786e-17+0.00513823j -3.10395e-17+0.0249458j -4.51423e-17+0.014728j -3.9214e-17+0.0164489j -1.33138e-17+0.021051j 4.7445e-17+0.00414364j 9.34344e-17+0.00441287j 8.94315e-16-0.0027555j 1.42046e-16+0.0308268j 
2.17547e-16+0.0263713j -4.28243e-16-0.00395587j -1.56993e-17-0.00505904j -5.83797e-17-0.00410486j 5.11451e-17+0.012035j 3.87858e-17+0.00606621j -9.50424e-18+0.0001179j 2.11019e-17+0.011953j -2.13905e-17-0.00989291j -1.92153e-17-0.0113524j 6.25085e-17+0.00940602j -4.62474e-17+0.0126145j 6.96341e-17+0.00151437j 1.5468e-16+0.0037365j 1.79151e-16-0.00417593j -2.63512e-15-0.00777177j 6.4309e-17+8.01538e-05j -1.79082e-16-0.00239419j 6.10534e-17+0.00845224j -7.7579e-17-0.00217638j -1.87594e-16-0.00969381j 2.8892e-16+0.0246306j -1.31934e-15+0.0146627j -6.13214e-17+0.000924223j 9.01487e-17+0.00682745j 1.46594e-17+0.0123781j -4.66085e-17+0.00141477j 4.33591e-17+0.0108508j -8.67624e-16+5.1717e-05j -2.31445e-17+0.00337627j -7.70712e-17+0.00485837j 5.44854e-17+0.0112028j 2.3009e-16-0.0154476j 1.74954e-16+0.0071881j 2.47226e-16-0.0213929j 1.06945e-16-0.00855448j 1.36572e-16+0.00840467j -2.91597e-16+0.00413445j 1.61336e-16+0.0172943j -4.01918e-17+0.00612732j 3.75087e-16+0.0130937j -1.4021e-17-0.0318603j 6.3137e-17+0.00359115j -9.76508e-19+0.00401312j 3.96722e-17-0.00154398j 1.04991e-17+0.00665526j 3.37153e-17-0.00451542j -3.58446e-17-0.00530675j -1.1341e-16-0.0277096j 7.2614e-17+0.0106264j -4.10136e-17-0.0106956j 2.25761e-17-0.00178079j 6.88998e-17+0.00493426j 4.56562e-17+0.00275292j 6.85004e-15+0.0264415j 1.53692e-15+0.0110412j 
1.11211e-16+0.0479285j -7.03065e-16-0.00907217j -1.50147e-17-0.0377345j 8.70343e-17+0.0217223j -2.87624e-17+0.0219608j 8.24427e-18-0.0360092j -2.38191e-17+0.00353247j 1.35476e-17-0.0135714j -5.21046e-17+0.0105397j 4.64674e-17-0.00457702j 2.12544e-16-0.00994919j -2.82056e-16+0.0183939j -1.45789e-17-0.0092474j 1.92087e-17-0.027247j 4.33317e-16-0.0098318j -5.66509e-15-0.0176226j 1.25323e-16-0.00928488j 3.3603e-17+0.00337297j -1.92099e-16+0.00893291j 3.63744e-17-0.00885441j -3.1521e-17+0.00500202j 2.15184e-17+0.0371919j 1.93406e-15-0.0176503j 8.67672e-16-0.0117999j 7.42667e-17+0.0158477j -1.2081e-16-0.00789081j 1.00048e-16-0.0230439j -1.88254e-15-0.00219249j -9.77125e-14+0.0290429j -1.62312e-17-0.0136939j -2.02241e-16+0.0275317j 1.05658e-16-0.000452581j -1.60438e-15+0.0559143j -5.22859e-16+0.0201205j 1.80495e-16-0.020349j -2.64443e-17+0.00914832j -2.0047e-16+0.029552j 3.61866e-16+0.0132155j -3.09577e-16+0.00494262j -2.56322e-16-0.0176967j 4.32545e-16+0.00929697j -9.87228e-17+0.0224313j -2.3393e-16+0.0405603j -1.48212e-16+0.00111552j 7.89836e-17-0.00584932j -6.81896e-17+0.0125251j -3.33346e-17+0.00440021j -8.4253e-17+0.0360687j -3.38021e-17+0.00889229j 3.46687e-17-0.0225241j 2.39141e-17-0.0147279j -3.45843e-18-0.003091j -8.5688e-17+0.0127007j 3.63436e-17-0.0660567j 8.15108e-15+0.0315757j 1.74595e-15+0.0167238j 
-1.23007e-16-0.00448811j 5.95496e-16+0.0151012j -4.64807e-17-0.0138749j 6.87111e-17+0.0130191j -1.47479e-17-0.00482341j -1.0459e-17+0.0152946j 7.41599e-18+0.00930613j -3.92626e-17-1.53136e-05j -2.88333e-17-0.00547703j 3.38208e-17-0.00366776j 5.4013e-17+0.000642952j -7.71383e-17+0.00801272j -3.32565e-17+0.00438644j 2.89193e-17-0.0178499j 6.50705e-17+0.011196j -5.16716e-17+0.000673953j -3.29595e-17-0.00549666j 1.44265e-16+0.0307614j -2.31425e-16-0.00244114j 2.19403e-16+0.014299j 2.48745e-16+0.00714204j 6.62345e-19-0.0154086j -1.17333e-16+0.00118177j -7.95881e-17+0.00353825j 7.62458e-17+0.00313111j 4.5629e-17+0.0111516j -4.24653e-17-0.0157118j 1.17956e-16+0.0285757j 7.75641e-15-0.00282124j 2.23505e-16-0.00746719j 1.08704e-16-0.00486267j 2.79761e-17-0.00903776j -3.30832e-17+0.00309313j 1.4685e-16-0.00920404j -3.694e-16+0.0266136j -1.13125e-16-0.00833613j -3.92795e-17+0.00278611j -6.87085e-16-0.0202648j 4.44794e-16-0.0223667j -3.32797e-17-0.00677397j 3.15979e-16+0.00466568j -6.52468e-18-0.00123702j 7.85606e-17-0.0173677j 4.65925e-17+0.0113503j 9.17826e-18+0.0030908j -1.03933e-17-0.0049191j -3.25252e-17-0.00109827j -1.44094e-17-0.0145046j -4.06708e-18-0.00284402j -3.25137e-17+0.0151958j -2.42234e-17+0.00746804j -8.98243e-18-0.0117797j -7.30216e-17-0.0114922j -6.51146e-17-0.0135083j -2.56385e-15-0.00924549j -5.4407e-16-0.00842735j 
-1.86192e-16+0.00711449j 6.7853e-16+0.0187932j -1.58071e-17-0.00528231j 4.99452e-17+0.0107871j -1.9823e-17-0.000597493j -2.50941e-17+0.0185323j -3.73607e-17+0.0257062j -6.58186e-18+0.0169224j 1.6381e-17-0.0238663j 3.47249e-17-0.00618458j -2.28294e-17-0.00566489j 7.7417e-17-0.0087094j 5.81518e-17-0.00309998j 6.48439e-17-0.01994j 1.5858e-16+0.0107344j -8.00868e-16-0.00152538j -5.3575e-17+0.00894748j -4.25397e-17+0.00524436j -4.53608e-17-0.000383465j 4.46705e-17-0.00437925j 7.40438e-17+0.00549382j -7.29851e-17-0.00925418j -5.53287e-16+0.00543888j 2.50016e-16-0.00619495j -1.98151e-16-0.0201116j 8.2035e-17+0.0157968j -1.35378e-17-0.0152455j 8.30469e-16+0.02619j 5.02105e-14-0.0153526j 4.27048e-16-0.0122144j -7.68982e-17+0.0214686j -8.21028e-17+0.00592088j 3.15218e-16-0.0164982j 8.55314e-17+0.014115j -2.49979e-16+0.0257972j -2.15735e-16-0.011501j -8.32035e-17+0.00573603j 8.58751e-16+0.00672988j -1.83394e-16-0.0140061j -7.47528e-17-0.0080969j -2.64311e-16-0.00871261j 4.17381e-17+0.00320294j 8.5042e-17-0.00129983j 3.05739e-17-0.0156469j 7.39926e-17+0.0136747j 6.80064e-17-0.00153647j -1.562e-17+0.0136841j 3.03076e-17+0.0119612j 1.04954e-17-0.0199496j -8.68791e-17+0.0155605j -4.77411e-17+0.031558j -3.6105e-18-0.0160792j -4.14889e-17-0.00413043j -1.82263e-17-0.00904247j -7.45468e-16+0.000408583j -2.11905e-16-0.016188j 
6.88578e-17+0.0113028j -1.62465e-16-0.0011746j -5.52451e-17+0.0144482j -3.88118e-18+0.00291481j -1.7369e-18+0.00628081j -1.28206e-18+0.00837712j 2.936e-17+0.0213955j -1.10801e-17-0.00746208j -5.27326e-18-0.00285086j -5.72204e-17+0.00576511j 2.55296e-17-0.0117578j -3.80867e-17-0.00188909j 2.56994e-17+0.002658j 1.33924e-18-0.0115754j 1.5091e-16-0.0126268j -2.23433e-15-0.007621j 1.63307e-17+0.000778201j -7.02121e-17-0.0095612j 1.2803e-17+0.0131153j -7.36428e-17-0.00111989j 1.34263e-18+0.00711853j -2.80788e-17+0.00872916j -5.91785e-16+0.00502028j -6.96012e-16+0.0116679j 7.34014e-17-0.000653442j 4.27175e-17+2.69052e-05j -7.05265e-17-0.0056695j 1.63573e-15-0.0115986j 8.02326e-14-0.0236202j 1.5838e-16+0.000435975j -5.14549e-17+0.00891976j 8.16681e-17-0.00784804j -4.37339e-16+0.0118546j -2.81075e-16+0.0247873j -9.29589e-17-0.000804211j -1.23919e-16+0.00966693j -9.18059e-17+0.0107312j 8.57698e-16+0.0185426j -3.95686e-16+0.00955602j -2.78108e-16-0.0191745j 5.92391e-17+5.25531e-05j -7.71943e-17+0.0100725j -1.25028e-16+0.0233858j -3.58066e-17-0.00725096j 3.23912e-17-0.00642801j -3.07305e-17+0.0055302j -6.78966e-17+0.0134637j -1.07788e-17+0.0135279j -5.57482e-17+0.0121509j 1.07194e-17+0.00456236j -3.02422e-17+0.0254684j 1.37538e-18-0.00416154j 3.71869e-17+0.0151231j -1.55776e-17-0.00237211j 1.76917e-15+0.00807732j 4.30074e-16-0.00266527j 
3.35696e-16+0.0378753j -1.45698e-15-0.0295554j -4.28566e-17-0.0200063j -3.60136e-17-0.0154881j -4.24905e-18+0.0129703j 2.69948e-17+0.000375731j 3.97084e-17-0.00495633j -2.13972e-17+0.00386889j 1.29252e-17+0.00498677j 1.82089e-17-0.0107547j 2.32393e-17+0.00692503j -1.42373e-16+0.0141873j -6.40241e-18-0.00122146j 4.98122e-17+0.0204596j 3.03612e-16-0.0180894j -4.85203e-15-0.0153934j 8.01395e-17-0.000409573j -1.13926e-16-0.00468934j -3.7573e-17+0.0174398j -1.78721e-16-0.0159873j -3.93886e-16-0.016826j 2.80306e-16+0.0429673j -2.35422e-15+0.0241851j 4.13012e-16-0.00897334j -5.2701e-17+0.010191j -4.23715e-17+0.00251605j -2.1056e-17+0.00955522j -1.001e-16+0.00435171j -9.01724e-15+0.00257939j -2.29125e-17+0.00527165j -9.27355e-17-0.00888903j 7.03164e-17+0.0113518j 2.01757e-16-0.00984633j -7.74066e-18+0.00535242j 8.74254e-16-0.0554276j 3.15869e-16-0.00154114j 1.51002e-16+0.010903j 2.00988e-16+0.0138718j -4.17919e-16+0.0178893j 9.56359e-17+0.0166878j 6.11317e-16+0.0254617j 2.10764e-16-0.0478081j -4.54279e-17-0.00711741j 7.71303e-18+0.0130423j 9.00288e-17-0.00136403j -2.50441e-17+0.0125437j 5.56579e-17-0.0154621j -4.1701e-17-0.0103513j 1.80021e-17-0.0245549j 8.13679e-17+0.0153085j 2.94743e-17-0.0254504j 3.4591e-17+0.0149802j -4.62626e-18+0.00346761j -2.5059e-17-0.002857j 1.03898e-14+0.0354681j 2.30603e-15+0.0426826j 
