-0.0203935+0.00883423j 0.00479958+0.015829j 0.0106432-0.0266592j 0.0220082+0.0218155j -0.012739-0.0162835j 0.0199308-0.0117027j 0.0144557+0.0498697j 0.0298384+0.00408753j -0.0150627+0.00515886j 0.0149213+0.00782218j -0.0202223+0.0176582j -0.0180637+0.0153613j -0.0173555-0.00322542j -0.00769043+0.00919888j -0.026664-0.00611742j 0.00483332+0.00767701j 0.00942952+0.00972071j 0.00310223-0.00887494j -0.00687682-0.0107888j 0.00178227-0.0135911j -0.0107113-0.006495j 0.00675364-0.00262707j -0.0187989-0.010255j 0.00635669+0.0104394j -0.0121242+0.00201609j -0.00368051+0.0143168j -0.00486422-0.00838618j -0.00174516+0.000932757j 0.0279551+0.000478049j -0.0168411-0.0179638j -0.00485932-0.00466609j 0.0254057-0.00116461j 0.00741569+0.00554375j 0.00392876-0.000224227j -0.011441-0.00663896j -0.00235065-0.00153726j -0.00753794+0.00733973j -0.00155991+0.00825158j -0.00304356+0.000315134j -0.0028489+0.0012875j 0.00216577+0.00532799j 0.0061323-0.0019334j -0.00289941-0.0113567j -0.00378049+0.00265052j 0.00947764-0.00557229j 0.0111392+0.0046056j 0.0144907+0.00565128j -0.0171247+0.0184271j 0.00158772-0.00116015j -0.000263047-0.00325696j 0.00226232+0.00469983j 0.00138511+0.00265321j -0.00182874+0.0133349j -0.0113615-0.00484979j -0.0140753+0.00185644j -0.00497055+0.0148346j 0.0101657+0.00363563j -0.0018274-0.00764876j -0.00219261+0.00564868j -0.00107139+0.00969359j -0.00220081+0.0122695j 0.00546183+0.00819958j 0.00623356+0.011261j -0.0038471-0.0150172j -0.000554962-0.0112197j 0.00365417+0.015207j 0.005739-0.0111726j -0.00379438+0.00942778j -0.0177179-0.0147342j -0.00198481-0.00129746j -0.012347-0.00325276j -0.00337658-0.00830961j -0.00638567-0.00705431j -0.0037859+0.00708634j 0.0143323-0.00665342j -0.0030644-0.0109884j 0.00527801+0.00471518j 0.00570729+0.0108324j -0.0013361+0.00988889j -0.00863802-0.0154506j 0.0236839+0.0112381j -0.01952-0.0129138j -0.00853197+0.007724j -0.0179383+0.0129609j 0.0113709-8.77424e-05j -0.0155242-0.030402j -0.0112315-0.0150767j -0.0592515-0.00894453j -0.0171068+0.0142788j 0.0230914+0.0270931j 0.0242547+0.00173088j 0.00455987+0.0220947j 
0.00675464-0.0094157j -0.00444068-0.000667387j 0.0019466+0.000181612j 0.00370923+0.00830964j -0.00925391+0.0187881j -0.000385934-0.0129948j -0.00974536+0.0056551j -0.00847736+0.000676097j -0.0109116-0.00430103j 0.00983492-0.00497064j -0.010616+0.0079409j -0.00545502+0.00559781j -0.00239773+0.01401j 0.00604907+0.00475157j 0.00396521-0.00841418j 0.0206296+0.00255146j -0.0110511-0.00561771j -0.00420102-0.0145613j -0.015506+0.00949097j -0.00293169+0.00300014j -0.00451225-0.000261794j 0.00287988-0.00729657j 0.00122255+0.00432152j 0.00126591+0.00399911j 0.00865586+0.00651033j -0.00839717+0.0119235j -0.00295758+0.00062339j -0.00503462+0.0100201j 0.000722189-0.000243582j -0.0239382+0.00448363j -0.00767739+0.00224195j -0.0022972+0.00262842j -0.00496514-0.00784875j 0.00621853-0.00270878j 0.00630123-0.00608624j -0.00186778-0.00409618j 0.00241991+0.00395165j -0.00581611+0.00323872j -0.00219645+0.00949948j 0.0058124+0.0130603j -0.00915852+0.00338105j -0.0120803-0.0021251j 0.00541591+0.00307087j -0.0010153-0.00163262j 0.0114338+0.00985451j 0.0052908+0.0136775j -0.00748062+0.00325367j -0.0142199-0.0092692j -0.00534936-0.00865923j -0.00359605-0.000428446j 0.00675124-0.00418693j -0.0100682-0.00130794j -0.00691485+0.00188202j 0.00254223-0.000220103j 0.00754062+0.00560578j 0.00154941-0.0056285j 0.00500012+0.0109093j 0.00393072+0.0069287j 0.0182122+0.0114163j 0.00571795+0.00402994j 0.00812517+0.0031449j 0.00973686+0.00215038j -0.0109258+0.00192796j -0.0133109-0.0075401j -0.0112973+0.00491651j 0.00293965+0.0114393j 0.0183705+0.00110854j -0.00365526+0.00170473j -0.00981589+0.00555953j 0.0105605-0.0112108j -0.0140143-0.0022066j 0.00613729+0.000282956j 0.00940331-0.0120966j -0.00482639+0.00796039j -0.00467803+0.00305743j -0.00360049+0.00653312j -0.00631021+0.00427163j 0.00901899+0.00817706j -0.0121938-0.00224002j 0.000804053+0.0163669j -0.000776185-0.00810756j -0.00206947-0.00030812j 0.000403638-0.00341226j -0.011562+0.00625894j 0.00508551+0.00233131j 0.00172377-0.00760959j 0.000871454+0.0076659j -0.000529092-0.00804547j 0.00454869-0.00676833j -0.00117767-0.00367557j 0.00276057+0.00355559j -0.00525043+0.00427442j 
0.00725998-0.000239927j -0.013753+0.00648205j -0.013318+0.00336473j -0.00291854-0.0112349j -0.0206068-0.0121757j -0.00606606+0.00797787j -0.00121669-0.0117407j -7.22809e-05+0.0087631j 0.0002642-0.0192999j 0.00341013-0.0131397j 0.000913399+0.015018j 0.000834019-0.000102713j 0.000797088+0.0211863j -0.0236517+0.0192264j -0.00130525-0.00144414j -0.000558529+0.0123184j -0.008779-0.00300682j 0.0133545-0.0166134j -0.01003-0.00980632j 0.0127122+0.0102987j 0.00622114-0.0217602j -0.00955452+0.00608593j 0.0158493+0.00889039j 0.015083-0.00460078j 0.00491901-0.0184728j 0.000967171-0.00818499j -0.00130496-0.00635152j -0.00352659-0.010774j -0.00499294-0.00805951j 0.0246488+0.00363461j 0.00496853-0.00214742j 0.0120899-0.00031125j -0.0118266-0.00347178j -0.0169986-0.0064175j -0.00167248+0.000832852j -0.00203334-0.00481443j -0.00345774-0.00892169j -0.0174518+0.0148402j -0.00546763+0.00243185j -0.0151805-0.0067355j 0.0050935+0.012502j 0.0104839+0.00350404j -0.00257594-0.00669204j 0.0103764-0.00377568j -0.00427844-0.0063779j -0.0166368+0.0120814j 0.00236116-0.00152875j -0.0123334-0.0102378j 0.00318725+0.011347j 0.00498683+0.0217647j -0.0165923+0.0137289j -0.00383007-0.00699019j -0.022396-0.00654135j 0.0161948+0.00495707j 0.00433886-0.000954587j -0.00502457-0.00293024j 0.0105983-0.00599998j 0.00960741-0.00389823j -0.0127871-0.0187877j 0.00306815+0.00663556j -0.000187063-0.00501547j -0.00711573-0.00581001j -0.00616744+0.0142846j -0.0150299-0.0205287j -0.00227492+0.0008797j 0.00144806-0.000447137j 0.00691833-0.00835257j -0.00130547+0.00920687j 0.00227963-0.00105636j 0.0127086-0.012713j 0.00360592-0.00542732j -0.00208641+0.0054894j 0.00330357+0.00619912j -0.0179457-0.01761j -0.00789847-0.0196229j -0.0226775+0.0121011j 0.000146432+0.01434j 0.0121186+0.000662661j 0.00763064+0.008297j -0.000907476-0.00153797j -0.00155394-0.00502322j -0.00574662+0.00834579j -0.0109841+0.00233886j 0.00907017+0.0244228j 0.00226591+0.00292322j -0.00206073+0.0278848j 0.00876259-0.00380736j -0.00124888+0.0210608j 0.00759511-0.00811498j -0.0027562-0.0123982j -0.00297668+0.0119807j -0.0125915-0.00825754j 
-0.0067246+0.000226429j -0.00131005-0.00146043j 0.00842425-0.0137908j 0.020172+0.0101233j 0.0107929-0.00887313j -0.0256977-0.0126824j -1.63846e-05-0.0147423j -0.0126793-0.00281134j -0.00777064-0.0115717j 0.0109316+0.0213594j -0.00535252-0.0216259j -0.00246057-0.00418136j 0.0159607-0.0165273j 0.00117483+0.00269029j 0.00588117+0.0096288j 0.00990433+0.0185539j 0.00649903+0.00123212j -0.0105308-0.00397721j -0.00424273+0.00654819j -0.0146669+0.00248387j -0.00192145+0.0156417j 0.0130529-0.0222133j -0.00869645-0.00618224j 0.0160314-0.0301672j 0.00317676-0.0125493j -0.0158454-0.0102941j 0.00262409-0.00996239j 0.00574395+0.00133595j 0.00738619-0.00686605j -0.0034753-0.00504992j 0.0139582+0.0108926j 0.00524712-0.00740808j -0.00535274+0.000727222j 0.000515951-0.00766841j -0.020013+0.00988223j -0.00603728+0.0141411j 0.0101205+0.00547115j 0.0155215+0.00680938j 0.0101955+0.00595232j -0.014935-0.0187485j 0.000327626-0.00323094j 0.00491265-0.0022406j -0.00247103-0.00275728j 0.0162976-0.000705377j -0.00772006+0.0193266j 0.00881009+0.00528218j 0.00749357-0.0092885j 0.00038208+0.00223939j -0.00751068+0.00579471j 0.00716966-0.00167374j -0.00482546+0.00243143j -0.0103318+0.00346818j 0.0199952-0.00633149j 0.00322252+0.00786085j -0.00337378+0.00178324j 0.00682833-0.00661936j -0.00430553+0.00110954j -0.00904304-0.0142848j -0.00677593-0.0031863j 0.00292236+0.0116713j 0.0178135+0.00509796j -0.00733976+0.00713132j 0.00107271-0.00985113j 0.00382098-0.00370248j 0.0128064+0.0131023j 0.00542549-0.0131013j 0.0107645+0.0140784j -0.000538738-0.0192291j 0.0199382+0.0242295j -0.00339608+0.00650682j 0.0120499+0.0198197j 0.0135691-0.0159694j -0.01577+0.0188613j 0.00636859+0.0200142j 0.00211974-0.00093174j 0.0105051-0.0049747j -0.00788734-0.0111712j -0.0118536-0.00674366j 0.0106865-0.000962672j 0.00113101-0.0197743j 0.00216021+0.00118346j 0.00540501-0.00746345j -0.00891379+0.00821744j 0.0074447+0.00752186j 0.00937581+0.00327792j -0.00205501-0.00187997j 0.0231421-0.00170559j -2.42531e-05-0.0227166j 0.00145757+0.00748785j 0.00379748+0.00203531j 0.00231954-0.00637446j 0.00881062+0.00182632j 
-0.0076555+0.00268387j 0.00476116-0.00541272j 0.0254518-0.0263023j 0.0320729+0.026557j 0.00222992+0.0197599j -0.00898683-0.00773786j 0.0158425+0.045599j 0.0164084+0.0195752j -0.0229344+0.00695028j 0.0234585-0.000669183j -0.0234741-0.00358188j -0.0178787+0.00622534j 0.00214879-0.0140935j 0.00347795+0.00558798j -0.00447655+0.00537277j 0.013901+0.0175879j 0.0206326+0.00469451j -0.00472827-0.0189345j 0.0001785-0.0015045j 0.0022266-0.0217525j -0.0190953+0.0160481j 0.0325627-0.0030963j -0.00372642-0.0162123j -0.0135593+0.00281j 0.0112998-0.00168963j -0.0394106-0.00128147j -0.00081392-0.00608835j -0.000215072-0.0126811j 0.016987-0.0134774j -0.0274733-0.0183237j -0.00904399-0.0117193j -0.00375905+0.00081247j 0.0196202+0.00269826j 0.0245769-0.00784851j -0.010652-0.00338855j -0.00109375+0.00727904j -0.00647068+0.0044476j 0.0128586+0.0147559j 0.0178324+0.00563918j -0.000930481-0.0169889j -0.0131366+0.00228297j 0.00657112-0.00158824j 0.00844694+0.00104002j -0.00546696+0.00128398j 0.0111791+0.0177317j 0.0175953-0.00981502j 0.0016265+0.00691672j -0.0186266+0.0162294j 0.00804081-0.0120104j 0.000165217+0.00800311j 0.00389154-0.00324932j -0.00902571+0.0130964j -0.000474028+0.0100506j -0.0150471+0.00197418j -0.0098718+0.0023415j -0.00589789+0.00412179j 0.00825156+0.000705178j 0.00310122-0.00798946j -0.00967868+0.0192247j -0.0133962+0.015161j 0.0155547+0.0127983j 0.000416939-0.00489244j 0.0152041+0.00258638j 0.0219263-0.0115565j -0.0102731+0.00913652j 0.00659292-0.00161245j 0.0326297-0.0027859j -0.00409219-0.00892923j 0.0143429+0.00886552j 0.000866675-0.00282764j -0.000221838+0.00442832j 0.0122494-0.0229738j -0.00675843+0.0212145j 0.00555152+0.0181689j 0.00738528+0.0122105j 0.0117366-9.8186e-06j 0.00317823+0.00468476j -0.0120007+0.00776141j -0.010545-0.00309771j -3.16566e-05-0.0045177j 0.0272882+0.00183773j 0.00766826+0.00989124j 0.00531817-0.00868806j -0.0133353+0.00747815j 0.0243774-0.0159154j -0.0179073-0.0381098j -0.00231791-0.00568194j -0.0184481-0.0100295j -0.0112135+0.0326488j 0.0249535+0.017511j 0.015833+0.00226352j 0.00797775+0.0159075j 
-0.0163148+0.00680879j 0.0108816+0.00399719j 0.0141331-0.0198941j 0.0110458+0.0183427j 0.020013-0.0229523j 0.00286277-0.0162067j -0.0021694+0.0324016j 0.038197-0.0125257j -0.0049273+0.0265465j 0.027036+0.0119562j 0.000763448-0.00962041j 0.00740405+0.00217015j -0.00266357-0.0245844j 0.0224872-0.00345523j -0.0111787+0.0029588j -0.00970394-0.0046608j -0.00409399-0.00770135j 0.00503101-0.000869412j -0.00582207-0.0165979j -0.00373581-0.0136418j -0.0152263+0.0133063j 0.00496418-0.00651737j -0.0175934-0.00118228j -0.0093936+0.0100368j -0.0189004+0.00751775j 0.0176224+0.00174193j 0.00538321+0.0144812j 0.0162055-0.00263041j 0.000437507+0.00861743j -0.0132162-0.00365452j -0.00214151-0.00545689j 0.0273329+0.004877j -0.00694334+0.00969986j 0.0130178-0.00466765j -0.0142764+0.0144904j -0.000957221-0.00460234j -0.0228818-0.00539503j 0.00555853+0.0075498j -0.00413854-0.00067535j -0.0120343+0.00868873j -0.0044541+0.00975115j -0.00873305-0.00493573j -0.00971396-0.00931881j 0.00161825+0.00815538j 0.00949947-0.0159375j -0.00439624+0.00376105j 0.0145255-0.0174663j 0.0111027+0.0168378j -0.00864307-0.0024725j 0.0148033-0.0155223j 0.00730059-0.00156032j 0.00706191-0.0115655j 0.00812448-0.000538804j 0.00431003-0.00607759j 9.0198e-05+0.00996322j -0.00575375+0.0254576j -0.00511414-0.00743488j -0.0188694-0.00468047j 0.00699368-0.00679415j -0.000817512+0.00628031j 0.0130319+0.01093j -0.00252648+0.00623339j -0.00476024+0.0021415j 0.0162694+0.00512654j -0.0121814-0.0233438j -0.00127372+0.00228449j -0.0121528-0.0042047j 0.0137743-0.0126887j 0.0158789-0.00849085j -0.0125761+0.00038801j -0.00827472+0.00983254j -0.0127049+0.0066309j -0.0100026-0.0167272j -0.0104496+0.0202145j 0.00315544-0.0093797j 0.0104931-0.00335526j 0.019669-0.0214933j -0.0135716+0.00600776j -0.00997109-0.00108627j -2.32865e-05-0.012457j 0.01609+0.0203555j -0.001992-0.0159796j 0.00775082+0.0103791j -0.00198333-0.0241955j 0.00528652-0.00998116j -0.00650558-0.0200836j 0.00224156-0.0104861j -0.0200389-0.0218789j -0.0257698+0.0191337j 0.0103225+0.0310188j 0.0159931-0.0109613j 0.0196252+0.0169404j 
0.0137832-0.0103259j -0.00206597-0.00940754j 0.0146282-0.00193012j 0.0239467+0.020207j 0.00049023+0.0232956j -0.0621491+0.00864959j -0.00255364-0.065232j -0.00668466-0.0071989j -0.0230125+0.00597263j -0.0131697-0.0107512j -0.0103461-0.00124443j -0.0124741+0.00331885j 0.0271404-0.00629352j 0.0101088+0.0041946j 0.0243012+0.0270147j 0.0319913-0.0147896j 0.00441836-0.0214859j 0.00566142-0.0130611j 0.0141332+0.0075566j 0.000195858-0.0102019j -0.0112266+0.0176732j 0.0217919-0.000221408j -0.00612663-0.0194336j 0.00667107-0.00571424j 0.00349197-0.0082365j -0.048934-0.004239j -0.000284421+0.000980271j 0.000426569-0.0128686j 0.00727204-0.0261811j 0.00142164+0.00612076j 0.0230099+0.0123664j -0.0427634-0.00387682j 0.000308509+0.00740057j 0.0298248-0.0111984j -0.00581687+0.0105327j -0.0195586+0.0136266j 0.01763-0.00427998j 0.00435453-0.00179498j 0.0159155+0.00263393j 0.00178141-0.023545j -0.0114536-0.00351886j 0.0022758+0.00649961j 0.0132594+0.00675538j 0.0160486-0.00312505j -0.00543332+0.0242268j 0.01793-0.0165161j -0.018897+0.00308375j -0.0284586-0.00987616j -0.0134351-0.00709712j -0.00669959-0.000945188j 0.0132894-0.0154053j -0.0194991+0.0138776j 0.0140646-0.00591962j -0.00161832+0.00902661j 0.00305834+0.00643028j -0.00570136-0.023846j -0.012516+0.00763725j 0.00245274-0.0042286j -0.000672943+0.0110503j -0.00375411+0.0261962j 0.0140489-0.00260377j -0.00101366+0.00674639j -0.0209915+0.00308139j 0.0183707+0.0043469j -0.00116918+0.0413476j 0.000204723-0.00582897j 0.011603+0.0157139j 0.00193291-0.021183j 0.0158697+0.0234019j -0.00527402+0.0254733j 0.00857859+0.00319798j 0.0353299-0.00974666j 0.00150804+0.0375469j 0.014419+0.0355344j -0.0174973+0.00341908j 0.0112672+0.030807j -0.0253195+0.0291921j -0.020635-0.0097586j 0.0022418-0.0039392j 0.00316844-0.00138689j 0.00137366-0.00802361j -0.000188111+0.0194982j 0.00263563-0.0104295j -0.00893807+0.0178914j 0.0118646+0.00589892j -0.001912+0.0081203j 0.0468746+0.0192902j 0.0320172-0.0409186j 0.00725302+0.0199513j 0.0160033-0.00865432j -0.00959873-0.00647279j 0.00194581-0.00679112j 
0.00986581-0.0222369j -0.0312941-0.0011402j -0.0199379+0.0134959j -0.00577417-0.0080708j -0.0536284+0.029188j 0.0114461-0.0024692j 0.0355148-0.000398765j -0.00967949-0.00429067j -0.027419+0.0202655j 0.0414066+0.0137387j -0.0123955-0.0152984j 0.0446824-0.0100109j -0.0120676-0.0255461j 0.0228686-0.00392833j 0.00116022+0.021338j 0.00878406+0.0108784j -0.0111508+0.00047828j 0.00690199+0.0025195j 0.0140613+0.0135255j 0.0124513-0.000164322j 0.00143876+0.00285475j 0.012093+0.00533612j -0.00986001-0.0026429j -0.0194724-0.00092528j 0.0180767+0.0248025j -0.0391892-0.0106089j 0.00171625-0.0121302j 0.0157966-0.0113137j -0.00550768-0.0214008j -0.019381-0.014138j -0.00678164-0.00782307j -0.0197608+0.00953693j 0.00332053-0.0214297j 0.00447395-0.00438512j -0.00489808-0.0205036j -0.00710546+0.00833703j -0.0133742-0.00497876j 0.00256129+0.00765819j -0.000653819+0.0114495j 0.0075569-0.0311346j -0.0128384-0.0107549j 0.00637368-0.00432812j 0.00841987-0.00560502j 0.00446435+0.00257519j 0.00651367+0.0227394j 0.011885+0.0150379j 0.0092823+0.0260008j -0.024507-0.0104183j 0.0111855-0.0156202j 0.00491825+0.0142637j -0.0126574+0.00399067j -0.00827499-0.00477381j 0.00548768+0.029137j 0.000359584-0.00343487j 0.0127701-0.00763639j -0.0125513-0.00084942j 0.0137058+0.00292451j 0.0261033-0.00842451j 0.0185651+0.0273577j 0.011558-0.00878246j -0.00518691+0.0105075j -0.00804973+0.0057877j -0.0130224+0.00180513j -0.019395-0.0232299j -0.0121489-0.0208328j 0.00333092+0.0166968j 0.0554977-0.00516317j -0.00317574-0.0150677j 0.0225118-0.000304752j 0.0255904-0.0259913j -0.0285654+0.0113429j 0.014151-0.00721452j -0.0214518-0.030113j 0.00913626+0.00187279j 0.0172521+0.0256957j -0.00242952-0.015317j -0.002819-0.000978194j 0.0167043+0.0105035j -0.0168608+0.0224286j -0.00629987+0.0267643j 0.000361515-0.00586537j -0.0219411-0.0109137j 0.0420745-0.00926473j -0.0299719-0.0422794j -0.0303738-0.00317034j -0.0186714+0.0194702j 0.0118378+0.0113099j -0.0101584-0.0146515j 0.0223001-0.0200372j -0.0139179-0.0213392j 0.0109694+0.0040202j -0.00716671+0.0107915j 
-0.0288251+0.0133831j 0.00827224+0.0170719j 0.0123435-0.0425434j 0.0340598+0.0264702j 0.00444499-0.0339786j 0.00340081-0.0281244j 0.00705067+0.0243298j -0.00126444+0.00685571j -0.0048798-0.0232344j 0.014871+0.0278509j -0.0131393-0.0424978j -0.0215537+0.0225729j -0.00179126-0.0327811j -0.01508-0.00115162j -0.00831854+0.0103103j 0.0151457+0.0360214j 0.0231849-0.000549455j -0.0175357+0.000142025j 0.0113483+0.00305518j -0.0142649+0.0140519j -0.0173767+0.0139803j 0.00765181-0.0318989j -0.024766-0.0142641j 0.0191822-0.0106203j -0.0043231-0.0110141j -0.024821-0.00260206j 0.00212279-0.00554204j 0.0108337+0.0104465j 0.0131583-0.0134515j -0.013718-0.0152632j 0.000218288+0.0194146j 0.026033-0.0162792j -0.00247446-0.00606827j -0.00854067+0.0145209j -0.0353734-0.00262474j -0.0104204+0.0123736j 0.00107799+0.0185997j 0.0194823+0.0212368j 0.0164032+0.0019443j -0.0203521-0.0126773j 0.000361255-0.00824747j 0.00922047-0.00871451j -0.00454601-0.0165339j 0.0199554-0.00534943j 0.00195695+0.0133907j 0.0105202+0.00367435j 0.0168642-0.0171372j -0.00694566+0.0046327j 0.00394792+0.0110953j 0.0171956-6.63367e-05j -0.015389+0.0185237j 9.59646e-05-0.00179907j 0.0138203+0.00806859j -0.000182753+0.0120376j -0.00379267+0.00330654j 0.0175475+0.0146642j 0.00593648+0.000444336j -0.00301741-0.0123161j -0.0125972+0.0109469j 0.00262617+0.00560151j 0.0228896+0.00936187j 0.000245694+0.0139451j 0.02374-0.010868j 0.00658974-0.0189863j 0.0181403-0.011384j 0.0156849+0.00171803j 0.0159669-0.00130221j 0.00291838-0.00777526j 0.00962997+0.00495116j -0.0178623-0.0029973j 0.00378073+0.0233257j -0.00767867-0.0351589j -0.0241358+0.011836j 0.0163624+0.0257986j 0.0131224+0.00748833j 0.0210127-0.00734561j -0.00640559-0.0228249j -0.00922229-0.00600713j 0.021896+0.0186959j 0.0166189-0.0378082j 0.00457271+0.0180703j -0.0118577-0.0253759j -0.0137986+0.0191644j -0.00372263+0.0100232j 0.0206879-0.00326651j -0.00200779-0.02809j 0.0123288-0.0227886j -0.0176901-0.0254134j -0.00760258+0.0198329j 0.00808688+0.0208108j 0.0231636-0.0128388j 0.0206828+0.0193104j 
-0.00444116-0.00102916j -0.00358889+0.00353567j -0.00561919+0.00207576j -0.0061257-0.00432462j 0.00217635-0.020786j 0.00129955+0.00328295j 0.000212543-0.00872217j -0.0238071-0.0181305j 0.0136747-0.00737442j -0.0109658+0.00758941j 0.0122237-0.0264875j 0.0132193-0.0039853j 0.0157942-0.00621204j -0.00274709-0.00795506j -0.00400893+0.0137655j -0.00942149-0.000723419j 0.016428-0.0102617j 0.00627273+0.0083927j 0.0106056-0.00182095j 0.00214455+0.0141442j 0.000967943+0.00213841j -0.00559731-0.00278494j -0.00731298-0.0148766j -0.0010756-0.00153083j -0.00232977-3.5905e-05j -0.0103235-0.00849404j -0.00510094+0.0045752j 0.0158485+0.00578702j 0.00965702-0.0273424j 0.0117283+0.00256195j 0.00186765+0.00547812j 0.000712531+0.00832965j -0.00102935+0.00348752j -0.00682061+0.0024687j -0.0212448+0.00686757j -0.00594073-0.000540429j -0.00170466+0.00703209j 0.00801017+0.00222512j 0.00606948-0.00920767j -0.0211861-0.0110423j -0.00202457-0.0088113j 0.0101133+0.00277289j -0.00711068-0.0152321j 0.00700525+0.00347666j -0.000617064+0.00143264j 0.00444304-0.00472645j 0.0111932-0.00819455j 0.000727022+0.0037446j 0.00831665+0.011599j 0.0153041-0.0100525j -0.0173637+0.0129927j 0.00897591-0.00854407j 0.00361145+0.00808508j 0.00947259-0.00280424j 0.001951-0.00173321j 0.0128091+0.0100925j -0.00231462-0.0064038j -0.00385196-0.0134301j -0.0081768-0.00817494j 0.000694719+0.00580347j 0.00445321-0.00622027j -0.00286682+0.00357322j -0.00214917-0.00410928j -0.00252322-0.00125573j 0.0156249-0.0193654j 0.00157321+0.00767773j 0.0112549-0.00263893j 0.0203703+0.00023532j 0.00909908-0.00582804j -0.00281035+0.0119435j 0.00281095+0.00390654j -0.00167353+0.007498j -0.0200913-0.00492079j 0.0144198+0.00146283j -0.0013462+0.0107587j 0.00268567+0.00290571j -0.0174311-0.000275998j -0.00322663-0.00633028j 0.0170771+0.0171903j 0.00388486-0.0167665j -0.00800067+0.00119923j -0.015619-0.00523277j 0.0118577+0.00570905j -0.00184317-0.0114761j -0.0135998+0.00989509j 0.00252939+0.00948638j 0.00954153+0.000352002j 2.21172e-05-0.0120619j 0.010197-0.00759464j -0.00631257-0.00779862j 0.00294823-0.00598956j 0.00327778+0.00260921j 
0.00120745+0.0129145j 0.013787-0.00983179j 0.013938-0.0156421j 0.0174619+0.0103936j 0.0259825+0.0185954j 0.0406035-0.00758886j -0.00791799+0.031449j -0.00582733+0.0137885j 0.000579213-0.0213696j -0.00262249+0.000773702j -0.00991453+0.00515735j -0.0404076-0.0143445j 0.0214717+0.0115062j -0.0220247+0.0137407j 0.00410752-0.0060761j 0.0129998-0.00765372j 0.00785439+0.0313061j -0.0226087+0.00673753j -0.00784027+0.0122034j -0.00286331+0.00801545j 0.000705019+0.00119953j 0.000445871+0.0191793j 0.00343707+0.00419854j -0.0157887+0.0183509j 0.00293993+0.00770898j -0.00862389+0.00786921j 0.0087866+0.00289522j -0.0117222+0.00562405j 0.0103138-0.00984533j -0.0225318-0.00160714j 0.00245452-0.00521743j -0.0159256-0.0133513j 0.0184928-0.00891093j 0.00236392+0.00126419j -0.00250831+0.00152634j 0.000438418+0.00783785j 0.0140608+0.0212503j 0.0207449-0.000359081j 0.0203118-0.00526269j 0.00279001+0.000461377j -0.00629077+0.000861303j 0.0177586+0.00309655j 0.00683415+0.000952563j -0.00635644-0.00343377j 0.0041219+0.00830098j 0.012147-0.026327j 0.000123052-0.00916677j -0.0164787+0.00393148j 0.0265218+0.00256048j -0.00531967+0.00657545j -0.00193022+0.00703945j 0.00135401+0.0134804j -0.0136437+0.0132765j 0.00659401-0.00514771j -0.00990626-0.00881213j 0.012362+0.0121272j 0.00974941+0.000763139j 0.00638442+0.00264043j -0.0112773+0.000562524j -0.0134754-0.0026114j 0.00248097+0.00822674j 0.00999003-0.0156081j 0.0159213+0.0116591j 0.0203511-0.00675853j 0.00397279+0.00244155j 0.00523471+0.000670321j 0.0132684-0.00248881j 0.0027291+0.0192373j -0.0152302-0.0153338j -0.0108777+0.00346594j -0.000323276-0.00901639j 0.0120344-0.000197075j -0.00250525+0.0249772j 0.000321369+0.00174079j 0.0152741+0.0111154j -0.00253007-0.0240769j -0.0225609+0.00671639j -0.0202853+0.00877648j 0.00694391-0.00413811j 0.011266-0.013401j 0.0100217-0.00837328j 0.000175809+0.021275j -0.00837431-0.00169037j -0.00347081+0.0271573j 0.0258724-0.00746698j -0.00596976-0.0505085j -0.0425964-0.00465554j -0.00941189+0.0291936j 0.00464861+0.0150786j 0.0118758-0.00538989j 0.00812488+0.00556056j 0.000894217+0.00339034j 
