-0.0203935+0.00883423j 0.00479958+0.015829j 0.0106432-0.0266592j 0.0220082+0.0218155j -0.012739-0.0162835j 0.0199308-0.0117027j 0.0144557+0.0498697j 0.0298384+0.00408753j -0.0150627+0.00515886j 0.0149213+0.00782218j -0.0202223+0.0176582j -0.0180637+0.0153613j -0.0173555-0.00322542j -0.00769043+0.00919888j -0.026664-0.00611742j 0.00483332+0.00767701j 0.00942952+0.00972071j 0.00310223-0.00887494j -0.00687682-0.0107888j 0.00178227-0.0135911j -0.0107113-0.006495j 0.00675364-0.00262707j -0.0187989-0.010255j 0.00635669+0.0104394j -0.0121242+0.00201609j -0.00368051+0.0143168j -0.00486422-0.00838618j -0.00174516+0.000932757j 0.0279551+0.000478049j -0.0168411-0.0179638j -0.00485932-0.00466609j 0.0254057-0.00116461j 0.00741569+0.00554375j 0.00392876-0.000224227j -0.011441-0.00663896j -0.00235065-0.00153726j -0.00753794+0.00733973j -0.00155991+0.00825158j -0.00304356+0.000315134j -0.0028489+0.0012875j 0.00216577+0.00532799j 0.0061323-0.0019334j -0.00289941-0.0113567j -0.00378049+0.00265052j 0.00947764-0.00557229j 0.0111392+0.0046056j 0.0144907+0.00565128j -0.0171247+0.0184271j 0.00158772-0.00116015j -0.000263047-0.00325696j 0.00226232+0.00469983j 0.00138511+0.00265321j -0.00182874+0.0133349j -0.0113615-0.00484979j -0.0140753+0.00185644j -0.00497055+0.0148346j 0.0101657+0.00363563j -0.0018274-0.00764876j -0.00219261+0.00564868j -0.00107139+0.00969359j -0.00220081+0.0122695j 0.00546183+0.00819958j 0.00623356+0.011261j -0.0038471-0.0150172j -0.000554962-0.0112197j 0.00365417+0.015207j 0.005739-0.0111726j -0.00379438+0.00942778j -0.0177179-0.0147342j -0.00198481-0.00129746j -0.012347-0.00325276j -0.00337658-0.00830961j -0.00638567-0.00705431j -0.0037859+0.00708634j 0.0143323-0.00665342j -0.0030644-0.0109884j 0.00527801+0.00471518j 0.00570729+0.0108324j -0.0013361+0.00988889j -0.00863802-0.0154506j 0.0236839+0.0112381j -0.01952-0.0129138j -0.00853197+0.007724j -0.0179383+0.0129609j 0.0113709-8.77424e-05j -0.0155242-0.030402j -0.0112315-0.0150767j -0.0592515-0.00894453j -0.0171068+0.0142788j 0.0230914+0.0270931j 0.0242547+0.00173088j 0.00455987+0.0220947j 
0.00254273+0.0108812j 0.0121906-0.00849711j 0.016523-0.0176907j 0.01751+0.0149712j 0.0250769+0.0194026j 0.027428+0.00222188j -0.00756308+0.0229753j 0.00640601+0.0101156j 0.010677-0.00825284j -0.016401-0.0176528j 0.00327486+0.0255717j -0.023879+0.00464931j -0.00378427+0.025042j -0.0241823+0.000239928j -0.00898203-0.00775922j 0.0184412-0.00897213j -0.00214318+0.0118854j -0.0100106-0.0129805j -0.0028312+0.0126093j 0.000774684-0.000492073j -0.0221607-0.00648095j 0.00181646+0.0168963j -0.00441409+0.00290478j -0.0181742+0.0410569j -0.0074478+0.0153749j -0.00925145+0.0209548j 0.00791631+0.0245375j -0.0120981+0.0123828j 0.00463133-0.00692456j -0.0225001+0.00722922j 0.00337806-0.00193767j -0.0246538-0.0125588j 0.00106561-0.00625708j 0.0100141+0.0147601j 0.0167102-0.00560402j 0.00192601-0.0105463j 0.00729488+0.0103359j -0.00193514-0.00805142j 0.00894189-0.0173879j 0.0013623+0.0275609j 0.00330739+0.0076786j 0.00426354+0.00752626j 0.00034016+0.00781963j -0.0120614-0.0159993j 0.0150499-0.0115845j 0.0100519-0.0145387j -0.0173311-0.00861453j -0.0228577+0.000610527j 0.00786049-0.00332536j -0.0178587+0.0010414j 0.0185777-0.00471886j 0.00579571+0.00612776j -0.0275729+0.00377148j -0.00791624-0.00308147j -0.00246299+0.00187533j 0.00464624+0.0141123j 0.00614452-0.00279856j 0.00964394+0.0219871j 0.0038356+0.00900231j -0.0261999+0.00417618j -0.00760729+0.0178753j 0.0219872-0.00875764j 0.0049856+0.0164841j 0.0126949-0.00399158j -0.00950933+0.0194044j -0.0107195-0.00177469j 0.00849627-0.010121j 0.00382165+0.0146231j -0.0448169-0.0129504j -0.00912793+0.00322812j -0.00128838-0.0317654j -0.00450503+0.0018312j 0.0377705+0.0163045j 0.000474911-0.00283336j 0.00398611+0.0100051j -0.00254767+0.0125926j -0.0170907+0.0272776j -0.0174023+0.00517268j -0.00409282-0.00171624j 0.0202764+0.00685638j 0.00548589+0.00613266j -0.00440121+0.028849j -0.0104084-0.00544148j -0.0119541+0.0257944j 0.0294537-0.00923065j -0.0110546-0.0470759j -0.0371609-0.00878302j 0.00284332-0.00026086j -0.00224398+0.02032j 0.0148425+0.00957941j 0.0098728+0.00299188j 0.00111317+0.00787922j 
-0.00613097+0.00845522j 0.0057219+0.00274412j 0.0124978-0.0162244j 0.0147507+0.0173262j 0.00533939-0.00845056j -0.0104976-0.00156948j -0.00166696+0.000936503j -0.00984627+0.00686448j 0.00196765-0.0304605j -0.0205436-0.0106893j -0.00626855+0.0117948j -0.0181067+0.0144788j -0.0053935+0.0133189j -0.016372-0.0140839j -0.0023039-0.00338587j 0.0443089-0.00573958j 0.00394708+0.00695942j -0.00327458-0.00946758j 0.00943921+0.00382603j -0.0126158+0.0138974j -0.0268426-0.00200505j -0.00801631-0.0250215j -0.00846738+0.00655492j 0.0223944+0.0220239j -0.00454015-0.0206238j 0.00726014+0.02017j 0.0175+0.0233179j -0.0294254+0.0340408j 0.0186656-0.00601814j -0.00669124-0.0112162j 0.0135758-0.0100945j -0.00066414-0.00299631j -0.0105243-0.0134157j -0.000566501+0.0105162j 0.0181255-0.0045169j 0.00852709+0.0172685j 0.000833198+0.0103945j -0.027327-0.00374222j 0.00666645-0.0147471j -0.0042167+0.020917j -0.00906164-0.0124558j -0.00501201+0.0137746j -0.00561535+0.0106813j 0.00292437-0.0223675j 0.020892-0.00253426j 0.00278089-0.00203096j -0.00882754-0.00970627j -0.0178847-0.0149724j 0.00108975-0.00166112j -0.0107292-0.0175114j 0.0132518-0.0189132j 0.00797929+0.00159499j -0.0122984-0.00444368j -0.0113038+0.00975606j -0.00698177+0.00861839j 0.0111532-0.0108674j -0.00748473+0.0138386j 0.00795457+0.0146864j 0.0208982+0.0249832j -0.00326458-0.0006328j -0.0196668-0.00480123j 0.0317793-0.0122254j 0.0122327-0.00784887j -0.00527459+0.00560219j -0.000471434+0.0395497j -0.0188278+0.00897441j -0.00326108+0.0117199j -0.013988+0.00327514j -0.0453937-0.00316289j 0.00196869-0.00179357j 0.00425761-0.0162057j 0.00188396-0.00443892j 0.0248818+0.0119897j 0.00119032+0.0189156j -0.0172628-0.0017701j 0.00828349+0.0322922j -0.00546975+0.0164564j -0.00102309-0.019784j 0.0211066-0.00476072j 0.0137408-0.0253741j -0.0297311+0.0186726j -0.00904362-0.0102685j -0.0169489+0.00492763j -0.00200522+0.0492589j 0.0358681+0.00734725j -0.00301248-0.0320634j 0.00187558-0.00124818j 0.00823048-0.00238791j -0.00498075+0.011599j 0.0135277+0.00471985j 0.00324142+0.00356556j 0.00192262-0.00143681j 
-0.0241104-0.00414863j -0.0104423+0.0261268j 0.015595-0.0187639j 0.0202208+0.033959j -0.0463926-0.0526735j -0.0257789+0.00180016j 0.0196121+0.0313699j 0.0411557-0.0139592j -0.0251849+0.0164186j 0.00927781+0.010596j -0.00687539+0.0322135j -0.0130439+0.0159196j -0.0206149+0.000714933j -0.00473247+0.00548991j -0.0366554+0.000306289j -0.00431775-0.0156088j 0.0112676-0.0107969j 0.0181124-0.017419j 0.00642362-0.0229369j 0.0061161-0.0334844j 0.0029588-0.00595427j 0.00486651-0.00791736j -0.0292133-0.0236615j 0.00083793+0.00487971j -0.0200406+0.0047479j -0.014175+0.0141128j -0.010125-0.00538409j 0.00464727-0.0192547j 0.0224992-0.00609022j -0.0167582-0.022534j -0.00109634+0.00742115j 0.0218488+0.000730248j -0.00108859+0.00855658j -0.00758544+0.0105488j -0.00441839-0.00327845j -0.0162974-0.0124018j -0.00655889-0.0272144j -0.0155759+0.00828518j -0.00575437+0.00716532j -0.0161426+0.0045882j 0.0113913+0.0104436j 0.00372007+0.0133068j 0.00555575-0.0254399j 0.0226876-0.0129108j -0.00577716-0.00770577j -0.00528159+0.00469561j 0.00852734+0.0273841j -0.022304+0.0152509j -0.0242933-0.0216463j -0.00415467-0.0135317j -0.0011957-0.010511j 0.00509172-0.0156134j -0.0184887+0.0022288j -0.0153427+0.00132154j -0.0141227-0.00804819j -0.0213064+0.000421001j -0.00879383+0.00164505j 0.00422651-0.00657528j -0.00415211-0.0030902j 0.00449311+0.00802517j -0.0331431+0.0257325j -0.0104574+0.0429617j -0.00269771+0.0365498j -0.00724394-0.00153207j -0.0107915+0.00111019j 0.00576814+0.0207084j -0.0328586-0.0139497j 0.0051502+0.00660499j -0.0176504-0.0143808j -0.0183406+0.00490181j -0.026427-0.000925881j -0.0022389-0.0166222j 0.001941-0.0124289j -0.00395564-0.00418439j 0.0141781-0.0237917j -0.00690511+0.00668688j 0.0230944+0.00927663j 0.0254382-0.0115268j 0.00652975+0.0249287j -0.00810559-0.00836765j 0.0209887+0.0110896j -0.0460975-0.0214718j -0.00488806+0.0078999j -0.0126215+0.00916297j 0.000181116+0.00624629j -0.0185289+0.0416846j 0.0436718-0.020381j -0.0456715-0.0143855j -0.0198579+0.0184776j 0.0264202+0.0304862j 0.031017+0.00998219j -0.00360017+0.0245386j 
0.0186822+0.00186764j 0.00290042-0.0199846j 0.00655997+0.00176309j 0.000625803+0.0033002j 0.00929893+0.00626219j -0.0222072+0.00712439j -0.00581903-0.0273098j -0.00833955+0.00269076j 0.0169376+0.00130379j -0.00871649-0.019066j 0.00642057+0.019154j -0.0112356-0.00750416j 0.0127754+0.0406034j -0.0280666+0.00555158j 0.021123-0.00434833j 0.0149289-0.0135331j -0.0143151-0.00459815j -0.00985967-0.00214654j -0.00433901+0.010991j 0.00979462+0.0131402j 0.0130695+0.010174j -0.00526836+0.00479993j 0.0125357+0.000579139j -0.00585772-0.0203178j 0.0276705+0.00366676j -0.00223901+0.00500636j -0.0189272+0.0051036j 0.00245162-0.0123966j -0.00953396+0.00756401j 0.0126729+0.00364379j 0.00411874+0.0258911j -0.0387666-0.0143032j -0.0152834+0.00364056j -0.0118259+0.0189209j 0.0210447-0.0024258j 0.00151569-0.0226328j 0.0258369-0.0319525j -0.00446015-0.00410369j 0.0182262+0.00319973j 0.00469519+0.00965076j 0.0206004+0.0211005j -0.000572573+0.016191j 0.0174123+0.00612503j 0.0100176-0.0288882j -0.02204-0.0199463j -0.0202174-0.00854821j -0.034991+0.00657843j 0.00216061-0.0222307j -0.0105543+0.0057827j -0.02558+0.0227735j 0.0100622-0.00348204j 0.000888353+0.00074826j -0.023567-0.0110684j 0.00239465+0.0202863j 0.00858914-0.0102301j -0.0165067-0.020269j -0.00554411+0.0101259j 0.0134048+0.01652j -0.0167978-0.00545288j -0.0112596+0.0101478j -0.018546+0.00159232j -0.00107133+0.0138788j 0.00363919-0.00824034j -0.00610338-0.00978531j 0.00103023+0.0415399j 0.018479-0.0204777j -0.012781-0.0157366j -0.0116515-0.000679847j -0.0102686+0.00695904j 0.0126324+0.00653412j 0.0109721-0.0191065j 0.0205446-0.00634744j 0.0231993+0.0371188j -0.0111213-0.0123665j -0.00472349-0.00569603j -0.017039-0.000912874j 0.0100193+0.0182194j -0.00713589+0.00167616j -0.0015461-0.000691392j 0.00596901+0.0110319j -0.00143587+0.00722021j 0.0164103+0.041641j -0.0226479-0.0111778j 0.0306354+0.0306543j 0.0141631+0.00718816j 0.0249381+0.00511096j -0.00980279+0.00596806j 0.049695+0.00451798j 0.00309647+0.0137111j 0.000987557-0.00117749j -0.019265+0.0100852j -0.0136268-0.0158125j 
0.00192479+0.00551946j 0.00222868+0.00131049j -0.000909063+0.0106192j -0.0166244-0.00545214j 0.00341095-0.0296472j -0.0281348+0.00673158j -0.0110119-0.013724j -0.0125945-0.0143483j 0.0319222-0.00295197j -0.0139251-0.00990783j 0.0261401-0.0061721j -0.00534273-0.00588362j 0.00707963+0.0262735j -0.0206656-0.00612517j 0.00796999+0.00123924j -0.0172627+0.00336374j -0.000456645+0.000987915j -0.00486369+0.0186139j 0.0137263-0.0246846j 0.00765294+0.0164976j 0.0223098+0.00888437j -0.0198999-0.00620555j -0.00846711-0.0209929j -0.0206679-0.00338205j -0.00786337+0.0145943j 0.00461398-0.00819432j -0.00643644+0.0170231j 0.021799-0.00433032j -0.0104538-0.0131325j 0.01411+0.00366713j -0.00481016+0.030646j -0.00950803-0.0014228j -0.0170844-0.00270639j -0.0345602+0.0269331j 0.00146606-0.00673286j -0.0146288-0.0340149j 0.00772669-0.0440269j -0.0089481-0.00486164j 0.0170713-0.00493392j -0.0217737+0.0243094j 0.026805+0.0100801j 0.0103221+0.017698j 0.00428427-0.00588947j 0.0311856-0.0259923j -0.0390259-0.0411092j -0.0298988-0.0208827j -0.017548-0.000310916j 0.00438866-0.0149127j -0.0191362+0.00634577j -0.0261389+0.0109485j -0.00774596+0.0100618j 0.0191668-0.0225344j -0.023101-0.00444285j 0.00975254+0.0113136j 0.00671556-0.0085876j -0.00417495-0.00205389j -0.00818659-0.0163507j 0.00137175+0.0132115j -0.0206057-0.0160101j -0.0100915-0.0122257j -0.0219235+0.00633003j -0.00100497+0.0310763j 0.00191528-0.0137118j -0.00774129-0.00509201j 0.00750133+0.00532188j 0.0248519-0.0076338j -0.0560006-0.0355748j 0.015566+0.01295j -0.00644996-0.0193003j -0.00631843+0.0277265j 0.00460033-0.00931527j -0.0114616-0.00773616j 0.0208483+0.0227783j 0.00301993-0.023337j 0.00159436+0.00797133j 0.0084746+0.0109039j 0.00659132+0.0112066j 0.00966853-0.00540577j 0.0128419+0.0197844j 0.0165931-0.0130129j 0.0053895+0.0141762j -0.00598225+0.01677j -0.00353788+0.0221026j 0.021426+0.00274946j -0.014064+0.0162217j 0.0290235+0.0332746j 0.0138722+0.0051142j 0.0316799+0.00668338j -0.000579322+0.00644866j -0.00100877-0.0025654j -0.00824939-0.00250693j -0.00394596-0.0086452j 
0.0120148-0.0178827j -0.0249611-0.00452287j -0.00353087+0.0139812j 0.00390462-0.00500716j -0.0336891-0.000848467j -0.0203535+0.0224225j 0.00212271-0.0468068j -0.023241+0.00826916j -0.0137763-0.0332301j -0.0201172-0.0194049j -0.0356267+0.0360478j -0.0130113-0.00320394j 0.0159655+0.0448911j -0.0345756+0.0197931j -0.001523-0.00510535j 0.0275273-0.0024592j -0.0118434-0.00953915j 0.0111964-0.0204203j -0.0256975+0.0162657j 0.00214885-0.0067428j 0.0118286-0.0219588j 0.0149329+0.00552982j 0.0238311+0.0179227j 0.0640163-0.0266185j 0.0135201-0.0442811j -0.00636589-0.000663243j -0.00293944-0.0302067j -0.0325511-0.00761646j 0.00572583+0.00349533j 0.0328054+0.00765737j 0.0224257-0.0101587j 0.00729295+0.00226843j 0.0035152+0.015985j 0.0112516-0.0190195j 0.00721086+0.000611969j 4.46028e-05+0.0195711j 0.0336836+0.00151339j -0.0208411-0.00258627j -0.0123512+0.0185103j 0.0060179-0.0290025j 0.0126201-0.00766001j 0.00632453+0.00427547j 0.00307223+0.0183856j 0.0100938-0.00212065j 0.00323253+0.0375939j 0.00831047+0.0162029j -0.00751518+0.0107996j -0.030623-0.0131041j 0.00294738+0.0107424j -0.00158419-0.0017274j -0.0143661-0.00640955j -0.00724738+0.0262831j -0.00364488-0.0280482j 0.00964064+0.0100567j -0.00348056-0.00572203j 0.00163621-0.0445337j 0.00878068+0.0230099j 0.00515156-0.0174758j -0.0040256-0.00423576j 0.0170063+0.0264472j -0.0186231-0.0090067j -0.00533251-0.0159502j -0.0189663+0.0212721j -0.0243101-0.0160329j 0.0160157+0.0263066j 0.0101004-0.00212097j 0.0128684+0.0176058j -0.028449+0.024938j -0.0108575+0.0317818j 0.0297408-0.0248092j 0.0177334-0.0161609j 0.0229944-0.0212552j -0.00350429+0.000540265j -0.0171236-0.00154661j -0.0251223-0.0162892j -0.0237472+0.04736j -0.0163094+0.0297823j 0.0142196-0.0040858j 0.0147946-0.015302j -0.0172263+0.00373013j -0.028487-0.0282185j -0.00173399+0.00514803j -0.027635-0.0135289j -0.00401815+0.0597199j 0.00567251-0.0111579j 0.00554053+0.0488865j 0.0312082+0.00855978j 0.00828142+0.0233724j 0.0165744-0.00519293j -0.0128334-0.0249434j -0.0120246+0.0270427j -0.0340898-0.0208392j 
-0.0116674-0.00316775j -0.00771112+0.0129643j 0.00542395-0.00230612j 0.00225856+0.00638766j -0.0213663-0.0277182j -0.0140604-0.000710227j 0.00925698+0.0104318j 0.0115988-0.00600919j -0.0103685+0.00439582j 0.0128587+0.00658376j -0.0142089+0.00141843j -0.00819247+0.00057243j -0.00488725-0.00288402j 0.00127816+0.00770323j -0.00756764+0.00311048j -0.00379242+0.00159972j 0.00976731-0.00626122j 0.00900582-0.000492929j 0.00742356-0.0148156j -0.000988278-0.0180851j 0.00231049+0.00219004j 0.00785688-0.0139154j -0.0126869-0.0100483j 0.0183713-0.0239425j 0.000452107-0.0157692j 0.00262965-0.000311567j -0.00616402-0.0216155j 0.00386732-0.0183321j 0.00379127+0.00340334j 0.00945581-0.0131494j -0.00366864+0.00431172j 0.0324454+0.00297855j -0.0010048+0.00785892j 0.00262348+0.00376182j -0.00961217-0.000969397j 7.16021e-06+0.00203001j -0.00261157-0.00304087j -0.00819235+0.00931048j -0.00561116+0.0173191j -0.0076142-0.0130338j 0.00896337-0.00118233j 0.00117211-0.00448466j -0.00223154-0.00292653j 0.0126644-0.000730933j 1.73651e-05+0.00440985j -0.0120733+0.00774568j 0.00328424+0.00810455j 0.00201649+0.00918908j -0.00348986-0.00508264j 0.00674365-0.00643569j -0.0180864+0.00260469j -0.0102935+0.00861606j 0.00139314+0.00232214j -0.00177404+0.0069396j -0.00777921-0.000884039j -0.0144701-0.0151336j -0.00300183-0.0049524j 0.00337405-0.0128781j -0.0125649+0.00573016j 0.00731502+0.00430078j -0.00832242+0.00590906j -0.00481196+0.0133054j 0.000611285+0.00842697j -0.00749287-0.0156931j 0.00704246-0.00535336j -0.000219508+0.00557871j -0.0134216+0.00784988j -0.000207642+0.00546026j 0.00844179+0.0157837j 0.00726667-0.00216649j 0.00599911+0.00817969j -0.00116456-0.00934414j -0.0143767-0.00409064j 0.00855444-0.00133395j -0.000193959-0.0173892j -0.00422485+0.00758307j 0.00938865-0.0181447j 0.0145569-0.0225585j 0.0114767+0.00069869j -0.00437177-0.00668378j 0.0185054+0.00440026j -0.000120923-0.0336437j -0.0110676+0.0133228j -0.00372477-0.00687936j -0.0104608-0.0139051j 0.00466272+0.0345631j 0.0126017-0.00726163j -0.0211564-0.00310923j -0.00601873+0.00941023j 0.00332785+0.0163599j 0.0080609+0.00386215j -0.0016704+0.00309464j 
-0.004827+0.00334409j 0.00201314-0.00122678j -0.00256668-0.0144032j 0.0168903-0.000387894j 0.0128447+0.0111224j 0.0244326-0.00377136j 0.0114791+0.0165616j -0.00308102+0.0019135j -0.00934391-0.0147753j 0.00332453+0.0113414j -0.0180915-0.00596353j -0.0141587-0.00960369j 0.0169632+0.00773776j -0.0156577+0.0197418j 0.0076533-0.0195999j 0.0083546+0.0129364j 0.000634194+0.0256358j -0.00648254-0.00633706j -0.0171338-0.00451985j 0.0046598+0.0240236j 0.00107303-0.0146429j -0.015708+0.00266963j -0.000702035+0.000938142j 0.00749923+0.00211929j 0.00306833-0.00109464j -0.0121996+0.00988607j -0.0110696-0.0101195j -0.00758433+0.00827626j 0.00946691-0.0142206j 0.0105485-0.0047813j 0.00260337+0.00218438j 0.0182983+0.00342953j 0.0177928+0.0130679j 0.000636111-0.0270196j -0.0211332-0.000570534j 0.0029907+0.00248112j 0.00755201+0.0156922j 0.00482182+0.00806702j 0.00306522-0.00573273j -0.00157499-0.0140055j 0.00369478-0.0114736j -0.00264028-0.00841881j 0.000932065-0.00418287j 0.00434813+0.0104245j 0.0151539+0.0223902j 0.00554898+0.00168707j 0.013614-0.00768016j -0.0139344+0.0112342j 0.0285456+0.0154539j 0.0103488-0.000389555j -0.0236204+0.0188437j -0.00469468+0.0145822j -0.00196597+0.0169904j 0.0287805-0.00527548j -0.00650722+0.00109333j 0.0158706-0.0138643j 0.00841716+0.0163476j -0.0131431-0.0178197j -0.00607899-0.0142906j 0.00703702+0.0107341j 0.0145429-0.0079519j 0.00485917-0.00432811j 0.00776652-0.010124j 0.00273207-0.0345886j 0.0127396-0.0132006j 0.0205358-0.000753359j 0.0340313-0.00802147j 0.012348+0.0217794j 0.00536394-0.00337972j 0.00686692-0.00217185j -0.00419673-0.000525396j 0.0288314+0.00925402j -0.0302203-0.0022378j -0.0199339+0.0250884j -0.000728174+0.00374687j -0.0203247-0.0173095j -0.0139121-0.0013214j -0.0138478+0.0147134j 0.00682776-0.00799959j 0.00592292-0.0163984j 0.0100617-0.00259328j 3.57957e-05+0.0119637j -0.0224095+0.00108418j -0.00428379+0.0298982j 0.0313233-0.0125559j -0.005837-0.0203939j -0.0276413-0.0201096j -0.0102898+0.015818j 0.00161255+0.00503802j -0.00850851-0.010427j 0.0111165+0.00189327j 0.00288744+0.00457717j 
-0.00291202-0.00253879j 0.00102448+0.00084794j 0.000418415-0.0057163j 0.00704795+0.000153493j 0.00400123+0.00661681j -0.00306721-0.00105572j -0.000305696-0.015459j -0.00495018+0.00932263j 0.001738-0.0157461j -0.000787905-0.00167028j -0.0283149-0.0379036j 0.0173018-0.0166668j 0.0250411-0.0249604j 0.0132701+0.0132586j 0.00349745+0.0226697j 0.0148601+0.0276169j 0.0210548+0.00827759j -0.0248027+0.0288788j 0.0276805+0.0209562j -0.0276542+0.00863987j 0.0141571+0.0394527j 0.0174615-0.0317551j 0.000358002+0.00848211j 0.0204339-0.023692j 0.0268548-0.0196428j 0.0092309-0.0432398j 0.0163655-0.0152763j 0.0151694-0.00830162j 0.00643358-0.0184227j -0.0177007-0.00882995j 0.011188-0.0213004j -0.0189896-0.00466925j 0.0118115-0.00145536j 0.00354131+0.0115644j -0.0223495+0.0191393j -0.00198235+0.0133723j 0.00821492+0.00624192j 0.0291188+0.000553468j 0.0302044-0.0054221j -0.0319397-0.0270036j -0.003029+0.010278j 0.0161064+0.000890902j -0.00474808+0.0119712j -0.00140374-0.00710012j -0.028034-0.00907707j 0.00919626-0.0142727j 0.014071-0.0281032j 0.000730976-0.0055046j 0.0264629+0.0114357j 0.00394461+0.0256379j 0.00994463+0.00201258j 0.00783363-0.000339848j 0.00545197-0.0137357j -0.016892+0.00841054j -0.0159206+0.00473999j -0.00392068+0.00937179j -0.00551093-0.0355748j -0.00323625-0.0047233j -0.0246821+0.00737421j -0.0225471+0.00623129j 0.0129206+0.00241187j -0.00385394-0.00778387j 0.00973581-0.0122684j 0.0193516+0.00231092j -0.00107968+0.00691635j -0.00127377-0.0262294j 0.0341404+0.0223275j -0.0295094-0.0364368j 0.0399084+0.0182546j 0.00107593+0.000990094j 0.00863466+0.0162592j 0.00888669-0.0474707j -0.039883+0.0381703j 0.0202103+0.00348536j 0.00644793+0.0239416j 0.0263968-0.0238395j -0.00726475-0.0215088j -0.0165565-0.00815467j 0.0316949-0.00421789j 0.0076365-0.0454584j -0.0221324-0.00485854j 0.0172624-0.0260351j -0.00403895-0.00113415j 0.0175867-0.0184539j -0.00405432-0.00146161j 0.00919414-0.00418198j -0.00606019-0.00446017j 0.0235209+0.00194245j 0.00122329+0.00286408j 0.00630966+0.0017219j -0.00573879-0.00880647j 0.00909153-0.00686038j 
0.00749274-0.0025607j -0.00389486-0.00297708j -0.0200509+0.00438911j -0.0025714-0.0244552j -0.000241098+0.00535206j 0.000964905+0.00528628j 0.00217665-0.0222708j -0.0228396-0.00601531j 0.0079764-0.0226694j -0.00799844-0.0044362j 0.00783272-0.0161436j 0.0122767+0.00513712j 0.00895067+0.0207939j -0.0138641-0.00115246j 0.0296279+0.00826154j 0.0178567+0.0122764j -0.00607467-0.00423981j -0.00541188-0.00326274j -0.0095168+0.0175315j -0.000111596+0.0493905j -0.0184759-0.0172212j -0.0141137-0.0107879j 0.0187057+0.0187249j -0.0124552+0.00540698j 0.0125357+0.00123494j -0.0037108-0.00346966j 0.0223858+0.0236179j -0.0117393+0.0158689j -0.0168831-0.0103591j -0.00623383-0.0152722j -0.00221389-0.00962099j -0.0298372+0.00360265j -0.0206582-0.0272037j -0.0471789+0.033146j 0.00521601-0.00700013j 0.000351332-0.0122001j -0.00148719-0.0178987j -0.0120501+6.87799e-05j 0.00495431-0.00524423j -0.0172666+0.00706391j -0.0075251+0.000421727j -0.00356698+0.0117007j -0.00183682-0.0134325j 0.00541304-0.0226685j 0.0109119-0.0137157j -0.0159762+0.022806j -0.00452236-0.0131698j -0.00688486-0.0233167j 0.00283008-0.00415773j 0.00777328+0.0151355j -0.0149018+0.00190394j 0.0121791-0.0154925j -0.0214541+0.0121594j 0.0144772+0.00706203j 0.0182678-0.0190637j 0.0137666+0.00930856j 0.0178344-0.0182905j 0.0269619+0.014652j 0.0139768+0.00197868j 0.00644001-0.00316306j 0.0138326-0.00680416j 0.0187969-0.0215125j -0.00146021-0.0254119j -0.0110277-0.00565802j -0.0281201+0.00295629j -0.00400456+0.0163221j 0.0152294-0.0138434j -0.00491752-0.010875j 0.00604692-0.00672768j 0.0113069-0.0185375j -0.0115814+0.0162714j 0.00345975+0.00329198j 0.00593205+0.00340827j -0.00178303-0.00402946j 0.00425349+0.0140218j -0.0177208-0.00209936j 0.00281494+0.0161092j 0.000308565+0.00607609j 0.0192297+0.0341326j 0.0204422-0.013023j -0.0182511+0.0155809j -0.0224217+0.00428388j -0.0204297-0.000514703j 0.00299741+0.00589477j -0.00363354+0.0060218j 0.0148995-0.00699745j -0.00486077-0.00115692j 0.0224131-0.00019377j 0.023277-0.0153461j -0.0159742-0.0305833j -0.00839216-0.00330547j -0.00610809-0.00704314j 
