-0.00340204-0j -0.000567006-0j -0.000347219-0j -7.08758e-05-0j -4.1764e-06-0j -0.00306476-0j -0.000494574-0j -0.000403818-0j -5.82861e-05-0j -5.04773e-05-0j -5.9488e-06-0j -2.71524e-07-0j -0.00197209-0j -0.00199253-0j -0.000311815-0j -0.000315046-0j -0.000246511-0j -0.000164341-0j -3.55809e-05-0j -0.000249066-0j -0.000166044-0j -3.59496e-05-0j -4.10852e-05-0j -1.45258e-05-0j -3.42377e-06-0j -4.1511e-05-0j -1.46764e-05-0j -3.63146e-06-0j -3.45925e-06-0j -3.66909e-06-0j -3.02621e-07-0j -3.05757e-07-0j -1.1278e-08-0j -1.13949e-08-0j -0.00148609-0j -0.00183894-0j -0.00107271-0j -0.000231684-0j -0.000286695-0j -0.000167239-0j -0.000179462-0j -2.59031e-05-0j -0.000163825-0j -0.000222073-0j -3.20534e-05-0j -0.000129542-0j -2.89605e-05-0j -0.000202724-0j -1.86978e-05-0j -1.9307e-05-0j -2.41338e-06-0j -0.000118255-0j -1.67204e-05-0j -3.58368e-05-0j -2.38912e-05-0j -3.41303e-06-0j -2.9864e-06-0j -2.09048e-05-0j -1.70652e-06-0j -2.06904e-05-0j -2.01115e-07-0j -1.39365e-05-0j -1.74207e-06-0j -4.22341e-06-0j -1.20694e-05-0j -2.46314e-07-0j -2.11171e-06-0j -2.48867e-07-0j -2.46366e-06-0j -1.58995e-08-0j -1.23183e-06-0j -3.04798e-07-0j -1.45172e-07-0j -5.00788e-10-0j -1.77799e-07-0j -1.96747e-08-0j -6.19693e-10-0j -1.14769e-08-0j -3.61488e-10-0j 
6.86252e-06-0j -0.000109002-0j -0.000134625-0j -0.0607628-0j 0.000231153-0j -0.00150103-0j -9.50776e-05-0j -7.78774e-05-0j 0.000522666-0j 0.00186517-0j -0.0156291-0j 2.51345e-05-0j 3.97806e-06-0j 4.01929e-06-0j 0.0145543-0j 0.0147051-0j -4.75404e-05-0j 3.31505e-07-0j 0.000319062-0j -4.8033e-05-0j 3.34941e-07-0j 0.000322369-0j 0.000755116-0j -8.46263e-06-0j 9.40869e-05-0j 0.000762941-0j -8.55033e-06-0j -0.00625916-0j 9.50619e-05-0j -0.00632403-0j -0.00160132-0j -0.00161792-0j 1.56926e-06-0j 1.58552e-06-0j 2.9977e-06-0j 3.70946e-06-0j 2.16385e-06-0j -4.45393e-05-0j -5.51145e-05-0j -3.21502e-05-0j 0.00840322-0j -0.0563974-0j 3.30465e-07-0j 0.0103985-0j -0.0697882-0j 0.00606576-0j 0.000532273-0j 4.0893e-07-0j -0.0407098-0j -3.71161e-06-0j 6.63208e-05-0j 2.38542e-07-0j -6.48286e-06-0j 0.000658654-0j -4.59288e-06-0j -0.00292604-0j 8.20678e-05-0j 0.000384215-0j 9.47495e-05-0j -8.02213e-06-0j 1.11312e-05-0j -2.67918e-06-0j 4.78729e-05-0j -0.00362079-0j -4.67958e-06-0j -0.00130104-0j 0.000117247-0j 1.37741e-05-0j -0.00211213-0j -0.000140711-0j 6.83938e-05-0j -0.00160995-0j 8.03492e-06-0j 9.76891e-08-0j -0.00093914-0j -0.00017412-0j 1.20884e-07-0j -0.00010157-0j 7.05157e-08-0j 
0.00839523-0j 0.00104429-0j 0.00085144-0j 8.64477e-05-0j -5.32814e-08-0j -3.90995e-05-0j 0.00122046-0j -0.0711048-0j 0.000107349-0j 0.000123779-0j 7.2558e-06-0j -3.46404e-09-0j -2.51595e-05-0j -2.54202e-05-0j -3.97806e-06-0j -4.01929e-06-0j -0.0581583-0j 0.000607449-0j 8.78032e-05-0j -0.058761-0j 0.000613743-0j 8.87131e-05-0j -0.00723434-0j 5.35224e-05-0j 6.30575e-06-0j -0.00730931-0j 5.4077e-05-0j 8.90495e-06-0j 6.3711e-06-0j 8.99724e-06-0j 3.69109e-07-0j 3.72934e-07-0j -1.43882e-10-0j -1.45373e-10-0j -1.89591e-05-0j -2.34607e-05-0j -1.36854e-05-0j -2.95577e-06-0j -3.65758e-06-0j -2.13359e-06-0j 0.000218891-0j -3.30465e-07-0j -0.0583624-0j 0.000270864-0j -4.0893e-07-0j 0.000158004-0j -0.00683252-0j -0.0722197-0j -2.38542e-07-0j 7.13639e-05-0j 5.95551e-06-0j -0.0421282-0j -0.00591908-0j -0.00845482-0j 8.83084e-05-0j -0.000600971-0j 7.36957e-06-0j -0.00493198-0j 6.28789e-06-0j -0.00732449-0j 3.70404e-07-0j 5.15132e-05-0j 4.29891e-06-0j -0.000743663-0j -0.00427262-0j 6.04005e-07-0j 7.78086e-06-0j 4.58352e-07-0j -0.000433804-0j 1.93928e-08-0j 4.53884e-06-0j 7.47418e-07-0j 2.67372e-07-0j -6.38893e-12-0j 4.35994e-07-0j 2.39973e-08-0j -7.9059e-12-0j 1.39984e-08-0j -4.61177e-12-0j 
-4.04378e-07-0j 1.29134e-05-0j -4.12716e-08-0j -0.000231153-0j -0.0588069-0j 8.84491e-05-0j 1.12638e-05-0j -4.79992e-08-0j -0.000190093-0j 1.14961e-06-0j 0.00183594-0j -0.0199633-0j -2.3441e-07-0j -2.36839e-07-0j -0.00172424-0j -0.00174211-0j -2.93012e-08-0j -1.95341e-08-0j -0.000116043-0j -2.96048e-08-0j -1.97366e-08-0j -0.000117245-0j 9.35705e-07-0j -1.72659e-09-0j 0.00105665-0j 9.45402e-07-0j -1.74448e-09-0j -1.18436e-05-0j 0.0010676-0j -1.19663e-05-0j -0.00426115-0j -0.0043053-0j -0.00252294-0j -0.00254909-0j -1.76641e-07-0j -2.18582e-07-0j -1.27506e-07-0j 5.27654e-06-0j 6.52939e-06-0j 3.80881e-06-0j 5.17927e-06-0j 0.0205117-0j -1.94729e-08-0j 6.40902e-06-0j 0.0253819-0j 3.73859e-06-0j 6.59568e-07-0j -2.40964e-08-0j 0.0148061-0j 4.39712e-07-0j 0.000744824-0j -1.40563e-08-0j -1.98744e-09-0j 8.16174e-07-0j 5.44116e-07-0j -1.11312e-05-0j 0.000921673-0j 4.76101e-07-0j 3.88654e-08-0j -2.45933e-09-0j -0.00283185-0j 3.17401e-07-0j 0.000537642-0j -1.37741e-05-0j -1.43461e-09-0j 7.60183e-05-0j 4.80935e-08-0j -0.00350424-0j -8.03492e-06-0j -0.00116898-0j 2.80545e-08-0j 9.40678e-05-0j -0.00204414-0j -0.000263237-0j 5.48729e-05-0j -0.00144654-0j -0.000325739-0j -0.000843813-0j -0.000190014-0j 
-1.67056e-05-0j 0.00121141-0j -1.70501e-06-0j -3.48033e-07-0j -2.0508e-08-0j -1.50494e-05-0j -2.42859e-06-0j 0.000862756-0j 0.000124528-0j -2.47867e-07-0j -2.92114e-08-0j -1.33331e-09-0j -9.68388e-06-0j -9.78424e-06-0j -1.53116e-06-0j -1.54702e-06-0j -1.21049e-06-0j -0.10161-0j -1.74719e-07-0j -1.22303e-06-0j -0.102663-0j -1.76529e-07-0j 8.77785e-05-0j -7.13285e-08-0j 7.31488e-06-0j 8.86882e-05-0j -7.20677e-08-0j -1.78321e-08-0j 7.39068e-06-0j -1.80169e-08-0j -1.48601e-09-0j -1.50141e-09-0j -5.53804e-11-0j -5.59543e-11-0j -7.29737e-06-0j -9.03003e-06-0j -5.26752e-06-0j -1.13768e-06-0j -1.4078e-06-0j -8.21219e-07-0j -8.81241e-07-0j -1.27196e-07-0j 0.000350013-0j -1.09048e-06-0j -1.57397e-07-0j -6.36113e-07-0j -1.4221e-07-0j 0.000433119-0j -9.1815e-08-0j -0.0119373-0j -1.18508e-08-0j 0.000252653-0j 3.5723e-05-0j -1.75975e-07-0j -0.0147716-0j 7.29193e-06-0j -1.46646e-08-0j -1.02652e-07-0j -8.37978e-09-0j 4.4205e-05-0j 4.29681e-07-0j -0.00861679-0j -8.55436e-09-0j 9.02331e-06-0j 2.57862e-05-0j -1.20952e-09-0j -1.03695e-08-0j 5.31703e-07-0j 5.26359e-06-0j -7.8074e-11-0j -6.04885e-09-0j -1.4967e-09-0j 3.1016e-07-0j -2.4591e-12-0j -8.73076e-10-0j -9.66117e-11-0j -3.04298e-12-0j -5.63568e-11-0j -1.77507e-12-0j 
-0.00121175-0j 0.0143649-0j 6.39377e-07-0j 0.000580185-0j 0.000211013-0j 5.64353e-06-0j 0.0167883-0j -0.000107349-0j -0.0688797-0j -8.85833e-06-0j 0.000149232-0j 2.29446e-05-0j 3.63146e-06-0j 3.66909e-06-0j -5.47209e-05-0j -5.5288e-05-0j -8.78032e-05-0j -8.76776e-05-0j -0.0563384-0j -8.87131e-05-0j -8.85862e-05-0j -0.0569222-0j 0.00104088-0j 2.67482e-08-0j -0.0123993-0j 0.00105166-0j 2.70254e-08-0j 2.97269e-05-0j -0.0125278-0j 3.00349e-05-0j 1.529e-05-0j 1.54484e-05-0j 1.43253e-06-0j 1.44737e-06-0j 2.73651e-06-0j 3.38626e-06-0j 1.97532e-06-0j -4.06586e-05-0j -5.03125e-05-0j -2.93489e-05-0j 3.30465e-07-0j 0.000212041-0j 0.00842388-0j 4.0893e-07-0j 0.000262387-0j 2.38542e-07-0j 0.000983064-0j 0.010424-0j 0.000153059-0j 0.000981659-0j -0.0117106-0j 0.00608068-0j -4.44485e-06-0j 0.00121648-0j 0.00121474-0j -0.00403335-0j -0.0144911-0j 0.000709613-0j -2.99479e-07-0j -5.50022e-06-0j -0.00146693-0j 0.000708599-0j -0.00845314-0j -0.00499102-0j -3.20846e-06-0j 6.17907e-06-0j -3.70586e-07-0j -0.00181523-0j -0.00291143-0j 1.34355e-06-0j -2.16175e-07-0j 7.64621e-06-0j -0.00105888-0j 8.91776e-08-0j 4.46029e-06-0j 1.66256e-06-0j 1.10352e-07-0j 9.69829e-07-0j 6.43718e-08-0j 
-0.0010494-0j -4.26347e-05-0j 0.0101218-0j 0.00207043-0j -1.27612e-06-0j 4.88744e-06-0j 0.00719327-0j -0.000123779-0j -8.85833e-06-0j -0.0693809-0j 0.000261577-0j -1.03815e-07-0j 3.14493e-06-0j 3.17752e-06-0j -2.34462e-05-0j -2.36892e-05-0j 0.0146156-0j 2.62078e-07-0j 0.00104598-0j 0.0147671-0j 2.64794e-07-0j 0.00105682-0j 0.000593797-0j 0.00128371-0j -7.83247e-07-0j 0.00059995-0j 0.00129701-0j -0.0100887-0j -7.91364e-07-0j -0.0101933-0j 1.77732e-05-0j 1.79574e-05-0j -5.17808e-09-0j -5.23174e-09-0j 2.36989e-06-0j 2.93259e-06-0j 1.71068e-06-0j -1.7421e-05-0j -2.15573e-05-0j -1.25751e-05-0j -5.50089e-05-0j -3.93675e-06-0j -5.05342e-05-0j -6.807e-05-0j -4.87148e-06-0j -3.97075e-05-0j -0.0809614-0j -6.25328e-05-0j -2.8417e-06-0j -1.45175e-06-0j 0.000106792-0j -3.64775e-05-0j 0.000487415-0j -0.100185-0j -1.79644e-06-0j 9.97019e-05-0j 0.000132148-0j -0.058441-0j -0.00711092-0j 0.000603145-0j -6.14516e-08-0j -1.04793e-06-0j 7.70866e-05-0j 0.000123375-0j 0.000351834-0j -0.00103004-0j -0.00879932-0j -7.60425e-08-0j 7.19686e-05-0j 1.16846e-06-0j -0.00513294-0j -0.0012746-0j -4.43581e-08-0j -2.68381e-10-0j -0.000743519-0j 1.44589e-06-0j -3.32104e-10-0j 8.43437e-07-0j -1.93727e-10-0j 
5.11502e-06-0j 0.011646-0j -0.000100343-0j 0.000970933-0j -1.20314e-06-0j 4.60792e-06-0j -3.50615e-05-0j 0.0168176-0j 0.00241972-0j 0.000687815-0j 0.000122667-0j -9.7878e-08-0j 2.96507e-06-0j 2.9958e-06-0j -2.21053e-05-0j -2.23344e-05-0j -3.54345e-05-0j 0.0102989-0j -5.09832e-06-0j -3.58017e-05-0j 0.0104056-0j -5.15115e-06-0j -0.0806781-0j -6.30767e-06-0j 0.00021395-0j -0.0815141-0j -6.37304e-06-0j 0.000100016-0j 0.000216167-0j 0.000101052-0j 8.33477e-06-0j 8.42114e-06-0j -4.88194e-09-0j -4.93253e-09-0j 2.23435e-06-0j 2.76487e-06-0j 1.61284e-06-0j -1.64246e-05-0j -2.03245e-05-0j -1.18559e-05-0j -2.57965e-05-0j -3.71161e-06-0j -7.13639e-05-0j -3.19216e-05-0j -4.59288e-06-0j -1.86209e-05-0j 0.000196285-0j -8.83084e-05-0j -2.67918e-06-0j -0.0570492-0j -5.20527e-07-0j -5.15132e-05-0j 0.00139997-0j 0.00024289-0j -0.0705948-0j -0.0135463-0j -6.44119e-07-0j 0.000141686-0j 3.49406e-05-0j 0.00173238-0j 1.6786e-05-0j -0.0411803-0j -3.75736e-07-0j -0.0167627-0j 0.00101055-0j 1.02114e-05-0j 4.32367e-05-0j 2.07716e-05-0j -0.00977824-0j 5.4795e-07-0j 2.52214e-05-0j 1.26359e-05-0j 1.21167e-05-0j -2.53032e-10-0j 7.37096e-06-0j 6.78054e-07-0j -3.13111e-10-0j 3.95531e-07-0j -1.82648e-10-0j 
0.000123673-0j 1.52868e-05-0j 1.25429e-05-0j 0.0173491-0j 0.00203798-0j -5.7599e-07-0j -0.00257916-0j 7.2558e-06-0j -0.000149232-0j -0.000261577-0j -0.0671828-0j 0.000334756-0j -3.70634e-07-0j -3.74475e-07-0j 8.40669e-06-0j 8.49381e-06-0j -0.000856753-0j -3.08862e-08-0j 0.0176211-0j -0.000865631-0j -3.12062e-08-0j 0.0178037-0j -0.0001059-0j 7.88459e-07-0j 0.000404438-0j -0.000106997-0j 7.9663e-07-0j 0.00178713-0j 0.000408629-0j 0.00180565-0j -0.0141182-0j -0.0142645-0j 2.79551e-05-0j 2.82448e-05-0j -2.79294e-07-0j -3.45609e-07-0j -2.01605e-07-0j 6.24633e-06-0j 7.72943e-06-0j 4.50884e-06-0j 3.22457e-06-0j -6.63208e-05-0j 5.95551e-06-0j 3.9902e-06-0j -8.20678e-05-0j 2.32761e-06-0j 0.0144389-0j 7.36957e-06-0j -4.78729e-05-0j 5.20527e-07-0j -0.0551432-0j 4.29891e-06-0j 6.04005e-07-0j 0.0178673-0j 6.44119e-07-0j 0.000835448-0j -0.0682362-0j 0.0104226-0j -1.3288e-05-0j 7.47418e-07-0j 9.81392e-05-0j 3.75736e-07-0j -0.0398044-0j 0.00103381-0j 4.35994e-07-0j -0.00559259-0j -1.6443e-05-0j 0.000121441-0j 0.000603058-0j -0.00187406-0j -9.59176e-06-0j -0.00692048-0j 7.08406e-05-0j 2.17912e-06-0j -0.00403695-0j -0.00231904-0j 2.69652e-06-0j -0.00135277-0j 1.57297e-06-0j 
2.55751e-06-0j -6.15352e-05-0j 0.0144651-0j -1.53885e-05-0j 3.13964e-09-0j 2.30396e-06-0j 3.718e-07-0j 0.0126573-0j -6.32559e-06-0j 0.00210288-0j -1.2916e-06-0j 2.04121e-10-0j 1.48254e-06-0j 1.4979e-06-0j 2.3441e-07-0j 2.36839e-07-0j -5.35224e-05-0j -3.57942e-05-0j 2.67482e-08-0j -5.4077e-05-0j -3.61652e-05-0j 2.70254e-08-0j 0.00128778-0j -0.0572455-0j -3.7157e-07-0j 0.00130113-0j -0.0578388-0j 0.000151286-0j -3.7542e-07-0j 0.000152854-0j -6.57049e-08-0j -6.63858e-08-0j 8.47835e-12-0j 8.56621e-12-0j 1.11718e-06-0j 1.38244e-06-0j 8.06421e-07-0j 1.74171e-07-0j 2.15525e-07-0j 1.25723e-07-0j -3.89646e-05-0j 1.94729e-08-0j -1.77794e-05-0j -4.82163e-05-0j 2.40964e-08-0j -2.81261e-05-0j -6.28789e-06-0j -2.20009e-05-0j 1.40563e-08-0j -4.20516e-06-0j 1.81428e-09-0j -1.28339e-05-0j -0.100559-0j -7.78086e-06-0j -5.20362e-06-0j 0.000106978-0j 2.24505e-09-0j -4.53884e-06-0j -0.00672529-0j -0.124436-0j -2.18263e-08-0j -3.03545e-06-0j 1.30961e-09-0j 0.000132379-0j -0.0725875-0j 1.02614e-05-0j -0.00832212-0j -2.70086e-08-0j 7.72211e-05-0j -3.45209e-09-0j -0.00485457-0j 1.26979e-05-0j -1.5755e-08-0j 3.76471e-13-0j 7.40709e-06-0j -4.27175e-09-0j 4.65859e-13-0j -2.49185e-09-0j 2.71751e-13-0j 
-4.26252e-07-0j -0.00295266-0j -4.35041e-08-0j -0.000120978-0j 0.00135865-0j -3.83994e-07-0j 8.88932e-06-0j 1.46589e-05-0j 0.0288245-0j 9.07262e-07-0j 0.000468474-0j 0.000223171-0j -2.47089e-07-0j -2.4965e-07-0j 5.60446e-06-0j 5.66254e-06-0j -3.08862e-08-0j -0.000858238-0j -6.07328e-05-0j -3.12062e-08-0j -0.000867132-0j -6.13622e-05-0j -0.00021395-0j -1.81998e-09-0j -0.0781178-0j -0.000216167-0j -1.83885e-09-0j -6.19852e-06-0j -0.0789273-0j -6.26275e-06-0j 9.8448e-05-0j 9.94682e-05-0j 1.86367e-05-0j 1.88298e-05-0j -1.86196e-07-0j -2.30406e-07-0j -1.34403e-07-0j 4.16422e-06-0j 5.15296e-06-0j 3.00589e-06-0j -2.24853e-08-0j -4.42139e-05-0j 5.947e-06-0j -2.78242e-08-0j -5.47119e-05-0j -1.62308e-08-0j 5.20527e-07-0j 7.35903e-06-0j -3.19152e-05-0j 0.014464-0j 0.000190056-0j 4.29277e-06-0j 6.06963e-07-0j 6.44119e-07-0j 0.0178982-0j 0.00168786-0j 0.000235182-0j 3.75736e-07-0j 3.06724e-08-0j 7.51078e-07-0j -0.0189557-0j 0.0104406-0j 0.00013719-0j 0.00208862-0j 4.38129e-07-0j 1.93975e-05-0j 3.79551e-08-0j -0.0234565-0j 0.00121836-0j 1.30681e-05-0j 2.21405e-08-0j 2.40032e-05-0j -0.013683-0j 1.45275e-06-0j 1.40018e-05-0j 1.61709e-05-0j 1.79768e-06-0j 9.43305e-06-0j 1.04865e-06-0j 
-5.6449e-06-0j -1.16615e-06-0j 2.97852e-09-0j 2.79006e-05-0j 0.0221602-0j 2.62902e-08-0j 0.000196751-0j 3.46404e-09-0j 2.29446e-05-0j -1.03815e-07-0j -0.000334756-0j -0.0649887-0j 1.69171e-08-0j 1.70924e-08-0j -6.41302e-07-0j -6.47948e-07-0j -4.09029e-07-0j 1.40975e-09-0j -0.00270926-0j -4.13268e-07-0j 1.42436e-09-0j -0.00273734-0j -8.4499e-08-0j 1.24606e-10-0j -0.000192665-0j -8.53746e-08-0j 1.25897e-10-0j 1.42954e-06-0j -0.000194662-0j 1.44435e-06-0j 0.00160573-0j 0.00162237-0j -0.0171066-0j -0.0172839-0j 1.2748e-08-0j 1.57748e-08-0j 9.20198e-09-0j -4.76499e-07-0j -5.89637e-07-0j -3.43955e-07-0j 1.53946e-09-0j 1.01969e-05-0j -2.71831e-07-0j 1.90499e-09-0j 1.2618e-05-0j 1.11124e-09-0j 1.1521e-05-0j -3.36373e-07-0j 7.36048e-06-0j -3.97083e-08-0j 0.026269-0j -1.96218e-07-0j 1.43431e-10-0j 1.42565e-05-0j -4.91365e-08-0j 1.34355e-06-0j 0.0325062-0j 8.31632e-06-0j -3.50975e-09-0j 1.77487e-10-0j 0.00106713-0j -2.86629e-08-0j 0.018962-0j 1.66256e-06-0j 1.03534e-10-0j -1.38608e-05-0j -4.34309e-09-0j 0.0013205-0j 9.69829e-07-0j -0.00380551-0j -2.53347e-09-0j -1.71519e-05-0j 0.000770292-0j -0.00270609-0j -1.00053e-05-0j -0.00470908-0j -0.00334862-0j -0.00274696-0j -0.00195336-0j 
-6.39377e-07-0j -0.00146611-0j -0.00119286-0j 0.0113817-0j -2.15364e-05-0j -5.7599e-07-0j 8.85833e-06-0j -0.0021059-0j 0.00703001-0j 0.0165266-0j 0.00292755-0j -2.34177e-06-0j -3.70634e-07-0j -3.74475e-07-0j 5.58493e-06-0j 5.6428e-06-0j 8.90495e-06-0j 8.94856e-06-0j -2.97269e-05-0j 8.99724e-06-0j 9.0413e-06-0j -3.00349e-05-0j 0.0204193-0j -0.000151286-0j 0.00126549-0j 0.0206309-0j -0.000152854-0j -0.0554603-0j 0.00127861-0j -0.056035-0j 0.000299949-0j 0.000303057-0j -1.46207e-07-0j -1.47722e-07-0j -2.79294e-07-0j -3.45609e-07-0j -2.01605e-07-0j 4.1497e-06-0j 5.13499e-06-0j 2.99541e-06-0j 6.48286e-06-0j -2.16414e-05-0j 4.44485e-06-0j 8.02213e-06-0j -2.67798e-05-0j 4.67958e-06-0j -9.97019e-05-0j 5.50022e-06-0j -1.56216e-05-0j -0.00010019-0j -6.17907e-06-0j 3.20846e-06-0j 0.00829258-0j -0.000123375-0j -0.000123979-0j -0.0791238-0j -7.64621e-06-0j -7.19686e-05-0j 0.00169383-0j 0.0102615-0j 0.000149718-0j -7.23211e-05-0j -4.46029e-06-0j -0.0979107-0j 0.0059859-0j -0.0115281-0j 0.00209601-0j 0.000185266-0j -0.0571146-0j 2.6357e-05-0j 0.00122267-0j -0.0142652-0j 0.000108072-0j -9.10165e-09-0j -0.00832139-0j 3.26151e-05-0j -1.12627e-08-0j 1.90255e-05-0j -6.56992e-09-0j 
-2.26054e-07-0j 1.77645e-06-0j -0.00256599-0j -0.000172985-0j 5.31716e-08-0j -2.03643e-07-0j 1.54952e-06-0j 1.03417e-05-0j 3.69097e-07-0j 0.0175889-0j -2.18548e-05-0j 4.32564e-09-0j -1.31039e-07-0j -1.32397e-07-0j 9.76926e-07-0j 9.87049e-07-0j 6.31313e-06-0j -1.09199e-08-0j 2.25316e-07-0j 6.37856e-06-0j -1.10331e-08-0j 2.27651e-07-0j -4.96118e-05-0j 0.0205614-0j 3.26353e-08-0j -5.01259e-05-0j 0.0207745-0j 0.00255761-0j 3.29735e-08-0j 0.00258411-0j -1.48495e-06-0j -1.50034e-06-0j 2.15753e-10-0j 2.17989e-10-0j -9.87454e-08-0j -1.22191e-07-0j -7.12782e-08-0j 7.25873e-07-0j 8.98222e-07-0j 5.23963e-07-0j 4.596e-06-0j 1.64031e-07-0j -1.08857e-08-0j 5.68726e-06-0j 2.02978e-07-0j 3.31757e-06-0j -3.49708e-05-0j -1.34703e-08-0j 1.18404e-07-0j 6.04894e-08-0j 2.30043e-08-0j -7.85768e-09-0j -0.000123565-0j -4.32742e-05-0j 7.48519e-08-0j -8.3301e-06-0j 2.84663e-08-0j -2.52433e-05-0j -0.113897-0j -0.000152904-0j 2.56048e-09-0j 4.36636e-08-0j 1.66054e-08-0j -1.0308e-05-0j -8.91942e-05-0j 0.000261126-0j -0.140941-0j 3.16844e-09-0j -6.01299e-06-0j -9.76247e-08-0j -0.0822154-0j 0.000323127-0j 1.84826e-09-0j 1.11825e-11-0j 0.000188491-0j -1.20804e-07-0j 1.38377e-11-0j -7.04692e-08-0j 8.07198e-12-0j 
5.32814e-08-0j 0.000245633-0j -1.04524e-06-0j -0.00291185-0j 0.00774849-0j 4.79992e-08-0j -1.48413e-06-0j 8.72894e-05-0j -0.00361587-0j 2.91148e-05-0j 0.0231275-0j 0.00263039-0j 3.08862e-08-0j 3.12062e-08-0j -9.35705e-07-0j -9.45402e-07-0j -3.69109e-07-0j -7.45713e-07-0j 1.529e-05-0j -3.72934e-07-0j -7.53441e-07-0j 1.54484e-05-0j -0.00170163-0j -6.57049e-08-0j 0.0200992-0j -0.00171927-0j -6.63858e-08-0j -0.000299949-0j 0.0203075-0j -0.000303057-0j -0.053678-0j -0.0542342-0j 0.000332427-0j 0.000335872-0j 2.32745e-08-0j 2.88007e-08-0j 1.68004e-08-0j -6.95246e-07-0j -8.60323e-07-0j -5.01855e-07-0j -2.68714e-07-0j 1.11312e-05-0j -3.70404e-07-0j -3.32516e-07-0j 1.37741e-05-0j -1.93968e-07-0j 8.30863e-06-0j -4.58352e-07-0j 8.03492e-06-0j 1.6786e-05-0j -9.81392e-05-0j -2.67372e-07-0j 7.26636e-06-0j 1.02814e-05-0j 2.07716e-05-0j 0.0202427-0j -0.000121441-0j 5.99748e-06-0j 1.47901e-06-0j 8.99166e-06-0j -0.0538663-0j 1.21167e-05-0j -7.08406e-05-0j 0.0250491-0j 5.24513e-06-0j 0.00192523-0j 1.83019e-06-0j -0.0666561-0j 0.014612-0j -0.0147257-0j 1.06761e-06-0j 0.00238235-0j -0.0388828-0j 3.46845e-05-0j 0.00138971-0j -0.0182221-0j 4.29199e-05-0j -0.0106296-0j 2.50366e-05-0j 
3.76757e-08-0j -9.00782e-07-0j 0.000213091-0j -0.0030883-0j -0.000120089-0j 3.39406e-08-0j -7.85712e-07-0j -1.2916e-06-0j 8.79361e-06-0j -0.00444394-0j 0.0119592-0j -1.97257e-05-0j 2.18398e-08-0j 2.20661e-08-0j -4.95369e-07-0j -5.00503e-07-0j -7.88459e-07-0j 1.81998e-09-0j 5.36807e-06-0j -7.9663e-07-0j 1.83885e-09-0j 5.4237e-06-0j 1.88512e-05-0j -0.000843306-0j -2.38317e-05-0j 1.90465e-05-0j -0.000852046-0j 0.0303615-0j -2.40787e-05-0j 0.0306761-0j 0.00251317-0j 0.00253921-0j -1.64727e-06-0j -1.66434e-06-0j 1.64576e-08-0j 2.03652e-08-0j 1.18797e-08-0j -3.68068e-07-0j -4.55461e-07-0j -2.65686e-07-0j -5.74003e-07-0j 3.90799e-06-0j 1.81428e-09-0j -7.10292e-07-0j 4.83589e-06-0j -4.14337e-07-0j 1.3288e-05-0j 2.24505e-09-0j 2.82094e-06-0j -3.06724e-08-0j -1.67987e-05-0j 1.30961e-09-0j 1.02614e-05-0j 1.6443e-05-0j -3.79551e-08-0j -0.000148718-0j -2.07874e-05-0j 9.59176e-06-0j 0.0142123-0j 1.26979e-05-0j -5.78291e-06-0j -2.21405e-08-0j -1.2126e-05-0j -0.000184029-0j 7.40709e-06-0j -0.0950125-0j 0.0175868-0j -7.15598e-06-0j -0.00010735-0j 0.000333601-0j 0.010259-0j -0.117572-0j -4.17432e-06-0j -1.28406e-07-0j -0.0685836-0j 0.00041281-0j -1.58894e-07-0j 0.000240806-0j -9.26883e-08-0j 
-1.98568e-09-0j -1.37552e-05-0j -2.02663e-10-0j -2.85354e-06-0j -0.00458773-0j -1.78882e-09-0j 8.311e-08-0j 3.40263e-08-0j 0.000338774-0j 8.48238e-09-0j 4.57941e-05-0j 0.0280229-0j -1.15106e-09-0j -1.16299e-09-0j 5.23985e-08-0j 5.29415e-08-0j -1.43882e-10-0j 2.77911e-08-0j -1.43253e-06-0j -1.45373e-10-0j 2.80791e-08-0j -1.44737e-06-0j -9.96702e-07-0j -8.47835e-12-0j -0.00380489-0j -1.00703e-06-0j -8.56621e-12-0j -1.46207e-07-0j -0.00384432-0j -1.47722e-07-0j -0.000332427-0j -0.000335872-0j -0.0518991-0j -0.052437-0j -8.6739e-10-0j -1.07334e-09-0j -6.26115e-10-0j 3.8933e-08-0j 4.81772e-08-0j 2.81033e-08-0j -1.04747e-10-0j -1.04289e-06-0j 1.38042e-08-0j -1.29618e-10-0j -1.29051e-06-0j -7.56106e-11-0j 4.86663e-09-0j 1.70818e-08-0j -7.52797e-07-0j -9.39996e-07-0j 1.85782e-05-0j 9.96437e-09-0j 1.40888e-09-0j 6.02215e-09-0j -1.16319e-06-0j 1.98374e-05-0j 2.29894e-05-0j 3.51292e-09-0j 2.86769e-10-0j 1.7434e-09-0j 0.0318932-0j -6.78525e-07-0j 1.34105e-05-0j 2.45475e-05-0j 1.01698e-09-0j 1.89613e-06-0j 3.54858e-10-0j 0.0394658-0j 1.43194e-05-0j 0.00164092-0j 2.07001e-10-0j 2.34635e-06-0j 0.0230217-0j -0.0172364-0j 1.3687e-06-0j 0.00203054-0j -0.0213289-0j 0.00118448-0j -0.0124419-0j 
