0.0735581+0.109499j 0.118753-0.0592649j 0.122661+0.0841323j -0.0487725+0.130561j -0.0833675+0.0409965j -0.023987+0.0529177j 0.0342229+0.045909j -0.0258901+0.040991j -0.00505511-0.0375714j -0.107499+0.00529795j -0.0231898+0.0302428j 0.0207175+0.0438389j 0.0164558+0.033015j 0.0117224-0.0371193j 0.0195556-0.0147012j 0.0644528-0.00510211j 0.0279414-0.04695j 0.00682546+0.0390457j 0.0229211-0.0121234j -0.0144932+0.0149699j 0.00628151+0.020609j -0.00429987-0.029868j -0.0385364-0.00485011j 0.0208448-0.0147597j -0.00925637-0.0840563j 0.0408041+0.0556916j -0.033438-0.0277523j 0.0193382-0.0170028j -0.0357335-0.0124255j 0.0220482-0.088836j 0.0730926+0.0343181j -0.0560165+0.0544048j -0.0115134+0.0277553j 0.00751863-0.0698993j -0.0509144-0.0500626j 0.00546621+0.0330389j -0.0046621+0.0327526j -0.0115372-0.0105154j 0.00459032+0.0255019j -0.0102461+0.0148918j -0.00837462+0.0265685j 0.0112328-0.0237431j -0.00374314-0.000112173j -0.00753597-0.0130447j 0.0061233-0.0172367j 0.0511793+0.0235717j -0.0196524+0.00419562j -0.0155187+0.0436325j -0.00444942+0.00200136j -0.00460514-0.0083559j 0.00543122+0.00590996j -0.0172097-0.0029276j -0.0334186-0.00968481j 0.0308239-0.0290724j -0.0154029-0.0106661j -0.0336431+0.0028345j -0.00032404-0.0127548j -0.0399873+0.00699565j -0.0427478+0.0107282j -0.000871423-0.0237643j 0.0105632-0.079987j -0.0142667+0.00873714j -0.0745415+0.0296666j -0.0594256+0.0922538j 0.00974669+0.00677047j -0.00302327-0.0659811j -0.0770439-0.0365305j -0.059556+0.001281j 0.0143993+0.0387936j -0.0177607-0.0134741j -0.00505251+0.0201965j -0.00203729-0.00426427j 0.0134281+0.00760734j 0.00420077+0.0101293j -0.0199434-0.00660792j 0.00248741-0.0440296j -0.0869044+0.0183657j -0.0569009-0.0509163j -0.0424576+0.025742j 0.0105911-0.0500415j -0.0126209-0.0407482j -0.0156272-0.0399417j -0.0445447+0.095993j 0.0697155-0.0528105j 0.0144062-0.0530344j -0.0467014+0.0282369j -0.0164465+0.0334302j -0.0523592-0.0600797j 0.141737+0.012545j 0.00375292+0.124466j 0.0216907-0.109607j 0.120652+0.0405412j 
0.0010791-0.00189484j -0.00173583-0.000680708j 0.00122251+0.000961526j -0.00265586-0.000367641j 0.00276791-0.00131613j -0.00180154+0.00105104j -0.00147152-0.00169702j -0.00078915-0.000886242j -0.00218184-0.000532879j -0.00106934-0.00250581j 0.00153943+0.000294015j -0.000846495+0.000912875j -0.000458368-0.000690289j -0.00135041-0.00235994j 0.00291447-0.000573337j -0.000593171+0.000594391j 0.0017815-0.00265742j 0.00127378-0.0012795j 0.000834337+0.00108339j -0.000856725-0.000347611j -0.00248157-0.00239311j -0.000864658+0.00129917j -0.00457949-0.0014819j -0.00252513-0.000598038j 0.00339978-0.000348955j -0.00475814-0.00216673j 0.000968579+0.00175258j 7.71302e-05+0.000977116j 0.00163743-0.000167911j -0.000166884+0.000951024j -0.000433986-0.00141741j 0.00428151-0.00100018j 0.00171521-0.000746794j -0.00132011-0.00452283j 0.000993797+0.00248825j 0.000154027-0.00380534j 0.00158798+0.000101628j -0.0012593+0.00205053j -0.00155608+0.00193394j 7.90701e-05-0.00127463j 0.00279899-0.00155023j -0.0015436-0.000793634j 0.00423042-0.000902926j 0.000410228+8.93197e-05j -0.0007562+0.00109075j -0.00373513-0.000343672j 0.00231621+0.000216013j -0.000311222-0.00262435j -0.000673537-0.00149933j -0.000358297-0.00156148j -0.000902422+0.000801529j 0.000949612-0.000875585j 0.000727118-0.00248623j 0.000931907-0.00102421j -0.000190372+0.00195653j -0.000348314-0.00222792j 0.000202352+0.00081865j 0.000428267-0.00362128j 0.00121012-0.000332319j -0.000360197+0.000285878j -0.00202663-0.00201503j 0.000715068-0.00324735j -0.00014989+0.00128478j -0.00481924-0.000584635j -0.00205637-0.000642269j -0.00193746-0.000237425j -0.00685711+0.00108195j 0.00380188-0.000830032j -0.0014564-0.00290537j -0.00142968+0.000594072j 0.00160179-0.00366094j 0.0034175+0.00247164j 0.00294615+0.0012596j 0.00426852-0.00163947j 0.00363829-0.000293478j 0.00264305-0.0019213j -0.00133347+0.00260705j 0.000968408-0.000390994j 0.00178595+0.00181707j -0.00276769+0.00229931j -0.000206756-0.0012219j -0.00109166-0.000156488j -0.00025915-0.00225845j -0.00128325-0.000655338j 0.000534396+0.000343805j 0.00115257+0.000408611j 0.0025959+0.00123036j 0.00324809+0.00324844j -0.0010529+0.000376004j -0.00546523-0.000725435j -0.00148775-0.00111978j 0.00314725-0.00211828j 
-0.0050958-0.00115409j -0.00130653+0.00449366j -0.00618136-0.00382229j 0.00827196-0.00246148j -0.00161498-0.00119246j 0.00340243-0.000568012j 0.000777647+0.00310608j 0.000935745+0.000131142j 0.00278042-0.00212219j 0.00317016-0.00178532j -0.000509237-0.00239588j 0.0010065-0.00150754j 0.00174503-0.00229012j 0.000934398+0.000887481j -0.00101185+0.000438619j -0.000323686+0.0031973j -0.000621961+0.000736298j 0.0036495-0.00081027j 0.00100574-0.00355257j 0.000832636-0.00272193j 0.000583826+0.00144409j 0.000392594-0.00261279j 0.00330456+0.000465295j -0.00023681-0.000475413j -0.00126969+0.00123219j 0.00430972-0.000176627j 0.00277484-0.00145926j 0.00163398-0.00294177j 0.00551704+0.00157084j -5.69323e-05-0.00112091j -0.000933079+0.000919122j 0.000570825+0.00466591j 0.000355151-0.00132173j 0.000894308+0.00122091j 0.00173144+0.00205967j -0.000364307+0.00480088j -0.00532403-0.00697103j -0.0011734-0.00227304j 8.24744e-05-0.0053969j 0.000900655+0.00133596j 0.00272378-0.00193369j 0.000962686-0.00125057j -0.00638326+0.00085345j -0.0019257+0.00336699j 0.00200909+0.00252654j -0.00353322+0.00595643j 0.000136897-0.0059446j -0.00422253-0.00252581j 0.00189771-0.00168849j -0.00316469+0.00148135j 0.0068733+0.00223308j 0.000836439-0.00198254j 0.00239175+0.000871782j -0.000820354-0.00229055j 0.00332171-0.00273481j 0.00163713-0.000807643j -0.00338804+0.000674252j -0.00067248+0.00360486j -0.00032981+0.000514945j -0.00167899-0.00401806j -0.00104235+0.00269668j -0.00125203-0.00186548j 0.000106829+8.43666e-05j -0.000242642-0.00361724j -0.000524856+0.000909462j -0.00377022+0.00356591j 0.000624246+0.000822634j -0.0014435-0.000734405j 0.00159486-0.000631477j 7.26917e-05-0.0010793j -0.00266384+0.000641787j -0.00241435-0.00201378j 0.00305208-0.00641596j -0.00243335-0.00217615j 0.00337249-0.000142566j 0.0017294+0.00216489j -0.00248991-0.00145359j 0.00332216-0.00127799j 0.000161977+1.92515e-05j -0.00116225-0.00273976j -0.00301412-0.0009324j 0.00154735-0.000857076j 0.00273575+3.23164e-05j -0.00328299-0.00390503j -0.00275521+0.00303482j 0.000457055-0.00221479j -0.00108739+0.0026507j -0.00507591-0.00110625j -0.00222575+0.000299349j 0.000941047+0.00553349j 0.00169177+0.00159143j -0.00331307-0.00176073j 
-0.000267527-0.000429291j -0.000241145+0.00136984j -8.10702e-05-0.000671292j -0.00456846-0.00324921j 0.00394387+0.000664269j -0.00212551-0.00103422j 0.000742915-0.00530633j -0.00229324-0.00189721j -0.00257462+0.000445073j -0.0019984-0.000108032j -0.000172105-0.000409931j -0.00110409-0.00235574j -0.00134175-0.000382365j -0.00151856-0.000663592j 0.000804586+0.00137131j -0.000707625-0.00218887j -0.00185038+0.000253732j -0.00361589+0.00108658j 1.99191e-05+0.00263331j 4.80266e-05-0.00214105j -0.00111131-0.00184378j -0.000853373+0.00356572j -0.00329786+0.000393841j 0.000879002+0.00165845j 0.00265861+0.000831775j -0.0057664+0.00136592j -0.0015541-0.000198397j 1.21704e-05+0.00170314j -0.000149264+0.000529215j 0.00201832+0.00121791j -0.000758411-0.00332168j 0.00368079-0.00177424j 0.000938794+0.00146865j -0.000729134-0.000747951j -0.0046319+0.00355055j -0.00241235-0.00319484j 0.0062749+0.00455382j -0.000466507+0.00136154j -0.00176697+0.00587279j -0.000202029-0.00208297j -0.000884393-0.000237304j -0.0013063-0.00162838j 0.00472654-0.000790149j 0.00123229-0.00234757j -0.000896311+0.000553874j 0.00194128-0.00123573j 0.00126783+0.00103455j 0.00134224-0.00331486j -0.0038969-0.000526684j 0.00170845-0.00223748j -0.00671426-0.00150671j 0.00239378-0.00024195j -0.001625+0.000890701j 0.0017061+0.00050879j -0.000665922+3.81158e-05j 0.00228809+0.00108467j 9.30609e-05+0.000193112j 0.00102841+0.0011844j 0.00319067-9.99112e-05j 0.000910196-0.0014889j -0.00121255-0.00244546j 0.00240775-0.000740333j 0.000742454+0.0011664j -0.00139143+0.00330949j -0.000825816-0.00295174j 0.00105297-0.000964708j -0.00160244-0.00393829j 0.00112487-0.000741476j -0.00107466-3.98108e-05j -0.00240577-0.00109355j -0.000845252+2.93763e-05j 0.00169747+0.0044248j -0.000969746+0.00431894j 0.00175085-0.00134786j 0.00109533+0.000901949j -0.00317825-0.00288185j -0.000637319+0.000674935j -0.000701542+0.00278767j -0.00108773+0.000245497j -0.00232653+0.0042297j 0.00110991-0.00017275j -0.000911844-0.000746292j -0.000660247-0.000144812j 0.00039709+0.00270048j 0.00429266-0.00161842j 0.00159585+0.0019537j -0.00100901+0.00131688j 0.0032706-0.000463549j 0.00171099-0.00259753j -0.00165454-0.00115199j -0.000141191+0.00411219j -0.00140488+3.99303e-05j 
0.0026939+0.00243077j 0.00181559-0.00284261j 0.00193169+0.00230529j 0.001153+0.00334858j -0.00291865+0.000646603j 0.00135283-0.00182476j 0.00136306-0.000961248j 0.00286704+0.00242602j -0.000114923-0.000188388j 0.000524436-0.00162956j -0.00186138-0.000972312j 0.00223193+0.00192903j 0.000708593-0.000123215j 0.000164152-0.000533624j -0.000479767-0.00294565j 0.000941143+0.00298074j 0.000326854+0.00428134j -0.00178424+0.00195681j 0.00128483+0.00197765j -0.0011399-0.00244343j 0.00286134-0.00444447j 0.000812631-0.00198425j 0.000363662-8.02682e-05j -0.000533758+0.00300185j -0.000653766-0.000869857j -0.00147012+0.00397631j -0.000897447+0.000697296j 0.00178421+0.00109508j 0.00232848+0.00149092j -0.00137574-0.00310443j -0.000156237+0.00174863j 0.000584037-7.62249e-05j -0.000266387-0.00218324j 0.00234045-0.00342979j -0.00349312+0.00376001j -0.000724412+0.00150848j 0.000343335+0.00335245j -0.00398765+0.00127023j 0.000968941-8.89258e-05j 0.00175002-0.00302493j 0.000980368-0.000666759j 0.000226205-0.000629509j -0.000438405+5.76249e-05j 0.000424313+0.000223595j 0.000804434+0.00103262j 0.000180454-0.00102579j -0.00205248-0.000607195j -0.00124809+0.00375882j -0.00166397+0.00109032j -0.00326711-0.000392817j -0.00184548+0.0028827j 0.000152815-0.000635074j -0.000115081+0.00095279j -0.00039399-0.000858016j -0.000532371-0.00293705j 0.00489702+0.00465953j -0.000100089-0.00189996j 0.00115768+0.00811908j 0.00405596+0.00655935j 0.000134922-0.00286539j 0.000637612-0.00518919j 0.002047+0.00420471j -0.000329616+0.0015959j 0.00256303+0.00185966j 0.00114569+0.000225174j 0.00322152+0.00306313j 0.000632077-0.00185747j 0.00241806-0.0044213j 0.00333826+0.00180778j -0.0053716+0.00109057j -0.00509062+0.00338403j -0.00318798-0.000340672j 0.00256801-0.00483561j -0.00112399-0.00102612j -0.00452306+0.00112244j 2.83656e-05-0.000256201j -0.00779211-0.00156605j -0.00639307-0.00175501j -0.00341475-0.000627911j 0.00126999-0.00263763j 0.00250143+0.000323309j 0.00268603+0.000274083j 0.00140337-0.000979625j 0.00078494-0.000574021j 0.00229109+0.00124703j -0.00113272-0.000313739j -0.00150107-0.00202564j 0.0010907-0.00758918j 0.00145405+0.00391236j 0.00690227+0.000105407j 0.00221459-0.00182901j -0.00101992+0.0035301j 
-0.000920084-0.000585899j -0.000808965+0.00128879j 0.000624121+0.00238544j -0.000789231+0.000349376j -0.000201833-0.00024118j 0.000385565-0.000480493j 0.000370236-0.00288628j 0.000396749-0.00148815j 0.00121455-0.000599331j -0.000509784-0.000453001j 0.000310017+0.000200014j 9.74943e-05+0.00294185j -4.17739e-05-0.000675896j -0.000981678+0.00183056j -0.000237109+0.000473491j 0.000226416-0.000399398j 0.000147086+0.00128668j 0.000820373+0.000522935j 0.000553805+0.000192409j -0.000503143-0.0011347j 0.0022368-0.00258971j 0.00253316+0.000328493j -6.00782e-05-0.000538213j -0.00114026-0.000570165j -0.000383907+0.00138993j 0.000825383-0.00116155j 0.00122205+0.000574728j 0.000448326-0.000452898j 0.000114808+0.00270875j 0.000869201+0.000143946j 0.000430827-0.000123533j 0.000363862+0.000110128j -0.000785467-0.00258318j 0.00250985-0.000168998j -0.00160358+0.00304136j 0.000479987+0.00102078j -0.00236234-0.000908327j -0.00118767-0.000667948j -0.000707714-0.00102916j 0.000429809-0.00117854j -0.000407394+0.000793078j -0.000669038+0.00169095j 0.000146332+9.63968e-05j 0.0016651+0.000529853j -0.00058645-0.000514105j -0.000642842-0.00106202j -0.00190641+0.000199793j -9.44715e-05+0.00142296j 0.000419986+0.00035435j -0.000361665-0.00106364j -0.000386378+0.000766811j 0.00209489-0.000101482j 0.000503978-2.73937e-05j 0.000642692+0.000818728j -0.00121751-0.00200213j 0.000886053+0.00027595j 0.00194778+0.000992012j -0.00265052+0.000498139j -4.18373e-06+0.000174091j -0.000188161-0.000679426j 0.00160336+0.00206544j 0.000913911-3.45986e-05j -0.00125058-0.000492609j 0.00486892-0.000951854j -0.000873714+0.0033021j -0.000601036+0.00304151j 0.00102328+0.00129169j 0.00103717-0.000306707j -0.000805254-0.00104246j 0.00223303+0.00096067j 0.00179749+0.00178396j 0.000714503-0.000960625j 0.00441422-0.0011294j 0.00122325-0.00117641j -0.00197588+0.00154159j 0.00145277+0.00412652j -0.00317756+0.00489298j 0.000214577+0.000839343j -0.000274732-0.00239958j 0.00426849-0.000355196j -0.0010105+0.00256426j 0.000261328+0.00300137j 0.00516922-0.00305161j 0.00159073-0.000406662j -0.000351059-0.00110619j -0.00137048-0.00174258j 0.000547113+0.000382848j -0.000277034+0.00212656j -0.0015642+0.00260641j 1.75051e-05-0.000101667j -0.00105928+0.00104695j -0.00201908-0.000735731j 
-0.000310151-0.00294582j -0.0017494+0.000229563j -0.0044539-0.00189266j 0.000786999-0.00382722j -0.00140435-0.00121711j -0.00236266-0.00378916j 0.00170933+0.00453836j -0.00187768+0.000752357j 0.00137426-0.000441083j 0.00253561+0.000462126j 0.00260304-0.000548835j -0.00336346-0.00300883j 0.000987562+0.000607371j 0.000267171+0.000131258j 0.0015065-0.00225138j 0.000370061+0.00288864j 0.00264514-0.00356783j -0.000895396+3.52031e-05j 3.55121e-05-0.00106795j -0.000327238+0.000243672j -0.00186106+0.00356483j 0.000762818+0.00191869j 0.000473979+0.000338086j -0.00206652+0.00122344j -0.000454381-0.000324163j -0.00329987-0.00323942j 0.000950724-0.000894963j -0.000532445-0.000371532j -0.00152482-0.0013561j -0.000355679+0.00443098j -0.00334573-0.00069237j 0.0023906+0.000700601j 0.00207028+0.00364886j -0.000734712+0.00114547j -0.000146386-0.00193949j -0.00339804-0.00438875j 0.00251999-0.000563502j 0.000216427-0.00140596j 0.00311264+0.00114976j -0.000930938+0.000943912j 0.00236815-0.000393623j -0.00255449-0.000608677j -0.000104677-1.54297e-05j 0.000628549+0.00169321j -6.73038e-05+3.28077e-05j -0.000890682-0.00056307j 0.000587396-0.00267976j -0.00107199-0.00411645j -0.000972643-0.00418309j -0.00179597+0.00185106j 0.00234196+0.00120681j -0.00216927+0.00499382j 0.000620291+0.00217824j -0.00116555-0.0022521j 0.00270498+0.000677894j 0.000920045+0.00187895j 0.00189172+0.00724684j 0.00381843-0.00270771j 0.00101772-0.00094704j -0.000594755-0.00170511j 0.000311402-0.000655933j -0.00354947-0.00273742j -0.000839181+0.000688687j -0.00175601-0.00329686j -0.00073067+0.00163709j -0.000686797-0.00258057j 0.00276344+0.00144644j 0.00383081+0.0019938j 0.00092145-0.000721811j -0.00286104-0.00266461j -0.00201683+6.38409e-05j -0.00207719-0.000290249j -0.00361954+0.000261193j 0.00325979+0.00174052j 0.00238359-0.00410033j -0.00102349-0.000739489j 0.00343858-0.00795587j 0.00192722+0.000115282j 0.00569249+0.00137549j -0.00561212+0.0034453j -0.0023785-0.0033809j -0.00142832-0.00349556j -0.00315297+0.00383765j -0.00285387-0.00219886j -0.00238909+0.000843981j 0.00366105-0.00110078j 0.00253379+0.00191878j 0.0045489-0.000274024j -0.00582438-0.001751j 0.00173765-0.00110589j 0.000534814+0.00055325j -0.000469748-0.00240563j 
-0.000530163-0.00235874j -0.00375445+2.64764e-05j -0.00358561-0.00245832j 0.00154579-0.00442813j -0.000745286-0.00579192j 0.000601145-0.00282185j 0.001226+0.00229067j -0.00142221+0.00270449j 0.00139745-0.000264379j 0.00289112-0.00250998j 0.00190544-0.0009382j -0.002018-0.001783j 2.49563e-05-0.00160652j -0.0017371-0.00413655j -0.00038909-0.00205447j 0.00131823+0.00391074j 0.00362708-0.0024984j 0.00347216+0.00217449j 0.000860945-2.1382e-05j -0.00155039+0.00149075j -0.000847248+0.00141845j -0.000573719+0.00117402j -0.000496458+0.00105059j -0.000578884+0.00214977j 0.00257151-0.00181001j -0.0028149-0.00190134j 0.00142979-0.00136259j 0.00102319+0.00128692j -0.00110432-0.00403066j 2.61425e-05+0.00592998j -0.00385565-0.00269715j 0.00304531-0.00365678j 0.00396957+0.00171104j 0.00050756+0.00293044j 0.000893621+0.00164803j -0.00359215-0.00280916j 0.000261176-0.00186893j -0.00127884-0.000377996j 0.00110049+0.00219576j 0.00319916+0.000334411j 0.00376942-0.0035506j -0.00462726-0.00219008j -0.000419225+0.000831754j 9.27345e-05+0.00322466j 0.000861105+0.000907094j -0.000240107+0.002977j -0.00161571-0.00551144j -0.0036532-0.00497955j -0.00218212-0.00335093j -0.00198694-0.000919026j 0.00178987-0.000866523j -0.00169112+0.00760442j 0.00103033-0.00445569j -0.00219879-0.00258086j 0.00248162+0.00236853j -1.29206e-06+0.0042336j -0.00256353+0.00438279j -0.000478526-0.000678051j 0.00257598-0.0016004j -0.000167391-0.00230557j -0.000558732+0.000923662j -0.0039802-0.00175859j -5.11146e-05+0.00363262j -0.00366925+0.00105764j -0.00280254-0.00219973j -0.00467952-0.00235001j -0.00103468+0.00280892j -7.32568e-05+0.000728133j -0.00189115-0.00394278j -0.000908194+0.00527112j -0.00289435+0.00252218j -0.000817851+0.00200684j -0.00335855+0.00112343j 0.000655857+0.00134738j 0.00404568-0.00274571j -0.00219814-0.00189453j 0.0018803-0.00475353j -0.000962528-0.00305953j 0.00408919-0.00251037j -0.00159078+0.00676341j -0.0028515-0.0057906j 0.00237491-0.000914238j 0.000174057+0.005454j -0.0064675-0.00415061j -0.00419572+0.00251889j 0.00259889-0.00322003j -0.00140297+0.00127667j 0.00010528+0.000290175j -0.00916411-0.00644328j -0.00227155+0.00162542j -0.000635246+0.00214402j 0.000789808-0.00178702j 
-0.00171354-0.00135587j -0.0013641+0.00249845j 4.4549e-05+0.00417896j -0.00264828-0.00189284j -0.000282681-0.000238991j -0.000537303-0.00153152j -0.00047107-0.00390186j 0.00198784-0.000424965j -0.00203019+0.00203316j -0.00050273+8.84737e-05j 0.00125174+0.000783765j -0.00165672+0.00386923j -0.00134558-0.00150747j 0.00111851+0.00164904j -0.00090875-0.00293746j 0.000978174+0.000462194j 0.00116698+0.00096454j -0.00139667+0.00349437j 0.000283944+0.00206104j -0.00101165-0.00321997j 0.00140279-0.0027925j 0.00227833+0.000497212j -0.00195968+0.000125699j -0.0030701-0.000139908j -0.000354765+0.00357062j -0.0033358-0.00476626j 0.00182502+0.00390377j -0.000649297-0.000233118j -0.00332946+0.0021953j 0.00582731-0.00187253j 0.00101271-0.00226158j 0.00164555-0.00187817j 0.00122487-0.00098171j 0.00879867+0.000730732j 0.000576892+0.00454713j -0.000423573+0.00198084j 0.000315203+0.00524117j -0.00088244+0.000120771j 0.00110037+0.00219327j 0.00151472-0.00161339j 0.00128437-0.000656266j -0.00593092+0.000479963j 0.0027328+0.00212463j 0.00122121+0.00395862j 0.000590007-0.00109693j 0.00212648-0.00582322j -0.000911188+0.00233137j -0.000650741+0.00117886j 9.4718e-05-0.0029789j -0.000261854-0.00078512j -0.0043513-0.00162891j -0.00108288+0.00441251j -0.000459572-0.00356547j 0.0026487-0.00301341j -0.000718566-0.00151081j 0.00312826+0.000151822j 0.000337285+0.00913418j 3.9222e-05-1.37917e-05j 0.00202554-0.00392122j 5.34188e-05-0.00134884j -0.00179307+0.00304558j 0.00214839-0.00715j -0.00233785+0.000397024j 0.00640776+0.000721236j 0.00151631-0.000285274j -0.000755208+0.00745096j -0.00353767+0.00449719j 0.00176953+0.00448044j -0.00143462+9.46735e-05j 0.00332466-0.00276362j 0.00290035+0.000639494j 0.00142214-0.00455962j 0.00292477+0.00137726j -0.00157117+0.00390002j -0.00369674-0.00292249j 0.0054351+0.0066997j 0.000807431-0.00223801j -0.000921539-0.00631305j -0.00111366-0.000108182j 0.00304342-0.00425572j 0.00606652+0.00170174j 0.00350521+0.00177964j 0.0028119-0.00261802j 0.000846846-0.000325491j 0.00314625-0.00213863j 0.00264184+0.00268003j 0.00312439-0.000290086j -0.000520865+0.00648262j -0.00103896+0.00229349j 0.00069294-0.00270843j -0.00218601+0.0014667j -0.00362035-0.000999422j 
0.0059558-0.00214283j -0.00214463-0.00597749j 0.00315986+0.00222965j -0.00561328+0.00357065j -0.00181512-0.000471643j 0.00407012-0.00331075j 0.000315735-0.00223418j -0.00372797+0.00120377j 0.000489225-0.00241984j 3.17269e-06-0.000876787j -0.00270793-0.000904093j -0.00475857-0.00088106j -0.00228318-0.0023692j -0.000274877-0.000215549j 0.00119743-0.00178919j -0.00174805+0.00146263j 0.00210878+0.00135991j -0.00475612+0.00350767j 0.00131973-0.00128306j -4.36602e-05-0.00202164j 0.00375824+0.000452229j 0.00109538-5.14836e-06j -0.00104724-0.00477312j 0.00251887-0.00199353j 0.000404496-0.000107743j -0.00084774-0.00219113j -0.000576572-0.00353542j 0.000849557-0.00232417j 0.000631905-0.000365236j -0.0024702+0.000681341j 0.000794298-0.00167688j -0.00371204+0.000314095j 0.00153961+0.00297657j 0.000644627+0.00140825j -0.00325-0.00420698j -0.00252186-0.00363909j 0.00367172+0.00425359j -0.000710304-0.000420165j 0.00150821+0.00251441j -0.00365038-0.00189416j -0.00350572+0.00127153j 0.001512+0.000925579j -0.000941618-0.000858811j 0.000852503-0.00140188j -0.00271966+0.000953395j -0.00318896-0.00462519j 4.92254e-05+0.00347464j 0.00205523+0.00177364j 0.00193139+0.000920904j -0.00117849+0.00241809j -0.0011393-0.000160047j 0.00109654+0.00191998j 0.00160883+0.000454598j 0.00163028+0.000452817j -0.00296532+0.00118947j 0.00281341+0.0060919j 0.00162581-0.00689206j -0.000125375+0.00187055j 0.00165212+0.00317961j -0.00260147-0.00239198j 0.00221188-0.00639635j 0.00094403+0.00138504j 0.000636004-0.00275045j 0.00559327+0.000520279j -0.00291188+0.000518885j 0.00456299-0.0014754j -0.00589626-0.000200094j 0.00225963-0.00177261j 0.000450595-0.00530996j 0.00279816+0.00472265j -0.000478089+0.00443041j -0.00393047-0.000908812j -0.00244222-0.000686733j -3.05035e-06+0.000569014j -0.0050697+0.00402173j 0.00425967+0.00130765j 0.000919856+0.000526204j -0.00485059+0.000379367j -0.000478059+0.0013469j 0.0048017-0.00272748j 0.000923761+0.00155567j 0.00750834+0.00111865j 0.000478183-0.0018053j 0.00136614+0.00492204j -0.00395094-0.00296442j -0.0034097+0.00605957j 0.00101313-0.00220445j 0.000961164-0.00527214j -0.00616778+0.0101214j 0.00109619-0.00120918j -0.00199484-0.00859291j 0.0062314-0.0025194j 
-0.00696836-0.00206352j -0.00148927+0.00594548j 0.000149434-0.00293985j -0.00139179-0.00425684j 0.00267717+0.0011273j 0.00250783+0.00395466j 0.00073663-0.00297543j -0.000668498-0.00265409j 0.00302075-0.000269767j -0.00144723-0.00114439j -0.000215847-0.00155019j -0.000713426+8.50877e-05j -0.00172053-0.00229627j -0.00268787-0.00249414j 3.50744e-05+0.0006104j -0.00076432+0.00124595j -0.00227169-0.00179224j 0.00141433-0.00212216j 0.000371071-5.51492e-05j 0.000187669+0.000766593j 0.000940537-0.000952014j 0.00354867+0.000206815j -0.00183577-0.000773725j -0.00122904-0.00141389j 0.000269414+0.00144969j -0.000585932-0.00450368j 0.00208437+0.00262545j 0.00054509-0.000473928j 0.00132714+0.00571496j 0.00410643+0.00144486j 0.00131097-0.00647716j 0.00291925+0.000352191j 0.00369893+0.000419993j -0.00163676+0.000208949j 0.00475023+0.00254576j -0.000231293-0.000323598j -0.00387411-0.0003318j 0.000669747+0.00124997j 0.000139305+0.00319705j 0.000597427-0.00267085j -0.000686674+0.00070172j -0.00177012-0.000525873j -0.000364529+0.000484442j -0.00200327-0.00246134j 0.000420303+0.00354841j -0.00145024+0.00248696j 0.00125509-0.000575432j 0.00153407-0.00301713j 0.00156215-0.00233532j 0.000891045-0.001369j 0.00315391-0.000517751j 0.00362329-0.00264998j 0.00136641-0.00401606j 0.00142253-0.000971519j -0.000269953+0.00203613j 0.00214306-0.00053111j 0.00416505+0.000927757j 2.75331e-05+0.00345475j 0.0030136-0.00198524j -0.00156535-0.00155642j -0.00267555-0.00275492j -0.00235869-0.00152172j -0.00123936+0.00081334j -0.00216208-0.00159457j -0.00283797+0.00229715j -0.00225193+0.00664276j -0.00621272+0.00118591j -0.000118702-0.00129145j -0.00358141-0.00224599j 0.00229004+0.000482824j 0.000722759-0.00450071j 0.00490702-0.000563131j 0.00644623-0.00420674j -4.06409e-06-0.00449933j 0.00106937+0.000626497j 0.00978077+0.00150577j 0.00224315+0.00992223j 0.000822963-0.00511766j 0.00149405-0.000252627j 0.00275793-0.00432353j -0.00440696+0.00270727j -0.00166149-0.000119495j 0.00316694-0.00809627j 0.000192339-0.00216466j -0.000614445-0.00214707j -0.00165382+0.00361026j 0.00282062-0.00339186j 0.00123264+0.00623036j -0.00289283-0.00113507j -0.0035911+0.00133648j -0.000797677+0.00523445j -0.00486125-0.000734671j 
