0.193214-0.0879733j -0.0792682-0.209248j 0.032155+0.0528043j 0.0112678-0.00987764j 0.0936892+0.156802j 0.0526818-0.0847579j -0.106786+0.146874j -0.0822677+0.105594j -0.0277726-0.0473251j -0.0391015-0.0126725j -4.73635e-06+0.06139j -0.0233679+0.0675105j -0.0115574-0.0591573j -0.0101859+0.0783557j 0.0335379-0.0143975j -0.0255163+0.0371196j 0.0595818+0.00378845j -0.10148+0.0551069j 0.0730956-0.0907789j 0.131766-0.0781475j -0.0160313+0.0911971j -0.0947062-0.0234127j -0.187261+0.0828104j 0.181565+0.131683j -0.0227848+0.106895j -0.0434673-0.0276741j -0.1991-0.0505817j 0.0136922-0.0305649j -0.109938-0.0551981j -0.0164262-0.0420091j -0.11309+0.199067j 0.279818+0.0362578j 0.0961288+0.191574j 0.0531091+0.16119j 0.00493555-0.13555j -0.14392-0.0506898j 0.228185+0.120072j -0.0100562-0.105116j -0.0584177-0.0607234j -0.0450323+0.125777j -0.0514159+0.0890549j 0.00705064-0.0103014j 0.0160587+0.0074385j -0.0396054-0.0299597j 0.0269933+0.0470791j -0.0260185-0.1136j -0.0755024-0.0229717j 0.0106033-0.0295095j 0.0463207+0.0823822j -0.0386674+0.00696604j -0.0723772+0.049127j -0.0423579+0.0922509j 0.0656528-0.0612699j 0.135729-0.22333j 0.0802092-0.0810322j -0.044248-0.0883536j -0.000710474+0.0125125j 0.00466887-0.0326108j 0.0105843+0.0267996j 0.0334933+0.00338429j 0.0336099+0.0097446j 0.00611269-0.0116661j -0.0709205+0.0283895j 0.0429252+0.0197258j -0.0182379-0.018495j 0.00168341+0.0189582j -0.0198239-0.0157882j 0.0372421+0.0116212j -0.0151959+0.0168376j -0.0022636-0.00456827j 0.00593656-0.00824224j 0.00730732+0.00216583j 0.0028213+0.0292969j -0.0130382-0.00711398j -0.00837693+0.0202416j 0.0054094+0.0222902j -0.0131418-0.00355185j -0.00123424-0.0109916j -0.00370618-0.0176001j -0.00957911+0.0112517j -0.00023701-0.0234651j -0.00788088+0.000456188j -0.0260464-0.0185132j 0.0211612-0.00424979j -0.0344921-0.0344234j 0.0112844+0.0153363j -0.0106986-0.0203375j 0.012393-0.00790917j 0.0169681-0.0101823j -0.0323402+0.0320753j 0.00517708-0.0244941j -0.0282773-0.0162473j -0.0304003-0.0444346j -0.0621616+0.0122283j -0.0201109-0.0624108j 
-0.000506577+0.00475623j 0.00026771+0.004611j 0.00287809+9.50683e-06j 0.000279496-0.00201861j -0.00589917+0.00705239j -0.000429095-0.00499457j 0.00509426+0.00200942j 0.000265288+0.00312224j -0.000480639-0.00200233j 0.00129276-0.00225741j 0.005176-0.00229529j -7.39094e-05-0.00398842j -0.00118608+0.00796914j -0.00207391+0.0047614j 0.00617605-0.0022092j -0.00491986-0.00161738j 0.00148922-0.000267564j -0.000797203-0.00540906j -0.00115443-0.00201918j 0.00184336+0.00256985j -0.000373656-0.00524648j 0.00481806-0.00603191j -0.00301194+0.00625128j 0.00178226-0.0016293j 0.000604506-0.000677317j -3.23603e-06+0.000426078j -0.00259043+0.00535687j -0.00417169+0.000687443j 0.000380211+0.00514047j 0.000208102-0.00327184j 0.00308395-0.00180298j 0.000938346-0.00127026j -0.000230759-0.000381967j 0.00142599-0.00228148j 0.000296897-2.35958e-05j -0.000358169+0.000691324j -0.00101564+0.00364737j 0.0033895-0.00114115j 0.00281705+0.00499776j 0.000601442+2.31743e-06j 0.00146193-0.000765129j -0.0016838+0.00225116j -0.00098546+0.000175972j 0.00415606+0.00180875j -0.00334122-0.00227167j 0.0010478+0.00080095j 0.00368434+0.000230398j 0.000975414-0.00397977j 0.00115842+0.00317716j -0.00154064-0.00228544j 0.00123446+0.0014251j 0.00173731-0.00182756j 0.000566198-0.00142102j -0.000207892+0.000322138j 0.0026397+8.70563e-05j -2.79432e-05+0.00280843j 0.0034853-0.00488344j -0.00117838+0.00234238j -0.0060054+6.56899e-05j -0.00342015-0.00528211j -0.00613374+0.00426429j -0.00307141-0.00700404j 0.00280535-0.00836096j -0.00216302+0.00482814j 0.00118856+0.00146459j 0.00415031-0.00489074j -0.00165248+0.0036436j 0.00209077+0.00471601j 0.00567789-0.00562463j -0.00566149-0.000622886j -0.00323134+0.00207163j -0.00350302+0.00194584j 0.00243423-0.000142293j 0.00022395+0.00142541j -0.000246502-0.000758582j -0.000301577+0.00153025j -0.000761982-0.00234925j -0.00225371-0.00214183j -0.00237763-0.000764308j -0.00132272+0.000834161j -0.000325327+0.00103004j 0.002396-0.00226008j 0.000166295+0.00102147j -0.00143457+2.80762e-05j -0.00138266-0.00477347j 0.00126534-0.000749228j -0.00121224-0.00159433j 0.000325703+3.08802e-05j -0.00140569+0.00195472j -3.95782e-05+0.000670003j 0.000771665-0.000493404j 0.00198257+0.00279779j 0.00460145+0.00292892j 0.000530008-0.00295598j 0.00210516-0.0011821j 
-0.00224515+0.00061305j 0.00232141-0.000780366j -0.000603903-0.00132998j -0.00130996+0.00191838j -0.000435643-0.00495077j 0.00408244-0.000749233j -0.000970013+0.00083118j -0.000361329-0.00153485j 0.000470207+0.0016686j -0.000710192+0.000767519j 0.000598144+0.00101804j -0.00190533+0.00306235j 0.00142458-0.000901984j -0.00114397-0.000803004j -0.00331262-0.00132044j 0.00214989-0.000209172j -0.000871175-0.00314481j -0.001698+0.00337586j 0.000619568-0.000255059j 0.000368005+0.00337478j -0.000415091-0.00245458j -0.000114209+0.000480784j 4.20856e-06-0.00332585j 0.00197996+0.000395458j -0.00185793+0.00259661j -0.00307626+0.000200489j -0.00120771-0.00119531j 0.000856451-0.000774528j -0.00177003+0.00211729j 0.0022528-0.00099484j 0.00305955+0.00159787j -0.00154083-0.000869783j 0.00200999+0.0015508j 0.000303068+0.00160258j -9.55114e-05+0.00230778j 0.00151072-0.000328997j 0.00196207-0.000671717j -0.00160267+0.00088881j 0.00285976+0.00271593j -0.000966+0.00403042j -0.0017735-4.03455e-05j 0.000518782+0.000441292j -0.00198351+1.34e-05j -0.000864845-0.00168281j 0.000269671+0.000545602j -0.00422034+0.00209162j 0.00146213-0.00109419j -0.000803872-0.000948555j -0.00118299+0.00187399j 0.00213841-4.01324e-05j 0.00502377-0.00157121j -0.000599914-0.00292845j 0.00101447-2.95179e-05j -0.00109052+0.000568233j 0.000287794-0.00358838j 0.00525676+0.00117406j -0.000765665+0.000149095j 0.00152332+0.00130249j -0.000503744-0.000924276j -0.00320588-0.00191411j 0.00084049+0.00577281j -0.00188614-0.00217926j -0.00100527-0.00097883j -0.00143643-0.000754151j -0.00077582+0.000323038j 0.00183036+0.00166603j -0.00179425-0.00180025j 0.00092948-0.00128801j 0.00264231-0.00107826j -0.00300419+0.00304772j 0.000465964-0.00124352j -0.00353712+0.00265578j -9.10185e-05-0.00156264j -0.00116881+0.00190161j 0.00476626-0.00148447j -0.000771451-0.000360319j 0.00305976-0.000216435j 0.00167952+0.000146963j 0.00208729-0.000506194j -0.00228264+0.00173816j 8.83964e-05+0.000103652j 0.000125575+0.000952702j 0.00294058+0.000637863j -0.000415335+0.00201813j -0.000461919+0.00137901j 0.00172766+0.000952027j -0.00144396-0.00250049j -0.000394112+0.000168555j -0.000407232+0.000684081j -0.00152793+0.000229878j -2.34209e-06+0.00064179j 0.000202394-0.0031284j 0.00266486+0.00119776j 0.000181031+0.000253751j -0.000735963-0.000627179j 
0.00714788-0.00235212j -0.00496715-0.0032495j 0.0032854+0.00361148j 0.00251989-0.000639393j 0.000708913+0.00450453j -0.00412609-0.00408527j 0.0015541-0.00465971j 0.000368868+0.00336207j 0.0046382-0.00441166j 0.0045452+0.00297118j 0.000676353-0.00216406j 0.00666098+0.00229398j -0.00121377+0.00421229j -0.00444883+0.00752301j 0.00891577-0.00454771j -0.00405128+7.2694e-05j 0.0042155+0.00329235j 0.00532723-0.000650008j -0.00123884-0.00323359j -0.00168328-0.00493831j -0.00112311+0.00531109j -0.00216613+0.000863077j 0.000960975-0.00104297j -0.00211476-0.00261115j 0.00521695-0.00516332j 0.00506213-0.00186003j 0.00249461-0.000307665j -0.00356906+0.000738221j 0.00133472-0.00374974j -0.00596389+0.00132532j -0.00554376-0.00188234j 0.00284142+0.0018866j -0.00146238-0.0010528j -0.00068058-0.00190236j 0.00181723-0.000168829j -0.000817007-0.00173273j 0.00140417-0.00131978j -0.00103044-0.00274804j -0.00432925-0.0073848j -0.00189966-0.00299784j 6.61249e-06-0.000712177j -0.000934532-0.00138554j 0.000627579-0.00049182j -0.00299185+0.00181603j -0.00173872+0.000736772j 0.0038005-0.000291628j -0.0024592-0.00038882j 0.000263483-0.000342805j 0.000792665-0.0030556j -0.00114642-0.000608615j -0.00670026-0.00022529j -0.00151543+0.0037099j 0.00117459-0.000481854j 0.000655321-0.00252181j -0.00107271+0.00533272j -0.00270435-0.00412238j 0.000378594-0.00124721j -0.00200748+0.000493528j 0.000932306-0.00125559j 0.0030543+0.00224747j -2.77018e-05-0.00479041j 0.00126487+0.00578513j 8.40567e-05+0.00523329j -0.00137419+0.00216643j 0.00140297-0.00339051j 0.000791689+0.00180381j 0.00301652+0.00107551j 0.00220741-0.000311719j -0.00236615+0.00323596j 0.00480175-0.00130308j -0.00102869+0.00167063j 0.00388583-0.00175176j 0.000407372+0.00245632j -0.00178749+0.000321459j -0.00767021+0.00248133j -0.000215409+0.0015476j -0.00419556+0.00164319j -0.000685407-0.00113444j -0.00176848+0.00151145j 0.00158813-0.00144059j -0.000878587-0.00160729j -0.000844628-0.00183232j -0.00669618-0.00447627j -0.000302521-0.00121201j 0.00187244+0.000356673j -0.00189534-0.000475784j 0.00039161-0.00214111j 0.0013129-0.000217954j 0.000838188-0.00256785j 0.00235111-0.00122326j 0.00101171+0.00102471j -0.000373401+0.000951789j -0.000701801+0.000346676j -0.00456501+0.00313306j -0.0025401-0.00447174j 
0.00359365+0.000294843j -0.00272639+0.00199259j -0.00106173-0.0018167j 0.00231446-0.000804912j 0.00116743+0.00782751j -0.00791065-0.00455458j 0.00871413+0.00283745j -0.00174499+0.0023587j -0.00218939-0.0053447j -0.00361619-0.00985255j 0.00406498-0.00341361j -0.00966609-0.0147895j 0.000525239-0.00261644j 0.00457133-0.00772893j 9.58308e-05+0.00813933j 0.00231955-0.000550689j -0.0026356+0.00379844j -0.00700145-0.00314246j 0.00308082+0.00363885j -0.00284537-0.00814421j -0.00204519+0.00445125j -0.00258986+0.00314652j -0.00191761+0.00206532j -0.00297374+0.00155235j 0.00504087+0.00298905j 0.000971263+0.000312289j 0.00152398+0.00160236j -0.00352781+0.00420472j 0.00436929+0.0015886j 0.000375266+0.000548465j -0.00178925-0.000273295j 0.00253982+0.00147676j -0.00343185-0.00404055j 0.00423828-0.00293289j 0.00317667-0.00355675j -0.00195681-0.00162862j -0.00134521+0.00166012j 0.00127306+0.00106116j -0.000802247-0.0025515j -0.000994062-0.000819832j 0.000758675-1.72286e-05j -0.00376113+0.0029356j -0.00315091-0.00132167j 0.0010129+0.000551315j 0.00149212+0.0012017j 0.0046667-0.00122158j 0.00102333+0.000958953j -0.000160769-0.000217014j 0.00108821-0.0026041j -0.0017555+0.00138649j -0.00257289-0.000984181j 0.000819205+0.00290719j -3.50032e-05+0.000942763j 0.000835332-0.000409439j 0.000464844+0.000640119j -0.00363608-0.000454241j -0.000618066+0.000338658j 0.00149753+0.000473899j 0.001034+0.000833697j -0.00147712+0.001876j -0.00261961-0.00415864j 0.00303153+0.00275385j -0.000258271+0.00191771j -0.00114617+0.00156693j -0.000249751+1.99495e-06j -0.000759242+0.000857931j -0.00104634+0.00418093j 0.00139411+0.00017451j -0.00094898+0.000580057j 0.0015515-0.00152861j 0.00190141-0.00288659j 0.0014423+0.00100463j -0.00113999+0.00404152j 0.000833358-7.15568e-05j -0.00401971+0.00135273j 0.00335545-0.00213256j -0.00532876-0.00136575j -0.0029745+0.000674277j 0.00140262+0.0033042j 0.00123286-0.00170204j 0.00013574+0.00314365j 5.6838e-05+0.000522518j -0.00218189-0.00235253j 3.86994e-05-0.00112821j -0.00121261-0.00097941j -0.00103724+0.000151726j -0.0014906-0.00246189j -0.000226913-0.00234389j -0.000364676+0.000254238j 0.00101149-0.000894474j 0.0046665+0.00150743j 0.000227938+0.00141862j -0.000209677+0.00108261j -0.000319228+0.000666122j 0.00123419-0.000290791j 
-0.000132531-0.00267193j 0.000227668-0.00420283j -0.00345442+0.00133264j -0.00510667+0.000950369j 0.00362266+0.00165809j -0.000432368+0.0009797j -0.00501949+0.00123507j 0.00407412-0.00101985j -0.00242757+0.00655885j -0.00538617+0.00212882j -0.00186572+0.00345576j 0.000225411+0.00580822j 0.00123442+0.00174911j 0.00195274+0.00189249j -0.00643674+0.000367994j 0.000463899+0.00279896j -0.000604152+0.00113062j 0.00293861+0.00269212j -0.00378668-0.00345574j 0.00197949+0.000291472j -0.00198489-0.00105069j -0.0013396+0.00169315j -0.00150208+0.00191263j 0.000500487+0.000813183j -0.00281411-0.001506j 0.00296595-0.00234194j 0.00152231-0.00232586j 0.00205243-0.00291041j -0.00154386-0.00215471j -0.00293762+0.00200208j -0.00293599-0.00177942j 0.00254577+0.000328295j -0.000199339+0.00206191j -0.00137043-0.00172975j -0.00234745-0.00218347j 0.000105395-0.00188068j 0.00389002-0.00110964j 0.00242006-0.00161601j -0.00167676-0.00394779j -0.000970865-0.00243329j 0.00264305+0.000537509j 0.00140287+0.002035j -0.00112918+4.52104e-06j -0.00156338-0.00112972j -0.000184988-0.000219717j 0.00343711-0.00232635j -0.00133306-0.00023495j 0.000544052+0.0038742j 0.00107182-0.00188891j -0.00388853+0.00135205j -0.00319055+0.000256652j -0.00217376+0.00257667j -0.00133715+0.00161732j 0.000555744-0.000214101j 0.00264714+0.000642439j -0.0056478-0.00335053j -3.02319e-05-0.00188524j 0.000218518-0.00103606j 0.00386653-0.00296735j 0.00226451+0.000913143j -0.001708-0.00360999j 0.00500115+0.00444331j 0.000129536+0.00291941j -0.00151974+0.000177465j 0.000809203-0.000797566j -0.00158902+0.00219936j 0.0017493-0.000731366j 0.00061071+0.00438614j -0.00190691+0.000644901j 0.00304228-0.00194071j 0.000925483+0.00160915j 0.0010246-0.000127397j -0.000773543+0.00101477j 0.000537-0.00222237j -0.000172119+0.00325739j 0.000413262+0.00295382j -0.00561907+0.00060067j 0.00123172-0.000289183j -0.00267718+0.00105796j 0.00420783+0.000749559j 6.22105e-05-0.00154408j -0.000739025-4.74814e-05j -0.00233482-0.000661415j -0.00106963-0.00311524j -0.000641823+0.000560107j -0.00278276-0.000467636j 0.000919374-0.00106466j -0.000363509-0.00103271j 0.00257622-0.000426567j -0.000874779+6.94004e-05j -0.00184242-0.000606161j -0.00130323+1.21913e-05j -0.00176809-0.00201868j -0.00270255+0.00153469j -0.00324061-0.001705j 
0.00114328-0.0010142j -0.00140924-0.00483307j -0.00440089+0.00255388j -0.00328791+0.000620257j 0.000318171+0.0042649j -0.0011896+0.00117937j -0.00114353+0.000950309j 0.00249098-0.000114043j -0.0012008+0.00259341j -0.00257592-4.92094e-05j -0.000809102+0.00167389j -0.000713191+0.00406611j 0.00133648+0.00168127j -0.00203027+0.00324545j -0.00309704+0.000400134j 0.00147395+0.00157124j -0.00273661+0.00181402j -0.000229572+0.00111276j -0.00356422-0.00206244j 0.000385509-0.00344576j -0.00280475-0.000345925j -0.00336909+0.00160017j -0.0008357+0.00193668j 0.00139191+0.000541933j 0.00138829-0.00159336j -0.000275612+0.000950508j 0.000551614+0.000760232j 0.000887017-0.00190193j 0.000822176+0.000801285j -0.000515361+0.000409511j -0.00114332-0.00334053j 0.00313017-5.35669e-05j 0.0003252-5.22493e-05j 0.00161311-0.00061923j 0.00152382-0.00049989j 0.000793819+0.000369009j 0.00168779+0.000360455j -0.00167541-0.00245038j -0.0022874-0.00256039j -0.0030112-0.00194607j -0.00312377-0.00163893j 0.000447587+0.00157037j -0.000379572-2.23917e-06j -0.000962431+0.00260318j -0.000261873-0.000605088j 0.00257489-0.000104913j -0.000813409-0.000249701j -0.000929296+0.00235939j 0.000889534+0.00146497j -0.000462989-0.00170546j -0.000393513-0.000834467j -0.000215193+0.00221258j 2.06109e-05-0.000444333j 0.000862295-0.000137986j 0.00121967+0.000779327j -0.00256881+0.000148012j 5.70271e-05-0.00105349j 0.000229554-0.000389976j -0.000663282+0.00144214j 0.000322519+0.00128224j -0.00172953-0.00175142j -0.00426208-0.000112836j 0.00123-0.000650209j -0.00254705+0.00338212j -0.000443708+0.0009987j 0.00105198-0.00195379j -0.00101975+0.00470269j -0.00158076+0.0041201j -0.000254443-0.00125987j 0.000783633-0.000396896j 0.00253899-2.57987e-05j -0.000607785+0.000303955j -0.000210752+0.00102023j -0.00203112+0.000330179j -0.00110574+0.00249454j -0.00186003+0.003148j -0.00338643+0.000669624j 0.000393508-0.000129657j 0.00147871+0.000371638j 0.00156653-0.00178837j -0.00045922-0.00166448j 0.00167533-0.00173957j -0.00426243-0.00210314j -0.00286716-0.00209845j -0.000752807+0.000199255j -0.00108738-0.00217196j 0.00160401-0.00131146j -0.000163004-0.00128319j 0.000216137-0.00125922j 0.000117054+0.000511533j 0.000645803-0.000506827j -0.000754948+0.00020961j -0.00104502-0.0021896j -0.00392447+0.000324674j -0.00155829-0.0037976j 
0.00205756-0.000328928j -5.14485e-05-0.00164564j -0.00189543+0.0015055j -0.00272458+0.000663424j -0.000883259+0.00691408j 0.000147774-0.00210099j -0.00145126+0.000291419j 0.00190718+0.000169014j -0.000651008+0.00323997j -0.00268213-0.00142672j 0.000937941+0.001488j 0.000298317+0.00317228j -6.09429e-05+0.00352532j 0.00204728+0.00238242j -0.00404716-0.00140969j -0.000735539+0.00151093j -0.000756475+0.00129784j 0.00230152+0.00391693j -0.00172924-0.00222488j 0.00242011+0.00130091j -0.00236442-0.00249219j -0.00266983-0.00140382j -0.00218254+0.0037631j 0.00225505-0.000901851j 0.000286926-0.000961118j 0.00265679-0.00043698j 0.00028836+0.00198471j 0.000526049-0.00216253j -0.000658209-0.000706449j -0.0025779-0.000344517j 0.000976702-0.00453846j 0.00223097-0.00112597j 0.00342698+0.00106591j -0.00474926+0.0041415j -0.000587745-0.0008381j -0.000880211-0.000420011j 0.00177964+7.28996e-06j 0.00260466-0.000466505j 0.00108881-0.00184419j 0.00077874+0.000141597j 0.000662768-0.00103235j 0.000221917-0.00518733j 0.00234732+0.00119971j -0.00151094-0.000165484j -0.00225719+0.000495844j 0.00287394+0.00100916j 0.000477213+0.00035336j -0.00127785+0.000282588j 0.00126379+0.000611508j -0.00519624-0.00112099j -0.00232462-0.000893981j -0.000340734+0.00129558j 0.00148017-0.00106454j -6.35649e-05-0.000588696j 0.000192337+0.000980776j -0.000101463+0.00198354j 0.00161913+0.00344761j 0.00268638-0.00122937j -0.00356751+0.00135544j 5.9978e-05-0.00114634j -0.00180029-9.4298e-05j 2.16948e-05-0.000643953j 0.00106647-0.00315429j 0.00297612+0.00187197j -0.00249408-0.000331642j -0.0016929-0.00245505j -0.000224555+0.0031711j -0.000158405+0.000715499j 0.000948025+0.000829987j -0.000409623+0.00321286j 0.000447068-0.00151492j -0.000288286-4.08594e-05j 0.000467747+0.000779091j 0.00175518-0.00248585j -0.00047244-0.000670956j 0.000562686+0.00215366j -0.000556252-0.00186947j -0.00168308-0.000467887j -0.0021751-0.00295171j 0.00255044-0.0015116j -0.000257364-0.00194081j 0.000186367+0.000348237j -0.00184926-0.000174088j -0.000987191-0.00147923j -0.00243824-0.00113789j 0.000528126+0.00388921j 0.00200241-0.0019788j 0.000641793+0.00104703j 0.00106002+0.000430162j -0.00205429+0.00174004j -0.00206942-0.000650476j 0.000287613-0.00135639j 0.00192924-0.00179289j -0.00134623+0.000958482j -0.00255704-0.00172502j 
-0.00399933+0.00670834j -0.00350951-0.00143365j -0.00565359+0.00137887j 2.45934e-05-0.00467486j 0.00668181+0.000419012j -0.00211656-0.000238424j 0.00166815-0.000719229j -0.00625199-0.00728765j 0.00592849-0.0121599j 0.00566464+0.00402402j -0.00133034+0.00401428j -0.00219803+0.00377522j -0.00539086-0.00500184j -0.00429735+0.00251191j 0.00412223-0.00135773j 0.00607996-0.00541606j -0.00135584-0.00106782j -0.00937482-0.00109224j -0.00110962-0.00130359j 0.000464697-0.0082388j 0.00177755-0.00196004j 0.00184196-0.00242092j 0.0024522+0.00188868j -0.00125261-0.00100495j 0.00740676-0.000155065j -0.00400901+0.00214493j -0.00225062-0.000409954j -0.000302988-0.00191827j 0.00322554+0.00344521j 0.00109151-0.000523513j -0.00075874+0.000201053j 0.00155766-0.000836738j -0.00532386-0.00131236j 0.00565331-0.000579604j -0.000354854-0.000378272j -0.0016288+0.0012902j -0.00161762+0.000239013j 0.00279682+0.000892754j 0.00108276+0.00154987j -0.00237694+0.000686859j 0.00117473-0.00214856j -0.000683795-0.00121476j -0.00071131-0.00189344j 0.00292889-0.00168237j 0.000452362+0.00119532j 0.00159547-0.000713252j 0.000983222+0.000192286j 0.00171229-0.00221959j 0.00218602-0.000322922j 0.000170503-5.40708e-05j -0.00031904-0.000756529j 0.00283359-0.00145812j 0.00154149+0.00121244j 0.00272715-0.00158107j -0.000309845-0.000467038j 0.00186867+0.00112643j -0.000936767+0.00406735j -0.00187308+0.00122538j -0.00266541+0.00207366j -0.00257241-0.000531375j 0.000323255+0.00103361j 0.000979089-0.000594016j 5.34406e-05-0.00202801j 0.00110283+0.00348048j 0.00072445-0.000252248j 0.00162105+0.000219642j 2.66749e-05+0.00186052j 0.0028339-0.00582443j 0.000741775+0.000486479j -0.00290809+0.000995432j 0.00155878-0.00277884j 0.00122132+0.00098276j -6.04113e-05+0.00352647j -0.00011774+0.0017787j -0.00398144-0.00128445j 0.00281843-0.00233328j 0.000931243+0.000277951j -0.00349403-0.00162139j 0.00103414+0.00176226j -0.00203893-0.00101047j -0.000294865+0.00310324j 0.000902372+0.000309965j -0.00229771-0.00200283j 0.00138057+0.00151641j 0.00106167-0.000145855j -0.000463508-0.00123045j -0.0020693-0.00391342j 0.00119438+0.000673785j 0.000249765-0.000474645j 0.001525-0.00176705j 0.00594905+0.0015677j -0.000159114+0.0015033j -0.00197227+0.00152213j 0.00322734-0.00102218j 0.00297243+0.00372488j 
0.005749-0.00386254j -0.00566008-0.00638412j -7.22026e-05+0.000244066j 0.00315392+0.00463844j -0.00338565-0.00152793j -0.00217784-0.00639625j 0.000841681-0.00257415j 0.000222454+0.00143361j 0.00309025-0.00843845j 0.00426101+0.00141092j 0.00381782+0.002787j 3.33964e-05+0.00364076j 0.00142609+0.00313992j -0.00383539+0.000977845j -0.0012125-0.00382547j 0.00102013-0.000319605j -0.0003303-0.00228696j 0.000212177+0.00731507j 0.00449517+0.000883814j -0.00117318-0.000940551j -0.00388757+0.00637788j -0.00278+0.00472168j -0.000964294-0.00450733j -0.00472434-0.00112578j 0.00662584-0.000261231j -0.00092284-0.000551991j 0.00192967-0.00178866j -0.00216597+0.000169821j -0.00259366-0.00149752j -0.00260501-0.00107567j -0.00535996+0.00116902j 0.00106808+0.00332979j 0.00198211-0.00257247j 0.00281428+6.44237e-06j 0.00437535+0.00781627j 0.000902621-0.00253247j 0.00234451+0.000367124j -0.00971513-0.0017449j -0.00316023-0.00234953j -0.0028875+0.00159816j -0.00251697+0.00114169j -0.000241612+0.000312282j -0.00125822+0.000582105j -0.00273956+0.00440929j 0.00147034+0.000831221j -0.00105527+0.00100549j 0.000281289+0.000953811j 0.00124616-0.00124675j 0.00022776+0.00195934j -0.00135639+0.00129295j -0.00120575+0.00226008j -0.000723751-0.000731258j 0.00286734-0.000582909j -0.00115743+0.000792002j 0.000534848-6.13342e-05j -0.000689707+0.000194382j 0.000555637+0.00145306j 3.85653e-05+0.00150669j -0.00386766-0.00146335j -0.0025572+0.000809562j 0.00110956-0.00159881j 0.00606789+0.000394389j -0.00012817+0.00275028j -0.00342445+0.00292332j -0.00151316-0.000778405j 0.000611624+0.00120285j -2.80419e-05+0.00214131j 0.000412449+0.000313656j 0.00244053+0.00155383j 0.00109125-9.91682e-05j -0.0029125-0.000538384j -0.00139616-0.00133991j -0.00173102+0.00430144j 0.00112523-0.00103825j -0.000682704+0.00307924j 0.000658658+0.00160703j -0.00510686+0.000429625j -0.00140806-0.00160605j -0.00268462-0.00231544j 0.00245581+0.000965336j -0.00106276-0.00323654j -0.00152825-0.000117325j -0.00246031-0.0013117j -0.000391359-0.00232425j -0.00339934+0.000752689j -0.000525069-0.00144519j 0.00129782-0.00398734j 0.000398742+0.000267191j 0.000509117-0.00052319j 0.00191673-0.00177257j -0.00025094+0.00111268j 0.00251284-0.00658842j 0.00304488+0.00284676j -0.0091611+0.00453287j -0.00122924-0.0116315j 
0.00375341-0.000543232j 0.00160197-0.00337089j 0.00219897+0.000345965j 0.00134227-0.00187417j 0.00292673-0.0039461j -0.00156096-0.000139917j 0.00249014-0.00242945j -0.00292628+0.00329105j -0.000120077-0.000603888j 0.00195721+0.0022823j -0.00342464-0.00274151j 0.000753709-0.00806697j 0.000461682-0.00592421j -0.00291416-0.00349479j 0.00789726+0.00201275j -0.00189847-0.00287993j 0.00178969+0.00327043j -0.0031304-0.00759265j -0.001435+0.00156879j -0.00187692-0.00358299j 0.00298029+0.0064401j -0.00204856-0.000516753j 0.00270147-0.00638585j 0.00123568-0.00313847j 0.00412351+0.00195535j 1.2091e-05+0.00453249j 0.000112278+0.000156154j -0.00294358+0.0032993j 0.000137295+0.000137354j 0.000493342+0.000467701j 0.00223933+0.0025533j -0.00332824+0.000679827j -0.00335643-0.00296149j 0.00709988-0.00535446j 0.0020367-0.00133593j 0.00478978+0.00189331j -0.00406667+0.00167016j -0.00206793+0.00216255j 0.000264736+0.00212436j 0.00379397+0.00365196j -0.00204127+0.00278138j -0.0010899+0.00655975j -0.00103305-0.00399802j 0.000265546-0.00127236j 0.00253123-0.000102627j -0.0011468+0.00163477j 0.000612015+0.000917461j 0.00461473-0.00138419j -0.000195612-0.00132863j 0.00464643+0.00181277j 0.00133177+0.00124829j -0.00161575-0.00273731j -0.00174798+6.822e-05j 0.00302414-0.000938836j -0.00230312-0.00320423j 0.00411957-0.00190125j -0.00265349-0.00255017j -0.00312596+0.00148265j 0.00371208+0.000692579j -0.00504494-0.00116319j 0.00397952+0.000440952j -4.45436e-05-0.00128709j -0.00285712+0.00174685j 0.000252294-0.00264659j 0.00178997+0.00165833j 0.00135901+0.00343838j 0.00268268-0.00318313j 0.00399254-0.00311464j -0.00126967-0.00340567j -0.00121072-0.000188221j -0.00186623+0.00144548j -0.000986679+0.00353749j -0.000245403+0.000931771j 5.39654e-05+0.00476924j -0.000120575-0.00254796j 0.00343711-0.00231785j 0.00193873+0.000800706j -0.000342487-0.00146915j 0.00125309+0.00237751j -0.00479282+0.00228838j -0.000802191+0.0031573j 0.000785185-0.000690542j 0.00270028+0.000284197j 0.00065911+0.00100406j 0.000973733+0.000348257j -0.00170375+0.000445899j -0.000407988-0.00221682j 0.00123916-3.01362e-05j -0.000809617+0.00118542j 0.000789626-0.00524386j 0.00619204+0.00286182j -0.000256802+0.00124551j -0.000208954-0.00122671j 0.00581962-0.00432845j 0.0057233+0.00619317j 
