-0.0165114+0.069593j 0.0120201-0.00702755j -0.0425725+0.013223j -0.0548923+0.0217983j 0.0237466-0.00327384j 0.0289267+0.0225264j -0.0278492+0.00515018j -0.0429627-0.0188004j 0.0173417+0.0198696j -0.00123858+0.00384195j 0.00180817-0.0405296j -0.00496798-0.0094267j 0.0328231-0.00755191j 0.0123209-0.0056675j 0.0172912+0.0533876j 0.00977331-0.00961053j 0.0154402+0.00770035j 0.00589281+0.0147983j -0.00416408+0.000795178j -0.00426295+0.0144754j 0.00922702-0.0049706j -0.00327519+0.0169073j -0.00629634-0.0028034j -0.0104271-0.0275205j 0.00039077-0.0190244j -0.000418955+0.0161534j -0.00823482+0.0251665j -0.0100743+0.000708407j -0.00838277+0.0153844j -0.0194996-0.0139216j -0.00379265-0.0212047j 0.00907374+0.0123689j -0.00425165+0.000793339j 0.00821661+0.00129198j 0.00679855+0.00368144j -0.000646225+0.00249448j 0.00515621-0.0057092j 0.00495366+0.00339344j 0.00857654+0.0163596j 0.000749066+0.00162819j -0.0031353+0.0105454j 0.0154751+0.00780968j -0.0128375-0.00717522j 8.11739e-05-0.0045377j 0.0110339+0.000814688j -0.0072247+0.0035389j -0.00250285-0.00503725j -0.00464061+0.00502272j -0.00149881+0.00407627j -0.00888826-0.0287846j 0.00931909+0.00536872j -0.000532479+0.0154457j -0.00344729+0.00819123j 0.00711765+0.00930937j 0.00450911+0.00827037j 0.00767633+0.00359602j -0.00433429-0.00768359j 0.000995149-0.00106416j -0.00353207-0.00398128j 0.00177448-0.00399999j 0.00176517+0.0245007j 0.0116991-0.0119329j 0.0178094-0.0128953j -0.00550144+0.0146478j 0.00646272-0.0204559j 0.00821692-0.0216627j 0.0237915+0.00889255j -0.00256138-0.00637851j 0.0154953-0.00659729j -0.0232785-0.00776148j -0.0106669+0.0281629j -0.0603889+0.0320303j -0.00331321-0.0151024j -0.012399-0.00934131j 0.0136723+0.0192666j 0.00665177+0.0540783j -0.0227671+0.0136433j 0.0435628-0.0410256j 0.0060048+0.0826413j -0.0774379-0.0523074j 0.070063+0.0396353j -0.0300255-0.0637362j 0.0477508-0.0714566j -0.0916514-0.0384175j -0.0786309-0.0028177j -0.00660117-0.059025j 0.0816671+0.0545741j 0.0368143+0.0784572j -0.00250818-0.0627743j -0.113751-0.100112j -0.135079+0.199729j 0.146966-0.0699297j 
0.0293522+0.0233799j -0.0229942-0.0418855j -0.0102223+0.0237881j -0.00671886-0.0524473j 0.023255-0.0118553j 0.0225281-0.0293425j -0.0631324+0.0162594j 0.0420646-0.032535j -0.0293362+0.0368774j -0.0478919-0.00567047j 0.0400683-0.0473539j -0.0158332-0.0398653j -0.00157182-0.0379158j -0.0119807+0.00512337j -0.0496905-0.00491247j 0.00897539-0.045916j -0.00761341-0.0262209j 0.0211806+0.0108644j -0.0114209-0.0174924j 0.00577534-0.00734821j -0.00151161+0.0023412j 0.00338187-0.0202807j -0.0454834+0.0102672j 0.0227571-0.0146929j -0.0104396+0.00583856j -0.0471264+0.00549021j -0.00533329+0.0498471j 0.00482816-0.023183j 0.015457+0.0347703j 0.0505066+0.00294026j -0.00457168+0.0104915j 0.0887113+0.0270861j 0.0190741-0.0184595j 0.0187741-0.0452965j -0.0267626-0.0113236j 0.00203397-0.00203505j 0.0131926+0.0264269j -0.0305658+0.00242121j 0.00461957+0.016842j 0.0593792-0.0366831j -0.0222297+0.0252531j 0.015672-0.0250449j 0.00114897-0.0188307j 0.0152897+0.00480165j 0.0119861-0.0470162j -0.0809885+0.0265323j -0.00741751+0.0440648j 0.0169523-0.0129219j -0.00521969-0.0350916j 0.0294984-0.0372324j 0.0230335+0.020543j -0.00410466+0.0359579j -0.0459067-0.0268644j 0.0430689+0.00217179j -0.0170825+0.00267837j 0.0118561-0.0657355j -0.00507605-0.0762659j 0.0351555-0.0319159j 0.0511777+0.0165055j 0.0521847-0.035361j 0.000987088-0.074533j 0.113289-0.00128381j -0.0175028-0.0814574j -0.0237958+0.000273099j -0.0657473+0.0454978j -0.0492123-0.00368759j 0.138301+0.0036955j -0.0791062-0.0956936j 0.0805965+0.00234174j -0.0706809-0.0120095j 0.0796111-0.00907799j 0.0124648+0.0400663j -0.00968776-0.0622631j 0.0649166+0.0105697j -0.105649-0.00805829j -0.00200347+0.0687364j 0.0622382+0.0997272j 0.0548812-0.0202724j -0.0781178+0.0584952j -0.134737+0.072552j -0.0144332+0.0280644j -0.0572035+0.00790157j 0.0480921-0.13199j 0.100902-0.0038037j -0.0228835+0.0640691j 0.103116-0.0673393j -0.0557785-0.0137919j -0.0661085+0.107354j 0.0114367-0.0296175j 0.0440788-0.0368575j -0.00708225+0.0549916j 0.0114433+0.0459591j 
-0.00683694-0.00404929j -0.0246974+0.0359539j 0.0200801+0.0150768j 0.00927263+0.0162999j -0.0063792+0.0176776j 0.0170495+0.0186262j -0.0380649-0.0171967j -0.000169001+0.0460265j 0.0132077+0.0202869j 0.0189613+0.0312121j 0.034336+0.0457123j 0.0263576-0.00240008j -0.0269892+0.0505385j -0.0183974-0.0386707j 0.0244021+0.0136159j 0.0328999-0.0249259j 0.0169731-0.0319385j 0.0284114-0.0163284j -0.0108901+0.0153938j -0.00345272+0.020662j 0.0275053+0.0227411j 0.0077875+0.0109844j 0.0180048+0.00445342j 0.0163267+0.0261197j -0.00315938+0.0367813j 0.0356977+0.0151756j 0.035006+0.00109632j 0.0290531+0.00667874j 0.026459-0.0460164j -0.0296291-0.0219062j 0.0206252-0.0261664j -0.0225075-0.0544028j -0.000720353+0.0374543j -0.0103421+0.00453337j 0.049215+0.0374599j -0.0334721+0.0176302j 0.00679756+0.029966j 0.00302647+0.0290788j 0.0276753-0.0324834j -0.0212488-0.0440084j 0.0357616-0.0120494j -0.0244745-0.0195972j -0.00253961+0.0271855j 0.0143062+0.00470494j 0.0235894-0.0143485j 0.00699494+0.081854j -0.0110044-0.0128517j -0.0101764+0.0185869j -0.00122444+0.0631223j 0.0321531+0.0569859j -0.0257601+0.0539943j -0.00131763-0.0550637j 0.0268825-0.0188142j -0.00282206+0.0130684j 0.0152041+0.0160813j -0.000772638+0.0215497j 0.0502485-0.0128327j 0.0361932+0.0125963j -0.0762717-0.0252734j 0.0115022+0.0167862j 0.0329673-0.0347747j 0.0642982+0.0470027j -0.0144032+0.00681971j 0.0692643-0.0506954j -0.0476368-0.0720577j 0.0301301-0.00549071j -0.064334-0.0269283j -0.0261865+0.00149478j -0.0361025+0.0159377j 0.00109104+0.0435465j 0.0353011-0.0527603j 0.0307534+0.0359946j 0.0230595+0.0789929j -0.00873589+0.0212504j -0.0147905+0.0462494j -0.0365018-0.00214853j 0.0706023-0.0282219j 0.0288268-0.0550717j -0.112464+0.0518073j 0.0996256-0.0236548j -0.0301007-0.0176112j 0.0439569+0.0355502j 0.0306619+0.0389377j 0.0268353+0.013626j -0.0349797+0.021425j 0.00177324+0.00863674j 0.0196791+0.0708123j -0.00748004-0.0555287j -0.00704777+0.00676522j -0.0152683+0.0185836j 0.0949382-0.0627552j 0.0105935-0.0825071j 
-0.0134742-0.0138189j -0.0337708-0.00316698j -0.0164688-0.00370802j 0.000797788+0.0205633j -0.00934104-0.00309378j -0.0233755+0.00453243j 0.0354746+0.0262824j -0.0323734+0.00439006j 0.00967159+0.0246172j 0.00124207+0.0126972j 0.00113034-0.0147811j -0.0190515+0.00932729j 0.00740783+0.0330279j 0.0177053+0.0290237j 0.0111522-0.0290978j -0.0286364+0.00427528j 0.0337084-0.0366057j 0.0204306+0.00581192j -0.00855717+0.000924903j 0.035993-0.0216762j 0.0404994-0.00196965j 0.011877+0.000873491j 0.0259325-0.048237j -0.0553118-0.0264455j 0.0377898+0.0389221j -0.00363188+0.0160615j 0.0132515-0.00891561j 0.00996275-0.0352706j 0.0238643-0.00488978j -0.0398758+0.067453j -0.00570575-0.0100703j -0.00583948-0.0670255j 0.0239049-0.00572717j -0.0299005-0.00216958j -0.0153229+0.00793889j -0.000812056-0.0265168j -0.0203946-0.0272334j -0.0387341-0.0593439j 0.0132542+0.0062186j -0.00793302+0.0204658j -0.0208231-0.0253298j 0.00645493+0.0354227j 0.036205-0.0399934j -0.0514544-0.0540159j 0.0316912+0.0239321j 0.0573081-0.0544102j -0.072118+0.047013j -0.0460616-0.0146973j -0.010987+0.0278506j -0.0145907+0.0122381j -0.0637086-0.0749007j 0.0537609+0.0998759j -0.0173692-0.0105427j -0.0471547-0.0487481j 0.00770999-0.0589231j 0.0221712-0.06616j 0.02829+0.0654923j 0.0272605+0.0949453j 0.0121847+0.0635839j 0.0301095+0.0872634j -0.0564234-0.0373369j -0.0224937-0.0213739j -0.0195692-0.00100657j 0.0590423-0.00614949j 0.0184668+0.00775315j -0.0527728+0.0401584j 0.0175502-0.0542157j 0.105078+0.0569998j -0.0730617-0.110917j -0.0326419-0.070777j -0.0493147+0.0397781j -0.000495649-0.0277091j 0.0299492-0.0143209j -0.0742104+0.0107762j -0.00974536-0.0390998j -0.0430345-0.00735742j -0.0640143-0.0594937j 0.00654497+0.0844826j 0.00923889-0.0145027j -0.00575446-0.0064758j 0.0892249+0.0279572j 0.0178742+0.0517461j 0.0300932+0.0892791j -0.0514079+0.0311559j -0.0146732+0.0556883j 0.0376389-0.0556769j -0.0449318-0.0551849j -0.0257738+0.0408799j -0.0182967+0.0746865j -0.0488577+0.0105924j 0.015377-0.0250255j -0.021503-0.00684654j 
-0.0250651+0.00621486j 0.00790265+0.0253094j 0.0165593-0.00335795j -0.0279811+0.013547j -0.0322074+0.0084515j 0.0148312+0.0123364j -0.0040966-0.00832163j -0.0108487+0.0205333j 0.00509151+0.00470042j -0.00962465+0.0274911j -0.00814052-0.00548418j 0.0536923-0.00752873j -0.0146932-0.0011483j 0.025846+0.030385j 0.0612596+0.00874255j 0.0255209+0.0285446j 0.0412881-0.0163719j -0.0275642+0.024439j -0.0199943+0.052706j -0.0185688+0.0268161j -0.00391909+0.0115226j 0.033308-0.0195612j -0.0255396-0.00693511j 0.0145658-0.000192314j -0.00111545-0.0418974j 0.00445939-0.0150154j 0.0610323+0.0155249j -0.00113764+0.0138939j -0.00854237+0.00379093j -0.0127618-0.0407773j -0.0504566+0.0106053j -0.0238643-0.0313888j -0.0308158+0.00329265j -0.00972097-0.0512339j 0.0562669-0.0120953j 0.0401277+0.011474j -0.016692-0.0221915j 0.006419+0.0320599j 0.00771316+0.0212662j -0.0290556-0.0132296j 0.0325514+0.0244476j 0.0255338-0.0492665j 0.0207691-0.00490105j -0.0604333+0.0180555j -0.010844-0.0537786j 0.0133084+0.0168735j 0.0443386-0.0280418j 0.0146277-0.0249164j -0.0452527+0.0126536j 0.0753723-0.0486192j -0.0674355+0.00508414j 0.0914518+0.0991654j -0.0503199-0.00632552j -0.0233638+0.026788j -0.0495678+0.0559739j -0.0215938-0.0230825j 0.00751248-0.0243435j -0.00820323-0.00570128j 0.00733754+0.0569206j 0.0486876+0.0295087j -0.0309399-0.0268856j 0.0156033-0.0010078j 0.0537694-0.0380122j -0.119697+0.069327j 0.0727339+0.0592809j -0.0158724-0.0305511j 0.0188019+0.037259j 0.00559477-0.0062959j 0.0692366-0.0713514j 0.0525127-0.0254658j 0.062007+0.0189471j 0.0648799+0.00620122j 0.0163595-0.075451j 0.047278-0.0274371j 0.0277346+0.0272006j 0.0576027-0.0149715j -0.0456571+0.0352499j 0.0835944-0.0152635j -0.0128593-0.0747247j -0.150517+0.0979435j 0.000449886+0.0544795j -0.0702511-0.00948927j 0.0492078+0.0452657j -0.0541277-0.0295388j 0.00200463-0.0445822j -0.0775326-0.0184976j 0.0495309+0.0693924j 0.022574-0.028453j -0.0418037-0.0106583j 0.012582-0.0271814j -0.000711073-0.0191535j 0.0199941-0.0328648j 
0.0156352-0.00165198j 0.000709938-0.0139142j -0.00691009-0.00626494j 0.0203308+0.00456031j 0.00656501+5.87295e-05j 0.00227801+0.0737935j 0.0517891-0.00487159j -0.0216048-0.00705843j -0.0303002-0.0182356j 0.0328582+0.019942j -0.0129318+0.00839752j 0.00061212-0.00944883j 0.00309292+0.0382544j 0.00249336+0.022914j 0.018656+0.00466591j -0.00837875+0.0290946j 0.00143777+0.00809431j 0.0393026-0.014806j -0.0210446-0.0148303j 0.0340709-0.00870352j 0.000636818-0.00227166j 0.000116772+0.0145976j 0.0226717-0.00103864j 0.0197321-0.0325186j 0.0171968-0.0139561j 0.0192258-0.0295051j -0.0177276-0.0331879j 0.0243861-0.0151721j -0.0097878-0.0235372j 0.000870791+0.00642108j 0.0108013-0.0125813j 0.0248079+0.0293046j 0.0338147+0.0651588j -0.0135393+0.00609293j -0.0054917+0.013227j -0.0220259+0.049273j -0.00959702-0.0373953j -0.0219154-0.0225683j 0.0149188+0.00164841j 0.0319293-0.0328093j -0.0316874-0.0226875j -0.0514919+0.0148344j 0.0404083-0.0193968j 0.0116112-0.00182494j -0.031454-0.0127028j 0.00553058-0.0195255j -0.0114951-0.00170022j 0.0235818-0.0048437j -0.0334731-0.0050118j 0.00846605+0.0639311j 0.00783808+0.0271157j -0.034861-0.0715706j 0.0661744+0.0459802j 0.0447612+0.05184j 0.0140423-0.0332893j 0.0314866+0.046999j -0.0302813+0.0751214j -0.0343897+0.088185j 0.0148558-0.0243894j -0.0689477-0.159194j -0.00588075+0.0347743j -0.0792275+0.0175683j -0.0590676+0.0531841j 0.0213015+0.0627248j -0.050685-0.0250108j -0.0155108+0.0112922j -0.017825-0.048474j -0.00895194+0.0223367j 0.00556601-0.0260395j -0.0555483+0.0535884j 0.0713046+0.0257184j -0.0116415+0.0261575j 0.0291703+0.00168015j -0.0041022-0.0091766j -0.081359+0.0256124j 0.0143752-0.0221468j -0.0193521-0.0479042j -0.111994+0.00935762j 0.111266-0.0109625j 0.0351821-0.0389238j -0.00864261-0.0204447j 0.0170338-0.0601618j -0.0121196-0.00607992j -0.0171173+0.0638532j 0.00951959+0.0268853j 0.00193959-0.0196891j -0.0408497+0.0583848j 0.00398048-0.0214339j 0.00957796+0.0362472j -0.0353724-0.00709592j -0.0242834+0.00878595j -0.0314933+0.034318j 
0.0129532+0.0268581j 0.00614627-0.00280921j 0.00846166-0.0213445j -0.0226169-0.0016726j -0.00403894-0.0391493j -0.0140453+0.0351672j 0.0194956+0.00900483j 0.0125736-0.0365941j -0.0131515+0.00423921j 0.0203966-0.0223848j -0.00909423+0.0421817j -0.0334301-0.026669j -0.0137998-0.031096j 0.00168165+0.00691035j -0.0127158+0.0018447j 0.00398036-0.010677j -0.00747727+0.000183928j 0.00522487-0.000792068j 0.00699083-0.0104826j -0.0163219+0.0047202j 0.0629284+0.0139156j 0.03964-0.0379803j 0.036671-0.00274672j 0.0303586-0.0188196j -0.0226608+0.0717966j -0.0379111-0.0363042j -0.0782394+0.0313635j -0.0131093-0.0423716j 0.0407008+0.0164089j 0.0638823+0.0327851j -0.00950744-0.012527j 0.0223415-0.00463092j 0.0484297-0.0145174j -0.0388259-0.0246347j -0.00047234-0.0412436j 0.000537993-0.0240781j -0.0122991-0.0297246j 0.00934103+0.0619607j -0.0335332-0.0258806j 0.055271+0.000582015j 0.00399797+0.00463534j 0.0160831+0.0992401j -0.00604579-0.0218963j 0.0392642+0.0248985j 0.00189965+0.0427953j -0.0142727-0.00308302j -0.0382414-0.0798177j 0.0564254-0.0581213j 0.0425694-0.0446696j -0.063269-0.0763324j 0.0659247-0.112956j 0.0630152-0.0322113j 0.0352778-0.0178562j 0.0124219+0.00130205j 0.00700403+0.0181897j 0.0623334+0.0165308j 0.0107374-0.016792j -0.0888233-0.0813617j 0.0682146+0.0352345j -0.0654596-0.116716j 0.000777886+0.00513362j -0.0242664-0.0136718j -0.0162947+0.146561j 0.00171343-0.0211269j 0.0258808+0.0773078j -0.0392489-0.025998j -0.0406671-0.0857037j 0.0200325-0.0224227j 0.120098+0.00649439j -0.0507694+0.0163496j -0.0719182+0.0262541j -0.117894-0.0969743j -0.0223276+0.00340708j -0.0284301+0.0504738j -0.0621775+0.00884731j 0.0320285-0.0273822j -0.0587648-0.0730919j -0.0442962+0.029743j -0.0682902-0.017203j 0.0277143+0.0469569j -0.0770191-0.0208229j 0.0774836-0.00886374j 0.0422554-0.0255719j -0.00647181+0.0636319j -0.00390965+0.0114133j -0.0384878-0.00674016j -0.00957923+0.0478774j 0.0491746-0.0537536j 0.0156141-0.0492066j 0.0036141-0.00275605j 0.0199121+0.0180023j 0.0105017-0.0431979j 
0.0318706+0.016852j 0.00678496+0.000130616j 0.0140654-0.00162069j -0.0129208-0.0365525j 0.0142667-0.00667405j 0.00908392-0.0604345j -0.0344073+0.00662465j 0.0159456-0.0103629j -0.0120956-0.0319854j -0.0205256+0.00657307j 0.00732247+0.0358598j 0.00767136-0.0213046j 0.0319664-0.0085004j -0.00280576-0.0199542j -0.00314301-0.0362218j 0.00563634-0.020905j 0.00154165-0.0199729j 0.0314126-0.00775601j 0.00242559+0.0100855j -0.0652063+0.0256047j 0.0427206+0.0287827j -0.0218328-0.0150115j -0.019216+0.0199276j -0.00304385+0.0426416j -0.0150304+0.0524725j 0.00995509+0.0154645j -0.0718634-0.00206743j 0.0309574-0.0387147j -0.0152779-0.0280282j -0.00783109+0.00948355j 0.0146907+0.0363937j -0.0221377-0.0365516j -0.00602689-0.0366769j 0.0156562-0.0288375j 0.0311741-0.00893188j 0.0192828-0.0539511j 0.0489777-0.0177945j 0.0616378+0.000112151j 0.00373652-0.00522381j -0.0122896+0.034547j -0.00524597-0.000296975j -0.0169228-0.0398831j 0.00944175+0.102906j -0.00991019+0.0182963j 0.0946831+0.0372401j 0.0791894+0.0968102j -0.0645258+0.00650773j -0.0233149+0.0766956j 0.00468875-0.00773046j -0.0453741+0.0252585j 0.0173917-0.102252j -0.0324396-0.000494731j 0.0699113-0.0746593j -0.0719686+0.0574277j -0.0347673-0.0268901j -0.020229+0.00384262j 0.0822477-0.0793732j -0.00559202-0.0854387j -0.0439609+0.0591974j -0.111577+0.124089j 0.039944-0.0101543j 0.140502+0.0598832j 0.0453936+0.0212354j -0.0539645-0.0777183j -0.0194579-0.0966219j 0.00437278-0.123044j 0.0219165-0.0485829j 0.0422795-0.0537804j -0.0288733+0.0568588j 0.069841-0.0766615j -0.108473+0.0503545j 0.0221971-0.0031857j -0.0459961+0.0479022j 0.00316894+0.000147418j -0.00846254-0.0275422j 0.0247206-0.0788415j 0.051952+0.10059j 0.0455493+0.0293906j -0.214364+0.140046j 0.106144-0.0496709j 0.180412+0.00847611j -0.0461816+0.20386j -0.0788015+0.0675368j -0.0111791+0.0147793j 0.0736806+0.042283j -0.0326937-0.0195137j -0.085314+0.0133159j -0.0040415+0.0836956j -0.0216574-0.0289836j 0.0161735-0.0557212j 0.0383257-0.0130068j -0.00992954-0.00877626j 
0.0286323+0.0016741j 0.0337344+0.0282653j 0.000335692-0.0332699j 0.00550233-0.0226039j 0.00674621+0.0131829j 0.0283484-0.0470897j -0.00325258-0.0429837j 0.0101887-0.00580868j -0.0068226-0.0341189j 0.0372568+0.0366149j 0.00228929+0.0290474j -0.00839142-0.0149201j 0.0219958-0.0148748j 0.0180626+0.0375791j 0.033054+0.0533022j 0.00594908+0.00155163j -0.0034366-0.00469892j -0.00986808-0.0179978j -0.0223347-0.0411188j 0.0130797-0.00442281j -0.0665202+0.0511863j -0.0475407+0.0433424j -0.00530514+0.00194877j -0.0319038+0.00791713j -0.0416085-0.0249495j 4.89548e-05+0.00538776j 0.00792201+0.0332338j 0.0144046-0.00168347j -0.0145578-0.0286837j 0.049942+0.0101392j 0.00128677+0.0206445j 0.00248842-0.0450112j 0.0773609+0.00614376j 0.00533292-0.0398971j 0.0076427+0.0196226j 0.0357781-0.00342264j 0.0575271-0.00403113j 0.0382536-0.0437809j -0.0208703-0.0141321j -0.0286637+0.0356243j 0.0122631-0.00624025j 0.0111208-0.06557j -0.00590792+0.0294772j -0.097917+0.00718566j -0.00629915+0.00498447j 0.0253233+0.0346914j 0.0324672+0.00578417j 0.0329096+0.0300369j 0.0237324-0.00959526j 0.066021-0.00233908j -0.0978629+0.11865j -0.0181848-0.0576482j 0.0324641+0.00158814j -0.0251361+0.0474732j -0.0406059-0.0132658j 0.0161645-0.0379245j -0.111234-0.023342j -0.0288105+0.0137494j -0.0720301-0.0347891j 0.0845334-0.0814023j 0.0312153-0.0385928j 0.0563114+0.0172784j -0.0372688-0.11268j -0.117512+0.0764628j 0.0532698+0.0491746j 0.00631012-0.0280717j 0.0394834-0.1127j 0.0204274+0.102544j 0.025702-0.0365195j 0.0808576-0.00484149j -0.0723746+0.0279889j 0.0876079-0.00390654j 0.00485243-0.00447856j -0.00863612-0.0792469j 0.0233531-0.0696731j 0.0441019-0.0717382j 0.00362346-0.0136574j 0.00667658+0.0101224j 0.0385979-0.0135847j -0.0780299+0.048852j 0.0436018-0.00558902j -0.0522214+0.0126187j 0.0138876-0.030474j 0.00743676-0.000498351j 0.0559405+0.0264837j -0.018462-0.036205j -0.0316625-0.0487631j -0.0236056+0.0596929j -0.0240259+0.00731123j 0.0421241-0.0511187j -0.0232303+0.0231369j 0.014694+0.0215834j 
-0.0158844-0.0148801j -0.00040611+0.000450567j 0.0106026-3.79326e-05j 0.0294902+0.00952874j -0.0143385-0.0162148j -0.029927+0.0462197j 0.0547712-0.0254525j 0.00225972+0.0094037j 0.0131468-0.0194123j 0.033303+0.0122007j 0.0188226+0.0549989j -0.0217308+0.0100407j 0.0257239-0.0167351j -0.00560241+0.000512629j -0.00701972+0.00380798j -0.0392384+0.0192074j 0.00480184+0.00433778j -0.0315468-0.00802577j -0.0158402-0.0288712j 0.0227485-0.0151455j 0.0304375-0.00976651j -0.0289295+0.0262209j -0.0114432+0.0256166j -0.00201867-0.0136462j 0.0114012-0.0423987j -0.00987942-0.0281551j 0.00475347+0.00649751j 0.0359464+0.00668994j -0.0336101+0.00925364j 0.0266473+0.00105679j -0.039674-0.00128822j -0.0069146-0.0338357j -0.0133422+0.056584j -0.0424592+0.0212088j 0.0131701-0.0221j -0.0403298+0.0316806j -0.0197481-0.00732293j -0.00504672-0.0493659j -0.0176953-0.00516029j 0.0210719-0.0107297j -0.0753602+0.0712259j 0.0181926-0.075395j 0.0307944-0.0183082j 0.000818384-0.0797263j -0.0143302-0.0012824j 0.025754+0.0828694j -0.0466832-0.000513066j 0.0184065-0.0107244j 0.0636915+0.0295239j -0.00455671-0.0332886j 0.00773321+0.0406545j 0.0816919+0.0342619j -0.000434266+0.0351949j -0.0407835+0.0725954j -0.0605025-0.00535611j 0.0546684-0.113747j 0.0426087-0.158087j 0.0496783+0.0898779j 0.0474628+0.0531534j 0.114526-0.0476177j 0.106855-0.0135485j 0.187571+0.0661084j -0.030248+0.0845923j -0.106928-0.0204653j -0.0293948+0.116451j -0.0788951-0.0902862j 0.125301+0.0619544j 0.119816-0.0485711j 0.161598-0.0111197j 0.0188548-0.0747334j 0.0740769-0.0917213j 0.126324-0.0355158j -0.00924455-0.0459196j 0.0378003-0.0299815j 0.0603029+0.0103923j 0.000141135+0.0566408j 0.0297853-0.0761629j 0.104068-0.107265j -0.147516+0.0544229j -0.055859+0.129842j -0.0674607-0.0404971j -0.114626+0.024043j 0.0355281-0.1014j 0.0885815-0.0809053j -0.0065052-0.028067j -0.0371995+0.0155277j -0.0256367+0.0758781j -0.0102658-0.011808j 0.0655278-0.00652064j -0.00514087+0.00441612j 0.0349103+0.0137915j 0.01739-0.031729j 
0.00498374-0.0209262j 0.00724672-0.00449955j 0.016942-0.0152294j 0.0273508-0.026319j 0.00533745-0.0215789j -0.0113449+0.0298945j 0.0482992-0.0135124j 0.00572491+0.00508874j -0.0217807-0.0342331j 0.0186482-0.00302427j -0.0127817+0.0260782j -0.0380946+0.000960565j 0.0126688+0.00270339j 0.016184-0.00071229j -0.00924769+0.0138013j -0.0072474-0.0015718j -0.00206891-0.0349992j 0.0412864-0.010429j 0.023112+0.00180429j 0.0159355+0.0198848j 0.00755856-0.026874j 0.0177598-0.0222082j 0.00751249-0.0269936j 0.0251801+0.0528546j 0.0365447+0.00924394j 0.0109558-0.00643567j -0.0123437-0.0379432j 0.0334908+0.0158154j -0.00370958-0.0108345j -0.00855396+0.00139176j 0.0400833+0.0227246j 0.0196398-0.000763433j -0.0592659-0.00260588j -0.0145863+0.000331911j -0.0425534-0.0303604j 0.0012015+0.0167721j 0.0118603+0.0354917j -0.00727711-0.018292j 0.00962983-0.031354j 0.00993226-0.0350857j -0.0199156-0.0317058j -0.0688073-0.0277328j 0.0176044-0.00213839j 0.0440652-0.00431729j 0.0459481+0.0217263j -0.00881904+0.0396329j -0.023771+0.0341562j 0.0242501+0.0539135j -0.023648+0.00680328j -0.00810617+0.019487j 0.0955589+0.0867021j -0.0258932-0.0557226j 0.0142297+0.0633004j -0.0617525+0.0568085j -0.0257581-0.0409875j 0.0464967-0.0893392j 0.0739287+0.0764527j 0.0666603+0.0156527j -0.0201566-0.0324763j -0.112505+0.0147936j 0.0433628-0.00221045j 0.0658474+0.0838157j 0.0019526+0.0519088j 0.0223007-0.0400449j -0.0887425+0.00746615j -0.0393943-0.0627907j 0.0764774-0.0576823j 0.042832+0.0153911j 0.0463782+8.77484e-07j -0.0143695+0.0502546j 0.0245421-0.0904977j 0.0547122+0.0423727j 0.00590369+0.0132127j -0.00186754-0.0335274j -0.00647969+0.00103495j -0.00169195+0.0150433j 0.0381073-0.0588694j -0.0393936-0.0366748j -0.074859+0.113872j 0.0948441-0.0293093j 0.0694299-0.046947j 0.00326008+0.0459685j -0.0105328-0.0340035j 0.0404454+0.0530581j 0.0200592+0.0710348j 0.00834737-0.0347057j -0.0738165+0.0362937j -0.0231674+0.030934j 0.0259654+0.0135866j -0.00872442+0.00363748j 0.0313985-0.0206132j -0.0218341+0.0117965j 
