-0.0165114+0.069593j 0.0120201-0.00702755j -0.0425725+0.013223j -0.0548923+0.0217983j 0.0237466-0.00327384j 0.0289267+0.0225264j -0.0278492+0.00515018j -0.0429627-0.0188004j 0.0173417+0.0198696j -0.00123858+0.00384195j 0.00180817-0.0405296j -0.00496798-0.0094267j 0.0328231-0.00755191j 0.0123209-0.0056675j 0.0172912+0.0533876j 0.00977331-0.00961053j 0.0154402+0.00770035j 0.00589281+0.0147983j -0.00416408+0.000795178j -0.00426295+0.0144754j 0.00922702-0.0049706j -0.00327519+0.0169073j -0.00629634-0.0028034j -0.0104271-0.0275205j 0.00039077-0.0190244j -0.000418955+0.0161534j -0.00823482+0.0251665j -0.0100743+0.000708407j -0.00838277+0.0153844j -0.0194996-0.0139216j -0.00379265-0.0212047j 0.00907374+0.0123689j -0.00425165+0.000793339j 0.00821661+0.00129198j 0.00679855+0.00368144j -0.000646225+0.00249448j 0.00515621-0.0057092j 0.00495366+0.00339344j 0.00857654+0.0163596j 0.000749066+0.00162819j -0.0031353+0.0105454j 0.0154751+0.00780968j -0.0128375-0.00717522j 8.11739e-05-0.0045377j 0.0110339+0.000814688j -0.0072247+0.0035389j -0.00250285-0.00503725j -0.00464061+0.00502272j -0.00149881+0.00407627j -0.00888826-0.0287846j 0.00931909+0.00536872j -0.000532479+0.0154457j -0.00344729+0.00819123j 0.00711765+0.00930937j 0.00450911+0.00827037j 0.00767633+0.00359602j -0.00433429-0.00768359j 0.000995149-0.00106416j -0.00353207-0.00398128j 0.00177448-0.00399999j 0.00176517+0.0245007j 0.0116991-0.0119329j 0.0178094-0.0128953j -0.00550144+0.0146478j 0.00646272-0.0204559j 0.00821692-0.0216627j 0.0237915+0.00889255j -0.00256138-0.00637851j 0.0154953-0.00659729j -0.0232785-0.00776148j -0.0106669+0.0281629j -0.0603889+0.0320303j -0.00331321-0.0151024j -0.012399-0.00934131j 0.0136723+0.0192666j 0.00665177+0.0540783j -0.0227671+0.0136433j 0.0435628-0.0410256j 0.0060048+0.0826413j -0.0774379-0.0523074j 0.070063+0.0396353j -0.0300255-0.0637362j 0.0477508-0.0714566j -0.0916514-0.0384175j -0.0786309-0.0028177j -0.00660117-0.059025j 0.0816671+0.0545741j 0.0368143+0.0784572j -0.00250818-0.0627743j -0.113751-0.100112j -0.135079+0.199729j 0.146966-0.0699297j 
-0.00642594+0.000966744j -0.0135449-0.00611107j 0.0194302+0.0123141j -0.00792519-0.0141271j -0.0132012-0.02404j -0.00777081+0.0130534j 0.0265786+0.0209591j -0.0182559-0.00614048j 0.0196803+0.0842407j -0.0153523-0.0312003j -0.00037327-0.0149294j -0.0295629-0.0241618j 0.00998545+0.0422069j -0.0154257-0.0328343j 0.0118057-0.000260073j 0.0250663-0.0846557j -0.0224365-0.0370526j 0.00276807+0.0308537j 0.0470333+0.0277081j 0.0350575-0.000307875j -0.00274543+0.0196615j -0.0381932-0.0534843j 0.014536-0.0118344j 0.0399733+0.0189571j -0.00802038+0.0123225j -0.0297956+0.064157j 0.04968-0.00964602j -0.0152561-0.0270095j -0.00957691-0.00362896j -0.0239118+0.0360682j 0.000788172+0.0244145j -0.034484+0.0112317j 0.0202424+0.0922042j -0.0467188-0.00400236j -0.0069244+0.0205202j -0.0337042+0.0182185j -0.0363406+0.0211397j -0.0337413+0.0224447j 0.010794+0.0230787j 0.0402463+0.0315077j 0.00550524-0.0565427j 0.0597589+0.0310618j -0.0827288-0.00765768j -0.0317379-0.0474449j 6.47745e-05-0.0620292j 0.0409698-0.0125325j -0.0368574-0.0494827j 0.0471884-0.0375422j 0.0684417-0.0247322j 0.10945-0.0607813j 0.0268677-0.0309403j 0.0116767-0.0244685j 0.0776361-0.0192228j 0.0265484-0.0228004j 0.0327923+0.00360241j -0.026401+0.0228068j 0.0301319+0.059766j -0.0152678-0.0273412j -0.0459898-0.0326625j 0.111221-0.0317019j 0.0382353-0.00491127j -0.0816616-0.0643925j -0.00262761-0.121374j 0.0498263-0.0265281j 0.0278889+0.0382357j 0.0493042+0.0485011j 0.0277643-0.0441731j -0.044052-0.00953078j -0.0420449+0.0523499j -0.00927281+0.0465962j -0.0942032-0.00684937j -0.0465545-0.0226285j 0.0544597+0.00730165j 0.00966425+0.0906904j -0.0395483-0.0257989j -0.0473824+0.0588188j -0.037221-0.0615455j -0.0188111+0.0281189j 0.0260093-0.0312633j 0.0278553-0.0123834j -0.0229082+0.0308482j 0.0245849+0.011829j 0.0434979+0.0163927j 0.0452676+0.00275391j -0.00182655+0.0546395j 0.0181421-0.0320627j 0.0437296-0.0184081j -0.0139334-0.00509865j 0.00352928-0.00236083j -0.00401503+0.0391781j 0.00383427-0.0117577j -0.00991073+0.00320443j 
0.00872052-0.00151839j 0.0115407+0.0104836j -0.0106303-0.0101291j 0.000748429+0.00497461j 0.0161165+0.0116375j -0.000212635-0.0218461j -0.0150317-0.0159157j 0.00968917+0.0102574j 0.0272201-0.00914915j 0.00908314+0.034735j 0.0152396-0.0203711j -0.0444466-0.0239434j -0.0205317-0.0442702j 0.0142833+0.0287397j -0.0220183+0.0154606j -0.00658648+0.0524471j 0.00473039-0.0383058j -0.0231993-0.00361786j -0.00837618+0.0179817j 0.0342167+0.0200246j 0.016805-0.0133195j 0.00137249-0.000750898j 0.0120903+0.0029254j 0.00967476-0.0190251j -0.0140392+0.0103825j -0.00920034-0.0364762j -0.0098128+0.0117011j 0.0352709+0.0648023j -0.00904992+0.00540269j 0.0800226+0.00657245j -0.0122256+0.0110672j -4.00638e-05-0.0284112j -0.0427027-0.0384131j -0.000433202+0.00751901j -0.000400946-0.0144922j 0.0358956-0.0246334j -0.0143914-0.022348j -0.034182-0.0245469j -0.0338265-0.0459427j -0.0249577-0.004585j -0.0189171-0.0443995j -0.0481258-0.03322j -0.102313-0.10523j 0.067781+0.0374074j 0.000131792+0.0220668j -0.0169998+0.0142311j 0.0415238-0.028967j 0.0102507-0.0204214j -0.0555786+0.0249217j 0.0221651+0.0215191j -0.0506029+0.0393466j -0.00555562-0.0109976j 0.0244677-0.00739841j 0.100801-0.0330505j 0.0823189+0.122717j -0.0131457+0.03042j 0.00390303-0.0674144j 0.0106132-0.00670367j 0.0576533-0.00434076j -0.0303049+0.00173322j -0.0461198+0.0561604j 0.0177115-0.118585j 0.0712905-0.0630442j 0.0376326-0.0187093j -0.0499209+0.0201878j 0.014355+0.105296j -0.0454983+0.0269155j -0.0698677+0.0132887j 0.0344775-0.0590714j 0.017223+0.00300117j 0.021651+0.00855905j -0.0361582+0.0254055j -0.0106409-0.0141823j -0.00272187-0.0129375j 0.0285148+0.0597344j -0.0103521+0.0456303j -0.061035+0.00141204j -0.00520066-0.0115549j 0.000254111-0.0143996j -0.0819601+0.11831j -0.0497358+0.0350761j -0.0225954-0.0316283j 0.00518984-0.0356235j 0.0128791+0.0336236j -0.00222909-0.0227488j 0.0291857+0.00119994j 0.00572171-0.0207904j -0.0311051+0.00203272j 0.0105291+0.00192965j 0.0214841-0.0103408j -0.0209842+0.0308844j 0.0250567+0.00154195j 
-0.00291696-0.0100865j -0.0189804+0.00105647j 0.00390749-0.000799437j 0.0212581+0.0213471j -0.0237098+0.0206108j 0.0051878+0.00516752j 0.0395032+0.0233821j 0.00564075+0.00365915j -0.013846+0.0195703j -0.0151527+0.01126j -0.0665197-0.0443447j 0.0904633-0.00816132j -0.0292612-0.00189989j 0.00892697-0.00645428j -0.00781882-0.0159248j 0.0472028-0.00661034j 0.0625338+0.0128635j -0.0107064-0.000546452j 0.0153146+0.00167959j -0.0529459-0.00811126j -0.0435189+0.00226097j -0.00446523+0.0362488j 0.0113608-0.00813514j 0.00202705-0.0248281j 0.0109828+0.010825j 0.0282044+0.000455842j -0.00931554+0.0375403j -0.0338255-0.000193881j -0.0349971-0.0132936j 0.0339903-0.0126784j 0.00740743+0.0551079j -0.0465048-0.00530115j -0.0150121-0.039787j 0.0253839-0.0106276j -0.0113569-0.0448957j 0.0262044+0.0317812j -0.029914-0.0144356j -0.0325205+0.0365772j -0.0280443-0.0524949j 0.0304829+0.0329561j -0.0433214+0.011005j -0.0643475+0.000891575j 0.0453538-0.0352702j -0.116951-0.0529293j 0.0438487-0.0749276j 0.113792+0.0268111j 0.0303826-0.0607409j -0.0716031-0.0214446j -0.0283677-0.0754852j 0.076708-0.0348151j 0.0652033-0.0971238j -0.0160459-0.00158558j 0.0770009-0.069405j 0.010613-0.0370393j 0.0446804-0.0698725j -0.0508748-0.0470137j 0.114667-0.0210989j 0.0313829-0.0292262j -0.0233874-0.0153086j -0.160785+0.063288j 0.0249659-0.0738599j -0.0405545+0.0285507j -0.0653227+0.0809134j 0.104647-0.0368993j -0.0119433-0.0573712j -0.0400211-0.0165653j -0.0616944+0.034467j 0.0333764-0.0843951j -0.0123111+0.00576453j -0.052268+0.0170478j 0.0884872+0.027949j 0.0919744+0.0271774j -0.0683414-0.0572718j 0.037427-0.0402218j 0.00523732+0.0688561j -0.0615181+0.0169209j 0.0858636+0.0726126j -0.00263755-0.0678123j -0.0408149+0.0572541j 0.125003-0.0192919j -0.0152715-0.0375844j 0.0164023+0.0140875j -0.0736375+0.0834933j -0.0041598+0.0272327j -0.0432974-0.00497145j -0.00659393+0.0125302j 0.0790183-0.00617906j 0.000802095-0.029057j -0.00116968+0.0132359j -0.0114246+0.0171959j -0.00283963-0.0664548j -0.061761+0.0268364j 
-0.0129586+0.00417469j 0.00556909+0.0203268j 0.0341141+0.00330516j -0.00108577-0.0347583j -0.00391144-0.0209396j 0.00831056-0.00466459j -0.0397781+0.0194513j -0.00350298+0.0143291j -0.00981287-0.0325381j -0.0292828+0.0150539j 0.0382126+0.0100146j 0.0154303+0.00987861j 0.0187988+0.0033754j -0.00502597-0.0294665j 0.050307-0.0398432j -0.00732645-0.0712515j 0.0618155-0.00687643j 0.0700712+0.0213207j -0.0317277+0.0405515j -0.0133887+0.026154j 0.00205981-0.0106912j 0.00839754-0.0164662j 0.00962931-0.0491206j 0.0162669-0.0280357j 0.0448067-0.00140729j 0.0175636+0.059099j 0.0346367+0.0501474j 0.0402035-0.0398944j 0.000794696-0.00400699j -0.0592413+0.00610898j -0.0321774+0.0155077j -0.00643849+0.0252174j -0.0141585-0.0263584j -0.0771146-0.00901942j -0.0240104-0.077062j 0.0123351+0.0185946j 0.0520126-0.0575085j -0.00318794-0.0441871j 0.0244167+0.0117331j -0.0173532+0.00695074j 0.00539092-0.0103636j -0.0248601+0.0254306j -0.0217143-0.0232592j -0.0894814+0.0287549j -0.131003-0.0774155j -0.0451525+0.0491329j 0.0331758+0.0240168j 0.0150959+0.0281641j -0.0521557-0.0281786j 0.0794223+0.018179j -0.100395+0.0457383j -0.0341114-0.021086j 0.0885472-0.0623226j 0.0588292-0.0634503j -0.152667+0.0751711j -0.00423227+0.103769j 0.00304877+0.0769247j 0.0149261+0.0395646j 0.00243575-0.012045j 0.0096935-0.0966672j -0.0376087-0.0811279j 0.0783498-0.0660129j 0.13982-0.0832512j 0.00394486+0.161438j -0.0948386-0.0658051j 0.116586+0.0572145j -0.0621275+0.0339095j -0.0735087-0.0508164j -0.0414943-0.00224515j 0.104138+0.0846187j 0.0687196-0.0572695j 0.0403206-0.0107125j 0.0234679-0.0280887j 0.087526-0.0786879j -0.0375513+0.0759387j -0.00548255-0.0129026j -0.0390666+0.123138j 0.032494+0.00553498j 0.0524666-0.00553643j -0.0398984-0.0458783j 0.0180935+0.0242775j 0.0270864+0.0241532j 0.0344142+0.0124074j -0.0680624+0.0706063j 0.0624616+0.0587506j 0.00104251-0.0303456j 0.00531868+0.0269316j -0.0619839+0.0387631j 0.00853784+0.00781795j 0.0274988+0.00356142j 0.000552721+0.00279983j 0.0211561+0.00088345j 
-0.00051452-0.0033662j 0.0019481+0.0221869j 0.0303866-0.00907161j -0.00469881-0.00117885j -0.0207106-0.0318477j 0.0063025+0.0186007j 0.0331085+0.0407551j -0.00899281-0.00933931j 0.0335609+0.0220326j -0.00974508+0.00397896j -0.0260982-0.00708139j -0.0344501-0.0156588j 0.0108132+0.0601116j -0.0182254-0.0109694j 0.0250271+0.00502938j 0.0178547-0.028158j 0.0699542-0.0853176j 0.019742-0.000185176j 0.0382581+0.0972215j -0.00347655+0.0624903j -0.0119227+0.00511802j 0.00960369-0.0374528j 0.0161162-0.0659936j -0.00212595-0.0167575j 0.0442771+0.025628j -0.00229207-0.00505243j -0.0176307+0.0112225j 0.0204694+0.0102512j 0.0387003+0.00879271j 0.00014639+0.0645328j 0.0116109+0.0201797j -0.0452635-0.0415471j 0.00139034+0.00135702j -0.00398005-0.0135318j -0.0756547-0.0427327j 0.0810792+0.0576128j -0.00150186+0.00131505j 0.0329751-0.011194j -0.0499693+0.0139712j 0.0400477-0.00726677j 0.0346963-0.0492674j -0.00205471+0.0085705j 0.0634373+0.0397042j -0.0585873+0.0644008j -0.00937608+0.0414451j 0.030825-0.0372508j -0.00621689+0.0611062j -0.0213049+0.0105553j 0.0469303-0.0115923j 0.103458-0.111961j 0.0292729+0.0295896j 0.0450498-0.121491j -0.0404903+0.0350403j -0.0189606-0.0233164j 0.0580395-0.0987609j 0.0436797-0.108636j -0.0394307+0.0617416j 0.0536314+0.0400528j 0.0236055-0.0800139j 0.0207113+0.0159735j -0.0834889+0.0422554j 0.0535983+0.128328j 0.100461-0.0978942j 0.00293452-0.0230652j 0.0270189+0.0617326j -0.0703823-0.102458j 0.0943243-0.0891746j -1.35521e-05+0.0289724j 0.0468918-0.0351405j 0.0117911-0.0515328j -0.169521-0.042978j 0.01132-0.0898025j 0.0451534-0.0466205j -0.00119402-0.0122634j 0.0349487-0.0409992j 0.0202272-0.0362685j -0.0330558-0.0705558j 0.0188088+0.0138391j -0.0108259-0.0361967j 0.0109385+0.0332689j 0.0239399+0.00676021j 0.070998+0.00754345j 0.0310358+0.132697j -0.0733998+0.126255j 0.0492141+0.0335404j -0.0503001-0.0506948j 0.0408498+0.0354376j 0.00180367-0.0130296j -0.00269471+0.00476968j 0.0231688+0.00155465j -0.0182293-0.0347388j -0.023545+0.0147805j 
0.0262358+0.00502375j 0.0100173+0.01654j 0.0327476-0.0163544j 0.0162752-0.020925j -0.00167279+0.0118973j -0.0196521+0.0175998j 0.0251872-0.0270629j 0.0280584+0.0036356j 0.0422729-0.0364263j 0.0307338+0.0424468j -0.00218096+0.026785j -0.033719-0.0405994j 0.0298981-0.029634j -0.00766962+0.0230259j -0.00901582-0.026244j -0.00109509+0.0574803j -0.0227809-0.0246683j -0.0292456+0.00891322j -0.0296659+0.0356163j 0.00590074+0.0238231j 0.0621931+0.0113642j -0.0124264-0.00626581j -0.00351235+0.0301627j 0.0043745-0.0082518j -0.0111685-0.0206017j -0.00928782-0.0196151j 0.00050618+0.00737622j 0.0432514+0.0286565j 0.0176951+0.00591525j -0.0468078-0.0333275j -0.0356798+0.0258499j -0.0383292-0.0290476j -0.0176779+0.03905j -0.0938672+0.00748984j 0.0405026+0.0258971j -0.00572377+0.0120711j 0.0178269-0.0763172j 0.00683516-0.0865629j 0.00510758-0.0151945j 0.0367782-0.00758097j -0.0946882-0.00234089j 0.0246064-0.0578619j -0.0334738+0.0273678j 0.0517264+0.0190351j -0.0327346+0.0181285j 0.0194221+0.00543399j 0.0183183+0.0178743j -0.0228102+0.0113821j -0.00465593-0.0530551j -0.116586+0.104515j 0.0454566-0.00163825j -0.145326-0.0404652j -0.0148887-0.0251944j 0.0657488-0.0369006j -0.0106206+0.0966474j -0.0578533+0.10126j 0.0368324-0.0687306j -0.106576-0.026747j 0.010069-0.00660298j 0.00908398-0.0297531j 0.00673107+0.0502426j 0.0537865-0.111332j 0.11786-0.0228029j -0.00624876+0.000556376j -0.106886-0.0659052j 0.042416+0.0827978j -0.0237046+0.101562j -0.106159-0.0327035j -0.0201351+0.0524309j 0.0791068-0.0310221j -0.0124392-0.0781982j -0.0446006-0.0552701j -0.0267354+0.067729j 0.00756279+0.021753j 0.0288055+0.0634008j 0.0621538-0.00927808j -0.0449748+0.0564516j -0.0464972-0.0168766j -0.055108+0.0178794j 0.000386637+0.038775j 0.00126345+0.0628668j -0.0481016+0.00512632j 0.0617474-0.0249389j 0.0536403+0.0114033j 0.0382989-0.0436035j -0.0515914+0.0231726j -0.0339511+0.0812261j -0.00616721+0.000122056j 0.0197016-0.0318594j 0.0242204-0.02818j 0.0242866-0.0023982j -0.00566689-0.00383247j 
0.00607553+0.0148438j -0.0257835-0.0233704j 0.00325094+0.00907883j 0.0111836-0.0190783j 0.018665-0.00186115j 0.0333399-0.0217961j -0.030965+0.0294207j 0.0260585-0.00744164j 0.0292854-0.028474j -0.021582-0.0314735j -0.0246049-0.0145967j -0.0350186+0.00654865j -0.00262181+0.00702743j -0.00696493-0.00966113j -0.0793176-0.00860283j 0.0205468-0.00122142j -0.0490902+0.0234171j 0.0340238-0.0283252j 0.00346078+0.00877816j -0.0195685+0.0202594j -0.0190975-0.0264376j 0.032127-0.0414123j -0.0145143-0.0292196j 0.0311095+0.0314025j 0.00949125-0.0471147j 0.0538214-0.0496603j -0.0310296+0.0432426j -0.0964142+0.0521052j -0.0147981+0.0298333j -0.081774-0.051353j 0.00813268-0.0163519j 0.0523246+0.0148269j 0.0465573-0.0358151j 0.0396083+0.0136898j -0.0467285+0.0635001j -0.0475249-0.0361005j -0.0487779+0.0274795j -0.038267-0.0350313j 0.023635+0.026197j -0.0792526+0.011169j -0.0133535-0.0836782j 0.0179387-0.100655j -0.00316884+0.00288428j 0.0233418-0.092888j -0.058752+0.0724707j 0.0673031+0.00413209j 0.171726-0.00909812j -0.0919154+0.0343271j 0.0243748-0.0714948j -0.102301-0.0425501j -0.0441597-0.061966j 0.0786464+0.0543313j 0.0237063+0.0869042j -0.163302-0.0461466j 0.00473786-0.122153j -0.00907919+0.0481075j 0.0515731+0.00782338j 0.102981+0.139631j 0.0768856-0.036985j -0.070732+0.00575868j -0.0097422+0.000603879j -0.0860226-0.0228501j 0.00165141+0.0052085j -0.00721366+0.0204547j -0.0333337+0.000319553j -0.0151068-0.0631081j 0.063167+0.0549824j -0.0226656-0.045696j -0.00318821+0.00557926j -0.0235413-0.0570761j -0.0354827-0.10124j 0.00703071-0.00938554j -0.0502524+0.0010504j -0.0520874-0.0614368j 0.0971385-0.0309296j 0.0547403-0.0351334j 0.149759+0.0937035j -0.0359031-0.0458203j -0.0048695+0.0164166j 0.0378764-0.127953j 0.00423173-0.0409359j 0.127497-0.129815j 0.0359434+0.0176927j 0.0176754+0.0546098j -0.0225591-0.0453888j 0.0133516+0.0267305j 0.0137259-0.00204375j 0.0251825-0.0098863j 0.00440115-0.044734j 0.0377026-0.00848529j 0.00176365-0.0175589j -0.0242591+0.0396794j 
-0.0211863-0.0190083j -0.0242658+0.00481367j 0.0267755-0.0213875j 0.01692-0.0232694j -0.0247759-0.0263981j 0.0463879+0.0260858j 0.039153+0.00715849j 0.0133827+0.00722455j 0.00636271+0.0123581j 0.0725787+0.00612059j 0.0231937-0.0231069j -0.0193127-0.017421j -0.0161393-0.00130772j 0.0117946+0.00266182j 0.00816608+0.0236363j -0.00306047-0.027361j 0.0304633-0.0287984j -0.0361695-0.00733219j -0.00369439+0.000990951j 0.0143309-0.0366838j -0.0572917+0.0943055j -0.0254512+0.0275139j -0.00691703+0.00597634j -0.0252831-0.0315132j -0.043645+0.0351664j 0.0210463-0.0299995j 0.0371813-0.0330243j -0.00294959+0.0455142j 0.0118826+0.0139621j 0.0878885-0.0305836j -0.0856808+0.0256355j -0.0303741-0.00453172j -0.0384169+0.0180359j 0.0618965-0.0263087j 0.0307443+0.0164414j 0.00855578-0.0647957j 0.00195135-0.0336261j 0.00621167-0.0212654j 0.0119357+0.0573277j -0.0306132-0.0385017j -0.0409529-0.037861j -0.0273417-0.0411658j 0.0806064+0.0395832j -0.0764621+0.00192413j 0.03999+0.0059653j -0.0392513+0.031298j 0.0670643+0.0603825j -0.0184279-0.0428953j -0.0460718-0.0691264j -0.101593+0.0556096j -0.0369974-0.0684262j -0.0501798+0.0168591j -0.0216174-0.0684462j -0.000331452-0.0872485j 0.0146475-0.00398904j -0.087065+0.0401152j -0.0425874-0.0427049j -0.039576-0.0920226j -0.0713532-0.0148575j 0.0626738+0.0526201j -0.0331228+0.0205437j -0.0229222-0.0756178j -0.0119952-0.114037j 0.0816596-0.105967j -0.00380536+0.0343918j -0.010785+0.0454277j 0.0111803-0.0255405j -0.0719449-0.0244175j 0.0244022-0.0332852j -0.0118222-0.0258316j -0.0928669+0.0196506j -0.0608637+0.00222054j -0.0127692+0.0212396j -0.0645504+0.0107298j 0.0163935-0.0076956j -0.0426241+0.0505242j -0.0132396-0.0158765j 0.0224777+0.0213842j -0.063535-0.0207027j -0.0493411+0.089991j -0.0131167+0.0536029j 0.00657053+0.0236878j 0.0862318+0.0143572j 0.0391508+0.0642008j -0.00992652+0.0284663j -0.0226955-0.0279375j 0.0445555-0.0214429j -0.0174255+0.0219941j 0.0157177+0.00256014j 0.0213548+0.0119556j 0.0304801-0.0154842j 0.00659079+0.000569847j 
-0.00726883-0.0170835j -0.00492182-0.00150866j -0.00935685+0.00897818j 0.00572646+0.0234692j -0.0190625+0.000901248j -0.020978+0.0027135j 0.0269466-0.00560719j 0.0144955+0.0258054j -0.0337412+0.0631255j -0.0150239+0.0204714j -0.0135626-0.00835121j 0.0129142+0.010721j -0.0373388+0.0194059j -0.0254493-0.0665598j -0.0533027+0.0266375j -0.064674+0.0652607j 0.00450487+0.000845472j 0.0376023-0.0108838j 0.0655709-0.0328657j -0.0158247+0.0225646j -0.0126232-0.0277283j 0.0275906+0.033503j 0.0148178-0.0237132j -0.00169931+0.0050247j 0.00397116-0.0262875j -0.00658157+0.0271972j 0.0307899-0.0138794j -0.0146695-0.000676976j -0.0103069-0.0638135j 0.0364775-0.0188684j 0.00515792+0.0191612j -0.0492879-0.0239152j -0.103549+0.081916j -0.0354473+0.00253163j 0.0671928-0.0700219j 0.0311046+0.0195463j -0.0476962+0.0180916j -0.00943977-0.024285j -0.0521624+0.0300605j 0.0329396-0.0470455j -0.0536354-0.0240724j -0.0324275-0.0182224j -0.0277873-0.0706507j 0.0308667-0.0131782j 0.0334753+0.0383595j -0.018179-0.00594108j -0.0484322-0.00284727j 0.0327794+0.0725405j -0.000587552+0.0711749j -0.0737504-0.00472647j -0.0850523+0.08958j -0.066406-0.0936606j 0.127656+0.0248595j 0.0128167-0.0860581j -0.0867017+0.00818719j 0.0045873+0.013443j 0.0796283-0.0191734j -0.0206721+0.0669983j -0.0537851-0.0413175j 0.0520223-0.0844865j 0.0855044+0.0917782j 0.11564-0.0441988j 0.0197843-0.0364411j 0.0430561-0.0322156j -0.0957523-0.0132429j 0.0288686+0.0528054j 0.0180261-0.00858689j 0.0590829+0.0523849j 0.0428752+0.0100759j 0.00118372-0.0118834j 0.032912-0.0242688j -0.0366262-0.00799692j -0.0400784+0.0417366j -0.0119025-0.00540446j 0.0479525+0.0378465j -0.0694912+0.0200598j 0.00959696-0.116174j 0.0217436-0.0719061j -0.035503+0.0143613j 0.00848086+0.0323374j 0.0187385-0.0118824j -0.051763+0.0467615j -0.113375+0.0191574j 0.00597859-0.104395j -0.0262314-0.0472384j 0.059084+0.0507047j 0.0328643-0.04183j -0.0119842-0.00881086j 0.0166701+0.0027934j -0.0180532+0.053086j 0.00386482-0.0150544j -0.0106-0.0167178j 
0.0108436+0.00168735j 0.019256-0.0122574j -0.00470779-0.00576938j -0.00417927-0.00942062j 0.0127007-0.00473697j 0.0119883-0.0340515j -0.0136317+0.00519986j 0.0148359-0.00386037j -0.0253119+0.0184927j -0.00924851-0.0360194j -0.00255379-0.0223396j -0.0163889+4.88897e-05j 0.0562915+0.0396223j 0.0297582+0.076927j 0.00786104-0.0414674j -0.00213913-0.0194171j -0.000523766-0.00401965j -0.025093+0.000660214j -0.0129482+0.0270164j -0.0396632-0.0257429j 0.0215108+0.0509273j 0.0187064-0.0118102j 0.0270477-0.026688j 0.0189074-0.0107658j 0.0263405+0.107263j 0.0443913-0.0464234j -0.049743-0.0489622j 0.00732929+0.0527071j 0.0211973+0.0545796j -0.00807377-0.0107528j 0.0682431+0.00587623j 0.00194612+0.0515027j -0.0228756+0.00997744j 0.0635135+0.0292099j 0.0173621-0.0354877j -0.0357575+0.0627948j 0.00570212+0.025305j -0.14864+0.043705j -0.0574393+0.108573j -0.0471049-0.0498934j -0.0306429+0.0464037j 0.00115284-0.0248836j -0.0562297-0.037194j 0.0312229+0.0806976j 0.0179317-0.0784338j 0.0994973+0.0523102j 0.102253+0.00363179j -0.00100435+0.0258435j -0.165657+0.126085j 0.00821918-0.0533781j -0.0954527-0.0323378j 0.0658528+0.0151432j 0.0882877+0.00763145j -0.103008-0.130306j 0.0224224-0.0974872j -0.046647+0.0113366j 0.104368-0.0367067j 0.00718317+0.211961j -0.030034-0.0199943j 0.00431955+0.0159102j 0.043175+0.0375105j 0.0504321+0.0239698j 0.01716-0.0725903j -0.0865126-0.0436103j -0.0725717+0.0153026j 0.0192268-0.028501j 0.0442542-0.142345j 0.00736693+0.0362752j 0.0602722-0.0888577j -0.0347847-0.0248944j -0.0703656+0.000130882j -0.0215627+0.117611j 0.0774765-0.00658975j 0.0445882+0.0236703j -0.00487072-0.0360055j 0.00354383+0.0553291j -0.00257706-0.0674616j -0.0191033+0.0925957j -0.00593274+0.00495413j 0.0175307+0.00159758j 0.0402778-0.00387882j 0.00838654+0.00965509j -0.0342565-0.00212429j 0.032527+0.0576077j -0.00172754+0.0366355j 0.0205254-0.0435773j -0.0164769-0.0261079j -0.00134476+0.0138631j -0.0106325-0.00044978j 0.0114211-0.00692735j -0.00582008+0.00280144j -0.00281104+0.0230219j 
