0.000745568-0.0283166j -0.035279+0.000313133j -0.00746898-0.0375271j 0.0263327-0.00475242j 0.000806655+0.00411696j 0.00735516-0.00912156j -0.00455369-0.0103551j 0.0214965-0.00536506j -0.00707902-0.00162963j 0.0079506-0.00217728j -0.00212917+0.00849459j 0.00490094+0.0129843j -0.00439358-0.000806886j -0.00450141+0.00329851j -0.00264107-0.00695723j 0.00141215+0.00136578j 0.00518054-0.00354928j 0.00262162+0.00549719j 0.0113401+0.00482913j 0.0038202+0.00355826j -0.000780016-0.00575702j 0.00536769+0.00137807j -0.00761273-0.00742951j 0.00352247+0.00349203j 0.000964414-0.00454777j -0.000111011+0.00942192j -0.00142149+0.000644343j -0.0014352-0.00518392j 0.00211332-0.0065884j -0.00336506+0.00192929j 0.00238755+0.00156297j 0.00555514+0.000931747j -0.00318134+0.0020203j 0.00197785+0.00377947j -0.00230002-0.0040297j -0.0121905+0.000236477j -0.00421438-0.000337021j -0.00517625+0.00057316j -0.00657206+0.000964278j 0.00192309+0.00369686j 0.00166402+0.00847798j 0.00195085-0.00609922j 0.00012024+0.00375072j -0.000283516+0.00159875j 0.00219235-0.00790197j 0.00296288-0.00583777j 0.0018625-0.0017848j -0.00330185+0.00329573j 0.00907687-0.0130146j 0.00257588+0.00332529j -0.0134858+0.00954214j -0.00172941+0.00260801j 0.00390907+0.0105692j -0.000125647-0.00246214j -0.00100753-0.00766158j -0.00907283-0.000943583j 0.00157933+0.00319914j 0.000613331-0.00519017j -0.00128611-0.00480901j -0.00015348-0.00312636j 0.00888995-0.00994535j 0.0158868-0.00652307j 0.00467018+0.0077644j -0.00695339+0.0101571j 0.0194078+0.000769516j 0.0222719-0.00952364j 0.00204256+0.0306121j 0.0273691+0.0150162j -0.0136488+0.0262018j 
0.00294605+0.017677j 0.0148754-0.00166675j 0.0079498-0.00043058j -0.000167301+0.00176005j -0.0226325+0.0155872j 0.0153099-0.0162242j -0.0401732-0.0235518j -0.0170898-0.0211454j -0.0148781+0.0100258j -0.00484422+0.0117929j -0.0024687+0.00275996j 0.0125215-0.022271j -0.00678328-0.0138381j 0.0275613-0.00681406j 0.0120221+0.0287547j -0.0024315-0.00674648j -0.00102476+0.0153257j 0.00521774-0.0152986j -0.00259857-0.00696546j 0.000837612+0.00873051j 0.00414869-0.00495002j -0.00404738-0.00465248j 0.0190593-0.0062416j -0.0018155+0.00376519j 0.0189431+0.0185594j 0.0124559+0.00389897j -0.00630065-0.0137204j -0.00142709+0.0151987j -0.00701471-0.00139392j 0.00877153-0.00441281j -0.00250719-0.0177449j 0.00973694-0.00309129j -0.000147905-6.89964e-05j -0.0184464+0.0110303j 0.0058522+0.00983489j 0.00241747+0.00266995j 0.00248309-0.00398658j -0.0125043-0.00906857j 0.017706-0.0114122j 0.00421826+0.00927401j -0.0129655-0.000743924j -0.0107261+0.00892923j -0.0147326+0.0109325j 0.00350481+0.00798936j -0.0156222-0.00381712j -0.00323407+0.000333543j -0.00765228-0.00342538j 0.00564118-0.00922996j 0.00276176+0.00107666j 0.0217044-0.00447636j 1.60005e-05+0.0133587j -0.0104194+0.00466372j -0.015204-0.0196579j 0.00548063-0.00225141j -0.00413514+0.0285793j 0.0210743+0.00639698j 0.00786054-0.003957j -0.00577094+0.030446j 0.00341809-0.0110137j -0.0242281-0.0230061j 0.0132319-0.00150867j -0.0265211+0.0103485j -0.0155614+0.0147474j 0.0204925+0.0112336j 0.00754482-0.0129645j 0.00123773-0.00337044j 0.00601238-0.0037124j -0.0248346+0.00829405j -0.00681241-0.0228099j 
-0.011224-0.00423149j -0.0142863+0.0118561j 0.0227682-0.0227647j 0.019109+0.0234397j 0.0195144+0.0304362j 0.00844014-0.0105789j -0.0127325-0.00932688j 0.000883223-0.00252331j -0.013945-0.00317538j -0.00281998+0.0222651j 0.0124272+0.0101056j 0.0105533-0.00439121j 0.00415517-0.011777j 0.00394494+0.00157399j 0.0017914+0.00870215j -0.0060788-0.00409382j 0.0142596-0.00426946j 0.00732663-0.00449107j 0.0162411+0.0131461j -0.0112132+0.00523006j -0.00737852-0.0238651j 0.00720783+0.0122414j 0.0120419-0.00322575j -6.65609e-05+0.0101207j 0.0122715+0.0103797j 0.00841533+0.0125512j 0.0002887+0.00394666j -0.00996795+0.00520011j -0.00721834-0.0139725j 0.00451055+0.00286872j 0.00418891-0.00955475j 0.00874339+0.0058955j -0.00897877-0.00329003j -0.0040129+0.00350847j -0.00333888+0.00775148j -0.00635451-0.00197018j -0.00590117-0.00781959j -0.0105133-0.00519343j 0.0100539-0.00353663j 0.00851571-0.00362537j -0.00611309+0.00390422j -0.00839269-0.00275682j -0.0140301+0.00190658j 0.00437296+0.0208616j -0.0153935-0.011779j 0.0039993-0.00331504j 0.00439958-0.0108929j -0.00752767+0.00362034j 0.000796626-0.00349619j 0.0185713-0.000661981j -0.00546547+0.0206966j -0.0137344+0.0135846j -0.00200761-0.0114766j 0.00290185-0.00519528j 0.00610878+0.0154549j 0.00483759-0.00105852j 0.0150207-0.00153129j -0.000695827+0.00301059j 0.00223055-0.0175055j 0.00468218-0.0117964j 0.0221657+0.011339j 0.00726092+0.0145571j -0.00710213+0.0199083j 0.0311776+0.0065366j -0.00452647-0.026892j 0.0293301-0.00316461j 0.00221032+0.0365678j 0.0197736-0.00551176j 0.00680731+0.0116547j 
-0.00484032+0.0168879j 0.0195719+0.0032652j -0.0016029+0.0026931j 0.00762208-0.00864684j 0.0116273-0.0101376j 0.0101538-0.0096146j -0.00557853-0.00359386j 0.00639469-0.00996372j 0.0134601-0.0222664j -0.0220803-0.00350012j -0.0130609-0.00334139j -0.000335018-0.0204306j -0.00922766+0.00363091j 0.0121069-0.0260062j 0.0054124+0.015831j 0.0110524-0.0105025j -0.00219421+0.0149541j 0.000208862+0.00122556j 0.00161517+0.00969475j 0.00239797+0.00272489j 0.00590395+0.00675539j 0.0104227-0.00537359j 0.0105329+0.00155446j 0.00238698+0.00127052j 0.00349205+0.00525749j -0.00159849+0.00526814j -0.0165678+0.00357379j 0.0173218+0.0198426j -0.000332731+0.00905632j -0.00136629+0.015669j -0.010499-0.0177239j 0.00765102-0.00775811j 0.008217-0.00773609j -0.0130974-3.01565e-05j 0.00438182+0.00273139j 0.00675398+0.000963408j 0.00700821+0.01094j -0.00150029-0.0057447j 0.00687787-0.0258605j -0.00898404-0.00289489j 0.00844104-0.00995488j -0.0155247+0.0126637j -0.0148835-0.00556755j -0.00649948-0.00262395j -0.00429038+0.00881423j 0.000764193-0.000523844j -0.0162493+0.00732623j -0.0097541+0.00375415j -0.00317764-0.00123912j -0.00536533+0.00929359j -0.00349157+0.00328827j -0.0021137-0.00711118j 0.00708132-0.0122408j 0.00751983+0.0141335j -0.010574+0.00697058j 0.0147511+0.0239331j 0.0114184-0.000381053j 0.00577703+0.0126731j -0.0150497+0.00778324j -0.0140553+0.0156489j -0.00989348-0.0136781j 0.00937027+0.010173j -0.0169672+0.00964166j 0.0110471+0.0115032j -0.000884257+0.00220598j 0.00164178+0.00790731j -0.0028341-0.00527597j -0.0185974+0.00268269j -0.000193828-0.0120653j 
-0.00934365+0.00331195j -0.00364831+0.0173878j 0.0246531-0.00574581j 0.00547447+0.00284945j 0.0172449+0.0243517j -0.00466335-0.00925807j -0.00694523-0.0133519j -0.00777747+0.00337709j -0.00963103-0.0139869j -0.0127628+0.0102713j -0.0076033+0.0104985j 0.00424133-0.00504782j 0.00184947+5.41433e-05j -0.00656327-0.00307615j 0.00619487+0.0205395j 0.0147029-0.00298265j -0.00214847-0.000290788j 0.00375215+0.00503742j 0.0078336+0.0150832j -0.0136613+0.00231401j -0.00105595-0.0011831j 0.00372941+0.00323243j 0.00910072+0.00615195j 0.00757239+0.0102346j 0.00700922-0.00784466j -0.00096513-0.000809993j -0.0081746-0.00153131j -0.00115265+0.00667726j -0.00640941-0.00375778j 0.00188266+0.00438732j -0.00847652-0.0160569j 0.0106012-0.00686126j -0.00174547-0.001277j -0.00730901-0.00991887j 0.00253539+0.000904302j 0.00310166-0.00120496j -0.00432084+0.00131895j -0.00302362+0.00753249j 0.00763694-0.00613366j -0.00382463-0.00346437j 0.00173573-0.00193903j -0.00136669+0.011601j -0.00555942+0.00507338j -0.00967294+0.0109627j -0.0122248+0.00208402j -0.00679103-0.00309769j -0.00375459-0.00450828j -0.00298434+0.0058384j -0.000200524-0.00976015j -0.000495002+0.00315911j -0.00583467-0.000153907j -0.0070554-0.00750208j 0.0104449-0.00840654j 0.00149636+0.0034798j -3.13961e-06+0.0070953j 0.0120969+0.00698673j 0.0104242-0.0115461j 0.00768369-0.00303537j -0.00170067-0.00621133j 0.00248818+0.000599918j 0.00987008+0.00417339j 0.00754638+0.0164241j -0.0123682+0.0207225j 0.0186402+0.00247421j -0.0088063-0.0122771j 0.0150865+0.00200545j -0.00611511+0.0167449j 0.00649009-0.008676j 0.00756711+0.00193831j 
0.0102392+0.0198887j 0.0169847-0.0100735j -0.017024+0.019384j 0.0070406-0.0203976j -0.00347966-0.00507367j 0.00327806+0.00613968j -0.00156798-0.00545254j -0.00639918-0.00604775j 0.00368738+0.00231112j -0.00127792-0.00403384j 0.00462927+0.0146818j -0.00965282-0.0116732j -0.00865284+0.00480031j 0.0202427-0.00279891j -0.0102465+0.00587094j 0.000186778+0.000397158j -0.0124745+0.0204774j -0.00124463+0.0112864j -0.00965076+0.00775395j 0.000912449-0.00239674j 0.0169875+0.0123325j 0.00302464-0.00992107j -0.00673367-0.0113805j 0.00647425-0.0069477j 7.54228e-05-0.00315071j -0.00662922+0.0112842j -0.0176332+0.000780022j 0.017427+0.00885387j -0.0040015+0.0119382j -0.0092427+0.00961981j -0.0160476+0.00266243j 0.00101437-0.00245378j 0.00441824-0.00118696j -0.00334989+0.00317761j 0.00744142-0.000580902j 0.00119343+0.00134334j -0.00141535+0.0061247j 0.00341717-0.00385281j -0.00489649-0.0137903j -0.0145026-0.0086015j 0.000289289-0.00305797j 0.00330787+0.00748432j -0.00013273+0.00119558j -0.00818022-0.0154723j -0.00131257+0.00596756j -0.00679665+0.00167756j -0.0208038+0.0140926j 0.00695952-8.07727e-05j 0.00641717-0.00101658j -0.00296888+0.0070357j -0.00159897-0.00394159j 0.000284149-0.0167247j 0.000784185+0.00311169j -0.00228417+0.0151683j -0.0127561-0.00114978j 0.003513+0.0106355j 0.0001544-0.00558611j 0.00822758+0.0128489j -0.00646964+0.0141639j -0.00221703+0.00325789j -0.00996394-0.00687169j -0.00778866+0.00100315j -0.0173439-0.00857178j -0.00471452+0.014407j 0.00383047+0.00855419j -0.0157816-0.00826712j 0.0110441-0.0222399j -0.0169885+0.0101694j -0.0112034-0.0133695j 
0.00157472+0.0133037j 0.0131192-0.00152931j 0.0061845+0.0122766j -0.0153312+0.0062591j 9.25681e-05-0.00148578j 0.00901486-0.0108102j -0.0200956-0.00301983j -0.00682181+0.000933672j -0.00447078+0.0160584j -0.00483547+0.00311662j 0.00386464+0.0072427j 0.00333373-0.00561851j 0.00712265-0.0130147j 0.00680696-0.00739311j 0.00012148-0.00223644j -0.00195772+4.90044e-06j -0.00915052+0.00671531j -0.00861249-0.0108964j -0.00232761-0.00196541j 0.00155749-0.00446528j 0.0020772-0.000481524j -0.000360118-0.00693738j 0.00886409+0.00447232j -0.00175914-0.00364553j -0.001975+0.000886084j 0.00517195-0.000863823j -0.000877028-0.000233347j 0.00125437+0.00720269j -0.00105155+0.000411503j 0.00437577-0.00400059j 0.000900071-0.00499962j -0.00529593+0.000614342j 0.000209898+0.00224117j -0.00167182-0.00725777j 0.00415685+0.00621294j 0.00267717+0.00544221j -0.00130932-0.00408251j -0.00464177-0.00377115j 0.0038486+0.000456315j -0.00114027-0.00499331j -0.00557259-0.0119111j -0.00356985+0.00786896j -0.0042217-0.000386252j 0.00192845+0.00122701j -0.00636042-0.00498616j 0.000260136+0.00258217j 0.000139918-0.00375056j 0.00346351-0.00198534j 0.000430534+0.00725873j 0.00274148-0.000714117j 0.00584879+0.000435158j 0.00284259+0.00678883j -0.00574128-0.0127284j 0.000970893-0.00200505j 8.21597e-05+0.00503042j 0.00786487+0.00084258j 0.000542588+0.00165792j -0.00832709+0.00590898j 0.00340956-0.00521357j -0.0057877-0.00158297j 0.000875382+0.00523356j -0.00300703+0.00499836j -0.00298982+0.00105238j 0.00700715+0.00349802j 0.000603689-0.00133696j -0.00931585+0.00393951j 0.00331741-0.0115472j -0.0161142-0.00129289j 0.00168235-0.0142107j 
0.0144926-0.00570089j 0.000839587-0.01469j -0.017672-0.011981j 0.0108114-0.0115369j -0.00352589+0.0117098j 0.0117166+0.0113727j -0.015419-0.0138751j -0.00460969-0.0226803j -0.0137601+0.0140512j 0.00932958+0.0049664j 0.00904149-0.000343143j 0.00311927+0.0173152j 2.197e-05-0.0124248j 0.00509446+0.00924365j -0.00862752-0.00847671j 0.0021866+0.00789657j 0.000301351+0.00817214j -0.0113447+0.00441945j -0.00346121-0.00914339j 0.00172585+0.00354065j 0.0118333+0.00850258j -0.0114547-0.00317645j -0.0145329-0.0110084j -0.00538474+0.00247583j 0.00542831+0.00454642j -0.00148652+0.0119632j 0.00400536+0.0025471j 0.00210723+0.00161111j 0.00481502-0.00537147j -0.00692448+0.000488729j -0.00207782+0.0175021j 0.00645147+0.00881113j -0.00395063-0.00032948j 0.000346389+0.00791563j -0.00104986+0.00289061j -0.00832578+0.000841438j 0.00250405+0.000538697j -0.000248295+0.00162303j -0.00148268+0.00591652j 0.00107876-0.00547507j 0.000672619+0.00224089j 0.0105966-0.00124544j 0.00792161+0.0083027j 0.0025479-0.00487177j 0.00175595-0.00398688j -0.0036105+0.00526146j -0.00142839+0.00543611j 0.000747532-0.00417591j 0.00962893-0.00485421j 0.00860987-0.00524507j -0.000423233+0.00259611j -0.00587596-0.00493639j -0.00912075+0.0117357j -0.00125009-0.000246794j -0.000535498+0.00209512j -0.0148136-0.00858626j -0.00402162+0.00758293j 0.00293281+0.00541657j -0.000459298+0.00144864j 0.00254864-0.0148729j 0.0090882+0.000188964j -0.0121043-0.00966121j -0.00207491-0.0135674j -0.0054302+0.00768704j 0.00599913-0.000311182j -0.00352935-0.0155567j 0.015758-0.000630407j 0.000293427+0.0152407j -0.0172686+0.000145486j 
0.00674075+0.00942195j -0.00376328-0.0136342j -0.00719974-0.000860232j 0.0241955-0.00908778j -0.00444883+0.0121098j 0.0254497+0.00125748j 0.00182246-0.0128251j -0.00890305-0.011867j -0.0121452+0.0172206j 0.00184315+0.0114398j 0.0124004+0.00861049j 0.0105571+0.000264317j -0.0113356+0.00255728j 0.0032282-0.00682637j -0.00441737+0.00087832j -0.00647525+0.00979441j -0.000631769+0.0213889j 0.00788297+0.0105293j -0.0102737+0.00714612j -0.00464836-0.00355542j 0.00588859-0.00502562j -0.00571658-0.00330019j -0.00564688-0.00502336j -0.00399602-0.008223j 0.00386605+0.000659129j -0.00732884+0.0148145j -0.0118321+0.00250889j -8.95189e-05+0.00636211j 0.00110893-0.000974733j -0.00590101-0.00209718j -0.00968774+0.00183087j -0.0028462+0.00309828j -0.00106206-0.00164747j -0.00328796+0.00941801j -0.000633974+0.00328056j -0.00173585+0.00233877j -0.00160785+0.00101083j 0.00158371+0.00526397j -0.00252905-0.00259844j -0.00465132-0.00523816j -0.00637972+0.00457035j 0.012479+0.00657265j 0.00599953+0.00608358j -0.00757821-0.00440568j -0.00369182-0.00351969j -0.00506229-0.00107037j -0.0120434+0.00496803j -0.000944604+0.00375839j 0.00925511-0.0106055j 0.00884812+0.00157832j -0.000245127-0.000594193j -0.00967824-0.0118491j -9.58985e-05+0.00596862j 0.00119882+0.00822641j -0.00682029+0.0118676j -0.00360132-7.14642e-05j -0.0052767-0.00389801j 0.00677661+0.00892453j -0.00267091+0.00441292j -0.00375587-0.0143517j 0.00814058+0.00258893j -0.0154227-0.00160801j -0.00476032-0.00835992j -0.000970264+0.00254359j 0.000992858-0.00927746j 6.96169e-05-0.0172408j 0.0190676-0.000168865j -0.00325444+0.00985859j -0.00916891-0.0051642j 
-0.00404623-0.0266182j -0.0287239-0.00966093j -0.0108032-0.0348578j 0.0156576+0.00821585j 0.00740236-0.00669003j 0.00525026+0.00347246j 0.0112273-0.0111127j 0.0195007+0.0046819j 0.00218759-0.00141442j 0.0174257-0.00492197j 0.0011315+0.00798768j 0.000221551+0.0165056j -0.0172351+0.00763277j -0.0114781-0.00726592j 0.00120512-0.00589288j 0.003768+0.0125922j 0.00843668-0.00672184j 0.00128005-0.0055789j 0.0101315+0.00489777j -0.0018364-0.00554678j -0.00731368-0.00221228j 0.00779571+0.00340799j -0.00744982+0.00102231j -0.00454061+0.0136472j -0.00821043-0.00810137j -0.00653894+0.0110384j -0.00355764-0.00292758j 0.00704753-0.0108771j 0.00241249-0.00467048j -0.00664787+0.00154383j -0.00183295+0.00164008j 0.00497514+0.002208j -0.0021842+0.0040732j 0.00400087+0.00264323j -0.00194587-0.0038894j -0.00598925-0.000405979j 0.000186449+0.00335629j 0.00233236+0.00215098j 0.00207472-0.00322091j -0.00328234+0.00515728j 0.00442146+0.00736349j 0.00566977-0.00846535j -0.00164081-0.00561328j -0.0010798-0.00244283j 0.00589474-0.00173897j -0.00159374-0.00855736j 0.000144718-0.00172352j -0.00335479+0.00787808j 0.00641962-0.0097227j -0.000976944-0.000823856j -0.00799177+0.0146922j -0.0020268+0.00302183j 0.00676256+0.0104644j 0.000113619-0.00228547j 0.00231325-0.0104285j -0.0130911-0.000289038j 0.00367489+0.00129365j 0.00541513-0.0130148j 9.40044e-05+0.00141033j 0.00754675-0.00169157j 0.00119965-0.00748746j 0.018919-0.0115036j 0.00360282+0.00363316j 0.00131927+0.0123925j 0.0150684+0.00104845j 0.0148756-0.010064j 0.00758469+0.0302515j 0.031087+0.00835778j -0.00564625+0.023681j 
-0.0154505+0.013299j -0.00315702+0.0188214j 0.0277645+0.00782508j 0.00530141+0.0256509j -0.00239273+0.0128849j -0.004444-0.018125j -0.0197295+0.00378902j -0.0136624+0.000454604j -0.0143542-0.00254354j 0.00122086+0.0252979j 0.00494825-0.0058779j 0.00842088-0.009868j 0.00350971-0.0118212j -0.00704688+0.0149398j 0.0191412+0.00576543j -0.0103773-0.00813377j 0.000968869-0.00633304j 0.0180216-0.00853425j -0.00401359-0.00907788j -0.00272+0.00289728j -0.0031482-0.0140276j -0.00175317-0.00161706j 0.0139964+0.00554761j -0.00279223-0.00170027j 0.00807388+0.00644603j 0.00361236-0.0117612j 0.00448354-0.00437422j -0.0172822+0.00552262j -0.0111442-0.00478511j 0.0127268-0.00793439j 0.00575018-0.0064275j 0.00238557+0.00265926j -0.00324748-0.00127664j 0.00244369-0.000975811j -0.00199418+0.00637031j -0.000350347-0.000923442j -0.00759184-0.00533044j -0.00501119+0.00267674j 0.0172124+0.0137263j 0.0125449+0.00362733j -0.0098071-0.00259553j -0.00404299-0.00777417j -0.00439543+0.00303608j 0.00839696+0.0140248j -0.0110267-0.000224312j -0.00566064+0.00141252j 0.0170045-0.00890367j 0.0106579-0.00943263j -0.0089618+0.0069373j 0.014091-0.0180349j 0.00636306+0.00803516j -0.0032943+0.0203414j -0.00587394-0.0128481j -0.00342567-0.00971166j 0.0123586+0.00661795j 0.00843252-0.00559015j 0.00698922+0.00374593j -0.00528207-0.000607581j 0.0202092-0.0120919j 0.00674279-0.01645j 0.0202341+0.0176672j -0.0130006+0.019672j -0.00511972+0.0193028j 0.0272886+0.00306386j -0.00134301-0.0263193j 0.0142347+0.0138598j -0.00897254+0.013225j -0.00257577-0.0151215j 0.0152131-0.0061868j 
-0.00602735-0.0236944j -0.0147063+0.0158391j 0.027554-0.0320259j 0.00318559+0.0146922j 0.0201781+0.0121077j -0.00204724-0.00439869j 0.00371486+0.0102754j -7.04383e-05+0.0118299j -0.0103506-0.00170608j -0.00197981+0.023081j 0.00176729-0.00721758j 0.00450421+0.00730475j 0.0111781+0.0078627j -0.0117361+0.0211968j -0.00900667+0.00822051j 0.00811811+0.00421913j -0.00610911-0.0112412j -0.000724925+0.00366145j 0.00238199+0.00420838j -7.93526e-05-0.00460623j -0.0119524-0.00506638j -0.0006056-0.0039449j 0.00147831+0.00192325j 0.00449331+0.011378j 0.00104474-0.00303065j 0.00680557-0.0023715j 0.00954802-0.00344593j -0.0108737-0.0134026j -0.00439667-0.0127018j 0.00219436-0.000241785j 0.00482821+0.00349782j 0.00171849-0.00143106j -0.0022055+0.00392473j 0.00206786-0.00305755j -0.00819215-0.00570189j -0.0120304-0.00521157j -0.0041253-0.00695284j 0.00287385+0.0118811j -0.00800074+0.0171352j 0.000654883-0.00570995j 0.00081883+0.00757341j 0.00439441-0.0126136j 0.0121468+0.00247082j -0.000377213+0.0103444j 0.000874574-0.00516886j -0.00290483-0.00257038j 0.00937891-0.012855j 0.00753317+0.00550938j 0.000669417-0.00262438j -0.00477643-8.83997e-05j -0.000161876+0.0010952j 0.00759344+0.0147138j 0.00216282-0.00102978j -0.00295559-0.00711261j 0.00571709-0.00525994j -0.00512539-0.00522078j 0.0118876+0.000982274j 0.00818404-0.0155888j 0.0148013-0.00638468j 0.0232652-0.00639773j 0.0161482+0.0222397j 0.0133565+0.0153617j 0.00402196+0.0115968j 0.0211145-0.00287728j -0.0117691-0.016241j 0.0185158+0.00311965j -0.00467559+0.0270304j 0.0231216-0.0114362j 0.0116639+0.0202185j 
0.00907369+0.0308051j 0.0413405-0.0247222j -0.0270863+0.0288861j -0.00856797-0.00779358j -0.0161933+0.00256828j 0.0152069+0.012473j -0.00539144-0.00764337j -0.0139799-0.0138173j 0.0109257-0.00506685j -0.0166389-0.00410466j -0.00405095+0.00877422j -0.00888944-0.00464566j -0.00086222+0.000297674j 0.0263365-0.00167416j -0.00176957+0.0167007j -0.000271034+0.00554141j 0.000112543+0.0232374j 0.000988853-0.00202318j -0.0110993+0.00316598j -0.00460661-0.00354584j 0.0096716+0.0109007j 0.00604973-0.00370871j -0.00220657-0.00318575j -0.00860844-0.0077208j 0.0062256+0.00162089j -0.00850359+0.0115744j -0.0118163+0.00673757j 0.0149475+0.0127751j 0.000829714+0.0172185j -0.00863004+0.00110357j -0.0167853-0.00695196j 0.00164706-0.00133531j 0.00520092+0.000993568j -0.00875365+0.00397884j 0.00144375+0.000705279j 0.0132144+0.00442221j 0.00235674+0.00776212j -0.000425871-0.00405292j -0.000214314-0.0205107j -0.0152179-0.00502642j -0.00117765-0.00538642j 0.00233078+0.0149832j -0.00184645-0.000460552j -0.00469546-0.0132936j -0.00264868+0.0111069j 0.000451266-0.00152704j -0.0234586+0.0164457j -0.00604779+4.81766e-06j 0.00346932-0.0012589j 0.00720024+0.00285037j 0.00712432-0.00338532j -0.00545038-0.0144248j 0.000902852-0.00319225j 0.000983505+0.0139979j -0.0146486+0.0123709j 0.00782348+0.0162747j -0.000594462-0.00467919j 0.00439909+0.0205712j -0.0152475+0.017937j -0.0177663-0.00289969j -0.0110418-0.0134197j -0.0167272-0.00200129j -0.0137582-0.00789984j -0.00344395+0.00570098j -0.000728099+0.00402459j -0.0247947-0.0106082j 0.0181717-0.0355386j -0.0384779+0.00956738j -0.00902233-0.0289829j 
0.0184503-0.019474j -0.0207748-0.0124481j -0.0168872-0.0222342j 0.0170813-0.0120541j -0.011095+0.00561499j 0.000624104+0.00371054j 0.0109963-0.0134097j 0.0184555-0.00902753j -0.0011714+0.00653306j 0.0161133-0.0054435j 0.00599769+0.0035508j -0.0077853+0.0143637j -0.00298195-0.00326026j 0.00221872+0.00275589j -0.00935285-0.00797932j 0.000479022+0.00346649j 0.00097495-0.000875052j -0.00757709+0.0152699j 0.00647237+0.00145795j 0.00410956+0.00208033j 0.0061815-0.00378588j 0.0073517+0.00226502j -0.00838216-0.00882108j 0.00588007+7.94303e-05j -0.000593775-0.00865731j -0.0043081+0.0150578j 0.00272957+0.00316307j 0.00204949-0.00439462j 0.00549393-0.00220491j -0.00937207+0.00574124j 0.00720968+0.0107064j 0.0011741-0.00147729j -0.00497575+0.00131908j 0.00836812+0.00889517j 0.000191958-0.00119674j -0.0081855+2.66321e-05j -0.00226767-0.00119159j 0.003582+0.00376642j -0.0103352-0.0013086j -0.00377942-0.00708749j -0.000470573+0.00116916j 0.0132602-0.0058873j 0.00622739-0.00187319j -0.00299024-0.0114361j 0.00488711-0.00371144j 0.00399108-0.000743172j -0.00463312+0.00449838j -0.00723881+0.00362019j 0.00737838-0.00707418j 0.0031624-0.000804065j -0.0105809+0.00558297j -0.00481542-0.00161878j 0.00161125+0.0157961j -0.000377175+0.00153895j -0.00471544-0.00654762j -0.0129212-0.00730882j -0.000296743+0.0076222j 0.00418914-0.00422985j -0.00429019-0.0022952j 0.00515475-0.000379738j -0.00258859-0.00577644j 0.00431224-0.0176337j 0.0137334-0.014491j -0.0133148+0.00755616j 0.00998878-0.000346888j -0.00108156-0.0174574j 0.0156263+0.00253739j 0.0169763+0.0162945j -0.0160195+0.0123162j 
0.00715822-0.0114825j -0.0150499+0.00128159j 0.00452517-0.0131702j 0.0144372+0.00450473j -0.00720045+0.0185976j 0.00927443+0.00432744j 0.0107532+0.00310658j -0.0129441-0.00323344j -0.0200768+0.0195314j 0.00869244+0.0102879j 0.00843579+0.00399542j 0.00727819+0.00470393j -0.00370372+1.07361e-05j -0.0114376+0.0185782j -0.0088216-0.000924493j 0.000929805-0.00137486j 0.00169988-0.00219112j 0.0112644+0.00147532j -0.00131582-0.00243456j -0.00676058-0.00427811j 0.00111993-0.00984169j -0.00494474+0.000905157j -0.0109082-0.00835825j 0.00171359-0.00287603j 0.00469987+0.000174846j -0.000562338+0.00662521j 0.00862176-0.00202094j -0.0077926-0.0112797j 0.0005838-0.00916641j -0.00785846-0.00698064j 0.00328097+0.016797j 0.00063666+0.00829053j -0.00167185-0.000794887j 0.00562358+0.000932942j -0.0086964+0.00241185j -0.00808732-0.00492609j -0.00605397+0.00387767j -0.00244814+0.00820307j -0.00736173+0.0131426j 0.00428878-0.00386346j -0.00463049+0.0100065j 0.0119371-0.00486302j 0.00389194-0.00584712j -0.00241507+0.00668074j 0.000762757+0.00736612j -0.00295426+0.00291008j 0.00683723-0.00526517j 0.0046918+0.000748087j 0.00302321-0.0109814j 0.00668061+0.000216152j 0.00229617-0.00225381j 0.00103554+0.0064187j 0.00198395+0.0106814j -0.0064095-0.00809297j 0.00293511+0.000128743j -0.0128206-0.013429j -0.0111914+0.00165624j 0.0080974-0.0101094j 0.00898144+0.00170161j 0.00841719-0.0210533j 0.0152092+0.00657031j -0.00847852+0.00296679j 0.0136751-0.0038829j 0.00212952+0.000737552j 0.00248805-0.0145503j 0.014479-0.00863107j 0.0112233+0.0190627j 0.0136592+0.00171172j -0.002953+0.00983375j 
