0.000745568-0.0283166j -0.035279+0.000313133j -0.00746898-0.0375271j 0.0263327-0.00475242j 0.000806655+0.00411696j 0.00735516-0.00912156j -0.00455369-0.0103551j 0.0214965-0.00536506j -0.00707902-0.00162963j 0.0079506-0.00217728j -0.00212917+0.00849459j 0.00490094+0.0129843j -0.00439358-0.000806886j -0.00450141+0.00329851j -0.00264107-0.00695723j 0.00141215+0.00136578j 0.00518054-0.00354928j 0.00262162+0.00549719j 0.0113401+0.00482913j 0.0038202+0.00355826j -0.000780016-0.00575702j 0.00536769+0.00137807j -0.00761273-0.00742951j 0.00352247+0.00349203j 0.000964414-0.00454777j -0.000111011+0.00942192j -0.00142149+0.000644343j -0.0014352-0.00518392j 0.00211332-0.0065884j -0.00336506+0.00192929j 0.00238755+0.00156297j 0.00555514+0.000931747j -0.00318134+0.0020203j 0.00197785+0.00377947j -0.00230002-0.0040297j -0.0121905+0.000236477j -0.00421438-0.000337021j -0.00517625+0.00057316j -0.00657206+0.000964278j 0.00192309+0.00369686j 0.00166402+0.00847798j 0.00195085-0.00609922j 0.00012024+0.00375072j -0.000283516+0.00159875j 0.00219235-0.00790197j 0.00296288-0.00583777j 0.0018625-0.0017848j -0.00330185+0.00329573j 0.00907687-0.0130146j 0.00257588+0.00332529j -0.0134858+0.00954214j -0.00172941+0.00260801j 0.00390907+0.0105692j -0.000125647-0.00246214j -0.00100753-0.00766158j -0.00907283-0.000943583j 0.00157933+0.00319914j 0.000613331-0.00519017j -0.00128611-0.00480901j -0.00015348-0.00312636j 0.00888995-0.00994535j 0.0158868-0.00652307j 0.00467018+0.0077644j -0.00695339+0.0101571j 0.0194078+0.000769516j 0.0222719-0.00952364j 0.00204256+0.0306121j 0.0273691+0.0150162j -0.0136488+0.0262018j 
0.0216032-0.00206805j -0.00366504-0.0209618j -0.014994-0.00447493j 0.00709139-0.0123495j -0.019174+0.01423j 0.0126437+0.0143434j 0.00031831-0.00192024j -0.0114481-0.0188109j -0.0227129+0.0354784j 0.0178918+0.0145562j 0.0231247+0.00641686j 0.00203719+0.00943899j 0.0133126+0.00146286j -0.00224498+0.0226376j -0.0134621+0.00213235j -0.0114992+0.0130251j -0.00476157+0.00556468j -0.00263344+0.0127882j -0.0204034-0.0125883j -0.000318878-0.013709j 0.0146947+0.00337408j -0.0140955-0.0031514j -0.0179443-0.0195425j 0.000162542-0.0125491j 0.00493757-0.00212062j -0.0111551+0.00997557j 0.0112371-0.00539612j -0.00735854-0.012836j -0.00405205-0.000676162j -0.016632-0.00846664j 0.00422976+0.028443j 0.00842212+0.00488183j -0.00124305+0.00543427j 0.00299569+0.00623858j -0.00509275+0.00124077j -0.0130675-0.00207753j -0.0122276-0.00698258j -0.00781351+7.61843e-05j -0.0108971+0.0116224j -0.0115049-0.0159437j -0.0109611+0.00365726j 0.0207797-0.00778195j 0.0125475+0.00285853j -0.00705071-0.00995676j 0.00874759+0.00173763j -0.000632177-0.000462301j -0.00764653+0.00474643j 0.0072713-0.00490251j -0.00291314-0.0200117j 0.00492691-0.00456297j -0.00372817-0.0113272j -0.000381958+0.00834321j -0.0161239+0.0209077j -0.0118564-0.000612401j 0.00548552+0.00506539j -0.0113986-0.0268186j -0.0260752-0.00163823j -0.0058185+0.00255391j 0.0120587+0.00845444j 0.0170009-0.0356281j 0.00435963+0.00875825j -0.0223312-0.00201518j 0.00433165-0.0160337j -0.0176667+0.00151713j -0.000441724-0.0111931j -0.0126448-0.0232646j 0.0226651-0.0149259j -0.00107931+0.0121145j -0.0171116-0.00395874j 
-0.0145614-0.0214563j -0.0262112+0.0146394j 0.0125086-0.00782046j -0.000450626+0.0129673j 0.0159104-0.00811398j -0.025817-0.00690322j 0.0158116+0.0201048j 0.00980268+0.0240846j 0.0159544-0.022158j -0.00383933-0.00624335j -0.0118386-0.0129287j 0.00405521+0.0117127j 0.00954121+0.00567948j -0.020503+0.000479099j 0.00322391-0.0134249j 0.00666211-0.00118881j 1.31351e-05-0.0199485j 0.00268219-0.00117011j 0.00924713-0.00144631j 0.00469787-0.00142211j -0.0121149-0.00189612j 0.00641017+0.00107091j 0.00341696+0.00599586j 0.00466487+0.00405166j -0.0143325-0.00441525j 0.00182912-0.00886223j 0.00642109+0.00607151j -0.00951811-0.00720018j 0.00112055-0.00615629j 0.00584127+0.00575933j 0.00472165+4.37975e-05j -0.00150176-0.00389854j -0.0040686+0.00187889j 0.00379401-0.011042j 0.000180407-0.00413966j -0.0088591-0.0027642j 0.00404882+0.00102303j 0.00433598-0.000929366j -0.0032293+0.0169257j 0.000702199-0.00509941j 0.0172821-0.0023561j 0.00346687-0.0187068j 0.00216398-0.00496296j 0.00413289-0.000229948j 0.0105127-0.0160863j 0.00921398+0.00290339j 0.0220214-0.010222j -0.0117583+0.0168466j -0.00485205-0.0100639j -0.0155028+0.00502775j 0.0046489+0.00300212j 0.013886+0.0136115j 0.00388595-0.00348235j -0.00542535-0.0154394j -0.00224025-0.0126223j -0.00724339+0.00623248j 0.0162703-0.00400934j -0.0102441-0.0194582j 0.0062512-0.0107154j 0.0225577+0.0229885j -0.00475798+0.00453499j 0.0252463+0.00165833j 0.0296198+0.0173035j -0.012312-0.0143263j -0.00760982+0.0169898j 0.0147633+0.0193999j -0.0224569+0.0194895j 0.0292934-0.0114011j 0.0164679+0.0211067j 
-0.00865539+0.0168183j 0.0216091+0.00700727j 0.0113604+0.0205746j -0.0155039+0.0120925j 0.00434732-0.00424513j -0.00476222-0.00522275j -0.00488836+0.00502941j -0.00935541-0.0037702j 0.00480866-0.00467774j -0.00544405+0.00120956j -0.00545757-0.00976287j 0.00745132-0.00387959j 0.0106741-0.012346j 0.00594311-0.00230698j 0.00985936+0.00632491j -0.00104213-0.000120988j 0.0144001+0.00205741j -0.0019191-0.0118916j -0.00252365-0.00958827j 0.0106782+0.00953904j -0.00526034-0.0102849j 0.00211089+0.00378944j 0.0195439+0.00959839j 0.000683252+0.00431023j -0.00262278+0.0140334j 0.0130527-0.0117454j -7.32788e-05+0.00267678j -0.0103659+0.0108533j -0.003598+0.00287311j 0.0185444-0.00360558j 0.00358248-0.0137513j -0.00130187+4.00281e-05j 0.00324519-0.00854657j 0.000254663+0.00726882j 0.00876053+0.0054098j 0.00267906-0.00296513j 0.0077252-0.0122773j -0.0119073-0.00189596j 0.0105553+0.00326402j 0.00971668-0.00102543j -0.00431848-0.0200954j -0.0129025-0.000786046j 0.00308074-0.000536521j 0.00510712+0.0114171j -0.0034532-0.00315857j -0.00364162+0.00219456j 0.00769935-0.00553381j -0.00719601-0.0134772j -0.00241403+0.0175292j 0.0123332-0.00953433j 0.00706149+0.00343569j -0.00225149+0.00664308j -0.0180699-0.0142455j 0.0153424-0.0057389j -0.0046081+0.0064145j 0.010576-0.000310399j 0.00818889+0.011533j -0.00707+0.0126961j -0.00739657-0.00280671j -0.0133675+0.00718964j -0.0013085+0.00350863j -0.00477093+0.00289234j -0.0060298-0.00163326j 0.0114384-0.00632672j -0.00978807-0.0027371j -0.0040819+0.0127029j -0.0121235-0.0096919j -0.0195785-0.0121475j 0.012305-0.0108738j 
-0.00907623+0.00918696j 0.0115139+0.00992281j 0.0119478+0.0166027j -0.0127502+0.00714756j 0.0127978-0.00318864j -0.00633208-0.00359506j 0.00494253+0.0151558j -0.00629857+0.0157089j 0.00311053-0.0129506j -0.0132757+0.00481134j 0.00154357+0.000906159j -0.00827075-0.00428608j 0.00588991+0.00694278j -1.68109e-05+0.0117671j -0.0018277-0.000124706j -0.00242205-0.00262825j -0.00922504-0.00449485j -0.00126867+0.00474149j 0.00103952+0.00651845j -0.00601174-0.00737178j -0.00618877+0.0120913j -0.00122737-0.0102745j -0.00214259+0.00821581j 0.00519842+0.00116294j 0.00278157+0.00148462j -0.00762266-0.00649605j -0.000388221+0.00595377j -0.00456136+0.00517338j -0.00469946+0.0050148j 0.000292179+0.000200444j 0.000888022-0.005414j 0.000101407-0.00453193j 0.00200013+0.00222456j -0.000898638-0.00247345j -0.0066728-0.00495956j 1.85362e-05-0.00201017j 0.000599817+0.00223792j 0.00922386+0.00353388j 0.00106934+0.0105947j -0.01387-0.0041958j -0.00550388+0.000571686j -0.00827916+0.00759357j 0.00503049+0.00284052j -0.00497775+0.000650483j 0.00594937+0.00152228j 0.00136243-0.00345675j -0.0034775+0.00259674j 0.0174636+0.0106034j 0.000555845+0.00296811j -0.013429+0.00739776j 0.0106272-0.00702612j 0.00241085+0.00446019j 0.00775535-9.6478e-06j -0.00873379+0.0117715j 0.00386983-0.00569628j 0.000812761+0.000989879j -0.00120162-0.0128175j -0.00339346-0.00724246j 0.00768503-0.00280135j 0.0128069+0.0105253j -0.0130905+0.00944589j 0.0140403+0.0201747j -0.00668017+0.0103408j 0.0102623-0.00426014j -0.0149006-0.00342754j -0.00471952+0.0100154j -0.00632463-0.00926845j -0.00305984-0.011303j 0.0128628-0.00395109j 
0.0135493-0.00926824j -0.00765399-0.0121354j -0.0264861-0.000686818j 0.00343665-0.0250319j -0.0039328-0.0069105j -0.006973+0.0146605j 0.00794214+0.00729645j -0.00135514+0.00180041j 0.00493446+0.00391743j 0.00239058-0.00937312j 0.0102471+0.0067084j -0.0193723+0.00460058j 0.00702747+0.0109627j -0.00386139+0.0132514j -0.0137027-0.00830344j 0.00103669+0.0119289j -0.0202706-0.00121574j -0.00621313+0.0193089j -0.00664486-0.00290475j -0.00513022-0.0151766j 0.00898966+0.0226372j -0.00422399-0.0143366j -0.0215899-0.0067614j 0.00801488-0.00637894j -0.0109991-0.0176351j -0.0178609+0.00790109j -0.00592718+0.00318954j 0.0102896-0.00973899j -0.00469455+0.00572915j -0.0198319+0.00990303j -0.00384951+0.0228575j 0.0154165-0.0100762j -0.00146535+0.0113004j 0.0120116+0.00640833j -0.0077373-0.00230407j -0.00254256-0.000229846j 0.00754302+0.00683502j 0.00936593+0.00837577j -0.022459+0.0118191j -0.00621971-0.00745556j 0.00211941+0.0011284j 0.0217139-0.00046862j 0.0166597+0.00668002j -0.00912878-0.0298815j 0.0115863+0.0170197j 0.0016738+0.0061947j -0.00922168+0.00753788j 0.00663154+0.00336278j 0.00237262-0.0108606j -0.0167395+0.00909086j -0.0119796-0.0130049j 0.0116806-0.0113814j 0.0105623+0.0122709j -0.00780152+0.00654825j -0.0214014-0.0220322j -0.00586576-0.00533279j -0.0106482-0.0123077j 0.00485813-0.00182613j -0.00258065+0.0105666j 0.0146062+0.00778315j -0.00177915+0.00348497j -0.00367859-0.00614158j 0.00323469-0.0192548j -0.0290988-0.000157642j 0.00647845+0.0289191j -0.0181052-0.00791123j 0.00685989-0.0147834j 0.00622984+0.0158135j -0.0165428+0.00323897j 
0.0101485+0.00253062j 0.000177603-0.00699588j -0.00558555+0.00337478j 0.000996405-0.00522973j -0.00601168+0.00870563j 0.0046143+0.0083131j -0.00156713+0.00400066j -0.0133381-0.00670402j -0.0228774+0.020433j 0.00988323+0.0166898j 0.0190635+0.00647069j -0.00267497+0.00531739j 0.0202589-0.00395957j 0.00473505+0.0286388j -0.0102232-0.00485829j -0.0122905+0.00747128j -0.00289974+0.00511376j -0.00539631+0.0109545j -0.00324056-0.00629508j 0.00204942-0.00670523j 0.00625112-0.00608373j -0.013481-0.00979815j -0.0142965-0.0134314j -0.00197151-0.0076343j 0.0024095-0.00386523j -0.0082716+0.00260697j 0.00195087+9.58794e-05j -0.013481-0.00808466j -0.00857231-0.00651779j -0.0144792-0.0102531j 0.00750097+0.025982j -0.00161801+0.0125541j -0.00728456-0.0026258j 0.00712582+0.00437533j -0.00481629-0.000433838j -0.00430136-0.00569387j 0.000595223+0.00195854j 0.00120622+0.00510175j -0.0152464+0.00473073j 0.00298627-0.00998139j -0.00230434+0.00246062j 0.0207014-0.0115531j 0.0198579+0.0139268j -0.0002487+0.0018932j 0.00124861-0.00396584j -0.00078762+0.00489586j 0.00353482-0.00439298j 0.0162468-0.0041969j 0.00372746+0.000622966j 0.0103641-0.013589j 0.00322687-0.0179302j 0.00157034-0.0106584j -0.0142248+0.00701819j -0.00623467+0.0019267j 0.000487802+0.00446921j -0.0155737-0.014273j -0.00391966+0.000465087j 0.000296298+0.00324436j 0.0144251-0.00371996j 0.0172922-0.0143117j 0.0270086+0.0187911j -0.0294296-0.000549587j -0.00271195-0.012922j -0.00207537-0.00138732j -0.0085642-0.00069395j -0.0129672-0.0172918j 0.00973745-0.0130553j 0.00331531+0.005679j -0.00598996-0.00331791j 
-0.00108938-0.0143047j -0.0183367+0.00181719j 0.00734499-0.0175541j 0.0128927+0.00502405j 9.35588e-05+0.00105043j 0.00438098-0.0109104j -0.00958899-0.00765343j 0.0146498-0.00598688j -0.00416779-0.00223435j 0.00346128-0.00840376j -0.00756738-0.000505635j 0.00929909+0.011533j 0.0025132-0.0194333j 0.0164134+0.000382546j 0.00975591-0.00445667j -0.00247421-0.0134471j 0.0244195+0.00224222j 0.0037148-0.0127449j 0.015059+0.00414632j 0.013038+0.0207787j -0.0100569-0.0211475j 0.00230992+0.0118042j 0.0195148-0.000612192j -0.0018448+0.00641431j 0.00547348+0.0210507j 0.0110443+0.00523283j 0.00281154-0.00354741j -0.00994514+0.00414537j 0.00285216-0.00143926j 0.0104656-0.00581967j 0.00993116-0.0192853j -0.00774173+0.005696j -0.00545309-0.0112464j 0.0070413+0.00470718j -0.00210901+0.00805651j -0.00440928-0.00143855j -0.00450193+0.000159144j -0.0153488-0.0138874j 0.00937558-0.00168096j 0.0143652+0.0156248j -0.00560951-0.00474647j -0.00777607-0.0007802j -0.0160823-0.000814856j 0.00914952+0.0165781j -0.00135814-0.0202931j 0.00590459-0.00334172j -0.000710106-0.0122559j -0.00359236-0.0183446j 0.00150164-0.00132693j 0.015675-0.0109451j -0.000899634+0.0231046j -0.0164704+0.0163806j -0.0195855+0.00505371j -0.000896173-0.0105897j 0.00845088+0.0172576j -0.0051973+0.00958231j 0.0205049+0.00899523j -0.010219+0.0121492j -0.00892495-0.00615071j -0.0170401-0.00806215j -0.0126231-0.0110087j 0.00662465-0.0109263j 0.00819437+0.0108708j 0.00596797+0.000686495j 0.0151291-0.00805306j 0.0150334+0.00217796j 0.00588379+0.0213062j 0.0139818+0.00959619j -0.00816583+0.0159471j 
0.00658424+0.00499975j 0.00999808-0.00509404j -0.0164481+0.0124567j -0.00351094-0.0166761j -0.00835095-0.0071094j -0.00251359+0.00361658j -0.00719917-0.00541661j 0.0115166-0.00975845j 0.0115303-0.0101558j -0.0115857-0.0212559j -0.00683818+9.11667e-05j -0.00128158-0.00287452j -0.0024955-0.0048182j 0.0193863-0.00752435j 0.00672208-0.00228817j -0.00112265-0.0063559j 0.00866425+0.0037699j -0.0111657-0.00547582j 0.0037868+0.00499963j 0.00706107+0.0145261j 0.00722485-0.00684487j 0.00397974+0.00908687j 0.00227168+0.00168378j -0.000559238-0.000989137j 0.00511675+0.00396524j 0.00120121+0.00270639j -0.0069405+0.00173323j 0.00453439+0.0102173j 0.00372373+0.0119099j 0.0025977-0.00649429j 0.00168108-0.00932609j -0.00272542-0.000526873j 0.00417635-0.0027318j -0.00178723+0.00379084j 0.00956109-0.00620077j 0.00774078+0.00456675j 0.00739942+0.00258651j -0.0066295-0.00362558j 0.00230115-0.0108385j 0.00352406+0.0111129j -0.00300215-0.00285988j -0.00200059+0.0106116j -0.00719225-0.00384947j -0.000307646-0.00777362j 0.00216171-0.00667269j 0.0118788+0.00469714j -0.00891736+0.0105619j -0.00643532-0.00621003j 0.0127516+0.00610558j 0.00649268+0.00163925j -0.00342986+0.00235011j -0.00739828-0.00725768j 0.00176786-0.00884114j 0.00889902+0.00302307j -0.00682991+0.00661751j 0.00437258+0.0116885j -0.00033118+0.00225112j -0.011072+0.0174764j -0.0148458+0.00203616j -0.0166447+0.0101366j -0.0142978-0.0246294j 0.00256786-0.0133318j 0.00305518-0.0141469j -0.0120674-0.00633011j 0.0016878+0.0160202j -0.00888706-0.000712085j -0.00271626-0.0141488j -0.0114208+0.00991545j -0.0104797-0.00727289j 
-0.00298517+0.0167605j 0.0232148+0.000499898j -0.00656103+0.0271465j -0.0206568-0.00413931j -0.00123301-0.0179187j -0.0119712-0.011937j -0.0245166+0.00205685j 0.000653503+0.00154101j 0.0129281-0.019438j -0.00656327-0.015673j -0.0117886-0.00425464j -0.00328086-0.0111425j 0.00737415-0.0112035j 0.0198996-0.00905931j 0.0101925-0.000978614j -0.00333893-0.0103909j 0.00232556+0.00592454j -0.00197499-0.0155432j -0.000851392-0.00100657j 0.00458396+0.0131943j 0.00732387+0.005537j 0.00168299-0.0118852j 0.00541037+0.00619345j -0.000329303-0.001374j 0.00340794+0.0121027j 0.00167987-0.0124954j -0.00353372-0.00666089j 0.0123931+0.015752j 0.0072745+0.00786346j 0.0117873+0.00184723j -0.000335865-0.0146357j -0.00125257-0.00589951j 0.000618841-0.00109656j -0.0064926-0.00804545j 0.00837422-0.00127155j 0.0111338+0.00352971j 0.00613462+0.00125511j -0.00533408-0.00275272j 0.0126733-0.00467156j 0.00597255+0.00642749j 0.00150293-0.0165226j -0.0230103+0.00158052j -0.0051038-0.000887996j 0.00538896+0.00340663j -0.0114891-0.00169619j -0.00296874+0.0047616j -0.00834084+0.00517979j -0.00258243-0.00687397j -0.00606785+0.0157796j 0.00843973-0.00895722j 0.00178246+0.00567759j 0.00924462-0.00206727j -0.0151903-0.011058j -0.00299385+0.00636558j 0.000860517+0.000386717j 0.0193578+0.00351683j 0.0184942-0.00265624j -0.0207255+0.015114j -0.00649078-0.0125044j -0.00665597+0.0140605j -0.0172278-0.00421289j -0.00290615-0.000422875j -0.0137659+0.0117212j -0.00697394-0.000602428j -0.00163379+0.0157595j -0.0206831+0.0115893j -0.0119488-0.0303936j -0.0287714+0.00313423j 0.00124294-0.0193998j 
-0.0120985+0.0319389j 0.042379+0.0132984j 0.000741447+0.0381183j -0.0218525-0.000161442j 0.00514722-0.0184155j -0.0189217+0.00644389j 0.00610069+0.0142865j -0.0180073+0.00648172j 0.0234289-0.0199571j -0.0236111-0.00563095j -0.0176154-0.0149928j -0.00656065-0.0310614j -0.0023551+0.008861j 0.00201656-0.023381j 0.0132946+0.0065953j 0.00914562-0.00819739j -0.00833262+0.00703697j -0.000383569-0.00805057j -0.00446089-0.0011806j -0.00323864-0.00145019j 0.00586614+0.00710417j 0.00334832-0.0094672j 0.0158321+0.0186696j 0.000613641-0.0044596j -0.00796753-0.00210862j -0.00138843-0.0163533j -0.00577916-0.00251344j 0.0107348+0.00442615j 0.00216524+0.0101522j 0.0123776+0.00962621j -0.00555585-0.015001j -0.00155177-0.00398208j 0.0151978-0.00835299j -0.00964935-0.00707647j 0.0036162-0.00382121j 0.00196985+0.00489447j 0.0138614+0.0109443j 0.00410565-0.00559552j 0.0094247-0.00510422j 0.00189531+0.00397504j 0.00527694-0.01481j -0.00417823+0.0134067j -0.00924544+0.00168422j -0.00776197+0.00553977j 0.00438826+0.0149046j 0.001929+0.00138034j -0.0134801+0.000964536j -0.0037621-0.00156407j -0.00929734+0.0224518j -0.010842+0.00721927j 0.00373039-0.0137483j 0.0226214-0.00723089j 0.0190973-0.0117031j 0.0118008+0.0150239j 0.0109583+0.00742288j 0.0146507+0.0174675j -0.000883908-0.000130057j 0.00437457+0.00883513j -0.00995401+0.0171311j 0.000679167+0.0275893j -0.0151225-0.00836778j -0.0135253+0.0190974j -0.0104655+0.00207248j -0.00637209-0.0229968j -0.0142512+0.0097399j -0.0156705+0.0308749j -0.0202752-0.0262585j -0.0374363-0.0186896j 0.022226-0.0243017j 
0.0220953+0.00520296j 0.0120829-0.0182475j -0.0229252+0.0105676j -0.00750387-0.0206362j -0.0134485-0.0155996j 0.00330126+0.0015236j -0.0078162-0.0110357j 0.016673-0.0122986j 0.0159008+0.0111001j 0.0109394-0.0291834j -0.00210045-0.00480118j 0.00336643+0.00918071j -0.00547065-0.00796522j 0.0202451-0.011128j 0.00714033-0.00869712j -0.002271-0.00655533j 0.0173757+0.0172581j -0.0128882-0.00613085j -0.00982372-0.00869907j 0.0255223+0.0105555j 0.0130389-0.00157321j 0.00207088+0.00764682j 0.00134633-0.0065853j -0.0111857+9.07441e-05j -0.000443239+0.00864322j 0.00428807-0.001804j -0.00302232+0.00283557j 0.0135267+0.00541429j 0.010776+0.00570206j -0.00166033-0.000466889j -0.00510202-0.0113044j -0.00777707+0.0066673j 0.00677513-0.0119476j 0.00878698+0.0166893j 0.0115077+0.00595604j 0.00605614+0.0145148j -0.003423-0.00724742j -0.00275205-0.0079564j 0.0019293-0.011839j 0.00352832+0.00450729j 0.00549436-0.00266432j -0.0100661+0.000884668j -0.0150725+0.000745013j 0.00158872-0.0186729j 0.00525218+0.00543439j 0.0145156+0.00951755j -0.00289527+0.0213245j -0.000372849-0.0112963j 0.0129858+0.0143862j 0.0117498-0.0109055j -0.00629732+0.0130495j -0.00716589-0.0064779j -0.0279001+0.00238111j 0.00662014+0.00837483j -0.00837722+0.00394395j -0.00531616+0.0211203j 0.00562159+0.0153064j -0.020787+0.0173989j -0.0106251+0.0011101j -0.00279306+0.00276358j -0.0251588-0.0133717j -0.00726342-0.027425j 0.0112831-0.0180489j -0.0217891+0.00751945j 0.0223038+0.020303j -0.0257976-0.00835572j 0.0150102-0.0222164j -0.0195498+0.0138131j -0.0185332-0.0117595j 
0.00940962+0.00884389j 0.0158711-0.00886265j -0.0146274+0.0130444j -0.00697424-0.0166794j 0.000564668-0.0119468j 0.000816443+0.00281781j -0.0053775+0.00023383j 0.00652406+0.00340756j 0.0191221-0.0109594j -0.00361757-0.0153609j -0.0048031-0.00660665j -0.00964858-0.00603481j -0.00409291+0.0103164j -0.00888846-0.0131436j -0.00540154-0.00592671j 0.0106308-0.00292782j -0.0149637+0.00713116j -0.000911375+0.00116861j -0.00844669-0.00096746j -0.00200283-0.00846305j 0.00935531+0.0198909j 0.000969139-0.00888978j -0.0050786+0.00885672j -0.000272675-0.00373987j -0.000551126-0.00328428j -0.00875959-0.0014897j -0.00569703+0.00573291j 0.0154194+0.00406975j 0.014069+0.0156448j 0.00553722+0.0105843j -0.00928768-0.000885242j -0.00057262-0.000362329j 0.00622075-0.00192721j 0.00492836-0.00429613j 0.00442687+0.00117268j 0.0138292+0.00640867j 0.0042464+0.00949789j 0.0113965-0.00234809j -0.00759558-0.00544404j -0.0131021-0.0123726j 0.0104405-0.0133846j -0.00603751+0.017547j -0.00183316-0.00705806j -0.00271943-0.00656942j 0.00108924+0.0128317j -0.0138195-0.00468701j -0.00283809+0.015195j -0.0187924+0.00967648j -0.0132019-0.012483j -0.0176102+0.0118577j -0.00493294-0.0052235j 0.0216365-0.0157256j 0.00915053+0.0124654j -0.00295371+0.00529456j -0.011083-0.00851081j -0.00276865+0.0125679j -0.00639072-0.00538154j 0.00164197-0.00751396j -0.0139099+0.0142354j 0.00114971+0.0115666j -0.0229868-0.0140579j 0.0111831+0.00134477j 0.00710912-0.00547372j -0.0235576+0.00378179j 0.00886333+0.0128016j -0.0206663+0.00305138j -0.000447162-0.0266192j -0.0239161+0.00359728j -0.0053466-0.0152323j 
0.0147465+0.0024133j 0.00071293-0.0102359j -0.0210307-0.0168587j 0.016016-0.0153259j -0.00284651+0.00437988j 0.0190148+0.00314202j 0.00119758-0.017211j 0.0134308-0.00775134j -0.00271723-0.00645391j -0.00233775-0.00534814j -0.00296506+0.012935j -0.0033481-0.00078389j -0.0159587+8.66973e-05j 0.0113783-0.00697807j -0.00626306+0.00393581j 0.00438042+0.00340407j 0.00227625+0.0178936j 0.00395546+0.0130961j -0.000522663+0.0191463j -0.00683933+0.00361967j 0.0144375+0.00257953j 0.0117041-0.00643528j -0.0142884-0.014472j 0.00173807+0.00772447j 0.0125472-0.00201948j -0.0069906+0.00906763j -0.0211889-0.000252277j 0.0167332+0.00535534j 0.00800167+0.00479712j -0.00877282+0.010006j -0.0180032-0.0113651j 0.00485542+0.00204224j 0.00258392-0.00533833j -0.00747426+0.00780303j 0.00546436-0.00498807j 0.00781602+0.00209492j -0.00353476+0.00815713j -0.00274333+0.000616481j -0.00190531-0.0196512j -0.0166036-0.00379896j 0.0049104+0.00315568j 0.0106723+0.00726922j 0.00492396-0.00175397j -0.00958586-0.00939253j -0.00390007+0.0138238j -0.0119233-0.00277581j -0.0111915+0.0281084j -0.00312872+0.00749777j 0.0155754-0.0138128j -0.000722514+0.00454335j -0.0078154-0.00158853j -0.00962514-0.0245696j 0.00821848+0.00578315j 0.000140761+0.0174482j -0.0130738+0.00533516j -0.00809676+0.0237598j -0.000531208+0.0035095j 0.00925871+0.00792295j -0.00355107+0.00704958j -0.0027206+0.00332878j -0.00339386-0.0180676j -1.23251e-05-0.00775322j -0.0109083+0.00138055j -4.41791e-05+0.0161232j 0.00566748+0.00270009j -0.00574238-0.0239981j 0.0178444+0.00500911j 0.000771082+0.0122819j -0.0190646-0.00284498j 
-0.0107188+0.020807j 0.0299357+0.0128292j 0.00398112+0.0256309j -0.0166283+0.000189056j 0.00889918-0.015559j -0.0150009-0.00582699j -0.00519303+0.0153425j -0.0127068+0.00770294j 0.0220304-0.0216575j -0.0222482-0.0091856j -0.0152463-0.0116939j -0.00823968-0.0200224j -0.00379716+0.0090667j -0.000665628-0.0193916j 0.00599382+0.00869687j 0.00956337-0.0100045j -0.012231-0.00320492j -0.000944611-0.0089647j -0.00427887+0.000629563j -0.00266466-0.00788907j -0.00526346+0.0097516j 0.00809523-0.00777159j 0.0141655+0.017799j 0.00386461+0.00232832j -0.0054281+0.00124668j -4.55304e-06-0.0095508j -0.00896156-3.7695e-06j 0.0115085+0.0127133j 0.00235824+0.010767j 0.00317109+0.01175j -0.00749387-0.0138783j 7.00945e-05-0.0103091j 0.00480624-0.00565943j -0.0111936-0.0130937j 0.00210048+0.00424818j 0.00839692-0.000559979j 0.00723921+0.0049598j 0.000707137-0.00423718j 0.00532133-0.00810817j -0.00109198-0.00837318j 0.0131577-0.0136789j -0.00844861+0.00434008j -0.00222169-0.00290549j -0.00778995-0.00302401j 0.000748255+0.0127296j 0.000448191+0.000450363j -0.00444141+0.00827538j 0.00140028+0.00128366j -0.0234959+0.0128096j -0.00581836+0.0135199j -0.00704926-0.00695016j 0.0191973-0.00291467j 0.00872328-0.0138379j -0.00715419+0.00961117j -0.0126146+0.00278424j 0.0177094+0.0101965j 0.0142256-0.0131253j -0.00302549+0.0125877j -0.00357153+0.0104187j -0.00796836+0.0193337j -0.017935-0.00407222j 0.00469313+0.0143243j -0.0110523+0.0156436j -0.00448124-0.00645634j -0.0103105+0.01882j -0.00674073+0.0288843j -0.0200756-0.0166112j -0.0289175-0.0109027j 0.0150938-0.0167099j 
