-0.293488-0j -0.00613003-0j -0.229691-0j 0.222885-0j -0.197686-0j -0.00484172-0j 0.276922-0j -0.181587-0j -0.17363-0j -0.00419305-0j -0.121058-0j -0.129732-0j 0.178032-0j 0.22333-0j -0.00388201-0j -0.00375038-0j -0.160144-0j 0.155399-0j -0.00277344-0j -0.149801-0j 0.224333-0j -0.103785-0j -0.0998675-0j 0.145362-0j 0.144082-0j 0.10071-0j -0.133986-0j -0.00345909-0j -0.0529627-0j -0.0617899-0j 0.197843-0j -0.00328158-0j 0.103852-0j -0.00218772-0j 0.18769-0j 0.184238-0j -0.00211825-0j -0.0957244-0j 0.080322-0j -0.065538-0j 0.131363-0j -0.0873841-0j 0.0899383-0j -0.00135358-0j 0.164787-0j -0.0237829-0j 0.0847947-0j 0.112822-0j 0.134092-0j -0.0021402-0j 0.121797-0j -0.00116498-0j -0.0270331-0j 0.173112-0j 0.0403486-0j -0.0360441-0j 0.066631-0j 0.052464-0j 0.111185-0j 0.0605802-0j 0.113991-0j -0.000624226-0j 0.107472-0j 0.0702817-0j -0.00498669-0j 0.0714052-0j 0.0468545-0j 0.0188093-0j 0.0118529-0j 0.0794341-0j 0.0332474-0j 0.0372147-0j 0.0289897-0j 0.0083627-0j 0.013438-0j 0.00368251-0j 0.000559986-0j 
0.000888877-0j 0.000938023-0j -0.000668976-0j 0.000702865-0j 0.000598726-0j -0.00071247-0j 0.000432183-0j -0.00161042-0j 0.000525867-0j 0.000641625-0j 0.000366643-0j -0.0011486-0j -0.00053989-0j 0.000231575-0j -0.00173945-0j 0.000573887-0j -0.000466421-0j 0.00049005-0j -0.00124063-0j 0.00127758-0j -0.000336681-0j -0.000302276-0j 0.000302465-0j -0.0013423-0j 0.000111861-0j 0.000317588-0j -0.00118827-0j -0.000509013-0j -0.00172993-0j -0.000914172-0j 0.000308766-0j 0.00141402-0j -0.000957368-0j 0.000334768-0j -0.000857741-0j -0.000183713-0j -0.00222243-0j -0.000847513-0j 4.98374e-05-0j 0.00397848-0j -0.000398366-0j 0.000745253-0j 0.00187005-0j -0.0010118-0j 0.000170871-0j 7.20305e-05-0j -0.000783007-0j -0.000802118-0j -0.000611767-0j 0.00280339-0j -9.09331e-05-0j -0.000171429-0j 0.00164144-0j 0.00076078-0j 2.08485e-05-0j -0.000533267-0j 0.000103989-0j 0.00236656-0j -0.000252767-0j -0.000558465-0j 0.0010118-0j -0.000653985-0j -0.000107166-0j 0.000122796-0j -0.000162658-0j -0.000544377-0j 2.90718e-05-0j -2.43818e-05-0j -0.000329234-0j -0.000180281-0j -0.000236035-0j -1.84917e-05-0j -8.78667e-05-0j 3.23808e-06-0j -1.73899e-05-0j -1.2185e-06-0j 1.57585e-07-0j 
1.65632e-05-0j 3.45953e-07-0j 1.29628e-05-0j -1.25787e-05-0j 1.11566e-05-0j 2.73247e-07-0j -1.56283e-05-0j 1.0248e-05-0j -3.83469e-05-0j 2.36639e-07-0j 6.83199e-06-0j 7.32151e-06-0j -1.00474e-05-0j -1.26038e-05-0j 2.19085e-07-0j -8.28288e-07-0j 9.03787e-06-0j -8.77006e-06-0j 1.56522e-07-0j 8.45416e-06-0j -1.26604e-05-0j -5.17001e-05-0j 5.6361e-06-0j -8.20364e-06-0j -8.13137e-06-0j 5.01681e-05-0j -2.95915e-05-0j 1.95217e-07-0j 2.989e-06-0j 3.48716e-06-0j -1.11654e-05-0j -7.24752e-07-0j -5.86096e-06-0j -4.83168e-07-0j 4.14522e-05-0j -1.03976e-05-0j 1.19545e-07-0j -2.11412e-05-0j -4.53304e-06-0j 3.69869e-06-0j 2.90122e-05-0j 4.93159e-06-0j -5.07574e-06-0j -2.98945e-07-0j 3.6394e-05-0j 1.34221e-06-0j -4.78546e-06-0j -6.36721e-06-0j 2.96149e-05-0j 1.20784e-07-0j 2.68993e-05-0j 6.57466e-08-0j 1.52563e-06-0j -9.76974e-06-0j 8.91116e-06-0j 2.03418e-06-0j -3.76037e-06-0j -2.96085e-06-0j -6.27479e-06-0j -3.4189e-06-0j -6.43319e-06-0j 3.52287e-08-0j -6.06527e-06-0j -3.96641e-06-0j 2.81428e-07-0j -4.02981e-06-0j -2.64427e-06-0j -1.06152e-06-0j -6.68927e-07-0j -4.48293e-06-0j -1.87635e-06-0j -2.10024e-06-0j -1.63606e-06-0j -4.71956e-07-0j -7.58384e-07-0j -2.07826e-07-0j -4.04789e-08-0j 
0.0028406-0j -0.00875563-0j -0.00213786-0j 0.01053-0j 0.00191336-0j 0.00665029-0j 0.00168995-0j 0.00175753-0j 0.00168052-0j -0.00598902-0j 0.00117169-0j -0.0036706-0j -0.0080884-0j -0.0101841-0j -0.00554475-0j -0.00535674-0j -0.00149055-0j 0.00734171-0j 0.0115802-0j -0.00139428-0j -0.00131651-0j -0.000965986-0j 0.000966592-0j 0.00686754-0j -0.0066344-0j 0.00475797-0j 0.00129682-0j 0.0047512-0j 0.000512613-0j -0.00292143-0j 0.00120736-0j 0.00450738-0j -0.0143429-0j -0.00312477-0j 0.0011454-0j 0.00807927-0j -0.00302554-0j -0.00270841-0j 0.00488865-0j -0.00185432-0j -0.00596815-0j -0.00081333-0j -0.00408611-0j 0.0094443-0j -0.00751452-0j 0.000230189-0j 0.00400607-0j -0.00514484-0j -0.00239217-0j 0.00893621-0j 0.00539317-0j 0.00160015-0j -0.00179138-0j -0.00101592-0j 0.0133264-0j -0.00170417-0j 0.000406622-0j -0.012108-0j -0.00511962-0j -0.00836668-0j 0.0151957-0j 0.00610438-0j 0.00471291-0j -0.00411351-0j -0.000519807-0j -0.00212865-0j 0.00285171-0j 0.0153691-0j -0.00493245-0j 0.0106923-0j 0.0103803-0j -0.01182-0j -0.00861903-0j 0.0131806-0j -0.0320984-0j -0.00942712-0j 0.0033741-0j 
0.000592585-0j 0.000625349-0j 0.000463771-0j 0.000468577-0j -0.0019513-0j 0.000493923-0j 0.000288122-0j 0.000366643-0j 0.000350578-0j -0.00209112-0j 0.000244429-0j 0.000261942-0j 0.000374281-0j 0.000154383-0j 0.00039602-0j 0.000382591-0j -0.00158074-0j -0.00159712-0j 0.00028293-0j 0.000302465-0j 0.000233406-0j 0.000209554-0j 0.00132293-0j 0.0003056-0j 7.45742e-05-0j 0.000211726-0j -0.00132254-0j -0.00172508-0j 0.000106938-0j 0.00012476-0j -0.0010063-0j 0.000334768-0j 0.000218331-0j 0.00146422-0j 0.000195281-0j 0.00012736-0j -0.00105639-0j -0.000944867-0j 3.32249e-05-0j 0.000132328-0j -0.00135009-0j 0.00115757-0j 0.00018908-0j 0.000138085-0j -0.000556884-0j 0.00391239-0j 0.00116956-0j 7.79916e-05-0j 0.000139516-0j -0.00106734-0j 6.30398e-05-0j 0.00420093-0j 5.45827e-05-0j -0.000880512-0j 1.3899e-05-0j 0.000477472-0j 0.00245054-0j 0.000110297-0j -0.000281328-0j 0.000835577-0j 7.87998e-05-0j -0.000311308-0j 0.00048742-0j 2.90718e-05-0j 1.00687e-05-0j -0.000363192-0j 0.000127155-0j 5.55099e-06-0j 2.49187e-05-0j -0.00020099-0j 2.29833e-05-0j -6.26697e-05-0j 1.19915e-05-0j -1.05532e-05-0j 3.96582e-06-0j 8.44732e-07-0j 1.05057e-07-0j 
-0.00127009-0j -2.65281e-05-0j 0.000955879-0j 0.000964547-0j 0.00166337-0j 2.01493e-05-0j 0.0011984-0j -0.000785827-0j -0.000751395-0j 3.52811e-05-0j -0.000523885-0j 0.0016412-0j -0.000740895-0j 0.000966474-0j -1.67997e-05-0j -1.623e-05-0j -0.0012958-0j -0.00130755-0j 3.50861e-05-0j 0.000623411-0j -0.00093358-0j 0.000431912-0j 0.00211279-0j 0.000629065-0j 0.000623523-0j 0.000435829-0j 0.00112738-0j -2.79891e-05-0j -0.0002292-0j 0.00130623-0j -0.00166468-0j 1.36566e-05-0j -0.0013138-0j 4.62833e-05-0j 0.000812241-0j -0.000766722-0j 1.78233e-05-0j -0.00235454-0j 0.000347599-0j 0.000829105-0j 0.00106292-0j -0.00177779-0j -0.000374287-0j 2.86146e-05-0j -0.00138655-0j 0.00110922-0j -0.00179391-0j 0.000488245-0j -0.00169637-0j -5.26428e-05-0j -0.000506868-0j -3.79755e-05-0j 0.000800964-0j 0.00140073-0j 0.000174611-0j -0.00372499-0j -0.00225863-0j -0.00110908-0j -0.000935526-0j 0.00374658-0j -0.00144207-0j -3.59607e-05-0j 0.00218647-0j -0.000292484-0j 0.000232416-0j 0.00293495-0j -0.000991249-0j 8.13983e-05-0j -0.000451811-0j 0.00195385-0j -0.00098509-0j 0.000301122-0j -0.00061284-0j -7.03652e-05-0j -0.000170001-0j -1.53251e-05-0j 2.42338e-06-0j 
-0.000898089-0j 0.000910227-0j -0.000702865-0j 0.000709593-0j -0.00060493-0j 0.000718931-0j -0.000385832-0j 0.00162711-0j -0.000531316-0j 0.000622613-0j -0.000370443-0j -0.000396985-0j 0.000566796-0j -0.00109688-0j -0.00168791-0j 0.000556882-0j -0.00049005-0j 0.00049474-0j 0.00041182-0j 0.0013423-0j -0.00031256-0j -0.000317588-0j -0.0003056-0j -0.00135515-0j -0.001177-0j 0.000320628-0j 0.00120059-0j 0.000513629-0j 0.00174786-0j -0.00018908-0j -0.000275652-0j -0.00142684-0j 0.000330631-0j 0.000324848-0j 0.00076575-0j -0.000904878-0j -0.00215658-0j -0.000292922-0j -0.000909476-0j 0.00137506-0j 0.000418219-0j 0.000783007-0j -0.00196324-0j 0.000200989-0j -0.000809348-0j -7.2777e-05-0j -0.000790501-0j 0.00379932-0j -0.000186829-0j -0.000930567-0j -0.000994956-0j 0.000172984-0j 0.00024223-0j 0.000706275-0j -0.000582033-0j -0.000110297-0j -9.28362e-05-0j -0.000489098-0j 0.00265961-0j 0.000192868-0j 0.00163941-0j 9.26893e-05-0j -0.000527846-0j 0.00233026-0j -1.52595e-05-0j -9.94881e-05-0j -0.000530528-0j 0.000963747-0j 3.77358e-05-0j -0.000648897-0j -0.000163294-0j -0.000536827-0j -0.000328247-0j -0.000171873-0j -0.000235137-0j -8.68871e-05-0j -1.66067e-05-0j 
-0.000128298-0j -0.000135392-0j 9.65584e-05-0j -0.00010145-0j -8.64186e-05-0j 0.000102836-0j -6.23802e-05-0j 0.000232444-0j -7.59023e-05-0j -9.26107e-05-0j -5.29204e-05-0j 0.000165786-0j 7.79264e-05-0j -3.3425e-05-0j 0.000251069-0j -8.28335e-05-0j 6.73221e-05-0j -7.07326e-05-0j 0.00017907-0j -0.000184402-0j 4.85957e-05-0j 4.36297e-05-0j -4.36571e-05-0j 0.000193744-0j -1.61458e-05-0j -4.58399e-05-0j 0.000171513-0j 7.34697e-05-0j 0.000249694-0j 0.000131949-0j -4.45666e-05-0j -0.000204096-0j 0.000138184-0j -4.83195e-05-0j 0.000123804-0j 2.65166e-05-0j 0.000320781-0j 0.000122328-0j -7.1934e-06-0j -0.000574244-0j 5.74992e-05-0j -0.000107568-0j -0.000269918-0j 0.000146041-0j -2.46631e-05-0j -1.03967e-05-0j 0.000113017-0j 0.000115776-0j 8.8301e-05-0j -0.000404635-0j 1.31251e-05-0j 2.47437e-05-0j -0.000236922-0j -0.000109809-0j -3.00922e-06-0j 7.69704e-05-0j -1.50095e-05-0j -0.000341584-0j 3.64838e-05-0j 8.06074e-05-0j -0.00014604-0j 9.43945e-05-0j 1.5468e-05-0j -1.77241e-05-0j 2.34776e-05-0j 7.8574e-05-0j -4.19615e-06-0j 3.51921e-06-0j 4.75209e-05-0j 2.60214e-05-0j 3.40688e-05-0j 2.66905e-06-0j 1.26825e-05-0j -4.67376e-07-0j 2.51001e-06-0j 1.75875e-07-0j -2.27455e-08-0j 
-0.00074104-0j 0.00381719-0j -0.000579955-0j -0.0105835-0j -0.000499146-0j 0.00301496-0j 0.01556-0j -0.000458495-0j -0.000438405-0j 0.00261103-0j -0.000305663-0j -0.000327565-0j -0.00845373-0j -0.00592594-0j 0.00241734-0j 0.00233538-0j -0.000404354-0j -0.00737902-0j 0.00172703-0j -0.000378239-0j 0.012605-0j -0.000262052-0j -0.000252159-0j -0.00690244-0j -0.0130415-0j -0.00478215-0j -0.000338307-0j 0.00215399-0j -0.000133728-0j -0.000156016-0j 0.0111166-0j 0.00204345-0j -0.00493134-0j 0.0013623-0j 0.0105461-0j -0.00488865-0j 0.00131904-0j -0.000241698-0j 0.00613542-0j -0.00016548-0j -0.00623771-0j -0.000220639-0j -0.00427067-0j 0.000842882-0j -0.00437254-0j -6.00504e-05-0j -0.00402642-0j -0.00299368-0j 0.00753452-0j 0.00133271-0j -0.0110243-0j 0.000725437-0j -6.82568e-05-0j 0.00972703-0j 0.0168618-0j -9.10091e-05-0j 0.00374393-0j -0.00249122-0j -0.0100638-0j -0.00287662-0j -0.0030247-0j 0.000388708-0j -0.00285171-0j 0.00536849-0j -1.25911e-05-0j 0.00401219-0j 0.00357899-0j 0.00630186-0j -0.000562827-0j -0.00718992-0j -0.000882204-0j 0.0155522-0j 0.00221439-0j -0.0132813-0j 0.00450227-0j -0.0289373-0j -0.028274-0j 
-7.56005e-07-0j -1.57905e-08-0j -5.91668e-07-0j 5.74135e-07-0j -5.09227e-07-0j -1.24719e-08-0j 7.13332e-07-0j -4.67754e-07-0j 1.75029e-06-0j -1.0801e-08-0j -3.11836e-07-0j -3.3418e-07-0j 4.58598e-07-0j 5.75282e-07-0j -9.9998e-09-0j 3.7806e-08-0j -4.12521e-07-0j 4.00297e-07-0j -7.1442e-09-0j -3.85878e-07-0j 5.77865e-07-0j 2.35978e-06-0j -2.57252e-07-0j 3.74443e-07-0j 3.71145e-07-0j -2.28985e-06-0j 1.35066e-06-0j -8.91039e-09-0j -1.36428e-07-0j -1.59166e-07-0j 5.09629e-07-0j 3.30803e-08-0j 2.67515e-07-0j 2.20535e-08-0j -1.89202e-06-0j 4.74584e-07-0j -5.45648e-09-0j 9.64957e-07-0j 2.06904e-07-0j -1.68822e-07-0j -1.32422e-06-0j -2.25095e-07-0j 2.31675e-07-0j 1.36449e-08-0j -1.66115e-06-0j -6.12632e-08-0j 2.18425e-07-0j 2.90622e-07-0j -1.35173e-06-0j -5.51302e-09-0j -1.22778e-06-0j -3.00091e-09-0j -6.96353e-08-0j 4.45926e-07-0j -4.06737e-07-0j -9.28471e-08-0j 1.71637e-07-0j 1.35144e-07-0j 2.86404e-07-0j 1.56051e-07-0j 2.93634e-07-0j -1.60796e-09-0j 2.7684e-07-0j 1.81041e-07-0j -1.28454e-08-0j 1.83935e-07-0j 1.20694e-07-0j 4.84514e-08-0j 3.05322e-08-0j 2.04617e-07-0j 8.56431e-08-0j 9.58626e-08-0j 7.46756e-08-0j 2.15417e-08-0j 3.46153e-08-0j 9.48589e-09-0j 1.05726e-08-0j 
-8.55322e-05-0j -9.02613e-05-0j -6.69396e-05-0j -6.76333e-05-0j 0.000281646-0j -7.12917e-05-0j -4.15868e-05-0j -5.29204e-05-0j -5.06016e-05-0j 0.000301827-0j -3.52802e-05-0j -3.78081e-05-0j -5.40229e-05-0j -2.22833e-05-0j -5.71605e-05-0j -5.52223e-05-0j 0.00022816-0j 0.000230524-0j -4.08375e-05-0j -4.36571e-05-0j -3.36892e-05-0j -3.02465e-05-0j -0.000190949-0j -4.41095e-05-0j -1.07639e-05-0j -3.056e-05-0j 0.000190892-0j 0.000248994-0j -1.54351e-05-0j -1.80076e-05-0j 0.000145247-0j -4.83195e-05-0j -3.15133e-05-0j -0.000211342-0j -2.81864e-05-0j -1.83828e-05-0j 0.000152477-0j 0.00013638-0j -4.7956e-06-0j -1.91e-05-0j 0.000194869-0j -0.000167081-0j -2.72914e-05-0j -1.99308e-05-0j 8.03793e-05-0j -0.000564705-0j -0.000168812-0j -1.12571e-05-0j -2.01373e-05-0j 0.000154057-0j -9.09901e-06-0j -0.000606352-0j -7.87834e-06-0j 0.000127091-0j -2.00614e-06-0j -6.89172e-05-0j -0.000353706-0j -1.592e-05-0j 4.06062e-05-0j -0.000120605-0j -1.13738e-05-0j 4.49334e-05-0j -7.0353e-05-0j -4.19615e-06-0j -1.45329e-06-0j 5.24223e-05-0j -1.83533e-05-0j -8.01216e-07-0j -3.5967e-06-0j 2.90104e-05-0j -3.31735e-06-0j 9.04559e-06-0j -1.73082e-06-0j 1.52322e-06-0j -5.72416e-07-0j -1.21927e-07-0j -1.51636e-08-0j 
-0.00011111-0j -0.000117253-0j 8.3622e-05-0j -8.78582e-05-0j -7.48407e-05-0j 8.90588e-05-0j -5.40229e-05-0j 0.000201303-0j -6.57333e-05-0j -8.02032e-05-0j -4.58304e-05-0j 0.000143575-0j 6.74863e-05-0j -2.89469e-05-0j 0.000217432-0j -7.17359e-05-0j 5.83027e-05-0j -6.12562e-05-0j 0.000155079-0j -0.000159697-0j 4.20851e-05-0j 3.77844e-05-0j -3.78081e-05-0j 0.000167787-0j -1.39827e-05-0j -3.96985e-05-0j 0.000148534-0j 6.36267e-05-0j 0.000216241-0j 0.000114271-0j -3.85958e-05-0j -0.000176752-0j 0.000119671-0j -4.18459e-05-0j 0.000107218-0j 2.29641e-05-0j 0.000277804-0j 0.000105939-0j -6.22967e-06-0j -0.00049731-0j 4.97957e-05-0j -9.31567e-05-0j -0.000233756-0j 0.000126475-0j -2.13589e-05-0j -9.00381e-06-0j 9.78759e-05-0j 0.000100265-0j 7.64709e-05-0j -0.000350424-0j 1.13666e-05-0j 2.14287e-05-0j -0.00020518-0j -9.50974e-05-0j -2.60606e-06-0j 6.66583e-05-0j -1.29986e-05-0j -0.00029582-0j 3.15959e-05-0j 6.98081e-05-0j -0.000126475-0j 8.17481e-05-0j 1.33957e-05-0j -1.53495e-05-0j 2.03322e-05-0j 6.80471e-05-0j -3.63397e-06-0j 3.04773e-06-0j 4.11543e-05-0j 2.25352e-05-0j 2.95044e-05-0j 2.31146e-06-0j 1.09833e-05-0j -4.04759e-07-0j 2.17373e-06-0j 1.52313e-07-0j -1.96982e-08-0j 
-0.000449044-0j -0.000473872-0j 0.00171673-0j -0.000355075-0j -0.000302465-0j 0.00182834-0j -0.000218331-0j -0.000277832-0j -0.000265658-0j -0.000324137-0j -0.000185221-0j -0.00244513-0j 0.00138547-0j -0.000116987-0j -0.000300093-0j -0.000289917-0j 0.00119693-0j -0.000247564-0j -0.00264104-0j 0.00111963-0j 0.000863991-0j 0.0007757-0j -0.0001528-0j -0.000231575-0j -5.65103e-05-0j -0.00016044-0j -0.000205002-0j 0.00130623-0j -8.10343e-05-0j -0.000691942-0j -0.000155983-0j 0.0012392-0j -0.00203803-0j -0.000169118-0j -0.000147979-0j 0.000471444-0j -0.000163748-0j -0.00180417-0j -2.51769e-05-0j -0.00123523-0j 0.00102229-0j 0.000653116-0j 0.000699913-0j -0.00076584-0j -8.63208e-05-0j -3.63885e-05-0j -0.000135085-0j -5.90998e-05-0j -0.00130232-0j -0.00203803-0j 0.000233353-0j 0.000439923-0j 0.0026957-0j 0.000666722-0j -1.05323e-05-0j -0.000403633-0j -5.25332e-05-0j -0.000611724-0j -4.36077e-05-0j -0.00118885-0j -0.000735564-0j 0.00314498-0j 0.000275009-0j 0.000107614-0j 0.00453061-0j -0.000412042-0j -1.46865e-05-0j -4.20638e-06-0j 0.00472923-0j -0.00038378-0j 0.00113508-0j 4.74534e-05-0j -6.65068e-05-0j -1.63582e-06-0j -3.70193e-05-0j 3.12692e-06-0j 1.61016e-07-0j 
0.000129628-0j -0.00013138-0j 0.00010145-0j -0.000102421-0j 8.73142e-05-0j -0.000103769-0j 5.56901e-05-0j -0.000234853-0j 7.66889e-05-0j -8.98664e-05-0j 5.34688e-05-0j 5.72999e-05-0j -8.18099e-05-0j 0.000158321-0j 0.000243629-0j -8.03789e-05-0j 7.07326e-05-0j -7.14096e-05-0j -5.9441e-05-0j -0.000193744-0j 4.51141e-05-0j 4.58399e-05-0j 4.41095e-05-0j 0.000195598-0j 0.000169886-0j -4.62787e-05-0j -0.00017329-0j -7.4136e-05-0j -0.000252282-0j 2.72914e-05-0j 3.97869e-05-0j 0.000205947-0j -4.77225e-05-0j -4.68877e-05-0j -0.000110527-0j 0.000130608-0j 0.000311275-0j 4.22796e-05-0j 0.000131272-0j -0.000198473-0j -6.03647e-05-0j -0.000113017-0j 0.000283369-0j -2.90103e-05-0j 0.000116819-0j 1.05044e-05-0j 0.000114099-0j -0.000548384-0j 2.69665e-05-0j 0.000134316-0j 0.000143609-0j -2.49681e-05-0j -3.49629e-05-0j -0.000101942-0j 8.40093e-05-0j 1.592e-05-0j 1.33997e-05-0j 7.05952e-05-0j -0.000383882-0j -2.78381e-05-0j -0.000236629-0j -1.33785e-05-0j 7.6188e-05-0j -0.000336344-0j 2.20252e-06-0j 1.43599e-05-0j 7.65751e-05-0j -0.000139105-0j -5.44669e-06-0j 9.36602e-05-0j 2.35694e-05-0j 7.74843e-05-0j 4.73784e-05-0j 2.48077e-05-0j 3.39391e-05-0j 1.25411e-05-0j 2.39697e-06-0j 
0.000740885-0j -0.00151727-0j 0.000579834-0j 0.000517648-0j -0.000970297-0j -0.0011984-0j 0.00137676-0j 0.000458399-0j 0.000438314-0j 0.0020179-0j 0.0003056-0j 0.000327496-0j 0.000413478-0j 0.000236177-0j -0.000960856-0j -0.000928275-0j -0.000786031-0j -0.000701731-0j -0.000686469-0j 0.00037816-0j 0.0011153-0j 0.000261997-0j -0.00123246-0j 0.000337603-0j -0.00117126-0j 0.000233898-0j -0.000657641-0j 0.00166468-0j 0.0001337-0j 0.000155983-0j -0.00191244-0j -0.000812241-0j 0.000241195-0j 0.00264717-0j 0.000933129-0j 0.000194836-0j 0.00101941-0j -0.000469841-0j -0.00179393-0j 0.000165445-0j -0.000593194-0j -0.0010784-0j 0.000208881-0j -0.000335032-0j -0.00033883-0j -0.000647046-0j -0.000962746-0j 0.000119312-0j 0.000666659-0j 0.00102997-0j -0.000990098-0j 0.00225863-0j 6.82426e-05-0j -0.00167339-0j -0.00167341-0j -0.000444818-0j -0.00259479-0j 0.000121847-0j 0.00175734-0j -0.000687819-0j 0.000120549-0j 0.000300408-0j -0.000555615-0j -0.00156969-0j 1.25885e-05-0j -0.000690237-0j 0.00511577-0j -0.00123223-0j 2.75283e-05-0j 0.0012555-0j 3.516e-05-0j 0.00300094-0j -0.000647465-0j 0.00153543-0j -0.000880351-0j -0.000472174-0j -0.000118213-0j 
-7.40731e-05-0j -7.81686e-05-0j -5.79714e-05-0j -5.85721e-05-0j 0.000243913-0j -6.17404e-05-0j -3.60153e-05-0j -4.58304e-05-0j -4.38222e-05-0j 0.00026139-0j -3.05536e-05-0j -3.27428e-05-0j -4.67852e-05-0j -1.92979e-05-0j -4.95025e-05-0j -4.78239e-05-0j 0.000197592-0j 0.00019964-0j -3.53663e-05-0j -3.78081e-05-0j -2.91757e-05-0j -2.61942e-05-0j -0.000165367-0j -3.81999e-05-0j -9.32177e-06-0j -2.64657e-05-0j 0.000165317-0j 0.000215635-0j -1.33672e-05-0j -1.55951e-05-0j 0.000125787-0j -4.18459e-05-0j -2.72914e-05-0j -0.000183028-0j -2.44101e-05-0j -1.592e-05-0j 0.000132049-0j 0.000118108-0j -4.15311e-06-0j -1.65411e-05-0j 0.000168761-0j -0.000144696-0j -2.3635e-05-0j -1.72606e-05-0j 6.96105e-05-0j -0.000489049-0j -0.000146195-0j -9.74894e-06-0j -1.74394e-05-0j 0.000133418-0j -7.87998e-06-0j -0.000525117-0j -6.82284e-06-0j 0.000110064-0j -1.73737e-06-0j -5.9684e-05-0j -0.000306318-0j -1.37871e-05-0j 3.5166e-05-0j -0.000104447-0j -9.84997e-06-0j 3.89135e-05-0j -6.09275e-05-0j -3.63397e-06-0j -1.25858e-06-0j 4.53991e-05-0j -1.58944e-05-0j -6.93873e-07-0j -3.11483e-06-0j 2.51238e-05-0j -2.87291e-06-0j 7.83371e-06-0j -1.49894e-06-0j 1.31915e-06-0j -4.95727e-07-0j -1.05591e-07-0j -1.31321e-08-0j 
-0.00103702-0j -2.16601e-05-0j 0.000780472-0j 0.00078755-0j 0.00135813-0j 1.64518e-05-0j 0.000978488-0j -0.000641625-0j -0.000613511-0j 2.88069e-05-0j -0.00042775-0j 0.00134004-0j -0.000604938-0j 0.000789123-0j -1.37169e-05-0j -1.32518e-05-0j -0.00105802-0j -0.00106761-0j 2.86477e-05-0j 0.000509013-0j -0.000762265-0j 0.000352655-0j 0.00172508-0j 0.000513629-0j 0.000509104-0j 0.000355853-0j 0.000920505-0j -2.2853e-05-0j -0.000187141-0j 0.00106653-0j -0.00135921-0j 1.11506e-05-0j -0.00107272-0j 3.77901e-05-0j 0.000663192-0j -0.000626026-0j 1.45527e-05-0j -0.00192248-0j 0.000283813-0j 0.000676961-0j 0.000867872-0j -0.00145156-0j -0.000305604-0j 2.33638e-05-0j -0.00113211-0j 0.000905675-0j -0.00146472-0j 0.00039865-0j -0.00138508-0j -4.29827e-05-0j -0.000413856-0j -3.10069e-05-0j 0.000653985-0j 0.00114369-0j 0.000142569-0j -0.00304144-0j -0.00184417-0j -0.000905564-0j -0.000763854-0j 0.00305907-0j -0.00117745-0j -2.93618e-05-0j 0.00178524-0j -0.000238812-0j 0.000189767-0j 0.00239638-0j -0.000809352-0j 6.64614e-05-0j -0.000368902-0j 0.00159531-0j -0.000804323-0j 0.000245865-0j -0.000500382-0j -5.74529e-05-0j -0.000138805-0j -1.25129e-05-0j 1.97868e-06-0j 
0.000112261-0j -0.000113778-0j 8.78582e-05-0j -8.86991e-05-0j 7.56163e-05-0j -8.98664e-05-0j 4.82291e-05-0j -0.000203389-0j 6.64145e-05-0j -7.78266e-05-0j 4.63053e-05-0j 4.96232e-05-0j -7.08495e-05-0j 0.00013711-0j 0.000210989-0j -6.96102e-05-0j 6.12562e-05-0j -6.18425e-05-0j -5.14774e-05-0j -0.000167787-0j 3.907e-05-0j 3.96985e-05-0j 3.81999e-05-0j 0.000169393-0j 0.000147125-0j -4.00785e-05-0j -0.000150073-0j -6.42037e-05-0j -0.000218482-0j 2.3635e-05-0j 3.44565e-05-0j 0.000178355-0j -4.13289e-05-0j -4.0606e-05-0j -9.57188e-05-0j 0.00011311-0j 0.000269572-0j 3.66152e-05-0j 0.000113685-0j -0.000171883-0j -5.22773e-05-0j -9.78759e-05-0j 0.000245405-0j -2.51237e-05-0j 0.000101168-0j 9.09712e-06-0j 9.88127e-05-0j -0.000474915-0j 2.33537e-05-0j 0.000116321-0j 0.000124369-0j -2.1623e-05-0j -3.02788e-05-0j -8.82844e-05-0j 7.27541e-05-0j 1.37871e-05-0j 1.16045e-05-0j 6.11372e-05-0j -0.000332451-0j -2.41085e-05-0j -0.000204926-0j -1.15862e-05-0j 6.59807e-05-0j -0.000291282-0j 1.90744e-06-0j 1.2436e-05-0j 6.6316e-05-0j -0.000120468-0j -4.71697e-06-0j 8.11121e-05-0j 2.04117e-05-0j 6.71034e-05-0j 4.10309e-05-0j 2.14841e-05-0j 2.93921e-05-0j 1.08609e-05-0j 2.07584e-06-0j 
