0.0119103-0.00828938j -0.0174291-0.00779058j -0.028166-0.0076089j -0.00639775-0.0214289j 0.0176904+0.0354691j 0.0136137-0.0224001j -0.0235843-0.023233j -0.00795839-0.0306756j 0.000354203-4.28527e-05j -0.00893352+0.00407134j 0.0279931-0.0130752j -0.0297715+0.00197272j -0.0151546+0.0030528j 0.000205068+0.0129346j -0.0118064-0.0060369j -0.00044147-0.00169322j 0.0005209-0.0230623j 0.0175564+0.0177619j -0.00292725-0.00835015j -0.0111533+0.0181025j 0.0111155+0.00788279j -0.00242969+0.00627483j -0.0012158-0.0111023j 0.0158472-0.00246751j 0.00759985-0.00260498j -0.00531123+0.00409701j -0.0046742+0.00492195j -0.00258621+0.00666775j 0.00103586-0.00773692j -0.00970528+0.0140088j 0.0203652+0.00150388j 0.00112842+0.0151266j 0.00745198+0.00533811j -0.0159931-0.00125647j 0.00990141-0.00709707j -0.00512456-0.0122546j -0.013568-0.00167032j 0.0233981-0.00555196j 0.0289365+0.0252816j -0.00432671-0.010645j 0.0140304-0.0180845j -0.00681267+0.0225498j -0.00308779+0.0181626j 0.0142517-0.0025824j 0.003846-0.0264862j -0.00658792-0.0277452j 0.00715358-0.0207375j -0.0313333-0.00934615j 7.6721e-05-0.00843084j -0.0287807-0.00117453j 0.00100573-0.0299208j 0.0065396-0.019043j 0.00839814+0.0198409j -0.0113244-0.00669003j -0.0008236-0.00446969j -0.043139-0.00680656j 0.00221459-0.00293781j -0.00904475-0.0195969j -0.00402319-0.00189941j 0.0248684+0.0151893j 0.00316363+0.0112214j 0.0144835-9.50551e-05j -0.0143778-0.0138563j -0.0150443+0.0173962j -0.00695621+0.012916j 0.0354925-0.0223436j 0.0146337-0.024829j 0.0741284+0.040495j 0.00734064+0.00279447j 0.0601808+0.0174799j -0.00407066+0.00731469j -0.0105459-0.00409656j 
-0.00380628-0.000761742j 0.00440455-0.00750457j -0.00259012+0.00787702j 0.0105928-0.00548077j 0.0115058-0.00562242j 0.00327436-0.0026909j 0.00115485+0.00626033j 0.0189138-0.0117501j -0.00393047+0.00244205j 0.00277491-0.00782133j -0.00457023-0.004436j -0.0102185-0.00235816j 0.00729821-0.00917146j -0.0039633-0.00979016j 0.00102121+0.00113922j 0.00441451+0.0132387j 0.0099157+0.00328055j 0.00355046+0.00236575j 0.00389457-0.00396743j -0.00443864-0.00338833j -0.00437097-0.00566517j -0.00132359-0.00494598j -0.00724945-0.00679472j -0.00620233+0.0101604j -0.00864666-0.0101841j 0.000729991-0.00250967j 0.00326617-0.00304712j 0.004583-0.00795765j -0.00780258+0.000901721j -0.00861034-0.00242527j -0.0026104+0.00075052j -0.000244421-0.00299904j 0.00303419+0.00740235j -0.00377255-0.00177395j -0.00136407+0.00666636j -0.00124586-0.00876021j 0.000711042+0.00113132j 0.0168715-0.00932122j 0.00603509+0.0012675j -0.000855986-0.00974712j -0.00544198-0.00109751j 0.00834662-0.00619428j 0.0081033+0.000584819j -0.000786029+0.00305457j 0.00505192+0.00236845j 0.00575505-0.00442201j -0.0133533+0.00721338j 0.000999478+0.00151298j -0.000471406+0.0110228j -0.00224739+0.000971948j 0.00287878-0.00500867j 0.00642783+0.000253161j 0.00891524-0.00623919j -0.0110527-0.00305192j -0.00706035-0.00453176j -0.000891463-0.00492808j -5.28507e-05+0.001123j -0.00549269+0.00263059j -0.0062659+0.0155708j -0.0102587+0.0103682j -0.00964891-0.0021028j -0.00146924-0.00364281j -0.00771163+0.0105311j -0.00219842+0.00262915j -0.000264842-0.00270936j 0.00252798+0.00512779j 0.00293515+0.000306314j 0.00286309-0.00293407j -0.00243649+0.00267964j 0.000253616+0.00100155j -0.003186+0.000907133j 0.0011547+0.000416035j 
0.00287032+0.000137106j 0.00301398-0.00194198j -0.00490775+0.00669075j 0.00566034+0.0005472j 0.00418938-0.0162409j -0.00244004+0.00431531j 0.0119112+0.00276143j 0.00733088-0.000466747j 0.0155018+0.0040268j -0.010266+0.0157527j 0.00073788+0.00441485j 0.00958657+0.0121959j 0.0136448+0.0139286j 0.0156229-0.0158492j -0.00392209+0.00278372j -0.0101114+0.00756612j -0.0056574+0.0124794j -0.000900179+0.000146782j 0.00771832+0.00606383j -0.0178485+0.00380675j -0.00015772+0.00481339j 0.00192403+0.00197096j 0.0144458-0.0170797j -0.00293186+0.000581608j -0.0249636+0.00439453j 0.00238528+0.00979869j -0.0109272-0.000484657j -0.00645403-0.0161885j 0.00439022+0.00655874j 0.00181925-0.00909383j 0.00299484+0.00414828j 0.0109743+0.00333067j 0.00169086-0.00357224j -0.00344841-0.000743258j -0.0101133-0.00195631j 0.00582279-0.00330745j 0.00230847+0.006252j 0.00306517+0.000422492j -0.010997-0.0107327j 6.52661e-05-0.00845235j 0.00206251+0.00361891j -0.00496279-0.00226155j 6.7344e-05-0.00552521j -0.0104343-0.0119816j -0.00761432+0.00665963j 0.00111256+0.0154878j 0.00354767-0.00154636j 0.00888846-0.000383432j -0.0109826+0.00913976j 0.00607245-0.000698328j 0.0075224+0.02081j -0.00799037+0.00114442j -0.00411475-0.00106872j 0.000495329+0.00452809j 0.00490003-0.00822114j 0.00473877+0.0011788j 0.000973311+0.0125492j 0.00505904+0.00627468j -0.00718657+0.00989579j -0.0142103+0.00296778j -0.0106067-0.000752859j 0.00355686-0.00606426j 0.00282563-0.00473576j 0.00130093-0.000977204j 0.000257083-0.00620058j -0.0033435+0.00765718j -0.00258333+0.00532966j -0.00777433-0.0125391j -0.00300486-0.00351145j -0.00427988+0.00167076j -0.00409998-0.00238553j 0.00395274+0.00131643j 
0.00134169-0.00410247j 0.0013147+0.00723437j -0.00785094+0.00161851j 0.00554668+0.0130004j 0.00263532+0.00766471j -0.00712533-0.0188395j -0.000771424-0.00891584j -0.000785543-0.0016234j -0.00316292-0.00692963j 0.0111885+0.00683767j 0.00761212-0.0143792j -0.0126236+0.000978056j -0.0153808+0.0029043j 0.00762236+0.00195712j 0.00373708-0.000423671j -0.00277092+0.00417971j 0.00718304-0.0101236j 0.00769273-0.00371885j 0.00772698-0.0123144j 0.022822-0.00235331j 0.00490937-0.00589817j -0.00797135+0.00705943j -0.00815053-0.00338429j -0.00383029+0.00154141j 0.0202232-0.0046653j -0.00333348-0.012409j -0.00815194+0.000133963j 0.00928603-0.0143673j -0.00206987-0.00279546j -0.00756679+0.00913189j -0.00463193-0.0157831j -0.00462584-0.00686291j 0.0161132-0.00488579j -0.00683647-0.0120525j 0.0089075-0.00151007j 0.00596764-0.00474957j -0.00626361+0.00655612j 0.00113238+0.0116886j 0.00456976+0.005487j 0.00278829+0.00152595j 0.00336471-0.00748373j -0.0229128-0.00508134j -0.0018126-0.00901071j -0.010238-3.27116e-06j -0.00724579-0.0123805j 0.00181433-0.0032197j -0.00327504+0.00380941j -0.00874553-0.0106771j 0.00271579+0.00734496j 0.00257368-0.0111426j -0.0020693-0.0162608j -0.0116267+0.00288119j -0.00276225+0.00514622j 0.00399174-0.00549544j -0.00155918-0.0134935j -0.0094637-0.00395571j 0.00229781+4.85464e-05j 0.00777742+0.00549024j -0.00496761+0.00688303j 0.0102559-0.00170932j 0.00252172-0.000780568j 0.00423212+0.0144384j 0.00105249-0.00941566j 0.00571349+0.00336505j -0.00227718+0.0063163j 0.00415201-0.00569745j -0.00874143-0.0126792j 0.00839227+0.000514417j 0.000366613-0.00400768j 0.00836397-0.00722243j -0.000545474+0.00319026j -0.00757987+0.000417614j 
0.00408928-0.00342712j -0.00522922+0.00241161j -0.0181562+0.0111551j -0.00561236-0.00944852j 0.0114501+0.0142774j -0.00726683+0.0112299j 0.00628853+0.00240962j -0.00463505-0.00852899j -0.00261273+0.00527935j -0.00053758-0.00871809j 0.00506733-0.00527753j -0.00793995-0.00654771j -0.0095947-0.00204637j 0.00450646+0.0143496j -0.00490423+0.00711859j 0.00771824-0.00102791j 0.00076868+0.00544065j 0.0185975+0.00357355j 0.00167433-0.00223683j -0.0179514+0.0142139j 0.00419676+0.00961493j -0.00157341+0.00345907j -0.000567405-0.0117409j 0.00393358+5.23727e-05j -0.00182162+0.000857184j 0.00239021-0.000710964j 0.00375526+0.0141113j 0.00802264+0.0041254j 0.00358402-0.00766732j 0.0106238+0.00100843j 0.0132039+0.0210983j 0.0034338+0.00703154j 0.0039242-0.00840031j -0.00943111+0.00947292j 0.00866678-0.00289143j 0.000991024-0.000680098j -0.00332849+0.00420877j -0.00402096-0.00202651j 0.0130432+0.00765025j -0.00328192+0.00440003j -0.000732702-0.000862382j -0.00367303+0.0128543j -0.0142735+0.000148635j 0.0150697-0.00559322j 0.00340834-0.00276631j 0.00380246-0.00131374j 0.0149459-0.0153781j 0.00190778+0.0120167j -0.00642567-0.0114475j -0.0258061+0.0208576j 0.00673109+0.000248734j -0.00592721-0.00208978j -0.00849258+0.00885516j -0.0167+0.00657j -0.00136424+0.0050024j -0.00485552-0.00961397j 0.00432534-0.00349684j -0.0157292-0.0079717j 0.00576958+0.000847174j 0.00479248+0.00752239j 0.00189789+0.00591228j 0.00277322-0.0172653j -9.88445e-06-0.0054449j -0.0170875-0.00129218j -0.00247648-0.00990331j -0.000143537+8.77518e-05j 0.00383378+0.00345632j 0.0221141-0.00219227j -0.00208615+0.0104755j 0.0106366+0.00220117j 0.000714366+0.00158627j -0.00506684-4.03912e-05j 
0.00407789+0.00292188j 0.00359654+0.00332177j 0.0060289+0.00205346j -0.000902629+0.00454568j -0.0161549-0.00796902j 0.00236783+0.0100305j -0.00626782-0.00527897j -0.00464319-0.00231863j -0.0031446+0.00656936j -0.00762643+0.000372766j 0.0178747-0.00401495j -0.00304878+0.00254071j 0.00913287+0.0143001j 0.00374787-0.0164101j 0.00143052+0.0104171j -0.00022541-0.000348234j -0.00868675+0.00718134j -0.010163+0.0030407j -0.0039697+0.012793j 0.0061474-0.00874987j 0.00143791-0.00720692j -0.0155253+0.00215467j 0.00431424-0.00421627j 0.00480717-0.010534j 0.000462569+0.00435029j 0.00476491+0.017183j 0.0150509-0.00916937j -0.00124982-0.00985966j 0.000273111-0.00437661j 0.0088566+0.00677991j 0.00372793+0.00690619j -0.00527501-0.00744524j -0.011706+0.00417297j 0.0168235+0.00538235j 0.00233046+0.00244833j 0.00106188+0.00474243j 0.00976796-0.00383606j -0.0145604-0.0122506j -0.00725556+0.00308693j -0.00157749-0.00650228j -0.0101344+0.00235837j -0.00696159-0.00131141j 0.00986886+0.015633j -0.00333726-0.0064427j 0.00670068+0.00107769j 0.00329678-0.00429058j 0.000102814+0.00106442j 0.00165503-0.00427063j 0.00683127-0.00126732j 0.0086735-0.0101177j -0.00282651-0.000915j 0.00503017-0.0019706j 0.00775883+0.0118609j -0.0110752-0.00256105j 0.00308955-0.00503376j 0.00540336+0.00713371j 0.0097154+0.0033181j -0.000551517-0.00981206j 0.00228764-0.00573716j -0.00834492+0.000123925j -0.00482963+0.00262352j -0.00664068+0.0058399j 0.00142685-0.00183357j 0.00492198+0.00469149j -0.00326549-0.00306287j -0.00102191+0.00237614j -0.000211235-0.00339536j -0.000885312+0.00227464j 0.00302368+0.00380353j -0.00205592+0.00381814j 0.00334106+0.00326008j 0.0043936+0.00178083j 
-0.00667132-0.00510854j 0.00183674+0.000266419j 0.0136711+0.00987298j 0.00284577-0.00760466j -0.00639719+0.00584759j 0.00556535+0.00402992j 0.00360825+0.0032218j 0.00498526+0.0014534j -0.00289082+0.00489004j -0.0160324+0.00513012j -0.000736428+0.0168187j 0.00299378+0.000374926j 0.00764164+0.0105074j 0.00869315+0.0181432j 0.000394592+0.000342352j -0.00150278+0.00365298j 0.00617574+0.00288001j 0.0110348-0.00403467j -0.00239043+0.00272726j -0.00212409+0.00318669j -0.00250633-0.00217655j -0.00660816+0.000263439j 0.00426894-0.0024491j -0.00405209+0.00636368j -0.00681605+0.0101476j -0.00860425+0.00992858j -0.00411571-0.00280685j -0.0100941+0.000195271j -0.000615317+0.000933508j -0.00226882+0.00648086j 0.00574177+0.00649097j -0.00878472+0.00253352j 0.00434397-0.0160592j -0.00321059+0.00146349j -0.00440771+0.0126671j -0.00272417+0.00610664j -1.75031e-05+0.00911373j -0.00842436+0.00858788j 0.0134881+0.00484786j 0.00130733+0.00183764j 0.00725072-2.52534e-05j 0.0023972-0.00662314j -0.00462828+0.0133754j -0.010936-0.0141076j -0.0143469-0.012939j -0.0043363+0.0037923j -0.00133762-0.00554208j 0.00905676+0.00152484j 0.00412126+0.00252122j 0.00600488+0.00202922j -0.0140465+0.00189739j -0.0108575-0.000959852j -0.00246907+0.00138698j -0.00151732+0.00305769j 0.00305133+0.00509798j 0.00957682+0.00795053j 0.0106254+0.00113406j 0.0124357+0.000856694j -0.008718-0.00711069j 0.00388272+0.000416041j 0.00626258-0.00216906j -0.00880296+0.00156877j 0.00234693-0.00256966j 0.00615943+0.00216788j -0.0068556-0.00066357j -0.00704345+2.2029e-05j 0.000780452-0.00134045j 0.00183755-0.00114649j -0.0012533-0.00446486j 0.00494574+0.00134519j -0.000226613-0.00212397j -0.000141178-0.000498504j 
0.00106481+0.00448971j 0.00268813+0.00169613j 0.00523074-0.00349394j 0.000428258+0.00395742j -0.0132528-0.00712555j 0.00165897-0.00493629j 0.000906914-0.000115713j -0.00324167-0.00177502j 0.00052329-0.00665479j -0.00231241+0.00264967j 0.00359905+0.00235559j 0.00650354+0.00384344j 0.00100942+0.00915276j -0.000738893-0.00782038j -0.00253422+0.0112328j -0.00210958+0.00611213j -0.00485132+0.000581096j -0.00971411-0.00759703j -0.00459042+0.00249704j -0.00674815+0.00115669j -0.00397463-0.00319784j -0.00189087+0.0133692j 0.0041072-0.00729977j 0.00647011+0.00489519j -0.0113596+0.00246378j 0.00049169+0.00425042j 0.00770095+0.00283178j 0.00279254+0.00307287j -0.0102642+0.00115404j -0.00676586-0.00588644j 0.00129792-0.00536753j -0.00908232+0.00143899j 0.00404263+0.00630385j 0.0163856-0.0112971j 0.00412243+0.00314521j -0.0173207+0.00623796j -0.00229628-0.00192672j -0.00500807-0.00494469j -0.00276916-0.00419746j -0.00254741-0.00592824j -0.000576863+0.000901485j -0.00573138-0.00453931j -0.00648808-0.00113196j 0.000850947+0.0104176j 0.00130442+0.00478682j 0.00207166+6.26109e-05j -0.00139932-0.00105045j 0.00824761-0.00190922j 0.00521348+0.00394231j -0.00127127-0.00139593j -0.0092289-0.00880301j 0.00803907+0.00700173j 0.0116453-0.00633123j 0.000819159+0.00196478j 0.00137651-0.000896428j 0.00724659-0.00145739j -0.0046992-8.49101e-05j 0.00261434+0.0101449j -0.000362441-0.0147963j -0.00397932+0.00799804j -0.00760299-0.00222439j -0.00111131+0.0051839j 0.00158223-0.00476227j 0.00824793+0.00446634j 0.00536653+0.00618768j -0.000952265+0.00459195j -0.000793113-0.0067582j -0.00599887+0.00693181j 0.000993025-0.0032839j -0.00420447-0.000351418j 0.00141184-0.00137792j 0.00117259+0.00216176j 
0.00289801+0.000935887j 0.00124343-0.00828423j -0.00630167+0.00401078j 0.00433294-0.0173417j 0.0113667-0.024974j 0.0099573-0.0149176j -0.021998+0.00352744j 0.00853879-0.00193977j -0.00796121-0.00297066j -0.0085517-0.00214883j -0.00904305+0.0108771j -0.00483151+0.0104638j 0.0146519-0.00483622j 0.0151488-0.00340157j 0.00621027-0.0100472j 0.00156634+0.00536105j -0.00143114+0.0101055j -0.0101706+0.0051862j 0.000816599+0.0113772j 0.00571086+0.016302j 0.00837378+0.0113556j 0.00626388+0.00238912j 0.0124964+0.00456303j 0.00666936-0.000656768j 0.00501723-0.00604244j 0.0120893+0.0146431j -0.0127104-0.010879j -0.0125032+0.0161857j 0.0124685+0.0027122j 0.0047321-0.00237069j 0.000253173+0.0049823j -0.00711551+0.00175068j 0.000992515+0.0150412j -0.0103031+0.0101555j 0.00741219+0.00763616j -0.00619209+0.00350747j -0.00885076-0.0115132j 0.00552895-0.026202j -0.00349849+0.00152111j -0.00588453+0.00509421j -0.00160157+0.00692877j -0.000717533-0.0127607j 0.0129345+0.00639201j -0.0146723+0.0157018j 0.0112992+0.0107146j -0.00141758-0.00696912j -0.0121699+0.0174057j 0.00788184-0.00826934j -0.00529169+0.0125486j 0.00441586-0.0146223j 0.00695389-0.0148228j 0.00096639-0.00404898j 0.00377325+0.00700156j 0.00811661+0.00541604j -0.0105715-0.0121466j -0.00931949+0.0107431j -0.00692816+0.014768j 0.00247184+0.0121449j -0.0102894+0.00726033j -0.00407825-0.00521741j -0.0122802-0.0124709j 0.00990283+0.011816j -0.0207292-0.000305704j -0.00606271-0.00553495j 0.00618686-0.018508j 0.0152598-0.00868229j -0.00587379-0.0193421j 0.000265965-0.0169409j -0.00459424+0.00188632j 0.010152-0.00498637j -0.00782871-0.00348363j -0.00451704-0.00673444j 
-0.000612338+0.00174561j -0.00373245-0.00350878j -0.0017476-0.0119366j -0.00362757+0.00172614j 0.0098067+0.00591407j 0.000956137+0.0129355j -0.00285201+0.0037535j -0.00139317+0.0213354j 0.00706882-0.00138862j 0.00802171-0.00343574j -0.00829637+0.00104585j -0.00322453-0.00430125j -0.00131481-0.0113317j -0.0081062+0.00173754j 0.00182397-0.00425669j 0.0101475-0.00777469j 0.0107482+0.00675169j 0.0036918-0.00722624j 0.0092012-0.00821791j 0.00843548-0.018293j -0.00364343-0.0087643j 0.0122097-0.0034488j -0.0128587+0.00400526j -0.00749943-0.000789327j 0.00497939+0.00859861j 0.00138541-0.015661j 0.011959-0.00314804j 0.00939244-0.00904715j -0.00997705+0.007883j -0.0079288-0.00127733j -0.00117784-0.00135306j 0.00156206+0.000343835j -0.00804154-0.00575112j 0.0111534-0.00556198j -0.0114737-0.00734317j 0.00105953-0.0014151j 0.0034911+0.00223886j -0.00913642+0.0153035j -0.00954633-0.00178495j 0.0118938-0.00220956j -0.00943224+0.00865822j 0.0186307-0.00289585j 0.00581187-0.0147514j -0.000815987-0.000373254j 0.0136056+0.00566856j 0.00210733+0.00439159j -0.00810548+0.00491339j -0.00328653-0.000852339j -0.00294556+0.00912504j 0.00290292+0.00330016j -0.000310106+0.00827975j 0.0125386+0.00986862j -0.00579773+0.0041781j 0.00128312+0.00518231j -0.00280279+0.018914j 0.00225116-0.00248969j 0.0124365-0.0053383j 0.000667552+0.0109189j 0.00355333+0.00603269j -0.00828966-0.00104427j 0.000802093+8.2299e-05j -0.00268634-0.0136951j 0.00213453+0.00509336j 0.00104273-0.00932801j 0.00313342-0.000594301j -0.00270425-0.00163243j 0.000305416+0.00966665j -0.011781-0.00522346j -0.00229699+0.000191591j -0.0108039-0.000550492j -0.00170204-0.00110435j 0.00666071-0.000328442j 
-0.00211636-0.00352905j 0.00190985+0.000582879j -0.011173+0.00728692j 0.00623464-0.00503973j 0.00780435-0.00436513j 0.000391907+0.00722232j -0.00458758+0.00365146j 0.00887729-0.00492199j -0.00819405-0.00048519j 0.0122132+0.000320885j -0.00371319-0.00655248j -0.00595142-5.01332e-05j -0.00879285-0.0122621j 0.00827978+0.0182388j 0.00165074-0.000291319j 0.00013563+0.00536149j -0.00670832-2.85837e-05j -0.000594337+0.0038912j -0.00130097+0.00325903j -0.00282592+0.0113606j -0.00808947+0.00749719j -0.00399771-0.00588657j 0.00555566+0.00306523j 0.00947882+0.0193105j 0.00560815-0.00349424j -0.00287288-0.00603572j -0.000635685+0.00542314j 0.000740014+0.0106002j -0.000869291+0.00110558j 0.00403903-0.00537518j -0.00809381-0.00589277j -0.00419554+0.00752257j 0.00135933-0.00941011j -0.00415731+0.000543064j 0.00378669+0.00225747j 0.00179009+0.00998735j -0.0136923+0.00423907j 0.00341195-0.00375183j 0.00354304-0.0031271j -0.0013105+0.00276411j 0.00138275+0.0051505j -0.00205529+0.00191054j -0.00126085-0.00257723j -0.000354967+0.00599483j 0.00451868+0.0070371j 0.000731704-0.00270829j -0.000949261-0.00110273j 0.01353+0.00248189j -0.00270771-0.00170221j -0.00273649+0.000927323j 0.00832609+0.00157912j 0.00251832+0.00228313j -0.000208267+0.0067507j -0.00369467+0.00761065j 0.000253661+0.00405209j 0.00450726+0.00138122j 0.00130655+0.00729133j 0.00103585+0.00332315j -0.00580373+0.00658373j -0.00156318+0.00530666j -0.00490548+1.53538e-05j 0.00195899-0.0132464j -0.00447719+0.000359361j -0.000127961-0.00181805j 0.000451768-0.00992662j -0.000610908-0.00117497j 0.000377343-0.00226267j 0.00766229-0.00685745j -0.00236574+0.00641658j 0.00612118+0.00017259j -0.00310402+0.00112231j 0.00102189-0.00353831j 
-0.00820849+0.00162527j 0.00165493-0.000851066j 0.01638+0.00386946j 0.00332569+0.0073608j -0.0192282+0.0019542j 0.00555545-0.00574664j 0.0044513+0.0124249j -0.00118467+0.00521482j -0.00552876-0.0140084j 0.00937367-0.00478505j -0.00108219+0.0101207j 0.00388137+0.00202528j -0.00867309+0.00473507j 0.0065272+0.014769j -0.00278494+0.00180154j -0.00261543-0.00165275j -0.00174332-0.0164204j -0.0032656+0.00610428j -0.0115802-0.00269414j -0.00518795+0.00363387j -0.00937716-0.000577236j -0.00521731-0.0116116j 0.00603441-0.00661343j 0.000438392+0.0027871j -0.00866112+0.00301012j 0.00696338+0.00911073j 0.0107315+0.00649293j -0.00477384-0.00150505j 0.00147908+0.0108624j 0.00608555-0.00446817j -0.0061429-0.0087026j 0.00717803+0.00507163j -0.00821699+5.81575e-05j -0.00404832-0.00879505j 0.00229727-0.00257448j -0.006898-0.00122381j 0.00461706+0.00245339j -0.00402148+0.00221563j 0.0012521-0.00942431j -0.0097518-0.00451879j 0.000947035-0.0109187j 0.0145631+0.00212362j -0.00206713+0.00258679j 0.00722603-0.000430866j 0.00370378-0.00517653j 1.82025e-05+0.000655141j -0.00948379+0.000608027j -0.00552654+0.000214937j 0.00627269-0.0158131j 0.00361883+0.00845296j -0.00967865-0.00695854j 0.0142469-0.0116001j 0.00124126-0.0097656j -0.00406139-0.0178402j -0.0109328-0.0110558j 0.00354905-0.0021078j 0.00205971-0.00692647j -0.000331586-0.00457518j 0.00792354-0.015369j -0.00615328-3.80171e-05j -0.00221437+0.00225985j 0.000362104+0.0107026j 0.0119972+0.00723188j 0.0120533+0.0049546j 0.000609074+0.0155988j -0.00621628+0.00694951j 0.00324422+0.00534007j -0.00810049+0.019414j 0.0059842-0.00278572j -0.00825453+5.08812e-05j 0.00383967+0.00149836j -9.01851e-05+0.00261261j 
-0.000117106-0.00127415j 0.00328507+0.00416677j -0.00688894+0.000686627j 0.00606364+0.00844956j -0.00366553-0.00402163j 0.00254203-0.00179135j 0.00233485+0.0142073j 0.00681257+0.00799431j 0.00556498-0.00158382j 0.0113681+0.0103101j -0.00105258-0.00985162j -0.000335587-0.00193225j -0.0105311-0.00220937j -0.00278921+0.0037934j 0.00295468+0.00316265j 0.00869487-0.000698539j 0.00049046+0.000937001j 0.00450027+0.00416611j 0.00979367+0.00561005j 0.0111558+0.00570456j -0.00414808+0.00513282j -0.00638531-0.000687317j 0.000921557+0.000502383j 0.000767621+0.00872107j 0.00657099-0.00429641j -0.00849806-0.00304746j -0.00332052+0.00210544j 0.00765739+0.0066845j -0.00224306+0.00130741j 0.00477793-0.00319172j -0.00424722-0.00807156j 0.00129283-0.00201585j -0.00842957-0.00036871j 0.0056253-0.00256696j 0.0046558-0.00653925j 0.00117923+0.00878273j -0.00214587-0.000809528j -0.00464364-0.00170578j -0.000607382-0.00151965j -0.00330543+0.00544401j 0.000167491-0.000457738j -0.0145056-0.00185378j 0.00016247-0.0010617j 0.0141646-0.0123306j -0.00424749+0.00636499j -0.00114324-0.00471461j 0.00107231+0.00796294j 0.00808233-0.00528245j -0.00326892-0.00206781j 0.00193539+0.00651569j -0.00312888+0.0012157j 0.0148264-0.00599212j -0.00716833-0.00365153j 0.00178299+0.00206163j -0.000721489-0.00591482j -0.000964863+0.000490656j 0.00661459+0.00410372j 0.00208524-0.00360951j -0.00577594+0.00113166j 8.1941e-06-0.00164968j 0.00389958+0.000564065j -0.00282894+0.00524885j 0.000700586-0.000735279j -0.00262456-0.00753577j -0.00383005-0.00468527j -0.00465158+0.00317292j -0.000202837-0.0087335j -0.00170185+0.0037084j 0.00485358+0.000560172j -0.00630749+0.00191575j -0.000593778+0.00246455j 0.00463107-0.00040333j 
-0.000801753-0.00196488j 0.00179578+0.00547313j 0.00425689+0.00211615j 0.00503517+0.00682924j -0.00178968+0.00862845j -0.00880171-0.000385113j -7.11607e-05-0.0062895j -0.0081606+0.00182606j 0.00686759+0.00389795j 0.00781495+0.00919483j 0.00365397-0.00684922j 0.0168756-0.0120369j 0.00137198-0.0098392j -0.00401061-0.00407531j -0.00556295-0.00107459j 0.0055159-0.000428372j -0.00580166-0.000360136j 0.00497993-0.00860224j 0.00207382-0.00496105j 0.0110783+0.00426557j -0.0123435-0.000389952j 0.00246409+0.00212916j -0.00391756+0.0071868j 0.00534091+0.0122762j -0.0010415+0.00179441j -0.0137034-0.0060749j -0.00339784+0.0041139j -0.00356876-0.00853545j -0.00680608+0.00186475j 0.00842996-0.000704084j -0.0100747-0.0142228j 0.00379506-0.00462843j 0.00220523+0.00462202j -0.000386108-0.00406803j -0.00913201+0.000661126j 0.00464688-0.00124736j -0.000335046-0.0068777j -0.00581963+0.00728647j -0.00400853-0.00192845j 0.00744508-0.00424652j 0.000345237-0.00195217j 0.00403653-0.00951899j 0.00257294+0.00140269j -0.000589053+0.000882271j -0.00457246-0.000602448j -0.00521445-0.0121173j -0.00130482+0.00650777j -0.0046606-0.00965761j -0.00438754+0.0078243j 0.000155326-0.00621283j 0.00419278-0.0116936j 0.000249083-0.00251288j -0.00520925+0.0044029j 0.00529966-0.0128716j 0.01179+0.00067444j 0.00425272+0.00131232j -0.00419085+0.00704579j -0.00966529-0.00224298j 0.00257536+0.0012882j -0.000523174-3.88295e-05j 0.0129382-0.00594656j -0.00252566+0.000813049j 0.0104661+0.00420148j 0.00641397-0.00122159j -0.000825256+0.00363042j -0.00975488+0.00419879j -0.00100571+0.000222688j -0.00653555+0.000964852j 0.00409674-0.000285205j -0.00442126-0.000706155j 0.00251625+0.000859318j 0.000594445-0.00164775j 
