-0.0110778+0.0148767j 0.0236575+0.0130387j 0.0154327+0.012925j 0.00233125+0.0292738j 0.0127718-0.0466528j 0.0331557-0.0157984j 0.00967105+0.0319655j 0.00926364+0.0343199j -0.0142357+0.0125934j -0.0223025-0.00347655j -0.0368518-0.00861412j 0.0493503+0.0212928j 0.00180456-0.00361629j -0.0154898-0.01727j -0.0255844-0.017793j 0.00835218-0.00445332j 0.0100197-0.0161023j -0.00556187+0.00430887j 0.00658356+0.0147582j 0.0142231-0.0398233j 0.0171046-0.00287599j 0.00916496-0.0242388j 0.0103801+0.013994j 0.00118382-0.0118701j -0.000998627+0.00724969j 0.0105628-0.00781369j -0.00536666+0.00601278j 0.00674776-0.00497614j 0.00238666+0.0163866j 0.0172327-0.00611553j -0.00640279-0.0138246j -0.0119584-0.000639149j -0.0199398-0.0031866j -3.61238e-05+0.0030386j -0.0227831+0.00291712j 0.0110329-0.00414532j 0.0213435+0.00365868j 0.0207845+0.00887041j -0.00697962+0.00671951j -0.000644588-0.0256397j 0.00841982-0.00875495j 0.0104189-0.0273287j -0.00917786+0.00175311j -0.0122127+0.0255257j -0.0194684-0.0136172j -0.00511639-0.0149961j -0.00262669-0.0133418j 0.0193348-0.0071041j -0.0113025-0.00867228j -0.00456507-0.000990369j -0.00789641+0.00717645j -0.00883473+0.0459489j -0.00509643-0.000720268j -0.0280741+0.00972957j 0.00134423-0.0157526j -0.00346463-0.0196101j -0.00526226+0.0116223j 0.00923357-0.00431257j 0.00411432-0.00731827j 0.0199815+0.0258988j 0.0514133-0.00435678j 0.00962798-0.0180681j 0.0239329-0.00432409j -0.00495482-0.0556617j -0.015334-0.000562012j -0.0212038+0.0323312j 0.00694035+0.0355825j -0.0165356-0.0144415j 0.0299026+0.0219757j 0.0369504-0.0280931j 0.00364365+0.0172686j -0.0196805+0.00535126j -0.0304311-0.0245043j -0.010368+0.00630455j -0.0322293+0.00820347j -0.0333208-0.0398873j -0.00907023-0.0384698j -0.0225424-0.019292j 0.0154941+0.0232531j -0.0159797+0.0384868j 0.0186229-0.0146206j 0.0531126-0.000688961j -0.0277132+0.0234465j 0.019806-0.00598535j 0.0444413+0.0123625j -0.0219461+0.0175416j 0.0147842-0.00118458j -0.0458183-0.0344309j -0.0221929+0.00348098j -0.0150259+0.0189725j -0.0399231+0.0596859j -0.0700773+0.0334766j -0.052245+0.0506443j -0.106088-0.0813193j -0.0212447+0.0183233j -0.0803775-0.0280039j 0.00300566+0.00556146j 0.0129119+0.0140188j 
0.014044-0.000533163j -0.000326838-0.0030132j -0.019869-0.00316335j -0.00353428+0.00296936j 0.0223341-0.0285544j 0.0208637+0.0141592j -0.00537283-0.00351092j -0.0114702+0.00936353j -0.0279359+0.0207611j -0.0199222-0.00730956j 0.00722344+0.00930703j 0.000604647+0.00987897j 0.000652493+0.00119839j 0.0113593-0.00652634j 0.00653738+0.00783119j 0.00337115+0.00392955j -0.0026092+0.00201719j 0.00364668+0.00731089j 0.0138123+0.0174517j -0.00482321+0.00452989j -0.00764617+0.00738755j 0.011646+0.00835189j -0.00302064+0.00150287j -0.000807837-0.0203204j -0.0181267+0.00489022j 0.000851348-0.00860362j 0.00523286-0.0112485j 0.0200444+0.000424116j 0.00184718+0.0189335j -0.00015737+0.00619718j -0.0109999+0.00566207j -0.00188008+0.0119317j -0.0154153+0.0171072j 0.00950443-0.0119918j 0.0235676+0.00110538j 0.0290736+0.00817572j -0.00181838+0.00631364j 0.0250113-0.0247948j 0.0295157-0.0111742j 0.00704915-0.00722494j -0.00913223-0.0221281j 0.0197389+0.00296044j -0.0125071+0.025137j 0.00756266-0.0181698j -0.0123492+0.0226199j -0.025479-0.0214132j -0.00986303-0.00320392j 0.0112342+0.017945j 0.0148003+0.00398234j 0.00858307-0.0192638j 0.00494929-0.0191172j 0.00116411+0.0108497j 0.00679183-0.00114823j -0.0123144+0.0129212j -0.040601-0.00131213j 0.0213812-0.00385712j 0.00502036+0.0171073j -0.00404845+0.0158026j -0.0231795+0.00458325j -0.00601561-0.0170819j -0.00498882+0.0115722j -0.0193015-0.00335653j -0.0214688-0.00696276j -0.0115568+0.000897307j -0.00340614+0.00332389j 0.0456717+0.00882741j -0.00544077+0.00115446j 0.015697+0.00105767j -0.00655888-0.0187564j 0.00118539-0.0195256j -0.00279556-0.000690947j -0.00690987+0.00186439j -0.00878478+0.00845537j 0.000211553+0.00884361j 0.0160917-0.00812922j 0.000451088+0.00829335j -0.00730571-0.0086084j 0.00554246+0.0115109j -0.01472-1.36054e-05j 0.00506464+0.00249872j -0.000275191-0.0127818j -0.0106699+0.000578228j 0.008574+0.00337728j -0.0137916-0.00360441j -0.00307539+0.00854822j 0.0148055-0.004204j -0.00377342+0.0177431j -0.0105748+0.011738j 0.00284623-0.00859269j 0.00192175+0.00051146j -0.00853617+0.00229758j 0.00263281-0.00750005j 0.00275211-0.0119394j 0.00865297+0.00625754j 0.00333685-0.00391428j 0.00530032+0.00334987j -0.002769+0.00033787j -0.00683988-0.000453311j 
0.00208079-0.00540327j -0.000196242-0.00241291j -0.0118046+0.00655978j 0.000886516-0.0298753j 0.0223671+0.0251197j -0.00314898-0.036277j -0.0103233+0.00108312j 0.0141002-0.0320069j -0.00875415-0.00847125j 0.0400807+0.00241685j -0.0062377-0.0182208j -0.0379067-0.0204371j -0.00986469-0.00231777j -0.00452193+0.0121851j 0.0205181-0.0252358j 0.0100264-0.0193039j -0.00644923-0.00761322j 0.00283185-0.00852574j -0.0189443-0.0190117j -0.00262631-8.02617e-05j 0.00985382-0.0149013j -0.0103758-0.0110962j 0.0182318-0.000333672j 0.0140647+0.0077386j -0.00940091-0.00429828j -0.00841273-0.0186022j 0.0129459+0.00328425j -0.00548052+0.00150406j -0.0129327+0.000450196j -0.00540318-0.00650525j -0.000845612+0.0196019j -0.0123802-0.00901444j 0.0126581-0.00585398j -0.0294147+0.00791251j 0.00808343-0.00812528j 0.00818645+0.00156982j -0.0294429-0.0254305j -0.0332425+0.0108969j -0.0201675+0.00846563j -0.00202667-0.0107907j -0.0109006-0.00759468j -0.0265454-0.0334216j -0.0158008+0.0256289j -0.0191905+0.00592284j 0.0131471-0.00678551j -0.0201905-0.00232038j -0.00131741-0.0328371j -0.00206734-0.00250843j -0.00435801+0.00774731j -0.0369923+0.0132452j -0.0018724+0.00378889j 0.00715879+0.023373j -0.00627667-0.0112166j 0.0049117+0.0145142j -0.0056467-0.010719j -0.0104398+0.00245654j 0.00997342+0.0019154j 0.0122037-0.0182129j -0.00311348+0.00413402j 0.00631856-0.0147481j -0.0137379+0.00776515j -0.0100452-0.00702695j 0.0156068-0.00103801j -0.00300477-0.0112921j -0.000377544+0.0163607j -0.0060047-0.0183368j -0.0107856+0.0156775j 0.00818205-0.00705842j 0.0258092-0.0176289j -0.00972989+0.00477401j 0.0291407+0.0114776j -0.0141657-0.00279287j 0.000295663-0.00626059j -0.00784951-0.0230182j 0.00533209+0.00465462j -0.00810544-0.0447861j -0.00927276+0.0128109j -0.00242989-0.00526933j -0.00324422-0.00579023j -0.0159202-0.00578938j -0.0139131+0.0297448j -0.00680155-0.0391974j 0.0119684-0.017309j 0.00392791+0.00182432j -0.0109039-0.00247447j 0.0269865-0.0222651j 0.00626243+0.0246433j 0.0221067-0.0175149j -0.0335206-0.00299855j 0.0199912+0.0124718j -0.00189255+0.0271059j 0.0175929-0.00736132j 0.0184421+0.0111853j 0.0168492-0.023057j -0.0110628+0.0125165j 0.0107686+0.00772303j 0.000149744-0.00285408j 0.00108595+7.82494e-05j 
-0.0052355+0.000915462j -0.00293289+0.00292852j 0.00650172-0.00164605j 0.000393038+0.00228795j -0.0126956+0.0123297j -0.00214806+0.0044974j 0.00492093+0.000328628j -0.00575068+0.00313488j 0.00585828-0.00594878j 0.00584343-0.00440955j -0.00139344-0.00105442j 0.00928998+0.0050401j -0.00614874+0.00894494j 0.00356492-0.00212998j -0.0110034-0.00322957j -0.00449387+0.00500382j -0.00458031+0.00862247j -0.00969216-0.00433723j -0.00177972+0.000598541j -0.00646888+0.00429152j -0.00208538+0.0123397j -0.00622409+0.000495187j -0.00383614+0.00291739j -0.00674963+0.00443205j 0.0108208-0.00847664j 0.0151786+0.00184147j 0.00657431-0.00679817j 0.00508991-0.0252367j -0.00273528-0.00896768j -0.00721169-0.00481724j 0.0143969-0.012732j -0.000404299-0.0129744j 0.0141781-0.00949138j -0.00493978-0.0111858j 0.00195024+0.00624578j -0.0161398+0.00121904j 0.0040461+0.0179421j 0.0159308-0.00206444j -0.0170024+0.0030826j -0.0194123+0.00477071j -0.00313906-0.00147682j -0.00290786-0.0149196j 0.00431459-0.00837377j -0.00220394-0.0187146j 0.00236342-0.00576747j 0.00625927+0.0118303j -0.0200937-0.00772679j 0.00673491+0.0123339j -0.000436453-0.011352j -0.00143146-0.0218608j -0.00993918-0.00296677j -0.0106694-0.0132774j 0.00145834-0.00774996j 0.0091889-0.0134833j 0.0160343-0.0112279j -0.00231238-0.0031582j -0.0197749+0.0104449j 0.00357951-0.000734506j -0.00102702-0.000825313j 0.00429578+0.013515j -0.00862812+0.00311787j 0.00758176-0.0169829j 0.000132057-0.00879873j -0.00380224+0.0120098j -0.00263726+0.0138119j 0.00605542-0.0121732j 0.00843083-0.00392179j 0.0132026-0.00951635j -0.00126337+0.00076413j -0.00481477+0.00380341j -0.0172175+0.00275176j 0.0110792-0.00214785j -0.00383209-0.00726737j -0.00426315-0.00309736j -0.0130077+0.0064847j 0.00924306-0.00464785j -0.00529925-0.00349895j -0.00238759+0.000251088j 0.00596644+0.00474471j -0.00990055+0.000562939j 0.00151145-0.00245107j 0.0144127+0.00698016j -0.00808359+0.0100235j 0.0110257-0.0014669j -0.000574549-0.000323627j -0.00746831+0.0061838j -0.00469894-0.0108037j -0.000857184-0.00847097j 0.0131626-0.00288449j 0.0012028-0.01042j 0.00305934-0.00676072j -0.00734493+0.00329945j -0.00422262+0.000892209j -0.0145883+0.0148084j -0.000196574-0.00493072j -0.0117613-6.84137e-05j 0.00129983+9.33909e-05j 0.00323951+0.000486539j 
0.00180994+0.000205774j 0.00101659+0.000807724j -0.00199521+0.00205483j 0.00305028-0.00083477j 0.00426716-0.00849861j -0.00601731+0.0131984j -0.0171536-0.000596348j 0.00386885+0.00461591j 0.00641756+0.010841j 0.0181308-0.0129339j -0.00986203+0.00135744j -0.0269389+0.00359532j 0.00231237+0.0024021j -0.00444912+0.0146217j -0.00370042-0.000217105j -0.00734753-0.000695942j 0.00475313+0.0110318j -0.00631547-0.0141842j -0.000651384-0.00414233j 0.00500669+0.00832377j 0.0103691+0.000907923j 0.000870172-0.00726045j 0.00664858+0.00871675j 0.00259913-0.00647794j 0.00251469-0.00642991j -0.0220549-0.000756149j -0.00477305+0.0135034j -0.0172399+0.0106426j 0.012854+0.0101845j -0.00423702-0.00560681j -0.0038451-0.00550908j 0.00795515+0.0169695j 0.00793272+0.0142371j -0.000523995+0.0252664j -0.00431495+0.00531328j 0.0154494+0.00534218j -0.00946147-0.0150963j -0.00922893+0.00612561j -0.0246784+0.0144924j 0.0140116+0.0251996j -0.0209587+0.0192363j 0.0099081+0.00124437j 0.0034563-0.00172262j 0.00335935+0.00854629j -0.00720375+0.036066j -0.0029265+0.00407502j 0.00109845-0.000185008j -0.00299972+0.00856335j 0.0043102+0.00356761j -0.00306709-0.00493756j -0.0051227-0.00403539j -0.00120118+0.0070569j 0.00746467-0.00552791j 0.024583-0.00301453j 0.0047599-0.0102204j -0.0111141-0.00526586j -0.016301-0.0226399j -0.0130831-0.00350385j 0.00237378+0.00416323j 0.00990465-0.0210162j -0.00211733-0.000355485j 0.00716131+0.00495964j 0.00638633+0.000264025j -0.00363224+0.00680892j -0.00652578-0.00732395j -0.0221121+0.00485242j -0.00400592+0.01287j -0.00411085-0.0147937j -0.00397988-0.024717j 0.00783772+0.00483083j -0.0115895+0.00729521j 0.0192785+0.0240381j -0.0139311+0.00278046j -0.000100709+0.012464j -0.0176985+0.00158542j 0.0183781+0.00352991j -0.0131524+0.0133609j -0.00215239+0.01353j -0.00143252-0.00618971j -0.000514994-0.00402923j -0.0170037-0.00747248j 0.0213782+0.0165101j 0.00922627-0.00515233j 0.00991083+0.00202827j -0.0140126-0.00411077j 0.0216385-0.00241979j -0.0143012-0.00362744j -0.0069455-0.00617987j -0.00960305-0.00194892j 0.00468381-0.00734394j 0.00124839+0.00343426j 0.0192791-0.0170104j -0.00703889-0.00975247j 0.00837787-0.00678381j -0.00529061+0.00450397j 0.00902892-0.00515283j -0.00133168+1.92174e-06j -0.00295055-0.000155865j 
0.00107149+0.00132146j -0.00499964-0.0010375j -0.00555801-0.0103085j -0.0101661-0.00970618j 0.00409652+0.0215012j 0.00161738+0.00352016j 0.00851661-0.00484142j -0.0201641-0.0105574j -0.0143597-0.0107702j 0.0156005+0.0106938j 0.0111702-0.00216352j -0.00257265-0.00608849j -0.0209376-0.00227191j 0.00791623-0.0115366j 0.00418138-0.000653495j -0.0132819-0.00281093j -0.0116562-0.0173185j -0.0168552-0.00284009j -0.00789833-0.00956358j -0.00400391+0.00846519j -0.0154937+0.0118902j 0.000942018-0.00343258j -0.0107783-0.00105037j -0.00921633-0.0200563j 0.00625996-0.00968794j 0.0106177+0.00168521j 0.00605218-0.00950461j 0.0223677-0.0114717j 0.00132841+0.00414385j 0.0221848-0.00612837j 0.02497+0.00837242j 0.00147628+0.00274038j 0.0117228-0.01891j -0.00264555+0.0157469j 0.015452+0.00986888j 0.0098457+0.00232329j -0.0160562-0.00408777j -0.000970428-0.0124403j 0.00608172+0.00707406j -0.0134124+0.0137409j 0.00822945-0.00719791j -0.0183121-0.00119834j 0.00450581-0.0074408j -0.011687-0.0120444j 0.0265146+0.00743053j -0.00634851+0.00502694j -0.00830787+0.00517515j 0.0290466-0.00596335j 0.00629762+0.00541303j 0.00585841+0.000203991j 0.00472569-0.00096936j 0.00108253-0.0112836j -0.00520156-0.00673673j -0.0121228+0.00596636j -0.0167643-0.0143437j 0.0151855-0.0118675j -0.0116263+0.0068808j 0.00541235+0.00746839j -0.0252937-0.00367742j 0.00278936+0.00381179j 0.00073296+0.0113075j 0.00664473-0.0123446j -0.00851816-0.00860581j 0.0125378+0.0162908j -0.00664822+0.0134205j 0.01978-0.00276946j -0.010464-0.00900532j 0.00611313-0.00685863j -0.00597278-0.00990178j 0.00270697+0.000300654j 0.00476462+0.0135748j 0.00514513-0.00799625j 0.00862286+0.00687792j -0.0024517+0.000111258j 0.00242097+0.00253308j 0.0147553+0.000983026j 0.00103576-0.0022568j 0.0284252-0.000604693j -0.0129041+0.00747725j -0.000932217-0.00110226j 0.00232972+0.00357534j -0.008729-0.00558314j 0.00226744+0.00273714j -0.00163837+0.000133887j 0.00424482+0.00474474j -0.00384468-0.00361015j 0.00844593+0.000524417j 0.0123395-0.0078534j 0.00494401-0.0158886j 0.0088294+0.00222223j 0.000683717-1.93093e-06j -0.00450866-0.00425266j 0.00412908-0.00319151j 0.00632256+0.0113052j -0.00222077-0.0063286j -0.00190012-0.00195055j 0.00341346-0.00134242j -0.00270132+0.0020727j 
0.00821285-0.00252037j 0.00364914-0.00437714j -0.0240986+0.00682112j 0.00765219-0.00934169j 0.0221569-0.0241623j 0.0286105-0.0241428j -0.0143861-0.01253j 0.0126112-0.00398419j -0.000327118-0.0209355j -0.0226054+0.0205412j -0.0132881+0.00283363j 0.0195572-0.00241154j -0.000655712-0.0183976j -0.0188469+0.0143905j 0.012029+0.00447339j 0.0193713-0.0226996j 0.00724517-0.0148369j 0.014377-0.00596185j 0.0224571+0.00278857j -0.002228-0.0139039j -0.0169666-0.010407j -0.00872158-0.0153379j -0.000925575+0.0226479j 0.0113291-0.0117136j -0.0147637-0.00373323j -0.00341778-0.0192436j -0.0224253-0.00100814j 0.0227091+0.0187027j 0.00657681-0.0124531j 0.0134824-0.0126793j 0.00653783-0.000894038j -0.00705493+0.000605814j -0.00978121+0.0122713j -0.00722584+0.0153718j 0.00315071+0.00442163j 0.0184509-0.00626039j -0.00420201-0.0043948j 0.00587973+0.000386199j 0.0104406+0.00554238j -0.0184204+0.0179377j -0.0176804+0.00584687j -0.00129236-0.00674197j 0.00826424-0.000547546j 0.0147843+0.0121435j -0.00624566-0.015364j 0.0148671-0.0128502j -0.0028171-0.0122957j -0.00455653+0.0123401j -0.00117285+0.00417529j 0.00180154-0.000763504j -0.000504722-0.0146324j -0.00411709+0.0115076j -0.00289278+0.00100686j -0.00992794+0.00693476j -0.0188726+0.00532558j 0.024508+0.000521484j 0.0163268+0.0237298j 0.0169515+0.0132245j -0.0165581-0.00245512j 0.00450346-0.00579695j 0.00457616-0.00584803j -0.0229658+0.00700289j -0.0126963-0.00559349j -0.0168797-0.00209944j 0.0278846+0.0113792j 0.0172769-0.0051877j -0.000102345+0.00631329j 0.000605665+0.00381024j 0.00421144-0.00680661j 0.001966-0.00688012j 0.0301135-0.00490801j -0.0293637+0.000243151j 0.0119031+0.0137346j -0.00237261-0.00982388j 0.017966+0.00317008j -0.0238658-0.013788j 0.00699911-0.00322036j 0.0286352-0.0138479j -0.00808359+0.00506171j 0.00693546+0.00658787j 0.0231599-0.0034541j -0.0397393-0.0348711j -0.00679348-0.000805555j -0.00680802-0.00965102j 0.013256+0.000795325j 0.00914335-0.00327867j -0.003717+0.0330141j 0.00516349-0.002154j -0.0122207+0.00142875j 0.00386864+0.0223357j -0.00423767+0.0170739j 0.000443035+0.00615118j 0.0041116+0.0114338j -0.0016187-0.0168781j 0.00645982+0.0039279j 0.0035236+0.00867101j -0.00534609-0.00178472j 0.00182568-0.00283525j 
0.00207604-0.000490467j -0.00164317+0.00328673j -0.00937547+0.00897098j 0.00737547+0.00108928j 0.000971459-0.00351744j 0.0106674-0.00168115j -0.0108482-0.00155826j -0.00282114+0.00857697j -0.00698198-0.00135612j 0.00137824-0.0121853j -0.00943142+0.00270285j -0.00545114-0.00544509j -0.0147188+0.00227402j -0.00519621-0.00238025j -0.000448255+0.00313821j -0.00341747-0.0224154j -0.018773-0.000756152j -0.0119276+0.0103241j 0.0131318+0.0139563j 0.0103906-0.00491783j -0.0016828-0.00560659j -0.0104838+0.00680983j 0.00769274-0.00281645j -0.0083735-0.00298578j -0.0149707-0.0010627j 0.00471685-0.00456959j 0.0123527+0.0325042j 0.0115002-0.0127864j -0.00674881-0.000213505j -0.00113912+0.00171135j -0.0147888-0.000363222j 0.0131521+0.0178818j -0.010763-0.00180425j -0.00259522-0.0116372j 0.0140684+0.00204303j -0.00105281+0.0157109j -0.0184042+0.00837222j -0.014194-0.0149797j -0.00182619+0.0134954j -0.00236193-0.000298337j 0.0174018-0.00412637j 0.00186551-0.0292652j -0.00383059+0.013086j 0.00104398-0.0220506j 0.0190784+0.00248854j -0.00734427+0.0100073j -0.00731117+0.0154395j 0.00375482+0.00062208j -0.00347114+0.00222551j 0.00382084+0.0163668j -0.0057653-0.00677135j -0.00514823-0.0130847j 0.0055093-0.00293639j 0.00599074-0.000934985j 0.00613163-0.00508201j 0.00204086+0.000155668j -0.0100703+0.0114507j -0.0126363+0.0110082j -0.00307103+0.000976278j 0.00348334+0.00629173j -0.0118637-0.0156943j -0.00242088-0.0147627j -0.0288762-0.0138977j 0.00154296+0.0131008j 0.0101761+0.00442132j -0.00840164+0.0078772j -0.000769363+0.00944373j -0.000920451+0.00220934j -0.0178319-0.00984027j 0.006765+0.00699618j 0.00371794-0.00587706j 0.0145265+0.00806841j -0.00674621-0.00230951j -0.00220324-0.00017319j -0.00907666-0.00409415j -0.00369742-0.00160941j -0.00132965+0.00763872j -0.00267118+0.0181009j -0.000273078+0.0189069j 0.000450844-0.0119428j -0.0105969+0.0244524j -0.0148076-0.00100913j 0.000692529+0.00978589j -0.00323589-0.0069297j 0.00474385-0.00202374j -0.00258388+0.0219921j -0.0136396+0.0101284j -0.00976113-0.00658618j -0.0134051-0.00829967j 0.00235284+0.00828697j 0.0141871+0.00589644j 0.0111753+0.00316449j -0.00855644+0.0117145j -0.00253786+0.0020104j 0.00638899+0.00147465j 0.00274667+0.00374351j -0.00112734+0.00010198j 0.000978103-0.00153454j 
-0.00440158+0.00238874j 0.0046473-0.000861631j 0.0175812+0.00741551j 0.00387742+0.00792853j -0.0377101-0.0030001j 0.00316456-0.0057881j 0.0103271+0.0137776j 0.000213153-0.00636266j 0.0118393+0.00447091j 0.0113723+0.00121189j 0.00051056+0.00993904j 0.00286381-0.0245691j -0.0114283+0.00272442j -0.0208151-0.00206368j 0.0044123-0.00541901j -0.00988661-0.0087864j -0.0224886-0.0144595j -0.00867609+0.00671879j 0.00149685+0.00248521j 0.0113246-0.00831102j -0.0241265+0.0151365j -0.00211721+0.0084707j 0.00419324-0.0101364j 0.0168847-0.00706421j 0.00840506-0.0186134j -0.003686+0.0124441j 0.00446509+0.00354315j 0.00152457-0.00257264j -0.00812499-0.00356885j 0.0112369-0.00565433j -0.0115347+0.00612326j 0.0101057+0.00184631j -0.0135535-0.00348529j 0.00343903+0.00518805j -0.0110829+0.00638878j -0.0117132+0.00182007j -0.0076033+0.00232146j 0.0111282-0.0146339j -0.00163435-0.0173643j 0.000864324+0.0401055j 0.0216621+0.0134046j -0.0183674+0.00587641j 0.0119565-0.0100119j -3.08878e-05+0.0106073j 0.0172626-0.00117238j 0.00434869+0.0119175j 0.0130604-0.00783859j 0.0134442-8.77464e-05j -0.0164002-0.00798689j 0.0119428-0.00764966j -0.0192635-0.00497362j -0.0140077-0.00867892j -0.0121592+0.0101866j 0.00157672-0.00351448j 0.0218316+0.0137256j 0.0124953-0.00540075j -0.00331622+0.00403025j -0.000127299+0.00140014j 0.00845891-0.0127727j 0.00265797+0.00899184j -0.00302336-0.00294809j 0.0243942-0.00453928j 0.0160033-0.0143204j 0.0094414-0.00980806j 0.0122269-0.00281857j 0.00830494+0.0130007j 0.0138285+0.00708103j 0.0250897-0.000593924j 0.00165657-0.00397046j 0.00770217+0.0104402j -0.00436089+0.0111905j 0.0103679-0.000685892j 0.00412393-0.0165997j -0.00873326+0.000918952j 0.00883076+0.0052944j -0.000587267-0.0101892j -0.0077055+0.00914758j -0.00885694+0.0303032j 0.00965582+0.0200249j -0.00915169-0.00674155j -0.00860112+0.0220254j 0.0130884+0.0155586j 0.00389655-0.00120669j -0.000797915-3.77705e-05j 0.0016331+0.0159093j -0.0139238+0.00121975j 0.0258053-0.0162436j -0.000869267+0.00332035j 0.00808145+0.00786804j -0.0149042-0.00760274j 0.00128818-0.00739962j -0.0112626+0.0126416j 0.00799539-0.0037186j -0.00385852+0.00595931j 0.000257603-0.00383304j -0.0036098+0.00209039j 0.00232708-0.00201439j 0.00308621-0.000859559j 
-0.00231463-0.00211077j 0.0063333-0.0022358j 0.0112723+0.00980473j 0.0125484+0.00179538j -0.0249428-0.0316533j 0.0176147-0.0342354j 0.0129073+0.0139373j 0.0210509+0.00556957j 0.00234926-0.00209905j -0.000796165+0.025202j -0.0257569+0.00563709j 0.0336367-0.0113832j 0.00494307-0.00280936j -0.0223459-0.00500323j -0.00991944-0.00570411j 0.00255567-0.00912302j 0.00259395-0.0105754j 0.00603707-0.012794j 0.00360566-0.0086999j 0.00521839-0.00367976j -0.0141761+0.00875414j -0.00596695-0.00791992j 0.0178574-0.00121716j 0.00100138+0.00603596j 0.0132137-0.00678642j 0.00614499-0.00143631j -0.00602508+0.00224838j -0.011989+3.58259e-06j -0.0112541-0.00237654j 0.00799078-0.0191854j -0.0171833+0.00667335j -0.00398943-0.00458703j -0.015232+0.0053894j 0.0135519-0.00208148j 0.00120118-0.00121542j 0.0156834-0.00592366j 0.00854531+0.00835014j 0.00492487+0.00518536j -0.00421372+0.0103912j 0.0158427+0.00498529j 0.0072674+0.000747198j -0.0110337-0.00768392j 0.00629155+0.00388451j 0.00465645-0.00117219j -0.00189198-0.0141161j -0.000653678-0.00469983j -0.00378551-0.00301887j -0.00159138-0.0131397j -0.0169601+0.00377537j -0.00642869+0.00397334j 0.00364702+0.0110957j -0.0291969+0.0206339j -0.000132597+0.00824756j 0.00529737+0.0102503j -0.0168106-0.0111638j 0.0093967-0.00490661j -0.00154288+0.0115313j 0.0166812-0.0116343j -0.00394868+0.00507643j -0.00619975+0.0134473j 0.0293366+0.0147635j 0.00541419-0.0144026j 0.0135259-0.00340427j 0.00274026-0.0208181j -0.00846683-0.00180526j 0.0182305-0.0113321j -0.00874215+0.0229456j 0.00266214-0.00431164j 0.019566-0.00115439j 0.0139342-0.00308156j 0.0135088-0.00627467j -0.0208071-0.0190775j 0.0174155+0.00452716j -0.0165523-0.0228539j 0.00352382-0.00347632j 0.00276811-0.0177693j -0.00715969-0.00449342j -0.00621438-0.00671509j 0.00995738-0.00251509j 0.02032+0.0107653j 0.00870084-0.00955267j 0.0137299-0.00660692j -0.0104162+0.00129204j -0.0108786-0.000913238j 0.00768588-0.00503834j -0.00144808-0.00465906j 0.0306323+0.0111655j -0.0160383-0.00460601j 0.0161866+0.0247424j 0.000904009+0.00234171j -0.0134228+0.00955772j -0.0213545+0.0138616j 0.0129797+0.00917642j -0.0274277-0.00611189j -0.00246346-0.00240731j -0.0134932+0.0071649j -0.00160923-0.005312j 0.0131187-0.00381354j 
-0.0028385+0.00447711j 0.00234728-0.000976004j -0.00588106-0.0131919j -0.00105234-0.00141364j 0.0101364-0.00967092j -0.0109463+0.0205979j 0.00190575+0.0207124j -0.00756089-0.0022009j -0.00562274+0.0227054j 0.00642874-0.00541759j 0.00338242+0.0049126j -0.0138017+0.0307354j -0.0167801+0.0108978j 0.0136188+0.00763912j -0.0121097-0.00440855j -0.00113268+0.00728796j 0.0143782+0.00788018j -0.00207322-0.0127051j 0.0159546-0.0224613j 0.00391611+0.000949785j -0.0140899+0.0150269j 0.00972758-0.0150222j -0.0219387+0.0161929j -0.00764324-0.0200476j -0.00147231+0.00621986j -0.0282463+0.00920887j -0.00775064-0.0307787j -0.0100903+0.00646311j 4.66694e-05+0.00814111j 0.00799299+0.00332696j 0.00913481+0.0056369j -0.0269086+0.0109498j 0.00413671-0.0182948j 0.01043+0.00840818j -0.0127593+0.00839721j 0.00660006+0.0117171j 0.0125423+0.00551762j -0.0254678-0.00853759j 0.0227042-0.00571024j 0.00440044-0.0236499j 0.00380185-0.00125638j 0.0234389-0.0162333j -0.00836301+0.010117j 0.00952041+0.014443j -0.0300669+0.0122629j 0.0165887-0.0165236j 0.00701033-0.007657j 0.00394756+0.0133074j 0.00896958+0.0106997j -0.00472094-0.0114182j 0.0240369+0.00975972j 0.00206973+0.0219601j 0.0124753+0.000675462j 0.0160868-0.0117823j -0.0204232-0.012258j -0.0186874-0.0140353j -0.00735185+0.026459j -0.00160837+0.0145503j 0.00364806-0.00962356j 0.0130876-0.0032737j 0.00447872+0.00605332j -0.0136116-0.0118525j -0.0167172+0.00315405j -0.00512605+0.000865394j -0.00162295-0.00108358j 0.0149421+0.00863552j -0.0147395+0.00831964j -0.00824457-0.0101537j -0.00644996-0.00587133j 0.00783563+0.000694963j -0.00586732+0.00189099j 0.00890122-0.00357813j 0.00883602-0.0100023j 0.0123004+0.0115247j -0.00981249-0.00944199j 0.00455346-6.96646e-05j -0.00689417+0.00226579j -0.0117949+0.0188506j -0.00393211+0.00343114j 0.0136052+0.00808843j -0.0133495-0.0141919j -0.00139859+0.0151202j 0.0151879+0.00226561j -0.00526604+0.00452431j -0.00195677+0.00528604j 0.0213031-0.00170401j -0.0108229-0.0142983j -0.00412804+0.00241116j -0.0177063+0.000129686j 0.006198+0.00564837j -0.00110495+0.00985285j 0.00659339+0.00138107j -0.00563898+0.00657427j -0.00352096+0.00394879j 0.00493478-0.00290167j -0.00284558+0.000591336j 0.000961427+0.00432007j -0.0025922+0.00279718j 
