-0.0117698+0.00179j 0.0044712+0.0126375j 0.00451588+0.0132542j 0.0108694-0.00391184j -0.000181312-0.00193465j 0.0051254+0.00607358j 0.00566012-0.00725794j -0.00321565+4.21067e-05j -0.00177751-0.00227948j 0.00197496-0.00251369j -0.000454201-0.00599797j 0.000119432+0.00667762j -0.0053554+0.00675171j -0.00746841-0.000940655j 0.00522472-0.00618389j 0.00183548+0.0037406j -0.00207973-0.002066j 0.000293951-0.0026134j 0.00233241+0.00605088j -0.00256671-0.00390285j -0.00604977+0.00264252j -0.00215581-0.00608172j 0.0049568-0.00645294j 0.00578748-0.0052645j 0.00240743-0.0061348j -0.0079044-0.00168347j 0.0031283-0.00650923j -0.00144902-0.0012229j 0.0023752-0.00689656j -0.00178707+0.00631784j 0.00821961+0.0103134j -0.00354228+0.00827423j -0.0108034-0.00296017j 0.00133824-0.00668184j -0.00316923+0.000944473j -0.0110051+0.00537272j -0.000945393-0.0106249j -0.00457908+0.00694757j -0.00251102-0.00336414j 0.00348385-0.00243308j -0.000255082-0.00731973j 0.00924691-0.00913709j -0.00727013+0.00670362j -0.010187-0.00611401j -0.00303742-0.00275518j -0.0145591+0.00941407j -0.0153561-0.00472523j -0.00234591-0.00618079j -0.00950782-0.00987632j 0.000130363-0.00472411j 0.00426184-0.00856042j -0.0012694+0.00423756j -0.00220297-0.00386187j 0.0011172-0.00063341j -0.00201747-0.00136044j -0.00423648+0.00291342j 0.00329534-0.00532125j 0.00710678-0.00282368j 0.00464935+0.00405705j 0.0120222+0.00228858j 0.0117572+0.00442679j -0.000542237+0.00521772j -0.00246187-0.0104058j 0.00857428-0.00499108j 0.00228737-0.00551691j 0.0057992+0.0145149j -0.0131573+0.00133955j -0.0308001-0.0144273j 0.0147327-0.0323229j 
-0.00147054-0.00863353j 0.00383561-0.00409335j 0.00436206+0.00241554j -0.00691258+0.00404953j 0.0052376-0.0123553j -0.00100257+0.00125342j -0.00887055+0.00151416j -0.00353884-0.0027521j 0.0107711-0.00391067j 0.00327648-0.00338263j 0.00061404+0.00010796j 0.013358+0.000210418j -0.0133454+0.0114107j -0.00414152-0.00243664j -0.00277051+0.00374148j 0.0105675-0.00488693j 0.00205428-0.00148335j -0.00460716+0.00769467j 0.00637648-0.00249601j 0.00286484-0.0122198j 0.00142968-0.00460058j -0.00181336+0.00407731j -0.0037314+0.00422225j 0.00545259-0.000898289j -0.00402327+0.00543316j -0.0114506+0.00424614j 0.0071616+0.00701862j 0.00679078+0.00803695j -0.00672468-0.0115355j 0.00189525+0.0106187j 0.00159174+0.0134484j -0.00914084-0.0205682j -0.00327097-0.00509164j 0.00973832-0.000929894j -0.00108682+0.00637075j 0.00479084-0.0102082j 0.00894402-0.009847j 0.00110194+0.000977307j -0.00232085-0.0134683j -0.00433934+0.00815876j -0.000954679+0.00747002j -0.00273731+0.00237322j 0.0017138-0.0075403j -0.0036455-0.00595896j -0.000122028+0.000414281j 0.00259203-0.0136219j -0.00370496+0.00299427j -0.000119228+0.00781844j -0.00448615+0.000967293j 0.00198164-0.00379874j 0.00153262+0.00195449j -0.00553333-0.000474071j 0.00283861-0.00465109j -0.00054186+0.00274655j 0.00236121+0.000273599j -0.000807161-0.00315609j -0.000331356+0.00094457j -0.000278235-0.00268758j -0.00310202+0.00786478j 0.00619423-0.00437392j -0.00190807+0.00273086j -0.000684234-0.00283469j -0.00186828+0.0017849j -0.00523405-0.00777817j -0.00753612+0.00400005j 0.00126615+0.00944031j 0.00113193-0.00393934j 0.0017315-0.00696007j -0.000656222-0.00395838j 
-0.00220689-0.00491955j 0.00289292+0.00282706j -0.00447403-0.00406934j 0.00185338-0.00578185j 0.0015002+0.00768796j -0.00348-0.00617598j -0.00236084+0.00394331j -0.00289235-0.0121576j 0.000305548+0.00661632j -0.000974169-0.005848j -0.00264546+0.000903872j 3.51832e-05+0.00277058j -0.00622772-0.0137923j -0.00182767-0.00792137j 0.00430162-0.00296628j -0.00258919+0.0054297j -0.00356289+0.00413786j -0.000532507-0.00391767j 0.00274874+0.00120711j 0.00266188+0.00646224j 0.00795732-0.00287552j 0.00448163+0.000193514j -0.00279852-0.0106695j 0.00864467+0.00531284j -0.0148055-0.000142584j -0.00972761-0.00326381j -0.00525309+0.00467738j 0.00256409+0.00940799j -6.77531e-05+0.0027487j -0.0060389-0.00389664j -0.00280528-0.00625482j -0.00185978+0.00709735j 0.000153026-0.0147947j 0.00530295+0.0174663j -0.000196572+0.000384807j 0.00278791-0.0025003j 0.000317675+0.00130279j 0.00628378-0.0203083j -0.00545583+0.00859004j 0.000653476-0.00396295j 0.00742014-0.00293881j 0.00606182-0.0119585j -0.00208993-0.00648129j -0.0109883+0.000156731j -0.00970091-0.00573539j 0.00290844+0.00191333j -0.00291627-0.00239366j -0.0090349+0.00961527j 0.00328151-0.00122482j -0.00269374-0.00718897j -0.00433131+0.00614094j -0.00749109+0.00469674j -0.00127276+0.0150007j -0.00132193+0.00551294j 0.00327816-0.00497449j 0.0194635+0.00903249j 0.00937373-0.00457783j 0.00494805-0.00225613j -0.00557016-0.00259772j -0.00577896-0.00286281j 0.00361322+0.0150247j 0.00461576+0.0076507j -0.00709533-0.00140812j 0.000447031+0.00643003j 0.000722783+0.00324909j -0.00305771-0.00706446j 0.00078732-0.000880323j 0.00109543-0.00423023j 0.000463603+0.000695111j 
0.0024139-0.00383974j -0.000846544+0.00112444j -0.00637722+0.00121854j -0.00211109+0.00282901j 0.0069717+0.00816385j 0.00193055-0.0024206j 0.00111911-0.00245335j 0.0087655+0.00725195j 0.00253185+0.00588992j 0.00960192+0.00297654j -0.00159039-0.00349026j 0.00263022-0.00677196j -0.00091865+0.00626907j -0.00777231+0.00832154j -0.00328949+0.00909438j -0.00306728-0.014721j 0.00240151+0.00347162j -0.00517033+0.00745174j -0.0173669-0.000324121j -0.00808074-0.00324513j 0.0072823+0.00934228j 0.0114924-0.00680946j 0.0024858+0.00463758j 0.00233876+0.00218795j -0.00814042-0.00226334j -0.00548052-0.00401937j -0.00811419-0.00529081j -0.00364177+0.000612017j 0.00513733-0.00443423j 0.00938758-0.00179598j 0.0128604+0.00254616j 0.0132388-0.0103831j 0.00648055+0.000896747j -0.0105191-0.00106699j -0.00200019-0.000353773j 0.00541975+0.0167565j 0.00502186+0.000413663j -0.00129954-0.00290244j 0.00481487+0.00112903j 0.00262841-0.00763219j -0.00108562+0.0023587j -0.00112547-0.00679418j -0.00169403+0.00561268j -0.00504628-0.00559421j -0.00250708-0.00618259j 0.00187994+0.00694169j -0.000140185+0.00726172j 0.000633653+0.00927139j -0.0108236-0.00250705j 0.00239933+0.00301849j -0.00396553+0.00351686j -0.00488286+0.00901679j 0.0069599-0.000661799j -0.00128913+0.000330506j 0.0031552-0.00832578j 0.000252757+0.00265358j -0.00202124-0.00296628j 0.00311598+0.00819644j 0.00397743+0.0137093j 1.50956e-05-0.00849871j -0.00416324-0.00622162j 0.00252555+0.00417774j 0.00234365-0.000744833j 0.011717-0.00857517j -0.00464316+0.00589409j -0.000282553-0.00458606j 0.00278636-0.000523281j -0.00138166+0.0103141j -0.0023026+0.000136546j 
-0.00585122+0.00219454j -0.00284173-0.00667759j -0.0014672-0.000173153j 0.0028467+0.00583991j 0.000810757-0.00349362j 0.00328413-0.00525352j -0.00173419+0.0030038j 0.0103536-0.0130863j 0.004387-0.00246062j 0.00146401+0.00741438j 0.000645378+0.00298717j -0.00251051+0.0055408j 0.000648075-0.00124554j -0.000386833+0.00114207j 0.000879304+0.00244099j 0.00038432-0.00103739j 0.00108964-0.00175898j 0.00344656+0.000418823j -0.00828753+0.00242352j -0.000626267-0.000189172j 0.00585188+0.000247055j 0.00184204-0.0013931j 0.0127245-0.0125831j -0.0046737+0.00264413j 0.00508938-0.0125607j -0.00215363-0.00234647j -0.00301818-0.00451355j -0.000311375+0.000892578j -0.00377761-0.00261085j -0.000979246+0.00756571j 0.00240199+0.00222028j -0.00647621-0.0208592j 0.0003448-0.00200472j -0.0090437+0.00150553j 0.00436349+0.00633301j 0.00150425-0.00213712j -0.00148244-0.011143j 0.00162374-0.00231641j -0.00637463-0.00737403j 0.00454185-0.00015025j 0.000614915+0.0138246j 0.00123911+0.00826021j -0.00210677-0.00271618j 0.00605836+0.00405233j 0.00367532+0.00452781j -0.00114953-0.0081552j 0.00168008+0.00602306j 0.00402466-0.00127498j -0.00165425+0.00798826j -0.00199862-6.56341e-05j -0.00299679-0.00486584j 0.00628663+0.00213767j 4.87747e-05-0.0056191j 0.000722945-0.000422424j -0.00298264+0.00123366j -0.01207+0.0134522j -0.00300418+0.00556796j -0.00485083-0.000908394j 0.00585607-0.000466068j 0.00403654-0.00548723j -0.0137127-0.00225311j -0.0147258-0.000212167j -0.00864175-0.00427409j -0.00191859-0.00536663j -0.00200772+0.00240747j -0.00461317-0.00173134j 0.00507588+0.00249232j -0.00242537-0.00453825j 0.000577253+0.00470921j 
-0.00412674-0.00438261j 0.00233987-0.000518819j -0.000872782-0.00328293j -0.000462392-0.000492892j -0.0011952-0.00650336j -0.00489147-3.27e-05j -0.00190567-0.000591112j -0.00672237-0.00495684j 0.000377781-0.00728627j 5.60116e-05+0.0069624j -0.00247597+0.00163124j 0.00344513+0.00167613j -0.00511564+0.0097488j -0.00254208+0.0040533j 0.00403043+0.0019866j 0.00121631-0.00804365j -0.00683723-0.00481566j -0.00617234-0.00173511j 0.00176384-0.00468764j 0.00402979-0.00354751j -0.000597224-0.00027351j -0.00017397-0.00330123j -0.00130724-0.0125632j 0.00647282+0.00883226j 0.00757389-0.00640023j -0.00060776+0.0102166j 3.5457e-05-0.00933168j 0.00389407-0.00752331j -0.00108908+0.0145629j 0.0039844+0.00320459j 0.00344851-0.010135j -0.0110778+0.0151822j -0.0108602+0.0119853j 0.00651794-0.0141858j 0.000131972-0.0100627j -0.00360784-0.00695308j -0.00153932+0.00481676j 0.000569347+0.00661226j -0.0113498+0.00955715j 0.0071623-0.00360352j 0.00267698+0.00141641j 0.00664904-0.00285891j 0.000772123-0.000527409j -0.00983071-0.00185291j -0.00273668-0.000680136j -0.0124395-0.00197168j -0.00845295-0.00173217j 0.00382713-0.00797549j -0.000985768-0.00471435j 0.00078062-0.00583093j 0.0112186-0.00199395j -0.0045259+0.00243664j 0.00250683-0.0128721j -0.00332083+0.00117629j 0.00231394-0.00132635j 0.00328464-0.00183409j -0.0016143+0.0021447j 0.00400939+0.0114795j 0.00999157+0.00496493j -0.00168646-0.00442442j 0.00427552+0.011806j 0.000765221+0.0189374j 0.00727014+0.0125317j 0.00231508+0.0105899j 0.00147883-0.0049822j 0.00208465-0.00430492j -0.00407802-0.0074334j -0.003415-0.00205238j 0.000827929+0.00305612j 
-0.000765152-0.00361347j 0.000928178-0.00248962j -0.00314676-0.00708217j 0.000774984-0.00140014j 0.00148263+0.00600783j -0.00291385-0.00620703j -0.00411635-0.00554771j -0.00165083-0.0114222j -0.00140488+0.00290035j 0.000682177+0.00162208j -0.00644203-0.00522171j 0.000188387+0.00915203j 0.00184711-0.00505069j -0.0065147+0.00170452j -0.00159717+0.00623138j 0.00726251-0.00545133j -0.000791153-0.00105824j -0.00444781+0.00159334j -0.00333995+0.00413737j 0.00253687+0.004077j 0.00485456-0.0022433j -0.00499446-0.00678624j 0.00127842-0.0205598j -0.00532749+0.0197822j -0.00408461-0.0024432j 0.0103111-0.00235531j -0.00178715-0.0082737j 0.0027368+0.00612249j -0.00922633+0.0109314j -0.00260333-0.00314452j -0.000675444-0.0144831j -0.000228059-0.00207392j 0.00495992-0.00900777j -0.00204713+0.00492939j 0.00307127-0.00216309j 0.00188227-0.00376084j 0.0050148-0.00930855j -0.00290637-0.00322161j 0.00150598-0.00483839j -0.00425816-0.0133308j 0.000629991+0.0151754j -0.00157585-0.000935371j 0.00307484-0.00527007j 0.00592017+0.00321839j 0.0026406-0.00431093j 0.0047255-0.00292327j -0.00119753+0.00313235j -0.00471327-0.00616221j 0.00432261+0.00346463j 0.00265527-0.0139803j -0.00156663-0.00696887j -0.00183078+0.000266259j 0.00580007-0.0112427j -0.00240497+0.0058589j 0.00595088+0.00387747j 0.000457686+0.000455088j -0.00241205+0.00172573j 0.00536694-0.0151353j 0.00130209-0.00398889j 0.00667938-0.00254802j 0.000185522+0.00109277j -0.000398525-0.00137057j 0.010742-0.00571352j 0.000522424-0.00303629j 0.00558899+0.000317218j 0.00465987+0.00300867j 0.00129174+0.00203368j 0.00331915-0.00469593j -0.0044547+0.00179167j 
-0.00053341+0.00676065j 0.000580193-0.00392902j 0.00283183-0.00171373j 0.000302538+0.0027812j -0.00348071+0.0117351j 0.00361951+0.00123582j 0.00450829+0.0035822j -0.000663534+0.00664893j 0.000357588+0.0097887j -0.000956101+2.92674e-05j 0.00152145-0.000839231j 0.00191437+0.00281528j -0.0070931-0.0126826j -0.00922049-0.004577j -0.00613156-0.00623292j 0.0108102+0.00784761j 0.0033831+0.00472467j -0.00124463+0.0125277j 0.000488079-0.00188475j 0.00174012+0.00126006j -0.00246064-0.00180525j 0.00205366+0.0114957j 0.0135444+0.015189j -0.010174+0.000502779j -0.00293525+0.00922593j 0.000993754-0.00135622j 0.00942288+0.00752527j 0.000180472+0.00516283j -0.00681218-0.0079678j 0.00404903+0.000399967j 0.0128206+0.00710658j -0.00771089+0.00796138j -0.0107365+0.0102857j -0.00155054+0.00402878j 0.0174143+0.00514584j 0.0032479+0.00293617j -0.00391159+0.00413879j -0.00102166-0.0126988j -0.0054329-0.00138743j 0.0049666-0.0139664j -0.000115748+0.00477533j -0.00277944-0.00608833j 0.00292756-0.00337843j -0.00545093+0.00759965j 0.00607295-0.00456042j -0.00724269+0.011236j -0.0122296+0.000265477j 0.0049963-0.003016j -0.0127904+0.00894534j -0.00029977+0.00406744j -0.00337177+0.00467925j -0.000303511-0.000106431j 0.000765562-0.00902039j -0.00342538-0.001167j -0.0092824+0.00456771j -0.00780632+0.0025241j -0.00394386-0.000470542j 0.00152109-0.00101413j 0.00720804-0.0033461j 0.00266375+0.00765498j -0.00267002+0.0142597j -0.00183638-0.00576843j -0.00318444+0.0145829j -0.00112021+0.013676j -0.00196591+0.0105417j 0.00509175+0.00614898j 0.00161285-0.00526558j -0.00317603-0.0024883j -0.00148989+0.00530121j 
-0.00143151-0.00601335j -0.000904529+0.000647665j -0.000405895+1.04713e-05j -0.00161554+0.00712612j -0.0016562-0.00341628j 0.00523301-0.00384803j -0.00796285+0.000127057j 0.0129186-0.00149505j 0.000303162-0.00808031j 0.00143884+0.000109149j -0.00816939+0.00619587j -0.00145929-0.00503584j -0.000617332+0.00401388j -0.0022439+0.00503655j 0.00721929+0.00320395j -0.0100457-0.00227692j -0.00632277-0.000540465j 0.0052629-0.00303581j -2.87525e-05-0.00660994j -0.0021354+0.000239377j 0.00618387+0.00696506j 0.00373357+0.000462544j 0.0104648-9.94271e-05j -0.00537852-0.00117175j -0.00357632-0.00146757j -0.00436084+0.00316855j 0.00188078-0.00244331j -0.00275681+0.00913369j -0.0113467+0.00316265j 0.00350535-0.0103993j 0.0185531-0.0100889j 0.00243662-0.0124217j 0.000754294+0.00746911j -0.00866576+0.0123079j -0.00277742+0.001184j 0.0109032-0.00251421j -0.00598678+0.00360563j 0.013628+0.00490751j -0.00491593+5.48488e-05j -0.00240927+0.01817j -0.00469597+0.00264884j -0.00515224+0.00835815j 0.000552243+0.00516349j -0.00798153+0.00136975j -0.00410873+0.00435214j 0.0099433+0.000619659j -0.00849049+0.0104727j -0.00595548-0.00231083j -0.000609733+0.000859422j 0.00724445+0.00146678j 0.0056386-0.00763263j 0.00259827-0.00559664j -0.00968574+0.000751909j -0.00117196+0.00545042j 0.000645292+0.00285243j 0.00825629-0.0063673j 0.00442787-0.0028559j 0.0100753+0.00494954j 0.000379233-0.00574134j 0.00558071+0.0171645j 0.013419+0.00563838j -0.00442037+0.00283431j -0.00219494-0.00695009j 0.0020177+0.00689805j 0.00230794+0.013749j 0.00380323+0.0129812j 0.000123876-0.00502484j 0.00396308-0.00142235j -0.00540916+0.00495797j 
-0.00125625-0.00298932j -0.000569464+0.00325148j -0.00538509+0.000785941j 0.00126977+0.00236202j 0.00652529-0.00079114j 0.00716252+0.00550827j -0.00239901+0.00365111j 0.0112951+0.00823445j 0.0032656+0.0014404j 0.00106262+0.00403407j 0.000498841+0.00625245j 0.000292065+0.00196502j -0.00916932-0.00332408j -0.00690797-0.00301539j 0.00150109-0.00424281j 0.00139294-0.000502008j -0.00444175+0.00116894j -0.00530827+0.00278867j -0.000794765-0.0105513j 0.00736189+0.00252613j -0.0025763+0.00426871j 0.014354+0.00699331j 0.00794243+0.00126311j -0.00401181-0.00394047j 0.00262058-0.00103713j -0.00426192-0.00402298j 0.00879511-0.00598074j 0.00872325-0.0057709j -0.00106975+0.00549498j -0.00144605+0.000347099j -0.00387202+0.0160352j 0.0115665+0.0140479j 0.0214256-0.00869503j 0.00134776-0.0195296j -0.00810373+0.00329266j -0.00536705+0.0095406j 0.0171918+0.0059112j -0.0018394+0.00570609j 0.00213683+0.00723148j -0.000290758-0.00149139j -0.00163275-0.000829154j 0.00497548-0.00810442j -0.00291827+0.00131766j 0.00386156-0.00321756j -0.00415483+0.000391259j 0.00616083-0.00204799j 0.00317029-0.00278403j 0.00402111-0.00156241j 0.00543144+0.005043j 0.00145606-0.00109602j 0.000951428+0.0110098j -0.00135446-0.00834255j 0.00776066+0.00166062j -0.00414276-0.000376988j 0.00121466+0.00792166j 0.00183179-0.0108954j -0.00302083+0.00541082j 0.00191052-0.00323911j 0.00150152+0.00193832j -0.00754081-0.00491519j -0.0108809-0.00273454j 0.0111739-0.00252005j 0.00047453+0.000374381j 0.00216562-0.000364504j 0.00127706-0.018439j -0.005302+0.00332163j -0.0015102+0.00556476j 0.00242212+0.00614171j 0.00101127-0.00134735j 
0.00266973+0.000904937j 0.00100808+0.000404757j 0.002338+0.00431748j -0.00222947+0.00451849j -0.00149827-0.0005851j 0.00591386+0.00933731j 0.00198943-0.00419065j 0.00185102+0.00503803j -0.00110223+0.00174704j 0.000633198-0.0140624j -0.00232541-8.82322e-05j -0.00504192-0.00238151j 0.000720565-0.00249721j 0.00445276+0.0185862j -0.00078401-0.00255788j -0.00534454-0.0224706j -0.00231262-0.00636641j 0.00204909+0.0046617j 0.00917722-0.00929718j -0.00159794-0.00997747j -0.00235136-0.0027953j -0.00127661+0.0157952j 0.00158934-0.0217666j -0.000199082+0.0123299j -0.00307144-0.0177512j -0.0031949-0.0242706j 0.00448339-0.00683707j -0.00721096+0.0101077j -0.00323992+0.0125809j 0.0038202-0.0129369j 0.00133714-0.000318146j -0.0048706+0.0132447j -0.00587168+0.00897067j -0.00308363+0.00998297j -0.00582618-0.0111911j -0.00162246-0.00236821j -0.00229349+0.00128691j 0.00523057+0.014224j -0.00110393-0.00355831j -0.00594315-0.00323476j 0.00483768+0.00695939j 0.00314087+0.0060591j 0.000662199-0.00411909j -0.00623191-0.0152999j -0.00478302-0.011046j 0.00026192+0.00334869j 3.62826e-05-0.000518548j -0.00508143-0.0110668j 0.00285476+0.0111089j 0.00179377+0.00256487j -0.00231214+0.00738519j 0.00548319-0.0103938j -0.00690002-0.00230894j -0.00320829-0.00258276j -0.00561019+0.00948402j 0.00175278+0.0191444j 0.001502+0.00649676j 0.00227275+0.00116668j 0.0034271-0.0169508j -0.00602336-0.00422156j -0.00330506+0.0131574j 0.00188311+0.0102339j 0.00126848-0.00398538j -0.00444362+0.00442637j -0.00435103+0.00372851j 0.0021146-0.00539585j -0.000539725-0.00249451j -0.00169792+0.00399177j 0.0014832-0.00243677j 
-0.00291173-0.000490929j 0.00783311+0.000899369j -0.00255169-0.00242614j -0.00184708-0.0028384j -0.00673665-0.00921814j -0.000553249+0.00908521j 0.00196674+0.00590325j -0.00524769-0.00657702j -0.000925062-0.00960286j 0.000458852-0.00912924j 0.00150875+0.000842137j 0.000950639-0.00809272j -0.000767856-0.00462462j -0.0042739-0.00058059j -0.00149864-0.00136881j 0.00835243-0.00857598j 0.00909489+0.00167348j -0.00723333-0.00445017j 0.00203833-0.000766453j 0.00660759-0.00598291j 0.0027766-0.00312271j 0.00375624-0.00764699j -0.014802+0.000808009j 0.00904828-0.00348901j 0.015042-0.00687379j -0.00361619+0.0025539j -0.00724573+0.0135755j -0.01147+0.00891872j 0.0153053+0.000909772j 0.00134602-0.00324225j -0.0064492+0.00283897j 0.0208172+0.00664497j -0.00694393+0.00124797j -0.016296-0.000532045j -0.00269188+0.00120013j 0.0009624-0.0158494j -0.00292487-0.000834016j 0.00467836-0.000219557j 0.00435577+0.0029119j -0.00261484+0.000654557j -0.00701047+0.00359532j -0.00817301+0.00430176j -0.00203118-0.00682552j 0.00336931+0.00542596j 0.00451321-0.00721483j -0.00683475-0.00164683j -0.00248707-0.00395848j 0.00042103+0.00623216j -0.00382444-0.00643269j -0.000734579-0.000715599j -0.0034483+0.00243795j 0.00701358+0.00540072j -0.00269229+0.00413064j 0.0011807-0.0116799j 0.0030875-0.00228486j 0.000885502-0.00497772j 2.69489e-05-0.00902945j 0.0063084-0.006904j -0.0053238+0.0019176j -0.00267812+0.00610478j -0.00175375-0.00908101j -0.00145476-0.00404164j -0.00342835-0.00364128j -0.00514897+0.000225627j 0.000502239+0.00526064j -0.00211351+0.00016367j 0.00295265-2.11656e-05j -0.00229207-0.0075914j 0.000422622-0.00467574j 
0.00172486-0.0041274j 0.00272245+0.000901243j 0.000347721+0.00173192j -0.00540275+0.00101228j -0.00292463+0.000829526j 0.0058473+0.00198147j 0.000913493+0.00133075j -0.000230238+0.00457463j -0.00431043+0.00176857j -0.00165495+0.00314292j 0.00206971-0.00167632j 0.0066301+0.00469113j -0.00480261-0.00102411j -0.00439877-0.000838439j -0.00390024+0.00103371j 0.00231279-0.00192265j -0.00286076-0.00264819j -0.00639067-0.00123721j 0.00225643-0.00731991j 0.00710413-0.00971842j -0.0066821-0.00286795j -0.00144548+0.00722344j -0.00732915+0.00334937j -0.0018414+0.00892688j 0.00230574+0.00151594j 0.00334382-0.00516781j 0.00390358+9.23386e-06j -0.00309788-0.00471786j 0.0107795+0.00360791j 0.00081409+0.0146991j -0.00227489+0.00196492j 0.0260473+0.00560017j 0.000316448-0.00171786j -0.0134218-0.00378534j -0.00233583-0.0110425j 0.00355441-0.00229047j 0.00829265+0.00849218j 0.00299504-0.00204883j 0.00983583-0.00136075j -0.00856328-0.0015724j -0.00498492+0.00064372j -0.00540605-0.00136305j 0.0020265-0.0013067j 0.00406141-0.0085153j -0.00505347-0.00332522j 0.00582844+0.000368117j -0.00692578+0.00513291j -0.00389516-0.00306189j -0.00760618+0.00494635j -0.00154199-0.00750598j -0.000483698+1.31094e-05j -0.000785149+0.000696677j 0.00457009-0.0033785j -0.00707924+0.00370077j 0.00221164+0.000685052j -0.00613324-0.0106212j -0.00828446+0.00280739j -0.00215828-0.00777379j -0.00326315-0.000429272j 0.0116508+0.00994892j -0.000549673+0.00409228j 0.0026284-0.00913699j -0.00212357-0.00749812j 0.00427169-0.000317892j -0.0114239+0.00124294j 0.00392422+0.00861471j 0.00375129+0.00160109j -0.00156057-0.00518156j -0.000848245-0.00553829j 
0.0012464+0.000762637j -0.000997823+0.00519284j -0.0032371-0.00583911j 6.86755e-05-0.000120103j 0.000858092+0.00747296j 0.000641145+0.00975838j -0.00164311-0.0018961j -0.000604673+0.00729652j -0.00183353+0.00131908j -0.00334925-0.00856771j -0.00151099-0.00173795j -0.00617201-0.00317986j 0.000274456-0.0130749j -0.00765772-0.00237616j 0.00124146-0.00322485j 0.0166171-0.0120994j 0.00704729+0.00289854j -0.000137763-0.0006734j 0.00684681-0.00751281j 0.0017293+0.00344587j 0.00822747+0.00729701j 0.0107643+0.000950553j 0.0071949-0.0020195j -0.00693587-0.00679651j 0.0142296-0.010877j -0.00241594-0.00118461j 0.00608232+0.00467212j -0.000366362+0.0191342j -0.00649647-0.0113423j -0.00156871-0.0135239j 0.00363888+0.0138784j -0.00140449+0.00761503j 0.00925998+0.0050539j 0.00988653+0.0006484j 0.00530569+0.0083166j -0.00153116-0.000418444j 0.00670939+0.00130206j -0.00524241+0.00386136j -0.00447581+0.00486051j 0.00338012-0.00174247j -0.00591007+0.0142834j -0.00143375-0.002337j 0.000171297-0.00133201j 0.00103111+0.00336236j 0.00446954-0.0143912j 0.00289106+0.00261595j -0.00264317-0.000159496j -0.00650976+0.00272876j 0.0122789-0.0144908j -0.00128081+0.00784028j 0.00572052+0.000987299j -0.00197375-0.00858479j -0.00531962+0.00431915j 0.00916128-0.00713806j 0.00352744+0.0102353j -0.00952719+0.00200223j 0.0105269-0.00634581j -0.00702292+0.00201624j -0.00323673+0.00564961j 0.00336995-0.00223326j 0.0085257-0.00810317j -0.0100488+0.0110995j 0.00487254+0.00558036j 0.00137871+0.00808318j -0.00257235-0.0093636j 0.00398924+0.0031561j -0.00430261+0.00214471j 0.00251833+0.00257088j 0.000664751-1.2056e-05j 
-0.000285972+0.000636237j -2.30916e-05-0.0058513j -0.00325513-0.00334289j 0.00250609-0.00274979j -0.00285905-0.00511359j 0.0109628+0.000988165j 0.000208596-0.00110156j 0.000558075-0.00198306j -0.00477588-0.00324261j -0.0108603-0.00193156j 0.00628712+0.00513769j -0.00400618+0.00910975j -0.0108926-0.00847095j 0.00675786+0.00578983j -0.00637936-0.00655144j -0.016945-0.0159172j 0.000275757-0.0125384j 0.00165593+0.00816549j -0.00593149-0.0134332j -0.00293274-0.00181397j 0.0030265-0.0108754j 0.00768604-0.0244842j -0.0126108+0.000496619j -0.00591344+0.000497263j -0.0152984-0.0364469j -0.00273557+0.00826267j 0.00332458-0.00620553j 0.0134982+0.019465j 0.00334486-0.000722848j -0.0121192-0.00910395j 0.0123854+0.0060996j 0.00662354-0.00405428j 0.00822562+0.00769262j 0.0015895+0.00960568j 0.00640484+0.00160727j -0.00588345+0.00161899j -8.74963e-05+0.00396611j 0.00994913+0.00896381j 0.00552894+0.000146915j -0.000674-0.00330805j 0.0078761+0.00521995j 0.00806964+0.00350872j -0.00566705+0.000940976j 0.00202275+0.000633653j -0.0100661-0.00213897j -0.00272921+0.00157985j 0.00227016-0.00128262j 0.00981464-0.000574394j -0.00946741-0.00076399j 0.00466115-0.000349717j 0.000749407-0.00331503j 0.00324359+0.00485028j 0.00448064+0.00553985j -0.0162664-0.0123962j 0.000636521-0.00379059j -0.00254365+0.00792708j -0.0113006-0.0069695j -0.00154724-0.00206843j 0.00684904+0.00552929j 0.00423474+0.0108011j -0.00462961-0.000787065j 0.00761177+0.00230558j -0.00153766+0.00246614j 0.00514846+0.000960006j 0.00194349+0.00594492j -0.000274591-0.00730235j 0.00385458+0.00557884j -0.000216211-0.00358769j -5.20215e-05+0.000223143j 
