-0.0117698+0.00179j 0.0044712+0.0126375j 0.00451588+0.0132542j 0.0108694-0.00391184j -0.000181312-0.00193465j 0.0051254+0.00607358j 0.00566012-0.00725794j -0.00321565+4.21067e-05j -0.00177751-0.00227948j 0.00197496-0.00251369j -0.000454201-0.00599797j 0.000119432+0.00667762j -0.0053554+0.00675171j -0.00746841-0.000940655j 0.00522472-0.00618389j 0.00183548+0.0037406j -0.00207973-0.002066j 0.000293951-0.0026134j 0.00233241+0.00605088j -0.00256671-0.00390285j -0.00604977+0.00264252j -0.00215581-0.00608172j 0.0049568-0.00645294j 0.00578748-0.0052645j 0.00240743-0.0061348j -0.0079044-0.00168347j 0.0031283-0.00650923j -0.00144902-0.0012229j 0.0023752-0.00689656j -0.00178707+0.00631784j 0.00821961+0.0103134j -0.00354228+0.00827423j -0.0108034-0.00296017j 0.00133824-0.00668184j -0.00316923+0.000944473j -0.0110051+0.00537272j -0.000945393-0.0106249j -0.00457908+0.00694757j -0.00251102-0.00336414j 0.00348385-0.00243308j -0.000255082-0.00731973j 0.00924691-0.00913709j -0.00727013+0.00670362j -0.010187-0.00611401j -0.00303742-0.00275518j -0.0145591+0.00941407j -0.0153561-0.00472523j -0.00234591-0.00618079j -0.00950782-0.00987632j 0.000130363-0.00472411j 0.00426184-0.00856042j -0.0012694+0.00423756j -0.00220297-0.00386187j 0.0011172-0.00063341j -0.00201747-0.00136044j -0.00423648+0.00291342j 0.00329534-0.00532125j 0.00710678-0.00282368j 0.00464935+0.00405705j 0.0120222+0.00228858j 0.0117572+0.00442679j -0.000542237+0.00521772j -0.00246187-0.0104058j 0.00857428-0.00499108j 0.00228737-0.00551691j 0.0057992+0.0145149j -0.0131573+0.00133955j -0.0308001-0.0144273j 0.0147327-0.0323229j 
-0.00620655-0.00055874j 0.0106444+0.00115859j -0.000503627+0.00854929j -0.016747+0.00573361j -0.00995377-0.00373786j 0.00119072-0.00638641j -0.0148678-0.0212968j 0.00152788+0.0117407j -0.0115383+0.0156399j -0.0083508-0.0174627j 0.0140624+0.0110456j 0.00410546-0.0109914j -0.0165044-0.000672245j -0.00867968-0.000533913j -0.00110445-0.00405001j -0.00938999-0.00711356j -0.000254394+0.0023867j 0.00350596-0.00259171j -0.00124862+0.00284726j -0.00315644-0.00110793j 0.0126353-0.00348535j -0.00104737+0.00203421j 0.00221966-0.0013652j 0.0114639-0.00733789j 0.0041186-0.00409997j 0.00478585-0.00308883j -2.88784e-05-0.003824j 0.00296502-0.00482393j -0.00153165+0.000126856j -0.00323376-0.00574922j -0.000820224-0.0070806j 0.00200245-0.00562299j -0.00473591-0.00180433j -0.000108256-0.00791097j -0.000527124+0.00494578j -0.00880354-0.00793682j -0.00204321-0.00342179j -0.00182672-0.00384735j -0.00118447-0.00347233j 0.0036138+0.00223465j -0.00157172+0.00420002j 0.00397025+8.23451e-05j 0.00363697-0.00372826j 0.0038076-0.00964485j 0.00193487-0.0016455j 0.00284982+0.0028161j 0.00058191+0.00136207j -0.0025078-0.00302817j -0.00101866-0.00164242j 0.00347681-0.00179756j 0.00477392-0.00429074j 0.000690339+0.000264088j -0.00771545+0.00209155j 0.00333083-0.00232108j -0.00384247-0.00214436j -0.000584452-0.00153401j 0.00018417+0.00133512j 0.0034903+0.000391505j -0.000592921-0.00176276j 0.000312327-0.000600807j -0.00394399+0.000419425j 0.00632153-0.00238641j -0.00192423+0.000703904j -0.00332356-8.54053e-05j -0.0047973-0.000838118j 0.00381732-0.00124087j 0.00259031+5.25665e-05j -0.00252123-0.000282348j -0.00300654-0.000203045j 
-0.00996428-0.00145756j -0.00498566+0.000515564j 0.0162227-0.0129746j 0.000209037+0.0100959j 0.000419121-1.63097e-05j -0.016711+0.00473028j -0.00591019+0.0204427j 0.00096172+0.00782954j 0.00423478-0.0225329j 0.01177+0.00536503j 0.0022297-0.0100965j -0.00395507+0.00408732j -0.00653018+0.0127817j 0.00216399-0.00135944j -0.0179086+0.0149361j -0.00768054+0.0123618j -0.00861968-0.00548676j 0.00716571-0.00556448j 0.00303054-0.00683365j -0.00697751+0.00548242j -0.00965168+0.00589693j 0.00212985-0.00292897j -0.000395095-0.00269852j 0.00162991-0.00551969j -0.00429224-0.000930182j 0.000961406+0.00213118j -0.00616035+0.00329762j 0.000504591+0.000687978j 0.00273242-0.00047607j 0.00488222+0.00297759j 0.00248217-0.00106083j -0.000540041+0.00342809j -0.00242201-0.0028389j 0.00349282+0.00105622j -0.0121781+0.00173869j 0.00629874+0.00786266j 0.00680035-0.00535888j -0.00459994-0.00516364j -0.0160554-0.00566277j -0.00657782+0.00331968j -0.00482686-1.39081e-06j 0.00168337+0.0022435j 0.00883129+0.00350128j -0.00474551+0.0101419j 0.0037888-0.00231901j 0.0018335+0.00187655j -0.00525783+0.000990507j -0.00907573-0.00353527j 0.00371247+0.0130301j -0.0100223+0.0017304j -0.00146776-0.00134955j -0.000910974+0.00407795j -0.000576683-0.00194651j -0.0013123+0.0012165j -0.00109551+0.00679248j 0.00376396+0.000622485j 0.00450526-0.00192336j 0.00406663+0.0040564j 0.00372353+0.000235806j -0.000380726+0.00019064j 0.00136876-0.00120168j -0.0042348-0.00235406j -0.00310036+0.00162799j -0.00307142+0.00214391j -0.000857253-0.000882116j 0.00388517-0.00249094j -0.00133949+0.00271336j -0.000477353-0.00431128j 0.00167124+0.0017301j 
0.000878835+0.00215941j 0.00609898+0.00166094j -0.00292359-0.0028908j -0.00403712-0.00396809j 0.015768-0.00942763j -0.0153718-0.0134445j 0.00993145+0.0205942j -0.00431043-0.00767907j 0.00913276-0.00202439j 0.00451275+0.0127338j 0.000598152-0.0138176j 0.0145162+0.00613457j 0.00452073+0.00345255j 0.00447367-0.00277687j -0.00195387+0.0096334j -0.00754086+0.00379095j -0.01491-0.00287078j 0.000313399+0.00699118j -0.00628862-0.00171297j -0.000176955+0.00689921j -0.00267459-0.00327698j 0.00455444-0.00396562j -0.00423484+0.00611252j -0.00537484+0.00995349j -0.00220398+0.00667122j -0.00300365+0.000821171j -0.00100606-0.00245503j -0.00295636+3.97065e-06j -0.00118611+0.00275168j 0.002701+0.00536627j 0.00448732-0.00370226j 0.000286383-0.00540092j 0.00701594+0.00518291j -0.000668514-0.00439641j -0.0030647-0.00703083j 0.00637176+0.00558015j -9.78604e-05-0.00193471j -0.00723645+0.00342686j -0.00803615-0.00942603j -0.00174645+0.00278788j -0.00345414+0.00139173j 0.00100142+0.00401202j 0.00744346+0.00942025j -0.000685718+0.00838692j 0.00236121-0.000356886j 0.000530965-0.00425779j 0.000960738-0.00602351j -0.00902452-0.00253437j 0.00649936+0.0109029j -0.00235903-0.00425301j -0.00191097+0.00290697j 0.0014167+0.000966283j 0.00181658+0.00039824j -0.00380055-0.00030975j -0.00159814+0.00315845j 0.00283928+0.00192728j 0.00288948-0.00299094j 0.00155999-0.00335966j -0.00197953+0.000973185j -7.82522e-06-0.00163377j 0.00126623-0.00115757j -0.0031712-0.000771371j 0.00142663+0.00464594j -0.00171168+0.00185661j 0.000459137-0.00155779j -0.0022758+0.00197897j -0.00194629+0.00107387j 0.00142754-0.00136901j -0.00112702-0.000285837j 
0.00399841-0.00173154j 0.00208106-0.00580372j 0.00226977+0.00799231j -0.00793267+0.0146321j -0.0217634-0.011283j -0.021966-0.00941587j -0.000712349-0.0121385j -0.00842625+0.00988514j -0.00887186-0.000545897j 0.00700604-0.0144716j 0.00759979-0.000420308j 0.00205483-0.0127855j -0.00730749+0.0135487j -0.000403849-0.0119852j -0.00472051+0.014814j -0.0114308+0.0036609j -0.00637457+0.00747612j 0.00521446-0.00275826j 0.00387706+0.00204449j -0.000324664+0.00715154j 0.00532174-0.00136006j -0.00484477-0.00444412j -0.000467501+0.000114125j 0.00683236-0.00669476j 0.00126216-0.00418819j 0.00147488-0.00308499j -0.00610576-0.00926993j -0.00118723-0.00596581j 0.00338624-0.00154194j -0.0017142-0.00485426j -0.000780311-0.0106851j -0.00322757-0.00265932j 0.00190463-0.00248618j -0.000586058+0.000245206j -0.00337483+0.0063476j -0.00180503-0.00441456j 0.00323849+0.00228594j -0.00506872+0.000503018j -0.00908778-0.00306403j -0.00148076+0.00667392j -0.00135456-0.00023392j 0.000570013-0.00150984j 0.00708608+0.00299626j -0.00202478-0.00479633j 0.00488652-0.00143839j 0.00394135+0.000650082j -0.00679778-0.00565774j -0.00813609+0.00164776j 0.005266+0.00425331j -0.00281211-0.0055673j 0.000766962-0.00269016j 0.000499308+0.0011567j -0.00248422+0.00232808j -0.00219749+0.00161983j -0.00455288-0.00255726j 0.00344035-0.00213348j 0.00108879-0.00198318j 3.54487e-05-0.00408374j 0.00122333+0.000667181j -0.00133699-0.00156945j -0.00178352+0.000145065j -0.000782069+0.00159029j -0.000166128+0.00117558j -0.000510359+0.00260756j -0.00246306-0.00126274j 0.0040424+0.00067107j -0.00145198+0.00163572j 0.000615188-0.0011486j 0.000833594-0.000285025j 
-0.00838835+0.00148364j 0.00532054-0.00466876j 0.00700094-3.78837e-05j -0.00568903+0.0182091j -0.00852305+0.00326264j -0.00828009+0.0247086j 0.02706-0.00470679j 0.00766318-0.00073118j -0.00784717-0.014193j 0.0262497-0.0259331j -0.023903+0.00390871j 0.00109601-0.00123406j 0.00640276+0.0092302j 0.00493083-0.00629352j 0.00326382+0.00783128j 0.0115854+0.00421838j 0.0100633+0.00418654j 0.00544064-0.00486638j 0.00461429-0.00149292j 0.0026894+0.00560642j -0.00706554-0.0020859j -0.00285617-0.00152732j 0.00677786-0.00178202j 0.00955216-0.00887807j 0.00354152-0.00249183j 0.00473958-0.00713953j -0.00751848+0.00261689j 0.00402672-0.00435248j 0.000124583-0.00133058j 0.00862381-0.00210875j -0.00956004-0.00155249j -0.00433165+0.00201587j -0.00333532+0.00510163j -0.00302796+0.00230983j 0.00256558+0.00803184j 0.00695996+0.00209195j 0.00547826+0.000894299j 0.0077202+0.00289192j -0.00171222+0.00373866j 0.00525789+0.00317737j -0.00463768-0.000886662j -0.00434047-0.000245414j 0.00188868-0.00437305j 0.0132542+0.00900612j -0.00165888-0.000248757j -0.00877131-0.00576501j -0.0095439+0.00579476j 0.00786776+0.01262j 0.00509781-0.00424909j 0.000583707-0.00158925j 0.00625354+0.00215101j 0.00220144-0.00388121j -0.00392524-0.00102092j -0.00463785+0.00376952j 0.00879687+0.00305802j 0.000136441-0.00147659j -0.00366522-0.00443983j -0.000646339-0.00454494j -0.000873135+0.00582067j -0.00248319+0.00488701j 0.000124683+0.00596651j 0.0012986+0.00331489j 0.00279309+0.000797827j 0.00210111+0.00351908j -0.00289307+0.00466282j -0.000227314-0.00616096j 0.00341219+0.000785006j -0.0031035-0.00155853j 0.00123042-0.00373575j 
-0.00191882+0.00786538j -0.00264745-0.00158212j 0.0090133-0.0146185j 0.00714057+0.0221805j -0.00125382+0.0117137j -0.00101098+0.00990139j -0.0231718-0.0204986j 0.000267778+0.007326j 0.0127743-0.0181961j 0.00331428-0.00536259j 0.00529269+0.00581964j -0.0104061+0.0133626j -0.00438332-0.00366117j 0.00010531-0.00216513j -0.00778074+0.0111785j -0.00660598-0.000984012j 0.0126743-0.0155649j -0.00661707-0.0173052j 0.00687356-0.00808447j -0.00637364+0.00524811j -0.00289473+0.0148786j 0.00432205+0.00499152j 0.000195898-0.0103037j -0.0050319-0.0135495j -0.00191046-0.00318829j 0.00210508-0.00320507j -0.00105785+0.00274926j 0.000462416-0.00498105j -0.000822485-0.00400787j -0.00277915-0.00553687j -0.00203709+0.00562299j -0.00507849+0.00640012j -0.000300666-0.000228353j -0.00352056+0.00821462j -0.00119215+0.00652849j -0.00639187-0.0030624j 0.00268403+0.000304359j 0.00504546-0.00205717j 0.00377844+0.00524199j 0.000455417-0.00258345j 0.00276447+0.00256231j -0.00273463+0.000434376j -0.00871511-0.00251152j -0.0118239-0.00489696j -0.00318113-0.00115769j 0.00443084+0.0042628j 0.00138606+0.0062914j 0.00335371-0.00525908j -0.0100561-0.00159198j -0.00178425+0.00272633j 0.000309983-0.00368143j -0.00347603+0.0017279j 0.00149214-0.00135518j 0.00267293-7.75859e-05j -0.00208504+0.00021857j -0.004615+0.00106876j 0.00169992+0.00260868j -0.000283256+0.00452265j 0.00410176-0.00276397j 0.00017355-0.00034681j 0.0010792-0.00101496j -0.00209335-0.00266251j -0.00357741-8.90117e-05j 0.00228171-0.00294352j 0.00422787+0.00201207j -0.000524757-0.00215827j -0.00256901+0.00123062j 0.00212782+0.000194077j -0.000341782+0.00517101j 
-0.00546329-0.00488558j 0.00587159-0.00916695j -0.00165781+0.0146899j -0.0132183+0.00352257j 0.0161274+0.0306446j 0.0206946-0.0174346j 0.00652905+0.0102132j 0.000454692-0.00386677j -0.0159494+0.0140489j 0.00412487-0.0166947j -0.00128942-0.00290485j 0.0032986+0.00139087j -0.00571489+0.0131783j 0.0171819-0.00674741j -0.0199019-0.00730175j 0.00542929-0.00804575j 0.00229836-0.00252573j -0.000902712+0.0064919j 0.00450716+4.09425e-05j -0.0111037-0.00152984j 0.00867187-0.0110657j 0.00120231+0.00341546j 0.000460879-0.00203938j 0.00297657-0.00319531j 0.00262278-0.0038394j 0.0123599-0.000995262j 0.0111696-0.000351917j 0.00513672-0.00576444j 0.00213843+0.00359646j -0.000534645+0.00842933j 0.00770472+0.00241197j 0.00598037-0.00127204j -0.0118767+0.00459055j 0.0118666-0.000887879j -0.00152966-0.00697414j 0.00613159+0.00895616j 0.00755226-0.00643099j 0.00082148-0.00316301j 0.0103193-0.00262028j -0.0063894-0.00343736j -0.00202793+0.00651126j -0.00710566+0.00611719j -0.0022513+0.00395413j -0.00221993-0.000846478j -0.00238475-0.0022313j -0.00149291+0.00185236j 0.00235519+0.0123796j -0.000477685-0.000561788j -0.00891423+0.000660957j -0.00450133+0.00367571j -0.00173361-0.00248508j 0.000193034-0.00106898j 0.000841238+0.00151754j 9.1654e-05-0.00122248j 0.0035214+0.00235339j 0.000213776+0.00192291j 0.00212066+0.000551234j 0.00513748+0.00113534j 0.00135441-0.00172023j 0.0036336+0.00161721j 0.00365+0.00258412j -0.00378233-0.00606929j -0.00213108+0.00187764j -0.00240348-0.00364669j 0.00275925+0.00107054j -0.00241685-0.000637461j 0.001079-0.00278013j -0.000535043-0.00156415j -0.00056778+0.00161967j 
0.00736614-0.0112274j 0.00274682+0.00267759j -0.0116772-0.00963343j -0.00230085+0.0120317j -0.00715512+0.0148752j 0.00200124+0.0101009j -0.00768632+0.0132007j 0.0239732-0.00118881j -0.00134268+0.00995311j -0.00661162+0.00459445j 0.00519897-0.0105134j 0.00623507-0.0109954j 0.000622096+0.00627994j 0.0142303+0.0105312j 0.00836948-0.000918998j 0.0181959-0.00116244j -0.0145027+0.00106802j -0.00540286-0.010898j -0.00701001-0.00335285j -0.00118331+0.00380859j 0.00972606+0.00488873j -0.000992585+0.00680711j -0.00478882-0.00349483j -0.00526847-0.0134604j -0.00239901-0.00229128j 0.00203325+0.00754771j 0.00258324-0.000844776j 0.000731046+0.00547928j -0.00734716-0.00356145j -0.00501412-0.00507463j -0.00375418-0.0028677j 0.00810918+0.00543133j -0.0107395-0.00511791j -0.00275457+0.00171073j 0.0143521-0.00338021j -0.0115883+0.00739577j 0.00504273-0.00280392j -0.00846075+0.00405999j -0.00647724+0.0024175j 0.00944275-0.000183483j -0.00617676-0.00453659j -0.00769988-0.00231352j -0.00490669-0.00318835j -0.00543687+0.000242792j -0.00450013+0.00331149j 0.00655836-0.00706721j -0.00231086+0.00203149j -0.00206097+0.00348917j -0.00330188+0.00474824j -0.00781473-0.000293424j -0.0038186-0.000795546j 0.00169988-0.000541524j -0.00184914+0.00465887j -0.00240587+0.000895887j -0.000433383+0.0106002j -0.00296233+0.00361773j -0.0010917+0.00187342j -0.000133126+0.0053169j -0.000475569+0.00114527j -0.00149654+0.00334591j -0.00368682-0.000913225j 0.00207116-0.0073287j 0.000601361-0.000874065j 0.00584196+0.00294813j -0.00277283+0.00715851j 0.00159153-0.00770404j -4.02546e-05+0.0020525j 0.00502599-0.00226577j -0.00221227+0.00301574j 
-0.00221242+0.00467049j 0.00263908+0.00258198j -0.0222519-0.000620543j 0.0284895+0.0350659j 0.00870339-0.0306021j 0.0152777-0.000300203j -0.00677665-0.0135065j -0.000457914-0.00930291j -0.0169854-0.0111317j -0.0119271-0.0114733j -0.00304931+0.0097974j 0.00653697-0.00879037j 0.00144908-0.00412883j -0.00135894-0.00553451j 0.00283438+0.00610771j 0.00183535-0.00187506j -0.0034382+0.000448014j -0.0151663-0.00394484j -0.0072082-0.00235736j 0.0033998+0.00652967j 0.0173741+0.00680823j 0.00595998+0.00355861j -0.00357021-0.00298189j -0.00958853-0.00691338j -0.00340286+0.00333625j 0.00958958-0.00417802j -0.000724937-0.00234834j 0.00269178-0.00113299j -0.00476787-0.00341927j -0.000480912-0.00606788j 0.00284952-0.00320509j 0.0111183+0.00573564j -0.00463439+0.00254035j 0.00479095+0.00742133j -0.00567588+0.00587116j 0.00563681+0.00150752j -0.010502+0.000997473j -0.000410536+0.000797106j -0.000555233+0.00192658j -0.00116232-0.00929894j 0.00713439+0.00554224j 0.00640064-0.000625901j 0.00848365+0.000879405j 0.00856427+0.00231465j -0.002937+0.000148619j -0.00147164-0.00549938j 0.014795+0.00641382j -0.00312513+0.00265586j 6.16233e-05+0.000966487j 0.00585905-0.00225338j -0.000514699-0.000813611j -0.00097083-0.000162712j -0.00395381+0.000886274j 0.00598511-0.00159712j 0.000641021+0.00255908j 0.000601207+0.0032325j 0.000171674-0.00105437j 0.00776772-0.00168564j 0.00141832+0.000502985j 0.00426542+0.000361453j 0.000567105+0.00424543j 0.00324871-0.00595572j -0.00344396+0.0030226j -0.00351117-0.00470828j 0.00133078+0.00136019j -0.00185188-0.000125341j 0.00211743-0.000831714j -0.000870066-0.00482779j 0.00329024-0.00132105j 
0.000761338+0.00418533j -0.000936921+0.0146853j -0.0175894-0.0230848j -0.0231819+0.00919913j -0.00677883-0.00108269j 0.00115661-0.00844308j 0.0223756-0.00102363j -0.0124259-0.0127191j 0.00278165-0.00825143j 0.0245947+0.0100945j -0.00817853-0.0081432j 0.00499382+0.00801851j -0.00473195-0.0060475j 0.00911531-0.00359115j -0.00914483+0.00286075j 0.00074374-0.00729808j 0.00141407+0.000271457j 0.0016624-0.00974621j 0.00325235+0.002251j -0.00176347+0.00477511j -0.00322265+0.0179099j -0.00304517-0.00259755j 0.00296839-0.00527142j 0.00602866+0.00173024j 0.00611123+0.00983962j -0.0014767+0.00607905j 0.00340517+0.00397581j 0.00891876+0.0070046j -0.00307229-0.00712666j 0.010193-0.00770767j 0.00804618+0.00654763j 0.000456823+0.00670648j 0.00158043+0.00010311j -0.00369734-0.00252239j -0.0129276-0.003477j 0.00349392-0.00657887j 0.00180879-0.00682354j 0.00161881+0.00568214j -0.00944882+0.00216218j 0.00233272-0.00855729j -0.00226021-0.00104032j 0.00101761-0.00509609j -0.000703153-0.000219798j 0.00235698-0.000435474j -0.00345731+0.000377935j 0.00884032-0.00189521j -0.00298915+0.00429048j -0.000906597+0.00527921j -0.000490966-3.93137e-05j 0.00670438+0.00610026j 0.00612625+0.0028662j 0.000441721+0.00155543j -0.00550731-0.005623j 0.00385149+0.00484138j -0.000873636-0.003075j -0.00240116+0.000580317j -0.000391263-0.00207945j 0.00366827-0.00201644j 0.00308814+0.00127943j -0.00178898-0.00147997j -0.00791378+0.000329678j 0.00709617+0.00255785j -0.00764703+0.00294557j 0.00465759-0.000705166j -0.00252183+0.00409212j 0.00614195-0.00436506j 0.000672002+0.00508918j 0.00343373-0.00342353j 0.00346168+0.00400022j 
-0.00514593-0.0179667j -0.00204252+0.00953994j -0.0013208+0.0187931j 0.00260676+0.0116808j 0.0230054+0.00804201j -0.0210721-0.00419701j 0.00986206-0.0108718j -0.0076206+0.00257819j 0.0313215+0.0197122j -0.0113086+0.00778847j -0.00546134-0.00337151j -0.0067733-0.00810006j 0.0195399-0.00670377j -0.00252705-0.00103958j -0.00397457-0.00199391j -0.00778234-0.0106691j 0.00572539+0.00691676j 0.000846963-0.00523404j 0.000473346-0.000706164j -0.00302615-0.00251284j -0.00280694-0.000584689j 0.000864678+0.0116396j -0.00123616+0.00526065j -0.0065627-0.000852959j 0.00122313-0.000667206j -0.000115577+0.00751749j 0.000360273-0.00913809j 0.00464312+0.00486878j -0.00753624-0.00011013j -0.00341666-0.00378061j 0.00282185-0.0125204j 0.00825147-0.00514319j 0.0025831-0.00279702j -0.0100867-0.00963176j -0.00860037-9.78884e-05j -0.00171815+0.00243512j -0.0103769-0.0067344j 0.0083245-0.000925041j -0.0060353+0.000646599j 0.00183592-0.00459929j 0.00225213+0.00389423j 0.00392329+0.000152285j 0.00512892-4.6937e-05j -0.00420438+0.00196535j -0.00241862+0.00106344j -0.00165757-0.0128297j 0.00814334+0.00353786j 0.00108201+0.0030142j 0.00078009+0.00308401j 0.00180241-0.00250023j -0.00312937+0.00184908j -0.000974241-0.00078987j 0.00216554+0.00117815j 0.00175621+0.00092079j -0.00148483+0.00517809j 3.64772e-05+0.00423151j -0.00134007+0.000522724j -0.00267777+0.00327862j -7.46417e-05+0.000975956j 0.000504285+0.00132134j 0.000424617+0.000338842j -0.000142896-0.00393621j 0.00101819+0.00022611j 0.0024597-0.00430955j 0.00173678+0.00281961j -0.000949988-0.0018456j -0.00266178+0.00239822j 0.00332322-0.0045829j 0.0026483-0.000357843j 
-0.00496482+0.00541282j 0.00931562+0.0179297j -0.00441542+0.0220386j 0.0295301-0.0140967j -0.0288502-0.00313021j -0.00737531-0.0078811j -0.00726384+0.00162505j -0.00725819-0.000652238j 0.00343788-0.00567817j 0.0178133+0.0164398j -0.00391303+0.00477795j -0.0176043+0.00684999j -0.0099621-0.00709579j 0.0100318+0.00269227j -0.00355451-0.00112987j -0.00322107-0.00545055j 0.00210755+0.00317557j -0.00843299+0.00194643j 2.04936e-06+0.00458946j 0.00305064-0.00226485j 0.00444086+0.00434944j 0.00596553-0.00320062j -0.000350384+0.00291061j -0.007852+0.00838184j 0.00353002+0.00502794j -0.00132766+0.000325563j -0.00546637+0.00186715j 0.00750549+0.000429951j -0.00447944+0.00333632j -0.00605445-0.00811388j -0.00603266-0.0021528j 0.00518216-0.00706596j -0.00313897+0.00208819j 0.00767008-0.00439248j 0.00158863+0.00745509j 0.00652355-0.00643289j 0.00491747+0.00474221j 0.00439165+0.00824298j 0.0071+0.00619336j -0.00704461+0.00104307j 0.000586143-0.00473791j -0.00417963-0.00158954j 0.00135558-0.000184772j -0.00107271-0.0013038j 0.00427478+0.000660318j -0.00407465-0.00957055j -0.00254949-0.0078673j 0.00285393-0.00556469j 0.000510352-9.42605e-05j -0.00312062-0.0111519j 0.000673903-0.00162984j -0.00187736+0.00154583j 0.00461625+0.00342578j -0.000929673-0.00743072j 0.00205482+0.00363656j 0.00322818+0.00202254j 0.00129733+0.0020461j -0.00242947+0.000482324j 0.00228635-0.00205776j 0.000789289-0.00136516j 0.00546934+0.00236124j -0.0061333-0.00432243j 0.000331255+0.00147512j -0.00294451-0.00308041j 0.00299389-0.00280863j -0.00123005+0.00174356j -0.00205705-0.00300346j -0.00381064-0.000247837j 0.00202751-0.00581782j 
0.0304814-0.0202538j -0.021528-0.0315852j -0.0170233+0.0117078j 0.0159715+0.011224j -0.0160027-0.00311181j 0.00147559-0.00253024j 0.00206472-0.00339941j -0.0120524-0.00268389j -0.0126808+0.00844832j -0.00702301-0.00675968j 0.00470214+0.00458715j 0.00414161-0.00900586j 0.00822344+0.00758036j -0.00149632+0.00207385j 0.00254495-0.000580184j 0.00950033+0.00434822j -0.000709288+0.00398857j 0.00227978+0.00606j 0.00386489-0.00269847j 0.00589418-0.00339209j -0.000191295-0.0126771j -0.0118982+0.00461504j -0.00630742+0.00114439j -0.00358896-0.00666707j 0.00105582-0.00589851j -0.00896781-0.00392373j 0.00642209-0.00581951j -0.00641163-0.00318053j -0.000841578-0.00257818j 8.16492e-05+0.00736281j 0.0149922-0.00195128j 0.00505593+0.00307451j 0.00942739+0.00412714j 0.00790444+0.00279132j -0.00392497+1.72347e-05j -0.00271731+0.00530889j 0.00736848+0.00554462j 0.0073878-0.00385485j -0.00169846-0.00703153j -0.0041305+0.00247083j 0.00166031+0.00755928j -0.00269729+0.000662653j -0.000531982-0.00747994j -0.00535725+0.00829206j -0.000930541+0.00301309j 0.00726762+0.00312989j -0.0056093-0.00400951j 0.000669485-0.00130503j -0.0048748-0.00309458j -1.84277e-05-0.00156656j -0.0013264+0.000163965j -0.00109498+0.000168133j 0.00261278-0.00178608j -0.0001132+0.00119959j -0.00456873+0.00564993j -0.00166547+0.00435685j -0.00154158+0.000933147j -0.00990047+0.00630293j 0.00272305+0.0054859j -0.00284128+0.00169245j 0.00186963-0.00133204j -0.00424253-0.00677895j 0.00423744-0.00746977j 0.00856833+0.000187082j 0.00584302+0.00439856j -0.00340348+0.00508682j -0.00677455-0.00188134j 0.00988753+0.000637449j 0.000515286+0.0101214j 
0.0199381+0.0331938j 0.0335884-0.0182824j -0.0172325-0.00224369j -0.00695854+0.0183836j -0.001595+0.00454308j -0.0052598+0.00212996j 0.00254018+0.00289803j -0.00311721+0.00253927j -0.000586613-0.00742796j 0.013063-0.00711768j -0.000918847+0.00224045j 0.0159667+0.00503909j -0.00650103+0.00228003j -0.000972844-0.00837742j 0.00450078+0.00585516j -0.00474659+0.00519007j -0.00239797-0.00189786j -0.00354341+0.0055107j 0.000685372-0.00155451j 0.00218407+0.00802362j 0.0140611-0.00128102j -0.00353494-0.00704858j 0.00190665-0.00239826j 0.00882117-0.000590676j 0.0106037+0.00153807j 0.00232448-0.00888893j 0.00844689+0.0064954j 0.00137523-0.0069345j -0.0001428-0.00114909j -0.00886491-0.00395711j 0.0031197+0.00792824j -0.00540129+0.0063162j 0.00517407+0.000119882j -0.0088439+0.00717392j 0.00228104+0.000227381j -0.0123912-0.00655602j -0.00968321-0.00438637j 0.00691443-0.000320703j 0.00557342-0.00179701j -0.00443428-0.00588777j -0.00203043-0.00155235j -0.00107679+2.96946e-05j 0.000711963-0.000199863j -0.00437466+0.00242107j -0.0016415+9.942e-05j -0.00717959+0.00540059j 0.00223117-0.00384475j -0.0023472-0.000382513j 0.0010522-0.00389285j 0.00202334+0.00911816j -0.00183021+0.00134154j -0.000373137-0.00355944j 0.00229303+0.00471493j -0.00495543-0.00260693j -0.00191142-0.0021588j -0.00467752-0.00390747j 0.000470324+0.00170602j -0.00337916-0.00529143j -0.0058115-0.00230441j -0.00170289-0.00177663j 0.00229522+0.000261797j -0.000961082-0.0046832j 0.00905541+0.00156286j 0.000272988+0.00712985j 0.000968687+0.00280434j -0.00908407-0.00211362j 0.00185962-0.0113622j -0.00222128+0.011247j -0.00960969-0.000899297j 
