0.00438597+4.33681e-19j -0.00951646+1.16296e-05j 0.00398799+0.000473273j 0.00417942+0.000542605j 0.00225223+0.000450701j -0.00521208-0.00012108j 0.00160924+0.000202727j 0.00494847+0.000730768j -0.00237142+4.28598e-07j 0.000106363-0.000182371j -0.00347819+4.89738e-06j 0.0034101+0.000217814j -0.00381409-0.000710384j 0.00399758+0.000665006j -0.00155692-0.00016549j 0.00344163+0.00018333j -0.000572195+0.00014237j -0.00061361-0.000119897j 0.00301633+0.000236574j 0.00162648+0.000175247j -0.000607182-0.000175481j -0.00445249-0.000659355j -0.00342023-0.000355284j 0.000902705-7.92303e-05j 0.00253942+0.000214785j 0.00032961+6.78275e-06j 0.000989113-0.000124351j -0.000818602-8.72076e-05j 0.00166767+0.000213545j 0.00111294-5.87143e-05j -0.00134927-4.04604e-05j -0.00314903-0.00056672j 0.00017003+0.000149703j -0.000953682-5.94061e-05j -0.00083659-0.000352073j 0.000880292+0.000244691j 0.000387861+0.00012257j -0.00188419-0.000323286j 0.000931557-0.000211619j -0.00193281-0.0003623j 0.00180301+0.000207667j -0.00201014-0.000179958j -0.000193716+1.04254e-05j 0.00120896+0.000127615j 0.00201033+0.000204678j 0.00152263-3.5678e-06j -0.000317024-4.42587e-05j -0.0028903-7.32631e-05j 0.00159834-0.000231664j -0.00152306-0.000179732j -0.001917-0.000282874j 0.00247974-0.000107375j -0.00145902-0.000234877j -0.00297452-0.000394151j -0.00365951-0.000383661j -0.000318748+6.4424e-05j -0.00397762+5.004e-05j -0.00107524+0.00041562j -0.000942982+0.000106142j 0.00627282+0.000682845j 0.000462926+0.000162378j -0.00758171-0.00111764j 0.00349612-0.00116856j -0.00292976-0.000812455j -0.0109027-0.000512893j 0.0088988+0.000443496j -0.0249093-0.00270679j 0.00887128-0.00601925j 0.000490817+3.97712e-05j 0.875548-0.00500163j 
0.0034101-0.000217814j -0.00492875+0.000570467j 0.00118947+0.00012593j 0.000893192+0.000108785j 0.00160358-8.50067e-05j -0.000240537+0.000165003j -0.00338485+0.000229853j 0.00129388+0.000262419j -0.00581727-0.00031268j -0.0039892-1.35136e-06j -0.000608997+0.0003928j -0.00318495-2.12504e-17j -0.00230503-0.000317996j 0.000425266-0.000642319j -0.000596957+0.000233899j 5.9724e-05-0.000701721j -0.00747574-0.000860444j 0.00494466+0.000253137j 0.00340148+0.000719977j 0.00539453+0.000479697j -0.000108415+0.000173163j 0.00437001-8.30168e-05j 0.00147088+0.00031926j -0.00145783+0.000382554j -0.00468358-0.000424672j -0.000362169-0.000922651j -0.00290223-7.00671e-06j 0.00315276+0.000260099j 0.000969014-0.000725614j 0.000874918-0.000146013j -0.00487481-0.000454096j 0.00265642+0.000779526j -0.00801501-0.000126626j -0.00214299+0.000295755j 0.0012264+0.000299256j -0.00337803-0.000285742j -0.00361158-0.0010705j 0.00458849+0.00019305j 0.00415895+0.000157926j -0.00403366-1.81693e-06j 0.000411161+0.000101167j -0.00212089-0.000219425j 0.00345583+0.000736721j -0.000607628+0.00025024j -0.00643284+0.000834944j 0.0051118-0.000647363j -0.00858922+0.0019301j -0.00473796+0.000351935j 0.0203466-2.07393e-05j -0.0063691-0.000708783j -0.00800924-0.000707653j -0.00150234-0.000567815j 0.0131296+0.0010261j 0.00296492-0.00109012j -0.000756646+0.000159165j -0.0138941-0.000439949j -0.0114316-0.00112585j -0.00428112+0.00149895j 0.920939-0.00321293j -0.0104657-0.00032561j -0.000119796+0.000534245j -0.00120567+0.000248321j -0.00914803+0.000515445j 0.0100925-0.00350107j 0.011064+0.00147128j -0.0103798-1.44697e-05j 0.00810802-0.000596746j -0.00131209+0.000453175j 0.00505512-8.74251e-06j -0.000942982+0.000106142j 
-0.00381409+0.000710384j -0.0014194+0.000242025j 0.00110327+9.11226e-05j -0.00538068+0.000674987j 0.000333534+6.9657e-05j 0.000871417-3.88631e-05j 0.0050242-0.000388897j -0.000149663-0.000313011j 0.00498457+3.68293e-05j -0.00404131+0.000524567j 0.00199139-8.09225e-05j -0.00230503+0.000317996j 0.00155956+1.71304e-17j 0.00415556-0.000260662j 0.00362607-0.000396492j 0.000310129-0.000359635j -0.000216932+3.36157e-05j -0.00112733+0.000148296j -0.00198041+0.000674099j -0.00340813+0.000486052j 0.00377012-0.000180494j -0.00473289+0.000267926j -0.0027129+0.000493696j -0.00473456+0.000303376j 0.000353654+7.84738e-05j 0.000580277-0.000191788j -0.000320383+5.59672e-05j 0.00301355-0.000480994j 0.00165627-0.000209735j -0.00050494+0.00019933j 0.00356973-0.000523727j 0.00404021+0.000379447j -0.000606583-0.00010987j -0.00207663+7.86185e-05j 0.00260098+0.000652072j -0.000706934+0.000355891j -0.000409333-0.00073359j 0.00140861+0.000777928j 0.00202525+0.00070758j 0.00740872-0.000370362j -0.000784619-0.000288624j 0.0055852-0.000260112j -0.00526535+0.000374517j 0.00384056-2.48409e-05j -0.000416826-0.000151666j 0.000732168+4.06334e-05j -0.0103309+0.000890404j -0.00101635-0.000690268j -0.00594098+0.00216354j -0.00201076-0.000307716j 0.0131003-0.0010771j -0.00513509+0.000271307j 0.0100244+9.62767e-05j -0.0022525-0.000849919j 0.00270696+0.000612171j 0.00556217-0.00146833j 0.0101696-0.00140205j -0.927806+0.00245972j 0.00428112-0.00149895j -0.00673953-0.00214504j 0.00482085+0.00184168j 4.17173e-05-0.00150543j -0.0223561+0.00223723j -0.0207072-0.00184579j -0.00101012-0.0011351j 0.000637905+0.000994848j -0.00280013-0.000186067j -0.00838114+0.000174016j -0.00266953-0.000490605j 0.00107524-0.00041562j 
0.00399758-0.000665006j 0.00204286-0.000220252j -0.00189589+0.00029063j 0.00550256-0.00104989j -0.0031146-0.000354085j -0.00232466+0.000195004j 0.00045516+0.000256973j -0.00237489-0.000481715j -0.00169092+0.000376989j 0.00274805-0.00107666j -0.00412072-0.00020832j 0.000425266+0.000642319j 0.00415556+0.000260662j -0.00905627-3.63208e-18j -0.000454604+6.04918e-05j 0.00110565+0.000412055j -0.00369777+5.15891e-05j -0.00538479-0.000614179j 0.00756953-0.00131955j 0.00103356-0.000236326j -0.00366499-0.0003998j 0.00408361-4.85913e-05j 0.000988299-0.000449737j 0.0113067-0.000343072j 0.000130175-0.000835902j -0.00479346+2.28595e-05j -0.00172767-0.000161696j -0.000812291-4.49752e-05j -0.00476753+0.000229466j -0.000250095-0.000203839j -0.00497758+0.000647105j -0.00506184-0.000325921j 0.00371695+0.000606168j -0.00274065+0.000175372j 0.000931487+3.19391e-06j -0.00342041+0.000428776j 0.00216367+0.000244469j -0.00216743-0.000876206j 0.000793364-0.000989968j -0.0027299+0.000419685j 0.00354486+0.000440155j -0.00476403+0.000457501j 0.0042591-0.00147075j -0.00463139+0.00112148j 0.0113001-0.000699097j 0.0102127+0.000101681j 0.0157411-0.000985825j -0.00271842+0.00123161j 0.0157935+0.000835736j 0.000974172+0.000165662j -0.000245195-0.000528389j 0.00258728-0.000988737j -0.00080578-0.00113049j -0.00188107-0.00135726j 0.00245091+0.000413681j 0.000505871+0.00155334j 0.923696-0.000752199j -0.0101696+0.00140205j -0.0114316-0.00112585j -0.00592883-0.0011667j 0.00985494+0.00174341j 0.00431641-0.00103075j 0.00603705-0.0035243j 0.012107+0.000773313j 0.00192075+0.000242907j 0.0202657-3.71257e-05j 0.00719752+0.00133825j 0.00511481-0.00192604j -0.000698549-0.000278091j -0.00397762+5.004e-05j 
-0.00155692+0.00016549j 0.00109589+0.000122773j -9.7843e-05-0.000175549j -0.00376643-0.000245102j -0.00105539+0.00010151j 0.000606814-0.000270487j -0.00140977+9.76463e-05j -0.00693292-0.00029572j 0.00523874+0.000156015j -0.000129989+7.23903e-05j -0.00150742-0.00041698j -0.000596957-0.000233899j 0.00362607+0.000396492j -0.000454604-6.04918e-05j -0.00434142-1.31405e-16j 0.000159371+0.000197782j 4.30518e-05+0.000340154j 0.00052796+9.56666e-06j -0.00164002-0.000140294j -0.00301403-0.000341561j 0.00279467+0.000194073j 0.00255285+0.000655397j 0.00091726+0.00048213j 0.00159458+0.000502947j -0.00168116+0.000135053j 0.000789765+0.000282849j -0.000571813-0.000128064j 0.00141767+1.21429e-05j 0.00643772+0.000572912j 0.00370133+0.000373445j 0.00409515+0.000446998j 0.00681942-0.000235233j -0.000353936-0.000108002j -0.00242025-0.00109391j -0.00124354-0.00199307j -0.000777955-0.000938806j 0.00331204+0.00111696j -0.00548579+7.83322e-05j -0.00221794-0.000140969j 0.00681807+0.00102045j -0.00293669+0.000360851j 0.00980843-0.000773699j -0.0141465-0.000964413j 0.00609542-0.000398313j 0.00256218+0.000126467j 0.00475618-0.000118915j -0.00149259-0.000159874j 0.00397241+0.00117271j 0.0111356+0.000493031j 0.00302193+0.000259703j 0.000967691-0.000491429j -0.0171863-0.00209694j -0.00837629-0.000737297j -0.00323581-0.000848804j -0.00313371-0.00116105j -0.926982+0.00383978j -0.000505871-0.00155334j 0.00556217-0.00146833j 0.0138941+0.000439949j -0.00133594+0.00199687j 0.0103314+0.00105161j -0.00226099-0.000560787j -0.000508326-0.000209263j 0.00225592+0.00163721j 0.00549408+0.00042838j -0.00218832+0.00160534j -6.25728e-05+0.00109706j -0.00585869-0.000889653j -0.00463965-0.000721209j 0.000318748-6.4424e-05j 
0.00344163-0.00018333j -0.000618669+0.000121257j 0.00210289+0.000332769j -0.000807304-2.56562e-05j 0.00371308-0.000523543j -0.00459328-5.48974e-05j 0.00158807-1.3285e-05j -0.000535039-0.000548317j 0.00338624+0.000463444j 0.00179226-0.000502081j -0.00454724-0.000422169j 5.9724e-05+0.000701721j 0.000310129+0.000359635j 0.00110565-0.000412055j 0.000159371-0.000197782j 0.00148749-1.48102e-16j -9.36069e-05+0.000170834j 0.00282032-0.000861264j 0.00288581-0.000676966j -0.00111025-7.06955e-05j -0.0084257-0.000792561j 0.000844943+0.000223711j -0.00421395+2.37068e-05j 0.00675517+0.000665781j 0.00127612-0.00073325j 0.000337128-0.000247176j 3.42806e-05-0.000283673j 0.000691293-0.000590947j 0.00261739-2.68282e-05j -0.00339479-0.000243882j 0.000763567-0.000285483j -0.0024641-0.000658355j -0.00216025+0.000758261j 0.00163848+0.00045606j -0.000185212+0.000543197j 0.00144911+0.00136929j 0.00345721+0.000938068j -0.00275469-0.00115039j 0.00675812-0.000479144j -0.00186283+0.000411184j -0.00447263-8.64914e-06j -0.0129813+6.60234e-05j 0.000298793-0.000261586j -0.0022364+0.00086955j 0.000848726+0.00105734j -0.0053105+0.000961127j 0.00636243+0.000368989j -0.0138366-0.00026917j -0.00227356+0.000384774j -0.00428693+0.000505213j -0.00258287-0.000666282j 0.000556369-0.000529671j -0.00220419-0.0013197j 0.00751543-0.00127907j 0.934318-0.00293279j 0.00313371+0.00116105j 0.00245091+0.000413681j -0.00270696-0.000612171j -0.000756646+0.000159165j 0.0138108+0.00159146j 0.000467428-0.000280721j 0.000876078-0.00165519j 0.000207582-0.00129628j 0.0144737+0.000447633j -0.00626799-0.000542804j 0.000722453-5.83246e-05j 0.00220968-0.000104002j -0.00245234-0.00152254j 0.00285418+5.64445e-05j -0.00365951-0.000383661j 
-0.000572195-0.00014237j -0.00183128+9.03479e-05j -0.00299891+0.000122592j 0.00161724+0.000310171j 0.00198542-0.000523129j -0.00526518+0.000201566j -0.00222754-0.000553272j 0.000227619-0.000330081j 0.000454758-0.000139374j 0.000536819+8.81642e-06j -0.0020697-0.000129427j -0.00747574+0.000860444j -0.000216932-3.36157e-05j -0.00369777-5.15891e-05j 4.30518e-05-0.000340154j -9.36069e-05-0.000170834j 0.000490765-9.24824e-17j 0.00431628-0.000265089j -0.00195005-0.000406188j 0.00113624+0.000214632j 0.0013662-0.000501704j 0.00322868-0.000249539j 0.00270488-3.71795e-05j 0.00308706-2.24934e-05j 0.000774684-0.000498122j -0.000755416-8.10423e-05j -0.00102294-3.06192e-05j 0.0048035-0.000401707j 0.000272606+0.000239445j -0.0013663-0.000180242j -0.00179957+0.000100846j 0.00320741-0.000443448j -0.00481941+0.00137243j -0.00459597+0.00112372j 0.00347205+0.00106716j -0.0028834+0.000780014j 0.00223578-5.15527e-05j -0.000345146-0.00036862j -0.000615202-0.00089476j 0.00231688+0.000129325j -0.000838642+0.000612852j -0.0107363+0.000702477j 0.00327618-5.38129e-05j -0.00521613+0.000432651j 0.00304823-0.000147616j 0.00623208-0.000281298j 0.000729635+0.000852463j 0.00529334+3.83748e-05j 0.00212384+0.000136446j 0.0010336+0.000187453j -0.00235938-0.00118328j -0.00373184+0.00211245j -0.00889078-0.000990547j -0.943055+0.00132092j -0.00751543+0.00127907j -0.00323581-0.000848804j 0.00188107+0.00135726j -0.0022525-0.000849919j -0.00296492+0.00109012j -0.00682819-0.00114843j -0.00410502+0.00152041j 0.0187517-0.000877873j -0.00107037-0.000390357j 0.0102625+0.000296924j -0.00634047-0.000320871j -0.00147185-0.000449538j 0.0048013+0.000210694j -2.34341e-05-0.000228996j 0.00286634+0.000256062j 0.00297452+0.000394151j 
-0.00061361+0.000119897j 0.00188579-0.000150668j -0.000239696-0.000200301j -0.00131292-0.000357551j -0.00469574+0.000371806j -0.00640562+0.000311614j 0.00256695+0.00050148j -0.00256609+0.000161966j 0.00410196+0.000250435j -0.00404637+3.37995e-05j 0.00232516+5.58383e-06j 0.00494466-0.000253137j -0.00112733-0.000148296j -0.00538479+0.000614179j 0.00052796-9.56666e-06j 0.00282032+0.000861264j 0.00431628+0.000265089j -0.00339847-1.08637e-16j -0.005858-0.000147599j 5.16311e-05-0.000690149j -0.00151304+0.000444731j -0.00311438-0.000555115j -0.0015284-0.000909503j 0.00118114-0.000334719j -0.0038081+0.00037577j -0.00283509+0.00015097j 0.00334737-0.000290054j 0.00161693+0.000464645j -0.000136519+0.00104692j -1.17049e-05-0.000417986j 0.000683866+0.000379852j -0.00522955-0.000880287j 0.00942906+0.000118379j -0.00159195-0.000375866j 0.00116639+0.00164683j 0.00911405+0.0009157j 0.000249695+0.000335203j -0.0171443+0.00012724j -0.0129955+0.000273318j 0.00680588+6.80779e-05j 0.00253615+0.000262996j -0.0124457-0.000167771j -0.00186285-5.00241e-06j 0.00326165+0.00036081j 0.00782477+0.000707229j 0.00140231-0.00034514j -0.00718464-0.000571407j 0.00467307+0.000626621j -0.00916295-0.0013839j -0.00530324-0.000641675j -0.00727326-0.000257656j -0.003628+0.000314393j 0.929549-0.00192718j 0.00889078+0.000990547j -0.00220419-0.0013197j 0.00837629+0.000737297j -0.00080578-0.00113049j -0.0100244-9.62767e-05j 0.0131296+0.0010261j -0.00523101+0.000101781j -0.0103496+0.00118538j -0.00263426+0.00085272j 0.0114851+0.000813397j -0.00306874+0.00187448j -0.011811-7.19908e-06j 0.00484224+0.00161514j -0.000755627+0.000935353j -0.00089427-0.000131086j -0.000635574+9.31231e-05j -0.00145902-0.000234877j 
0.00301633-0.000236574j 0.000653164-5.62081e-05j 0.00260256-0.000168802j 0.00247031-0.000645609j -0.00315769+0.000579279j 0.00163347+0.000147714j -0.000388168+0.000474336j -0.000112042+0.000691631j -0.000305135+1.12199e-06j -0.000107052-0.000201025j -0.00111905+0.000657164j 0.00340148-0.000719977j -0.00198041-0.000674099j 0.00756953+0.00131955j -0.00164002+0.000140294j 0.00288581+0.000676966j -0.00195005+0.000406188j -0.005858+0.000147599j 0.0057535-2.08817e-16j -0.00012595-0.000117113j -0.00373827+0.000779473j -0.00218958-0.00026562j -0.00461989-0.00053247j -0.00672644-0.00231263j -0.00625633-5.86577e-05j -0.0010202+0.000251194j -0.00337468-0.000682174j -0.00660707-0.000226316j 0.00352717+0.00013317j -0.00269377-0.000923191j -0.00897253-0.000738496j -0.00787897-6.88516e-05j 0.00905044-0.000769262j 0.00805865-0.000585837j 0.00359248+0.00157394j 0.000215878+0.000654616j -0.00482157-0.00154104j -0.00326965+0.000651803j 0.00629565+1.35014e-05j -0.00489583-0.000170588j -0.000582905+1.9332e-05j 0.00696357+0.000764392j 0.00526822+5.30769e-05j 0.00364634+0.000882235j -0.000690988-4.10233e-06j 0.00804043+0.000202151j -0.00620124-0.00166084j -0.00347998-0.000214035j 0.000571331+6.31053e-05j -0.00670268-0.000618534j -0.00553423+0.00112167j -0.93393+0.0034911j 0.003628-0.000314393j -0.00373184+0.00211245j -0.000556369+0.000529671j -0.0171863-0.00209694j -0.00258728+0.000988737j -0.00513509+0.000271307j 0.00150234+0.000567815j -0.004683-0.000921792j -0.0115661-0.00103597j -0.00267765+0.00267739j 0.010793+0.000252353j -0.00470797+0.00020611j 0.00431722-0.000813046j -0.00102354-5.25931e-05j -0.0023498+2.51288e-05j 0.00719786+0.000851584j 0.00129003+0.000403714j -0.00247974+0.000107375j 
0.00162648-0.000175247j 0.000930188-0.000206525j 0.00189367-0.000227666j 0.000848309-0.000237452j 0.000648696+0.000336318j -0.000994912-5.9755e-05j -0.00205629+0.000589472j 0.00143361+0.000372583j -0.00201342+1.46925e-05j 0.00152268-8.04773e-05j -0.000919761+0.000189238j 0.00539453-0.000479697j -0.00340813-0.000486052j 0.00103356+0.000236326j -0.00301403+0.000341561j -0.00111025+7.06955e-05j 0.00113624-0.000214632j 5.16311e-05+0.000690149j -0.00012595+0.000117113j 0.00246508-3.01408e-16j -0.000182273+0.000536835j -0.00264666-0.000663697j 0.00177879-0.000481591j 0.00283865-0.000304235j -0.000940117+0.000428384j -0.00121606-3.99411e-05j 0.00226689+0.00045294j -0.00194982+0.00117623j 0.00233973-0.000145218j -0.000299862+3.33045e-07j -0.00396424+0.000611654j -0.00534364+0.000244342j 0.00111258-0.000808623j 0.00350485-0.00033614j -0.00464659-0.00245065j -0.00431746-0.00187684j -0.00294178-0.000362734j -0.00171324+0.000154307j -0.00967858-0.000248318j -0.00717054+0.000717199j 0.00642508-0.000225561j -0.00160981-0.000192582j 0.00343065-9.92383e-05j -0.00381961-0.000250979j 0.00419526+0.000482201j -0.00556743-0.000774647j 0.00343481-0.000177474j 0.00872771+7.12404e-05j 0.00358313-0.00118096j -0.00346571-0.000736915j 0.946789-0.00151012j 0.00553423-0.00112167j -0.00727326-0.000257656j 0.00235938+0.00118328j -0.00258287-0.000666282j -0.000967691+0.000491429j -0.000245195-0.000528389j -0.0131003+0.0010771j -0.00800924-0.000707653j 0.00273465+3.49971e-05j -0.00159524-0.000375794j -0.0105423-7.62461e-05j 0.00637395+0.000318633j 0.00258726-5.34941e-05j -0.00207418-0.000326401j -0.000315965+0.000291627j -0.00177776-7.86698e-05j 0.000736381+0.000257239j 0.00168915+0.000305999j -0.001917-0.000282874j 
-0.000607182+0.000175481j -0.00407449+0.000251249j 0.000754427-0.000205989j 0.00249418-0.000482744j -0.00107456-4.16791e-05j -0.00344825-0.000315217j -0.00372991+0.000620213j -0.00483542-0.000343607j 0.00242777+0.000567371j -0.000256188-0.000160209j -0.00392242-0.000764157j -0.000108415-0.000173163j 0.00377012+0.000180494j -0.00366499+0.0003998j 0.00279467-0.000194073j -0.0084257+0.000792561j 0.0013662+0.000501704j -0.00151304-0.000444731j -0.00373827-0.000779473j -0.000182273-0.000536835j -0.00948434+5.62701e-17j 0.00133278+8.89022e-05j 0.00312052-0.000377369j 0.00325082-0.000335268j 0.00139341+0.000428525j 0.00766353+0.00101208j 0.00093493-7.35983e-05j 0.000687057-0.000190839j -4.85554e-05+0.000382674j 0.00232517+0.000481622j 4.77804e-05-0.000170983j 1.31535e-06-0.00042623j 0.00234434+0.000436318j 0.00871848-0.000435357j 0.00984253+0.00436244j 0.00267405+0.00201574j 0.0163963+0.000608841j 0.00231956+7.32598e-05j -0.00193367+0.000816621j 0.00541209+0.000470229j -0.000194529-0.000304051j 0.00164903-0.000153392j 0.00015963+0.000475787j -0.00259909+9.5651e-05j -0.00673871+0.000491196j 0.00761507+0.000396184j -0.001662-0.000376598j -0.00140252-0.00153751j 0.0118325-0.000242581j -0.945083+0.00161316j 0.00346571+0.000736915j -0.00670268-0.000618534j 0.00530324+0.000641675j 0.0010336+0.000187453j 0.00428693-0.000505213j 0.00302193+0.000259703j -0.000974172-0.000165662j -0.00201076-0.000307716j 0.0063691+0.000708783j -0.0121859+0.0011407j -0.00169675+0.00109627j 0.000770205+0.000850831j 0.00431355-0.000289501j 0.00429053+0.00132213j 0.00507313-4.04139e-05j 0.0029165+0.000704271j 0.00471102+0.000765894j -0.00209752-0.00035347j 0.00264492-6.5448e-05j 0.00152306+0.000179732j 
-0.00445249+0.000659355j 0.00117453-0.000183953j 0.000141477-1.55046e-05j -0.00388606+0.000830496j -0.00155876+0.000240782j 0.00374496-0.000285781j 0.00819214-0.00106678j 0.00141035+0.000142725j 0.00368956-0.000387181j -0.00288582+0.000418804j 0.00319244+0.000326319j 0.00437001+8.30168e-05j -0.00473289-0.000267926j 0.00408361+4.85913e-05j 0.00255285-0.000655397j 0.000844943-0.000223711j 0.00322868+0.000249539j -0.00311438+0.000555115j -0.00218958+0.00026562j -0.00264666+0.000663697j 0.00133278-8.89022e-05j -0.0153558-1.69027e-16j -0.00827598+0.000359881j -0.00473151-0.000259408j 0.00712541+0.000175356j -0.0035273+0.000314488j -0.00190757+0.000438281j 0.00673438-0.00107523j -0.00111827+0.000524254j -0.00344082+0.000312116j 0.00663548-0.000525986j -0.00418936-3.03028e-06j 0.00840894-0.00051948j 0.00574886+0.000170365j 0.000195563+0.000846123j 0.00393672+0.000296801j 0.00253641-0.000181679j -0.00617071+0.000313304j -0.00843658-5.12462e-05j -0.00798889-0.000976463j -0.000344607-0.000390785j 0.00210489-0.000157635j 0.0071123+0.000792632j -0.00931288-0.000353108j 0.0042718-0.000554311j -0.0264195-0.000562786j -0.0112958-0.00107134j 0.0191079+0.000229691j 0.924204-0.00131708j -0.0118325+0.000242581j 0.00358313-0.00118096j -0.000571331-6.31053e-05j -0.00916295-0.0013839j -0.00212384-0.000136446j -0.00227356+0.000384774j -0.0111356-0.000493031j 0.0157935+0.000835736j 0.00594098-0.00216354j 0.0203466-2.07393e-05j 0.0183367+0.00057651j -0.0132239-0.000994508j -0.00382839-0.000152353j 0.00234403+0.00155936j -0.00992284+0.000118368j -0.00698023-0.00134131j 3.47805e-05-0.000689585j -0.00600439-0.000853787j 0.000302984+0.00109868j -0.000101653+0.00054688j 0.00159834-0.000231664j 
-0.00342023+0.000355284j -0.000756432-6.59503e-05j -0.000552765-0.000313526j -0.00121208+0.000399595j -0.000995511+0.000323652j 0.00139144-0.000314852j 0.000142812-0.000355376j -0.00030525+0.000138967j 0.000179585-0.00021492j -0.00144281+0.000485891j -0.000205769+9.64843e-05j 0.00147088-0.00031926j -0.0027129-0.000493696j 0.000988299+0.000449737j 0.00091726-0.00048213j -0.00421395-2.37068e-05j 0.00270488+3.71795e-05j -0.0015284+0.000909503j -0.00461989+0.00053247j 0.00177879+0.000481591j 0.00312052+0.000377369j -0.00827598-0.000359881j 0.00149081+4.85723e-17j -0.00245598-0.000660261j 0.00478563+0.00076484j -0.00209102+0.000734895j -0.00185431+0.00047772j 0.002487+0.000130809j 0.00124597+0.000490591j 0.00199632+0.000751384j 0.00263562+0.00033817j -0.00131794+0.000576374j 0.00389452-0.000276265j 0.000585148+7.9676e-05j 0.00126261+0.000367554j 0.000426933-0.00143395j 0.00692615-0.000480664j -0.00178122+0.000550256j -0.0105829+0.000180255j -0.00616891-7.43169e-05j 0.00547825+0.000189257j 0.00112613+0.000393647j 0.00705688-0.000101432j -0.00748581-0.00120459j -0.0108453-0.00155557j -0.00802761-0.00112003j -0.0042927+0.000295104j -0.940745+0.00411028j -0.0191079-0.000229691j -0.00140252-0.00153751j -0.00872771-7.12404e-05j -0.00347998-0.000214035j -0.00467307-0.000626621j 0.00529334+3.83748e-05j 0.0138366+0.00026917j 0.00397241+0.00117271j 0.00271842-0.00123161j -0.00101635-0.000690268j 0.00473796-0.000351935j 0.00427715+0.000333855j -0.00958144-0.000515633j -0.00223431+0.000174148j 0.00310151+0.00127383j -0.00395142+0.000396905j -0.00235081-0.000889452j -0.00123286-0.000201915j -0.00164943-0.000160772j -3.74962e-05+0.00105691j 0.00113547+0.000424884j 0.0028903+7.32631e-05j 
0.000902705+7.92303e-05j -0.00140741+0.000494752j -0.000271641+0.00029302j -0.00590327+0.000894282j 0.000829875+0.000430784j -0.000842309+0.00021894j 0.00297832-0.000433697j 0.0026745+0.00050028j -0.000512581-9.44319e-05j -0.0077235+0.00132827j -0.00107509+0.000663377j -0.00145783-0.000382554j -0.00473456-0.000303376j 0.0113067+0.000343072j 0.00159458-0.000502947j 0.00675517-0.000665781j 0.00308706+2.24934e-05j 0.00118114+0.000334719j -0.00672644+0.00231263j 0.00283865+0.000304235j 0.00325082+0.000335268j -0.00473151+0.000259408j -0.00245598+0.000660261j -0.0102128+1.84179e-16j -0.00119274+0.000840395j 0.00593344-0.000237622j -0.00447214-0.000812838j -0.000913129-0.000649923j 0.00913203-0.000341029j 0.00200277+5.82872e-05j -0.00341669-0.00107672j -0.00304131+0.000423969j -0.00598987+0.000133947j -0.0129958+0.000611116j 0.00163607+0.000993501j 0.00544778+0.000773539j 0.0015382-0.000949733j 0.00349668+0.00125331j 0.00439153+0.00148643j -0.00397237-0.000892473j -0.00296634-0.000809682j -0.001249+0.000549304j 0.00594094+0.000834357j -0.00412207+0.000269071j -0.00206751+0.000536842j -0.00229075-0.000899072j 0.942168-0.000479724j 0.0042927-0.000295104j -0.0112958-0.00107134j 0.001662+0.000376598j 0.00343481-0.000177474j 0.00620124+0.00166084j -0.00718464-0.000571407j -0.000729635-0.000852463j 0.00636243+0.000368989j 0.00149259+0.000159874j 0.0157411-0.000985825j 0.0103309-0.000890404j -0.00858922+0.0019301j 0.00502495-0.00101398j -0.0124362-0.00158885j -0.00103341-0.000714911j -0.00524934+0.00216773j -0.00482712-0.000327487j -0.00539145-0.000217815j -0.00679796+0.00025907j -0.00160312-0.000664864j 0.000475839+0.000974209j 0.00152777+0.0003485j -0.000317024-4.42587e-05j 
0.00253942-0.000214785j -0.00140747+0.000150006j 0.00164188+0.000166874j 0.00270012-0.000698662j 0.000298233+0.000356826j -0.00171876+0.000298796j -0.00200497+0.00077607j 0.000155162+5.8566e-05j 0.000419484+0.000549872j -0.00313308-6.68394e-05j -0.00462313+0.000286393j -0.00468358+0.000424672j 0.000353654-7.84738e-05j 0.000130175+0.000835902j -0.00168116-0.000135053j 0.00127612+0.00073325j 0.000774684+0.000498122j -0.0038081-0.00037577j -0.00625633+5.86577e-05j -0.000940117-0.000428384j 0.00139341-0.000428525j 0.00712541-0.000175356j 0.00478563-0.00076484j -0.00119274-0.000840395j -0.00865915-6.44016e-17j 0.000701367+0.000813464j -0.00457779-0.000363652j -0.00153121+3.706e-06j 0.0017285+0.00034245j 0.00233506-0.000347862j -0.00814993+0.000414765j -0.00013888-0.000891399j 0.00110937+0.000639004j -0.00221404+0.000755304j 0.00554815+0.00124031j -0.00295379+0.000859524j 0.00444274-0.000157839j -0.000627086+0.00044321j 0.00171824-0.000433758j 0.00307186-0.000610765j 0.0159495+0.000798576j -0.00362805+0.0004363j -0.0032711+6.59704e-05j 0.0137745+0.000733897j 0.00398416-0.000339483j -0.9454+0.00223481j 0.00229075+0.000899072j -0.00802761-0.00112003j 0.0264195+0.000562786j 0.00761507+0.000396184j 0.00556743+0.000774647j 0.00804043+0.000202151j -0.00140231+0.00034514j 0.00623208-0.000281298j 0.0053105-0.000961127j 0.00475618-0.000118915j -0.0102127-0.000101681j 0.000732168+4.06334e-05j -0.0051118+0.000647363j -0.00702319-0.000788696j -0.00612972+0.00030113j 0.00449838+0.00100394j -0.000512465-0.000546513j 0.00349248+0.000820931j 0.0025538+0.000521421j 0.000487503+0.00100123j 0.000573048+0.000449356j -0.000543779-0.000755564j 0.00115665-9.3837e-05j -0.00152263+3.5678e-06j 
