0.00438597+4.33681e-19j -0.00951646+1.16296e-05j 0.00398799+0.000473273j 0.00417942+0.000542605j 0.00225223+0.000450701j -0.00521208-0.00012108j 0.00160924+0.000202727j 0.00494847+0.000730768j -0.00237142+4.28598e-07j 0.000106363-0.000182371j -0.00347819+4.89738e-06j 0.0034101+0.000217814j -0.00381409-0.000710384j 0.00399758+0.000665006j -0.00155692-0.00016549j 0.00344163+0.00018333j -0.000572195+0.00014237j -0.00061361-0.000119897j 0.00301633+0.000236574j 0.00162648+0.000175247j -0.000607182-0.000175481j -0.00445249-0.000659355j -0.00342023-0.000355284j 0.000902705-7.92303e-05j 0.00253942+0.000214785j 0.00032961+6.78275e-06j 0.000989113-0.000124351j -0.000818602-8.72076e-05j 0.00166767+0.000213545j 0.00111294-5.87143e-05j -0.00134927-4.04604e-05j -0.00314903-0.00056672j 0.00017003+0.000149703j -0.000953682-5.94061e-05j -0.00083659-0.000352073j 0.000880292+0.000244691j 0.000387861+0.00012257j -0.00188419-0.000323286j 0.000931557-0.000211619j -0.00193281-0.0003623j 0.00180301+0.000207667j -0.00201014-0.000179958j -0.000193716+1.04254e-05j 0.00120896+0.000127615j 0.00201033+0.000204678j 0.00152263-3.5678e-06j -0.000317024-4.42587e-05j -0.0028903-7.32631e-05j 0.00159834-0.000231664j -0.00152306-0.000179732j -0.001917-0.000282874j 0.00247974-0.000107375j -0.00145902-0.000234877j -0.00297452-0.000394151j -0.00365951-0.000383661j -0.000318748+6.4424e-05j -0.00397762+5.004e-05j -0.00107524+0.00041562j -0.000942982+0.000106142j 0.00627282+0.000682845j 0.000462926+0.000162378j -0.00758171-0.00111764j 0.00349612-0.00116856j -0.00292976-0.000812455j -0.0109027-0.000512893j 0.0088988+0.000443496j -0.0249093-0.00270679j 0.00887128-0.00601925j 0.000490817+3.97712e-05j 0.875548-0.00500163j 
0.00032961-6.78275e-06j 0.00302729-0.000236567j 0.000925101+0.000136297j -0.000378776-0.000348784j -0.00111932-4.7485e-05j 0.00258052+8.51094e-05j 0.00431621-0.000189963j -0.000205739-0.000424176j 0.00127391+0.000247043j 0.000464261-0.000382452j 0.000141745+0.000236192j -0.000362169+0.000922651j 0.000580277+0.000191788j -0.00479346-2.28595e-05j 0.000789765-0.000282849j 0.000337128+0.000247176j -0.000755416+8.10423e-05j -0.00283509-0.00015097j -0.0010202-0.000251194j -0.00121606+3.99411e-05j 0.00766353-0.00101208j -0.0035273-0.000314488j -0.00209102-0.000734895j 0.00593344+0.000237622j 0.000701367-0.000813464j -0.0100662-2.44704e-16j -0.00310151-0.000172182j -0.00270352-0.000647308j -0.00343852+0.000294215j 0.00194972-0.000537435j -0.00227022+0.000738226j -0.00189287-0.00072759j 0.00252327+0.000113943j -0.00632053+0.000810503j 0.000759865+0.00381919j 0.0171978+0.00265255j -0.00290588+0.000179349j 0.000285405-0.000454623j -0.000561026-0.000555124j 0.00778829-0.000452529j 0.00483059-0.000726907j -0.00371885-0.000153479j -0.00488586-0.000622708j 0.00992723+0.000146218j -0.949839+0.000863783j 0.00398416-0.000339483j 0.00206751-0.000536842j -0.0108453-0.00155557j -0.0042718+0.000554311j -0.00673871+0.000491196j -0.00419526-0.000482201j -0.000690988-4.10233e-06j -0.00782477-0.000707229j 0.00304823-0.000147616j -0.000848726-0.00105734j 0.00256218+0.000126467j -0.0113001+0.000699097j -0.000416826-0.000151666j 0.00643284-0.000834944j 0.0061177-0.000646473j -0.000452641+0.000719469j 0.00382911+1.55695e-05j -0.000537164-0.000747753j -0.00076897+0.000379836j -0.00272961+9.21225e-05j 0.00204705-8.57079e-05j -0.0025473+9.90586e-05j -0.000910054-0.000770744j -0.00294877-0.000305335j -0.00201033-0.000204678j 
0.000989113+0.000124351j -0.000559344+0.000231641j 0.00376768-8.64456e-05j -0.00243207-0.000153953j 0.00273081+0.000206844j 0.00322515-9.90313e-05j -0.000541308+0.000622245j 0.000635449-7.73204e-06j 0.000151844+0.000219656j -0.00366265+0.000201716j 0.00182722-0.00010935j -0.00290223+7.00671e-06j -0.000320383-5.59672e-05j -0.00172767+0.000161696j -0.000571813+0.000128064j 3.42806e-05+0.000283673j -0.00102294+3.06192e-05j 0.00334737+0.000290054j -0.00337468+0.000682174j 0.00226689-0.00045294j 0.00093493+7.35983e-05j -0.00190757-0.000438281j -0.00185431-0.00047772j -0.00447214+0.000812838j -0.00457779+0.000363652j -0.00310151+0.000172182j -0.0136643+6.35993e-16j 0.000916829-0.000268783j 0.00319543+0.000463256j 0.00252423-0.000373199j 0.00559724+1.09067e-05j 0.00931509-0.00105794j 0.000370535-0.000294291j 0.00315751-0.000771409j 6.10651e-05+0.00123222j 0.00731184+0.000590435j -0.00202567+0.000887952j -0.00389499+0.000145553j 0.00534962+0.000951226j 0.00455814-0.000172641j 0.0118159-4.786e-05j 0.0056533-0.000652868j -0.00313219+0.00141572j -0.943723+0.000585557j 0.00992723+0.000146218j 0.0137745+0.000733897j 0.00412207-0.000269071j -0.00748581-0.00120459j 0.00931288+0.000353108j -0.00259909+9.5651e-05j 0.00381961+0.000250979j 0.00364634+0.000882235j -0.00326165-0.00036081j -0.00521613+0.000432651j 0.0022364-0.00086955j 0.00609542-0.000398313j 0.00463139-0.00112148j 0.00384056-2.48409e-05j 0.000607628-0.00025024j -0.00227377-0.000430543j -0.00164635-9.98458e-06j 0.000526631+0.000152584j -0.00213017-0.00036193j 0.000848125+0.00034502j 0.000987521+0.000273678j -0.00574313-3.48381e-06j -0.00346273-7.1691e-05j -0.00328783-0.000517713j -0.00124987-0.00027429j -0.00120896-0.000127615j 
-0.000818602+8.72076e-05j 0.000873176+0.000168422j -0.00178601-1.11811e-05j -0.00308371+1.41669e-05j -0.00188731+2.9712e-06j -0.00035191-2.11125e-05j -0.00092342+0.000353626j -0.00330217-5.92384e-05j 0.00123832+0.0003066j -0.0009922+0.000291816j 0.00251678-0.000169154j 0.00315276-0.000260099j 0.00301355+0.000480994j -0.000812291+4.49752e-05j 0.00141767-1.21429e-05j 0.000691293+0.000590947j 0.0048035+0.000401707j 0.00161693-0.000464645j -0.00660707+0.000226316j -0.00194982-0.00117623j 0.000687057+0.000190839j 0.00673438+0.00107523j 0.002487-0.000130809j -0.000913129+0.000649923j -0.00153121-3.706e-06j -0.00270352+0.000647308j 0.000916829+0.000268783j 0.00442022-8.30499e-17j 0.00309565-6.06751e-05j 0.00308832-0.000276348j 0.0116883+0.000161174j 0.0073028-0.00117261j -0.00266718-0.000179016j 0.000266629-0.000603754j -0.00466656-0.00210045j 0.000690292-0.00186096j -0.00127711-0.000171541j -0.00242018-0.000128421j -0.00309214-0.000949984j 0.0144295+0.000628986j 0.00402284-1.33027e-05j 0.000557116-0.000420963j 0.943675-0.00156071j 0.00313219-0.00141572j 0.00488586+0.000622708j 0.0032711-6.59704e-05j 0.00594094+0.000834357j -0.00705688+0.000101432j 0.0071123+0.000792632j -0.00015963-0.000475787j 0.00343065-9.92383e-05j -0.00526822-5.30769e-05j -0.00186285-5.00241e-06j -0.00327618+5.38129e-05j 0.000298793-0.000261586j 0.0141465+0.000964413j 0.0042591-0.00147075j 0.00526535-0.000374517j 0.00345583+0.000736721j -0.00195945+0.000241424j 0.00712193+0.00123393j -0.00440173+0.000555675j -0.00264592-0.000387444j -0.00202517+0.000359257j 0.00100853+0.000310928j 0.000545863+0.000479975j 0.00098234+0.000455147j -0.00276455-0.000611539j -0.00367462-0.000634587j -0.000193716+1.04254e-05j 
0.00166767-0.000213545j 0.00108665-0.000115457j -0.00128737+0.00023065j 0.00105359-8.92267e-05j -0.00169028-0.000388154j -0.00488395+0.000350696j 0.0027408-0.000280271j 0.000458026-0.000414652j -0.000862687+0.000315145j 0.0025329-0.000361991j -0.00140556+9.70733e-05j 0.000969014+0.000725614j 0.00165627+0.000209735j -0.00476753-0.000229466j 0.00643772-0.000572912j 0.00261739+2.68282e-05j 0.000272606-0.000239445j -0.000136519-0.00104692j 0.00352717-0.00013317j 0.00233973+0.000145218j -4.85554e-05-0.000382674j -0.00111827-0.000524254j 0.00124597-0.000490591j 0.00913203+0.000341029j 0.0017285-0.00034245j -0.00343852-0.000294215j 0.00319543-0.000463256j 0.00309565+6.06751e-05j -0.00339665+6.41143e-16j 0.00349411+5.7795e-05j -0.000593887-0.000454752j -0.00723227-0.000276022j 0.00938593+0.00107935j -0.0114442+0.00123838j -0.00115652+0.000100302j 0.00148372-2.61365e-05j -0.00418276+2.17133e-05j -0.00464528-0.000523847j 0.00443438-0.000186752j -0.000324913+0.000708665j 0.00312952-0.000134908j 0.954348-0.000198939j 0.000557116-0.000420963j -0.0056533+0.000652868j 0.00371885+0.000153479j 0.00362805-0.0004363j -0.001249+0.000549304j -0.00112613-0.000393647j 0.00210489-0.000157635j -0.00164903+0.000153392j -0.00160981-0.000192582j -0.00696357-0.000764392j -0.0124457-0.000167771j 0.0107363-0.000702477j -0.0129813+6.60234e-05j -0.00980843+0.000773699j -0.00476403+0.000457501j -0.0055852+0.000260112j -0.00212089-0.000219425j 0.000803357-0.000319861j 0.00300612+0.000578567j 0.00393978-5.15171e-05j 6.20516e-06-0.00053242j 0.00135813-0.00015689j -0.0061564-0.000148493j 0.00388869+0.000103767j 0.00282843+0.000185878j 0.000376255-0.000469303j 0.000508145-7.8814e-05j -0.00201014-0.000179958j 
0.00111294+5.87143e-05j -0.000439582+9.60598e-05j 0.0017294+6.56535e-05j 0.000309485-0.000115858j -0.00039158+0.000290745j 0.00244476+7.62901e-05j 0.00194756+0.000164303j 0.00204821+7.30403e-05j -0.00208425+0.000281506j 0.000280652+5.79763e-05j 0.000211039+0.000453162j 0.000874918+0.000146013j -0.00050494-0.00019933j -0.000250095+0.000203839j 0.00370133-0.000373445j -0.00339479+0.000243882j -0.0013663+0.000180242j -1.17049e-05+0.000417986j -0.00269377+0.000923191j -0.000299862-3.33045e-07j 0.00232517-0.000481622j -0.00344082-0.000312116j 0.00199632-0.000751384j 0.00200277-5.82872e-05j 0.00233506+0.000347862j 0.00194972+0.000537435j 0.00252423+0.000373199j 0.00308832+0.000276348j 0.00349411-5.7795e-05j 0.00380318-3.72017e-16j -0.0032078+0.00087283j -0.00224986-0.000409239j 0.00434974-0.000777909j -0.00343686+0.000299598j -0.000297028-0.000457292j -0.00278464-0.000662508j -0.0012882+5.09183e-05j -0.00214056-0.000361842j -0.00515114-0.000231537j 0.000134544-0.000417163j -0.955026+0.000414115j -0.00312952+0.000134908j -0.00402284+1.33027e-05j 0.0118159-4.786e-05j 0.00483059-0.000726907j 0.0159495+0.000798576j 0.00296634+0.000809682j 0.00547825+0.000189257j 0.000344607+0.000390785j -0.000194529-0.000304051j -0.00642508+0.000225561j -0.000582905+1.9332e-05j -0.00253615-0.000262996j -0.000838642+0.000612852j 0.00447263+8.64914e-06j -0.00293669+0.000360851j -0.00354486-0.000440155j -0.000784619-0.000288624j -0.000411161-0.000101167j 0.00340968-0.000377788j -0.000400098+6.57055e-05j 8.04056e-05-4.67841e-05j -0.00138935-0.000132806j -0.000750844+4.75836e-06j 0.000476604+0.00012659j -0.00119764-8.20697e-05j -0.00139084-0.000208796j -0.000333203-0.00031467j -1.4273e-05-0.000107016j -0.00180301-0.000207667j 
-0.00134927+4.04604e-05j -0.000890257+0.000327004j -0.00379272+0.00036041j -0.000139289-0.000123333j -0.00404275+0.000115976j -0.000258678+0.000316204j 0.00116935-0.000227399j -0.00413594-0.000137984j 0.00195657+9.25802e-05j -0.00547961+0.000372977j -0.00071206+0.000451979j -0.00487481+0.000454096j 0.00356973+0.000523727j -0.00497758-0.000647105j 0.00409515-0.000446998j 0.000763567+0.000285483j -0.00179957-0.000100846j 0.000683866-0.000379852j -0.00897253+0.000738496j -0.00396424-0.000611654j 4.77804e-05+0.000170983j 0.00663548+0.000525986j 0.00263562-0.00033817j -0.00341669+0.00107672j -0.00814993-0.000414765j -0.00227022-0.000738226j 0.00559724-1.09067e-05j 0.0116883-0.000161174j -0.000593887+0.000454752j -0.0032078-0.00087283j 0.00746401+3.04512e-16j 0.00613759-0.00113747j 0.000990539+0.000176274j -0.00437408+6.39564e-05j 0.00681835+0.00068599j -0.0103969+0.000131627j 0.00431243-0.000526471j -0.00140891-0.000563194j 0.000510451-0.000422157j -0.938242+0.000187979j 0.000134544-0.000417163j 0.000324913-0.000708665j -0.0144295-0.000628986j 0.00455814-0.000172641j 0.00778829-0.000452529j 0.00307186-0.000610765j 0.00397237+0.000892473j -0.00616891-7.43169e-05j 0.00798889+0.000976463j 0.00541209+0.000470229j 0.00717054-0.000717199j -0.00489583-0.000170588j -0.00680588-6.80779e-05j 0.00231688+0.000129325j 0.00186283-0.000411184j 0.00681807+0.00102045j 0.0027299-0.000419685j 0.00740872-0.000370362j 0.00403366+1.81693e-06j -0.004349-0.00138092j 0.000515705+0.00075718j 0.0030154-8.86974e-05j -0.00375885+4.08684e-05j -0.000547142+0.000402422j 0.00330771+0.00077602j 0.00274948+0.000500886j 0.00295468+0.000602629j -0.00150948-0.000490774j -0.00265138-0.000471433j 0.00193281+0.0003623j 
-0.00314903+0.00056672j -0.0021641+0.000118711j 0.000530188-0.000209823j -0.000872727+7.68946e-05j -0.00271858+0.000776674j 0.0019759-0.000292428j 0.00119305+0.000493186j -0.0012051+0.000235869j 0.00239238+0.000206409j -0.00170464+0.000131117j 0.00322944-0.00016416j 0.00265642-0.000779526j 0.00404021-0.000379447j -0.00506184+0.000325921j 0.00681942+0.000235233j -0.0024641+0.000658355j 0.00320741+0.000443448j -0.00522955+0.000880287j -0.00787897+6.88516e-05j -0.00534364-0.000244342j 1.31535e-06+0.00042623j -0.00418936+3.03028e-06j -0.00131794-0.000576374j -0.00304131-0.000423969j -0.00013888+0.000891399j -0.00189287+0.00072759j 0.00931509+0.00105794j 0.0073028+0.00117261j -0.00723227+0.000276022j -0.00224986+0.000409239j 0.00613759+0.00113747j -0.0166373+1.44879e-14j 0.00305892-0.000100436j 0.0055407-0.000447073j -0.00299817-0.000724227j 0.00330378-0.00095398j -0.00276418-0.000191194j -0.0109372+0.000208504j 0.945482-0.000862006j -0.000510451+0.000422157j 0.00515114+0.000231537j 0.00443438-0.000186752j -0.00309214-0.000949984j -0.00534962-0.000951226j 0.000561026+0.000555124j -0.00171824+0.000433758j 0.00439153+0.00148643j 0.0105829-0.000180255j -0.00843658-5.12462e-05j 0.00193367-0.000816621j -0.00967858-0.000248318j -0.00629565-1.35014e-05j -0.0129955+0.000273318j 0.000615202+0.00089476j 0.00675812-0.000479144j 0.00221794+0.000140969j 0.000793364-0.000989968j -0.00202525-0.00070758j 0.00415895+0.000157926j -0.000912955-9.39682e-05j -0.00104804+0.000264346j -0.00388601+5.88551e-05j 0.000560063+0.00052964j -0.00315366+0.000556765j -0.000768036-0.000150532j 0.00172232+0.000851602j -0.000212976+0.000235533j -0.00269635+0.000150495j 0.000610017-1.02194e-05j 0.000931557-0.000211619j 
0.00017003-0.000149703j -0.000861844-5.48962e-05j -0.00024699+0.000118405j 0.00238467+0.000381093j 0.00606055-0.000887657j -0.000613089+0.000184666j -0.00233684-0.000626975j 0.00414914+0.000122714j -0.00158338-0.00070938j 0.00588714-0.000130035j 0.00360521-1.77746e-05j -0.00801501+0.000126626j -0.000606583+0.00010987j 0.00371695-0.000606168j -0.000353936+0.000108002j -0.00216025-0.000758261j -0.00481941-0.00137243j 0.00942906-0.000118379j 0.00905044+0.000769262j 0.00111258+0.000808623j 0.00234434-0.000436318j 0.00840894+0.00051948j 0.00389452+0.000276265j -0.00598987-0.000133947j 0.00110937-0.000639004j 0.00252327-0.000113943j 0.000370535+0.000294291j -0.00266718+0.000179016j 0.00938593-0.00107935j 0.00434974+0.000777909j 0.000990539-0.000176274j 0.00305892+0.000100436j -0.00971751-2.34079e-16j 0.005258+0.000548594j 0.00154706+0.000480538j -0.00461517-0.00040933j -0.00548778-0.000952432j -0.949251+0.000799935j 0.0109372-0.000208504j -0.00140891-0.000563194j -0.00214056-0.000361842j 0.00464528+0.000523847j 0.00242018+0.000128421j -0.00389499+0.000145553j 0.000285405-0.000454623j -0.000627086+0.00044321j -0.00349668-0.00125331j -0.00178122+0.000550256j 0.00617071-0.000313304j 0.00231956+7.32598e-05j 0.00171324-0.000154307j -0.00326965+0.000651803j 0.0171443-0.00012724j -0.000345146-0.00036862j 0.00275469+0.00115039j -0.00548579+7.83322e-05j 0.00216743+0.000876206j 0.00140861+0.000777928j -0.00458849-0.00019305j -0.0031449-0.000266106j 0.00449763-0.00105933j 0.00839255-0.000294879j -0.00355147-0.000161227j 0.00138015-0.00105479j 0.00165462+0.000189299j -0.00557859-0.00102724j -9.03701e-05-0.000513352j 0.00144335+0.000348456j 0.00087149+0.000146514j 0.00188419+0.000323286j 
-0.000953682+5.94061e-05j 0.00170438-0.000272163j 0.000564116-7.80867e-05j 0.000892049+2.06918e-05j 0.000967429-5.0352e-05j 0.00289138+0.000326932j 0.00208051-7.84593e-05j 0.00476979+0.000363804j -0.00263138-0.000826338j 0.000352556-0.000127202j 0.00782797+0.000381438j -0.00214299-0.000295755j -0.00207663-7.86185e-05j -0.00274065-0.000175372j -0.00242025+0.00109391j 0.00163848-0.00045606j -0.00459597-0.00112372j -0.00159195+0.000375866j 0.00805865+0.000585837j 0.00350485+0.00033614j 0.00871848+0.000435357j 0.00574886-0.000170365j 0.000585148-7.9676e-05j -0.0129958-0.000611116j -0.00221404-0.000755304j -0.00632053-0.000810503j 0.00315751+0.000771409j 0.000266629+0.000603754j -0.0114442-0.00123838j -0.00343686-0.000299598j -0.00437408-6.39564e-05j 0.0055407+0.000447073j 0.005258-0.000548594j 0.00201875+2.06291e-15j 0.000187039+0.000418815j -0.000320341-0.000454553j 0.954891-0.00139863j 0.00548778+0.000952432j -0.00276418-0.000191194j -0.00431243+0.000526471j 0.0012882-5.09183e-05j -0.00418276+2.17133e-05j -0.00127711-0.000171541j 0.00202567-0.000887952j 0.00290588-0.000179349j -0.00444274+0.000157839j 0.0015382-0.000949733j -0.00692615+0.000480664j 0.00253641-0.000181679j -0.0163963-0.000608841j -0.00294178-0.000362734j 0.00482157+0.00154104j 0.000249695+0.000335203j -0.00223578+5.15527e-05j 0.00345721+0.000938068j -0.00331204-0.00111696j 0.00216367+0.000244469j 0.000409333+0.00073359j -0.00361158-0.0010705j -0.00483359-0.000931265j 0.000493336-0.000852175j 0.00162216+0.00015352j -0.000914469-0.000266281j -0.0059213-0.00114209j -3.64752e-05+0.000234034j -0.00159686-0.000314801j -0.00176579-0.000186848j 0.00193842+0.000680666j -0.00191219-7.60323e-05j 0.000387861+0.00012257j 
-0.000854011-2.76154e-06j 0.00177113+0.00041538j 0.00109946-0.000162635j -0.00168775+0.000112464j 0.00277081+0.000824984j 0.00123465-2.68583e-05j 0.00146929+0.000240089j 0.000373362+0.00062058j 0.00250569-0.00015706j 0.00657625+0.00344456j 0.00302023+0.00107806j 0.00144948-0.000476724j 0.00239907+0.00109771j 0.00128168-0.000374013j -0.00231164+0.00015276j 0.000428643+0.000163083j 0.00371889+0.000785675j 0.000760337+0.00257609j 0.00362254+0.00145077j -0.00465847-0.00298745j 0.00970944+0.00461137j 0.00017816+0.000805189j 0.000589717+0.000489919j 0.00116371+0.00218172j 0.00526922+0.0020164j 0.00120942+0.00357868j -8.30051e-05+0.00153312j -0.00519859-0.00170337j -0.000948813-0.000374032j -0.000279274-0.000837381j 0.00667237+0.000834679j -0.00329169-0.00060539j 0.00193461-0.000786599j 0.000309749-0.000327568j 0.643726+0.623286j -0.143806+0.290634j 0.000187039+0.000418815j -0.00154706-0.000480538j -0.00299817-0.000724227j -0.00681835-0.00068599j 0.000297028+0.000457292j -0.00115652+0.000100302j -0.00466656-0.00210045j -6.10651e-05-0.00123222j -0.000759865-0.00381919j -0.00554815-0.00124031j 0.00163607+0.000993501j -0.00126261-0.000367554j 0.000195563+0.000846123j -0.00984253-0.00436244j -0.00464659-0.00245065j -0.00359248-0.00157394j 0.00116639+0.00164683j -0.00347205-0.00106716j -0.000185212+0.000543197j 0.00124354+0.00199307j 0.000931487+3.19391e-06j -0.00260098-0.000652072j 0.0012264+0.000299256j 0.00318268+0.0013125j 0.00665728+0.00334646j -0.0020242-0.000558455j -0.000558183-0.000329595j -0.0011342-0.000493282j -0.0013264-0.000155735j -0.00252027-0.00108666j -0.00158423-0.000128473j -0.00118266+0.000142439j -0.00158271-0.000863855j -0.00083659-0.000352073j 
0.000872143-0.00041067j -0.000184901+0.000284264j -0.00325919+0.000168517j 0.00343126+1.02909e-05j -0.000582016+6.9529e-05j -0.0024209+0.000466006j -0.000780568-0.000436926j 0.00145376+0.00039606j -0.00367641-0.000404455j 0.00365143+0.001696j -0.000396886+0.00123588j -0.00327369+0.000202729j -0.000801381+0.000462597j -0.0032566-0.000602232j -0.00127757+7.79759e-05j 0.00173625-0.00103892j -0.00276794+8.66795e-05j 0.00892412+0.00105963j 0.000229937+0.000760234j -0.00432301-0.00066691j 0.0026118+0.00218189j 0.00392858+0.000475624j 0.000112178+0.00183505j 0.00522683+0.00071172j -0.00308426+0.000663851j 0.017408+0.000807915j 0.00724445+0.000703091j 0.000441427+8.16611e-05j 0.00158088-0.000101905j -0.00277633+5.6905e-05j -0.0104652+0.000579689j 0.00316649+0.000332032j -0.00443389+0.000266166j -0.000262941+0.000497235j -0.143806+0.290634j 0.879076+0.135519j -0.000320341-0.000454553j 0.00461517+0.00040933j 0.00330378-0.00095398j 0.0103969-0.000131627j 0.00278464+0.000662508j 0.00148372-2.61365e-05j 0.000690292-0.00186096j -0.00731184-0.000590435j -0.0171978-0.00265255j 0.00295379-0.000859524j 0.00544778+0.000773539j -0.000426933+0.00143395j 0.00393672+0.000296801j -0.00267405-0.00201574j -0.00431746-0.00187684j -0.000215878-0.000654616j 0.00911405+0.0009157j 0.0028834-0.000780014j 0.00144911+0.00136929j 0.000777955+0.000938806j -0.00342041+0.000428776j 0.000706934-0.000355891j -0.00337803-0.000285742j -0.000320898-0.000117661j 0.00368933+0.0014806j 0.00390163-0.000592214j -0.00154022-4.83985e-05j 0.000937311-0.000779971j 0.00237798+0.000405722j 0.000699211-0.000824672j 0.00347968-1.77792e-05j 0.00322027+0.00031122j 0.000273037-0.000314117j 0.000880292+0.000244691j 
0.000387861-0.00012257j 0.00191219-7.60323e-05j -0.00193842+0.000680666j -0.00176579+0.000186848j 0.00159686-0.000314801j 3.64752e-05+0.000234034j 0.0059213-0.00114209j 0.000914469-0.000266281j -0.00162216+0.00015352j 0.000493336+0.000852175j -0.00483359+0.000931265j -0.00361158+0.0010705j -0.000409333+0.00073359j 0.00216367-0.000244469j 0.00331204-0.00111696j 0.00345721-0.000938068j 0.00223578+5.15527e-05j 0.000249695-0.000335203j -0.00482157+0.00154104j -0.00294178+0.000362734j 0.0163963-0.000608841j 0.00253641+0.000181679j 0.00692615+0.000480664j 0.0015382+0.000949733j 0.00444274+0.000157839j -0.00290588-0.000179349j -0.00202567-0.000887952j -0.00127711+0.000171541j -0.00418276-2.17133e-05j -0.0012882-5.09183e-05j 0.00431243+0.000526471j -0.00276418+0.000191194j -0.00548778+0.000952432j 0.954891+0.00139863j 0.000309749-0.000327568j -0.000262941+0.000497235j 0.00201875+2.19486e-15j -0.005258-0.000548594j 0.0055407-0.000447073j 0.00437408-6.39564e-05j 0.00343686-0.000299598j -0.0114442+0.00123838j 0.000266629-0.000603754j -0.00315751+0.000771409j 0.00632053-0.000810503j 0.00221404-0.000755304j -0.0129958+0.000611116j -0.000585148-7.9676e-05j 0.00574886+0.000170365j -0.00871848+0.000435357j 0.00350485-0.00033614j -0.00805865+0.000585837j -0.00159195-0.000375866j 0.00459597-0.00112372j 0.00163848+0.00045606j 0.00242025+0.00109391j -0.00274065+0.000175372j 0.00207663-7.86185e-05j -0.00214299+0.000295755j 0.00782797-0.000381438j 0.000352556+0.000127202j 0.00263138-0.000826338j -0.00476979+0.000363804j -0.00208051-7.84593e-05j -0.00289138+0.000326932j -0.000967429-5.0352e-05j 0.000892049-2.06918e-05j -0.000564116-7.80867e-05j -0.00170438-0.000272163j -0.000953682-5.94061e-05j 
-0.00188419+0.000323286j 0.00087149-0.000146514j 0.00144335-0.000348456j 9.03701e-05-0.000513352j -0.00557859+0.00102724j 0.00165462-0.000189299j 0.00138015+0.00105479j -0.00355147+0.000161227j 0.00839255+0.000294879j -0.00449763-0.00105933j 0.0031449-0.000266106j 0.00458849-0.00019305j 0.00140861-0.000777928j -0.00216743+0.000876206j -0.00548579-7.83322e-05j -0.00275469+0.00115039j -0.000345146+0.00036862j -0.0171443-0.00012724j -0.00326965-0.000651803j -0.00171324-0.000154307j 0.00231956-7.32598e-05j -0.00617071-0.000313304j -0.00178122-0.000550256j 0.00349668-0.00125331j -0.000627086-0.00044321j 0.000285405+0.000454623j -0.00389499-0.000145553j -0.00242018+0.000128421j -0.00464528+0.000523847j -0.00214056+0.000361842j -0.00140891+0.000563194j -0.0109372-0.000208504j -0.949251-0.000799935j 0.00548778-0.000952432j -0.00193461+0.000786599j 0.00443389-0.000266166j -0.005258+0.000548594j -0.00971751-1.39212e-16j -0.00305892+0.000100436j 0.000990539+0.000176274j 0.00434974-0.000777909j -0.00938593-0.00107935j 0.00266718+0.000179016j 0.000370535-0.000294291j 0.00252327+0.000113943j 0.00110937+0.000639004j 0.00598987-0.000133947j 0.00389452-0.000276265j -0.00840894+0.00051948j 0.00234434+0.000436318j -0.00111258+0.000808623j 0.00905044-0.000769262j -0.00942906-0.000118379j -0.00481941+0.00137243j 0.00216025-0.000758261j -0.000353936-0.000108002j -0.00371695-0.000606168j -0.000606583-0.00010987j 0.00801501+0.000126626j -0.00360521-1.77746e-05j -0.00588714-0.000130035j -0.00158338+0.00070938j 0.00414914-0.000122714j -0.00233684+0.000626975j -0.000613089-0.000184666j 0.00606055+0.000887657j -0.00238467+0.000381093j -0.00024699-0.000118405j -0.000861844+5.48962e-05j -0.00017003-0.000149703j 
