-0.170494-7.63278e-17j -0.023228+0.018648j 0.0245691+0.0201794j -0.0633758-0.117249j 0.0256684-0.0204579j -0.0170558+0.0120414j -0.0272703-0.118833j -0.00226025+0.00919296j -0.0158288+0.0484265j 0.028348-0.0282153j 0.00582705+0.0289634j 0.00197049-0.0374777j 0.0243717-0.00252095j 0.0102505+0.0537856j -0.0258672+0.00410169j -0.00424358+0.00539103j 0.0157228-0.0142981j -0.0150153+0.0033707j 0.00104408-0.0234847j -0.0258629-0.0111243j 0.0120298+0.0144937j 0.00444736-0.0187162j 0.00142122+0.0187917j 0.00276693-0.0330972j 0.0116956-0.0210872j 0.013841-0.00167006j -0.0297548-0.0125918j 0.00356572+0.00298738j -0.0192694+0.0198254j 0.0131796-0.0138843j 0.0103059+0.00524222j -0.010367-0.000478803j -0.0181504+0.00217105j 0.00387197+0.029652j 0.00472072+0.00973585j -0.00856222-0.00429564j -0.0114305-0.00155937j -0.00420576+0.0220001j -0.00142905+0.00336082j 0.00421985-0.0170955j -0.0178935+0.0069367j 0.0205084+0.00232769j 0.00423096-0.0143069j -0.00690981-0.0116057j 0.00269862-0.02216j -0.00951012+0.00384935j -0.00861321+0.0262864j 0.00653461+0.0108838j 0.0134944+0.00452684j 0.0228277-0.0198915j 0.00285005+0.00585665j -0.0157105+0.000155135j -0.00855977+0.00787669j -0.00524755+0.0157593j -0.0132156-0.0212617j 0.0128192-0.00884269j 0.0258263-0.00298425j -0.000718521-0.0128344j 0.0172609-0.0185741j 0.0106174-0.0207094j -0.00749493+0.0442161j 0.00151518-0.00742172j 0.000844165-0.00763294j 0.016544+0.0210422j 0.038761-0.00906478j 0.0118379-0.00633764j 0.0271844+0.0230737j 0.0226501-0.0102378j 0.0118624+0.0379477j -0.0438034+0.0228426j -0.0259945-0.00947935j -0.0152818-0.020628j -0.0130166-0.0351546j -0.0246827-0.0161318j -0.0029863-0.00127697j -0.0108092-0.0199972j -0.0212013+0.0378519j -0.028631+0.0412048j 0.0235059+0.0439602j 0.0415349-0.0211522j -0.00873779+0.0120479j 0.0224312+0.00529671j 0.0124347-0.0463303j -0.0396877+0.0553106j 0.0922127-0.183535j 0.092703+0.218166j -0.389402-0.0470587j -0.045435-0.166087j -0.0386863+0.186677j 0.0745411+0.0245149j -0.0075102-0.0122082j -0.186133-0.028492j 
0.0033712+0.0230992j 0.0113177+0.000885861j -0.0221918+0.00873011j 0.00187236-0.0219002j -0.0371729+0.0299734j 0.0362426+0.0365873j -0.0281197+0.0371661j 0.0517871+0.000148993j -0.0319156-0.0179899j 0.0379573-0.00908842j -0.0971776+0.0201315j -0.0587018-0.032292j 0.0253671-0.0501759j 0.00858972+0.0352026j -0.03615+0.0378571j -0.00516853-0.0179964j -0.0488154+0.00279267j -0.0152664+0.0253691j 0.00885266-0.109306j 0.0320946+0.0506867j 0.0403176-0.0233376j 0.0232616+0.00049269j 0.0343782-0.034549j -0.0703221-0.0401047j 0.0511083+0.0185577j 0.00663837-0.0930101j 0.0899091+0.00695865j 0.015877-0.103695j -0.0222957+0.105958j 0.0158928+0.0857331j -0.0582797-0.0201404j 0.0325755-0.0165341j -0.137675-0.0164943j 0.0141327-0.00118362j -0.102265+0.0363992j 0.0122494+0.037101j -0.0191734-0.0673264j -0.0633385+0.00391553j 0.0317051+0.042957j -0.0175029+0.0497872j -0.112165-0.0576959j -0.0149444-0.0439324j -0.00345539-0.114279j -0.057254-0.0102473j -0.0460362+0.176621j 0.00449056+0.127877j 0.0727892-0.0436846j 0.110556-0.0551973j 0.107743+0.0583409j 0.161612+0.0101597j 0.0332844+0.0307467j 0.0386388-0.0712517j -0.0325761+0.096815j -0.0665477-0.00448583j -0.134831+0.0749867j -0.0111156-0.0443504j -0.000546247+0.0872049j 0.0164307+0.027655j -0.0794572+0.0541533j 0.0475774-0.0459335j -0.036379-0.0754405j -0.00389966-0.0662812j 0.0944424+0.0249009j 0.0830174+0.0895378j 0.0477938+0.0322027j -0.00580728-0.12787j -0.0198892+0.0596016j -0.0237774-0.0378981j 0.00952949-0.0631399j -0.0247006+0.0788786j 0.0432462+0.0182638j -0.0390986-0.0470212j 0.0214188+0.00652937j -0.0439433-0.0434052j 0.0184463-0.0206043j 0.0295573-0.118588j 0.00336106+0.0254904j -0.0714689-0.0396696j -0.0203912-0.0103719j -0.063741-0.00863563j -0.011613-0.0311862j 0.0378825-0.0391636j 0.0201481+0.0346228j 0.0010746-0.0174177j -0.00115805-0.0114038j -0.0377645+0.00832473j -0.0225967-0.0300464j -0.0204283+0.0126996j -0.025522-0.00566647j -0.0136801+0.0204257j 0.0137306-0.0174769j 0.00653461+0.0108838j 
0.0134944-0.00452684j 0.0238308+0.00185741j 0.00145904+0.00879357j -0.013368+0.0121168j 0.010547+0.0140832j -0.0214204-0.00150749j 0.00361868+0.00782874j 0.0224141+0.00653092j 0.0349909+0.0204912j -0.0181285-0.000271622j 0.0107301-0.0508728j -0.0382441+0.0468415j 0.0266003+0.00879007j -0.00624789-0.0298909j 0.0126282+0.0576469j -0.00496605-0.0510676j 0.0390175+0.00346693j 0.0789552-0.037942j -0.0139399-0.059519j 0.0316924-0.0415057j 0.0187467-0.035269j 0.00291855-0.0279421j -0.0496059+0.0355773j -0.0161893+0.101355j 0.0193772-0.0266552j 0.015663-0.0649594j 0.0486239-0.0436187j -0.125884+0.00773971j 0.0396585+0.00380588j 0.0509721+0.00529224j 0.0298178+0.00109781j 0.0322315-0.0379239j -0.0849857-0.13106j -0.090297+0.0283508j 0.041868-0.089244j 0.0443598-0.0923445j 0.00814188-0.0284738j 0.0616255+0.0566973j -0.0671441-0.0186295j -0.12153-0.0112148j 0.0824674-0.11276j -0.215811+0.282091j 0.108757+0.00892071j 0.0911955-0.0880213j 0.107186-0.0235247j -0.0684108+0.101972j -0.0117025-0.11417j 0.057254+0.0102473j 0.0823713+2.35922e-16j -0.00947961+0.0896457j -0.0274001-0.00687367j 0.036666-0.0137698j 0.143466+0.126218j -0.00706938+0.0503491j -0.0367114+0.03589j 0.0587559-0.0796302j 0.0135516+0.0766476j 0.0235644+0.0458857j -0.0250857-0.127022j 0.179125-0.0709807j 0.0408076-0.00451385j -0.0733729-0.0227828j -0.0251644-0.0621573j -0.0488835-0.103024j 0.167334-0.0297756j 0.0339686-0.0743084j -0.00171976+0.0428774j 0.0428456-0.0279831j 0.0470533-0.0441313j 0.0123383+0.0522933j -0.113125+0.0190425j -0.0347977+0.0405061j 0.0213915-0.0221977j -0.0247793+0.0113303j -0.0810357-0.0265231j 0.019571+0.0541942j 0.0243453+0.0652041j -0.0202064+0.0628249j -0.0377867+0.0162689j -0.0272901+0.0320602j 0.0273975-0.0506569j 0.0118609+0.00886001j -0.0220558-0.0115495j -0.0119216+0.014617j 0.00535612+0.024238j -0.00553997-0.00018053j 0.00308388+0.0137321j -0.0229156+0.00404613j 0.000516269-0.00167436j 0.00386734+0.00689225j -0.0160665-0.00979126j 0.00690981+0.0116057j 
0.0228277+0.0198915j 0.00369655+0.0192068j -0.0111993+0.00883891j -0.0121852+0.0134549j -0.000734387+0.00594173j -0.0378893+0.0144444j -0.0025905+0.0119162j 0.00687215+0.0142826j 0.00626028+0.0300411j -0.0257919+0.0676751j -0.00208712-0.0232341j 0.0471468+0.038349j -0.0661351-0.019406j -0.0501127+0.0610322j -0.0293065+0.0133361j 0.0230675-0.0192672j -0.0355004-0.055333j 0.0343457+0.0193939j 0.078266+0.00292787j 0.00711922+0.0621974j -0.00324376-0.065116j 0.00439962-0.0405774j -0.00443556-0.0513943j 0.00756142+0.00455059j 0.103797+0.000273223j 0.00650889+0.0879877j 0.0379957-0.0111773j -0.0845693+0.0979648j -0.0668822+0.0198701j -0.046326+0.0797272j -0.0239409+0.0265386j 0.0116015-0.0338525j 0.0233545-0.0404044j -0.067823-0.0636863j 0.00303507+0.0010756j -0.0453862+0.0959892j 0.0325612-0.0203394j 0.0312264+0.0643164j 0.0937809+0.0155952j 0.0787935-0.0291615j 0.0399524-0.00744541j 0.138053+0.0807426j -0.0654332-0.0933973j 0.108757+0.00892071j 0.0316692-0.0645764j -0.188-0.0791208j 0.0270868+0.000296139j 0.00345539+0.114279j -0.00947961-0.0896457j 0.126474+4.4062e-15j 0.0843282-0.0142402j -0.0287889+0.0137708j 0.00984332+0.0405646j 0.0281105+0.0228377j -0.0783894+0.11511j 0.108539-0.140319j 0.0608385-0.020318j 0.0841897-0.00211554j -0.0541987+0.0625367j -0.0436301-0.0144147j 0.0455686+0.0512771j 0.00288777+0.075474j 0.0770925+0.047405j -0.0120099+0.0132491j 0.00937877-0.00991388j -0.0337449+0.049206j -0.0142818+0.0101493j 0.0354806-0.0389335j -0.0461736-0.020959j 0.0467188+0.0409204j 0.0147665-0.0373193j 0.0156439-0.013978j -0.046918+0.0695735j 0.0144504+0.0533101j -0.0409712+0.0117257j -0.0468292-0.000728308j 0.0142787-0.0226509j 0.0361469+0.00992792j -0.0405376+0.0111759j 0.0430672+0.000700786j -0.021268-0.0102429j -0.00840738-0.01835j 0.00784757+0.0137447j 0.046111+0.0188958j 0.0324194+0.0161141j -0.00212112-0.0175229j 0.0112256+0.0198128j -0.00411694-0.0106218j -0.00903647+0.0286304j 0.00579996+0.0128208j 0.0102289-0.0136261j -0.00423096+0.0143069j 
0.00285005-0.00585665j -0.0160132+0.00629501j 0.0108747-0.025751j -0.000845975-0.0325458j 0.00269662+0.0100066j 0.0161117+0.012313j 0.0179429+0.0227104j -0.0170395-0.0469547j 0.04981-0.0186153j 0.0369198+0.037131j -0.0526018-0.0265813j 0.0159304-0.0262173j 0.0385404+0.0185043j -0.0144923-0.047404j 0.0277297+0.0186941j -0.0235268-0.00817428j -0.0300304-0.0280659j 0.0249288-0.017181j 0.0134344-0.067566j -0.0608991+0.0388032j -0.0125356-0.0498756j 0.0272304+0.0648694j -0.0923599-0.0100933j 0.145742-0.0461163j 0.0630658-0.0105995j 0.0365906+0.0828955j -0.0415581-0.093757j -0.0742434+0.0115239j 0.0184862-0.121758j -0.132768-0.126525j 0.0389667-0.013544j 0.087921+0.127106j -0.0409901+0.0822191j -0.035163+0.0270888j -0.00388366-0.0312802j -0.069864+0.0229807j 0.0589434-0.0247645j -0.023842+0.0887916j -0.0207319+0.0709366j -0.0361118-0.127605j 0.128604+0.0844289j -0.0121572+0.118964j 0.138053+0.0807426j -0.215811+0.282091j 0.102057-0.0797959j 0.0061921+0.007309j 0.0482306+0.0671088j 0.0149444+0.0439324j -0.0274001+0.00687367j 0.0843282+0.0142402j 0.100166-1.1241e-15j -0.0959402+0.105088j -0.10868-0.00281977j 0.0271584-0.00902202j -0.0511896-0.0919912j -0.0211139-0.0356807j -0.00786499+0.0790079j 0.0247047+0.0293565j 0.00307835-0.110438j -0.0657626-0.0250946j -0.0326321+0.0400331j -0.0071039-0.0187001j 0.0421851-0.0011749j -0.0125728+0.034253j 0.0448059+0.00417457j -0.0421096+0.0206021j 0.00394158-0.051964j 0.0264522+0.0474469j 0.0275676+0.00577814j 0.0343697+0.020159j -0.0223494-0.0455008j 0.0633181-0.0051218j 0.0516051+0.0173343j 0.0162678+0.0231049j 0.0340405+0.0225691j -0.050657+0.0133227j -0.00338178-0.00291639j -0.0202695-0.0498652j 0.0597967+0.0112435j 0.0179255-0.0109073j 0.041609-0.0107129j 0.0480096-0.0482765j -0.0211692-0.0300042j -0.0143472+0.0246518j -0.000683978+0.0110569j 0.000746042-0.00660679j -0.0304682-0.00127883j 0.0219959-0.0535148j 0.00893996-0.0111412j -0.00516842-0.00860052j -0.0147962+0.0044751j -0.0205084-0.00232769j 
-0.0157105-0.000155135j 0.00253838+0.00655772j 0.0105876-0.0354501j 0.0234409+0.0477907j -0.00580912+0.0011593j -0.00853771-0.029968j 0.00227027-0.0381021j -0.0112459-0.021918j -0.0301075-0.0213624j -0.0461299+0.0293858j 0.0212836-0.0261321j -0.016028+0.0195455j 0.0293836+0.0834143j 0.0019167-0.0405284j -0.0054423+0.00122386j 0.00973156-0.0130968j 0.0694676-0.0310682j 0.0416669+0.0813709j -0.0519533+0.0778913j -0.0423931+0.0232783j 0.0420389-0.00333171j -0.0260815+0.0146214j 0.0476637+0.113349j 0.0103024+0.0111122j 0.0492802+0.0449771j -0.00754776+0.0276392j 0.0618907+0.0501189j -0.049155+0.0663744j 0.0558673-0.082387j -0.0523706-0.0130972j 0.0428425+0.0664974j -0.0614359+0.0403543j -0.099283-0.0559316j -0.00785483+0.0426538j -0.028887+0.127089j -0.036857-0.0403048j -0.0509272-0.0670453j 0.0573266-0.0140522j -0.00935962-0.0352058j 0.0805288+0.019957j -0.126585-0.0130797j -0.128604-0.0844289j -0.0399524+0.00744541j -0.0824674+0.11276j 0.12128-0.0645801j 0.0442006-0.0761905j -0.0867051+0.0749177j -0.112165-0.0576959j 0.036666+0.0137698j -0.0287889-0.0137708j -0.0959402-0.105088j 0.176276-4.95697e-15j -0.0880869-0.039358j 0.0510506-0.0762525j 0.0163696-0.000668359j 0.0706839+0.0823308j -0.00803104-0.0422232j 0.0498971-0.0866178j 0.0445158+0.0843895j 0.0405003+0.00924033j 0.0144147+0.0771965j -0.0366854+0.0476536j 0.0878699+0.0360789j 0.0919763-0.0658853j -0.0210842+0.00724401j 0.0115239+0.0429616j 0.0346093+0.0044009j 0.0190778-0.00261057j 0.00360719+0.00982566j -0.00851387-0.0799926j 0.0338147-0.0624575j 0.00715531+0.0153065j 0.0424252+0.0221922j 0.0408122-0.0632479j -0.0122606-0.00942601j -0.0135244+0.00319336j 0.00214756+0.0672963j 0.0222261-0.0134525j 0.0306869-0.00406588j 0.0205192-0.005871j -0.00806919+0.0030978j 0.0142029+0.00131836j -0.0452048+0.00912072j -0.00860109+0.00662151j 0.024846-0.0330173j 0.0181055-0.0236741j 0.00220233-0.00459323j -0.0022847-0.00490605j 0.0367971-0.0335683j -0.0119941-0.0239777j 0.0135126+0.00941639j -0.0178935+0.0069367j 
-0.00855977-0.00787669j -0.014451-0.0156612j 0.00283667+0.00638099j 0.000745104-0.00674802j -0.0034406-0.0165279j 0.0462753-0.00469957j -0.00866419-0.014933j -0.00924031+0.00364173j -0.0077918-0.0069096j 0.0175824-0.00833632j -0.00374238+0.0523137j -0.026258-0.000132453j -0.0250092+0.0123966j 0.00932112-0.00684612j 0.00436874-0.0413283j -0.0416549+0.0899532j 0.0109472-0.000373629j -0.0280319-0.0221089j -0.00117762+0.00763602j -0.0364148-0.00914372j 0.076624-0.0128232j 0.00691404-0.0525934j 0.0408747-0.0285421j 0.0456485+0.0423676j 0.0291821-0.0509758j 0.0297204+0.0212701j 0.0549998-0.0692395j 0.000588061+0.0722138j -0.0123057-0.0779555j 0.0719786-0.0717987j 0.0498026+0.114726j 0.0598757+0.0025086j 0.0833433+0.0139706j -0.07402-0.0407839j 0.116228-0.00838102j 0.224945-0.0777849j -0.014358+0.0568426j 0.0299976+0.0601027j -0.024528+0.0050735j -0.0980136+0.0863963j 0.0805288+0.019957j 0.0361118+0.127605j -0.0787935+0.0291615j 0.12153+0.0112148j -0.0546249-0.0574794j 0.0944598+0.0834684j 0.00533447+0.0244321j -0.0175029+0.0497872j 0.143466-0.126218j 0.00984332-0.0405646j -0.10868+0.00281977j -0.0880869+0.039358j 0.203116+1.17267e-15j 0.00943919+0.0251409j 0.0857797+0.0161647j 0.0492053-0.034916j 0.0593001+0.0458274j 0.00847659+0.04742j -0.0278805-0.00986273j -0.0468416+0.10915j 0.0688592+0.0927935j 0.0525219-0.0131084j 0.0840299+0.0680179j 0.0561366+0.0131968j -0.0488542-0.00484587j -0.0340103-0.0241069j 0.0143136+0.00175015j -0.0307716+0.00662171j 0.00888308+0.029432j 0.00765148+0.00647666j -0.0049432+0.0403939j 0.0420632+0.0232847j 0.0447117-0.0277833j -0.0203468+0.014207j 0.0266483+0.000666412j 0.0379096-0.0427502j 0.00620177-0.0164445j -0.0162334-0.0510874j 0.0363197-0.0210378j -0.023011-0.0294849j -0.0321343-0.0169104j 0.00726524-0.0158951j 0.0100264-0.0153469j -0.00465271-0.0263275j -0.0261694-0.00484753j -0.00161271+0.0126583j -0.00546834-0.0134513j -0.00505726+0.0027106j -0.00825177-0.00458451j -0.0020703-0.00374087j -0.00587768+0.00136101j 0.00421985-0.0170955j 
-0.00524755-0.0157593j -0.000308357-0.0079453j -0.000640563+0.0103665j -0.0246399-0.0279127j 0.0158825+0.023429j -0.0335291+0.00208437j -0.00662944-0.0128235j -0.00391827-0.0242763j -0.0122598-0.000186273j -0.00525904-0.041422j 0.0164805+0.0139783j 0.011773-0.00119872j -0.00384054+0.0135711j 0.0149497+0.0106876j -0.0599926-0.0308325j 0.0220614+0.001114j -0.00442482-0.0937709j -0.0749057+0.0393947j -0.00395057-0.0509169j 0.00510389+0.0251391j 0.00441401+0.0381571j -0.0222456-0.0801046j -0.037057-0.169748j -0.00997572+0.0551305j 0.0664006-0.0710742j -0.105158+0.028015j 0.0152018+0.0996319j -0.0607347+0.00365063j 0.0340426-0.00382932j -0.0724024-0.0438557j -0.105317+0.0950654j 0.125709-0.0113464j -0.0464102-0.125444j -0.0295038+0.0426821j -0.0573179+0.0488626j 0.122478+0.0931228j 0.120519-0.00453238j -0.168829+0.00424158j 0.0518971+0.0488469j 0.024528-0.0050735j 0.00935962+0.0352058j -0.0207319+0.0709366j 0.0937809+0.0155952j -0.0671441-0.0186295j -0.0981749+0.13947j 0.00867393+0.122391j 0.00313963+0.00396542j -0.0317051-0.042957j -0.00706938-0.0503491j 0.0281105-0.0228377j 0.0271584+0.00902202j 0.0510506+0.0762525j 0.00943919-0.0251409j 0.0727246-4.02456e-16j 0.0287382+0.0187697j 0.000232871-0.0140776j 0.0654779+0.0046175j 0.0559169+0.0602372j 0.206317-0.00163907j 0.0101934+0.0724518j -0.0812465-0.0666006j -0.0437627-0.0504629j 0.012477+0.0163783j 0.0634253-0.044685j -0.00303886-0.0686579j 0.0434264+0.0312397j -0.0268125-0.0612378j -0.0104087+0.068262j 0.0138123+0.00564312j -0.0271305-0.000973663j -0.0245684-0.00294901j -0.0086252+0.000947891j 0.00920339+0.0110983j 0.107307+0.0320362j -0.0391305-0.00466016j -0.0414759-0.0469956j 0.020384-0.0197041j 0.0202246-0.0266022j -0.00704744+0.034459j -0.0189615+0.0468941j 0.0298504+0.0100761j 0.023898+0.00394907j 0.0285516-0.0101234j 0.0156969-0.043857j -0.000402017+0.000189252j 0.00954742-0.0111523j 0.0490443+0.0157938j 0.00704037+0.0189195j -0.000724188-0.0148072j 0.00736449+0.0412254j -0.00369275+0.0220614j 0.00142905-0.00336082j 
-0.0132156+0.0212617j -0.0131643-0.0221532j 0.000962145-0.0267643j 0.0174359+0.00724891j -0.0316068-0.0183735j 0.0152648+0.0264621j 0.0390186+0.0331077j -0.00171546-0.00129988j 0.0240455-0.0279114j 0.0148595+0.0355905j -0.0544595+0.0132867j 0.0307258-0.0267633j 0.0163825-0.0227369j 0.0373636-0.033832j 0.0269491+0.0236881j 0.00817669+0.059545j -0.018428-0.0101371j -0.0374042+0.0499013j 0.000402486-0.0490086j -0.0974428+0.0726514j -0.0230802+0.0480672j 0.0846244-0.0440776j 0.0448814+0.0323842j -0.0722186+0.0166565j 0.0737032-0.120668j -0.0503604-0.0755331j -0.101823-0.107975j -0.0425725-0.102523j 0.0600592+0.0379846j -0.0282713-0.00876791j -0.0532878-0.12835j 0.00406217+0.0557009j -0.00155036+0.0432644j -0.0610952+0.03792j 0.108673+0.0119889j 0.0542669+0.130301j -0.160352-0.0119629j -0.0114973-0.195495j -0.168829+0.00424158j -0.0299976-0.0601027j -0.0573266+0.0140522j -0.023842+0.0887916j 0.0312264+0.0643164j 0.0616255+0.0566973j -0.072929-0.0638452j 0.137467+0.0309381j 0.047863+0.0400457j 0.0633385-0.00391553j -0.0367114-0.03589j -0.0783894-0.11511j -0.0511896+0.0919912j 0.0163696+0.000668359j 0.0857797-0.0161647j 0.0287382-0.0187697j 0.110391-7.63278e-16j 0.0329374+0.0363937j -0.0172193-0.0617006j 0.0120852-0.0786957j -0.0125985+0.065284j -0.0803599+0.0103067j 0.0038416+0.00717932j -0.0256295-0.00927271j 0.0361073-0.0698649j -0.0420108+0.0999282j 0.0167168-0.0485698j 0.0164015+0.0648893j 0.00641207+0.0332562j -0.0482362-0.0112225j 0.04139-0.0483583j -0.0539639-0.026776j 0.0353226+0.0195695j -0.0141694+0.0058805j -0.0123036-0.0364207j 0.010224+0.044131j 0.0649987+0.054254j -0.0637975+0.00382567j 0.00152125+0.0269629j -0.0166327-0.0180403j 0.0173457-0.00306086j 0.00349522-0.0287671j 0.00365114+0.00406196j -0.0245759+0.0265941j 0.00165386-0.0148465j 0.0358621+0.0159557j -0.0137856-0.0103417j -0.0272386+0.0397943j -0.00605306+0.00822136j 0.0338264-0.00728189j -0.0040421-0.0144096j -0.0177387-0.0260239j 0.0204337-0.00602029j 0.00420576-0.0220001j 
0.0128192+0.00884269j -0.00709997-0.00480046j 0.0182383-0.0558309j -0.0100504-0.0125516j 0.0286014+0.054251j -0.0157346+0.000187733j -0.0178515-0.0307457j -0.0041858-0.059026j -0.0214761+0.0280547j 0.0514773-0.039051j -0.0253333+0.0353231j -0.0269869-0.0301057j -0.00520309+0.023749j -0.0254913+0.0448147j 0.0497578-0.0205932j 0.025745-0.0301757j -0.0534547-0.0555857j 0.0529167-0.0401784j -0.0297424+0.0907786j -0.0809405+0.0525234j -0.0581968-0.121891j 0.0683082+0.0942354j 0.0240558-0.0171316j 0.0806112+0.0212746j -0.00796299+0.0736605j 0.017665+0.0805065j 0.0181057+0.0221945j 0.0519017+0.179832j 0.0316715-0.0386234j 0.00562584+0.0351074j -0.021899-0.118612j -0.0685762-0.0610528j -0.0341457+0.0306562j -0.0889448-0.106186j 0.0728479-0.0862249j 0.0476501-0.104926j -0.100038+0.193218j 0.160352+0.0119629j -0.120519+0.00453238j -0.014358+0.0568426j -0.0509272-0.0670453j -0.0589434+0.0247645j -0.0325612+0.0203394j -0.00814188+0.0284738j -0.0513475+0.0672219j -0.07448-0.00948473j -0.0528278+0.00450786j -0.0191734-0.0673264j 0.0587559+0.0796302j 0.108539+0.140319j -0.0211139+0.0356807j 0.0706839-0.0823308j 0.0492053+0.034916j 0.000232871+0.0140776j 0.0329374-0.0363937j -0.0861716+2.1233e-15j -0.021849-0.0199473j -0.0766362+0.0140906j 0.0846244-0.0163223j -0.0458152+0.0285746j -0.0653654-0.0384629j 0.0153707+0.00147736j 0.0335537+0.0116396j 0.0187366+0.00316405j -0.0562598+0.0802395j -0.0227662+0.0543585j 0.0107922+0.0918511j 0.117626+0.0186919j -0.052492-0.00411942j 0.0777455-0.0164468j 0.020137+0.0106257j 0.000211195-0.0101984j 0.0169117+0.00602113j 0.0600807-0.0138754j 0.00510896+0.0150934j -0.0620318+0.0189407j -0.00651055+0.00413338j 0.00555791+0.0382901j -0.0141896+0.0389j 0.00175495-0.0057741j -0.0223144+0.0203051j 0.0201275-0.0425166j -0.0104149+0.0155404j -0.0491237-0.00837176j 0.0203508+0.0139978j 0.000538419-0.06139j -0.00958312-0.010333j 0.00539149-0.0322138j 0.0495852-0.0264338j -0.00559193+0.0111414j 0.00318063+0.0112338j -0.0114305-0.00155937j 
0.0258263+0.00298425j -0.011283-0.00127443j 0.00251539+0.0190476j -0.00667888+0.00114805j 0.00422171+0.0201651j -0.0711317-0.00797683j 0.00418141+0.0273732j -0.014203+0.0199263j 0.0301824+0.031557j -0.01594+0.0202536j -0.0219819-0.0219491j 0.0140561+0.0342627j -0.0194232+0.0597422j 0.0187388-0.0310624j 0.00333669-0.00371237j 0.0567386-0.0117443j -0.0597308-0.00278758j 0.0615839+0.0118354j 0.0456591-0.064391j -0.0547109-0.030863j -0.043903-0.107358j 0.0521733+0.00118408j -0.0179127-0.0544782j 0.095387-0.0698738j 0.150141+0.0693435j -0.0490715-0.0127465j 0.0333862+0.00318953j 0.010332-0.0111456j -0.019738+0.124737j 0.109101-0.0219715j 0.0529274+0.0368697j 0.013887+0.115458j 0.0347037-0.0852771j 0.0541938-0.0145384j 0.060113+0.242843j 0.0243176+0.294333j 0.0476501-0.104926j -0.0542669-0.130301j -0.122478-0.0931228j 0.224945-0.0777849j -0.036857-0.0403048j 0.069864-0.0229807j 0.0453862-0.0959892j -0.0443598+0.0923445j -0.0339517+0.049355j -0.00609479+0.127562j -0.0286365+0.00822625j 0.0122494+0.037101j 0.0135516-0.0766476j 0.0608385+0.020318j -0.00786499-0.0790079j -0.00803104+0.0422232j 0.0593001-0.0458274j 0.0654779-0.0046175j -0.0172193+0.0617006j -0.021849+0.0199473j -0.0518381+6.66134e-16j 0.0423858+0.00998047j -0.0494262+0.0248712j -0.00859632-0.000306802j -0.0193135+0.00311251j 0.0594951-0.000790635j -0.037727+0.043052j 0.00129156+0.0298106j 0.0210178-0.0272212j -0.0572212+0.00182987j -0.0692231+0.00762211j 0.0353429+0.0207651j 0.0106831-0.0275738j 0.0416114-0.0323745j -0.0415928-0.00968233j -0.0232938-0.00698753j 0.00463587+0.0165838j 0.0432631+0.0114988j 0.018937+0.00122663j 0.0132688-0.00280681j -0.0188223+0.0386026j 0.0150661+0.0552464j -0.0238755+0.0326193j -0.0484518+0.00345118j 0.000835569-0.0469631j 0.0428257+0.0116407j 0.00680555-0.00908886j 0.0211484-0.00614042j 0.0179725+0.00919107j 0.00997578-0.0166691j 0.0142501+0.0293047j -0.00755878-0.0278106j -0.00461578-0.0145238j 0.0152345+0.015069j -0.00896875-0.0137052j -0.00856222-0.00429564j 
