-0.416099-0j 0.495149-0j -0.300356-0j -0.0519797-0j -0.060643-0j 0.10856-0j 0.0510276-0j -0.0218872-0j -0.0328542-0j -0.0047421-0j -0.0371128-0j -0.00535677-0j 0.0291403-0j 0.00420604-0j -0.0306165-0j 0.0775102-0j -0.00441911-0j 0.0111876-0j 0.0210346-0j 0.00303608-0j -0.00698868-0j -0.00100873-0j -0.0244727-0j -0.00432621-0j -0.000360517-0j -0.0270863-0j -0.00478823-0j 0.0205924-0j -0.000399019-0j -0.0142758-0j -0.0216355-0j 0.00364025-0j -0.00252362-0j 0.0240244-0j 0.000303354-0j -0.00382466-0j 0.0431471-0j -0.000210302-0j -0.0145732-0j -0.000318722-0j 0.00424696-0j 0.0451859-0j 0.0076274-0j 0.000353913-0j -0.0025762-0j 0.00867087-0j 0.000635616-0j 0.00798781-0j -0.000214683-0j -0.00235222-0j 0.00153281-0j 0.000665651-0j 0.000127734-0j -0.000415818-0j -3.46515e-05-0j -0.0196095-0j -0.00326825-0j -0.00200139-0j -0.000408531-0j -0.0214002-0j -2.40729e-05-0j -0.0035667-0j 0.0159407-0j -0.00218415-0j -0.0167483-0j -0.000445837-0j -0.0151322-0j -2.62712e-05-0j 0.00265679-0j 0.018007-0j 0.00162695-0j -0.00279138-0j -0.00252203-0j -0.0124834-0j -0.010923-0j -0.00170936-0j 0.000332099-0j -0.00154442-0j 0.0316037-0j -0.000348923-0j 1.95691e-05-0j -0.000315254-0j 0.00300117-0j 0.014855-0j -2.05605e-05-0j -0.00208057-0j 0.00183783-0j 0.03773-0j -1.85765e-05-0j -0.0018205-0j -0.00637175-0j -0.00127409-0j 0.00526728-0j -0.00111482-0j 0.000375146-0j 0.0228127-0j 0.00322553-0j 0.00247584-0j -0.000260072-0j 2.21057e-05-0j -0.000227563-0j 0.00339088-0j 0.00628833-0j 0.000658409-0j 0.00151613-0j -0.00106196-0j -1.53249e-05-0j -1.34093e-05-0j -0.000777436-0j 0.0038508-0j 0.00380212-0j 0.000309479-0j -0.000650314-0j 3.87972e-05-0j 0.000786041-0j 0.00232831-0j 1.82362e-05-0j 0.000565147-0j -0.000132745-0j 0.000346081-0j 0.000475265-0j 4.63179e-05-0j -0.000129573-0j -7.82207e-06-0j 7.06434e-05-0j -7.93468e-05-0j 2.80053e-05-0j 4.1627e-06-0j -1.61966e-05-0j -9.54393e-07-0j 
0.0306165-0j 0.0349908-0j 0.0195276-0j 0.00382466-0j -0.00428547-0j -0.00798781-0j 0.00375165-0j 0.00754986-0j -0.229945-0j 0.000348923-0j 0.249469-0j -0.000378548-0j 0.203952-0j -0.000309479-0j 0.214116-0j -0.521016-0j -0.000324902-0j 0.000790598-0j 0.130083-0j -0.00019739-0j -0.509388-0j 0.000772953-0j 0.0018007-0j -0.0302789-0j 2.65268e-05-0j -0.00191411-0j 0.0321861-0j -0.00151518-0j -2.81976e-05-0j 0.00105041-0j -0.00159069-0j 0.025478-0j -0.0176627-0j 0.00169774-0j -2.23207e-05-0j 0.0267477-0j -0.00317475-0j 1.5474e-05-0j 0.000947471-0j -2.34331e-05-0j -0.0285476-0j 0.00332216-0j 0.0533839-0j 2.501e-05-0j -0.0159318-0j -0.00299096-0j -4.67685e-05-0j -0.0558626-0j 1.39576e-05-0j 0.00312605-0j 0.0502934-0j 4.89401e-05-0j -4.4061e-05-0j -0.0525649-0j 4.60511e-05-0j 0.00144286-0j 0.000240477-0j -0.0281625-0j -0.00285929-0j -0.00151229-0j 1.77128e-06-0j -0.000252048-0j -0.00117292-0j 0.0295176-0j -0.00123137-0j 0.00299688-0j 0.00111342-0j -1.85651e-06-0j -0.000195486-0j 0.0012725-0j 0.0228936-0j -0.000205228-0j 0.000185571-0j -0.000882169-0j 0.000710157-0j 0.0240345-0j 0.00232435-0j -0.0217324-0j -0.00232539-0j 0.00244018-0j -1.43989e-06-0j -0.00220645-0j 0.000212084-0j 0.00109217-0j -1.51165e-06-0j -0.000147028-0j -0.0248373-0j 0.00266627-0j 1.36686e-06-0j 0.000118359-0j 0.0021979-0j 0.0172186-0j -0.000387565-0j -0.0138612-0j -0.00252169-0j -0.00148316-0j 0.0453881-0j 0.000182029-0j 0.00174818-0j 1.56214e-06-0j -0.0014073-0j -0.00259831-0j 0.000444378-0j 0.00460818-0j -0.0213176-0j 0.000366316-0j -1.08296e-06-0j 8.718e-07-0j 0.00158059-0j -0.0520416-0j -0.000247194-0j -0.00216434-0j -0.0428996-0j -2.85469e-06-0j -0.0052837-0j 0.0289491-0j 1.34077e-06-0j -0.000433052-0j -0.00435553-0j 0.0507152-0j 0.00293916-0j 3.27315e-06-0j 0.000263432-0j 2.69817e-06-0j 0.00514903-0j -0.0308508-0j -1.82076e-06-0j -3.18973e-06-0j -0.00313223-0j 1.94036e-06-0j 
-0.00441911-0j -0.00505048-0j -0.00281857-0j 0.0524773-0j -0.0588-0j -0.109599-0j 0.0514756-0j 0.10359-0j -0.000348923-0j -0.222738-0j 0.000378548-0j 0.241649-0j 0.000309479-0j 0.197559-0j 0.000324902-0j -0.000790598-0j 0.207404-0j -0.504684-0j 0.00019739-0j 0.126005-0j -0.000772953-0j -0.493421-0j -0.000259908-0j 0.00436762-0j -0.0518965-0j 0.000276278-0j -0.00464271-0j 0.000218698-0j 0.0551651-0j -0.000151613-0j 0.000229596-0j -0.00367509-0j 0.00254778-0j -0.000245047-0j 0.0436678-0j -0.00385824-0j 0.000458236-0j -0.0302729-0j -0.000136756-0j 0.045844-0j 0.00411788-0j -0.000479513-0j -0.00770041-0j -0.0489291-0j 0.0022981-0j 0.000431708-0j 0.091497-0j 0.00805795-0j -0.0273063-0j -0.000451207-0j -0.00725462-0j -0.0957454-0j 0.0862001-0j 0.00758228-0j -0.0900934-0j -0.000208259-0j 0.00329953-0j -2.12554e-05-0j -0.0191888-0j 0.00021828-0j -0.00697946-0j -0.0034583-0j 0.000169296-0j 2.22781e-05-0j 0.000177733-0j 0.0201121-0j -0.000160709-0j 0.00731529-0j -0.00268222-0j -0.00018367-0j 1.72787e-05-0j -0.00281589-0j 0.00254618-0j 0.00012733-0j -0.000102502-0j 1.81398e-05-0j 0.0155988-0j -1.64023e-05-0j 0.000335641-0j 0.0163761-0j 0.00567367-0j -0.0148076-0j 0.00290995-0j -0.000157641-0j 0.00595642-0j -0.00201734-0j -1.87457e-05-0j -0.000384843-0j -0.00538589-0j 0.00162398-0j -0.000317239-0j 1.29956e-05-0j -0.00531769-0j -1.04616e-05-0j -0.0169232-0j 0.000214076-0j 3.42562e-05-0j 0.00249757-0j 0.0117321-0j -0.00615539-0j -0.00944446-0j 0.000375034-0j 0.00609721-0j 0.0309256-0j -1.60892e-05-0j 0.00502614-0j 0.00426725-0j -0.00343519-0j -0.000228139-0j -3.92779e-05-0j -0.00339169-0j -0.0145249-0j -3.23781e-05-0j 0.0112485-0j -0.035459-0j 2.18491e-05-0j -0.00528309-0j -0.00594181-0j -0.0292301-0j 3.82768e-05-0j 0.0197248-0j -0.0128974-0j 0.00361449-0j -0.0106317-0j 0.0345553-0j -2.32843e-05-0j 0.00717441-0j 0.0125686-0j -0.0210205-0j -0.00764569-0j 
-0.0126287-0j 0.0456443-0j -0.0111541-0j -0.00157759-0j 0.00537585-0j -0.00112709-0j -0.00754986-0j 0.00914148-0j 0.0948477-0j -0.000143923-0j -0.312943-0j 0.000474864-0j 0.0874809-0j -0.000132745-0j 0.414363-0j -0.223577-0j -0.00062876-0j 0.00033926-0j 0.0772663-0j -0.000117245-0j -0.374442-0j 0.000568184-0j -0.00074275-0j 0.0124894-0j -1.09417e-05-0j 0.00240114-0j -0.0403754-0j -0.000649906-0j 3.53721e-05-0j -0.000433271-0j -0.00307835-0j 0.0109282-0j 0.0072855-0j 0.00221464-0j -9.57402e-06-0j 0.0517628-0j -0.000268073-0j -6.38268e-06-0j -0.000541192-0j -4.53483e-05-0j -0.0372395-0j -0.00219928-0j 0.00450767-0j 3.26248e-05-0j 0.00910021-0j 0.00376593-0j -3.94908e-06-0j 0.0369811-0j -7.97251e-06-0j -0.00219132-0j -0.0633246-0j -3.23984e-05-0j 5.54774e-05-0j 0.0368473-0j -3.22812e-05-0j -0.00059515-0j -9.91917e-05-0j 0.0116164-0j 0.0011794-0j 0.00189707-0j -7.30616e-07-0j 0.000316179-0j -0.000503099-0j -0.037028-0j -0.00238298-0j -0.00375939-0j -0.000459264-0j 2.32888e-06-0j -8.38498e-05-0j 0.00165994-0j 0.00981973-0j -0.000397163-0j -7.6544e-05-0j 0.00110663-0j -0.000405639-0j 0.0465122-0j 0.000996981-0j 0.00896415-0j -0.000328114-0j 0.00472231-0j -6.17612e-07-0j 0.000910115-0j 0.000276656-0j -0.0021979-0j -2.92538e-06-0j 0.000184438-0j -0.0323995-0j 0.00068469-0j -5.638e-07-0j -6.76065e-05-0j 0.00266124-0j -0.0215997-0j -5.46857e-05-0j 0.00791746-0j -0.00328947-0j -0.000289802-0j 0.0064043-0j -0.000366316-0j -0.00219298-0j 2.03777e-06-0j 0.000803847-0j 0.00198615-0j 0.000114115-0j 0.000650218-0j 0.0428996-0j 0.00044354-0j 1.35851e-06-0j -4.97969e-07-0j -0.00471952-0j -0.0133641-0j -4.83004e-05-0j 0.00435553-0j -0.0519435-0j -4.02798e-07-0j -0.00135684-0j 0.00565651-0j -2.69817e-06-0j 0.000331025-0j -0.00527374-0j -0.0387666-0j 0.000574296-0j 8.40536e-07-0j -0.000786586-0j 3.26698e-06-0j -0.00393591-0j 0.0921179-0j -3.55766e-07-0j 2.43823e-06-0j 0.00935258-0j -5.79376e-06-0j 
0.00182279-0j -0.00658819-0j 0.00160995-0j -0.0216458-0j 0.0737609-0j -0.0154645-0j -0.10359-0j 0.125428-0j 0.000143923-0j 0.0918745-0j -0.000474864-0j -0.303133-0j 0.000132745-0j 0.0847387-0j 0.00062876-0j -0.00033926-0j 0.401374-0j -0.216569-0j 0.000117245-0j 0.0748443-0j -0.000568184-0j -0.362705-0j 0.000107207-0j -0.00180155-0j 0.0214062-0j -0.000346574-0j 0.00582399-0j 9.38058e-05-0j -0.0692012-0j 6.25372e-05-0j 0.000444321-0j -0.00157636-0j -0.0010509-0j -0.000319656-0j 0.0187304-0j -0.00746657-0j 3.86929e-05-0j 0.0124869-0j 7.81143e-05-0j 0.0887186-0j 0.00537165-0j 0.000317438-0j -0.000650214-0j -0.0638264-0j -0.00131267-0j -0.000543565-0j 0.00772591-0j -0.00533438-0j 0.0155973-0j 0.000316289-0j 0.00913432-0j 0.0633836-0j -0.108535-0j -0.00531507-0j 0.0631542-0j 8.59026e-05-0j -0.00136099-0j 8.76739e-06-0j 0.00791498-0j -0.000273819-0j 0.00287888-0j 0.00433822-0j 7.2616e-05-0j -2.79465e-05-0j 0.000343953-0j -0.0252294-0j 6.62891e-05-0j -0.00917658-0j -0.00115048-0j -0.000239591-0j 7.41134e-06-0j -0.00544939-0j -0.00105024-0j -0.000159728-0j 5.85489e-05-0j 3.51046e-05-0j 0.00669077-0j 6.7656e-06-0j 4.73592e-05-0j 0.0316915-0j 0.00243361-0j 0.00610781-0j 0.00379594-0j 0.000317239-0j 0.011527-0j 0.00253063-0j -2.44532e-05-0j -9.88264e-05-0j 0.00222157-0j -0.000927613-0j -0.000384117-0j -1.63021e-05-0j -0.00075033-0j 5.97562e-06-0j -0.0220757-0j 4.18294e-05-0j 4.83358e-06-0j -0.00502614-0j -0.0147172-0j -0.00802951-0j 0.00539464-0j -0.000286676-0j 0.00156575-0j 0.00436363-0j 3.23781e-05-0j 0.00608572-0j -0.00535301-0j 0.00196217-0j 0.000681204-0j -1.00864e-05-0j -0.000662719-0j 0.0292301-0j -3.92038e-05-0j 0.00158716-0j -0.00910577-0j 4.26919e-06-0j 0.0106317-0j 0.00454191-0j -0.0353922-0j -2.92587e-05-0j 0.00385412-0j -0.003312-0j -0.0107926-0j -0.0128731-0j -0.026414-0j 6.95251e-05-0j 0.00140184-0j -0.00960746-0j 0.0627655-0j 0.0228294-0j 
0.0218891-0j 0.0270863-0j 0.0158004-0j 0.00273441-0j 0.00319015-0j 0.00195356-0j 0.00279138-0j 0.00115139-0j -0.00676351-0j -0.000976229-0j 0.00195233-0j 0.000281795-0j 0.00159407-0j 0.000230085-0j 0.00161059-0j 0.00139481-0j 0.000232469-0j 0.000201324-0j 0.00115066-0j 0.000166084-0j 0.000367642-0j 5.30646e-05-0j -0.184447-0j 0.000227582-0j 1.89651e-05-0j 0.798899-0j -0.000985726-0j -0.161392-0j -8.21439e-05-0j -0.107594-0j -0.163064-0j 0.000199134-0j 0.000132756-0j -0.18829-0j 1.65945e-05-0j 0.000201198-0j -0.0665706-0j 1.1063e-05-0j -0.109836-0j 1.67665e-05-0j 0.000232323-0j -0.116499-0j 8.21386e-05-0j 1.93602e-05-0j 0.000135522-0j -0.0679575-0j 6.84488e-06-0j 0.000143742-0j 1.12935e-05-0j -0.0177284-0j 8.38498e-05-0j 1.19785e-05-0j 6.98748e-06-0j 2.18743e-05-0j 1.82286e-06-0j 0.00103157-0j -0.0246323-0j 0.000105284-0j 2.14909e-05-0j 0.00112576-0j 1.26637e-06-0j -0.0268817-0j -0.00341251-0j 0.000114898-0j -0.00344787-0j 2.34534e-05-0j 0.000796036-0j 1.38201e-06-0j 0.081486-0j 0.000985044-0j -0.000348288-0j 0.0823305-0j -0.0190082-0j 0.000656696-0j 0.000574609-0j -0.000351897-0j -7.1094e-05-0j 8.1245e-05-0j 0.000568715-0j -7.18307e-05-0j -4.18925e-06-0j 1.65841e-05-0j -0.0235215-0j 0.00081262-0j -4.23267e-06-0j -0.015681-0j 0.000100536-0j 0.00040631-0j 9.77226e-07-0j -0.0137209-0j 0.000335188-0j 6.70237e-05-0j -0.0135801-0j 5.86458e-05-0j 2.05217e-05-0j 0.00041052-0j 5.80443e-05-0j -0.0194042-0j 1.36812e-05-0j 1.20926e-06-0j 1.1971e-05-0j 0.000185493-0j -0.00970212-0j 1.18482e-05-0j 8.29376e-05-0j -0.00800384-0j 8.0617e-07-0j 7.05399e-07-0j 4.08973e-05-0j 4.14688e-05-0j -0.00980266-0j 1.69296e-05-0j 3.421e-05-0j 6.98164e-07-0j 8.46479e-06-0j 4.18986e-05-0j 9.97585e-07-0j -0.00442931-0j 6.98309e-06-0j 1.89318e-05-0j 8.55251e-06-0j 4.98792e-07-0j -0.000976572-0j 4.11483e-07-0j 3.86443e-06-0j 4.17407e-06-0j 5.03961e-07-0j 2.27714e-07-0j 8.52028e-07-0j 5.02062e-08-0j 
-0.00386948-0j -0.00478823-0j -0.00279314-0j 0.0227335-0j 0.0265224-0j 0.0162416-0j 0.0232071-0j 0.00957244-0j -0.113729-0j -0.016405-0j 0.0328287-0j 0.00473541-0j 0.0268045-0j 0.00386645-0j 0.0270823-0j 0.023454-0j 0.00390651-0j 0.00338314-0j 0.0193485-0j 0.00279095-0j 0.00618195-0j 0.000891721-0j -0.000227582-0j -0.179976-0j 0.000479724-0j 0.000985726-0j 0.77953-0j -0.000199134-0j -0.00207783-0j -0.000132756-0j -0.000201198-0j -0.157479-0j -0.104986-0j -0.000232323-0j 0.000419759-0j -0.159111-0j -8.21386e-05-0j 0.000279839-0j -0.000135522-0j 0.000424109-0j -0.183725-0j -0.000143742-0j -0.0649567-0j 0.000489719-0j -0.107173-0j -8.38498e-05-0j 0.000173142-0j -0.113674-0j 0.000285669-0j -2.18743e-05-0j -0.0663099-0j 0.000302998-0j 0.000176749-0j -0.0172986-0j 4.61093e-05-0j -0.000182357-0j 0.00142938-0j 0.00355933-0j -0.0343522-0j -0.000199009-0j 4.2785e-05-0j 0.0015599-0j 0.000603252-0j 0.00388435-0j 0.000609504-0j -0.0374892-0j -0.000140721-0j 4.6692e-05-0j -0.00472851-0j -0.000174133-0j -0.0117746-0j -0.00477751-0j 0.00110302-0j -0.000116089-0j -0.000101577-0j -0.0118966-0j 0.11364-0j 0.00274665-0j -0.000100536-0j 0.114818-0j -0.000141537-0j -0.0265088-0j 0.00136492-0j -0.000143652-0j -0.000143004-0j 0.000909944-0j 0.00339881-0j -7.18261e-05-0j 3.30162e-05-0j 0.000796201-0j -5.92535e-05-0j 0.00226587-0j 0.000788034-0j 0.00198264-0j -0.032803-0j -7.25704e-05-0j 0.0019623-0j 0.001126-0j -0.0218687-0j 4.08555e-05-0j -0.0191351-0j -3.27908e-05-0j 0.000562999-0j -0.0189388-0j 0.00280388-0j 0.00046445-0j 2.7237e-05-0j 2.38324e-05-0j -7.22969e-06-0j 0.00140194-0j 0.000568833-0j -0.0270611-0j 0.00115654-0j 2.35879e-05-0j -0.0135306-0j 0.00141647-0j 3.37041e-05-0j 0.000257026-0j -0.0111621-0j 0.000640027-0j -0.0136708-0j 1.6852e-05-0j 5.6669e-05-0j 1.39022e-05-0j -0.00617711-0j 0.000141113-0j 1.70267e-05-0j 7.69347e-06-0j -0.00136192-0j 1.69625e-06-0j 
0.000322456-0j 0.000399019-0j 0.000232761-0j -0.00576393-0j -0.00672459-0j -0.00411795-0j -0.00588401-0j -0.00242703-0j -9.9636e-05-0j -0.194926-0j 2.87606e-05-0j 0.0562666-0j 2.34829e-05-0j 0.0459415-0j 2.37263e-05-0j 2.05475e-05-0j 0.0464176-0j 0.0401988-0j 1.69509e-05-0j 0.0331623-0j 5.41588e-06-0j 0.0105955-0j 1.89651e-05-0j -0.000479724-0j -0.174254-0j -8.21439e-05-0j 0.00207783-0j 1.65945e-05-0j 0.754749-0j 1.1063e-05-0j 1.67665e-05-0j -0.000419759-0j -0.000279839-0j 1.93602e-05-0j -0.152472-0j -0.000424109-0j 6.84488e-06-0j -0.101648-0j 1.12935e-05-0j -0.154052-0j -0.000489719-0j 1.19785e-05-0j -0.000173142-0j -0.177884-0j -0.000285669-0j 6.98748e-06-0j -0.0628917-0j -0.000302998-0j -0.103766-0j 1.82286e-06-0j -0.000176749-0j -0.11006-0j -0.0642019-0j -4.61093e-05-0j -0.0167486-0j 1.51964e-05-0j -0.00036241-0j 1.55097e-06-0j 0.00429114-0j 1.65841e-05-0j -0.04807-0j -0.000395504-0j -5.0271e-05-0j 1.6926e-06-0j -5.0792e-05-0j 0.004683-0j 1.17267e-05-0j -0.0524596-0j 0.00119888-0j 1.45111e-05-0j -5.13077e-06-0j 0.00121131-0j -0.000279664-0j 9.67404e-06-0j 8.46479e-06-0j -5.18394e-06-0j -0.0141955-0j 1.19685e-06-0j 8.37797e-06-0j -0.0143426-0j 0.15902-0j 0.00331138-0j -0.000346066-0j 1.1971e-05-0j 0.160668-0j -0.000230711-0j 1.48103e-06-0j 5.98551e-06-0j -0.0370945-0j -0.000201872-0j 4.93779e-06-0j 9.87353e-07-0j -0.000199801-0j 8.63934e-07-0j 0.00409762-0j 6.04754e-06-0j 8.55073e-07-0j -0.00028549-0j 0.00273175-0j -0.0459021-0j 0.00239028-0j 2.73257e-06-0j -0.000142745-0j 0.00236576-0j 1.22179e-06-0j -0.000117759-0j -0.0306014-0j -0.0267762-0j 6.02475e-07-0j 6.10893e-07-0j -0.000144224-0j 0.00338037-0j 5.03961e-07-0j -0.0265016-0j 0.00169018-0j 6.17224e-07-0j -0.0378673-0j -6.51674e-05-0j 0.00139433-0j 2.78892e-07-0j 0.0017077-0j -0.0189337-0j -1.43681e-05-0j -0.0156195-0j 0.00077162-0j 6.14898e-08-0j -0.0191299-0j -0.0086438-0j 0.000170126-0j -0.00190578-0j 
-0.0247263-0j -0.000605596-0j 0.034637-0j 0.00904485-0j -7.13253e-05-0j -0.00220678-0j 0.00302838-0j 0.00379892-0j -0.00195233-0j -0.000281795-0j 0.000127818-0j 1.84489e-05-0j -0.0018007-0j -0.000259908-0j 0.00174734-0j -3.11852e-05-0j 0.000252207-0j -4.5012e-06-0j 0.00252244-0j 0.000364083-0j 0.00162009-0j 0.000233839-0j 0.208356-0j -0.000257081-0j -2.14234e-05-0j 0.00456429-0j -5.63168e-06-0j -0.533848-0j -4.69307e-07-0j 0.121541-0j 0.518029-0j 0.000658692-0j -0.000149964-0j 0.00420979-0j 5.4891e-05-0j -0.000639174-0j 0.0751995-0j -1.2497e-05-0j -0.240779-0j -5.32645e-05-0j -5.19427e-06-0j -0.12639-0j -9.27854e-05-0j -4.32856e-07-0j 0.000297086-0j -0.224221-0j -7.73212e-06-0j 0.000155947-0j 2.47572e-05-0j -0.0977535-0j 0.000276656-0j 1.29956e-05-0j 2.30547e-05-0j 0.000120614-0j 1.00511e-05-0j -0.00116528-0j 0.0278252-0j -0.000118931-0j -2.42766e-05-0j -2.51698e-05-0j -1.43051e-06-0j 0.00060102-0j -0.000985044-0j -2.56888e-06-0j 0.000955855-0j -5.24371e-07-0j 0.00263311-0j -3.08989e-08-0j 0.0235215-0j 6.44901e-05-0j -0.000100536-0j -0.0228245-0j -0.0628751-0j -1.46824e-05-0j -0.00368851-0j 9.75565e-05-0j -2.05217e-05-0j 0.000268741-0j -0.000642432-0j 1.99136e-05-0j -1.20926e-06-0j 5.48566e-05-0j -0.00153993-0j 0.000881614-0j 1.17342e-06-0j 0.000350595-0j 6.58199e-06-0j -9.08427e-06-0j 3.23245e-06-0j 0.0880764-0j 0.00110593-0j -1.49852e-06-0j 0.0153404-0j -0.000376457-0j 1.34354e-06-0j 0.000899929-0j -6.5568e-05-0j -0.0210517-0j -3.05883e-07-0j 7.9169e-08-0j -7.68439e-05-0j 0.00081741-0j 0.00021692-0j -1.3384e-05-0j 8.99794e-05-0j -0.0264081-0j -1.80243e-08-0j -4.52807e-06-0j 0.00027079-0j -9.27159e-07-0j -0.0214891-0j 1.8367e-05-0j 0.000112874-0j -7.8866e-07-0j -1.89256e-07-0j 9.18486e-05-0j 1.08228e-06-0j -0.0195186-0j 2.30402e-05-0j 8.34265e-05-0j 1.87485e-05-0j -1.1152e-08-0j -0.00646609-0j 1.35766e-06-0j 1.70294e-05-0j 2.76374e-05-0j 1.10477e-06-0j 1.00347e-06-0j 5.64146e-06-0j 3.32426e-07-0j 
0.0392538-0j 0.0240244-0j -0.0145732-0j -0.00252203-0j 0.00572092-0j 0.00526728-0j 0.00247584-0j -0.00106196-0j -0.00159407-0j -0.000230085-0j -0.0018007-0j -0.000259908-0j -0.00274902-0j -0.000396787-0j 0.00288829-0j 0.00376076-0j 0.000416888-0j 0.000542819-0j 0.00102059-0j 0.000147309-0j -0.000339088-0j -4.89431e-05-0j 0.170122-0j -0.000209906-0j -1.74921e-05-0j 0.18829-0j -0.000232323-0j -0.143147-0j -1.93602e-05-0j -0.485137-0j 0.150399-0j 0.000176623-0j 0.000598589-0j 0.324712-0j 1.47186e-05-0j -0.000185571-0j -0.299936-0j 4.98824e-05-0j -0.196969-0j -1.54642e-05-0j -0.000400648-0j -0.314109-0j 0.000370078-0j -3.33873e-05-0j 0.000243032-0j -0.0602754-0j 3.08398e-05-0j 0.000387565-0j 2.02527e-05-0j 0.0163514-0j 7.43712e-05-0j 3.22971e-05-0j 6.1976e-06-0j -2.01753e-05-0j -1.68128e-06-0j -0.000951444-0j 0.0227192-0j -9.71064e-05-0j -1.98218e-05-0j -0.00103833-0j -1.16801e-06-0j 0.0247938-0j 0.000773438-0j -0.000105974-0j -0.00081262-0j -2.16318e-05-0j 0.00142754-0j -1.27467e-06-0j -0.0184686-0j 0.000873691-0j 7.89387e-05-0j 0.0194042-0j -0.0340876-0j 0.00296101-0j -0.00052998-0j -8.29376e-05-0j 1.61133e-05-0j 0.000145697-0j -0.00298141-0j -1.69296e-05-0j 9.49485e-07-0j 2.97403e-05-0j -0.0208625-0j -0.00140139-0j -9.97585e-07-0j -0.0707047-0j 8.91708e-05-0j 0.00183064-0j 1.75247e-06-0j 0.0126552-0j 0.000601096-0j 0.000302206-0j 0.071192-0j -5.40908e-05-0j 1.82019e-05-0j 0.00110686-0j -0.000304289-0j 0.0334631-0j 6.16876e-05-0j 1.07256e-06-0j -1.10412e-05-0j 0.000164524-0j -0.0437132-0j -6.21128e-05-0j -0.000143028-0j -0.0143533-0j 3.63498e-06-0j -6.50611e-07-0j -3.77209e-05-0j 0.000186839-0j -0.0264304-0j -2.91955e-05-0j 6.13491e-05-0j -3.66003e-06-0j 3.81384e-05-0j 0.000112969-0j -1.72036e-06-0j -0.00392861-0j 1.25228e-05-0j 1.67917e-05-0j 2.30597e-05-0j 2.24733e-06-0j 0.000900722-0j 7.37915e-07-0j 3.42759e-06-0j -3.84987e-06-0j 1.3588e-06-0j 2.01972e-07-0j -7.85851e-07-0j -4.63067e-08-0j 
0.00437104-0j 0.000107055-0j -0.00612302-0j 0.0751974-0j -0.000592987-0j -0.0183468-0j 0.0251775-0j 0.0315836-0j -0.0328287-0j -0.00473541-0j 0.00214927-0j 0.000310024-0j -0.0302789-0j -0.00436762-0j 0.0293817-0j -0.000524383-0j 0.00423819-0j -7.56402e-05-0j 0.0424152-0j 0.00611822-0j 0.0272419-0j 0.00392954-0j 0.000257081-0j 0.203304-0j -0.000541906-0j 5.63168e-06-0j 0.00445363-0j -0.000658692-0j -1.18711e-05-0j 0.000149964-0j 0.000639174-0j -0.520906-0j 0.118594-0j 5.19427e-06-0j 0.00138847-0j 0.50547-0j 9.27854e-05-0j -0.000316112-0j -0.000297086-0j -0.00134733-0j 0.00410772-0j -0.000155947-0j 0.0733764-0j -1.09491e-05-0j -0.234941-0j -0.000276656-0j -0.000195584-0j -0.123326-0j 0.000626235-0j -0.000120614-0j -0.218785-0j 0.000328724-0j 0.00058317-0j -0.0953835-0j 0.000254244-0j 0.000205994-0j -0.00161465-0j -0.00402069-0j 0.038805-0j 4.44944e-06-0j -4.83308e-05-0j -3.48763e-05-0j 0.000174133-0j -8.68463e-05-0j -0.000168973-0j 0.000838182-0j -0.000465473-0j -1.04394e-06-0j -0.00136492-0j -1.14003e-05-0j -0.00339881-0j 0.00132447-0j 0.00364855-0j 2.5955e-06-0j 0.000652042-0j 0.0032981-0j 0.032803-0j 0.00908534-0j 0.000113567-0j -0.031831-0j -4.08555e-05-0j -0.0876855-0j 8.936e-05-0j -0.000155849-0j 3.96449e-05-0j -2.03445e-05-0j 0.000222518-0j 1.60589e-06-0j 0.000109211-0j -0.00511094-0j -0.000195503-0j -5.06603e-05-0j -0.00089018-0j -0.0127269-0j -0.00214759-0j -0.000159086-0j -0.00221666-0j 0.0012216-0j 0.000488939-0j 2.67478e-06-0j 0.122831-0j -0.000144499-0j -1.25875e-05-0j 0.0213937-0j 0.00304194-0j 0.00153242-0j -6.08964e-07-0j -0.000152984-0j -4.78694e-05-0j -3.13445e-05-0j 0.00124698-0j -0.0293587-0j 0.00381592-0j -2.66454e-05-0j 0.000302516-0j 0.00310513-0j 3.65657e-05-0j 0.00113264-0j -0.0368287-0j 0.0028204-0j -0.0299686-0j -3.76778e-07-0j 0.000375217-0j 4.58694e-05-0j -0.0272206-0j 0.000934338-0j 3.73253e-05-0j 3.39027e-05-0j -0.0090176-0j 1.12312e-05-0j 
