-0.227621-0j 0.752921-0j -0.209942-0j -0.212117-0j -0.183699-0j -0.151544-0j -0.048419-0j -0.0299728-0j -0.0331738-0j 0.0767964-0j -0.0174842-0j 0.0775922-0j -0.0305973-0j -0.0108178-0j -0.0178484-0j -0.0189311-0j -0.0110431-0j -0.00288087-0j -0.0196095-0j -0.00283039-0j -0.0214002-0j -0.00308885-0j -0.0165765-0j -0.00239261-0j -0.0167483-0j 0.0443106-0j -0.00241741-0j 0.00639568-0j 0.0548315-0j -0.0124834-0j 0.00791425-0j 0.031985-0j -0.010811-0j -0.00180183-0j 0.00461664-0j -0.00156043-0j -0.0154475-0j -0.00772373-0j -0.00222965-0j -0.00637175-0j -0.00111482-0j -0.00780377-0j -0.000919683-0j -0.00112638-0j -0.00352612-0j -0.000508952-0j -0.000777436-0j -0.000112213-0j -0.0149676-0j -0.00264592-0j -0.000220494-0j -0.0161669-0j -0.00285792-0j -0.00023816-0j -0.0123476-0j -0.0124756-0j -0.00218277-0j -0.0110441-0j -0.000181898-0j -0.00220539-0j 0.0518441-0j -0.000183783-0j -0.00195233-0j -0.0136663-0j 0.00916482-0j -0.000162694-0j -0.00797203-0j 0.0365314-0j 0.000763735-0j -0.00241589-0j 0.0223708-0j -0.00140927-0j -0.000201324-0j -0.00720279-0j 0.0064579-0j 0.031965-0j -0.000117439-0j -0.00727743-0j 0.00395464-0j 0.000538158-0j 0.0131849-0j -0.008913-0j -0.00127329-0j 0.00565066-0j 0.000329553-0j -0.00222825-0j -0.000106107-0j -0.00128648-0j -0.00735285-0j 0.00233078-0j 0.000470888-0j -0.00450268-0j -0.00157561-0j -0.000107207-0j -0.00234927-0j 0.000194232-0j -0.000393902-0j -0.00129981-0j -0.00321687-0j -0.000131301-0j -3.28252e-05-0j -0.000795969-0j -0.000108318-0j -0.000415296-0j -0.00118681-0j -0.000568668-0j -6.63307e-05-0j -3.4608e-05-0j -0.00022661-0j -0.0002098-0j -4.7389e-05-0j -1.74833e-05-0j -4.00593e-05-0j -3.33828e-06-0j 
0.00690008-0j -3.94217e-05-0j 0.00156389-0j 0.00157807-0j 8.23324e-05-0j -0.00219072-0j 0.00146315-0j 0.0109193-0j -0.000936084-0j -0.00918797-0j 0.00636961-0j -0.00927129-0j -0.000212161-0j -0.0192515-0j -0.0126185-0j 0.0193631-0j 0.0113001-0j -0.00512298-0j -0.0001519-0j 0.00208419-0j -3.28102e-06-0j 4.50181e-05-0j -0.000483227-0j 0.00663025-0j -0.000487609-0j -0.000117218-0j 0.00669038-0j 0.00160832-0j 2.76079e-06-0j -1.91393e-06-0j -3.78801e-05-0j 0.000164201-0j 0.00024481-0j 2.62606e-05-0j -0.00225296-0j -0.00335898-0j -0.000110516-0j 5.78466e-06-0j 0.00151636-0j 0.000144164-0j -7.93701e-05-0j -0.000342933-0j -0.00197804-0j 0.00470531-0j -0.000102467-0j 0.00140593-0j 3.52989e-05-0j -0.000484329-0j 0.0166113-0j 0.000963929-0j 0.000244398-0j 0.000355122-0j 2.06072e-05-0j 5.22482e-06-0j -0.0131781-0j -0.0132976-0j -0.000764703-0j -0.0479658-0j -0.000193886-0j -0.000771637-0j 0.00839173-0j -0.000195644-0j -0.00278338-0j 0.00112972-0j 0.000486959-0j -0.000705709-0j 0.0671912-0j 0.00027404-0j 0.000123465-0j 6.55559e-05-0j -0.0247857-0j 0.003899-0j 1.66213e-05-0j -0.0076872-0j 1.59021e-05-0j 0.0111891-0j 0.000988569-0j -0.00775691-0j -0.00143828-0j 4.03188e-06-0j -0.0145958-0j -0.000572332-0j -0.000446077-0j 0.000649288-0j -0.000364666-0j -0.0169313-0j -0.0001131-0j -0.000450122-0j 0.0152287-0j -0.000846975-0j 0.000164623-0j 0.0234445-0j -3.32116e-05-0j -0.000114126-0j -0.010171-0j -0.000214745-0j -0.000982496-0j 0.000883701-0j 0.0304835-0j -8.42059e-06-0j -0.000249106-0j 0.00136045-0j 0.000224057-0j -0.000590209-0j 0.00618271-0j 0.00176891-0j 0.000344934-0j -0.000149644-0j -0.00172065-0j 0.000358773-0j 0.000448496-0j 9.09647e-05-0j -9.98466e-05-0j -2.53155e-05-0j 
0.000697014-0j -0.000201198-0j 0.000319407-0j 0.000322717-0j -0.000143742-0j -0.000118582-0j -3.78874e-05-0j 0.00222949-0j -0.00965661-0j 0.0019508-0j -0.00635785-0j 0.00197102-0j -0.00442515-0j 0.000804666-0j -0.00258134-0j 0.00140816-0j 0.000821429-0j 0.00021429-0j 0.00145955-0j -0.00979511-0j 0.00159284-0j -0.0106896-0j -0.00482834-0j 0.0324031-0j -0.00487837-0j -0.0021899-0j 0.0327389-0j 0.0146965-0j 0.00139373-0j -0.0045423-0j -0.00935337-0j 0.00081301-0j -0.00156454-0j 0.0304835-0j -0.00545613-0j 0.0104997-0j -0.00223552-0j 0.000574885-0j 0.0150026-0j -0.000922105-0j -0.00385807-0j 0.000580842-0j 0.00618827-0j -0.00389805-0j 0.000262452-0j -0.00176133-0j 5.78653e-05-0j -0.000388336-0j -1.1712e-05-0j -0.018721-0j -0.00233856-0j -1.26504e-05-0j -0.020221-0j -0.00252593-0j -9.66189e-06-0j -9.76202e-06-0j -0.0154441-0j -6.57546e-05-0j -0.00192921-0j -0.0156041-0j -5.91668e-06-0j -0.0019492-0j -0.105106-0j 4.18486e-05-0j -0.00945752-0j -0.0131294-0j 2.44117e-05-0j 1.89805e-05-0j -0.0011814-0j 0.066893-0j -5.97799e-06-0j 0.0390209-0j 0.00835601-0j 2.75529e-05-0j 0.0303394-0j -8.54177e-06-0j 0.00487434-0j 2.78384e-05-0j -0.00955553-0j 0.00378988-0j -3.5233e-06-0j 1.35603e-05-0j 0.044042-0j -0.0136536-0j -0.00119364-0j -1.74358e-06-0j 0.00550155-0j 0.0444984-0j 1.11867e-05-0j -0.00563182-0j -0.00170555-0j -3.5233e-06-0j 0.0216755-0j 0.00555856-0j 3.5742e-06-0j -0.000703505-0j -0.00278703-0j 0.0178814-0j -2.51717e-06-0j 0.00270762-0j -0.000348145-0j -0.00563182-0j 0.00223367-0j 0.00571319-0j -9.28664e-07-0j -0.00402357-0j -0.000703505-0j 0.000713669-0j -1.7732e-07-0j -0.00148442-0j -0.000502608-0j -0.000185428-0j -0.000283437-0j -3.54058e-05-0j 
0.00557575-0j 0.00629848-0j 0.0241765-0j -0.0254013-0j -0.0131544-0j -0.00356982-0j 0.00118606-0j 0.000734208-0j 0.00081262-0j -0.000617793-0j 0.0028099-0j 0.00064909-0j 0.00352353-0j -0.00129446-0j -0.00213737-0j -0.00135563-0j -0.000260136-0j 7.05693e-05-0j 0.00048035-0j 6.93326e-05-0j 0.000524214-0j 7.56638e-05-0j -0.000390481-0j -5.63611e-05-0j 0.000410263-0j -0.0018121-0j 5.92163e-05-0j -0.000261554-0j -0.000441096-0j 0.00200623-0j -6.36667e-05-0j 0.000267568-0j 0.00378457-0j 0.000289574-0j 3.86201e-05-0j 0.000546256-0j 0.0017789-0j -0.000924226-0j 0.000256763-0j -0.000763025-0j -0.0001334-0j -0.000558816-0j -0.000110133-0j -8.06581e-05-0j -8.30624e-05-0j -1.1989e-05-0j 1.90439e-05-0j 2.74875e-06-0j 0.000366643-0j 6.4814e-05-0j 5.40116e-06-0j 0.00039602-0j 7.00071e-05-0j 5.83392e-06-0j -0.000290865-0j 0.0003056-0j -5.14181e-05-0j -0.00132254-0j -4.28484e-06-0j 5.40229e-05-0j 0.000185221-0j 4.50191e-06-0j -0.000233794-0j -0.000321928-0j 3.27428e-05-0j -1.94828e-05-0j 0.000195281-0j -0.00149397-0j 2.72857e-06-0j -5.69094e-05-0j -0.000547068-0j 3.45211e-05-0j -4.74245e-06-0j -0.00111317-0j -0.000264098-0j -0.000257144-0j 2.87676e-06-0j 0.00116956-0j -9.67088e-05-0j -2.20082e-05-0j 0.000110297-0j 0.00312015-0j -0.000196783-0j -4.54571e-05-0j -8.05907e-06-0j -0.000373705-0j -1.63986e-05-0j 0.000206752-0j 0.000846741-0j 1.94979e-05-0j -3.78809e-06-0j -0.000538793-0j 0.00055157-0j 1.72293e-05-0j -0.000281328-0j 1.62482e-06-0j -6.60624e-05-0j 0.000149684-0j -0.000230355-0j 4.59642e-05-0j -5.5052e-06-0j -9.5246e-05-0j 1.24737e-05-0j -4.97322e-05-0j -2.79568e-05-0j -4.07214e-05-0j -7.93717e-06-0j -4.14435e-06-0j 5.55099e-06-0j -4.94211e-06-0j -3.39345e-06-0j -4.11843e-07-0j 9.81285e-07-0j 8.17738e-08-0j 
-0.000121944-0j 0.000944481-0j -0.000112473-0j -0.000113638-0j -9.84138e-05-0j -8.11872e-05-0j -2.59397e-05-0j 0.00152643-0j 0.00168945-0j -0.00915765-0j 0.000890416-0j -0.00925255-0j 0.00155823-0j 0.000550917-0j 0.000908966-0j 0.000964105-0j 0.000562394-0j 0.000146714-0j 0.000999288-0j -0.00670625-0j 0.00109054-0j -0.00731864-0j 0.000844728-0j -0.005669-0j 0.000853482-0j -0.00528721-0j -0.00572775-0j 0.0354826-0j -0.00654258-0j 0.000636148-0j 0.0439075-0j -0.00381651-0j 0.000550921-0j -0.00426921-0j 0.0256127-0j -0.00369724-0j 0.000787193-0j 0.000393597-0j -0.00528288-0j 0.000324701-0j -0.00264144-0j 0.000397675-0j -0.00217908-0j -0.00266881-0j 0.000179689-0j -0.0012059-0j 3.96177e-05-0j -0.000265875-0j -8.01865e-06-0j -0.0128174-0j -0.0016011-0j -8.66113e-06-0j -0.0138444-0j -0.00172939-0j -6.61505e-06-0j -6.6836e-06-0j -0.0105738-0j -5.91668e-06-0j -0.00132084-0j -0.0106834-0j -6.54177e-05-0j -0.00133453-0j -0.00945752-0j -7.32151e-06-0j -0.104567-0j -0.0011814-0j -4.27088e-06-0j 4.58258e-05-0j -0.0130621-0j -0.0117031-0j 2.80625e-05-0j -0.0068268-0j -0.0014619-0j -3.85878e-06-0j 0.0732503-0j 4.00976e-05-0j -0.000852777-0j -3.89877e-06-0j 0.0448565-0j 0.00915014-0j 1.65394e-05-0j -4.77499e-06-0j -0.00616807-0j 0.064094-0j 0.00560329-0j -1.19375e-06-0j -0.000770491-0j -0.00623199-0j -3.93917e-06-0j 0.0264374-0j 0.00800637-0j -2.41224e-06-0j -0.00763259-0j -0.000778475-0j -1.25858e-06-0j 0.00330246-0j -0.00190815-0j -0.00629657-0j -1.72339e-06-0j -0.000953434-0j -0.000238358-0j -0.00385585-0j -0.000786543-0j -0.00201178-0j -6.35813e-07-0j -0.00275475-0j -0.000481657-0j -0.000251304-0j -1.21403e-07-0j -0.00101632-0j -0.000344112-0j -0.000126954-0j -0.000194056-0j -2.42407e-05-0j 
-0.0084503-0j -0.0268453-0j 0.00749505-0j 0.00786857-0j -0.0191469-0j 0.00478044-0j -0.0187196-0j -0.00111273-0j 0.00118281-0j -0.00274168-0j -0.00064909-0j -0.00287831-0j -0.0010491-0j 0.00196181-0j -0.000585481-0j -0.0020529-0j 0.00184824-0j -0.00193172-0j -0.000727992-0j -0.000105077-0j 0.000763021-0j 0.000110133-0j 0.000591792-0j 8.54178e-05-0j 0.000621284-0j 0.00164501-0j 8.96746e-05-0j 0.000237436-0j 0.00188003-0j 0.000445096-0j 0.000271359-0j 0.00104921-0j 0.00117327-0j 6.4244e-05-0j 0.00015144-0j 0.000169347-0j -0.000551052-0j -0.00134526-0j -7.95375e-05-0j -0.00110894-0j -0.000194171-0j 0.000748326-0j -0.000160062-0j 0.000108012-0j 0.00131097-0j 0.000189222-0j -0.000797483-0j -0.000115107-0j -0.000555664-0j -9.82284e-05-0j -8.1857e-06-0j 0.000576427-0j 0.000101899-0j 8.49158e-06-0j 0.000440818-0j 0.000462787-0j 7.79264e-05-0j -0.000410005-0j 6.49387e-06-0j 8.18099e-05-0j 0.00192468-0j 6.81749e-06-0j -7.24793e-05-0j -0.000468583-0j 0.000340239-0j -6.03994e-06-0j -0.000261506-0j -0.00130252-0j 2.83533e-05-0j -8.28346e-05-0j -0.00242781-0j -4.62282e-05-0j -6.90288e-06-0j 0.000257144-0j -0.000230256-0j 0.00114028-0j -3.85235e-06-0j 0.000269959-0j -0.00042918-0j -1.9188e-05-0j 0.0022947-0j -0.000928999-0j 4.54571e-05-0j 0.000201574-0j -3.5765e-05-0j 0.000566367-0j 3.78809e-06-0j 4.77225e-05-0j 0.000231945-0j 0.000405649-0j 1.67978e-05-0j -0.000815925-0j -0.000164225-0j 3.97687e-06-0j -0.000908266-0j 3.38041e-05-0j 0.000100121-0j 4.10025e-05-0j 0.00163665-0j -1.36855e-05-0j 8.34338e-06-0j -0.000144237-0j 3.41687e-06-0j -0.00016056-0j 0.000765271-0j 0.000289322-0j -1.20197e-05-0j -1.338e-05-0j -0.000329123-0j 0.000135282-0j 2.41101e-05-0j 1.12735e-05-0j -5.81813e-05-0j -4.84844e-06-0j 
0.00422542-0j -2.41408e-05-0j 0.000957683-0j 0.000966367-0j 5.04181e-05-0j -0.00134154-0j 0.00089599-0j -0.000142179-0j 1.21886e-05-0j 0.000119635-0j -8.29376e-05-0j 0.00012072-0j 2.76252e-06-0j 0.000250671-0j 0.000164304-0j -0.000252124-0j -0.000147137-0j 6.67056e-05-0j 0.0177892-0j -1.34262e-05-0j 0.000384243-0j -2.90004e-07-0j 0.0565912-0j -4.27116e-05-0j 0.0571044-0j 0.0137275-0j -4.3099e-05-0j -1.03607e-05-0j -0.000323318-0j 0.000224142-0j 2.44021e-07-0j -0.0192297-0j -0.0286699-0j -1.69169e-07-0j 1.45134e-05-0j 2.16383e-05-0j 0.0129426-0j -0.000677448-0j -9.76829e-06-0j -0.0168832-0j 5.11297e-07-0j 0.0401613-0j 1.27424e-05-0j -3.03113e-05-0j 0.012-0j -9.0569e-06-0j -0.00413389-0j 3.12001e-06-0j -7.10001e-05-0j 0.0024003-0j -1.04593e-06-0j -1.51786e-06-0j 5.13144e-05-0j -2.23602e-08-0j 5.63257e-05-0j 5.68365e-05-0j -0.0019042-0j 0.000205016-0j 8.29756e-07-0j -0.00192147-0j -3.5868e-05-0j 8.37281e-07-0j -0.00693097-0j -4.82865e-06-0j 0.00121259-0j 3.02017e-06-0j -0.000287189-0j -1.1713e-06-0j -5.28385e-07-0j 0.000163242-0j 0.000105939-0j 0.00970901-0j -7.11328e-08-0j 3.28567e-05-0j 3.95982e-05-0j -4.78246e-05-0j -4.23069e-06-0j 3.31546e-05-0j -0.00358149-0j -1.72549e-08-0j 6.23856e-05-0j 2.44626e-06-0j -0.00111079-0j 0.00161681-0j 1.56063e-06-0j 7.23677e-05-0j 4.84024e-07-0j -0.00112086-0j -6.50908e-05-0j -0.00210907-0j -7.04523e-07-0j -0.000100207-0j -8.27009e-05-0j 4.88414e-07-0j 4.34731e-05-0j 9.19027e-07-0j -0.00244654-0j 0.00220053-0j -0.000130293-0j 3.60369e-08-0j 1.06608e-06-0j 0.00338769-0j -9.58878e-07-0j -0.00146969-0j -2.64261e-05-0j 0.0044048-0j -1.47618e-06-0j 6.40419e-07-0j 7.3544e-06-0j 0.000893389-0j -1.91939e-06-0j -3.89294e-07-0j -0.00024863-0j 1.08341e-07-0j 
-4.10719e-05-0j 1.18557e-05-0j -1.88213e-05-0j -1.90163e-05-0j 8.47011e-06-0j 6.98748e-06-0j 2.23253e-06-0j -0.00026413-0j 0.00114403-0j -0.000231114-0j 0.000753221-0j -0.000233509-0j 0.000524252-0j -9.53295e-05-0j 0.000305814-0j -0.000166827-0j -9.73156e-05-0j -2.53872e-05-0j 9.04167e-07-0j 0.00356273-0j 9.86733e-07-0j 0.00388807-0j -2.99107e-06-0j -0.0117858-0j -3.02206e-06-0j -1.3566e-06-0j -0.011908-0j -0.00534548-0j 8.63391e-07-0j -2.81387e-06-0j 0.00340206-0j 5.03645e-07-0j -9.69203e-07-0j -0.0110876-0j 0.00198454-0j -0.003819-0j -1.38486e-06-0j 3.56131e-07-0j -0.00545684-0j -5.71227e-07-0j 0.00140328-0j 3.59821e-07-0j -0.00225083-0j 0.00141782-0j 1.62585e-07-0j 0.000640639-0j 3.58465e-08-0j 0.000141248-0j 6.90135e-07-0j -2.33167e-05-0j -0.0261969-0j 7.45431e-07-0j -2.51849e-05-0j -0.0282958-0j 5.69333e-07-0j 5.75233e-07-0j -1.92353e-05-0j 3.87463e-06-0j -0.0216113-0j -1.94346e-05-0j 3.48644e-07-0j -0.0218353-0j -0.000130907-0j -2.46595e-06-0j -1.17792e-05-0j -0.147077-0j -1.43847e-06-0j -1.11844e-06-0j -0.0132342-0j 8.3314e-05-0j 3.52257e-07-0j 4.85998e-05-0j 0.0936052-0j -1.62357e-06-0j 3.77871e-05-0j 5.03328e-07-0j 0.054603-0j -1.64039e-06-0j -1.19012e-05-0j 0.0424547-0j 2.07612e-07-0j -7.99049e-07-0j 5.48534e-05-0j -1.70053e-05-0j -0.0133713-0j 1.02741e-07-0j 0.0616291-0j 5.54218e-05-0j -6.59182e-07-0j -7.01433e-06-0j -0.0191058-0j 2.07612e-07-0j 2.69964e-05-0j 0.0622678-0j -2.10612e-07-0j -0.00788076-0j -3.47119e-06-0j 2.22709e-05-0j 1.48325e-07-0j 0.0303311-0j -0.00389997-0j -7.01433e-06-0j 0.0250219-0j 7.11567e-06-0j 5.47221e-08-0j -5.01128e-06-0j -0.00788076-0j 0.00799462-0j 1.04487e-08-0j -1.84882e-06-0j -0.00563029-0j -0.0020772-0j -3.53015e-07-0j -0.000396621-0j 
-0.00402505-0j -0.00225473-0j 0.000948652-0j 0.000846911-0j -0.00161085-0j 0.00261714-0j -0.00274844-0j -0.00636961-0j -0.0535393-0j -0.00557341-0j -0.0037156-0j -0.00497567-0j 0.0126185-0j -0.00229891-0j -0.0144966-0j -0.00355479-0j -0.00287154-0j 0.0264394-0j 8.86084e-05-0j -0.00121578-0j -0.000187658-0j 0.00257481-0j -0.000293125-0j 0.0040219-0j -0.000261688-0j 6.83771e-05-0j 0.00359056-0j -0.000938187-0j -0.000164201-0j -0.000109467-0j 0.00225296-0j 0.000188639-0j 4.8851e-05-0j 0.00150197-0j -0.00258827-0j -0.000670273-0j 6.16764e-05-0j -6.77293e-05-0j -0.000846248-0j 3.52293e-05-0j 0.000929299-0j 0.00013477-0j -0.000483374-0j -0.00184915-0j -0.000200156-0j 0.00274629-0j -0.000338293-0j 0.00464164-0j -0.00968993-0j -0.000562292-0j -0.000142566-0j 0.0203112-0j 0.00117863-0j 0.000298834-0j -0.00799379-0j -0.00713647-0j -0.000463867-0j 0.02798-0j -0.000117611-0j -0.000414118-0j -0.00489517-0j -0.000104997-0j 0.00162364-0j -0.0671912-0j -0.000284059-0j 0.000411664-0j 0.0771915-0j 0.0156737-0j -7.20215e-05-0j -0.003899-0j -0.0049459-0j 0.0044793-0j -0.000988569-0j -0.00466304-0j 0.00090952-0j -0.00624441-0j 0.0011357-0j -0.00416294-0j -0.000287003-0j 0.000230603-0j -0.00356678-0j 0.0111978-0j -0.000270589-0j -0.000362354-0j -7.27679e-05-0j -0.00144255-0j -6.86062e-05-0j -0.000241569-0j -0.018193-0j -0.000206975-0j -9.18725e-05-0j -0.00257569-0j 0.000649792-0j -6.12484e-05-0j 0.0191057-0j -5.24772e-05-0j -8.37093e-05-0j -0.00105571-0j -0.00254823-0j 0.000164751-0j -2.1224e-05-0j -0.000149463-0j -0.00026767-0j 0.00110868-0j 0.0331811-0j -0.00014787-0j -3.78955e-05-0j 0.000281098-0j 0.0260478-0j 0.00192545-0j -3.74915e-05-0j 0.000488186-0j 0.00151151-0j 0.000383234-0j 
-0.00563353-0j 0.00611184-0j 0.0254013-0j -0.0256444-0j 0.00436651-0j -0.00331406-0j -0.0124797-0j -0.000741817-0j 0.00078854-0j -0.00064909-0j -0.00283902-0j 0.000655302-0j -0.00355548-0j -0.000267736-0j 0.00190814-0j 0.000468171-0j -0.0012813-0j -0.00128781-0j -0.000485328-0j -7.00511e-05-0j 0.000508681-0j 7.34217e-05-0j -0.000410263-0j -5.92163e-05-0j 0.000414189-0j 0.00183088-0j 5.97831e-05-0j 0.000264264-0j 0.000445096-0j 0.00194678-0j 6.4244e-05-0j -0.000238872-0j 0.00130804-0j 0.000280993-0j -3.44782e-05-0j 0.0001888-0j -0.00186756-0j 0.000183593-0j -0.000269559-0j 0.00361414-0j 2.64993e-05-0j -0.000170658-0j 0.000521657-0j -2.46324e-05-0j -0.000908837-0j -0.000131179-0j -0.000531655-0j -7.67378e-05-0j -0.000370443-0j -6.54856e-05-0j -5.45714e-06-0j 0.000384285-0j 6.79326e-05-0j 5.66105e-06-0j -0.0003056-0j 0.000308525-0j -5.40229e-05-0j 0.00133624-0j -4.50191e-06-0j 5.454e-05-0j -0.000187141-0j 4.545e-06-0j 0.000236217-0j 0.000324848-0j -3.30821e-05-0j 1.96847e-05-0j -0.000174338-0j -0.0014497-0j -2.75684e-06-0j 5.74255e-05-0j -0.00018908-0j -3.08188e-05-0j 4.78546e-06-0j -0.00116956-0j -0.000256273-0j 0.000269959-0j -2.56824e-06-0j 0.00118076-0j -3.3425e-05-0j -2.13561e-05-0j -0.000522432-0j -0.00103571-0j -0.000206752-0j 4.77225e-05-0j -2.78541e-06-0j -5.51484e-05-0j -1.72293e-05-0j 0.00020873-0j 0.000786079-0j -9.23538e-05-0j 3.97687e-06-0j 0.000111352-0j -0.00018309-0j 1.73942e-05-0j 0.00296012-0j -7.69615e-06-0j -9.74894e-06-0j 0.00013896-0j -0.000373243-0j -1.52575e-05-0j -8.12412e-07-0j 1.96845e-05-0j 1.158e-05-0j 0.000523281-0j -0.000530528-0j -6.59807e-05-0j 1.64038e-06-0j 4.36068e-05-0j -0.000219415-0j -9.3785e-05-0j -5.49839e-06-0j -7.81541e-06-0j -3.87875e-05-0j -3.23229e-06-0j 
-0.00160958-0j 0.000105378-0j 0.00288647-0j -0.00280094-0j -2.57103e-05-0j 0.0020796-0j 0.00133566-0j 0.00996793-0j 0.00021836-0j -0.0255398-0j -0.0284256-0j 0.024783-0j -0.000391587-0j 0.00359762-0j 0.0223968-0j -0.00604661-0j -0.0107269-0j -0.00467662-0j -0.000138665-0j 0.00190259-0j -2.99515e-06-0j 4.10958e-05-0j -0.000117218-0j 0.00160832-0j 0.000113744-0j -0.000609222-0j -0.00156066-0j 0.008359-0j 7.67417e-06-0j 8.54128e-06-0j -0.000105296-0j -0.000438924-0j 0.000148639-0j -0.000117193-0j 0.00602237-0j -0.00203945-0j -0.000203979-0j -1.08101e-06-0j 0.00279875-0j -0.000255879-0j 1.48322e-05-0j 0.000107089-0j 0.00351085-0j -0.00146935-0j 9.72698e-05-0j -0.00133462-0j 3.22234e-05-0j -0.00044213-0j 0.015164-0j 0.000879943-0j 0.000223104-0j 0.00032418-0j 1.88117e-05-0j 4.76959e-06-0j 0.0125096-0j -0.012139-0j 0.000725916-0j -0.0217549-0j 0.000184051-0j -0.000704405-0j -0.0525243-0j -0.000178598-0j -0.00126241-0j 0.00027404-0j -0.00304791-0j -0.000320075-0j -0.0156737-0j 0.00142428-0j -0.000772778-0j 1.59021e-05-0j -0.0226643-0j -0.00090952-0j 4.03188e-06-0j -0.0356738-0j 8.26488e-05-0j 0.0311024-0j -0.000230603-0j 0.0346168-0j -0.00131518-0j 2.09551e-05-0j 0.0390161-0j -0.000347498-0j -0.0020701-0j 0.00180483-0j -0.000333455-0j 0.00225749-0j -0.000524861-0j 0.00200876-0j 0.0281077-0j 0.00226404-0j 0.000457603-0j -0.00438118-0j -2.01648e-05-0j 0.000509308-0j 0.0180527-0j 0.000574034-0j 0.000130998-0j 0.00163105-0j -0.00951921-0j -5.11266e-06-0j 3.32138e-05-0j -0.000254233-0j 0.000413542-0j 0.00104757-0j -0.00586911-0j -0.000552385-0j -6.44593e-05-0j 0.000265605-0j -0.00157073-0j -0.000340575-0j -0.000140054-0j -8.63508e-05-0j -9.11471e-05-0j -2.31098e-05-0j 
7.18563e-06-0j -5.56541e-05-0j 6.62753e-06-0j 6.69621e-06-0j 5.79909e-06-0j 4.784e-06-0j 1.52851e-06-0j -0.000180837-0j -0.00020015-0j 0.00108492-0j -0.000105488-0j 0.00109616-0j -0.000184605-0j -6.52677e-05-0j -0.000107686-0j -0.000114218-0j -6.66274e-05-0j -1.73814e-05-0j 6.19041e-07-0j 0.00243924-0j 6.7557e-07-0j 0.00266198-0j 5.23294e-07-0j 0.00206196-0j 5.28717e-07-0j -3.27533e-06-0j 0.00208333-0j -0.0129059-0j -4.05301e-06-0j 3.94082e-07-0j -0.0159703-0j -2.36426e-06-0j 3.41285e-07-0j 0.00155282-0j -0.00931599-0j 0.00134478-0j 4.87652e-07-0j 2.43826e-07-0j 0.00192152-0j 2.01146e-07-0j 0.000960759-0j 2.46353e-07-0j 0.000792586-0j 0.000970715-0j 1.11314e-07-0j 0.000438616-0j 2.45424e-08-0j 9.67057e-05-0j 4.72503e-07-0j -1.59638e-05-0j -0.0179358-0j 5.10362e-07-0j -1.72429e-05-0j -0.0193728-0j 3.89795e-07-0j 3.93835e-07-0j -1.31695e-05-0j 3.48644e-07-0j -0.0147962-0j -1.3306e-05-0j 3.85477e-06-0j -0.0149496-0j -1.17792e-05-0j 4.31424e-07-0j -0.000130236-0j -0.0132342-0j 2.51664e-07-0j -2.70031e-06-0j -0.146323-0j -1.4576e-05-0j -1.6536e-06-0j -8.50265e-06-0j -0.0163764-0j 2.27381e-07-0j 9.12318e-05-0j -2.36277e-06-0j -0.00955292-0j 2.29737e-07-0j 5.58679e-05-0j 0.102501-0j -9.74594e-07-0j 2.81369e-07-0j -7.68221e-06-0j 7.98279e-05-0j 0.0627689-0j 7.03423e-08-0j -0.00863114-0j -7.76182e-06-0j 2.32118e-07-0j 3.29273e-05-0j 0.0896885-0j 1.42142e-07-0j -9.50625e-06-0j -0.00872059-0j 7.41627e-08-0j 0.0369946-0j -2.37656e-06-0j -7.84226e-06-0j 1.01552e-07-0j -0.0106805-0j -0.00267012-0j -4.80238e-06-0j -0.00881096-0j -2.50564e-06-0j 3.74656e-08-0j -3.43099e-06-0j -0.00539559-0j -0.00281514-0j 7.15371e-09-0j -1.2658e-06-0j -0.00385479-0j -0.00142216-0j -2.41693e-07-0j -0.000271548-0j 
