0.00496486-0.00347305j -0.00274713-0.00612142j 0.00251807-0.00434825j 0.00287558+0.00120672j -0.00082774-0.00981382j 0.00988558-0.00115224j 0.00503037-0.00536133j 0.00335095-0.000598283j -0.00229083-0.00979568j 0.00115126-0.00381973j 0.0100569+0.000858966j 0.000428312-0.0010774j 0.00149074+0.00348613j 0.00687071+0.00383512j -0.00531299+0.00625421j -0.000177936+0.00441334j 0.00762234-0.0017519j 0.000677429-0.00100245j 0.00418287+0.0070156j -0.00787976+0.00373529j 0.0027258+0.00670351j 0.0108203-0.0173564j 0.00694675+0.00503868j 0.00798609-0.000315061j 0.011903+0.00412702j 0.0107444+0.00734745j 0.00199887+0.0152973j -0.0120285+0.00334354j 0.000580308+0.00825311j 0.00249023-0.00154705j 0.00726346-0.0128327j -0.0158464+0.0050213j -0.000577127+0.00852424j 0.00136112+0.00339872j 0.00148697-0.00377538j -0.00200726-0.000926624j 0.00580199-0.000463215j -0.00496736-0.00067659j -0.00951307-0.00837059j -0.00628169-0.00639352j -0.000593857+0.00249169j -0.00185361+0.00113819j 0.00477734-0.00266819j 0.00683997+0.00467421j -0.000170879-0.00397242j -0.0062512-0.0033839j 0.00212303-0.00565548j 0.00247992+0.00104529j -0.00256547+0.00681149j 0.0029989+0.000244774j -0.00406392+0.00196198j -0.000668239+0.00186481j -0.00409231+0.00317176j 0.000776943+0.002795j 0.00360799+0.000797811j 0.0089219-0.00359382j 0.00747369+0.00418064j 0.00114286-0.00242205j 0.0012207+0.00343082j -0.00124119+0.00072925j 0.00523814-0.00141351j -0.00159833+8.04104e-05j 0.00201404+0.00459208j 0.002957-0.00306629j 0.00885517-0.00298732j -0.00562699-0.00291729j -0.00414777+0.0051478j 0.00650688+0.00267091j 0.00467204+0.00184044j -0.00756168-0.00461808j 0.00511491+0.00502005j 0.0140395-0.0073376j -0.00234441-0.016779j 0.000199555+0.00136247j -0.00698435-0.00465966j -4.98431e-05+0.00974511j -0.00108648-0.00400154j -0.00575443+0.00532741j -0.00309308+0.00384124j 0.00280143-0.00234693j 0.00084374+0.00250074j -0.000250123-0.00112834j -0.00617294+0.000702763j 0.00377474+0.00403932j 0.00302172+0.00260191j 0.00252041+0.00214366j -0.00216506-0.000406093j 0.00264562+0.00012851j -0.00104969-0.00096321j 0.000350304+0.00117181j 0.00457386-0.00258004j -0.00827764+0.000875372j -0.00058271+0.0084843j -0.0031378-0.00186033j -0.000543173+0.000538673j -0.0333176+0.00538969j -0.0079094-0.0319924j 
-0.00348737-0.000812563j 0.000850207-0.000295343j -0.00692105-0.00397311j -0.00432102+0.000319615j 0.00107387-0.00143906j -0.00132019-0.00220458j -0.00515938+0.00179222j -0.00237307+0.00333967j -0.00533786-0.00497544j -0.00237295-0.00511081j -0.00214635-0.00485532j 0.000130879+0.000328001j 0.00336777-0.00800411j 0.00563709+0.00955906j -0.00496245+0.0034273j -0.000756423-0.00196966j 0.00617555+0.00275623j 0.00107046-0.00516968j 0.00692868-0.00328921j 0.000849109-0.00968173j 0.00276603+0.00818038j -0.000359588+0.000146523j 0.00548247-0.00961768j -0.00164151-0.00485014j 0.00116402+0.00425186j -0.000252866+0.00531626j 0.00660234+0.00237837j -0.000739117+0.000448579j 0.00443211-0.00102219j -0.00196244+0.000241783j 0.00172982+0.000212557j 0.00221186+0.00170377j -0.00184412-0.0101121j 0.000945297+0.000457067j 0.00459871+0.00834298j 0.00554099-0.00444132j 0.00826689+0.00454833j -0.00166748+0.0127571j -0.00122829+0.00453841j 0.00397702+0.0026673j -0.00786961-0.00308355j 0.00615559+0.0031312j 0.00533344+0.000959569j -0.000684507-0.00545639j 0.00259786+0.00126852j -0.000943399+0.00119156j 0.00314703+0.0020465j -0.00387511+0.0067614j 0.00336213+5.87674e-05j 0.000290043+0.000308913j 0.00441282+0.00025838j -0.00274628-0.002507j -0.000792978+0.00148752j 0.00149627-0.000260726j 0.00164182-0.0064467j 0.00265185-0.00207258j -0.00201931+0.00118032j -0.00312123+0.00556028j 0.00358051-0.00429494j -0.000344456+0.00184943j 0.00375335-0.00787353j 0.00107797-0.0038928j -0.0021379+0.00251367j -0.00183491+0.000390295j -0.00607812+0.000213083j -0.00099489-0.00454244j -0.0119308-0.00737912j -0.003033-0.0119465j -0.00215208+0.00380917j 0.0019208-0.00235134j -0.00516793+0.000967577j -0.000443168+0.00110465j 3.92785e-05-0.00385241j -0.00495427-0.000489372j 0.00429699+0.000488653j 0.00352395+0.00213283j -0.000414603+0.000160785j 0.00072644-0.0031332j 0.00198045+0.00305362j -0.00386154+0.00356117j 0.000231974-0.00441526j -0.00332846+0.0028634j 0.00114987+0.00245715j -0.00288966+0.000623902j 0.000862002+0.00186309j -0.00192126+0.00217246j 0.000292935+0.00436512j -0.00327757-0.00475628j 0.0044367-0.00184386j 0.000388283+0.00142804j 0.00497562+0.00184007j -0.00220021+0.00114158j -0.000909925-0.0041147j -0.00117847-0.000247785j 0.00146+0.00460028j -0.00184639-0.00256346j 0.00300995+0.00127758j 
-0.00146449+0.00547503j -0.00692849-0.00141644j -0.000313981+0.000321942j 0.00269605+0.000422397j 0.000551832-0.00154313j -0.00490966+0.00394741j 0.00171251+0.00229077j 0.00285002+0.00329066j 0.00280617-0.0020486j 0.00480198+0.00132391j 0.0048524+0.00123382j 0.00594083-0.00260553j -0.00288249-0.00201901j 0.00390445+0.00437651j 0.00189868-5.25413e-05j -0.0107122-0.000864319j 0.00832988+0.00606827j -0.00786629+0.000567213j -0.00165889-0.00995612j 0.0113714-0.00820667j -0.00771185+0.010353j -0.0107979+0.00140713j 0.0025505-0.00552697j -0.00602338+0.000888717j -0.00111714-0.00110255j 0.000342486+0.00164064j -0.00239893+0.00521156j -0.00444499-0.00418458j -0.00348817+0.00334713j 0.00153624+0.000191027j -0.00318538+0.00740283j -0.00274776-0.00275306j 0.00107088-0.00572256j 0.00170911-0.00041664j 0.00342869-0.00309954j 0.000884729+0.00526699j -0.00154478-0.00222034j -0.000323667-0.0057018j 0.00139008-0.00348024j 0.00388167+0.00412036j 0.00963841+0.00176628j -0.00265229-0.00273324j -0.00622222+0.00184849j -0.000784582+0.0032985j 0.00415327+0.00344324j -0.00243255+0.00104343j -0.00264095+0.00114401j -0.00198366-0.00610456j 0.000752343-0.00332626j -0.00115643-0.00210377j 0.000411867-0.00418827j -0.00128792+0.00400353j -0.00145561+0.00312612j 0.00443002+0.00363814j -0.0076232+0.00203629j 0.00405824+0.00175264j -0.00263141-0.00269215j 0.00256829-0.00874495j -0.00101407-0.000821802j 0.00228648-0.0042571j -0.00555986-0.00716222j -0.0063846-0.00689949j -0.00219232-0.00471641j -0.00323043-0.00260391j -0.00377972-0.0029529j -0.00710197-0.00271117j -0.00125957+0.000568906j -0.00184401+0.00386427j 0.0051646+0.00320641j -0.0102547-0.00223728j -0.00464274+6.4571e-05j 0.000821776-0.00322564j -0.00277751+0.000488176j 0.00101031-0.00212846j -0.00150702-0.000609166j 0.00442606-0.00469452j -0.00578914+0.00347313j -0.00382376+0.00127089j -0.00296433-0.00270795j -2.41281e-05-0.0016704j -0.00737166+0.00255028j 0.000125074+0.00097492j 0.00538035-0.00334508j 0.00378038+0.00305054j 0.00302179-0.00735265j -0.00184225+0.000729655j -0.00078396+0.001505j -0.00465344-0.001563j 0.000234273-0.00156069j 0.000616757-0.000595627j 0.00217782-0.00156105j -0.000604592-0.00139789j -0.00152825-0.00216217j -0.00223451-0.000104781j -0.000488523+0.00166419j -0.00315408+0.000107668j 0.00277876+0.00440528j 
0.0013842-0.00164888j -0.00304868+0.00306607j -0.0012193-0.00117836j -0.00233968-0.000197623j -0.00151841+0.00152076j 0.00229964+0.00057876j 0.00179128-0.00332141j 0.00274363+0.00893625j 0.000142126-5.20918e-05j 0.0110136-0.004206j 0.00213183+0.00025358j 0.00223497+0.000645782j -0.00362555+0.00875907j 0.00301782-0.00726372j 0.00776733-0.0130948j 0.00194139-0.00152194j 0.00308278+0.0037702j 0.0071853-0.00821985j -0.00532792+0.000304763j 0.00567633+0.000377383j 0.0107471-0.00567025j -0.00293606-0.00308716j -0.0112648+0.00504612j 0.00996458-0.00409152j -0.00199904+0.00398273j -0.00302324+0.00404945j -0.0031394-0.00158354j -0.00205272+0.000176662j 0.00671307+0.00122969j 0.00590376+0.00226847j 0.00530324-0.00307353j -0.00382663-0.00384791j 0.00328842-0.00539432j 0.00396644-0.00650548j -0.00124065-0.00125054j -0.00656923+0.000721486j 0.00176655-0.00406956j -0.00589555+0.0019257j 0.0045734-0.0039748j 0.00417915-0.00127691j -0.00121058+0.00156928j 0.00108671-0.000154408j 0.0037011-0.00596054j -0.00548188+0.00342363j -0.0017879+0.00737103j 0.000667525+0.00821108j -0.00070946-0.00370324j 0.00478506+0.00548874j -0.000495277-0.00253334j 0.000355903-4.14602e-05j 0.00283296+0.00541549j -0.000259433+0.00843712j -0.00355121+0.000305691j 0.000847007-0.00580594j 0.00266604+0.00332431j 0.00495841+0.00647169j -0.00315524+0.000899751j -0.00162594-0.000753992j 0.00197398-0.00453302j -0.00128905-0.000475112j 0.000282312+0.00667111j -0.000695909-0.00423386j -0.00414525-0.00547933j -0.00500686-0.008042j -0.00215585-0.000412808j 0.000721578+0.00696346j 0.00185314-0.00466368j -0.00289601+0.00682208j 0.000582781-0.00519687j -0.00516899+0.000430806j -0.00296376-0.00216236j -0.000694514+5.59185e-05j 0.00117344+0.00292266j -0.00304245-0.00317215j 0.0021297+0.00305321j 0.000994793-0.00297933j -0.00401868+0.000653053j -0.000311507+0.00419422j -0.00151446+0.00329003j -0.00484048+1.94546e-05j 0.00117547+0.00161903j 0.00059398-0.00356073j -0.00258846+0.000568638j 0.00437376+0.00494513j -0.00187244+0.00516065j -0.0043331-0.000870032j 0.00181133+0.00137172j 0.00100512+0.00013533j -0.00469183-0.00185583j -0.00214583-0.00078525j -0.000771927-0.00134035j -0.000177146-0.000489099j -0.00179995+0.0019957j 0.00084983+0.0018087j 0.000651454+0.000457888j 0.000502185+0.000733393j 0.00246077+0.00108999j 
0.00080877-0.00115695j 0.00313732-0.00302842j -0.00100619-0.000637289j -0.00133886+0.00357815j 0.000196378+0.0020685j 0.000973783+0.0018428j 0.0019251+0.00144202j 0.00019356+0.0021806j -0.00313573-0.006335j 0.00127267-0.00756929j -0.00238147-0.000819076j 0.000562354-3.23779e-05j 0.00199884-0.014711j 0.000647266+0.00703851j -0.000722107+0.0030068j 0.00612644-0.00516743j -0.000728292+0.00606742j 0.00409025-0.00749942j 0.0077449-0.00377309j -0.00449333-0.00775333j 2.71386e-05-0.00536273j 0.000597647+0.000751803j -0.000376823-0.00889304j 0.00665535-0.00983538j -0.0076564+0.00342491j -0.00415764+0.00628469j -0.00246939+0.000268643j 0.00452191+0.00332408j 0.00635352+0.000402637j -0.00428765+0.00547511j -0.000957974+0.00345626j -0.0027662+0.00358055j -0.00248386+0.0038263j -0.00296105-0.0028165j -0.00153886-0.00197303j -0.00421316+0.00914812j -0.00117721-0.00588799j -0.00114593+0.00144322j 0.000433803-0.00241644j -0.00523002-0.00570561j -0.00529024+0.0097266j -0.00668711-0.00191594j 0.00438767-0.00603598j -0.00161087+0.00303546j -0.00148618+0.0025074j 0.000488436+0.00603749j 0.0021706-0.00409656j -0.00934242+0.00441319j -0.00293025+0.00454692j 0.000563252-0.00247662j -0.000362606-0.00305446j -0.00649715+0.00475554j 0.00408099-0.00184926j 0.0018712+0.00169515j 0.00216922+0.00310297j 0.00482679+0.00725721j -0.0022171+0.00105544j -0.00276763+0.00139933j -0.00103215+0.000660024j 0.00885706-0.00793336j 0.000142452+0.000843317j -0.00507737-0.003858j 0.00311837-0.0124325j -0.00846272-0.00022501j -0.00294107+0.000463891j -0.00180458-0.000146645j -0.00533757+0.00200072j -0.000295558-0.000965251j 0.00292548-0.00528466j -0.00256871-0.00271969j -0.00806804-0.00221604j -0.00131939-0.000184953j 0.00808536+0.00379594j -0.00328456-0.000173492j 0.000444542+0.00415602j 0.0013453+0.00367485j -0.000128216-0.00586488j 0.000895753-0.00375956j -0.000291456-0.000705687j -0.00269279-0.00311172j 0.00536802-0.00335536j -0.00386989+0.00260949j 0.00242095+0.00127679j -0.000707946-0.00104298j -0.000762486-0.000744812j -0.00486277+0.00115617j 0.000714401+0.0037139j -0.00138071+0.00196325j -0.00549573-0.00152438j 4.22346e-05-0.00045049j 0.00245255+0.000640562j 0.00232336-0.000774343j -0.00126285-0.00152433j 0.001521-0.000206136j -0.00128285-0.00117986j -0.000396116-3.94166e-07j -0.00189702-0.00235723j 
-0.00504484+0.00236446j -0.00321786+0.00262961j 0.00208992+0.0017028j 0.00407703-0.00288772j -0.00103905-0.00013475j -0.00113743+0.00122499j 0.00110267-0.000248017j -0.00405164+0.00040218j 0.00118021+0.00386376j 0.00873711+0.00321897j 0.00448734+0.00191343j 0.00934772+0.00528156j -0.00864634+0.00863095j -0.000221725+0.00267887j 0.00627222-1.71554e-06j 0.00417001-0.00409023j 0.0118764+0.00470013j 0.00159083+0.00279607j 0.00904983-0.00882874j 0.000624923+0.00263038j 0.0026992+0.00663014j -0.000783957-0.0020919j -0.010953-0.00409598j 0.000972384-0.000319962j 0.00131908+0.0055492j -0.00189314+0.00792561j 0.000742632-0.00194608j -0.00360069+0.000947886j -0.00618595-0.00544597j 0.0032422-0.00282546j 0.00117716-0.00218063j 0.000556916-0.00407561j 0.00821409-0.0106071j -0.00107025-0.00111418j -0.00238817-0.00065252j 0.00265206-0.00658068j -0.00949192+0.00241897j -0.00441994+0.00744503j -0.00299127+0.00819893j -0.00124828-0.000561937j 0.0050154+0.00115428j -0.00101066+0.00125812j -0.00245205+0.00119444j 0.00411803+0.000536433j 0.00494936+0.00488327j 0.00123958+0.0117339j -0.000650472+0.00228347j 0.000885776+0.00904804j 0.00579557+0.00258835j 0.00274086+0.00302611j -0.0029864-3.07471e-05j -0.0104773+0.0133375j -0.000895548-0.00196781j 0.000808403-0.00719671j -0.000949709-0.00840488j 0.000360959-0.00515073j -0.00595258+0.00318921j -0.000743409+0.00150596j 0.0022486-0.000224267j -0.00348957-0.0046011j -0.00200679+0.00941894j 0.00406932+0.00433225j 0.00424622-0.00892775j -0.00275972+0.00190323j 0.000414481+0.00333724j 0.00462226-0.00831124j 0.00365312-0.000351603j 0.00274471-0.000391345j 0.00130881-0.00464586j -0.00518017+0.00161017j -0.00340371+0.00397082j 0.00694068-0.0021348j -0.00239579+0.00349467j 2.44529e-05-0.00113588j -0.00248838+0.00345372j -0.00108357+0.00648191j 0.000360301-0.000121765j -0.00159085-0.00368103j 0.000156585+0.00254696j -0.00326644-0.00574638j -0.00609526-0.00206536j 0.00184982-0.00448477j 0.000509579+8.14346e-05j 0.0076188+0.000165123j 0.00287847-0.00260889j 0.000904446-0.00182907j -0.00074641-0.0020653j 0.00372854-8.86385e-05j 0.00350196-0.00519395j -0.000765199+0.000715212j -0.00179677-0.000285818j 0.000456906+0.00177616j 0.00259908+0.00139165j 0.000653861+0.000870567j 0.00226611+0.00471194j 0.000653692-0.00180349j 0.00368288+0.00355824j 
0.00157809-0.000310194j -0.00317638+0.0015716j 0.00660077-0.00230388j 0.00370208-0.00175405j 0.00270376-0.000891298j -0.00241263+9.77226e-05j -0.00167284+0.00115829j -0.00583678-0.00074041j 0.00801804-0.00270654j 0.00124994+0.00190019j 0.00656659+0.00165814j -0.00193226-0.00175544j 0.00936433+0.00164858j -0.00728328-0.00309197j -0.00601035-0.00275096j 0.00740849-0.00239172j -0.0047931-0.00049814j 0.00669502+0.000450088j 0.00205534-0.00186973j -0.000995371+0.0110523j 0.00267079-0.000349512j -0.00571917+0.0014057j -0.00266557+0.00220257j -0.00163045+0.00211787j 0.000749827+0.00877173j -0.00383168+0.000451242j 0.00901337-0.00972592j -0.00379191-0.00390802j -0.00303312-0.00620993j 0.00435954+0.00115616j 0.00139018-0.00201857j -0.00360957+0.00163022j 0.00852647+0.00176453j -0.00230051+0.00218413j -0.00264527-0.0038473j 2.16682e-05+0.0033725j -1.13807e-05-0.00199769j -0.00399252-0.00723777j 0.00137282-0.00256438j -0.00319798+0.00208912j 0.00524248+0.00608478j -0.0029889+0.00498066j 0.00433166-0.00956481j -0.00636072+0.00656854j -2.90712e-05+0.0048159j -0.00268153+0.00175592j 0.00187333-0.00628238j 0.00340532-0.00327976j -0.000589305+0.00594656j -0.00389699+0.00444532j -2.18645e-05+0.00373261j 0.00593611+0.00778054j 0.00109301-0.00586688j 0.00228235-0.00416044j -0.00417207-0.000480423j -0.00374442+0.00470316j 0.00219196-0.000260649j -0.000519806-0.0020439j 0.00261253-0.00482664j -0.00682329+0.00111787j -0.000247251+0.00294839j -0.00081504-0.000919106j -0.00283881-0.00360479j 0.00223724-0.00399852j -0.00303082+0.000158928j -0.00803531+0.00114791j 0.00427505-0.000448492j -0.0012422+0.00525115j 0.00306864+0.00195141j -0.0027268+0.000343874j 0.00328738-0.00181557j 0.000995485-0.00148659j 0.00391408-0.00308426j 0.00432876-0.00685684j 0.00545616+0.00504968j 0.00537148-0.00142096j -0.00452784-0.0051125j -0.00637473+0.00432842j 0.00366823-0.00117587j -0.000518246-0.00152334j -0.000109185+0.00200055j -0.00309769+0.00209795j -0.00136484+0.00160813j 0.00335727+0.00198826j -0.00565327+0.0024549j -0.000953969+0.00163306j 0.000142869+0.00117043j 0.00090721-0.00300449j -0.00144056+8.91449e-05j 0.00305375-7.81332e-06j 0.000155871-0.00227154j 0.00102246-0.005327j 0.000432508-0.00169775j 0.00338392-0.00138173j 0.000166699-0.00170111j 0.000364048+0.00234306j 0.000266113+0.00166117j 
0.00124266+0.00235504j 0.00157961-0.000447383j 0.000455303-0.00124517j -0.00116521+0.00172987j -0.000989879+0.00521387j 0.00247562+0.0049354j -0.000878071+5.31002e-05j -0.00263957-0.00346958j -0.00137042+0.00484459j -5.06022e-05-0.00110068j -0.00432461+0.00337446j -0.00310091-0.000266076j -0.0128301+0.00960357j 0.00212524-0.00857588j 0.00525486+0.00306053j 0.000684642-0.00173457j 0.000135802-0.00720232j 0.00258971+0.00768679j -0.00751082+0.00421226j -0.00882965+0.0077697j 0.00372557-0.00461995j 0.00798944-0.00299505j -0.00762937+0.00651312j 0.000968258-0.000926754j -0.000143216-0.0042843j 0.00181055-0.00577744j 0.00435789-0.00317749j 0.00400826-0.00284019j 0.00251728+0.00211563j -0.00495976-0.00467221j 0.00416264+0.000940764j 0.00178589-0.00248142j -0.00241116-1.42073e-05j -0.00260959+0.00355732j 0.000109638-0.0016105j 0.000751492+0.00202272j 0.00213238+0.00650485j 0.00179079-0.00233577j 0.00231309+0.00507225j -0.00384902-0.00110058j -0.00493224+0.00283174j 0.0031301+0.00110486j -0.00441486+2.99103e-06j -0.00332456+0.000211354j 0.000470779-0.00657129j -0.0014425-0.00427562j -0.00126683-0.00274205j -0.00810592+0.00154497j 0.00748184-0.000752158j 0.000392763-0.00435828j 0.00130522+0.00183457j -0.00118757-0.00130566j 0.00175653+0.00376084j 0.00102715+0.00278686j -0.000231052+0.00382414j 0.000823998+0.00116816j 0.00440431+0.00272584j -0.00621812+0.000543754j -0.0016029-0.00152703j 5.66467e-05-0.000852514j -0.0047433-0.00390187j -0.00266734-0.00217668j 0.00121677+0.00350227j -0.00307769+0.000528743j -0.00323325-0.00399021j -0.000140708+0.00542712j -0.00117149+0.00398843j -0.000940611-0.00187852j 0.00386253-0.00364186j -0.00513284+0.00261247j -0.00251784+0.00430704j -0.000966638-0.00210268j -0.00309884+0.00273902j 0.00242859+0.00289458j 0.00401129-0.00227018j 0.00263286-5.77632e-05j -0.00175203-0.00243438j -0.00272037+0.00116149j -0.00481227-0.00602591j 0.0024947+0.00632739j 0.0059421+0.000507688j -0.000193332-0.00271067j -0.000592818-0.00331628j -0.00574915+0.00318085j 0.00335776-0.00284945j -0.00149003-5.98512e-05j -0.000554273-0.00201702j 0.00035569+0.00324385j -0.00122725-0.00534719j -0.00233617+0.0015061j 0.000817359+0.000370136j 0.000582494-0.0047828j 0.000596329+0.00473132j -0.000488399-0.00138267j 0.00122521-0.00475046j -0.000673132+0.00292131j -0.00168793+0.000980105j 
-0.00130244-0.00196851j -0.00234483+0.000384231j -0.00304618+0.00237824j -0.00173578-5.28336e-06j 0.000275115-0.00447293j 0.000694587-0.00591395j -0.00279393-0.00400591j 0.00139861+0.00242799j 0.0062982+0.000943691j 0.00168902-0.00208399j 0.00408167-0.0001454j 0.00444324+0.000722381j 0.00503023+0.00563191j -0.00386749-0.00235068j -0.00452924-0.00128576j -0.0053721-0.00554545j -0.00587633+0.00665452j -0.00598454+5.05933e-05j -0.00691019-0.00143397j 0.00520122+0.00255937j -0.00561183+0.0054175j -0.0066694+0.00360438j 0.00789268-0.00201958j 0.000621971+0.00449091j 0.0032399-0.00186031j 0.00177556-0.00293891j -0.00141623+0.00540404j -0.00199678-0.00163933j -0.000238826+0.000624666j 3.76225e-05-0.00162928j -0.00374098-0.000214063j -0.00234168-0.00242855j -0.00415766-0.000261589j -0.000294077+0.000893854j 0.00109313+0.00430084j -0.00345514+0.00187815j 0.00153601-0.00161042j 0.00381974-0.00274168j 0.0023544+0.000692979j 0.00375698+0.00159335j -0.0038231-0.00573861j -0.00313572+0.00221698j -0.00639635+0.00443002j -0.00317295-0.000311429j 0.000532855-3.10345e-05j -0.00373696-0.00176826j 0.000594954+0.00311168j 0.00439992-0.0052296j -0.00481138-0.00090934j 0.00416412+0.00153578j -0.000221083-0.000380955j -0.00408142-0.00681879j 0.00519097-0.00258847j -0.00713328+0.00333867j 0.00119487-0.00392836j -0.000298053-0.00206283j -0.000588272+0.00132206j 0.00209141-0.00323051j -0.000167645+0.00104679j 0.00210432+0.00158452j -0.00448542+0.0023747j 0.0014691+0.00354065j 0.00723427+0.00669587j 0.000710694-0.00186846j 0.000444477+0.00163527j 0.00719634-0.00495026j 0.00294764-0.00673277j 0.000342729-0.0014563j 0.00114202-0.0019469j -0.00267964+0.00229175j 0.00179618-0.00666951j 0.00040754-0.000916457j -0.00643327+0.00195632j -0.00240651-0.000723731j -0.00107325+0.000642195j -0.00603484+0.0009103j -0.00227434+0.00187005j 0.00719631+0.00246474j -0.00295377+0.00765384j 0.00117009-0.00274285j -0.0016894-0.00217431j 0.00362547-0.00190131j 0.00406858-0.00442384j -0.000900716-0.000885852j 0.00050257+0.00054671j 2.9266e-05+0.00344158j 0.000360381-0.00148545j 0.000299853-0.00130549j 0.00294517+0.00131484j -0.00295085+0.00150127j -0.00134249-0.000679359j -0.000905343+0.00225619j 0.00264189-0.00332665j -0.000822983+0.00158731j -0.000160967+0.00382919j -0.0012788-0.0022276j 0.00162158-0.000985759j 
0.000144772-0.000275682j -0.00327761+0.000828143j 0.00282087+0.000540648j 0.000537947-0.00381176j -0.000236325-0.00503146j -0.0025842-0.00137335j 0.00438029+0.00238263j 0.000127435-0.00257396j 0.00174492-0.00271185j -0.00146198+0.00931908j 0.00266686-0.00251516j -0.0023114-0.00143352j 0.00972655-0.00591859j -0.00134203+0.00619557j -0.0092836-0.000393302j -0.0031023+0.00658755j -0.00555615-0.00482016j -0.000842769+0.000891897j 0.00013488-0.00234242j -0.00162806-0.00679571j -8.039e-05+0.0119464j -0.00386519+0.00199182j 0.00438042-0.00623067j -0.00276857+0.00827052j 0.00179306-0.000955924j -0.00603385-0.00628958j 0.00493341+0.00457294j -0.00309205-0.00148605j 0.00121511-0.00343724j 0.00219499+0.00423061j 0.00035954+0.00156542j -0.00257606+0.00821301j -0.00104451+0.00485206j -7.05994e-05+0.00555902j -0.00176563+0.000349762j -0.00114287+0.00106258j 0.00508319+0.000839579j 0.00311306+0.00302198j -0.00384616-0.00545628j 0.0096231-0.00113258j 0.00505016+0.00543747j 0.00247682+0.000146517j -0.00133298-0.00250056j -3.0786e-05+0.00168055j -0.000407621+0.000130349j -0.00126569-0.000150168j -0.00365551-0.00168248j 0.00464532+0.00298297j -9.00966e-05+0.00725145j -0.0047065+0.00168821j 0.00088368-0.00662983j 0.00287759-0.00386816j 0.00455976+0.00189352j 0.000624453-0.00320573j 0.000331445+0.00237736j 0.00241759+5.30333e-05j -0.00128832-0.00193228j 0.00267622+0.00437513j 0.000375442+0.00214163j -0.00145315+0.00266768j -0.0061515-0.000261058j -0.0058868+0.00620665j -0.000375775-0.00101412j -0.00299366+0.00105125j -0.00743999+0.00362978j -0.00761251-0.000938405j -0.00403207+0.00194136j -0.00151418+0.00185704j 0.00352427+0.00379318j -0.00411424-0.00455975j -0.00489912-0.000499521j 0.000356362+0.00533067j 0.00323423+0.0017273j 0.00170608+0.000983913j -0.00211055-0.00132037j 0.0035182+0.000529408j -0.00181695+0.000503409j 0.00145843-0.00347726j 0.000657626-0.00393969j -0.0020863-0.00385352j 0.0056841-0.00344029j -0.00158658+0.00736704j 0.00224952+0.00481633j -0.00224316+0.000819504j 0.00213542+0.00878035j -0.00255161+0.00228591j -0.00501886-0.00117108j -0.000819652-0.00152932j -0.000202019+0.00556861j 0.000861222+0.000268193j 0.00213695+0.00325578j -0.000525124-0.00111262j 0.000835561-0.000773306j -0.00313368-0.00242538j 0.00103309+0.00174358j -0.000923213-0.00125484j -0.00016415-0.000669091j 
0.000178787+0.00213864j 0.000866909+0.00137783j 0.00185345+0.000254875j 0.00139223-0.00222929j 0.00246141+0.00161104j -0.00359965+0.000543418j 0.00275205-7.20269e-05j 0.00437316-0.00129561j 0.0100187-0.00290313j -0.00299788-0.0037075j -0.00195266+0.00076472j -0.00253778-0.00383706j 0.00483589-0.00486121j -0.000537436+0.00417361j -0.00339593-0.00478132j -0.00153669-0.000262471j -0.00166373+0.00705374j -0.00239317-0.00328742j -0.00910004-0.00425518j 0.011601-0.00343315j -0.0102165-0.00314118j -0.0103722-0.00121536j 0.00530206-0.00363445j -0.00269764-0.00121274j 0.000975121+0.000503663j 0.00856407+0.0028216j -0.00371919+0.00521747j 0.00468366+0.00251972j -0.0087393+0.00660374j -0.00235859-0.000349389j -0.00246248+0.00405632j -0.00452981-0.00420154j 0.000876309+0.00276047j 0.00141795-0.0117439j 0.00397217+0.00233946j -0.00206301-0.00316763j -0.0100004+0.012014j 0.00765447-0.0020052j 0.00204446+0.00591397j -0.00413763-0.00193399j 0.00371409-0.00181551j -0.0050102+0.00603751j -0.00215421+0.0040765j -0.00129992-0.00329643j -0.00129174-0.00497583j 0.00379665-0.00579402j 0.00253237-0.000616081j 0.0057675-0.00452853j -0.0071518+0.00389242j -0.00154482-0.00169044j 0.00272163+0.010274j -0.00328337+0.00281256j 0.00303924-0.000306372j -0.00112177-0.000363296j -0.00610233-0.00260272j 5.64383e-05+0.00981534j -0.00100247+0.00244561j 0.00716013-0.00564535j 0.00367656-0.000143658j -0.00257284-0.00123788j -0.000765953-0.000460886j -0.000655681-0.00914342j 0.00541106-0.00142675j -0.000344396-0.00245287j -0.00195212-0.00903874j -0.00401913-0.00213436j -0.00284098-0.00695094j -0.00975188-0.0028811j 0.00107996-0.000942253j -0.00135009+0.000894765j 0.00261651+0.00322703j 0.000154858+0.00011369j -0.000375843+0.00395117j 0.00690469+0.00115508j -0.00349988+0.00245863j 0.00350951+0.00353145j -0.000170179-0.0040023j -0.00155949-0.00179581j 0.00103259-0.00528328j 0.00306108+0.00309054j 0.002597+0.00863005j -0.00351481-0.00645765j -0.00404358-0.0013172j -0.00593341+7.30508e-05j 0.00294233-0.00183301j -0.00370212-0.00262523j 0.000787243+0.00709313j 0.00204289+0.000933791j 0.00431353-3.12391e-05j -0.00114125-0.000865097j -0.00207703+0.00129098j 0.00217513+0.000182747j 0.000725962-0.00475347j 0.000476432+0.00268333j 0.000137707-0.00110223j -0.00137681-0.00281478j -0.000940089-0.00123467j 
