0.00850616+0.0086448j -0.00416311-0.0348367j 0.0152924-0.0242335j -0.0189474+0.0297743j -0.0585301-0.00899125j -0.0256505-0.051767j 0.0213407-0.0118687j -0.051722-0.00563801j -0.010162+0.0242839j 0.0082176+0.0208734j -0.01233-0.0236244j -0.018743-0.0461608j -0.0126528-0.0328828j 0.0359503-0.00167122j -0.0618854-0.0157897j -0.0585658-0.000234305j 0.0153982+0.0466432j 0.0762567+0.0136383j -0.00721229+0.0022103j -0.0528089-0.04944j 0.0237332-0.00791154j 0.0338143+0.0425242j 0.0447561+0.0464518j -0.0480535+0.0041064j 0.00845984+0.00587862j -0.0266227-0.0177276j -0.0187666-0.0364554j 0.0388061+0.0115292j -0.00364068+0.0426907j 0.0592024-0.0051919j 0.0651711-0.054453j -0.0150604+0.0495879j -0.0240357-0.000217564j -0.024291+0.0512384j -0.0561768+0.0399076j 0.0225285-0.0741511j -0.0353254-0.0279486j -0.00140216+0.0295776j -0.0334867+0.0216902j 0.0556147-0.0435388j 0.0271216-0.0125778j -0.000173264+0.0171429j 0.0561294-0.0653779j 0.0149182+0.0100631j 0.0258629-0.0591701j -0.0591279-0.0395237j -0.00748646-0.0643167j 0.0134721+0.0500671j 0.0199001-0.0500192j -0.050135-0.0122733j -0.0351454+0.032969j 0.00920038+0.0518937j 0.0736283+0.0492448j -0.0855259+0.0380786j 0.0200935-0.0367985j 0.0129414-0.0199885j 0.019544-0.0548261j 0.0517613+0.00667453j 0.0266785+0.0253097j 0.00989115-0.0109244j 0.00985952+0.134592j 0.00755039+0.0350776j -0.0273844-0.0488204j -0.000681465+0.00586055j 0.00804295+0.00241887j -0.00386392-0.0306249j 0.00434863+0.0110739j 0.0262621-0.0624329j -0.0419867+0.0100636j 0.00665474+0.0139505j 
-0.0027206-0.00255227j -0.00049601+0.000695153j 0.000270805-0.00100943j 0.00220992-0.000967333j 0.00197048-0.000249629j -0.00135656+0.00478542j -0.00457585-0.00124957j 0.00342745-0.0050869j 0.000775-0.00133635j -0.000674907-0.000766473j -0.00154004+0.00483147j 0.00217895+0.00879321j 0.00507284+0.000934113j 0.00786393-0.0015483j 0.000975035-0.000942831j 0.00304729-0.000359494j 0.00124057+0.00381204j -0.00289805+0.00301786j 0.00139994-0.0011463j 0.000174071-0.00340399j 0.00299354+0.00211499j -0.00369025-0.00179106j 0.00392277+0.00115689j 0.00278337+0.0045167j 0.00343915+0.0013403j 0.000970519+0.000625949j 0.00625256+0.00395506j 0.000376948+0.0045525j 0.00113817-0.000989452j -0.000753259-0.00219554j -0.00110344-0.000379113j 0.000253412+0.00343049j 0.00242643-0.00252621j -0.00423203-0.00115802j 0.00310442-0.00388802j -0.00459266+0.00572096j 0.0118595+0.00867259j -0.00221854-0.0028068j 0.000849863-0.00809149j -0.00460506-0.00162314j -0.00294068+0.00877029j -0.00128347+0.00222565j 0.00262325+0.000267683j 0.00113909+0.00227382j 0.000458929+0.00633647j 0.00382536-0.000844244j 0.00434261+0.00247222j -0.0015112-0.00570732j 0.00145379+0.00341116j 0.00086458+0.00416561j -0.00232536+0.00430212j -0.0071417+0.0029654j -0.00202695+0.000550833j 0.00890136-0.00178278j 0.00252632+0.0018978j 0.000185057+0.00258075j -0.00514615+0.00342435j 0.00222715+0.00435036j -0.004562-0.00302681j -0.00249439-0.000923997j -0.000463954-0.0072302j -0.00120173-0.00315586j -0.00129967+0.00574454j 0.00111354-0.00134821j 0.0012191-0.001203j 0.000899773-0.00268645j 0.00119543-0.00515759j -0.0033807+0.00626009j 0.00431737+0.00240675j -0.000489853+6.91556e-05j 
0.00469359+0.00485399j -0.00415765+0.00171038j -0.00311239+0.0039536j -0.00127885+0.00422401j -0.00266446-0.00600106j -0.00251613-0.00783541j -0.000119351+0.00427993j 0.00325053-0.00144982j -0.0062909+0.0053961j 0.0087672+0.0066535j -0.0071085+0.00960024j -0.00334755+0.00421369j -0.0131634-0.00323255j -0.00529809+0.00436492j -0.00105654-0.00458975j -0.00253954+0.00224542j 0.00846082+0.0148297j -0.00401513-0.00580935j 0.000186664+0.00693528j 0.00948956-0.00114579j -0.0011397+0.00107996j 0.00701594+0.000644863j -0.00237128-0.00125295j -0.00333236+0.00428578j 0.00589733+0.00389621j -0.00674275+0.00200321j -9.61596e-05-0.00227827j -0.00603456+0.00501444j 0.00274974+0.0164198j 0.0029876-0.00263352j 0.00313112-0.0047546j 0.00431029-0.00334897j 0.00200077+0.00788089j -0.00235106+0.00588513j 0.00151193-0.0122712j 0.00756336+0.00520958j 0.00526498-0.0115882j 6.15604e-05+0.00583736j -0.00476988+0.00115705j -0.00582584+0.00810975j 0.00748214+0.00301223j 0.0177176-0.00405478j 0.00552355+0.00797436j -0.00105162-0.000967362j 0.00344316-0.00502583j 0.00706111-0.0171338j -0.00567587+0.00176671j -0.00259425-0.00635519j -0.00479927+0.000208275j 0.00509925-0.00397722j -0.00938111-0.00411146j 0.0121414+0.00323502j -0.00877968-0.0057931j -0.0066334+0.00243349j 0.0053811-0.0011791j 0.00604152-0.0045763j 0.0117645+0.00165543j -0.00813042-0.00032185j -0.00468323+0.00503549j 0.008038+0.00774476j -0.00391032+0.00529033j -0.0170849-0.00662383j 0.00912966-0.00780646j -0.0210401-0.00567224j -0.000162081+0.00169232j -0.00649186+0.00434065j -0.000246265+0.0023769j -0.0432942-0.00851371j 0.00764178-0.00776434j -0.0277984-0.0046002j 
0.000172047+0.00161016j -0.00130966+0.000715362j -0.00500341+0.00173573j -0.000388291+0.00351694j -0.00518023+0.00325795j 0.00514201-0.000447321j -0.00820916+0.000222071j 0.00322979-0.00567176j -0.00282915-0.00284758j -0.00189536-0.00472495j 0.00384988+0.00115351j 0.00564614-0.00104677j 0.00154098+0.00230235j -0.00062425-0.00339364j -0.0034264+0.000403448j 0.00525519-0.00181301j -0.00314692-0.000187605j -0.00481766-0.00182389j -0.00510626+0.000515026j -0.00349307-0.00418747j -0.000458783+0.00583341j -0.000243317+0.00693686j -0.000615876-0.00261392j -0.00131829-0.00133227j 1.02128e-05-0.0028266j 0.00351753-0.00405366j -0.00409113-0.00475874j 0.00922903-0.00549116j 0.000450681+0.00320921j 0.00202068+0.00128882j -0.00154364-0.00096051j 0.000365647+0.00255951j -0.00181313-0.00404899j 0.00687905+0.00626793j -0.00270368-0.00438013j -0.000550672+0.00842028j -0.00317916+0.00728927j -0.00790354+0.00172355j 0.00272517+0.000807555j 0.00585758+0.00245098j 0.00206291-0.00084703j -0.00309662-0.000388044j 0.00276326-0.00297868j -0.00080891-0.00985369j 0.000279414-0.00151968j 0.00880547-0.000284176j -0.000868605-0.00348385j 0.00416422+0.000961199j -0.00366495-0.0063395j 0.00103519+0.000663533j 8.84129e-05+0.00666503j -0.0002169-0.00521649j 0.00481143+0.00791062j -0.0051581+0.00591785j -0.00331801+0.00181993j -0.000668728+0.00256923j -0.0041207+0.00406217j -0.0030303+0.00284833j 0.0026401-0.00433907j 0.00258013+0.00169823j -0.00656034-0.00332524j 0.00183907-0.00213708j 0.0044389-0.00280616j -0.00163274+0.0096496j 0.00344389-0.00161901j 0.00806+0.00160276j 0.00132661+0.00143383j -0.000379184-0.000780717j 0.00215935+1.01991e-05j -0.000297945-0.000546577j 
0.00117575+0.00223721j 0.000966357-0.000737003j -0.00622189+0.00301542j -0.00962332+3.60364e-06j -0.00594415-0.00232806j 0.00275749-0.00168712j -0.00305088+0.00365181j 0.00585481-0.00454235j 0.000946354-0.00850201j -0.00366229-0.0064315j 0.00240298+0.000995022j 0.00853882-0.0035166j 0.00205411+0.00184354j -0.00571538-0.00335934j 0.0011619+0.0012964j 0.00788303+0.0040945j -0.00444732+0.00800681j 0.000290963-0.00248041j -0.00128295+0.00265303j 0.0013117-0.0040266j -0.00863076+0.00111216j 0.00465516+0.00445371j -0.0018805-0.00928959j -0.00178956-0.00627249j -0.00747374-0.00332434j -0.00660146+0.00139172j -0.0070846-0.00088461j 0.0092946-0.00395131j 0.00726795-0.0025907j -0.0032164+0.00922258j -0.00207089+0.00144729j 0.000817232-0.00649524j -0.00614837-0.00559321j 0.00777897+0.00278403j -0.00820382-0.00310753j 0.000826809+0.00328411j -0.00556106+0.00523963j -0.0105571+0.00612588j 0.000612417+0.000223908j 0.00935113+0.00600822j -0.00361623-0.00509031j 0.00415923-0.00659759j -0.00584714-0.00657697j 0.00191727-0.00627081j 0.00039431-0.00619459j 0.0111396+0.00124583j 0.00249921-0.000688443j -0.00272311-0.00512975j -0.00141779-0.00443184j 0.00197238+0.00415407j 0.00394776+0.00377007j 0.00366707-0.0059976j -0.011566+0.00126741j -0.00176254+0.00318143j -0.0023074+0.00348798j 0.00323122-0.00203226j 0.00442509-0.00206789j -0.00437396+0.00570618j 0.00698907-0.00744609j -0.00485956-0.000933694j -0.00273403-0.00389675j -0.001192-0.00787581j 0.0122939-0.00932912j -0.007749+0.00161294j 0.00113273-0.0015178j -0.00179529+0.00206905j 0.00586398-0.00109115j -0.0095245-0.00565758j -0.000665442-0.00559916j -0.00843553-0.00230029j 
-0.00327664-0.00148285j 0.000164682-0.00168027j 0.000587762-0.0014217j 0.000250579-0.00139055j -0.00584933+0.00464371j 0.00762371+0.00281271j 0.00334128-0.00464023j 0.00170538+0.00217683j -0.00735796-0.00174593j -0.00599902-0.000690428j 0.00468376-0.00283219j -0.00130567+0.00188611j 0.00807985-0.000899938j 0.00141919-4.8132e-06j -0.00301605-0.00116929j 0.00338092-0.00637412j 0.00143947-0.00456174j -0.00266787+0.00397862j -0.00641115-0.00211537j 0.000287614-0.00183158j -0.00321587-0.00403606j -3.23602e-05-0.00205387j -0.00155009+0.00172478j -0.00321219-0.00352198j 0.00335157-0.00203597j 0.0114601+0.00496362j -0.000251468-0.00496276j 0.0027074-0.00343483j -0.00629945-0.00573714j 0.00131648-0.000611755j -0.000556973+0.000203131j -7.19543e-05+0.0074998j 0.00499944-0.00632175j 0.00244468+0.00635122j -0.00511968+0.00964506j -0.00380366-0.000914646j -0.00042392+0.00240463j 0.00202245+0.00626438j -2.28573e-05-0.00558644j 0.00765353-0.00387742j -0.00309038+0.00742926j -0.00637003+0.00131542j 0.00125199+0.000161863j 0.0004546+0.00266102j -0.00810528+0.00508675j -0.00227692+0.00560007j -0.00529822-0.00342178j 0.000275857+0.00195207j -8.89987e-05-0.0019697j -0.00127667+0.000401877j 0.00118319+0.00324275j -0.000185802+0.00409531j 0.00650982+0.00959915j -0.00230492+0.000245542j -0.00517686-0.00076313j -0.0037443-0.00448301j -0.0127692+0.000298138j 0.00741034-0.0027758j -0.00389022-0.00109377j -0.002482+0.0052553j -0.00583713+0.00609793j 0.00577326-0.00269774j -0.000566182-0.00130482j 0.00493454+0.000651534j 0.00248704-0.000978382j 0.00696802+0.00305716j -0.00345436+0.000426578j 0.0241971+0.00137126j -0.00762752+0.00440823j 0.0139399+0.000254658j 
-0.00158867-0.00327555j -0.00285196+0.00202227j 0.00255998+0.00117033j 0.00813634-0.00535342j 0.0016188+0.0122641j 0.00355821+0.00486368j -0.00820344-0.00249732j -0.00585195-0.00202868j -0.00021158+0.00157663j -0.0014502+0.00413856j -0.00152134-0.00400073j 0.00166933+0.000600477j 0.00254161+0.000547938j 0.00209411+0.00168928j 0.00137932+0.00357608j 0.00200167+0.0046046j 0.00316929-0.00506858j -0.000632202+0.00283858j 0.0002845+0.000846161j -0.002252+0.004499j 0.0101875-0.00199461j -0.00822689+0.00163503j 0.00789233+0.00412254j 0.00925587+0.000989286j 0.000195611-0.00164917j 0.00726832-0.00426506j 0.0147265-0.00661934j -0.00850279-0.000968036j -0.00171956-0.00577885j -0.0123505-0.00428298j -0.000929873-0.00251389j 0.0137349-0.00676543j 0.00467244-0.00275972j -0.0105582+0.00436691j 0.00650062-0.00628725j 0.0100165-0.00840396j 0.00492813+0.00386095j -0.00220005-0.000903537j 0.00633336-0.00763736j -0.000748577-0.000762657j 0.00426273+0.0112897j -0.0052472+0.00265639j 0.00643166+0.00642702j -0.00749402+0.0126731j -0.00527571+0.00687941j -0.0109417-0.00117654j 0.00106203+0.00486993j 0.00088306-0.0135685j -0.00460631+0.00726806j 0.00414788+0.00303268j -0.00104075-0.00221225j 0.00817083-0.000339805j 0.00877467-0.00369352j 0.00536335-0.00214842j -0.000630327+0.00579276j 0.0010612+0.00630505j -0.00277622+0.0111106j -0.0079097-0.00793969j -0.00650782-0.000620015j -0.0016264+0.0119148j 0.00718291-0.00562938j 0.00138203-0.0119713j -0.0113477-0.00207375j 0.00254525-0.00129449j -0.00191639-0.00513634j -0.00175534-0.00970935j -0.00503057-0.000592226j 0.00545295+0.00197391j 0.000233781+0.00564349j 0.00132668-0.00599121j 
-0.000464123+0.00332999j 0.00633376-0.00376782j 0.00325206-0.002334j -0.00553329+0.0080585j -0.00322772-0.00918761j -0.00577448-0.00589792j -0.000521764-0.00413493j 0.0064716+0.00779989j -0.00772553-0.00826055j -0.00451366-0.00201911j 0.00346528-0.00257713j -0.0136885-0.0033046j 0.00498268+0.00321531j -0.000788639-0.00535107j 0.00107188-0.00408693j -0.0038545-0.00219802j 0.00111394+0.00636822j -0.00426103+0.00350966j -0.00739078-0.00231144j 0.00472166-0.0027959j -0.00771576+0.00373892j 0.0049182-0.0102894j -0.00183743-0.00462757j -0.00455452-0.00042579j 0.00284578+0.00437749j -0.000727481+0.0018648j -0.0108946+0.0108246j 0.00437379+0.00217018j 0.00706841-0.00207504j 0.00620399-0.00334589j 0.00956625-0.00217648j -0.00760797+0.00832075j -0.000466053+0.00218718j 0.000861512+0.00413015j 0.00128143+0.0120175j -0.00781453+0.00208652j -0.00407636-0.00686882j 0.0119957-0.00604353j -0.00349971+0.00252676j -0.00606133+0.00172756j 0.00140584-0.00721266j 0.00355164+0.00640509j -0.00270717-0.00610412j 0.00505723-0.0101959j 0.00749262-0.00530066j -0.000877418+0.00469785j -0.000860298-0.0052282j 0.00413396+0.0175487j 0.00450793+0.00473533j -0.00615059-0.00128954j -0.00670313+0.000459915j -0.00818654+0.00112341j 0.00275807+0.00214118j -0.00960665+0.00606683j 0.00148761+0.000850447j -0.00563489-0.00215261j -0.000867182-0.0100285j 0.00738164+0.00335821j 0.00798937+0.00395297j 0.00159953-0.00621017j -0.00627017+0.00305719j -0.00333782+0.00614057j 0.00830843+0.00679679j 0.00619235-0.000714102j 0.00110272+0.00140237j -0.000961272+0.00777164j 5.08857e-05+0.000162694j 0.00890606+0.000261554j -0.00358677+0.000927732j 0.00875589+0.00917545j 
-8.24477e-05-0.00248228j -0.00361885+0.00101673j 0.00162469+0.00302553j -0.00998215-0.00362051j -0.00660265-0.00299182j 0.00609232-0.00546507j 0.00197481-0.0112702j -0.00600382-0.0015143j 0.00411054+0.00616996j 0.00132172-0.00187643j -0.000598787+0.00191226j 0.00819388-0.00260776j 0.00217529-0.00265362j -0.000810538+0.00997616j -0.0102271-0.00223854j 0.00216994-0.00377609j 0.00352144-0.00336594j 0.00523506-0.00661333j -0.00147937+0.00372916j -0.00832264-0.00260353j 0.00205393+0.0113235j -0.000795967+0.00800448j 0.0105164+0.00435767j -0.00167181-0.000119547j -0.0113091+0.00171821j 0.0075965-0.00414585j -0.00998658-0.00657551j 0.00966752-0.00394006j -0.000821445+0.0095784j 0.00323301+0.00293321j 0.00189877-0.000173939j -0.0108373+0.000894979j 0.000900712-0.00288738j 0.00820092-0.0033339j -0.0176972+0.000711295j -0.012036+0.0108718j 0.00344239+0.000162975j -0.0107269+0.0110455j -0.00986928-0.00411999j 0.00389678+0.00555205j 0.0028403-5.28085e-05j -0.000629308-0.00883352j -0.000572325-0.0143469j 0.000146234-0.00012207j -0.00811457+0.00452753j 0.00478872-0.00782843j 0.00438493-0.00235237j -0.00938467-0.00672901j -0.00476484-0.00513034j 0.00101136+0.00678604j -0.00496794+0.00965468j 0.000825852-0.00246089j -0.00260735+0.0169399j -0.00284471-0.000838133j -0.000146777-0.000317255j 0.00041822+0.00174063j -0.00620581-0.0010016j 0.00131296+0.00763463j 0.0108328-0.0130709j 0.00847997-0.000589684j 0.0081322+0.0155661j -0.00164511-6.19331e-05j 0.00366682-0.00182389j -0.00703127-0.00603483j 0.00479741-0.00484103j 0.0140914-0.00125431j -0.00273737+0.000203698j -0.00668021-0.00632324j -0.00319454-0.00489677j -0.00964054-0.0026432j 
-5.75291e-05-0.00261614j -0.0022223-0.000370944j 0.00161933-0.00245879j -0.000752123-0.0054013j 0.00381502-0.00297847j 0.00255794-0.00125012j 0.00867767-0.00941598j 0.000197128+0.00152967j 0.00604618+0.00658712j -1.18613e-05-0.000786819j -0.000673571+0.00650295j 0.00481152+0.00203716j -0.00286739-0.000291458j 0.000178384+0.00474483j -0.00367093-0.0047503j 0.00280131-0.00455652j -0.00308389-0.00996895j 0.00173585-0.00734736j 0.00433085-0.00373885j -0.00160508-0.00108884j -0.00272262+0.00339501j 0.0040354+0.00024481j -0.00195417+0.00414525j -0.00559651+0.00719635j -0.00550688+0.00386061j 0.00819999-0.00169512j -0.00980767-0.000717442j 0.00201705-0.00149274j -0.00591768+0.0109024j 0.0159782+0.00158316j -0.00631665+0.00905779j -0.0132418+0.00893509j -0.00111975+0.0022639j 0.00555877-0.00802637j -0.00297129-0.00222032j -0.0045556+0.00899729j 0.00247194+0.0068014j -0.00420176+0.00431111j -0.00707863+0.00483715j -0.00240639+0.00141822j 0.000938204-0.00221253j 0.00343524-0.00725369j 0.00158973-0.00145655j -0.000215511-0.00589616j -0.00263188+0.000285589j 0.00477643-0.00562861j -0.00025989+0.000234772j -0.000597919+0.00472448j 0.00169911-0.00868847j -0.00407793-0.00113905j 0.000316925-0.00542841j -0.00496714+0.000523692j -0.00689019+0.00754739j -0.00182585-0.000974177j -0.00307546-0.00500509j 0.000338907-0.00608139j -0.00516541-0.00435923j -0.00109824-0.00336644j 0.00612975-0.00208403j 0.00153388-0.00667991j 0.00773956+0.00941742j 0.00099724+0.00826192j 0.00429908+0.00483503j 0.000167686-0.00172523j 0.00349719+0.00284009j 0.00834597+0.00147136j -0.00306563-0.00438709j -0.00900489+0.00287387j 0.00202356-0.00600204j -0.00489914-0.000963394j 
0.00302988+0.00331069j -0.00145171+0.0015438j -0.00462487+0.00158333j 0.0038658+0.00465463j -0.00464057+1.5647e-05j 0.00590853-0.00170259j -0.00831327+0.00480654j 0.000117592-0.00184921j 0.0026081-0.00186708j 0.00495211-0.00138725j -0.000481322-0.00182714j 0.00624668-0.00697773j 0.00132833+0.00548981j -0.0104454-0.00109463j 0.0011489+0.000140515j -0.00367105+0.00121442j -0.000263348+0.00231267j -0.00605898-0.00686207j -0.00176053+0.00151398j -0.0026927+0.00654673j 0.00507834+0.00557028j -0.00309533+0.009713j 8.06186e-05+0.00192265j 0.00249798+0.00243523j 0.000932874-0.006251j -0.00467766-0.00332895j 0.00799272-0.0060069j 0.00863857-0.00371436j -0.000149296+0.00327561j -0.0044423-0.00153556j 0.00414557-0.0104201j 0.00819051+0.00496702j 0.00279148-0.00620589j 0.00382712-0.00296299j -0.00728389-0.00822887j -0.0113831+0.00895338j -0.00426648+0.0041307j -0.00445405+0.000958953j 0.00288006-0.00154011j -0.000790623-0.00482242j -0.00174321-0.0022044j -0.0061757+0.006867j -0.00473313+0.00477241j 0.0047023-0.0143929j 0.00568857-0.00805905j 0.00829278+0.000374133j 0.0090028-0.000782517j 0.00160315-0.00219834j -0.00582667-0.00393004j 0.00758185+0.00293388j -0.00275116+0.00810533j -0.00156432-0.00795981j 0.00490946+0.00656617j 0.00223822+0.000355709j 0.00210826+0.00272014j 0.00166873+0.0131837j -0.00302521+0.0155006j -0.00190247+0.0106482j -0.00213971-0.00269978j 0.00678365+0.010672j -0.00248725-0.0074778j 0.00259728+0.0020041j 0.000107628-0.00292659j -0.0072083+0.00666493j 0.00107413-0.00140736j 0.00648096+0.00823687j 0.00764488-0.00277994j -0.00440875-3.76072e-05j 0.00347122+0.0026693j -0.00318382-0.00108532j 
0.00105848-0.000927994j -0.000164353-0.00271755j 0.00362594+0.00249926j 0.0054135+8.32358e-05j -0.00338655+0.00290728j 0.00300127-0.00166999j 0.00140925-0.00557504j -0.00286037-0.00497514j -0.00741997-0.00605287j 0.002494+0.00567686j 0.0047142-0.00234572j -0.0080623-0.00313838j 0.00454733+0.00434566j -0.00245421+0.00119977j -0.00121192+0.00272897j 0.0022194-0.000552356j 0.0112396-0.00134081j -0.013396+0.00179539j -0.0033212-3.91262e-05j 0.00534707-0.0018922j 0.000387209+0.0126067j -0.00404257-0.00457121j 0.00529369+0.00324089j 0.00213964+0.010239j 0.00213551-0.000544871j 0.00103977-0.0093642j -0.0052951+0.0019799j 0.00389738+0.0024471j 0.00553141-0.000417594j -0.00342167-0.00576884j 0.00847816-0.0108788j -0.00280699+0.000652405j 0.0120317-0.00367814j 0.000351225+0.00481693j -0.00134747+0.00251164j -0.00822671+0.00889209j 0.00928362-0.0010992j -0.00141327-0.0105915j 0.00110884-0.00577691j -0.0143637-0.00170866j 0.00954402+0.00489294j -0.00319117+0.0143718j 0.00220359-0.0125761j 0.00394856-0.00646545j 0.00189862-0.000385458j -0.00129391+0.00581242j -0.00261554-0.00376767j 0.00768176+0.00306418j -0.00270537+0.00997667j 0.00806831+0.00495857j -0.00487035+0.00485784j -0.00126338+0.0017025j 0.00635357+0.00589334j 0.00119609+0.00209902j 0.00212549+0.00618014j 0.00272779+0.0112682j 0.00215665+0.00364976j 0.00626462+0.00779812j 0.00507961+0.00244287j -0.00303747+0.00175604j -0.00318109+0.00364447j -0.00226147-0.00653672j -0.00600371+0.00742573j 0.00563242+0.00278812j 0.00257104-0.000129218j 0.00228057+0.0019003j -0.00428678+0.000205421j -0.00632581+0.00558438j 0.0044045+0.0070495j 0.00237194+0.00836066j 
0.00061223+0.000127231j -0.000732558+0.000292685j 2.35698e-05+0.0016558j -0.00289525-0.00163868j 0.000927149-0.00155117j 0.00113246-0.00289446j -7.98851e-05-0.00318639j -0.00778363+0.000740923j 0.00496229+0.000849823j 0.00300519-0.000501172j 0.0030534+0.00265324j 0.00041355-0.00205142j -0.00185046-0.00128901j -0.00518148-0.00247016j -0.00103151+0.00186684j 0.00114755+0.000455686j 0.00128903+0.0007269j 0.00344186-0.00239623j 0.00365481+0.00234629j -0.00376343-7.94059e-05j -0.00280733-0.000212438j 0.000130268+0.00132812j -0.00554254-0.00050732j -0.00338979-0.00105311j -0.00168546+0.00154711j 0.000395324-5.95688e-05j -0.00416729+0.00148425j -0.00205215+0.00225993j -0.00135246+0.00303012j 0.00308292+0.000639418j 0.00149063+0.00770532j -0.00302987-0.00307968j -0.000993154+0.00315072j -0.00253017+0.00167514j -0.00124695-0.000323791j 0.00433038-0.00503872j 0.000634328-0.00154237j 0.00156363+0.000534151j 0.000403215+0.00641443j 0.00103125+0.000636562j 0.00297707-0.0047873j -0.000440504-0.00649614j 0.00389988-0.00439732j -0.00185658+0.00388474j 0.000604655+0.00355604j -0.00091338-0.00574059j 0.000327258+0.000457734j -0.00287683-0.000736347j 0.000131426-0.00167202j -0.00235377-0.00165446j 0.0028989-0.00590805j 0.000479714+0.00242321j -0.0017124-0.00171621j 0.00229238+0.00123662j -0.00138828-0.00111805j -0.00214843-0.000463902j -0.000834725-0.00438697j -0.00267096-0.00332383j 0.00131758+0.00626698j -0.000478372-0.0030801j 0.00248364+0.00643135j -0.00073422-0.00339778j 0.00399593-0.00354744j -0.00160647-0.00337641j 0.00147351+9.95697e-05j -0.00192226-0.00279613j -0.000394411-0.00191648j -0.00369721-0.00362294j -0.00161373-0.00271578j -0.00406149-0.00101739j 
0.00417257-0.000101793j -0.000287432-0.00238594j 0.00516244-0.00171237j 0.00500924-0.000812921j 0.00856852-0.00269418j 0.00670038-0.00683394j 0.0168421+0.00221414j -0.00296779+0.00803635j 0.0103751+0.0102713j -0.00476089-0.0177487j -0.00204988+0.00304472j 0.00383251+0.0049293j -0.0010698-5.90813e-05j -0.00289511+0.00144483j 0.00290315-0.00392564j -0.00891501+0.000954157j 0.00851372-0.00309276j 0.00351484-0.0084033j 0.0089331+0.000805762j -0.00767149+0.0109017j 0.00394633-0.00857545j -0.000392231+0.00728933j -0.00123958+0.0153167j -0.0109695+0.00444337j 0.0054382-0.00974949j 0.00683804+0.0134335j 0.0131674-0.00719754j -0.000323849+0.000169219j -0.00316419+0.0148846j 0.00981491+0.00526286j -0.0104498-0.00164003j -0.00594035+0.0163537j 0.00986359-0.00732529j -0.0017882-0.00522777j -0.00251386+0.00865865j -0.00107613+0.0105746j -0.0086182-0.00243745j 0.00506629+0.00169942j -0.00437205-0.00456275j -0.0128401-0.00783052j -0.00477455-0.0129882j -0.00315617+0.00112275j -0.00110661+0.0172276j -0.00516836-0.0050442j 0.00262605+0.00290925j 0.00435488-0.000110343j 0.000147226+0.00178594j -0.00636985-0.00262091j -0.00765002+0.000296703j -0.00150503-0.0167354j 0.00501095-0.0187447j -0.00576708+0.00549736j 0.00364397-0.00174491j 0.00160017-0.0156629j 0.00350308-0.00590894j 0.00653271-0.0054323j -0.00631457+0.00411286j 0.00369731-0.0131259j -0.00431342+0.0139055j 0.00971568-0.00338635j 0.00101036-0.00418973j -0.00191503-0.0016644j 0.00215066-0.00217316j -0.00135231-0.000374787j 0.000840715+0.00685j 0.0136266+0.00478534j 0.00751263-0.00194045j -0.00539594-0.00104464j 0.00114668+0.00152279j -0.00125948+0.00119407j 
0.000380659+0.00541056j 0.0040857+0.0059578j 0.000100961+0.00531743j -0.00397137+0.011648j 0.000313874-0.00379326j -0.00864623-0.00735361j -0.0089831+0.00842318j 0.00810103+0.0126998j -0.00180105+0.00832453j 0.00228854-0.00205076j -0.000970374+9.39467e-05j -0.00681198-0.00198688j -0.00432058-0.00280114j -0.0053207+0.00337686j 0.00276508+0.00043859j -0.00828097+0.00720057j 0.00426063+0.0151733j -0.00244266+0.00320508j -0.00199562+0.000749024j 0.00211206+0.00431413j -0.000468638+0.00226298j 0.0101513-0.0124167j -0.00698863-0.00115989j 0.0021918+0.00102364j 0.00611675+0.00588387j -0.0125318+0.00115481j 0.0116239+0.00139435j -0.00978995-0.00126953j 0.00226331+0.00439897j -0.00964396-0.0131432j 0.00527381-0.00561166j 0.00429914+0.000768225j -0.00302416+0.0108512j -0.000235071-0.00113208j 0.000693298-0.00356403j -0.00658859+0.00190924j -0.00104674-0.00627781j 0.01624+0.000709903j 0.000750746-0.00140811j -0.000241576+0.00056294j 0.00273218-0.00316817j 0.00719067+0.00489945j 0.00153609+0.00351469j 0.00398333-0.00602202j 0.00567028-0.00395248j -0.000129298-0.00874692j 0.00198518+0.0101454j -0.00421249-0.000829667j -4.97379e-05+0.0033005j -0.0012853-0.00591699j 0.000511923+0.00131884j 0.00616422-0.000894704j 0.00189963-0.00579153j 0.000303461-0.00278031j 0.00247947+0.00375168j -0.0014523+0.00385693j 0.0051532+0.00685683j -0.00287771+0.00275975j 5.63162e-05+0.00604555j 0.00430587+0.00442563j 0.00266352-0.00224793j -0.00515586+0.00356307j 0.00658967-0.00459268j -0.0051008-0.00826869j -0.000829763-0.000528863j 0.00504585+0.00411623j -0.000677389+0.000175877j -0.0136525-0.00412411j 0.00035793-0.00383339j -0.00847776-0.00116142j 
