0.00850616+0.0086448j -0.00416311-0.0348367j 0.0152924-0.0242335j -0.0189474+0.0297743j -0.0585301-0.00899125j -0.0256505-0.051767j 0.0213407-0.0118687j -0.051722-0.00563801j -0.010162+0.0242839j 0.0082176+0.0208734j -0.01233-0.0236244j -0.018743-0.0461608j -0.0126528-0.0328828j 0.0359503-0.00167122j -0.0618854-0.0157897j -0.0585658-0.000234305j 0.0153982+0.0466432j 0.0762567+0.0136383j -0.00721229+0.0022103j -0.0528089-0.04944j 0.0237332-0.00791154j 0.0338143+0.0425242j 0.0447561+0.0464518j -0.0480535+0.0041064j 0.00845984+0.00587862j -0.0266227-0.0177276j -0.0187666-0.0364554j 0.0388061+0.0115292j -0.00364068+0.0426907j 0.0592024-0.0051919j 0.0651711-0.054453j -0.0150604+0.0495879j -0.0240357-0.000217564j -0.024291+0.0512384j -0.0561768+0.0399076j 0.0225285-0.0741511j -0.0353254-0.0279486j -0.00140216+0.0295776j -0.0334867+0.0216902j 0.0556147-0.0435388j 0.0271216-0.0125778j -0.000173264+0.0171429j 0.0561294-0.0653779j 0.0149182+0.0100631j 0.0258629-0.0591701j -0.0591279-0.0395237j -0.00748646-0.0643167j 0.0134721+0.0500671j 0.0199001-0.0500192j -0.050135-0.0122733j -0.0351454+0.032969j 0.00920038+0.0518937j 0.0736283+0.0492448j -0.0855259+0.0380786j 0.0200935-0.0367985j 0.0129414-0.0199885j 0.019544-0.0548261j 0.0517613+0.00667453j 0.0266785+0.0253097j 0.00989115-0.0109244j 0.00985952+0.134592j 0.00755039+0.0350776j -0.0273844-0.0488204j -0.000681465+0.00586055j 0.00804295+0.00241887j -0.00386392-0.0306249j 0.00434863+0.0110739j 0.0262621-0.0624329j -0.0419867+0.0100636j 0.00665474+0.0139505j 
-0.00291405+0.00478509j 0.00247119+0.000513508j -0.000193917+0.00321525j -0.00148871+0.0039074j -0.0154367-0.0146263j -0.00252111+0.00436438j -0.00225378-0.00101781j -0.00118654-0.00905822j 0.000676077-0.00221656j -0.000268859-0.00108159j -0.0018525+0.00360814j -0.00225052-0.00734205j 0.00138983-0.00809677j 0.00684273+0.000601929j -0.00123316+0.0173897j -0.00334656+0.00968069j 0.0051294-0.0034938j -0.00550074-0.000404458j 0.0130937+0.00515391j 0.00181603+0.0124411j 0.00106467+0.00045327j 0.00397309+0.000340801j -0.00370471-0.0018183j -0.00315807-0.0150318j 0.00268505+0.00215302j -0.00777036+0.00758j 0.000144302-0.00142468j -0.000939996+0.00536529j 0.00377799+0.00336581j 0.00123315-0.0034738j 0.00138979+0.00288035j -0.00474727-0.00733819j 0.00156414+0.00326009j -0.00368446-0.00115581j 0.00138257-0.00310204j 0.00327947+0.00119745j -0.00409392+0.00366894j -0.0054553-0.00187475j 0.00291054+0.00521268j 0.00237366+0.00402673j -0.00164276-0.00264888j 0.00084392+0.000214112j -0.000320053+0.00434967j -0.000485759-0.00531577j -0.00342427-0.0101997j -0.00879926-0.00583839j 0.00582572-0.00936206j 0.00429688-0.00643424j 0.00378413+0.0148241j 0.00139671+0.00514902j -0.00549754-0.00018703j 0.00370501+0.0013003j -0.00444905+0.000863504j -0.00349577+0.00276397j 0.00377735+0.0013176j 0.00467298-0.00520962j 0.00225239+0.00312616j 0.00445685+0.00758865j -0.00318822+0.00806541j -0.00862818-0.00359883j -0.0023621-0.00477484j 0.00750937-0.00637268j -0.00328246-0.00487944j 0.00325931+0.00113247j 0.0010132+0.00803714j -0.00387352-0.00156484j 0.0036894+0.00174352j -0.00156425-0.00492355j 0.000537165-0.00444521j -0.00171264-0.000227867j 
-0.00129174-0.00139099j -5.20916e-05-0.000238822j 0.00038449-0.00100203j 0.00316328+0.0044131j 0.00489782+0.00219906j -0.0013549-0.000386953j -0.00201336+0.00230053j 0.00209207+0.00188835j 0.00136838+0.0037963j -0.00261041+0.00283385j -0.00732421-0.00256063j -0.00405107-0.00404355j -0.00334293+0.00646513j -0.00197256+0.00270686j 6.4529e-05-0.00465896j 0.00343465-0.00431631j 0.000849642-0.00364344j 0.00281843-0.00304577j -6.92319e-05-0.0051325j -8.71115e-06-0.000662148j -0.00195285-0.00554199j -0.0017506-9.36375e-06j 0.00217305-0.00471494j 0.0013174+0.00080146j -0.00144203+0.00241428j -0.0016463-0.00260251j 0.00135247-0.00204287j -0.00074412-0.00391679j 0.00119771-0.000514049j 0.000801428+0.00428925j -0.00463135-0.00302801j -0.00381495-0.00316678j 0.00263834+0.00279372j -0.0014485+0.000251048j 0.0104333-0.000328074j 0.00157597+0.00322491j -0.00165634+0.00257149j -0.00858816-0.00450317j 0.00471995+0.00244753j -0.00171494+0.000949686j 0.00131927-0.00416591j 0.00193615+0.00166273j 0.000221722+0.00671437j 0.00124676+0.00247671j 0.00437783-0.00434954j -0.00289431+0.00017221j -0.00308789+0.0050249j -0.000148593-0.00314373j 2.71007e-05-0.00406899j 0.00242454-0.000215406j 0.000717775+0.00027636j -0.00310972-0.00277539j -0.00369867+0.00193754j -0.000293807-0.00162498j 0.00207087+0.00247674j 0.00369838+0.0039046j 0.00433601-0.000856363j -0.00242472+0.00357888j -0.00657892-5.45563e-05j -0.00480633+0.00226574j 0.00121804-0.00499263j 0.0011547-0.00342797j -0.00390069-0.00151937j 0.00061225-0.00191417j -0.00154161-0.000856815j -0.00183563+0.000896992j -0.00240502+0.00101193j 0.00139769+0.000112778j 0.00314497-0.00191295j 0.00228378-0.0026878j 
-0.00575896-0.000346124j -0.00683825-0.00218857j -0.00176229+0.00978948j 0.00372798+0.00773893j 0.00430129+0.00205346j -0.00393521-0.0110557j 0.000323019-0.00955675j -0.00313898+0.00849742j -0.00249429+0.00401274j -0.00456348+0.00842297j 0.00594074-0.00494098j -0.00277537+0.00494558j -0.0155464+0.00864245j -0.00424335-0.0177122j -0.00295814-0.0127006j 0.00838768-0.00210082j 0.00385632-0.000670951j 0.00354432-0.0083637j -0.0116842+0.00160118j -0.00244057+0.00652898j -0.000418614-0.0096257j -0.00762215+0.00191868j -0.00250805-0.00479154j -0.0012462-0.00201618j -0.00181699-0.00150856j -0.00842418-0.0136433j -0.000586567+0.00291755j 0.00163367+0.00470226j 0.000405164+0.00133734j 0.00428406+0.000640724j 0.000967754-0.0022609j -0.0111062+0.00185367j -0.00203782+5.25491e-06j 0.00411025-0.00212915j -0.0019053-0.00574666j 0.0108099-0.00464421j -0.00701067+0.00746353j -0.00530785-0.00351164j 0.00401975+0.00217003j 0.0087162-0.00327842j -0.000199948-0.0157992j 0.000295044+0.00476467j 0.00753958-0.000222703j -0.00341019-0.00241136j -0.0106617-0.00273667j 0.000915605-0.00176026j -0.0010656+0.00343864j -0.000965222-0.00601879j -0.00237506-0.0166503j -0.00189982-0.00161829j -0.00103045+0.0028414j 0.00411521-0.00129272j -1.01316e-05+0.00294682j -0.00129562+0.00470597j 0.000986122+0.00135279j 0.00335912+0.00135215j 0.00838418-0.00340264j -0.00153427-0.00331536j -0.00205235+0.00579579j -0.00631877-0.00736231j 0.000576612+0.00447492j 0.00532151-0.0043981j -0.00180422-0.0017497j 0.00530436+0.00423461j 0.000487019-0.00383976j -0.00298409-0.000539518j 0.0119428+0.00725575j 0.00033472-0.00823344j 0.00151999-0.00175481j -0.00170813-0.00191033j 
0.002278-0.000719712j 0.00226695-0.00198617j 0.00361132-0.00636012j 0.000158349+0.000500273j 0.00548187+0.00345121j -0.000784778-0.00403285j -0.00404171+0.00419219j -0.000479081+0.00604673j 0.00685687+0.01092j -0.00410217+0.00104288j -0.00869094+0.00187589j 0.0022593-0.00457651j -0.00031965+0.00973428j -0.00609261+0.00480793j 0.00424226-0.0096073j 0.00611572-0.00170141j -0.00147267-0.00170426j 0.00117317-0.00437887j 0.000967194-0.00848346j 0.00672263-0.00678002j -0.00433749-0.00749386j -0.000428406-0.00148844j 0.00339464-0.00850332j 0.00360276+0.00175561j -0.00158122+0.000423791j 0.00173357-0.000936098j -0.00501115-0.00713424j -8.20065e-06-0.00525862j -0.000736222+0.00669769j -0.00411122+0.00219548j -0.00614211-0.00367131j -0.00271632-0.00353782j 0.00174926+0.00408026j -0.000758636+0.00373411j 0.0144219+0.00240058j -0.00334717+0.00889867j 0.00317349+0.00558305j -0.00594922-0.00762188j 0.00431246-0.000110993j -0.00751056-0.000521493j 0.00389389-0.00488093j -0.000624951+0.00130093j -0.00410302+0.00820232j 0.0041861+0.00472075j 0.0120273-0.000582817j 0.0123166+0.00159591j -0.00517441+0.00478671j 0.00525905-0.00279132j -0.00238847-0.00247676j 0.00216359-0.00519009j 0.00111499+0.000907493j -0.00209886-0.0036713j -0.0011443-0.00111559j 0.00277123-0.00143921j 0.00239211+0.00395899j -0.00405582+0.00279086j -0.00018967-0.00353573j -0.00253552+0.00249966j -0.00529306-0.00339237j 0.000519307+0.00150163j -0.00237934-0.00434615j -0.00376232-0.00581106j -0.00177758-0.00535415j -0.00130237-0.00264794j -0.00088759+0.00387199j 0.00284772+0.000816857j -0.00069144+0.00130886j -0.000382282+0.00411044j 0.00399209-0.000256423j 0.00262326+0.00120984j 
-5.85915e-05-0.00670561j 0.00340256+0.00833368j -0.0140977-0.00738439j -0.000322493+0.0136717j -0.000238123+0.000336765j 0.0101543+0.00617648j 0.0018483-0.00360075j -0.002762-0.00755674j 0.00167035-0.00829657j -0.0005052-0.0042977j -0.0160587-0.00967178j -0.00900433-0.00432129j -0.00717999-0.0026899j -0.00469862+0.0029472j -0.00410465-0.00340557j 0.00859095-0.00684704j 0.00563378-0.00377916j 0.000477405+0.00137233j -0.00241284+0.00612377j -0.00596577+0.00468711j -0.00858748+0.00611777j 0.00546841+0.00507338j -0.00437135-0.00227503j -0.00177199-0.00271398j 0.00373198+0.00127023j -0.000630632+0.00286742j -0.00215698-0.00062401j -0.00063931-0.0013763j 0.00471951-0.00478352j 0.0053818+0.00236964j 0.00690924+0.000741961j 0.00144937+0.00165416j 0.00333981+0.000143715j 0.0013628-0.00280706j 0.00473268+0.00449641j 0.00333477-0.00816441j -0.0023235-0.00229046j -0.0101455-0.00064157j 0.00263939+0.00444801j 0.00184638-0.00471247j 0.00462811+0.000277806j 0.00236285-0.00181226j 0.00271825-0.0104535j -0.00173583-0.000222705j -0.00785085+0.00557483j -0.0154011+0.000146747j 0.00667632+0.000500287j -0.00155263+0.00566197j 0.00607191-0.00103008j 0.00184146+0.00245108j 0.000863-0.00221826j 0.00266417-0.00366852j -0.00292556+0.00511241j 0.00073759+0.00359653j 0.00343193+0.00242287j 0.00465485+1.93789e-05j -0.0020801+0.00225258j -0.00123963-0.00170049j -0.00304609+0.00500554j -0.00525727-0.000615452j 0.00428489+0.000669405j 0.00562614+0.000650528j -0.00307134+0.00550737j 0.00924979+0.00162076j -0.000386611+0.00180808j -0.00227387+4.53915e-07j 0.000445535-0.00160302j 0.00544562-0.00308576j 4.42307e-05-0.00186372j -0.00260514-0.00615165j 
-0.00712738-0.0099164j 0.000867528-0.00397687j -0.00679126+0.0103471j 0.0126123+0.00799536j 0.00501359-0.00546702j -0.00177202-0.00327644j 0.00315057-0.000828338j 0.000101795-0.00875596j -0.00217443-0.00509609j -0.00274387-0.00482778j 0.00167018+0.00141894j -0.00881786+0.000546852j 0.00714242+0.00437889j 0.0115739+0.00436402j -0.00412844-0.00239426j -0.00114935-0.00358706j -0.00325918-0.000469544j -0.00258025+0.000637204j -0.00707802-0.00263395j -0.00243685+0.00129647j -0.0031778-0.00699756j -0.00308997+0.000738807j -0.00561377+0.00297596j -0.00612228-0.00358283j -0.00738586-0.00654797j -0.0010249+0.000462576j 0.00469591+0.000316146j 0.00220762+0.00189852j -0.00421282-0.00782518j -0.000247342+0.00147393j 0.000463532+0.000974508j 0.00898491-0.0032873j -0.00294425-0.00513073j -0.00136821+0.00227966j 0.00489274+0.00162625j -0.00193774-0.00231868j -0.00293257-0.00580689j 0.00193501+0.00265344j -0.00182869-0.0031503j 0.00126052-1.73862e-05j -0.000831122-0.00209766j -0.0039859+0.00112838j -0.00255557-0.00188677j 9.1537e-06+0.0051891j -0.00288694+0.00390865j -0.0160699-0.000504053j 0.00276411+0.00247134j -0.00934932+0.00427106j -0.000139462+0.000604154j 0.00052357+0.00430882j -0.000487678-0.00011609j -0.00439636+0.00118478j 0.00039249+0.00201553j -0.00247674+0.00122982j -0.00837595-0.000562183j 0.00217523-0.000225169j 0.00244447+0.00317801j -0.000660945-0.00195481j -0.00148451-0.00396121j -0.00254583+0.00266052j 0.000882216-0.000985594j -0.000914555+0.00720297j 0.00405498-0.00230311j -0.00172183+0.00261529j 0.000152601-0.00243939j -0.00240321+0.000471368j 0.000416118-0.00109497j 0.00920621+0.00680347j -7.12863e-05+0.00613154j 0.00765714+0.00143199j 
-0.00290959-0.00537468j -0.00214928-0.00468185j 0.00351505+0.00635505j 0.0079323-0.00114058j 0.00390996-0.00102543j -0.00290634-0.00472837j -0.000598709+0.0043183j 0.000704869-0.00117528j -0.00187931-0.000318609j -0.00244534-0.00175099j 0.00330335+0.0048986j -0.00223229+0.00360604j 0.00925476+0.00747922j 0.00490905+0.00783958j 0.00310423+0.000672808j -0.00194054+0.00427007j -0.00934788+0.00018288j 0.000164391-0.000662167j -0.00438718-0.00740808j 0.00324116-0.00329366j -0.000255439-0.00602649j -0.00531044-0.00588556j 0.000826765+0.00287464j 0.00187225+0.00142219j -0.0049276-0.00326231j 0.00259849-0.00156583j 0.00508284-2.16184e-06j -0.00361164-0.00218936j -0.00463438-0.00236757j -0.0043082-0.00142j -0.00497491+0.00149625j 0.00513777-0.00251561j -0.00507234-0.00290942j 0.00128951+5.72152e-05j -0.00135705-0.00350597j -0.00501352+0.00404442j 0.00381975-0.00128344j 0.00427511-0.000251307j -0.00249771-0.00670785j -0.00288591+0.000141944j -0.00249245+0.00245896j -0.00455411+0.00461425j -0.00190783+0.00461802j 0.00330203+0.00772428j 0.00178921+0.00267189j 0.000121218-0.00177662j -0.00257699+0.00395236j -0.00469243-0.00663889j -0.00210493+0.00185566j -0.00083767-0.000773537j 0.00146026+0.00223462j -0.00270854+0.00295079j 0.00337434-0.00189515j 0.000610554-0.00152537j -0.00631031+0.000267895j -0.00343915+0.000126727j -0.000495362-0.00198118j 0.00220546-0.00352602j 0.00258269-0.0095345j 0.00120206+0.000620225j -0.00171879-0.00168385j -0.0055255+0.00339724j 0.00506556-0.00577476j -0.00759031-0.0015413j -0.00152198-0.00307969j 0.00158582+0.00156661j 0.00156102+0.000789849j -0.0038353+0.00629775j 0.000715938+0.00511978j 0.00246221+0.00370571j 
-0.000523209-0.00071453j 0.00086034-0.000415372j -0.00077469+0.00214851j 0.00191509+0.00176172j -0.000889556-0.00167666j -0.00120385+8.95946e-05j 0.00136289-0.000554721j -0.000868724-0.0016852j 0.00138544+0.00107194j -0.000724369-4.92018e-05j 0.00144792+0.000294391j 0.00304849-0.00285881j -0.00112179+9.42045e-05j 0.00255495-0.00144723j -0.000453009-0.000157147j 0.000657459+0.00189597j 0.000390594+0.00135168j -0.0012438-0.000677422j -0.000943627+0.000838272j 0.000544929+0.00123079j -0.000490908-0.00112776j 0.000647834+0.000570757j -0.00126721-0.00207566j -0.00120054-0.00236369j -0.00187802+0.00239231j -0.00257015+0.000450701j -0.000241666-0.00135728j 0.00162368+0.00181814j -0.000346883+0.00206565j -0.000334344+0.00156154j -0.000769034-0.00191106j -0.000486414-0.00197002j 0.00123595+0.000468325j -0.00166308+0.00238677j 0.00351244-0.000642086j 0.00102574+0.00130301j -0.00247962+0.00135367j -0.00153408-0.00148106j 0.00148151+0.0019281j -0.000346785+0.000236819j 0.00078495-0.00228135j 0.0015242-0.000589778j -0.00224836+0.00108701j -0.00135587-0.00181422j 0.00179176+0.00023875j 0.00197697+0.00092928j -0.000423435-0.00104985j -0.00149898+0.00171742j -0.000818992+0.000202364j 0.000469319+0.000489854j -0.00105399-0.000150454j 0.00196763-0.00170939j -0.000576944+0.000762749j -0.00241108+0.00102214j -0.00107516-0.000237368j 0.00118464-0.00089044j 0.00280352+0.00124916j -0.000667232+0.00060909j 0.00106695+0.000897985j -0.000511604+0.00121888j -0.000776662-0.00351809j -0.0018033-0.00133445j 0.000968532-0.000145752j 0.00015547-0.000328597j 0.000551145+0.000479845j -0.00053674-0.000418486j -0.00014304+0.00170857j -0.000486987+0.00194429j 0.00240582-0.000659771j 0.000639848+0.000213539j 
-0.00102541+0.00141811j -0.00222081-0.00189286j 0.00507654+0.00672976j 0.00476209-0.00552054j 0.00278561+0.000619371j -0.00450757+0.00364735j 0.0022762-0.00132077j 0.00401346-0.000463126j 0.00363164+0.00118235j 0.00203589+0.00242574j 0.0131329-0.00383155j 0.000465857-0.00110494j -0.00193974+0.000657456j 0.0015605-0.00192117j -0.00133987+0.00205416j -0.00119062+0.00347628j 0.002481-0.00660395j -0.0027611+0.000729473j 0.00084478-0.00405763j -0.000169225+0.00387178j 0.0017387-0.000265498j -0.00137548-0.00103825j -0.00544044+0.00329422j 0.00173579-0.00237252j -0.00261656+0.00352038j -0.000674531-0.00178117j 0.00241182+0.00182197j -0.00136724+0.000726205j -0.00166149-0.00434874j -0.000202622+0.00221786j -0.00436331+0.000473018j -0.00231136-0.00417744j 0.00206494+0.00117505j -0.000989742-0.000191678j -0.00170958-0.00560481j 0.00186208+0.00113527j -0.00304519+0.000670927j -0.000329435+0.00268909j 0.00403795+0.00482743j -0.00198864+0.00401677j -0.00435072-0.00304227j 0.0033761-0.00257251j -0.00282402+0.00345999j -0.00827174+0.000921607j -9.26981e-05+0.000925543j 0.00190774+0.000193107j 0.000277843+0.000397208j -0.00417757-0.000262781j -0.00249256+0.000329509j 0.00226808+0.00168164j 0.000603915-0.000570899j 0.000783871-0.000360145j -0.00193753-0.000937409j -0.00193643-0.00204595j -0.00355126-0.000491129j 0.00420015+0.00163795j 0.00658747+0.002485j -0.00323547+0.00154347j 0.00279653+0.000270789j 0.00053864+0.00350138j 0.00486849-0.00651724j 0.00118728+0.00156981j 0.000496411+0.00314695j -0.00409017-0.00420801j 0.000600032-0.000805223j -0.00222606+0.000548403j -0.000258978-0.000108628j -0.00409362+0.0027569j 0.00211082-0.00029594j 0.00169861-0.00147289j 
0.0042172+0.00719577j 0.00135785+0.00186766j -0.00223719-0.0127103j -0.0139358+0.00234616j -0.00914129-0.00259129j 0.00772742-0.00563357j -0.00287009+0.000188593j -0.0041089+0.0033306j -0.00741649-0.00116683j 0.00269673+0.00402983j -0.011452+0.00828688j -0.00474783+0.00762409j 0.000300589-0.0122392j -0.000756565-0.00071885j -0.00299893+0.00387996j -0.00520049-0.010519j 0.00602383+0.00785251j 0.00194589+0.000333007j 0.00394835+0.00544523j 0.00140423-0.00486752j 0.00160615+0.00516144j 0.00707522+0.00194408j 0.00964544-0.000617513j -0.000825926+0.00532464j 0.0123845-0.0069866j 0.00327421+0.00335385j -0.00412899+0.000993187j -0.000292411+0.000248668j 0.00605939+0.0062262j 0.00330381-0.00827312j 0.00875937+0.00372166j -0.00356106+0.00852312j 0.00126258+0.000680029j 6.90835e-05-0.00599897j -0.0100625+0.00961237j -0.000831626-0.00440619j 0.0117567-0.00729593j 0.00610227+0.00357705j -0.0104252-0.0063963j 0.00396953-0.00451036j 0.000458412+0.0111594j -0.000184579+0.0023274j 0.0114006-0.0106522j 0.010254+0.00249991j -0.00132463-0.00411474j -0.00110739-0.00764663j -0.00224226-0.00287559j 0.00584159-0.00146189j 0.00372249+0.00184501j -0.00428774-0.000212812j -0.00237032+0.00545196j -0.00497066+0.0109696j 0.00188912+0.000139211j 0.00291582+2.14169e-05j 0.00927461-0.0025913j -0.00642773-0.00298761j -0.00978178-0.00405233j 0.00969209+0.00600945j -0.00743237+0.00765404j 0.000560424-0.00711469j -0.00840882+0.0197122j 0.00414844-0.00188851j -0.00262696-0.00208615j 0.00211046-0.00158601j 0.000790067+0.00207257j 0.00263552-0.00112099j 0.000901897-0.00139526j -0.000269064-0.0120143j -0.00890518-0.00303449j -0.00603077+0.000336988j 
0.000483332-0.00315699j 0.00275668+0.00275793j -0.00581121-0.000383607j 0.00137455+0.00367812j -0.00184867-0.00277459j 0.00185089+0.0011471j 0.00401759+0.0018521j -0.0045887-0.00490443j 0.00193564-8.60619e-05j -0.00098722+0.000570143j -0.00319132-0.00135051j 0.00307302-0.00443279j -0.00337552-0.000414738j 0.00197827+0.00323275j -0.000963603-0.000193139j -0.000857248+0.00192399j 0.000307403+0.00153693j 0.000179878-0.000277365j -0.00155786+0.00282894j -0.000526203+0.000646628j -0.0023259-0.000574843j 0.00117274+0.00133823j 0.000330689-0.00259229j -0.00288624-0.000802412j -0.00131614+0.00376263j -0.00231881+0.000588625j 0.000294768-0.00233117j 0.00254419+0.00145125j -0.000778706+0.00465296j -0.000576955+0.00126071j 0.002908-0.00265922j 0.00232686-0.00132539j -0.000779185+0.000696069j -0.00167056+0.00292825j 0.00419513-0.00121385j 0.000638727-0.000309926j -0.00213533-0.00277396j -0.00502267-3.73473e-05j 0.000734466+0.00272229j 0.000563825-0.000219471j 0.00166253+0.000728615j 0.00136019-0.00140026j -0.0039883-0.00388752j 0.000393962-0.000464691j 0.000287522+0.00268667j 0.000314338+0.00316983j -0.00174246-0.00247222j -0.00200914+0.00552602j -0.000182371+0.000870197j 0.00139439+0.00177873j 0.000406641-0.00138873j 0.0081658-0.00148372j -0.00294371+0.00176596j -0.00311866+0.000872575j -0.00121753-0.00124112j 0.00239974-0.00141502j 0.00400994+0.00145525j -5.31522e-05-0.000626505j 0.00216552+0.000249062j -0.000601602+0.0018426j -0.000330415-0.00106154j -0.000888826+0.00226299j -0.00265885-0.000553003j 0.00232473-0.000416462j 0.000204697+0.000865659j -0.000663028-0.000517663j 0.000507636+0.00214592j 0.000706707+0.00197271j 0.00183909-0.000959617j -0.00171962-0.000248097j 
0.000724414+0.00289844j 0.00179034-2.15952e-05j 0.00219775-0.00541644j 0.000489623+0.00493045j -0.00100674-0.00325062j 0.00241588+0.000808788j -0.00373363+0.00371962j -0.00796961+0.00822401j 0.00234914-0.000410421j 0.00400673+0.0016811j -0.000832566+0.00711287j -0.00307638-5.20637e-05j 0.0021589+0.00193115j -0.000502249+0.000559779j 0.00244084+0.000167464j -0.000710646-0.00204313j 0.00779733-0.00623181j 0.00100156+0.00260576j -0.0108305-0.00257551j -0.000155665-0.00607825j -0.000427601+0.00405576j -0.0128161-0.00185545j -0.00713515-0.00500158j 0.0053059+0.00174812j 0.00139615-0.00442146j 0.00294766+0.00946408j -0.00186006-0.00693425j -0.00675192-0.00473332j -0.00852183+0.00316048j 0.00581597-0.00831503j 0.00703022-0.0034668j -0.00706549+0.00434396j -0.00562057+0.00237275j -0.00883483-0.00521829j -0.00475303+0.000743211j -0.00473455+0.00746782j 0.00406833+0.00318027j -0.00561368-0.00523506j 0.00995269+4.14678e-05j 0.00647733+0.00278969j 0.000461922-0.0037517j 0.00441429+0.00418438j -0.00149189-0.00223514j -0.00163093+0.00231705j 0.00318777+0.000613281j -0.00379585-0.0020738j 0.00037816-0.002481j 0.000227982+0.00200741j -0.00163237+0.00432319j 0.00970601-0.0165683j -0.00159387+0.00687508j -0.0017125+0.000725759j -0.00577191+0.00497471j -0.00158086+0.00745939j -0.00196571+0.00232716j -0.000405016+0.00359066j -0.0018141+0.006231j 0.000123264-0.0032003j 0.000905285-0.00153727j -5.11771e-05-0.00217095j -0.000599704-0.000144016j 0.00116035-0.000890731j -0.000852757-0.000872534j 0.00071591-0.000888218j -0.00441929+0.000209162j -0.0514809-0.00290093j 8.65186e-05+0.000129658j 0.000249311-0.000672374j -0.000414206-6.92232e-05j -0.000421781+0.000435681j 
-0.000849925+0.00963903j -0.00372211-0.00429506j 0.0151801-0.00465845j -0.0092118-0.0123644j -0.00144887+0.00907703j -0.00210694+0.00481289j -0.00494449-0.00601705j 0.0172459+0.0114609j -0.0090906-0.002222j -0.00325344+0.000296822j 0.0105628-0.0087542j -0.00549035-0.000570183j 0.00442421-0.00568871j 0.00458199-0.0108389j -0.00017158+0.000994532j -0.00381442-0.00492321j -0.00878223-0.0109604j -0.000579583+0.00561089j -0.00271744-0.0129713j -0.00125761+0.00159381j 0.00109606-9.87808e-05j -0.00271345-0.00802959j -0.000534374+0.00783937j 0.0104327-0.00451194j 0.000568681-0.00321918j 0.00522827+0.00218237j 0.00304112+0.00735272j -0.00167785-0.00277375j -0.0045949-0.0237285j -0.00289963-0.00216179j -0.013183-0.00193587j -0.00382969-1.13685e-05j -0.00160512-0.00990844j 0.005326-0.00293975j -0.0132178+0.0137392j 8.69617e-05-0.00314094j -0.000745448-0.00249558j 0.0137177+0.00299333j 0.00400421-0.00810226j 0.00198278+0.00484949j -0.00443422-0.0029211j -0.00731731+0.00163195j 0.00730738+0.0143973j -0.00734568-0.00280039j -0.00378952-0.00234026j 8.02436e-05+0.00763765j 3.00088e-05+0.000957798j 0.0122911-0.00188763j -0.000470032+0.000471109j -0.0057783-0.00239153j -0.00178167-0.00107674j -0.0141801-0.00903732j 0.0102092-0.00331736j 0.00320943-0.00257174j 0.000427034+0.00166941j -0.00571287+0.00449421j -0.0065071+0.00432707j 0.00776339+0.00532682j -0.00108629+0.000819399j 0.000335916-0.00263812j -0.00731847-0.0116578j 0.00862937+0.00666065j 0.000483499+0.0081929j 0.00227339+0.00873551j -0.000939852-0.00179015j 0.00192897+0.000791627j -0.000247736-0.000380428j 0.0200946-0.00375187j -0.00805343+0.009979j 0.0170059+0.000308245j 
-6.87257e-05-0.000119493j -0.000469613-0.000105423j 0.000302799+2.41902e-05j 2.10278e-06+0.000453603j 8.82602e-05-0.000557536j 0.000336005-0.000780246j -0.000536514+0.000200145j -4.55364e-05+6.62622e-05j -0.000390238-0.000157563j 0.000587823+0.000420459j -0.000754743+0.00110605j -0.0012123+0.00164767j 0.000667139-0.00018942j -0.000500307+0.00119926j 0.000190926+0.000480072j 0.00037677-0.000709394j 0.000257854+0.000351656j 1.07064e-05-0.000436968j 0.000450041+0.000465908j 0.000376059+8.41739e-05j 0.000537253-7.10518e-05j 0.000361089+6.90876e-05j 0.000452294+0.000494786j 0.000181122+0.0010484j 0.00120648-0.00109191j 0.00102653-0.000686927j -8.45212e-05+0.000357205j -0.00125813-0.000157033j 0.000794033+0.000701971j 0.000123348-0.000805391j 0.000535927+0.00155903j 9.77821e-05+0.000576718j 0.000130778+0.000447848j 0.000264629-0.00125429j -0.000948758-0.000115404j -0.000492504+4.45185e-05j 0.00166737-0.0001294j 0.00108548-0.000374992j -0.0018138-0.000372021j -0.000301316-0.000660019j -0.000629122+0.00135505j -0.000493218+0.000728294j 0.0011325-0.000990792j 0.0013974+0.00129977j -0.000400807-4.31508e-05j -0.00026311-0.00175181j 0.000148123+0.000651371j -0.00098722-0.00161192j 0.000564841+6.71553e-05j -0.000818506+0.000258014j 0.000444385+0.000753422j -0.00114652+0.00203596j 0.00069028-0.000274549j 0.000985128-0.00044295j 0.000284507-5.18677e-05j -0.000662159-8.574e-05j -0.00134053-0.000989758j 0.000635728+7.10964e-05j -0.00059235-0.0003902j 0.000168901-0.000891968j -0.000146021+0.00207485j -0.000440563-0.000581124j 0.000260713-0.000673926j -0.00101725-0.00108567j 7.26794e-05+2.29141e-05j 0.00218739+0.000623651j 0.000348734-0.000542355j -0.00152129-0.000485869j -0.000486508-0.00034127j -0.000880766+0.000255052j 
