0.00271273-0.0077069j 0.00829514+0.000161351j 0.00611448-0.00686313j -0.00149233-0.0112172j -0.00869094-0.00387476j -0.00362913+0.0136878j -0.00791907+0.00552061j -0.00558755+0.00321554j -0.00944073-0.015562j 0.00351323-0.0102878j 0.00715452+0.0151691j -0.000171913+0.00150396j 0.00108004-0.000604311j -0.00272161+0.0101806j -0.00442098-0.00239722j -0.00134205+0.00240887j 0.0107862+0.000197983j 0.00219159+0.0117755j 0.0155432+0.0203988j -0.00757151+0.00839229j 0.00548148-0.00532934j 0.00974263+0.00658118j -0.00892429+0.00120528j -0.0078366+0.00564376j 0.00427017+0.00587512j 0.00490833-0.00547895j -0.0106551-0.00601317j -0.000668996-0.0106035j -0.000638992-0.00633652j -0.000928543-0.0127428j 0.00235836+0.00713049j -0.0010572+0.00867717j -0.00989397-0.00542877j 0.00298526+0.00330378j 0.00883735+0.0151806j 0.00213673+0.0038976j -0.0060257-0.00254596j 0.00968126-0.00515693j -0.000406753-0.0064772j -0.00636897-0.0104707j -0.0210389-0.00949011j 0.00821436-0.00106383j -0.00353815-0.000973505j -0.00517131+0.0131672j -0.00127697-0.00938591j -0.0203961-0.0131818j 0.00446731+0.0039956j 0.00422511-0.00470185j 0.000438629+0.00027721j 0.00655116-0.00724347j 0.00636583-0.00816657j -0.00616559+0.00152836j -0.00493272+0.0119378j -0.00835715+0.00686157j -0.0015732-0.0023361j 0.00532603+0.0039045j -0.00473818-0.00818574j -0.0138306-0.00845679j 0.00301112+0.00148255j 0.00259537+0.0145864j -0.000834177-0.00300643j -0.00554174-0.00360494j 0.0151514-0.00836631j 0.00863563+0.00133469j 0.00173728+0.00122842j 0.00395261-0.00637496j 0.0108408-0.000252423j -0.00828809+0.00306132j 0.00162239-0.00956032j 0.00805373+0.00669658j 0.00424537+0.00705483j 0.0044373-0.00355526j 0.00579891+0.00653966j -0.008558-0.0071939j 0.0160183+0.00265948j -0.00316782-0.0112527j 0.0125498-0.0211745j 0.000703475-0.00956733j -0.0132508-0.00693782j -0.00475792-0.0111625j -0.0126871-0.0166733j 0.00511088-0.00513127j 0.00532512+0.0108591j -0.0188184+0.00270748j 0.00490615+0.0128591j 0.00865422-0.00217928j -0.00562049+0.00215178j 0.00981501+0.00264983j -0.00360532-0.00465674j -0.000453556+0.00155207j -0.00215028-0.000167347j 0.00671005-0.0143133j 0.0168825+0.0112974j -0.00582904-0.00703059j -0.0125929-0.000641761j 0.0393071-0.0154793j -0.0198155-0.0426281j 
0.0016435+0.00225694j 0.00195882-0.00440648j 0.00152615-0.0046911j -0.000221234-0.0021632j 0.00750891-0.00658513j 0.000847981+0.00530379j 0.000673138+0.00259144j 0.00544422+0.00133521j 0.00113035+0.00364699j 0.000677519-0.00894055j -0.00236282+0.00476391j 0.0040527+0.0038731j -0.00701008-0.00156991j -0.000223122+0.00357984j 0.00170019+0.000887953j 0.00270204-0.00498827j -0.00377038-0.00682664j 0.00231537+0.00325658j -0.00743743-0.00167755j -0.00155383+0.00522719j 0.00142652-0.00214456j -0.00836283+0.00137904j -0.00468171+0.00171148j 0.0106466-0.00742307j 0.00453621+0.0075075j -0.00455578+0.00131264j 0.00217843+0.00605624j 0.00186456-0.0158418j -0.0111468+0.00320447j 0.00331044-0.00805397j -0.00364474-0.00588639j 0.0128333+0.000231208j 0.0074734+0.00140669j -0.00857919-0.00228409j -0.00439688+0.00445749j -0.0137449+0.00546503j 0.00418191+0.0140903j -0.00534104-0.00937931j 0.00969171-0.000839067j -0.00452455-0.00446127j 0.00938876-0.00560608j -0.00620541-0.00583451j 0.00310817+0.00698934j -0.00277963-0.00141725j 0.00999107+0.00583371j 0.00118868+0.00157397j -0.0141207-0.00279919j 0.00439521-0.0123228j -0.00386843-0.00398215j 0.0199135-0.00447906j 0.0107447-0.00460989j 0.00221216+0.00300008j 0.00373348+0.00179983j 0.00640835-0.000772385j 0.00226142-0.0158853j -0.0110748+0.000820897j 0.00316191-0.000153606j 0.0127899-0.00191569j -0.00255893+0.00596352j -0.00908909+0.016061j 0.0207565-0.00622348j 0.00395029-0.0060443j -0.0144569-0.00660089j -0.00956888-0.00259853j -0.000161596+0.00391473j 0.00842777-0.00857247j -0.0107756+0.0017274j -0.00261578+0.00955512j 0.00156729-0.0103732j 0.00912747+0.00521886j -0.000460748-0.00108556j -0.0115618-0.00811093j 0.00253537+0.00349874j 0.00680393-0.00182976j 0.00582576-0.000106772j -0.00109537-0.00609467j -0.00270355-0.0126565j 0.00138252-0.00668453j -0.000411463+0.00404735j 0.000444416+0.00414496j 0.00321649-0.00096659j -0.0011302-0.00613631j -0.00524496+0.00198241j -0.0089805+0.00886153j -0.00269089+0.000528632j -0.00276746+0.00177094j 0.00802943+0.00171192j -0.00177553-0.00409176j 0.00202417+0.00370924j -0.00389229+0.00280553j -1.91497e-05-0.00549669j 0.00538343-0.00935939j -0.00696503-0.00289121j -0.00803516+0.00263078j -0.00319406-0.00679068j 0.0059436-0.0062796j 0.0102262+0.00175346j 
-0.00379183-0.00437981j 0.00286793-0.00101733j 0.000495663-0.00649669j -0.0039026-0.00462589j -0.00384168-0.00188057j -0.00313384+0.00469994j -0.00627138+0.00167278j 0.00384667-0.00554934j -0.00369937+0.00503441j 0.000634435-0.000145883j -0.00128281+0.00190959j -0.00825703-0.00209984j 0.00265099+0.0064999j -0.00449919-0.00122599j -0.00467974+0.00794088j -0.00343249+0.00119643j -0.00146727+0.00292195j -0.00620194-0.000214097j 0.00303751+0.00228379j 0.00253577+0.000296097j -0.00501859+0.00545868j 0.00211577-0.00216289j -0.00136554+0.000234985j -0.00424433-0.00308107j 0.00924249+0.0024275j 0.00387007-0.00364072j -0.00062262-0.00305861j 0.0089199+0.00281104j -0.00199932-0.00260942j 0.0041342-0.0127707j -0.000396675+0.00939028j 0.00127365-0.00456929j -0.00105765+0.00238501j -0.000325935-0.00789557j 0.0057944-0.00983443j -0.00578385+0.00507145j -0.00569377-0.00227078j 0.00129816+0.00821272j 0.00951082+0.00431984j 0.0041084-0.00849986j 0.00167379-0.00253526j -0.00636049-0.00378556j -0.00127689-0.000668872j -0.000944456+0.0100481j 0.0101792-0.00564568j -0.0058014-0.00083167j -0.00512469+0.000856189j 0.00717759+0.00732498j -0.00561397-0.0145065j 0.00213145-0.00481002j 0.000143117+0.00202128j 0.000898159-0.000809503j 6.76043e-05-0.00247858j 0.0109112+0.00489572j -0.00168682+0.0110523j -0.00711228-0.00303238j -0.00196622+0.002915j -0.00285962-0.00925899j 0.00266242+0.000799208j -0.00895841+0.00463913j 0.00890768+0.0160161j 0.00608463+8.48977e-05j 0.0113878+0.00634715j -0.000632221-0.00293014j 0.00247475-0.00933472j 0.00541345+0.00689717j 0.00455297+0.00415668j -0.0109358-0.00461543j -0.00788466-0.00704486j 0.0059525+0.011463j -0.00296494-0.00236354j 0.00913137-0.00960647j -0.00186326-2.27784e-05j 0.00617907+0.00411299j 0.00339953+0.000740723j -0.00151056-0.00698936j -0.00162917+0.0036589j 0.00384811-0.00115958j 0.00380357-0.000344098j -0.000400719-6.47893e-05j 0.00338295-0.00454723j -0.000629552-0.00603572j -0.00565811-0.00154739j 0.00165402+1.02322e-05j -0.00443523-0.00610272j 0.000661665-0.00841783j 0.00706644+0.002385j 0.00376691+0.0010045j 0.00564959+0.00715168j 0.00163547+0.0042645j -0.00237043+0.00629822j 0.00108091-0.00138602j 0.00251025+0.00562586j -0.00786508-0.0018266j 0.00293166-0.00109648j 0.00616452+0.000111405j 0.000198686-0.00533588j 
0.00273684+0.0012138j -0.0013053+7.58631e-06j -0.00339029+0.00146104j 0.00109823+0.00163207j -0.00207158-0.00131131j -0.00296594-0.0038069j -9.86973e-06+0.00414184j -0.000616488-0.00347799j 0.00244815+0.00254563j -0.00493752+0.00670143j -0.000854202+0.000260272j 0.00833547-0.00430834j 0.00260573-0.00512583j 0.00272549-0.000945721j 0.005753-0.000784585j -0.00524248-0.00135996j -0.000207171-0.00196581j 0.00635375-0.00348268j -0.00104681-0.00446733j 0.00136397+0.00671365j 0.00138028-0.000512881j -0.00170137-0.00151101j -0.00193607+0.00980028j 0.0024806-0.000686009j -0.000545489-0.00419069j -0.00462944+0.00136908j 0.00194276-0.00484174j -0.00936421+0.00310318j 0.00676559-0.00096488j -0.00238108-0.0015859j 0.00813196+0.00407176j -0.0154652-0.00212j 0.00178781-0.00510446j 0.00836008-0.012496j -0.0062579-0.00704673j -0.0114224+0.000280948j 0.0038823-0.00865005j 0.00471591+0.0123827j 0.00138351+0.0034282j -0.00316491-0.00252794j 0.000547966+0.0020263j -0.000917076-0.0051873j -0.0100968+0.00260768j 0.00288841+0.00703968j -0.00248482+0.00343798j 0.00764991-0.00224675j -0.00222935-0.0109587j 0.00520674+0.00407121j -0.00513425+0.010455j -0.00128451+0.000629902j 0.011632+0.00602022j -0.00372926-0.00310432j 0.00406693-0.00182519j -0.00121262+0.0106252j -0.0050209+0.00318693j -0.00242308-0.00649152j 0.00452526-0.00314285j 0.000230474+0.00586114j -0.00257602+0.00369479j 0.00731212+0.00990523j -0.0134586-0.00310197j 0.00186813+0.00272787j 0.00301386-8.70456e-05j 0.00504934-0.00392064j -0.00177698+0.000367928j -0.00101575+0.00321448j -0.00720804-0.00534484j 0.00178584-0.00431442j -0.00224598+0.00255958j 0.00782013+0.00544304j 0.00692837-0.00202182j -0.000918384-0.00454835j 0.00555573+0.000711738j -0.00685741+0.00543794j -0.00844512-0.00835409j 0.0059172+0.0102919j 0.00624963-0.00317146j -0.00636201+0.0041837j 0.00125565+0.00319795j 0.00119323-0.00619656j 0.00067833-0.000633337j 0.000231384+0.0039021j -0.0107091+0.00388652j 0.0021376-0.002893j 0.00665107+0.0101922j 0.010636+0.00428025j -0.00404614-0.000397834j 0.000325805-0.00383245j 0.00547013-0.00158335j -0.00674075+0.00276172j 0.00521274+0.00259044j 0.00306289-0.00382616j 0.00074802-0.00118142j 0.000148818-0.00120109j -0.00130924+0.0018804j -0.00449261-0.00472332j -0.00274241-0.00110158j 
-0.00252404-0.00208383j 0.00434763+0.000466064j -0.000188885+0.00130998j -0.00335605-0.00319512j -0.00275647-0.000106761j -0.00360055-0.00165848j -0.000421705-0.00158637j 0.00265202-0.00391981j 9.34882e-05-0.00966891j 0.00207803+0.000539273j 0.0031543+0.00134999j 0.00110274-0.00107076j 0.00121055-0.00157589j -0.00375564-0.00411774j 0.0108959-0.00539646j -0.00493682+0.00133801j 0.00323751+0.00113124j -0.00617317+0.00300162j 0.000962747-0.00325801j 0.0063876-0.00684629j 0.00441717+0.0126985j 0.00479163+0.00715703j 0.00334669-0.00620514j -0.0052277+0.00329537j 0.0154768-9.8238e-05j 0.00415455-0.00226852j 0.00012046-0.00202096j 0.00703267-0.002275j -0.00284198-0.00650308j 0.00865003-0.00898779j -0.00191328+0.0060118j 0.0038476+0.0166815j 0.00602627-0.00737486j 0.00328973-0.00104414j 0.00330752-0.000250634j -0.00996158-0.000685089j -0.00184923-0.00763622j 0.00200395-0.00543625j 0.0123937-0.00051493j -0.00606739+0.0154806j 0.00155606+0.0128485j -0.0113371+0.0019381j -0.00590016-0.00229624j -0.00808681+0.00236462j -0.000654856-0.00565214j -0.00967332-0.00348908j 0.00648729+0.0078207j -0.00644182+0.00450275j -0.000796741-0.00285823j 0.0121903+0.00574582j 0.00337562+0.00387951j -0.0112388+0.00618132j 0.00343553+0.00748967j 0.00270939+0.00262019j -0.00206009+0.00482891j 0.00119821-0.00124031j 0.00633214+0.00014339j 0.00400186-0.00129806j 0.00402958+0.00339136j -0.0181104-0.00315327j 0.00457724-0.0100255j 0.00772189+0.00827357j 0.00407163-0.00105936j -0.00398054+0.0094389j 0.00895292-0.000896386j -0.00242973+0.00325353j 0.00250899+0.00592604j 0.00749641-0.00267006j 0.00365126+0.00180177j -0.00863704-0.00190833j -0.005617-0.00285599j -0.000105461+0.0083704j -0.00559161-0.0114228j -0.0047016+0.00358135j 0.00290072+0.00133758j 0.00477331-0.00251216j 0.00623248+0.0037704j 0.000986788-0.00767644j -0.00251942+0.00144497j -0.0021725+0.0101735j -0.00705158+0.000600886j 0.00236527+0.00462474j 0.00870886+0.00404479j 0.0104847+0.00373895j 0.00498056-0.00181288j 0.0039969+0.00319232j -0.00132643+0.0022692j -0.00427745+0.00514905j 0.00688351+0.00248538j -0.00766629+0.00715094j -0.0036676+0.00960696j 0.00184923+0.00571689j 0.00201926-0.000997888j -0.00175439-0.00152859j 0.00262434+0.00111848j 0.00302862+0.00427167j 0.00519199-0.00322836j 
0.00553509-0.000910964j 0.00076064+0.0014361j 0.002268+4.71732e-05j 0.00158289-0.000192724j 0.0039113-0.00827463j -0.00257382+0.00110411j 0.00218753-0.000695274j 0.00428337+0.000540232j -0.000965914+0.00106512j -0.000241456-0.00128584j -0.00273554+0.00190178j -0.00296392-0.00412772j -0.000732235+0.000226246j 0.000427244-0.00115781j -2.70538e-05+0.00823082j -0.00138556-0.000499571j -0.00436553-0.00468461j 0.00144746-0.00640421j 0.00148375+0.00306541j 0.00312488+0.00314219j 0.00274514-0.00946233j -0.00256409-0.000629436j -0.00483077+0.00363262j -0.00294121-0.00586396j 0.00454232-0.00337354j 0.00570486+0.00170946j -0.00510943-0.000747421j 0.0013603+0.0101412j -0.013195+0.00248343j -0.00125436+0.0139131j -0.00375356+0.00658136j 0.0106996+0.000151265j -0.00791022-0.00257998j 0.00678159+0.0102826j -0.00900318+0.0058252j 0.00589126+0.00215265j -0.00405547-0.00143443j -0.00190863-0.00126185j 0.00538187+0.0055074j -0.00389222-0.0006374j 0.00186961-0.00329914j -0.0112105+0.0053306j -0.00957752+0.00898228j 0.0115124-0.00161113j 0.00456453-0.00108137j 0.0079285-0.0110502j -0.0066756-0.0028232j -0.00443419+0.00950218j 0.0135388-0.00951755j 0.0157932-0.00719644j -0.00114325+0.0119761j -0.0118332-0.00572423j -0.0152871+0.00465209j -0.000265296+8.65907e-05j -0.00372317+0.0200464j -0.0042921-0.00631015j 0.00298618-0.00464458j -0.00408879+0.011903j -0.00507094+0.0118308j 0.00644636-0.00202159j -0.0018234+0.00283078j -0.00196898+0.0070266j -0.000679765-0.00744315j -0.00406564-0.00144161j -0.00373752-0.00594309j -0.00747208-0.00149737j -0.0163642-0.00180776j -0.00449441+0.00115025j 0.00157246-0.00801321j 0.0132294+0.00253356j -0.00705613-0.00135839j -0.000141-0.0056339j -0.00894999-0.00467766j 0.00155733-0.00646439j 0.00671716-0.0073001j 0.00492146+0.00446322j -0.000776605-0.00897673j 0.0122696+0.00509976j -0.00377274-0.00219687j 0.00425389-0.00165429j 0.00309743-0.00494084j 0.00215541-0.00544771j 0.000630804+0.00569342j -0.0110162+0.00222228j 0.00455757-0.00117202j 0.00423743+0.00877969j 0.00275068-0.015032j 0.008156+0.00641861j 2.01619e-06-0.0010899j -0.00172631-0.00180946j -0.00225767-0.0029908j 0.00711375+0.000628791j -0.00491518-0.00338683j -0.000880161+0.00478825j -0.00204524-0.00199839j -0.00499568-0.00419284j -0.000604936-0.000380102j 
-0.00120593-0.00121036j 0.000457842-0.00130954j 0.000878442-0.00289196j 0.000316182+0.00269674j 0.00558796-0.00225186j -0.00237985-0.00215406j 0.0039913+0.00169981j -0.0016365-0.00306003j -0.000612057-0.00314307j 0.00626462+0.00025302j 0.00419842-0.00510166j -0.00208816+0.00274294j -0.000791039-0.000101685j 0.00440945+0.00697708j -0.00416385-0.00967759j 0.00604466+0.00135865j 0.00293802-0.000561975j -0.0022253-0.00440745j 0.0047093+0.00481573j -0.00255586+0.00227416j 0.00192588-0.00142464j -0.0196914-0.000960798j -0.00658824-0.000108711j 0.00234116-0.0024131j -0.00717996+0.00110946j -0.00204398+0.00199539j 0.0042191+0.00890264j 0.00591642+0.000329402j -0.00387344+0.00561454j -0.00892021+0.00166253j -0.00199498-0.00307536j -0.00489433-8.66254e-05j 0.000721579-0.00614946j -0.00639839-0.000539032j -0.0150814-0.00601914j 0.00678601+0.00323293j -0.00924496+0.00635327j 0.00423153+0.00672791j -0.00889277-0.00400151j -0.0103643-0.00628977j 0.00628552-0.00653311j 0.00162032-0.00544394j 0.00130793+0.00502385j 0.00894335-0.000546858j -0.00147487+0.00499211j 0.0136928+0.00077673j 0.00830918-0.00115362j 0.0058231-0.00115027j -0.0111185-0.013657j -0.00130444+0.00645471j -0.00859443-0.00196721j 0.0132832+0.00460874j -0.00667259-0.000772242j -0.0017323+0.000186717j 0.00287571-0.00397617j 0.00579251+0.00393782j 0.010449+0.000623118j -0.00320288-0.0031296j -0.00920831-9.11795e-05j 0.00865686-0.0110536j -0.0094207-0.00354249j 0.00530629+4.858e-05j -0.0118144-0.00753202j 0.00665539+0.0129334j -0.00667027-0.00527456j -0.00218941-0.00726613j 0.00359253-0.00262235j -0.00383149+0.00372952j 0.00864983+0.00518206j 0.00355094+0.00308622j 0.01132+0.00534742j -0.00718426-0.00341722j -0.00824651+0.00335855j -0.00166762-0.00292396j -0.00649349-0.0124213j -0.00521841+0.00235869j 0.00199558+0.0025458j -0.00306405-0.00175366j 0.0060899+0.00462566j 0.000687996-0.0019857j 0.00106352+0.00275118j 0.00200557+0.00404015j 0.00547487-0.00775111j -0.00226309-0.00275811j 0.00647766-0.00162327j 0.0106378+0.0024298j 0.000793453+0.000519023j 0.000453729+0.000245696j -0.00536856-0.00354785j 0.000183639-0.00763648j 0.00363456+0.00251546j 0.00329206+0.00424116j -0.00229589+0.0016101j 0.0027563+0.00306497j 0.00259042+0.00258559j 0.00245296+0.00234479j 0.00110193+0.00180941j 
0.00104311+0.00132581j 0.00161639+0.000276395j 0.00180819+0.00144747j 3.65211e-05-0.00359056j 0.00517364+0.00449507j -0.00623605-0.00250359j 0.0019868-0.000819848j -0.00059691+0.00376054j -0.00245916+0.00402344j 0.000331922-0.000723649j -0.00279737+0.00558183j -0.00257099+0.00347018j -0.00477551+0.00244309j -0.00395226-0.00070777j 0.00142037+0.00583976j -0.000665334+0.003266j -0.00107245-0.00021072j 0.0028105-0.000314476j -0.00526282-0.0054382j -0.000947129-0.00139028j 0.00139093+0.00457251j 0.00226212+0.000435043j 8.63743e-05-0.00329088j -0.00247591+0.0115722j -0.00625106-0.0052245j -0.000695821-0.00495451j 0.00222946-0.00305448j -0.000922759-0.0132065j -0.00717892-0.000102839j 0.0112065+0.0127122j -0.00911977-0.0104493j 0.000975801-0.00448192j -0.000161917+0.0148614j 0.0087682+0.00515224j 0.0017539+0.00527381j 0.0052527+0.00339919j 0.00853906+0.00265453j -0.00982718+0.00105747j -0.00704082-0.00969287j 0.0101076-0.00606943j -0.00157891+0.0104375j 0.0038349+0.00149058j 0.000861776-0.00420981j -0.0105365+0.0010272j -0.00287849+0.000767938j 0.00452235+0.0107238j 0.00306995+0.00478271j 0.0052266+0.00291099j 0.0090008-0.00552927j 0.00466926+0.00243985j 0.00907015+0.00728832j -0.0100979+0.000817512j 0.00476855+0.00713236j -0.00647748-0.000529362j -0.00720155-0.00469522j -0.00891064+0.00259949j 0.00084109-0.00838152j 0.00253934+0.00858485j -0.00808361-0.00313248j -0.0104015-0.000843251j 0.00270809+0.00951625j 0.0109991-0.00475378j 0.00983435-0.0024985j 0.00128899-0.00999355j -0.00180455-0.0112842j -0.00173286-0.00728413j 0.00455226-0.00128409j -0.00385082+0.00421776j -0.00376261+0.000528245j -0.00730816+0.00217236j 0.000170113-0.00930182j 0.0123222+0.000130042j -0.00202084+0.00258185j -0.00642327-0.00594619j 0.00302782+0.000118289j 0.0085638+0.00414289j 0.00213232+0.0103451j -0.00321611-0.00908947j 0.00278493+6.81502e-05j -0.000895818+0.00541557j 0.000428572-0.00619482j -0.00573763-0.00518516j -0.00368922-0.00663593j -0.00176138+0.00411599j -0.00228242-0.00849821j 0.00176234+0.00196251j -0.00127606+0.00441433j -0.00173468-0.00965544j -8.77021e-05-0.000634096j 0.000444403-0.000459021j 0.00123121+0.00301679j 0.00565483-0.000393025j 0.00662685-0.00124218j -0.000241428-0.00218936j 0.00490935+0.000351625j 0.00762147+0.0034842j -0.000309927+0.00440301j 
-0.00154536-0.00149931j 0.00417617+0.00179212j 0.00116289+0.00497322j -0.000568448+0.00133166j 0.00192129-0.00303396j 0.00194483-0.000306038j 0.0011914-0.00489271j -0.00142818+0.000628667j -0.00708801-0.00294414j 0.00256355+0.00234322j -0.00399717+0.00212149j -0.00426871-0.00290259j -0.000519167+0.000706359j 0.000814682-0.00709135j 0.00197617-0.000460025j -0.00319118+0.000429195j -0.00296507+0.000803391j 0.000275488+0.000548215j -0.00757678-0.000848417j 0.00109622+1.9477e-06j 0.00294884+0.0020669j 0.00664259+0.0111841j 0.000978167+0.00429356j -0.00334187+0.00723318j -0.00531912+0.00782727j -0.00561048+0.00810238j -0.000959272+0.00287168j 0.0073186-0.00535806j -0.00263467-0.00790461j -0.00152618+0.00664607j 4.33594e-06-0.00450477j 0.00667446+0.000950125j 0.000173493-0.0109134j -0.000780801+0.0130872j 0.00467115-0.00382503j -0.00624202-0.00205231j -0.00965152-0.00322486j -0.00845736+0.00506733j 0.00291367-0.00705149j 0.00474081-0.00470914j 0.00527605-0.00108719j 0.00153714-0.0023336j 0.000172198-0.00905855j -0.00777176-0.000849015j -0.00908499+0.0014824j 0.00285918+0.00966708j 0.00492534+0.00275766j -0.00196728-8.15493e-05j 0.00659472-0.0010822j -0.00195739-0.00164044j -0.00376871-0.000551376j -0.000208654-0.00496565j 0.00256839-0.000454732j -0.00278956+0.00421804j -0.0107309-0.00991107j 0.00747885+0.000596685j -0.00111226+0.00645343j -0.00375376-0.00779112j 0.00550292+0.00642048j 0.0036712+0.000832677j 0.00410179-0.0157154j -0.0147602+0.00558421j -0.00505146-0.00180133j -0.00286143+0.00517734j 0.00358806+0.00434948j -0.00449374-0.010575j 0.0152513+0.00798773j -0.00253919-0.000817046j -0.0107133+0.00556934j -0.00453438-9.3288e-05j 0.000416141+0.00160367j 0.0109511+0.00896697j 0.00114695+0.000443933j 0.00353055-0.00118032j 0.00464697-0.00463584j 0.0124819+0.000411244j -0.00720724-0.000436615j 0.00310485-0.00682394j -0.00985427-0.00597626j -0.0101795-0.00491994j 0.00598987-0.00541983j 0.00470696-0.00566091j -0.00333214-0.00828209j -0.010255+0.000772467j -0.00110315-0.00342465j 0.00216599+0.0063262j -0.00316086-0.00629807j -0.00340143+0.00658241j -0.000327084+0.00341944j 0.00107172+0.00105452j -0.000435999-0.00758728j -0.00402308+0.00412595j 0.00424958-0.00194191j -0.00619875-0.00163091j -0.00219427-0.00819956j 0.00156732-0.00102431j -0.000451527-0.00105666j 
-0.00107723+0.00253608j 0.000181464+0.000613706j -0.00190881+0.00257729j -0.00350069+0.00151926j -0.00170342+0.0030516j 0.00245172+0.000800745j -0.00663463+0.00121617j 0.00629629-0.00115536j 0.00169046-0.000915615j -0.00209254-0.00218543j 0.00342037+0.00243302j 0.00405118+0.00156988j 0.00214462-0.00386809j -0.00388782+0.00115476j 0.00846145-0.00388321j 0.000338335+0.00231057j 0.00110326-0.00450324j 0.00500242-3.46003e-05j 0.00346992-0.00223248j -0.00254359-0.0044521j -0.000170527-0.000358447j -0.00313238-0.00172654j -0.00374955-0.000551123j -0.00253723+0.000282867j 0.00740111-0.000747146j -0.00645078-0.00202545j 0.00906353+0.00979384j -0.0013323+0.00462559j 0.00134835-0.00360113j -0.000605985-0.00609651j 0.00921328-0.00824j -0.00657619+0.008596j 0.00158573-0.000217358j 0.00161824-0.00214298j -0.00719426-0.00301688j -0.00375238+0.00836516j -0.00259431-0.00769457j 0.00891115-0.00735693j -0.00529181+0.00596585j -0.00535398-0.00643294j 0.00682842-0.0103228j 0.00675975-0.00254509j -0.00606309+0.00940284j 0.000796209-0.00931687j -0.00540646+0.00528694j -0.000171246-0.00613019j 0.00285745-0.00469354j -0.00878483-0.00455666j -0.00495636-0.00324531j -0.00229538+0.0019364j -0.00739197-0.00998667j 5.39925e-05+0.00518952j 0.00709857+0.00121409j 1.44395e-05-0.00847652j 0.00508497-0.012384j 0.00683696+0.0122299j 0.00101819-0.00146764j 0.00866421+0.00204844j 0.00547666-0.0018478j 0.00870914-0.00552252j -0.00770622+0.0153193j -0.00126669-0.0159643j -0.00164478+0.0123866j 0.00241446-0.0137412j -0.00347823+0.0120138j 0.000453946+0.00134672j 0.00388012+0.000221736j -0.00184152-0.00651198j 0.0151048-0.00469193j -0.00352864+0.000727497j -0.012823+0.00511593j -0.00422179-0.00426071j -0.00445711+0.0049677j -0.00715795+0.0128044j -0.000493492-0.00457391j -0.00791166-0.00422519j 0.00493822+0.00338079j 0.000672129-0.0104918j 0.000383914-0.00789201j -0.00671516+0.003746j -0.000588036+0.00120402j -0.00222146+0.000953927j -0.00441715-0.000411664j 0.0116492-0.00548707j 0.00410326-0.00226426j 0.000903839+0.000917906j -0.00385759-0.00391951j 0.00071815-0.00648152j -4.54078e-05-0.00839839j 0.00173646-0.00348907j 0.00218895-0.00324225j -0.0037426+0.000898787j 0.00233357+0.00437539j -0.00233498-0.00296148j -0.00311653+0.000829085j -0.00161952-0.000130798j 0.000157247-0.00135941j 
-0.00203593-0.00337494j 0.00184795+0.000997519j -0.00101947+0.000821574j 0.0012605-0.00170391j -0.00237107-0.000323134j 0.0044011+0.00081248j -0.000433585-0.00226689j -0.00189555-0.00227453j 0.00447589+0.00176144j -0.00329023+0.00203452j -0.00444785+0.00525564j -0.00111269+0.00202432j 0.00426929-0.00359555j 0.00340542+0.00484281j 0.00345982+0.000786943j 0.00354718+0.00250798j 0.00600748+0.00339736j -0.00232833+8.89092e-05j 0.00133909-0.00346294j 0.00123146-0.00399661j -0.00168199+0.00282585j -0.00329153-0.00473049j -0.0100893+0.00531233j -0.00169475+0.0049606j 0.00113409-0.00775037j 0.0016997-0.000867874j -0.00532129+0.0022471j -0.0104576+0.00834768j 0.00616859-0.00256227j -0.00671009-0.0044751j 0.00197246+0.00384394j -0.0194795-0.0154831j 0.0034077+0.00222985j -0.00976178-0.00292732j 0.000207988+0.00123602j -0.000783022-0.0135437j 0.0066756-0.00670684j 0.00913507+0.00599551j -0.012354+0.0165897j -0.00637092-0.00114987j 0.00116112-0.00967785j -0.00352129-9.66986e-05j -0.00446728-0.00179535j 0.0052093+0.00384325j 0.00107029+0.00454915j -0.00327896+0.00514474j -0.0101798+0.00536179j -0.00748049+0.0131304j 0.00907668-0.00980439j -0.000677981-0.00317956j 0.0133756+0.000480447j -0.00303341+0.00258204j -0.00964618+0.00283314j 0.00544067+0.00119598j -0.00287642-0.00949951j -0.00237361+0.00417545j -0.00719616+0.00131033j 0.0133385-0.00715975j 0.00418114-0.00348138j 0.00595499+0.00418683j -0.00312165-0.00889862j 0.0114684-0.00204596j 0.00393246-0.00129837j 0.000604956+0.00835708j -0.00728942-0.0070244j 0.00329446-0.00294937j -0.00410325+0.000416043j 0.011372+0.000207091j 0.00404744+0.00561958j 0.00406133-0.00613878j -0.00072099-0.00207276j -0.0117135-0.00139496j 0.00539659-0.00224897j -0.00894977+0.00320581j 0.00312287-0.000987037j 0.000428277-0.0116045j 0.00586751+0.00558465j -0.00427289-0.00830993j 0.0049198+0.00410212j 0.00146173+0.00115406j 0.00779923+0.00555571j 0.00500969-0.0021596j 0.00220965-0.0022819j 0.0105664+0.00491696j -0.0014632-0.000823941j -0.00308895-0.00305511j -0.0125903-0.00324924j 0.00437358-0.000202169j -0.00276005-0.00834135j -0.000285595+0.0039225j -0.00183055-0.00172434j 0.00271936+0.000928552j -0.00207249-0.000131917j 0.00302158+0.00321713j -0.00249798-0.000277818j 0.000887569+0.000250396j 0.00234262-0.000541444j 
