-0.00440402+0.00545895j -0.00575605-0.00496718j -0.00646752-0.00304363j 0.00309148-0.00604037j 0.00255875+0.00161326j -0.00344811-0.00287992j 0.00268652-0.00522046j 0.00548527+0.00135885j 0.00084318-0.00274815j -0.00084343+0.00109742j -0.000438741-0.00492668j 0.00388746+0.00165236j -0.00240048+0.00179822j -0.00406846-0.00117104j 0.00240584-0.00303581j -0.00241042+0.00207447j -0.00277407-0.000644671j 0.00136144+0.00333344j -0.00267749-0.000474905j -0.00144734-0.00469003j -0.000827846+0.00213078j 0.000686617-0.000750758j 0.00499457+0.00126169j 0.000543543-0.00245946j -0.000583708-0.000802635j 0.00350138-0.00259281j -0.000885383-0.00191226j -0.000306303-0.0014419j -0.00458999+0.000975381j -0.000126314-0.00108955j -0.0010218+0.00347194j 0.00225344+0.00126057j 0.00119508-0.00172393j -0.000544357+0.00150093j 0.000252368+0.00239704j 0.000181825+0.00233732j -0.000942022+0.00151276j 0.000691985+0.0020121j 0.00100311+0.000186402j 0.0033383-0.00116302j -5.14254e-05+2.86135e-05j 0.00152958-0.00224245j 0.00109832+0.000694142j -0.00252372+0.000656008j 0.00324162-0.000507134j -0.00106847-0.00264313j -0.000546885+0.00235203j -0.00291762-0.00310565j -0.00406703-0.000332354j 0.00317523-0.00874175j 0.0113265+0.00315653j 0.00200007+0.0053768j -0.00471367+0.00991144j 0.00978663+0.0019567j 0.018621+0.0154513j 0.014988-0.0179281j 
-0.00157465-0.00235424j -0.00213059+0.00171278j -0.00158742+0.00160691j -0.00227874-0.00249443j 0.00446975+0.0022318j 0.00205953+0.00152999j -0.0013555-0.00472772j 0.000419189+0.00552825j -0.00325535+0.00140801j -0.00292612-0.00198599j 0.00514576-0.00386792j -0.00504752-0.00400422j -0.00715904+0.00912681j 0.00480148-0.00313803j -0.00264038-0.000588989j -0.000888274+0.00492735j 0.00953508-0.00470063j -0.0064494+0.000282654j -0.00473516-0.00350698j 0.00129286+0.00853714j -0.00382676+0.00834801j 0.00124099+0.00707674j -0.00548372+0.00451678j 0.00472493-0.000814061j 0.00539625-0.000921379j -6.03581e-05-0.00267776j 0.0068277-0.0102171j -0.00398326+0.00323338j 0.00117548-0.00175158j -0.0100806+0.0128513j -0.000938971-0.000430055j -0.000979724-0.00551461j -0.00307712+6.3435e-05j 0.00435425+0.00124094j -0.000567816-0.000360269j 0.00149932+0.00152385j 0.00395729-0.000521819j 0.00547001-0.00878189j 0.00932515-0.00638093j 0.00513943+0.00110073j 0.00090163+0.00431399j 0.00211273-0.00634088j 0.0034964+0.00157914j 0.0069633-0.00665178j -0.00143144-0.000239467j -4.02179e-05+0.000829205j -0.00041769+0.000135148j -0.000516158-0.00282518j -0.00239489+0.00291551j 0.00708519-0.00420976j -0.00118909-0.0014745j 0.00343563-0.00187476j -0.000639215+0.00336624j -0.00075678+0.0026192j -0.000628754-0.00107374j -0.00139359+0.00226873j 
-0.00134497-0.00202593j 0.00146916+0.000685753j -0.000968214+0.000705506j -0.00318096-0.00252472j 0.00377554-0.000504607j 0.000775372+0.000113214j -0.00187368-0.00348175j 0.00161503+0.00195579j 0.00298024+0.00311797j -0.000591044-0.00286143j -0.000309335+0.00105726j -0.00669397+0.00194608j 1.47336e-05-0.00513991j -0.00867707+0.000602451j -0.00604487+0.00448119j 0.0044675-0.00273385j 0.0012061-0.000688149j -0.0044827-0.0029131j -0.000102641-0.00316231j 0.01009+9.68135e-05j 0.00546312+0.00562709j -0.00506758+0.00432231j 0.0074743+0.00377418j 0.00289847-0.00123709j 0.0128194+0.000618365j -0.00114028-0.00163116j -0.000138719-0.000369971j 0.00602024-0.00224693j 0.00143768-0.00142233j -0.000972102-0.00377786j -0.00513567-0.000146813j -0.00990821+0.00103936j -0.00945444+0.00300938j -0.00407175+0.00286168j 0.00193309-0.00477475j -0.00194887+0.00137685j 0.00168664+0.00517603j 0.00264633+0.0106175j -0.00232911+0.00229733j 0.000134296-0.00433789j -0.00148261-0.00222638j 0.000873949-0.00199936j -0.0047127+0.00271285j 0.00218729+0.00236749j 0.00254177-0.00217421j -0.00431088+0.00025841j -0.00581079+0.00175437j 0.0004719+0.00225676j -0.000718109-0.00190699j 0.00256239+0.000302273j -0.0023873-0.00119263j 0.000732318+0.00179498j -0.000450084-0.00050321j -9.41506e-05+0.00027501j -0.00193191+0.000150271j -0.000629327+0.000695216j 
-0.00163987-0.00229392j -0.0019819+0.00170684j -0.00177208-0.000644665j 0.000310538+0.00261212j 0.000584382+0.000858536j 0.000258102-0.00211954j -0.00328659+1.06827e-05j 0.000360198+0.00332268j -0.000974534+0.000428499j 0.0023291-0.000342713j -0.00418959-0.0035095j -0.00234796-0.000699927j 0.00483344+0.00136407j 0.00379533+0.000619225j -0.00135782-0.0103851j -0.000933915-0.00143638j 0.00624138+0.00320148j -0.00201087+0.00443948j 0.00882134-0.00321117j 0.00116045+0.00150193j 0.000808273+0.00122307j 0.00132849-0.00316212j 0.00475325-1.05681e-05j 0.0102505+0.0086276j 0.00689126-0.00222971j -0.00430537+0.00181813j 0.00693361-0.00357042j -0.00393925+0.00608334j -0.00169053-0.00448691j 0.000931885-0.0184357j 0.00247611-0.00336626j -0.00834492+0.00140267j 0.00461952-0.0123848j 0.00804632+0.00715926j 0.00323502+0.00165006j 0.0070542-0.00924928j 0.00522382-0.000690605j 0.00999958+0.0013722j 0.00197963+0.00884895j -0.000481313+0.00443798j 0.00685468-0.00214275j -0.00169586-0.00547922j 0.00142011+0.00117492j -0.00816596+0.00469306j -0.00424545+0.000768632j -0.00115313+0.00339493j 0.00731915-0.000896517j -0.00242319+0.000575411j 0.00344377+0.000939245j 0.000354873-0.00258988j -0.0003549+0.000405295j 0.000466766+0.000954086j 0.000337276+2.65188e-05j -0.00237075-0.00170989j 0.000302596+0.00147322j -0.000438736+0.000435j 
0.00154506-0.000197533j -0.00210815-0.00201087j 8.71008e-05+0.000366047j -0.00222923-0.00086468j -0.000176002-0.00256481j 0.000992288+0.00165818j 0.0011657+0.00281196j 5.89056e-05-0.00257471j 5.05395e-05-0.00213879j -0.000904587+0.000923964j 0.00516968+0.00312792j 0.00207299-0.00406027j -0.00423318+0.00264571j 0.00134035+0.000103611j 0.00277815+0.00494085j -0.0034138+0.00126902j -0.00208523-0.0064676j -0.00375274-0.00178794j -0.0143774-0.00136334j -0.000761349+7.22324e-05j 0.00258168-0.000604745j 0.00525052+0.00354161j -0.000219396+0.00138897j -0.00802584-7.28215e-05j 0.0031187-0.00111831j -0.00437074+0.000373116j -0.00643708+0.00145396j -0.00174205-0.00164598j 0.00275241+0.00432983j 0.0096699-0.00462789j -0.00174458-0.00184717j -0.000915882+0.00984639j 0.00899011-0.00540339j -0.0121217+0.00234504j 0.00107478-0.00443852j 0.00334663-0.0035688j 0.00356963-0.000925982j -0.00460224+0.00229924j 0.000507553+0.00692468j -0.00161535-0.000825617j -0.000875676-0.000155793j 0.00322849-0.00434598j 0.0011823+0.00430467j -0.00347316+0.00611261j -0.00377591+0.00230969j -0.00376326+0.00314962j 0.00286034+0.000759706j 0.000243336+0.00327551j -0.00156521-0.000871217j -0.00130941+0.000383414j 0.00228607-0.00164122j 0.000713857+0.00276085j -0.000354038-0.00163158j 7.03293e-05-0.00138071j -0.000940376+0.00173412j -0.000419775-0.00105323j 
0.000610777-0.00106943j -0.000477973+0.000447322j -0.00267293-0.00133942j -0.00112181+0.000371986j 0.00477784+0.00401831j -0.00114808+0.0030805j -0.00148306-0.00430803j 0.00258697+0.00173459j 0.00253753+0.00105325j -0.00273732-0.00292991j 0.0021308+0.00182725j -0.00144302+0.00452173j 0.00816947+0.00422188j -0.00166022-0.00333404j -0.00115883-0.00388597j 0.00571468-0.000781295j 0.000547085+0.000193766j 0.00188408-0.00595014j 0.00130308+0.0043643j -0.00310619+0.00232476j -0.00320672-0.00719206j 0.00378407+0.0066222j -0.00188383+0.00249659j 0.00139777-0.00506708j -0.0047145-0.00468099j -0.00153369+0.00433812j 0.00646719+0.0019537j -0.00250538+0.000182177j -0.000341897+4.12122e-05j -0.00698951-0.00545683j 0.00122621+0.00594953j 0.00205185+0.00468734j -0.000507417+0.00903847j -0.00630537+0.00403884j -0.00560231-0.00905053j -0.00510952-0.00443561j 0.00368024+0.000918398j -0.00506771+0.0104335j -0.00362918-0.00048597j 0.00344001+0.00198788j -0.00273764-0.00188377j 0.00252436+0.00727682j 0.00221201-0.000154346j -0.00258497+0.00906282j -0.00195665+0.0022523j -0.0049831+0.00405125j -0.00459005+0.00473403j 0.000400035+0.00401576j -0.00264043-0.00315291j -0.00110737+0.00184792j 0.00397218-0.00207055j -0.00414729+0.00535447j -0.00113432-0.00108097j -0.00199222+0.000865076j -0.0022168+0.00028222j -0.000893324-6.86587e-05j 
-0.00138523+0.00195457j 0.0020579-0.000374306j -0.000566672-0.000152106j 0.00181065+0.00251856j 0.00131164+0.00152641j -0.00244155-0.000388597j -0.00539579-2.52102e-05j 0.00175339+0.00483874j -0.000659178-0.00195096j -0.00180834+0.00343628j 0.00190481+0.00304451j 0.00498793+0.00235747j 0.00931699+0.00276065j 0.00429123-0.00438724j -0.00581004-0.0052637j 0.00106162-0.000285151j 0.00661682-0.00676041j 0.00709391-0.00490641j 0.000809842+0.00448393j 0.00320513-0.00224628j -0.00296968-0.00206503j -0.00109238-0.00458425j -0.00489117+0.00496098j 0.0104056-0.000185684j -0.00586727-0.00554458j -0.00208662-0.00035618j 0.0125531-0.000755683j -0.0082505+0.000139354j -0.00137097+0.00396353j -0.00893556+0.004752j -0.00869545+0.00107632j -0.00219324-0.00513067j 0.00212203+0.00888345j 0.0101895-0.00354878j -0.00288241+0.00217181j 0.000904777-0.00295632j 0.00886293-0.00335965j -0.00219008+0.00123446j 0.00709586-0.00381047j 0.00249681+0.000869249j -0.0018639-0.00282021j -0.00558356+0.000762233j -0.000119956+0.0029618j -6.17453e-05-0.00258106j 0.00213011-0.000763854j 0.00311579+0.000754045j 0.000450043-0.000809654j -0.00266765-0.00127368j -0.00166669+0.00247271j -0.00175681-0.0018064j -3.24513e-05+0.00331096j -3.17347e-05-0.00113478j 0.00153606+0.000670473j -0.000608413+0.00102632j -0.00120425-0.00105852j 0.00107801-9.7379e-05j 
0.00383812+0.000190573j -0.00164047-0.00248465j -0.00164153+0.0011215j 0.00670684+0.00303045j -0.00866414-0.00299312j 0.0022931-0.00105763j 0.00131284+9.77651e-05j -0.00544471-0.00287736j -0.00641395-3.81366e-05j 0.00726892-0.00272175j 0.00940692-0.0020148j -0.00241104+0.00475326j -0.00224244+0.00509343j -0.00481011+0.00498415j -0.00763165+0.00327998j -0.00262474-0.00303072j -0.00827044+0.00464984j 0.0106896+0.0124808j 0.000325646+0.00947376j -0.00143101+0.00693801j 0.0113255-0.00799042j -0.00498318+0.00259113j -0.00461308-0.00203276j -0.00695865+0.00536544j 0.00608635-0.0121783j 0.00330718-0.00491953j 0.000999428-0.00439911j 0.00386716+0.00115292j -0.00457119-0.000364697j -0.00693961+0.00730595j 0.00330013-0.00703044j -0.0112577+0.00189831j -0.00279346+0.00230626j -0.00494454+0.00878969j -0.000127577-0.0032396j 0.00629832-0.00457571j -0.00082029+0.00704766j 0.00243083-0.00109793j -0.00379692-0.00385379j -0.00189817-0.00435624j -0.00549447+3.09931e-05j -5.57291e-05-0.00717665j -0.000547286-0.00260511j 0.00504418+0.00446947j 0.00350994-5.89871e-05j -0.00423647+0.00670448j -0.00239603+0.000601988j -0.00212755+0.000240001j -0.0012616+0.00232599j -0.00333411+0.00183082j -0.0011464+0.000538498j 0.0050124+0.00107549j -0.00345202-0.00277258j 0.000546412-0.00137583j 0.000387038-0.00122673j -0.000437866-0.000778403j 
0.000636385+0.000635181j 0.000759709-0.000204055j 0.00391839-0.000343601j -0.00335193-0.00299099j -0.00259974-0.00147474j 0.000165746+0.0053836j 0.00599239+0.00212718j 0.00562922+5.27691e-05j 0.00703405+0.00335717j 0.000545481-0.00329881j 3.42989e-05+0.00408091j 0.00862222-0.00479861j -0.00346953+0.00452913j 0.000452294+0.00318183j 0.00235864+0.000484294j -9.3252e-05+0.00230799j -0.00814508-0.00339024j -0.00944569+0.00966613j -0.00294496+0.000813728j 4.02846e-05+0.00125574j 0.00211798-0.00355675j -0.00590405-0.0028945j 0.00595372+0.000674274j -0.00696811+0.00955583j -0.00187224-0.00455001j 0.00420373-0.00252232j 0.00754395-0.00266013j -0.00366886+0.00579598j 0.00028273-0.00354706j -0.00572498-0.00952079j -0.00241787-0.00238231j -0.000376892-0.00584892j 0.00492137-0.00499955j -0.00546485-0.00207407j -0.00471253+0.000145456j 4.18161e-05+0.00378252j -0.00586221-0.00300033j 0.0012477-0.000732133j 0.00237714+0.000565052j 0.00186177+0.000502509j -0.00499941+0.00105746j 0.0017322-0.00140262j 0.00217878+0.00230074j 0.00208992-0.00172436j -0.00277349+0.00216331j 0.00114633-0.00478291j 0.000432773-0.00218948j 0.00572411+0.000203481j -0.000516735-0.00274036j 0.00225341+0.000630899j 0.000206196-0.000298231j -0.00129803-1.7338e-05j -0.000850018+0.000350651j 0.0013518+0.000340402j 0.000372348+5.08417e-05j -0.000386459-0.00026414j 
-0.00274412-0.000426704j 0.000315345-0.000698058j 0.000634334+0.000748315j 0.00345947+0.00270459j -0.00334036-0.00371336j -0.000691257+0.0015484j 0.00121296+0.00395433j -0.0030822+0.00097528j 0.00475449-0.00378608j -0.0144353-0.00307553j -0.00290294+0.00390368j 0.00184153+0.0024255j -0.00399573-0.00194389j 0.00262327+0.00176126j -0.00267496-0.00641225j -0.00258759-0.0023422j 0.000596929-0.00804243j 0.00163518-0.00382571j -0.00576379+0.0026616j -0.01138-0.00150315j -0.00202582+0.00332117j -0.00266164-0.00240113j -0.00033447-0.00188812j 0.00102125-0.00963236j 0.00329803-0.00107098j -0.00307972+0.00130071j -0.0100472+0.0189132j 0.00565438-0.00579328j -0.00157776+0.00353677j 0.00607847-0.0128629j 0.00606708+0.00013994j 0.00349433+0.00474349j -0.00640799+0.00540913j -0.00678088-0.000758969j 0.0101105+0.000214199j -0.00231889-0.00123578j 0.00332716+0.000771422j -0.00227554-0.00403283j 0.00328522+0.00236964j -0.00372733-0.0048129j 0.0078175-0.00192086j -0.000192626+0.00294244j 0.0018067-0.000106949j -0.00178914+0.00172142j -0.00555268-0.00146105j 0.00624829+0.00188477j -0.00249919+0.00138916j -0.00212837-0.000703501j -0.00109755+0.00128003j -0.000694074-0.00097792j 0.00266395-0.000795703j 0.000473749-0.00105142j -0.00115966+0.00156277j -0.000263711-0.000833877j 0.000682315-0.000502274j -0.00126386+0.000979531j 
-0.00110978-0.00176442j 0.000237031+0.00218057j -0.00138542+0.00102731j 0.00148831-0.000638588j -0.00145628+0.000158355j 0.00437839-0.00456571j -0.00516872+0.00168807j 0.00697065+0.00216623j 0.00865091+0.002109j 0.00158267+0.00582553j -0.00131485-0.000718836j 0.0035531+0.000728482j 0.0105459+0.0100559j -0.00177967-0.0114993j -0.00219133+0.00208905j -0.00325591+0.00398555j 0.00524138+0.0038306j -0.000380344-0.00453403j 0.00104938+0.0070309j -0.00921423-0.00195916j -0.00185627-0.00294782j 0.00503904+0.00624021j -0.0116915+0.00461921j 0.00164693-0.000173145j 0.00494623-0.00358614j 0.00158463+0.0056465j -0.00654935+0.000501186j 0.00263456+0.0032234j -0.0126816+0.00148842j 0.00390808+0.000168132j 0.0133198+0.00811373j -0.00220219+0.00671741j -0.00369286+0.0018483j -0.00194927-0.00104159j 0.00405268-0.00544707j 0.00312831-0.0100798j -0.00166911-0.00161695j -0.00660452+0.000290287j 0.00176804-0.00303846j 0.001557-0.00452515j -0.000837257-0.00172294j -0.00207559+0.00274618j 0.00420342+0.00167452j 0.00268194+0.00309449j -0.00341931+0.00030253j -0.000527907+0.000192678j -0.00363225+0.0029687j 0.00236702+0.000708008j 0.00295262+0.00138267j -0.00364466-0.00206906j -0.00180532+0.000930902j 0.000814096-0.00071334j -0.00220993+0.000112682j -0.00166435-0.000149741j 0.00099639-0.00223826j -0.00217737+0.000638695j 
-0.00114779+0.00029282j 0.00316984-0.000538577j 0.00223857-0.000802383j -0.00313906-0.000236545j -0.00121574+0.00149024j -0.00378653-0.00106417j -0.00540563-0.000759701j -0.00204131+0.00182776j 0.00259497+0.0021734j -0.00118943+0.0019778j 0.000280251+0.000751521j -0.00337554+0.00211998j 0.0017837+0.00551698j 0.00629224-0.00198574j 0.00299312+0.00895314j -0.0087148+0.00208256j -0.00340714-0.000454597j -0.00396177+0.00826591j -0.000392767+0.000310709j -0.000532743-0.00259416j -0.00766817-0.00353388j -0.000129745+0.00357431j -0.00528335-0.00247345j -0.00381827+0.00465774j -0.00943825-0.00152123j 0.000415261-0.00245503j -0.00270857+0.00608557j 0.000551028-0.00283236j 0.00391026-0.00196469j 0.0134079-0.00768273j 0.00384003+0.00135543j 0.00315167+0.00196296j 0.00958459-0.00813766j -0.00011372-0.00301734j 0.0046728-0.00768311j -2.50491e-05-0.00457245j 1.51898e-05+0.00188482j -0.0125238+0.00264078j -0.00168115+0.00441464j -0.00214949+0.00446093j -0.000648323-0.000323002j 0.0056388+0.00038743j 0.00229241+0.00307605j 0.00270729+0.000478319j 0.000321718-0.00033475j -0.000162719+0.000486613j -0.000348028+0.000283446j 0.00235154-0.00146038j -0.00191325-0.00175569j -0.000218607-0.000337449j -0.00173158+0.00239086j 0.000111597-0.000814493j -0.000891762+0.002404j -0.000755841+0.00132524j -0.00198098-0.0022051j 0.0001142+0.000412629j 
0.00128685-9.44581e-05j -0.000653429+0.000502101j 8.45108e-06+0.000278911j -0.000874368-0.000100935j 0.00144945+0.000579166j -0.00126746-0.00317084j -0.00422281+0.00394553j 0.0017867-0.000534484j -0.00812671+0.00162147j 0.00263304-0.000386686j -0.00929423-0.00577305j 0.00195478+0.00411036j -0.00511916-0.00377258j 0.00718646-0.00663173j 0.000534005+0.00577054j 0.00389152+0.0129736j -0.00343001+0.00343908j -0.0200093-0.012935j 0.00662512+0.000323155j 0.000222691-0.000535023j 0.00496418+0.00430583j 0.00347167+0.00242717j 0.00579798+0.00896002j -0.00584677-0.00412597j 0.00764137+0.0141409j -0.00149338-9.05574e-05j 0.00927028+0.00584522j -0.00590059+0.0005565j -0.00363665+0.0019748j -0.00712889-0.00161792j 0.00104507+0.00231015j 0.000527996+0.00319162j 0.00640025-0.00438976j 0.00170662-0.00813194j -0.00256377-0.000856107j 0.00718565+0.00197032j -0.0012773+0.00270203j 0.000651737+0.00136283j -0.00252764+0.000331608j 0.00113387-0.00340447j -0.00143133+0.00219363j -0.000680087-0.00462318j 0.000366448+0.00143453j 0.00335112-0.00012795j 0.00381948+0.00015186j -4.84635e-05+0.00270988j -8.44708e-05-0.00218273j -0.000181933+0.00167836j 0.00373337-0.000639523j -0.00241661-0.00101656j 0.000279794+0.000465459j 0.000698183+0.000937724j 0.000766334-0.00177683j -0.000752945-0.000575936j -0.00108233+0.0016129j 0.000301286-0.00113189j 
0.000327496-0.000459655j 0.0001567-0.000833391j -0.000696212+0.000124836j -0.000498822+0.00385797j -0.0019032-0.00171045j 0.000838547+0.000210518j -0.00718262+0.00490824j 0.00249191+0.00411984j 0.00597769+0.00388099j -0.00261364-0.00519258j -0.00422738+0.00217872j -0.00485646+0.00420102j 0.00887382+0.0111562j 0.00311613+0.00632712j 0.00555974+0.00495162j -0.00531436-0.0067751j -0.00217178-0.00181528j 0.00255221+0.0131887j -0.00366484-0.00471594j -0.0133217-0.00644068j -0.00581667-0.00503279j 0.000910819+0.00414311j -0.00173117-0.0087287j -0.0042227+0.00809437j -0.00108054-0.011136j -0.00214579-0.00799734j -0.00609651-0.00552057j -0.00359262-0.00031595j -0.00550109-0.00198014j 0.00585788+0.00102211j -3.27801e-05+0.00122493j 0.00963539+0.00482391j -0.00163129+0.00114732j 0.000381712-0.00507215j 0.00376446+0.00277524j 0.00233436+0.000589094j -0.00228234+0.00472708j -0.000796872-0.00547461j -0.000934347+0.00619023j -0.00542516-0.00734473j 6.92961e-05-0.00140683j -0.00086968-0.00767927j -0.00598683+0.00271939j -0.000321531-0.00529392j 0.00260924-0.00427211j 0.00312619+0.000657462j 0.000803693-0.00284734j -0.0048093-0.000221738j -0.000699632-0.000877649j -0.000802796-0.00224458j -0.00244926+0.000437518j 0.00590588-0.00214054j 0.00123371-0.000772869j 0.00353647-0.00200047j -0.0016371+0.00130449j -0.000269868-0.00232352j 
0.00277084-0.00188945j -0.00296549-0.00441012j -0.00230415+0.000384252j 0.00114786-0.00102366j 0.000605234-0.0012213j 0.0028402-0.000576754j -0.00217617+0.00422748j -0.00104306-0.00331784j -0.00274097+0.00232764j -0.000664251+0.00301699j 0.00608956+0.00724073j -0.000422843-0.0102824j 3.94661e-05+0.00391652j 0.00785288-0.00445553j -0.00254268+0.00632045j 0.00622139-0.000456986j -0.00759515-0.0102169j -0.012552-0.00698338j 0.00128576+0.00266828j 0.00732333+0.000108031j -0.00417409+0.00118018j 0.00237415+0.00211911j 0.00109596+0.00931219j 0.00271637-0.0071045j -0.00169359+0.00241072j -0.00766346-0.00333751j 0.000608488-0.00738461j 0.000860489+0.00967544j -0.000492009+0.00224427j -0.00549855-0.0040003j -0.000127155+0.0032215j 0.0025074+0.00604738j -0.00205861+0.00322157j -0.00157406-0.00549615j 0.00303651+0.00225455j 0.000977891-0.00094906j 0.000485287-0.00178699j -0.00104613+0.00212707j 0.00410812+0.00502195j 0.00199812-0.009136j 0.00357658-0.00356104j -0.00381068+0.00175628j 0.000859702+0.00241127j -0.00179352+0.0038383j -0.000818231+0.000829745j -0.0011799+0.00203117j -0.00166248+0.00310692j -0.00301786-7.82282e-05j 0.000462817+0.00251037j -0.00110202-0.00219677j 0.00277026+0.0019382j 0.00387821+0.000542472j -0.00335059-0.00207964j -0.000741897-0.00175752j -0.0038184+0.00332887j -0.00188034-0.000599972j 
0.000747561+0.000659386j -0.00131245-0.00600154j 3.30868e-05+0.000331358j 0.0062233+0.00224695j -0.00402213-0.00345289j -0.00856179-0.000812183j 0.000759971-0.00179622j -0.00353341-0.000693778j -0.00222347-0.00833982j 0.000919142+0.00484511j -0.00547991+0.00582445j 0.0113915+0.00414965j -0.0135243-0.0120289j 0.00921908-0.00226434j -0.00809535+0.000524909j -0.00724889+0.00446759j 0.00795302-0.00163511j -0.00420155-0.00826067j -0.0113531-0.000168041j 0.00451894+0.00183751j 0.00214048+0.00121957j 0.00173082-0.00313968j -0.00740661+0.0104762j -0.00503959+0.00992656j 0.00461937+0.00335639j 0.00219335-0.000343618j 0.000120769+0.0131597j -0.00435272-0.00449065j -0.00547743+0.0105975j 0.0133688-0.00448906j -0.000339978-0.0106992j -0.0052497-0.00323178j 0.00297684-0.00171526j 0.000687992-0.00383577j -0.00124654-0.000110729j 0.0017899-0.000741931j 0.00418074+0.00132425j -0.00334681-0.00362387j 0.000691353+0.0030753j -0.00629199-0.00117693j -0.00266162-0.00405575j -0.00172209-0.00200841j -0.000483801+0.00166442j 0.00170312-0.00312184j -0.00349865-0.00381285j -0.0030708+3.76367e-06j -0.00238699+7.33249e-05j -0.00429686+0.000976951j -0.0050635-0.00142286j 0.00221607+0.00235618j -0.00295049+0.00207679j 0.00542774-0.00478448j -0.00274766+0.00216881j 0.00244089+0.000443146j -0.00420035-0.00120383j -0.00237325+0.000475832j 
-0.00305188+0.00177126j -0.00268963-0.000189537j -0.00383419+0.00074114j 0.00428076+0.00150913j -0.00449046+0.00079767j -0.0056455+0.000991038j 0.00179827-0.00425501j -0.00662347-0.0036999j -0.00558096+0.00280184j -0.000267664-0.00185388j 0.000348572+0.000663145j -0.00363251+0.00597939j 0.00669335-0.00875725j 0.000288703+0.00161697j -0.00495515+0.00212736j 0.00555785-0.00119781j -0.00609725-0.00300627j -0.00437906+0.00266004j 0.00741885-0.00802965j 0.000996544+0.00154711j 0.0010306+0.00345104j 0.000745696-0.00101132j 0.0058103-0.00415736j -0.00303357-0.0018003j 0.00643587-0.00544454j 0.00216867+0.00438591j 0.00121646-0.0134435j 0.00347381+0.00611077j -0.0065413-0.00564973j 0.00155716+0.00280732j 0.00463093-0.000249773j 0.00233434-0.00283528j 0.00065381-0.00511527j 0.00525683-0.00276391j -0.000663562-0.00234836j -0.00259365-0.00110936j -0.00179337-0.00186892j 0.00400706-0.00462696j 0.00435517-0.0101248j -0.00445378+0.000213421j -0.00069233+0.00262228j 0.00187867+0.00272778j 0.00316407-0.00775977j 0.000435939+0.00531046j 0.00303137+0.0022278j 0.00177849+0.00506198j 2.04421e-05-6.50616e-05j -0.00485828-0.000713521j -0.000486791-0.000436365j 0.000834449+0.00168668j 0.00464753+0.000200154j -0.000841827+0.000206328j 0.000292175+0.00104724j -0.000234502+0.00136196j -0.00133518+0.000122015j 0.000308911+0.00308444j 
