8.9339e-14-1.32874j -3.69268e-14+0.488651j -2.27469e-14+0.579764j -2.35887e-14+0.0114767j 5.59046e-16+0.0608219j 9.61566e-15-0.149945j -3.85549e-15-0.0739345j -6.8733e-15+0.0989739j 2.30139e-15-0.0735307j 2.66674e-15+0.0040947j 5.95824e-15-0.0846501j 6.93687e-17+0.0360477j 5.29802e-15-0.0386807j 1.88164e-15-0.0428527j -4.50785e-17-0.00477583j -9.693e-15+0.023766j 9.17155e-16-0.00487226j -5.06682e-15+0.0509985j -4.36391e-12-0.0393424j -3.56999e-15+0.000464565j -1.37796e-15-0.0297555j -9.8408e-15-0.0427032j -7.1128e-15+0.00360666j -7.2299e-15-0.0116434j -1.95338e-15+0.0191989j -3.6351e-16+0.0611673j 9.0904e-15-0.0115333j -4.25016e-15+0.0285096j -6.08844e-15-0.00263277j 1.09928e-14-0.0317267j 3.8186e-15-0.0448829j 2.42073e-17-0.0240058j -9.12318e-15+0.0438813j 1.83993e-15+0.0448215j -1.83959e-15-0.049102j 1.85573e-15-0.0157746j -5.19041e-15+0.0190321j -2.84484e-15+0.0286039j -8.98387e-17-0.03404j 8.02168e-15+0.0184065j 9.67773e-15-0.00191009j 1.00174e-14+0.0328375j 1.692e-15-0.042982j -1.79331e-15+0.0805206j 5.82807e-15-0.0205688j 2.17112e-15-0.0535647j 7.32722e-16-0.0138225j -2.33519e-15+0.0246706j -3.8907e-16-0.083213j -8.13748e-15+0.0579283j -7.86282e-16+0.0693668j 9.39404e-16-0.0251214j 8.37332e-15-0.0476043j 3.20779e-15-0.123804j 9.32669e-14+0.162999j 2.98525e-14-0.042065j 
2.1997e-15+0.379192j 1.24889e-14+0.0215399j 1.57029e-15-0.17362j -5.56454e-15-0.12721j 7.57479e-16-0.0227442j -3.10007e-15+0.156511j -8.82108e-15-0.0522819j -1.9609e-15-0.194276j 7.27445e-16+0.162598j -7.83971e-15+0.118208j 1.34194e-14-0.915337j -2.94708e-14-0.46079j -2.69043e-15-0.467317j 1.45763e-14-0.369776j -2.02543e-14-0.319656j -6.07933e-14+0.327127j 2.03276e-15+0.105082j 1.18355e-13+0.336515j 3.20538e-11+0.287602j -6.56846e-14-0.337296j -1.0918e-14+0.112401j -8.75172e-15-0.159805j 3.80321e-13-0.273921j -4.01687e-14-0.0454101j -2.68625e-14+0.05057j 2.08518e-14+0.245285j 9.19793e-15-0.00540795j 4.40502e-15+0.145118j -1.98223e-13-0.0653854j -2.63928e-15+0.0127345j 8.76445e-15-0.231797j 9.71211e-15+0.0389415j 3.89829e-15+0.015913j -3.29739e-14-0.115153j -1.89313e-14-0.0266235j -5.71375e-15-0.160125j -1.088e-14-0.0201264j -3.06083e-14+0.193507j -2.05212e-14-0.0103871j 2.32549e-14+0.0244167j -2.18089e-14+0.026364j -3.15812e-14-0.0758483j 1.13032e-15-0.0641128j -5.78381e-15+0.0380772j -3.53001e-15-0.157904j 1.14356e-15-0.0116688j -1.46487e-15-0.0600219j 2.18626e-15+0.119787j 2.09793e-15-0.131765j 3.59782e-15+0.0905163j -5.40747e-15+0.0555556j -2.79026e-15-0.103203j -1.77757e-15-0.0121365j 1.34007e-15-0.0545262j 9.57417e-14+0.150088j 1.73792e-14-0.0112269j 
5.15429e-15-0.204117j -2.37833e-14+0.186288j -4.14407e-15+0.168542j -4.69132e-16+0.00537745j -1.03866e-15+0.0911192j 1.08237e-15-0.0514626j 3.94778e-15-0.0702673j -7.31037e-15+0.131254j 1.13525e-14-0.0959121j 8.6137e-16+0.0746802j -4.59822e-15-0.172541j -1.0081e-14+0.00965121j -3.04541e-14+0.476243j -1.67888e-14+0.460094j 1.81624e-14-0.240439j 6.42152e-14-0.0660221j -3.74032e-14-0.02775j 8.05317e-14+0.240972j 3.73783e-11+0.335801j -7.95391e-14-0.279347j 2.22044e-14+0.978781j 1.12556e-13+0.509518j -5.49475e-14+0.0779724j 1.46516e-13+0.303492j 6.39104e-14+0.204423j -3.18176e-14-0.346625j 9.33369e-14-0.365539j -2.00464e-14-0.139391j 2.0978e-13+0.103815j 4.42359e-14-0.198951j 1.89029e-15+0.197104j -9.40264e-16-0.0509398j 3.57408e-14-0.0507261j -1.7242e-14-0.0810952j 2.4621e-15-0.0161681j -1.14822e-14-0.144992j 2.76826e-14-0.280495j 1.03701e-14-0.0708907j -1.90856e-14+0.0874103j 4.33694e-14+0.0470296j -8.00356e-14-0.0773353j -8.93359e-14-0.134497j 3.42731e-15-0.147659j -6.61914e-15+0.0626435j 1.41626e-15-0.0709943j -3.23155e-15+0.214614j -4.53889e-15-0.0756697j 3.71509e-15-0.0763479j -3.08331e-15-0.0433001j 1.24634e-15-0.0796963j -3.12217e-16-0.0694133j 3.10279e-16-0.168309j -3.51525e-15+0.105256j -1.34434e-15+0.183125j -4.9972e-14-0.0550137j -8.35787e-15-0.118999j 
2.29036e-14-0.190226j 2.68136e-14-0.22594j -1.45428e-14+0.113888j -1.01607e-14+0.164745j 4.53375e-16-0.0704625j 4.85041e-15-0.0736181j -1.76835e-15+0.0361668j -9.48799e-15+0.12224j 1.37832e-14-0.00864071j 1.29982e-14-0.270582j 1.52433e-14-0.0723887j 7.01211e-15-0.0694396j -1.05625e-14+0.290208j 2.35936e-15-0.588119j 3.78125e-14+0.116461j 2.3633e-13-0.764044j -2.92334e-14+0.0292779j 8.75547e-15+0.175524j 3.05849e-11+0.275137j 4.83103e-14+0.568888j -1.25947e-15+0.185583j -3.80566e-14-0.140444j -4.45078e-13+0.32342j 7.42757e-14+0.0514267j 3.49931e-14+0.159645j -2.46197e-14-0.398914j 3.05771e-15+0.0237442j 8.52029e-15-0.0646668j 1.61294e-13+0.0697878j -4.55497e-14+0.192743j -3.05002e-15+0.0103328j -1.08038e-15+0.044278j 2.86148e-14-0.0557786j 2.38452e-14+0.0709364j -1.95722e-16+0.0404129j 2.16995e-15+0.0882781j 9.35913e-15-0.0226223j 2.6795e-14-0.0574055j 8.87209e-15-0.0667862j -2.04856e-14-0.0293362j -1.85154e-14-0.05005j -1.8072e-14-0.00357697j 4.20678e-16+0.0268526j 9.41512e-15-0.0872561j 1.35202e-15+0.0684455j -5.39829e-15+0.0240355j -4.21825e-15+0.0284052j 5.85645e-15-0.0923078j -1.52235e-15+0.0561444j 4.78138e-15-0.0826766j -1.63753e-15+0.00824322j 4.49529e-15+0.0219727j -8.05981e-15+0.0296661j -3.97378e-15+0.047474j -1.84537e-14-0.0362686j -4.73808e-15+0.00306525j 
-3.2511e-14-0.00429426j 5.137e-14-0.0283624j 3.08977e-14-0.0845407j -2.61246e-14+0.0354195j 5.75784e-15+0.0632019j -1.02918e-14-0.00142362j -2.95618e-14+0.0828232j -6.74296e-16-0.0188944j -1.84008e-14+0.0450984j 9.75186e-15+0.0451587j -1.83153e-14-0.0808241j 3.86742e-14-0.0712387j 2.16212e-15-0.0440217j 3.78819e-14-0.15043j -1.15904e-13+0.710188j -2.69303e-13+0.454218j -1.52173e-14-0.434553j 7.03229e-14-0.10476j 7.72819e-12+0.0689467j -4.47351e-14-0.880705j 1.31056e-15+0.0679295j 1.27271e-14+0.226879j -4.67174e-13+0.255873j -3.12786e-15+0.0443904j -1.74561e-14-0.0108444j -6.40477e-14+0.113631j 3.96582e-14-0.137069j -7.3914e-14-0.0299927j -1.72544e-13-0.0548924j 1.34478e-13-0.312602j 1.17674e-14-0.00359695j 5.25575e-14-0.23071j -3.04693e-14+0.0961722j -2.65975e-14+0.0707554j 7.46136e-15+0.0418419j 7.55146e-16-0.129678j -2.44177e-14+0.0273158j 2.26261e-14-0.0221562j 6.41458e-14-0.123804j -4.12319e-14-0.0593347j 3.23816e-15-0.0451659j -2.00583e-14-0.00327216j 9.41123e-15-0.0788342j -4.29909e-14+0.152031j -2.09462e-14+0.043761j -6.04261e-15+0.0616912j 1.32813e-14-0.0762418j 5.35156e-15+0.0382665j 1.97963e-14-0.0954j 3.02127e-14-0.114441j -3.53575e-15-0.0531957j 2.19884e-15-0.0218502j -1.57784e-14+0.0568482j -4.7855e-16+0.00750598j -1.14765e-14-0.0245405j -9.22941e-15+0.0111071j 
5.33385e-14-0.422115j -3.72534e-14+0.135997j -3.26624e-14+0.245948j 2.92374e-15-0.017617j 2.20436e-15+0.0412502j 1.43257e-14-0.128601j 1.03007e-14-0.0781855j -8.03384e-15+0.0807048j 6.21493e-15-0.159291j 4.02474e-16+0.0700019j 2.29867e-14-0.201116j -1.11296e-14+0.0795825j 2.05675e-14-0.288162j -5.74622e-15+0.256273j 5.09089e-14+0.42841j 1.3626e-13-0.363934j -2.92118e-14+0.351964j 4.12033e-14-0.591221j 1.99349e-11+0.18007j -2.27354e-14-0.0974513j -4.70715e-14+0.0191028j -2.4437e-14-0.241145j 9.37535e-13-0.62607j -6.80668e-14-0.0352459j -1.80456e-14-0.162414j -3.35216e-15-0.276891j 1.50042e-14-0.198131j -3.24509e-15-0.262926j 1.25127e-13+0.0604004j -1.33165e-13+0.218083j -3.0352e-14+0.277889j -3.67909e-14+0.186896j 2.01093e-14-0.165701j -6.89036e-15-0.132748j 1.30541e-14+0.237837j -1.11266e-14-0.0690175j 3.80918e-14-0.121687j -3.6413e-14+0.014092j -4.45914e-14+0.219601j -1.57583e-14-0.0406385j 2.37525e-14+0.0493232j 3.97546e-14+0.020225j -1.48536e-14+0.0693618j 2.30021e-14-0.144729j -7.57683e-16-0.0308321j -2.65947e-16+0.0279894j -6.97381e-15+0.0149755j 3.67113e-15+0.00574811j -1.53788e-14+0.114777j -6.68502e-15+0.0500107j 2.12209e-15-0.0770839j -8.45509e-16-0.000124777j 9.98117e-16-9.30626e-05j -1.02525e-14+0.0568508j -1.26517e-14-0.0246212j -5.67574e-15-0.0013227j 
5.12502e-14+0.051998j -1.02486e-13-0.252699j -2.87431e-14-0.0486144j 7.24946e-14+0.154002j -3.87856e-14-0.0598242j 1.63641e-14+0.0215491j 5.07284e-14+0.106296j 3.84784e-14+0.0695636j 3.86373e-14+0.0537587j -6.8008e-14-0.102374j 4.94137e-14+0.0473754j -8.498e-14-0.155856j -5.82051e-14-0.123866j 7.68877e-14+0.139706j 8.75553e-14+0.215027j 9.35851e-15+0.0620703j 6.24611e-13+0.715564j -3.12195e-13-0.268025j -8.25802e-11-0.738053j 2.1056e-13+0.137711j 2.3021e-13+0.31898j 1.32961e-13+0.100587j -2.41602e-13+0.38233j 3.60104e-13+0.332352j 2.69097e-13+0.388301j 2.72898e-13+0.396096j 3.71848e-14-0.177417j 2.43082e-13+0.41251j 5.08732e-13+0.159096j 5.17116e-14+0.0101565j 1.09773e-13+0.175341j -6.39437e-14-0.113883j -2.15955e-14+0.0267905j 1.82892e-13+0.248793j 5.96992e-15+0.0501835j 6.96764e-14+0.0694337j -2.58072e-14-0.0219967j -2.56794e-14-0.0859604j -4.02911e-14-0.138075j 6.15226e-14+0.0482169j -1.49754e-13-0.163195j -6.90947e-14+0.0173217j -3.04542e-15-0.0148599j 8.72504e-14+0.165161j 4.91729e-14+0.106216j 1.44449e-14+0.0443714j -4.16174e-14-0.0873728j -7.78004e-14-0.119156j -2.43382e-14-0.0488345j -6.50522e-14-0.129605j 7.13064e-14+0.0901684j -2.81473e-15-0.017795j 5.0384e-14+0.106908j 3.62226e-14+0.0588805j -4.08632e-14-0.0360815j 2.47952e-15+0.0159047j 
3.63799e-15-0.0632248j -7.65989e-14+0.493821j -5.11397e-15+0.118402j 1.30376e-14-0.20928j -4.02854e-15+0.0858692j 1.41427e-15-0.0247662j 1.16903e-14-0.15806j 3.10845e-16+0.00143758j 3.46338e-15-0.0671986j -2.67904e-15+0.160254j 4.70569e-15+0.00376191j -2.39134e-14+0.254657j 6.84592e-15+0.0500799j -3.81341e-15-0.240736j 4.82286e-15-0.252774j 2.26824e-14+0.0186037j 1.61554e-14-0.0604982j -6.01924e-14-0.62585j -3.55487e-11-0.318771j 2.99939e-15-0.214937j 6.36025e-14-0.253997j 1.17371e-13+0.780997j -2.8e-13+0.223983j 1.85797e-13+0.626428j 2.0534e-14-0.227734j -1.28847e-15-0.0835154j 1.02024e-13-0.173669j -6.46776e-15+0.494385j -3.62073e-13-0.122111j 5.08958e-14-0.00683274j -8.80202e-15-0.0707594j -1.27896e-14+0.167513j 1.99598e-14-0.0723047j -1.83755e-14-0.0524572j 1.97593e-14-0.126971j -1.72715e-14+0.0826588j 1.58748e-14-0.0903619j 3.16741e-14-0.126602j 4.07565e-16+0.0677708j 5.82648e-14+0.0741249j -3.14886e-14+0.0726372j -4.39051e-14-0.153033j 6.02321e-15+0.106805j 2.11072e-15-0.11726j 5.88275e-15-0.0564105j -4.30498e-15+0.0482621j 1.19547e-15+0.0758358j 1.19478e-14+0.0295115j -2.96819e-16+0.0670329j -3.38032e-15+0.0468611j 3.28514e-15-0.0317978j -3.95912e-15+0.0123762j 3.20771e-15-0.0614822j -8.93177e-16+0.0841809j -5.84577e-14-0.0844954j -7.41189e-15-0.0613473j 
-4.07388e-13-0.454449j -2.37073e-13-0.239659j 1.80177e-13+0.188585j 2.08197e-13+0.190957j -4.51728e-14-0.0351618j -1.36077e-13-0.147555j 6.19848e-14+0.0629538j 1.51272e-13+0.12871j -2.76915e-14-0.0296367j -1.86556e-13-0.153029j -1.61469e-13-0.179878j -5.41252e-14-0.0515346j -2.41252e-13-0.241829j -1.37193e-14-0.05669j -2.02115e-14-0.0456025j 3.48711e-13+0.480225j -1.9128e-13-0.143315j -5.05795e-13-0.339957j -1.28177e-11-0.11407j 6.78818e-13+0.385684j -2.5371e-14+0.0135908j -2.96724e-13-0.261428j -1.19843e-14-0.0221725j -3.21547e-13-0.229716j 9.92275e-13+0.678458j -3.58301e-13-0.287544j -2.00221e-14+0.177272j 3.73673e-13+0.363136j -4.39708e-13-0.0815357j 1.04978e-13+0.247782j 2.91685e-13+0.193288j 2.39499e-14+0.0601417j -2.28828e-13-0.234666j 2.92788e-13+0.157994j 4.60182e-13+0.404444j 1.53019e-13+0.0759503j -5.09019e-14-0.0790349j -1.51065e-13-0.133998j -9.96674e-14-0.120969j -8.18356e-14-0.0452766j -2.86842e-13-0.144781j -1.74326e-13-0.103213j 1.54691e-13+0.176817j -5.08881e-14-0.0785211j 9.43003e-14+0.0933319j 1.12957e-13+0.0956696j -5.83904e-14-0.0139597j -6.45908e-14-0.0213547j 1.34662e-14+0.00749945j -1.63494e-13-0.148635j 1.22921e-14+0.0103217j 3.33673e-14+0.0395725j 7.98235e-14+0.0660336j 7.21824e-14+0.0626143j -9.32873e-14-0.0566922j 2.09624e-14+0.0500264j 
2.04175e-13-0.458863j 6.7645e-14+0.0503786j -7.87841e-14+0.17462j -5.34045e-14-0.017933j 1.13682e-14+0.0378888j 6.18044e-14-0.144247j -2.09057e-14-0.0151602j -2.67355e-14-0.011902j 1.45656e-14-0.0456845j 4.42026e-14+0.029816j 8.36222e-14-0.197666j 1.58405e-14+0.0568353j 8.22034e-14-0.0889329j 3.21612e-14-0.153313j 3.77113e-15-0.222498j -2.1037e-13+0.250003j 2.96902e-14+0.0575739j 5.73128e-14+0.263911j -1.63902e-11-0.148111j -1.40441e-13-0.552256j -5.67214e-14+0.156998j 7.84414e-14-0.196426j -1.953e-13+0.159527j 1.2612e-13+0.00955754j -1.55056e-13-0.579754j 1.32524e-13-0.0861937j -2.81785e-13+0.68888j -3.38188e-15+0.0952201j 9.04468e-13+0.284532j -2.97709e-13+0.527458j -1.97975e-14-0.211966j -3.66383e-14+0.182868j 9.85796e-14-0.131153j -1.50754e-14-0.30156j -1.24418e-13+0.186537j -2.49202e-14-0.0826488j 1.61297e-14-0.102635j -3.76305e-14+0.198852j 7.68022e-15-0.00376152j 7.0693e-16-0.0497879j 2.95567e-14+0.132721j 6.21125e-14-0.0537464j -7.60956e-14+0.181498j 7.86946e-14-0.23955j -2.37233e-14+0.0111935j -7.84253e-15-0.0231803j -1.91072e-14+0.186401j -1.95439e-14+0.144833j -1.19301e-14+0.0406393j 3.08067e-14+0.0332909j -3.67083e-15-0.0139351j -2.3085e-14+0.0390048j -8.5296e-15-0.0351389j -9.52215e-15+0.00526723j 1.19124e-14-0.0139789j -3.27071e-14+0.0976664j 
1.73423e-14+0.00496011j -3.29415e-13+0.446888j -7.98798e-14+0.117474j 1.8394e-13-0.286069j -1.16082e-14+0.0137509j 6.23828e-15-0.000253449j 1.33524e-13-0.213196j 5.99323e-14-0.101364j 5.24821e-14-0.0758501j -5.63573e-14+0.0891645j 4.87315e-14-0.0617815j -9.02817e-14+0.134566j -1.24162e-13+0.200916j 3.93224e-14-0.0828516j -7.56087e-14+0.192521j 9.48822e-14-0.0965691j -9.21239e-14+0.224298j -1.71969e-13+0.19455j -7.58485e-12-0.0687372j -1.38274e-13+0.345737j -1.6942e-13+0.306747j -4.63508e-14+0.166627j 3.67698e-13-0.177008j 8.88004e-14-0.331477j -1.09202e-13+0.293266j -1.05939e-13+0.228547j -3.70397e-13+0.328625j 4.05908e-13-0.460722j -8.80162e-13-0.413749j -4.8318e-13+0.529359j 9.42659e-14-0.140116j -2.18079e-13+0.356667j 1.63564e-13-0.186131j 1.08383e-13-0.209883j 1.74851e-14-0.0405783j -5.98417e-14+0.042097j -5.0383e-15+0.0619853j -1.22803e-13+0.103235j -2.56917e-13+0.340934j -2.78608e-15+0.0561262j -3.70157e-14+0.0381251j 2.82476e-14-0.0768803j -2.88265e-14+0.0390561j 2.15097e-13-0.303099j 1.61655e-13-0.260088j 5.72763e-14-0.0961836j -2.18469e-14+0.0122427j 1.18048e-14-0.019893j -9.70446e-14+0.156875j -1.39609e-13+0.2054j -4.16721e-14+0.0621649j -4.80956e-14+0.0755803j 8.44202e-14-0.128397j -5.19589e-15+0.0136086j -8.36016e-15+0.0335793j 2.30738e-14-0.033913j 
2.36097e-13+0.246547j -2.98909e-13-0.406103j -2.1495e-13-0.2291j 8.23226e-14+0.107354j -4.39953e-14-0.0529148j 6.83389e-14+0.0700517j 1.30879e-13+0.150375j -9.24703e-14-0.0994285j 1.14998e-13+0.127163j -2.04319e-14-0.0375487j 5.42399e-14+0.0520551j -1.02484e-13-0.127338j 1.42494e-14+0.00158212j 6.02216e-14+0.0729243j -6.34508e-14-0.0756123j 1.28628e-14+0.0528409j 6.58778e-14+0.0650368j -1.66682e-13-0.241115j 3.00797e-11+0.268702j -2.17394e-13-0.223221j 2.05734e-13+0.240689j 3.3732e-13+0.280023j 1.8422e-13-0.374529j -7.63336e-14-0.0157982j -2.63366e-13-0.244259j 2.91716e-13+0.245681j 1.21286e-13+0.217328j 1.89394e-13+0.185237j -2.17975e-13-0.0706474j 1.5423e-13+0.228988j -6.4974e-13-0.689961j -6.39543e-14-0.0554945j 1.95729e-13+0.28039j -2.87091e-14+0.00974362j 9.62906e-14+0.123423j -3.56519e-13-0.402042j -1.08507e-13-0.0903477j 2.38797e-13+0.292051j -2.56918e-13-0.293055j -5.13953e-15-0.00163206j 1.29711e-13+0.0932907j 9.21951e-14+0.0518288j -7.45078e-14-0.0636965j 1.23117e-13+0.135492j 7.33079e-15+0.011568j -7.42578e-14-0.079611j 1.00765e-13+0.108193j 1.50763e-13+0.168533j -1.69316e-13-0.18638j 3.19365e-14+0.0324396j 7.69917e-14+0.0880659j -6.11073e-14-0.0648945j -3.3649e-15+0.000851404j -8.28908e-14-0.0935131j 1.47666e-13+0.0892119j 7.82271e-14+0.0760618j 
4.77487e-14-0.0848428j 8.9876e-14-0.128987j -7.25036e-15+0.0152941j -7.24207e-14+0.114221j -5.52667e-15+0.0101475j 2.68688e-15-0.00702798j -3.56582e-14+0.0565516j -4.25265e-14+0.0725398j 5.41569e-15-0.0100477j 1.5742e-14-0.0418315j 1.00876e-15+0.0188755j 4.1755e-14-0.0687394j 3.5676e-14-0.0607623j 1.6141e-14-0.0155551j -1.31163e-14+0.0240678j 2.29819e-14-0.0126069j 2.50968e-15-0.017412j -6.64006e-14+0.123399j 1.33861e-11+0.121222j 6.05516e-14-0.0864333j 3.05463e-14-0.0733067j -1.69611e-13+0.24603j -2.41508e-13+0.0727038j 3.50751e-13-0.700961j -1.16978e-13+0.109057j 5.48948e-14+0.0625183j 1.02552e-13+0.00025284j 1.46722e-13-0.28405j 1.57844e-12+0.741193j -2.21163e-14+0.00674854j 2.26453e-13-0.341687j 1.62394e-13-0.22844j 6.36124e-13-0.719253j -5.88888e-15+0.14354j 1.30556e-13-0.0843673j 9.80231e-15-0.0240945j -9.56757e-15+0.0424217j -1.85442e-14-0.00298408j -3.86e-14+0.0665476j -1.29876e-15+0.0102857j 5.54783e-14+0.0109959j -2.6525e-14+0.143352j 2.46268e-14-0.0333996j -2.68292e-14+0.0497357j -3.91453e-14+0.045593j 2.75573e-15-0.00203002j 3.89882e-15-0.00980205j 1.65013e-14-0.0214441j 1.21148e-14-0.0266118j 1.6589e-14-0.0273995j 4.32699e-14-0.0506486j 4.72961e-14-0.0639258j -4.42933e-14+0.0683065j 2.33349e-14-0.0398043j 3.21355e-15+0.00537303j -2.11454e-14+0.0393773j 
-1.14285e-13+0.574802j -4.42482e-14+0.359051j 4.44654e-14-0.202344j 3.06113e-14-0.241831j -6.61222e-17+0.0562418j -3.88512e-14+0.178171j 5.22424e-15-0.089122j 1.94798e-14-0.132014j -1.71651e-14+0.0558351j -1.19985e-14+0.154554j -3.72983e-14+0.17315j 1.83852e-15+0.0501382j -2.67661e-14+0.154865j -1.85216e-14+0.0101901j 9.12982e-15+0.0843124j 9.49705e-14-0.237391j -6.10159e-15+0.0192098j 3.05914e-14-0.268017j 8.03957e-12+0.0729835j 2.14215e-15+0.039194j -5.03301e-14+0.318535j -5.54049e-14-0.420142j -4.72036e-14+0.0569826j 2.22655e-14-0.135333j -8.64362e-15+0.190187j 7.40702e-14-0.475511j 4.05581e-14+0.0122072j -1.33517e-14-0.00908358j 8.75516e-13+0.335602j 1.98242e-14-0.00931739j -2.51972e-14-0.049481j -3.44266e-14+0.124927j 5.4037e-14-0.13779j -5.40744e-15-0.320781j 6.7582e-14+0.0478976j 5.42799e-14-0.482879j 1.23376e-13-0.473446j -1.43414e-13+0.466995j -1.12194e-13+0.235532j 1.34061e-13+0.216081j -1.12303e-14+0.0542672j 1.11524e-14-0.0315371j 3.88471e-14-0.189184j -2.18672e-14-0.021355j 4.62107e-14-0.416899j -2.35366e-15+0.0233041j 5.8292e-15+0.105207j -2.95977e-14+0.173519j 2.57827e-14-0.1214j -3.5979e-14+0.263214j -5.32091e-15+0.0411275j 2.25427e-14-0.136278j 2.04685e-14-0.112435j 7.11524e-16-0.0140243j 1.00556e-14+0.0574709j 2.18808e-14-0.059719j 
-5.67236e-14+0.157452j 2.10273e-14-0.438979j 1.92757e-14-0.103567j 1.36987e-14+0.150105j -4.55121e-15-0.0874373j -1.29288e-14+0.0342621j 3.4062e-15+0.0915485j 9.16881e-15-0.00843747j -4.11703e-15+0.0413749j -2.02202e-14-0.0863532j -1.57825e-14+0.0675928j -4.19949e-15-0.0602055j -1.22212e-14+0.0200163j -5.92521e-15+0.140228j -8.3127e-15-0.0752752j 1.68753e-15+0.0596649j -8.85243e-15-0.0296964j 3.18939e-14+0.00310948j 5.86126e-13+0.00520815j 1.06962e-14-0.0117623j -1.33902e-14-0.0183447j 1.10126e-13+0.502052j 2.39217e-13-0.154954j 5.06097e-14+0.128888j 2.76622e-14-0.145125j 1.50121e-14-0.41563j -3.06956e-14-0.0441985j 1.74743e-14-0.0530669j -6.72596e-13-0.210771j -4.83342e-14+0.0196882j 3.67028e-14+0.32598j -6.20137e-14+0.63624j 2.48039e-15+0.236017j -5.88333e-14+0.0933844j -1.02213e-13-1.04303j -2.26674e-15-0.0285238j 9.30313e-14-0.482845j 4.3283e-14-0.0290888j 1.72654e-15-0.19834j 3.02631e-14+0.064921j -5.02104e-14+0.141805j -1.11907e-14-0.151881j 1.20664e-14-0.020975j -1.2169e-15+0.211462j 4.2065e-14+0.191003j -1.07357e-15-0.0143444j -1.2491e-14-0.0297488j -1.63327e-14-0.020562j 1.69633e-14-0.0699335j -1.5531e-14-0.0692087j -5.5467e-15+0.0512376j 1.51289e-14-0.0481344j 3.0797e-15+0.0216381j 2.75632e-15-0.00176746j 4.54646e-14+0.0829478j 1.21619e-14-0.0302972j 
4.15616e-15+0.0968282j -4.13107e-14-0.0844589j -8.68679e-15-0.09761j 2.03847e-14+0.0312221j -1.07022e-14-0.0027181j -7.5156e-16+0.0130222j 1.22068e-14+0.0521926j 3.57267e-15-0.0192964j 8.76032e-15+0.0478349j -1.702e-14-0.0202449j 6.62074e-15+0.0019356j -1.08892e-14-0.0382339j -2.52032e-15-0.0139275j 1.00931e-14-0.0223481j -1.44805e-15-0.0038678j -3.11678e-15+0.0126303j 1.5638e-14+0.0305176j 8.70503e-15-0.0160243j 4.65391e-12+0.0418004j 2.12103e-14+0.0218923j 1.87726e-14+0.117188j 1.3747e-14-0.038644j -1.79718e-13+0.124989j -1.07135e-14-0.0864316j -1.93401e-14-0.17197j -1.6129e-14-0.151531j -1.14146e-13+0.284972j 1.22261e-14-0.13788j -9.44266e-13-0.329126j 1.55249e-14+0.0150424j 6.47649e-14+0.196515j 2.74043e-14-0.662339j 7.11428e-14-0.365975j -6.30273e-14-0.331111j -7.52668e-14-0.135338j -5.46223e-14-0.276293j 1.91222e-14+0.722485j -3.97727e-14+0.213965j 3.9704e-14-0.120985j -2.55695e-13-0.307992j 1.41126e-14-0.0691662j 1.02661e-13+0.169395j -7.5827e-15+0.0250923j 6.00854e-15+0.113246j 3.4997e-16-0.00151485j 1.12089e-15-0.0304791j -2.15082e-14-0.0654446j -8.81297e-15+0.0437635j -4.36686e-15-0.0384401j -2.24661e-15-0.00676361j 1.09165e-14-0.0220303j -3.80009e-15+0.0571141j 4.21618e-15-0.0171072j -8.95419e-15-0.0891803j 1.25414e-14+0.00607584j 4.34818e-15+0.021833j 
-3.3268e-16-0.0174959j 3.06338e-14-0.3459j -4.64215e-15-0.0793984j -3.85282e-15+0.224822j 1.06897e-16-0.00103472j -5.09021e-17+0.0150733j 3.47687e-15+0.145994j -9.04135e-16+0.0759884j 3.61084e-15+0.0524652j -1.05602e-15-0.0679982j 3.23082e-16+0.0164452j 3.53353e-15-0.126968j -4.88025e-15-0.0820172j -3.48348e-16+0.0784749j -1.71673e-15-0.0548295j -9.63966e-15+0.034908j 1.44207e-14+0.0540329j 3.38187e-14-0.0208074j 2.12836e-11+0.191509j -6.72614e-15-0.0280436j 1.01366e-14+0.0846071j 2.11973e-14+0.0155634j 2.36289e-13-0.15475j 1.26832e-15+0.119448j -2.49547e-14+0.0113875j 6.01232e-15+0.222511j -1.55747e-14+0.0279087j 1.51411e-14-0.493843j 5.45933e-15-0.0172676j 8.59614e-15-0.00211531j 1.97324e-14-0.0755372j -1.69159e-14+0.167281j -8.02952e-15-0.0960083j -7.32797e-14-0.231236j -4.64786e-14+0.0559795j -7.39271e-14-0.709467j 5.80113e-14-0.369686j -5.39188e-14-0.184095j -3.71143e-14+0.479584j -1.6322e-13-0.169554j 7.42991e-14-0.262242j 9.68717e-14+0.41614j 1.37926e-15-0.38948j 1.75048e-15+0.397473j -1.13899e-14-0.0426107j 1.14751e-15+0.133296j -1.04027e-14+0.00770225j 2.52427e-15-0.0191179j -8.34969e-15-0.22395j 3.56449e-15-0.0838455j -5.19904e-15+0.0453631j 4.33857e-15-0.175642j -5.31087e-15+0.0878069j -3.75101e-15-0.000506166j 3.64897e-14+0.0419029j 6.06346e-15+0.0612169j 
