8.9339e-14-1.32874j -3.69268e-14+0.488651j -2.27469e-14+0.579764j -2.35887e-14+0.0114767j 5.59046e-16+0.0608219j 9.61566e-15-0.149945j -3.85549e-15-0.0739345j -6.8733e-15+0.0989739j 2.30139e-15-0.0735307j 2.66674e-15+0.0040947j 5.95824e-15-0.0846501j 6.93687e-17+0.0360477j 5.29802e-15-0.0386807j 1.88164e-15-0.0428527j -4.50785e-17-0.00477583j -9.693e-15+0.023766j 9.17155e-16-0.00487226j -5.06682e-15+0.0509985j -4.36391e-12-0.0393424j -3.56999e-15+0.000464565j -1.37796e-15-0.0297555j -9.8408e-15-0.0427032j -7.1128e-15+0.00360666j -7.2299e-15-0.0116434j -1.95338e-15+0.0191989j -3.6351e-16+0.0611673j 9.0904e-15-0.0115333j -4.25016e-15+0.0285096j -6.08844e-15-0.00263277j 1.09928e-14-0.0317267j 3.8186e-15-0.0448829j 2.42073e-17-0.0240058j -9.12318e-15+0.0438813j 1.83993e-15+0.0448215j -1.83959e-15-0.049102j 1.85573e-15-0.0157746j -5.19041e-15+0.0190321j -2.84484e-15+0.0286039j -8.98387e-17-0.03404j 8.02168e-15+0.0184065j 9.67773e-15-0.00191009j 1.00174e-14+0.0328375j 1.692e-15-0.042982j -1.79331e-15+0.0805206j 5.82807e-15-0.0205688j 2.17112e-15-0.0535647j 7.32722e-16-0.0138225j -2.33519e-15+0.0246706j -3.8907e-16-0.083213j -8.13748e-15+0.0579283j -7.86282e-16+0.0693668j 9.39404e-16-0.0251214j 8.37332e-15-0.0476043j 3.20779e-15-0.123804j 9.32669e-14+0.162999j 2.98525e-14-0.042065j 
-1.24118e-16-0.00434711j -5.76026e-16-0.000416916j -4.73909e-17-0.0175802j 1.42881e-15-0.0129989j 3.26713e-17-0.0209245j -1.16859e-15-0.00888456j -2.86651e-16+0.049143j 1.39155e-15-0.0147408j -1.08786e-16+0.021098j -8.26052e-16-0.0128761j -3.35271e-16-0.00496032j 1.39993e-15-0.00234615j 2.84522e-16-0.0105074j 9.49293e-16-0.00814363j -4.06152e-15-0.0116655j -1.12241e-14+0.0342861j -5.97557e-15-0.0433603j 7.61188e-15+0.0108082j 2.46691e-12+0.0221744j -5.00541e-15-0.0334112j 3.13541e-16-0.0252028j 7.68655e-16+0.0129857j -1.90369e-14+0.0117268j -1.70262e-15-0.0116674j 7.90858e-16-0.00413446j -1.21741e-15-0.0148724j 1.00313e-15-0.00694892j -2.77435e-15+0.0106049j -1.40031e-14-0.00427943j 9.00008e-15-0.0309928j 1.64131e-15+0.000221328j -2.26816e-16-0.0238472j 7.2776e-16+0.0065095j 1.84285e-15+0.0120762j -1.07401e-15-0.0207725j 9.14677e-16-0.00664581j 2.5632e-16+0.00100554j 3.2393e-15-0.0105159j 2.75765e-15-0.0222344j -1.29099e-14-0.0212994j -6.74911e-15+0.00907769j -5.6222e-15-0.0240198j -1.66959e-15+0.00603263j -1.31052e-15+0.022583j 1.51113e-15+0.0249701j -1.86668e-16+0.0244788j -1.13163e-15-0.0135283j -6.69614e-16+0.0404726j 1.24207e-15-0.0251809j 5.23428e-16-0.0128037j 4.94574e-16-0.0590173j -1.46737e-15+0.00537202j 6.35188e-16-0.00115747j 1.63679e-15-0.0235393j -2.2732e-14-0.0205853j -2.93306e-15-0.0645395j 
-2.17409e-14+0.0501471j -3.46778e-15+0.0106693j 1.35826e-14-0.0248804j 9.77971e-15-0.0270123j -5.19246e-16-0.00244319j -5.9357e-15+0.00546281j -3.53452e-15+0.00764549j 1.40527e-14-0.0299524j -1.64798e-15-6.05065e-06j -5.37067e-15+0.0123559j -1.03925e-15-0.000799863j 1.07759e-14-0.0207945j -4.58586e-15+0.00783749j 6.05041e-15-0.0115946j -1.80658e-15+1.7632e-06j -1.73212e-15+0.00248693j -1.90886e-15-0.00016853j -1.86286e-14+0.0546002j -1.28368e-12-0.0117139j -3.90265e-15-0.00332512j 1.21504e-15-0.0050078j -5.11831e-17-0.00841292j -4.48465e-14+0.0204587j -2.29245e-15-0.0128301j -3.58288e-15-0.00381176j -1.20035e-14+0.0384892j -6.33995e-16+0.00539643j 4.49058e-16-0.0136443j 1.43346e-15-0.00116315j 9.97613e-15-0.0158272j 3.35053e-15-0.0138764j 5.18541e-15-0.0108732j -8.41749e-15+0.0149485j -7.97508e-15+0.0132202j 1.28753e-14-0.032338j -1.12007e-14+0.0218998j -1.12081e-14+0.0232334j 4.42537e-15+0.00248612j 1.68223e-14-0.0236219j -1.37825e-15+0.008927j 1.10616e-14-0.0132768j -4.09534e-15+0.018299j 9.83747e-15-0.0238809j -1.37954e-14+0.0287277j -1.81348e-14+0.0350642j 5.66899e-15-0.0147946j 1.16135e-14-0.0198606j 1.46101e-14-0.028674j 2.37039e-15-0.009449j 1.94635e-14-0.032893j -1.03039e-14+0.0220767j -5.65545e-15+0.0120723j -2.41737e-14+0.0402302j 9.50208e-15-0.0396588j 3.55706e-14+0.0491765j -2.01988e-14+0.0737107j 
-4.23936e-15+0.00317421j -2.24933e-16-0.00511298j 3.79693e-15-0.0225505j 2.20049e-15+0.00847776j -1.17647e-15+0.025739j -3.89079e-15+0.0507566j -4.34476e-16-0.00281746j 4.58196e-15-0.0249772j -1.30301e-15+0.0133215j -1.44599e-15+0.0129743j -1.22962e-15+0.0235006j 2.83569e-15-0.011899j -1.12396e-15+0.0136309j 1.07292e-15-0.00761046j 4.50838e-16+0.0080262j -3.21887e-15+0.00457676j 3.04054e-15+0.00944674j -1.29738e-14-0.0400693j -4.28994e-12-0.0385717j 7.01581e-15+0.00722503j 4.12832e-15+0.00324207j 2.00625e-15+0.0158986j -5.24115e-14+0.0365809j 1.39834e-14+0.039876j 5.3522e-15+0.0247765j -6.61175e-15-0.0113279j 8.91579e-15-0.0164563j -5.92422e-15+0.0584186j -1.29147e-14-0.00216469j 6.584e-15-0.00566974j 5.93665e-16+0.0287381j -1.15173e-15-0.0099443j -5.43857e-15+0.0108597j 1.4191e-15+0.0363088j 5.07509e-15+0.00168866j 4.05817e-16+0.0191161j -4.84731e-16-0.0121617j 1.25669e-14-0.0305218j 9.97503e-15-0.0293877j -1.8122e-15-0.000852867j -1.20681e-14-0.0186061j -1.55963e-14-0.0212638j 8.77178e-16+0.0185653j -5.0953e-15+0.0101274j -5.72452e-15+0.0333468j 4.25325e-16+0.0121286j 2.66195e-15-0.0132125j 3.38146e-15-0.0168883j 2.38989e-15+0.00622658j 7.60137e-15-0.0505362j -2.05291e-15+0.0121939j -2.40962e-15+0.0147642j -9.73128e-15+0.0590103j -2.6782e-15+0.088315j -1.04096e-13-0.170804j -2.80195e-14-0.029062j 
-6.03568e-16+0.0293757j 1.06738e-15-0.00476159j 3.42261e-16-0.00954584j -6.81295e-16+0.0247909j 4.60094e-16-0.00753102j 7.34795e-16+0.0196839j 2.82954e-16+0.00370641j -1.96361e-16+0.00712492j -1.2606e-16-0.00155002j -4.2022e-16-0.0148023j 2.65897e-16+0.00115566j 4.66803e-16+0.0082194j 1.4851e-16+0.0110953j -7.51828e-17+0.00459885j 2.46996e-15+0.00855132j 7.68897e-15-0.0234903j 3.99426e-15+0.0248873j -1.02873e-14+0.00129798j -2.13802e-12-0.0192215j 1.17413e-14+0.0807272j 1.67531e-15-0.00203761j -3.54937e-15-0.0153347j -1.59971e-15+0.0030956j -6.43172e-16-0.0129678j 5.78196e-15+0.0520911j -5.69465e-15-0.0146511j -3.76591e-15-0.00250659j 4.06234e-15-0.0134097j -7.11163e-14-0.024399j -7.70956e-15+0.0255863j -1.19079e-16+0.043603j -4.6132e-16+0.0190916j 2.97361e-15-0.020104j 4.87191e-15+0.0124551j 3.96379e-15+0.0108528j 1.27634e-15+0.0577962j 2.92716e-16+0.0144632j 4.59386e-15-0.0279802j 1.32576e-15+0.0153884j 3.91606e-15+0.00627148j -1.47149e-14-0.032146j -1.67274e-14-0.0108931j 6.42263e-16+0.00593651j 1.52992e-15-0.0432081j 3.4886e-16-0.0103638j 5.32638e-16-0.0178661j 1.9437e-16-0.0273191j -1.39066e-16-0.0454483j 8.17518e-16+0.0495675j -6.94268e-16+0.0255442j -1.97382e-16+0.0453973j 1.10525e-15+0.0738948j 9.40152e-16-0.0343351j 1.16197e-15-0.0106159j 6.53216e-15+0.0268013j 2.59485e-15-0.0526554j 
-1.2055e-15-0.0252716j 2.8767e-15-0.0297687j 1.24517e-15+0.0304203j -5.33811e-16+0.0218382j -1.05937e-16+0.0234274j 4.49046e-16-0.0113865j -1.62079e-16+0.0028471j 3.19553e-16+0.0426992j -1.35208e-16-0.0248542j -8.48306e-16-0.0181671j -1.58961e-16-0.00423242j -5.17362e-16+0.0161136j -2.91449e-16-0.0179534j 4.92454e-16+0.0142918j 1.87127e-16+0.0140256j -3.26217e-15+0.00932246j 2.54056e-15+0.00865928j -1.3751e-15-0.0116727j -6.95741e-13-0.00624118j -3.14922e-17-0.00838357j 1.67976e-16+0.0130193j -6.31395e-16-0.0060387j 1.13424e-14-0.00723021j -1.21169e-15-0.00108649j 9.5325e-17+0.00410865j 6.80301e-17+0.0011334j -1.28622e-15+0.002543j 1.25357e-15-0.0138721j 5.22279e-15+0.00133958j -1.65746e-15+0.00584052j 5.97569e-17-0.00548514j 3.64918e-16+0.00371244j 4.91239e-16-0.00340705j -3.18652e-15-0.0136262j -1.53891e-15+0.00551461j -2.00397e-15-0.0310257j 5.95224e-16-0.0221471j -2.74446e-15+0.0121128j -3.41085e-15+0.016931j 7.60926e-15+0.0125649j -2.27753e-15-0.0169742j -4.27549e-15+0.00868828j -7.68551e-16-0.0153777j -4.51942e-16+0.0197868j -4.86886e-16-0.0172637j 6.73469e-16+0.0084557j -3.42913e-16-0.00560477j 3.89722e-16-0.0160265j -9.83466e-16+0.00275257j -5.42229e-16-0.0503437j 2.97056e-16+0.020994j -8.31043e-16-0.0532017j 6.96128e-16-0.0270323j 5.91902e-17+0.104522j 2.52465e-14+0.0414744j 5.27358e-15-0.000961521j 
4.62918e-16-0.0343737j -4.56264e-15+0.0545908j 2.01949e-15+0.0382887j -6.84774e-16-0.0208339j -3.33269e-17-0.016321j 3.78636e-17+0.00621387j -7.85362e-16-0.0202562j -6.07853e-16-0.00604063j -1.22652e-15-0.0239848j 1.16114e-15+0.02611j 1.97257e-16-0.011424j -2.93509e-16-0.00736057j 1.16981e-15+0.0103914j -3.69039e-16-0.000531516j 8.13033e-16-0.00499122j 4.68717e-15-0.018802j -3.38952e-15-0.0114371j 7.41368e-16-0.000187321j 3.10593e-13+0.00278136j -6.56345e-16+0.00453951j 1.13402e-15-0.0113318j 9.24554e-15+0.0404597j 1.7468e-14-0.013319j 1.18185e-15+0.011554j -5.34531e-17-0.0116388j 1.47013e-16-0.000993866j 1.33745e-15-0.015105j -9.71573e-16-0.00759154j -3.58811e-14-0.0123424j -2.40746e-15+0.00321986j -1.50947e-15+0.00469767j -6.1875e-16+0.0279143j -5.05049e-16+0.0027685j -1.66187e-15+0.00825276j -3.2736e-15-0.0392383j -2.21415e-15+0.0197354j 1.1383e-15+0.00453572j 1.73245e-15-0.0149089j 1.61434e-15+0.013482j 7.75678e-15+0.00813406j 4.98286e-16+0.015309j -2.18936e-15-0.0157835j -5.03243e-16+0.00259625j 1.19884e-16-0.0179915j -1.16256e-15-0.00363523j -1.00851e-15-0.0102935j 2.81041e-16-0.0133149j 1.33809e-16-0.00708307j 1.71732e-15+0.0447037j 1.48689e-15+0.0290496j 5.99677e-16-0.00985654j 2.9943e-16+0.0207823j -2.24384e-15-0.0700139j 5.97928e-16+0.00713464j 3.48266e-14+0.0755836j 5.33763e-15-0.12362j 
-3.9305e-17-0.00312068j 1.74833e-15-0.00368524j 2.62353e-16+0.0442566j -8.35093e-16-0.00140676j 2.18377e-17+0.00492875j 1.00492e-15-0.0175174j -3.06421e-16-0.0199818j -8.54597e-16+0.0244758j 4.53486e-16-0.00925724j -2.33484e-16-0.0179222j -6.65873e-17-0.00185391j -7.51665e-16+0.0341314j 5.23405e-16+0.000328247j -4.69684e-16+0.00313307j 1.74081e-16-0.00238206j -8.83689e-16+0.0030839j 1.72375e-15+0.00727506j 4.83353e-16+0.00409046j -8.40655e-14-0.000767101j -1.49428e-15-0.00578611j -2.74443e-16+0.0037084j 2.52539e-15+0.00705779j 1.85252e-14-0.0129824j -3.19111e-15-0.00284391j -7.81072e-16-0.00911945j 3.48444e-16+0.000506447j -4.55053e-15+0.0109475j 2.7812e-15-0.0164657j -1.68457e-14-0.0068209j -4.19874e-15+0.0161821j -1.23662e-15-0.0203823j 1.01701e-15+0.0230251j -9.73643e-16+0.00464171j -5.44466e-15-0.0192239j -1.39026e-15-0.00202102j -2.05613e-15-0.0231046j 2.03675e-15-0.0165637j -6.53574e-15+0.0225237j -5.81048e-15+0.0316056j 1.17234e-14+0.01437j 7.71525e-15+0.0213044j 6.64464e-15-0.00166811j -1.51787e-16-0.00789922j -5.13601e-16-0.00758649j -6.51771e-16-0.0490505j -9.88282e-16-0.0211398j 8.15747e-16+0.0287516j 2.10177e-16+0.0233023j 5.3131e-16-0.0327558j 1.83134e-15+0.0459211j 1.48528e-15+0.0483517j -9.45763e-16-0.0287908j -6.64603e-16-0.0244897j -1.02039e-15-0.0416263j 9.01669e-14+0.117258j 1.95443e-14+0.097639j 
-7.04462e-17-0.00912228j -7.78819e-16+0.0162721j 2.30947e-15+0.016188j -1.83815e-15-0.014905j -1.42658e-15-0.0206134j -4.52741e-16+0.00847396j -1.24514e-15+0.00849178j -1.44408e-15-0.00889388j 4.45876e-16+0.0154875j -1.10002e-15-0.00750775j -6.57784e-16+0.00824293j 9.57896e-16-0.00102953j 1.01802e-15-0.00258363j -3.49242e-16+0.00461179j -7.77188e-16-0.00326208j -5.37651e-16+0.00251369j 3.92333e-16+0.00349059j -2.91084e-17-0.00542725j -3.05141e-13-0.00274866j 6.65561e-16+0.00630311j 8.30717e-16-0.0077242j 1.47632e-15+0.00397778j 3.03544e-15-0.000498308j 5.10299e-15+0.0233596j 1.47773e-15-1.59047e-05j -2.95473e-15-0.00294003j -3.88425e-16-0.00903103j -1.01696e-16+0.00385277j -5.64197e-14-0.0194665j 1.10287e-15-0.00644352j -1.74201e-15+0.0125946j -1.55267e-15+0.0144474j -3.87883e-15+0.0191782j -2.55199e-15+0.00595105j -1.48734e-16-0.00369877j 1.09578e-15+0.0117028j 1.93057e-15-0.00992392j 5.1115e-15-0.015304j 2.01391e-15-0.00121027j 1.98412e-15+0.00261269j 1.0297e-15-0.00409886j -9.52265e-17+0.00167319j 1.14637e-16+0.000178154j -1.09765e-15-0.00270307j -8.30852e-16+0.0222896j -1.37005e-15-0.00336117j 2.62211e-15+0.00045416j 2.76634e-16-0.0180141j 7.5194e-16+0.0388946j 3.82056e-15-0.00328163j 2.36806e-15+0.01699j 2.10309e-15+0.030744j -1.66888e-15-0.0520452j -2.2564e-15+0.0656639j -2.35995e-14-0.0204713j -5.37077e-15-0.0910365j 
2.03096e-17-0.0199353j 1.67239e-15+0.010988j 3.29515e-15+0.0344694j -4.61968e-15-0.021153j -4.85846e-15-0.0318065j -4.2444e-16-0.0210888j -1.0695e-15-0.0311761j -3.3511e-15-0.016796j 2.13894e-15+0.0127222j -1.18713e-15-0.0169051j -1.25835e-15-0.0190677j 1.36786e-15+0.0150534j 2.49983e-15+0.0154406j -6.83642e-16-0.0052961j -1.79129e-15-0.014821j -1.47193e-15+0.00615142j 2.1526e-15+0.00983203j 3.78596e-15+0.0101304j 2.60065e-13+0.00230835j -3.41609e-15-0.00857268j 9.44099e-16+0.00638495j 3.60438e-15+0.00823829j 3.47173e-15-0.00286753j -9.53833e-16-0.00263076j -2.75017e-15-0.0143084j 1.36466e-15-0.000514468j -4.36994e-15+0.0183242j 6.43552e-16+0.00280198j -1.46206e-14-0.00520724j -1.77282e-15+0.0100856j -3.39199e-15-0.0155298j 2.64673e-15+0.00612323j 2.08299e-15-9.70371e-05j -4.76624e-15-0.0179758j -5.6986e-17+0.00489951j -9.38884e-16-0.00183071j 4.8528e-16+0.00866753j -2.28689e-15+0.0201466j -4.60673e-16+0.00124142j -3.08646e-15-0.00866823j 1.68251e-14+0.0343478j 1.83432e-14+0.00700782j 3.99435e-16+0.0130963j -7.94019e-16-0.0329241j -1.40942e-15-0.0220799j -3.13628e-15-0.000189979j 4.28498e-15+0.0365238j -4.03627e-16+0.0208575j 2.50856e-16-0.0102397j 7.65802e-15+0.0749866j 4.10856e-15+0.0131514j 4.98213e-15+0.0119595j -2.03807e-15+0.00206001j -6.99714e-15-0.0761555j 1.17676e-14+0.00623242j 6.47425e-15+0.0403492j 
3.61298e-15+0.0438554j -6.46397e-17+0.0342428j 9.79669e-17-0.040383j -4.21723e-15-0.0370834j -2.91229e-15+0.0113699j 1.02855e-15+0.0199629j 1.49632e-16+0.0109491j -3.1874e-15-0.0274071j 9.82042e-16+0.0126104j 2.20599e-15+0.0243937j 3.9162e-16+0.0115156j 8.04598e-16+0.00582953j 3.38645e-15+0.0239516j -8.51247e-16-0.00806826j 6.60338e-16-0.00494034j 6.41831e-15-0.034673j -1.70498e-15+0.000527223j 6.73778e-15+0.0114962j 2.34378e-12+0.021054j -2.17645e-15+0.000134388j 2.77674e-15+0.0179279j 4.83699e-16-0.00505943j -3.8765e-15+0.00276812j 1.32153e-16-0.00239887j -1.86875e-15+0.00177996j 1.21833e-15+0.00892308j 1.69893e-15-0.00802464j -4.04253e-15-0.0162794j 1.81198e-14+0.00649025j 2.41297e-15-0.0121706j -3.64161e-15-0.0200301j 8.13595e-16-0.00801234j 1.24807e-16+0.00841983j -3.50919e-15-0.00783229j 6.30406e-17+0.00954111j -1.09943e-16-0.00963511j -1.80556e-16+0.00596515j 6.64352e-16+0.0122391j 8.72593e-16-0.00923623j -1.88816e-15-0.000812271j 7.19383e-15-0.0131712j 8.27399e-15+0.0274359j -2.23815e-15-0.0322441j -4.12429e-16+0.0210594j -1.56713e-15-0.00202995j -3.26356e-15-0.0256935j 1.8378e-15-0.000890184j 1.28139e-17-0.0123459j -2.2384e-15-0.0273806j 4.16339e-15-0.00765875j 3.51803e-15+0.024536j 6.88164e-16-0.00383997j 6.75646e-16+0.0325561j -5.45732e-15-0.0309971j 9.1683e-15-0.00529265j 1.18294e-14+0.0895821j 
2.09846e-15-0.0153142j 2.57127e-16-0.0227418j -6.08722e-16+0.0125915j 2.34596e-15-0.00875611j 1.09812e-15-0.0368946j 1.98378e-15-0.000885878j 1.13423e-15-0.00978708j 3.23052e-16-0.0149092j -1.333e-15-0.00419618j -1.61047e-15+0.00371807j 1.92014e-15-0.027635j -2.63672e-15+0.0112506j 3.90009e-16+0.0115233j 1.17606e-15+0.0071891j 2.53433e-15-0.00287773j 1.30228e-15-0.00529293j -1.41794e-16+0.00688615j 4.43251e-16-0.0121697j -1.56213e-13-0.00140564j -7.17352e-16-0.0141985j -4.72137e-17+0.0113262j 8.90808e-16+0.00454249j 4.08985e-15-0.00278226j -3.34715e-16+0.00495786j -2.70706e-16-0.00568931j 2.15305e-16-0.00588009j -5.48603e-16+0.00529713j 5.07881e-16+0.00520344j 7.74651e-15+0.00258422j -1.72585e-15+0.00697253j -3.04665e-16-0.00145981j -5.03745e-16-0.00268697j 1.39369e-15-0.00379875j -3.91442e-17-0.0074317j 2.38879e-15+0.0156539j -4.23045e-16-0.00371282j -7.5847e-17+0.0174269j -3.37934e-15+0.00545345j -2.04705e-15+0.00149963j -1.40389e-14-0.0179445j 1.4911e-14+0.0232386j 1.70106e-14+0.014145j 4.81258e-16+0.017173j -4.23536e-16-0.0157279j 1.2738e-15-0.00549683j 2.69811e-15-0.00164578j 2.22592e-15+0.0164243j 1.68027e-15+0.00753313j -3.7585e-16-0.00277007j -7.29624e-16+0.0305448j -1.47702e-15+0.00281155j -3.50637e-15+0.0480471j 4.81315e-15+0.0272545j -2.50337e-16-0.0735294j -4.55425e-14-0.0780925j -1.07295e-14+0.0647422j 
-7.33385e-13+0.0281738j 2.08118e-13-0.00739682j -3.5986e-13+0.0143816j -2.46128e-14-5.49666e-07j 3.49781e-13-0.0145104j -6.28847e-13+0.0241424j -3.15393e-13+0.0119805j 1.57746e-15-0.000430051j 4.91869e-13-0.0188995j 4.09712e-13-0.0155427j -3.6958e-13+0.0139454j 4.80437e-13-0.0181879j -2.67403e-13+0.0106003j -5.25596e-13+0.0204065j -4.763e-13+0.0181233j 2.12813e-13-0.00859565j 4.90798e-13-0.0187431j -1.30428e-13+0.00520054j 1.73059e-12+0.0203549j -8.98091e-14+0.00346525j 6.98707e-15+7.36321e-05j 1.00317e-13-0.00389212j 1.74974e-13-0.00628215j 3.37483e-13-0.0129249j 1.97574e-13-0.00774334j 4.4453e-13-0.0174214j -4.32167e-14+0.00153177j 2.10074e-14-0.000915759j -9.34989e-15+0.000260121j 1.45162e-13-0.00540765j -4.93208e-13+0.0191924j 1.94326e-13-0.0074219j -3.04325e-13+0.0114701j -1.43737e-13+0.0052209j 1.38492e-13-0.00551569j 2.85429e-14-0.00079023j 7.53618e-14-0.00290437j 2.51588e-13-0.00931847j 5.12919e-13-0.0193891j 6.17093e-13-0.0240875j -3.48709e-13+0.0131783j 3.58932e-13-0.0140611j -4.32189e-13+0.0168698j 2.42915e-13-0.00966515j -3.69415e-13+0.0138723j -7.57403e-13+0.0288167j -5.48872e-13+0.0209781j -6.51162e-13+0.025132j 1.24532e-13-0.00446105j 4.55756e-13-0.017145j 5.47792e-13-0.0208567j -4.67221e-13+0.0193655j -1.64526e-13+0.00495421j 6.19178e-13-0.0248895j 7.87864e-13-0.0303871j 1.56902e-12-0.0606487j 
-2.63569e-14+0.00249774j 1.73543e-14-0.0220237j -5.38214e-16-0.014404j -1.68144e-14+0.0307668j -7.77723e-15+0.0298847j -2.06685e-14+0.00441659j -1.10275e-14+0.00409538j -4.82267e-15+0.0104173j 1.56069e-14-0.00334386j 1.74584e-14-0.0100902j -1.74996e-14+0.0082899j 2.10572e-14-0.00964408j -4.1975e-15-0.00672966j -1.39278e-14-0.0023046j -2.04416e-14+0.00823855j -5.57489e-15+0.0130644j 2.01293e-14-0.0102777j -2.65572e-15-0.000336388j 7.99872e-13+0.00738004j -3.51441e-15-0.00167597j 6.01274e-15-0.0102889j 3.46817e-15+0.00135057j 1.52622e-14-0.00560032j 1.156e-14-0.00694821j 1.75226e-15+0.0037845j 9.7423e-15+0.00781594j -1.36139e-15+0.00216318j 1.39316e-16+0.00121972j 6.634e-15+0.0025696j 9.48983e-15-0.00452501j -1.08186e-14-0.0071442j 6.0951e-15-0.00177135j -1.50405e-14+0.00655802j -1.02382e-14+0.00954282j 2.03533e-15+0.00627163j 7.55318e-15-0.00966976j 3.36169e-15+0.000548192j 1.33279e-14-0.00780104j 2.08e-14-0.00747563j 1.49834e-14-0.00803351j -7.08212e-15+0.0100347j 1.38183e-14+0.00949742j -7.82383e-15-0.00612799j -1.30028e-15+0.0106431j -1.87663e-14+0.0125195j -3.12408e-14+0.0141122j -2.10705e-14+0.00891674j -1.84396e-14-0.000275193j 1.30801e-14-0.0149557j 2.13445e-14-0.0126441j 1.82678e-14-0.00647472j 1.21854e-14-0.0398465j -3.66928e-14+0.0524698j 3.10177e-15+0.0249538j 1.80136e-14-0.0458024j 3.98023e-14+0.00138083j 
7.20063e-16+0.0267076j -3.81485e-15+0.0446122j 7.49426e-16-0.0512558j -3.93089e-16-0.0066369j -1.43221e-16+0.0541385j -1.72901e-16-0.00331723j -2.29182e-16+0.0265176j 2.72852e-16+0.00391759j -2.01636e-16+0.00275554j 1.05873e-16+0.00814226j 2.21303e-16+0.0123097j 8.98966e-17-0.00982893j 4.05262e-16-0.0152069j -8.81339e-17-0.0187846j 1.40864e-15-0.00524967j 5.0128e-15-0.0160392j 1.9089e-15+0.0143781j -6.46093e-16+0.00495324j 1.21108e-13+0.00108781j 2.97965e-15+0.0214054j -2.41574e-16+0.00168893j -3.1589e-15-0.0156966j 4.39554e-15-0.0034223j -2.31435e-15-0.00719592j -1.24211e-15+0.00504092j 7.81615e-16+0.00509992j 3.63763e-16+0.00299641j -4.96886e-17+0.000403073j 9.14186e-15+0.00315709j 1.2685e-15-0.0044799j 4.8115e-16-0.00744064j -2.07317e-16+0.000960777j -3.4152e-16+0.00803849j -1.5533e-15+0.000275155j -2.2346e-15-0.0074209j -2.68802e-16-0.0152069j -1.79895e-17-0.0195159j 1.67946e-15+0.00294054j 9.82274e-16-0.0132842j 7.91919e-16+0.00288268j 1.13706e-15-0.00601172j 8.19678e-18+0.00869124j 3.98645e-16-0.0231518j -1.35291e-15+0.0282156j -6.80622e-16+0.00238118j 4.62717e-16+0.0356698j -2.43767e-17-0.0075725j 2.15717e-16-0.018697j -9.90448e-16-0.0225177j -3.28132e-16-0.0173159j -1.15515e-15-0.00368591j 5.53067e-16-0.0685463j -1.10652e-15-0.000256864j -4.39471e-16+0.0490576j 3.90849e-14+0.0727933j 5.1154e-15-0.0612568j 
-1.56164e-13-0.0302305j -4.66531e-14-0.00879299j 3.10717e-14+0.00662955j 1.00372e-13+0.018961j 1.09558e-14+0.00167863j -7.61409e-14-0.0147608j 5.63352e-14+0.00994559j 8.11869e-14+0.0153367j 5.40959e-14+0.0101999j -1.89651e-14-0.00386443j -5.29896e-14-0.0103934j 1.56504e-14+0.00327965j -7.61971e-14-0.0140937j -1.32862e-13-0.0254602j -6.89827e-14-0.0128662j 5.96087e-14+0.01203j -1.37246e-14-0.00277298j 7.16313e-14+0.0139133j -1.49645e-13-0.00131445j -4.03481e-15-0.000868617j -6.48022e-14-0.0124933j 5.48805e-14+0.010341j 2.45003e-14+0.00746951j -3.85365e-14-0.00718937j -2.3877e-14-0.00436686j 6.45362e-14+0.0121188j 5.71945e-14+0.0112848j 7.2071e-14+0.0136524j -3.47928e-14-0.00432027j 3.45333e-14+0.00696367j 1.85476e-14+0.00367438j 1.13196e-14+0.00202937j -4.74758e-15-0.000995623j -1.34711e-15-0.000229223j -3.09699e-14-0.00607285j 1.00416e-13+0.0193364j -2.01378e-14-0.00367425j -6.22491e-14-0.0132456j -9.55221e-14-0.0190686j -5.23658e-14-0.00905686j -1.45902e-13-0.024104j -1.83536e-13-0.0312393j -2.85337e-14-0.00550997j -1.3669e-13-0.0266132j -5.46893e-14-0.0105404j 6.59458e-14+0.0121707j -1.54125e-13-0.0293529j -1.10643e-13-0.0214552j 2.01864e-13+0.0392486j -9.1845e-14-0.01742j -1.84031e-13-0.0350139j -4.34515e-14-0.00714851j -3.13827e-13-0.0609773j 3.60366e-13+0.0682417j 3.97141e-13+0.0703449j -4.76255e-13-0.0923849j 
