0.038166+5.06672e-14j 0.0694875+2.59678e-14j -0.0705848+4.60061e-16j 0.213623-1.70816e-16j 0.0899743+8.1799e-16j -0.175608-4.28801e-15j 0.165095+2.71862e-15j 0.406243-9.63494e-14j 0.265296+2.87379e-14j 0.0332557-2.21865e-14j 0.186415-7.26776e-15j -0.0989029+5.90277e-16j 0.0403127-7.50534e-15j -0.184143+1.54196e-14j 0.382717-8.44327e-15j -0.14771-1.31485e-14j 0.00362404-2.72248e-15j -0.106107+2.29698e-16j 0.0818664+1.55216e-14j 0.171023+6.92099e-17j 0.0267717-3.59258e-15j -0.259744-8.45186e-14j -0.276446-1.45171e-14j 0.0648002-2.6955e-14j 0.269649-3.98842e-15j 0.212461+8.90821e-15j 0.151662+4.68019e-15j -0.0700434+2.4656e-15j 0.140833-2.5444e-14j -0.0505858+3.70916e-13j 0.0233468+1.81514e-13j 0.137035+5.99406e-15j -0.0417959+2.47974e-14j 0.0197943+1.84217e-15j -0.0270895-5.99879e-17j 0.0257354-3.61324e-16j -0.016425+2.51963e-16j 0.024588-2.24897e-16j -0.0107269+1.70936e-16j -0.00460907-4.34152e-17j -0.00473969+1.10516e-16j 0.00644385-2.59169e-16j -0.00232031-8.77444e-15j 0.00169366-9.28649e-17j 0.000139396-3.24933e-17j -0.000352926-2.30696e-16j 0.000981582-2.3182e-16j 0.00106524-5.15287e-17j -0.00132594-5.44112e-17j -0.000644912-1.50493e-16j 0.000638555+8.48977e-16j -0.00564697-2.75023e-16j 0.000872553+1.44634e-17j -0.000321634-5.48869e-17j -0.00307756+3.42631e-16j 0.00134288-5.65179e-16j 0.00128316-6.50117e-16j -0.000989403-3.43724e-16j -0.0024372-1.1799e-16j -0.00130387-3.3118e-17j -0.0013934-2.18966e-16j -0.00737259-1.00137e-16j -0.00125042+9.28353e-17j 0.0143213+4.96343e-17j -0.0265258-5.81224e-16j -0.0184368-1.72836e-16j -0.0192882-3.965e-18j -0.00613935-1.78388e-16j 0.0302373+5.39945e-16j 0.0148905+5.48075e-16j -0.0183304+1.04003e-14j 0.0134049-3.09215e-14j 
-0.00126041-1.87719e-15j -0.00287403-9.60977e-16j 0.000930591-4.39916e-18j -0.00281611-1.96619e-18j -0.000570145-2.32432e-18j 0.00149298+3.43868e-17j -0.00118819-2.23626e-17j -0.00195212+4.61868e-16j -0.0014083-1.82412e-16j 0.000278385+1.32365e-16j -0.000712044+2.32419e-17j 0.000174255+5.61802e-18j -0.000392796+3.80191e-17j 0.000843923-6.84045e-17j -0.00187434+4.82896e-17j 0.000499838+6.94542e-17j 0.000113827-1.64958e-17j -1.03859e-06+3.42137e-18j -0.000530375-5.00445e-17j -0.000518873-1.19445e-17j 0.000101683+6.25654e-18j 0.000952605+3.15032e-16j 0.000934875+4.58269e-17j 0.000427136-9.68262e-18j -0.000569076-3.67201e-17j -0.000773239-3.62678e-17j -0.001069-6.40134e-17j -0.00075018-5.25431e-17j -0.00147087-1.32246e-16j -0.00042848+2.01888e-15j -0.000174564-1.57835e-16j 0.00299407-6.4207e-17j -0.00338231+2.02622e-15j 0.000160537+1.44725e-16j -0.00207903-5.76703e-18j 0.00406172-1.16991e-16j -0.00134798+4.22574e-17j -0.000641483-1.28301e-17j -0.00309552-4.47135e-17j 0.00192743-1.00166e-17j -0.000381547-9.65918e-17j -0.0052472+1.2037e-16j -8.96791e-05-3.32551e-16j -0.00454154+1.95321e-16j 0.000647911-1.14128e-16j 0.00120109+1.13509e-16j 0.000144968+1.56798e-16j 0.000937963-7.92409e-17j 0.00154527+2.6552e-16j -0.00160153+2.46759e-16j -0.00231988-1.03016e-15j 0.00701079+5.54374e-16j -0.00216928+7.91333e-17j 0.00177773-2.85555e-16j 0.00139216-2.62204e-16j -0.00103043+4.30095e-17j -0.00113903+1.56165e-16j 0.000182138+9.60885e-17j 0.00472057-4.35705e-18j 0.00110294-2.34602e-16j -0.00363868-5.90936e-17j 0.00149058+2.49456e-17j -0.0024229+9.49244e-18j -0.00283965+1.8098e-17j 0.00118261+3.5255e-17j 0.00303625+1.14123e-17j 0.00399445-2.32096e-19j 0.000661385+2.21954e-17j -0.00429533-8.18321e-17j -0.00216436-8.31219e-17j 0.00330427-1.65318e-15j -0.00199884+4.91636e-15j 
-2.53311e-17-2.25491e-18j -5.78863e-17-5.31164e-18j 1.83991e-17+1.25408e-18j -5.56781e-17-3.79479e-18j -1.09381e-17-3.15674e-19j 2.9072e-17+1.40783e-18j -2.29555e-17-8.74975e-19j -3.67486e-17-1.2979e-19j -2.67099e-17-3.62691e-19j 5.89315e-18+9.0184e-19j -1.31306e-17+3.23045e-19j 2.83208e-18-5.95197e-19j -7.69083e-18-4.27436e-19j 1.58258e-17-2.64239e-20j -3.53368e-17-1.9571e-19j 9.09674e-18-3.90005e-19j 2.33824e-18+2.72134e-19j -7.80419e-19-1.03001e-18j -1.01883e-17-3.11401e-19j -9.3166e-18+5.76199e-19j 2.25719e-18+4.71074e-19j 1.74926e-17-5.32441e-19j 1.70129e-17-7.31154e-19j 9.14063e-18+1.51716e-18j -9.63064e-18+1.42703e-18j -1.41873e-17+4.4792e-19j -2.06305e-17-7.56907e-19j -1.57405e-17-2.24064e-18j -2.88717e-17-1.69865e-18j -9.0662e-18-1.38226e-18j -3.37904e-18-1.37346e-19j 6.18026e-17+7.56215e-18j -6.90078e-17-7.44803e-18j 3.40282e-18+5.26039e-19j -4.24276e-17-4.59169e-18j 8.26946e-17+8.70724e-18j -2.75006e-17-2.96608e-18j -1.28552e-17-1.09761e-18j -6.29596e-17-6.54987e-18j 3.9121e-17+3.96893e-18j -7.78472e-18-8.40428e-19j -1.06546e-16-1.08641e-17j -1.83836e-18-2.0922e-19j -9.22455e-17-9.44069e-18j 1.31628e-17+1.35053e-18j 2.43967e-17+2.49768e-18j 2.95192e-18+3.11382e-19j 1.90615e-17+1.96349e-18j 3.13813e-17+3.20495e-18j -3.25382e-17-3.34119e-18j -4.71219e-17-4.82463e-18j 1.42378e-16+1.45442e-17j -4.40609e-17-4.50876e-18j 3.61108e-17+3.69875e-18j 2.82585e-17+2.86915e-18j -2.09228e-17-2.13272e-18j -2.31292e-17-2.35943e-18j 3.6929e-18+3.69691e-19j 9.58769e-17+9.80628e-18j 2.23959e-17+2.28407e-18j -7.39267e-17-7.59052e-18j 3.02271e-17+3.03249e-18j -4.9228e-17-5.05744e-18j -5.75826e-17-5.77443e-18j 2.3834e-17+2.20567e-18j 6.15469e-17+6.14395e-18j 8.10058e-17+8.13101e-18j 1.33915e-17+1.31777e-18j -8.70395e-17-8.65148e-18j -4.38605e-17-4.36272e-18j 6.69922e-17+6.70309e-18j -4.05088e-17-4.03244e-18j 
0.000806192+1.20431e-15j 0.00184491+6.18874e-16j -0.000579258+1.97553e-18j 0.00175291+3.50848e-18j 0.000337292+1.38512e-18j -0.000905835-2.15746e-17j 0.000711361+1.40337e-17j 0.00111788-2.64325e-16j 0.000816919+1.08138e-16j -0.000193764-7.8331e-17j 0.000393348-1.25779e-17j -7.61924e-05-3.54042e-18j 0.000240538-2.16809e-17j -0.000480061+3.87405e-17j 0.0010761-2.81462e-17j -0.000269773-4.00419e-17j -7.54703e-05+1.16095e-17j 4.06429e-05-1.72655e-18j 0.000314455+2.69117e-17j 0.000273385+7.42158e-18j -7.6283e-05-2.98865e-18j -0.00052234-1.72957e-16j -0.000504506-2.39497e-17j -0.000302487+1.55915e-17j 0.00026892+2.45944e-17j 0.000423377+2.00007e-17j 0.000638828+4.03435e-17j 0.000514774+3.45563e-17j 0.000904539+9.66487e-17j 0.000298008-1.45328e-15j 0.000104853+3.44639e-17j -0.00200085+3.52305e-17j 0.00221773-1.32423e-15j -0.00011197-9.52145e-17j 0.00136372+6.39566e-18j -0.002654+7.13354e-17j 0.000883765-2.59143e-17j 0.000408364+9.06346e-18j 0.00201932+3.27808e-17j -0.00125308+4.27406e-18j 0.000250185+6.33219e-17j 0.00341367-7.20718e-17j 5.92579e-05+2.19925e-16j 0.00295605-1.21741e-16j -0.000421863+7.35431e-17j -0.000781818-7.52352e-17j -9.47482e-05-1.02171e-16j -0.000611045+5.0488e-17j -0.00100552-1.74669e-16j 0.00104289-1.58686e-16j 0.00151008+6.73098e-16j -0.00456212-3.69106e-16j 0.00141194-4.89525e-17j -0.00115724+1.83817e-16j -0.000905179+1.68938e-16j 0.000670339-2.65715e-17j 0.00074106-1.00078e-16j -0.000118205-6.2638e-17j -0.00307232-2.71128e-18j -0.000717554+1.51443e-16j 0.00236942+4.2883e-17j -0.000967637-1.7932e-17j 0.00157785-3.3307e-18j 0.00184331-8.50807e-18j -0.000759928-2.3991e-17j -0.00196975-1.08684e-17j -0.00259325-4.48434e-18j -0.00042827-1.51342e-17j 0.002785+5.80056e-17j 0.00140346+5.63965e-17j -0.00214428+1.06853e-15j 0.00129626-3.18676e-15j 
-2.09802e-17+1.01947e-17j -4.79034e-17+2.40145e-17j 1.53364e-17-5.66982e-18j -4.64102e-17+1.71567e-17j -9.22673e-18+1.4272e-18j 2.43787e-17-6.36496e-18j -1.93098e-17+3.95586e-18j -3.12355e-17+5.86798e-19j -2.26346e-17+1.63977e-18j 4.78501e-18-4.07732e-18j -1.12546e-17-1.46052e-18j 2.5611e-18+2.69095e-18j -6.43525e-18+1.93249e-18j 1.34725e-17+1.19465e-19j -3.00175e-17+8.84829e-19j 7.83938e-18+1.76326e-18j 1.92035e-18-1.23035e-18j -4.02122e-19+4.65678e-18j -8.58978e-18+1.40788e-18j -8.07379e-18-2.60506e-18j 1.8008e-18-2.12978e-18j 1.50194e-17+2.40723e-18j 1.46618e-17+3.30563e-18j 7.39176e-18-6.85925e-18j -8.55736e-18-6.45178e-18j -1.21855e-17-2.0251e-18j -1.73616e-17+3.42207e-18j -1.28235e-17+1.01302e-17j -2.41343e-17+7.6798e-18j -7.36273e-18+6.24937e-18j -2.84022e-18+6.20959e-19j 5.06634e-17-3.41893e-17j -5.68232e-17+3.36734e-17j 2.76161e-18-2.37828e-18j -3.49331e-17+2.07596e-17j 6.81488e-17-3.93664e-17j -2.26454e-17+1.341e-17j -1.06591e-17+4.96244e-18j -5.19053e-17+2.96127e-17j 3.22779e-17-1.7944e-17j -6.41013e-18+3.79967e-18j -8.78952e-17+4.91179e-17j -1.51101e-18+9.45908e-19j -7.60889e-17+4.26825e-17j 1.08565e-17-6.1059e-18j 2.01234e-17-1.12923e-17j 2.43254e-18-1.4078e-18j 1.57197e-17-8.87716e-18j 2.58866e-17-1.44899e-17j -2.68364e-17+1.51059e-17j -3.88681e-17+2.18127e-17j 1.17448e-16-6.57562e-17j -3.63439e-17+2.03846e-17j 2.97853e-17-1.67225e-17j 2.33149e-17-1.29718e-17j -1.72604e-17+9.64226e-18j -1.90801e-17+1.06672e-17j 3.04819e-18-1.67142e-18j 7.90858e-17-4.43353e-17j 1.84753e-17-1.03265e-17j -6.09723e-17+3.43176e-17j 2.49484e-17-1.37103e-17j -4.06009e-17+2.28653e-17j -4.75273e-17+2.61069e-17j 1.97189e-17-9.97208e-18j 5.08065e-17-2.77775e-17j 6.68583e-17-3.67612e-17j 1.10595e-17-5.95778e-18j -7.18599e-17+3.91143e-17j -3.62105e-17+1.97243e-17j 5.52976e-17-3.03054e-17j -3.34426e-17+1.82311e-17j 
-9.21092e-05-1.52559e-16j -0.000234574-9.04742e-17j 8.66778e-06+3.88181e-18j -2.61977e-05-1.18011e-17j 6.00777e-05-6.66514e-20j -7.33631e-05+2.17495e-18j 9.38404e-05-1.39116e-18j 0.000343083-8.18866e-17j 0.00020864+1.80702e-17j 7.86744e-05-1.30702e-17j 0.000178644-6.52156e-18j -0.000118277-3.03281e-19j 1.10612e-05-7.38966e-18j -0.000160241+1.36003e-17j 0.000319143-6.8242e-18j -0.000148984-1.15451e-17j 1.82125e-05-4.90114e-18j -0.000148596-2.36022e-18j 5.33236e-05+1.50116e-17j 0.000179409+4.3896e-19j 4.9201e-05-2.89768e-18j -0.000253481-8.34867e-17j -0.0002789-1.72071e-17j 0.000139988-3.43042e-17j 0.00031162-5.55778e-18j 0.000208026+9.61607e-18j 8.88046e-05-3.10226e-18j -0.00018462-9.3088e-18j 2.72545e-05-5.59455e-17j -0.000120253+7.47975e-16j 1.25158e-05+2.3536e-16j 0.00053742+2.3563e-17j -0.000448974+2.4638e-16j 4.62322e-05+2.08576e-17j -0.000277931-1.44652e-17j 0.000504939+1.19963e-17j -0.000178608-3.62849e-18j -3.96535e-05-5.07452e-18j -0.000372389-2.44875e-17j 0.000216072+1.06381e-17j -5.0682e-05-1.35073e-17j -0.000596774-1.8917e-17j -1.36003e-05-5.12961e-17j -0.000521953-5.77947e-18j 7.49966e-05-9.18755e-18j 0.000138173+2.02424e-17j 1.81101e-05+1.87081e-17j 0.000109779-3.35554e-18j 0.000176546+4.01515e-17j -0.000185799+1.82977e-17j -0.000266938-1.32155e-16j 0.000801497+1.07062e-16j -0.000249224-4.31149e-18j 0.00020479-2.1996e-17j 0.000156419-2.12219e-17j -0.000117085-2.19583e-18j -0.000129706+1.00719e-17j 1.96434e-05+1.17168e-17j 0.000541581+2.86233e-17j 0.00012551-2.03087e-17j -0.000422037-2.98017e-17j 0.000161771+1.17979e-17j -0.000281474-1.38808e-17j -0.000307799-1.50894e-17j 9.94156e-05+9.84524e-18j 0.000324737+1.94277e-17j 0.00043417+2.4255e-17j 6.77664e-05+6.24903e-18j -0.000453586-3.4534e-17j -0.00022904-2.1861e-17j 0.000355829-1.56285e-16j -0.000212009+5.12282e-16j 
-1.02791e-17+1.91407e-18j -2.26567e-17+4.50876e-18j 9.48011e-18-1.06452e-18j -2.86892e-17+3.22119e-18j -7.89174e-18+2.67959e-19j 1.79901e-17-1.19503e-18j -1.54471e-17+7.42719e-19j -3.13982e-17+1.10172e-19j -2.14128e-17+3.07869e-19j 4.11665e-19-7.65523e-19j -1.31575e-17-2.74215e-19j 5.59573e-18+5.0523e-19j -4.47052e-18+3.62827e-19j 1.39537e-17+2.24298e-20j -2.98199e-17+1.66128e-19j 9.9876e-18+3.31054e-19j 6.1303e-19-2.31e-19j 4.72404e-18+8.74317e-19j -7.25958e-18+2.64332e-19j -1.11566e-17-4.89104e-19j -5.01721e-19-3.99869e-19j 1.80642e-17+4.5196e-19j 1.86882e-17+6.20637e-19j 1.74368e-20-1.28783e-18j -1.58958e-17-1.21133e-18j -1.47353e-17-3.80215e-19j -1.40371e-17+6.42497e-19j -1.98203e-18+1.90196e-18j -1.62891e-17+1.44189e-18j -6.60371e-19+1.17333e-18j -2.22893e-18+1.16586e-19j 1.42651e-17-6.4191e-18j -2.11537e-17+6.32223e-18j 2.09896e-19-4.46526e-19j -1.29404e-17+3.89764e-18j 2.64934e-17-7.3911e-18j -8.44093e-18+2.51774e-18j -5.46176e-18+9.31705e-19j -2.05874e-17+5.55983e-18j 1.3322e-17-3.36901e-18j -2.38517e-18+7.13394e-19j -3.59956e-17+9.22195e-18j -5.06827e-19+1.77596e-19j -3.09817e-17+8.01369e-18j 4.40296e-18-1.14639e-18j 8.18943e-18-2.12015e-18j 9.42768e-19-2.64315e-19j 6.33553e-18-1.6667e-18j 1.0575e-17-2.72051e-18j -1.087e-17+2.83615e-18j -1.58158e-17+4.09537e-18j 4.79617e-17-1.23458e-17j -1.48013e-17+3.82724e-18j 1.21122e-17-3.13967e-18j 9.61114e-18-2.43547e-18j -7.07219e-18+1.81035e-18j -7.80853e-18+2.00279e-18j 1.2836e-18-3.13811e-19j 3.22331e-17-8.32402e-18j 7.56384e-18-1.93882e-18j -2.46999e-17+6.44318e-18j 1.04724e-17-2.57412e-18j -1.64326e-17+4.29299e-18j -1.9963e-17+4.9016e-18j 9.23066e-18-1.87227e-18j 2.14844e-17-5.21526e-18j 2.80431e-17-6.90197e-18j 4.77461e-18-1.11858e-18j -3.05788e-17+7.34377e-18j -1.53928e-17+3.70327e-18j 2.33035e-17-5.68989e-18j -1.42002e-17+3.42292e-18j 
-9.34951e-18-2.23778e-18j -1.91721e-17-5.27128e-18j 1.20937e-17+1.24455e-18j -3.66001e-17-3.76596e-18j -1.31294e-17-3.13276e-19j 2.70364e-17+1.39713e-18j -2.46182e-17-8.68327e-19j -5.69715e-17-1.28804e-19j -3.77003e-17-3.59935e-19j -3.03751e-18+8.94987e-19j -2.54609e-17+3.20591e-19j 1.2753e-17-5.90674e-19j -6.3923e-18-4.24188e-19j 2.56723e-17-2.62231e-20j -5.3803e-17-1.94223e-19j 1.99356e-17-3.87042e-19j -2.11564e-20+2.70067e-19j 1.29843e-17-1.02218e-18j -1.19893e-17-3.09035e-19j -2.28599e-17+5.71821e-19j -2.89963e-18+4.67495e-19j 3.53296e-17-5.28396e-19j 3.73082e-17-7.25598e-19j -6.34669e-18+1.50563e-18j -3.51186e-17+1.41619e-18j -2.88762e-17+4.44517e-19j -2.25317e-17-7.51156e-19j 5.78958e-18-2.22361e-18j -2.26976e-17-1.68574e-18j 4.60178e-18-1.37176e-18j -3.50565e-18-1.36303e-19j -5.66205e-18+7.50469e-18j -7.43671e-18-7.39144e-18j -1.82714e-18+5.22042e-19j -4.40001e-18-4.5568e-18j 1.19241e-17+8.64108e-18j -2.99225e-18-2.94354e-18j -5.39045e-18-1.08927e-18j -1.01754e-17-6.5001e-18j 7.71743e-18+3.93878e-18j -8.3587e-19-8.34043e-19j -2.02627e-17-1.07816e-17j -4.88063e-20-2.0763e-19j -1.70624e-17-9.36896e-18j 2.38753e-18+1.34027e-18j 4.50082e-18+2.47871e-18j 4.17867e-19+3.09016e-19j 3.35067e-18+1.94857e-18j 5.89726e-18+3.1806e-18j -5.8648e-18-3.3158e-18j -8.68795e-18-4.78797e-18j 2.67104e-17+1.44337e-17j -8.15767e-18-4.4745e-18j 6.63708e-18+3.67065e-18j 5.54342e-18+2.84735e-18j -3.98862e-18-2.11651e-18j -4.38434e-18-2.3415e-18j 7.97077e-19+3.66882e-19j 1.78178e-17+9.73177e-18j 4.25292e-18+2.26671e-18j -1.33337e-17-7.53284e-18j 6.43444e-18+3.00945e-18j -8.83904e-18-5.01901e-18j -1.22918e-17-5.73055e-18j 7.63594e-18+2.18891e-18j 1.35252e-17+6.09726e-18j 1.71856e-17+8.06923e-18j 3.20609e-18+1.30775e-18j -1.96425e-17-8.58574e-18j -9.85526e-18-4.32957e-18j 1.45069e-17+6.65216e-18j -9.05914e-18-4.0018e-18j 
-0.000105292-1.59317e-16j -0.000240696-8.57743e-17j 7.62765e-05+9.15974e-19j -0.000230823-4.02182e-18j -4.512e-05-4.8861e-19j 0.000120222+4.18875e-18j -9.48037e-05-2.6853e-18j -0.000151099+3.56101e-17j -0.000109964-1.48053e-17j 2.46939e-05+1.13451e-17j -5.37949e-05+2.04282e-18j 1.13266e-05-1.08244e-19j -3.18328e-05+2.52319e-18j 6.50279e-05-5.28063e-18j -0.000145332+3.59462e-18j 3.71813e-05+5.02533e-18j 9.75284e-06-1.21312e-18j -3.74872e-06-7.47575e-19j -4.2036e-05-4.01327e-18j -3.7987e-05-4.23384e-19j 9.5243e-06+8.83123e-19j 7.16121e-05+2.319e-17j 6.95362e-05+2.63357e-18j 3.8364e-05-2.09895e-19j -3.88306e-05-1.79584e-18j -5.80723e-05-2.30588e-18j -8.51863e-05-6.02078e-18j -6.58687e-05-6.63217e-18j -0.000119551-1.37867e-17j -3.79872e-05+1.82157e-16j -1.39596e-05-7.22685e-18j 0.000257974+2.44742e-18j -0.000287526+1.64683e-16j 1.42615e-05+1.28384e-17j -0.000176785-5.14789e-18j 0.000344439-1.07483e-18j -0.000114582+5.74001e-19j -5.34099e-05-2.20643e-18j -0.000262197-1.04206e-17j 0.000162867+3.17755e-18j -3.24357e-05-9.01873e-18j -0.000443599-8.48765e-19j -7.66534e-06-2.86429e-17j -0.000384077+6.94046e-18j 5.48068e-05-8.28432e-18j 0.000101579+1.21267e-17j 1.22956e-05+1.35703e-17j 7.9372e-05-4.71232e-18j 0.000130657+2.57078e-17j -0.000135483+1.74769e-17j -0.0001962-9.19985e-17j 0.000592796+6.16353e-17j -0.000183453+2.11989e-18j 0.000150354-2.04026e-17j 0.000117646-1.92554e-17j -8.71103e-05+1.45483e-18j -9.62976e-05+1.07929e-17j 1.53716e-05+8.49058e-18j 0.000399193+9.57535e-18j 9.3244e-05-1.75273e-17j -0.000307817-1.2706e-17j 0.000125823+5.18281e-18j -0.000204978-4.32441e-18j -0.000239691-4.32536e-18j 9.91133e-05+5.19944e-18j 0.000256178+7.19203e-18j 0.000337195+8.22871e-18j 5.57298e-05+3.20799e-18j -0.000362266-1.56794e-17j -0.000182553-1.14375e-17j 0.000278851-1.32671e-16j -0.000168605+4.10681e-16j 
-0.000182967-2.48911e-16j -0.000368094-1.15894e-16j 0.000253828-5.05716e-18j -0.000768185+1.09606e-17j -0.000286357-1.5489e-18j 0.000581856+1.015e-17j -0.000534014-6.51817e-18j -0.00125537+2.98033e-16j -0.000827873-9.04682e-17j -7.63099e-05+6.7596e-17j -0.000564964+2.0851e-17j 0.000287455+3.49112e-19j -0.000136594+2.4505e-17j 0.000566566-4.72319e-17j -0.0011848+2.7104e-17j 0.000443775+4.20994e-17j -3.27502e-06+5.86693e-18j 0.000297044+2.4408e-18j -0.000261253-4.56131e-17j -0.000510203-2.52462e-18j -6.88231e-05+9.12122e-18j 0.000784814+2.57165e-16j 0.000830511+4.54583e-17j -0.000155656+7.06527e-17j -0.000789393+4.96425e-18j -0.000641589-2.83846e-17j -0.000489207-1.48553e-17j 0.000150832-3.81683e-18j -0.000483147+6.80056e-17j 0.000115773-9.12834e-16j -7.59122e-05-5.17396e-16j -0.000202936-4.17858e-17j -8.71817e-05+7.37092e-17j -4.57326e-05+2.11032e-18j -4.9673e-05+1.2647e-17j 0.000173173-3.03761e-17j -3.53957e-05+1.01318e-17j -0.000107579+2.92135e-18j -0.000156861+1.51193e-17j 0.000129277-1.15707e-17j -9.76513e-06-3.79355e-18j -0.000334852+3.83429e-17j 1.08249e-06+5.07513e-18j -0.000278946+3.84261e-17j 3.87284e-05-1.05725e-17j 7.35064e-05+5.21784e-19j 6.00418e-06+9.24621e-18j 5.36484e-05-1.01252e-17j 9.70109e-05+7.23035e-18j -9.48891e-05+2.46538e-17j -0.000141855-5.10968e-17j 0.000439101-6.38903e-18j -0.000133417+1.73329e-17j 0.000108234-2.74199e-17j 9.26712e-05-2.48056e-17j -6.59743e-05+1.01372e-17j -7.23637e-05+1.78403e-17j 1.37673e-05+5.7312e-18j 0.000291837-2.73272e-17j 7.02425e-05-2.04525e-17j -0.00021579+1.82499e-17j 0.00011064-6.68497e-18j -0.000142785+1.44415e-17j -0.000211549+1.7085e-17j 0.000145676-2.40565e-18j 0.000234943-1.59906e-17j 0.00029518-2.27175e-17j 5.71228e-05-1.84169e-18j -0.000344004+1.77159e-17j -0.000172371+5.63429e-18j 0.000250827-1.47661e-16j -0.000158218+3.94681e-16j 
-3.62197e-17+3.98207e-18j -7.27672e-17+9.38011e-18j 5.04886e-17-2.21464e-18j -1.52799e-16+6.70143e-18j -5.71006e-17+5.57467e-19j 1.15925e-16-2.48616e-18j -1.06447e-16+1.54517e-18j -2.50486e-16+2.29204e-19j -1.65151e-16+6.40496e-19j -1.53435e-17-1.59261e-18j -1.12778e-16-5.70483e-19j 5.7437e-17+1.05109e-18j -2.72016e-17+7.54833e-19j 1.13059e-16+4.66633e-20j -2.36396e-16+3.45616e-19j 8.86036e-17+6.88732e-19j -6.88576e-19-4.80577e-19j 5.94064e-17+1.81895e-18j -5.20918e-17+5.4992e-19j -1.01883e-16-1.01754e-18j -1.3794e-17-8.31895e-19j 1.56675e-16+9.40267e-19j 1.65819e-16+1.29118e-18j -3.12558e-17-2.67923e-18j -1.57704e-16-2.52008e-18j -1.28084e-16-7.91007e-19j -9.75215e-17+1.33666e-18j 3.03866e-17+3.95687e-18j -9.6191e-17+2.99974e-18j 2.32801e-17+2.44101e-18j -1.51302e-17+2.42548e-19j -4.14691e-17-1.33544e-17j -1.64372e-17+1.31529e-17j -9.1935e-18-9.28961e-19j -9.32046e-18+8.10872e-18j 3.34341e-17-1.53766e-17j -6.68093e-18+5.23796e-18j -2.13254e-17+1.93834e-18j -3.04571e-17+1.15668e-17j 2.52854e-17-7.00896e-18j -1.84031e-18+1.48416e-18j -6.54185e-17+1.91855e-17j 2.42961e-19+3.69473e-19j -5.44461e-17+1.66718e-17j 7.55409e-18-2.38497e-18j 1.43461e-17-4.4108e-18j 1.15799e-18-5.49887e-19j 1.04523e-17-3.46743e-18j 1.89452e-17-5.65979e-18j -1.85042e-17+5.90039e-18j -2.7685e-17+8.52008e-18j 8.57467e-17-2.56845e-17j -2.6042e-17+7.96227e-18j 2.11212e-17-6.53183e-18j 1.81225e-17-5.06679e-18j -1.28901e-17+3.76628e-18j -1.41359e-17+4.16664e-18j 2.69957e-18-6.52858e-19j 5.69713e-17-1.73174e-17j 1.37223e-17-4.03356e-18j -4.2082e-17+1.34045e-17j 2.1687e-17-5.35525e-18j -2.78406e-17+8.93121e-18j -4.14698e-17+1.01974e-17j 2.87848e-17-3.89511e-18j 4.60903e-17-1.08499e-17j 5.78542e-17-1.4359e-17j 1.12288e-17-2.32712e-18j -6.75298e-17+1.52781e-17j -3.38338e-17+7.70436e-18j 4.91878e-17-1.18374e-17j -3.10522e-17+7.12111e-18j 
4.62272e-17+4.56274e-18j 1.14099e-16+1.07479e-17j -1.31195e-17-2.53758e-18j 3.96902e-17+7.67863e-18j -1.51152e-17+6.38756e-19j 9.85273e-18-2.84869e-18j -2.03953e-17+1.77048e-18j -1.00398e-16+2.62627e-19j -5.86672e-17+7.33893e-19j -3.08642e-17-1.82484e-18j -5.55657e-17-6.53671e-19j 3.99984e-17+1.20436e-18j 3.25568e-19+8.64902e-19j 4.76248e-17+5.34678e-20j -9.27616e-17+3.96013e-19j 4.73551e-17+7.89162e-19j -7.67816e-18-5.50654e-19j 5.2627e-17+2.08418e-18j -1.31532e-17+6.3011e-19j -5.79225e-17-1.16592e-18j -1.85196e-17-9.53202e-19j 7.94663e-17+1.07738e-18j 8.86582e-17+1.47947e-18j -5.41811e-17-3.06992e-18j -1.04195e-16-2.88755e-18j -6.53083e-17-9.06351e-19j -1.98994e-17+1.53158e-18j 7.34737e-17+4.53386e-18j 6.23497e-18+3.43716e-18j 4.72076e-17+2.79696e-18j -2.54638e-18+2.77916e-19j -2.2263e-16-1.53017e-17j 1.95505e-16+1.50708e-17j -1.8104e-17-1.06442e-18j 1.20866e-16+9.29113e-18j -2.22659e-16-1.76188e-17j 7.78011e-17+6.00176e-18j 2.09688e-17+2.22098e-18j 1.6529e-16+1.32534e-17j -9.73247e-17-8.031e-18j 2.20666e-17+1.70058e-18j 2.6798e-16+2.19831e-17j 5.78423e-18+4.2335e-19j 2.33866e-16+1.91029e-17j -3.35528e-17-2.73275e-18j -6.18971e-17-5.05398e-18j -7.97821e-18-6.30071e-19j -4.90013e-17-3.97305e-18j -7.92017e-17-6.4851e-18j 8.30856e-17+6.76078e-18j 1.19574e-16+9.76248e-18j -3.59516e-16-2.94298e-17j 1.11675e-16+9.12332e-18j -9.17131e-17-7.4843e-18j -7.04211e-17-5.80563e-18j 5.25869e-17+4.31548e-18j 5.82286e-17+4.77422e-18j -8.92258e-18-7.48058e-19j -2.42749e-16-1.98427e-17j -5.63531e-17-4.62174e-18j 1.88736e-16+1.53591e-17j -7.33795e-17-6.13615e-18j 1.25834e-16+1.02336e-17j 1.39656e-16+1.16844e-17j -4.7974e-17-4.46309e-18j -1.47777e-16-1.24321e-17j -1.96874e-16-1.64528e-17j -3.11382e-17-2.66646e-18j 2.06998e-16+1.7506e-17j 1.04475e-16+8.8278e-18j -1.61681e-16-1.35635e-17j 9.66573e-17+8.1595e-18j 
