-0.157256-1.1906e-13j -0.205106-2.5615e-14j 0.0665602-5.24315e-17j -0.182613-4.07021e-17j 0.0836601-1.44934e-15j -0.220712-6.28852e-15j -0.0713585-3.16011e-16j 0.0749904+1.82303e-16j 0.190652+1.16244e-15j -0.0226511+2.38291e-15j 0.0878392-4.51443e-15j -0.212734-7.82055e-16j -0.0725448+3.17994e-15j -0.135854-1.11747e-15j -0.205725+1.26215e-14j -0.129948+5.32478e-15j -0.0519708+1.76111e-14j 0.124848-7.72792e-14j -0.116131-1.64801e-14j 0.116987-7.09508e-15j 0.0445731-6.29826e-15j 0.0643649+5.11546e-15j 0.168745-6.55713e-15j 0.0490827-7.60558e-15j -0.229662-3.14161e-15j 0.0212594+1.57966e-16j -0.224216+1.01476e-14j -0.0699204+4.25973e-15j 0.0667619-6.31816e-14j 0.217238-3.68919e-15j 0.0511039+7.05457e-15j -0.108734+4.98026e-15j -0.199724+5.41313e-15j 0.00960863+1.73832e-16j 0.0447678-1.43357e-14j 0.0593331+1.30452e-14j -0.217743-3.15495e-14j -0.00781307-5.65676e-14j -0.0420896-4.26781e-14j -0.122533-6.37834e-14j 0.117277+3.48241e-14j -0.0827441-2.84594e-13j 0.137081+5.20304e-15j 0.112145-1.06052e-15j 0.217382-5.85483e-16j 0.0982757+2.11425e-15j -0.0206176+2.75962e-15j -0.0391818+3.03908e-15j 0.117945+1.99636e-15j -0.177483+2.43908e-16j -0.159172+6.2763e-15j 4.61254e-05+1.75596e-15j 0.123969+1.34058e-16j 0.147876+2.25421e-16j -0.171919+5.23273e-15j 0.17691-2.36644e-14j 
0.00017294+1.12582e-16j 6.84922e-05+2.2125e-17j -0.000269976-6.32436e-18j -2.1828e-05-2.64869e-18j 0.000139222+7.16341e-18j 1.5909e-05-2.25292e-18j 0.000337102+5.10287e-18j -0.000206927-1.83221e-18j 0.000229915+7.29982e-18j 1.21258e-05-7.17578e-18j -0.000254186-1.2785e-18j 6.18882e-05+5.79169e-18j -0.000383624-1.95931e-17j 0.000237382+1.22165e-17j 3.19533e-07-2.8926e-17j -0.000215891+9.20919e-18j 0.000223224-1.1983e-17j 2.19245e-05-6.08984e-18j -0.000104033+3.12293e-17j -0.000310886+4.02433e-17j -0.000241685+1.90916e-17j 0.000272885-3.66202e-17j 0.000297548+3.62378e-17j -0.000421019-1.10186e-16j -0.000107694-3.27501e-17j 0.000111167+6.11113e-18j 9.95236e-05-2.92e-18j 3.38961e-05-3.23265e-17j -5.47046e-05+5.27889e-17j -0.000204849-1.76396e-19j 3.77544e-05-3.37801e-17j 0.00037066-1.08733e-17j -0.000256362-2.05481e-17j -0.000394438-3.27708e-17j 0.000225202-2.629e-17j 6.24644e-05+9.44796e-18j -0.000116685-1.48425e-17j -5.82259e-05+7.18518e-17j 0.000191933+7.7679e-17j 2.40638e-05-2.73495e-18j -0.000372717+1.01587e-18j -9.0184e-05-1.05178e-16j -9.53676e-06+5.57664e-18j 0.00028838+1.30767e-17j -0.000160434+4.34055e-18j 0.0001497+1.11475e-17j 6.38186e-06-6.59896e-19j 0.000376498+1.15813e-17j 6.33997e-05+2.88051e-18j -0.000123255-8.90584e-18j 0.000233696-6.07161e-18j -0.000189674-4.79064e-18j -0.000220427-4.27734e-18j 0.000110007+4.32704e-18j 0.000185325-7.03246e-19j -5.72385e-05+1.24099e-17j 
-0.000220511-1.50497e-16j -0.000162701-3.31178e-17j 0.000249817-1.33849e-18j -7.90054e-05-2.03832e-18j -6.65673e-05-9.25902e-19j -0.00012912-5.31681e-18j -0.00030573+3.91753e-18j 0.000204127-2.84583e-18j -8.22302e-05+4.95797e-18j -2.15958e-05+6.87103e-18j 0.000248489-6.85144e-18j -0.000161474-7.3577e-18j 0.000266789+5.04033e-18j -0.000260463-6.21508e-18j -0.000108814+2.57211e-17j 0.000103111-1.31016e-17j -0.00020494+2.41236e-17j 4.84464e-05-3.29206e-17j 2.14484e-05-3.86971e-17j 0.000308961-4.2273e-17j 0.000215717-2.447e-17j -0.000183042+4.07578e-17j -0.000147575-2.06403e-17j 0.000360709+7.2672e-17j -3.55495e-05+1.69363e-17j -7.71854e-05-1.23107e-18j -0.000197462+6.17922e-18j -6.3852e-05+2.75686e-17j 7.87329e-05-7.55816e-17j 0.000277538-3.41496e-18j -3.05623e-06+3.26326e-17j -0.000352139+1.96462e-17j 9.84746e-05+8.12688e-18j 0.000318741+1.5206e-17j -0.000155465+2.05566e-17j -1.83639e-05+2.27279e-18j -2.21102e-05-1.23199e-17j 4.21803e-05-8.87826e-17j -0.000174842-7.96862e-17j -8.37967e-05-3.31576e-17j 0.000358283+9.30326e-18j 2.80536e-05-7.06719e-17j 7.9921e-05+6.74504e-19j -0.000170151-6.67033e-19j 0.000242294-4.11308e-18j -6.71872e-05-1.63733e-18j -1.59549e-05+1.76513e-18j -0.00032008+2.26586e-18j 1.18217e-05+2.8171e-18j 4.35919e-06+3.24102e-19j -0.000269837+1.1678e-17j 0.00015086-6.15275e-19j 0.000240709-3.67142e-19j -9.44816e-06+2.62232e-18j -0.000238098+5.24845e-18j 0.000138873-2.05739e-17j 
0.000661881+4.97226e-16j 0.000848854+1.09635e-16j -0.000298215+7.14888e-18j 0.000748159+4.81067e-18j -0.000330888+5.10324e-20j 0.000908136+3.01179e-17j 0.00032409-7.8833e-18j -0.000327057+4.29654e-18j -0.000762077-1.6134e-17j 9.41631e-05-1.03377e-17j -0.000384178+2.49294e-17j 0.000879583+6.51688e-18j 0.000262786-3.80634e-19j 0.000579877+8.65402e-19j 0.000845137-4.98324e-17j 0.000513995-1.08501e-17j 0.00023399-7.97284e-17j -0.000510855+3.13325e-16j 0.000467509+7.66895e-17j -0.000509123+4.0576e-17j -0.000205296+3.46944e-17j -0.000239351-3.49682e-17j -0.000665873+1.64713e-17j -0.000240287+3.40896e-17j 0.000933552+1.87278e-17j -7.71251e-05-4.28965e-18j 0.000930205-4.01791e-17j 0.000290342-2.00091e-17j -0.000279278+2.64704e-16j -0.000911212+1.70451e-17j -0.000206466-3.45074e-17j 0.000480709-3.13786e-17j 0.000796917-1.10035e-17j -7.56893e-05+9.25002e-18j -0.000163226+4.79254e-17j -0.000238002-5.61612e-17j 0.000883762+1.371e-16j 2.67494e-05+2.41099e-16j 0.000190526+1.76991e-16j 0.000505571+2.63752e-16j -0.000515989-1.33166e-16j 0.000331628+1.16434e-15j -0.000563997-2.36631e-17j -0.000434205-6.64013e-18j -0.000907725+3.22131e-18j -0.000389966-1.49053e-17j 8.52821e-05-1.11411e-17j 0.000195527-2.3121e-17j -0.000478693-1.27415e-17j 0.000717775+6.3424e-18j 0.000675327-3.0533e-17j -1.76055e-05-1.31075e-18j -0.0005295+3.60687e-18j -0.000597366-7.57383e-18j 0.000723251-2.38453e-17j -0.000731995+9.62391e-17j 
-0.000928454-6.62753e-16j -0.000866918-1.37979e-16j 0.000823994+1.37107e-17j -0.000590462+5.68617e-18j -1.25388e-05-2.07924e-17j -0.000806289-1.70205e-17j -0.000987797-1.23347e-17j 0.000715358+4.67902e-18j 0.000162771-1.19924e-17j -0.000105731+2.40472e-17j 0.000863783-1.29429e-17j -0.000879115-1.54043e-17j 0.000586722+5.41105e-17j -0.000994798-3.06912e-17j -0.000719757+1.075e-16j 1.86863e-05-1.50446e-18j -0.000670597+8.77678e-17j 0.000388349-2.5679e-16j -0.000178035-1.25972e-16j 0.00108986-1.12905e-16j 0.000685176-6.37931e-17j -0.000372752+9.80339e-17j -6.19428e-05-1.02369e-16j 0.00109375+2.14837e-16j -0.000566832+6.0803e-17j -0.000169192-1.28566e-17j -0.00100168+4.18741e-17j -0.000318634+8.56987e-17j 0.000353173-3.36461e-16j 0.001208-1.24978e-17j 9.59238e-05+9.86355e-17j -0.00119194+4.11694e-17j -0.000136551+6.40004e-17j 0.000897554+7.24594e-17j -0.000336805+7.43164e-18j 7.05625e-05+2.48826e-17j -0.000505478-7.77135e-17j 0.000100229-3.55088e-16j -0.00056752-3.19347e-16j -0.000480992-2.16937e-16j 0.0012263+1.19547e-16j -9.16727e-05-7.64317e-16j 0.00050002+5.95554e-18j -0.000239691-3.24167e-17j 0.00111121-1.15516e-17j 1.55955e-05-1.70673e-17j -8.60421e-05+1.10924e-17j -0.000961625-1.48093e-17j 0.000273378+6.41998e-19j -0.000350371+2.04045e-17j -0.00106823+3.52133e-17j 0.00041562+1.66656e-17j 0.000916123+9.86253e-18j 0.000275903-8.72861e-18j -0.00100683+1.98175e-17j 0.000743718-1.09907e-16j 
0.000385705+2.8389e-16j 0.00045734+6.40729e-17j -0.000220539+7.77109e-18j 0.000383077+5.49407e-18j -0.000137879-3.11846e-18j 0.000475313+1.84339e-17j 0.000250313-1.00413e-17j -0.000220162+5.66963e-18j -0.000339643-1.55626e-17j 5.18349e-05-7.03159e-18j -0.000261321+1.74755e-17j 0.000471684+6.85913e-18j 4.30253e-05+5.82396e-18j 0.000358823-1.88469e-19j 0.000438813-2.943e-17j 0.00021427+4.19428e-18j 0.000175816-4.89885e-17j -0.000259862+1.58509e-16j 0.00021737+5.19773e-17j -0.000339987+3.66254e-17j -0.000165414+2.79263e-17j -5.78194e-05-3.49612e-17j -0.000273235+7.09489e-18j -0.000227239+5.32231e-19j 0.000458416+8.32868e-18j -1.29738e-05-3.87033e-18j 0.000507126-2.02462e-17j 0.000158977-1.79161e-17j -0.000158299+1.50498e-16j -0.000522908+1.02263e-17j -9.79909e-05-2.79455e-17j 0.000339788-2.63303e-17j 0.00035129-9.37675e-19j -0.00013532+6.49136e-18j -2.99089e-05+1.2107e-17j -0.000108347-2.9418e-17j 0.000430379+7.41604e-17j -2.88935e-07+1.44238e-16j 0.000145634+1.06723e-16j 0.000268315+1.37734e-16j -0.000358604-6.15833e-17j 0.000150202+5.82488e-16j -0.000295109-1.30141e-17j -0.000155201-9.35302e-18j -0.000510285+3.04021e-18j -0.000165998-1.04218e-17j 4.58261e-05-5.75366e-18j 0.000193164-1.79021e-17j -0.000233068-9.49397e-18j 0.000342611+7.20676e-18j 0.000407476-2.04532e-17j -5.53164e-05+2.87972e-18j -0.000328543+4.222e-18j -0.000283328-8.1284e-18j 0.000420579-1.42527e-17j -0.000393935+5.14075e-17j 
-4.34188e-05+1.85338e-19j 0.000222308+3.1589e-18j 0.000367831+9.72836e-18j 0.000344987+3.73742e-18j -0.000387533-8.90201e-18j 0.00034186+1.35952e-17j -0.000478994-6.48909e-18j 0.000241727+1.84426e-18j -0.000728007-1.23661e-17j 1.64496e-05+8.72416e-18j 0.000304107+8.46417e-18j 0.000246827-9.56094e-18j 0.000802923+2.63967e-17j -0.00019375-1.8795e-17j 0.000344413+2.92151e-17j 0.000601307-2.74385e-17j -0.000309271-6.92142e-18j -0.000248292+1.41161e-16j 0.000379491-2.91206e-17j 0.000355923-6.12073e-17j 0.00035446-2.48395e-17j -0.000592546+5.86976e-17j -0.00081138-5.04384e-17j 0.000665375+2.05687e-16j 0.000576373+6.15593e-17j -0.00023307-1.02279e-17j 0.000199245-1.22068e-17j 5.70539e-05+5.01681e-17j -1.48039e-05+1.21366e-17j -4.98659e-07+6.09605e-18j -0.000152744+4.86734e-17j -0.000475913+1.30589e-17j 0.000790188+2.46361e-17j 0.000684364+5.51591e-17j -0.000475004+7.25378e-17j -0.000210425-3.79258e-17j 0.000572351+7.73883e-17j 0.000116504-3.31924e-17j -0.000270271-6.5226e-17j 0.000162742+1.11395e-16j 0.000465241-6.22746e-17j 0.00029891+6.62983e-16j -0.000212935-1.80354e-17j -0.000700185-1.8862e-17j -7.96142e-05-6.81495e-18j -0.000430649-2.18085e-17j 2.32402e-05-3.50988e-18j -0.000602914-2.31861e-17j -0.000310373-7.44582e-18j 0.000516508+1.36787e-17j -0.000148103+1.14546e-18j 0.000336762+4.22021e-18j 0.00018357+6.40788e-18j -0.000443334-6.57075e-18j -4.08256e-05-7.04213e-18j -0.000195012+1.80915e-17j 
0.000393824+2.89686e-16j 0.000466868+6.55999e-17j -0.000225306+8.50588e-18j 0.000391+5.98212e-18j -0.000140636-3.68282e-18j 0.000485175+1.916e-17j 0.000255746-1.09884e-17j -0.000224875+6.18707e-18j -0.000346515-1.68056e-17j 5.2918e-05-7.17406e-18j -0.000266921+1.83371e-17j 0.000481505+7.21888e-18j 4.36381e-05+7.045e-18j 0.000366432-5.56541e-19j 0.000447908-2.97013e-17j 0.000218554+5.07128e-18j 0.000179622-5.0496e-17j -0.000265232+1.61515e-16j 0.0002218+5.35484e-17j -0.000347259+3.8009e-17j -0.000169018+2.90629e-17j -5.88193e-05-3.65276e-17j -0.000278681+6.20671e-18j -0.000232254+1.46094e-18j 0.000467838+9.15705e-18j -1.31619e-05-4.2695e-18j 0.000517708-2.05313e-17j 0.000162296-1.82756e-17j -0.00016162+1.53679e-16j -0.000533894+1.05848e-17j -9.99943e-05-2.87359e-17j 0.0003471-2.76475e-17j 0.000358384+3.77659e-20j -0.000138411+7.60057e-18j -3.0365e-05+1.16807e-17j -0.000110547-3.02856e-17j 0.000439214+7.63684e-17j -3.37246e-07+1.47443e-16j 0.000148792+1.08571e-16j 0.000273893+1.4074e-16j -0.000366307-6.21049e-17j 0.000153249+5.94861e-16j -0.000301232-1.34953e-17j -0.000158208-1.04761e-17j -0.000520977+3.13852e-18j -0.000169329-1.11872e-17j 4.67805e-05-5.85369e-18j 0.000197441-1.91652e-17j -0.000237853-1.00585e-17j 0.000349622+7.97785e-18j 0.000416091-2.12042e-17j -5.66006e-05+3.42408e-18j -0.000335512+4.65661e-18j -0.00028912-8.83594e-18j 0.00042943-1.47245e-17j -0.00040214+5.23193e-17j 
-0.000889037-6.38602e-16j -0.000928402-1.43993e-16j 0.000665876-1.64264e-17j -0.000704723-1.28639e-17j 0.000132686+5.89282e-18j -0.000913991-3.73152e-17j -0.000784023+2.39916e-17j 0.000607108-1.42763e-17j 0.000430933+3.48046e-17j -0.000109242+1.98015e-17j 0.000728501-3.84176e-17j -0.000949463-2.10954e-17j 0.000271833-7.52125e-18j -0.000897511-6.02486e-18j -0.000830575+7.76277e-17j -0.000206629-2.66374e-17j -0.000538207+1.10035e-16j 0.000471498-2.90719e-16j -0.000315494-1.33251e-16j 0.000929555-1.14123e-16j 0.000535524-7.75176e-17j -0.000141872+1.10507e-16j 0.000243006-3.2941e-17j 0.000817635+8.74335e-17j -0.000768205+5.53063e-18j -7.78151e-05+5.91569e-18j -0.00105118+3.92141e-17j -0.000332013+6.32055e-17j 0.000349891-3.33678e-16j 0.00117802-2.11011e-17j 0.000150645+8.64168e-17j -0.000984219+6.97955e-17j -0.000428619+7.51899e-18j 0.000619238+4.8647e-18j -0.000150776+9.88729e-18j 0.000147486+5.04166e-17j -0.000706879-1.35549e-16j 5.41612e-05-3.41209e-16j -0.000452287-2.67973e-16j -0.000529838-2.60082e-16j 0.00102171+1.05749e-16j -0.000201156-1.0102e-15j 0.000567159+2.23022e-17j 2.81167e-05+1.79052e-17j 0.00111324-1.01686e-17j 0.000176241+1.6729e-17j -9.25842e-05+1.12372e-17j -0.000712166+3.49584e-17j 0.000382611+2.01367e-17j -0.000534763-1.36323e-17j -0.000986175+4.85011e-17j 0.000279316-7.40704e-18j 0.000824607-8.61958e-18j 0.000434792+1.84705e-17j -0.000966427+2.99098e-17j 0.000798071-1.06574e-16j 
0.000544068+3.58888e-16j 0.000237797+6.82012e-17j -0.000821377-2.61397e-17j -3.70294e-05-1.26e-17j 0.000405133+2.79873e-17j 8.22826e-05-1.00589e-17j 0.00102377+2.45604e-17j -0.000633303-1.04934e-17j 0.000660842+3.31925e-17j 3.99645e-05-2.20323e-17j -0.000777272-9.32177e-18j 0.000219152+1.48816e-17j -0.00114102-7.31324e-17j 0.000734298+4.14836e-17j 3.31113e-05-9.33084e-17j -0.000628202+1.71459e-17j 0.000678661-3.27694e-17j 4.6347e-05-2.81378e-18j -0.000294352+9.05585e-17j -0.000952148+1.14635e-16j -0.000732958+5.16072e-17j 0.000809655-1.00724e-16j 0.000867428+1.23003e-16j -0.00127236-3.42133e-16j -0.000287608-1.06288e-16j 0.00033061+2.23307e-17j 0.000333998-1.20464e-17j 0.000112747-9.82063e-17j -0.00017476+1.68151e-16j -0.000649292-1.76729e-18j 0.000105423-1.00266e-16j 0.00113041-2.39993e-17j -0.000738869-7.50547e-17j -0.00118635-1.10812e-16j 0.000669484-6.85948e-17j 0.000178363+2.96148e-17j -0.000316477-4.80841e-17j -0.000173683+2.22653e-16j 0.000583122+2.45205e-16j 9.14346e-05-1.35326e-19j -0.00113792-1.17123e-17j -0.00025797-2.76127e-16j -5.00708e-05+1.8604e-17j 0.000848732+5.10533e-17j -0.000515899+1.27326e-17j 0.000434323+4.00482e-17j 2.23925e-05-2.657e-18j 0.00113708+4.54471e-17j 0.000172012+1.2913e-17j -0.000342505-3.45569e-17j 0.000726871-1.52295e-17j -0.000569766-2.07003e-17j -0.000681512-1.71995e-17j 0.000307339+1.96666e-17j 0.000583563-7.56021e-19j -0.000199586+4.29864e-17j 
-0.00033545-2.41113e-16j -0.000130342-1.79745e-17j 0.000526815+9.08766e-17j 4.59003e-05+5.62359e-17j -0.000273746-8.25273e-17j -2.72313e-05+5.14462e-17j -0.000658008-1.10796e-16j 0.000403364+5.80516e-17j -0.000452994-1.39974e-16j -2.33158e-05+1.51413e-17j 0.000495561+7.05092e-17j -0.000117292+1.7653e-17j 0.000751521+1.89562e-16j -0.000461853-7.4511e-17j 2.99325e-06+1.05161e-16j 0.000424499+8.82372e-17j -0.000435641-4.25155e-17j -4.50731e-05-2.40827e-17j 0.000205497+3.18465e-18j 0.000605936+2.23201e-18j 0.000471874+3.66243e-17j -0.000534808-3.91323e-17j -0.000584877-2.14855e-16j 0.000822515+3.51064e-16j 0.000214655+1.56352e-16j -0.000217781-5.58546e-17j -0.000190693+2.40779e-17j -6.50602e-05+6.79293e-17j 0.000105811-9.88887e-17j 0.000396798+2.03267e-17j -7.47342e-05+4.05934e-17j -0.000722979-8.24822e-17j 0.000504876+1.77167e-16j 0.000771225+1.99628e-16j -0.000441211-3.76708e-17j -0.000123204-5.46435e-17j 0.000232028+1.22137e-16j 0.000114009-1.17321e-16j -0.000374619-2.08221e-16j -4.4906e-05+2.72022e-17j 0.000726852+9.97473e-17j 0.000177826+2.6189e-16j 1.624e-05-4.02651e-17j -0.000565951-1.52992e-16j 0.000309935-4.11518e-18j -0.000294495-9.75187e-17j -1.21183e-05+3.9152e-18j -0.00073562-1.44943e-16j -0.000126064-5.5871e-17j 0.000244168+1.02689e-16j -0.000454235-3.20422e-17j 0.000370941+7.5604e-17j 0.000428905+5.59039e-17j -0.00021774-8.20727e-17j -0.000359413-2.25891e-17j 0.000108829-4.59249e-17j 
0.000346047+2.48222e-16j 0.000391779+6.14235e-17j -0.000221087+2.09188e-17j 0.000317412+1.4171e-17j -9.64132e-05-1.49748e-17j 0.000399672+2.42437e-17j 0.000255099-2.73258e-17j -0.000212213+1.50935e-17j -0.000252841-3.64823e-17j 4.49964e-05-6.63093e-18j -0.00025305+2.76611e-17j 0.000402879+1.21596e-17j -1.60897e-05+3.16554e-17j 0.000332312-8.35416e-18j 0.000367031-1.90398e-17j 0.000149893+2.54526e-17j 0.000177338-5.53708e-17j -0.000214351+1.24469e-16j 0.00016767+6.01575e-17j -0.000326537+5.18194e-17j -0.000171145+4.03186e-17j -1.13145e-05-5.57448e-17j -0.000188123-1.71907e-17j -0.000247193+1.18468e-17j 0.000368763+2.04722e-17j 4.23944e-06-1.09507e-17j 0.000437628-1.37195e-17j 0.000137556-1.84405e-17j -0.000139814+1.3366e-16j -0.000465124+1.24044e-17j -7.68269e-05-3.28891e-17j 0.000334484-4.36693e-17j 0.000258992+2.31029e-17j -0.000166711+2.73581e-17j 5.55525e-06-1.08291e-17j -8.21335e-05-3.0314e-17j 0.000344095+7.8019e-17j -8.14514e-06+1.34703e-16j 0.000147849+8.86946e-17j 0.000227663+1.18853e-16j -0.000350499-3.14479e-17j 0.000113375+4.82831e-16j -0.0002481-1.58226e-17j -9.06535e-05-3.08473e-17j -0.000448538+3.98089e-18j -0.000118507-2.19309e-17j 3.91915e-05-4.38125e-18j 0.000212652-3.71887e-17j -0.000186314-1.73188e-17j 0.000269801+2.14138e-17j 0.000372501-2.64546e-17j -7.20082e-05+1.4654e-17j -0.000304687+1.22022e-17j -0.000222021-2.0535e-17j 0.000376894-1.6661e-17j -0.000337224+4.03823e-17j 
-0.000170391-1.0367e-16j -8.81858e-05-3.30288e-17j 0.00024006-2.75786e-17j -7.84113e-06-1.91856e-17j -0.000106693+2.24606e-17j -4.55707e-05-1.86965e-17j -0.000298045+3.79385e-17j 0.000187473-2.12848e-17j -0.000168586+4.6716e-17j -1.36322e-05+5.9868e-18j 0.000229668-2.80897e-17j -8.36553e-05-1.72204e-17j 0.00031689-4.63546e-17j -0.000222287+1.06774e-17j -3.00933e-05+6.01793e-18j 0.000165417-5.1745e-17j -0.000198045+4.03451e-17j -6.14462e-07+9.68103e-18j 7.19535e-05-5.59051e-17j 0.000282285-6.931e-17j 0.000212728-4.82198e-17j -0.000223565+7.8466e-17j -0.000229484+2.86364e-17j 0.000366435+3.60583e-17j 5.86218e-05-1.12436e-17j -9.17944e-05+1.3243e-17j -0.00011744-3.82513e-18j -3.9064e-05+2.61976e-17j 5.63652e-05-5.55711e-17j 0.000206318-8.74817e-18j -2.48139e-05+4.0496e-17j -0.000332102+5.35327e-17j 0.000189843-3.92429e-17j 0.000338027-2.89261e-17j -0.00018571+5.7876e-17j -4.47099e-05+8.91901e-18j 6.80225e-05-3.07736e-17j 4.85606e-05-7.88462e-17j -0.000169907-4.85212e-17j -3.8299e-05-1.56177e-17j 0.000335096-3.87988e-17j 6.49738e-05+2.70147e-17j 2.80096e-05+8.28547e-18j -0.000229863+4.22021e-17j 0.000168434-5.62165e-18j -0.000113517+2.25741e-17j -8.43522e-06-1.59378e-19j -0.000327003+4.18902e-17j -3.70121e-05+1.89132e-17j 7.94654e-05-2.81751e-17j -0.000222521+2.44876e-17j 0.000161885-2.34848e-17j 0.000206094-1.62946e-17j -7.24511e-05+2.72503e-17j -0.000183087+1.13838e-17j 7.44942e-05-4.75281e-18j 
0.00139061+1.01882e-15j 0.00154187+2.18482e-16j -0.000929188-2.89682e-18j 0.00122945+6.96326e-19j -0.000339574+1.57461e-17j 0.00155915+4.43338e-17j 0.00107867+1.15467e-18j -0.000878558+8.96511e-19j -0.000925057-7.73575e-18j 0.000178174-2.8844e-17j -0.00104952+3.57651e-17j 0.00158337+1.82877e-17j -0.000160591-4.11678e-17j 0.00135363+2.39423e-17j 0.00142817-1.32875e-16j 0.000528078-1.05997e-17j 0.000747024-1.49378e-16j -0.000828423+5.22076e-16j 0.000625815+1.74679e-16j -0.00134993+1.26804e-16j -0.000727642+8.3982e-17j 2.56783e-05-1.09718e-16j -0.000655967+9.41185e-17j -0.00106934-1.24681e-16j 0.00140732-2.58545e-17j 4.48903e-05+5.18351e-18j 0.00172819-7.36574e-17j 0.000543878-8.50453e-17j -0.000557977+5.30133e-16j -0.00186208+2.72454e-17j -0.000289283-1.09906e-16j 0.00139612-6.35292e-17j 0.000942235-5.97104e-17j -0.000749407-4.46591e-17j 7.91374e-05+4.52299e-17j -0.000303619-7.76913e-17j 0.00130904+2.02306e-16j -4.65644e-05+5.19088e-16j 0.000624293+4.2503e-16j 0.000891964+4.39917e-16j -0.00145896-2.29881e-16j 0.000418098+1.79788e-15j -0.000967771-2.9319e-17j -0.000279065+1.75173e-17j -0.0017862+1.20031e-17j -0.000422862-2.78589e-18j 0.000154121-2.00307e-17j 0.000923576-1.30112e-17j -0.000708736-1.37828e-17j 0.00101829-8.75879e-18j 0.00150906-5.8352e-17j -0.000328625-1.39898e-17j -0.00124181-3.67947e-18j -0.000835764-1.28096e-18j 0.0015138-3.98666e-17j -0.00132673+1.83537e-16j 
-0.000299508-1.18831e-16j 0.000179019-7.14875e-17j 0.000840439-1.17966e-16j 0.000459717-8.20126e-17j -0.000679272+1.00156e-16j 0.000402249-6.30177e-17j -0.00107389+1.63244e-16j 0.000594206-9.1575e-17j -0.00123116+1.96841e-16j 3.22545e-06+1.89942e-17j 0.000738829-1.07968e-16j 0.000218866-7.14033e-17j 0.0015425-2.07327e-16j -0.000577825+4.89785e-17j 0.000427557-9.06965e-18j 0.00105379-2.35503e-16j -0.000701285+1.24661e-16j -0.000339689+2.5022e-16j 0.000619314-1.93819e-16j 0.000883728-2.76317e-16j 0.000783654-1.88764e-16j -0.00112383+3.20917e-16j -0.0014308+1.41067e-16j 0.00142466+1.72195e-16j 0.000869184-4.03683e-17j -0.000447483+5.63595e-17j 0.000106297-4.3868e-17j 2.27747e-05+9.97718e-17j 5.92755e-05-6.56048e-17j 0.000290236-2.74463e-17j -0.000243424+1.53337e-16j -0.00111771+2.15246e-16j 0.00134598-1.8297e-16j 0.00141052-1.24964e-16j -0.000910054+2.85688e-16j -0.000350191+3.09765e-18j 0.000876951-4.66668e-17j 0.000227455-1.82591e-16j -0.00060839-9.03044e-17j 0.000168076+1.05601e-16j 0.00110737-2.60087e-16j 0.000499511+8.82586e-16j -0.000251079+2.15012e-17j -0.00127959+1.83681e-16j 0.000128855-2.23593e-17j -0.000747732+9.10992e-17j 1.98199e-05-8.15903e-18j -0.00128383+1.71227e-16j -0.000475727+7.5565e-17j 0.000816881-1.21379e-16j -0.000515866+8.7624e-17j 0.000687813-1.05309e-16j 0.000541102-7.01582e-17j -0.000707137+1.16046e-16j -0.00031387+3.45248e-17j -0.000161076+4.39505e-17j 
-0.000180229-1.20462e-16j -0.00013451-3.00622e-17j 0.000202262-1.04317e-17j -6.67439e-05-7.7243e-18j -5.21523e-05+7.39582e-18j -0.000107744-9.97958e-18j -0.000247358+1.51602e-17j 0.000165624-8.77758e-18j -6.29224e-05+1.89845e-17j -1.77753e-05+5.43559e-18j 0.000201559-1.36864e-17j -0.000133654-9.3878e-18j 0.000213534-1.39132e-17j -0.000212025+1.01033e-18j -9.11391e-05+1.51086e-17j 8.07763e-05-2.31253e-17j -0.000165883+2.75441e-17j 4.11488e-05-2.33817e-17j 1.52706e-05-3.90581e-17j 0.000250743-4.37819e-17j 0.000174432-2.86065e-17j -0.000146253+4.60842e-17j -0.000115905+4.38532e-19j 0.000291237+4.22383e-17j -3.25681e-05+2.59046e-18j -6.17734e-05+4.24185e-18j -0.000162824+2.93961e-18j -5.26069e-05+2.16977e-17j 6.45326e-05-6.23199e-17j 0.00022717-5.18554e-18j -1.58181e-06+2.94121e-17j -0.000285363+2.82518e-17j 7.58441e-05-9.69539e-18j 0.000256771-3.90344e-18j -0.000124389+2.69464e-17j -1.37639e-05+6.33549e-18j -2.15437e-05-2.14875e-17j 3.38233e-05-7.50932e-17j -0.000141482-5.80883e-17j -6.95681e-05-3.02605e-17j 0.000290456-4.10496e-18j 2.11622e-05-6.7887e-17j 6.66981e-05+4.11935e-18j -0.000135054+1.46274e-17j 0.000198799-3.84118e-18j -5.24001e-05+7.73464e-18j -1.31991e-05+1.15e-18j -0.000258357+1.64399e-17j 1.15451e-05+8.28331e-18j 4.57898e-07-9.89456e-18j -0.000219972+1.47284e-17j 0.000121452-8.35995e-18j 0.000195917-5.95723e-18j -5.06387e-06+1.08843e-17j -0.000194639+7.15941e-18j 0.000114843-1.43406e-17j 
