-0.157256-1.1906e-13j -0.205106-2.5615e-14j 0.0665602-5.24315e-17j -0.182613-4.07021e-17j 0.0836601-1.44934e-15j -0.220712-6.28852e-15j -0.0713585-3.16011e-16j 0.0749904+1.82303e-16j 0.190652+1.16244e-15j -0.0226511+2.38291e-15j 0.0878392-4.51443e-15j -0.212734-7.82055e-16j -0.0725448+3.17994e-15j -0.135854-1.11747e-15j -0.205725+1.26215e-14j -0.129948+5.32478e-15j -0.0519708+1.76111e-14j 0.124848-7.72792e-14j -0.116131-1.64801e-14j 0.116987-7.09508e-15j 0.0445731-6.29826e-15j 0.0643649+5.11546e-15j 0.168745-6.55713e-15j 0.0490827-7.60558e-15j -0.229662-3.14161e-15j 0.0212594+1.57966e-16j -0.224216+1.01476e-14j -0.0699204+4.25973e-15j 0.0667619-6.31816e-14j 0.217238-3.68919e-15j 0.0511039+7.05457e-15j -0.108734+4.98026e-15j -0.199724+5.41313e-15j 0.00960863+1.73832e-16j 0.0447678-1.43357e-14j 0.0593331+1.30452e-14j -0.217743-3.15495e-14j -0.00781307-5.65676e-14j -0.0420896-4.26781e-14j -0.122533-6.37834e-14j 0.117277+3.48241e-14j -0.0827441-2.84594e-13j 0.137081+5.20304e-15j 0.112145-1.06052e-15j 0.217382-5.85483e-16j 0.0982757+2.11425e-15j -0.0206176+2.75962e-15j -0.0391818+3.03908e-15j 0.117945+1.99636e-15j -0.177483+2.43908e-16j -0.159172+6.2763e-15j 4.61254e-05+1.75596e-15j 0.123969+1.34058e-16j 0.147876+2.25421e-16j -0.171919+5.23273e-15j 0.17691-2.36644e-14j 
-0.000807117-5.66612e-16j -0.000761728-1.31558e-16j 0.000706155-2.41153e-17j -0.000524785-1.84157e-17j 1.03099e-06+1.33857e-17j -0.00071262-3.66127e-17j -0.00084536+3.53762e-17j 0.000615448-2.07902e-17j 0.000164181+4.71756e-17j -9.25732e-05+2.01466e-17j 0.000742766-4.24678e-17j -0.000773104-2.63104e-17j 0.000486133-2.26025e-17j -0.000860251-3.08271e-18j -0.000637352+7.04745e-17j -2.2695e-06-4.88942e-17j -0.000574389+1.06532e-16j 0.000345813-2.10943e-16j -0.000166726-1.37926e-16j 0.000938024-1.33228e-16j 0.000585691-8.84155e-17j -0.000306305+1.33951e-16j -2.89189e-05-2.19562e-17j 0.000931871+1.19045e-16j -0.000511343+9.03446e-18j -0.000140138+9.11368e-18j -0.000878363+2.83923e-17j -0.000279211+7.08969e-17j 0.000307983-2.94824e-16j 0.00105188-2.01411e-17j 8.82357e-05+9.59295e-17j -0.00102321+8.26546e-17j -0.000143267-7.45895e-18j 0.000760448-3.35201e-19j -0.000278628+4.4921e-17j 6.79309e-05+3.92026e-17j -0.000457795-1.12207e-16j 8.36822e-05-3.18283e-16j -0.000485837-2.50077e-16j -0.000423844-2.01775e-16j 0.00105346+5.94053e-17j -8.9041e-05-7.09288e-16j 0.00044196+1.9071e-17j -0.000187122+3.03923e-17j 0.00097005-1.18356e-17j 2.68585e-05+2.02777e-17j -7.56382e-05+8.54951e-18j -0.000818749+4.34906e-17j 0.000247615+2.3652e-17j -0.000321013-2.14913e-17j -0.000925596+5.05771e-17j 0.000351519-1.57975e-17j 0.000792059-1.32611e-17j 0.000253914+2.61242e-17j -0.000875444+2.83454e-17j 0.000653609-8.62078e-17j 
-0.00103612-7.13308e-16j -0.000728365-1.43013e-16j 0.00121906+3.05933e-17j -0.000320026+1.40731e-17j -0.000365949-3.65514e-17j -0.000554543-1.70371e-18j -0.001496-2.81673e-17j 0.00098775+1.15758e-17j -0.000487453-3.53703e-17j -9.85323e-05+3.3851e-17j 0.00120381-1.14056e-19j -0.000719155-2.26389e-17j 0.00136012+9.56362e-17j -0.00124407-5.45728e-17j -0.000459336+1.46335e-16j 0.00056699-1.70536e-17j -0.00100114+8.20409e-17j 0.000191023-1.50591e-16j 0.000154068-1.55983e-16j 0.00149362-1.69634e-16j 0.00105789-8.446e-17j -0.000939084+1.48716e-16j -0.0008045-1.68661e-16j 0.00177926+4.29822e-16j -8.41973e-05+1.29517e-16j -0.000393609-2.70332e-17j -0.000894001+3.55057e-17j -0.000290134+1.38051e-16j 0.000365639-3.49836e-16j 0.00129624-6.0878e-18j -3.59645e-05+1.47881e-16j -0.00171233+4.67916e-17j 0.000572156+1.03378e-16j 0.00158593+1.40083e-16j -0.000793585+6.5959e-17j -0.000115654-1.10034e-17j -2.19967e-05-4.7445e-18j 0.000213557-4.09364e-16j -0.000855021-4.07229e-16j -0.000368283-1.29687e-16j 0.00173951+8.08424e-17j 0.000173477-2.12822e-16j 0.000343053-1.26314e-17j -0.000894158-6.33601e-17j 0.00112039-1.82079e-17j -0.000374966-4.4931e-17j -7.1221e-05+8.95359e-18j -0.00158062-4.79279e-17j 1.11431e-05-1.05771e-17j 9.37049e-05+4.19775e-17j -0.00128137+3.49196e-17j 0.000752446+2.76594e-17j 0.00115036+2.06705e-17j -0.000107083-2.19346e-17j -0.00111789+1.27304e-17j 0.000620947-1.03496e-16j 
-0.000458558-3.61393e-16j -0.00070326-7.66622e-17j 6.23284e-05+2.14122e-18j -0.000681584+2.34878e-18j 0.000398779-6.2309e-18j -0.000795469-2.05507e-17j -3.4906e-05-6.17152e-18j 0.000135336+3.99578e-18j 0.00085028-1.37994e-18j -7.46108e-05+3.9946e-18j 0.00015062-1.16618e-17j -0.000735542+3.44486e-18j -0.000521832+1.11518e-17j -0.000337238-1.37532e-19j -0.000751169+3.0813e-17j -0.000619175+3.45104e-17j -4.03469e-05+5.08072e-17j 0.00047067-2.89454e-16j -0.000493813-3.39289e-17j 0.000219112+7.79294e-18j 9.66691e-07-4.04199e-18j 0.000417806-1.50943e-17j 0.000815553-1.17391e-17j -0.000102644-9.02278e-17j -0.000910921-2.56866e-17j 0.000152084+9.96464e-19j -0.000752277+3.66591e-17j -0.000232678-5.68732e-18j 0.000207209-1.95144e-16j 0.000656267-1.19262e-17j 0.00021193+1.02666e-18j -0.000148946+2.23753e-18j -0.000901123+1.74789e-17j -0.000229019-9.96959e-18j 0.000314302-7.74361e-17j 0.000258532+5.09659e-17j -0.000873407-1.17426e-16j -6.75239e-05-1.56636e-16j -2.52096e-05-1.08636e-16j -0.000431424-2.33057e-16j 0.000178768+1.36432e-16j -0.000362598-1.10559e-15j 0.000494284+2.02891e-17j 0.00060269-5.77795e-18j 0.000686532+1.13301e-18j 0.000459177+8.85531e-18j -7.10297e-05+9.8609e-18j 0.000108994+8.62867e-18j 0.000473232+5.02055e-18j -0.000730764+2.06129e-18j -0.000424871+1.51933e-17j -0.000126836+8.74907e-18j 0.000305185+1.60257e-18j 0.000613757-2.43682e-18j -0.000503818+1.66439e-17j 0.000607815-7.99678e-17j 
0.000280636+1.96202e-16j 0.000239365+4.24236e-17j -0.000277464-4.03809e-20j 0.000146337+1.16041e-18j 3.71644e-05+2.70137e-18j 0.000210972+6.82508e-18j 0.000335902-2.03861e-18j -0.000234189+1.83675e-18j 1.42483e-05-3.18127e-18j 3.01132e-05-7.85242e-18j -0.000283834+7.35898e-18j 0.000240887+7.22196e-18j -0.000244229-8.99454e-18j 0.000313388+7.62142e-18j 0.000184946-3.15403e-17j -5.74359e-05+9.43573e-18j 0.000226665-2.96644e-17j -9.44011e-05+6.20812e-17j 2.03635e-05+4.40626e-17j -0.000355725+4.39815e-17j -0.000234911+2.5765e-17j 0.000162273-4.11885e-17j 8.84552e-05+2.59084e-17j -0.000383575-7.33789e-17j 0.000119332-1.76996e-17j 7.05603e-05+1.98327e-18j 0.000281544-1.02806e-17j 9.01045e-05-2.95869e-17j -0.000104049+9.94968e-17j -0.000360215+4.44135e-18j -1.54329e-05-3.51919e-17j 0.000396517-1.98577e-17j -2.74311e-05-1.26776e-17j -0.000326703-1.79285e-17j 0.000141414-1.40346e-17j -2.89437e-06-6.38688e-18j 0.000101382+2.22637e-17j -3.99395e-05+1.10142e-16j 0.000192561+9.73117e-17j 0.000129409+5.63794e-17j -0.000405845-2.39092e-17j 1.55817e-06+1.73945e-16j -0.000130754-2.04265e-18j 0.000131874+3.36061e-18j -0.000324528+4.30444e-18j 3.24928e-05+2.25931e-18j 2.36557e-05-2.8389e-18j 0.000338785-1.19391e-18j -5.47589e-05-2.67471e-18j 5.99412e-05-1.95594e-18j 0.000331349-1.33276e-17j -0.000152995-1.20864e-18j -0.000289047-5.34206e-19j -4.40441e-05-1.41266e-18j 0.000303786-6.78897e-18j -0.000204978+2.98427e-17j 
0.000557058+4.53985e-16j 0.000977934+9.73245e-17j 7.91431e-05+6.4547e-19j 0.00100321-1.88853e-18j -0.000666409+4.73671e-18j 0.00114484+3.11189e-17j -0.00016113+6.03549e-18j -6.64606e-05-4.80215e-18j -0.00137886-2.23158e-18j 0.000100699-1.29379e-18j -5.89559e-05+1.75435e-17j 0.00102895-8.72117e-18j 0.000998614-4.30244e-18j 0.000340441-7.33443e-18j 0.00109032-2.66953e-17j 0.00103454-5.61847e-17j -8.16805e-05-6.60474e-17j -0.000697077+4.2415e-16j 0.000782265+2.94561e-17j -0.000122765-3.6825e-17j 0.00015045-6.33415e-18j -0.000778013+4.52319e-17j -0.00137094-5.32311e-18j 0.000413546+1.99842e-16j 0.00139011+5.76101e-17j -0.000290638-5.1635e-18j 0.0010296-5.14376e-17j 0.000316497+2.85544e-17j -0.000266447+2.50127e-16j -0.000824037+1.73692e-17j -0.000331394+1.98049e-17j -1.66563e-05+3.87349e-18j 0.0014693-1.28481e-17j 0.000580312+3.46846e-17j -0.00059779+1.29187e-16j -0.000414575-7.98262e-17j 0.0013413+1.79542e-16j 0.000134613+1.82192e-16j -8.39957e-05+1.09066e-16j 0.000611206+3.40005e-16j -2.53463e-05-1.98992e-16j 0.000583071+1.67099e-15j -0.000711592-3.2877e-17j -0.00105616+5.28511e-19j -0.00089588-4.3843e-18j -0.000760676-1.96482e-17j 9.91087e-05-1.39086e-17j -0.000394793-1.94614e-17j -0.000726856-8.95805e-18j 0.00113834+2.36455e-18j 0.000469979-1.81196e-17j 0.000303311-9.87698e-18j -0.000304559+2.27938e-19j -0.00096015+1.02489e-18j 0.000614983-2.36544e-17j -0.00084644+1.08359e-16j 
0.000133717+1.18083e-16j 0.000289323+2.25171e-17j 8.73733e-05-6.93439e-18j 0.00031818-5.56994e-18j -0.000240312+7.32746e-18j 0.000353623+5.0923e-18j -0.000128545+1.17487e-17j 2.72928e-05-7.04327e-18j -0.00048373+1.13826e-17j 2.86142e-05+1.13598e-18j 4.06058e-05-1.67242e-18j 0.000306779-7.24097e-18j 0.000400732-1.33762e-17j 5.11493e-05+4.24705e-19j 0.000340226-6.96664e-18j 0.000373008-3.13281e-17j -7.73125e-05-1.06385e-17j -0.000222654+1.37889e-16j 0.000268303-5.06671e-18j 3.38527e-05-2.96919e-17j 0.000103062-1.45025e-17j -0.000306173+3.47461e-17j -0.000496959+5.71907e-18j 0.000226807+7.31075e-17j 0.000458867+1.54734e-17j -0.000116517+1.78104e-18j 0.000298245-1.74089e-17j 9.09132e-05+1.58921e-17j -7.04617e-05+6.54578e-17j -0.000209637+3.27927e-18j -0.000112196+1.68008e-17j -9.12433e-05+1.50936e-17j 0.000518094-1.42629e-17j 0.000272686+3.5782e-18j -0.000238855+5.62146e-17j -0.000143893-2.31693e-17j 0.000445719+4.93388e-17j 5.55306e-05+3.77508e-17j -7.07712e-05+2.22614e-17j 0.000185178+1.04482e-16j 7.86114e-05-7.35599e-17j 0.000202918+5.4034e-16j -0.000219881-8.34826e-18j -0.000396582+1.10957e-17j -0.00024237-2.85419e-18j -0.000272166-4.26009e-19j 2.94513e-05-4.48078e-18j -0.000210619+4.63426e-18j -0.000241577+2.03736e-18j 0.0003839-6.54044e-18j 9.2435e-05+5.55043e-19j 0.000138697-9.233e-18j -4.38862e-05-4.14617e-18j -0.00032521+7.38228e-18j 0.000148921-4.60324e-18j -0.000250895+3.3358e-17j 
0.00052779+3.38322e-16j 0.000317835+9.11002e-17j -0.000687615+4.63935e-17j 8.7622e-05+3.36301e-17j 0.000264711-3.54934e-17j 0.000205674+3.61035e-17j 0.000849631-6.64106e-17j -0.000545297+3.80528e-17j 0.000397159-8.17538e-17j 4.58624e-05-1.78466e-17j -0.000666576+5.34408e-17j 0.000308067+3.68666e-17j -0.000849754+6.94417e-17j 0.000663511-9.85135e-18j 0.000157478-3.9758e-17j -0.000410319+1.00667e-16j 0.000566208-9.29173e-17j -4.33881e-05+1.53536e-17j -0.000156956+1.36156e-16j -0.000822545+1.63415e-16j -0.000604123+1.07477e-16j 0.000594738-1.76657e-16j 0.000573404-2.1983e-17j -0.00103063-1.48439e-16j -7.9105e-05-2.87053e-18j 0.000246063-1.99669e-17j 0.000405601-1.44696e-19j 0.000133232-7.57739e-17j -0.000179916+1.75196e-16j -0.000648761+1.79391e-17j 5.01358e-05-1.04848e-16j 0.000957271-1.1035e-16j -0.000452641+5.43864e-17j -0.000937852+2.83446e-17j 0.000497177-1.20827e-16j 0.000102161-1.56972e-17j -0.000109395+6.12569e-17j -0.000131411+2.29932e-16j 0.00048486+1.71236e-16j 0.000150118+5.83199e-17j -0.000968632+5.57467e-17j -0.00014972+8.63228e-18j -0.000126929-1.36505e-17j 0.000594893-6.78045e-17j -0.000544091+1.40914e-17j 0.000278295-3.43795e-17j 3.07625e-05-1.57273e-18j 0.000918059-7.03995e-17j 5.97155e-05-3.39076e-17j -0.000155565+4.53608e-17j 0.00067258-5.32949e-17j -0.000447502+3.90799e-17j -0.00061446+2.69121e-17j 0.000146868-4.74122e-17j 0.000568178-2.42775e-17j -0.000269807+3.00782e-17j 
0.000302938+2.18575e-16j 0.000257319+3.83047e-17j -0.000300851-2.36263e-17j 0.000156453-1.40739e-17j 4.16898e-05+2.35058e-17j 0.000226196-6.76609e-18j 0.000364354+2.80618e-17j -0.000253646-1.4361e-17j 1.83691e-05+3.43071e-17j 3.24194e-05-8.85214e-18j -0.000307461-1.24664e-17j 0.000258861-8.5566e-19j -0.000266789-5.51841e-17j 0.000338891+2.34853e-17j 0.000198108-4.87849e-17j -6.44395e-05-2.1597e-17j 0.000245807-1.22901e-17j -0.000100821+7.7595e-17j 2.04063e-05+2.8473e-17j -0.000385233+2.34674e-17j -0.000254889+5.75212e-18j 0.000177505-1.14926e-17j 9.87691e-05+7.13714e-17j -0.000416553-1.20627e-16j 0.000126367-4.70117e-17j 7.70824e-05+1.53466e-17j 0.000302919-1.66023e-17j 9.69728e-05-3.35605e-17j -0.000112191+1.06319e-16j -0.00038861-1.20629e-18j -1.60206e-05-3.0566e-17j 0.000429735+9.60839e-18j -3.28471e-05-5.4885e-17j -0.000355275-6.02151e-17j 0.000154518+1.13509e-17j -2.25614e-06+4.04253e-18j 0.000107017-4.05518e-18j -4.35678e-05+1.12304e-16j 0.000208854+1.22362e-16j 0.00013894+5.41482e-17j -0.000439754-5.62293e-17j 4.50274e-07+1.69577e-16j -0.000140185+6.64731e-18j 0.000145153+4.19189e-17j -0.000349784+3.36338e-18j 3.68274e-05+2.52222e-17j 2.54248e-05-3.84988e-18j 0.000367975+3.54647e-17j -5.77978e-05+1.21998e-17j 6.25398e-05-2.77391e-17j 0.00035808-1.24646e-18j -0.000166443-2.11931e-17j -0.000312589-1.48593e-17j -4.56908e-05+2.05761e-17j 0.000327903-1.36303e-19j -0.000220334+3.87396e-17j 
2.94695e-05+2.25365e-17j 0.000136269+2.0653e-17j 0.000110091+4.2182e-17j 0.000172903+2.65258e-17j -0.000159699-3.65467e-17j 0.000182636+2.97224e-17j -0.000147716-5.19567e-17j 6.34665e-05+2.74849e-17j -0.000309526-6.67084e-17j 1.22077e-05+2.95009e-18j 8.16933e-05+3.77851e-17j 0.000147037+1.1168e-17j 0.000302231+8.30435e-17j -2.93398e-05-3.12724e-17j 0.000179271+3.07556e-17j 0.000247833+4.13581e-17j -9.36993e-05-3.98367e-17j -0.00012257+5.30368e-17j 0.000166108+2.60491e-17j 9.15818e-05+2.04412e-17j 0.000111651+2.95344e-17j -0.00022612-3.54939e-17j -0.00033254-8.69619e-17j 0.000219418+1.41164e-16j 0.000267431+6.8022e-17j -8.77879e-05-2.53036e-17j 0.000133612+1.98944e-18j 3.98845e-05+1.87464e-17j -2.41683e-05+2.38137e-17j -6.19217e-05+1.30186e-17j -6.80977e-05+2.55437e-18j -0.000136012-4.80067e-17j 0.000333913+7.47699e-17j 0.000237298+8.62066e-17j -0.000179324-1.45854e-17j -9.06676e-05-3.47499e-17j 0.000262632+8.17997e-17j 4.30826e-05+1.53977e-17j -8.28295e-05-3.89122e-17j 9.19072e-05+6.74337e-17j 0.000129841+1.87833e-17j 0.000128356+3.38691e-16j -0.000113646-2.22523e-17j -0.000277453-6.92231e-17j -8.9711e-05-6.98901e-20j -0.000178976-4.56095e-17j 1.40113e-05-6.95794e-19j -0.000200325-6.93395e-17j -0.000142382-2.79614e-17j 0.000231603+4.68248e-17j -6.70224e-06-2.3007e-17j 0.0001181+3.36932e-17j 2.91472e-05+2.5678e-17j -0.000197523-3.87044e-17j 3.45466e-05-1.57418e-17j -0.000118681+2.17607e-18j 
-0.0001315-8.5215e-17j -7.40527e-05-2.0859e-17j 0.000177756-6.16438e-18j -1.45497e-05-4.91838e-18j -7.35151e-05+4.13334e-18j -4.38265e-05-5.5954e-18j -0.000220145+9.73085e-18j 0.000139932-5.82935e-18j -0.000113329+1.17867e-17j -1.10086e-05+4.67145e-18j 0.000171232-8.6235e-18j -7.11285e-05-7.43328e-18j 0.000226873-6.78074e-18j -0.000168192-1.24991e-18j -3.18477e-05+1.36222e-17j 0.000113966-1.85494e-17j -0.000146503+1.8573e-17j 5.60311e-06-3.31422e-18j 4.66849e-05-3.01265e-17j 0.000210898-3.64382e-17j 0.000156819-2.22976e-17j -0.000159419+3.77183e-17j -0.000158665-4.99101e-18j 0.000268788+4.98078e-17j 3.14909e-05+7.99285e-18j -6.57071e-05+1.86933e-18j -9.62472e-05+9.91661e-19j -3.17889e-05+2.00992e-17j 4.42144e-05-4.28906e-17j 0.000160526-3.01547e-18j -1.55641e-05+2.52998e-17j -0.000246717+2.08229e-17j 0.000128343-4.01832e-18j 0.000246222+2.9568e-18j -0.000132848+2.55783e-17j -2.96303e-05+7.58958e-19j 3.89031e-05-7.52834e-18j 3.49264e-05-5.61366e-17j -0.000125567-4.74383e-17j -3.37822e-05-1.07777e-17j 0.000249308-8.41438e-18j 4.32283e-05+1.49058e-17j 2.70064e-05+1.09823e-18j -0.000161683+8.08605e-18j 0.00013299-3.34358e-18j -7.77681e-05+3.1259e-18j -7.13174e-06+4.90764e-19j -0.00023964+8.97737e-18j -2.11935e-05+4.96593e-18j 4.91733e-05-5.38618e-18j -0.000169493+1.03577e-17j 0.000117697-5.26601e-18j 0.000155844-3.42972e-18j -4.55084e-05+6.80102e-18j -0.00014144+4.30665e-18j 6.27322e-05-8.50678e-18j 
-0.000335843-2.63498e-16j -0.000457725-4.79894e-17j 0.000117477+2.27015e-17j -0.00041791+1.49319e-17j 0.000207659-2.30137e-17j -0.0004998-4.63914e-19j -0.000119969-3.04042e-17j 0.000144548+1.65689e-17j 0.000462278-3.42438e-17j -4.99775e-05+4.86372e-18j 0.000167835+1.00081e-17j -0.000475896+7.66064e-18j -0.000213031+5.02816e-17j -0.000279104-1.62403e-17j -0.00046768+3.97506e-17j -0.000322507+4.52463e-17j -9.01689e-05+1.87931e-17j 0.000286593-1.87694e-16j -0.00027707-1.43113e-17j 0.000226994+1.32213e-17j 7.10355e-05+1.02875e-17j 0.000180549-2.6246e-17j 0.000420951-5.37074e-17j 5.88033e-05+9.63219e-18j -0.000535644+1.6498e-17j 6.22718e-05-1.20792e-17j -0.000497281+2.8283e-17j -0.000154716+7.07043e-18j 0.000144926-1.36052e-16j 0.000468212-2.41889e-18j 0.000120919+4.17984e-18j -0.000200736-2.12195e-17j -0.000486219+5.0961e-17j -2.76091e-05+3.7055e-17j 0.000130016-6.276e-17j 0.000142727+2.00339e-17j -0.000509672-4.57503e-17j -2.50635e-05-1.1292e-16j -7.16272e-05-1.04452e-16j -0.000275565-1.3912e-16j 0.0002199+1.10085e-16j -0.000199428-6.44821e-16j 0.000310461+3.72526e-18j 0.00029112-3.91024e-17j 0.000474107+5.25504e-19j 0.000242201-1.6559e-17j -4.60744e-05+6.99537e-18j -4.18754e-05-2.84063e-17j 0.000276101-1.02002e-17j -0.000418965+2.50876e-17j -0.000332579+3.31939e-19j -2.36764e-05+2.33233e-17j 0.00025421+1.40681e-17j 0.000349992-2.10846e-17j -0.000367625+4.62813e-18j 0.000395033-5.88842e-17j 
-0.000150626-1.08331e-16j -0.000129783-1.97245e-17j 0.000147285+9.75158e-18j -8.0398e-05+5.71691e-18j -1.80217e-05-9.94496e-18j -0.000115124+2.10846e-18j -0.000178136-1.143e-17j 0.00012466+5.78846e-18j -3.98672e-06-1.38822e-17j -1.62692e-05+4.31998e-18j 0.00015103+4.46313e-18j -0.000130725-2.25636e-19j 0.000127227+2.35476e-17j -0.000167473-1.03095e-17j -0.000101148+2.28861e-17j 2.78396e-05+8.31253e-18j -0.000120276+7.80362e-18j 5.19941e-05-3.8734e-17j -1.28597e-05-1.55693e-17j 0.000189411-1.32661e-17j 0.00012448-4.52482e-18j -8.42349e-05+8.05938e-18j -4.34533e-05-3.1621e-17j 0.000202821+5.52755e-17j -6.70498e-05+2.06938e-17j -3.67515e-05-6.48272e-18j -0.000152339+7.89758e-18j -4.87201e-05+1.62462e-17j 5.60024e-05-5.31386e-17j 0.000193623+6.28371e-20j 9.06579e-06+1.55135e-17j -0.000210732-2.30401e-18j 1.0759e-05+2.37645e-17j 0.000172155+2.62418e-17j -7.3616e-05-3.95007e-18j 2.61711e-06-8.52021e-19j -5.73808e-05-8.28609e-19j 2.08804e-05-5.62698e-17j -0.000102141-5.90843e-17j -7.03796e-05-2.82841e-17j 0.0002158+2.5914e-17j -2.34518e-06-9.04651e-17j 7.13559e-05-2.45667e-18j -6.73522e-05-1.75849e-17j 0.00017484-1.73583e-18j -1.52932e-05-1.05312e-17j -1.28324e-05+1.87662e-18j -0.00017906-1.44676e-17j 3.09991e-05-4.77804e-18j -3.48243e-05+1.16045e-17j -0.000177357+1.70146e-18j 8.05384e-05+8.88253e-18j 0.00015444+6.17659e-18j 2.59103e-05-8.37603e-18j -0.000163083+7.11097e-19j 0.000111162-1.88813e-17j 
-0.00025216-1.7312e-16j -0.000214841-4.15023e-17j 0.000249605-1.06744e-17j -0.000131154-8.01028e-18j -3.37407e-05+6.92408e-18j -0.000189224-1.25271e-17j -0.000302207+1.5592e-17j 0.000210613-9.0861e-18j -1.34629e-05+2.00071e-17j -2.70384e-05+6.90548e-18j 0.00025527-1.58788e-17j -0.000216186-1.04519e-17j 0.000220144-1.25542e-17j -0.00028172+5.02803e-20j -0.00016584+2.1697e-17j 5.21469e-05-2.3022e-17j -0.000203915+3.56066e-17j 8.4583e-05-5.05446e-17j -1.79491e-05-4.83464e-17j 0.000319903-5.06022e-17j 0.000211364-3.32533e-17j -0.000146323+5.21664e-17j -8.02054e-05-3.64586e-18j 0.000345205+4.76164e-17j -0.000106682+3.3614e-18j -6.36026e-05+4.2032e-18j -0.000252755+6.69257e-18j -8.0897e-05+2.5973e-17j 9.34631e-05-8.98179e-17j 0.000323613-6.70401e-18j 1.37258e-05+3.5121e-17j -0.000356659+3.20057e-17j 2.53627e-05-7.30491e-18j 0.000294129-2.35014e-18j -0.000127477+2.48729e-17j 2.40881e-06+1.06103e-17j -9.05595e-05-3.25687e-17j 3.59872e-05-1.02013e-16j -0.000173241-7.96925e-17j -0.000116111-5.338e-17j 0.00036503+7.44853e-18j -1.12787e-06-1.62656e-16j 0.000117274+5.81492e-18j -0.000119111+1.43642e-17j 0.00029148-4.46903e-18j -2.9583e-05+8.284e-18j -2.12308e-05+2.18224e-18j -0.000304909+1.77424e-17j 4.89124e-05+9.25092e-18j -5.33805e-05-9.87418e-18j -0.000297815+1.79558e-17j 0.000137756-7.95842e-18j 0.000259843-6.00561e-18j 3.91653e-05+1.13135e-17j -0.000272955+9.35232e-18j 0.000183972-2.37802e-17j 
-0.00012476-9.36489e-17j -0.000153884-1.9739e-17j 6.38766e-05+1.08403e-18j -0.000132349+6.17765e-19j 5.33628e-05-2.13246e-18j -0.000162342-4.01494e-18j -7.1163e-05-1.50271e-18j 6.64959e-05+7.68311e-19j 0.000126523-7.87557e-19j -1.7251e-05+2.158e-18j 7.85534e-05-2.567e-18j -0.000159092-6.15072e-19j -3.14819e-05+4.90574e-18j -0.00011273-1.99918e-18j -0.000150502+1.13364e-17j -8.29076e-05+4.4152e-18j -5.05744e-05+1.29154e-17j 9.009e-05-5.65503e-17j -7.90945e-05-1.31872e-17j 0.000103064-6.66499e-18j 4.62018e-05-4.96006e-18j 3.17287e-05+4.72163e-18j 0.000106693-8.24224e-18j 5.95901e-05+1.95838e-18j -0.000161934+4.45284e-19j 9.29639e-06-6.56928e-19j -0.000169608+7.76816e-18j -5.30524e-05+4.98134e-18j 5.19127e-05-4.91544e-17j 0.00017043-2.49416e-18j 3.52573e-05+6.8133e-18j -0.000100391+3.24254e-18j -0.000131671+6.45412e-18j 2.92201e-05+3.29435e-18j 2.00765e-05-9.87946e-18j 3.98866e-05+8.65985e-18j -0.000152709-2.1339e-17j -2.43923e-06-4.52037e-17j -4.15861e-05-3.61456e-17j -9.09845e-05-4.63e-17j 0.000106755+2.64153e-17j -5.54517e-05-2.01757e-16j 0.000100808+3.20639e-18j 6.58068e-05-2.7558e-18j 0.000168037-6.2987e-19j 6.34643e-05+1.80386e-19j -1.54404e-05+2.08183e-18j -4.98429e-05+3.77856e-19j 8.27077e-05+8.08042e-19j -0.000122891+1.51213e-18j -0.000129579+4.50484e-18j 1.07051e-05+2.20102e-18j 0.000103083+8.02916e-19j 0.000101979-7.97271e-19j -0.000136182+3.6341e-18j 0.000132627-1.82237e-17j 
0.000134154+9.07982e-17j 0.000139742+2.76737e-17j -0.00010092+2.12946e-17j 0.000105843+1.41808e-17j -1.95046e-05-1.7317e-17j 0.000137411+1.68664e-17j 0.000118886-2.7792e-17j -9.18896e-05+1.52157e-17j -6.40431e-05-3.53769e-17j 1.64558e-05-2.72243e-18j -0.000110282+2.20762e-17j 0.000142887+1.01418e-17j -4.2056e-05+3.73886e-17j 0.000135629-1.12122e-17j 0.000124826-3.9669e-20j 3.03769e-05+2.95594e-17j 8.15858e-05-3.23315e-17j -7.07916e-05+3.47061e-17j 4.70887e-05+3.54798e-17j -0.000140675+3.6676e-17j -8.12405e-05+2.94377e-17j 2.21773e-05-4.32866e-17j -3.55879e-05-2.95272e-17j -0.0001242+1.90273e-17j 0.000115114+2.12103e-17j 1.20432e-05-1.14082e-17j 0.000158291-1.45064e-18j 5.00037e-05-8.45198e-18j -5.27558e-05+5.10905e-17j -0.000177684+7.95174e-18j -2.25217e-05-1.91775e-17j 0.000149078-3.54069e-17j 6.36124e-05+3.17109e-17j -9.43006e-05+3.17029e-17j 2.33658e-05-2.30139e-17j -2.19695e-05-1.6174e-17j 0.000105869+4.25426e-17j -8.32232e-06+5.68348e-17j 6.8575e-05+2.68202e-17j 7.97036e-05+4.40553e-17j -0.00015472+8.67873e-18j 2.99486e-05+1.63779e-16j -8.5267e-05-1.03599e-17j -3.32142e-06-3.32412e-17j -0.000167809+2.58922e-18j -2.60174e-05-2.06464e-17j 1.39343e-05-1.04919e-18j 0.00010821-3.45612e-17j -5.7303e-05-1.50684e-17j 7.99818e-05+2.24915e-17j 0.000148943-1.78238e-17j -4.25725e-05+1.70053e-17j -0.00012462+1.26943e-17j -6.4999e-05-2.04316e-17j 0.000145823-1.02279e-17j -0.00012012+1.07574e-17j 
