-0.0122166+0.0812254j 0.085733+0.0150075j -0.0223654+0.0405073j 0.0322247+0.0304653j -0.00981371+0.00142165j 0.000609594+0.0124354j -0.017356+0.00615598j -0.0134462+0.0228753j 0.00416465+0.0152126j -0.0225637+0.00211352j -0.0117083-0.0019657j 0.00304832+0.00800878j -0.00965835-0.00706878j 0.000356331-0.00269704j 0.000733019-0.00351956j -0.00734536+0.016434j -0.000828631-0.000260196j 0.0109159+0.00238065j -0.00628646+0.0134634j 0.0160252+0.00502309j -0.00144829+0.00923205j 0.00701768+0.01724j -0.0107057+0.0264701j -0.00552344-0.00484304j -0.0178409-0.0212844j -0.00142861+0.00242045j -0.0251579-0.00353094j 0.00830119+0.0212541j 0.00595144+0.00980381j 0.00319361-0.0117619j 0.0111196-0.0111972j -0.0141048-0.000196625j -0.00907963+0.0138199j 0.00464082+0.0040742j -0.00656836+0.0100355j -0.0351113-0.000766357j 0.00219662+0.0166769j -0.00607815+0.019932j 0.0211561+0.00396574j -0.027974-0.0206744j 0.0223485-0.0101122j -0.00592235-0.0115526j 0.0128448-0.0265873j 0.000418343+0.0141201j 0.00728796-0.00682623j 0.0250479+0.0011426j 0.00480284-0.0064874j 0.0104894+0.00146957j -0.0267498+0.00875553j -0.0127717-0.0179121j 0.016821+0.00309166j 0.0114903-0.00878678j 0.0212844-0.00881278j -0.00951123-0.00103369j -0.0105436+0.0156908j 0.00366724+0.0378157j -0.00571817-0.00509895j 0.000703965+0.0027219j -0.00329543-0.00167937j 0.0143646-0.0212616j -0.00313037+0.00952736j -0.00804824-0.00364574j -0.011128-0.0181976j -0.0103997-0.0250117j -2.59735e-05-0.000295288j -0.00121649-0.000679404j 0.00209865+0.00255937j -0.0165249-0.0319267j 0.00667454+0.0166585j 0.000918661+0.00974288j 0.00172413-0.0181376j -0.00557256-0.00936669j 0.00032203+0.0153505j -0.00149626-0.0123016j 0.00509905+0.0129903j -0.0124474+0.00991776j 0.0107698-0.0401507j -0.0144593-0.000985168j 0.0175538-0.00433663j -0.00196049+0.0125986j 0.0187246-0.00415653j 0.0256671+0.0114314j 0.0334649-0.0153106j -0.00627021-0.000939671j 0.00470027-0.0107251j -0.00049231+0.00364902j -0.00229448-0.00829148j -0.0195193+0.00620586j -0.00981761+0.0256176j 0.000948431+0.00450069j 0.00971727-0.00229099j -0.037921+0.0300137j 0.0227018+0.04447j 0.0895634+0.0159411j -0.0162086+0.0866667j 
-0.00130473-0.00510231j 0.00254559+0.000408413j 0.00186462-0.00393931j 0.00176756-0.0042346j -7.11448e-05+0.00213405j 0.000670315+0.000898143j 0.00112-0.00123949j -0.00312296-0.00420981j -0.00270329+0.00214924j -0.0014387+0.00435128j 0.000908347+0.0018295j -0.000212133-0.0042712j 0.00124925-0.00288764j 0.00042872-0.00292284j -0.00118209+0.0013937j 0.0020206-5.45047e-06j -0.00220195+0.00197737j 0.000658766-0.00582664j 0.0020042-0.00562348j 0.00344943+0.00190959j 0.000381634+0.0025591j -0.00135121+0.00158711j 0.00158302+0.00178034j 0.00121986+0.00574851j -0.000626676-0.000589732j 0.000628971-0.0013123j 0.00172946+0.000643838j -0.000484689-0.00112882j 0.000701529-0.000424997j 0.000115182+0.00355087j -0.00246362-0.00173767j -0.000360165+0.00155985j 0.00105245+0.000298706j 1.35778e-05+0.000274814j -0.0018845+0.00120405j 0.00199359-0.00110884j 0.00225963-0.00109028j -0.00041994-0.000576091j -0.000552074+0.000981439j 0.00146298+0.000253887j 0.000528638+0.000108959j -6.55449e-05-0.00131203j 0.000762661+0.00144329j -0.00161694-0.00048878j -0.000991741-0.00102654j 0.00093757+0.000486824j 0.000349545+0.00237213j 0.00203901-0.00230537j 0.00153953-0.00145993j 0.00303454-0.00250452j 0.00299056-0.00236453j -0.00353759-0.00111253j -0.00203709-0.000380276j 0.00090472+0.000903744j 0.00136018-0.00334626j -0.00136595+0.00182299j 0.00197304+0.00367752j 0.00307689+0.00141164j 0.000500932+0.00177927j -0.00301829+0.000702878j 0.00204257+0.00262343j -0.000132301-0.00231704j -0.00246798-0.000950525j -0.000509122+0.000467444j -0.00183938-0.00278199j 0.000382877+0.0042626j 0.00105349-0.000272165j -0.00216427+0.00197552j -0.00128588+0.00204811j 0.00125856+0.00130215j -0.000662202-0.00209932j -0.00219692-2.49382e-05j 0.0007993+0.000602467j 0.00243838-0.00127697j 0.00249202-0.00263116j -0.000218467+0.0013793j 0.00237936+0.00153307j 4.9589e-05-0.000687901j -0.000312528-0.00216401j -0.00308388-0.00205663j 0.000392993+0.00264981j -0.00244046-0.00137222j -0.000879289-0.0012942j 0.00340162+0.0030326j -0.000519794+0.00109775j 0.000567982-0.000715917j 0.000382366+0.00204227j -0.00201182-0.00147334j -0.00109518-0.000821221j -0.00201518-0.00101695j 0.00150718+0.00161071j 0.00216586+0.000318192j -0.000437285-0.00157134j -0.00172143+0.000435396j 0.00012083-0.00201916j 
-0.00472678+0.00140142j -0.000727144+0.00239233j 0.00417509-0.00306123j 0.00435091-0.00105744j -0.00272696+0.00445915j 0.00284936-0.000118611j 0.00245424-0.00246151j -0.00244539+0.00164933j -0.00277862+0.00226389j 0.00520379+0.00389164j 0.00455036-0.000551859j -0.00150986-0.00526317j -0.000472307-0.00371497j 0.00805817+0.0087444j 0.0057991-0.00357858j 0.0027722-0.00571693j -0.000211999+0.00345083j 5.59186e-06-0.0032342j 0.00147909+0.00458927j 0.00211686-0.00114847j 0.000928374-0.00229955j 0.000539364+0.000402285j 0.00578405-0.00163477j -0.00280823-0.0029599j -0.00106693+0.0019305j -0.00310818-0.000889998j 0.000849315+0.00271504j -0.000944631-0.0016096j 0.00134184+0.000889437j 0.001798+0.0029402j 0.00061665-0.000110923j -0.0013211+0.00201364j 0.00341812+0.000665777j -0.00159377+0.00306214j -0.000406535+0.00159895j -0.00330312+0.00216784j 0.00442166+0.00155538j -0.00299713+0.00360554j -0.00457241-0.00429218j 0.00269315-0.00177109j 0.00633997+0.00232806j 2.34255e-05+0.000641311j -0.00148714-0.00241149j -0.00411464+0.000905005j 0.00144281+0.00169158j -0.00127507-0.000512038j 0.00172214-0.00256963j -0.00249774+0.00022257j -0.00156699-0.00116345j -0.000215173+0.00145601j -0.00439603+0.000275646j -0.00310328-0.00236756j -0.00143887+0.00239738j 0.00310421-0.00366753j 0.000453799+0.00240211j -0.00135578-0.00204242j 0.00167699-0.00163804j -0.00252685+0.00348226j -0.00140691-0.000355537j 0.00154078-0.0026001j 0.00644321+0.00467125j 0.000824917-0.00132376j -0.00271917-4.3386e-05j 0.00559272-0.00559172j -0.00284015+0.00249696j 0.000758516+0.00428089j -0.00254029-0.00169024j -0.0042204+0.00315385j 0.0013143-0.00106816j 0.00319082+0.00313733j 0.00014173-0.00137648j -0.00185812+0.000628148j -0.000287623+0.00441311j -0.00206234+0.000852931j 0.00318336+0.000734193j 0.00241721-0.00121901j 0.00122456+0.00309617j 0.000127452-0.00309133j 0.0034051+0.000908372j 0.00186313+0.00208396j -0.00155203-0.00112623j 0.00109081+0.00214385j -0.00117069+0.00192924j -0.000529689+0.000174742j -0.000385009+0.000345859j 0.00284404+0.00337897j -0.00410519-0.000652008j 0.0026814+0.00807045j 0.00103683-0.00365803j 0.00560936-0.000645993j 0.000240476-0.00342094j 0.00335743+0.00208371j 0.00414254-0.000434959j -0.000622763+0.00335285j -0.00294662+0.00105765j 
0.00156826-0.00319279j -0.0023454+0.000261171j -0.00162792-0.000165195j -0.0018472-0.00301291j -0.000830257-0.00712747j -0.00240502+0.00112598j 0.003155+0.00774464j 0.000736698-0.00152491j -0.00204004+0.00015593j 0.000548219-0.00296521j 0.00124882-0.00137539j -0.00683573+0.0137211j -0.0011344+0.00835271j 0.00114639+0.0118718j -0.000791606-0.00866123j 0.00211172+0.000603717j -0.00142818-0.00862619j 0.00486473+0.0125964j -0.00284894+0.00836355j -0.00567685-0.00480601j -0.00299915-0.00644809j 0.000435221-0.000612092j -0.00227178+0.000491449j -0.00174597-0.00689658j -0.00105688+0.00206026j -0.00324421+0.000784313j 0.00336513+0.00105769j 0.00350823-0.0069625j 0.000759052+0.00338693j -0.000769863-0.000953765j 0.000575083+0.00217215j 0.00347314-0.00434282j -0.000905564+0.00156161j -0.000790729+0.000196504j 0.00358364+0.00161937j 0.000555628-0.000759513j 0.0015444+0.00151758j 0.00221116-0.000915752j 0.000191659+0.00109615j -0.00246878+0.00309806j 0.000400166+0.00289394j -0.00180619+0.000912137j -0.00357085+0.00198459j -0.00228311-0.00244684j 0.00135086+0.0022512j 0.00145697+0.00219934j 0.00138512+0.00173736j 0.00122195-0.00034439j 0.000920538-0.00110963j -0.00257187+0.00178875j -0.000689809+0.00264274j -0.000542433+0.000368056j 0.000396645+0.00360893j -0.000343579-0.000534318j -0.000273292+0.000700274j -0.000350733-0.00133373j 0.000112204+0.00380754j -0.00017166+0.000796597j 0.000772368-0.00109669j 0.000608841+0.00133335j 0.00238275-0.00265191j 0.00276432-0.00142459j 0.00435721+0.000116864j 0.000745289+0.0034365j -0.00296622-1.55411e-05j -0.00175304-0.00184687j 0.000196016-0.00137293j 0.000151377+0.00136919j -0.000904026-0.00228193j -0.00148912-0.00152754j -0.00119423-0.00105214j -9.82728e-06-0.000166964j -0.000417047-0.000262143j 0.000899388+0.00110738j -0.00135907-0.00171035j 0.00261064-0.00252094j -0.000900421-0.000594125j 0.00313206+0.00286093j 0.00154217+0.000518567j -0.00171105+0.00068345j -0.00273078-0.00120441j -7.91593e-06-0.0023272j -0.00190521+7.1522e-05j 0.000580867-6.46163e-05j 0.000581826-0.000941955j -0.000402488+0.000170377j 0.00217545-0.00125821j 0.000394936-0.00326683j 0.0018401+0.00198608j 0.00326011+0.00162732j 0.00157605-0.00329054j 0.00404049-0.00251467j -0.00545745-0.00632914j -0.00517026-0.00140302j 0.00100307-0.00395896j 
-0.000561025-0.00317966j 0.000787462-0.000945861j -3.25559e-05-0.000642094j 0.001423-0.00470345j 0.000458343-0.000884118j 0.000753248-0.00335654j -0.000508805+0.0030808j -0.00193994-0.00177581j 6.51867e-05+3.55102e-05j -0.00260066-0.00215126j -2.41821e-05+0.000392268j -0.000851325+0.00183645j 0.0015435+0.000853627j 0.00159399-5.14583e-05j -0.00176274+0.000264004j -8.72158e-05+0.000192378j -0.00022987-0.00136125j 0.00268759+0.000788982j -0.00110415+0.000115142j 0.000465409-0.00223129j -0.00162137+0.000140973j -0.000488322-0.00139508j 0.000145274-0.00142838j -0.000600917-0.000328753j -0.00289935+0.00284156j 0.000202043-8.79591e-05j 0.00204406+0.00122982j 0.000430554-0.000813395j -0.0013273+0.000371122j 0.000371076+0.00206846j -0.00176184+0.000225455j 0.00172042-0.000879819j -0.00123834-9.47218e-05j 0.000406056+0.000907379j -0.000533589+0.0017477j 5.75953e-05+0.00162107j 0.000685936+0.0010107j 0.00104875-0.000948227j 0.000410172+0.000178969j 0.000364573-0.000582818j 0.00096068-0.00169527j 0.00112256+0.00283536j -0.0013223+0.00289241j -0.000525179+0.0027893j 0.00105061+0.00228706j -0.00140818-0.00146627j -0.000604891-0.00171917j 0.00308631+0.0016874j 0.000282315-0.0013535j 0.00170687+0.00107074j 0.000602588+0.000895143j -0.000670806+0.00364694j -0.00188677-0.000778948j 0.00217305-0.00450386j 0.00132679-0.00158037j -0.00212798+5.17784e-05j 0.00181135+0.000339727j 0.000784979+0.00163448j -9.95149e-05+0.000661952j -0.00304525-0.000218769j -0.00268366+0.00371949j -0.00104675+0.0022593j -0.00268241+0.00124394j -0.00330171+0.00385587j -0.00198797+0.000892329j -0.00340682+5.69593e-05j -0.00253633+8.77319e-05j 0.000233678+0.00100164j 0.000316041+0.000593502j 0.00150735-0.00174048j 0.00187912-0.00206501j -0.00175387-0.0013422j -0.000181996+0.00185739j 0.00180976+0.00145996j 0.00089695-0.00115257j -0.000548434-0.00210719j 0.000180157+0.00159988j -0.00204744+0.00070795j -0.00239814+0.0039783j -0.00101613-0.00303557j -0.00143476-0.000899419j -0.000962149+0.00042813j -7.50006e-06-0.000173694j -0.00055172-0.00155828j 0.00112436+0.00185837j -3.10699e-05+0.000391779j 0.00061895+0.000609284j 0.000132664-0.00104783j 0.000297878-0.00083159j -0.00085728-3.08189e-05j 0.000657713+0.00102517j 0.000782969+3.23152e-06j -0.00359915-0.00177123j -0.00172676-3.20798e-05j -0.00056547-0.00159532j 
-0.000997908-0.00294179j -0.00091035-0.00142687j -0.00177225-0.00171616j -3.54528e-05-0.00132517j -0.000508695+0.00691771j 0.000391778+0.00920631j 0.00220654-0.00255109j -0.000689293+0.00226655j 0.000990693+0.0053317j 0.00279737+0.00155218j -0.00134358-0.000131476j -0.00276783-0.000331784j -0.00407815-0.00200182j 0.00279585-0.0085343j -0.0049783-0.00356079j -0.00511068-0.00335971j -0.00289365+0.00479329j -0.000128375-0.00522982j 0.00201883-0.00213635j -0.00390878+0.00153081j -0.0021796+0.00236142j 0.00697042+0.00188338j 0.00225722+0.00632302j 0.000305159+0.00202449j 0.000528613-0.00121445j 0.00228056-0.00329483j -0.000964178-0.000844918j 0.00160341+0.000739795j 0.00178026-0.000466632j -0.00313772-0.00128594j 0.00242716+0.00128558j 0.000870118-0.00287625j -8.79015e-05+0.000714116j 0.00164418-0.000943125j -0.000860786-0.000523971j -0.000833536-0.00172217j -0.00222196-3.58207e-05j 0.00102912-0.00321765j 0.00551761-0.00181106j -0.00108207+0.000637207j -0.00174468+0.00362674j 0.00121139-0.00235641j 0.000223102+0.000382592j 0.00142437-0.00317806j -0.00201819+0.00271162j -0.00179709+0.000120678j 0.000612084-0.00187547j 0.000827498-0.000451891j 0.00128026-0.000847493j 0.00130205-0.000640296j -0.00106813-0.0053436j 0.00193417-0.00148738j 0.000898377-0.00296306j 0.00166678-0.000592222j -0.0016235+0.00018531j 0.0012375-0.000316416j -1.66745e-06+0.0019992j -0.00116769-0.000291961j 0.000139682-0.00145337j 0.0011175+0.000640008j -0.00307847+0.00422257j 0.00149883+0.00224301j 0.000121124-0.0031255j 0.00387921+0.00272172j -0.000230865-0.00176149j -0.0053201+0.00123174j 0.00287955-0.00164629j -0.000829431-0.00408228j 0.000685105-0.000882892j -0.00131347+0.000291444j 0.00201305-0.000734432j 0.00125192-0.00295518j -0.00330676-0.00186919j 6.76694e-05-0.00165613j -0.00120078+0.000895937j -0.000721424+6.87507e-05j -0.00130312+6.54576e-05j 0.00375855+0.00172254j -0.000637112+0.0016272j -0.00119154+0.00134271j 0.000119323-0.000560831j -0.000691438+0.000881967j -0.00169642-0.00177615j -0.00480315+0.000781751j 0.00109844+0.0013946j -0.00404094+0.00464515j 0.00179479-0.00255102j -0.00408063+0.000162338j 0.0027794+0.00169432j -0.000331853+0.00360622j 0.00224385+0.000472868j -0.0015486+0.00198345j 0.000143588+0.00236093j -0.00232146-0.00105811j -0.000541321-0.00195336j 
-0.00156572-0.00516286j 0.00411637-0.000318681j -0.00208781+0.00507973j -0.000885366-0.00421385j 0.0022812-0.000882179j -0.00209032-0.00117686j -0.00222126+0.00330975j 0.000356696-0.00235388j -0.00234139-0.00282796j -0.00279243-0.00461498j -0.00392204+0.00173105j 0.00264326+0.00153957j -0.00308486-0.000792508j 0.00662583-0.000314386j -0.00334522-0.000320625j 0.00167865-0.00188142j 0.00182326-0.00421642j 0.000220669+0.00551757j 0.00168437+0.00286712j 0.00547735-0.00322857j -0.00198456-0.00315578j 0.000925909-0.00132942j -7.19303e-05-0.00430432j 0.00417042-0.000227411j -0.00333181+0.00430086j -0.00160133+0.00133537j 0.00238658+0.00162598j 0.00137131-0.00189257j -0.000541999-0.00291067j -0.00250166+0.00120949j -0.00322722-0.00321552j 0.00121144-0.000446332j -0.00215937-0.00448367j 0.00112144+0.000332773j 0.00345165+0.00449482j -0.000267718+0.00284199j -0.00300785+0.000171879j -0.000572237+5.73817e-05j 0.00355593-0.000742077j 0.00140438-0.00348858j -0.00199008-0.00233668j -0.0017825-0.000804737j 0.00399296+0.00353939j -0.00146511+0.00665548j -0.00418153-0.00273661j -0.00121857-0.000795405j -0.00145225+0.000586567j 0.00223304-0.000103346j -0.00205547-0.000754943j 0.00425536+0.000156389j -4.97246e-05-0.00136477j -0.00341926+0.00113049j -0.00406872-0.00127414j -0.000479607+0.00268896j -0.000171141-0.00122327j 0.00193157-0.00415839j 0.000477238-0.00313128j -0.000232741+6.49837e-05j 0.00147008-0.0019345j -0.00291404-0.00278871j 0.000995725+0.000759547j -0.000579274-0.000580433j -0.00289522+0.00367557j -0.0026705-0.00137208j 0.00405799-0.00126285j 0.000421171-0.00121493j 0.000974489+9.22262e-05j -0.000553683-0.00212538j -0.000722207-0.000971038j -0.00164916-0.00172089j 0.00238623+0.000882494j -0.00290022+0.000202009j 0.00110739-0.00292297j -0.000362921-0.00148671j 0.00437324+0.00110088j -0.000777102+0.00252149j -0.000649978+0.00452291j -0.000248549-0.00369024j -0.000890234+0.00135011j 0.000662639-0.0025458j 0.00216787-0.00194884j -0.00197619+0.00160377j 0.000413293-0.000448211j -0.000183715+0.000570823j 0.000888053+0.00265383j -0.000220715-0.00179714j -0.00351663+0.00112823j 0.00112306-0.000168322j -0.00277747-0.00357874j -0.00176409-0.00140441j -0.000592387+0.00328544j -0.00199053+0.00133983j 0.000771032+0.00381925j 0.00193503+0.000505337j -0.00195519-0.000811195j 
0.000132438+0.000153696j 0.00310012+0.00679192j 0.00149469+0.00755501j 0.00311984-0.00403359j 0.0088186+0.000653958j -0.00366942+0.00944143j -0.000585933-0.000800566j -0.00365126-0.00295024j -0.00737752+0.00599366j 0.00157092+0.00462029j -0.00382111+0.00100572j 0.00251648+0.00786945j -0.00192373-0.00207274j 0.00134491+0.00214553j -0.00112343-0.00186148j 0.00774555+0.00090383j 0.00143727-0.00502598j -0.00377632+0.011722j 0.00721932+0.00264393j 0.00624938-0.00331098j -0.00230046-0.00537655j 0.00669967-0.000670402j 0.00323681+0.0091924j 0.00197856-0.00319622j 0.002096+0.00243588j -0.000562694+0.00528679j -0.00124307-0.00228343j 0.00276773+0.000858981j 0.011205-0.00166709j -0.000579463+0.00130963j -0.000779814+0.00026021j 0.000930499+0.000240245j 0.00505777-0.0027024j -0.0025793-0.000636843j -0.0010574+0.000141632j -0.00795888-0.00299886j -0.00071303-0.00567664j -0.00692871+0.00170861j 0.00642193+0.00494016j 0.00157686-0.00325116j -0.00137458-0.00106846j -0.00326852-0.000476783j 0.00553016-0.00612206j -0.000655194+0.00316806j -0.00178215-0.00501905j 0.00243823-0.00153906j 0.000240834-0.00128226j -0.00389875+0.00160772j 0.00246289+7.02336e-05j 0.00135417-0.00277627j 0.00357101-0.003819j 0.00251664+0.00166924j 0.00149655-0.0038918j 4.33174e-05+0.0022957j 0.000417222-0.00357511j -0.000888924+0.00501477j 0.000699609-0.000918448j -0.00185059+0.00320371j -0.00150385+0.00149744j -0.000381503+0.000479666j -0.00265385-0.000898358j -0.00496893-0.00128793j -0.000624257+0.00126376j 0.00271428-0.00221376j 0.00089703-0.00360598j -0.000500679+0.00215446j -0.00577086+0.00355999j -0.00335947-0.0108221j -0.00154889+0.00126464j 0.00482262+0.00332026j -1.95124e-05-0.000582445j -0.00173058-0.00318018j 0.00222824-0.00365883j 0.000590082-0.00144682j 0.000377016+0.000524417j -0.00638794+0.00126408j -0.00164149-0.00426119j -0.00309256-0.00136656j 0.000672791-0.00114085j 0.000522867-0.00151701j 0.00310624+0.00102457j 0.000672239+0.0035049j 0.00428112-0.000623537j -0.00112939-0.00253572j 0.0032171+8.89964e-05j -0.0059789-0.00127702j -0.00561681+0.00106356j -0.00105053+0.00736335j -0.00383254-0.0010797j -0.00978711-0.00482042j -0.00531841+0.00758109j -0.00261221+0.00586533j 0.0121286+0.0020434j 0.00440935+0.00265594j -0.0011408+0.00247853j 
-0.000302704-0.0102632j -0.00397454-0.00278855j -0.00432807+0.00342848j -0.00803947-0.011291j 0.00342746-0.00331822j 0.00384615+0.000653556j 0.00245108+0.00478185j 0.00299341-0.0059243j 0.00119612-0.00201258j 0.00325222-0.00597482j -0.00266927+0.00362467j -0.00159025+0.00993713j 0.000294005+0.00495733j -0.00585718+0.00281796j -0.00518973-0.00133788j -0.000552492+0.00358642j -0.00024658-0.00406481j -0.00225889+0.0102662j -0.0029103+0.0011211j -0.00178341-0.00431101j 0.000180827-0.0021268j -0.00224011-0.00614303j -0.000587489-0.00014563j 0.00189734-0.00307167j -0.00101085+0.00463588j -0.00214233+0.00105782j 0.000367914+0.00246643j 0.000696158-0.00681097j -0.000394212-0.00140134j -0.00164649+0.00232244j -0.00387954-0.000278331j 0.000213801-0.00370737j -0.00257961-0.00126884j -0.00143059+0.000390911j 0.00405346+0.00389493j 0.00294424+0.00112601j -0.000800339+0.000376332j 0.000494871-0.00555845j 0.00055317-0.00122545j 0.000343412+0.00204831j -0.0045235+0.00435802j -0.000901213+0.00113991j -0.000509135+0.00482045j -0.00490367+0.00223802j 0.000902578-0.00278143j -0.00127591-2.48064e-05j 0.000602216-0.000491566j -0.000248905-0.00036224j 0.00139205-0.000422544j 0.00273338+0.00155928j -0.000471034+0.000482625j -0.00445549+0.0018125j -0.00355999-0.00117211j 0.00112192+0.000610143j 0.000842437-0.00216832j 0.00218499-0.0048099j 0.00230423-6.23511e-05j -0.00274976+0.00336779j -0.000612831-0.000983096j -0.00191633+0.000269088j 0.000873977-0.00125529j 0.0007151+5.7638e-05j 0.00373867+0.00619522j 1.11857e-05+0.00218882j -0.00344132-0.00153381j -0.00131105+0.00220964j -0.000367969+0.000997093j -0.000942683+0.00276316j -0.00291943-0.00332123j -0.00268826-0.00189849j 0.00179597+0.00258659j -0.000688333+0.000934511j 0.000107432-0.00356131j -0.000495685-9.07791e-05j 0.00171922-0.00319307j -0.000169893-0.00209697j -0.004475+0.00298316j 0.00167942+0.000284591j -0.00102793+0.00249013j -0.000408083-0.00271875j -0.00202202+0.000515176j -0.0045795+0.00062287j -0.00333356+0.00169009j 0.00239909+0.00156448j -0.000268498+0.000320288j -0.00164122+0.000597967j -0.00338019+0.00164739j -0.000695819-0.00311407j -0.00239567-0.00265318j -0.00212588-0.00141303j -0.00136954+0.00179873j 0.00439158-0.00266941j -0.00516282-0.0073687j -0.009815+0.000126924j -0.000887371-0.00927088j 
0.0020243+0.000464828j -0.00190254+0.00298508j 0.00292213-0.000882786j 0.00383706+0.000936273j -0.00305647+0.00160514j 0.00128551+0.004643j -0.00228139-0.00266995j -0.00104698+0.000483886j -0.00418108+0.0021069j -0.000593155+0.0015353j -0.00176655+0.000498954j -0.00389633-0.00287408j -0.000230755-0.00268483j 0.00641208+0.000453801j -0.000395478-0.00305089j 0.000543306-0.00494884j 0.00109267+0.000441183j -0.000673706-0.000214523j 0.00090856+0.000548846j -0.000277339+5.15784e-05j -0.00117193-0.00258255j 0.00223736+0.000426189j -0.00127514+0.00131719j -0.00120103-0.00153343j 2.55137e-05+0.000372966j -0.00179919-0.00245713j -0.00144231+0.00100611j 0.00221964+0.000242461j -0.00025095-0.00425046j -0.000467628-0.00044896j 0.0010699+0.00168294j 0.000455302+0.000805664j -0.00255387-0.000331809j 0.000722949-0.000439165j -0.00186374-0.00175666j -0.00055944-0.00153089j -0.00170176-5.32445e-05j -0.00188944-0.00103552j 0.00165359-8.98301e-05j -0.00103976+0.000536946j -0.00264236+0.000436597j -0.000234643+0.000971392j -0.000655264+3.57487e-05j -0.00214476-0.000480145j -0.00120069+0.00177082j 0.00513053+0.00070747j -0.00329751+0.000215692j -8.27597e-05+0.000132155j -0.0012684-0.00259647j -0.000720321+0.000371612j 0.00111122-0.000770335j 0.000509729-0.000316901j -0.00146667-0.00305993j 0.00080858+0.00274187j 0.000738036+6.29682e-05j -0.0014267-0.00200598j -0.00169465-0.00215151j -0.00246908-0.00172259j -0.00480695+0.00339382j 0.000655113+0.00332048j 0.00142948+0.000719997j -0.000508345+0.00297128j 0.000894736+0.00183015j 0.000440418+0.00265578j 0.00319753-0.00207482j 0.00424978+0.00032713j -0.0019354-0.00244496j -2.9733e-05-0.0032689j -0.00181447-0.00207543j -0.00146645+0.0023605j 0.000697435-0.0010564j 0.00250697+0.000891151j -0.000731441-0.00155076j -0.00217668-0.000290535j -0.000139574+0.000916088j 0.00201804+0.00332936j -0.000547924-0.0011476j -0.000376343-0.000556058j -0.00211711+0.000459135j 0.00161846-0.00300796j 0.000866319-0.00350458j 0.00252326-0.000225184j -0.00188884-0.00111374j 0.000980438+0.00124263j 0.000393718-0.00387807j -0.00140416-0.00536886j -0.000999088+0.00189863j -0.00199276-0.000637481j 0.0017828-0.000766352j -0.0010628-0.000760272j -2.05274e-05+0.00130449j -0.00183481+0.000911498j -0.000686595-0.000118387j -0.000666228-0.000368543j -0.000347408-0.000456034j 
0.000114103-0.00589801j -0.00112822-7.61643e-05j -0.00131296-0.00547804j -0.00640185-0.00504548j -0.0056117+0.000111817j 0.00321153+0.00479716j -0.00337137+0.00144237j -0.00222665-0.00213829j -0.000447313-0.00398963j -0.00529514-0.00183225j 0.00503537-0.00299428j -0.00190079+0.00275701j 0.0028088-0.00096097j 0.000772319+0.00435124j -0.00517745+0.00202286j 0.00700408+0.00101269j 0.000420054+5.37929e-05j 0.00100766+0.000219846j -0.0040064-0.00388881j 0.000948166-0.000543272j -0.0014727-0.00351759j -0.000690861+0.0021725j -0.0042002-0.00371671j 0.00125533+0.000942476j -0.000499057-0.00103085j -0.00600719-0.00233701j 0.00674075+0.00351729j -0.000383861-0.00684215j -0.00158813-0.00357933j -0.00387904-0.000626405j -0.00231518-0.00322199j 0.000874964-0.00131401j -0.000630655-0.00265135j 0.00224625-0.000553788j 0.00635296+0.00253098j 0.00543526-0.0017355j 8.93135e-06+0.00279663j 0.00011181-0.00225506j -0.00225949-0.00125733j -0.000207326+0.00193907j 8.27116e-05+0.00125592j -0.00216661-0.00155384j -0.00102436+0.00215319j -0.0034235-0.00213152j -0.00507614-0.000161023j -0.00455788-0.00059397j 0.000971735+0.0010017j 0.00417391-0.00285419j -0.00246458-0.00204823j -0.000423318+0.000555849j -0.00141853-0.000154133j -0.00387397-0.00401377j 0.00145462-0.0026824j -0.00186749-0.000489078j -0.000939602+0.000488426j 0.000965075-0.00544485j -0.00174012+0.00324581j 0.000988899+0.00100098j -0.00179245-0.00173536j -0.00331052+0.000874792j 0.00304585+0.00271135j 0.00255146-0.00164376j 0.00185302+0.00182189j -0.00301916+0.00161583j 0.00309836+0.00244195j 0.00193037-8.89479e-05j 0.00392772-0.00254909j 0.000929294+0.00615022j 0.00247092-0.00246717j -0.00214587-0.00137962j -0.000286336+0.000504053j 0.00207989+0.00327331j 0.00425185-0.000285323j -0.00099941-0.00208275j -6.44624e-05-0.0006481j 0.00538771+8.03199e-05j -0.00264347+0.000292979j 0.00339903+0.00156965j 0.000860007-0.000842831j -0.00114382-0.00173972j -0.00170862-0.00309601j -0.00325737+0.00017829j -0.0038341-0.00297207j -0.0016067+0.00049483j -0.000387214-0.00129132j 0.000382842-0.00221569j 0.00219837+0.00108276j 0.000394832-0.00682115j -0.00338301-0.00297752j 0.00480763+0.00067475j 0.00106683-0.00450687j 0.00303421-0.0038515j -0.00469373-0.00209399j -0.00437882-0.000920233j 0.00135947-0.00547131j 
