-0.00355142-0.0106392j 0.00618949+0.00517875j -0.0068018-0.0140311j -0.00263949-0.00855708j -0.00149951-0.00398777j -0.00274695-0.00174812j -0.00585335-0.0108134j -0.00621266-0.018653j -0.00718844-0.00852247j 0.00530489+0.0127593j 0.00775076+0.0114787j 0.00553916+0.00437862j 0.00386837+0.00422293j 0.00364125+0.00701497j 0.000123494+0.0143604j -0.00274263+0.00702685j 0.00660359+0.0276789j 0.00251701+0.00507566j -0.00447606-0.00528174j -0.00362038-0.023501j -0.00275184+0.00911531j -0.000109285+0.0106663j -0.00387919+0.004693j -0.0036993-0.00797871j 0.00992286-0.00172326j 0.0154498-0.00523632j 0.0127344-0.0168073j -0.012648+0.02917j 0.0195179+0.000190342j 0.00883371+0.00268126j 0.00775-0.0131211j -0.0129002+0.0109809j -0.00826873+0.000832821j 0.0119346-0.00533185j 0.00674448-0.0034503j 0.000130539-0.00362204j -0.0186658+0.00714916j -0.0025989+0.00209077j -0.00754262+0.00263178j -0.00758242+0.00201266j -0.00091266+0.00352166j -0.00438146+0.00424468j 0.00263102-0.00161939j -0.00383488-0.00176376j 0.00396061-0.00331654j 0.00563943-0.000407696j 0.000902212-0.00162456j 0.00648594+0.000157087j 0.00876168-0.00284647j -0.000589647+0.00648486j 0.0200626-0.00428157j -0.00324348-0.00224214j 0.0148551-0.00155125j 0.00886557-0.0040084j 0.0221767-0.00388094j -0.00795459+0.00114212j -0.00412869+0.00120773j 0.0155235+0.00293871j 0.00300534-0.00298603j 0.00334028-0.00352179j 0.00438406+0.00154905j -0.0136251-0.00370277j 0.00184963+0.00190362j 0.00363245+0.00361796j 0.00480283-0.0104127j -0.0136681-0.00849856j 0.0150301+0.00442541j 0.0177797+0.00387831j 0.00685082+0.00262482j 
-0.00284493+0.000544699j 0.00838787-0.00207862j -0.00558892+0.000561569j -0.0041953+0.00363305j -0.00165355-0.000894213j -0.0110552+0.0076871j 0.000393733+0.00383931j -0.00158446-0.000274111j -0.000827843+0.00261821j 0.00241856-0.00186797j 0.0103775-0.00637317j -0.00465405-0.00346073j 0.0259636-0.00973446j -0.0415698+0.00830237j -0.025188+0.000814021j -0.0178754-0.00547491j -0.00919196+0.00330828j -0.0126672-0.00300746j -0.000699726-0.0120408j -0.0125044-0.00107008j -0.00801675-0.00217052j -0.00687018+0.0110089j -0.0304689-0.0205467j 0.0353647+0.00793792j 0.0168561+0.010003j 0.00721337+0.00385416j 0.00337351+0.00133687j 0.00247685+0.00425268j 0.000915477+0.000143592j -0.00237543-0.00166184j -0.0051574+0.00264843j 0.00271919-0.000506875j -0.000859594+0.00127363j 0.000304129+0.000665414j 0.000518876-0.0016009j 1.98638e-05+0.00142588j 0.000290562-0.00105046j 0.000531536-8.18999e-05j 7.56834e-05-0.000584147j 0.00101664-0.000260862j -0.000304063-0.00091296j -0.00094517-0.000738665j 0.00100579-0.000421427j 0.000135567-0.000359158j -0.000258485-0.000340419j 0.000271866+0.00127992j 0.000454846-0.000157276j -0.000329541+0.00124633j 0.00167374+0.00104563j 0.000471603+0.00159369j 0.0014556-0.00221906j -1.16467e-05-0.000246778j -0.00134665+0.000922859j -0.000244576-0.000651008j 0.00025096-0.00065353j 9.72137e-05-0.00186859j -0.000813692-0.00122337j 0.00145829+0.000919583j 0.00035137+0.00168306j -0.000302743-0.000630836j -0.000666702+0.00115117j -0.000479933-0.00121947j 0.00183073+0.00367597j 0.00221391-0.00146568j -7.40422e-05-0.00172771j -0.000725581+2.10409e-05j 0.00155741+0.000251429j -0.00261557-0.00270536j 0.0001974-0.00269196j 
-0.000450956+0.000100823j 0.00940897-0.00233062j -0.00215581+8.30004e-05j -0.00215814+0.0032715j -0.00363054+0.00162655j -0.00871901+0.00773628j -0.0107443+0.00743624j -0.000912817-0.00066388j -0.0028544+0.00158774j 0.00795697-0.00234863j -0.0235492+0.00307321j -0.0154585+0.00151515j 0.0151943+0.00152686j 0.0405686-0.00438221j -0.0613961-0.00338468j 0.0272641-0.00499639j 0.0150405+0.00870544j 0.0143116-0.00652002j -0.000336466+0.00176912j 0.038368+0.00997932j 0.0376192-0.00661959j -0.0365595-0.00939271j -0.0286373-0.0120024j -0.012902-0.0103863j 0.0130686+0.00102837j 0.00453953+0.00414205j 0.0051613+0.00208432j 0.0030764+0.00420062j 0.000546486-0.00104506j -0.00405033-0.00101939j -0.00481452+0.00321738j 0.00196324-0.000376288j -0.00016231+0.000650926j 2.72717e-05+0.00166078j -1.56322e-05-0.00128225j -0.000465542+0.00192587j -0.00025629-0.00041183j 0.000869893-0.000704365j -0.000415559-9.64264e-05j -0.000612884-4.1484e-05j -0.000669285+0.000367916j -0.00167508-0.000189009j -0.000697242-0.00112463j -7.14775e-05-0.000911794j -0.000182717-0.00151961j 0.000873997+0.00153929j 0.000675753+0.000520717j -0.00108872-0.000608638j -0.00110561+0.00131319j -8.51436e-05+0.00122047j 0.00111177+0.000843532j -0.000604625+0.000470855j -0.000264516-0.000434408j 0.000907951+0.0012835j 0.00056891-4.17453e-05j 0.00109112-0.000794684j -0.00218083+0.00104811j 0.000611702+7.61424e-07j -0.00138706-6.09718e-05j 0.00150057-7.39805e-08j -0.00175371-0.00113418j 0.000493188+0.000555095j 0.00174335+0.00206196j -0.000202019-0.00356088j -0.000124751-0.000290536j -0.00124046-0.0010954j 0.00190336+0.000552974j -0.00253168-0.00179039j -0.000441541-0.00310354j 
0.00397059-0.000738073j 0.00254573-0.00086816j 0.00247254+0.00242991j 0.0178559-0.00415365j -0.0239936+0.0109734j -0.0169569+0.00899533j -0.0193643+0.00802323j 1.17998e-05+0.00386581j 0.019332-0.00816893j -0.0265196-0.00368129j 0.00962324-0.000678711j 0.0527678-0.00360064j -0.023989+0.00804601j -0.0294277+0.00901233j -0.00400003+0.00324509j 0.00742715-0.0043388j 0.0092006+0.00823188j 0.00262432-0.00591363j 0.0169895+0.00531097j -0.0317752-0.0142939j 0.0122856+0.00952362j 0.00941745+0.00368327j -0.012446-0.00747371j -0.0152788-0.00502793j 0.0159809+0.00435512j -0.00584281-0.00330912j 0.000909939+0.00158424j 0.00197006-0.000482559j -0.00178833-0.00228411j -0.00373032+0.000691441j 0.000108694+0.00145499j -0.00020312-0.00209328j 0.00497976-0.00199451j -0.00387159+0.0030451j 0.00113459-0.00180745j -0.00131936+0.00146586j -0.00211379+0.000583046j -0.00282864-0.000148015j -0.0029356-9.24751e-05j -0.000284518-0.00124446j 0.00111871+0.00181696j -0.000355049+0.0014574j 0.000671019-0.00174669j -0.000504083+0.000793451j 0.00118818-0.000815472j -0.000268385-0.000818728j -0.00129716+0.000947178j -0.00180051-0.00139932j -0.000849608+0.000799267j -0.0002137+0.000882428j -0.00119987-2.81697e-05j -0.000476181+3.26609e-05j -0.00135109+0.000279805j -0.000629513+0.000509787j -0.0002819+0.00148485j 0.00124478-0.00208473j -0.000754488+0.000533224j -0.00081733-0.000458847j -0.00140174+0.000161571j 0.00076882+0.00100251j 0.000880046+0.00106217j 0.000562352+0.000481595j 0.000781497+0.000658092j -0.000474646-0.00273845j -0.0020475-3.77581e-05j 0.000909303-0.00045247j 0.000449232+0.00199752j -0.000165196+0.00155194j -0.00154577-0.000865535j 
-0.000655325-7.04515e-05j -0.00527282+0.00133727j 0.000139233+0.000611674j 0.0044588-0.00258287j -0.00507189-0.000722432j -0.0121924+0.00238652j 0.00461754-0.00609309j -0.0321165+0.0108042j -0.0130869-0.00733468j -0.0461149+0.00980356j -0.00390936-0.00110017j -0.0234284-0.00501331j 0.0299175-0.00344287j 0.0182446+0.00386165j -0.0300248+0.00551184j 0.0606843+0.00432975j -0.00701802-0.00666572j 0.0139375+0.000887725j -0.0328087-0.00913078j -0.0164737-0.00520489j 0.0121385+0.00453703j 0.00332311-0.000167844j 0.00373465-2.79736e-05j 0.00326648+0.00141118j 0.00161824+0.000606997j -0.00380312-0.00263514j -0.00244254-0.000395146j -0.00174095-0.00168733j 5.53552e-06+0.00120989j 0.00244986+0.000374036j 0.0024179-0.00188508j -0.000594049-0.000369419j 0.000821658-0.000480387j -0.00136075-0.000903919j 0.00177487-0.00110141j -0.000893035-0.000929144j 0.000436203-0.00012403j 0.000548497+0.00138607j -0.00240226+0.000741093j 0.00154893-0.000714597j 0.000692606-0.000273717j -0.000558028-0.000186248j -0.00093765-0.000359108j -0.000299421+0.00112426j -0.000955991+0.000748844j -0.000335506-0.000921395j -0.000157771+0.00101749j -0.000374744+0.000748236j 0.00164057+8.22808e-05j 5.645e-05+0.000519621j -0.00012102-0.000562072j -0.000381593-0.000750456j -0.00104542+0.000164736j -0.000106847-0.000956048j -3.98988e-05+0.000220475j 0.000929308+0.000811112j -8.76684e-05-0.000608654j -6.34912e-05+0.00101307j 0.00057351+0.000300928j 0.000183874+0.00085463j 0.000473407+0.000479615j 2.67255e-05-0.000107144j -6.92326e-05-0.000110326j -0.000348764+0.000956489j -0.000859474-0.000635043j 0.00114771+0.000895375j -0.000795245-4.40461e-05j 0.00131095+0.000415105j 0.000505499+0.00172943j 
0.00763561-0.00103507j 0.0133717-0.00399013j 0.000452107-0.000871547j -0.0103566+0.00830435j -0.00266227+0.00529063j -0.0196412+0.00126571j 0.031684-0.00319178j 0.0220103+0.00433811j -0.0140623+0.000741408j 0.00400961-0.00206889j 0.00695825-0.0161128j 0.0274081+0.00100377j -0.0109026+0.00166217j -0.0023435-0.0091894j 0.0340661-0.00131872j 0.0177546+0.00544717j -0.0195461-0.000926442j -0.0426488-0.00722018j 0.00298457-0.00330219j 0.0166592+0.00296347j -0.0012848-0.00661775j 0.00285064+0.0018971j -0.0190823-0.00410653j -0.00168542-0.00146825j 0.00132359+0.00249351j 0.0120961+0.00587924j 0.000652254-0.00128351j 0.00322469+0.00178103j -0.00177551-0.0041222j -0.00986613+0.000949453j -0.00382591+0.00569887j 0.00158554+0.000877303j -0.00138601+0.0016398j 0.00158981+0.00261869j 0.00343905+0.000733865j 0.0031989+9.08308e-05j -0.000564115-0.00335069j 0.0011206-0.00102458j 0.000487557-0.000217196j -0.00170114-0.000877725j 0.00104326-0.00202481j 0.00031595-0.000587008j 0.00196159+0.000267854j 0.000734263-0.000403365j 0.00121539-0.000441571j -0.00124339+0.000943975j 0.000528479+0.0011753j 0.000319976+0.000867766j 0.000573101+0.000398021j 0.00170419-0.00147382j 0.00107337-0.00062768j 0.00114961-0.000219443j 0.00151779-0.000129473j -0.000188937+0.000505561j -0.000527848-0.0015198j 0.000440721+0.000213618j -0.000114265+0.000634325j 3.1872e-06-0.000677559j 1.61291e-05+0.00210693j 0.000838344-0.000595602j -0.00100071-0.00074081j -0.000597135-0.00136835j 0.00129108+0.00086406j 0.00185609-0.00182449j 0.00139014+0.00224344j -0.00260176-0.00249161j 0.00100916-1.58687e-05j -0.00237438+0.00101525j -0.00253611-0.0038157j 
-0.018485+0.00458822j -0.00288193+0.00296113j -0.0261738+0.00617512j 0.0127751-0.00283622j 0.0113366-0.0139554j 0.0310227+0.0049872j 0.03-0.00549256j 0.0482068-0.00160269j 0.0117976+0.0057054j -0.00947246-0.00956276j 0.0283699+0.00568446j 0.0119558-0.00599277j -0.00140077-0.00525074j 0.00159368-0.00125479j 0.00823894+0.00225402j 0.000399077+0.000347059j -0.00441979-0.00480483j 0.0192116+0.0017483j -0.0108474-0.00181067j 0.00311187+0.00502742j 0.000121915-0.000934939j -0.0080596-0.00233517j 0.0150284+0.00402372j 0.0127419+0.004018j 0.011921+0.00257674j -0.00840682-0.00334507j 0.00509631+0.00192632j 0.00144406+0.00307357j 0.00146093+0.000706696j 0.0127287-0.00615261j -0.00482809-0.00397935j 0.00582448-0.00366042j 0.00127447+0.00091561j 0.000100992-0.00363551j -0.00536114-0.00346473j 0.00617881-0.000367173j -0.002602+0.000941809j -0.00332004+0.00133747j 0.00328581-0.000530269j 0.00291091+0.000394243j -0.000997951+0.00072105j 0.00146115+1.78661e-05j 0.000195531-0.0006636j -0.000652876+0.000414082j -0.000662524+9.91791e-05j -0.000260471-0.000567256j 0.000603648-1.78584e-06j -0.000198702-0.000425231j 0.000663378-0.00148466j -0.00107816+0.00148902j -0.000562313-0.000579019j -0.000831502+0.000552723j -0.00151044+0.000306366j 0.000903765-0.00109013j 0.00089446-3.78571e-05j -0.000466186-0.000433426j 0.000274682-0.000167283j 0.00131867+0.000871534j 0.000622409-0.00155662j -0.002521-0.000646596j -0.00030376+0.000415852j -0.000912781+0.00108665j -0.00253894+0.00022867j -0.000318456-0.000439324j 0.000121828-0.00251202j 0.00237945+0.00270001j 0.000812484+0.00176972j -0.00151572-0.00276179j 0.00251108-0.000291929j 
-0.0033687+0.00283754j 0.0112166-0.00286037j 0.00223365+0.00281423j 0.0337229-0.0122835j 0.0451476-0.0070363j -0.0225855+0.00926749j 0.00250368+0.00801304j -0.0186721+0.00015105j 0.039177+0.0046372j -0.0355405-0.00677803j -0.00492536-0.0096365j -0.0239908-0.00288888j -0.00147663-0.00629427j 0.013839+0.00203432j 0.0108241+0.000396175j -0.0027929-0.000283548j -0.0138661-0.00372209j 0.00679993+0.00185321j 0.00760335+0.00341004j -0.0034091-0.000649996j 0.00237051-0.000882253j -0.00897191-0.00139505j -0.00636219-0.000602214j -0.00019275-0.000227989j 0.00439779+0.00144249j 0.00149561+0.00139677j 0.00321747+0.000961503j 0.00144794+0.000497055j -0.00115409-0.00193189j -0.00100331-0.00378713j -0.00766865+0.00329526j 0.00024364-0.00310203j 0.00690735-0.00423321j 0.00580264-0.000103915j 0.00226751-0.00206778j 0.00153547+0.00267674j -0.00172868+0.000992375j -0.00445597-0.000234696j -0.00317997+0.000668598j 0.00103809+0.000866308j -0.00217972+0.000979686j -0.000345122+0.000607862j -0.000608327+0.000904388j -0.000328745+0.00031011j 0.000144768-0.000566535j -0.00108099+5.32427e-05j -0.00147365-4.68889e-05j -0.000653131-0.000395323j -0.00022056-0.000519674j -0.0028505+0.000416776j -0.00078628-0.000931555j -0.000941078-0.000542044j -0.00144887-0.000156087j 0.000840514+0.000396442j 0.00108648-0.000397905j 0.000837657-0.000408888j -0.00074164+0.000444685j 0.00126441-0.000101662j -0.000719958-2.83266e-05j 2.14286e-06-0.000745534j 0.00113327+0.000487719j 0.000387501+0.000782263j -0.000889072-9.46156e-05j 0.00128379-0.00116798j -0.000315803+0.000435737j -0.000277419-0.000998612j 0.00162315+0.00112956j -0.00184184+0.000211122j -0.00103601-0.00177867j 
0.00100723+0.0102896j -0.00121789-0.00535916j -0.00211221+0.00817872j -0.00174416+0.00618858j -0.000984422+0.00284714j 0.0051143+0.00169138j -0.00609413+0.00718255j -0.00732864+0.00830628j -0.0115783+0.00402686j 0.00173051-0.00103327j 0.00112784-0.00870881j 0.000844443+0.00168789j -0.00101292+0.0055325j 0.00413059-0.000106979j 0.00067284-0.00647206j -0.00168-0.00422663j 0.00222037+0.00144047j -0.00342575-0.0101637j 8.0881e-05-0.00135834j -0.0110852-0.00815611j 0.00526948+0.00435248j -0.00388317+0.00138243j -0.0283148-0.00450477j -0.0129833-0.0214982j 0.0184423-0.0170504j 0.038765-0.0142915j 0.0165463-0.00147622j 0.049645-0.00925541j 0.0290455-0.049085j -0.00158259-0.00862677j 0.00308637+0.00905845j -0.00261075-0.00638858j -0.00193816+0.0018708j 0.0012839+0.00064602j 0.00122998+0.00066175j -0.00454052-0.00024872j -0.00144797-0.0029109j 0.00602633-0.000795776j -0.00263609-0.000315317j -0.00507747+0.000898886j 0.00821809+0.00219711j 0.00125186+0.00159715j -0.00149687-0.000642352j 0.00182261+0.00131016j 0.00435895+0.00188849j 0.00145302-0.000144603j -0.00170388+0.000883991j -0.000493778+0.00173618j -0.000756811-0.00136972j 0.00155531-0.00299614j -0.00506889+0.000740989j 0.00100911-0.000789208j -0.0039522-0.00386556j -0.00166843+0.00209495j 0.00303661+0.00200543j 0.00205233-0.00149453j -0.000310882+0.00039152j -0.00170783-0.00373247j -0.0122781+0.0108804j -0.00557132+0.0037236j 0.0044485+0.00141147j -0.0101119-0.00428777j -0.0156584-0.00256505j 0.0113421-0.0278624j 0.0111888+0.0250748j -0.00435281-0.00245765j 0.00314111+0.0306983j -0.0279263+0.0241425j -0.0225216-0.0379723j 
-0.00155709-0.00445659j -0.00039353-0.0107448j -0.00394435+0.00819623j -0.00251892-0.00878474j 0.00620295+0.0098225j 0.00368868-0.00848284j 0.0019698-0.00290891j 0.00887209-0.000553439j 0.00191903-0.00546788j -0.000624327+0.000376035j -0.00191448+0.00338615j -0.000109063+0.00730476j 0.00573616-0.000952371j 0.000449849+0.000564019j -0.00410303-0.00250231j -0.00145088-0.00385095j 0.0112598-0.00320062j -0.00224213+0.00356542j -0.0113734-0.00495156j 0.00901461+0.00334067j -0.0205605-0.000429623j 0.00611589-0.00429176j -0.0102285+0.0213564j -0.0242067+0.00606857j -0.0169632-0.021176j 0.0112024+0.00745182j -0.0297842+0.0112403j 0.028066-0.0499693j -0.0440836+0.0101345j 0.0036083+0.00802507j 3.35294e-06+0.00779452j 0.00211777-0.00180959j -0.00611098-0.0046545j 0.00437116+0.00115737j -0.00306714-0.000766044j -0.00150538-0.00255341j -0.00351555+0.00325275j 0.00287956-0.000475502j 0.00254608-0.00161033j 0.00402857+0.000905934j 0.00140326+0.000294276j 1.93912e-05+0.000744921j -0.00157456+0.000939272j -0.00178643+0.0024395j 0.000215684+0.00125147j 0.00363592-0.00367406j 0.00119155+0.000287581j 0.00380123-0.000841597j 0.00215356-0.00107508j 0.00150035-0.00231617j 0.00394677+0.00178901j -0.000761734-0.00104722j -0.00116353-0.0017626j -0.00361621+0.000318352j -0.00422428+0.00266614j -0.00366399-0.00207364j -0.000938722-0.00369936j -0.00920607+0.00665137j 0.00158441+0.00367613j 0.0132874+0.000601695j 0.0156576-0.00743274j 0.00358741-0.00169214j -0.00086545-0.024577j 0.0121964+0.0144854j -0.0154961+0.0119143j -0.00459899-0.0314797j -0.00903562-0.00492904j 0.0219655+0.0386544j -0.0271569+0.0231624j 
-0.000460731-0.00751688j -0.0023939-0.00281056j 0.00289831+0.00319551j -0.0010136-0.00267342j 0.00692495+0.00159724j -0.00533766-0.00681378j 0.00457699-0.00241818j 0.00955877+0.0123707j 0.00680582-0.00158265j -0.0011105-0.011316j -0.00792544-0.00323984j 0.00291252+0.00471688j 0.0062225-0.00149147j -0.00124162+0.00247959j -0.00461088-0.0111761j -0.000304908-0.0143435j 0.0129452-0.00836934j -0.00232396-0.0159687j -0.00772917-0.0171277j -0.00327944+0.00460138j -0.0167618+0.0065184j 0.0230397+0.00391987j 0.00208317-0.0203146j -0.00947382+0.0337833j 0.0130986+0.0024375j 0.0464803-0.063531j 0.0103948-0.0407651j -0.00432695-0.00932631j 0.00175344+0.00464331j 0.00750512+0.0120382j -0.00189523-0.000945751j -0.00426916+0.000729652j -0.00420689-0.00485134j 0.00631995+0.000800836j -0.000532814-0.000522283j 0.000114345-0.00513706j -0.0158951+0.000257347j -0.00479624+0.00210029j -0.00491939-0.00324102j -0.0010053+0.00114064j 0.00272639+0.00505654j 0.000280238+0.00191643j -0.00298222+0.00218237j -0.00652834+0.00508813j 0.000895997+0.00683141j 0.00881502-0.00352981j -0.00147233+0.000878042j 0.00613144-0.000119373j -0.00091635-0.00246328j 0.0186106-0.00147707j 0.00169461+0.00205708j 0.00476036-0.00398672j 0.00123305-0.00904014j -0.00329681+0.00239867j 0.000781633+0.00839556j 0.0115097-0.00793953j 0.0012611-0.00847751j 0.0139669+0.00897914j -0.00688887+0.00572082j -0.00223118+0.00462833j -0.0197993+0.00211696j 0.0107275-0.00720796j 0.0159807+0.0189498j -0.0103102+0.0090971j 0.00621777+0.0213687j 0.0109486+0.036212j -0.026125+0.00898147j 0.00127798+0.0165293j -0.000692934+0.000785819j 
-0.00772273-0.00375586j -0.00157702+0.00558511j 0.00791781+0.00245613j -0.00705933-0.000529278j 0.00431324-0.000731976j -0.0106584+0.00729737j -0.00199831-0.0112157j 0.00741752+0.0044312j 0.00366068-0.00308827j -0.00380409-0.0166821j 0.00233694+0.00438084j 0.000145304+0.000302939j 0.00155268-0.00672405j 0.00260962+0.00408556j -0.000419095-0.00209679j -0.0051127-0.0115424j -0.00323896-0.0148647j 0.0173884+0.00308327j -0.0125754+0.00952434j -0.00212132+0.0105912j -0.00217356+0.0209065j -0.000991414-0.00641982j 0.0214351-0.00364355j 0.00792819-0.0253699j 0.00273817+0.00889007j 0.00992619-0.0355366j -0.0206826+0.0551947j -0.0124476+0.00243803j 0.0193441+0.018725j 0.00960608+0.00727417j -0.0103913-0.0177061j -0.00694537+0.00696927j -0.0094639-0.00477124j 0.00716953+0.000803951j -0.000116896-0.0086927j -0.00198154-0.00611082j -0.0102088-8.69471e-05j -0.00704041-0.000724635j -0.00689512-0.0049288j 0.00152105+0.00129521j -0.00242156+0.000942122j 0.000729815-4.54687e-05j -0.000210598+0.00127303j -0.00108882+0.0026393j -0.00238728+0.00331915j 0.00098999-0.00248301j 0.000501544+0.00155452j 0.00647587-0.000633803j -0.00514264-0.000340347j -0.00588801+0.00972723j 0.00692614+0.00764184j -0.00251301-0.00574482j 0.00145188-0.000112268j 0.000883627-0.00509372j -0.00653193+0.000632393j -0.0127793-0.0105992j 0.00464519-0.0042965j -0.0247226+0.000204954j -0.00178711-0.000479436j -0.0193919+0.0139497j -0.000461717-0.00452565j -0.00886502+0.0101182j -0.0152192+0.00265617j -0.00760425-0.00961253j -0.00961702-0.0294601j 0.0220106+0.000588371j 0.000403069+0.0156079j -0.00382841+0.0124547j -0.000696087+0.0131882j 
-0.00501666-0.0018884j 0.00802876-0.00415665j -0.0103353+0.00111774j 0.000128887-0.00234348j -0.00940171+0.00191501j 0.00309574-0.00106042j -0.00300556-0.00132582j -0.0074441+0.000608916j 0.00295855-0.00267604j 0.00254898-0.00139302j 0.0068682-0.000181711j -0.00783012+0.000856593j -0.00470278-0.00237547j -0.000926495-0.000564031j 0.0084148-0.00317653j 0.00858824-0.00214981j 0.00173698+7.07248e-05j 0.0121514-0.00231568j 0.00574633-0.00622975j 0.00579919+0.0023865j -0.00936499-0.00451474j 0.00679425+0.00544138j -0.00189545-0.0144057j 0.0178512+0.00122483j 0.0441523-0.00560339j 0.0233578+0.0270111j -0.0296418-0.00977524j 0.0372582+0.0393051j 0.0265039-0.00448893j 0.00136483-0.00959549j -0.0144759-0.00834827j 0.00936185+0.0106037j 0.00193733+0.005345j -0.00562767-0.00427154j -0.00342731-0.00703097j -0.00154658+0.0079868j 0.004363+0.0099241j -0.00211955-0.00455982j 0.000976447+0.00129511j 0.00522741+0.00170086j -0.00311373-0.0151622j -0.000121672-0.00493659j -0.000188014+0.0022686j -0.000370584-0.00144129j 0.00181735-0.00891387j -0.00125826-0.00806417j -0.000260938-0.000799382j 0.00350602-0.00698606j 0.00215015+0.000688958j 0.00049865-0.00111229j 0.00552993+0.00242116j -0.00072618-0.00100381j -0.0024742+0.00882218j -0.000933748+0.00139837j 0.00214148-0.000290466j 0.000675886-0.00325336j -0.00255608-0.00250367j 0.00078451+0.016503j 0.0119734+0.0136275j 0.0125802-0.00169997j -0.00489734-0.0228626j 0.0024242+0.00746772j -0.00168339+0.0217585j 0.00304026-0.0208187j 0.00491838+0.00240238j 0.00452504-0.00206052j -0.00219484-0.0233877j 0.0087547-0.00639965j -0.0149027+0.0218777j 
-0.00436629+0.00684541j -0.00431297-0.00425475j -0.00208079+0.000769558j -0.00830465+0.000375731j 0.00597167+0.00222586j -0.00429918-0.00408541j -0.00779868+0.00556005j -0.00892429-0.00405171j -0.0104481+7.57691e-07j 0.00286203+0.00871318j 0.00909479-0.00314955j 0.00674693+0.00178532j -0.00481485+0.0032905j -0.00071736-0.00297906j 0.00179583+0.00186327j 0.00140724+0.00773069j -0.0023573+0.00361793j 0.00175294-0.0057965j 0.00204912+0.000558569j 0.0154446-0.00940564j -0.00534794-0.00470444j -0.00758094-0.00363194j 0.0183517-0.00538506j 0.0181632+0.0184184j -0.0183639-0.010731j 0.0424939+0.0263954j 0.0245562+0.0114668j -0.0207533+0.00678083j 0.0315593+0.0329286j 0.00992669+0.00578378j 0.00488832-0.00590406j 0.00433909+0.00390851j -0.00405326-0.00797822j -0.00110577+9.9507e-05j 0.00554361-0.00312822j -0.00570907-0.00487275j 0.00528513+0.00241691j 0.00605333-0.000989636j 0.00559587+0.00114202j 6.58891e-05+0.0104911j 0.00793049-0.002145j 0.0030962+0.00085549j 0.00109073-0.000413789j 0.0028973-0.00247413j 0.00347835+0.00135588j 0.00179078-0.00070782j 0.00137183+0.000199368j -0.000112957+0.00700629j 0.00384799+0.00310798j 0.00130759-0.00720906j -0.00538042+0.00860223j 0.000633679-0.000643536j -0.00406892-0.00113789j 0.00331813-0.00150228j 0.00227985-0.00722397j 0.00880303-0.000869439j 0.00103397-0.00235215j 0.00209039-0.0126604j 0.000716952+0.0176891j 0.0139235+0.0235148j 0.0168458+0.0189208j 0.00365866+0.010274j 0.00978747+0.00925675j 0.000329847+0.00946634j 0.0222702-0.0142257j -0.00643157-0.0310711j 0.00128337-0.00883848j -0.0138977+0.0163018j -0.00779458+0.000520719j 
-0.003116-0.000257124j 0.000210348-0.00222157j 0.00404374+0.00311917j -0.00183421-0.00628085j 0.00126296+0.00970829j 0.00421093+0.00409125j 0.00107771-0.000161502j 0.00706073-0.00546626j 0.00194646+0.00114598j -0.00578931+0.00233917j 0.00427246+0.00838828j -0.00125631+0.0128941j 0.00680478+0.0132013j -0.00253553-0.00663067j -0.005591-0.0114389j -0.015374-0.0100998j 0.0121023+0.0277413j -0.0068791-0.0100888j 0.0110988+0.0571504j 0.000279771+0.0222171j -0.00828428+0.000498268j -0.00136092-0.0521067j -0.0232521+0.0247454j -0.00526777-0.0220701j 0.0175206-0.0352874j -0.0198218-0.00691084j 0.0015863+0.00140183j 0.0011607+0.000477585j 0.000943236-0.000692773j 0.00449944+0.00108843j -0.00432397-0.0032933j -0.00181929-0.000404996j -0.00755102-0.00578922j 0.00500231+0.00486141j 0.00172803-0.00387774j 0.00211544-0.00151106j 0.000634036-0.00153392j -0.00139327-0.00372831j 0.00197812-0.0043713j 0.00522389-0.000181347j 0.00359946-0.000419209j 0.00728879-0.000698523j 0.00523501+0.000478727j -0.00769788-0.00120538j -0.0107344+0.00158637j 0.00469846-0.000222458j 0.000811038+0.00142838j -0.00134114+0.00517187j -0.025677+0.000215512j -0.00720791-0.000597996j -0.00647283+0.0114618j -0.00663367-0.00695588j 0.0163221-0.00116573j 0.00895795+0.0108254j 0.0043582+0.00361705j 0.0238952+0.00612277j -0.0195561+0.00295416j -0.0057757-0.0154258j -0.0156665-0.0159121j 0.0176795+0.000399947j -0.00730491-0.0238037j 0.0060497+0.0181092j -0.00497742-0.00787184j -0.0202019-0.0155559j -0.000937653+0.00877161j -0.00418375+0.00554493j 0.00205355+0.00180973j -0.00121037+0.00530204j -0.00046444+0.00154301j 
