-0.00355142-0.0106392j 0.00618949+0.00517875j -0.0068018-0.0140311j -0.00263949-0.00855708j -0.00149951-0.00398777j -0.00274695-0.00174812j -0.00585335-0.0108134j -0.00621266-0.018653j -0.00718844-0.00852247j 0.00530489+0.0127593j 0.00775076+0.0114787j 0.00553916+0.00437862j 0.00386837+0.00422293j 0.00364125+0.00701497j 0.000123494+0.0143604j -0.00274263+0.00702685j 0.00660359+0.0276789j 0.00251701+0.00507566j -0.00447606-0.00528174j -0.00362038-0.023501j -0.00275184+0.00911531j -0.000109285+0.0106663j -0.00387919+0.004693j -0.0036993-0.00797871j 0.00992286-0.00172326j 0.0154498-0.00523632j 0.0127344-0.0168073j -0.012648+0.02917j 0.0195179+0.000190342j 0.00883371+0.00268126j 0.00775-0.0131211j -0.0129002+0.0109809j -0.00826873+0.000832821j 0.0119346-0.00533185j 0.00674448-0.0034503j 0.000130539-0.00362204j -0.0186658+0.00714916j -0.0025989+0.00209077j -0.00754262+0.00263178j -0.00758242+0.00201266j -0.00091266+0.00352166j -0.00438146+0.00424468j 0.00263102-0.00161939j -0.00383488-0.00176376j 0.00396061-0.00331654j 0.00563943-0.000407696j 0.000902212-0.00162456j 0.00648594+0.000157087j 0.00876168-0.00284647j -0.000589647+0.00648486j 0.0200626-0.00428157j -0.00324348-0.00224214j 0.0148551-0.00155125j 0.00886557-0.0040084j 0.0221767-0.00388094j -0.00795459+0.00114212j -0.00412869+0.00120773j 0.0155235+0.00293871j 0.00300534-0.00298603j 0.00334028-0.00352179j 0.00438406+0.00154905j -0.0136251-0.00370277j 0.00184963+0.00190362j 0.00363245+0.00361796j 0.00480283-0.0104127j -0.0136681-0.00849856j 0.0150301+0.00442541j 0.0177797+0.00387831j 0.00685082+0.00262482j 
-0.0022045-0.00237311j 0.00273373+0.00252279j 0.0013514+0.00452073j -0.00184614-0.00428688j -0.00523813+0.00433111j -0.0132104+0.00787974j 0.00120818-0.00549719j -0.000121691-0.00252727j 0.00486695-0.00114665j 0.00627355-0.0112542j -0.00761318+0.00480717j -0.00524846-0.00328785j -0.00174437-0.00273608j 0.00594963-0.00246657j 0.0170719+0.000918303j 0.0379636-0.00402619j -0.0209133+0.000137522j 0.00408267-0.00667453j -0.0344333+0.0242835j -0.0330411-0.0287852j 0.00263149-0.00137605j 0.0308173-0.0215785j -0.00310529+0.000506847j 0.0405731+0.00277059j 0.0139491+0.00701369j 0.00766329-0.00437243j -0.00350399+0.000577907j 9.58375e-05-0.00047868j -0.000581213+0.00056643j -0.00192387-0.00152298j -0.00745473-0.00458767j -0.00168861+0.00233543j -0.00691151+0.00285162j 6.52614e-05-0.00416867j 0.00520681-0.001378j -0.00543772-0.00624514j -0.00273074+0.00304689j 0.00218685+0.00566299j -0.00308845-0.00177234j -0.00238854-0.00675943j -0.00327746+0.00182019j -0.00285042-0.00272288j 0.00169213-0.00472206j -0.00401613+0.00255136j -0.00580962+0.00638562j -0.00725379-0.0125927j -0.00158078-0.00484704j -0.00663391-0.00902475j 0.0121535+0.0351255j -0.00569846+0.0028278j -0.00952175-0.0125044j -0.0145969+0.00988833j -0.00836695-0.00771264j 0.00715881-0.0171873j 0.0020986-0.0122763j 0.00762521-0.0215635j 1.27295e-05+0.0269687j 0.00159286+0.0108966j -0.00549504+0.0171418j 0.000940301-0.012655j 0.00179988+0.0273766j 0.0110014+0.00374975j -0.00583409-0.00891469j -0.0108826+0.0152183j -0.00297735+0.00596687j 0.00599356-0.00116451j 0.00219239+0.00276422j 3.25526e-05+3.41538e-05j 0.000116802+0.00372077j 
-0.00413477+0.00452136j -0.0031616-0.000499322j 0.000954565+0.00430244j -0.00544191+0.00129951j 0.0053338-0.000582785j -0.0127271+0.0083808j -0.002814-0.00464171j -0.00309052-0.00119741j 0.00183134-0.0042776j 0.00872275-0.00785521j -0.0164886-0.0119685j 0.0149266-0.0155637j -0.00442045-0.0219443j 0.00605649+0.0179259j 0.0106967+0.0195904j 0.00669991-0.0380084j 0.0150734+0.0106764j 0.00688821+0.0174268j 0.0285365-0.00276908j 0.0338874-0.00954137j 0.0292581+0.0365166j -0.00298988+0.00644375j 0.0415436+0.00358061j 0.00481493-0.000748727j -0.0046116+0.0030689j -0.00332189-0.00155796j -0.00571398-0.0010903j -0.00321601-0.00220998j 0.00207085+0.000294462j 0.00554904+0.00139204j 0.000366739-0.00305655j -0.00108509+0.000713428j -0.00428837-0.00162892j 0.00258235-0.00156748j 0.0026576+0.00248988j -0.0056714-0.00990889j -0.00135883-0.000162514j 0.00444181+0.00148548j -0.00177385+0.000661367j -0.0174807-0.00692801j -0.00124871+0.012143j -0.00573511+0.0118103j -0.0132289-0.0068558j 0.00108589-0.00507169j 0.0029963+0.00268018j 0.00521815-0.00248829j -0.0178104-0.00953049j -0.0104797-0.00787533j -0.00546556-0.0049027j -0.00293553-0.00563761j 0.00210294-0.016744j -0.0129577+0.0088995j -0.0113683+0.0323325j 0.0220002+0.00617696j -0.00999301-0.013941j -0.0035928-0.0166474j -0.00808395-0.010829j -0.00123985-0.0106817j 0.000966211-0.00649261j -0.000575883+0.0160105j 0.00798178+0.0058763j -0.00437527-0.00645367j 0.0141622-0.00959222j 0.0028383-0.00456788j -0.00768808+0.00684148j -0.0008388-0.000793205j 0.00238412+0.000570515j -0.00283941+0.00344794j 0.00215902-0.00086888j 
-0.00300818+0.00280612j -0.00308959+0.000301097j -0.00809167-0.00490969j -0.000959434+0.0026369j 0.00187303-0.00795723j -0.0149368-0.00128644j -0.00015476+0.00562993j -0.00504216-0.00349627j -0.00461912+0.00620384j 0.0092942+0.016235j 0.0106229+0.0238562j 0.0320212-0.00555645j 0.0126154+0.00724777j -0.00675878-0.0137904j -0.00874302-0.0109803j 0.026847+0.00809349j -0.017277-0.022998j -0.01773+0.00371584j -0.00155177-0.00343722j 0.0172532+0.0247285j 0.00431019-0.0268479j 0.00765858-0.0190096j 0.0210505+0.00379991j 0.00934009+0.000357751j 0.000878785-0.00257596j -0.00348636+0.00350505j -0.00371027-5.93964e-05j -0.00414951-0.00232612j 0.00113418+0.000256462j 0.00467714+0.00159369j 0.00234165-0.00187404j 0.00738638+0.00281798j 0.00738231+0.00440705j -0.00412807-0.00658619j 0.0085121+0.00594032j -0.000898438-0.00221949j 0.00378194-0.00228113j -0.00749857-0.00303349j 0.00836982+0.00344257j 0.00748961+0.00475968j 0.00714699+0.00880126j 0.0116949+0.0102286j 0.0142617+0.00481563j 0.00298527-0.00774292j -0.00609799+0.00833507j 0.0137353-0.00271111j 0.0273053+0.00292895j 0.0142788+0.0113616j -0.0127951+0.000983377j 0.0126754+0.00952862j 0.0120957-0.000588584j 0.000857237+0.0206831j 0.00232024+0.0224318j 0.00085991-0.0175111j 0.0162156+0.00155736j 0.00585533-0.000519332j -0.000414774+0.0105083j 0.00218911+0.00419674j 0.00052517+0.000490355j -1.83797e-05-0.00899011j -0.0144655-0.0208067j 0.000368244-0.00642652j 0.00952923-0.00949493j -0.000361704+0.0030951j -0.00101587+0.011811j -0.00356031-0.00552322j 0.00184476-0.00775524j -0.00141607+0.000413436j 0.0021576-0.000706525j 
0.00448727-0.00178362j -0.00435577+0.00360058j -0.00225314+0.00205748j 0.00419988-0.00265975j -0.00135952+0.00154578j -0.00305153-0.00107819j 0.0027693+0.00333626j -0.00362841+0.00541988j -0.00709537+0.00658708j 0.0104423-0.0026455j -0.02419+0.0211336j -0.00545985+0.0018627j -0.0119154+0.0217399j 0.0185228-0.00524175j 0.0255527-0.00833843j -0.0385185+0.0184518j 0.0301912-0.00657062j 0.0214671-0.00623828j -0.0177957-0.00431211j 0.0131091-0.0224314j 0.0427647-0.022914j 0.0382352-0.0116492j -0.0051347+0.000907855j -0.00678835-0.00227481j 0.00865205-0.000536955j 0.007902-0.000559051j -0.00529764+0.000409335j 0.000231811+0.000418099j -0.00169715-0.00145005j -0.000964783+0.0042471j 0.00571657+0.00201511j 0.000843649-0.00141638j 0.00294512+0.00617564j 0.00164947-0.00413666j 0.0018489-0.00149002j 0.00331078+0.000180458j 0.00072747+0.00386698j 0.00133366+0.00690786j -0.000212899+0.00704416j -0.000123155-0.0167515j -0.0033732+0.000629935j -0.00125874-0.00731841j 0.00971353-0.0206398j 0.00020698+0.00982919j -0.00136705+0.0148263j -0.00349485+0.00597284j 0.00509445-0.0216262j 0.00479484-0.00436181j 0.00131377-0.00628556j 0.00289504+0.00028912j -0.00179669+0.0139667j -0.00482422+0.00292091j -0.006975+0.00350665j -0.0145615+0.0213695j 0.000910313-0.0162621j 0.00686654-0.00558984j 0.0155297-0.0151878j 0.00638001-0.00496617j 0.00253093+0.00060909j -0.00788897+0.00518591j -0.00633026+0.00160026j 0.0109341-0.0106956j -0.0044799+0.00565251j -0.00359016+0.00574282j -0.000592589+0.00193739j 0.00403673-0.00470839j 0.000179966-0.00191179j 0.00291513-0.00117909j 0.000954585-0.00204529j 
0.00330825-0.00128804j 0.00169321+0.00441063j -0.00893381+0.00521778j 0.00330126-0.000791533j -0.00776673+0.000127043j -0.00638156+0.00286804j 0.00705222+0.00222214j -0.0183364-0.00662363j 0.0304473+0.0325596j 0.0210364-0.00259375j 0.0224735-0.00251078j 0.01591+0.00220086j -0.00642782-0.0170141j 0.0110814+0.0240469j -0.0238801-0.00948186j 0.000162983+0.00111825j -0.000482895+0.0246405j 0.0110828+0.0156065j -0.000230395+0.0315498j 0.0287262-0.00866021j -0.0228895-0.00381109j 0.00192632+0.000383635j -0.00117943+0.0052295j -0.00082154+0.00477909j -0.00264294+0.000862135j 0.0116551+0.000996577j -0.00404009+0.000975633j 0.00115572+0.00239878j -5.46982e-05-0.000163142j -0.00561242-0.0020498j 0.000613235+0.000798548j 0.00261847+0.000701572j 0.00135057+0.0119771j -0.00197696-0.00868736j 0.00893383+0.00602639j -0.00224914+0.00367433j 0.0129528+0.012673j -0.0111707-0.00458684j -0.00885068+0.00934126j -0.00344133+0.00297121j -0.00946002+0.000356458j 0.00892819+0.010722j -0.00889678+0.000181027j -0.0131361-0.0092102j 0.00709657+0.00668861j 0.000475572+0.0117724j -0.00302002+0.0152408j -0.00795399+0.0139168j 0.00960657-0.0162446j -0.010344+0.0098671j -0.0121993+0.00761351j -0.0210168-0.00819485j -0.00310005+0.00753047j 0.00580281+0.0111401j -0.00583417+0.0174782j -0.0177836-0.0083277j 0.0039784+0.00069251j -0.00314282+0.00398513j -0.00656577-0.0151107j -0.00163777-0.00330811j 0.0102015-0.00999988j 0.00617391-0.000327033j -0.00431934-6.27757e-05j 0.000573571+0.00334984j -0.00377455+0.00232172j 0.00708022-0.00531953j 0.000866105-0.000702434j 0.00153035-0.00406983j -0.000585705-0.00108519j 
-0.00146144-0.00319792j 0.000766355+0.00304922j -0.00381105+0.00227637j 0.000117339-0.00328443j -0.00931975-0.00120477j -0.0160021-0.00289815j -0.00385432-0.00837278j 0.00869392-0.00103387j -0.0240414-0.005795j 0.0333843-0.00795197j -0.00468645-0.00743991j -0.0241676-0.0253995j 0.0209524-0.00490595j -0.0387099-0.0105702j 0.0224515+0.0177971j 0.00202679-0.00896964j -0.022961-0.00970062j 0.0074565+0.0179359j -0.0305089-0.0136795j 0.018509-0.0124064j -0.00549494+0.00684304j -0.00675405-0.00598967j -0.00365174+0.00084286j -0.00508623+0.000309186j 0.000473976+0.00205546j 0.00773913-0.00199138j -0.00291372+0.00105347j -0.000222406-6.11926e-06j -0.00106067+0.000364511j -0.000995486+0.000739004j -0.00506124-0.00449615j 0.00227395+0.00382053j -0.00107301+0.00639845j -0.0046815-0.00670377j 0.000933528-0.00672914j -0.0100872-0.000140065j -0.00415144+0.00214515j 0.0109835+0.00394679j 0.00966455+0.0153274j -0.00284323+0.00607903j 0.00224383+0.00215396j -0.0124991-0.00573491j 0.00531678+0.00854239j 0.00759876+0.0250683j -0.0156299-0.0136513j 0.00410589+0.0209382j 0.00197218+0.0224222j -0.0086946+0.00418517j 0.00482953-0.0142968j -0.00536139+0.0131347j 0.00175734+0.0168706j -0.00409318+0.023425j -0.0103932+0.000628272j 0.00899085-0.00621091j -0.00669302-0.000114432j 0.00433633+0.0211814j -0.00451293-0.0164266j 0.000712474+0.0123505j 0.00188939+0.0109788j 0.00172056+0.00991381j 0.0120361-0.00492687j 0.00328128-0.000107242j -0.0042643+0.00134138j 0.00247437+0.00573436j -0.00160702+0.00143382j 0.00636087-0.00162792j -7.35014e-08-0.00101763j 0.00103883-0.000549151j -0.000127094+0.00370762j 
0.00454101+0.00310644j -0.00746108-0.00242377j -0.0011656+0.00996869j 0.0031779-0.000769647j 0.00859774+0.00982712j 0.0295367+0.00516679j 0.013626+0.000900082j 0.00496684+0.025536j -0.0252691-0.00218196j -0.00529964-0.0253819j 0.0168186-0.00771364j 0.00262323+0.00395351j 0.0279809+0.0209456j 0.00543889+0.0131533j 0.00354301-0.00372755j 0.023911+0.0103595j 0.00209329+0.0171513j -0.0148338-0.0169062j -0.00956792-0.00615878j 0.00801634-0.018474j -0.0168907-0.00624546j -0.00211866+0.00296702j 0.0021887-0.00374052j -0.0048092-0.00600779j -0.00150395+0.00456284j 0.0072711+0.000877879j -0.00435665-0.00202934j 0.00289863+0.00156033j 5.91769e-06-0.00138278j 0.00506334+0.00561258j 0.0125754+0.00649965j -0.00336215-0.00505383j -0.000413428-0.000662755j 0.0147104+0.00676735j -0.0110206+0.00053735j 0.0164799+0.00872723j -0.00113349-0.00393372j 0.00972151+0.00138753j -0.00452222+0.00845516j 0.00110741+0.00109538j 0.0046244+0.00732762j -0.00124529+0.00863299j 0.00481678+0.0155878j 0.000887544+0.0198466j 0.00305143+0.00677803j -0.0260571-0.0224161j -0.0175416+0.00360841j -0.00275613+0.0164181j 0.00707614-0.00709265j -0.00116772+0.00269483j -0.00882308+0.00981658j -3.64902e-05+0.0167846j 0.00318302+0.013445j -0.0121616-0.012644j -0.00761442+0.00942034j -0.00661265+0.00142693j 0.00948371+0.0119111j -0.0100675-0.0126008j 0.00172492+0.0148819j -0.00178092+0.00290335j 0.00641522-0.00451034j 0.00357623-0.000176503j 0.00361657+0.011925j -0.00438838-0.0143722j -0.00469986-0.00103877j 0.00303348-0.00476049j -0.00119078+0.00142203j 0.001045+0.0021981j -0.000643831-0.00616212j 
-0.00245486+0.0043212j -0.00132729-0.000376059j 0.000944175-0.00120889j -0.00265322+0.00355235j 0.00232732-0.00104654j -0.00911599+0.00748705j -0.00126926+0.00755645j 0.000784373-0.0159151j -0.0270961+0.0354958j -0.0264278-0.00555184j 8.19429e-05+0.0202269j -0.0159901+0.0319146j 0.0181719-0.0193828j -0.0346069+0.0332471j 0.0152784-0.0321034j -0.00400861-0.00355756j -0.0191276+0.0137367j -0.00237355-0.00313235j -0.026198+0.0242138j -0.0104987+0.00858741j 0.00972153-0.00902391j -0.00292324+0.00448803j -0.00128758+0.00239765j 0.00123885+0.0033812j 0.00224043-0.00355911j -0.0047675+0.00136516j -0.00073547+0.000746202j -0.002074-0.00114247j 0.00264707+0.000841893j 0.00197687-0.000672209j 0.00178742-0.000954837j -0.00052219-0.000802282j 0.000357568-0.00140208j 9.75631e-05-0.000429125j 0.00978659-0.00148962j 0.00131018-0.00513774j 0.00416053-0.0108389j -0.00330362+0.0104234j -0.00856184-0.00281705j 0.00141326+0.00570492j 0.000498312+0.0165259j 0.0112734-0.0223735j -0.00245938+0.00224118j -0.0232753+0.00949254j 0.0132188-0.0197646j -0.00707361-0.00550241j -0.00461707-0.00137459j 0.011407-0.0124678j -0.00350857+0.0120656j -0.000303266+0.000479002j -0.00686489+0.00423852j -0.0192199+0.00808414j 0.00671997-0.00822492j 0.00878719-0.000590869j 0.0111322-0.00407733j -0.0174935+0.0104254j 0.00944862-0.000467513j -0.0033155-0.00341573j -0.0156133+0.00468495j -0.00587981-0.00150475j -0.00701631+0.00437733j -0.00157689+0.00104315j 0.00142292-0.000496728j -0.000788519+0.000967506j -3.51474e-05+0.000565253j -0.0037801+0.000911466j 0.00196898-0.000112905j -0.00223186+0.000229414j 0.00156285-0.00165373j 
0.00496284-0.00386891j -0.000675758+0.00753791j 0.0065176-0.00513862j 0.00769286+0.00104187j -0.0108163-0.00792796j 0.013144-0.0194782j -0.013076-0.00476751j 0.0478828-0.00660276j -0.0200378+0.0257844j -0.000785282+0.0136746j -0.0240331-0.00943859j -0.0066674-0.0025524j -0.00952349-0.0221037j 0.0325006+0.00543057j 0.00264694-0.0107086j 0.00320714-0.00854745j 0.00723368-0.00299485j -0.0197628+0.0134504j -0.0162035+0.00564633j -0.00683907+0.00660113j -0.0045262+0.00212723j 0.00434159+0.000133087j -0.0117192+0.00179979j -0.0105978+0.00358298j 0.00281983-0.00204714j 0.000966741-0.00357593j 0.000349498+0.00215926j -0.00170982-0.000211986j -0.00226492-0.00177479j -0.00754321+0.000310726j 0.000307114-0.000793048j -0.0034978-0.00410383j 0.00526948+0.00347454j -0.00920078+0.00549064j -0.00594025-0.0117835j -0.00600133+0.0121757j -0.00410599-0.00767355j -0.00412917-0.00688428j 0.00633336+0.00978924j -0.00653107-0.0110441j -0.0090284-0.00605532j 0.000190523+0.0129698j -0.00827205+0.0240754j -0.0135897+0.00626071j 0.00356574+0.0206248j 0.018836-0.0150418j 0.000855142-0.0217618j -0.00579851+0.00587601j 0.002508-0.0254364j 0.00208457-0.00416827j -0.00335292-0.000867677j -0.00952906+0.00538098j -0.00378936+0.0082819j 0.0094345-0.0103662j -0.00181586-0.00371842j -0.00418508+0.00569072j -0.00781831-0.000221999j 0.0116132-0.00241825j -0.0117215-0.000136457j -0.00116793+0.00211968j 0.000954727+0.000375986j 0.000747296-0.00199187j -0.0121483+0.00502884j 0.00526358+0.00371348j 0.00438411-0.00607225j 0.000941301+0.00458552j 8.43632e-06+0.000624748j 0.00283994-0.00290546j 0.00141149+0.000547819j 
0.00565051-0.00403021j -0.00578113+0.00569403j -0.000709545-0.00153033j 0.00371242-0.00255944j 0.00871223-0.00599523j -0.00610746-0.0289427j 0.037444-0.00579712j -0.0188905-0.00718612j 0.00354712+0.015813j -0.0422643+0.0158172j 0.0265919-0.000891598j 0.0132592-0.00245003j 0.0407172+0.00456703j -0.0208749-0.0281008j -0.0139233+0.00260814j -0.00155345-0.0150787j 0.0189854+0.000270772j -0.0128186+0.0153569j 0.00293189+0.0012585j -0.00299839-3.96046e-05j -0.00858462+0.00619776j 0.00546055-0.000839652j -0.00635909+0.00148407j -0.00504484+0.00158875j -0.000590028-0.000487116j 0.00597339-0.00203639j -0.00233049+0.000161651j -0.00134318-0.000622136j -0.00357572-0.00231045j -0.00164017+0.00522426j 0.00470159+0.000655j 0.00184152+0.000290842j 0.00372455+0.00583865j 0.00113165-0.00162924j 0.0111644+0.0146686j 0.00553906+0.0118133j 0.00751829+0.00368187j 0.000444265+0.00712261j -0.0117776-0.0213326j 0.0104334+0.0165399j 0.00368647+0.0149125j -0.0115681-0.0183677j -0.0158585-0.00677611j -0.00446733-0.0010989j -0.0207268-0.000277491j 0.0187434-0.0268383j 0.0111662-0.00379723j -0.0128306+0.000466536j 0.00364212+0.0266771j 0.00259406+0.00436371j -0.00255593+0.000853322j -0.00632907-0.00185094j -0.00795758-0.00633259j 0.00533201+0.00174837j -0.0062524+0.00620901j 0.00328662-0.00413728j -0.0104626+0.00682587j 0.00939471-0.00729399j -0.00255458-0.00363189j -0.000147128-0.00475978j 0.00361067-0.00194055j 0.000364067-1.4958e-05j -0.00915227+0.00160626j 0.00388485+0.000339587j 0.00349669+0.00052734j 0.00293136-0.00203076j -0.00152833-0.00195704j 0.00370189-0.000259188j 0.00110438-0.000283064j 
0.00779609+0.00256065j -0.00318373+0.000487315j -0.0174551+0.00584288j 0.0214551+0.00353447j -0.0150195-0.00822106j -0.0259187-0.00700107j -0.0153312+0.0192286j 0.0254371+0.0155394j -0.00295133-0.00108462j -0.0232817-0.0183977j -0.0265373-0.00482948j -0.0161042-0.0156589j -0.0185935+0.00401758j -0.0230113-0.0185359j -0.00830016-0.00149984j 0.0046175+0.00715055j -0.00769614-0.00393631j 0.00982194-0.00262648j 0.000304773-4.73035e-05j 0.0199708+0.00291965j -0.00754814-0.0102502j 0.00925349+0.000941715j 0.00796254+0.00253701j 0.00271527-0.000913893j 0.00585584+0.00719785j 0.00277484+0.00293485j -0.00353525-0.00415539j 0.00219126+0.00154813j 0.000409933-0.00159597j -0.0023173+0.000715209j 0.0106415+0.00829137j 0.00638484-0.0103651j 0.0188787+0.0180732j -0.00941055-0.0133648j 0.00364802+0.000154131j -0.00925418-0.0122326j -0.00587709-0.0046645j -0.00978821-0.0210875j -0.0145834-0.0198387j 0.00443195+0.00329448j 0.00196675+0.0113733j -0.00921112+0.00719772j 0.0140874+0.0077787j -0.00488548+0.0032701j -0.00649917+0.00640632j -0.00750738+0.00410609j 0.0030444-0.00108272j -0.00863365-0.017763j 0.0133029+0.0057305j -0.00691922-0.0111492j -0.000203445-0.0163515j -0.00142211-0.0020551j -0.00280427-0.0107885j -0.00629246-0.00605019j -0.00228706-0.000759461j -0.000710561+0.00239344j 0.00381345-0.00227621j -0.00742723+0.00116624j 0.00224203-0.00363196j 0.00127772-0.00553797j -0.000685388-0.013447j 0.00025629-0.0128692j 0.00448566+0.00263218j -0.00173045+0.00618158j -0.0034284+0.00085007j 0.000862896-0.00198072j -0.000672438-0.00538251j 0.00108334-0.000527865j -0.000483529-0.00623843j 
-0.00176341+0.00557063j -0.0140618-0.000235967j 0.00230945+0.00106234j 0.0124079+0.00490643j 0.0435952-0.0144743j 0.00852368-0.0255315j -0.0440254-0.0220471j 0.00511017+0.0311363j 0.019023+0.00932558j 0.0160174+0.000559257j -0.0168793-0.0261131j 0.0201289-0.00163282j 0.00549688-0.0170254j -0.00307937-0.005318j -0.00707882-0.00493649j -0.00213809+0.00149371j 0.00645071-0.00780749j 0.000888626+0.00409694j -0.00139564-0.000458042j -0.00910739+0.00592899j 0.00057712-0.00434j 0.00223273+0.00428321j -0.00107231+0.00335812j -0.0063932-0.00222499j 0.000359604+0.00389774j -0.00103909-0.000687793j -0.00157744-0.000441207j -6.42513e-05-0.00204043j 0.00193971+0.000348206j 0.0119183+0.00937171j 0.0114328-0.000983075j -0.00560796-0.008308j 0.0168703-0.00163075j 0.0162917+0.0178256j -0.00858016-0.00440263j -0.0170453-0.0124661j -0.00531258+0.00882072j -0.00985447+0.0215004j -0.00588457-0.00966969j -0.00646962+0.0102276j -0.00421954-0.0237635j 0.00644333-0.0102641j 0.00546749-0.0253599j -0.00388035-0.00631603j -0.00303799-0.00464831j 0.0108394+0.00695331j -0.00209733-0.00295286j -0.0101183+0.00550074j -0.00375765-0.00640719j -0.00379522-0.0181224j -0.0104943-0.00920588j -0.00307234-0.00121114j -0.00505014-0.0116299j -0.00476826-0.00581799j 0.000366129-0.000409891j 0.0019499+0.000411699j -0.00331853-0.000548251j 0.00282418-0.00492915j -0.00341532+0.000289266j -0.00133392+0.000158891j -0.00659665+0.00015115j -0.00669227-0.00832629j -0.000972552+0.00304977j 0.00392298-0.005878j 0.00141389+0.000724194j -0.00123928-0.000101919j -0.00189198-0.00388705j -0.000316053+0.00420254j 0.00218063-0.00249481j 
-0.00220412+0.0020166j -0.00252501-0.00635939j 0.00149297-0.00218303j -0.00144854-0.00502779j 0.0156199+0.0156114j 0.0160143-0.0160508j -0.011517+0.0296654j 0.00540197-0.0429858j 0.0035172+0.0132214j 0.0078746-0.0376656j -0.0132105+0.0332155j -0.00293654+0.0175465j -0.0127165+0.0388795j 0.0174004-0.0386051j 0.00265012-0.0139393j 0.00295487-0.00593425j -0.00644874+0.00784889j -0.000615817+0.00057444j -0.00584349+0.00751228j -0.00480644-0.00247811j 0.00312554-0.00181829j 0.000213934+0.00375173j -0.00190995-0.00122575j -0.00124199+0.000248526j 0.000934805-0.000517044j -0.00433447+0.00175415j 0.00253005-0.00196654j 0.00155196-0.000499483j -0.000443157+0.000595063j 0.00718567+0.00323498j 0.00247397+0.00165903j 0.00223543-0.000832651j 0.00122593-0.00875047j 0.00451982+0.00741679j 0.00911372-0.00894593j 0.0013265-0.0049753j 0.00399316+0.000216078j 0.0152713+0.00426094j -0.0224134+0.0147358j 0.017467-0.00345074j 0.0139148-0.0125243j -0.0258421+0.00740831j -0.0228354+0.00288213j -0.00434738-0.00431272j -0.015464+0.00304657j -0.0106575+0.00508159j 0.00789867-0.00785148j -0.00412259+0.00304295j 0.0348557-0.0014109j 0.00615442-0.00493855j -0.00124718+0.00560533j -0.00516976+0.0025998j -0.0129094-0.00196196j 0.00654259+0.000814418j 0.00693698+0.000462852j -0.00618688+0.000181941j 0.00635987+0.00205295j -0.00473582-0.00554979j -0.00335051+0.00142804j -0.00698519-0.00100877j -0.00317505+0.00199526j -0.000825998+0.00150492j 5.46349e-05-5.64216e-05j -0.00331385-0.00339003j 0.00401235+0.00193903j -0.00436087-0.00201462j -0.000777186-0.00174241j -0.00115188+0.00331114j -0.000799066-0.000329945j 
0.00180119-0.0051527j -0.0100894+0.00170172j -0.0059004+0.0139748j 0.0245796-0.026j 0.00393893+0.01812j -0.00865025+0.0173732j -0.00984218+0.00351019j 0.0168146-0.0125962j 0.0132276+0.0119719j 0.0062162+0.0366152j -0.0175973+0.0124675j -0.00422565+0.0156507j -0.0113164+0.0152803j -0.0115299+0.0277066j -0.00737089+0.00918728j 0.00634866-0.00260997j -0.0054395+0.00883824j 0.00315614-0.00488296j 0.000172211-0.00361994j 0.00626404-0.0211357j -0.00845162+0.00426256j 0.00493905-0.00544312j 0.00370148-0.00745734j -0.00113209-0.00610357j 0.0116135-0.00466352j 0.00284752-0.00502683j -0.00626486+0.00137984j -0.00149838-0.000547681j -0.00539167-0.00182318j 0.00740124+0.0095532j 0.00444183-0.000258162j 0.00544356-0.0059846j 0.00204033+0.0088245j 0.0185474+0.00328795j -0.00205791-0.00532302j 0.00929524-0.0125071j 0.00374912+0.0156682j 0.0203611-0.00988867j 0.0242191-0.00952343j -0.00577468+0.00464488j -0.0210117-0.00514259j -0.00438255+0.00224218j -0.00639514-0.00260924j -0.00390942-0.00760466j -0.00723331-0.00218713j 0.00494268+0.0032241j 0.00215174+0.00279626j 0.0158745-0.00375192j -0.00803588+0.00246756j 0.00746089-0.0124741j 0.0111353-0.000607309j 0.00229196-0.0019721j 0.00588476-0.00271237j 0.00495814-0.00444098j 0.000268959+0.00479219j -0.00199799-0.000319877j 0.00170624+0.00140922j -4.06272e-05-0.00511566j 0.0027734+0.00191219j 0.00286089+0.00290976j 0.0128007-0.00180715j 0.00756949-0.0051191j -0.00408284+0.0028362j -0.00797103-0.00442387j 0.000475152+0.00227873j 0.00536309-0.00362164j -5.32795e-06-0.00271381j 0.00388222+0.00267286j -0.000141282+0.00211758j 
