-0.016694+0.0345289j -0.0339862-0.0878547j -0.0172731-0.066473j 0.0110255-0.0289949j -0.00055948-0.0171903j 0.00147932-0.0621643j -0.000888143+0.0205832j 0.00559471-0.0336339j -0.00448678-0.0223009j 0.0165202+0.0079251j 0.00480637-0.0194758j 0.011053+0.0407226j -0.0394622+0.0486203j 0.10458-0.172876j -0.108606+0.0657477j 0.00630847-0.0504372j -0.0156437+0.00508862j -0.0197433-0.0251879j 0.0260181-0.0290491j 0.0131615+0.0205986j -0.0121175-0.0167564j -0.0259559+0.0250613j -0.0238254+0.0167897j -0.00984025-0.00454054j -0.0123405+0.00985563j -0.0131032+0.0467089j -0.00184848+0.00958523j -0.00117076+0.0113718j 0.0286257-0.0125657j -0.00794333+0.0203142j -0.000968571-0.0103875j 0.00376418-0.0140015j -0.00999187+0.0304629j 0.0156579-0.0285369j -0.025755+0.0512817j 0.185862-0.116249j -0.0969219+0.146486j 0.017751-0.0351883j 0.0128702-0.0457889j 0.0123973-0.027365j 0.00189497-0.0188296j -0.00778605+0.00607174j -0.00962186+0.023306j -0.0119224+0.0188318j -0.00258088+0.00765503j -0.0183572+0.0285635j 0.00343636+0.00347888j -0.00768411+0.000340989j -0.00346217+0.00278654j 0.000748461-0.00207891j -0.0121682+0.0126684j -0.00280578+0.00591628j -0.00562447+0.00275027j 0.00834311-0.00105325j 0.0135857-0.0153462j -0.00838468+0.0064313j 0.00300692-0.000259038j 0.000671001-0.00151995j 0.00902418-0.00410176j -0.00133917+0.00239277j 0.00414997+0.00115102j 0.00735198-0.00718424j 0.00614294-0.00512961j 0.00228043-0.000569594j -0.00394648+0.00111783j 0.00288582-0.00521088j 0.00251687-0.00334531j 0.00201003+0.00169613j 0.00354288+0.00182061j -0.00170246+0.00210592j -0.0121291+0.00655999j -0.00171789-0.00240298j 0.00659107-0.00804685j 0.00431025+0.00086338j -0.00653353+0.000934553j -0.00571486+0.00942065j -0.000727146-0.00238817j 0.00271792-0.0103061j -0.00249105+0.000523557j 0.0082051-0.00229389j 0.00277785+0.00302522j 0.012089-0.0115439j 0.0171003+0.000577631j 0.00297493-0.0050521j -0.0240803+0.00477516j 0.011731+0.0284941j -0.00499196-0.000699998j 0.00996401-0.0237257j 0.000985662-0.0146767j 0.00523327+0.0115195j -0.0101442+0.0081711j -0.0126625+0.0234417j 0.0280795-0.031367j 0.0626994-0.111949j 0.0921338-0.0485474j 
-0.0362746+0.0130837j -0.0359801-0.0424596j 0.245083+0.102991j -0.157368+0.00159714j 0.288919-0.160675j 0.0244589+0.140466j 0.0466666+0.0645786j -0.169818+0.19059j 0.013842+0.0317994j -0.0897964+0.180683j 0.0404727+0.0292243j 0.129228-0.0621853j -0.169374-0.136365j -0.0904953+0.0968875j -0.108125-0.0221766j 0.0476227-0.00518396j 0.0147703+0.00043078j -0.0554038+0.0246647j 0.0208372+0.0119991j -0.00677966+0.0273142j -0.0158043+0.0207072j 0.00044551-0.0137414j -0.0181594-0.00510208j -0.00397238+0.0161193j -0.0123583+0.00152345j -0.0136365-0.00472867j 0.0034457-0.0294662j -0.0118908-0.00156628j 0.0243781+0.003846j -0.0118809+0.00596562j 0.00456129-0.0133648j 0.00148946-0.010034j 0.0129115-0.000839489j -0.00253776-0.00385214j -0.00114503-0.00638272j -0.00180485+0.0231987j 0.00737016-0.0122403j -0.0115014+0.00707973j 0.00967086-0.0193572j -0.00462742+0.00346118j -0.00580925-0.000483357j 0.00134283-0.00878877j 0.00152993-0.0155535j -0.00957159+0.0014153j -0.00170083-0.000985187j -0.0114171-0.000554624j -0.00560162-0.00481123j 0.0146401-0.00461656j 0.00287567-0.00896587j 0.00834638-0.00374329j 0.00248171+0.00513399j 0.0116701-0.0128029j -0.0107249-0.0088121j -0.000792875+0.0189208j -0.00355574+0.00832004j -0.011715-0.00131032j -0.00461905+0.000304572j -0.0041864-0.00236397j 0.00554336+0.00521429j -0.00872118+0.0109113j 0.00446784+0.00692649j -6.80372e-05-0.00302342j 0.00940572+0.0146266j -0.0120574-0.00668618j -0.0138095+0.00376975j 0.00576923+0.00216349j -0.00158356-0.00117044j -0.0118022-0.00595272j -0.0010074+0.000297279j -0.0118645+0.00819523j 0.0101164-0.00191611j 0.0111382-0.00336285j -0.00630688+0.0034454j 0.00866876+0.00347987j 0.00198448-0.00464243j -0.0068688-2.4917e-05j 0.000220611-0.000930467j 0.000528985-0.00177282j -0.00187152+0.00909547j -0.00136246+0.00852278j 0.00111317-0.00231891j 0.00653433+0.0039157j 0.00463916+0.00335334j -0.00166141-0.00282766j -0.00241934+0.00833301j 0.00741898+0.0115195j -0.00189173-0.0050708j 0.00312129-0.00400051j 0.00522131+0.00174384j -0.00645535+0.00373806j -0.000918127+0.00413498j 0.00177997-0.00439115j -0.00610157-0.00466236j -0.00146076+0.00784283j -0.000592886+0.0212355j 
0.0883346+0.0964512j -0.069373+0.0506032j 0.0127226+0.0938338j -0.149734-0.196378j -0.0171841+0.0262238j 0.00716423+0.0317691j 0.131357+0.1898j 0.202676-0.0262744j -0.0852711+0.148325j -0.015951-0.185842j 0.0552455-0.0825842j -0.104866+0.204185j -0.0521577-0.0558116j 0.0345048+0.0678864j -0.00433524+0.0087656j 0.0355097+0.0460073j 0.030462-0.0101275j 0.00836994-0.00388742j 0.0188626+0.0323249j -0.00420874-0.029287j -0.00899378+0.00661177j 0.0329078+0.034521j -0.00198082+0.0104781j -0.00793186+0.0216222j -0.0103655-0.000808969j 0.0327866+0.0228226j 0.0241677-0.0144541j 0.00100816-0.00134586j -0.0156665+0.0115352j -0.00660568+0.0102619j -0.00128992-0.00793833j 0.0155442+0.0106328j -0.00758815-0.00828554j 0.00978793+0.0144732j 0.00631173+0.00561718j 0.00886187-0.00558949j 0.00693402+0.00300807j 0.00387931+0.00395986j 0.000819955+0.006462j -0.00710437+0.0101464j 0.0123379+0.0049755j 0.00415856+0.00447483j -0.000362095-0.00530313j -0.00424573-0.0144695j -0.00858048-0.00619675j -0.00487518-0.0033448j -0.00853454+0.00864401j 0.00865887+0.00572779j -0.0209331+0.0021425j 0.0171833-0.00840476j 0.00427966-0.00411331j -0.000394743+0.000844745j 0.00460999-0.010533j 0.00864563-0.0155445j 0.000261+0.00871678j 0.0025372-0.0024441j -0.00837309-0.0152219j 0.000754924+0.00583525j -0.0177774+0.0110173j 0.0118264+0.00559533j 0.00223242+0.000112001j 0.00737535-0.00755554j 0.00526431+0.0183824j 0.0177863-0.00384642j 0.00766845+0.00347632j -0.0147665+0.00831979j -0.0091198+0.0080656j 0.0167672-0.00479435j -0.000282901-0.00655872j -0.0043044+0.00436149j -0.00827082-0.0117202j -0.011512-0.00249058j 0.00470789+0.00329768j -0.00184804+0.00551547j 0.00657727+0.00223394j -0.0049354+0.00337157j 0.0101238+0.00542612j -0.00313959-0.00648278j -0.00358016-0.00582556j 0.000887553+0.00255081j -0.00586514-0.00670196j -0.00404665-0.0065008j 0.00314008+0.00564415j -0.000669655+0.00122415j 0.000217116+0.00456272j 0.00350581-0.0063811j 0.00115102+0.009573j -0.00268558+0.0037346j 0.00119826+0.00107402j -0.00720959+0.000519252j 0.00205781-0.00230732j 0.00210547-0.00221721j 0.00123877+0.00389419j -0.0032543+0.00619072j 0.00583921+0.00256972j 
-0.0247459-0.0957702j 0.100258-0.0135214j -0.151861+0.207136j -0.19669-0.117795j 0.090498-0.148074j -0.110213-0.233293j 0.0762937-0.173642j -0.0880816-0.0386157j -0.010165-0.190503j -0.0344835-0.155112j 0.169564+0.145905j 0.0844359+0.198755j 0.0808689-0.0495169j -0.0251195-0.000271576j 0.0393639-0.0224597j 0.00702847-0.0400113j -0.0186833+0.00647889j 0.0227652-0.0155773j 0.0112053+0.0130318j -0.0269427+0.0121747j 0.0133916+0.0168413j -0.0234968-0.00645494j -0.00631151-0.0265504j -0.0222737-0.0137093j 0.0226976-0.00380209j 0.00258528+0.00357981j -0.0159494+0.0295504j -0.0160483+6.41285e-05j 0.00935776+0.00866242j -0.0106545+0.00704652j -0.0139313+0.0226584j -0.0020696+0.0154358j 0.00934458+0.00385827j 0.00806501-0.0057968j -0.00434012-0.000713869j 0.00959261+0.000970613j 0.00489742+0.00538859j -0.00687048-0.0122204j 0.00994771-0.0122143j 0.00298868-0.00811727j -0.00476551-0.00573451j -0.00702601-0.00820254j 0.00848949-0.00480019j -0.011094-0.0077736j 0.00933136-0.0177201j -0.000107827+0.0118823j -0.00921031-0.00276394j 0.000460818+0.00288641j 0.00588405+0.00387546j 0.00191424-0.0197018j 0.0308627+0.00812656j -0.0109708-0.0235659j -0.00265918+0.0154964j 0.0207273-5.55517e-05j -0.0058915+0.00663855j -0.00963219+0.0136594j -0.00261695-0.0105334j -0.00405968+0.0145925j 0.0147996+0.00642453j -0.0012015+0.000557586j 0.00366557+0.000360309j -0.003112+0.0242472j 0.0117257-0.00604956j -0.00459379-0.00799986j 0.00750395-0.00348618j 0.000259626-0.0143555j 0.00620693-0.0108165j -0.00125133+0.00891436j -0.0127205+0.00119456j -0.00427747-0.00804822j 0.00417362-0.00153933j 0.00931525-0.00886961j -0.000616836-0.000521995j 0.0133883+0.00164584j -0.00390496+0.00198656j -0.000549242+0.00838908j -0.000454544+0.0022725j 0.00634545+0.00162883j 0.0088673-0.00151389j 0.00075738+0.00294656j -0.0021517+0.00140354j 0.00362-0.000350656j -0.00606064+0.00929809j -0.00292426+8.761e-05j 0.00421122-0.00195825j 0.000275106+0.00745414j -0.00535705-0.00109014j -0.00484618-0.000254541j 0.00652373+0.00206071j 0.00265625-0.000890113j 0.00483025+0.00243391j -0.00379477-0.00384215j 0.00150998-0.0119445j -0.00191028-0.011614j 0.00070713-3.41641e-05j 
-0.0785167-0.0146748j -0.181542-0.0964736j 0.0826233+0.0254993j -0.046915+0.103104j 0.0552762-0.0734877j 0.0259507-0.0759433j -0.106734-0.12985j 0.00957442-0.0016404j 0.0741673+0.123125j -0.0410069+0.0550458j -0.140534+0.0177686j 0.046142+0.0129489j -0.0131537-0.107846j 0.038056-0.106409j -0.0252396-0.0664827j -0.0239055+0.00579257j 0.0841908+0.0182396j -0.0071982+0.0014739j -0.00936245-0.00344353j 0.0323752-0.0173403j 0.00963562+0.0158975j 0.0194107-0.0228659j 0.00980855+0.0155894j -0.0102086+0.00149302j 0.0205571-0.00937556j 0.0155678+0.0264083j 0.0136705+0.00128413j 0.00117196+0.00368444j 0.0106084-0.0179341j -0.00387437+0.00176574j -0.00261877-0.0148807j 0.00420044+0.012416j 0.000696129+0.00456297j -0.0113331+0.00928175j 0.00221338+0.000683119j -0.00765879-0.00865662j -0.00773101+0.00277954j 0.00609096-0.0161357j 0.00355315-0.00995346j -0.00713301-0.00705445j -0.00388191-0.000751521j -0.011937-0.00353325j 0.00244991-0.00360626j 0.00174043-0.00792982j -0.00441637-0.00602366j -0.0104431+0.000805187j -0.0119707-0.00531493j -0.00936376+0.019269j -0.0036452-0.00560472j 0.0132327+0.00248562j -0.00596948+0.00616511j 0.0295674-0.00260079j -0.0154511+0.00129397j -0.00887855+0.00685271j -0.00264537+0.00938339j -0.0131076+0.00654987j -0.0126814+0.000422454j 0.0034182+0.0053162j -0.00398267-0.0092868j 0.00325011-0.00842552j -0.00454676+0.00314894j 0.00923642+0.00327052j 0.0181476-0.0118588j 0.0143439+0.00295179j 0.0164732-0.00908583j -0.000783192-0.0113649j -0.000497653+0.00633705j 0.0067908-0.00458771j -0.00404985-0.000251288j 0.00556183+0.00842379j 5.98481e-05+0.00321499j -0.00439984-0.00339631j 0.00556309+0.00673211j 0.000311982+0.00503726j 0.00425628-0.00435084j 0.00441152+0.00355422j 0.011335-0.00747531j -0.00115186-0.0017809j -0.00376948-0.00088556j -0.00750431+0.00376935j 0.00243077+0.00221213j -0.00571633-0.000537814j 0.00108986+0.000840003j -0.00797211+0.00116031j 0.00156264-0.00602634j 0.0052624+0.00177959j 0.00019993-0.000121998j 0.00272237-0.00253656j -0.000543162-0.00319219j 0.000465936-0.00205905j 0.00292535-0.00207187j -0.00224851+0.00344812j -0.00312087-0.00549216j -0.000345352-0.013488j 0.00821624-0.00340948j 
-0.0252005-0.166155j 0.270448+0.00131476j 0.151673+0.110362j 0.00286814+0.177369j -0.359093+0.186765j 0.0116958-0.0545958j -0.250994-0.219238j -0.0611424-0.0322884j -0.0914288-0.074261j 0.0682865-0.0267398j 0.0213632-0.0518725j -0.00904652+0.0579346j -0.0065334+0.0149694j -0.0471297+0.0653092j -0.0324798+0.046807j 0.00350072-0.0631965j -0.0969633+0.00733161j -0.0416866+0.00561324j -0.00103364-0.0230654j 0.0250369-0.0304662j 0.0351873-0.0267752j -0.0455027-0.0291906j 0.0128451+0.0204323j -0.0116017-0.011912j -0.010479-0.0175995j -0.0145182+0.0180678j 0.0221782+0.0107133j 0.00245464-0.0112503j -0.00463306+0.0205391j -0.00369638-0.00421386j 0.0129621-0.00574527j -0.0116775-0.00346694j -0.00705141+0.00365893j 0.00467802-0.00936827j -0.00135052+0.00447271j 0.004025+0.00928106j -0.00301941-0.00256211j -0.00640383+0.0066753j 0.00304399+0.00483758j 0.0142102+0.0078563j 0.00436598-0.0112681j 0.00471731-0.0101364j 0.00752896-0.0110389j -0.000729386-0.00484333j -0.00360513+0.0122216j -0.0110739-0.0019443j 0.0048279+0.00251372j 0.0106288-0.00935909j -0.0135822-0.00469731j 0.00397588-0.00352029j -0.0027621+0.00689044j 0.00504974+0.00588427j 0.000581893-0.0129645j 0.00152994+0.00686901j 0.01073+0.0154458j 0.000817583+0.00459946j 0.00757542-0.00383164j 0.00343738+0.0100594j -0.016348+0.00229914j 0.00749788+0.00152041j 0.00677154+0.0141888j -0.00619839-0.0113686j 0.00102666-0.000754535j 0.0134313+0.00277575j 0.000764429-0.00181079j 6.07822e-05-0.0104745j -0.00292888+0.000995089j 0.00647076+0.00796782j -0.00276143+0.00625125j -0.00478185-0.0061071j 0.00155222+0.00224981j 0.000467555-0.0004716j -0.00677764+0.00227556j -0.00212973-0.000299307j 0.0051396-0.00119853j -0.000479999-0.00414027j -0.00340731+0.00580038j 0.00256065+0.00209945j -0.00318708+0.00491617j -0.00351112+0.00297054j 0.00221308-0.00469537j 0.00389976+0.00376065j 0.00121894+0.00131548j 0.00426659-0.0013997j -0.00131+0.0060641j 0.00323486+0.00541938j -0.00182125-0.0038254j 0.00380252+0.00218101j 0.00375414+0.00110159j -0.00456835+0.00605154j -0.00456964+0.00227557j -0.000124603-0.00738427j -0.000365619-0.00138895j 0.000613632+0.0107759j -0.00100304-6.6208e-06j 
-0.158319+0.123201j -0.0200019-0.0498003j -0.0579859-0.119424j 0.0165548+0.0206345j 0.0457172-0.315794j -0.0551348+0.023407j -0.149281+0.0873245j -0.0161619+0.0107303j 0.120439+0.0840998j 0.059986-0.0106226j -0.0385878+0.000397188j 0.115838+0.0574591j 0.0194452+0.135895j 0.0694608+0.0607305j 0.0640948+0.0917401j -0.0686378+0.0667651j 0.0287338+0.0229146j 0.0028955+0.0258856j -0.00347187-0.02969j -0.00466022+0.0239587j 0.0182983+0.00828224j 0.0132626-0.0132197j -0.0168933-0.00434091j -0.0166194-0.00732698j -0.00858882-0.00861655j 0.0223743-0.00780874j -0.00347552-0.00953917j 0.0131601+0.00102833j -0.0151184-0.0147275j 0.0012552-0.000629749j -0.00989893-0.0152072j 0.00694796-0.00506876j 0.00246859-0.000678978j 0.0175842-0.0249173j 0.00652095+0.00467766j 0.0109238-0.0022034j 0.00510848+0.011009j 0.0118592-0.0146689j 0.00245169+0.0295077j 0.00699429-0.00119349j -0.00048654+0.00145572j 0.00542475-0.00696132j 0.00750548+0.00211524j 0.0016717-0.00296613j 0.00432906+0.000845117j 0.00139601+0.0067979j 0.00349618-0.0150207j -0.0184565-0.0145005j 0.00547122+0.00630851j 0.00181788-0.00182284j -8.32698e-05+0.00716878j 0.0087918-0.0110518j 0.00322622+0.00078897j 0.000201858+0.00799009j 0.0031296-0.00157732j -0.00483033-0.000298039j -3.82125e-05+0.0238603j 0.00377992+0.00226082j -0.0062541-0.0178142j -0.0147147+0.00478278j -0.00058292+0.0142346j 0.00497259-0.0145184j -0.011014-0.0131199j -0.00123475+0.0131801j -0.00892117-0.0111863j -0.00560656-0.013024j 0.00097335-0.00239349j 0.000318582-0.00172572j 0.00398695-0.00870788j 0.00139282-0.00486973j -0.000590446+0.00291514j -0.00100767-0.00505169j -0.00672137+0.00913745j 0.00335855+0.0137672j -0.00249465-0.00141792j 0.00106123+0.00232503j -0.00941412-0.00261132j -0.00770095+0.000571227j -0.00250188-0.00547882j 0.00418664+0.00321111j -0.0037565-0.00523477j 0.00362919-0.00232405j 3.83612e-05+0.00623857j 0.00568425+0.00858395j -0.000815523-0.00181042j -0.000696524-0.00519173j -0.00316899+0.00367052j -0.000398425+0.00268174j 0.000377547-0.00164908j -0.00109297-0.00221802j -0.00136362+0.00178162j -0.000171509-0.00407023j -0.000708575-0.00168804j -0.00518022+0.0021604j 0.00337164-0.0155476j 
0.131767+0.0682529j 0.00642142+0.187342j 0.00111487-0.133658j 0.207177-0.0332668j 0.161283+0.130983j -0.00389687-0.207686j 0.0248853-0.210419j 0.156265+0.0463034j -0.0940472+0.00404783j 0.165203+0.0175118j 0.00615606-0.103626j 0.229089+0.0307138j -0.024235-0.0615339j -0.0473615+0.0450104j 0.0220331+0.0281884j 0.0915868+0.0216248j -0.0057792-0.0931009j 0.00795888+0.0499746j -0.0276273+0.024166j -0.0285757-0.00958018j 0.0139175+0.0144834j 0.00681119+0.00585404j -0.0165448-0.0306017j -0.00170495-0.0149104j 0.0214207+0.0061816j -0.00593546+0.00595536j 0.00205106+0.00682515j -0.00147277+0.0154029j -0.017777-0.0265484j -0.0153446-0.00236698j 0.0113807-0.0045558j 0.0105778+0.0151639j -0.000211197-0.000627121j 0.0135306-0.00796633j 0.00153388-0.0104778j 0.00378794+0.0235238j -0.0119445+0.00384239j -0.0181839-0.0202267j 0.0189931-0.0175782j 0.017315+0.00127242j 0.00128633-0.00140049j 0.00344024-0.00369811j -0.000106233-0.00358303j 0.00313251+0.00827129j 0.00202093-0.00205199j -0.00277993-0.00591938j 0.00335146+0.00544889j -0.00823349-0.00953048j -0.00716145-0.0112854j -0.00156214+0.00991164j -0.0122328-0.00964917j -0.00998436+0.0200235j 0.00225446-0.000528476j -0.00238976-0.00738232j -0.00381104+0.00539119j 0.00909129+0.0103123j 0.00328633-0.0161774j 0.00162221+0.0140405j 0.0233664+0.00626269j 0.00823874+0.00712832j -0.00441659-0.00126656j 1.75676e-05+0.0204383j 0.0021667-0.00551104j -0.00882822+0.00444249j 0.00602562-0.00380697j 0.0160112-0.00874462j -0.00173899-0.0121935j -0.00415853-0.00231564j -0.00261275-0.00667151j 0.0093244-0.00554292j 0.0139618+0.00447972j 0.0108234-0.000593489j -0.0115847+0.000960617j -0.000323584+0.0018631j 0.00165066+0.00452067j -0.00596951+0.00148002j -0.00460839-0.00154372j 0.00162605-0.0020039j -0.000929338-0.00456128j -0.00932743-0.00112916j -0.00245369-0.000586417j 0.00251856+0.00375924j -0.00761472+0.000461668j -0.00705926+0.00222322j 0.00586594+0.0024869j 0.00308775-0.00285788j -0.00596767-0.000346875j -0.00109802+0.000776113j 0.00732676-0.00119991j -0.00538951-0.00280041j 0.00144984+5.38143e-05j -0.00410414+0.00148084j -0.00343586-0.0037083j 0.00730584-0.00810979j 0.00437461+0.0124715j 
0.0271109-0.050925j 0.0781287+0.0987612j 0.107916-0.00898759j -0.144433+0.0799019j -0.0675093+0.224551j 0.0464947-0.00417416j 0.115257+0.0557743j -0.126954+0.026228j -0.0222692-0.066002j -0.0493633-0.00748864j 0.00587834+0.0475318j 0.1204+0.0183017j -0.0218201-0.011479j 0.0148428+0.0304761j 0.0519561-0.0125272j 0.00131167-0.0278199j -0.0519375-0.0415336j -0.0219737-0.0328703j 0.0554068-0.0316429j -0.0125427-0.0155444j -0.00769497-0.020466j -0.009755+0.00677875j 0.0245123-0.0176579j 0.0240381+0.0116813j 0.00670782+0.00864879j 0.00279661-0.00959069j 0.00246676-0.0117156j 0.0113875-0.0115068j 0.00901175-0.0328872j -0.00809267-0.00318937j -0.00521075+0.0164141j 0.0157281-0.0043638j -0.000402941+0.0115022j 0.0129783+0.0149038j 0.00231163-0.00236912j 0.00540106-0.0109149j -0.00663926-0.00904667j -0.0075946+0.00728076j -0.0135003-0.00490789j -0.00381949-0.00146445j -0.0108877+0.0144362j 0.00966788+0.00355823j 0.00114456+0.0146955j 0.0058793-0.00459311j 0.00792715-0.00358725j 0.00757071-0.00746444j -0.0186264-0.0127452j -0.0191646+0.00273613j -0.00178949-0.005226j 0.00418584+0.00856418j -0.0036091+0.00499482j -0.0122787+0.000610829j 0.00687053+0.00167242j 0.00303142+0.00763319j -0.0175517+0.00478346j -0.0101031+0.0121772j 0.0205156-0.0105986j -0.0125061-0.000116951j -0.0125604+0.00558749j 0.00517656+0.00498433j 0.000750466-0.00216986j -0.000614279+0.00455178j 0.0109782-0.000660082j 0.00762129-0.00307796j -0.00162735-0.0055006j 0.0042681+0.00823747j -0.00185486+0.00386423j -0.00447203-0.010527j 0.00578358-0.0033932j -0.00459763+0.00461019j 0.0112496-0.00585797j 0.00170038+0.00769793j 0.00695228-0.00766315j -0.00454299-0.000154611j -0.00195169-0.0024564j -0.00748188+0.00102576j 0.00148182-0.0085676j 0.0036624-4.4532e-05j 0.00150034-0.00394657j 0.00736842+0.000613027j -0.00599096+0.00227508j -0.00190954+0.00444195j -0.00376791+0.000511988j -0.00375771+0.00597637j 0.00374315-0.00238319j 0.000282139-0.00795246j -0.000267269+0.000738656j -0.00294937-0.00197881j 0.000384278+0.00051628j -0.00188515-0.00245004j -0.00250357-0.00333803j -0.000850065+0.00164281j 0.00161806+0.0041268j 0.00323095+0.00375384j -0.00231314+0.000987153j 
0.137686+0.0206021j -0.0631618-0.0279192j 0.0283313-0.123427j -0.17004-0.0626167j 0.00111697+0.155911j 0.047704-0.034583j 0.0263646+0.0131781j 0.0959121+0.0225156j -0.0391779+0.0429107j 0.00492929+0.0129078j 0.0330709+0.0632082j 0.0247863-0.0423539j 0.0667848+0.0419519j -0.0522068-0.0778398j 0.0262739-0.0630458j 0.0812879-0.0159688j 0.0366743-0.00982067j -0.00629382+0.038228j -0.00316114-0.0317636j 0.0149667+0.00824802j 0.01119-0.0271711j 0.00525089+0.0154681j 0.000768783-0.00937203j 0.000801346-0.00780567j 0.0127459-0.00360211j 0.00765849+0.00684656j 0.0112476-0.0155477j 0.00133214+0.00605593j -0.00152641+0.0129572j -0.000908595+0.00145331j 0.000233766-0.00566803j 0.0092153-0.0012027j 0.00511323-0.0023592j -0.00613904-0.00637426j -0.0178202-0.00359159j 0.016031-0.0198052j -0.0128095+0.0130986j -0.00778975-0.00747135j 0.00734102-0.0278803j -0.0230515-0.000484272j 0.0105218+0.0214912j 0.00260052-0.00167151j 0.00118927+0.0147092j 0.00345158+0.00198014j 0.0105125-0.0101336j 0.00243084+0.00779871j 0.00495589-0.0137869j -0.0118009+0.00560511j -0.00783149-0.0021398j 0.00278403+0.00648462j -0.00301873-0.00233958j -0.00714422-0.00595772j -0.00189742+0.0137558j 0.00140135+0.0063752j -0.00626033-0.014398j -0.000881767-0.000569337j -0.000297716+0.00679765j -0.00484396-0.011401j 0.00920671-0.00459974j 0.0149685-0.0077162j -0.00330599-0.00607318j -0.00249478+0.00314321j 0.0108778-0.00205065j 0.000753254+0.000463922j 0.0081349-0.00617679j 0.00927177+0.00488225j 0.00465936+0.000893689j 0.0039697-0.00433666j 0.00817127-0.00374893j -0.00985555-0.0039549j -0.00271363-0.00704915j 0.00438574+0.00130817j 0.000982835+0.00161877j -0.00529791-0.00382802j -0.00700736+0.00170321j -0.00230681+0.00102887j 0.00297911+0.0068714j 0.00357266-0.00219621j 0.00307649+0.00250165j 0.00165228+0.0035387j -0.00314936+0.0019287j 0.0019402-0.00211537j 0.000491375-0.00173713j 0.00696045-0.000282735j 0.000984567+0.000145501j -0.0114116-0.00768942j 0.00456266+0.00437352j -0.0017645-0.00806093j -0.0016854-0.00490461j 0.00323774+0.00509718j 0.00273524-0.00451097j -0.00168046+0.00696211j 0.00341186-0.0013752j 0.00383203-0.0246394j 0.0137384-0.00112604j 
-0.133287-0.0241877j -0.155054-0.0265902j 0.00363576-0.181221j -0.198526+0.0951985j 0.1433+0.0510072j 0.0249664-0.087775j 0.0714503+0.0225125j -0.0911791-0.0881164j -0.002976-9.73618e-05j -0.0551102+0.109502j -0.0584148-0.0386869j 0.0132548+0.0430226j 0.0461561+0.00500583j 0.0104628+0.0139802j 0.090782+0.0596577j -0.0508436-0.000989274j 0.0630255-0.0147504j 0.0198417+0.0336567j 0.00750819+0.00210251j 0.0321355-0.00242404j -0.0313995-0.00892327j 0.0150117-0.00189992j 0.00759983-0.00364265j 0.00377793+0.0058503j 0.0118288-0.00286429j -0.00974-0.00142552j -0.00419476+0.00416611j -0.0107564+0.00237322j 0.0278472-0.0129837j -0.00253613-0.000248318j -0.0025657+0.00707615j 0.00394609-0.000809195j -0.0108011+0.0039048j -0.00501316+0.0155589j 0.00258558+0.00798185j 0.0261879-0.0112992j 0.00499196-0.00187299j -0.00920757-0.0215472j -0.00660468-0.00341101j -0.0203993-0.0197342j -0.0102737+0.0114961j -0.0189863+0.0163321j -0.00921764-0.011073j -0.000728249+0.00643463j -0.00141166+0.00703695j -0.00187527+0.00867806j 0.00055341-0.000270997j 0.0165577-0.00124404j -0.00420874+0.0153135j 0.0111588-0.0110943j -0.00490489+0.0109351j 0.00440513-0.00199188j -0.00203291-0.0061073j -0.00142226+0.00512718j -0.0142191+0.000505811j -0.00327856-0.00236824j 0.00143362-0.00529122j -0.00952929-0.00555205j 0.00458698-0.000802107j -0.00609821-0.00541754j -0.0145501-0.00462744j 0.0118558+0.00958352j -0.000560412-0.00184548j 0.00193623-0.00603116j 0.0104216+0.00077635j 0.00173898+0.00294948j 0.00220881+0.000648556j 0.00574016+0.00138907j 0.00252874-0.000364977j 0.00473487-0.00137814j 0.0021162-0.00225319j -0.00298278+0.00457676j 0.00255461-0.00845755j -0.000179853-0.00186645j -0.00039826+0.000273373j 0.00115478+0.00323038j 0.00412215-0.00545545j -0.0015388+0.0022388j -4.03256e-06-0.00284532j 0.00221057+0.000385418j -0.00290047+0.00535271j -0.00483694+0.00556373j -0.001563+2.82396e-05j -0.000618479+0.00448631j 0.000144621-0.00506586j -0.0015912+0.000656335j -0.000136393-0.00644304j -0.00314312-0.00189799j -0.000623941-0.0056275j 0.000672923-0.00619563j 0.000164182+0.000375467j -0.000180684+0.000867695j -0.000406581-0.0072749j -0.0138766-0.00239082j 0.00544409-0.0209536j 
