-0.016694+0.0345289j -0.0339862-0.0878547j -0.0172731-0.066473j 0.0110255-0.0289949j -0.00055948-0.0171903j 0.00147932-0.0621643j -0.000888143+0.0205832j 0.00559471-0.0336339j -0.00448678-0.0223009j 0.0165202+0.0079251j 0.00480637-0.0194758j 0.011053+0.0407226j -0.0394622+0.0486203j 0.10458-0.172876j -0.108606+0.0657477j 0.00630847-0.0504372j -0.0156437+0.00508862j -0.0197433-0.0251879j 0.0260181-0.0290491j 0.0131615+0.0205986j -0.0121175-0.0167564j -0.0259559+0.0250613j -0.0238254+0.0167897j -0.00984025-0.00454054j -0.0123405+0.00985563j -0.0131032+0.0467089j -0.00184848+0.00958523j -0.00117076+0.0113718j 0.0286257-0.0125657j -0.00794333+0.0203142j -0.000968571-0.0103875j 0.00376418-0.0140015j -0.00999187+0.0304629j 0.0156579-0.0285369j -0.025755+0.0512817j 0.185862-0.116249j -0.0969219+0.146486j 0.017751-0.0351883j 0.0128702-0.0457889j 0.0123973-0.027365j 0.00189497-0.0188296j -0.00778605+0.00607174j -0.00962186+0.023306j -0.0119224+0.0188318j -0.00258088+0.00765503j -0.0183572+0.0285635j 0.00343636+0.00347888j -0.00768411+0.000340989j -0.00346217+0.00278654j 0.000748461-0.00207891j -0.0121682+0.0126684j -0.00280578+0.00591628j -0.00562447+0.00275027j 0.00834311-0.00105325j 0.0135857-0.0153462j -0.00838468+0.0064313j 0.00300692-0.000259038j 0.000671001-0.00151995j 0.00902418-0.00410176j -0.00133917+0.00239277j 0.00414997+0.00115102j 0.00735198-0.00718424j 0.00614294-0.00512961j 0.00228043-0.000569594j -0.00394648+0.00111783j 0.00288582-0.00521088j 0.00251687-0.00334531j 0.00201003+0.00169613j 0.00354288+0.00182061j -0.00170246+0.00210592j -0.0121291+0.00655999j -0.00171789-0.00240298j 0.00659107-0.00804685j 0.00431025+0.00086338j -0.00653353+0.000934553j -0.00571486+0.00942065j -0.000727146-0.00238817j 0.00271792-0.0103061j -0.00249105+0.000523557j 0.0082051-0.00229389j 0.00277785+0.00302522j 0.012089-0.0115439j 0.0171003+0.000577631j 0.00297493-0.0050521j -0.0240803+0.00477516j 0.011731+0.0284941j -0.00499196-0.000699998j 0.00996401-0.0237257j 0.000985662-0.0146767j 0.00523327+0.0115195j -0.0101442+0.0081711j -0.0126625+0.0234417j 0.0280795-0.031367j 0.0626994-0.111949j 0.0921338-0.0485474j 
0.017952+0.0139742j 0.0228496+0.025679j -0.00742103+0.0118047j 0.0116982+0.0420024j 0.00905251+0.00497822j 0.00119563+0.00418871j 0.0166951+0.0195949j -0.00775837+0.00366745j 0.0107766+0.0072079j -0.00721727-0.00112768j -0.0111622+0.00378005j -0.00339309+0.00217526j 0.018846-0.00112098j 0.0114622+0.00729676j 0.0208072+0.00986833j -0.089934-0.0113885j 0.0717985+0.0437535j 0.0666615+0.0949133j -0.0100493+0.0703996j -0.0511042+0.0407248j -0.133456+0.21363j -0.162904-0.122993j 0.0525512+0.0235965j -0.0301714-0.036737j -0.048179-0.0476863j -0.00714442-0.024954j -0.052027-0.0312193j 0.0337982+0.00198138j -0.00330295+0.121622j 0.0373896-0.0343442j 0.0169009+0.0390466j 0.0305206+0.00435937j 0.0191384-0.0341364j 0.0093105+0.00580769j 0.0348255-0.058995j 0.0130246+0.0958725j 0.0634531-0.0615053j 0.108135+0.00222426j 0.0176889+0.0337477j 0.02235+0.016743j 0.00934289+0.00261706j 0.00301033+0.0212261j -0.052182-0.0173466j -0.000964904+0.0155236j -0.00255031-0.0198558j -0.00644844-0.047231j 0.00197288+0.0241538j -0.00410792-0.0107626j 0.0084696+0.00617699j 0.00987355+0.00286802j 0.0109774+0.0202135j 0.00407261+0.00694564j 0.027296+0.0099663j 0.00188673-0.0100178j -0.00358467+0.00697556j -0.017838+0.00225182j -0.02472+0.00638241j -0.0191953-0.0103242j 0.0110469+0.00377972j 0.0136952+0.00209694j 0.00180932-0.000933262j -0.00535593-0.000732661j -0.00942182-0.00100578j 0.0084692+0.00664752j -0.00335161+0.00376261j -0.00151821-0.0035238j 0.00277456-0.000531956j 0.00437927-0.00765609j 0.00311811+0.0058776j -0.00345741-1.53158e-05j -0.0100418-0.00831603j -0.000829885-0.0048884j 0.0154596+0.00548867j 0.00159923+0.00328697j 0.00512268-0.000513037j -0.0186753-0.0040455j -0.016879+0.000986493j -0.00198528+0.0093278j 0.00247493-0.00589648j -0.0113316-0.0114068j -0.00442237-0.0103368j -0.00609651+0.0149493j -0.00763294-0.00983734j 0.00990222+0.0142427j 0.0012503+0.00131187j -0.00854201+0.00444628j -0.008106-0.00884592j 0.0122069+0.000963661j 0.00919176-0.00336393j 0.00116113-0.00264359j -0.0062234-0.00428737j 0.0021519-0.00247854j -0.00278505+0.00604055j -0.0189587+0.026958j 0.0121918+0.0290255j 
-0.00707813+0.00334259j 0.0241252+0.0357003j -0.00283977-0.00265313j -0.0155154-0.0104775j -0.0163524+0.0100504j 0.0213925+0.00711274j -0.00727926+0.01226j 0.00785886+0.00465526j 0.001641-0.0109902j -0.0070669-0.0182833j -0.0043495+0.000172717j 0.0142291-0.0129324j 0.00403545+0.0079982j -0.00128691-0.00824465j 0.00893018+0.00349967j 0.00647157-0.000557837j 0.0919543+0.0437114j -0.024783+0.0202056j 0.0194502-0.0709819j -0.143827-0.079997j -0.0785184-0.165995j 0.159579-0.253635j -0.0528114-0.0170966j -0.120425+0.0475396j 0.008215-0.0851744j 0.00657613+0.00170484j 0.0301808-0.00851775j 0.00564378+0.00610275j 0.0794626-0.0493532j -0.0107972-0.0524856j 0.0163949-0.00869945j -0.0238544-0.0445166j -0.0683547-0.0427658j 0.106264+0.10062j 0.028381+0.030992j 0.0199297+0.0093261j -0.0384124-0.0519226j 0.0011307+0.0025985j 0.0883691-0.0140419j 0.0088677+0.0281852j 0.016453-0.00408229j -0.00975991+0.000538408j 0.00892435-0.0167223j -0.0118077-0.0211182j 0.0180055+0.0197389j 0.0361186-0.0177171j -0.0139468+0.000961305j 0.0138638-0.00697321j 0.02317+0.00554841j 0.00372596+0.0178525j -0.0261254+0.0190136j 0.00356137-0.0166283j -0.00467203+0.00104461j 0.0228868-0.0109173j 0.0242596-0.000525641j -0.0226526-0.0132803j 0.00767316-0.00997038j 0.0223777-0.00567394j 0.000817965-0.0054206j 0.00464517+0.00849886j -0.00332383-0.00779914j 0.0113928-0.00312524j -0.00573889-0.00998046j -0.00511932-0.00306327j 0.00547491+0.00198657j 0.00324393-0.00296533j -0.00290901+0.0016112j -0.0035237-0.0026395j -0.00888767+0.000270714j 0.00158619-0.00339j 0.00224751-0.00452492j 0.00382464-0.00792248j -0.00772836+0.00534135j -0.00175117+0.000623259j -0.0131436-0.00842053j -0.00191997-0.00411422j 0.00520563-2.66961e-06j -0.00516126-0.00856176j -0.00697687-0.00823247j 0.00752654-0.0104348j 0.0106369-0.004402j -0.00307659+0.00834722j 0.00126408-0.00123036j -0.00801128+0.00112447j 0.00176709+0.00195j 0.0017897-0.0115863j -0.000190443-0.00291567j -0.00214722-0.00295261j 0.00359909+0.0163099j 0.00119988-0.00114649j -0.00078536-0.00337505j -0.00358972-0.0172923j 0.020469+0.00258j 0.0105874+0.0151365j 0.00600941-0.0128471j 
-0.0505766+0.00541552j 0.0385664+0.0106041j -0.0332347-0.000231922j 0.00130657+0.0185291j 0.0118432-0.0274604j -0.0360143-0.00254907j -0.0113331-0.00988767j 0.00351707-0.0113418j -0.00314209+0.00326873j 0.0175387-0.00169189j -0.00545463-0.00313461j -0.0031865+0.00263744j -0.0109571-0.00712331j 0.00813748-0.00166094j 0.00187928-0.00684157j 0.0715143+7.98973e-05j 0.0220555-0.0219854j -0.045751-0.00513238j 0.0540299+0.0840143j 0.11719-0.0650297j 0.174261-0.0922213j 0.155036+0.283874j 0.0350572-0.00707707j 0.0297184-0.0802893j 0.00793846+0.0176108j -0.0261335-0.0162271j -0.108036+0.0181813j -0.0557382+0.0328632j 0.175687+0.0255455j -0.00151341-0.0499322j -0.0121091+0.0204938j -0.0812675-0.0352316j -0.0291125+0.0169407j -0.00193388-0.00153271j 0.0406863+0.0257137j 0.00637358-0.0212358j -0.0141798-0.0294355j -0.0335583+0.0541233j -0.0267615-0.00891772j -0.00325533-0.0302922j -0.0549189-0.0361034j 0.0361423+0.0264979j 0.00893015+0.0368426j 0.00525342-0.040353j -0.016398-0.00346693j -0.00131417+0.0225063j -0.0160144+0.0108723j -0.000168854+0.0035987j -0.0250514+0.00451031j -0.00863987-0.00817969j -0.00947651-0.0433842j -0.0215369-0.00728942j -0.0343799-0.0156872j -0.0165321+0.034364j -0.00196397+0.000464495j 6.55249e-05-0.0119886j -0.000410853-0.00896057j -0.00250155+0.0126172j -0.0105656+0.00395265j -0.00843171-0.0108826j -0.00171466+0.00409381j -0.000553827+0.01119j -0.00152966-0.00590462j -0.00424651+0.00361255j 0.000352804-3.79181e-05j 0.000183635+0.00459303j -0.00603669-0.00567222j 0.0022152+0.0031825j -0.00737676-0.00140138j -0.0013047+0.0136922j 0.00231096-0.000156408j 0.00588947+0.0063401j 0.000777256+0.000506276j -0.00430392-0.00350908j -0.00514803-0.0087153j 0.000603175+0.00463295j -0.00119778+0.0156921j -0.0151287+0.00868386j 0.00207372-0.000576649j 0.00216978-0.00553805j 0.00198581-0.0116279j 0.000591081+0.00853391j -0.00351783+0.0107746j 0.00502561+0.00416337j -0.00574975+0.00167463j -2.10485e-05-0.00122996j -0.011894+0.000287888j 0.00458398-0.00878342j 0.0129789-0.00475316j -0.00396937+0.000238651j 0.000705332-0.0038064j -0.0194416-0.00518133j -0.00632436-0.0200719j -0.0120746-0.00662376j 0.0004613+0.000112325j 
0.0377177+0.0304284j 0.0181073-0.0394005j -0.0430948+0.00726883j -0.0112684+0.0250459j -0.00706826-0.010104j -0.019565+0.00681117j -0.00135866+0.00881594j -0.00195793+0.000100947j 0.00720838+0.00103829j 0.00113035-0.014434j -0.0046677-0.00324905j 0.00520655+0.013446j 0.00681809+0.0117054j -0.0182707-0.0100977j -0.0048042+0.00977984j 0.0118542+0.0163385j 0.0157246-0.0469568j -0.105071+0.0611057j 0.00476327+0.0412014j -0.00142461-0.157655j -0.0517177-0.173684j 0.182361-0.106155j -0.00549187-0.0523124j 0.0721294+0.000148588j 0.0196967-0.00161866j -0.0190655+0.0365433j 0.0382465+0.10946j -0.0687859+0.0384559j -0.174193-0.0063267j 0.015379+0.00761558j 0.0714085-0.0247112j 0.0116903-0.0365525j 0.0676661-0.00962618j 0.0560504+0.0424138j -0.0243688+0.0105574j 0.00940585-0.0410862j 0.0308002-0.0181477j -0.0562123-0.0417158j 0.0159805-0.0552256j -0.00968919+0.013036j -0.0228242-0.00732813j 0.0396509+0.000945628j 0.0285719-0.0176416j -0.0376003-0.0170654j 0.00810594+0.00804467j 0.0033754+0.0267062j -0.000658873+0.0153022j -0.0066507+0.00536429j 0.0114601+0.0482251j 0.0127847+0.0339928j -0.0283115-0.00340026j -0.0106598+0.00523768j -0.00312476+0.0168627j 0.0136622+0.0189021j 0.0196122-0.00439462j -0.0193264+0.00499896j 0.00360197-0.0127989j -0.00205157-0.000311267j 0.00898305+0.00493182j -0.00581879+0.00904455j -0.00549001-0.00173436j 0.0111289-0.00698844j -0.000677185-0.00325196j 0.0091396+0.00361012j 0.00326441+0.00119431j -0.00524626-0.00556198j -0.00280395-0.00667412j -0.00341867+0.00107405j 0.00832106+0.00554903j -0.00393122+0.00628878j -0.0121239-0.006778j 0.0030046+0.00886516j 0.006589+0.0108648j 0.0102116+0.0011191j 0.00285324-0.00619478j -0.00133153+0.00310951j -0.00700805+0.00807961j -0.00595763-0.00597178j -0.00741413-0.00315039j -0.00375049-0.0123895j 0.00675621-0.0114082j 0.00616898+0.00428809j -0.0067116-0.0057244j -0.000624909+0.0170212j 0.00197425-0.00490986j -0.00611748+0.00122614j -0.00649728-0.0145487j 0.00741218-0.00436943j 0.0067869-0.000338547j 0.00389453+0.00250762j 0.00324559+0.00373817j 0.00569647-0.00871722j -0.000306115+0.0103827j 0.000406058+0.00859981j -0.00342077-0.0188249j 
-0.00642745-0.0666252j -0.0514153+0.0192316j -0.00141109+0.0396735j 0.0601584+0.0248838j 0.00706885-0.00616395j 0.00204137+0.0133556j 0.0204654+0.00149973j -0.0191735+0.00896656j -0.00486773+0.00646792j -0.0124335-0.00656309j -0.0138497+0.00118933j -0.00851772+0.00659981j 0.0146377-0.00287545j -0.00162563+0.0162866j 0.0268804+0.00353481j 0.0103685+0.0581317j 0.00502902+0.0603637j -0.00506907+0.188704j 0.297125+0.116012j 0.0650124-0.157159j -0.0427407-0.0273799j -0.0134885-0.0067134j -0.129958+0.0272826j -0.071134+0.00374329j -0.0193861-0.00202605j -0.0573553-0.0465354j -0.0604604+0.00122903j -0.0567413-0.0035145j 0.0499741+0.0479649j -0.0498549+0.0183953j 0.0128543-0.0214052j 0.000233184-0.0194621j -0.0252511+0.0174349j -0.0761657-0.0419583j -0.00841411-0.065925j 0.0723457+0.0050764j -0.00356499-0.0488395j -0.0011236-0.00136689j 0.0348787+0.0344595j 0.0063904+0.0507395j -0.0269677+0.037644j 0.0342651-0.0498435j -0.0260257-0.0704756j 0.0269994+0.000457841j -0.0155188-0.00168928j 0.000277443+0.0127396j 0.01689+0.00711539j -0.00879145-0.0032404j -0.0187065+0.0220863j -0.0117452+0.00282372j 0.00985792-0.0137586j -0.0113944+0.00385279j -0.00547292-0.00121937j -0.0103528+0.0164333j 0.000182127+0.00237977j -0.0149498+0.00860592j -0.00410844-0.005912j -0.00628498-0.00771935j -0.00426856+0.00931012j -0.00167704-0.00296577j -0.00150046+0.00439489j 0.00258381-0.00191774j -0.00579198+0.00195803j -0.000492213+0.00633114j -0.00126919-0.000215951j 0.00181466-0.00259581j 0.00229261-0.00645668j 0.000895376+0.00153702j 0.00134801+0.00105981j -0.00280989-0.000455359j 0.00287882-0.00685656j -0.000411237+0.0129143j 0.00369097+0.0040678j -0.000668557+0.00135824j 0.00585921-0.00306177j 0.00492447-0.00519375j -0.00124393-0.0107392j -0.0115528-0.00088512j 0.00129165+0.0013584j 0.00144627+0.0020959j 0.00445184-0.00101082j 0.00487388+0.00144715j 0.000801276+0.00432596j -0.00936845-0.0141344j -0.00148798-0.00116047j 0.00108011-0.000457068j 0.00915797-0.00540698j 0.0100583+0.0133502j 0.00687349-0.00902347j -0.00139103+0.000576588j -0.00630831-0.00788544j -0.0132073-0.000209123j -0.0066903-0.00684639j -0.00495975+0.0286161j 0.0196065+0.0143452j 
0.00865121-0.044168j -0.0506237-0.0363481j -0.024937-0.0116795j -0.0163545+0.0167931j -0.0113203-0.00484382j -0.0202346-0.0185625j 0.00216407+0.0091867j -0.00135514-0.0029941j -0.00244718+0.00320632j 0.00668766-0.0050921j 0.00253127-0.00266335j 0.0083794-0.0115079j 0.00658163+0.0108818j -0.0206363-0.0112136j -0.00275845+0.0030915j 0.0581923+0.0753773j -0.0764998-0.0459013j -0.0908772-0.132012j -0.154974+0.116102j 0.10228+0.109114j -0.0460636-0.0642878j -0.0235417-0.0222864j -0.0256659-0.00870311j -0.00256158+0.0298j 0.0357024+0.0430599j 0.0472114+0.0508927j 0.0910078+0.0364687j 0.0256494-0.00712508j -0.0368307-0.0459686j 0.000457828+0.0245838j 0.0228859+0.0267353j -0.0189535-0.0177495j 0.00914081+0.0194203j 0.0452481+0.0124792j 0.00125323+0.00428931j -0.0488274-0.0631609j -0.0570852-0.040825j -0.0801265-0.038541j 0.000628334+0.0292517j -0.0323673-0.0123249j -0.0131375-0.0521398j 0.00234529+0.0370219j 0.0476216-0.0069183j -0.0357316+0.0136141j 0.0139721+0.0193101j -0.0238921+0.00764221j 0.010606-0.0127423j -0.00826098+0.00623296j 0.00890956-0.00775772j 0.00618595-0.00236036j 0.00112036+0.0040788j 0.00850144-0.00483233j 0.0149692-0.00155589j 0.00335005-0.0103639j -0.0105802+0.00158206j 0.022742-0.00202734j 0.00571371+0.0109737j -0.00177553+0.00712762j 0.00278016-0.00912716j -0.00582472+0.00121169j -0.00047564-0.00368071j -0.00531704-0.000911624j 0.0103412+0.00163506j 0.0033993-0.00909354j 0.00324548+0.000501815j -0.00670326+0.00102413j -0.00233556+0.00134571j -0.00398507+0.00119011j 0.0058374-0.0059654j -0.00452408-0.00337986j -0.00483497+0.00311326j 0.000333925-0.00401642j -0.00314963-0.00500191j 0.00547988-0.00337091j 0.00404582+0.00214991j 0.00431231-0.00147257j -0.00277115-0.000725729j 0.00855396+0.00172317j 0.00117427+0.00502985j -0.000121817+0.0105068j -0.00236924+0.00695153j 0.000908718-0.0128823j 0.00274778-0.00139318j 0.00283738+0.000349593j 0.00226032-3.27992e-05j 0.00460956+0.000319946j 0.0019399-0.0030384j -0.00673419+0.00638874j -0.00701261-0.00825286j 0.00774197+0.00441134j 0.0043161-0.000962784j 0.00197576-0.00296138j 0.00264171+0.00303579j 0.015707+0.00444256j -0.0082752-0.0373799j 
0.0124885-0.011021j -0.0639589-0.0143562j 0.0240141+0.00947534j -0.00779476-0.0393281j -0.001295+0.0210591j 0.00430118-0.00221234j -0.0165383-0.00868728j 0.0129501+0.0213998j 0.00160755-0.00212295j 0.00139658+0.00676941j 0.000212832+0.00847788j 0.0163928+0.00303799j -0.0121268-0.0136107j 0.0133359+0.0117902j -0.00382693-0.022252j -0.0293002+0.00568409j -0.154999-0.0300798j 0.198226+0.0370605j 0.0251762-0.353192j -0.146332+0.0494009j 0.0458957+0.099214j 0.130985-0.0139181j 0.0281634+0.0982886j 0.0122893+0.0693227j -0.0378843-0.00672095j -0.054204+0.0420722j -0.0343531-0.0382427j -0.0309908+0.00340934j 0.05071-0.0135543j 0.0242425+0.000845493j 0.0247668+0.00768426j -0.0730344+0.0226062j -0.0367062+0.0903998j -0.0676377-0.0504493j 0.0321476-0.0176459j -0.03142-0.0296295j 0.000802274+0.0390448j -0.0509182-0.0162389j -0.0878035+0.00106993j -0.000444294-0.0225103j 0.0381946+0.0447283j -0.0358856-0.0429264j -0.0308536+0.0511833j -0.0182864-0.0634007j 0.0051416-0.0132145j 0.0429261+0.0040141j -0.00312142+0.0198247j 0.0139107-0.0117785j 0.00291227+0.00197936j -0.000113767+0.0188576j 0.011914-0.00292401j 0.0159114+0.0190627j 0.00496704+0.00895501j -0.00852987+0.0100935j 0.00155276-0.00398052j -0.000961578+0.0169451j 0.00318592+0.0130248j 0.00612903+0.00842033j -0.00280565+0.00207635j 0.0118012+0.000476188j -0.00445947-0.0067788j -0.00655721-0.00186301j -0.00628471+0.00900151j -0.00444492-0.00217487j 0.00333517+0.00377932j -0.000237824-0.00461896j 0.00256589-0.00481581j -0.00381416-0.00383163j -0.000416096+0.00227947j -0.000133416+0.00152772j 0.0022362+0.00213645j -0.0038243+0.0109176j -0.00282372-0.00312243j -0.00268884+0.00045469j 0.00486823-0.00222298j -0.00176657+0.0111609j -0.00221194+0.00634093j -0.00187604+0.000351773j 0.00728009+0.00489476j -9.74397e-05-0.00257901j 0.000612069-0.00909113j -0.00572881+0.0004272j -0.000195977-0.00299013j 0.00604822+0.00977572j -0.00360758+0.00342316j 0.00928847+0.00746675j 0.0106693-0.00352379j 0.00417023+0.00322142j 0.00973728-0.0211241j -0.00570714+0.000877678j 0.00180349-0.00146799j -0.0193787+0.016593j -0.0216506-0.0171654j -0.00978087-0.0253945j -0.00689843+0.00971729j 
0.0834283-0.00476936j 0.00393161-0.0618291j 0.0156366+0.000892242j 0.0157773-0.0218917j 0.0055385-0.00996269j -0.00723038+0.0172769j 0.00378214-0.00959093j -0.00625096+0.0106077j 0.00260532-0.00532526j 0.0049641-0.00698019j -0.000224999+0.00131824j -0.00492494+0.0121779j -0.00243907+0.00238282j -0.00542568+0.00604806j -0.00419388+0.0021426j -0.168687-0.00643024j 0.00161294-0.0986259j -0.0358848+0.0686453j 0.182774+0.00360063j 0.0245727-0.150815j -0.000393966+0.0657945j -0.0411842+0.0324503j 0.0439113+0.0326036j 0.0336782-0.00724826j 0.0307077-0.0211086j 0.0425855-0.0357728j -0.0132485-0.00404307j -0.000489358+0.0219757j -0.0217831-0.0248047j 0.00606597+0.0259464j 0.014292-0.0548715j 0.0235652-0.00112304j 0.0645099-0.0196336j -0.0423739+0.011612j 0.00148322+0.0136988j -0.0340617+0.00352818j 0.0292777+0.0352245j 0.0833656-0.0673692j -0.0661902-0.0324581j 0.00441659-0.00122879j 0.00255632+0.027745j 0.0192419-0.0291847j -0.0173328-0.0159554j 0.0544285+0.0290497j -0.018092-0.00666911j 0.0281485+0.0264892j -0.00359988-0.0161887j 0.00217177+0.0179342j 0.00358+0.00923749j -0.00137146-0.00433927j 0.00452196-0.00407449j 0.00136151+0.00647915j -0.00211064-0.0127079j -6.79205e-07+0.004671j -0.000748442+0.000688193j -0.00311739+0.00795546j -0.0033918+0.00254093j -0.00111591+0.00317299j 0.000664747+0.001102j 0.00336344-0.00338734j 0.00460068+0.00390144j 0.000687336+0.0033152j -0.000934521-0.000601091j 0.000470412+0.00219131j -0.00132092-0.00093587j 0.00447833+0.00319242j 0.00143838+0.000367671j 0.00675224+0.00262856j 0.000153725+0.00204946j 0.00440451+0.00509967j 0.000279464+0.00442878j 0.00179745+0.00135287j 0.00602354-0.00030504j -0.00175892+0.000742348j -0.000343695+0.000327056j -0.00186118+0.00711193j 0.0032355+0.00617418j -0.00287848-0.00618408j -0.00153368-0.00448257j -0.00188975+0.00112491j -0.00137154+0.00657248j 0.00259163+0.00196079j -0.0026817-0.00203551j -0.00111452-0.00762527j 0.00171232+0.000971752j -0.00215216+0.00332479j 0.00293782-0.000301289j 0.00307763-0.0165711j -0.016881-0.000896248j 0.0022402+0.00174214j 0.000442068+0.00372843j 0.0189892+0.00548242j -0.00761003+0.00386471j -0.00358699-0.0146429j -0.00526156+0.00356822j 
-0.0419927-0.0714788j -0.0662865+0.0131016j -0.0343495-0.00212159j 0.0156092-0.0165919j 0.00476523-0.00426436j -0.0129018+0.0051162j 0.0134061-0.000541065j -0.0119592+0.00961819j -0.00539224-0.00254378j 0.00403146-0.00952827j -0.00745237-0.000625539j 0.00503461+0.000903434j 0.0152082+0.00871151j -0.0234955+0.00630985j 0.0162923+0.0082089j 0.0935678+0.201031j -0.186327+0.0126952j -0.119114+0.0581306j 0.121071-0.0843727j 0.0934005-0.0504999j -0.000670825+0.037941j -0.115484-0.0282458j -0.0758367+0.0366278j -0.0251416+0.0432455j -0.0368952+0.015749j 0.00731811-0.0254062j 0.0256914+0.00869486j 0.0379009-0.0119499j -0.0178454-0.0731208j -0.0566119+0.0430797j 0.0616868-0.0536443j 0.00505394+0.0324382j 0.0363587+0.0317733j 0.058083-0.0257603j -0.0458644-0.0390644j 0.025372-0.00996146j -0.102191+0.0391369j -0.122996-0.0584789j -0.0102179+0.115178j -0.010394+0.00891478j -0.0504149-0.022677j 0.032871+0.0091625j -0.0275576-0.0264189j -0.000236866-0.0174434j 0.0104591-0.00222942j 0.0115331-0.0251182j -0.00488931-0.00177673j -0.000240153-0.00153325j 0.00770093+0.00605742j 0.0102871-0.00140087j 0.00767588+0.000250851j 0.00450917+0.0015642j 0.00446978+0.00133641j -0.00656934-0.000623928j -0.00926365+0.000621811j 0.00107385-4.913e-05j 0.000339703+0.00608863j 0.00155853+0.00362057j -0.00595369-0.00422453j 0.00196715-0.00427975j 0.00297092+0.00247262j -0.0051211+0.00336811j -0.00409455+0.000581704j -0.0010367-0.00338862j 0.00057417+0.00254559j -0.00167897+0.0021106j -0.00286476-0.003357j 0.00153705+0.000765286j 0.00554028-0.00158682j 0.00211876+0.00153747j -0.00259718+0.000460898j 0.00275154+0.00477067j 0.00147766-0.00300044j 0.00468256+0.00221358j 0.00575674-7.10342e-05j 0.00679691-0.000633657j 0.00486042-0.00129968j 0.00722395+0.00220324j -0.00399804-0.00742992j 0.00380474+0.00802541j 0.000880894+0.0118982j 0.00739937+0.000998995j -0.00384173-0.00583325j 0.00294766-0.0157272j 0.00441077+0.000101132j 0.00318147-0.00191056j -0.0045201-0.0108587j 0.00258724-0.00440015j -0.0159927-0.00705213j 0.00844448-0.00152604j -0.00338797+0.00104862j -0.000423005-0.000962591j 0.00111968+0.0107227j 0.0265422+0.00569838j -0.0101506-0.0213957j 
0.0712711-0.00939785j -0.0547284-0.0562183j 0.000615234+0.0334238j -0.0315709-0.00373427j 0.00079928-0.00883918j -0.000261151-0.00153635j -0.00714294-0.00361053j -0.000650392+0.00595061j -0.000327885-0.00127399j 0.00879142+0.00139216j 0.005683+0.00237741j 0.00519148+0.00879934j -0.0145605+0.000188608j -0.00955473-0.00845977j -0.0181109-0.00201359j -0.201842+0.00675632j -0.122558-0.187115j -0.0427548+0.129676j -0.107506+0.0288126j -0.0105954-0.0760724j -0.0714855-0.0434181j 0.0219646-0.00860815j 0.047304+0.0414562j 0.0256047+0.0594208j -0.0399099-0.00299181j 0.0162544-0.0307384j -0.00245307+0.0436589j 0.0430495-0.0150625j -0.0455231-0.0397176j 0.0395079-0.00197259j -0.0147776-0.00885572j -0.0571828+0.00088429j 0.0222049-0.0248244j 0.0432619+0.0266544j 0.0440543-0.00537507j -0.109301+0.0293548j -0.03028+0.00590131j 0.0147036-0.103429j -0.141137-0.0509228j -0.0268721-0.0133043j 0.00613211-0.0089066j 0.0118979+0.0126201j 0.0177024+0.000834701j 0.0276907-0.00626945j -0.0132463+0.0138494j 0.0200694+0.0134247j -0.00153117+0.00189287j 0.0110719+0.0149042j -0.00364278+0.0103582j 0.00350243+0.00908392j 0.0096138+0.0077107j 0.0032229+0.00486581j 0.00678657+0.0038563j 0.0024181-0.00363726j -0.00708088-0.00816925j -0.00154962+0.0161827j -0.0111773+0.00506327j -0.0020905+0.00277897j 0.0028848-0.00367182j 0.0101656-0.000494329j 0.00574618-0.00326566j -0.00608459-0.0073562j -0.00712466+0.0047653j 0.00215785-0.00121738j -0.000652942+0.00684956j 0.000269863-0.00637108j 0.00142999-0.00250326j 0.00178081-0.00582425j 0.00209699+0.00394412j -0.00119905-0.00464468j 0.00130639-0.0046j 0.000203378-0.00147055j -0.000797296-0.0011767j 0.00321618+0.00485261j -0.00272781-0.000614338j -0.000427723+0.0027429j -0.00447049+0.00278253j -0.0130924-0.00270758j -0.00639244-0.00222936j 0.000347634-0.00232642j 0.00934081+0.00298459j -0.000660258-0.00250255j -0.00336965-0.00136234j -0.0067191+0.0111367j -0.00109131-0.00202416j -0.00361793-0.000363764j -0.000273426-0.00268841j -0.0140007-0.0154164j -0.00565206+0.00744634j 0.00304547+0.000550038j 0.00544706-0.00173183j 0.00327628-0.00252328j -0.00830188-0.00652128j -0.0102365-0.0222476j -0.0265151-0.00357339j 
