0.00225003-0.00466602j 0.00473304+0.00906536j 0.00106779-0.00740683j -0.00289407-0.00207899j 0.00157165+0.00144029j 0.00296326+0.00432777j 0.00186097-0.00630265j -0.00288607-0.00465223j -0.0027799-0.00262791j 0.00220512+0.00351907j -0.00163346-0.00301576j 0.00162121-0.00630365j -0.00272698-0.00400701j 0.00340105+0.0042708j -0.000573564+0.00104163j -0.000433802-0.00308134j -0.00254985-0.00256893j 0.00066922-0.00240895j -0.00201607-0.00430577j -0.00120942-0.00141197j 0.00174343-0.000694234j -0.00118662-0.00537775j -0.00186969-0.00361671j -0.00204689+0.00206624j 0.000176795-0.00268191j 0.00219457-0.000416405j 0.000116579+0.00208149j 0.000646123-5.2898e-05j 0.001128+0.000774355j 0.000396188+0.00213138j 0.000893813+0.000480019j 0.00181565+0.00268109j 0.00123725+0.00127304j 0.000439689-0.00283561j -0.000533563+0.0023146j 0.00044246-0.00133696j 0.000307797-0.00109275j 0.000789773-0.00215353j 7.30409e-05+0.000909254j -0.00194268-2.01471e-05j -0.000884169-0.00334829j 0.00050405-0.000659246j -0.002358+0.00261615j -0.000536262-0.00388238j 0.00226127-0.00253602j -0.00181366-0.00299449j -0.00347959-0.00130726j -0.000346281-0.00507616j -0.00122878-0.0049158j 0.000690918-0.00360253j 0.00171353+0.00244275j -0.00219837-0.00250378j -0.00246424-0.00102001j 0.00059116+0.00791345j 0.00239707+0.000722808j 0.00420243-0.00317061j -0.00230419+0.00447921j -0.00103392-0.000351524j 0.0173324+0.0120351j -0.00419724-0.0158451j -0.0153778+0.00569404j -0.00846453-0.0239063j 0.00509206+0.00393039j -0.0246052+0.00633482j 0.0101704-0.0284381j 0.0200288+0.0246748j 0.0189238-0.00299692j 0.0404845-0.00821236j -0.0573134+0.0148486j 0.00360341+0.0474112j 
-0.000682856-0.00205147j 0.000685452+0.00176767j 0.00239993+0.00453299j 0.000735756+0.00334914j 0.000360922-0.00165903j 0.00117535+0.00521991j -0.000514809+8.28157e-05j 0.00216404+0.00534512j -0.000302125-0.00162997j 0.00338496+0.000650299j -0.0024107-0.00626058j -0.001926-0.00879746j 0.000542094+0.00379179j -4.57029e-05-0.00696312j -0.00128358-0.00418911j -0.00448099-0.00912771j 0.00079441-0.000774233j 0.00123429+0.000178104j 0.00673427+0.00119898j -0.00348712-0.00877363j 0.00782416+0.018923j 0.000814167-0.00124427j -0.0023873-0.00722545j -0.00228709+0.00960564j 0.00425973-0.00645418j 0.00399013+0.0019216j -0.00528437-0.00948984j 0.0015444-0.00263616j 0.00871123+0.00924667j -0.00120159+0.000409778j -0.00424944-0.0112617j -0.000369196+0.00791403j 0.00165857-0.00743305j 0.00303971-0.0163162j -0.0018983-0.00604202j -0.00489127-0.0212215j 0.00594801-0.000110099j -0.00190241+0.0292407j -0.00488571-0.00214579j 0.00243041-0.00355977j 0.00156548-0.0393302j -0.00116541+0.0449065j 0.00616171+0.00598911j -0.00500642-0.00491935j 0.00063275+0.0155157j -0.000140128+0.0492512j 0.000298979-0.0206676j -0.00880085+0.00977126j 0.00321758-0.0244634j 0.00212321-0.00206548j 0.00346309-0.00634867j 0.00578723+7.2275e-05j 0.00580855+0.00500189j -0.000473504+0.00455017j 0.0100378-0.00879246j -0.000127449+0.00386888j -0.0117923+0.0275144j 0.00345271+0.00431676j 0.00565148-0.00914906j -0.00317966+0.00595162j 0.00367758+0.000479419j -0.000174082+0.00658033j 0.00173813-0.00693061j -0.00463636+0.00162734j 0.00197239+0.000238524j 0.00196796-0.00633962j -0.00121052+4.69279e-05j 0.00597843-0.00649699j -0.00191473+0.000863707j -0.000135344+0.00141852j 
0.000571465+0.00317095j 0.000900569+0.00234398j 0.000842979+0.00205891j 0.000945976+0.000174819j -0.000874414-0.000562286j -0.00202002-0.00258831j 0.00104155+0.00456004j 0.00368854+0.00722488j 0.00305401+0.00486529j -0.000799654-0.00338755j 0.00225327-0.00116806j 0.00094411+0.0071397j 0.00578957+0.00955776j -0.00283754-0.00235964j 0.000857065+0.00398485j 0.00203574+0.00585402j -0.00136995-0.00933461j -0.00433878+0.00202729j 0.000284699-0.00257232j 0.0075376+0.00566457j -0.00540902-0.00883567j 0.000227449+0.00106306j -0.0023299-0.00618896j 0.0028336-7.87809e-05j -0.00181559+0.00313807j -0.000148805+0.00405618j 0.00564279+0.010883j -0.00641079-0.0218025j -0.00112742+0.0111094j -0.00151984+0.00175334j -0.00528323-0.0123895j 0.0129282+0.00719907j -0.00547243-0.0100442j -0.00487693-0.0155914j 0.00132886-0.0172486j -0.00354588-0.0157631j 0.000641894-0.0207811j 0.00255514-0.0218689j -0.00291294+0.0219312j -0.0026808+0.0109843j 0.00205754-0.0346794j 0.00258713-0.0118655j -0.00127463-0.0129352j 0.00379609-0.0101519j 0.00105579-0.00855591j -0.00547885+0.0297762j -0.00191951+0.00431431j -0.0128956+0.0280747j -0.00327182-0.0196974j 0.00758956-0.00421385j -0.00594753+0.00499464j 0.00244672-0.00606342j -0.0101198+0.00790732j 0.00873959-0.0143199j -0.00628532+0.0067099j 0.00323198-0.0145545j 0.000606989-0.00617759j -0.00256172-0.00436478j -0.00682323+0.0115193j -0.000693713+0.00763909j 0.00511233-0.00764215j 0.000185244+0.00336631j 0.00344091-0.00395442j 0.00347124-0.00791281j -0.00349207+0.00122157j -0.00241188+0.00383021j 0.000202331-0.00224314j 0.00134191-0.00240695j 0.00322098-0.00233916j -0.000796062-0.000125391j 
0.000388716+0.00157715j -0.00048347-0.00196035j -0.000591248+0.0012946j 0.000856573+0.00191482j 0.000240457-0.000230365j 0.0015264+0.00552449j -0.000285529+0.00281272j 0.000966572+0.00479945j 0.00320422+0.00654428j -0.00209657-0.00402074j 0.00149957+0.00350581j -0.00118219-0.000512014j 0.00128525+0.00136717j -0.00111064-0.00577761j 0.00538594+0.00864774j -0.00373931-0.00249503j 0.00311241+0.00290524j 0.00135561+0.0055604j -0.00247542+0.00128664j 0.00341512+0.00430077j -0.00377972-0.0141567j -0.00022286-0.000477271j -0.00208715+0.00222111j 0.00822257+0.0135285j -0.00156475-0.00260877j 0.00596889+0.013588j -0.00334098+0.00888347j 0.00436001+0.0229057j 0.0120109+0.0256095j -0.00182798+0.00694514j -0.00045763+0.0135488j 0.00458437-0.0174932j -0.00676991-0.00358782j 0.00463207+0.0116733j 0.0119156+0.00190118j 0.00494217-0.034061j 0.00600044-0.0014828j 0.00277716+0.00278296j 0.00198776+0.0117296j 0.00820853-0.0282983j 0.00146127-0.0459066j -0.000933906+0.0232005j 0.00511992-0.00766178j -0.00114436+0.0389704j 0.00438004-0.0121136j 0.00408976-0.0122994j 0.00720922-0.00881615j 0.0077631-0.0192807j 0.000200192-0.00147893j -0.00280332+0.00131221j 0.0067125-0.0135264j -0.00457834+0.0154367j -0.00575842+0.0217068j 0.00517948-0.0141899j 0.00931775-0.015152j -0.0076053-0.00404108j 0.00174918-0.00687537j -0.000208371-0.00346554j -0.00426938+0.00544835j -0.00255493+0.00871692j 0.00309211-0.00641959j -0.00157961+0.000777259j -0.00106771+0.00139871j -0.00216408+0.0048413j 0.000666954-0.00137323j -1.23089e-05-0.00169246j -0.000479432-0.00213592j 0.000783875-0.000436302j 0.00166087+7.26474e-06j 0.00157645-0.00169396j 
0.000644246+0.00199204j 0.000442044+0.00163844j -0.000871471-0.0025009j 0.000450684-0.00162018j -0.000425443+0.00220081j -0.000949388-0.00180471j 0.00157929+0.00267254j -0.000818134-0.0048123j -0.00105029-0.00321626j -0.00182458-0.00379972j 0.00116878+0.00279299j -0.00224024-0.00401404j 0.00120319-0.00077758j -0.000103097+0.00533417j -0.000974622-0.00966982j 0.0106013+0.0210653j 0.000465223+0.00699537j -0.00264538+0.00445828j 0.00546436+0.0157145j -0.00177976+0.00230717j -0.000349947+0.00995224j -0.000357926-0.00181831j 0.00860831+0.0123847j 4.49647e-05+0.00246552j -0.00542036-0.01584j -0.000487714+0.00850495j 0.00323478+0.00797256j -0.00234986-0.0029344j -0.00100262+0.00827634j 0.00433856-0.0529588j 0.00878072+0.0248823j -0.00774498-0.00945867j -0.00597419-0.0292371j 0.00205522-0.0169317j 0.00094877-0.00381495j 0.000216325+0.00860777j -0.000380951-0.0161299j 0.00587807-0.023272j -0.00400908+0.00679991j -0.00855968+0.0184128j -0.00382562-0.0579298j 0.00202919+0.0114715j -0.00140775+0.00457315j -0.00206583+0.00836228j 0.000941865+0.0117133j -0.00424947+0.0145794j 0.000881808-0.000979482j 0.00950309-0.0153651j 0.0011262-0.00254094j 0.000311293+0.0120438j 0.00273385+0.00301876j 0.00575124-0.00840879j -0.00300602-0.00605808j -0.000139864+0.00252734j -0.0111066+0.0231853j -0.00294034+0.0115746j 0.00121601-0.00873215j 0.000343963+7.59933e-05j 0.00261692-0.0037977j -0.000629543-0.00122272j -0.000383036+0.00417612j -0.00260562+0.0060942j -0.00137979+0.00465713j 0.00074231-0.00280952j -0.00272476+0.00425784j -0.000100883+0.00340726j 0.00209033-0.00151127j -0.00147258+0.000856753j 0.00076946-0.00168963j -0.00221774+0.000586404j 
-0.000824881-0.00277073j 0.000428701+0.00167381j 0.00202991+0.00249796j -0.00106996-0.000917377j 0.000502983-0.00106536j -0.000650891-0.0029191j -0.00068676-0.00375153j 0.00107652+0.00101911j -0.00161926-0.00243962j 0.00458582+0.00754211j -0.00320959-0.00972858j 0.00375129+0.00344455j -0.000802939-0.00339556j 0.00291819+0.00929879j -0.00662669+0.00400924j -0.00466096-0.00801627j -0.00603837-0.0150213j -0.00523918-0.0202415j -0.00224208-0.0137299j -0.00332253-0.00512783j 0.000403453-0.000577128j -0.000276439+0.00230689j 0.00560018+0.0150659j -0.00621316-0.00505412j 0.00398649+0.0109519j -0.00474296-0.00971669j 0.000871681+0.0362418j 0.0064923+0.0107561j 0.000962883+0.0194075j -0.00247908-0.0535482j -0.00284103-0.0273856j 0.000439989-0.0212468j -0.00247628+0.000760079j -0.00580267-0.00277593j -0.00956804+0.00295528j -0.00543543-0.034775j -0.0023342+0.0079109j 0.00723071-0.00829342j 0.00366905+0.0234209j 0.000267911+0.00818323j 0.00226072-0.00215503j -0.010689+0.0256634j 0.00237231-0.0177011j 0.000601417+0.0190614j -0.00604315+0.011878j -0.00102754-0.00134836j -0.00851187+0.016825j -0.000898909-0.00295854j -0.00124562+0.000374049j 0.0056001-0.0141759j -0.00357404+0.00788814j -0.00129407-0.00482361j 0.00079755-0.00312449j -0.00137753+0.000660873j 0.00129766+0.000955261j 0.0051374-0.00810967j -0.000892216+0.00664531j -0.00175972+0.00431485j 0.00137828-0.000721782j 0.00183121-0.00176237j -0.00237054+0.0026696j 0.00355161-0.00590512j 0.00277991-0.0068564j 0.00124956-0.00261096j 0.00115439-0.00158585j 0.000222539-0.00111127j -0.00118169+0.00290777j 0.00121531-0.00186969j -0.00188879+0.000742973j -0.000574401+0.00163722j 
-0.000332048+0.00063859j 0.00120636+0.00489653j 0.00254122+0.0031472j -4.70907e-05-0.00160594j 0.00124705+0.00469599j -0.00263742-0.00310091j 0.00449855+0.00981403j 0.00524576+0.00517594j 0.00111759+0.00100675j 0.00425597+0.00714981j 0.00304482-0.00117695j 0.00519371+0.0104238j 0.00554395-0.00343669j -0.00128142+0.00271234j 0.00339387+0.0164746j 0.0056957+0.00318167j -0.00478458-0.00402476j -0.00883992-0.00958441j 0.00113937+0.00880654j 0.00733645+0.00335912j -0.00641458-0.00813245j -0.0026087+0.00184515j -0.0115789-0.0256152j -0.000457328+0.00319677j -0.00453692-0.0254266j -0.00022483-0.0180028j -0.00226091-0.0125588j -0.00145584+0.0106204j -0.00441412-0.0238733j -0.00236306-0.0162676j 0.00240466+0.0141635j -0.00344287-0.0183912j -0.00148779-0.0230357j 0.00109987-0.0191075j 0.000734864-0.0135784j 0.00192536-0.00836659j 0.00422835-0.00842363j 0.0053063-0.00244062j 0.0139353-0.0127031j 0.00526035-0.0152983j 0.000913382+0.00842695j 0.00412436+0.00576691j -0.00497786+0.0187225j -0.00561765+0.00853637j 0.00171287+0.00584397j -0.000593941-0.0138694j -0.00145568+0.000433948j -0.00163797+0.00335931j 0.000313666-0.0115351j 0.00554448-0.00587548j -0.00597043+0.00950725j -0.00202006+0.0084086j -0.00533291-0.000916716j 0.00428799-0.016369j -0.00362442+0.00874876j -0.000434241-0.000458989j -0.00129184+0.000754518j -0.00610506+0.0131906j -0.0021027+0.00867882j 0.000745071+0.00169517j -4.94358e-05+0.000123209j 0.00102465+1.17142e-06j 0.00344927-0.00735146j 0.00134559-0.00537394j -0.00514302+0.00547827j 0.000837958+0.00112886j 0.0010047-0.000160862j 0.000468915-0.00284j 0.00171491-0.0023068j -0.00352133+0.00192029j 
0.000171159-0.000807402j 0.000314136+0.000652365j -0.00334935-0.0111142j -2.79051e-05+0.0014569j 0.00021852+0.00423884j -0.00105316-0.00236862j 0.00421914+0.0019352j -0.00606421-0.00868016j -0.00133475+0.00418447j -0.00392697+0.00431941j 0.00640448+0.0103269j 0.00402551+0.00929611j 0.0023329+0.00135264j 0.00591106+0.0156156j 0.00077911+0.000212176j 0.00933505+0.00584834j -0.00359527-0.00954194j -0.0017341-0.00343322j -0.00881478+0.00164809j 0.000486513-0.00152276j 0.00244485+0.00373805j -0.00309871-0.0109932j 0.00615761+0.0134141j -0.000742924+0.0273622j 0.0023114+0.0482359j -0.00116224-0.0153669j -0.00296559+0.0218118j -0.00391159+0.005541j -0.00266034-0.0332625j -0.0006911+0.0408362j 0.00253412+0.00599477j 0.00732294+0.00066057j -0.0035792-0.0255603j 0.00768899+0.000183597j 0.00270744+0.00270317j -0.00376213+0.0125241j -0.000384801+0.0178547j 0.00139035+0.0130266j -0.00163623+0.00792589j -0.00362648+0.00888647j 1.76789e-05-0.00239463j 0.00799861-0.00859084j 0.000672741-0.00827623j -0.00176533-0.000913738j 0.00263749-0.00217227j -0.00296295-0.00430305j -0.000643858-0.0158046j 0.00238421-0.00863472j 0.000257502+0.00104617j 0.00603273-0.0197759j -0.00326815+0.00718203j -0.00871393+0.00731994j -0.00135495+0.000994464j 0.000329726+0.00263765j -0.00292055+0.00700378j 0.00125246-0.00179778j 0.00212371-0.0119095j 2.71125e-05-0.00677737j -0.00357796+0.00562254j 0.00312453-0.0111306j -0.00146143+0.000201405j 0.00115848-0.00053956j -0.00370393+0.00851809j 2.51073e-05-0.000564206j -0.00401747+0.00829633j -0.000587381+0.00131009j 0.00460949-0.00222386j -0.00102332+0.0036115j -0.00248323+0.000560365j -0.000230205+0.000727256j 
-0.00068935-0.00365589j -0.000131191-0.000799929j -0.000576109-0.00282064j -0.000254142+0.00303569j 0.000866614-0.00292907j 0.00213646+0.00338511j -0.00173834-0.00655993j -0.00216684+0.00404731j -0.00089549-0.00103646j 0.00406874+0.00525352j -0.00795456-0.0156392j 0.00461881-0.00759212j -0.0079815-0.0158988j 0.00727496+0.0137262j -0.00231584-0.00441013j 0.00727026+0.0251521j -0.000198376-0.00452686j 2.50556e-05+0.00219455j 0.000885549-0.0109672j 0.006964+0.0304378j -0.00293821-0.00140276j 0.000405983-0.00203353j 0.00251677-0.0119838j 0.00222955+0.00747779j -0.00189852+0.0198329j 0.00212733+0.0159253j -0.00923593-0.0288594j 0.000525941+0.010621j 0.00061616-0.0293632j 0.00401619+0.0155979j 0.0031171-0.00540677j 0.00126175-0.0151064j -0.00463603+0.0143171j -0.0107684+0.00297927j -0.00357575+0.0119371j -0.00509483+0.0257575j 0.0121182-0.00334458j -0.00252913-0.0037358j 0.00200077+0.0169045j -0.000864917-0.00682799j -0.0016021-0.00294681j -0.00324021-0.00569964j -0.0144514+0.0249736j -0.00626486+0.0221879j -0.00156733-0.00401373j -0.00187156+0.00421728j -0.00125425-0.00372069j 5.53319e-05+0.000521145j 0.000128066+0.0126236j 0.00599001-0.00788597j -0.00327153+0.00393522j 0.00434771-0.016174j 7.99391e-05+0.00336456j -0.00338225+0.00994323j 0.000226024+0.00688537j 0.0029514-0.00784318j 0.00199958-0.00178032j 0.00141122-0.00377961j -0.00187107-0.0013691j -0.00158591+0.00493307j -0.00337531+0.00423447j 0.00251994-0.00724223j -0.00114457-0.000832192j -0.00195635+0.00322703j 0.00205579+4.16821e-05j 0.000359454-0.00281492j -0.000308578+0.00104571j 0.00255395-0.000372321j -0.00380926+0.00239158j 0.00174313+0.000812134j 
0.000852768+0.00309999j 0.0006328+0.00218581j 0.000147411+0.00113902j 0.00184692+0.00218055j -0.000189336-0.00298266j 0.00330413+0.014465j -0.000796577+0.00069825j 0.0022841+0.0100625j 0.00965641+0.0136748j 0.00255011+0.00933939j 0.00357948-0.00459407j 0.00693031+0.0116265j 0.00542378+0.000569668j -0.00234677-0.00521032j 0.00967459+0.0180077j -0.00155906+0.015094j 0.0143654+0.0210272j 0.000114315+0.00518575j -0.00970892-0.0370335j 0.0108794-0.00463164j 0.00718887+0.016016j 0.00298828-0.0306841j 0.00282222+0.0302127j -0.00255021-0.0237923j -0.00566732-0.017632j 0.00373043-0.0136489j 0.00275928+0.00227968j 0.00226892-0.00988454j 0.0075705-0.0207382j 0.00408904+0.00419867j -0.00521234-0.000990939j 0.00138051+0.00240587j -0.00497842+0.0238601j 0.00664544-0.0287173j -0.000178966+0.00759426j -0.00622289+0.0174235j 0.00292255+0.0179266j 0.00817822-0.0205138j 0.00242918-0.00699042j -0.000256086+0.0213707j -0.000798741+0.0138149j -1.48482e-05-0.00443016j 0.00401331-0.00590619j -0.000879368+0.00428793j -0.00320581+0.00904987j 0.00217079-0.0132461j 0.00587709-0.0167976j -0.00175298+0.00432036j 0.00224066-0.00600081j 0.0025335+0.0034914j -0.00269862+0.00147359j 0.00344913-0.0049246j -0.00367797+0.0138092j 0.00205228-0.00910959j 0.00321192-0.00126407j 0.00031133-0.00591287j -0.000383621+0.000390687j 0.000742586-0.00431976j -0.00493943+0.00731183j -0.00087594+0.00571927j 0.00180794-0.00549249j 0.0006612-0.00317881j -0.00194325+0.000762976j -0.00326415+0.00267165j 0.000254387-0.0022071j 8.06815e-05-0.000421307j 0.00162402-0.00378414j 0.00268925-0.00416005j 0.00124961-0.00176163j -0.00179468+0.000481306j 
0.000616621+8.33171e-05j -0.000750826-0.00349123j -0.00438802-0.00986169j 0.000485094+0.00269304j -0.00161475-0.00556596j 0.00312136+0.00377906j -0.00241062-0.0102075j -0.0081793-0.00649545j 0.00292819+0.0026836j -0.00152875+0.0144835j 0.00378256+0.00790795j 0.00657016+0.00895132j -0.00998566-0.0123328j -0.00406613-0.00586365j 0.00488354-0.000370455j 0.00288483+0.0135448j 0.00141294+0.00057261j 0.00361552-0.00971867j -0.00800102-0.0230747j -0.00217862-0.00225894j -0.00157694+0.018275j 0.00518916+0.0451125j -0.0106601-0.0080411j 0.00237687+0.0124972j 0.00410702-0.0281628j 0.00106239+0.0103758j 0.0026882+0.0355013j -0.00365366+0.0106801j 0.00143412+0.0111133j -0.004597-0.0185809j -0.00225785+0.014277j 0.0062607-0.0161237j -0.0104316+0.0209481j 0.00535047-0.0208603j -0.00298213-0.0270241j 0.000924444-0.0106974j -0.00168703-0.000613271j 0.00155105-0.0164446j -0.00238498+0.0062276j 0.00102129+0.000910496j 0.000943156-0.00023365j -0.00258085+0.00290595j -0.00757118+0.0144332j -0.0009305-0.00285776j -0.00387076+0.00230317j -0.000523949+0.00166154j 0.00567924-0.0206749j -0.000753053+0.00354751j 0.00237831+0.0100684j -0.000620354-0.000206107j 0.000571869-0.00826402j -0.00148514-0.000598364j 0.00220111+0.00430405j -0.00206227+0.0054196j 0.00279298-0.00520833j 0.00190866-0.00125165j 0.00198603-0.00401651j 0.00273094-0.0107229j -0.00369862+0.00219064j 0.00344008-0.00863348j -0.00232319+0.000591727j 0.00359345-0.00908192j -0.00452063+0.00946025j -0.000942995+0.00431994j 0.00258984-0.00350746j -0.00265655+0.00201738j 0.00197926-0.00215287j -0.00111291+0.00429428j -0.00204491+0.00144441j 0.00258708-0.00112102j 
0.00042271+0.00109611j -0.00160121-0.00538381j -0.002849-0.00258979j 0.000776205+0.00289574j 0.000192675-0.00247837j 0.00227916+0.00642331j -0.00331845-0.00462715j -0.00378959+0.00497291j 0.00651542+0.0202679j -0.0104306-0.0108103j -0.00554961-0.00397408j -0.00142201+0.00157098j -0.00118412-0.00336908j 0.00769847+0.0078425j -0.003758-0.00231944j -0.00516327+0.0127558j -0.00290083-0.0463624j -0.000358999+0.0158154j 0.00725863+0.0052647j 0.00472636-0.0331265j 4.61626e-05-0.00663631j 0.00505331+0.0204226j 0.0058287+0.00730285j 0.00601426+0.010809j -0.00906317-0.0320868j 0.00311399+0.0230265j -0.00272184-0.0140952j -0.00381562+0.0109958j -0.00415865+0.0304217j 0.00373486-0.0146826j 0.0012957+0.00245701j 0.00541592+0.00619431j -0.000194221-0.0325328j 0.000428421-0.00379229j 0.00199679+0.0107437j -0.00411414-0.00390749j 0.00379264-0.00713494j -0.00732068+0.0145402j 0.00110523-0.00459231j -0.00544859+0.0175995j 0.000454588+0.00413963j -0.00258849+0.00511625j 0.000786491-0.00105124j 0.00200343+0.00148283j -0.00276504+0.00146256j -0.00150301+0.00721904j 0.00145541-0.00605096j -0.000382686-2.82681e-05j -0.00038246+0.00781929j 0.00207794-0.00634813j -0.000111046-0.00473863j 4.79288e-05-0.00259192j 9.48902e-06+0.00511966j -3.02884e-05+0.00117799j 0.00117359+0.000171591j 0.00252696-0.0111797j 0.00115651-0.00398064j 0.00303877-0.0104479j -0.00424817+0.00318708j -0.00260658+0.00531621j 0.000517242-0.00303511j 0.0015446-0.00539603j -0.00208847+0.00391293j -0.00257412+0.00680292j 0.00303794-0.00495778j -0.00118838-0.000731256j -0.000997553-0.00212001j -0.0013871+0.00269408j 0.00102079+0.00127215j 0.00323512-0.00247349j 
0.00171943+0.00719143j -0.000530306-0.00162753j 0.00103421+0.00772654j 0.00218184-0.00465071j -0.0094892-0.0160939j -0.00169581-0.00730275j -0.0113171-0.00412216j 0.00546263+0.0101481j 0.00427631+0.00160281j -0.010796-0.0235125j -0.00791287-0.0099176j 0.00647992+0.0244709j -0.0100629-0.0288813j -0.0110739-0.00288584j -0.00985432-0.00052898j -0.00714842-0.0339652j 0.00420232+0.0369801j 0.000660579+0.0221619j 0.00113158-0.0134221j 0.000755575+0.00493403j -0.00460874+0.00743989j 0.000956809-0.0213678j 0.00431238-0.0270408j 0.00194225+0.00421543j -0.00416155+0.0122249j -0.00112107-0.00443542j 0.0100869-0.000197099j -0.00287829+0.0230561j -0.00874701-0.00624777j -4.2586e-05+0.00659506j -0.00459045-0.0102177j 0.00203487-0.00479495j -0.000141661-0.00879222j -0.00777421+0.0111439j 0.00404192-0.0194947j -0.00243916+0.00331005j -0.00653087+0.0159282j -0.000267681-0.00761565j -0.00332321+0.00387412j 0.00129113+0.0042472j -0.000442143+0.00347697j -0.00435267+0.0107354j -0.000368547+0.00498642j 0.00183664+0.00138174j -0.00218083+0.00219568j 0.00228135-0.00134432j 0.00180895-0.000697139j -0.0013038+0.00617971j -0.00112316+0.00376615j -0.0039714+0.00596516j 0.0025286-0.00612013j 0.00651732-0.00935473j 0.00229163-0.00884147j -0.00103321+0.00198087j 0.000802893-0.00814577j 0.00228938-0.00676471j 0.00275232-0.00293171j 0.00184205-0.00141393j 0.000369523+0.00185616j -0.00458997+0.0113092j 0.00143666+0.00106392j 0.00058178-0.000674064j 0.00159989-0.00256007j 0.00154168-0.0028689j 0.00189189-0.00938118j -0.00287687+0.00652484j -0.00176652-0.000481993j -0.00408946+0.000857674j 0.00531065-0.00306488j -0.00100283-0.00217354j 
0.000135039+0.000826107j 0.00214387+0.00732522j 0.0028862+0.00337404j 0.00047075-0.00166688j 0.00332991+0.00807634j -0.00238255+0.0116268j 0.00655419+0.0136855j 0.0112088+0.0127787j 0.00851643+0.0151619j -0.00233495-0.00449851j 0.00164556+0.0143353j 0.000550111-0.0112036j -0.00261781-0.0321024j 0.00479259-0.000427818j -0.00377425-0.0253091j 0.00831623+0.0109244j 0.00126665+0.0107515j -0.00236825-0.0466653j 0.000547902-0.00418941j 0.00280779-0.0128069j 0.000448042-0.0333373j 0.00255336+0.00215444j 0.00175226+0.00557878j -0.0029985+0.0153567j -0.00168755-0.00104292j 0.00791493+0.00891231j -0.0032617+0.00189567j -0.00569912+0.0257426j -0.000667523+0.0172732j 0.00277401+0.000863822j -0.0113686+0.0171814j -0.0051434+0.00412715j 0.000632467+0.00229598j -0.00146519+0.0118581j 0.00161736+0.00475309j 0.000882676+0.00244199j 0.000980885+0.00381906j 0.00203137+0.00764943j 0.000285277+0.00303428j 0.000250912+0.000308856j -0.00188454+0.00677795j 0.00378463-0.00342276j 0.000314028+0.000784742j -0.00103329+0.00299933j -0.000733975+0.00792662j -0.000409216-0.0046059j -0.000151413+0.00563271j 0.00128307-0.00564084j 0.00075604-0.0122752j 0.000452434+0.00492007j -0.00069965+0.0057265j 0.000612477+7.27116e-05j -0.0047033+0.010312j 0.00173078-0.00736981j -0.00122251+0.00643821j -0.00136296+0.00138578j -0.00162619+0.00213545j -0.00233086+0.00682053j -0.000698287+0.00359701j 4.34285e-05+0.00404528j 0.00330733-0.00627556j -0.00251903+0.00450937j -0.000247927-0.00295662j -0.00178895-0.00112366j -0.00244799+0.00519223j 0.00252485-0.00154216j 0.00226076-0.000619062j 0.00355945-0.00558955j -0.000572656-0.0022344j -0.00449672+0.00276264j 
-0.0004347+5.34951e-05j -0.000249284-0.000305952j 0.00508795+0.0190125j 0.00186485-0.00193882j 0.00241426-0.0124161j 0.0132863+0.0264412j -0.00440011-0.00591009j 0.00999381+0.0063571j 0.00223981-0.001553j 0.000817599-0.00644642j 0.00375027+0.02546j -0.00179394-0.00754742j 0.00959741+0.00946616j 0.00822392+0.0627604j -0.000382226+0.00948831j -0.000686846+0.0236367j 0.00803903+0.0173447j 0.0132841+0.014662j 0.00771102+0.0029842j -0.00581521+0.0156806j -0.000682399+0.00275332j -0.00318464+0.0120969j 0.00357504+0.00888869j 0.0115574+0.00931137j -0.00196347+0.00173319j -0.000739069+0.00941266j -0.003409+0.0254319j 0.00521161-0.0123194j 0.00655872-0.00584638j 0.000768733+0.00750129j -0.00113936+0.0110098j -0.0016877-0.00025819j 0.00460517-0.0120932j 0.000443358+0.00102815j 0.00127762-0.00212609j 4.48821e-05+0.00714308j 0.00227819+0.00028914j -0.00033519-0.00661503j -0.000263599-0.000395355j -7.2998e-05+0.0116732j -0.000896409+0.00492962j 0.000534295-0.00959127j -0.0014314+0.00580525j -0.00421054+0.0142549j -0.00058757+0.000864064j 0.0017351-0.0025999j -8.11845e-05+3.00561e-06j 0.000435212-0.00210984j -0.000414841-0.00141286j 6.03794e-05-0.00109369j 0.00193711-0.00312459j 0.00507398-0.00615933j -0.000811748+0.0115277j 0.000425191-0.00394181j 0.0011875-0.00549125j -0.000619242+0.00131846j -0.00249056+0.00887926j 0.00121277+0.000703234j 0.00230544-0.00141452j -0.000435995+0.00493095j 0.00286074-0.00524399j -0.00133363+0.00211801j 0.00206441-0.00551014j 0.000638998+0.00208686j 0.00610841-0.0105726j 0.00181803-0.00329101j -0.00484884+0.00345037j 0.0013041-0.00470148j 0.00141709-0.000509932j -0.000601521+2.82571e-05j 
