0.00225003-0.00466602j 0.00473304+0.00906536j 0.00106779-0.00740683j -0.00289407-0.00207899j 0.00157165+0.00144029j 0.00296326+0.00432777j 0.00186097-0.00630265j -0.00288607-0.00465223j -0.0027799-0.00262791j 0.00220512+0.00351907j -0.00163346-0.00301576j 0.00162121-0.00630365j -0.00272698-0.00400701j 0.00340105+0.0042708j -0.000573564+0.00104163j -0.000433802-0.00308134j -0.00254985-0.00256893j 0.00066922-0.00240895j -0.00201607-0.00430577j -0.00120942-0.00141197j 0.00174343-0.000694234j -0.00118662-0.00537775j -0.00186969-0.00361671j -0.00204689+0.00206624j 0.000176795-0.00268191j 0.00219457-0.000416405j 0.000116579+0.00208149j 0.000646123-5.2898e-05j 0.001128+0.000774355j 0.000396188+0.00213138j 0.000893813+0.000480019j 0.00181565+0.00268109j 0.00123725+0.00127304j 0.000439689-0.00283561j -0.000533563+0.0023146j 0.00044246-0.00133696j 0.000307797-0.00109275j 0.000789773-0.00215353j 7.30409e-05+0.000909254j -0.00194268-2.01471e-05j -0.000884169-0.00334829j 0.00050405-0.000659246j -0.002358+0.00261615j -0.000536262-0.00388238j 0.00226127-0.00253602j -0.00181366-0.00299449j -0.00347959-0.00130726j -0.000346281-0.00507616j -0.00122878-0.0049158j 0.000690918-0.00360253j 0.00171353+0.00244275j -0.00219837-0.00250378j -0.00246424-0.00102001j 0.00059116+0.00791345j 0.00239707+0.000722808j 0.00420243-0.00317061j -0.00230419+0.00447921j -0.00103392-0.000351524j 0.0173324+0.0120351j -0.00419724-0.0158451j -0.0153778+0.00569404j -0.00846453-0.0239063j 0.00509206+0.00393039j -0.0246052+0.00633482j 0.0101704-0.0284381j 0.0200288+0.0246748j 0.0189238-0.00299692j 0.0404845-0.00821236j -0.0573134+0.0148486j 0.00360341+0.0474112j 
-0.00347648+0.00162378j 0.00119394+0.000592937j -0.00376658-0.000350774j 0.00260332-0.000887531j 0.000420452-0.00160452j -0.00072304-0.000801834j 0.00158987-0.00252122j 0.000160952+0.00110959j -0.00537047+0.00156148j 0.0050725+0.000415028j -0.00310518+0.0017805j -0.002624+0.00186985j -0.00291306+0.000880138j 0.00369193-0.0028336j 0.00581189-0.000886896j -0.00268302+0.00124981j 0.0031126-0.00170781j -0.000644486-0.0012906j 0.00432498-0.00413792j -0.00453143+0.00248416j 0.00770896-0.00159839j 0.00898546-0.000510168j 0.00511785-0.00144508j 0.00419736+0.00178134j -0.00247109-0.00112726j 0.0122665-0.00225721j -6.7003e-05+0.000783208j -0.0146544+0.00568009j 0.00722182-0.00258212j 0.00942111+0.000675626j -0.00522203-0.000480596j 0.00907293+0.00122665j 0.00417621-0.00289383j -0.00416378+0.000660497j -0.00580266+0.00211357j -0.0132967-0.00340127j 0.0334672-0.00411321j -0.00947679-0.00369001j 0.0147844-0.00335682j -0.0428998+0.0066155j 0.00435811+0.00262216j -0.00245076-0.00782557j 0.041583+0.00159505j 0.0180339+0.00554559j 0.0347994-0.0103846j -0.00831116+0.00845087j -0.0250211+0.00992615j -0.00952596-0.00505046j -0.00102517+0.0108746j 0.0404481-0.000669056j -0.0277007-0.00607874j 0.0402349+0.0106618j 0.0346713+0.00820377j 0.0129929+0.00343957j -0.0296384+0.0120586j -0.0188423-0.0164083j -0.00878943+0.000666683j 0.0456741+0.0110924j 0.016803-0.0129351j -0.0398392-0.0153499j 0.0231593+0.0126374j -0.0152257-0.00190665j 0.000974019-0.00157983j -0.00788219-0.00288256j 0.00720912+0.00333551j 0.00189634-0.00053704j -0.00159692-0.00114655j 0.00164176+0.00119622j 0.00145149+0.000476932j 0.00319516+0.0016024j 
-0.0042807+0.000382373j -0.00343032+0.00302302j 0.00226418+0.00109126j -0.00415508+0.00397416j 0.00149616-0.00171783j 9.91846e-06-0.00434807j 0.0043062-0.000371396j -0.00426367+0.00180119j -0.00184308-0.000699052j -0.0129795+0.00405394j -0.00161227+0.000721462j 0.00498938-0.00381293j 0.00231721+0.000151053j 0.00240571+0.00150898j 0.00547225-0.00179449j -0.00352513-0.00239505j 0.00631198-4.20921e-05j -0.00134739-0.00176735j -0.0100123+0.00431103j 0.00384029-0.000979005j -0.0155283+0.00276261j 0.00143099-0.00444938j 0.00690653-0.00445169j -0.0011885-0.00427086j -0.0161946-0.000319711j 0.00485144-0.00149133j 0.00817071-0.00454155j -0.00526976+0.00535057j 9.46573e-05+0.00103662j 0.00506307-0.0013264j 0.00923477-0.00577663j 0.00659301+0.00101999j 0.00462423-0.00358461j -0.0161158+0.00400531j 0.0303725-0.00851466j -0.00378849-0.00390628j -0.015014+0.00371145j 0.0104607-0.00149809j -0.00310275-0.0064889j 0.00301787+0.00326057j 0.00702644+0.00142249j -0.00888188+0.00998567j -0.00111267+0.0020062j 0.0463338-0.00813207j -0.0279757+0.00238701j -0.00174453+0.0100179j -0.0484028-0.0118778j -0.0446078+0.00268996j 0.00524679+0.022619j 0.0362328+0.00299179j 0.0119344-0.00769729j -0.0107817-0.00261271j -0.0361983+0.00245832j -0.0368865-2.6074e-05j -0.0418425-0.0151038j -0.00890746-0.00144374j 0.0125153-0.0151429j 0.0148001-0.00526176j -0.0462724-0.0190114j -0.00264598+0.00207258j 0.000172268-0.00362427j 0.00332439-0.000314107j -0.0162337-0.00338814j 0.00342432+0.0036656j 0.00655265+0.00307995j -0.00552202-0.000177632j 0.00952505+0.0037968j -0.00486648-0.00214307j 0.00351055+0.00119485j 6.13384e-05+0.000235429j 
-0.00247773+0.000288728j -0.00184674+0.00149446j 0.000613117-0.000309297j 0.000633513+0.000856547j -0.000184342-0.000436535j 0.00185289-0.00175072j -0.00285419+0.00102278j -0.00236734+0.000979616j 0.000112947-8.56385e-05j -0.00225472+0.00181458j -0.000405254+0.00105655j -6.82096e-05-0.00181312j 0.00381448-0.000175505j -0.0006043-1.4301e-05j -0.00316584+0.000127949j -0.00671459+0.00072501j 0.00268184+4.21684e-05j -0.00741106-0.00137851j -0.00686879+0.00309238j 0.00392877-0.00019608j -0.00219615+0.000786842j 0.00396309-0.000337383j 0.00135666-0.000567993j 0.0019722-0.00163313j -0.00795026+0.000408537j 0.00414966-0.00151782j 0.00432629-0.00230388j -0.00990964+0.00349045j -0.00427741+2.67528e-05j 0.00531598-0.000942554j 0.00127584+0.000737055j 0.0144017-0.00280972j -0.0039141-0.00178978j -0.0330234+0.00748339j 0.0198442-0.00355261j -0.00926235-0.00216155j -0.010253+0.00200498j -0.0150846+0.00183015j -0.00119292-8.38502e-05j -0.0103356+0.00779347j 0.0061931-0.00329093j -0.0622883+0.0151355j -0.0163748+0.00678066j -0.0119772-0.0016453j 0.0586347-0.000964098j -0.00953616+0.000387538j -0.0146429+0.00186294j 0.0597141+0.00543202j -0.0499973-0.00148895j -0.0107095+0.000225426j -0.0746066-0.0134821j 0.0137541+0.00283139j 0.00111211-0.00151318j 0.0310278+0.0127415j -0.00330473-0.0104851j 0.0112552-0.0092451j 0.0243217+0.00673743j 0.00197412-0.00494962j -0.0240172-0.00846806j -0.00952394-1.77037e-05j 0.00195765+0.000740794j 0.00324458-0.00060774j -0.0014572+6.93782e-05j 0.00366442+0.00170386j -5.68906e-05-0.000391064j -0.0049125-0.000992344j 0.00102864+0.000269047j -0.00176428-0.000271551j 0.00283532+0.00151599j 0.000737504+0.000429636j 
-0.00081717-0.000331784j -0.00188492+0.000741517j -0.00335627+0.000670695j 0.00263548-0.000777241j 0.0014376-3.7263e-05j -0.00495383+0.000546285j -0.00363906-0.000128164j 0.003393-0.000917572j 0.00457424-0.00124014j -0.00155896+0.00170529j -0.00598342+0.000723829j -0.00358249+0.00188256j 0.00594938+0.00140674j 0.00559435-0.00284887j 0.00356133-0.00175592j -0.00270071-0.000633744j 0.00232064+0.00075324j -0.0112388+0.00221605j -0.00440042+0.00239305j 0.00948801-0.000725531j 0.00105637+0.00196321j -0.00219318+0.0051093j -0.000357543+0.00198808j 0.0126509-0.00224496j -0.00198308+0.00228751j 0.0030931-0.00114883j -0.00591808+0.000690938j -0.00321135+0.00099578j 0.0166877-0.00405213j 0.00207653+0.00135634j 0.00531421-0.00658204j 0.0232827-0.00443476j -0.0190602+0.00767015j -0.000328601-0.00146938j 0.032791-0.00594748j -0.0197216+0.00436726j 0.0520619-0.00234151j 0.0377216-0.00608992j 0.00960214-0.00250084j 0.0453176+0.0111754j -0.0147783+0.00830728j 0.011208-0.00201712j -0.0232612+0.0140685j 0.0355187-0.00548261j -0.0213138-0.00320702j -0.00998339-0.00340197j 0.00201056+0.00296905j 0.043158-0.00242203j -0.0117668-0.0118133j 0.0151407+0.00729758j 0.038265+0.0025895j 0.00129469+0.015256j -0.0276541+0.00382469j 0.0280646+0.00148791j 0.0204357+0.00850719j -0.0348499-0.021656j 0.00398782+0.000403209j -0.00710033-0.00233339j -0.013682-0.00381401j -0.00768208-0.00029351j 0.0122861+0.00501312j -0.00356388-3.38124e-05j -0.00016507+0.000796257j -0.00443661-0.00322744j -0.00217199-0.0013914j 0.000871536+0.000156136j -0.000684999-0.000920275j 0.00498754+0.00267904j 0.00258412+0.0014467j -0.000385053-9.77116e-05j 
-0.000420243+0.000109139j 9.50167e-05+5.74484e-06j 0.00320808-0.00136814j 0.00246612-0.000355163j 0.00257845-0.00195223j 0.00216663-0.00129306j -0.00349921+0.00364076j -0.00126793-0.000321177j 0.00399356-0.000994008j -0.000389112+0.000101237j -0.00700808+0.000912861j 0.0110597-0.00333584j 0.000636294+0.00126173j 0.00530184-0.000959706j 0.00673902-0.000624817j -0.0137889+0.0028545j -0.000401731+0.000242083j -0.000648799-0.00368132j 0.00176253+0.00212304j 0.0104719-0.00201257j -0.00739906+0.00233642j 0.00631636-0.000539938j -0.00780667+0.00275422j -0.00886473+0.000896429j 0.00378035+0.00220713j -0.00178815-0.00160414j -0.0128464+0.000786298j 0.0152147-0.00641827j 0.007821-0.00184527j -0.010202-0.00193312j 0.00446071+0.00505562j 0.00773294+0.00348641j -0.00183735-0.00658077j -0.0125856+0.00537805j 0.0206382-0.00258549j 0.0420685-0.00190912j 0.00647345-0.000853588j -0.00361314-0.00920763j 0.00567088-0.0141009j -0.00382755+0.000297656j -0.0552067-0.0114333j -0.00440107+0.00229645j 0.0283728-0.0010174j 0.0162729-0.00329899j 0.0206831+0.000513898j -0.0549173-0.0134573j 0.0166992+0.00766927j 0.0101489+0.014201j 0.0564231-0.00670538j -0.0388926-0.00128117j -0.0489725+0.0084491j -0.00753795-0.00695174j -0.0193997+0.00932246j -0.0324159-0.00408951j 0.0316985-0.00621896j -0.0172156-0.00455645j 0.0146358+0.00385434j -0.00118195+0.00751796j -0.00703091-0.00379104j -0.00392494+0.0014648j 0.000698776-0.00111894j 0.00946853+0.000445039j -0.00256415-0.00182584j -0.00485195-0.000876531j 0.00233314+0.000677193j -0.00731192-0.00215457j -0.00242104-0.000252729j -0.00192778+0.00017922j -0.0002781-1.25411e-05j 0.000195234+0.000174733j 
0.0041718-0.00153294j -0.000414994-0.00152137j 0.000792311-0.000930969j 0.0035434-0.00244552j -0.00539605+0.00287749j -0.0052347+0.00510429j -0.00772949+0.00269559j 0.00359809-0.00195383j 0.00038066-0.000883779j 0.0070291-0.00193851j 0.00321483-0.00104764j -0.00966424+0.00438304j 0.00743061-0.00149573j -0.00383503-0.000127521j -0.0112016+0.00203295j 0.00186831+0.00177938j 0.00109932+0.000342963j -0.0150942+0.0060338j 0.00687949-0.00160243j 0.00860327-0.0014584j 0.0018095+0.00366394j -0.00295553+0.00879277j 0.000181818+0.00557043j 0.0112723-0.000336967j 0.00574465+0.00298273j -0.00227145+0.00324085j 0.00665346-0.00208577j 0.00268353-0.000353225j -0.025412+0.00289419j -0.00274385+0.00205437j -0.00796012+0.0045554j 0.00925381-0.0125668j -0.00742687+0.00743246j -0.0122883+0.00679322j -0.0131814+0.00449273j -0.0237744+0.00887287j -0.0137593+0.00396705j -0.0194187+0.0143642j -0.023892+0.0118338j -0.0516432+0.00994572j -0.0191792-4.20578e-05j -0.00888705+0.00600912j -0.0213919+0.00735969j 0.0273846-0.007928j 0.00421952+0.0038794j -0.0435206-0.020379j -0.014349+0.0130393j -0.0434708-0.0218691j -0.0110187-0.0257181j 0.010603+0.0101895j -0.0217328-0.00839696j 0.013612+0.00223898j -0.0257994-0.0181116j 0.017352+0.00197249j -0.0215342-0.00205649j 0.00698945+0.00260756j -0.00161839+0.00210035j -0.0124207-0.00322219j -0.00145604+0.00390314j 0.00313357+0.00507052j 0.0099724+0.00515579j 0.00154591+0.00258827j 0.013957+0.00495392j 0.00260483-0.000437673j -0.0136678-0.00608745j 0.00350408+0.000417455j -0.00530406-0.00266528j 0.00358542+0.00151698j -0.000146805+0.000489773j -0.00238016-0.00139144j 
1.73613e-05-0.000747277j -0.00295013+0.00118198j 0.000580504+0.00132086j -0.00313673+0.00211265j -0.00455392+0.00162681j -0.00324302-0.000216565j 0.00335558-0.00109793j 0.000806275+0.000580639j -0.00544445-2.97997e-05j -0.000861131-0.000396312j 0.00263509+0.000561873j -0.00374858+0.00199536j -0.00227705+6.87241e-05j -0.00452786+0.00261241j 0.00575561-0.00090721j 0.00995593-0.000148644j -0.00441955-0.000324429j -0.0013252+0.00451673j -0.0104213-0.00162123j -0.0129001+0.000917085j -0.0119997+3.8112e-05j -0.00944127-0.00112582j 0.012493-0.00247324j 0.00923163-0.00435369j -0.0129259-0.00245031j -0.0194466+0.00407455j 0.00400694+0.0017333j -0.00130899+0.00430575j -0.012085+0.00455466j 0.0234954+0.00188584j -0.0140115-0.00858534j -0.035171-0.0026491j -0.0296878+0.0127644j -0.0137292-0.00090658j -0.00110187+0.00363891j 0.0189744-0.00152214j 0.000357613+0.00412262j -0.0248803+0.0108777j 0.0427749-0.000109095j -0.00692846-0.004427j -0.0220505+0.00326296j -0.00825403+0.0105857j -0.027848-0.00328441j 0.0130459+0.00942682j 0.054897+0.0140688j -0.0219378+0.0153794j 0.0289343-0.00275837j 0.0418172+0.0169231j -0.00386129+0.00528843j -0.0222493-0.00015565j 0.0066856-0.00402758j 0.00344581+0.0113947j 0.00013202-0.0105265j 0.003771-0.000628871j -0.0431782-0.00991087j -0.0159613-0.00226668j 0.000434797-0.00482695j 0.000279545-0.00241864j 0.00773031+0.00360113j 0.00150881-0.000509481j -0.00215128+0.000528078j -0.0104138-0.000686073j -0.00264603+0.00017462j 0.00503908+0.00141247j -0.00317636-9.89287e-05j 0.00392817+0.00181911j 0.00535247+0.00137744j -0.000967143-0.00144398j 0.00175017+0.000496048j -0.0023384-0.00130916j 
0.000221253-0.000292465j -0.000667245+7.5371e-05j -0.00268074+0.000416818j 0.00251707-0.00118968j 0.00222107+2.55563e-05j -0.000863025+0.000104586j 0.000118627-0.000987204j 0.00367594-0.000499249j 0.00594461-0.00136598j -0.00233222+0.000999755j 0.00483797-0.00248885j -0.0058059+0.00229774j 0.00428059-0.000293227j -0.000851804-0.00155173j 0.003599-0.00418109j -0.00737287+0.000432562j -0.000588726-0.000290215j -0.000231173+0.000437948j -0.00863475+0.00492072j 0.00632823+3.19876e-05j 0.0113159-0.00256261j 0.00253691+0.00248873j -0.00673167+0.00415266j 0.0034802+0.00159558j 0.00463905+0.00280691j 0.0131965-0.00534616j -0.0162653-0.000270747j -0.00332267+0.00446173j 0.0180139-0.00138487j -0.00830066-0.0002767j -0.0451725+0.00390411j 0.0145144-0.00419749j -0.0425935+0.00181633j 0.0179123-0.0103706j 0.0353395-0.0087609j 0.0259165+0.00291011j -0.0148472+0.00536113j -0.031587-0.000805788j 0.0355008+0.00283049j -0.00318729+0.0146134j 0.00753184-0.00364851j -0.0253229-0.0107001j -0.0239681+0.00204071j -0.0486038-0.010098j 0.0773762-0.00055181j 0.0264975-0.0101939j 0.0208948+0.00199273j -0.0325096-0.00348439j 0.003406-0.00477084j -0.00206495+0.00263571j 0.000297466-0.00371215j 0.00833176+0.0069502j 0.0157122+0.00625362j 0.0150027-0.00173544j 0.00486637+0.00147975j -0.0165729-0.0041418j -0.0034395+0.00127269j -3.88374e-05-0.0011512j -0.00298912-0.00106048j 0.00558378+0.00117766j 0.00484271+0.00183912j 0.00167769+0.00112861j 0.00160404+0.000989328j -0.00191257-0.00147306j 0.0019721+0.000397133j 0.00130538+0.000262146j -0.00160234-0.0010163j 0.00356479+0.0017209j 0.000976344+0.000694187j -0.000371833-0.000116093j 
0.00348389-0.000673174j 0.00205218-0.00162734j 0.0015679-0.000239881j -0.000401096-0.000890274j 0.00178969+0.000114166j -0.000375866+0.00199225j -0.000750521+0.00137512j -0.000994686-0.00079047j 0.000472691-0.000121857j 0.00255945-0.00112234j -0.00141946-0.00146208j 0.0109015-0.00251546j 0.00268306-0.000535557j -0.0033826+0.000918412j -0.00774906+0.00307589j 0.00484184-0.00406215j 0.0015336-0.000602752j -0.0109525+0.00165748j 0.014346-0.00223787j -0.00150994-0.00234424j -0.0119244+0.00822177j 0.00627616+0.000419739j 0.0174502-0.00289252j -0.0343212+0.00331917j 0.000613918+0.00107188j 0.0206635+0.00314856j 0.00046235+0.00143154j 0.0121882-0.00713236j -0.03184+0.00720325j 0.0107772+0.0051504j 0.015138+0.0117667j -0.0188761+0.00790972j -0.0509781+0.00471012j -0.000441919+0.00908786j 0.0514117-0.0081792j -0.0443475+0.00676806j 0.0100677+0.00715061j -0.0117168+0.00321438j 0.0497134+0.00606466j -0.0202562-0.0091431j -0.0186299+0.00499698j -0.0299876+0.000147353j -0.0279079-0.0150094j -0.0329885+0.00251225j 0.0060888+0.00969907j -0.0174362-0.00781752j -0.00526895-0.0040214j 0.01649+0.000250958j 0.00772344-0.00189735j 0.0347159+0.00932981j -0.0224129-0.00371985j 0.010081-0.00521932j -0.0185157-0.00409963j -0.00588709-0.000629687j -0.00235209+0.000829909j 0.017054+0.005301j -0.00383208-0.000311396j -0.00478767+1.2847e-05j -0.00172849+0.000678933j -0.000932657+0.00104297j -0.00513354-0.00339819j 0.0069756+0.00127812j 0.00174039-0.000552748j -0.00299593-0.000784934j -0.00204432-0.00163115j -0.000895843-0.00114482j -0.00185491-0.000115575j 3.10492e-05-0.000519987j -0.00333874-0.00167635j -0.00137816-0.000600566j 
0.000661447-0.000108348j 0.000284421-0.000371047j -0.000543959-0.000305666j 0.00304354-0.00128798j -0.00153247+0.000401696j 0.00216165-2.81653e-05j 0.00325815-0.00104141j 0.00289413+0.000270144j -0.00410948+0.000310348j 0.00258025-0.00132482j 0.00365411-0.00164067j -0.0092825+0.00481092j -0.000863532-0.00118215j -0.00162797-0.00111389j -0.00740515+0.000482082j 0.000351721+0.000669931j 0.000472024-0.00113268j -0.00636647+0.00241136j -0.00650463-0.00241107j -0.0129426+0.00412704j 0.00173947-0.00368582j -0.00313314+0.0028245j 0.0144311-0.0043573j 0.0152928-0.000331681j 0.00433164-0.00336555j -0.0231412+0.00486118j -0.0189415+0.00787282j 0.0613783-0.00542997j 0.044918-0.00947081j 0.0142764+0.00496467j 0.0189044+0.00230075j -0.0152943+0.00113492j -0.0183361+0.00403773j 0.0483868-0.00428317j -0.00010973+0.0096459j 6.32768e-05+0.0144266j -0.0487726-0.0040781j 0.0176354+0.00357288j -0.0164345-0.00148674j -0.0204156+0.00215532j -0.0140633+0.00507202j -0.0451063-0.00885777j 0.0620037+0.00738319j 0.0195025+0.00876533j 0.0240567+0.00473368j 0.00400442+0.00314069j -0.0148284-0.000718259j 0.0136842+0.00369233j -0.00425881-0.00249742j -0.00138129-0.00324261j 0.013219+0.00346443j -0.00644001+0.0011865j -0.00531465-0.00248907j 0.00025609-0.00176723j -0.00164217+0.00029711j -0.00671176-0.000927227j -0.00203564+0.000284935j 0.000967355-0.000180196j 0.00874625+0.00370256j 0.00274785+0.00131271j 0.00310263+0.00168539j -0.00328451-0.00112725j 0.00372691+0.000650527j 0.00302649+0.000884694j 0.00194469+0.000417942j 0.00133311+0.000666259j -0.00279851-0.00138583j -0.000521783-0.000506174j 0.000177755+0.000120196j -0.000488864-0.000320038j 
0.0010165-0.000420023j -0.00012453-0.000206571j -0.000868731+0.00109432j -0.00373006+0.000922717j -0.00475889+0.00215229j -0.00555865+0.00205464j 0.00319427-0.00339629j 0.00245073-0.00114017j 0.00160229-0.00207168j -0.0110027+0.00123467j 0.0124237-0.0019974j 0.00256854+0.00315998j 0.012838-0.00485403j 0.00240494+0.00421008j -0.0177253+0.00308692j 0.00577697-0.00339738j -0.00662458+0.00343378j -0.00147668+0.00664661j -0.0480899+0.00942857j 0.0192684-0.00369644j -0.0218768+0.000436315j -0.00784487+0.00509713j -0.00369888+0.000406144j 0.00053524-0.0138526j -0.00695643+0.00395461j -0.0138624+0.0041387j -0.00825636-0.0114152j 0.0321865-0.00146887j -0.0141697+0.010195j -0.0192183-0.00205227j 0.0243898+0.000802333j 0.0297672-0.0101873j -0.0131967+0.00901958j -0.000462188-0.00519419j -0.00317521-0.000144365j 0.00184333+0.0046809j -0.000783335-0.00574939j 0.0157807+0.00845125j 0.0279459+0.00988482j -0.0251105+0.00260783j 0.0206091-0.00186869j 0.0171081+0.0100694j 0.0332822+0.00289826j 0.0113294-0.0109684j 0.0128624+0.00280864j -0.00591531-0.00334246j 0.00200342-0.0130781j -0.00402529-0.000832264j -0.00859286-0.00414612j 0.0203776+0.000297758j -0.0178747-0.00507697j -0.0473883-0.010681j -0.00187461-0.00467838j 0.00784178+0.00197924j -0.00716693-0.00367691j -0.019728-0.00308218j 0.00156152-0.0033372j -0.0127175-0.00434364j -0.00330166+0.00198318j 0.0123727+0.0033256j -0.0106187-0.00225287j 0.000486427+0.00178535j 0.00101935+0.00181594j 0.00284892+0.00119606j -0.00496888-0.00176555j 0.00499628+0.00251695j 0.0035655+0.00188857j -0.000130609-4.58022e-05j -1.59972e-05-1.37548e-05j -0.000948687-0.000644881j 
-0.00218473+0.00159j 0.00336873-0.000635238j 0.00013445-0.00129468j -0.000822574-9.52758e-05j -0.00241613-0.000803017j 0.00204594+0.000164207j 0.00281687-0.00230977j -0.00104929-0.000874926j -0.00618516+0.00173616j 0.00379052-0.0022934j 0.00182053+0.00119075j -0.00196682-0.000225437j -0.003263-0.00100134j 0.00340673+0.000144248j -0.0170484+0.00467822j -0.00399426-0.000866341j -0.00533686+0.00191301j 0.0183811-0.0035794j -0.0139285-0.00537611j -0.0217541+0.00363603j 0.0338588-0.00877466j -0.00734664-0.00159001j -0.0189788+0.00101821j -0.00406304+0.00326346j 0.0163513-0.0078943j 0.00795298-0.0101237j -0.0334739-0.00322142j 0.0311631-0.014127j -0.0304782-0.000554945j -0.0196421-0.00512113j -0.018095+0.00871282j -0.0499891+0.00582506j -0.0103514-0.00218021j 0.0111272-0.00850912j 0.0516747-0.00213912j -0.0429719-0.0066871j -0.00222813-0.00846504j -0.0505-0.00540449j 0.018298+0.00691956j 0.0131866-0.0106883j 0.0138509-0.00460993j -0.0299996-0.00584983j -0.00752606-0.00511296j 0.00198292-0.00194717j 0.020252-0.0031602j 0.00120246+0.000474947j -0.0352738-0.00504065j -0.0190863-0.00302183j -0.00723315+4.02467e-05j -0.0119927-0.00804292j -0.002064+0.00158499j -0.015573-0.00391495j 0.0117082+0.00155564j 0.00215266+0.000992331j 0.00535698+0.00213522j 0.00578704+0.00261571j 0.00355654+0.00155899j 0.00223761+0.000728823j 0.0114212+0.00300195j 0.000696454-0.00133002j -0.00300632-0.000632521j -0.00040214-0.000679643j 0.000838063+0.000437657j 0.000110425+0.000999376j 0.000860644+0.000809681j 0.00143447+0.000995031j -0.000270016+0.000275251j -0.00248757-0.00043415j -0.00119985-0.000533839j 0.00316202+0.00146186j 
-0.00028418-0.000234788j -0.00115436+0.00053921j -0.00377484+0.0018552j -0.00140068+0.00053589j 0.00166634+0.000872562j -0.00191872-0.000404707j 0.00207426-0.00147981j -0.000746922+0.0013472j -0.00193715+0.000750887j -0.00461452+0.00168233j -0.00570948+0.00169274j -0.00324928+0.00110517j 0.000151872+0.00173819j 0.00337113+2.48496e-05j 0.0160972-0.00313849j 0.00449633-0.00104615j 0.014042+0.0031125j -0.0159947+0.00707308j -0.00797337+0.00635598j -0.000442629+0.00433497j -0.00393992-0.00182963j -0.0045647-0.00484972j 0.0328536-0.00295708j 0.0221221-0.00139181j -0.0263536-0.0101209j 0.0782235-0.000295826j -0.0488516+0.00963294j 0.0226934+0.00175992j -0.024906+0.0102572j 0.00694152+0.00362323j -0.00353601-0.0144356j -0.0349012+0.00190055j -0.0321705+0.0017539j -0.0163091-0.00568235j 0.0348988+0.00168383j 0.0282274-0.00306801j 0.0181447+0.0109946j -0.0413457-0.00272648j -0.0139382-0.00401558j -0.0451302-0.00474616j -0.00777162-0.000680124j 0.0189749+0.0017645j 0.00314517+0.00413131j -0.0158931-0.000366088j 0.012544+0.00492928j -0.00406387+0.00180951j 0.00384317-0.000781175j 0.00696798+0.00400181j -0.00279135+0.00206749j 0.0110071+0.00274742j 0.00670711-0.000440004j 0.00851713+0.00475675j -3.61814e-05+0.000397763j 8.97913e-05-0.000544756j -0.00717752-0.000754584j -0.00453869-0.00348268j 0.000575952-0.000549678j 0.00419537+0.000373638j -0.00558198-0.00230882j -0.00434947-0.00237364j 0.00230252+0.00112524j -0.00615463-0.00118878j -0.00329849-0.000803143j 2.51518e-05-0.000655624j 0.000989817+0.000529987j 0.00206442+0.000545277j 0.00215495+0.000716164j 0.00241179+0.0008279j 0.00065919+0.000271223j 5.03877e-05+0.000162207j 
0.00242407-0.000324424j 0.00250181-0.00140042j -0.00238054+0.00158713j -0.00483435+8.00538e-05j -0.00337424+0.00294961j -0.00209942+0.00181412j 0.00430553-0.00164821j -0.00238893-0.000435703j -0.0102555+0.00127277j -0.00326181-0.00119017j 0.000299837+0.00190205j -0.00895586+0.00423259j 0.0011025-0.00214093j 0.00156085+0.00584675j -0.01849+0.00240991j 0.0407549-0.00960522j -0.00278393+0.00090491j 0.000911347+0.01118j 0.00301659-0.0116211j -0.00381052-0.00301504j 0.0254703+2.07581e-05j -0.00207866-0.00510977j 0.0447041-0.0172882j -0.03052-0.00222625j -0.0236697-0.0154419j -0.0562278+0.013716j -0.0138838+0.00893816j -0.02386+0.00246782j 0.00642143+0.0108208j 0.023366+0.000994746j 0.00772209-0.00428187j 0.0420562+0.00171512j 0.0236042+0.0100486j -0.000188427+0.00280398j 0.00340472+0.00329789j -0.0235108-0.00122445j 0.0141809-0.000453599j 0.0276444+0.0109398j -0.0342838+0.00223935j 0.0119365-0.00745242j -0.0228043+0.00123629j 0.0114908+0.0044152j -0.000738209-0.0040624j -0.00424601+0.00107775j 0.0203339+0.00401734j -0.0133946+0.00145228j -0.00958392-0.00471826j 0.0108308+0.00250147j -0.00965991+0.00140097j 0.0131225-0.000463942j 0.012482+0.000889907j -0.0116816-0.0014349j -0.00124259-0.0033981j 0.00555702-0.00020768j -0.00908001-0.000537353j 0.00600873+0.00224617j -0.00549579-0.00159791j 0.00128147+2.5786e-05j 0.00364667+0.00148088j 0.00234577-0.000444679j -0.00218239-0.000359622j -0.00481216-0.00049606j 0.0010553+0.000585327j 0.00274698+0.00123412j -0.00232964-0.00112174j 0.00513871+0.0014374j 0.0019658+0.00132656j 0.000222686-0.000221901j -0.00270611-0.00154038j 0.000461509+0.000415274j 
