-0.00382496-0.0206169j -0.0361295+0.0297113j -0.0126278+0.0745293j -0.0568508+0.0690908j -0.0644181-0.0118562j 0.127469+0.010468j -0.0237355-0.050502j -0.155684-0.0434449j -0.00134163-0.133848j -0.0232673+0.020449j -0.0863361+0.000173772j 0.0817807+0.212384j -0.0434556-0.259762j -0.218477-0.0364189j 0.120956-0.12474j 0.278404-0.141068j -0.0256191-0.1837j -0.0977779+0.195063j -0.00687729+0.0503295j 0.251851+0.0891993j -0.243402+0.105611j 0.120461-0.0840857j 0.042952+0.122704j 0.0170399+0.0132499j -0.0604426+0.165049j -0.263644+0.116325j -0.234912-0.0448192j 0.0226125-0.0326917j -0.034156+0.032542j -0.000667913-0.0102171j -0.0241248+0.0227579j 0.00249686-0.0152202j -0.0229536+0.0233923j -0.0131862-0.0328341j 0.0210918+0.010372j 0.00764649+0.00833902j -9.99495e-05+0.0489437j 0.0253526+0.00554356j -0.0100326+0.00403108j -0.00542509-0.0304895j -0.072507+0.0130429j 0.0376581-0.00764533j -0.0188872-0.0209095j -0.00302871+0.00342519j 0.00311741+0.0479534j 0.0407404-0.0121569j -0.0107534+0.00987302j 0.028148+0.0221395j 0.0193046+0.0392679j -0.0306342+0.0150376j -0.028908-0.0252216j -0.0290844-0.0333712j 0.0245623-0.0561027j 0.0231876-0.0307594j 0.0301671-0.00322174j -0.0035667-0.0121409j 0.00858706-0.018651j -0.000125393-0.00228849j 0.00775874+0.0110019j -0.0155586-0.0109415j -0.00777235+0.022534j 0.00831343+0.0161476j 0.0173942+0.00327203j 0.00567322+0.00828874j 0.0148481+0.0226948j 0.0403885+0.045974j 0.0406117-0.0383248j -0.00513894-0.0078114j 0.00805773-0.0110435j 
-0.00277801-1.44564e-05j -0.00150398-0.000964287j -0.0026222-0.00295351j 0.00129939-0.00050879j -0.00113234+0.00226735j -0.000573259-0.00438916j 0.00392616-0.00281159j -0.00338326+0.00553644j 0.0014857+0.00554508j -0.00460193+0.000727729j -0.0122337+9.71893e-06j -0.00105167+0.00427354j -0.00406036+0.00247048j 0.00547358-0.000472537j 0.00885977-0.00425815j 0.000196469+0.00748301j 0.00118758-0.00821431j 0.000452606-0.00944186j 0.00810461+0.013812j 0.00928264-0.00391423j 0.00439595+0.00657503j -0.0012252+0.00433939j 0.00333556+0.00218496j 0.00519863+0.00175881j -0.00630112+0.00523122j -0.00105182+0.000897506j 0.000202441-0.00514628j 0.00205669-0.00032835j -0.00106233-0.000287881j 0.000258773+0.00186411j -0.00505737+0.00304834j 0.00267112-0.00268342j -0.00109595+6.30933e-05j -0.00497279-0.00167936j -0.00575177-0.00246346j 0.0041897-0.000327833j -0.00981649+0.00312645j 0.0097917+0.00357833j 0.00535647-0.00419467j -0.00326034+0.00176758j -0.00399132+0.00910398j -0.00384079+0.00174048j 0.0118926+0.00886236j -0.000716611+0.00185227j -0.00361277-0.00440491j -0.00574142+0.00650114j -0.00708724-0.00374855j 0.0227541+0.00503971j -0.00363588-0.00803965j 0.00376557+0.00186653j -0.0239863+0.00607258j 0.007244+0.0110512j 0.0234789-0.00201279j 0.0141119-0.00074703j 0.0142941-0.00359559j -0.0137491+0.0104072j 0.0059738+0.0044536j -0.00113477+0.00893755j -0.00352274+0.0069416j -0.00857243+0.000884086j 0.00547757+0.0061961j -0.00240811-0.00345148j 0.00138802-0.00360956j -0.00890641-0.00303032j 0.00336645+0.000645123j 0.000449085-0.000502466j 0.00097645+0.00257208j 0.00273894+0.000531248j 0.000734826-0.00225795j 
-0.00189388+0.00065724j -0.00426681+0.00214071j -0.00345882-0.00250285j -0.00200775+0.000471651j 0.004514+0.000580482j -0.00833957+0.00323786j 0.00292433-0.00100077j -0.00427134-0.00274793j -1.67808e-05+0.000885852j -0.00731016+0.00529241j 0.0183253+0.00257635j 0.00114268+0.00248593j -0.00683983-0.00112177j -0.00470827-0.0153138j -0.00519437-0.0102735j -0.00769912-0.000972543j -0.00899472+0.0106703j -0.00618152+0.000172336j -0.00811521-0.00736083j -0.00315031+0.00755333j 0.00229175-0.0108953j 0.0115904-0.0124917j -0.00125427+0.00280113j 0.006931+0.013441j -0.00659437-0.00522579j -0.00148148-0.00880606j 0.00926713-0.00539314j 0.00209509-0.00568898j 0.00418161+0.000905784j -4.5523e-05-0.000560386j -0.00292365-0.000414447j -0.00101092+0.00214953j -0.00467901-0.000577485j 0.00446467-0.000973009j 0.00711814-0.00156271j -0.00250614+0.00463082j 0.00130476-0.00230094j -0.0042432+0.00437303j 0.00104457-0.000145245j -0.00318184+0.00239536j -0.00201507-0.00232319j -0.00108441-0.001812j 0.00749335+0.00473524j 0.00164215-0.00606199j -0.00541734+0.00230972j 0.0100779-0.0026466j 0.000980287+0.00692839j -0.00504024-0.000429798j 0.00400177+0.00143828j 0.00470584-0.00186991j 0.00963714+0.0046856j 0.000196801+0.0121616j 0.00556625+0.00180802j -0.00902922+0.0057799j 0.00501858+0.00722423j 0.00827659-0.00687244j 0.00667063+0.00500052j 0.00959334+0.00387478j 0.00265322+0.0106289j 0.00373803+0.00591071j 0.00981308-0.00395284j -0.00590631+0.000939351j -0.000556507-0.00210545j 0.0106031-0.00488433j 0.00503273-0.00259378j -0.00187397+0.000910935j 0.00281787-0.00172907j -0.00126078+0.00113296j -0.000546258+0.0006895j 
-0.00647441-0.000615928j -0.00300674+0.00293197j 0.00777906-0.00632723j 0.00244895+0.000537844j 0.00379309+0.00477755j 0.00668778+0.00579619j 0.000142364-0.00320224j -0.00129453+0.00633661j 0.00184928-0.00232957j -0.0046456+0.00770035j 0.000496812-0.00144669j -0.00479881-0.000674258j 0.0025032-0.00335242j 0.0054523-0.000937305j 0.00942987+0.00443308j 0.0162192-0.00339915j 0.00611756+0.0252023j 0.0110271-0.0185007j -0.00572228+0.00622177j 0.0101548-0.00613039j 0.00218212+0.017263j 0.00996168+0.0108397j 0.00131719+0.00602721j 0.0209846-0.00344611j 0.0159583-0.00384129j -0.00667017-0.00501906j 0.00672241-0.0174323j 0.00485891-0.00706957j 0.000108862+0.0047947j -0.00263722-0.000884382j -0.00439226+0.00529169j 0.0015259+0.00205815j 0.00251639+6.06609e-06j 0.000335554-9.5279e-05j 0.00941481+0.00589135j -0.00233197+0.0033965j 0.00242021-0.00314763j 0.00617911+0.00789044j -0.000608811-0.00281465j 0.00028497-0.00222023j 0.00139352-0.00469438j -0.0052618+0.0022112j -0.00286886+0.000760608j 0.00674581-0.00938444j -0.00175977-0.00251738j 0.0035393-0.00277814j -0.00152503-0.005155j 0.00321114-0.00618135j -0.00533136-0.00492347j 0.00959376-0.0019558j -0.00172839-0.000112761j 0.00822844-0.00971541j -0.00328139-0.00684046j 0.00185979-0.00756426j -0.000174564-0.00531347j 0.00557586+0.00165958j -0.00808583-0.00771573j 0.000191165-0.00355547j -0.00129016+0.00766446j 0.00506623+0.00489558j 0.00650676+0.000940416j -0.00315959-0.00341162j -0.00256622-0.00422406j -0.00310373-0.0085432j 0.00493858+0.00190914j -0.00339059+6.216e-05j 0.00274673-0.000272715j 0.00157113+0.00217011j 0.0015513+0.00110238j 
0.0043161+0.00108962j -0.00164354+0.00331509j 0.00554217+0.00144121j -0.00248215-0.00438312j 8.29991e-05+0.00339773j -0.000413405-0.00425937j -0.00118537-0.0050975j 0.000381713+0.000588013j 0.00104158+0.00319786j 0.00365751-0.0107098j -0.00533455-0.00136221j -0.00453753-0.00322982j -0.00526097+0.00258697j -0.000489015-0.00778041j -0.00345709+0.0114134j -0.00163188-0.00822913j 0.00682181-0.000932595j 0.00844631-0.000746128j -0.010316-0.0030907j 0.00282794+0.00928591j 0.000603084-0.000549281j -0.00278794-0.00801209j 0.00208346-0.00640485j 0.00104695+0.000478941j 0.000119171-0.00404687j -0.00375957+0.00584901j 0.00118884+0.00131136j -0.00385539-0.00135474j -0.00247077-0.000302803j 0.000285964-2.85332e-05j -0.00153811+0.00486935j 0.00259087+0.00250064j 0.00278929-0.00332981j 0.00143383+0.00370147j -0.0035259+0.00413213j -0.0012739-0.00128711j 0.00446399+0.000943964j -0.00178068+0.000509986j -0.00685022-0.000227034j -0.00197584+0.000764052j 0.00127103+0.00120666j 0.00116348-2.17613e-05j 0.00279033-0.00797152j -0.00192062+0.00335181j 0.00483864-0.000205711j -0.00435918-0.00488638j 0.0118256-0.000315191j 0.00123962-0.000585422j 0.001959-0.0059246j 0.00233428-5.02498e-05j 0.00220649-0.000959498j 0.0081457-0.00899831j -0.00282291-0.00241052j 0.00463369+0.0037154j 0.00238741-0.00536942j -0.00295946+0.00592279j 0.000829516-0.00176028j -0.0012727-0.00173551j -0.00437093-0.00622624j -0.00380222+0.000915931j -0.00112956+0.00276841j -0.00410326+0.000633224j 0.00187516+0.000327419j -0.00141914+0.000202855j -0.00240677+0.0027168j -0.0016888+0.000302237j -0.00248575+0.0037093j 0.000766+0.0020251j 0.000508309+0.000764599j 
-0.00326175-0.00116779j 0.00597496-0.00217154j 0.00342524-0.00133389j 0.00394765+0.00177782j -0.00290803+0.00107363j 0.00653222+0.00460188j -0.00486743-0.00107911j 0.00421841-0.00253452j 0.00336611+0.00611756j -0.00770113-0.00183099j 0.00362366+0.00265434j 0.00621135+0.00674115j 0.0045625+0.0123954j -0.0124933-0.00358423j -0.00610417+0.00648923j 0.003118-0.0012231j 0.000949572+0.00674203j 0.00982321+0.0127733j 0.00692636-0.00640748j -0.00513054+0.00248535j 9.25087e-05-0.00859149j -0.0111634-0.000138208j 0.00299477+0.0015697j 0.00289942-0.00610567j 0.00398203+0.00298233j 0.00191452+0.00292233j -0.0037272+0.00131411j 0.000223265+0.00445608j -0.00418915+0.000835187j -0.0013866-0.00193881j 0.00432573-0.00175433j 0.00158051-0.00315084j 0.00576433+0.000400293j -0.00390619-0.000698936j 0.00376568-0.00408163j -0.00115395-0.00260155j -0.00310103+0.000284322j -0.0036009-0.00332028j 0.00647228-0.00997095j 0.00356916+0.00125201j -0.000627151-0.00118838j -0.00790599-0.00610198j -0.00236714+0.00759211j 0.00987331-0.00635297j 0.000490757-0.00188542j 0.00715017-0.00624674j -0.0201152-0.000486709j -0.00355744+0.00133962j 0.00126769+0.00238798j -0.00132179-0.00151049j 0.00281517+0.0066193j 0.00196817+0.0258094j 0.00475445-0.0137404j 0.0108854-0.00914445j 0.000361166-0.00929811j 8.61278e-05-0.00172155j 0.00954281-0.00101728j 0.00705267+0.00339024j -0.00278497-0.00332915j 0.000460275-0.0056432j 0.00234454+0.00212688j 0.00452068-0.00506826j 0.000573958+0.00253076j -0.00665247+0.000262485j 0.00139029+0.00165221j -0.00297239-0.00152127j -0.000443082-0.00120045j 0.00140045-0.0025388j 0.000248398+0.000167506j 
-0.00126806-0.000922085j 0.00278102-0.000835532j 0.0056485+0.00232276j 0.00190857+0.000246314j -0.00194245-0.00218804j 0.00130586+0.000543105j -7.80148e-05+0.00177207j -0.0106269-0.00530651j -0.00706801+0.00188229j 0.0115678-0.00148588j 0.00651667+0.00106372j -0.00892732+0.00281402j -0.00683564+0.00193386j 0.00503318+0.000958993j -0.00592979+0.00899146j 0.0247116-0.00690868j -0.00113618+0.0124961j 0.00141184+0.00696472j 0.0011681-0.00732457j -0.0163494+0.00410588j 0.00916875-0.0126606j 0.00626-0.00230073j 0.00448025-0.0039683j -0.00642731-0.000468468j 0.00540701-0.003935j 0.000533484+0.00188641j -0.0032548+0.00123533j 0.00011151+0.00200007j -0.00406452+0.00144683j -0.00210955+0.00128945j 7.63696e-05+0.0017656j -0.000415929-0.00100246j 0.00326486+0.0023878j -0.00165388-0.000858257j -0.00575627+0.00431183j -0.000555148+5.68166e-05j -0.00287402-0.000905111j 0.0015409-0.00138026j -0.005527+0.000650601j -0.000172029+0.000453763j 0.00788936+0.000850392j 0.00638293+0.00602589j 0.000849913-0.00404474j -0.00293336+0.0053298j 0.00183572+0.00337659j -0.00603593+0.00198324j 0.005688-0.0166566j 0.00995103-0.00530609j 0.00301008-0.00763673j -0.00501654-0.00435801j -0.00740356+0.000137264j -0.000839678-0.0148506j 0.00559137-0.00737498j 0.0067423+0.00065703j 0.0026644-0.00682424j -0.00567233+0.00283513j 0.0024407+0.000766867j -0.00702883+0.000541915j 0.000728454-0.00811621j -0.0101579-3.58365e-05j -0.00810646+0.00182577j 0.00304951+0.00389948j 0.000223545+0.00101109j -0.00528336-0.00181913j -0.00192981+0.000923434j 0.000107111+0.000707222j -0.000791267+0.000633487j 0.000964901-0.000422831j 0.00183497+0.00053271j 
-0.00180513+0.000999232j 0.00275307-0.0078293j 0.000386202-0.00863232j -3.25714e-06+0.00698204j -0.000855803-0.00809085j 0.0083878+0.00347431j 0.00896665-0.00033385j 0.00355671+0.00979187j -0.0103703-0.00588407j 0.00717383+0.00184586j 0.00232289-0.00854965j 0.0126606-0.00298114j 0.0121307+0.00404544j 0.00148865-0.0130719j -0.000281529+0.00129792j -0.00212347-0.0170528j -0.00547979+0.0113276j -0.00815859-0.000429164j -0.0109826-0.00339858j 0.010963-0.000578449j -0.00869761+0.00777063j -0.000625282-0.012282j -0.00622609+0.00176119j 0.000206303+0.00601359j 0.00519256-0.00210001j 0.00565858-0.00231653j -0.00540046-4.21059e-05j 0.00357626+0.0047941j 0.00633595+0.000716765j -0.00138204-0.000411073j 0.000472027-0.00488211j 0.00478645+0.000541917j 0.00471071+0.00461101j -0.00139527-0.00541764j 0.00672665-0.00387108j -0.00252285+0.00562374j -0.0085771-0.0118151j 1.67027e-05+0.00438277j 0.0101959+0.000905356j -0.00337221+0.0089401j 0.00445069+0.00464206j -0.00139366+0.00608177j -0.0056774+0.0108419j 0.00270167-0.00344056j -0.00577137+0.000757645j -0.012601-0.00199791j 0.000124239-0.00400121j 0.0122857+0.00605379j 0.0101771+0.0017173j -0.0110082-0.0108376j -0.00982092+0.000284827j 0.004889-0.00698905j 0.00189978-0.00016403j 0.0122458-0.00940302j -0.00283244+0.000410476j -0.00230058-0.00212237j 0.00345966+0.00278525j 0.00169952+0.00771437j 0.00333402+0.00510178j -0.00997234+0.00111776j 0.0109534-0.00108105j 0.00232989-0.000534807j 0.00339463-0.00172364j -0.000683299+2.71297e-05j 0.00208147-0.000740754j -0.00361477-0.00159414j -0.00154193-0.00150847j 0.00116434-0.00360296j 0.00120322+0.00263013j 
-0.000255157-0.000797178j -0.00125797+0.000132097j 0.0023065-0.00814689j 0.000735096+0.000332077j 0.000683487-0.00391621j 0.00150468-0.0063241j 0.009233-0.00461688j -0.0033225+0.00181393j -0.0018929+0.00866267j -0.00396942+0.00102567j -0.00852878+0.00255786j 0.0059542+0.00931138j 0.00584674+0.011712j 0.00653117+0.00477229j 0.00883102+0.00108147j 0.0049935-0.00293226j 0.0018544-0.00632298j 0.0104683-0.00793548j 0.00761285-0.000169071j 0.000517346+0.000662608j 0.0031791+0.0101802j 0.00487938+0.0052371j 0.00773033+0.00770025j -0.00322271+0.000333751j -0.00195982-0.00539226j 0.00110327+0.00696913j 0.000994697-0.00640533j 0.00115413+0.000578427j 0.00252423-0.00169011j 0.000219192-0.00511864j -0.00169943-0.00130456j 0.00141118+0.00131989j 0.00281604-0.000311888j -0.00310326-0.00270456j 0.0024056-0.00367305j -0.00234943+0.000757342j 0.00208308-0.00316476j -0.00753602-0.00206611j -0.00629599-0.00131364j 0.000695509-0.00494473j 0.00414859-0.00422596j -0.00218389+0.00403736j 0.000113037+0.00514381j -0.00238516-0.00653954j -0.00277331+0.00803107j -0.00423223-0.000338539j 0.00361124+0.00765204j -0.000544728+0.00297214j 0.00454355+0.00187281j -0.00526948+0.000355908j 0.00303943-0.00348056j 0.00494923-0.0018513j -0.00769045-0.0014337j -0.00487418-0.00926635j -0.00491362+0.00353646j 0.00184003-0.00579011j -0.000604166-0.00490999j 0.00676214+0.0012179j 0.0013083+0.000428785j -0.00241572-0.000283088j 0.00359494+6.38608e-05j 0.00382795-0.00337552j 0.000611634+0.0017523j -0.00170582-0.00229447j 0.0024429-0.00156505j -0.00229532+0.00109906j -0.00030636-0.00307267j 0.00123221-0.00135155j -8.06394e-05+0.00108274j 
-0.00363939+0.00551224j 0.00123929+0.00132653j -0.00433372-0.00368185j -0.000854063-0.00350128j 0.00148317+0.0121657j -0.000346135-0.00265784j 0.00321403-0.00630988j -0.00505925+0.000752846j 0.00565416+0.00355048j 0.000570783-0.00120538j -0.019217-0.000994124j 0.00284765-0.00423994j -0.00177887+0.0242218j 0.00642838-0.00181758j -0.0132733+0.000228736j 0.00338406+0.00432085j -0.00429137-0.0164441j 0.00839524+0.00118263j 0.0150517-0.00159023j -0.00357669+0.00451859j 0.00175671+0.00668551j 0.000998685+0.00314984j 0.00345635+0.00599225j -0.00059985-0.00792107j -0.00446463+0.0064637j -0.00615304-0.000717011j 0.00560131-0.00315429j -0.00590277-0.00329256j 0.00208559-0.00302053j -0.00099062-0.00206417j -0.00475424-0.00530286j 0.00554047-0.0051549j 0.000614144-0.000558428j -0.00394787-0.00151065j 0.00535876+0.00250223j -0.00523409+0.00017804j -0.0070621-0.0103677j -0.0144426+0.00540814j 0.00299325-0.00300367j 0.000651266+0.000562037j 0.0073338-0.00321527j 0.000615234+0.000441137j -0.00727317+0.0102627j -0.00139396-0.00511369j 0.00229158+0.0116012j -0.00334688-0.00559814j 0.00291566+0.000510962j -0.000473647+0.0087371j 0.0141865-0.0066996j -0.00991349+0.000484765j 0.00136471-0.00419309j 5.85193e-05+0.00129954j -0.00370746-0.00211473j -0.00169141-0.00865092j -0.0017036+0.00173834j -0.00545009-0.0113807j -0.00551286-0.00126348j 0.00481389+0.00534409j 0.00474964-0.00201484j -0.00753217-0.00574217j -0.000636419-0.000716933j 0.00440695-0.00771743j 0.00575832+0.00737708j -0.00500748-0.0073787j 0.00320054-0.000585173j -0.0112962+0.00186964j 0.00157674-0.00147998j 0.000632263-0.00131933j 0.000373274+0.00460502j 
0.00120951+0.00119909j 0.00229908-0.00405052j -0.00550777+0.000464605j -0.00214321+0.00238059j 0.00237683+0.00277015j 0.0032949-0.00142249j 0.00469328-0.00134611j 0.00518277+0.0158829j -0.0070049-0.000599792j 0.00588218-0.0095154j -0.0156817+0.00244196j 0.000758543-0.00149585j 0.00535842+0.0151008j 0.00144909-0.0153769j 0.00137089+0.00213801j 0.000526716-0.0147302j -0.00590731-0.00575569j -0.00981946-0.000220024j 0.00975729+0.00431394j 0.0117491-0.00591527j -0.00403883+0.00624667j -0.00474119-0.00527417j -0.00827569+0.00220625j -0.00380302+0.00511686j 0.00139999+0.00866463j 0.000972547-0.00659507j 0.00154797+0.00312122j 0.0010422+0.00318447j 0.00150598+0.000986002j -0.00371426+0.00399645j 0.00370862-0.00513897j 0.00325331+0.00119491j -0.00579169-0.00166014j 0.00360677+0.00116909j -0.00318484+0.0043715j 0.0035235-0.00160316j 0.00565263-0.00298667j 0.0122708+0.000128961j -0.00100159-0.000993051j -0.00306776-0.00327718j -0.0026877+0.00573289j -0.00212349-1.88739e-05j 0.00288728-0.00373267j 0.00563134-0.00198894j -0.00779404-0.0130357j -0.00184699-0.00816825j -0.000830021-0.00945151j 0.00453926-0.00700743j -0.0113052+0.00187119j 0.0094563-0.00954397j -0.0104033+0.00610717j -0.00561013-0.0110545j 0.00561729-0.00204392j 0.0019867+0.00486712j -0.00089271-0.000541516j 0.00288786+0.00366744j -0.00111559+0.00778087j -0.00366394-0.00139802j 0.0018492+0.00304298j 0.00698425+0.00349472j 0.00110565+0.00161726j -0.00663955+0.0065354j -0.000883363-0.00332186j -0.000619865+0.00304773j -0.00404032+0.000938354j 0.00362326-0.00102076j 0.00555435+0.00261682j -0.00431351+0.00150209j -0.000242043-0.000495413j 
-0.00229211-0.00119021j -0.00395827-0.00141101j -0.00316288+0.00225332j -0.00322643-0.00485301j 0.00720097+0.00224756j -0.00108017-0.00230271j -0.00662901+3.68125e-06j 0.00335969-0.00167577j 0.0110224+0.00927102j -0.017268-0.00106252j 0.00449775+0.00939934j -0.000588855+0.0114351j 0.00234226+0.0126567j -0.0254411-0.00264487j 0.00829118+0.0098592j -0.00944326+0.000165413j 0.00610371+0.00112721j 0.0114167+0.00278084j 0.00383865+0.00039874j 0.00447235+0.00178557j -0.00200578-0.00735653j -0.0101955+0.00657935j 0.00138418+0.0016288j 0.00311992-0.0010764j -0.00416537-3.56376e-07j -0.00262231+0.00354349j 0.00619709-0.00238107j 0.0022216-0.00119383j -0.000994779-0.000195776j -0.00259095+0.000288586j -0.00171508+0.00115645j -0.00429288-0.00196624j -0.000138463+0.00191527j -0.00269123-0.000292424j -0.00772743-0.00149265j 0.00210819+0.000203925j 0.000597138-0.00242154j 0.00671204+0.000936308j -0.0074979+0.00208609j 0.00386586-0.0068035j 0.00404947-0.00199741j -0.00372926+0.00181525j 0.00279352+0.00337071j -0.0040557-0.0028136j -0.0098102-6.35258e-05j -0.00752494-0.00427025j -0.00119421-0.0108702j 0.00431446-0.00224462j -0.00108947-0.00688799j 0.000305077-0.000770053j -0.00801699-0.0052326j -0.0032094-0.0173149j 0.00367545+0.00081636j -0.00536511+0.00281757j -0.00123572+0.00694906j -0.00342124-0.00387174j -0.00232302+0.00298223j -0.0077152-0.000274162j 0.00020472-0.0030168j -0.00419467-0.00238055j -0.00633926+0.000633679j 0.00133695+0.000425858j -0.0016886+0.000123513j -0.00366802-0.00309754j -0.00159141-0.000683464j 0.00234571-0.00151896j -0.000541842-0.000206571j -0.000613297-0.00253471j 0.00113037+0.000939051j 
-0.00247538+0.00218127j -0.00463672-0.00352212j -0.00321508+0.00401739j -0.00227502-0.000764944j 0.00307774-0.00295021j -0.00318142-0.00268338j -0.00135579+0.00467628j -0.00860372+0.000622179j -0.00440384+0.00383929j 0.00256126+0.00119451j 0.00799777+0.00359649j -0.0079289+0.0114414j -0.00345082+0.00508342j -0.00637244-0.00142584j 0.00574678+0.0060628j 0.0125345-0.00414704j -0.00113406+0.0064646j -0.00543907+0.00504015j 0.00501888-0.00135368j -0.00635625+0.00106393j 0.00441558-0.0104001j 0.00567227+0.00194899j -0.00261014+0.00135798j -0.00930966+0.0042077j -0.00142468+0.00194257j 0.00112261-0.00017053j 0.00357589+7.83659e-05j 0.00580575-9.43041e-05j 0.00141217+0.00342863j -0.0044189+0.00231402j -0.00192406-0.0005506j 0.00273117-0.000143625j -0.00413584-0.00101726j 0.00370221-0.00100011j -0.00583133-0.00206296j 0.00168678-0.00154026j 0.00435019+0.00752664j -0.000202083-0.00438j 0.00277753-0.00182256j 0.00209703+0.000107262j -0.0092786+0.0064254j -0.0101991-0.00393124j 0.00630409-0.00293876j 0.00235478-0.00628496j -0.0128019-0.00918932j -0.00243823-0.0135398j -0.00273989+0.0215855j -0.00237963+0.0094142j -0.00102991-0.000108374j 0.00464499-0.00207643j 0.0069046+0.000534818j 0.0221054+0.00162421j -0.0040084-0.00596856j 0.00591551-0.000578811j -0.00557954-0.00694229j 0.00368725+0.00937632j 0.00548042-0.0063445j 0.00374902+0.00201758j -0.00349066+0.00370873j 0.00151612+0.0013786j 0.008091+0.00832911j -0.00714604+0.00137006j 0.00219981-0.00016227j 0.00208411+0.00410368j -0.00147517-0.000431629j 0.00330825+0.00101172j 0.00161662+0.004444j -0.00193541+0.000471047j -0.000535257+0.000275624j 
-0.00347822-0.000235796j 0.00349225-0.001422j -0.00400782-0.00205265j 0.00217426+0.00639669j -0.000229998+0.00117976j 0.00178555+0.00142076j 0.00306437+0.00480062j 0.00129682-0.00579473j -0.000324018-0.00503471j -0.00268013+0.0117179j 0.0028551-0.00237071j 0.00807598-0.00271024j 0.00205066+0.0072181j -0.00576708+0.00518775j -0.0053602-0.010357j 0.00100496+0.0124737j -0.0089081-0.0058013j -0.00410073+0.00199736j 0.00956454-0.00162798j -0.00197898-0.0107787j -0.000507202+0.00272222j -0.0011373+0.00278547j -0.00183982+0.00708092j -0.00199182-0.000989071j -0.000468648+0.00761039j 0.001947-0.00363166j 0.000962332-0.000949513j 0.00341947+0.00283431j -0.00113436+0.00257984j -0.00174944+0.00328864j 0.00104588-0.00219276j 0.00117483+0.00240029j -0.00441742+0.00277118j 0.00376851-0.00168653j -0.00178139+0.00501076j -0.0017428+0.00137311j -0.000238515+0.00427779j -0.00431286-0.000766609j 0.00639353+0.00414954j -0.00149368+0.00398845j -0.0026765+0.00236084j 0.00555061+0.00241415j -0.0016463-0.00813358j -0.000501423+0.00506261j -0.000755511-0.00190138j 0.00225711+0.00101316j 0.00900086+0.00515741j 0.00137254+0.00146686j 0.00427402+0.00121344j -0.00226036-0.00249139j 0.00485867-0.0016867j 0.00579212-0.00746451j -0.00115273-0.00316963j 0.00220543+0.00114379j -0.00338188-0.00706386j 0.00487941+0.00488831j 0.00150036-0.00314292j -0.00205398-0.000867959j 0.00150862+0.00122208j -0.00289384+0.0044361j 0.00218481+0.00187887j -0.000366505+0.00669786j 0.000943981-0.000497977j 0.00592662+0.00152233j -0.000904248-0.00260966j 0.0027487+0.00395007j 0.0033478-0.000374436j -0.00110082+0.00252136j -0.00019732-0.00131503j 
0.00079544-0.0031603j -0.00225849+0.00363914j 0.00569561+0.00985526j -0.00898619+0.00666997j 0.0157451+0.00497901j -0.00980839-0.00725131j 0.00422483+0.00606296j 0.000432803-0.00817015j 0.0016923-0.0205274j 0.0148079+0.00766791j -0.00375552-0.00640234j -0.00787586-0.0249924j -0.00887237+0.00831504j -0.0211447-0.000253074j -0.00921924+0.00794744j -0.00669403+0.00270323j 0.000230569-0.00427019j 0.00105786-0.000692876j -0.0138124+0.00511946j 0.0026979-0.00514287j 0.00220196+0.00142429j 0.000112301-0.00511386j -0.00852327-0.000569135j -0.0100308+0.00780415j 0.000627132-0.00305253j -0.0034122-0.00194647j 0.00478542+0.00204368j 0.00343427-0.00109273j -0.00655129+0.000232999j -0.00140026-0.000603685j 0.00186068+0.00392162j -0.00163853-0.00115285j 0.000910153+0.00213302j 0.00571364-0.000432654j -0.00529945-0.00112007j -0.00327669+0.00642641j 0.00351379+0.00149932j 0.00456962-0.00186386j -0.00225276-0.00362334j 0.00287248+0.000572469j 0.00462438-0.00971099j 0.00580137-0.00499382j 0.00186034+0.00927713j 0.00723478-0.00715313j -0.00506632-0.0105438j 0.00377027-0.00710327j -0.00939389-0.0163739j 0.00723218-0.00552658j 0.00427129-0.00196491j -0.000915135+0.000193546j -0.00579376-0.00289239j 0.00135684-0.00819495j 0.00284566+0.00148793j 0.000720986-0.00128386j -0.00286255-0.00160728j 0.00609464-0.00284892j 0.00465449+0.0017146j -0.00345263-0.0039579j -0.00378349-0.0037191j -0.00448213+0.00386556j 0.00145523+0.00130253j -0.00112953-0.000671662j 0.000194952-0.00178093j -0.00129539-0.00331434j -0.00260906+0.000804257j 0.00236559-0.000956958j 0.00130324+0.000341982j -0.00109042-0.00125262j 0.00025176-0.000323747j 
