-0.0302952+0.0111677j -0.0044894+0.0514552j 0.0389252+0.122719j 0.0654868-0.0825446j 0.0515781+0.0190857j -0.124739+0.0491021j -0.00615852-0.0556128j -0.0672394+0.00179187j -0.056149+0.043794j -0.00767645+0.0776326j 0.00828894-0.000669916j 0.0856071+0.114374j 0.0915177-0.00419077j 0.0293969+0.102467j -0.114027-0.0386741j -0.1054+0.0397781j 0.0300812-0.0291318j -0.0912798-0.0157029j 0.038979+0.0593227j 0.0350246-0.128256j 0.00689873-0.0394533j 0.0340427-0.101028j -0.275853+0.0359403j 0.107206-0.0932143j 0.20818+0.144996j -0.0607342+0.172313j 0.0933264-0.0447605j -0.0353427-0.0874656j -0.0109899-0.117675j 0.0615903+0.0426634j 0.1546-0.14627j -0.0244102-0.078641j 0.0428136+0.117272j -0.022465-0.0720313j 0.0288796-0.0795978j -0.191272-0.0460693j 0.106609+0.21425j -0.184521-0.00349343j -0.0362604+0.0902465j 0.0780019+0.0119009j 0.0389011-0.0276439j -0.0227417+0.0152082j -0.0359691-0.00469611j -0.0285895+0.0534062j 0.0107826+0.0502346j -0.0451854+0.010221j -0.00989588-0.0248292j -0.00917875+0.0463405j -0.00454946+0.00228095j 0.029357+0.00330329j 0.00127891+0.0226756j 0.0491267-0.0215733j -0.0489489+0.00980046j -0.0324829+0.0094325j -0.0305484+0.0181841j 0.0107459-0.0503497j -0.0243131+0.0164834j 0.0513443+0.0350287j -0.0156572-0.00591299j -0.00478145+0.0223408j -0.0188591-0.00542495j -0.00198717-0.0135213j 0.0402091-0.00443732j 0.0525199+0.00333557j -0.00133563-0.00819051j 0.0387489+0.054736j -0.0130059+0.0422674j 0.00724496-0.0111305j 0.00858466+0.0359316j -0.081079+0.00639427j 0.0135259+0.0151361j -0.0112487-0.0348915j 0.0246218+0.0461582j 0.0175775-0.0562639j -0.0128598-0.0286731j 0.0304626-0.0342511j 0.00585686+0.000708366j -0.0112076-0.000490799j -0.0472406-0.0111082j 0.0171039+0.0339164j 0.0226869+0.0150617j 0.0114725+0.00434202j 0.0307291-0.0111713j -0.0351442+0.0626653j 0.0119156-0.0357031j -0.00706996-0.020964j 0.000676783-0.0327883j 0.00703012-0.0331632j -0.0567574+0.112374j 0.123784+0.0376968j 0.0237285-0.0352425j -0.00185789+0.0331295j 
0.00392454-0.00354505j -0.00460362-0.00388075j -0.00559057+0.000941657j 0.00377184+0.00578391j -0.000539773+0.000921932j -0.00168036-0.00673208j -0.000725632-0.00287453j -0.00122785+0.00624585j -0.00313156-0.00271837j 4.99255e-05-0.00217691j 0.00196168-0.00192137j -0.00273978+0.000828112j -0.0033456+0.00461571j 0.0011493-0.00227291j -0.00438542+0.000251719j 4.21485e-05-0.00247952j 0.00185834-0.000574974j 0.0015225+0.00430973j -0.000645685-0.00207711j -0.00238401+0.00239131j 0.00656469-0.00142385j 0.00154663+0.00164142j -0.000473221-0.00512226j -0.00346926-0.00637971j 0.00673155-0.00733729j 0.000521636-0.0035046j 0.00975315+0.00877589j 0.000258302-0.00944647j 0.00369017-0.00995476j 0.0039662+0.00581287j -0.00499303+0.00119405j -0.00737304+0.0113429j 0.00486458+0.00830179j 0.00503936-0.00406008j 0.00696837+0.00191292j -0.00303831+0.00281453j 0.00884477+0.00276907j -0.00277952+0.00380613j 0.00524246-0.0103068j -0.00440835+0.00454324j -0.00908356-0.00221954j -0.0025356+0.00931876j -0.00323435+0.00206256j 0.00585613+0.00630286j -0.00099815-0.00227706j -0.00172316+0.00109744j -0.00176111+0.00391563j -0.000508671-0.00742293j -0.00678432-0.00440041j -0.0108454-0.000593217j -0.00331293-0.00626819j -0.000351251-0.00361282j 0.00317661+0.00727933j -0.00355198-0.0060855j -0.00284875-0.014j 0.00498668+0.00768006j -0.00357159-0.00373298j -0.00405914-0.0120759j -0.00142316-0.00246835j 0.00522524-0.00349504j -0.00416932+0.00377796j -0.00769589-0.0046187j -0.00823226-0.000835516j 0.00267108-0.00591825j 0.00628266+0.00368146j 0.00622722+0.0130834j -0.0147387-0.00324585j -0.0137824-0.00198217j -0.00884288+0.0121829j 0.0094417-0.000320097j -0.00117496+0.00764592j -0.0143571+0.00259666j 0.0109755+0.00779763j -0.00730946+0.0012347j -0.00973517+0.0103964j 0.00353406+0.00570992j -0.0138733-0.00522066j 0.0019993-0.00935503j -0.00032935+0.00780708j 0.0101752+0.00144871j -0.00915636-0.0111896j -0.0112143+0.0135133j 0.0118738+0.00834861j 0.00168589+0.00385292j 0.000948512-0.0101666j -0.00118568-0.00297902j 0.0156594+0.0179545j 0.00513677+0.00193487j -0.00311765-0.000834146j 0.00310026-0.00796536j 0.00456492+0.000655499j -0.00165746-0.00144188j 
-0.0115268-0.00297582j 0.000162489+0.000795924j -0.00259569-0.00721883j -0.00178106-0.00029327j -0.00573406-0.00219446j 0.00134651+0.00527571j -0.00304646+0.00408254j -0.00157494-0.00703878j -0.00225096+0.00364177j -0.00636647+0.00123553j -0.00316883+0.00273191j 0.000899162-0.000127337j 0.00460834-0.00380176j 0.0051244-0.00470455j 0.0059384+0.00236669j -0.00286752+0.00284643j 0.00256738-0.00429219j 0.00240818-0.00498505j 0.00335077+0.00244398j 0.001696-0.00536436j 0.000478233+0.00241763j -0.00182602+0.000408498j -0.000414558-0.00464951j 6.48501e-05+0.0026778j 0.00244826+0.00858763j -0.00405488+0.00992755j 0.000260944+0.00126148j 0.0159181-0.000595193j -0.00283523+0.000267752j 0.00426185-0.00920981j -0.00428165-0.0017583j 0.0177705-0.00174068j 0.00855481-0.00798146j -0.00514047+0.00229807j -0.00293316+0.00439229j 0.0045075+0.0100123j -0.0174681+0.00652305j 0.000730637-0.00160432j 0.00144204+0.013057j 0.00316988-0.00833032j 0.026031-0.00951912j 0.00400306-0.0196339j 0.00105665+0.000124697j -0.00175253+0.000770532j -0.0021601+0.000116483j 0.000946363-4.91472e-05j 0.00361183-0.00122629j -0.00342524+0.0042052j 0.00107402-0.000636693j -0.00300569-0.00519746j -0.00428384+0.00406076j -0.000510779-0.00205207j 0.00289395+0.00873514j -0.00211917+0.00413167j -0.00791564-0.00333764j -0.00712966+0.000519331j -0.00651251-0.00508116j 0.00324134-0.00107021j -0.00282862+0.00112817j 0.00361911+3.70051e-05j -7.69688e-05-0.000615475j -0.00346434+0.00290697j 0.000649878+0.00319694j 0.000567303+0.000799921j 0.00146718-0.00490836j -0.000241673+0.00050104j -0.00218848+0.000615345j -0.00160226+0.00029271j -0.0105831-0.000920339j 0.00788235-0.00139555j -0.00425187-0.00119406j -0.000489585-0.000190981j 0.00122602+0.00432886j -0.0043046-0.00100578j -0.00528522-0.0058194j 0.0075521-0.00576014j 0.000449513-0.00139847j -0.00191012-0.00217952j -0.00122333+0.00541238j 0.000163884-0.00708758j -0.00710864+0.00338152j -0.00224848+0.00415279j -0.0045612+0.0111824j -0.0123438+0.00552455j -0.00348519+0.00210171j 0.00406951-0.0130797j -0.0107554+0.00266686j 0.00535653+0.00393568j 0.00062348+0.00468023j -0.000577783-0.000395163j 0.00350471+0.00601617j 0.00304258+0.00106826j 
0.00301012-0.00238876j 0.00660252+0.000442463j 0.0051163+0.00410072j -0.00328071-0.00199309j 0.00623336+0.000450979j 0.00288735+0.00202169j -0.000450526-0.00165061j 0.000571605+0.00399359j 0.00181268+0.00192551j 0.00143873-0.0047523j -7.71509e-05-0.00565398j -0.00363236-2.41267e-05j -0.00314702+0.00455502j -0.00150987-0.00435308j -0.0111723+0.00053204j 0.00652568-0.00700349j -0.00300807+0.00415753j 0.00102359+0.00119056j 0.00704229-0.000836931j -0.00494985+0.0121864j 0.00871835-0.00102614j 0.00664214+0.00112187j 0.00298308-0.00260746j 0.0080469+0.00160636j -0.0100376-0.000207995j 0.00729641+0.00506568j -0.00483471+0.00275704j 0.00615952-0.017734j -0.0127471+0.00268598j -0.0148874-0.00528229j -0.00204539-0.00540271j -0.0035839-0.0189549j -0.00154698-0.00282742j 0.00246453+0.00598005j 0.00216679-0.016985j 0.00528899-0.0140324j -0.0130604+0.0172622j 0.0069035-0.00614727j -0.015183+0.0158131j 0.00941571+0.0136685j -0.00256103+0.0174798j 0.0226549-0.00132417j -0.00388628+0.00486107j 0.0039894+0.00282948j -0.00310999+0.00434294j 0.00232175+0.00258953j -0.000827472+0.00119106j 0.000766671+0.00205116j -0.00407598-0.000562137j -0.00335063-0.00342571j -0.00361114-0.00369215j 0.00610332-0.00619835j -0.0028116+0.0009413j -0.000321356+0.00114285j 0.000277253-0.00386668j 0.0083503+0.00274408j -0.000273468+0.000532437j 0.00043971-0.0080649j -0.000463118+0.000536366j -0.0041992-0.00440404j -0.00338917-0.00312226j 0.00244006+0.00153677j 0.00610124-0.00147252j -0.00188634-0.00220933j -0.00401904-0.000613062j 0.000195871+0.00487008j 0.00675727-0.00202321j 0.00458626-0.00435422j -0.00499533+0.00864621j -0.00306634-0.000952496j 0.00526988+0.0039751j -0.00555736-0.0104737j 0.00146397-0.0104372j -0.00573644-0.00751504j -0.00121196+0.00792237j 0.00402483+0.00530253j -0.0051561+0.000125556j 0.00762142+0.00926104j 0.00809412-0.00641321j -0.00121472+0.00684731j 0.00823356+0.00148879j -0.00223941+0.00384487j 0.00884059-0.00167564j 0.0072231+0.00322085j -0.00382383-0.00147479j -0.00138188-0.00123748j 0.00410504-0.00130452j 0.000316432+0.000331295j -0.00180711+0.000651396j 0.0100063+0.00875973j -0.00255644-0.00190054j 0.00142262+0.00705945j 
-0.00110359-0.000981654j 0.00126821-0.00161054j -0.00118807+0.00153624j 0.00316019+0.0016659j -0.00358616+8.41267e-05j -0.000314216-0.00113343j -0.000176103+0.00054698j 0.000894507+0.00223528j -0.00288485-0.000273397j 0.00138859+0.00261902j 0.00396031+0.000671364j -0.00188895+0.00373718j -0.000405756+0.00104633j 0.00190694+0.00074591j -0.00252105-0.00204094j 0.000231233+0.000672637j -0.000949144+0.00457003j 0.00425521-0.00236534j 0.00218006-0.00453778j 0.00161084+0.0081116j 0.0016581-0.00271993j 0.0011683-0.000220719j 0.000523389+0.00439344j -0.00199129+0.000845458j 0.00392478-0.000475455j -0.00289965+0.00181383j -0.0050186+0.000929936j 0.00618717-0.00691926j 0.000977293+0.00693118j -0.00517359-0.00323375j -3.30941e-05+0.00295402j 0.00591763-0.00404171j 0.000558133-0.000537091j -0.000411844+0.000848785j 0.00383353+0.00276834j -0.000755857-0.0119069j -0.0107708+0.0100705j -0.0016427-0.00815572j -0.00570993+0.00416114j 0.00263205+0.00687105j 0.00124045+0.000796861j 0.00412657+7.92602e-05j -0.00483216+0.00385076j 0.00552463+0.00686883j -0.00133139-0.000781563j 0.00824626-0.0033274j 0.00459448+0.00419436j -0.00403016+0.00370121j -0.00215237+0.000498006j 0.00289841-0.000547479j -0.00319195+0.00332897j -0.00519689+0.00173361j 0.000215005+0.000893289j -0.0028326-0.00163735j -0.0008394+0.00146152j -0.00372528+0.00294009j 0.000503539+0.000314214j -0.00243703+0.00330638j -0.00128376+0.00502627j 0.0105705+0.00421535j 0.00173464-0.00715835j -0.00596186-0.0114195j -0.016142+0.0115084j 0.0115784+0.00722323j 0.00558403+0.000108639j -0.0136385-0.00281649j -0.000954389-2.89815e-05j -0.00692203+0.0105484j 0.00445481-0.0161815j -0.00372569+0.0137245j 0.00506206+0.00429611j -0.000276912+0.0021398j 0.0130898+0.0107871j -0.00681121+0.00418499j -0.00993498-0.00106512j 0.00095709+0.0102638j 0.0058281-0.00135435j 0.00531293-0.000234719j -0.00105751+0.00780668j 0.0111963+0.00096774j -0.0153922-0.0118173j -0.0190674+0.0125951j 0.0161641+0.00552924j -0.0130813+0.0089285j -0.00735004-0.000976812j 0.00670524-0.000784161j -0.00690242+0.00378366j 0.00376006-0.00508625j 0.000695059-0.00596153j -0.000595629-0.000320419j -0.0020757+0.00245707j -0.000154489+0.00239619j 
0.00142617-0.0021239j -0.00578496-0.00226468j -0.00264324+0.00136367j 0.00353394+3.12563e-05j -0.00128012+0.00019057j 0.00299318-0.00555932j -0.00216157+0.00148484j -0.00118303+0.00151558j 0.000469022-0.00181906j -0.00068581-0.000274145j -0.000435371-0.00199894j -0.000889802+0.000867789j -0.000220117+0.00321498j 0.00358934-0.00389409j -0.00421449+0.00263142j -0.00111574-0.00246227j 0.00193555-0.000632015j 0.00539142-0.000857499j -0.00191684-0.00334364j -0.00147962+0.000858212j 0.00338067+0.0020446j 0.000600168+0.00358554j 0.000557094-0.0064114j 0.00179846-0.000168559j -0.00261067-0.00466216j -0.000566467+0.00499232j 0.00810106+0.000282135j 0.00417501-0.0026781j -0.00452662-0.00644822j -0.00327169-0.00119903j 0.000628506-0.000173434j 0.00238924+0.000470565j 0.0087782-7.01975e-05j -0.00198906+0.00101627j 0.00346288+0.00113012j 0.00142667+0.00745894j -0.00453818+0.00428523j -0.000566698-0.00278812j 0.00264938+0.00688097j 0.00274259-0.00313492j 0.00537065-0.0055305j 0.00599211-0.000536351j 0.00359671+0.00045829j 0.00571317-0.00657202j 0.000780206-0.00413885j -0.0042234+0.0112066j -0.00729877-0.00244779j 0.00296591-0.00664662j -0.00994042-0.00571705j -0.0023708-0.00194828j -0.000539391-0.0129698j 0.00503194+0.00440407j -0.00475887-0.000418082j -0.00948394+0.000161251j -0.00079707-0.00613079j 0.00316826+0.00514931j -0.00313843+0.000750899j 0.00787235-0.0130809j 0.00847518+0.000852694j 0.00370119+0.0026543j 0.00319359-0.00173243j 0.00144987+0.000899996j -0.00733912+0.00511199j 0.009121-0.00656951j 0.000850314+0.0204192j -0.00226692+0.00668806j 0.000819605+0.00776855j 0.00305684+0.00388969j -0.00275163-0.00407713j -0.00424332-0.012829j -0.00990773-0.00192796j 0.00686593+0.00742354j 0.0150026-0.0145996j 0.00829487-0.00214105j 0.00304778+0.0108388j -0.00763065+0.00469508j -0.00307168-0.00118878j -0.00171819-0.00674825j 0.0123334-0.00503227j -0.00265734+0.00672826j 0.00779532+0.00343322j -0.00427325-0.013861j -0.00537394-0.00664827j 0.00848914-0.0143906j -0.00509199-0.00576443j -0.00693294+0.00406363j 0.011068+0.015041j 0.00337518+0.0045863j 0.005259+0.00686434j 0.00599755-0.00252591j -0.00205209+0.00530592j 0.00398525+0.000767918j 
0.00202424-0.00137409j 0.00450889+0.00310482j 0.000275627+0.00115731j -0.00126073-0.00428248j -0.0023763+0.00157721j -0.000390947-0.00239873j 0.00297933+0.00111493j 0.003046+0.00362518j -0.000416592+3.49408e-05j 0.00275565+5.38805e-05j 0.0028477+0.000151394j -0.000275824+0.00375011j -0.00149474+0.00346124j -0.000787049+0.00252944j 0.00311829-0.00528204j 0.000702082-0.00196572j -7.3238e-05+0.00406532j 0.00226305+0.00167957j 0.000991657-0.0027503j -9.56339e-06+0.00589027j -0.0015311-0.00419953j 0.00158565-0.00173239j -0.0042076+0.0025274j 0.000153366-0.00649759j 0.000368188-0.00466388j 0.00810274-0.00366905j 0.00131641-0.00558626j -0.00390578-0.00567784j 0.00313352+0.00383425j -0.00290809+0.000154706j -0.000186612+0.00419238j -0.0011922-0.00402148j -0.00708263+0.00245951j 0.000269122-0.00576029j 0.00192896-0.000805154j 0.000889351-0.00751557j 0.0066487+0.000283773j 0.00206388-0.00403565j 0.000387759-0.00766142j -0.000707836+0.00428907j -0.00976544+0.0103127j 0.00240682+0.00373793j -0.00256666-0.00478839j -0.000544845+0.00602523j 0.00622291+0.00240608j 0.00317655-0.00265634j -0.000917971+0.000383889j -0.00526311-0.00250932j 0.00567047+0.00284323j 0.00216159-0.000932711j 0.00139007+0.00917319j -7.43656e-05+0.00800875j 0.000281672+0.000125643j -0.00374696+0.000621613j -0.00394327-0.000687002j -0.0115939-0.0061383j 0.00113857-0.000327348j 0.00955219+0.00714936j -0.00215502+0.00258167j -0.00378162+0.00394577j 0.00207895-0.00487632j 5.35154e-05-0.0040305j -0.00327591+0.00801887j -0.00177072+0.000941501j 0.0043057+0.00298243j -0.00348983+0.00698756j -0.003602-2.24689e-05j 0.00108369+0.000205763j 0.00212875-0.00637046j 0.00468222-0.000405834j -0.00553012-0.0119902j -0.000904364+0.0023082j 0.00301782-0.00151877j 0.00587526+0.00924097j -0.00620928+0.0125177j 0.00418605-0.0129846j 0.00265235-0.00212423j -0.00067473-0.0112035j 2.7806e-05-0.00315019j -0.0010934-0.00466065j 0.00128136-0.00430051j 0.00109324-0.00346064j -0.00568189-0.0019323j -0.0139863-0.00112191j -0.00799473+0.0109499j 0.00511899+0.00221533j -0.00229468-0.00675753j -0.00793871-0.00362715j -0.00202491+0.000111809j -0.00172525-0.00408003j -0.00239437-0.00190806j -0.00114677+0.00479752j 
-0.0013057+0.00306679j -0.0048242+0.00149006j -0.00844936+0.00280169j 0.0121921+0.00236871j -0.0124027-4.41154e-05j -0.000810015-0.00380597j -0.00370633-0.000911613j 0.00165043+0.00639071j -0.00680779-0.00247504j -0.00358219+0.00617013j 0.00737219+9.22641e-05j -0.00402215+0.00394169j -0.000115198+0.00118456j 0.00400641-0.000130082j 0.001173+0.00392498j -0.000851372+0.00169977j 0.0019843+0.00690705j 0.000316914+0.00108846j 0.00273609-0.00542874j 0.00519783+0.00682039j -0.00375533+0.000656563j 0.00175033-0.00602868j -0.000171139-0.00107367j -0.000339794+0.00101235j 0.00619075-0.00284185j -0.000764111+0.00792253j 0.000386593-0.00231364j 0.00343406-0.00330945j 0.00537938+0.00538816j -0.002598-0.00330142j 0.0106026+0.00834231j 0.007837-0.00369139j -0.000552558+0.00697893j -0.007606+0.00173643j 0.0056678+2.34283e-05j -0.00408902-0.0119432j -0.0112083+0.0163805j -0.00821896-0.0112439j -0.0102861-0.00352973j -0.00175583+0.00872939j 0.00142153-0.00200276j -0.00123179-0.00125091j 0.00291768-0.00505087j 0.00182897+0.00190971j 0.00458979-0.00861337j 0.00756959-0.00271804j 0.00418784+0.00515154j -0.000416315+0.000796801j 0.0039293-0.00331648j -0.00541428+0.00033352j 0.00668576+0.00632721j -0.00383225+0.00808214j 0.00877954+3.62814e-05j 0.00687574-0.00179532j -0.00720971+0.00202879j -0.0162096-0.00910691j -0.00676259-0.00345939j 0.00281523+0.00420931j 0.00161494+0.0099513j -0.00450938+0.0060681j -0.00175253+0.00806987j 0.00845405+0.00372867j 0.00178208-0.00933127j -0.0105619+0.00273876j 0.0049293+0.00468421j 0.00991607+0.00203674j -0.00609486-0.000669087j 7.78014e-05-0.00750941j 0.00821376+0.00473967j 0.00529808-0.00923656j -0.00378654-0.00438565j -0.0121106+0.00717532j 0.000471055-0.00503167j 0.0104898+0.00666381j -0.00423966+0.00295833j -0.00265679-0.0112955j 0.00349474+0.00289634j -0.00728902-0.0125157j -0.00243469-0.00457857j -0.00496838-0.00584006j 0.00414035-0.00270519j 0.00749765-0.0189458j -0.00759148+0.0153315j -0.0116365-0.00844703j -0.00699679+0.0135567j 0.00284394-0.000754755j -0.00194152-0.00430712j -0.00847478-0.000730575j -0.00738971+0.000579319j -0.0029124+0.00363323j 0.000650277-5.8686e-05j 0.00143693-0.00152307j 
-0.00589945-0.00221464j -0.0030414-0.00117246j -0.00972545-0.00460633j -0.0002501+0.00758119j -0.00248012-0.00761606j -0.00410613-0.0021773j -0.000735815-0.0029421j -0.00703714+0.00681586j -0.004155-0.00331783j 0.00050528-0.000893446j -0.00186247+0.00359776j -0.00130181-0.00282906j 0.000801529-0.00126303j 0.00672629-0.00333996j 0.00247752+0.000184662j -0.00171572+0.00368179j 0.00252038+0.000358551j 0.00453944-0.00460579j -0.00863615+0.000551035j -0.00247978+0.00277782j -9.16351e-05+0.00541741j -0.00190969-0.000452244j -0.000329356+0.00235261j 0.00640876+0.00151916j -0.000665421+0.00719257j 0.00365979+0.00700504j -0.00743418-0.00153605j -0.00100256+0.00866609j 0.00437078+0.00613598j -0.00302442+0.00391757j 0.0089448-0.00304138j 0.000714406-0.00459019j -0.0033457-0.000335327j -0.00529963-0.00282488j -0.00164354+0.000977882j -0.00402043-0.00195319j -0.00151387-0.00143528j -0.00487116-0.00489231j -0.00571217-0.00127502j 0.00289665+0.00798339j -0.000576918-0.00612014j -0.00678129-0.00411046j -0.00941324-0.00650475j 0.000127431+0.0099423j 0.00273046-0.00160517j 0.00499433+0.0051102j 0.00397831+0.000111011j -0.0115996+0.00499262j -0.00299819+0.00107644j -0.0125765-0.0067347j -0.00791403+0.0015284j 0.00364348-0.000966474j -0.00656327+0.0126425j -0.0044196+0.00652054j -0.0113689-0.00663882j -0.000214976+0.00177672j 0.000669699+0.00846196j 0.00124999-0.00600456j -0.00160279-0.00515016j 0.00430992-0.0137528j 0.00244297-0.00107852j 0.0106252-0.0121931j -0.00498373+0.0228975j -0.000407322-0.00638322j 0.0108528+0.0046859j -0.00319913+0.00844576j -0.00404013-0.0131651j -0.00830971+0.0216486j -0.0127538+0.00850734j 0.000175126+0.00164087j -0.0194635-0.00344955j 0.0023187-0.0020538j -0.00125873-0.0121221j -0.00869259+0.00448201j -0.00789955-0.00342762j -0.00629946-0.0124216j -0.0101503-0.0187974j -0.000536963+0.00609959j -0.00866214-0.00672861j 0.000844844-0.00469234j 0.00443923+0.0149558j 0.00392455-0.00685219j -0.00366596-0.003051j -0.00597956+0.00581261j -0.00977742+0.00718825j 0.00148589-0.00167554j 0.00191412+0.00299998j -0.0140434-0.00089461j 0.00146834+0.00371562j 0.00382486+0.00155895j 0.000978604+0.000141419j -0.0053472+0.00142061j 
0.000910807-0.00254509j -0.00257191-0.00418722j -0.00917419-0.00161203j -0.00175076+0.00131937j 0.00349829+0.00650332j 0.00497157+0.00446908j -0.000414022-0.00151104j 0.00205465-0.00511506j 0.00170239-0.00194668j -0.0048148-0.00369828j 0.00248473-0.00370346j 0.00464626-0.00121181j -0.00123078-0.00130987j 0.00165303+0.00458506j -0.0027551-0.001157j 0.0037983-0.00656903j 1.65365e-05-0.00992908j 0.00315418-0.00572353j 0.000485452-0.00406443j -0.00415157-0.000227787j -0.00252518-0.00174426j -0.0102395+0.00264241j 0.00669549+0.00301307j 0.00521094-0.00272127j 0.00736584-0.000529737j 0.00249141-0.00226136j 0.017095+0.0212801j 0.00593221-0.00878538j 0.00871352-0.00804739j -0.00224095+0.000630668j -0.0071285-0.0061476j 0.0038498-0.00951668j -0.000931468-0.00475806j 0.0140751-0.0069598j 0.00116285-0.000632745j -0.00771784+0.00788061j 0.00702015-0.0120293j 0.0136721+0.00995912j 0.00952805-0.00171988j -0.00349216-0.00235556j -0.00319047+0.00657546j 0.00334513-0.00186192j -0.000714122+0.00348153j 0.000548852+0.00341016j -0.000145416+0.000499099j 0.00557562+0.00237287j -0.000583092-0.00252957j 0.00193654+0.00317618j -0.00387845+0.00263156j 0.000117508+0.000789422j -0.0040019+0.00220877j -0.00256812+0.00657326j 0.00376776+0.00314659j 0.000598083+0.00514536j -0.00674215-0.00028946j -0.0112713-0.00045924j -0.00319603-0.00308222j 0.00295854+0.0011032j 0.0032551+0.00785406j 0.00375563+0.00436531j -0.000247907-0.00222474j 0.00936907-0.00329259j -0.00346169+0.00760326j 0.00319122-0.00192359j 0.00595843+0.00961872j -0.00444-3.79401e-05j 0.00435298+0.00238948j 0.00576351-0.0010704j 0.00261985-0.00677591j -0.00308079-0.000680057j -0.00543683-0.00986094j -0.00145859+0.0053802j 0.0060226-0.0082666j 0.00444171+0.00163977j 0.00531504-0.00415442j -0.00508303-0.00698229j 0.00425612+0.0011088j -0.000411523-0.0068326j 0.00461569-0.0127374j -0.00241575+0.00096008j 0.0091847-0.00254792j -0.00239118-0.0112811j -0.0168285+0.00683526j -0.0169596-0.0129798j -0.00424464+0.00469087j -0.0017755-0.00652737j -0.00509017+0.00593225j 0.00601271+0.00410675j 0.00496757-0.000280025j 0.000802748+0.000124614j -0.000253281+0.00167338j 0.00278144+0.00272482j 
0.00040707+0.000455769j -0.000218753+0.00157924j -0.00227877+0.000789696j 0.00294513+0.00220611j -0.0039856+0.000125624j -0.000393515+0.00110954j -0.000674687-0.00147606j 0.00100915+0.00100317j -0.00298495+0.00352255j -0.00113562-0.00113997j 0.00115081+0.00231382j -0.00081823+0.00169313j -0.000736703+0.00103406j -0.000174661+0.00144856j 0.0018226+0.00119709j -0.000410631-0.000843118j -0.00253304-0.000262652j -0.00144283+0.00078384j 0.00505527-0.00449049j 0.00289238+0.001143j -4.43225e-05-0.00598193j -0.00402638-0.000148791j 0.00043913+0.00298694j 5.8693e-05-0.00108635j 0.0058753+0.00145758j -0.00584411+0.000500989j 0.00115434+0.00582842j 0.00707844-0.00327904j 0.00509886+0.00362622j 0.00941474+0.00474483j -0.00218271-0.00248325j -0.000718075+0.00198682j 0.00134834-0.00401562j 0.00115659-0.00367885j 0.000361676+0.000296384j -0.00435434-0.0020631j -0.00340257+0.0018133j -0.000201277+0.00151385j -0.00289396-0.00161842j -0.000428189+0.00123721j 0.00120891+0.000403429j -0.00235023-0.0017465j -0.00281693-0.000706274j -0.0025406-5.10093e-05j 0.000357155-0.000386146j 0.00455391-0.00551253j 0.00474548+0.00196708j 0.00186386+0.00851381j 0.00699029+0.00141416j -0.00529032-0.00451219j 0.00583494+0.00579625j -0.00408734+0.00550357j 0.00610718+0.0118219j -0.00186815-0.00786221j -0.00611109-0.0133084j -0.00369209+0.00170304j -0.00639365+0.00121159j -0.00709029+0.00291863j -0.0136757+0.00215411j -0.0148293-0.00593014j -0.0030805-0.00488094j 0.00100366-0.00515914j 0.0101708+0.00473883j 0.000467185+0.0132506j -0.00910763-0.00650859j 0.00625872-0.00342276j -0.012961+0.00616475j 0.0100924-0.00408131j 0.00317843+0.00619634j 0.014112+0.00567558j -0.00106846+0.00567904j -0.016692+0.00507408j 0.0126548+0.00823684j 0.00143366-0.00474855j 0.0091227+0.00560598j -0.00419098-0.0192517j -0.00349256+0.00414845j -0.00250525-0.00144834j 0.0133346+0.00293628j -0.00195457-0.00348631j 0.00376811-0.0114191j -0.00742744+0.0140673j 0.00577847+0.00667755j -0.00564712+0.004338j -0.0059463-0.00206769j 0.00176322-0.00942035j 0.00238307+0.00284405j 0.00771137+0.00446743j -0.00104219+0.00127271j 0.00455263+0.00143843j 0.00292168-0.00223612j -0.000558783-0.000136411j 
