-0.0302952+0.0111677j -0.0044894+0.0514552j 0.0389252+0.122719j 0.0654868-0.0825446j 0.0515781+0.0190857j -0.124739+0.0491021j -0.00615852-0.0556128j -0.0672394+0.00179187j -0.056149+0.043794j -0.00767645+0.0776326j 0.00828894-0.000669916j 0.0856071+0.114374j 0.0915177-0.00419077j 0.0293969+0.102467j -0.114027-0.0386741j -0.1054+0.0397781j 0.0300812-0.0291318j -0.0912798-0.0157029j 0.038979+0.0593227j 0.0350246-0.128256j 0.00689873-0.0394533j 0.0340427-0.101028j -0.275853+0.0359403j 0.107206-0.0932143j 0.20818+0.144996j -0.0607342+0.172313j 0.0933264-0.0447605j -0.0353427-0.0874656j -0.0109899-0.117675j 0.0615903+0.0426634j 0.1546-0.14627j -0.0244102-0.078641j 0.0428136+0.117272j -0.022465-0.0720313j 0.0288796-0.0795978j -0.191272-0.0460693j 0.106609+0.21425j -0.184521-0.00349343j -0.0362604+0.0902465j 0.0780019+0.0119009j 0.0389011-0.0276439j -0.0227417+0.0152082j -0.0359691-0.00469611j -0.0285895+0.0534062j 0.0107826+0.0502346j -0.0451854+0.010221j -0.00989588-0.0248292j -0.00917875+0.0463405j -0.00454946+0.00228095j 0.029357+0.00330329j 0.00127891+0.0226756j 0.0491267-0.0215733j -0.0489489+0.00980046j -0.0324829+0.0094325j -0.0305484+0.0181841j 0.0107459-0.0503497j -0.0243131+0.0164834j 0.0513443+0.0350287j -0.0156572-0.00591299j -0.00478145+0.0223408j -0.0188591-0.00542495j -0.00198717-0.0135213j 0.0402091-0.00443732j 0.0525199+0.00333557j -0.00133563-0.00819051j 0.0387489+0.054736j -0.0130059+0.0422674j 0.00724496-0.0111305j 0.00858466+0.0359316j -0.081079+0.00639427j 0.0135259+0.0151361j -0.0112487-0.0348915j 0.0246218+0.0461582j 0.0175775-0.0562639j -0.0128598-0.0286731j 0.0304626-0.0342511j 0.00585686+0.000708366j -0.0112076-0.000490799j -0.0472406-0.0111082j 0.0171039+0.0339164j 0.0226869+0.0150617j 0.0114725+0.00434202j 0.0307291-0.0111713j -0.0351442+0.0626653j 0.0119156-0.0357031j -0.00706996-0.020964j 0.000676783-0.0327883j 0.00703012-0.0331632j -0.0567574+0.112374j 0.123784+0.0376968j 0.0237285-0.0352425j -0.00185789+0.0331295j 
0.000263063-0.0054405j -0.00455209-0.00221416j -0.00399263+0.00256184j 0.00302579+0.000155722j 0.00177429+0.00331209j 0.00178695-0.00698263j -0.0024428+0.00281422j 0.00383693-0.00108709j -0.00495045-0.00602589j -0.00646555+0.00503719j 0.0099537-0.0117432j 0.00102042-0.00318212j 0.00222076-0.00298576j -0.0116738-0.00663237j -0.00481806-0.00362046j -0.0110239-0.00606151j -0.0112456+0.00355695j 0.000100363+0.00742653j 0.00312431+0.000475418j 0.0051655-0.00928046j -0.0049698-0.00195227j 0.00460552+0.00880916j -0.00665564+0.0147465j 0.0127984-0.000461046j -0.000445224-0.00266902j -0.00708043-0.00930914j -0.0132266+0.00619289j 0.00598638+0.000670904j 0.0164896+0.0187422j 0.00149008-0.0159131j -0.0142791+0.00339411j -0.00960101+0.012296j -0.0104131+0.00790802j -0.00488533-0.000747021j 0.0157588+0.000612974j 0.00256866+0.00274484j 0.00194667-0.00183452j -0.00255178+0.00290784j -0.00122121+4.71483e-05j 0.00118474+0.0063287j -0.000480297-0.00619518j -0.00572529+0.000324958j 0.00586987+0.00198005j 0.00762194+0.00320257j -0.00247481-0.00235392j 0.0111009-0.00187824j -0.00220059-0.00138558j 0.00284043-0.000743439j 0.000269834+0.00457456j -0.00220634+0.00538605j 0.00427023-0.0049608j 0.00379229+0.00483028j 0.00434258-0.0103408j 0.000747487-0.0081333j 0.012459+0.00648801j -0.00810967+0.0012507j -0.00805862+0.0172404j -0.00819771-0.0149903j -0.0110192-0.015693j 0.00799012-0.00239275j -0.00268668+0.0060969j 0.0127392-0.00914505j 0.00184475+0.0100725j 0.00619054+0.00329578j 0.00142353-0.0087814j 0.0198178-0.0246363j 0.0100755+0.00414939j 0.0171377-0.00830082j -0.0194522-0.00636355j 0.00539605+0.00492376j -0.0267706+0.00331341j -0.0140102-0.000557339j 0.0159046-0.0026411j -0.00917749-0.00494648j 0.00976053-0.0309076j -0.0166602+0.0237385j 0.0114727+0.0086963j 0.0149889+0.0142774j -0.00672869-0.0108414j 0.00421352+0.00467802j -0.000745307+0.00075938j 0.00551657-0.00558342j -0.00941132-0.00134867j 0.00491275-0.00636249j -0.0091791+0.00323873j 0.00339163+0.00357429j 0.00179459-0.00275898j 0.00294244-0.00285957j -0.000414003+0.000842718j 0.00500603+0.00109711j 0.00115353-0.000439587j -0.00325455-0.000634628j 
-0.00475008-0.00397816j -0.00273631-0.00160879j -0.00725578-0.00491192j 0.00311213+0.000612279j -0.00506857+0.00160294j 0.00213731+1.23333e-05j 0.00202125+0.000888459j -0.00351886-0.00249197j 0.00254506-0.000298246j 0.00267043+0.0100266j -0.00674544+0.00439494j -0.00471205-0.000112446j -0.000873568-0.00246734j 0.00772628-0.00572057j -0.000212772-0.0063374j 0.00373865+0.00205476j 0.00763528-0.00716959j 0.00296558+0.00262098j 0.00107402-0.00297032j 0.00328904+0.016221j 0.00285547+0.0055688j -0.0116191-0.0150194j -0.0061534-0.0037657j -0.00278809+0.00751364j 0.00341739+0.00691383j -0.00564272-0.0233798j 0.00647613+0.00287067j -0.0113413-0.00781897j -0.0161935-0.0024918j 0.00776301-0.00674339j -0.00223317+0.00201234j 0.00744153-0.00180305j 0.00407387-0.0140985j 0.00250699+0.00788481j -0.00716322-0.00933543j -0.0071805+0.000712965j -0.00216124-0.00213685j 0.00298257+0.00401453j 0.00278848+0.00372518j -0.00469334+0.00380442j 0.00473009-0.00479645j 0.00716358-0.00178124j -0.000515741+0.00530258j 0.00741527+0.00776026j -0.0102609+0.00163434j 0.000882304+0.000642821j -0.00407368-0.0127046j 0.00610991-0.00955312j 0.00397464+0.00361313j -0.00157707-0.00378066j 0.00346737-0.00469798j 0.0102838+0.0111341j -0.00444119-0.00874206j 0.00740352+0.00258719j 0.00184743+0.0245683j -0.0305409+0.00668657j 0.00205087-0.00739433j 0.000265566-0.00196921j -0.00699593-0.016079j -0.0031466-0.0199071j 0.00877827-0.00147177j 0.0188217-0.00568738j 0.000617305+0.0215024j 0.0256964+0.0283073j 0.00178284-0.00302356j 0.02671-0.0407571j 0.00955525-0.0079193j 0.0133839+0.0046795j -0.00595735-0.0244334j -0.0139077-0.00839698j -0.019407-0.000511726j -0.0197713+0.0152j 0.0248416-0.0117818j -9.40125e-05+0.00552565j 0.0100256-0.0111784j -0.00909768+0.0126306j 0.025001+0.00750266j 0.002828-0.0114239j -0.0175843-0.00146332j 0.00435345-0.00194757j 0.00196368+0.00368208j 0.0020137-0.0117131j -0.00725625+0.00673021j -0.00461113-0.00563903j -0.00746298+0.00670527j -0.00121991+0.00186269j -0.00502681-0.00165469j 0.0047193+0.00258414j 0.00311171+0.000302156j -0.00139692+0.00617467j 0.0048473+0.00515967j -0.00288223+0.00248634j 
-0.00310972+0.00115196j -0.000484394+0.000162892j -0.00369415-0.00449039j 0.00755307+0.000826957j -0.00581783+0.000908054j -0.00578299+0.000750305j -0.00511373-0.00872536j -0.00555071+0.00215563j 0.0136365+0.00796488j -0.0212729-0.00929274j -0.0132285+0.00876587j -0.00680103+0.0101381j 0.00620004-0.00715685j 0.00212957-0.00615672j -0.0028721+0.00453745j 0.00663451+0.0112574j -0.00496378-0.00522787j 0.000436996-0.00349218j -0.00648019-0.00511511j -0.0124902+0.0164003j -0.0142459+0.00340759j 0.0122448-0.0105698j 0.0011562+0.0115714j -0.00871098-0.0124417j 0.00803962+0.0192247j -0.00697153-0.00577025j 0.00577781+0.0100542j -0.0030606-0.00933796j 0.00984194+0.00085883j 0.00812213+0.0119138j 0.00945296-0.000483009j -0.00150691-0.00971108j 0.013097-0.0121164j -0.00342601-0.00586192j -0.0161551-0.00672942j -0.00681128+0.0052295j -0.00684611+0.00508656j 0.00641296-0.00422638j 0.00220349+0.00365566j -0.00242126-0.00137522j 0.000545811-0.00551997j 0.0102468+0.00387399j -0.00189263-0.00185263j -0.00170999-0.000827528j -0.00647054+3.07685e-06j -0.00438843-0.00175648j -0.00474989-0.00727472j -0.00663881+0.00146665j -0.0146671+0.00927803j 0.00973668+0.0134893j -0.00591389+0.00232841j 0.00557993-0.00124024j 0.0224166+0.00605727j -0.0147805+0.00587985j 0.0041802-0.0095383j -0.00233429+0.00877853j -0.00405833+0.0206664j -0.00565312+0.0109299j 0.0184627+0.0054192j 0.0214153+0.00379013j 0.0044654+0.00948541j 0.0120545-0.0268193j -0.0133225+0.00132734j 0.0151154-0.00804861j 0.0118759-0.0185155j 0.00212922+0.0120857j -0.0108861-0.0106773j -0.00726349-0.0146948j 0.0493945+0.0140993j 0.00899397+0.00889315j 0.0205917+0.00794037j -0.00544731-0.0301342j 0.0194845+0.0190391j 0.0124736-0.00132327j -0.0119865-0.0155803j 0.0124169+0.017198j -0.00715424+0.00536544j 0.00588197-0.00392925j -0.00983173-0.00203441j -0.00875577+0.000885297j -0.00490843+0.00284074j 0.00873093+0.00674857j -0.00599986-0.00333722j 0.00412005-0.00902992j -0.00659915-0.000299889j 0.0116496-0.00547234j -0.00570808+0.0074596j -0.00430225+0.000662691j 0.00351722+0.00184959j -0.00137787-0.000805826j 0.00352527+0.00143516j 0.00194602+0.00323492j 
0.00136032+0.000299946j 0.00430585+0.000627055j -0.001224-0.00376084j 0.000809796-8.78373e-06j -0.00216673+0.000218995j -0.00195981+0.000513004j 0.00368982+0.0041944j -0.0092937-0.00630002j 0.00461859+0.00921456j 0.00341369+0.000267763j -0.000500847+0.00103155j -0.00656743-0.00440092j -0.00122008+0.0018691j -0.00712202-0.00707607j -0.00126611+0.00633573j 0.00410997+0.00303286j 0.00210758+0.00191523j 0.00491444+0.0258031j 0.00850751+0.000238811j -0.00276608-0.00457461j -0.0108038+0.0102826j -0.00832065+0.00218748j 0.00171476+0.00561449j 0.0235-0.0127444j -0.0230486-0.0012344j -0.0161435+0.00897805j 0.019763+0.00247196j 0.000222017+0.0062863j 0.00760803+0.0126092j -0.000241521+0.0111012j 0.0116823+0.00224139j -0.0124112-0.00590266j -0.00236479-0.00374038j 0.000437687-0.000125879j -0.0154816-0.0062371j -0.000967982-0.00294448j -0.00317746-0.00262976j 0.00372491+0.000231625j 0.00148374+0.000979108j -0.000933116-0.00690186j 0.0023494+0.00502207j 0.00377198-0.00516268j -0.0111052+8.3839e-05j -0.00169476-0.00310193j -0.000730961+0.00180507j -0.00881572+0.00450522j -0.00235811-0.0061712j -0.00370345-0.00814484j 0.0136353-0.00839227j 0.00309551-0.00989438j -0.00455056-0.00284739j -0.00323641+0.00844074j -0.0151482+0.00560643j 0.00631965+0.006011j -0.00907808+0.0105465j -0.0154015-0.0129159j 0.015202-0.0337719j 0.0149918+0.00844963j -0.00157916+0.00695126j -0.0133061-0.0113293j 0.00325881-0.00178981j -0.014671+0.0185288j 0.00888081-0.00155788j -0.0101482+0.0203729j -0.00223411-0.00596586j -0.000320824-0.00437848j 0.00222577-0.00309506j 0.00603542-0.00815784j -0.0103609+0.00419784j 0.00379348-0.0267118j 0.00477851-0.000632042j -0.0204817+0.0146525j -0.0140233-0.00249099j -0.010796+0.0020157j 0.000167207+0.023815j 0.010132-0.0278673j 0.00709372+0.00102134j -0.0233143+0.000151005j 0.013251+0.00294344j -0.00157718-0.000655439j 0.00528221-0.003647j 0.00225221-0.000532944j 0.010669+0.00143577j -0.00855616+0.00746886j 0.00947116-0.000419866j -0.0100312+0.0040163j -0.000159265+0.000693421j 0.000169038+0.0051196j -0.000166703+0.000364812j -0.00884715+0.00524299j 0.00435203+0.00245006j -0.00115956+0.00132701j 
0.000495289-0.00233747j -0.00265029+0.00391558j -0.00367927-0.000739114j -0.000341451+0.00180084j -0.00141451+0.00188951j 0.0108277+0.000500049j 0.000853088+0.00752104j 0.00125398-0.00942544j 0.000390085+0.00480201j 0.0114802+0.0102169j -0.00405331+0.00516421j -0.00881449-0.00285953j -0.00047241-0.00213543j 0.00704361-0.00652134j 0.00481929-0.00519552j -0.00320495+0.000133347j -0.00531335+0.00935589j 0.00658159+0.0300254j -0.00742802-0.016207j 0.00611929-0.00659311j 0.00862263+0.00304644j -0.0032488-0.00181169j -0.0213483-0.00814186j 0.00779544+0.00117329j -1.32592e-05-0.0064095j -0.0028672-0.0153246j -0.00880888+0.0208321j -0.0029133+0.00560007j -0.0125871+0.00131071j -0.00314414-0.00290622j 0.00193388+0.0129241j 0.00903068+0.001332j -0.000760676-0.00216408j 0.00579076+0.00452264j -0.00291782-0.0124081j -0.00250681+0.000568054j -8.34416e-05-0.00474098j 0.00345643+0.00598179j -0.00401575+0.0041541j 0.00211263-0.00230667j 0.000167964-0.00265677j -0.00152026-0.004027j -0.0014265+0.00587723j -0.00555639+0.000183414j -0.00118691-0.000996303j 0.000398629-0.0014153j -0.00503393-0.00052706j -8.50901e-05+0.00652495j -0.0176934+0.00834807j 0.000362152-0.00231989j 0.00352281+0.00052753j 0.00188571-0.00497525j 0.0138964+0.00494463j -0.000228581+0.000104388j -0.00189738-0.010839j 0.0105402+0.00776039j -0.00836189-0.0130769j 0.00753211+0.00319262j 0.0178493+0.0264581j 0.0069605+0.0124001j 0.00685943+0.0182504j 0.00838889-0.00801645j -0.0122648-0.0142535j 0.00330967-0.0252016j -0.0016843-0.00321837j -0.0168543+0.0280326j -0.0181107-0.00704624j -0.0169473-0.00659132j 0.0241748+0.00509632j 0.00662644+0.0158371j 0.0172948+0.00116685j 0.0148112-0.0171335j -0.00389873-0.00272185j 0.019648-0.0104464j 0.00823369-0.000482962j 0.0132873-0.01632j 0.000752447+0.0032328j -0.0127643-0.00797556j 0.00445126+0.00614859j -0.0115677+0.00534382j -0.00562202+0.00642578j -0.00136933+0.00712698j -0.00513103-0.0047617j 0.00412421-0.00137483j -0.00998492-0.00123354j 0.0057836-0.00313448j -0.00330583+0.00316327j 0.00196857-0.00125047j -0.00118653-0.00373579j 0.00135558-0.00439519j 0.00221593-0.00295507j 0.00172885-0.00114272j 
0.000168721-0.00370633j -0.00142468-0.00224414j 0.00201824+0.00253435j 0.00574987+0.0046201j 0.00611073-0.0019432j 0.0156671-0.000540621j -0.00413317+0.013248j -0.00346643-0.00781901j -0.0069123+0.0104996j -0.00570252+0.00313431j 0.000917276+0.000175822j 0.00164183+0.00571564j -0.0099376-0.00292885j 0.00474429-0.00628243j 0.0121307-0.00942902j -0.004557+0.00921679j -0.00116538+0.0180486j 0.008964-0.00449795j -0.0110954+0.00604996j -0.00535692-0.013455j -0.00719799-0.00275436j 0.0176847-0.00361203j 0.012302+0.00842704j -0.0108878-0.0171047j -0.00701174+0.00861036j 0.0113396+0.011894j -0.00671726+0.00697293j 0.00582156-0.00119088j 0.0185979-0.00307431j -0.00216386+0.0044265j -0.00512151-0.00181781j -0.00495194-0.000145578j -0.00397071-0.000996587j -0.00275631-0.00157842j 0.00706046-0.000484555j -0.00573879-0.00320485j -0.00570848-0.00872627j 0.00758916+0.00423147j -0.0010643+0.00585837j 0.00234686+0.00148386j -0.00203445-0.00942382j -0.00108239-0.00502549j -0.000496767+0.00347466j 0.00435566+0.00383964j -0.00647302+3.11119e-05j 0.00711968-0.00383231j -0.0044873-0.0012419j 0.00354301+0.00170103j -0.0102274+0.00456799j -0.00105227-0.00217578j 0.004833-0.0050635j 0.00460996-0.00056506j 0.00363943-0.00292095j 0.0165459-0.00699481j -0.0048865+0.00730548j -0.0085137+0.0113261j -0.00714742-0.0170894j 0.00374621-0.00960031j -0.00295046+0.00886656j -0.0102504+0.000364311j 0.00613652+0.00980792j 0.0229022-0.00925006j 0.00567831+0.000672591j 0.0165188-0.0129501j 0.000786999-0.0063471j -0.0096786-0.0210875j -0.00547306-0.00716432j 0.00206907+0.000353024j -0.00873674-0.00999037j -0.00486434+0.0257071j -0.00970559-0.0061272j 0.00552928-0.00142515j 0.00579216-0.0200879j 0.0107342-0.0151928j 0.0183261-0.0123992j -0.00555219-0.0078182j 0.01363-0.000120152j 0.000363225-0.00333702j -0.00576859+0.00882999j -0.00426198+0.00412645j 0.00168531+0.00830762j 0.00136806-0.00256755j -0.0108756-0.00302423j 0.00377849-0.0028436j -0.0116139+0.00531263j 0.00456537+0.00153989j -0.0016277-0.00212167j 0.00445662-0.00416383j 0.000957143-0.00185993j 0.00525906+0.00255123j 3.20938e-05-0.000324326j -0.003961+0.000272512j 
0.00186342-0.00279644j 0.00255907+0.00234367j 0.00126109+0.00485138j 0.00174366+0.00490104j 0.00294894-0.00253984j 0.0102839+0.00220496j -0.00457862+0.0100995j 0.00249453-0.00946243j 0.00784349-0.00743399j -0.0110115+0.00267185j 0.00344846+0.00683373j -0.00468474+0.0115782j 0.0086967+0.00417066j 0.00349659+0.00322894j 0.00752628+0.00969127j 0.00966685+0.0113738j -0.00102435+0.00577663j -0.0234593+0.0122201j -0.00957786-0.00815997j -0.00686428-0.00849132j -0.00553003+0.00407601j 0.0154736-0.00542816j -0.000555487-0.0274233j -0.0144926-0.000730686j 0.00601599-0.0108203j 0.0102884+0.00583305j -0.0137768+0.00669432j 0.00254337+0.000624921j -0.00354021-0.0111476j -0.00185518+0.00881279j 0.00571762+0.00446235j -0.00414622+0.00568636j 0.00165986+0.00804974j -0.000623686-0.00217942j 0.00447555-0.00499972j -9.87708e-05-0.00144865j -0.00152686-0.00153394j 0.00918421+0.00225984j -0.000577269-0.000720842j 0.0049618-0.00264906j -0.0030496-0.00322647j -0.000240226-0.005373j -0.00682445+0.000868279j -0.00575095+0.00206593j -0.00269276+0.00524917j -0.000234553+0.00326177j -0.00207405-0.00271664j 0.00287908-0.00296694j -0.00503085-0.00563794j -0.00902976+0.00158091j -0.00276297+0.00218251j 0.00204192-0.00904008j -0.00356495-0.00695703j -0.0074188+0.00588857j 0.0110654+0.00027328j -0.00616881+0.00408411j 0.00976819+0.00148267j 0.000400591-0.00113734j -0.00953145-0.00992988j 0.0121105-0.00476093j -0.0178884-0.0112642j -0.00342742+0.0122663j 0.00468571-0.000819392j -0.0178303+0.0238729j -0.0231217-0.000221027j 0.0226875+0.0216006j 0.00744562+0.0024055j 0.000540691+0.000973834j -0.00831254-0.0222151j 0.0115493-0.0291684j -0.00433932-0.000429838j -0.00935652+0.0148535j -0.00678195+0.0115155j -0.0126272+0.0148519j 0.00887825+0.000269371j -0.00140854+0.00316878j 0.0162565+0.00695441j 7.72602e-05-0.0128544j 0.00542305-0.00390761j -0.000314966-0.000748735j -0.00275457+0.00579875j -0.0033065-0.00284619j 0.00453067+0.00399392j 0.00955794+0.00690122j 0.000545307+0.00266821j -0.00333132-0.00291846j 0.00165627-0.0051358j 0.00412588+0.00439368j -0.00291064-0.00205992j -0.0025624-0.00119812j 0.000860926-0.00367342j 6.70791e-05+0.00102381j 
-0.00142216-0.000319688j 0.00310183+0.00363842j -0.00504622-0.00334342j -0.00046202-0.00181971j -0.00520676+0.00484371j -0.00157907-0.00938967j -0.000607767-0.0135759j 0.00238123+0.00521338j -0.00362147-0.00845485j -0.0151366-0.00067683j -0.00278223-0.00401278j 0.012831+0.0018809j 0.00351282-0.0152082j 0.00511292+0.00712712j 0.00630679+0.00470929j 0.0112051-0.00501358j -0.0222271-0.00444554j 0.00281028-0.0128767j -0.0236239+0.00396194j 0.00688028+0.0149101j 0.00400206-0.00886941j 0.0223216-0.00259659j -0.000701817+0.0255729j -0.0139824+0.00514047j 0.0128858+0.0108743j 0.00345516-0.00811151j -0.0130107+0.00805733j -0.00783596-0.00982319j -0.00581209-0.00582794j 0.00466378-0.0058871j -0.00684113+0.0106134j 0.0176503-0.00614446j 0.00842864-0.00824792j -0.000743458-0.00188972j -0.000575077+0.00408557j -0.000660447+0.00505762j 0.000480012+0.00735263j -0.00267626+5.31299e-05j -0.000869963-0.0052515j -0.00537601-0.00235823j 0.00432013+0.00306344j -0.00281845+0.00291989j -0.00197481+0.00223848j -0.000536385-0.00329152j 0.00413222-0.00339701j -0.00105025+0.00457904j 0.00212918+0.000255201j -0.00110575-0.00758471j 0.00790606-0.0102588j 0.000244085-0.00760464j 0.00316906-0.00275533j -0.00358631+0.00555665j -0.0160374+0.00791575j 0.00826566-0.00346014j -0.00748576+0.00583084j -0.00505618-0.0133983j 0.00476689-0.0285208j 0.00997368+0.00534706j -0.00697152+0.0115776j -0.025161+0.00269323j -0.00223408+0.000292761j -0.00990931+0.0251927j 0.0168904-0.0080966j -0.00732265+0.0102386j -0.00238405+0.00830341j -0.014072-0.00759147j 0.00241014-0.00117825j 0.010418+0.0013782j -0.030386+0.00375352j -0.000665627-0.00802702j -0.00415746-0.00541763j 0.00328241+0.0200959j -0.024858-0.0111707j -0.00816054-0.00136432j 0.00770856+0.016938j -0.00371184-0.0258254j 0.000983548-0.0105792j -0.0147576+0.00802296j 0.0135601+0.00338889j 0.00149373-0.00302604j 0.00572878-0.00455196j -0.00110366-0.00203617j 0.00559734+0.00143737j -0.00735354+0.00497862j 0.00777627-0.0013639j -0.00985983+0.004701j 0.0029589-0.00200598j 0.000858343-0.000380717j -0.00346488-0.000649934j -0.00152447+0.00474828j -0.000527344+0.0011857j -0.0019156-0.00198366j 
-0.00473006+0.000644762j 0.0028254+0.00249012j 0.00629205-0.00258437j 0.00697564+0.00258435j 0.000241179+0.000625677j -0.002811-0.00097907j -0.00618236+0.00322502j -0.0112166-0.00333601j -0.0140634-0.00464602j -0.0100543+0.00989856j -0.000823487-0.0154341j 0.00043225+0.0006968j 0.0136332+0.00620068j 0.0022487-0.00937512j -0.000584144-0.00312796j 0.00285044-0.0019102j 0.00435776-0.0129475j -0.00731901+0.00341192j 0.0197062+0.0014641j -0.0173752-0.000766602j -0.0193281+2.98331e-05j -0.0173879-0.000220301j -0.00567888-0.0108411j 0.0029285+0.00925352j 0.00503864+0.0208272j 0.00217578-0.0102185j 0.0073217-0.001375j -0.00958984-0.00255861j 0.00613192+0.00736591j -0.00383064-0.00312419j -0.00222665-0.0034669j -0.0163889+0.00447351j 0.00139307-0.000949557j -0.01051+4.42886e-05j -0.00429297+0.0031365j -0.00484547+0.00551476j -0.00694383+0.00776028j -0.0045801-0.00270526j -0.00309698-0.00157385j -0.00444391+0.00018751j -0.00286808-0.00910601j -0.000623197+0.00304291j 0.000529428+0.0053802j -0.00160821-0.00374207j -0.00380578-0.00274083j 0.00486629-0.00895835j 0.00348068+0.00492761j 0.0139939+0.0127485j -0.0188185-0.00459171j -0.00592909+0.00329044j -0.000187569+0.00213664j -0.00248315-0.0114293j -0.003352-0.00862109j 0.012595-0.0115231j -0.0119165+0.00090845j 0.00797006-0.00681932j -0.015696-0.0186219j -0.0174485-0.0205858j -0.00672535+0.0050407j -0.0115202+0.0172826j -0.00713165-0.0131934j 0.00928737+0.00537111j 0.00285882+0.00253572j -0.0176339-0.0333288j -0.00739786-0.000630854j -0.0264314+0.00715944j 0.00478144+0.0031595j -0.00393303+0.00556174j -0.0131444+0.0040295j 0.00446531+0.0179784j -0.0147211-0.0125579j 0.0254857+0.00298317j -0.0198376-0.0112394j 0.00231872-0.0147752j 0.00399545-0.00738495j -0.0129839-0.0235468j 0.00312409-0.0130751j 0.00121178-0.000236688j 0.0084723+0.00875981j 0.00782812+0.00525311j 0.00243053+0.0113875j -0.00466691-0.00469816j -0.0119078-0.00297304j 0.011809+0.00548454j -0.00463857+0.00197145j 0.000635347-0.000839964j 0.00115621-0.0042117j 0.000173894-0.0084279j -0.00171949-0.00280954j 0.0111945+0.00132461j -0.00831537-0.00218791j 0.00142088-0.00345333j 
-0.000834516+0.000387384j 0.00230292+0.00604188j 0.00195473-0.00541887j -0.000914829+0.00215041j -0.00162064-0.000957493j -0.000664326-0.00589998j -0.0013695+0.00179833j -0.00455644-0.00402127j -0.011658+0.0100073j 0.0066165+0.00489392j -0.00787334-0.00395896j 0.00146461-0.011572j -0.0166706-0.000349753j 0.0056369-0.0138583j -0.00351601-0.0172834j -0.0176316+0.00226647j 0.00710428+0.0150862j 0.0153733-0.00757645j 0.0026557+0.0135747j -0.00371229-0.0085656j -0.00259044-0.00349917j -0.00441797-0.00182044j 0.00487781+0.00496059j 0.00047429-0.00666674j 0.00104082+0.01661j 0.00821662-0.00842219j 0.00571759+0.00610939j -0.00342183-0.00333321j 0.00327921+0.00275344j -0.00514676-0.0069184j -0.00930213+0.00356887j -0.00072236-0.00584191j -0.000171336-0.00372019j -0.000391487+0.00148882j -0.00432304-2.1456e-05j -0.0036946+0.00312941j 0.000344644+0.00265488j -0.00642524-0.00052807j -0.00554654-0.00128334j -0.000786918-0.00503314j -0.00215617-0.00161787j -0.00196913-0.00114699j -0.00220601+0.00549508j -0.00922067-0.00633916j -0.00137137+0.00210092j -0.000333489-2.07989e-05j 0.00402585+0.0008094j 0.0120453+0.00716164j -0.0107625-0.0126652j -0.0118564+0.012036j -0.0087987+0.00802436j -0.00494249-0.0175543j -0.00259982-0.00959374j -0.0146784+0.00598861j 0.0105932-0.0116092j 0.0102019-0.00895865j 0.012719+0.00949117j -0.0193511-0.00798967j -0.0132564-0.0139241j 0.0176215+0.00444618j -0.025229-0.0236289j -0.0128001+0.021427j -0.00313826-0.000943793j -0.0400966+0.0125893j -0.0219855+0.0140515j 0.019106+0.0403277j 0.0123901+0.00700766j -0.00259985+0.00635744j -0.00030391-0.0144359j 0.0166351-0.0327288j -2.41661e-05-0.00167703j 0.0028604+0.0143133j -0.0143556+0.0265592j -0.0109661+0.0232855j -0.00800764-0.00292275j -0.000222549+0.00517391j 0.00223885+0.00114019j 0.00372558-0.0108909j 0.0127892-0.00581658j 0.00740102-0.000793953j -0.00180733+0.005844j -0.00727163-0.00379585j 0.00242833+0.00248775j 0.0179069+0.00949666j 0.00464382-0.00142633j -0.00376957-0.0036243j 0.00338325-0.00496614j 0.000359005+0.00319317j -0.00270501-0.00121347j 0.00121419-0.00392309j -0.00319638-0.00404431j 0.00480689-0.00307711j 
