0.0270515-0.00467855j 0.0130764+0.0420309j -0.00344671+0.0223507j -0.0368393+0.0101005j 0.0409312-0.0586849j -0.00251827-0.0629864j -0.0259699+0.0206935j -0.0712678+0.00962063j -0.000513745+0.0208647j -0.048113-0.0239509j 0.057527-0.0280541j 0.0650597+0.0138312j -0.0691249-0.0616678j 0.019926-0.0115764j 0.0109945-0.0123631j -0.01961-0.0208509j -0.00298689-0.00278122j -0.0531787+0.047153j -0.00670282+0.0510381j 0.0065024-0.0141667j -0.0019091+0.0279007j 0.0254231+0.0924781j -0.024026+0.0265409j 0.0374832-0.00700668j -0.0542386+0.0264529j 0.0287971+0.011931j 0.0349799-0.0679909j 0.0178887-0.0001267j -0.0388771+0.0030722j 0.0355076+0.0308045j 0.0210634-0.014131j -0.0532071-0.012671j 0.00193632-0.0147255j 0.0031908+0.0216151j -0.0323967+0.0115179j -0.014503+0.0755146j 0.00957976-0.0204851j -0.150874-0.0695905j -0.0385039+0.0339866j 0.0487923+0.0155389j 0.0132799-0.0696278j 0.0950211+0.0286309j 0.0439607+0.05106j 0.0503779+0.00714245j 0.00353767+0.0276637j -0.0261573+0.0646179j -0.0319906+0.0334025j 0.0808006-0.0842804j -0.0349369-0.0765855j 0.150427-0.059762j -0.0121491-0.0864126j -0.0229403+0.0839843j -0.0631148-0.043607j -0.032828-0.0562401j 0.087742+0.115072j -0.00429724+0.0282582j -0.0532305-0.0144986j -0.00678264-0.145284j 0.000330774-0.00592315j -0.0482195-0.0264016j -0.00669608+0.0467919j 0.0205671-0.0228579j -0.157603+0.054786j -0.0270923+0.100202j 0.096953-0.0196426j -0.0379349+0.00459718j -0.0118392-0.0768011j -0.00139661-0.113818j 0.0377632+0.0127399j 0.130599-0.084794j -0.023283+0.136732j 0.0852437-0.134205j -0.181198-0.15279j -0.0349546+0.0289809j -0.0176811-0.0948236j 0.0280789+0.00149352j 0.0165397+0.00542431j 
0.000979643+0.000350543j -0.000572054-0.000754725j 0.00102269-1.39999e-05j -0.00165964-0.000253269j 0.00159006-0.000991785j -0.00493076-0.00140974j -0.00301434-0.00225478j -0.00023809+0.00109188j 0.00017968+0.00443829j -0.00854525+0.00397565j -0.00749847-0.00368265j -0.0038246+0.00765703j 0.00549992+0.00199236j 0.00822433+0.00167294j -0.00211955-0.00507156j 0.00410491+0.00256282j 0.0123652-0.00716262j -0.00470038+0.0043653j -0.0013611-0.00920419j -0.0106042-0.00308633j 0.00734301-0.0148874j -0.005099-0.00157008j -0.00703209-0.0110331j 0.00538843+0.0146345j 0.0194997+0.00958939j -0.00564732-0.0164436j -0.00146583-0.00998585j 0.00761809+0.00697854j 0.00260938-0.00397766j 0.00426804+0.00966269j -0.000148495-0.00522125j 0.000416471-0.00387721j -0.0199258-0.0142955j -0.00673821+0.000895075j 0.0216975+0.00283621j -0.0168586+0.0013507j 0.005703-0.00733713j -0.00866438-0.00744952j 0.00938812+0.00272586j 0.00203122+0.00480449j 0.00960047-0.00443764j 0.00408407+0.016451j -0.00245485-0.00944096j -0.0110082-0.00356604j -0.0051793+0.00167777j -0.00303783-0.0147545j -0.00244844-0.000986968j 0.00252495+0.000984993j -0.0043438+0.00263391j -0.00657686+0.00186098j 0.00460944+0.000812855j -0.00444396+0.00457807j 0.00010227-0.000560329j -0.00116688-0.00124436j 0.00412897-0.000300919j -0.00303329+0.00425696j 0.00431798+0.00347858j -0.00155889+0.00441805j -0.0055664+0.00276917j 0.0070392-0.00187934j 0.00608648-0.00282385j 0.00773596+0.00143506j -0.00152008-0.00033091j 0.00406413+0.00104586j -0.00272018+0.00333339j -0.00484143-0.00139336j -0.00632398-0.00309797j 0.00139701+0.000589995j -0.00231318-0.00148709j 0.00146182-0.00224913j 0.00502638-0.00772741j -0.00173291+0.000751225j -0.00396027-0.00120295j -0.00282463-0.00127079j -0.00390976+0.00216523j 0.000315177+0.000733907j 0.000220091-0.00224874j 
0.000402932+0.00289149j -0.00158524+6.47168e-05j 0.00170824-0.00214116j 2.37506e-05+0.00274864j 0.000260321+0.00314666j -0.00213368-0.00243652j -1.48868e-05-0.00162136j -0.000831013+0.000834386j -0.00177958+0.00216402j 0.000698562+0.00935361j -0.00574737+0.00740989j 0.00644495+0.00420625j 0.00304356+1.70584e-05j 0.00178466-0.00864506j -0.00336271+0.00841612j 0.0070762-0.00374933j -0.00764063+0.0018386j -0.00714831-0.0056176j 0.00278783+0.0109252j 0.00563086-0.000276551j 0.00788555+0.000796712j 0.0069911+0.00390808j -0.0198161+0.0156182j -0.00366837+0.0101629j 0.00302303+0.00888507j -0.00953202-0.00772064j -0.00871738+0.0123572j 0.0137268+0.00390097j -0.000902631+0.0165877j -0.000372971+0.0080096j 0.00264687+0.0176848j -0.0051747+0.0134874j 0.00926981-0.00813047j 0.00986193+0.0164797j 0.00735464-0.00590186j -0.00207414+0.00468985j -0.000746006-0.00600803j -0.0109613+0.00196673j -0.00548804-0.00199533j 0.00232217+0.00183878j -0.000765507+0.00155494j -0.00109861+0.00777351j -0.00543249+0.00754964j 0.0197551-0.00490013j -0.000704923+0.00375264j 0.00212061+0.0035018j -0.00118507+0.00377121j 0.00156735+0.00330679j -0.00793537+0.00452945j 0.00170713+0.00282376j 0.00116662+0.00368773j -0.00717117-0.000138701j 0.000478782-0.0107824j 0.0027902+0.00183329j 0.0025517-0.00530507j 0.00262762+0.000588166j 0.00545857+0.00309507j 0.000396043+0.00308646j 0.000610595+0.000474293j 4.22152e-05-0.00379634j 0.00299813-0.00408954j 0.0058913-0.00441331j -0.000626541-0.00393199j 0.00354566-0.000631051j -0.00112349+0.00301051j -0.00255867+0.00157816j -0.0053604+0.00216139j -0.00254328-0.000101748j -0.000657015+0.000895302j 0.00448683-0.00406582j -0.00156304-0.00386275j -0.00247523-0.000477377j 0.000221537-0.000162017j 0.00243985-0.000269798j -0.0002889-0.00257672j 0.000483796+0.00145069j 0.000551661-0.000877105j 
-0.00152286+0.000621483j 0.000347156-0.00241159j -0.000856569-0.00284581j 0.000136575-0.00375518j 0.00556393-0.00632314j -0.00341073+0.00340274j -0.0122472+0.000374653j -0.000968631-0.00496659j 0.00376869+0.00244459j -0.0035208-0.00174657j -0.00377041+0.000443544j 0.00259365-0.000411189j -0.000790702-0.00244251j 0.00347322-0.00461836j 0.00249767-0.0035581j -0.00426086+0.012098j 0.0115882+0.00204024j 0.00788524+0.00586928j -0.000283542-0.0160981j -0.0105864-0.00677343j 0.00554774+0.000701779j -0.00918708-0.00193169j 0.0178023-0.00523925j 0.000712585-0.00543692j -0.00560893-0.00620475j -2.28159e-05-0.00707069j -0.00338451+0.00129646j 0.00422036+0.00299959j -9.5304e-05-0.00597763j 0.00279441-0.00607362j -0.00310958-0.000925073j -0.00885212+0.00162118j -0.0110981-0.00995306j -0.00865633-0.0158259j -0.000974568+0.0150493j -0.00432242-0.0100768j -0.00584287+0.0176469j -0.00132913-0.00382927j -0.00612563-0.00224631j 0.0058735+0.0011565j -0.002206-0.0039644j -0.00745878-0.00577269j -0.000140844-0.00261573j -0.00549733+0.00119389j -0.0076989-0.000822409j -0.00323512-0.0021632j -0.00416171-0.00317147j 0.00600555-0.00322895j 0.0035598+0.0032175j 0.00271518+0.00121994j -0.00580791-0.00366001j 0.00629207-0.00213708j -0.00127531+0.00720948j 0.000763649-0.00516302j 0.0018141-0.00176886j 0.000685726-0.0015668j 0.0049144+0.00233888j -0.00206434+0.00332685j 0.00139498+0.00248375j -0.000617806+0.00398088j 1.70797e-05+0.00249374j 0.000590221+0.00251835j -0.00282573-0.00334487j -0.000134112-0.000702238j -0.00172087+0.00183597j -0.00112312+0.0036369j -0.00277251+0.000735553j 0.0104328+0.000252995j -0.000781889-0.000709013j -0.00208112-0.000705151j 0.0058334-0.00325463j 0.00208405+0.00131284j -0.0013169-0.00231905j -0.00440538-0.00136811j 6.98109e-05+0.00450578j -0.00119672+0.00150634j 0.000646375+0.00128675j 
-0.000117604+0.000223095j -0.00186141-3.15038e-05j -0.00566679-9.02752e-06j 0.000357065-0.00169341j -0.00240554-0.00202049j 0.00133806+0.0100325j -0.00833334-0.000705613j -0.00425284+0.0004996j 0.00422256+0.00328998j 0.00106791+0.00536157j -0.00891668-0.00141143j -0.00438792+0.0089136j 0.00373602+0.00136054j 0.00323095-0.00305742j 0.00439794+0.0122056j 0.00403239+0.00370431j 0.00367933+0.00289473j 0.0112638-0.00587702j -0.00030092+0.00245095j 0.0105238+0.0037606j -5.44438e-05+0.0105523j 0.000739209+0.0129576j 0.00349447+0.00359675j 0.00839553-0.00125661j 0.00136745+0.00625823j -0.00572001-0.0114888j -0.0147109+0.00605139j 0.00154314+0.00553141j -0.00754445-0.0078284j -0.00397658-0.000531765j 0.0154703+0.00611724j 0.00708595+0.00267877j -0.015262+0.00227369j 0.00594054+0.00444724j -0.00181211+0.00613964j 0.00437959-0.00528838j -0.00345632-0.0110849j -0.00411983-0.00400494j -0.000716227-0.00114577j -0.00213996-0.00480023j -0.00485959+0.00833894j -0.00862627+0.00944955j -0.0035075+0.00342859j -0.000584111-0.00213097j 0.00235857+0.000890909j -0.00596241-0.000310857j 0.00162473-0.00163584j -0.00457411+0.00541372j 0.00475497-0.0026159j -0.00637349-0.00270291j -0.000724598+0.00229348j -0.000562813+0.000858845j 0.000371216-0.00173296j 0.000814052-0.00267961j -0.00518515-0.00151889j 0.00173963-0.00344727j -0.00351543+0.0027454j 0.00184194+0.00425504j -0.00430627+0.00233472j -0.00769134+0.00446493j 0.00145707-0.00349747j 0.00468211+0.00288956j -0.00626491+0.00110842j 0.00166242-0.00294724j -0.000773345+0.000181694j 0.000345945-0.00381144j 0.000575146-0.000600688j 0.00226349+0.00278761j 0.00200375+0.000404546j -0.00331771-0.00286594j 0.00146978-0.00119906j -0.00230602+0.00207203j -0.00496081+0.00297354j -0.000550008+0.00042496j -0.0036463+0.00368368j -0.000446917+0.00428565j 0.00339211+0.00173398j 
-0.00303423+0.0013403j -0.000349317-0.000677832j -0.00270531-0.00637305j 0.00107533-0.00441136j 0.00338325-0.0036837j -0.000693525+0.00383968j -0.00924532+0.000995356j -0.00400362-0.00293982j 0.00342911+0.00222835j 0.00533228+0.00399323j -0.0124401+0.00551496j 0.00535441+0.00903206j 0.00797631-0.00791412j 0.00616348-0.00970517j 0.00705778+0.00776877j 0.00310077-0.000374354j 0.00206724+0.00234646j 0.00459908-0.0101072j 0.00140882+0.000848412j 0.0118967-0.012299j 0.00689146+0.00923377j -0.00143603+0.000430721j 0.00826019+0.00184688j 0.0104652-0.000847199j -0.000360449+0.00855337j -0.01177-0.0221782j -0.0149374+0.0142759j 0.00803168+0.00451176j -0.00292182-0.00626463j -0.00171767-0.0151202j -0.00361175+0.0143964j 0.00169515+0.000200536j -0.0128962-0.00758987j 0.00362949+0.00730817j -0.00324982-2.54257e-05j 0.00267157-0.00882207j -0.0040629-0.00136495j -0.00725053+0.00150481j 0.00334977+0.00386595j 0.00130241-0.00226118j -0.0097299+0.00298427j -0.00998133-0.00236772j 0.00141395+0.00613241j 0.00497777-0.0055059j 0.00230048+0.00105118j -0.00290671+0.00324311j -0.000689392-0.00657972j -0.00497248+0.00914282j -0.00161415+0.00183669j 0.00387438-0.00136215j -0.00364471-0.00173421j 0.00794733-0.00119316j -0.0024661+0.00245445j 0.000293722-0.0111626j -0.00837568-0.00823672j 0.0037812-0.00706212j 0.00978902+0.00396684j 0.000904718+0.000983306j 0.00154482+0.00399322j -0.00865533+0.00632267j -0.00163512-0.00182173j 0.00726864-0.000410035j 0.00102912-0.0058866j -0.00267268-0.00398084j 0.000609277+0.000516979j -0.00176225-0.00243273j 0.00412613+0.00487041j 0.00459181-0.000583728j 0.00476581-0.000312555j -0.00242484+0.0024253j 7.71254e-05-0.00539729j -0.00171784+0.00427089j 0.00397447+0.00127875j 0.00202797-0.00379942j -0.00103771+0.00606213j -0.00193119+0.00210356j 0.00135467+0.00232757j 
-0.000779675+0.00169703j -0.00147923-5.94408e-06j -0.00184743-0.00072625j 0.00180024+0.0015995j -0.00625719+0.00270331j 0.00523582-0.00114259j -0.00203344-0.00577635j -0.00533382-0.00191404j 0.00382627-0.00379204j 0.0112993+0.00792047j -0.00595781+0.0243418j 0.0232011-0.00603938j -0.00853111-0.0155923j -0.0101614-0.00728453j -0.00695755-0.0121117j 0.000512431-0.000570333j 0.00564162+0.000945531j -0.00551419+0.0246072j -0.00715903-0.00157966j -0.0180181+0.0065429j 0.00580376-0.00659108j -0.00222343+0.00474276j 0.0027818-0.000250809j -0.0161189+0.00845361j -0.000579278+0.00633369j 0.00424366-0.015915j 0.00322371-0.00169114j 0.00147515+0.00467588j -0.00468368+0.00366047j 0.00788474+0.00690422j -0.00206651-0.00775732j -0.0099799+0.00451744j -0.000488949-0.0132434j -0.00762833+0.00148828j -0.00455348-0.00350976j -0.00029976+0.00700288j -0.00682214-0.00432665j -0.00207182-0.00245603j -0.0130232+0.00261549j -0.00942522+0.0169644j -0.00644431-0.00683942j 0.00453722+0.00128207j -0.00527305-0.000146014j -0.00504692+0.00623263j -0.00540752+0.00571555j -0.00264718+0.00102307j -0.00384172-0.004265j 0.0046301+0.0111979j 0.00489612-0.00112555j -0.00373034-7.40036e-05j -0.00136049+0.00573122j -0.0106677+0.00892103j -0.00018526+0.00692578j -0.00222464-0.000777949j -0.00205488+0.000730622j 0.00260307-0.00388473j 0.00174705-6.38719e-05j 0.00190936-0.00444558j 0.00685832-0.00712932j 0.00404209-0.0025619j 0.00205279+0.00065231j -0.00278952+0.00233608j -0.00220351-0.000631013j 0.00396697-0.00320531j 0.000925261-0.00142994j 0.00340395-0.000210297j -0.000123663-0.00112328j 0.00366354+0.00294337j 0.00158401+0.00125642j 0.00166024-0.000651699j -0.00122047+0.00212305j -0.00197267-0.00356141j 0.00159282+0.00182377j 0.00334337+0.000947263j 0.000800036-0.0026887j 5.66515e-05+0.00223361j 0.00154951+0.00174871j 
-0.00273923+0.00192726j -0.000673468-0.00230088j 0.00199698+0.00197595j 0.00364147+0.000117517j 0.00427711+0.00658242j 0.00799542+0.00454587j 0.00104017+0.00229767j -0.00542586-0.00624813j -0.00195747-0.00331111j 0.00959093-0.00784636j 0.00892917+0.00971111j 0.00403588-0.0147322j -0.00725897-0.00235026j -0.00875149-0.000444847j -0.00652141-0.00488045j -0.00781084+0.00225462j -0.00340988+0.011493j 0.00103585+0.00983359j 0.00770453-0.00649536j -0.0080806+0.00327813j 0.00378661+0.00921051j -7.2223e-05+0.00438427j -0.00115823+0.006253j -0.00813842-0.00140646j -0.0122589-0.00221524j 0.000532837+0.00353151j -0.00563558+0.00583264j 0.00696797-0.00296359j -0.00605728+0.00733187j 0.00535697+0.00248786j 0.00596268+0.00363464j -0.00440562-0.000290983j 0.0135978-0.00162585j -0.00308158+0.0094897j -0.00681782-0.00271135j -0.001413+0.00982579j 0.01136+0.00777274j 0.000527897-0.00278561j -0.00809961-0.0111482j 0.00104851-0.00687603j -0.00121051+0.00258174j 0.00738512+0.00667413j -0.00983588+0.00961505j 0.00476546-0.00232259j -0.000521088-0.00322336j 0.00507914-0.000982134j 0.00315281-0.00342137j -0.00161927+0.00112332j 0.000592245+0.00288502j -0.00775019+0.00538233j -0.000903514+0.00123803j -0.00399763+0.000847729j -0.0022172+0.00192087j -0.000568604+0.00747412j -0.00225219+0.00439173j -0.00154461+0.00221147j -0.002388-0.00186971j 0.00029647+0.00183557j 0.00459307-0.00187317j -0.0013217+0.00116975j 0.00102961-0.00281445j -0.00481477-0.00492182j 0.00363786-0.00428993j -0.000888548-0.00220558j -0.000818183-0.00361939j 0.00467391-2.57419e-05j 0.0026028-0.00131611j -0.00306948+0.00425587j -0.00403611+0.00350638j -0.00200044+0.000703152j -0.00227277+0.000116243j -0.00237325+0.00219872j 0.00264915+0.000267709j 0.00184334+0.00186251j 0.00480491-0.000286815j -0.00311293-0.000666408j 0.000867987+0.00405434j 
0.00177455+0.00289034j -0.00463266+0.00526709j 0.00371413+0.00249423j -0.00200869-0.00314311j 6.48721e-05+0.0012465j -0.00227283-0.0101598j -0.00161726-0.0104537j 0.0122863-0.00182341j 0.00179401+0.0019875j -0.0073468+0.0182716j -0.0159687+0.00450656j 0.00702331+0.0161145j -0.000503147-0.00108303j 0.00558672-0.00778134j 0.00113526-0.00730979j -0.000403735-0.00960308j 0.000694842-0.000987297j -0.0112039-0.00760457j 0.00396334+0.0152184j 0.00192304-0.000967125j 0.00313202-0.00853334j 0.00794992-0.000843435j -0.0108078-0.0080904j -0.000405433+0.0141432j 0.0195534+0.0113086j -0.0044094-0.00702004j 0.0107448-0.000205635j -0.00605482+0.00468124j 0.00193856+0.00217341j -0.00793885+0.00402035j -0.00567909+0.00635863j 0.00233715+0.0110476j 0.0093088+0.00234549j 0.00635231+0.00273481j 0.00615697-0.00158386j 0.00427674-0.00327946j -0.00386293-0.0157681j 0.00348853+0.00109743j 0.00579656+0.0145744j -0.000798372+0.011173j -0.00519617-0.00372451j -0.0104182-0.000736378j 0.00643692-0.000948433j -0.00290759+0.00239405j -0.000993557-0.00213489j -0.0028006+0.00977943j 0.000289489-0.00808279j 0.00722495+0.00104538j -0.00128167+0.000757533j 0.00566531+0.00108279j 0.000751225-0.00305812j -0.0111829-0.00293721j -0.00509942-0.00130009j 0.00559532-0.00302342j 0.00235525-0.00162797j 0.0016952+0.00147044j 0.00345716-0.00582404j 0.00432732-0.00650683j -0.000922577-0.0056002j 0.00153577-0.00447249j 0.00161615-0.000390883j 0.0024296-0.000844212j -0.00119373+0.0042755j 0.0047514+0.00185811j -0.00168904+0.000366385j 0.00233885+0.00821695j -0.00525954-0.000101621j -0.00181323-0.000539521j -0.00413658-0.00314052j 0.00116696-0.00529034j -0.000523495+4.57393e-06j -0.00392656-0.00543016j 0.0023657+0.00371961j 0.00540238+0.0048194j -0.00181624-0.00321168j 0.00244617+0.0025819j 0.00164555-0.00305282j 
0.00208106-0.00352968j 0.00103648+0.00054057j -0.00240864+0.00146091j 0.000771399-0.00404104j -0.000999156+0.00938488j 0.00107611-0.000864788j 0.00186939+0.0105366j -0.00630569+0.00767654j -0.000236866+0.0030377j -0.0109165+0.00336546j -0.00948653-0.0195023j -0.00330741+0.0179212j 0.00362117+0.00273806j 0.0146065+0.00253336j -0.00691567+0.00443938j -0.0133847+0.00401457j 0.00196649+0.00125343j 0.0176452-0.00309647j 0.00762416-0.0123702j 0.0024279+0.00626002j 0.000188022+0.0055517j 0.000846931+0.00584965j -0.00831458-0.00466421j 0.0196104-0.000651975j 0.00885312-0.00222746j -0.00507419+0.00632023j -0.00541046-0.00733994j 0.000958301-0.00929944j 0.00364021+0.000837752j -0.00658487-0.00102979j -0.00492197-0.00118025j 0.00365389+0.00358115j -0.00579101+0.0018455j 0.012895-0.00688537j 0.0111974-0.000284639j 0.00265715+0.00155528j -0.00116174+0.00209077j -0.0113131-0.00119497j 0.0104098-0.00429113j 0.00761471+0.00727006j 0.0120973-0.0123807j 0.000631334+0.0033659j -0.00395714-0.000237092j 0.00465933-0.006406j -0.00480275+0.00128843j 0.00158711+0.00237471j 0.000510853+0.0088336j 0.00295363-0.0142868j -0.00341888+0.000565397j 0.000517394-0.000776284j -0.00156374-0.000459793j -0.00795049-0.00440001j -0.00245522-0.00611553j 0.000366911+0.00590387j 0.00195037+0.00420773j -0.0021833+0.00663399j -0.00283906-0.00519628j 0.00321438+0.00491371j -0.00168602+0.000405588j 0.00294983-0.00363039j -0.00016687-0.00933727j -0.00204233-0.00123318j -0.00227539+0.00458354j -0.00288122+0.0103206j 0.000321415-0.00145105j -0.00331317+1.46826e-05j -0.00405984-0.000707699j 0.00262725+0.00244105j -0.00169223-0.00194434j -0.0035195-0.00230547j -0.00397068+0.00141786j -0.00405949-0.00296138j -0.00368506-0.0057624j -0.00389568-0.000805816j -0.00392682-0.00229248j 0.000514775-0.000916639j -0.00110353-0.00059081j 
0.00130383-7.63349e-05j -0.000318778-0.000133927j 0.00109421+0.00343346j -0.00147668+0.00154693j 7.11847e-05-0.00582261j -0.0011195+0.00744755j -0.00491866-0.00202056j 0.00510736-0.00281208j 0.00363727+0.00412433j -0.00214343-0.00402787j 0.00926256-0.00907072j -0.017483-0.00294991j -0.0015371+0.0105121j 0.00327589+0.00495496j 0.00477184+0.00916155j 0.00952288-0.00139571j -0.00395216-0.00908511j -0.00705114-0.00895515j -0.00147853+0.00796378j 0.010906+0.000412997j 0.000190373+0.000365949j -0.00112948+0.000874989j -0.000416362+0.0151264j 0.00740855-0.0069394j -0.000325118-0.000570487j -0.00639464+0.00958133j -0.00222638+0.00669834j 0.0050348-0.00386776j 0.00278162-0.000380636j 0.00251222+0.000928769j 0.0118293+0.00306422j -0.00073724-0.00249804j -0.0072209+0.00844161j 0.00405006-0.00111783j 0.00177902+8.61547e-05j -0.00443737+0.00329891j 0.00336483-0.00036524j -0.00121271+0.00120224j -0.000241355-0.00418563j 0.000175163-0.0129057j 0.00397188+0.0086769j 0.00434705+0.00218727j 0.000214959-0.00495103j 0.000125543-0.00329634j 0.00269019-0.00162321j -0.00104845-0.0102773j 0.00111662+0.00245888j -0.00511379-0.000754512j -0.00317473-0.00331939j 0.00260722-0.00121843j 0.00483137-0.00419032j 0.0054323-0.000537885j 0.00206614-0.00472957j 0.0017891+0.000863859j 0.00312313+0.000922271j -0.000328168-0.00107263j -0.00229005+0.00403076j -0.000659109+0.00270167j -0.00930386+0.00464288j -0.00432982+0.00454579j -0.00178679-0.00143678j 0.00137599-0.00265843j -0.00363222-0.000837983j 0.000160215+0.00122591j -2.50957e-05+0.00169593j -0.00264302-0.00350184j -0.00372651-0.000336705j -0.00191242+0.000454438j 0.00216069-0.000123901j 0.00284637-0.00469374j 0.0018263-0.000880208j 0.00436116+0.00357014j -0.00915937+0.000454195j -0.00413967+0.000648531j -0.00101105+0.000385011j 0.00104193+0.000797487j 0.000325775-0.00112989j 
-5.90361e-05-0.00431373j 0.00218135+0.000826398j -0.00358108-0.00148686j 0.00822081-0.00225303j -0.00194431+0.0155848j 0.007926-0.00190577j 0.00761745+0.0074201j -0.0106226+0.00936194j -0.00901662-0.00327083j 0.00164694+0.00284611j -0.00663805-0.000944843j 0.0120432+0.00290688j 0.00510705-0.013983j 0.00153711-0.00465338j 0.00671105+0.00264774j -0.0151389-0.00377451j 0.00275913+0.00996521j 0.0139888+0.00773172j 0.00284748-0.00635922j -0.0014515+0.00149176j 0.000974978+0.00961209j -0.00334409-0.000819031j 0.00626327-0.00765349j 0.00598265-0.000803197j -0.000628319+0.00135681j 0.00415056-0.00744202j -0.0132035+0.00322398j -0.00413294-0.00135652j 0.000660299+0.000755463j -0.00080297-0.00471019j -0.00468406-0.00732182j 0.00782922-0.00335428j -0.000884551-0.00986676j 0.00882125-0.00357632j -0.00360404-0.00420594j 0.00473782+0.000260663j -0.00315095+0.00120714j -0.00875728-0.00352681j -0.00253462-0.00294476j -0.000293307+0.0109874j -0.00102133-0.00862703j 0.00289349-0.000529427j 0.000514892+0.00363276j 0.0023856-0.00158296j -0.00347643+0.00539119j 0.00552292+0.0113762j -0.0019679+0.00689315j -0.00372984-0.00387706j -0.00140945+0.00339742j -0.000545767-0.00141496j 0.000783859+0.00312063j 0.00022495+0.0026537j 3.50387e-05-0.00470162j -0.00608288-0.0010473j -0.00422426-0.00393297j 0.00292404-0.00202889j 0.00175011-0.00489456j 0.00175074+0.00027127j 0.00438164-0.00276913j 0.00253765-0.00227338j -0.00115157-0.00363636j -0.00105462+0.00495966j 0.00196443-0.00112126j -0.00399849-0.000286464j 0.00410777+0.00271309j -5.2446e-05+0.000204126j 0.00861425+0.00080464j 0.000713556-0.000581093j 0.00639788-0.00261942j -0.00242008+0.00355238j -0.00523214-0.00145968j -0.00404384-0.00223329j 0.0058132+0.00063685j 0.00207687-0.00340641j -0.00175139-5.66298e-05j -0.0016323-0.00269636j -0.00115931+0.00229259j 
-0.00160747-0.000116032j -0.000857699-0.00241395j -0.00576751+0.00127455j -0.000554622-0.00134257j -0.00494834-0.000625836j 0.00239875+0.00642107j -0.00117669+0.00645121j -0.00443053+0.00214342j 0.00163214-0.00390888j 0.000446771-0.00143796j -0.000588563+0.00117057j -0.00274331+0.00541532j 0.00389649+0.00209795j 0.00176131+0.000383809j -8.42127e-06+0.0042277j 0.0106535+0.00238341j 0.00381272-0.0116701j 0.000118218-0.010635j -0.00411801-0.00160489j 0.00385659+0.00106348j 0.00778529+0.0023336j 0.00331447-0.00560938j 0.00143012-0.00353053j 0.00265243+0.00702203j -0.00390351+0.00250503j 0.00416347+0.00186341j 0.000657038+0.00552182j 0.00517685+0.00293904j 0.00723228-0.0039962j -0.00271549+0.0041267j 0.00370551+0.00121324j 0.00538944-0.00235134j -0.0018442-0.000979393j -0.00443737+0.000766203j 0.00321844-0.00360995j 0.00338779-0.00986571j -0.00596522-0.00245931j 0.0080104+0.000361681j 0.00559043-0.00238682j -9.53477e-05-0.00789167j -0.00534283+0.00575823j -0.00770635-0.00838379j 0.00406145-0.00301969j -0.00727316+0.00117625j 0.00605206-0.00166299j 0.000904051-0.00222661j 0.000166112-0.00325181j 0.00400639-0.00348936j -0.00448608-0.00336267j -0.00192839-0.001773j -0.00152552+0.00302885j 0.00195081-0.00648585j 0.00243449+0.00284138j -0.0013424-0.00225935j -0.00231478+0.000134945j -0.0016148-0.00142783j -0.000221845+0.00196015j 0.000437203+0.00170437j -0.00127618-0.00151231j -0.00456675+0.00742462j 0.00249468+0.00343647j 0.00844709-0.0017223j 0.0021395+0.00437752j 0.000700695+0.00330511j -0.00011434-0.000645019j 0.000801981+0.0032807j -0.00216753-0.00198254j 0.00144236+0.00169975j -0.00234008-0.00354776j -0.00247471-0.00275097j 0.00395137+0.000439787j -0.001867+0.00255667j 4.49781e-05-0.000723029j -0.000985821+0.000798069j -3.73419e-05+0.00101437j -0.00149775+0.00158384j 0.00179659+0.00152947j 
