0.0270515-0.00467855j 0.0130764+0.0420309j -0.00344671+0.0223507j -0.0368393+0.0101005j 0.0409312-0.0586849j -0.00251827-0.0629864j -0.0259699+0.0206935j -0.0712678+0.00962063j -0.000513745+0.0208647j -0.048113-0.0239509j 0.057527-0.0280541j 0.0650597+0.0138312j -0.0691249-0.0616678j 0.019926-0.0115764j 0.0109945-0.0123631j -0.01961-0.0208509j -0.00298689-0.00278122j -0.0531787+0.047153j -0.00670282+0.0510381j 0.0065024-0.0141667j -0.0019091+0.0279007j 0.0254231+0.0924781j -0.024026+0.0265409j 0.0374832-0.00700668j -0.0542386+0.0264529j 0.0287971+0.011931j 0.0349799-0.0679909j 0.0178887-0.0001267j -0.0388771+0.0030722j 0.0355076+0.0308045j 0.0210634-0.014131j -0.0532071-0.012671j 0.00193632-0.0147255j 0.0031908+0.0216151j -0.0323967+0.0115179j -0.014503+0.0755146j 0.00957976-0.0204851j -0.150874-0.0695905j -0.0385039+0.0339866j 0.0487923+0.0155389j 0.0132799-0.0696278j 0.0950211+0.0286309j 0.0439607+0.05106j 0.0503779+0.00714245j 0.00353767+0.0276637j -0.0261573+0.0646179j -0.0319906+0.0334025j 0.0808006-0.0842804j -0.0349369-0.0765855j 0.150427-0.059762j -0.0121491-0.0864126j -0.0229403+0.0839843j -0.0631148-0.043607j -0.032828-0.0562401j 0.087742+0.115072j -0.00429724+0.0282582j -0.0532305-0.0144986j -0.00678264-0.145284j 0.000330774-0.00592315j -0.0482195-0.0264016j -0.00669608+0.0467919j 0.0205671-0.0228579j -0.157603+0.054786j -0.0270923+0.100202j 0.096953-0.0196426j -0.0379349+0.00459718j -0.0118392-0.0768011j -0.00139661-0.113818j 0.0377632+0.0127399j 0.130599-0.084794j -0.023283+0.136732j 0.0852437-0.134205j -0.181198-0.15279j -0.0349546+0.0289809j -0.0176811-0.0948236j 0.0280789+0.00149352j 0.0165397+0.00542431j 
0.00482914-0.0238005j 0.0199841+0.0101923j 0.0105907+0.0672229j -0.0534497-0.0156934j 0.0941129+0.118115j -0.0442945+0.020666j -0.0341691-0.052651j -0.0495053-0.037741j -0.0730134-0.167351j -0.0688443-0.0483001j -0.00493504+0.0107462j 0.0449978+0.0179894j 0.114229-0.0444396j 0.091905-0.0717818j 0.0213109+0.111909j -0.125523-0.219095j -0.0273972+0.0143162j 0.0196545+0.0810888j -0.104182-0.00808353j -0.0881653-0.0311583j 0.0307909-0.0235692j -0.00333019-0.0651214j 0.120248-0.11202j -0.101954+0.0210163j 0.0106789+0.228023j 0.0269716-0.148947j -0.162171+0.00116715j 0.0312541+0.21708j 0.0884544+0.00723166j 0.0509123-0.0160878j -0.105391-0.0651839j -0.102176+0.0173195j -0.0244993-0.0508873j 0.0728123-0.0508455j 0.00613783-0.141391j -0.0325207+0.0406497j -0.0170776-0.044747j -0.141152+0.0281508j -0.052039-0.0558111j -0.0656595-0.12993j -0.158248+0.0123997j 0.0334147+0.0648964j -0.00871937-0.00831501j -0.177039+0.154093j 0.0356175+0.0741231j 0.170942+0.149991j 0.100532+0.0804597j 0.0954676-0.161106j -0.146552+0.0807189j 0.111562+0.00721627j 0.0938604+0.0855825j 0.0729116+0.018029j 0.0197512-0.0799598j -0.0939275+0.00338016j -0.0791598+0.0345941j 0.0875714+0.00295805j 0.0496546-0.0381292j -0.000394026-0.168163j -0.209465-0.0267192j -0.0277721-0.0136725j -0.0130374+0.0929896j 0.0382435-0.0179043j 0.0844786+0.0215583j 0.020505-0.0218849j -0.00331349-0.0186175j 0.065472+0.0405751j 0.00144528-0.028939j -0.00433563+0.0480243j -0.0221087-0.0499394j -0.0130296-0.0121896j 0.0139532-0.0394302j -0.0288387-0.0371105j 0.0130268+0.0192822j -0.00293183-0.00530448j -0.0128721+0.010304j -0.000846943-0.0236471j -0.0250069+0.00297601j 
-0.00234899-0.0240922j 0.00340027-0.00721325j 0.00993334+0.0598575j 0.00962514+0.0325886j -0.107587+0.121094j 0.0501921+0.0719932j 0.0545584-0.107497j 0.0202801+0.0207629j 0.149488-0.113262j 0.0281949+0.0497011j 0.0622498+0.0474446j -0.048236+0.0321044j -0.10519+0.0639471j 0.0831079+0.119404j -0.0922853+0.0937769j 0.0695111-0.0178284j 0.0439137+0.00718238j 0.0825024+0.0148111j 0.0966651-0.0393627j -0.00189146+0.0959184j 0.0668295+0.0987048j 0.0299891+0.00245248j -0.218098+0.182333j 0.187224+0.198774j 0.179362+0.124716j 0.127048+0.143968j -0.117389-0.0967194j 0.0868159-0.165469j 0.0368479-0.0302374j 0.074349+0.20722j 0.0247844+0.0875901j -0.0235677-0.0108655j 0.00805986-0.023433j -0.0750805-0.0789184j -0.0288922-0.179248j 0.0198062-0.073226j -0.0311488-0.0660324j 0.0984143-0.242581j 0.0079649-0.0662749j -0.181297+0.0163055j -0.0420867-0.0539233j 0.0131187-0.11932j -0.075888-0.0376952j 0.0188906-0.00340357j -0.0150825+0.118214j 0.088992+0.027389j -0.0274495+0.0576395j -0.0424696-0.042828j -0.188457-0.0776905j -0.0390439-0.186369j -0.0537124+0.133668j -0.0185853-0.0416473j -0.0342062+0.00891612j -0.022802+0.0309443j -0.00885424+0.130177j -0.0662561-0.0785552j 0.00948218+0.0737796j 0.0535147-0.0291438j -0.0502331-0.00713843j 0.0266957+0.0343155j -0.038454-0.00109844j 0.00805465-0.0586282j -0.0294648+0.021764j -0.0153353+0.0477696j 0.0550559-0.0601244j 0.00632406+0.0373059j -0.0335815-0.0668942j 0.0109101-0.0330515j 0.0190613-0.0150144j -0.00579682-0.0311342j -0.00073527+0.00937144j -0.00360054+0.0179057j -0.0608157-0.0347795j -0.00318817+0.02477j 0.00428811-0.0272127j -0.0145458+0.0270269j 0.0193043+0.0187728j 
-0.0134359+0.0225983j -0.00892026+0.00839939j 0.0397385-0.0164677j 0.00165994-0.0696785j 0.196455+0.0717358j 0.102511-0.0690301j -0.0429568+0.0296449j 0.0190366-0.181086j 0.00295384-0.0626134j 0.108023+0.0191608j -0.126656+0.173209j -0.112688+0.0443521j -0.0366573+0.222939j 0.120916-0.142307j -0.208017-0.143282j 0.00439024+0.0866589j 0.070871-0.0257817j -0.0604144-0.0316753j 0.0252263+0.115435j -0.0673664-0.111971j -0.0337664+0.0575123j 0.0377275-0.00197402j -0.0286038-0.112408j 0.0769176+0.203777j 0.0746935+0.123065j -0.120693-0.00403056j -0.0630665-0.0791446j 0.200213-0.0176799j 0.14056-0.176057j -0.129547+0.0381102j 0.0114304+0.115195j 0.0540456+0.0114615j 0.164163+0.0440646j -0.091997-0.125918j -0.11552+0.00596807j -0.0232356+0.065133j 0.0615961+0.0241642j -0.105434-0.0859158j -0.128895-0.0562868j -0.00924333-0.00425035j -0.0210462+0.0301656j -0.0320272+0.128508j -0.021976+0.0397683j -0.07066+0.0295173j -0.127329-0.00643981j -0.0445976-0.0280372j 0.0486761-0.0550313j -0.0165426+0.0812761j 0.0233269-0.00281555j 0.0507375+0.104991j 0.0987898-0.0776582j 0.00952593-0.00325678j -0.00772108-0.0123998j 0.0614153-0.0400376j -0.0431432-0.0262511j -0.0524776+0.0778218j 0.0200724-0.0572704j 0.0567249+0.0391038j 0.0099809-0.0723124j -0.0643843+0.0233827j -0.0379044-0.0214926j 0.0185865+0.0349866j 0.024355+0.078938j 0.0530007+0.0413341j -0.13331-0.00361429j 0.0460135+0.0630991j -0.00438527-0.0182605j -0.0054248+0.0095314j -0.00803149-0.0535861j 0.0350865+0.0140011j 0.02507-0.0663993j -0.0664287-0.00149501j -0.0433411+0.0139831j -0.0241574+0.0363923j 0.0258422+0.0569127j -0.0279704-0.0155487j -0.00655319+0.0277312j 
-0.00924198+0.00372391j 0.0121682-0.0194168j 0.00249975-0.0652637j -0.0257465+0.0123649j 0.0744253-0.0913716j -0.137777-0.0711804j 0.0447898+0.0834311j -0.143111+0.00757382j 0.0114335-0.0298437j 0.0544618-0.23557j 0.086068+0.0887435j 0.04366+0.0657031j 0.237607+0.0454066j -0.147248+0.00271845j -0.161682+0.0861787j 0.168129+0.0574754j -0.0751087-0.0171198j 0.137676+0.0623188j 0.15828-0.196675j -0.0955829-0.0610073j 0.0202407-0.00697709j 0.0719613+0.00969689j 0.106376+0.0467631j -0.156484+0.200622j 0.014831+0.0139068j 0.221269-0.0922028j 0.0338556-0.0853128j 0.154282+0.0566243j 0.180278+0.114035j -0.111561-0.0965205j -0.0867313+0.00146704j 0.116983-0.0920471j -0.0845628+0.087605j 0.001987+0.0317098j -0.079135-0.0153698j -0.0261021-0.177538j -0.00685123+0.00332262j 0.00723057+0.161397j 0.0357818-0.141456j 0.00905219+0.0024459j 0.0234983+0.00886601j -0.0916943-0.0234267j -0.0238483-0.0013329j -0.000703735+0.008623j 0.0681175+0.0353283j 0.0539535-0.0630256j -0.021171+0.0100774j -0.0059966+0.000529177j 0.0687624+0.0665809j -0.0914861+0.0207326j -0.0484965+0.132666j 0.0176089-0.0627691j 6.89079e-05+0.0208546j -0.00417212+0.0319576j -0.103453+0.0516919j -0.0762871+0.0155311j -0.0230899+0.0902533j 0.0287393+0.0281518j 0.030283-0.0166011j 0.0436148-0.00253189j 0.00937809-0.00910206j 0.0485735-0.0285182j 0.118521-0.0294428j 0.0264789-0.0279197j -0.00421957-0.0299893j -0.0527049-0.018902j 0.0697027+0.0458824j 0.0174827+0.0497666j -0.0599829-0.0192989j -0.0436588+0.0405809j 0.030827+0.00638268j -0.0216604-0.0138499j 0.056018+0.000497728j -0.020386-0.0382554j -0.0181838+0.0271144j 0.00502416-0.0210958j -0.0210001-0.0110807j 
0.0160474+0.0270541j 0.00036945+0.0109734j -0.0272531-0.0231978j 0.00405328+0.000379642j -0.016062-0.144505j -0.0847314-0.00830219j 0.0786868+0.0375659j -0.0669307+0.0558271j 0.00316555+0.0442704j -0.0842824+0.0125315j 0.0178485-0.0506333j 0.013384-0.0617642j -0.0280577-0.0400163j -0.0229328-0.0407682j -0.0113176+0.0204259j 0.00471862+0.0202219j -0.0116063-0.0376385j -0.00458941+0.0275196j 0.0140537+0.0071428j -0.0146384-0.0365738j -0.00408967+0.0262441j 0.0353422-0.00144429j 0.0291584+0.0721648j 0.0182491-0.0632974j -0.0252062-0.014254j 0.0783065-0.0219746j 0.0392709-0.0527768j -0.0930109+0.0549395j 0.0463836+0.0342659j 0.0214164-0.0292352j 0.0393795+0.000603168j 0.007313-0.0803186j -0.0057755+0.0227758j -0.0324698+0.0659121j -0.05758+0.0662522j -0.0734236-0.027723j -0.0135778-0.0373456j -0.0809123+0.0469028j -0.0248833+0.0165773j 0.0122322+0.0589732j 0.0316161-0.0675568j 0.00756069+0.134042j -0.0393092-0.0451336j 0.0518507+0.0376624j -0.0615525-0.0634496j -0.089778-0.0193549j -0.00959275+0.00134473j 0.0370775+0.0501364j 0.0827615-0.0809367j 0.0666424+0.0783838j 0.0530682-0.0369417j -0.145992-0.00520193j -0.0443879-0.0481986j 0.0584243-0.022959j -0.030834+0.0927411j 0.0492268+0.0352598j -0.0253118-0.0215946j -0.0687263-0.00818535j -0.0574891-0.0805331j -0.128333+0.00372069j 0.0203634-0.00669429j -0.0431053+0.0299824j -0.0495727+0.0930669j 0.069757+0.03503j -0.0182401-0.00461381j -0.0193222+0.0688807j -0.0287453-0.0606481j -0.0453636-0.0450065j 0.0562755+0.00782061j -0.00124091-0.112932j 0.0792916+0.0253928j -0.0851196-0.0691535j -0.135585+0.0621342j 0.00207414+0.0120996j -0.00693457+0.0142504j 0.0142898-0.0141733j 0.00728879-0.0270467j 
-0.00126691-0.0138126j 0.0149594+0.0263187j 0.00414238+0.0055697j -0.0241015-0.00525291j 0.122632-0.0174638j 0.0157633-0.0929455j -0.0502376+0.0450717j -0.0933357-0.0568539j -0.0439961+0.0170715j -0.0112656-0.1124j 0.045396+0.0204339j 0.0733972+0.0563271j 0.00537345-0.0834047j 0.000153078-0.0098026j -0.0288125-0.039775j -0.0229764-0.0356697j -0.0270231+0.000112538j -0.0540731+0.0441942j -0.0420387+0.0281032j 0.0094129-0.0503895j -0.0203239+0.0328443j -0.0122292+0.095782j 0.00389678-0.0297163j -0.0160248+0.0234053j -0.0891129+0.0371184j 0.0154796-0.0217228j 0.0425443-0.0545654j 0.0773235+0.0565032j -0.00340788+0.0140346j -0.0125535+0.0060806j -0.0167917-0.0454563j -0.067943-0.0208416j -0.0121744+0.0183699j 0.0575755-0.0125254j -0.0191249+0.00469142j -0.0264312+0.0932834j 0.0303205+0.0239651j -0.162719+0.0103935j -0.0244957+0.00905313j 0.0584471-0.0179042j -0.000114096-0.011304j 0.114918-0.00246006j 0.0694445+0.0635259j 0.00941751-0.00633525j 0.0194181+0.066982j 0.00286609+0.0650885j -0.0123114+0.0117525j 0.0509306-0.0825844j -0.0577426-0.0202583j 0.100064-0.0671644j -0.0486784-0.103716j 0.0410873+0.0702936j -0.0530751-0.0351527j -0.00800997-0.0395282j 0.0733226+0.0588844j -0.0468587+0.0346388j -0.0327564-0.00463412j 0.0246927-0.12389j 0.0132794+0.00484722j -0.0200902-0.0523025j 0.0153446+0.0623542j 0.0367746-0.0194876j -0.0884387-0.0236159j -0.0218019+0.0793156j 0.0684238+0.00109769j -0.0373341-0.0316493j 0.0417617-0.0252957j 0.0728613-0.0486267j 0.0121572+0.0449402j 0.0873469-0.0228034j -0.0472411+0.0945217j 0.0773811-0.0773602j -0.0774243-0.153283j 0.00665675+0.012479j -0.00427761-0.0369045j 0.00758617-0.0264305j -0.0150651+0.0176887j 
-0.00618896-0.00308174j -0.00642666+0.00218979j -0.006363+0.012849j 0.0030344-0.00362715j 0.0193022+0.0312792j 0.0293981-0.00476236j -0.0176214-0.00680325j -0.0118504-0.0158571j -0.0305279-0.000430919j 0.0200395-0.0282717j 0.00120148+0.0125211j 0.00499849+0.0223413j -0.0183652-0.0234678j -0.0137235-0.00316431j -0.0268047-0.0358424j -0.020332-0.0343255j -0.00149679+0.0220762j -0.0339437+0.00926859j 0.0120533+0.00196229j 0.0220967+0.0290837j -0.00475988+0.0308126j -0.0283465+0.0243279j -4.05943e-05+0.0257755j 0.0078062+0.0193001j -0.0136982-0.010492j -0.0163641-0.00462679j 0.00540874-0.0214731j 0.0464131-0.00173464j -0.0266236-0.0412263j 0.00740094+0.0367657j 0.0120396-0.0145052j -0.0448531+0.0377319j 0.0286114+0.000739629j 0.0162959+0.0133789j -0.0013538+0.00126869j -0.00696873+0.0402386j -0.00414335+0.00323569j -0.00266031+0.000947422j -0.00258762-0.0529003j 0.0224583-0.0151841j -0.00077732+0.00383581j 0.0124944+0.0193439j -0.0222818+0.0510699j -0.0041731-0.0189939j 0.00473242-0.0192787j -0.0400215-0.0159917j 0.0224703+0.00495494j -0.000787054-0.0179324j 0.00458986-0.0110822j -0.0726583+0.00196569j -0.0575752-0.00437784j -0.0465357-0.00139052j -0.0176784+0.0278167j 0.0269145+0.0820003j 0.0182948-0.0054297j -0.00537687-0.0154492j -0.0222718+0.0129012j -0.00351122-0.0172196j -0.00986087-0.0301807j -0.020668+0.00869511j 0.0321369+0.0133975j -0.00914483-0.0296398j 0.0295613+0.017663j 0.0403769+0.00233717j -0.0135287+0.0172093j 0.0102133-0.0279776j -0.00910789+0.0203623j 0.0194588+0.0309774j 0.00839691+0.0179646j -0.0290848+0.0187702j -0.0364778+0.00125111j 0.00731548-0.0167931j -0.00262367-0.0271596j 0.00980565+0.0135932j 0.0106808-0.0143168j -0.00115918+0.00451344j 0.00283524+0.012026j 
-0.00557917+0.00303815j 0.00656929-0.00257062j 0.00873229-0.018024j 0.00867833-0.00156845j 0.0207069-0.0383566j -0.0114479-0.0228443j 0.0165392+0.0267533j 0.00583778-0.0115192j 0.0156569+0.0203583j -0.0213127-0.00434789j 0.0089596+0.0157692j -0.0146162-0.0118872j 0.0287711+0.0171457j 0.00686572-0.00860441j -0.0121681+0.02558j 0.0216836+0.0215668j 0.0335835-0.0362513j -0.010099-0.0027329j -0.0380597-0.00706863j 0.00331598-0.0544447j -0.00188283+0.0144977j -0.0051609-0.0033757j 0.0232619-0.0202465j 0.00490807+0.00472047j -0.0114691+0.0113631j -0.00838581-0.0107558j 0.00854414-0.000386652j 0.014411+0.00850251j 0.0143743+0.00206822j -0.0297571-0.0448643j 0.00509563-0.00633275j 0.0224475-0.00554226j -0.0233122+0.0340417j -0.00842767-0.0194675j -0.00463555-0.0111818j -0.0369393+0.00232854j -0.0115349+0.00452846j -0.0238452-0.0299506j 0.0133426-0.00566594j -0.00647861+0.0297955j 0.00373558+0.000792541j 0.0053185+0.0163781j -0.0239334-0.0106814j 0.0495848-0.00675771j -0.0201215+0.012117j 0.00852203-0.0277147j -0.023044+0.0281471j -0.0330514+0.00384721j 0.00621678+0.0206624j -0.0170641-0.0696361j -0.00226712-0.0222652j 0.0248464+0.0119657j -0.0430497-0.0105472j -0.0470192+0.0231019j 0.00288856+0.0218898j -0.0107357+0.0219789j -0.00354426+0.00884697j 0.0117524+0.00802258j -0.0206848+0.00849743j -0.00580659-0.0249747j -0.0261008-0.0412017j -0.0623626+0.0215622j -0.00105131-0.0107853j -0.0161679-0.0463169j 0.0104531+0.0398537j -0.0420784+0.0198672j 0.00855149-0.00227997j 0.00709257-0.0125923j 0.00389607-0.0103508j 0.0466535+0.0150899j -0.0010144+0.0155733j -0.0110936+0.00259703j -0.00531891+0.0160731j -0.018395+0.000463313j 0.00836424+0.0232318j -0.00399064-0.00759597j -0.00151966+0.000911883j 
0.00117436-0.00469882j 0.00475944+0.000772952j -0.00363563+0.00102585j -0.00104244-0.00198124j -0.00545225+0.0104546j -0.0169774+0.00617473j 0.00236478+0.000557526j -0.0200095+0.00554329j -0.00552741-0.00463219j -0.00445725-0.00290153j -0.00412175-0.0153324j 0.0212747-0.00185312j -0.00338112-0.0194773j 0.00520005+0.0059211j 0.00550852+0.00428357j -0.0243351-0.00516516j -0.0400932+0.00664378j 0.0197754+0.0187177j 0.0139833+0.0160096j -0.011587-0.0104658j -0.00103691-0.0102891j -0.00222407+0.0121334j 0.00180867-0.00320399j -0.00992912-0.00397816j 0.00464822-0.00728311j 0.0113755-0.00331765j -0.000146353-0.00412341j -0.0098042+0.0224686j -0.000121218+0.0179525j 0.0203744+0.0188543j -0.000713178+0.0103128j 0.0217029-0.00577703j -0.0066877-0.0206015j 1.62119e-05+0.02333j 8.8753e-05-0.0145035j 0.00280502-0.0208703j -0.00258841+0.0136746j -0.012772-0.0213645j 0.00116538+0.00179864j 0.0156676-0.00791717j -0.000549839-0.0388732j 0.00332908-0.000134426j -0.0185029-0.0129787j 0.00762615+0.0311414j -0.01097+0.0106165j 0.0343817+0.0204059j -0.0272566-0.00359682j 0.0317677-0.00602854j -0.0120338+0.0014404j 0.00715787-0.00886002j 0.00955066+0.0257923j -0.0162065+0.00298777j 0.00808998-0.0196193j 0.00862721+0.00509006j -0.011509+0.00253426j -0.00102858+0.0178594j 0.00303828-0.030046j -0.00821536+0.0127892j 0.0052435+0.0160904j 0.0116759+0.00627374j 0.0383244-0.0131108j -0.00366974-0.00325084j -0.00485411-0.00902638j -0.0231554-0.00164828j 0.00723573-0.0295959j 0.0140614+0.000245019j 0.0107079-0.0015682j 0.0079868-0.000896611j -0.0043907+0.00102193j -0.00479081-0.00904149j 0.00466435+0.00341118j -0.00696066-0.00812585j -0.0024299-0.0142935j -0.00234898-0.00708751j -0.0104332-0.00581218j 0.000336543-0.0018409j -0.00162055+0.00096857j 
-0.00201352+0.00175738j -0.00506629+0.000693629j -0.00398635+0.00506812j 0.00163493-0.00225755j 0.0124717+0.00739761j 0.0103516-0.00243474j -0.00662417+0.0013349j 0.000129608-0.00855346j -0.00365762+0.000398616j 0.00755208-0.00597032j 0.00605105+0.0115456j -0.00446491+0.0131245j 0.00462936+0.00804618j 0.00726894+0.00954537j -0.00726446+0.00069709j -0.00544435+0.006698j -0.00121747-0.00860703j -0.0191067-0.0154186j -0.0127706+0.00228638j 0.00835225-0.00430153j 0.0105062-0.00164892j 0.000434259-0.0101933j -0.00645273-0.015342j -0.0071055+0.0123647j -0.00384525-0.0139971j -0.0204996-0.00938987j -0.00097837+0.0143842j -0.000192863+0.015188j 0.00803236+0.0208012j -0.0117229+0.0101974j -0.00886471+0.0093572j -0.00434821-0.00902828j -0.0354547+0.00298108j 0.00763807+0.00139469j 0.0300961-0.0427208j 0.00280664+0.00100849j -0.0188861+0.00817375j -0.0142486+0.0145894j 0.0248916-0.00749724j -0.00569685-0.00801897j -0.0163106+0.00108681j 0.0124909-0.0244324j 0.0177011-0.0165776j 0.0110354+0.00619048j 0.00709914+0.00181273j -0.00112924-0.00856765j -8.88997e-05-0.00146982j 0.00744733+0.00724477j -0.01852-0.00858988j -0.0107663+0.00212827j 0.00119429-0.00325663j -0.00292928+0.00245053j 0.035976-0.0133175j 0.0318375-0.00815052j -0.0298699-0.0244059j 0.00828857+0.038451j -0.00801759+0.0163471j -0.0100645+0.00165514j -0.0140808-0.00368218j -0.00530776+0.019234j 0.0137633+0.0028251j 0.0106084+0.00798902j 0.00598908-0.00563666j 0.00225747-0.0215901j 0.00352721-0.0118235j 0.0183958+0.00353355j -0.00272454+0.0207822j 0.0155776-0.00515163j -0.0020547-0.00404921j 0.0107912+0.00298816j -0.0131428-0.00192687j 0.00471718+0.00542289j -0.000809262-0.00769352j -0.000454398-0.00401501j 0.00077782-0.00133059j -0.000299719+0.00255457j 0.0013043+0.00340827j 
-0.00587643+0.00572941j -0.000394427-0.00204922j 0.00605091-0.00619695j 0.00626079-0.00759223j 0.0153159-0.0126089j -0.00629332-0.0156624j 0.00283475+0.00495907j -0.00541713-0.0113992j -0.0127197+0.0129997j -0.021413-0.0012807j -0.00237705-0.000397557j 0.0123211-0.00148139j 0.00791636-0.00700863j 0.00623842-0.00878601j -0.0221229-0.00234846j 0.00325767+0.00617071j 0.0219796+0.0113908j 0.00149275+0.0148857j 0.0107647+0.00692627j -0.00664258+0.000965685j -0.00713077-0.0133842j 0.00542136+0.00243068j 0.0170962+0.00610789j 0.011548-0.00109899j -0.0135623-0.00543891j -0.0205164-0.00194926j 0.0242757-0.018927j -0.0241803+0.0173859j -0.0140332-0.0140046j 0.0181519+0.00581063j -0.00820933-0.00218976j -0.000286387+0.00757388j 0.0177397-0.0127242j 0.00105746+0.0173422j -0.0118162-0.000210311j 0.000440037+0.00129648j 0.0219321+0.0170596j -0.0094874-0.00560836j 0.00629263+0.0391128j 0.00647625+0.0162984j -0.00435067+0.0128851j 0.000500818+0.00399833j -0.0141699+0.0166819j -0.015868+0.00916471j 0.0108373-0.0133747j -0.0183912+0.0188922j -0.0112437+0.0102062j -0.00302253+0.0198784j 0.00495479+0.000381882j -0.01725-0.00730831j -0.0184764-0.000427061j -0.00126099-0.0237701j -0.00628754+0.0218009j 0.0054653+0.0342458j 0.0216934-0.0284005j 0.0334068+0.00294419j 0.014844+0.0208693j -0.0042407-0.000948899j 0.0130636-0.0136551j 0.0191404+0.0120204j -0.00145189-0.00636765j 0.0198793+0.00561999j 0.018131-0.0230552j -0.0202783+0.00796822j -0.0167437+0.0165415j 0.00487387-0.0153343j 0.025146-0.00760772j -0.0110386-0.0182223j 0.0034644+0.0002994j 0.0114654-0.00450676j 0.00279833+0.0024589j -0.0100728-0.00860401j -0.00253372-0.00167455j 0.00332923+0.00393717j 0.00442462-0.00271526j -0.00285131-0.00341557j 0.000823835+0.00163731j 
0.00302886-0.00383563j 0.00121229+0.00110135j -0.00258042-0.00326392j 0.0031095+0.00499593j -0.0120899+0.00579503j 0.00491632+0.00249052j -0.000502264-0.00709122j -0.00139476+0.00700891j 0.000116605-0.00296259j 0.0117132-5.77313e-06j -0.00410631+0.00128708j -0.00387644-0.00994143j -0.00548706-0.00485942j -0.00619575+0.00338794j 0.0184056-0.00352718j 0.0131521-0.00107901j 0.00699124+0.00134134j 0.0073562-0.00878497j -0.00625515+0.00360085j 0.00133212+0.00288582j 0.00706381-0.0196557j -0.00335555-0.00288131j -0.0134617-0.00948555j -0.0152882+0.0018533j -0.000236647+0.00255656j 0.0023944+0.010556j -0.0145118+0.0313095j -0.0113373-0.00546623j 0.00012489+0.0197373j 0.0083307+0.0189476j 0.0159884-0.00248424j 0.00211545-0.00987484j -0.0311403+0.00560032j -0.0108094+0.0079921j -0.00242689+0.0237266j 0.0107373-0.00353748j 0.023224-0.0243755j 0.0107663-0.00253285j -0.00600131+0.00143428j -0.0442752+0.0128537j 7.79782e-05+0.018699j 0.00303438-0.0142344j 0.000234434-0.000650313j -0.0149701+0.025164j -0.00173944-0.00656771j 0.0242857+0.0171246j -0.0236614-0.0281632j 0.0108695-0.00948933j -0.023216+0.0103219j -0.0211556+0.00161833j -0.00287418+0.00776735j -0.00447838+0.000874139j -0.00467181+0.0182544j 0.00645763+0.00881221j 0.000938416-0.0179835j 0.00824322+0.00463379j -0.0234721+0.0193085j 0.0161808-0.0122418j 0.0128091+0.0132564j -0.00419208-0.0106449j 0.000636617-0.038766j -0.00650268+0.0216561j -0.0213755+2.55453e-05j 0.0052239+0.00667027j -0.00309603-0.00865409j -0.00216879+0.00839049j -0.00542473+0.0029865j 0.00253587+0.00236307j -0.00660428-0.00483904j -0.00346176-0.002325j -0.00392788-0.00451397j 0.00461096-0.00167214j 0.00722364+0.00613057j 0.00242828-0.00406126j -0.00502627-0.00341114j 0.0012472+0.000181265j -0.00185375-0.000152023j 
-0.000866777-0.000507579j 0.00104232-0.000130127j 0.00128345-0.00437428j 0.00431945-0.000428768j 0.000570978-0.000183286j -0.00159821-0.00217963j 0.00426078-0.00101009j -0.00192126-0.00151761j -0.00529514+0.00571771j 0.00479943-0.000626473j 0.00396291-0.00871724j 0.00609403-0.00109258j -0.00304383-0.00610112j -0.000285136-0.00149791j 0.0021202-0.00067683j 0.00632354+0.000892803j 3.07634e-05+0.00250775j -0.00985402-0.00549208j -0.00115261-0.000141693j 0.00117864+0.0147452j -0.00166064-0.0133468j 0.0091065+0.0111122j -0.00466551-0.00532156j -0.00317141-0.00576926j -0.00240069+0.00427947j 0.00486234+0.00632283j 0.00707641+0.0196142j -0.0064905+0.00531496j -0.00698125+0.00553172j 0.0173147-0.00375788j 6.69556e-05+0.00414209j -0.00604553-0.00800676j 0.00298339-0.00223572j -0.00392154-0.037669j 0.000236092-0.00812479j 0.00285031-0.0296129j -0.0147378+0.00303123j 0.00570682+0.00162103j -0.00914438+0.0197983j 0.0106601-0.0404445j 0.051652+0.00764058j 0.0385402+0.00820594j -0.0248945-0.00587771j -0.0140354+0.0201047j 0.0151552+0.0243502j -0.00192169-0.00629762j -0.0105901+0.0181306j -0.00544978-0.015259j -0.0136922+0.00344762j -0.0139898-0.0109112j 0.00776014+0.0112423j 0.00115252+0.00285104j 0.000386338+0.00573591j 0.0199757-0.0246048j 0.0180133-0.0132726j 0.00314566-0.00242957j -0.00524047-0.0104662j -0.00888475+0.0110922j 0.0316317-0.00149466j -0.00793702-0.0120524j -0.0231665-0.00469303j 0.0034291-0.00384393j 0.0171216+0.00850912j -0.00459334-0.00511217j 0.00727142+0.00567762j 0.00549378-0.00163614j 0.0035757-0.0104251j 0.00702826+0.00393406j 0.00195108+0.00433661j 0.00188427-0.00146229j -0.00165626+0.00160149j 0.00176472-0.00153835j -8.20261e-06+0.00211371j 0.00236756-0.00110598j -0.0031043-0.00359553j 0.000217584-0.00257963j -0.0017672+0.000429164j 
