0.105127-0.00353432j -0.024329-0.00255429j -0.0131372-0.00339778j 0.0716762+0.0696086j -0.0356517+0.0241086j -0.0261369+0.074887j 0.0561496+0.132026j -0.0345652-0.0420256j -0.0346119+0.0296854j 0.105437+0.0556862j -0.0342559-0.0133496j -0.0964947-0.025934j -0.0121732-0.0568244j 0.14507+0.0426511j 0.0672536-0.040959j 0.0885476+0.0378307j -0.0338351+0.0253178j 0.0928363-0.0452985j 0.0744115-0.0467042j -0.117676-0.105194j 0.139596+0.0270606j 0.121321-0.0382655j 0.0492406-0.0165625j 0.0455706-0.195504j -0.0143744-0.0648398j -0.059014+0.124463j -0.00980237+0.033992j -0.12072-0.149885j -0.0673778-0.0981055j 0.0452575-0.0223385j -0.145718-0.00751021j 0.14837+0.126597j 0.124829+0.106289j 0.107637+0.0888908j -0.0142567-0.0099294j 0.0574614+0.103644j -0.0180078+0.0647905j 0.0257655-0.033194j 0.0571063+0.0782337j -0.0623752-0.0578727j -0.000582155-0.0972769j -0.0226492+0.115353j 0.0746348-0.218287j -0.0374444-0.125003j -0.087795+0.01693j 0.134976-0.011099j 0.0861496-0.00597103j 0.0558391-0.0234051j 0.0767628+0.0311779j -0.0384827-0.030672j 0.043047-0.0243352j -0.0138812-0.191208j -0.112896-0.00730743j 0.139916+0.155622j 0.101045-0.0268184j 0.0562587+0.0959158j -0.0344217+0.145003j -0.0110287+0.0605938j -0.0338762+0.00655283j -0.0422029+0.0188699j 0.0208668+0.00206477j 0.00128599+0.0307852j 0.0129049-0.0363283j -0.00564532+0.00468794j -0.0127033+0.00909933j -0.0114235+0.050005j -0.00284471-0.0137084j 0.0305156-0.0135921j 0.00119715-0.00267835j 
-0.000557576-0.000607479j -0.00204098-0.00171117j -0.000761654-0.00137474j -0.000311696-0.00591294j -0.00300491-0.00178471j 0.000485297+0.00475266j 0.0050486-0.000151831j -0.0044936+0.000295066j 0.00490241+0.00267295j 0.00392872-0.00219064j 0.00513271+0.0014858j -0.00269463-0.00283692j 0.000552621+0.00890354j 0.00733004+0.00153625j 0.00348062+0.00159914j 0.00157219+0.00250205j -0.0035152+0.000396266j -0.00404235-0.00228802j 0.004315+0.00385215j -5.64472e-05+0.00280767j -0.00192709+0.00611898j -0.00504093+0.00201819j -0.00146747-0.00658494j -0.00233386+0.00116067j -0.00366819-0.00549586j 0.00847726-0.000976559j 0.00108661+0.00253988j 0.00370728+0.00282401j -0.00041528-0.000486877j -0.00230218+0.000283691j 0.00284179+0.00167217j -0.0030418-0.000938146j 0.00438539+0.00239619j 2.34718e-05-0.00115563j -0.0102517-0.00641179j -0.00339152-0.00417705j 0.0124463-0.00553695j -0.0053495-0.00224218j -0.00393123+0.00608895j -0.00614256+0.000311874j 0.0103542-0.00214201j 0.00473456-0.0024883j 0.00574839+0.00301648j 0.00565951+0.00484084j -0.00218234-0.00639198j 0.000569875-0.000643107j -0.000691146+0.00550608j -0.00211105-0.00287661j 0.00147146-0.00314171j 0.00425272-0.00104719j 0.00417555+4.52277e-05j 0.000485645-0.00843766j 0.00694084+0.00463441j -0.00127066+0.000961881j -0.000654017-0.0121383j 0.0097441+0.00822464j 0.00347472-0.000695721j 0.00139903+0.00464608j 0.00177299-0.0123182j 0.00946214+0.00300253j 0.00981381-0.000177855j 0.0272111-0.011903j 0.00541073+0.0122216j 0.0175458-0.00262103j -0.0122734-0.00336735j -0.00827394+0.0124831j -0.00591387-0.00629547j -0.00073344-0.00319505j -0.0252839-0.00791711j 
0.00124503-0.00161614j -0.00117782+0.00254131j -0.005626-0.00351199j -0.00230184+0.00297965j 0.00491937-0.00604289j -0.00878029-0.0107908j -0.00767929+0.0135372j 0.0165226-0.000308603j -0.000311385-0.0108674j -0.00787296+0.000397188j -0.000775997-0.00790751j 0.00304744+0.000678034j 0.0102878-0.00305716j -0.000405769-0.00180737j 0.00748523-0.00645151j 0.01261+0.000701699j -0.0042014+0.00460172j -0.00511753+0.00252748j -0.00739695+0.0101279j -0.00981413-0.00284722j 0.000828515+0.00364071j 0.00202242-0.0181836j -0.00474849+0.000246034j 0.00122973-0.0156972j -0.00668715-0.00304943j -0.00593317-0.00617422j 0.00682937+0.00363682j 0.00463154-0.00161882j -0.0102232-0.00197384j -0.00355192-0.000589704j -0.00398757-0.00327473j -0.00453236-0.00127054j 0.000844811+0.00705207j -0.00843984+0.00372205j -0.00668546+0.00757545j 0.00709239-0.00158857j 0.00568543+0.00115195j -0.0102099+0.000280299j -0.00234411+0.00372678j 0.00109641-0.00506565j -0.00257277+0.00105975j -0.000238046-0.00104604j -0.0001244-0.0039498j 0.00281981-0.00538796j 0.00130333-0.000928148j -0.00793438-0.00331247j -0.000286476-0.00412312j -0.00245114+0.0084849j -0.0062572-0.0049431j -0.00289594-0.00472365j 0.00602473+0.00667893j 0.00754393-0.000254854j 0.00064671+0.000367704j -0.00261175-0.00134069j 0.000868012-0.00533973j 0.0142531+0.000627294j -0.00466397-0.00619431j 0.0030842-0.00175857j 0.000858935-0.000655388j 0.000980244+0.0013696j -0.000767173+0.00935216j 0.0229044+0.00393533j 0.0095551+0.0216942j 0.0104259-0.00207841j -0.0152534-0.0115947j 0.00615146+0.00381649j 0.00210445-0.00146802j 0.00434095+0.000357142j 0.00907639-0.000606001j 
-0.000482057+0.000633938j 0.00680438-0.00404382j 4.39766e-05+0.00871605j -0.00124316-0.00123801j -0.00630705+0.0110651j 0.0022449+0.00616567j 0.00694346-0.0137572j -0.014212+0.00635977j 0.00241652+0.0128769j 0.0143029+0.00339453j 0.00436929-0.00180056j -0.00233945+0.00310516j -0.00794614+0.00428947j -0.00504027+0.000130677j -0.00413996+0.00227592j -0.00417171-0.00645495j -0.000766023+0.00521129j -0.00746498+0.00280328j -0.00152629+0.0043803j 0.000291698-0.000962193j 0.00184331+0.000798114j 0.0117549+0.0147926j -0.00299369-0.00731505j -0.0115597+0.00985884j -0.000879702-0.00586746j -0.00834025+0.00372829j -0.00560822-0.000229425j 0.00797643+0.00174418j -0.00334467+0.00106111j -0.00798554-0.00325795j -0.00633782-0.00880481j -0.00161082+0.00120637j 0.000165312-0.00498537j -0.00654158+0.004347j 0.00349866+0.00871248j -0.00196061+0.0026796j 0.00739106+0.00314743j 0.00267221+0.00590555j 0.00300218+0.00208079j 0.000243725-0.00210085j -0.00510447-0.00149408j -0.00274573+0.00200941j -0.00415964-0.00130403j 0.000424756-0.00368925j -0.0061273+0.00439899j -0.00785011-0.00154053j -0.00376649-0.00681144j -0.00106741+0.0048344j 0.000703178+0.00186813j 0.00181763+0.0029899j -0.00131381+0.00446369j 0.00029289+0.00378053j -0.00370428-0.00182461j 0.00201586-0.00293745j 0.00366414+0.00692555j 0.000978455-0.00476666j 0.00173474-0.00520374j 0.00145234-0.00997941j -0.000551859+0.00751651j 0.00175102-0.00342748j -0.00320996+0.00520845j -0.00564604+0.00916093j 0.00767358+0.00251184j -0.00056991+0.0063086j 0.00490066-0.00142636j 0.00813797-0.000461421j 0.00832329-0.00367795j 0.00649044+0.00532698j 0.021671+0.00230605j 
0.00544512+0.00292451j 0.00612508+0.00037659j 0.00694414+0.00407487j -0.0104474+0.00586877j 0.000517529+0.00278046j 0.00619549-0.00786018j 0.00329842-0.0099525j 0.00899778-0.0101077j 0.0045852+0.011658j 0.00183593+0.00263744j 0.000549331+0.000430511j -0.0108047+0.00582699j -0.00505711-0.00239757j 0.00461956+0.00119498j 0.000231479-0.0030652j -0.00573426-0.0022019j -0.00285826-3.21609e-05j 0.0110691-0.00691683j -0.00919596+0.00124681j 0.00160003-0.0034462j 0.0035802-0.00460672j -0.000226149-0.00538224j 0.0128756+0.0157011j 0.00780329-0.00652164j -0.00426936+0.00254373j 0.0116414+0.00475553j 0.00380495-0.0023279j -0.0119517-0.00447216j 0.00319801-0.004325j -0.000994202+0.00222366j 0.0107753+0.00133136j 0.00198231+0.00121459j 0.0031836-0.00367853j 0.00255553-0.00248242j 0.004934-0.00032442j -0.00138617-0.00243541j 0.00501272+0.00125018j 0.00632751+0.00493694j 0.000105998-0.000742078j 0.00178288+0.00145325j -0.0029473+0.00460728j 0.00280853+0.00182095j 0.00558887+0.00378201j 0.000875481-0.000645666j -0.00359249+0.00566247j 0.00789253+0.00198315j 0.00273672-0.00351078j -0.00110423-0.00502624j -0.00187388+0.000878316j -0.000552784+0.0083923j -0.00358177-0.000293091j -0.00117371-0.000769878j 0.0021983+0.00135644j -0.000601601+0.00342209j -0.000999624+0.00997508j -0.00719776-0.00525529j 0.00344962+0.00313552j -0.00084271-0.00689907j -0.00254969+0.00544745j 0.00278749-0.00390843j -0.000950017-0.000279563j -0.0147696+0.00273183j 0.00232971-0.00527155j -0.00460483+0.0114759j 0.00790799+0.00716511j -0.000459267+0.00173288j 0.00319959-0.00332821j 0.00730389-0.000747064j 0.00853549+0.000253745j 
0.00299703+0.00287738j 0.00989216+0.00181222j 0.00195294+0.00335391j -0.00721693-0.00058865j -0.000421342+0.00960215j 0.00424356-0.00325059j 0.00373809-0.0105634j 0.00157853-0.000272545j 0.00173124+0.0117452j 0.0117987+0.00801454j -0.000127635-0.00316624j -0.00133376-0.00400054j 0.00320004-0.00428277j -0.00449241+0.00183316j 0.000990353+0.00361214j -0.00198889-0.000201145j -0.00429412+0.0051467j 0.000878058-0.00173553j -0.0135336+0.00223025j -0.0047392+0.000743279j -0.0014334+6.53435e-05j 0.000139735+0.00299697j -0.00997018-0.00297432j 0.00304771-0.00733081j -0.0123262-0.00629566j 0.00781957+0.00497699j 0.00132706-0.00228227j -0.0012217-0.00153509j -0.00534443-0.00173558j -0.0018121-0.0083892j -0.00410904-0.00566716j -0.00891044-0.00520876j 0.00391728+0.00172886j -0.000950662+0.000799853j 0.0015729-0.000181645j 0.00512482-0.00780482j -0.00767529-0.00145908j 0.00533303+0.00434035j -0.0035327-0.00456016j 0.00230321-0.00689511j -0.00459569+0.00230497j -0.00364343+0.000663577j -0.000366548-0.00116457j 0.00327544+0.01202j -0.00368459-0.00503904j -0.0101927-0.00378912j -0.00838011+0.00224221j -0.00257404+0.00706546j -1.7827e-05-0.0061535j -0.000922376-0.00530693j 0.002565+0.00139871j -0.00153857+0.00738572j -0.0127161+0.00165848j -0.00469646-0.000818979j 0.000350295-0.00344685j 0.00755906-0.00117619j -0.008352-0.00227997j 0.00150829+0.00242621j -0.00260849-0.00637438j -0.000501216+0.0046614j 0.00393562+0.00473698j -0.00151325+0.0093524j -0.00253678-0.00962724j -0.0066001-0.00548272j -0.00641356-0.00952903j 0.00382195+0.000560749j -0.00909461+0.0132744j -0.0101797+0.00357889j -0.0184744-0.0015989j 
0.00167017+0.000476243j 0.000107528+0.00109709j 0.0012573+0.00270057j -0.00308696-0.00586594j -0.00740735-0.00384319j -0.00494148+0.00663184j -0.00442371-0.0097877j -0.00634568+0.00253844j -0.00458874+0.00790825j 0.000722593-0.00336318j 0.00466981+0.000766856j -0.00257416+0.004213j 0.00311174-0.00174546j 0.0106903-0.00163357j -0.00129928-0.00675648j 0.0038936+0.000968208j 0.00121917-0.000732343j 0.0030821+0.00295852j 0.0120409-0.00418755j 0.00854191+0.00265716j 0.00373568-0.00294397j 0.00364771-0.0109053j 0.00250164+0.00710735j 0.00503686+0.00902819j 0.00440789-0.00468608j -0.00630945-0.00274979j 0.00252444-0.00294434j -0.000333124+0.00481424j 0.00484009+0.00828909j 0.00132983+0.00152327j -0.0155015-0.000341052j -0.0021616-0.0098473j 0.00566579-0.000321625j 0.00565721-0.00608862j -0.00304634+0.00309807j -0.00104547-0.000574912j -0.00481392-0.00155861j 0.00379361+0.00179865j -0.0042021+0.00238575j 0.00399278-0.00386554j -0.00382117+0.00495361j 0.00463566-0.000292571j 0.0140959-0.00773397j -0.00375969-0.00207309j 0.00311943-0.00277052j 0.0237003+0.00214462j 0.00788019-0.00248674j 0.00417362-0.00303994j -0.0029765+0.000966672j -0.00981129-0.00345001j 0.00598854+0.00749265j 0.0120417+0.00373159j -0.0109922-0.00262668j -0.00440081-0.000280969j -0.00171904-0.00356306j 0.0106295-0.00282206j -0.00771881+0.00087622j 0.000803192+0.00237764j -0.000412164-0.00228285j 0.00437238-0.000136009j 0.00506944+0.00341871j -0.00145472+0.0122334j 0.00999895+0.00362002j -0.002273+0.0034165j -0.0097611-0.012229j 0.00498999+0.00108031j -0.0010382-0.0020234j -0.00213102-1.25156e-05j -0.000796517+0.00100869j 
0.00160574-0.002469j 0.00586765+0.00308814j -0.00494709+0.00976334j 0.00541851-0.001932j -0.00176316+0.00321953j 0.00616124-0.00691695j 0.00451598+0.0122588j 0.00232626+0.00533891j 0.00368675-0.00465245j -0.00188991-0.00662368j -0.00320332+0.00245428j -0.001233-0.00347141j 0.00867101+0.00406262j -0.00269503-0.00128432j 0.000171657+0.00929259j 0.00413999-0.00129109j -0.00433409+0.00228226j -0.00383766+0.0128146j 0.00352659+0.00133826j 0.0102305+0.000557348j 0.0120798+0.00588795j -0.0158461-0.00398843j 0.0102643+0.000506874j -0.0180147+0.00796163j 0.0134905+0.00550046j -0.00464084-0.00539001j 0.00464282-0.00135669j 0.00300431-0.0042998j 0.00935144-0.0123676j 0.00237328+0.00314926j -0.000556788-0.0022801j -0.00625473-0.00092994j -0.003829+0.00674934j 0.00288672-0.00304825j 0.00403396-0.00389212j 0.00619796+0.00254421j 0.00220788+0.0051458j -0.0192844+0.00154396j 0.00732593-0.00600578j -0.0080804-0.00354641j 0.0137436+0.00175668j -0.00906606+0.0019771j -0.00142342-0.00724093j -0.00972112+0.0072482j -0.00637357+0.000467278j 0.0102491-0.00074765j 0.00183355-0.000104727j 0.00282954+0.00209633j -0.00772539-0.00176991j -0.0127282-0.00882363j -0.016477+0.00470467j -0.0150617+0.00418336j -0.00330514+0.00185423j 0.0124752+0.00315075j 0.000274138-0.00109365j -0.0144885-0.00514423j 0.00363619-0.00434245j -0.00432187+0.000456474j -0.00256143+0.00194962j 0.000818397+0.00222657j -0.00340209+0.00257498j 0.000134312+0.00422756j -0.00253196-0.0024583j 0.00402221+0.00168933j 0.000497696-0.00470131j 0.00162823+0.000251044j 0.00174339+0.000191526j 0.000749833+0.000377948j 0.0025752+0.000906597j 
-0.00463081+0.00438367j -0.0121661-0.00172344j 0.00350748-0.00908163j 0.00985075-0.00447141j -0.000955643-0.0066593j 0.00628265+0.0195913j 0.00640878-0.00583581j -0.000614203-0.00693422j -0.000545857-0.00481355j 0.000742168+0.000364417j 0.011011-0.00391653j 0.0110249-0.00246609j 0.00499659+0.00102053j -0.00284537-0.00103115j -0.00462493-0.00160866j -0.00700327+0.00875271j 0.00764787+0.00396052j 0.0157963-0.00197023j -0.00184926+0.00602109j 0.00230749+0.0105961j 0.0034433+0.00585597j -0.00635851-0.00255377j 0.000251822-0.00952944j -8.95645e-05-0.00135167j -0.0079945+0.000810498j 0.0144783+0.00056904j 0.00105652+0.000779448j -0.00218626-0.00405363j -0.00306278+0.00124167j -0.0105207-0.00304203j -0.00169908+0.00501604j -0.00299819-0.00607132j 0.00714383+0.000838922j 0.000707038+0.00587102j -0.000989155-0.00378144j -0.00592379+0.00598941j 0.00660263-0.000239648j -0.0051227-0.00407549j -0.00558282-0.00458641j 0.00344616-0.00261754j 0.00220855-0.000881941j -0.00466704+0.00158592j 0.00110127-0.0141798j -0.00293651+0.000532596j 0.00329344-0.00335306j -0.00815753-0.00177897j 0.00121524+0.00841279j -0.00502989+0.00186902j -0.00650398-0.00276064j -0.00352453-0.0139604j 0.00404197+0.0123743j 0.00475887+0.00330731j -0.00241513+0.00241533j -0.00348351+0.00728488j -0.00150878-0.00929994j 0.00817663-0.00412916j 0.00137399-0.000852553j 0.00445816+0.00826115j 0.00421876-0.00348803j 0.00299382+0.00419783j -0.00170115-0.0017372j 0.00792664+0.00313501j 0.00911225+0.0127248j 0.00737831-0.00100218j -0.0154836-0.0127406j 0.0010494+0.000597475j 0.00289208-0.00596618j 0.00204922-0.000937439j 0.00535278-0.00107158j 
-0.00308442-0.00138159j 0.00222381-0.00350336j -0.00326849+0.000592275j -0.00156781-0.000123333j 0.00257827+0.00493007j -0.00575894+0.00322085j 0.00287772+0.000743945j -0.00125563+0.00804674j 0.00301688-0.00122064j 0.0094885+0.00266007j -0.00788507+0.00122724j 0.00263113+0.00484641j 0.00396853+0.00111888j 0.00169426+0.00533291j 0.00468561-0.00255408j 0.00827482+0.00461001j -0.0136902+0.00104973j -0.00182683-0.00137894j -0.0101175+0.00433079j -0.00210982+0.00263076j -0.00280568+0.00015979j 0.0150928+0.00638398j -0.00116476-0.0081132j -0.0192278+0.0155697j -0.00186044-0.00619483j -0.00218936-0.00406518j 0.0138267-0.000772825j -0.000922521-0.000393443j 9.45696e-05+0.00486751j -0.00017791+0.00112137j -0.0111045+0.000151166j -0.00228245+0.000225469j -0.00112474+0.00498273j 0.000990722-0.00193474j 0.00145833-0.00321902j 0.00307464-0.00703825j -0.0012013+0.000505462j -0.00462224-0.00143867j 0.00241312-0.00253752j 0.00908838+0.00484949j 0.00335432-0.00400866j -0.000729046-0.00174102j 0.00431767+0.0012848j -0.00192674+0.000239338j 0.000586625+0.00112721j 0.0150749-0.00106672j 0.00244268-0.00610566j 0.00437929+0.00380638j 0.00369543+0.000852979j -0.00471066-0.00111632j 0.00653455+0.00045715j 0.0142914-0.00496504j 0.00257493-0.000415437j -0.005835+0.00574906j -0.000985325+0.00182587j 0.00409515+0.00594874j 0.00339903-0.00741021j -0.00068103+0.00488941j 0.00356829-0.00551718j -0.00281083+0.00178975j -0.000848238-0.00241582j 0.0162288-0.012411j -0.00589767+0.0122646j 0.0077474-0.00836599j -0.00384661+0.00742305j -0.00380257+0.000575096j -0.000184394-0.000152263j 0.00170332-0.000462609j -0.0040584-0.00165459j 
-0.00248807-0.000713125j -0.00102532+0.000845799j -0.00190569-0.00176838j 0.0160561+0.000829109j 0.0148855+0.00617303j 0.0025282-0.00473981j -0.00687721+0.00676503j 0.00275887+0.00455188j -0.00915913-0.00385261j 0.00132395+0.00635565j -0.00972408-0.00258135j 0.0081467-0.00222759j -0.00265813-0.00204119j -0.00247532+0.00036361j 0.00696762+0.0114091j -0.00337066-0.0080076j -0.00592727+0.00176402j 0.00648592-0.00169335j -0.00901209-0.00375173j -0.00101383-0.00436705j -0.00686041-0.00274817j 0.00288045+0.0173579j -0.00455971+0.00900107j -0.00448221+0.00797877j -0.0018429+0.00611686j 0.00139968+0.00995524j 0.00482932-0.007704j -0.00437581+0.00263443j 0.00578578+0.00575267j 0.0117232-0.00965766j 0.00206646+0.00505455j 4.09491e-05-0.00401838j -0.00456921-0.00439446j 0.000320013-0.00573284j 0.0079804+0.003j 0.00418104+0.00258895j -0.0126376-0.00100514j 0.0226515+0.00811407j 0.000889466-0.00149702j 0.000912591-0.00380855j -0.0135702+0.00379523j 0.000549312+0.00559392j 0.00167067-0.00257603j -0.0015697-0.00241034j -0.00368557+0.00811605j 0.00349263+0.00278217j 0.000569504+0.00288774j 0.000119505-8.61782e-05j -0.000314447+0.00591255j -2.85775e-05+0.00606779j -0.00797764-0.00236152j -0.000841662+0.00693948j -0.00250596-0.00363005j 0.00112993-0.00575267j 0.00337758+0.00671543j -0.00767212-0.00850581j -0.00144945+0.0102006j -0.00152737-0.00638394j -0.00525054-0.00250225j -9.11335e-05-0.000778696j 0.00788393-0.00350034j -0.0446254+0.0157455j -0.000168486-0.0216861j -0.025708+0.0207738j 0.0285125+0.0129096j 0.0040133-0.00671004j -0.00378068+0.00584147j -0.00130178+0.000547073j -0.00359443-0.00152464j 
0.000990038-0.000287322j 0.0106382+0.00228697j 0.00584163+0.0143343j -0.00173365+0.00767324j -0.00422239+0.00145033j 0.000490669-0.00866734j -0.00480939+0.000790122j 0.00515446-0.000743116j -0.00190577+0.0101431j -0.000976211+0.00714221j -0.00465013-0.000443724j -0.0156228-0.00111762j 0.00537068-0.000993766j 0.00855462-0.000581116j 0.00541803+0.00989946j -0.00263651+0.00713949j 0.0141829+0.000565023j 0.00157956-0.00491287j 0.00565497-0.00312197j -0.000207593-0.00183777j 0.00555224-0.00425029j -0.00847467+0.0117483j -0.00604979+0.0105501j -0.00124893+0.00139327j -0.00578178+0.0101726j 0.00109275-0.00601234j -0.000976582-0.0111905j 0.00157091-0.000931292j 0.00339259+0.00117611j 0.00237687-0.00575345j 0.00363712-0.000244808j 0.0013141-0.00290252j -0.00133121+0.00675637j 0.0130732+0.00306145j -0.00251219-0.00922784j -0.00832154+0.00225243j -0.00663597-0.000810152j 0.0108881+0.00498851j -0.000823575-0.0131992j 0.0114308-0.00474224j -0.00447291-0.00511716j -0.010537+0.00887957j -0.00328052-0.0231433j -0.00734048+0.00686805j 0.000388579-0.00194436j -0.0005827-0.00264413j -0.00738388+0.00858135j 0.00246155+0.00824074j 0.00466124+0.0146867j -0.00743483-0.00925718j -0.00830879+0.00119515j -0.00596723+0.00938906j 0.00354603-0.00279876j -0.00783935+0.0086698j -0.00297149+0.00446925j -0.00175614-0.0137322j 0.0060299-0.00510099j -0.00422803-0.000282045j 0.00319797-0.0113804j 0.00765355-0.000156211j 0.00730208-0.0191801j -0.0376991+0.0107441j 0.00104614-0.00504078j -0.0210563+0.0212367j 0.0198897+0.0118281j -0.00192916-0.00494294j -0.00265894-0.00584563j 0.00261173-0.000383733j -0.0081611-0.00420443j 
-0.00080293+0.00388414j -0.0099776-0.00209037j 0.0120245-0.00299825j 0.00767705-0.00876271j -0.0140781-0.00591883j 0.00885495+0.0127459j 0.0028174-0.0182681j -0.00906732-0.008405j -0.00193604+0.00796993j 0.00134436-0.0110641j 0.0111007-0.0011039j 0.00635368-0.00078021j -0.00737676-0.00705791j 0.00481444+0.00227805j 0.00563819+0.00555212j -0.00728681+0.000759277j -0.00657883+0.00176922j -0.00477111-0.00600668j -0.00843674-0.00516596j -0.00276054-0.00257532j 0.00441727-0.00198014j 3.93158e-05-0.00754811j -0.00172801+0.0203004j -0.00109095-0.0149379j 0.00477816+0.00443415j -0.0123858+0.000275533j 0.0110298-0.0079982j -0.00138348-0.000886361j -0.000585985-0.00502409j 0.00351625-0.00251717j -0.00411136+0.00232443j 0.000394834+0.00320269j -0.00541903+0.00484841j 0.000123594-0.00551868j 0.00320644+0.00265781j -0.00291546-0.000236741j -0.00788347+0.00209006j 0.00458432+0.00356367j 0.0052812-0.00357534j 0.00224905-0.00415042j -0.0046998+0.000445117j -0.00145326+0.000809661j -0.0001493-0.00166592j -0.00206753-0.00214117j 0.00131271+0.00206587j 0.00131522+0.00276628j 0.000236014-0.00501244j 0.00183751+0.00629192j -0.00280736+0.000107041j -0.00203921-0.000166944j -0.00963999-0.00407159j -0.00550772+0.00272049j 0.00295125-0.0010177j 0.00104555+0.000346779j 5.5436e-05+0.00579669j -0.0095589-0.00374556j 0.00157853+0.00388072j -0.00241433-0.00133434j -0.00160926-0.0041828j -0.00475589+6.37864e-05j 0.000960762-0.00560843j -0.0199882+0.00170853j -0.00935173-0.010098j -0.0128519+0.00677158j 0.0217992+0.016456j 0.000971442-0.00800214j -0.00397008+0.00888021j -0.00323208+0.00248603j -0.00271384-0.00196239j 
-0.000661575+0.000715201j -0.00341429+0.00160089j -0.00418151-0.00936765j -0.00439008-0.0082727j 0.00415625-0.00159442j -0.000135802+0.000183932j 0.0031029+0.00548148j 6.85593e-06-0.00110854j -0.00348748-0.000344037j -0.00167178+0.00186732j -0.00241219+0.000881898j 0.00244683+0.0020934j 0.00199056-0.00188517j 0.0119338-0.00151014j 0.00133164-0.00494767j -0.0137568+0.00630962j 0.000791407-0.00319139j 0.000664487-0.00498871j -0.00683655-0.00306837j -0.0041957+0.00336038j 0.00384107-0.00410877j 0.00114453+0.00282831j -0.00556292-0.00352379j -0.000893869+0.00352034j -0.00590144+0.0021008j -0.001136+0.000555976j 0.000131177+0.000642633j 0.00247054-0.00277161j 0.000440513+0.00284116j 0.00514189+7.76254e-05j 0.00382415+0.00221477j -0.00769958+0.00287315j -3.58507e-05-0.0029351j 0.00648756-0.000735555j 0.00490459-0.00503138j -0.0065078-0.00112577j 0.00252111+0.00114433j 0.00480156+0.000107162j -0.0109617-0.00877194j 0.00734439+0.000987219j -0.00166738-0.0037518j 0.00594544+0.00404967j 0.0090163+0.000461375j 0.00108715+0.00484853j -0.00362709-0.00342219j 0.00206999+0.00270618j 0.00027451-0.00474345j 0.000776307+0.00126896j 0.00713949+0.00148231j 0.00988787-0.0041302j 0.00614638+0.00115128j -0.00677977-0.00239896j 0.00243861-0.00063635j -0.000188557+0.00069509j -0.00954843+0.0021418j -0.00339335-0.00243233j 0.00267971+0.00134799j -0.003588-0.00317754j -0.0017334+0.00773911j 0.00417928-0.00559821j 0.000666638-0.00459451j -0.00424856-0.0124215j -0.00263631-0.00432015j 0.000410489+0.00913111j 0.00411435+0.00977572j -0.00452344+0.00303846j -0.00089152-0.00359981j 0.0037639-0.00279109j -0.000466848+0.00187181j 
-0.0013901+0.000150305j 0.00402571-0.00412854j 0.00466926+0.00203019j 0.00461898+0.00223791j 0.000286406-0.000214288j 0.00124199-0.00214561j -0.00379187+0.00124714j 0.00297936-0.00477281j 0.000806337+0.0029482j -0.00180947-0.000229553j 0.00762421+0.00327152j -0.00776554+0.00161284j -0.000995946-0.00187965j -0.00398984+0.00531043j -0.000332889+0.00576529j 0.00923982-0.00393122j -0.00248419-0.00561997j -0.00142989-0.0033497j 0.00126453+0.00461214j 0.00570939-0.00160957j -0.00209203+0.00103802j -0.00740563+0.00166421j -0.00642695+0.00335489j 0.0036784-0.00055535j 0.00658935+0.00630611j 0.00543931-0.00110332j -0.00235823-0.0020486j -0.0082521+0.00993395j 0.00109056-0.000566311j -0.00759929-0.000782244j 0.00144996+0.00463574j 0.0109868+0.00122999j 0.0075865-0.000195649j -0.0058212+0.00540022j -0.00339538-0.00634774j -0.0057937-0.00674711j -0.00452661-0.0100446j 0.000209354-0.0110223j 0.00320955+0.00291047j -0.00345946+0.000756561j 0.00245685+0.00098845j 0.00243057+0.00320964j -0.00646381+0.00659745j -0.00177365-0.0140587j -0.00545303-0.000204983j 0.00161961-0.000364833j -0.00411154-0.00428615j -0.0011153+0.00356226j -0.0131289+0.00206303j -0.00328444+0.00959435j -0.0116376+0.00140221j 0.00463342-0.0082542j 0.00615853-0.000609409j -0.00442473-0.00141002j 0.00567338-0.00309121j 0.00212122+0.00443783j 0.00143965+0.00109338j 0.00451026+0.00490277j 0.00182154-0.00917015j 0.0172117-0.000149011j 0.0134161-0.0136538j -0.00913286+0.0150841j 0.0024306+0.00741181j -0.0162584+0.0125213j -0.000148851-0.00309919j -0.00539355-0.0058791j -0.0104312-0.00171524j 0.0048202+0.0012182j -0.0182823-0.00664694j 
