0.105127-0.00353432j -0.024329-0.00255429j -0.0131372-0.00339778j 0.0716762+0.0696086j -0.0356517+0.0241086j -0.0261369+0.074887j 0.0561496+0.132026j -0.0345652-0.0420256j -0.0346119+0.0296854j 0.105437+0.0556862j -0.0342559-0.0133496j -0.0964947-0.025934j -0.0121732-0.0568244j 0.14507+0.0426511j 0.0672536-0.040959j 0.0885476+0.0378307j -0.0338351+0.0253178j 0.0928363-0.0452985j 0.0744115-0.0467042j -0.117676-0.105194j 0.139596+0.0270606j 0.121321-0.0382655j 0.0492406-0.0165625j 0.0455706-0.195504j -0.0143744-0.0648398j -0.059014+0.124463j -0.00980237+0.033992j -0.12072-0.149885j -0.0673778-0.0981055j 0.0452575-0.0223385j -0.145718-0.00751021j 0.14837+0.126597j 0.124829+0.106289j 0.107637+0.0888908j -0.0142567-0.0099294j 0.0574614+0.103644j -0.0180078+0.0647905j 0.0257655-0.033194j 0.0571063+0.0782337j -0.0623752-0.0578727j -0.000582155-0.0972769j -0.0226492+0.115353j 0.0746348-0.218287j -0.0374444-0.125003j -0.087795+0.01693j 0.134976-0.011099j 0.0861496-0.00597103j 0.0558391-0.0234051j 0.0767628+0.0311779j -0.0384827-0.030672j 0.043047-0.0243352j -0.0138812-0.191208j -0.112896-0.00730743j 0.139916+0.155622j 0.101045-0.0268184j 0.0562587+0.0959158j -0.0344217+0.145003j -0.0110287+0.0605938j -0.0338762+0.00655283j -0.0422029+0.0188699j 0.0208668+0.00206477j 0.00128599+0.0307852j 0.0129049-0.0363283j -0.00564532+0.00468794j -0.0127033+0.00909933j -0.0114235+0.050005j -0.00284471-0.0137084j 0.0305156-0.0135921j 0.00119715-0.00267835j 
-0.00084576-0.00135353j -0.000115109+0.000357076j -0.000710274+0.00145031j 0.00156456+0.000450095j 0.000372777+0.000749913j 0.00185372-0.00193207j 0.000382999+0.002082j 0.000313318+0.000342525j 0.00335835-0.000347912j 0.000152084-0.0034256j -0.000364322+0.00157842j -0.00135313-0.00135365j -0.000516419+0.000540459j 0.000359454+0.000244779j -0.000779884-0.00146644j 0.000159227-0.00213638j -0.00130589-0.00564424j -0.00180179+0.00138767j 0.00265878+0.00494009j -0.0043526-0.00518057j -0.000245151-0.00423497j 0.00301239+0.00156822j -0.0031213-0.00254445j -0.00405962-0.00196757j -0.00454385-0.00585514j 0.00218698-0.00205721j -0.00793457-0.00585168j -0.00522709-0.00786344j 0.00280265+0.00423362j -0.00135197-0.00588004j 0.00067888+0.00187975j -0.0023311-0.00483719j -0.00520508-0.0026822j -0.00170629+0.000481152j 0.000589666-0.00035036j -0.000149753-0.000326234j 0.00047624+0.00321269j 0.0027487+0.000633413j -0.000508287-0.00202528j 0.00173878+0.000402862j -0.0037823-0.00135647j 0.00212275+0.00250972j 0.000923839+0.000752018j 0.000932105+0.000117491j 0.002136+0.00440385j 0.000918568+3.18324e-05j -0.00118134-0.00118463j -0.000817121-0.00186363j 0.00115639-0.00219878j 0.000637671+0.0014279j 0.00277338-0.000877017j 0.00246696-0.00145202j -0.00134679-0.000674367j -0.00222621-0.000250405j -0.000315265-0.00296938j 0.00118126-0.000282434j -0.000515189-0.00172901j 0.00177305+0.00149207j 0.000418919-5.73769e-05j -8.40992e-05+0.000272984j 0.00154931+0.000251503j -0.00134977-0.00427696j -0.00187607-0.000694571j 0.00262652-9.83213e-05j -0.00141983+0.00234851j 0.000757535-0.000670409j 0.00204912+0.000449425j 0.000456431+0.000282433j 0.000311234+0.000565198j 
0.000195408+0.000979043j -0.00134561+0.000335653j 0.00225689+0.000151844j -0.00370828+0.00410979j -0.000567744-0.000311469j -0.00214134+0.00114689j -0.00303218+0.00220898j 0.00299613+0.00137581j -0.00389059+8.1486e-05j -0.00148019+0.00314721j 0.00342275-0.00287371j -0.000413654-0.00421627j -0.000733421-0.00209626j 0.00280493-0.000208021j -0.00325957-0.00427743j -0.000121629+0.000443723j 0.000854724-0.000372895j -6.75348e-05-0.00160071j 0.00302789-0.00395029j 0.00248856-0.00299273j -0.00470883-0.00478957j -0.00337034-0.00305175j 0.00255431-0.00198282j -0.0023166+6.03305e-05j 0.00289451-0.00389953j -0.00322301+7.40887e-05j 0.00623569+0.00132889j -0.000485213+0.00229855j -0.00414901-0.000691428j 0.00558924-0.00127183j 0.00168519-0.000581481j -0.00230208+0.0012087j 0.00798987-0.000444207j -0.000322113+0.00190746j 0.00113413-0.000731982j 0.00635858+0.000779698j 0.000634962+0.00241238j 0.00436422+0.00551972j 0.00198089+0.00351414j 0.000801091-0.000209872j -0.00875916-0.00459324j 0.00619418+0.00242356j -0.00179176-0.00331242j -0.000755118+0.000474342j 0.00295518+0.00424184j 0.0002345+0.000769105j 0.000867205-0.000236214j -0.000825484-0.000932744j 0.00394315+0.00516893j 0.00101906+0.00130128j 0.00481936+0.00222098j -0.00250717-0.000444424j -0.00605058-0.00495316j -2.19352e-07-5.77861e-05j -0.00360997+0.00127385j 0.00592337+0.00279944j 0.00228002-0.00146972j 0.0092804-0.00042199j -0.00120395+0.00127115j 0.00170217-0.00278588j 0.000628315+0.00429155j -0.000919639+0.00816691j 0.00358298-0.00154378j -0.00512047+0.00243243j 0.00174601-0.0036101j 0.000297768+0.00591982j -0.00144807+0.00127315j 0.000953475+0.000518927j 0.00190032-0.00137116j 
-0.0012729+7.5022e-05j -0.000776538+0.000624839j -0.00065133+0.00202262j 0.000700053+0.000624046j -0.000238529+3.21212e-05j 0.0012427-0.00244358j -0.000557149+0.0018954j -0.00052138+0.000930674j 0.00188839-0.00176449j 0.00136687-0.00224087j -0.000405037+1.39343e-05j -0.00159677-0.0019487j -0.00153124+0.00190575j 0.0033463-0.000557215j -0.00257971-0.000829956j 0.00150099-0.00399333j -0.00247958-0.010223j -0.00136327+0.00303842j 0.00500257+0.00557654j -0.00367939-0.00628226j -0.00176065-0.00500526j 0.00271825+0.00113648j -0.0038521-0.0029256j -0.00702572-0.00103219j -0.00758322-0.00665409j 0.00147314-0.00618523j -0.00775469-0.00600584j -0.00972512-0.0113392j 0.00103377+0.0050417j -0.00198531-0.00918062j -0.000258224+0.00108498j -0.00322623-0.00358358j -0.00530247-0.0026207j -0.000795318+0.00259951j 0.000221208-0.000105805j 0.000154295+0.00127005j -0.000239086+0.00212887j 0.00320168-0.000829122j -0.000417085+0.000288718j 0.00146027+0.000929407j -0.00537562-0.00232608j 0.00157245+0.00139217j 0.000874087-0.000688662j -0.000417818-0.000328308j 0.0034078+0.00364643j 0.000321898-0.000905644j -8.66168e-06+0.000681345j -0.000118089-0.000129467j 0.00167176-0.00248968j 0.00159658+0.000332938j 0.00176273-0.00332747j 0.0028809+8.02803e-06j -0.00177511-0.00121909j -0.00205125-0.00233014j -0.0015089-0.00195596j 0.00358614-0.000607003j -0.00021815-0.00015385j 0.00233444-0.000715932j -0.000286291+0.000470452j 0.00113293-0.000103058j 0.000116628-0.000870004j -0.00177474+0.00213092j 0.00146879+0.00030232j -0.000167865+0.00175808j -0.00176725-0.00138667j -5.95412e-05+0.000810293j -3.21336e-05-0.0010658j 0.000491211-0.000728624j 0.000132617-0.000777256j 
0.00127753-0.00208389j -0.000924172-0.00138178j -0.00113925+0.00485795j 0.00176642-0.000212881j 0.000256466+5.92571e-05j 0.00131823-0.00101866j 0.00178309+0.00408757j -0.000659615+0.0012717j 0.00188273-0.0025671j -0.00243368+0.000354128j 0.00226662-0.000540929j -0.00434881+0.000109756j 0.00238255-0.00260559j -0.00217473+0.00129479j -0.000702652-0.00246502j -0.00302038+0.00649728j -0.00580981+0.0100069j 0.0081776-0.00820034j -0.000853915-0.00575526j -0.0135283+0.00740585j 0.0023844+0.00101863j -0.00332652-0.000188972j 0.00171111+0.000743756j 0.00589512-0.00447995j -0.00154293+0.00200629j -0.00569875+0.00859668j -0.0045295+0.00511863j -0.00469192+0.0122479j -0.00124607+0.000190152j 0.00301103+0.00393488j -0.00211419-0.00142754j 0.000110336+0.00327394j 0.000664852+4.75467e-05j -0.00183121+0.00210066j -0.00181193+0.000940753j 0.00192223-3.15429e-05j 9.69586e-05+0.000298759j 0.00347486-0.000205114j -0.00244559+0.00096951j 0.00415475-0.0018752j -0.0050166-0.00391495j 0.00332041+0.00285419j 0.00109556-0.00103492j 0.00216638-0.00064744j 0.00141985+0.005369j -1.31205e-05-0.000487532j 0.0021024+0.00101619j 0.00114514+0.000290737j 0.00365111-0.00135331j 0.000161701-0.000235692j 0.00538651-0.00164951j 0.00262563-0.00128247j -0.0026179+0.00154231j -0.00250554-0.00218885j -0.00099616-0.00202887j 0.00411161+0.000525484j -0.000584352-0.00110616j 0.00135407-0.000842329j -0.000313683+0.00054807j 0.00104263-0.000863747j -0.000699884+0.00166473j -0.00212367-0.00113354j 8.23456e-05-0.00123276j 0.000559753+0.000709445j -0.00127958-0.000154389j -0.00101533+0.00103728j -0.000173643+0.000644802j 0.000319409-1.64464e-05j 0.000401302-0.00056831j 
-5.47565e-05+0.00117447j 3.34666e-06+0.000902749j 0.00259238-0.00111467j 0.0012894-0.000973324j -0.0024946+0.00157449j 0.000906851+0.00379198j 0.00148858+0.000639038j 0.00121546-0.000911631j 0.000310815+0.00274517j -0.00299465-0.00265441j 0.000187512+0.000302724j -3.85165e-06+0.00181611j 0.000684534-0.000429298j -0.00207376+0.000771866j -0.000120268+0.00498201j 0.000454447-0.00333056j 0.00111704-0.000357765j -0.00104738+0.0032666j -0.00265537+0.00158416j 0.00254515-0.00156769j 0.000752138-0.0018188j 0.00273746-0.000638067j -0.0011149-0.000923829j 0.00188859+0.00227781j 0.00267288+0.00106101j 0.00316399-0.00185721j -0.000605295-0.000195633j 0.00358504-0.00281856j 0.00442082-0.00730471j 0.00172339+0.00172722j 0.000768204+0.00241298j -0.00183354-0.00190017j -0.00039882-0.00128124j -0.00162748-0.000952316j 0.0029917-0.00310952j -0.00411607-0.00187351j 0.000702871-0.0013114j -0.00589241+0.00154938j 0.000196202-0.00208058j -0.00140207+0.00411192j 0.00526753-0.0012555j -0.00289891+0.00198282j 0.00222247-0.00228365j 0.00203315-0.00118605j -0.00212687+0.000312321j -0.000114552+0.000474147j -0.00161739+0.000596907j -0.000663301+0.000445979j -0.00459607+0.00464556j -0.000951757+0.00210322j -0.00403281+0.00329094j -0.0022905+0.00184121j 0.000844292+0.00147073j 0.000999185+0.00121255j 0.00181449+0.000125358j -0.00839552+0.00386492j -0.00743223+0.00189097j -0.000183347-0.00246925j -0.00377659+0.00218058j -0.00181221-0.00111106j -0.000710017+0.00486063j -0.000114413-0.00262907j -0.00122376-0.000826812j -0.000831476+0.000799129j -0.000853799+0.00365268j -0.00342198+0.000909457j 0.000962728+0.00242514j 0.0019295-0.000921901j 0.00535005-0.0009387j 
7.70472e-05-0.0015583j -0.000853821-0.000493904j -0.000820678+0.00288851j 0.00192646-0.00106197j -0.000598629+0.00093821j 0.00177367-0.000212874j 0.00267857+0.001569j -0.000396727+3.07842e-05j 0.00182458-0.0011805j -0.00259223-0.00110755j 0.00122264+0.000155944j -0.00258568+0.00134071j 0.00123987-0.00253384j -0.0027947+0.00262869j -0.00128849+0.000675844j 2.16975e-05+0.00372862j -0.00269727+0.00767573j 0.00346697-0.00523406j -0.00211634-0.00269076j -0.00736069+0.00655671j 0.00338687+0.000913027j -0.00147919+0.00127141j -0.0020474+0.000307647j 0.003689-0.00339793j -0.00124541+0.00241864j -0.000779582+0.00677489j -0.00406204+0.0033549j -0.00131221+0.00660889j 0.00227422-0.00218755j 0.0025854+0.00430456j -0.000807578+0.000525295j 0.000599479+0.00125939j -0.00201849-0.0002779j -0.00191466+0.000316309j 0.000222102+0.000569848j -0.00108267-0.00162557j 0.000270338-0.00148251j -0.00167762+0.000737787j -0.000489575+0.0014799j 0.00207584+0.000251341j 0.000916808-0.00120262j -0.000329654-0.000125073j 0.000924806-0.00160097j 0.00138005-0.00100725j -0.000269727+0.00442082j -0.000388662-0.000343553j 0.000663298+0.000581904j 0.000639268+0.000469998j -0.00173905-0.000791862j -0.00123416+0.00048532j 0.000725797-0.00172379j -0.000114221+0.000522j 0.000710448+0.000551181j -0.00166261-0.00038147j -3.71724e-05+0.000420658j -0.000902367+0.000601048j -0.00356603+0.000818905j 0.000206031-0.0004202j -0.000144138+0.00109261j 0.000349708-0.000700763j 0.000363479+0.000447692j 0.000195052+0.00186582j 0.000504768-0.000722201j -0.000904123+0.00131774j -0.00237807-0.00136818j -0.000604995+0.000157193j 0.000877411-0.00011789j 0.000553793-0.0005311j 0.00315055+4.84592e-05j 
9.91498e-05-0.000186558j 0.000790091-6.43433e-05j 0.0028013-0.000654046j 0.000674244-0.00167818j 0.00055205-0.000639609j -0.000671303+8.20874e-05j -0.000354354+0.00130955j 0.000199493+0.000319362j 0.000898122+0.00133743j -0.000252398-0.000985633j -0.000144493+0.00177718j -0.00053708+0.00172473j 0.000686357+0.00230815j 0.000219881-0.00110319j 0.00296162+0.000124804j -0.00295821+0.000484816j 0.000204802+0.0006973j -0.00122565-0.00144861j -0.00183626+0.000814018j -0.00415894+0.000684275j -0.000805989-0.00130453j 0.0049831-2.89069e-05j 0.00587063+0.000282963j 0.000236291-0.000507583j 0.000857013-0.00123173j 0.00200256+5.82392e-06j -0.00485528+0.000328668j 0.000974223+0.00173785j 0.00214613-0.0011013j -0.00264668-0.000992562j -0.000814753+0.000305178j -0.00189218-0.00207232j -0.00112889+0.000784019j -0.00067002+0.000388784j -0.000628647-0.00262664j -0.00077642-0.000417135j 0.00200197+0.00247927j -0.000740917-0.00338736j -0.00308456-0.00730161j -0.0021669-0.00179199j 0.00235727+0.000506574j 0.00353695+0.00520775j 0.0015974+0.00307786j 0.00242991-0.00068339j 0.000721197-0.00425612j 0.000899539+0.00118474j -0.000741345-0.00120772j -0.000645413-0.00244014j 0.00265193+0.00197457j -0.000412095+0.00302868j -0.00108517+0.00379715j -0.000170138-0.00439143j 0.0011333+0.00539833j 0.000323055+0.00168959j 0.00301484-0.00909336j -0.00355118+0.0015263j -6.81153e-05-0.00148004j -0.0025283-0.000236889j -0.00196515+0.00070881j -0.00224812+0.00124494j -0.00114868+0.00275401j -0.0108013-0.0139539j -0.00569062-0.00142775j 0.0087619-0.00576461j -0.000931385+0.0105046j -0.00274895-0.000178825j 0.000938784+0.00306937j 0.000129927+0.000397462j -0.00208429-0.000250966j 
0.000246858-0.000247808j 6.56791e-05-0.00098172j -0.00252211-0.00211078j 0.000366152-0.000837557j 0.00195689+0.000117964j -0.00129013-0.00432287j -0.00217479-0.000424506j -0.00120244-0.00161354j 0.000324599-0.000670624j 0.00308745+0.00343032j -0.000413282-0.000916801j 0.000896456-0.00251081j -0.00100082-0.00204533j 0.000719019+0.00256399j 0.00271269-0.00352897j -0.00023267+0.00367862j 0.000506977-0.00167547j -0.00276285-0.00139159j 0.000295459-0.000109253j -8.64997e-05-0.000262982j -0.00155746+0.00211649j -0.00242608-0.000494498j 0.00113301+0.000714964j -0.00178787-0.00121184j 0.000631589-0.00105082j -0.000717982+0.00348379j 0.00120543+0.000429833j -0.00172135+0.00156151j -0.0044421+0.00615748j -0.000877344-0.000282812j 0.00318726+0.000363216j 0.000578802+0.000432921j 0.00164714+1.44643e-05j 0.00158053+0.00312011j 0.00024881+0.00240926j 0.00408046+0.00278511j -0.00201776+0.00208871j 0.00182256-0.00411436j -0.000395122-0.00220783j 0.00570968-0.00314156j -0.00557633+0.00571367j 0.00557901+0.000310474j -0.00393125+0.00270281j -0.0020801+0.00245039j 0.000191811-0.000885616j -0.000661765+0.000906586j 0.00256739-0.000270991j 0.00206446-0.00131504j 0.00422811-0.000264283j 8.88342e-05+0.00184942j 0.0037869-0.000231921j 0.00237566-0.00326162j -0.000387431+0.000311112j 0.000508359+0.00239858j 0.00154625-0.00209862j 0.00508113-0.00451892j 0.00818833+0.000202278j 0.00454871+0.00284757j 0.0027626-0.0022426j 0.00326655-0.00243877j -0.000795286-0.000732938j -0.00498628-0.00526087j -0.0044536+0.00450009j 0.00117179-0.00277808j 0.00188779+0.00412278j -0.000364081-0.00535209j 0.00402967-0.0050033j 0.00184121-0.00114206j 0.0066768+0.000246844j 
-0.000901408-0.00210151j -0.000436146-0.00121671j 0.00077758+0.00112377j -0.00173958+0.000570803j 0.00321938-0.000643043j -0.000858097+0.000592582j 0.000822504+0.00140168j 0.00123892-0.00029353j -0.00112358+0.00100159j -0.00531706+0.000730507j 0.00191394-0.000664727j -0.00433905-0.00467046j 0.00388503-0.00195753j -0.00417908-0.00597676j -0.00181118-0.00546303j -0.00640734-0.00610247j -0.00654187-0.0025987j 0.00182742+0.000812486j 0.00324079-0.00486892j -0.00341273-0.00482735j -0.00686699-0.00967304j -0.0010909-0.00386027j -0.00227423-0.00061964j 0.000892107+0.00142189j 0.00117835-0.00183077j -0.00250489-0.00105655j -0.00197458+0.00168326j -0.00208959+0.00667054j 0.00276367+0.0020492j -0.00194081+0.000455836j 0.00214947+0.00470523j 0.000478419-0.005241j 0.00143201+0.00214988j 0.00318504-0.00234574j 0.00121137-0.0035566j -0.000623933-0.00678425j -0.00234363+0.00461699j 0.000742124+0.00366962j 0.000469658+0.00271298j -0.000204334-0.00207895j -0.00155501-6.62077e-06j 0.000551888+0.000139776j -0.00309899-0.00307994j -0.0010023-0.000209863j 0.00241411+0.00438598j 0.00201884+0.00320869j -0.00461219-0.00791343j -0.00337756-0.00650233j 4.74368e-05+0.00116151j -0.000157137+0.000100339j 0.000687008+0.00236102j -0.00133078-0.00330118j 0.000123007-0.000158493j -0.00013956+0.00330662j -0.00228773+0.00152301j -0.000129555+0.00190525j 9.49059e-05-0.00363635j 0.00386742+0.00368731j 1.89655e-05-0.000335284j 0.00290422-0.00374221j 0.00241767+0.00383043j 0.00118749+0.00158715j -0.00224163-0.00514785j -0.000196422-0.000932102j 0.0002481-0.000920891j 0.00325285+0.00221726j 0.00366459+0.00170222j 0.00067733-0.000697526j 0.00423338+0.00251164j 
-0.00223643-0.00128296j -0.00108384-0.00205355j -0.00193575+0.00334051j 0.00198021-0.00440689j 0.00334224-0.00197914j 0.00174544-0.000317101j 0.00120419-0.00127325j -0.00660085+0.0003338j 0.000509665-0.000954833j 0.000856316-6.22431e-05j -0.00430286+0.000202793j -0.00337575+0.0013316j 0.00193772+0.000272541j 0.000102828-0.0042957j 0.00178197+0.00042897j -0.00172589-0.00435095j -0.00406212-0.00332934j 0.00260151+0.00388236j -0.00199345-0.00292306j -0.000578384-0.00158694j 0.000339212-0.00151895j 0.00209708-0.00081687j -0.00113241+0.000491721j 0.00171825+0.000332259j -0.00200657+0.00234258j 0.000975857-0.00193212j -0.00124197+0.000448887j -0.00180276+0.00287455j -0.000456406+0.000158363j -0.0048346+0.00129472j -0.00425014+0.00138218j 0.00578305-0.00154976j -0.00360502+0.00125076j 0.00666181-0.000590152j -0.00396833-0.000569103j -0.00813061-0.00148701j -0.0054356+0.000791169j -0.00466636-0.00619153j -0.00325698+0.00298916j 0.00334412-0.00114631j 0.00726107+0.00298349j -0.00654997-0.00186843j -0.000107233-0.00266518j -0.000525771-0.000536735j -0.00310065-0.00155524j -0.000972173+0.000450093j 0.00116408-0.00114778j 0.00312213-0.000343574j -0.00231664-0.00183818j -5.40739e-05-0.00206686j -0.00331045-0.00578353j 0.00561637-0.00114095j 0.00948731+0.00464171j -0.000269452-0.00151047j 0.00380124-0.000182962j -0.00315968-0.00131901j -0.00153565+0.00138561j -0.00948027-0.00245295j -0.000549619+0.000543528j 0.0038384+0.00083958j -0.00429703+0.000632201j 0.00162986-0.000608578j -0.00116662-0.000752786j 0.0010342-0.00120908j 0.000536414-0.000129158j -0.00235872-0.00106856j -0.000452079-0.00182165j 9.1887e-05-0.000879357j 0.0024244-0.00112612j 
-0.00033286-0.000447421j 4.53504e-05-0.00114948j -0.00234217-0.000194481j 0.000616179-0.00206148j 0.00128575+0.000172353j -0.000274634-0.00127764j 0.000107922-0.0010338j -0.00185052-0.000925272j 0.00112219-0.000695289j 0.000980228+0.000309112j -0.00095342-0.00164987j 0.000551922-0.000586299j 0.00141175-0.00265419j -0.00206058+0.000287603j 0.00124455+0.000206044j 0.00039872-0.00167123j -0.000801207-0.00218083j -0.00120892+0.00344056j 0.000109614+0.00169139j 0.00241051-0.00177475j -0.000732432-0.000624793j -0.0019301-0.00117571j -0.00250149+0.000386942j 0.000447158+0.00098776j 0.000884641+0.0015953j 0.00106006-0.000232397j 0.00133308-2.50322e-05j -0.000237231+0.000326865j -0.00151478+0.00282418j -0.0014633+0.00120428j 0.00093732+0.00109748j 0.00201345-0.000723607j -0.000358932-0.000616775j 0.0025092+0.00103382j 0.00139152+0.0022207j -0.000957089+0.00115743j -0.00560527+0.00013095j -0.00309101-0.00261365j -0.000313197+0.00191112j 0.00205129-0.00198142j -0.002752+0.00154519j -0.00142327-0.000590289j -0.000789398+0.000110247j -0.00174867-0.000565198j -0.00259978-0.000516992j -0.000486633+0.000424756j -0.000521343-0.00202791j 0.000567458-0.000930918j -0.0032485-0.00299959j 0.000241714-0.00118346j -0.000403802+0.00070817j 0.0023972+0.000577457j 0.00149189-0.000572742j 0.00159941-0.000154118j 0.000251456+0.00304412j 0.000398166-0.00340669j 0.00176925+0.00088533j -1.35857e-05+0.000760194j -0.000576492-0.00235166j 0.00403235-0.00131226j -0.00278803+0.00219184j 0.00269445-0.000645141j -0.00225145+0.00331904j -0.00142156-0.000300826j 0.00221506+0.000832768j 0.00147638-0.005585j 0.00315415-0.00300624j 0.00216623-0.000842595j 0.00683283+0.000391694j 
0.000772775-0.00117086j 0.00245908-7.65239e-05j -0.00432044-0.00362024j 5.62814e-05-0.00149559j 0.000822904+0.000610257j -0.000130084-0.00338821j 0.000539835-0.00457805j 0.00104959-0.00177363j 0.00258347-0.000175972j 0.000107926-0.00132201j 0.000474955+0.00289567j 0.00405813-0.000698043j 0.000963922+0.00276428j -0.00282175+0.00128548j 0.00323071+9.4367e-06j 0.000492578-9.03349e-05j 4.83177e-05+0.000792226j -0.00234835-0.000311859j 0.000352165+0.00510747j 0.00139431+0.00207451j 0.0017429+0.00523641j -0.000935794+0.00316858j -0.0033187+0.00386657j 0.000114574+0.000490373j -0.000415788+0.00336522j 0.00155274-0.000547136j -0.00211663-0.00128111j 0.00218273-0.00343507j 0.00397211+0.00477618j -0.00325364+0.00230599j 0.0045021+0.000541261j 0.000130545-0.00206338j -0.00368027+0.00244j -0.00243569-0.00356482j 0.0026353+0.00208523j 0.00149352-0.00266496j 0.00283496-0.00288955j 0.000290936+0.00379369j -0.000505489-0.00218143j -0.00497785-0.00153966j 0.00475824+0.00464387j -0.00157713-0.00470755j 0.000467472+0.00887092j -0.00219841+0.00472534j -0.00304036-0.00144243j 0.00107439+8.57834e-05j -0.00338213-0.00253581j -0.00303388-0.0014979j -0.00320815-0.00537779j -0.00144012-0.00141086j -0.00245028+0.00260289j -0.00427769+0.000729003j 0.00199683-0.00415039j 0.00138793+0.00139194j -0.00279531+0.00134657j -0.000543301-0.00284306j 0.00430221-0.00119352j -0.00125721+0.0077667j 0.00606833-0.00109507j -0.00319493+0.00268768j 0.00246493-0.00916101j 0.000969138-0.000864121j -0.000163919-0.00235035j 0.00283619-0.00388996j 0.000990844-0.00348782j 0.00726414-0.00742424j 0.00217837-0.00229775j -0.00194039+0.00155339j 0.000696497+0.00296248j 
0.000182678-0.000132438j 0.000790906-0.000445471j -0.000518004-0.00110345j -0.00144767+0.000132037j 0.000300211+0.00078566j -0.000439747-0.000695314j 0.00035606+0.000320315j 0.000549302-0.000639534j -0.00028032+0.000939314j -0.00172552+0.000789031j 0.00265229-2.78378e-05j 0.000611224-0.00227495j 4.2799e-05-0.00149911j -0.00220031-0.0016175j -0.000843778-0.000699135j -0.00298244-0.00209308j -0.00158993-0.000678216j -9.75323e-05-0.00100641j 0.00038849-0.00260261j -0.00133191-0.00107202j -0.00172631-0.0013442j -0.000513436-0.000491314j -1.27603e-05+0.00104157j 0.000206627-0.000395953j 0.0014687-0.00112541j -0.000683571+0.00171406j -0.000627103+0.00033062j 0.000481694+0.00107761j 0.0011803+0.000441099j 0.000829261-2.88245e-06j 0.00058873+0.0024728j -0.000532331-0.0021343j -0.000211793+0.00107027j -6.48482e-05-0.00159759j 0.00260564+0.000191742j -0.0017524-0.00329164j -0.00606932-0.000724251j -0.00104163+0.00242898j -0.000392442-0.00179159j 0.00160616+0.00114498j 0.00244987+0.000867057j -0.000616147-0.000775828j -0.00384512-0.000976839j -0.000655383-0.00140632j 0.00538039+0.000422634j 0.00130358+0.000416471j -0.00175404-0.00114153j -0.00131341-0.00080387j 0.0051366+0.000839413j 0.000443209+0.000835153j -0.00103957+0.000356905j -0.00157046-0.000971105j -0.000187278+0.00245553j -0.000770802+0.00156743j -0.0017675-0.00120272j -0.00160148+0.00253525j 0.000531597-0.000215574j 0.00304577+0.00562771j 0.000627225+0.00108552j 0.00368838-0.0055995j -0.000125245-0.00388481j -0.00143823-0.000447901j -0.00355139-0.00337183j -0.00255336-0.00327278j -0.00201605-0.00181097j -0.00057322-0.0029383j 0.00327002-8.28296e-05j -0.000150156-0.00299778j 0.0058068+0.00504562j 
0.0014816+0.000126063j 0.000415115+0.00309833j 0.000438477-0.00151653j -0.000847945+0.000483222j -0.00116223+0.000734039j -0.000791399-0.00047451j -0.000983168+0.000163433j 0.00375276+0.000188567j -0.000339645+0.000639227j 0.00016581-0.000929703j -0.000450009+0.00164256j 0.00296388-0.000948505j 0.000378897+0.00205265j 0.00200617+0.00382408j 0.000587861+0.000438567j 0.00341765+0.00259405j 0.00218359+0.00168959j -0.00168147-0.00250782j 0.000174383+0.00329489j 0.000337791+0.00197112j -7.16288e-05+0.00314107j 0.000179349+0.00299283j 0.000163215+0.00122218j -0.000263959-7.70052e-05j 0.000600112+1.99613e-05j 0.00120784-0.000678936j -1.61458e-05-0.000994214j -0.000222143-0.00361689j 0.00120695+0.000248106j 0.00229115+0.00102288j 0.00271906-0.00131028j -0.00244637+0.000237392j -4.1803e-05-0.00077146j -0.00276372+0.00144269j -2.65421e-05-0.00180085j 0.00462936+0.00213044j 0.00647962-0.000696835j 0.00447559+0.00473402j 0.00132841-0.0017945j -0.00498327-0.00168408j -0.00231229+0.000580148j 0.00371793-0.00104252j 0.0026706+0.00684945j -0.000626702+0.00579234j -0.00277869+0.00121327j -0.000740854+0.000951726j 0.000967128-0.00128037j -0.00055989-0.00206155j -0.00181057+2.3375e-05j -0.00107829+0.000981491j 0.00139037+0.00290388j -0.00356095-0.000168904j -0.00353615-0.00520761j 0.000789242+0.00062902j -0.00205351-0.000334141j 0.00332765+8.81481e-05j 0.00266634-0.00208962j 0.00645045-0.00208358j 0.00163714+0.00267996j -0.0126631+0.00399455j -0.00674903-0.00369253j -0.00258482+0.00146164j 0.00662645-0.00647206j 0.00375236-0.00316576j 0.000435866-0.00254937j 0.00943918+0.000462828j 0.00711387+0.000893215j 0.00490025+0.000804227j 0.0174634-0.00200981j 
