-0.0780899+0.0088247j -0.0790775-0.1415j 0.00588856-0.166876j -0.16295-0.163037j 0.137974-0.0453388j -0.128934-0.148134j -0.0456747-0.243891j -0.184305-0.0568466j 0.0366579-0.0458426j -0.445311-0.380099j 0.152311+0.164527j 0.324711-0.13524j 0.0810661-0.0547503j 0.0387696-0.578618j -0.0397356+0.18807j 0.745758-0.344916j -0.203554-0.175539j 0.735226+0.14217j -0.0817036+0.246011j -0.075539-0.230871j -0.127942+0.124556j -0.35863+0.0699286j 0.260913-0.0601378j -0.168234-0.0915445j 0.190193-0.193474j -0.529853-0.385754j -0.0151465+0.646918j 0.270179-0.0449362j -0.197871+0.00549802j 0.213797+0.406636j -0.214905-0.135132j 0.455364+0.712555j -0.703225-0.00585996j -0.337528-0.0250934j 0.335793-0.798339j 0.45787+0.191439j -0.0586132-0.158455j 1.13039-0.307277j -0.698691-0.117698j -0.263618-0.370506j -0.413352+0.119586j 0.0742489+0.689954j 0.408932+0.495336j -0.415843-0.194306j -0.51356+0.702771j 1.13806+0.0872545j 0.215351+0.429785j 0.528631-0.280938j -0.429819+0.0426694j 0.0801379-0.695168j -0.729756+0.753535j -0.014495-0.479376j -0.3353-0.22731j -0.675002-0.633633j -0.459506-0.167004j 0.668277-0.531395j -0.136723+0.660198j 0.85203-0.279986j -0.133134-0.997259j 0.722052+0.150459j 0.616752-0.335096j -0.0667379+0.00950523j 0.410527+0.0351896j -0.941195-0.951684j -0.550207-0.063223j -0.322371-0.435723j 0.164307+0.983277j 1.44984-0.944255j -0.437289+2.60683j -2.27893-0.286503j 
0.678964-0.29256j -0.27699-0.567163j -0.712166-1.28256j 0.595843+0.345084j 1.04701-0.863552j 1.08164+0.402763j -1.42251-1.14092j 0.759977+0.181277j 2.04498+0.747877j 2.25002-0.348897j -0.605319+0.768409j -3.19112-0.873095j -1.6042+0.149375j 0.543958+0.00743125j -1.02882-0.649814j -2.77286-1.26979j 3.15741+0.220256j -5.34337+0.450147j 4.3828+0.908687j 0.258758-1.10967j -1.62442-0.98446j 5.54759+1.26472j -3.25233-0.697298j -1.78609-1.67067j -2.76547+0.711606j 7.9857+1.98905j -1.15552-1.20981j -1.51989+0.0417603j 0.114785+0.566442j -4.96079-1.0442j 2.96073+0.455074j -5.49841-1.01576j 6.0613+0.853423j 2.25213+0.4476j -2.1029+2.71251j -4.40467-1.48122j 2.21971+0.204346j -5.41375-1.01762j 5.85858+0.820434j 2.98384+0.190347j 4.05589+0.816693j 0.758682-0.677287j -1.25813-0.960092j -2.31181-0.820354j 9.05907+1.04191j -3.57292-0.819052j 2.71792+0.16116j -3.90694-1.08067j 5.29797+1.10814j 1.39248+0.380532j 0.721716-0.159393j 3.03997+0.252161j -4.67122-0.950988j 3.78952+0.945516j -4.15589-1.11041j -1.08565+0.211013j -0.450078+0.951367j -0.812139-1.09111j 3.51806+0.625715j -0.804684+0.192645j -3.40328-0.505469j -1.5834-0.171443j -1.26672-0.0357908j 0.624311+0.0928979j -1.69155+0.0476571j 0.371659-0.227095j 0.0413027+0.369595j 1.18541+0.687825j -0.361156+0.508433j -0.274341+0.113599j 
-1.01141+0.634476j -0.00196889+0.0205398j 1.24726+0.365805j 0.863054+0.93294j 1.01314-1.05674j -2.68967+0.331747j 0.62291-0.148404j -1.01105-0.990997j -2.8695+0.0881471j -4.95293+0.237327j 2.43601+0.50845j 5.35615+1.60132j 1.63415+0.188372j 1.16347-0.704035j 2.6249+0.428229j 7.14095+1.42782j -5.7211-1.63297j 6.63203+1.10533j -5.82322-0.162244j -0.781303-0.355472j 3.93465+0.330772j -9.5918-2.66318j 7.76833+1.40733j 3.82863+1.66495j 6.2357+0.657244j -14.1586-2.80503j 0.981635-0.324659j 3.41253-0.276231j 0.908639+0.603774j 8.05555+1.6739j -4.46903-1.34084j 9.33567+1.59618j -8.91173-1.41897j -4.04462-0.773573j 1.97911-6.58184j 6.2959+1.11317j -4.33304-0.53781j 9.87242+2.55435j -9.06081-1.59864j -4.54216-0.791087j -8.12217-1.69832j -0.233476-0.344727j 3.01926+0.780301j 2.79199+0.154345j -14.4541-3.27133j 7.56386+1.57654j -5.54066-0.980471j 7.34307+1.34016j -10.551-2.22189j -2.6809-0.559801j 1.11422+0.246529j -6.16801-1.7256j 8.06193+0.476667j -7.14746-1.13334j 6.73285+1.11919j 2.34659-0.295165j -0.0386684+0.164916j 1.76084+0.957358j -5.07933-1.00849j 1.028+0.0238359j 4.55496+0.904249j 3.4714+0.682191j 1.77363+0.250598j -0.660137+0.0441526j 3.35754+0.307717j -0.101862+0.358186j 0.37888-0.110843j -1.25336-0.611202j 0.537149-0.443237j 0.0020287-0.256279j 
1.30595-0.002866j 0.408219-0.783988j 1.34572-1.10381j 1.68794+1.47772j -0.602492-0.252992j -0.118425-0.448409j -0.679338+1.25936j 1.35392-0.132339j 0.0304354+0.349389j 0.904079+1.19372j 0.14441+0.943892j -0.217191+0.428901j -1.11178+0.0263343j -0.472556-0.0284289j 0.487011+0.965883j -2.62244-0.735365j 1.6186+1.12861j -1.41496-1.28658j 0.995143+0.509266j -0.0306809+0.615418j -0.714568-0.254051j 3.15777+0.570656j -1.44111-0.9003j -2.15235-0.0851316j -0.819645+0.328333j 4.21314+0.915667j -0.154335+0.581758j -0.752394-0.636214j -0.0931858+0.0795818j -2.50852-0.543754j 1.18839+0.160036j -2.51716-0.5993j 2.05738-0.991262j 1.6534+0.367704j -0.587139+1.07081j -1.7397+0.0945705j 0.730308-0.179369j -2.56959-0.492861j 2.40657+0.592515j 0.855648-0.0534114j 1.45348+0.613785j -0.154297-0.0326291j -0.454821-0.0379214j -1.77436-1.01575j 3.24149+0.965579j -1.85204+0.0434j 1.73585+0.159646j -1.60286-0.42869j 2.3542+0.744135j 0.793294+0.571954j 0.0496704-0.666774j 1.36806+0.398931j -1.90114-0.355304j 2.33101+0.485774j -1.53013-0.651434j -0.58182+0.158942j -0.632385-0.23722j -0.485193-0.227729j 1.25651-0.0865183j -0.446248-0.203823j -1.62867-0.455511j -0.749715+0.387932j -0.725378-0.126688j -0.387848+0.223212j -0.958794+0.0176739j 0.242257+0.238532j -0.65665-0.103977j -0.152783-0.171044j -0.382343-0.337354j -0.107923-0.107062j 
-2.48051-0.858331j 0.571648-2.71949j 1.37686+1.16658j 0.424439-0.905627j -0.424133+0.18945j -0.799906+0.28806j -0.980378+1.14488j 0.229392-0.0722327j 0.0982523-0.0303964j 0.624649+0.447009j -0.699414+0.399114j 0.105338+0.84694j -1.04714-0.381687j -0.344315-0.641993j -0.657526-0.429553j 0.589875-0.218478j 0.364864-0.871178j 0.815431-0.299421j -0.486919-0.595404j -0.940021-0.651285j 0.359495+0.688887j -0.209873-0.0608924j -0.154724-0.397286j 0.445627-0.521741j -0.829534+0.116792j -0.220939+1.11537j 0.471436-0.352087j -0.19688+0.516455j 0.0704389-0.828036j -0.0508551-0.300185j 0.034686-0.305145j -0.356601-0.0259163j 0.95997+0.338239j -0.142121-0.134124j -0.149557+0.67624j -0.167261+0.231561j 0.161858+0.117113j -0.475663-0.0650011j 0.140711-0.830206j -0.0855105-0.116935j -0.149263-0.543973j -0.244035+0.0139864j -0.170005-0.04012j 0.0954511+0.864162j -0.167112-0.437486j 0.228968-0.212642j -0.546735+0.0700403j 0.113899-0.106812j -0.225008+0.118534j -0.254959-0.244411j -0.131998+0.293259j -0.268504+0.258405j -0.41231+0.0325188j -0.0958674-0.195896j -0.457062-0.595566j 0.203684+0.175615j -0.0816977+0.680441j -0.0206897+0.0416172j 0.0851474+0.242562j -0.137749+0.145753j -0.344478+0.338478j 0.190884+0.0410876j -0.121568+0.033944j -0.00833866+0.336465j 0.073626+0.121311j 0.116744+0.0355926j -0.126928+0.203235j -0.139861+0.338012j -0.251647+0.12716j -0.0770861-0.136j 
0.0529457-0.108945j 0.203915+0.123538j 0.321189+0.147928j 0.244437-0.0410936j -0.0145443+0.116491j -0.198352+0.205496j 0.289528+0.0816606j -0.160036-0.0216778j -0.382683+0.30582j 0.172158+0.212692j -0.236003-0.0800129j 0.83166+0.0798209j 0.297853+0.0153349j 0.519609+0.504731j 0.196037-0.391443j 0.767271+0.546213j -0.664146+0.326545j 0.435239-0.00111103j -1.0442-0.121596j 0.288041+0.234634j 0.263342-0.373855j -1.25525+0.0850864j 1.04632-0.0562098j 0.954471-0.255156j 0.953394+0.0549056j -1.76719+0.658149j 0.0352416-0.934065j 0.298582+0.155916j 0.209653-0.153809j 0.8256-0.717726j -0.67091+0.175201j 0.750237-0.849378j -0.166926-0.0646705j -0.70279-0.32072j -0.000271931-0.153562j 0.364034-0.314431j -0.724105+0.0602277j 0.0969405-0.326219j -0.690027-0.0178766j -0.626387-0.119893j -0.679584-0.39249j 0.111129-0.757935j 0.524007-0.501833j 0.454049+0.192497j -2.07795-0.867467j 0.537447-0.453301j -0.375194-0.39294j 1.03607+0.160044j -1.50395+0.509175j -0.607461+0.394579j 0.762759+0.192756j -1.2411+0.946454j 1.54362-0.0259561j -0.398986+1.23334j 0.520399+0.185853j -0.0723748-0.360986j 0.970762-0.620751j -1.04298+0.569373j -1.20774-0.0494809j -0.559663-1.03906j -0.590039-0.166731j -0.919301+0.260366j 0.471205-0.484595j 0.10206+0.802182j 0.811805+0.905935j 0.295849-1.07223j 0.197448+0.255562j 0.177613+0.874501j -4.06887-0.808359j 1.10245-3.81769j 
0.238243+0.0149348j -0.0647857-0.220232j -0.0193596-0.653259j 0.575301-0.603496j -0.0642333+0.361408j 0.594445-0.0402572j 0.738025-0.302028j 0.247821-0.153439j 0.303714+0.514891j 0.739029-0.660197j -0.324751+0.247097j -0.217534-0.372187j 0.220233+0.165088j 0.560001-0.473218j -0.510432-0.214916j 0.139219+0.338277j 0.710626-0.358073j -0.648934+0.47033j 0.203561+0.0591445j -0.315911-0.838631j -0.12347+0.563036j 0.416654-0.419342j -0.267699+0.124287j -0.189054-0.228633j -0.565383+0.00538906j 0.453934-0.6376j -0.813751+0.952562j -0.201118+0.434064j 0.364767-0.530705j 0.0112773+0.213281j 0.131499+0.0233971j -0.555315+0.410148j 0.50083+0.212621j -0.32252-0.450037j -0.633318+0.226039j -0.376917-0.246132j 0.395078-0.809899j 0.636009-0.92537j 0.615938-0.270807j 0.863831-0.0112037j 1.17712+0.0972994j 0.338427+0.302463j 0.224533+0.791308j 0.311207-1.55791j 1.00578+0.0753875j 0.79447-0.184836j 1.1028+1.19679j 0.221465+0.845009j 0.939914-0.464086j 0.521337-0.324655j -0.915072+0.82113j -0.801703-0.777195j -0.357712+0.538884j 0.136523-0.735204j -0.666137-0.635628j 0.882844-1.20322j 0.0504821+0.0365386j 0.061899-0.7971j -0.446449+0.411358j 1.29993-0.657369j 0.49559-0.157503j -0.188991-0.543272j -0.229691-0.501158j 0.454018+0.330834j 0.0527879-0.380393j -0.206413-1.24925j 1.44104+2.01463j -2.89375+0.956003j -1.29467+0.628101j -1.36517+0.830597j 
-0.0248626-0.107756j -0.239817-0.551352j -1.38125-0.576997j -0.258655+0.0280534j 0.1838+0.570867j 2.07445-0.725856j -0.164066+0.173262j 1.94659-0.379816j 2.43363-0.619009j 3.02522-1.09903j -0.12384+0.439994j -5.95122+0.915861j -2.12082-0.518211j -0.249165+0.444033j -1.5145+0.579756j -6.28881+1.19064j 5.09504-0.658513j -6.97873+1.50999j 4.63919-0.00996142j -0.259747+0.680819j -1.43137-0.344953j 7.76787-0.341008j -6.88171+0.503119j -2.37542+0.575448j -5.32817+0.317036j 12.9671-0.237146j -1.2094-0.0973669j -3.45215-0.136173j -0.0358856-0.0513737j -6.4331-0.247156j 4.08414+0.0853803j -8.65587+0.40239j 6.49778-0.00876819j 4.51189-0.27847j -0.301922+5.9683j -4.52436-0.0356663j 4.02031+0.367348j -8.4339+1.36389j 8.48373-0.311726j 3.77597+0.835018j 6.18032+0.0309369j 0.0431515+0.108337j -2.40592+0.466372j -3.01198+0.654527j 12.407+0.750219j -6.00462+0.621563j 2.99307+0.361054j -6.9281-0.353172j 7.7905+1.30901j 1.79489+0.165444j -0.50401-0.0757837j 4.96894-0.983165j -7.17182-0.285257j 6.3832+0.855397j -5.91136-1.44967j -1.49982-0.463112j -0.215507+0.538604j -1.52444+1.33659j 6.00581-0.468436j 1.71537-0.128578j -1.92666-2.53778j -2.78152-1.15063j -1.45149-0.579942j -0.913805+0.831886j -0.707451+0.828063j -1.80548-0.826914j 0.981015+2.16375j 0.879756+1.21376j -1.00909+0.879507j 1.09225-0.858916j 
-0.0958947+0.253206j -0.459517-0.236303j -0.317176-0.89448j -0.0496329-0.46787j 0.403876+0.228983j 0.600029-0.502094j 0.341718-0.520303j 0.13773-0.143647j 0.951166-0.213317j 0.0490141-0.238388j 0.143487+0.126641j -0.800816-0.114185j -0.642213-0.057705j -0.524513-0.491714j -0.643372-0.263939j -1.01728+0.0434031j 1.48568-0.327594j -1.48625-0.09481j 1.51148-0.919042j 0.304236+0.291241j 0.0430687-0.420347j 2.19226-0.419092j -1.80639+0.132012j -0.844108+0.68638j -2.20627+0.310448j 1.6959-1.08718j 0.941048+0.292163j -1.47202-0.463384j 0.592862+0.612927j -1.66657+0.48038j 0.0413026-0.0579554j -1.21403+0.322233j 1.49872-0.150238j 1.68574-0.767833j -1.3723+0.523888j -0.514297-0.64274j 0.757391-0.0167838j -0.744743+0.209222j 2.09447+0.254949j 0.0234241-0.191813j 0.497497+0.400273j 1.33149-0.43922j -0.141676-0.0894381j -0.0825621+0.646425j 2.69125-0.0961044j -1.70639+0.610055j 0.812592+0.870859j -2.97541-0.351848j 0.927006+0.307757j -0.324563+0.451521j 0.224447+0.131935j 0.623204-0.893359j -0.418749-0.0293046j 1.81622+0.498244j -0.658943+0.220314j -0.211862+1.37092j -0.0390024-1.94115j -1.82199-0.369605j 1.38082+0.556861j -0.116195+0.920023j 0.517119+0.88645j -0.0546569-0.859486j -0.321729+0.784233j 0.768131+1.7548j -0.867583+0.633232j 2.06231-0.547346j -0.504597-1.54725j 2.50258+1.29472j -0.0697207+1.46419j 0.201025-0.948329j 
-0.248858-0.0764592j -1.2334+0.527088j 2.27465-0.0377365j 0.146179-0.245689j 0.910148+0.21534j -4.7928+1.77461j 0.816694-1.09164j -3.94358+0.193689j -4.28869+2.24478j -7.56543+2.27182j 1.38253-1.04451j 10.7307-2.03964j 3.07792+1.88303j 0.484941-0.460978j 3.20366-1.68457j 12.3785-2.18406j -10.6164+0.411651j 13.5819-2.01271j -10.6332+0.299711j -0.174754+0.458185j 3.63859+1.38334j -16.443+1.12195j 14.2269-0.40987j 6.93063-0.00351519j 10.568-1.15992j -26.2842+1.23315j 3.59486-0.367175j 5.87655-0.344997j 0.691368-0.171703j 13.1196-1.38718j -6.78282-0.673023j 17.6581-0.956438j -15.9506-0.370953j -7.38753+0.698794j 2.78848-11.6339j 10.0623+0.595837j -7.42531-1.11442j 15.881+1.70986j -16.7029-1.13278j -7.80654+0.144685j -12.7323-0.910794j -0.848377+0.438966j 5.65706+0.862502j 4.03609+0.0571068j -26.139-3.69462j 10.1731+2.23471j -7.14646-2.02257j 13.2758+2.16222j -16.9115-3.37323j -3.1673-0.551713j -1.03016-0.652395j -9.50246-2.19243j 12.7624+2.52884j -12.5141-1.71554j 13.0834+4.66373j 3.05667+1.71464j 1.24981-0.0961901j 3.85386-0.397517j -9.23569-4.99271j 1.98647+3.00404j 7.16284+2.82787j 7.0389+3.61623j 4.03962+0.778663j 0.0585765-1.59525j 7.45006+3.9986j -0.15201+1.29372j 0.630334-0.244882j -2.78012+0.533796j 1.1229-0.2848j -1.20606-0.00125758j 
0.376463+0.0609871j 1.38281-0.625649j -1.84021-0.00930866j 0.376685+0.489788j -0.424978+0.261852j 4.84986-1.56137j -1.16415+0.953182j 3.53889-0.383121j 4.57446-2.40283j 5.77263-2.48182j -1.02915+1.16261j -9.52609+1.77731j -2.6813-1.60923j -0.469691-0.242539j -3.57123+1.12103j -12.1688+0.785637j 10.554-0.812492j -13.3119+2.7774j 9.48209-0.940799j -0.172236+1.16633j -3.68402+0.639915j 15.7898-1.73972j -12.0419+1.28586j -5.152+0.828694j -10.6154+1.12394j 22.9798-2.37602j -3.25616+0.898303j -5.28709+0.829324j -0.757967-0.253751j -12.0502-1.45919j 7.54303+1.06074j -14.9154+0.196147j 14.4051+0.327526j 6.68376-0.63505j -3.17718+10.7595j -9.02779-1.63639j 6.6322+1.81878j -14.3462-1.10752j 14.8418+0.925076j 8.87672-0.111517j 12.8413+2.06765j -0.136214-0.577615j -3.86633-1.64855j -3.31738-1.26093j 23.2984+3.5963j -10.2903-0.594223j 7.61937+2.01093j -12.6115-1.82864j 15.5193+3.47027j 2.45043-0.226029j -0.181544+2.2253j 8.15694+3.28173j -12.3325-2.26658j 10.6245+1.76729j -10.9644-1.64318j -3.61376-2.61329j 0.76022+1.51859j -1.98384+2.21386j 8.89619+2.97961j -1.17088-1.12767j -8.97382-1.61806j -4.47605-2.71313j -3.50781-0.8255j 0.319902+0.0333519j -3.99306+0.149825j 0.109979+1.03323j -2.29669+0.347541j 2.9343+0.0701076j -0.639219+0.364586j 0.99527+0.340477j 
-0.00986696-0.153665j -0.23867+0.225542j 0.881811+0.035202j -0.12002-0.325879j -0.0729942+0.587429j -1.76604+0.584295j 0.179787-0.584724j -1.69677-0.165701j -1.26675+0.874642j -3.2767+1.33078j 0.664064-0.55095j 4.27275-0.470482j 0.960674+0.603679j -0.53595+0.128706j 1.91244-0.772835j 4.99919-1.20602j -4.28861+0.745395j 4.26102+0.0935776j -4.69283+0.410783j -0.830315-0.560508j 1.01748+0.517882j -6.86416-0.156562j 5.20586+0.0569534j 3.09418-0.166874j 4.67333-0.363867j -10.4911+0.329225j 1.0395+0.485376j 2.80123-0.0574418j -0.162336-0.0689546j 4.80579+0.130144j -3.03596-0.768426j 5.63477+0.418017j -7.0666+0.274243j -1.13421+0.114898j 1.69997-4.32623j 3.91795+1.01871j -3.06757-0.97075j 6.27268+1.01994j -7.23505-0.482598j -4.57119-1.82501j -4.24271-0.235949j 0.838619-1.82567j 2.23819-0.184869j 1.88118+0.706363j -10.4638-2.41237j 4.57897+0.856048j -2.66957+1.16716j 6.92401+1.08923j -6.21994-2.05669j -1.49997-0.954518j 1.06486-0.742052j -4.00471-3.13984j 5.63307+2.56057j -5.23718-1.24149j 4.2134+1.34278j 1.1535+2.6268j -0.361861-0.280974j 2.57757+2.09272j -4.17797-0.604384j 1.12785-1.93148j 3.36877+3.1098j 2.49749+2.18981j 4.92393+1.64269j -0.712368-0.723975j 1.29374+1.10678j 0.0788151+0.215835j 0.0882513-0.23829j -1.2953+0.165099j 0.558291+0.222714j -0.124005-0.161062j 
-0.0908386-0.718968j -1.27897+0.587873j 2.7018+0.143269j -0.590341-0.902936j -0.160995+0.619099j -6.15561+2.21634j 0.563062-1.75992j -5.5273-0.417916j -6.06342+4.34448j -9.78091+4.29661j 1.6716-1.91852j 13.7588-3.1413j 3.95564+2.71227j 0.431794-0.187803j 5.25216-2.50192j 16.7345-2.62364j -15.2341+0.714505j 17.7813-1.51398j -13.8069+1.59245j -0.485355-0.496192j 4.52392+0.856793j -21.8395+0.517997j 17.4787-2.05517j 9.796+0.862565j 15.2199-0.194483j -33.5276-0.649674j 4.79652-0.762491j 7.47521-0.409397j 2.29009+0.995368j 17.9746+1.24047j -9.84911-2.17071j 22.4855+0.379795j -22.0877-2.63943j -10.3919-0.0408059j 6.97862-15.2037j 15.0816+1.99669j -9.32594-1.09897j 21.9781+2.02043j -22.0669-4.16206j -10.6586-0.500001j -18.5863-5.41691j -0.740203+1.6256j 7.71851+2.05717j 5.375+1.59712j -34.8623-7.61248j 15.1659+4.60168j -10.1135-1.06741j 17.2063+5.61389j -24.4845-5.91377j -7.41833-2.03861j 0.527238-2.03034j -14.5625-3.86932j 19.6426+5.16434j -15.0048-5.56335j 18.4121+5.26716j 4.64147+2.42879j 0.755074-0.291356j 5.22307-2.12981j -15.3762-4.38318j 2.623+1.94497j 10.4071+5.95148j 6.85139+4.30249j 4.5236+1.22785j 0.0707579-3.29483j 5.07799+4.61417j -0.371996+0.446442j 0.701621-0.897184j -3.23627-0.291076j 1.48387+0.296291j -0.60143-1.21617j 
-0.315164+0.641549j -0.798939-0.149552j -1.18682-0.757222j -0.374825-0.0694752j 0.196021-0.781835j 1.41726-0.106894j 0.254084+0.733256j 1.36626+0.00830266j 0.675253-1.74849j 2.34786+0.0782356j -0.658372+0.0499605j -3.28353+0.934356j -0.963399-0.33853j -0.780274+1.13178j 0.16508-0.500651j -4.86274+0.380207j 3.58872-0.055855j -5.20002-0.93344j 4.21738+0.347432j -0.556754-0.568532j -1.48019+0.485129j 5.67877-0.330754j -3.99838-0.052776j -1.87368-0.179023j -3.74528-0.505336j 8.77025-0.410419j -1.94799-0.67656j -1.31048+0.93273j -0.371213-0.242362j -3.5432-0.466204j 3.35443-0.660991j -5.59096-1.6056j 5.81419+0.353452j 2.6187+0.420166j -1.37179+3.3725j -2.16675-0.219059j 3.15726+1.30543j -5.46004-2.38098j 6.10303+1.23063j 2.66537+0.31698j 4.983+1.16261j -0.865238-0.247857j -2.52284-1.5054j -2.71787-1.16183j 9.70533+2.642j -4.47698-0.716925j 2.48643-0.161851j -3.87605-1.19301j 6.04548+0.995616j 0.875504+0.335522j 0.759651-0.877578j 5.31719+1.5403j -4.98305-0.665798j 3.32623+2.25841j -4.23067-1.35201j -0.404187-0.94543j 1.16723+0.473863j -1.56459+0.85099j 3.7884+1.57065j -1.17774-1.15307j -3.39662-0.940929j -2.49952-2.22075j -0.430055-0.516316j 1.31962-0.953169j -0.648232-1.5012j -1.88392-0.863845j 0.232045-0.304975j 1.96194+0.599343j -1.11261-0.301992j 0.00904312-0.712753j 
-0.251327-0.507366j -0.940827+0.363249j 1.98019+0.135663j -0.387761-0.448928j 0.634299-0.177192j -3.54768+1.0896j 0.409296-1.50058j -3.66826-0.435462j -4.88741+2.83087j -6.25941+3.61869j 1.1523-1.15311j 9.60475-2.95907j 2.45652+1.01138j -0.814642-0.30024j 2.01213-1.62028j 10.2599-0.769254j -8.71175+1.57489j 10.4905-1.38985j -8.52197-0.385054j 0.554389-1.18566j 4.12802-0.230242j -14.7509+0.204j 10.6819+0.154647j 5.18027+0.358627j 9.97662-0.0258542j -22.0077+0.662554j 2.71585-0.0815378j 4.30375-0.620597j 0.594513+0.340982j 11.8126+1.3032j -6.6751-1.92181j 13.9657+0.805507j -15.0728+0.148361j -6.20518+0.203718j 4.5876-10.101j 8.81295+2.25935j -8.67662-0.526006j 14.4104+2.13389j -13.5268-2.11785j -4.93705+0.59057j -12.4427-1.34703j -1.01924-0.117409j 5.9394+3.38533j 4.07519+1.13977j -22.6815-6.20723j 8.81243+2.24155j -5.25207-0.838095j 11.9767+2.05545j -15.1231-3.07473j -4.40586+0.359575j 0.505206+0.227577j -8.07599-3.30608j 9.86828+3.28309j -10.5623-2.09217j 12.3775+3.67756j 4.72521+0.694513j 0.188137+1.07051j 3.35363+0.00391671j -9.25971-2.35745j 0.944723+1.35343j 6.48499+4.74748j 3.6214+4.05158j 3.44327+0.335485j -0.662065-2.01396j 4.40501+1.31346j 0.518735+0.144804j 0.750165-0.914306j -2.18354-0.413069j 0.829055+0.271837j -0.111784-0.739866j 
-0.25351+1.275j 0.722503+0.200535j -1.43962+0.18297j 0.742015+1.09781j -0.353804+0.376823j 4.75999-1.71404j -0.569243+2.01518j 2.76464-0.179255j 4.36289-4.56351j 6.29329-3.93012j -0.512939+2.69086j -9.32645+2.25617j -4.43469-3.14136j -0.470407+0.333043j -3.93409+1.88051j -10.8141+1.19468j 10.4165-0.634604j -12.9648+1.56587j 8.66586-0.941746j 0.234092+0.0562546j -4.09209+0.923777j 15.3835+0.12571j -13.5383-0.334959j -6.109-0.555107j -9.49642+0.405976j 23.7084+0.154041j -4.23059+0.651541j -5.30855+1.23111j 0.923851-0.171017j -13.15-0.794697j 6.6653+1.80472j -14.8362-0.511685j 15.3227+0.869295j 6.12688-0.156822j -2.87439+8.07257j -11.3369-1.02157j 5.7199+2.4379j -15.7115-3.78487j 15.0995+4.07801j 6.95091+0.118628j 12.9411+2.2519j -1.06972+0.143058j -5.40231-2.25578j -4.2312-1.62695j 23.9766+5.99559j -10.5067-2.93319j 5.9667+0.945479j -14.0442-3.13578j 15.257+3.99738j 3.43678+2.43355j 0.644585-0.427123j 9.23424+2.74851j -13.4283-4.85512j 10.3505+3.57496j -11.0347-4.06285j -3.71206-3.0259j 0.57565+0.467211j -4.06946+2.0929j 9.9129+5.26442j -0.53342-2.73879j -6.23946-5.82294j -4.88874-5.75535j -3.00364-0.803008j 0.942326+2.02159j -5.04777-2.87032j 0.451482+0.511909j -0.255832+0.864131j 1.36352+0.654997j -1.13979+0.06503j -0.221609+1.18233j 
0.12069-0.353077j -0.816201+0.260741j 1.73343+0.336554j -0.46852-0.488475j -0.307492+0.490517j -2.52452+1.64186j -0.360708-1.33272j -2.22845-1.10082j -3.42055+1.22865j -5.1624+2.70714j 0.702325-1.06483j 7.12548-2.07968j 2.03883+1.35397j 0.134332+0.231769j 2.06742-0.119723j 8.67486+0.172953j -7.86644-0.969821j 9.34049+0.353457j -6.9675+1.31786j -1.0199+0.164804j 3.20768+0.785984j -9.51929+1.03873j 9.98306-0.595702j 5.177+0.99279j 6.71848-0.126093j -19.5591-0.456683j 1.85589-0.884219j 3.18636+0.089359j 0.869829+0.957069j 10.7105+2.29924j -5.46214-0.542748j 10.5586+2.11638j -11.2173-1.15661j -5.76736+0.943275j 2.89381-7.71129j 8.89698+0.801976j -5.28315-2.86229j 11.6885+2.73442j -10.9188-1.64365j -5.63436-1.21749j -10.7252-0.651049j -1.10543+0.580514j 3.12729+1.05669j 1.34622+1.39626j -19.6796-5.21603j 7.38443+2.07654j -5.36278-0.725579j 10.3928+3.71623j -9.43274-4.66567j -3.08351-0.0982612j 0.779259+0.52376j -7.37215-3.09999j 9.74107+2.68388j -8.36045-1.3853j 8.83987+2.43569j 2.17796+1.012j -0.305509-0.167989j 1.33017-0.448555j -7.68794-5.05789j 0.638028+1.2987j 5.52464+4.43229j 3.79964+2.43776j 2.38348-0.44352j 0.33518-1.26632j 2.73673+2.43189j -0.00650688+0.452567j 0.117385-0.141096j -1.75337-0.308728j 0.916845+0.593988j 0.00892754-0.33167j 
