-0.0780899+0.0088247j -0.0790775-0.1415j 0.00588856-0.166876j -0.16295-0.163037j 0.137974-0.0453388j -0.128934-0.148134j -0.0456747-0.243891j -0.184305-0.0568466j 0.0366579-0.0458426j -0.445311-0.380099j 0.152311+0.164527j 0.324711-0.13524j 0.0810661-0.0547503j 0.0387696-0.578618j -0.0397356+0.18807j 0.745758-0.344916j -0.203554-0.175539j 0.735226+0.14217j -0.0817036+0.246011j -0.075539-0.230871j -0.127942+0.124556j -0.35863+0.0699286j 0.260913-0.0601378j -0.168234-0.0915445j 0.190193-0.193474j -0.529853-0.385754j -0.0151465+0.646918j 0.270179-0.0449362j -0.197871+0.00549802j 0.213797+0.406636j -0.214905-0.135132j 0.455364+0.712555j -0.703225-0.00585996j -0.337528-0.0250934j 0.335793-0.798339j 0.45787+0.191439j -0.0586132-0.158455j 1.13039-0.307277j -0.698691-0.117698j -0.263618-0.370506j -0.413352+0.119586j 0.0742489+0.689954j 0.408932+0.495336j -0.415843-0.194306j -0.51356+0.702771j 1.13806+0.0872545j 0.215351+0.429785j 0.528631-0.280938j -0.429819+0.0426694j 0.0801379-0.695168j -0.729756+0.753535j -0.014495-0.479376j -0.3353-0.22731j -0.675002-0.633633j -0.459506-0.167004j 0.668277-0.531395j -0.136723+0.660198j 0.85203-0.279986j -0.133134-0.997259j 0.722052+0.150459j 0.616752-0.335096j -0.0667379+0.00950523j 0.410527+0.0351896j -0.941195-0.951684j -0.550207-0.063223j -0.322371-0.435723j 0.164307+0.983277j 1.44984-0.944255j -0.437289+2.60683j -2.27893-0.286503j 
0.0313113+0.25163j -4.15946-0.0301063j 13.6374-2.93989j -0.781938+1.87182j 1.57021-0.277297j -29.1186+3.03616j 4.98158+1.16712j -18.2774+4.46054j -31.7678+1.91785j -44.266+2.96483j 7.83285-1.21866j 60.7404-8.17725j 22.0889-5.72623j 1.48135-0.289933j 21.2796-2.12895j 73.4128-10.5606j -68.4493+10.5638j 78.7054-13.5147j -60.0943+10.7621j -3.55815+2.26353j 23.8657-3.99869j -99.438+16.6012j 77.4989-13.0735j 43.513-9.65316j 64.333-8.84841j -148.938+26.4326j 20.363-2.89765j 30.1886-4.70024j 5.47775-1.463j 79.1661-14.2823j -44.722+10.2103j 96.5509-18.1157j -92.8811+18.3787j -42.7441+7.11106j 1.91212-69.9126j 60.3462-12.2614j -43.4673+11.2511j 90.5631-20.2147j -97.0446+21.5903j -45.3138+7.74254j -79.0341+16.5565j -6.30489+0.31749j 30.217-7.72598j 20.9977-4.80167j -145.972+32.9044j 63.392-15.471j -41.589+9.97392j 75.8211-18.6173j -96.3784+22.7271j -24.7125+5.33305j 3.61294+0.0891757j -58.3877+14.5014j 77.4241-19.0698j -65.7253+16.2619j 70.3273-18.8134j 18.2908-6.02298j -1.80615+0.534347j 22.6267-3.10157j -58.5957+16.0521j 6.46839-3.19627j 40.8195-13.3318j 30.1417-10.2602j 20.6059-4.62426j -4.98545+2.83721j 28.0975-8.73169j -1.64112+0.0400331j 2.171+1.10281j -13.4121+3.03045j 3.48079-1.58807j 0.361617+0.379031j 
0.411743-0.572317j 7.44889+0.94224j -24.9224+2.14217j 1.73695-4.10564j -2.54172-0.966499j 54.0151+2.15498j -9.5811-1.98998j 37.4265-1.96224j 56.0219+4.96981j 78.3877+3.68791j -13.0448-2.41542j -109.755-0.910989j -38.5721+6.70905j -4.17296-1.22084j -36.7828-1.84176j -131.19+2.37758j 120.957-4.37937j -140.204+3.037j 107.852-4.32315j 5.6809-4.01507j -45.9138+1.73305j 175.298-5.79344j -137.824+4.88277j -75.8533+2.65836j -116.303+4.09319j 265.127-13.1475j -39.1422+1.257j -56.1118-0.00572944j -8.14553+2.35946j -140.995+8.37736j 81.5667-7.73971j -172.419+10.533j 166.003-10.4082j 77.5675-3.0793j -20.0699+120.38j -108.21+6.25958j 76.5139-8.66786j -164.495+14.7652j 172.91-14.2497j 80.5971-5.57709j 140.594-10.96j 9.22558+0.969697j -56.2136+6.59528j -38.5471+4.05459j 262.691-26.7359j -114.699+11.3184j 77.4839-7.19537j -136.74+13.8776j 171.605-17.2868j 44.2659-3.95592j -7.07884-2.32785j 104.918-10.8427j -137.926+15.4034j 119.82-12.9562j -128.399+15.878j -34.5551+6.1938j 3.17258-1.05144j -40.1472+0.26576j 106.556-15.1609j -12.5149+4.01419j -76.66+14.1689j -54.4434+11.6736j -36.9253+3.5016j 8.94247-3.89273j -51.1801+8.50226j 1.97675-0.353971j -3.28097-2.44762j 24.2607-2.4059j -6.40286+1.79163j -0.432914-0.486289j 
1.58448-0.633354j 8.22777+2.60902j -32.0077-6.4632j 3.84447-2.72084j -2.76303-0.599009j 66.9889+21.4681j -11.8627-6.80068j 49.0606+11.1971j 71.4882+23.9261j 99.5644+30.997j -17.0062-7.70405j -140.69-37.3222j -53.2905-7.03572j -5.14127-2.26881j -45.1264-15.6823j -167.295-41.9757j 157.044+38.7345j -181.573-43.9043j 140.255+33.5536j 10.2767-1.81169j -57.4849-11.9658j 228.53+54.0887j -179.816-41.9794j -100.208-22.3947j -151.156-34.9403j 346.838+79.7679j -49.366-12.0268j -71.7658-19.0865j -12.6134+0.0231026j -185.078-40.1061j 106.703+20.5222j -226.736-48.3873j 217.249+46.8136j 100.681+23.6041j -69.7325+148.372j -142.546-30.8989j 102.41+18.2355j -219.473-42.0495j 227.619+44.8129j 107.453+23.9007j 186.609+35.8499j 10.7358+4.37676j -75.3328-12.2168j -51.3309-8.67967j 351.624+63.0565j -153.673-27.0934j 101.409+18.1702j -183.474-30.7153j 231.399+40.0818j 59.5888+10.8976j -7.36017-3.7497j 141.655+23.7786j -184.285-30.2265j 160.554+26.3683j -172.74-25.8351j -47.8194-4.30209j 4.41075-0.220102j -51.2503-13.5181j 143.885+19.4626j -18.2845+0.678803j -105.57-9.25517j -75.6824-4.47346j -49.0919-9.21446j 13.9029-1.82122j -70.305-7.08965j 3.09809+0.731314j -1.8223-4.66005j 32.8037+6.44179j -9.42015-0.448289j -0.285366-1.35245j 
0.480267-0.246833j 2.40432+0.860896j -9.37638-1.59979j 2.366-0.670687j -0.506115+0.295825j 18.7011+6.01523j -2.68246-1.70357j 11.8858+2.04701j 19.3977+7.89052j 28.2609+8.98477j -4.29086-4.23317j -40.0207-9.97219j -14.0005-2.68048j -1.9276-0.132956j -13.6773-5.03074j -48.7074-13.4439j 44.0118+10.4151j -52.3173-12.9604j 40.584+9.9322j 2.55161-0.985752j -17.0809-4.03948j 64.6364+16.5518j -51.9453-13.2286j -29.6355-6.71309j -44.4879-10.6145j 99.8001+23.483j -14.3427-3.20772j -21.5891-5.07679j -4.03257-0.970182j -53.3428-11.5456j 31.7419+7.06916j -65.5624-14.59j 63.3327+14.7003j 28.3734+6.95434j -20.2316+42.8792j -41.3177-9.47014j 29.6984+4.55679j -63.2289-12.5457j 66.3038+13.0899j 30.7962+6.54886j 52.6059+10.2158j 2.75817+0.979866j -21.8375-4.02834j -14.9635-2.47809j 101.39+19.6698j -44.2826-8.19278j 29.3251+6.13083j -53.1764-9.81752j 67.0659+12.2188j 17.7334+3.17696j -1.50418-1.33765j 41.2367+7.87696j -53.4544-8.43518j 46.5411+7.68723j -49.8723-7.71589j -13.6459-1.19804j 1.73658-0.384281j -14.6546-4.00498j 41.507+6.16299j -5.37926+0.119917j -30.5157-3.18803j -22.2224-1.13514j -14.1868-2.87982j 3.94609-0.622203j -20.5216-2.12497j 1.17332+0.415804j -0.475537-1.35419j 9.45394+1.9335j -2.74006-0.138926j -0.060479-0.276519j 
1.15554-0.0622664j 14.3041+1.74222j -48.7495-0.42722j 3.66498-6.33004j -4.78884-0.0303298j 102.798+11.5671j -19.5399-6.74313j 73.7434+3.32765j 111.975+17.6083j 156.055+18.2165j -26.2356-6.98007j -215.608-17.5303j -77.727+3.85254j -6.06808-3.52302j -69.2532-8.43318j -260.47-15.2564j 238.745+11.7934j -278.48-13.6645j 212.335+9.84749j 14.0574-3.06655j -88.9629-1.21009j 347.817+15.255j -275.844-11.4955j -152.795-3.66933j -231.818-9.76272j 527.61+18.5663j -77.39-3.29382j -112.215-5.61339j -18.1998+3.64818j -280.76-5.19624j 161.929-0.823352j -344.959-6.7816j 329.64+7.82375j 153.514+6.15602j -59.2691+235.28j -214.92-4.88534j 151.965-2.18453j -328.654+0.241501j 343.379-0.817249j 162.02+4.50948j 281.257-0.315901j 18.284+2.45832j -111.37+3.74798j -76.8764+2.30846j 526.115-6.71979j -229.473+4.69839j 152.586-1.84354j -274.566+6.448j 345.839-7.00734j 88.6652+0.303947j -13.5008-3.44377j 212.011-4.81885j -275.252+9.40361j 239.059-6.11726j -256.567+10.6765j -70.0891+6.72809j 5.74504-1.83387j -78.6215-5.78133j 213.587-11.8181j -25.6316+5.72253j -154.153+14.5755j -110.043+13.4569j -73.8276+1.31516j 18.3319-5.8418j -102.615+8.53886j 4.10015+0.139341j -4.93033-4.84415j 48.6226+0.380347j -13.0759+2.28519j -0.427831-1.47153j 
0.219144-0.516358j 6.56969+0.204862j -20.135+3.04129j 2.1954-2.57189j -1.58335+1.00019j 41.0778-1.85651j -6.78497-3.43028j 30.7134-4.11621j 46.0452-1.62562j 64.5597-2.85736j -11.2853-1.85861j -89.0258+9.10822j -31.3264+6.71033j -3.62315-1.20687j -29.2129+1.24621j -104.832+14.6995j 97.8197-13.118j -112.818+14.2789j 85.641-11.5543j 4.52139-2.14948j -36.0558+6.38155j 140.94-20.7362j -112.043+15.8655j -60.7131+9.77912j -94.7558+14.3913j 212.666-32.9974j -30.9433+5.08977j -44.5145+6.03251j -6.95643+2.3692j -113.234+18.5111j 64.8597-14.0069j -138.34+24.3846j 133.205-22.3538j 60.5492-9.2124j -5.89298+98.7515j -85.6268+14.4012j 60.1335-12.5432j -130.899+24.9659j 136.625-26.6443j 64.9814-10.9019j 111.799-21.7085j 8.04312+0.0454624j -43.9124+10.2511j -29.8365+6.81848j 209.734-42.3921j -90.9426+19.3852j 61.207-11.5542j -108.774+23.5834j 137.477-29.2189j 35.4338-6.15544j -5.56056-0.102259j 84.5337-17.9804j -109.444+25.2347j 94.9283-20.4674j -101.83+24.3054j -26.9584+8.50102j 2.21747-1.03087j -31.7771+3.24022j 84.0311-21.2826j -9.85538+4.25994j -60.1857+17.4202j -42.4807+13.6561j -29.4751+6.17505j 6.65773-3.53292j -40.3994+11.2639j 1.93449-0.292988j -2.84628-1.5803j 19.1904-3.59755j -4.97989+1.9259j -0.248746-0.378938j 
-0.485203+0.0429662j 0.239739-0.811539j 3.16653+0.677834j -1.17184-0.983297j 1.67957-0.549362j -2.59052-1.70978j 0.741135-1.23618j -3.53062-1.6994j -2.67115-0.489739j -4.47088-1.87444j 1.33083-0.148939j 8.11335+2.6019j 4.04081+0.544393j 0.876116+0.379082j 2.92975+0.906692j 10.0384+3.91966j -8.16987-2.8146j 9.28069+3.40182j -8.42611-1.65777j -0.569058-0.497437j 3.59567+1.82104j -12.1531-3.24988j 10.2539+1.93863j 6.41888+2.06895j 8.69322+2.12556j -20.2121-5.28144j 3.48451+0.34284j 3.50957+1.73447j 1.31821-0.164274j 10.3975+3.14104j -6.17822-1.66798j 13.3398+2.50368j -11.9709-3.29837j -4.90917-1.54195j 4.56209-8.24577j 7.62922+1.45911j -5.88513-1.11221j 12.3542+1.90435j -12.7699-3.07954j -5.86958-1.7865j -10.5283-1.68112j -0.472721-0.202155j 4.14057+0.721535j 3.18437+0.855381j -19.5932-5.11215j 9.05705+1.29175j -5.90005-1.02976j 10.444+2.26593j -13.4582-2.83919j -3.18379-1.04372j -0.119609-0.0919938j -8.61585-1.83396j 10.4723+2.5154j -9.93028-1.74271j 9.84145+1.6105j 2.93579+0.173576j -0.0351478+0.290203j 2.9572+0.704813j -8.32411-1.01937j 1.08688+0.124552j 6.1025+0.909191j 4.95527-0.192304j 2.80229+0.662343j -0.940027+0.530646j 4.16286+0.529063j 0.0509651-0.369693j 0.144416+0.481597j -1.87559-0.350796j 0.83773+0.21548j 0.0404509+0.326014j 
0.346377-0.153395j 7.41653+0.692343j -25.2179+0.337753j 2.53917-2.44966j -2.09365+0.431883j 52.4662+4.68117j -10.6396-3.25875j 38.6878-3.09132j 54.8339+7.32358j 79.5374+7.5086j -11.3056-3.1213j -109.69-5.74108j -38.3506+4.61319j -3.97273-1.49061j -35.0511-4.21802j -129.819-6.98744j 121.796+1.84643j -141.311-4.94708j 107.178+3.39815j 7.44148-1.99668j -44.4408-0.488474j 174.488+3.68946j -138.637-4.17102j -77.4377-1.81879j -116.35-3.72645j 266.5+4.83826j -39.1251-1.28243j -57.723-3.19579j -8.1955+1.26291j -142.471-0.359342j 80.5232-0.854908j -173.459-1.19298j 165.692+2.33302j 77.3231+1.81645j -28.3127+119.617j -108.134-1.44374j 77.7593-2.02346j -165.606+2.78234j 173.827-1.8844j 82.1624+0.477672j 141.666-3.23906j 9.62346+0.832458j -55.8038+2.63032j -38.8268+1.51853j 264.82-7.42029j -115.662+4.06524j 76.5554-1.80583j -137.921+4.77147j 174.278-5.88276j 45.1447-0.0696j -6.27008-1.25619j 106.273-3.69472j -139.658+6.808j 120.803-4.89085j -129.342+7.53805j -35.1494+4.10513j 3.38096-0.46166j -39.6941-2.40752j 107.271-7.42621j -12.8524+3.14524j -77.264+8.55488j -55.5936+7.15816j -37.1955+1.22766j 9.30111-3.14121j -51.7367+4.99381j 1.95579+0.265881j -2.60389-2.30608j 24.4881-0.198643j -6.61484+1.28844j -0.353608-0.613787j 
0.171816-0.0442063j -5.66527-0.616478j 19.6081+0.739578j -2.33241+4.18322j 1.36354+0.546016j -40.8417-7.07599j 10.1185+4.60272j -28.4619-2.61586j -42.3036-9.20358j -61.6695-9.77468j 12.0312+2.39599j 82.0637+9.60349j 31.1041-0.576617j 2.17498-0.00661657j 28.0667+3.00713j 99.893+12.7049j -92.3897-7.82412j 108.632+10.3378j -82.6916-6.97115j -4.93115-0.05421j 34.3099+2.38973j -134.601-11.7778j 107.562+8.93365j 59.8252+4.51057j 88.7535+6.72876j -204.856-16.4714j 29.6343+3.38608j 43.6331+5.09788j 7.83301-1.2454j 109.74+6.53835j -62.4092-2.06544j 133.335+9.00609j -127.436-7.97268j -59.5779-6.57999j 26.8928-90.4719j 83.5109+5.71335j -58.8284-2.0314j 127.981+4.97173j -133.6-6.16597j -62.4275-4.51208j -108.864-5.78173j -7.37571-1.31597j 43.4454+0.457172j 30.088+1.06853j -205.178-6.13342j 89.7686+2.2038j -60.3139-1.64331j 106.835+2.50349j -134.767-2.98448j -34.6709-1.23038j 4.9396+2.30133j -82.7999-1.31881j 106.813+1.02888j -93.0877-1.42989j 99.3367-0.273851j 26.8635-0.915079j -2.27387+1.06665j 30.6466+3.79461j -83.1018+0.556275j 9.92987-2.01207j 59.979-3.11348j 42.8713-3.15584j 28.9191+0.680522j -7.32674+2.10336j 39.7566-2.06808j -1.54739+0.466946j 2.17452+1.74504j -18.862-1.00592j 5.22882-0.765544j 0.0288847+0.496515j 
-0.454546-0.629033j 0.000161607+0.217383j -0.439843+3.00204j 0.350854-1.54304j 0.075345-1.40686j 1.40906-4.56924j -0.230951+2.05771j -1.0074-5.93761j 2.04771-6.65512j 0.248852-10.0673j 0.748234+0.875422j -0.57418+13.7741j 0.673327+5.02593j 0.299567+1.06887j 0.0495195+4.44328j -0.500657+16.5623j -0.858703-15.4773j 0.0968565+17.9097j 0.207804-12.7725j -0.291788-0.190264j 0.151507+6.01332j -2.27406-22.5337j -0.282889+18.6289j 0.34285+9.69799j 0.934047+14.5136j -2.57211-34.367j -0.59389+5.09455j 0.39503+6.66292j 0.0425779+2.02515j 1.18231+18.9377j -1.65913-9.88787j 1.66014+22.7994j -1.24639-21.8163j -0.751323-9.97393j 14.9917+3.05719j 1.31731+13.5968j -0.710988-9.96386j 2.54529+20.0845j -1.64017-22.3385j -1.16994-10.4599j -1.0956-17.8204j 0.907308-0.87598j 1.35878+7.6937j 0.934404+5.00971j -3.54825-34.3454j 1.90462+15.1844j -0.600933-9.78441j 1.96587+18.2521j -2.59283-22.6442j -0.94242-5.91347j -0.17759+0.629492j -1.5042-13.7168j 2.04124+18.363j -1.9676-15.4462j 2.38784+16.9212j 1.04941+4.70321j 0.260159-0.503671j 0.00964845+5.04332j -2.19882-14.3625j 0.631456+1.51876j 2.17995+9.86952j 1.65779+6.97741j 0.456078+4.90234j -0.642277-1.43555j 1.37167+6.41837j 0.199917-0.19057j -0.522286-0.161778j -0.405726-3.1764j -0.135521+0.773751j -0.0866984-0.105874j 
-0.16867-0.0427201j -1.18759+0.607341j 7.9505+1.49558j -0.256608-0.446434j 1.62817+1.63428j -15.0091+1.05511j 4.55663+0.982569j -10.1752+0.330706j -17.9963+1.10001j -23.8846+0.786233j 4.74617+1.03983j 33.0515-1.00858j 12.0033-0.636565j 1.32023+0.784919j 11.3278+0.858554j 38.5692-0.759054j -36.1882+3.20055j 41.6753-3.13802j -33.4812+1.75963j -0.871577+0.79296j 12.6719-0.423246j -53.2323+4.45129j 43.2517-2.51143j 23.0236-0.53642j 35.7968-2.31166j -81.0848+5.28072j 12.6892-0.117544j 16.5098-1.45624j 3.08067+0.0646345j 42.6084-3.59676j -24.4978+2.46209j 53.6055-4.44732j -50.3872+4.61613j -22.789+2.50659j 5.43167-36.7063j 33.4718-3.29897j -23.3712+2.98084j 51.2501-5.98095j -52.4567+5.93206j -24.5282+2.34225j -43.477+4.93769j -2.96376-0.0857294j 17.052-2.57158j 11.3129-1.40716j -79.3663+9.93971j 35.5873-4.19512j -23.6303+2.42785j 41.5987-5.42227j -52.7985+6.41894j -13.2461+1.68481j 2.13097-0.327599j -32.3704+3.41704j 41.5588-6.06563j -36.7307+4.07537j 39.5542-6.16029j 10.685-2.09253j -1.49777+0.621593j 12.2025-0.28781j -32.9435+5.27083j 3.72151-1.36674j 23.0325-5.00927j 17.4184-3.22992j 11.2617-1.35594j -3.37234+1.18919j 15.6765-2.93314j -0.284959+0.310889j 0.593104+0.895439j -7.57054+0.794451j 1.86061-0.169914j -0.216968+0.268236j 
-0.277044-0.077363j -3.96895-0.934009j 12.4024+2.38225j -1.26899+2.21358j 3.56862+0.807167j -26.9336-4.69216j 3.68116+2.87456j -17.6034-2.27787j -27.2635-5.25196j -38.0806-9.11288j 5.96446+2.17085j 51.4025+8.64067j 18.556-0.186994j 1.55652+1.05912j 17.1531+3.82251j 62.5018+9.90467j -58.3363-8.83275j 66.8062+9.77434j -51.4393-7.34008j -3.26264+0.0877631j 21.5996+3.36776j -84.6848-12.4978j 66.2622+9.25697j 36.2716+4.35555j 55.7077+8.17868j -128.47-17.1844j 18.4661+2.16477j 27.7376+4.3527j 3.69938-0.487454j 67.6408+8.18524j -40.0106-4.12695j 82.9989+9.91836j -78.5489-10.287j -37.178-5.52611j 19.4029-55.5669j 51.8911+6.44737j -37.0929-3.54809j 79.9104+7.57041j -83.0751-8.3532j -39.6536-5.28571j -68.5892-6.66805j -4.65196-0.845084j 27.0372+2.0863j 18.3422+1.96417j -127.601-11.8498j 55.5927+4.64276j -36.8408-3.20549j 66.2706+5.27822j -84.1521-6.77447j -21.4718-2.22422j 3.53063+1.08752j -51.6861-3.93946j 66.7248+4.52254j -58.1319-4.14361j 62.1261+3.86296j 17.0386+0.0647598j -1.36043+0.515918j 18.5894+3.42277j -51.1816-2.84325j 6.54855-0.91038j 37.7365+0.155635j 26.8452-0.194893j 17.8158+1.48758j -4.27822+0.850278j 25.3614+0.489292j -1.11419+0.253865j 1.64545+1.06925j -11.683-1.18123j 3.15738-0.654286j 0.235527-0.0753984j 
-0.984066-0.0296178j 6.68667+1.18402j -18.733+1.18592j 0.174627-2.57772j -2.83585+1.07592j 40.0338+2.0113j -6.64343-3.73081j 27.5285+1.88131j 40.6196+4.04526j 58.2697+7.26437j -11.1404-3.85487j -80.7881-5.01757j -29.2294+1.51867j -1.39746-1.55216j -26.736-3.37722j -95.9149-4.89612j 90.6327+3.53362j -104.15-5.2945j 80.5368+2.25787j 5.20694-1.49209j -32.4502-0.00782264j 129.884+5.49699j -102.21-3.34534j -57.5142-1.43055j -87.2505-3.38503j 197.071+6.69701j -28.5856-0.986999j -42.4889-2.827j -5.90702+1.38559j -104.743-1.98659j 61.1444-0.607228j -128.53-2.22128j 123.122+2.22637j 56.7631+2.24486j -21.3332+89.0238j -80.5924-1.60009j 56.9073-1.89811j -124.421+0.856582j 128.912-1.1343j 60.5844+1.22813j 105.119-1.71032j 7.38399+0.547211j -41.2118+1.79017j -28.8029+0.602123j 196.636-4.56327j -85.9779+2.19562j 57.2426-1.0239j -101.857+3.35848j 129.057-3.65096j 32.4698+0.419023j -4.81664-1.38213j 79.0837-2.67416j -103.108+4.25942j 89.2878-2.81443j -95.9575+4.99746j -25.7466+2.7566j 2.1158-1.11635j -29.2656-2.09331j 79.516-5.02121j -9.53678+2.25909j -57.0804+5.83253j -40.9092+5.2927j -27.8594+0.685711j 6.512-2.34289j -38.3823+3.70918j 1.59906-0.272386j -2.78248-1.99089j 18.1051-0.0593104j -5.14118+1.27232j -0.4253-0.568125j 
-0.533728-1.02796j -2.25032-0.211333j 2.86525+0.722543j -0.880658-0.527594j -0.563393+2.41062j -12.1196-3.4596j 1.94573+0.63695j -9.3539-0.658798j -13.6791-3.80893j -18.1707-4.55892j 3.49766+0.832987j 25.0534+3.16531j 9.11781+0.163904j 0.993256+0.933613j 8.07686+1.39335j 29.7538+5.22544j -27.8551-3.56986j 32.8001+3.7741j -24.9816-3.4653j -0.78453+0.327272j 9.36368+2.06439j -40.9227-5.74316j 32.3781+4.72635j 17.5063+1.28615j 26.7674+3.11642j -62.2128-8.16106j 9.10582+1.15127j 13.507+2.15097j 2.06195-0.297297j 33.1062+3.09803j -18.7229-1.45396j 40.5815+4.01619j -37.8466-3.61275j -17.8184-2.6064j 8.44547-27.4383j 25.0611+2.53222j -17.0131-1.67855j 38.3988+2.74193j -40.0469-2.83488j -18.7967-2.27288j -32.4693-3.18344j -2.05874-0.482053j 12.8306+0.870224j 8.69798+0.269839j -60.3094-4.40806j 26.4907+1.66428j -17.6249-1.19009j 31.5403+2.02865j -40.115-3.01428j -10.6658-1.22539j 1.94158+1.12827j -24.3249-1.77338j 32.2717+1.50444j -28.0777-1.70564j 29.548+1.25218j 8.20128+0.0103386j -0.587713+0.209705j 8.8078+1.26613j -24.1977-0.266947j 3.33019-0.204246j 18.381+0.148127j 12.5122-0.322589j 8.62526+0.360609j -1.91955+0.525232j 11.9503+0.25968j -0.859635+0.0424363j 1.24769+0.677266j -5.61524-0.52792j 1.95711-0.436983j 0.60774+0.131803j 
1.16697+0.835018j -1.3112-0.186136j 5.48767+2.24574j -1.35023+0.8386j 0.272005+0.971794j -9.96404-3.51505j 0.993884+1.60028j -7.52366-0.579233j -11.5341-3.66398j -15.0644-4.20647j 2.91191-0.170194j 21.9451+4.82822j 9.76625-0.573158j 0.435253+0.601759j 7.64725+2.77477j 26.3783+4.50098j -24.4051-3.94651j 29.1303+4.86804j -20.7133-2.5286j -1.43437+0.499878j 8.53962+1.30958j -35.0644-6.25864j 27.6954+4.36926j 16.0515+1.49239j 23.7989+3.52108j -54.3656-9.18857j 8.85764+1.56087j 11.7586+2.57565j 1.38206-0.596286j 28.5285+4.20545j -16.5011-2.49086j 35.1706+4.89841j -33.621-3.90514j -15.4955-2.72459j 9.06682-23.6525j 22.0496+2.87126j -15.6967-1.40853j 34.2312+3.23402j -35.0843-3.88818j -16.3701-2.86019j -28.5769-3.4299j -2.07339-0.676274j 11.2834+0.809303j 7.2303+0.389423j -53.5439-5.13156j 23.9049+2.16564j -15.7878-1.77713j 28.1569+2.39963j -35.59-3.24622j -8.85041-1.06447j 1.17495+0.467259j -21.8231-2.1606j 28.4023+1.80409j -24.4393-2.15783j 26.4879+1.37385j 7.08926+0.138334j -0.904651-0.0163212j 8.07969+1.40605j -21.8222-0.940036j 2.44571-0.314362j 15.3395+0.143272j 10.8516+0.0588189j 7.64156+0.576188j -1.80662+0.471566j 10.3413+0.386255j -0.414225-0.0524935j 0.384217+0.519162j -5.09937-0.272477j 1.0302-0.341656j 0.260344-0.179914j 
-1.55855+2.93324j -1.66149+0.277908j 1.32063+1.75557j -1.74946-0.0648133j 0.969547+0.192194j -4.84015+0.560574j 0.407042+0.21606j -3.85427+0.709187j -5.68354-0.0553206j -8.23079+0.0175922j 1.94827-0.0444149j 10.4683+0.551736j 5.13424+0.488822j 0.492531-0.537414j 2.70336+0.742687j 14.3635-0.357551j -12.3099+0.567759j 14.3373+0.0895843j -11.3617+1.41789j -1.17951-0.381185j 4.98841-0.0681966j -17.7079+1.33028j 14.6346-0.794351j 8.28186-0.0912365j 11.911-0.249826j -27.2253+0.802227j 3.87168+0.83418j 5.45752+0.0171549j 1.30802-0.553427j 14.305-0.992232j -7.97349+0.496514j 17.8673-1.15525j -17.6895+0.906935j -7.9404+0.387178j 2.20639-11.9229j 11.2813-0.701588j -8.3779+0.122346j 17.7689-1.13673j -17.9293+1.55522j -8.01052+0.523469j -14.6825+1.31615j -0.807428-0.340686j 6.07617-0.712063j 4.15887-1.12583j -27.8719+2.36118j 12.0337-0.697974j -7.62114+0.421494j 14.5326-1.11905j -18.3687+1.57589j -4.81492+0.878564j 1.14289-0.302811j -11.0434+0.816966j 14.8576-1.51941j -12.5003+1.56729j 13.958-1.13776j 3.61377-0.790497j -0.0680926-0.330437j 4.13771+0.234605j -11.2479+1.01384j 1.46064-0.874354j 8.37732-2.22741j 5.58105-1.41757j 3.91982-0.291719j -1.06414+0.269958j 5.34108-1.13967j -0.135257+0.294983j 0.324517-0.337606j -2.80794-0.0953046j 0.808869-0.806083j 0.293623-0.0549671j 
-0.00701991-1.7978j 1.2181+0.405131j 0.117769+1.51277j 0.867342-0.447174j -0.123509+0.195685j -1.58436+0.433835j -0.912888-0.712898j -1.93558+0.965973j -1.40157-0.179723j -2.39044+1.62038j 1.19992-0.206955j 2.15614-1.19603j 1.95837+0.627853j -0.173635+0.343171j 0.153403+0.241205j 4.5791-0.937066j -4.69428+0.718742j 4.3934-0.476685j -4.53252+1.93747j -0.550372+0.0807085j 2.17823-0.955309j -6.13327+1.92333j 4.75223-1.79378j 3.24228-0.760594j 4.04538-0.680531j -8.39419+3.34569j 0.924664-0.323275j 1.79639-0.341743j 0.318405-0.695434j 4.43105-2.06271j -2.51167+1.19377j 5.39928-1.9548j -5.419+1.37224j -2.67071+0.590817j -0.507631-3.87725j 3.65454-1.00873j -2.74326+0.845846j 5.36891-1.62454j -5.71298+1.66391j -2.61973+0.865175j -4.81851+1.36189j -0.239495-0.0251628j 2.00383-0.712628j 1.51735-0.366163j -9.29197+2.94868j 4.14747-1.26476j -2.67099+0.857702j 4.86011-1.63314j -6.15886+2.11981j -1.51372+0.376775j 0.199305+0.122968j -3.69393+1.35389j 4.90283-1.92295j -4.04255+1.49828j 4.45988-1.83207j 1.26237-0.700228j -0.104355+0.0691557j 1.35377+0.0122549j -3.65444+1.58936j 0.366319-0.454585j 2.49004-1.45179j 1.72131-1.11634j 1.28984-0.433057j -0.0423123+0.361232j 1.80802-0.896667j -0.0175076+0.0140797j 0.215632+0.027j -1.1081+0.639725j -0.178373-0.363271j 0.181616-0.260798j 
