-0.0093715+0.104743j 0.0951873+0.00064451j 0.154344+0.133652j 0.156849-0.105557j 0.0774071+0.00121971j -0.0446477+0.0242516j -0.176588-0.143851j 0.0858174-0.164255j 0.0409004-0.00971117j -0.145286-0.0300566j -0.0548869+0.0792541j 0.136076-0.0881742j 0.103179-0.0663049j -0.0234824+0.0797193j 0.0456042-0.0189432j -0.0519324+0.13384j -0.103401-0.164759j 0.131847-0.167258j -0.0575355+0.0181498j -0.0568678-0.0105418j 0.0789444+0.0953915j 0.0121735-0.0789439j -0.121691-0.0611552j -0.0065771+0.0511397j -0.0683317+0.0247258j -0.0821715+0.052849j -0.0992382-0.0313115j 0.035386-0.0839286j 0.0322645+0.0721191j 0.0230903-0.0135328j -0.058646+0.063701j 0.0830038+0.0361187j 0.0162572-0.0991727j 0.0969745-0.0857441j -0.0351637+0.00250741j 0.112203+0.0382967j -0.105579-0.0019484j -0.0163598+0.0659929j 0.0565831-0.0448979j 0.0876008+0.197644j -0.119355-0.0653397j 0.00482671-0.14214j -0.178708+0.151194j 0.13634+0.143557j 0.0749018+0.00774107j -0.00503604-0.10014j -0.0562744-0.0140489j 0.0233478+0.0247947j -0.0192235-0.111642j -0.109927+0.0231156j -0.00392474+0.0230912j -0.0011199+0.0526117j 0.0176172-0.00281632j -0.0152912-0.0395713j 0.00965712-0.00358604j 0.0141697-0.0162081j 0.00546026+0.0251891j 0.048556+0.0103665j -0.0321596+0.00973125j -0.00802489-0.0331853j 0.0447172-0.00267743j -0.0224947+0.0132473j -0.0614842+0.011531j 0.0356486+0.0688609j -0.00415185-0.0103765j -0.0152651+0.0409413j 0.0160466+0.0376068j 0.0234574+0.0187146j 0.00616282+0.00714505j -0.0295155+0.0318812j 0.0306834+0.0259559j -0.033969-0.00328829j 0.0306025-0.0156509j 0.0196668+0.0172919j -0.00922083-0.0314042j -0.01404+0.0284319j 0.0372581-0.00800474j 0.0165888-0.0276387j 0.00198303-0.00646144j 0.00465527-0.0282059j 0.0197842-0.0200864j 0.0297618+0.0325692j -0.0230225+0.00634288j 0.0337764-0.0117791j -0.000607601-0.00252515j 0.0130041+0.0255753j 0.0226901+0.0130615j 0.0607027-0.0234671j -0.0324798+0.0161105j -0.0128264+0.0829769j -0.00701346-0.0362419j 0.0508784-0.0338812j 0.0277254+0.0213018j 0.0393533-0.0833656j 0.0346978+0.039983j -0.0633078+0.0520302j -0.0373804-0.0558497j -0.0476504+0.0399351j 
-0.0427905-0.0283754j -0.0261177+0.0372711j 0.0454658-0.0125414j -0.0128756-0.0768537j -0.0572317+0.00670069j 0.033947+0.00751674j 0.0248623+0.000631594j 0.0222203-0.0314129j -0.0218699-0.0624937j 0.00276211+0.0344042j -0.00582644+0.0121831j -0.00445864-0.0344137j -0.0340426+0.0358249j 0.0145874-0.0407369j 0.0315539+0.0110127j -0.0124031+0.0309866j 0.027808-0.00407791j 0.0211302-0.018187j -0.0495136+0.0016285j -0.00546988+0.0294873j 0.0260376-0.00801576j -0.0376687-0.0164133j 0.0188926-0.0217386j -0.00398362-0.0212466j -0.0167208-0.00935234j 0.00301396-0.0125448j -0.0113765+0.0400771j -0.0129414-0.00456842j 0.00490708+0.022308j -0.018957+0.0102081j -0.0309756-0.010829j 0.01718+0.000219829j -0.0149409-0.00778844j -0.0261437+0.00150144j -0.0111204+0.0238506j -0.010486+0.00951298j -0.0115902-0.0106981j 0.0166732+0.0342941j 0.0261199-0.0151195j -0.00468939-0.00735702j 0.0132521+0.0582216j -0.0548539+0.0192457j 0.00430746-0.0674151j -0.0769688+0.0161405j -0.0598927+0.0169242j 0.0364752+0.0172629j -0.123949-0.0208691j 0.0620508+0.0496503j -0.0281997-0.0679722j 0.0141381-0.0136737j -0.0730611-0.151325j -0.055923+0.0522655j 0.0206306+0.0049978j 0.028405-0.123308j 0.0175623-0.0699295j 0.124338-0.155155j -0.00297896-0.0222779j 0.0642211-0.0479147j 0.0659757-0.0491891j -0.0310446-0.185203j -0.0681207-0.147026j 0.000605464+0.00589733j 0.143739-0.131034j 0.0121534-0.000195681j 0.18336-0.190131j -0.105079+0.157642j 0.0304258-0.0787553j -0.103167-0.0511571j -0.0536995+0.0374918j 0.18312+0.0067669j -0.0874046-0.00932448j -0.156853-0.136703j -0.0648807-0.197164j 0.0846488+0.0685368j -0.127162-0.138905j -0.0745211-0.191436j -0.19047+0.191107j -0.0386979-0.265114j 0.0838082-0.182353j -0.00763068+0.00549559j 0.297099+0.102319j 0.0397956-0.119378j 0.0290121+0.00652327j -0.0207433+0.0183174j 0.0265269-0.0444368j 0.0740702-0.100761j 0.0829522+0.0503332j 0.0532465+0.038497j -0.000117725-0.0448396j -0.00813942-0.00816165j -0.0517221-0.01973j 0.0387001-0.0520694j -0.0236836+0.0140141j 0.0604339-0.00940195j 0.0320787+0.00179238j -0.01081+0.0280027j -0.0182623+0.00327627j 0.0036935+0.0215492j 
-0.068119-0.00167926j -0.00322947+0.0752346j -0.0422104-0.0169803j 0.029746+0.0303578j -0.00289681-0.0843167j -0.0326923+0.00959474j 0.00698816-0.00393904j 0.0198984+0.00155551j -0.00355436-0.0356743j 0.0310771-0.0121593j -0.0107669+0.00890644j -0.0447318-0.0397713j 0.0290203-0.00445206j 0.0154324+0.0245735j 0.00998466-0.015308j 0.0203207-0.00129431j -0.0146933+0.0263206j 0.0185667-0.000397341j -0.0101882+0.0226324j -0.0142773+0.00510239j 0.0107904-0.0241467j -0.0441791-0.0385551j 0.00373263+0.0247408j -0.0119631-0.04444j 0.0111594-0.000868008j 0.0145586+0.0291061j 0.00910546-0.0130257j -0.0216561+0.0212209j 0.0218576-0.0150181j -0.00557365-0.000589186j 0.0122543-0.00693481j 0.00428974-0.0104883j -0.020378-0.00463704j -0.00541961+0.0107975j 0.0135865+0.0201409j 0.00379257+0.00541185j 0.00823238+0.0197697j -0.00273468-0.0121945j -0.000483462-0.00201816j -0.0274345+0.0404708j -0.014673-0.0333857j 0.0296365-0.00520474j 0.0166693+0.0350763j 0.0373791-0.0404817j 0.0359757-0.0205859j 0.024118+0.000638436j 0.0409754-0.142835j -0.0827113+0.0502754j -0.00416334-0.0439123j 0.0500428-0.0301141j -0.0111585-0.154202j 0.0425124+0.0737882j -0.118033-0.0920059j -0.0492938-0.123174j -0.0055149+0.0290745j -0.0491376-0.0227749j 0.141266+0.0518141j 0.048294+0.100375j -0.0279574-0.113714j -0.0149819-0.000485626j 0.0542795-0.088236j -0.0131871-0.0398079j -0.154275+0.0284638j -0.100304-0.00591745j -0.00256395+0.110985j -0.0976278+0.0517092j 0.0113261-0.00176545j -0.138184+0.0589802j 0.0411305-0.0969409j 0.0913987+0.151283j -0.0969309+0.163071j -0.0992748+0.0347172j -0.0472387+0.065136j 0.0429131+0.0458279j -0.0190168-0.0539103j -0.00183613-0.0213125j 0.0851745+0.20044j 0.179583+0.0409529j 0.0568638-0.00345871j -0.00550435+0.0429252j -0.0303263+0.100808j -0.0783504+0.0100041j -0.0546807-0.00393013j 0.0450247-0.0951987j 0.00858515-0.0568379j -0.067643-0.0770403j 0.0336179-0.112777j -0.0432771-0.0361555j 0.0608159+0.0526594j 0.138071+0.0662129j -0.0459001+0.0649395j -0.18923+0.00610191j 0.102528+0.0450852j -0.123995-0.0869617j -0.0615442+0.0152291j 0.0239424-0.0148597j 0.0744714-0.0387553j -0.0362403-0.0849516j 
0.00499365+0.0732164j 0.0650102-0.0121912j 0.0908107+0.0395849j 0.055066-0.0446117j 0.0564977-0.0163178j -0.010554+0.047649j -0.0921861-0.0105781j 0.0154434-0.0491617j 0.00390669-0.0250695j -0.00209628+0.0318227j 0.0387885+0.0289358j -0.0213629-0.0216121j 0.032326-0.0332905j 0.0216582-0.0068851j 0.0149798-0.00630943j -0.0043176-0.0244529j 0.0128276+0.027159j -0.0189894-0.0230668j 0.0143401+0.00284386j 0.027474-0.010944j -0.0310371-0.00132976j 0.00425086+0.014214j 0.0111307+0.0065868j 0.00926499-0.00329882j -0.00175945-0.0184889j 0.0126492-0.0052635j 0.0150841+0.0157925j -0.00829785+0.0255006j 0.000539404-0.0197182j -0.00411793+0.00952067j -0.0151235+0.000118647j -0.0144801-0.0008219j 0.00747385+0.026461j 0.00743076+0.00360423j -0.00282278-0.012472j -0.00232715+0.00769635j -0.012406+0.0163014j -0.00544102+0.00166619j -0.00531699+0.0490991j -0.0263613-0.00652484j -0.0155906+0.0337423j -0.031049-0.0141897j 0.0329518-0.0768238j -0.0494119-0.0203887j 0.080593+0.0467789j 0.000665139-0.0542867j 0.0832616+0.0580639j -0.0190653+0.00506681j 0.201181+0.0336176j 0.0803155-0.0639789j 0.0523048-0.0224792j -0.117113+0.0847899j 0.0940768-0.0119286j 0.0174881-0.184408j 0.104065+0.0135161j 0.0439071+0.0346361j -0.018474+0.0464714j 0.037598+0.0518419j -0.107878+0.0123365j -0.0399427-0.0695453j 0.0327741+0.0711812j 0.047748-0.0269089j -0.123734+0.0673019j 0.0212904+0.228542j 0.00918923-0.0906559j -0.0166444+0.0830303j 0.00309206+0.0316501j 0.0726457+0.0393406j -0.00801176+0.00577628j -0.0809919+0.103784j 0.115724+0.106941j -0.0078933+0.0466914j 0.12653-0.0275827j 0.00148519-0.0470103j -0.0298521-0.0198217j -0.025501+0.0500807j 0.0834444-0.0673893j 0.0680862-0.0436923j 0.00676332-0.00346848j -0.00036053-0.0569301j 0.0454348-0.0940292j 0.0673579+0.0652437j -0.0780159+0.0062625j 0.0818432-0.0134357j -0.0884185-0.00393547j 0.0251018+0.0024606j 0.0693003-0.0138248j 0.140235-0.116646j -0.118971-0.0048692j 0.00910404+0.131858j -0.0312386-0.11565j 0.110654-0.0909736j 0.0850793+0.0195509j 0.0151431-0.167068j 0.0414738+0.0773658j -0.11059+0.0766359j -0.0475911-0.0947283j -0.0763412+0.0523771j 
-0.0236925-0.00513546j -0.00660753+0.0305943j -0.0242359-0.0273628j -0.00889266+0.0195569j -0.00515874-0.0397249j -0.0173106+0.0069746j -0.00274377+0.0123164j -0.00860919+0.0106216j 0.0134091-0.00420388j 0.00723028-0.0110812j -0.00360882-0.0021428j -0.00896372-0.0113242j -0.00317832-0.0097557j -0.00491438+0.0090968j 0.00941528-0.00235308j -0.00208329+0.00268187j 0.00396179-0.00848135j 0.0113672-0.015777j 0.00130712+0.000312793j 0.0117691+0.0126635j 0.00260831+0.00723261j -1.24348e-06-0.000910093j -0.00795481-0.00608782j 0.00364274-0.00530577j -0.00508878-0.0142203j 0.00416582+0.000323422j -0.0185169+0.00974601j 0.000766015+0.00419277j 0.00711902+0.00838015j 8.49213e-05+0.00375842j 0.00319364+0.000237308j -0.00822787-0.0090109j 0.00133398-0.00636163j 0.00154764-0.00358593j 0.00658343+0.00304362j 5.40576e-05+0.00654906j 0.00829386+0.0145372j -0.00378745-0.00609018j -0.00421627-0.00124004j 0.00436038+0.00239339j 0.00460332-0.0206414j 0.0201773+0.000733521j -0.00770274+0.0309243j 0.0176443-0.00775927j 0.0209618-0.0324115j -0.00831148+0.00794791j 0.0235762-0.0514695j -0.0365601+0.036144j -0.00665727-0.0355389j -0.016613-0.00396664j 0.0356675-0.045684j 0.0263704+0.0159857j -0.0389008-0.0352699j -0.0159239+0.00848867j 0.00957812-0.00333281j -0.0278337+0.0323755j 0.0459038+0.019235j -0.0143337-0.0351905j 0.022012-0.00581918j 0.0138735-0.00704104j -0.0804574-0.017895j 0.0350929+0.0256317j -0.0366128-0.0266474j 0.000688829+0.0385471j 0.046367-0.0441066j 0.0517588-0.0458074j -0.00198469-0.000950961j 0.0110785-0.0365576j -0.0361975+0.0174547j 0.0025826+0.0274158j -0.0157443+0.045091j 0.0151239-0.0109681j 0.0431796+0.0320759j 0.0035005-0.0018216j 0.0490572+0.082403j -0.00825059-0.0269059j -0.0100166+0.067172j 0.0442806-0.0257193j -0.0118457+0.0205882j -0.00637385-0.0617228j 0.000821548+0.0380249j -0.0604839+0.0127164j 0.0335605-0.0305033j 0.0222381-0.0108098j 0.0246532+0.00341441j -0.00665986-0.0382549j -0.016453-0.10545j -0.0112171-0.0158743j 0.0711296+0.0226643j -0.0182851+0.0453011j 0.0250753+0.00743647j -0.0451901+0.0209719j 0.0049241+0.00859125j -0.00498494-0.00622684j -0.0559703-0.0293688j 0.0338738-0.0341125j 0.0143982-0.0126899j -0.0183163-0.0189882j 
0.00561964-0.010359j -0.00656754-0.00209679j 0.00109848+0.00805876j 0.00148055+0.002677j 0.00138829+0.00140665j 0.00285722+0.00448715j 0.0145981-0.00205614j 0.000893447-0.000527461j -0.00809904-0.00505179j 0.0105633+0.00821892j -0.00379339+0.00354723j -0.0155197-0.000226206j 0.0015382+0.00877582j 0.00433493-0.00836596j -0.00502331+0.00761j 0.00878133-0.00179025j 0.00902936+0.00978043j -0.00146449+0.00654289j 0.00644914+0.00041636j -0.00802508-0.00961812j -0.00349753-0.00448892j 0.0010585-0.0107006j -0.00459374-0.00557883j 0.00982013-0.00618858j -0.0009135+0.000983551j -0.00757699-0.00189423j 0.004106-0.000531691j 0.000671747-0.0117992j -0.00197287+0.0111166j 0.000420294-0.00755431j -0.00148909+0.00438953j 0.00170878-0.00263027j 0.00643642-0.00776539j 0.00218057+0.00233496j -0.000436419-0.00502908j 0.00471394+0.000641652j -0.000562569-0.00732178j -0.000630823-0.0050547j 0.00720098-0.00958015j 0.0116536-0.0018038j -0.00311423-0.000371241j -0.00981854+0.00302062j 0.00464449-0.00897992j 0.00799484-0.00293478j -0.0136831-0.00761831j 0.00529803+0.000945035j -0.013724-0.0122534j 0.0172341-0.00887285j -0.025493-0.0048226j 0.00513678-0.000151566j -0.0266634+0.000294345j 0.0250376+0.00232534j -0.0257623-0.0126232j -0.00786957-0.0227461j 0.00424027-0.00361411j -0.00457533+0.0104173j -0.00947093-0.00759926j 0.00787761+0.00837379j -0.0029415+0.0123189j 0.0286255-0.0196694j -0.0136411-0.00868244j -0.00481955-0.015197j -0.0147845-0.012472j 0.0256305+0.000212176j -0.00230382+0.0137313j -0.00129116+0.0159583j 0.00746014-0.00421222j -0.00889197-0.0234279j 0.0165493+0.0156084j -0.00167781-0.0219369j -0.0121688+0.00546514j -0.0115113-0.0314879j -0.0082591-0.0054213j 0.0118507-0.00275424j -0.0154338+0.0160594j -0.00128114-0.0346169j -0.0322083+0.00139857j 0.00073343+0.00980087j 0.00173473+0.0181148j 0.0317279-0.0190164j 0.00903599-0.0105954j 0.0171392-0.00205673j 0.00389206+0.00486279j -0.00692174+0.0408565j -0.0126292+0.00487333j -0.020818-0.00136072j -0.0255093+0.0297782j -0.0233272+0.0095957j 0.0198188-0.0269312j 0.00797055+0.000819742j -0.0243477-0.00840404j -0.00493814-0.00541236j 0.00458511+0.0100467j 0.00642808+0.0134996j 0.0127537+0.00172742j 0.0157623-0.00996741j 0.00208536+0.0035271j 0.00309614-0.00374388j 
0.00013777+0.0176615j 0.0193518-0.00241125j 0.0290624+0.00683367j 0.0174187-0.010522j 0.00776558-0.00422336j 0.0100671+0.0138286j -0.0205821-0.0110281j 0.00694179-0.020142j 0.00462261+0.00240658j -0.00439573-0.00683041j 0.00560136+0.00864032j 0.0107327+0.012423j 0.024201-0.00883393j 0.00249155+0.00114317j 0.00455609-0.0109543j 3.47215e-05+0.00623567j -0.00446275+0.00445592j 0.00804345-0.0109681j -0.00513338+0.00873597j 0.00705241-0.00517041j 0.00443477+0.00896934j -0.0137904-0.0121631j 0.00322595-0.00494529j 0.00690445-0.00989971j -0.00616552+0.00278929j 0.00545615-0.0182081j 0.000428662+0.0130469j -0.004145-0.0224075j -0.00501695-0.00819908j 0.0106889+0.00409543j -0.0239828+0.00361676j -0.00999306-0.00650449j 0.0102454-0.0144097j 0.0155627-0.00502221j -0.00252829-0.00927132j 0.0174311+0.00487258j -0.0223965+0.00598945j -0.000327159+0.00849778j -0.00609464+0.00543329j 0.00179692-0.00725636j -0.0162003+0.0064302j -0.00614241+0.00666592j -0.0245363-0.00349594j 0.00274403-0.00915142j 0.0230222+0.00264161j -0.0103953-0.0179595j 0.00614596+0.0166169j -0.01064-0.00104905j 0.0266622-0.00527693j -0.00555891-0.0092871j 0.0114721-0.00349776j -0.0198939+0.0110076j 0.0251655-0.00130875j 0.0066963-0.00549784j 0.0130894-0.00662467j 0.00589061+0.00844256j -0.000299392+0.0129741j -0.000269967-0.0146178j -0.00230254+7.424e-05j -0.0157545-0.00802177j -0.00677137+0.015906j 0.0093448+0.00567348j -0.00316759+0.011915j 0.00884001+0.0341396j 0.0128109-0.0300653j 0.00551435+0.00735621j -0.000920698+0.00108501j 0.0195435-0.00604756j -0.00811422-0.00183014j -0.010701+0.0166437j 0.00780247+0.00751762j 0.00861569+0.009276j 0.026988+0.00388564j 0.00575731-0.0116399j 0.00564043-0.00300317j -0.000811332+0.0217782j 0.0247605-0.012075j 0.000814424-0.0111291j 0.00265252-0.00868156j -0.00548167-0.00872455j 0.0135069-0.00238943j 0.000538016+0.0117971j -0.00919404-0.0058182j 0.0150576-0.00932453j -0.00347105-5.10968e-06j 0.016495+0.00284215j 0.0126715-0.0112629j 0.0316989-0.00937285j -0.021861+0.00979653j -0.00926285+0.026706j -0.0058627-0.0155933j 0.0235046-0.00277505j 0.00866618-0.00859793j 0.0182968-0.0124369j 0.0156061+0.00342328j -0.0329087-0.00249041j -0.016413-0.0161959j -0.0172584+0.0139321j 
-0.0118346-0.00267432j -0.00331052+0.0090121j -0.00652998+0.0100016j 0.0220905-0.00335639j 0.00018817-0.0169333j -0.0122402-0.00797113j -0.0102406-0.0176017j 0.00133214-0.0153701j -0.00315933-0.00971114j 0.00415099+0.00030592j -0.00567926+0.00513355j -0.00427599-0.030885j 0.0167019-0.0205315j 0.00397759+0.00460936j -0.00208504-0.00204197j -0.0032932+0.000886519j 0.00901173-0.00365222j 0.00524619+0.00302941j -0.0136847-0.00282409j -0.0255095+0.0123243j 0.00310619+0.0148843j -0.00361684-0.0116421j 0.00745295-0.00963663j 0.00829763+0.00913208j 0.000754959-0.00615216j 0.00991378+0.00425281j -0.00285236-0.0119661j 0.0140961+0.00241731j 0.0177426-0.00276064j 0.00795757+0.0204151j 0.0116796-0.00699999j 0.000158038-0.0122114j -0.0194615-0.0147671j 0.000904521-0.00429779j -0.000198843-0.00570755j 0.0121721-0.00976662j 0.00559654+0.0169524j 0.00760901-0.00782341j -0.000191275+0.0198555j -0.00918205+0.00177434j -0.0124737+0.00808402j 0.0131034-0.00403837j -0.000372834+0.0168489j -0.00763855-0.00403915j -0.0017689+0.0107454j 0.0172799+0.000537231j -0.00488966-0.0108175j 0.00740424+0.0114149j -0.00458517-0.00426383j 0.0100075-0.00114139j -0.024112-0.0088854j 0.0123155+0.0121295j -0.0320884-0.00685528j -0.0169931-0.0498215j 0.00673469+0.00633888j 0.0013844+0.00497464j 0.00678787-0.000710485j 0.0205399+0.0355986j -0.020486+0.000285251j 0.0211911-0.0176132j 0.0137408-0.013278j -0.0102735-0.0166714j -0.0396387-0.00106j 0.00135616+0.0170395j -0.0104558+0.0347626j -0.0296263+0.0237337j 0.0119321+0.0016699j -0.0133212-0.00236845j 0.023351-0.00729561j -0.00212549+0.00362931j -0.0078749+0.0165239j -0.0248392-0.000490685j -0.0240273+0.00548658j 0.0187485+0.00813886j -0.0120881-0.00786077j -0.00536041-0.0215321j -0.00695996+0.0226635j 0.0254127+0.013783j 0.0172564+0.0187407j 0.0194151-0.000262082j -0.00811681-0.00464383j 0.0142829+0.00363226j -0.0123202+0.00849708j 0.000758491+0.0215704j -0.0134505-0.000661897j -0.025882-0.00231999j 0.00075154+0.0186681j -0.0183028-0.0100473j 0.00730353-0.00833109j 0.0375921+0.0161738j -0.0214513+0.0121947j -0.0190176-0.00954976j 0.0124284+0.00863407j -0.00454683-0.0309435j -0.00376534-0.00527143j -0.00857919+0.0130811j 0.01553-0.0100378j -0.0117711-0.0140405j 
0.0031703-0.00782872j -0.00598667-0.0032898j -0.010429-0.0025344j -0.00859463+0.00616849j -0.00867143+0.00221038j -0.00706174-0.00016359j 0.00671969-0.00425495j 0.00345348+0.00598639j -0.00351218-0.00161996j 0.00496271+0.00499392j -0.0118836-0.00318373j -0.00161411-0.00549662j 9.50994e-05-0.00423532j -0.000721343-0.00351448j 0.00212252+0.0035855j -0.00348279-0.00549679j 0.000964406-0.00484073j -0.00823246+0.0085147j 0.00220797-0.0016695j -0.0047632-0.00785731j -0.00517175+0.000508731j 0.00479139+0.00509324j 0.0110041-0.00252479j -0.00243744-0.00236939j 0.000673649+0.00674957j 0.00169726+2.8055e-06j 0.00990229-0.0141174j 0.000126085-0.00324263j -0.00440091+0.00162397j 0.00338925+0.00273084j 0.00321115-0.00315216j 0.0113853-0.00675353j -0.00852424-0.00415506j -0.00331699-0.00442904j 0.00153363-0.0016466j -0.00229406-0.011858j 0.00765613+0.00728642j 0.00482049-0.00490465j 0.00699379-0.00275811j 0.000825442+0.00200046j 0.00386768+0.0042391j -0.00106373+0.00314926j 0.00855924+0.00440365j 0.00153087+0.00109646j -0.012183-0.00236333j 0.00441281-0.000629357j -0.0145472-0.00814897j -0.0035264-0.0126952j -0.0204173+0.0124683j 0.00273438+0.00233716j -0.00974146-0.0125491j 0.00675505-0.0247291j 0.000701204-0.0182781j 0.0317238+0.0338997j 0.00222617+0.0167582j -0.013677-0.00859403j 0.0130018+0.0391753j -0.0125843-0.0259527j 0.0231856-0.0230585j -0.00547982-0.0103272j -0.0178815+0.0104217j 0.00735929-0.0159981j 0.0382444+0.0405132j 0.0580083+0.00775022j -0.0244692+0.00306637j 0.0101134+0.0179736j -0.017705-0.0293458j 0.0294909+0.000468683j 0.0416014-0.0323057j 0.0284094+0.0109764j -0.0242043-0.0144199j -0.0100389-0.0197332j 0.0215292-0.008535j 0.0248572+0.00906231j 0.00153084-0.000799222j -0.011643+0.042597j 0.0215184-0.0074771j 0.0224865+0.0085901j 0.0135294-0.00497107j 0.0381116+0.0121032j 0.0131745+0.00455189j -0.029087-0.0136064j 0.00298501-0.0327386j -0.00769019+0.0180856j -0.00233517+0.0323396j -0.0145082-0.0128008j -0.00113219-0.0135147j -0.00451828+0.0367986j -0.00745333+0.0259407j -0.025956-0.0197877j -0.0189632+0.00575394j 0.00741692-0.0117342j -0.029139-0.00175903j 0.00936823+0.0227864j -0.000630763+0.0015666j -0.00323891-0.00860499j 0.00347006+0.00414345j 0.00292158-0.00217499j 
0.00242705+0.00306262j 0.00271229+0.0011848j 0.0107879+0.00601628j 8.33897e-05+0.00273283j 0.0187396+0.00380682j -0.00114885+0.00524272j -0.00333724-0.00401026j 0.000949339-0.00303504j -0.00489849-0.0159544j 0.00409218+0.014044j -0.00178537-0.00373055j -0.00187001-0.00945552j 0.0162244-0.00328171j 0.0074564-0.00556981j -0.00480889+0.0109082j 0.00348789-0.00650693j 0.0115469+0.00819799j 0.00993397+0.00122554j 0.00670546+0.00836543j 0.00461962-0.00346199j -0.00338712-0.00165873j 0.00850434+0.0011651j 0.0022781-0.00417399j 0.00531522+0.00643544j 0.010847+0.0136763j -0.00951247-0.00399289j 0.0144984-0.0171339j 0.00618655-0.0154318j -0.00539598+0.0111006j 0.00488838+0.0146097j 0.00363543+0.00159185j 0.0251973+0.0023117j -0.00919283-0.018788j 0.00446615-0.00185739j 0.00652707+0.00411634j 0.00750587-0.0311085j 0.0094843+6.64901e-05j 0.00771269-0.0188874j 0.0260884-0.00520492j 0.00224671+0.000441649j 0.00684309+0.00986387j -0.00193713+0.00933371j 0.00282237-0.00586964j 0.00249432+0.00195854j 0.00374992-0.00353839j 0.00134301-0.00145766j 0.0141138-0.000537058j -0.0038991+0.00446637j 0.0168089-0.00691411j 0.00169447-0.0113031j 0.00567813+0.00381235j -0.00478274+0.0116287j 0.0150272-0.000854595j -0.0122475+0.00304268j -0.00215366-0.0129779j 0.000426208+0.00381991j -0.00555365-0.00567437j -0.0055565-0.00888969j -0.00685549-0.00607435j -0.00821758+0.0218875j 0.01332-0.00480753j 0.000551651+0.0101915j -0.00305784-0.00680921j -0.0278234-0.00962357j 0.00897776-0.000221569j 0.00251694-0.0136617j -0.00316481+0.0104456j -0.00937896+0.00869333j -0.00553414-0.00910699j -0.0107954+0.000834967j 0.00180175-0.00207646j -0.0049353+0.00967445j -0.0140884+0.00213955j -0.010847-0.00401567j 0.0131759-0.0124178j 0.00940523+0.00237277j 0.0115818+0.00304174j -0.0185275-0.0089897j -0.000516769-0.0053807j -0.0177816+0.00541579j 0.0023939+0.0164579j -0.00116244+0.00733226j -0.0100601+0.000947994j 0.00763486-0.0178664j 0.0105871-0.0247626j 0.0229949+0.00396988j -0.000417172-0.00606264j 0.00776743-0.00680809j 0.00546139+0.00489913j 0.0188772-0.00302955j 0.00962772-0.0118143j 0.00566437+0.0134652j 0.00595487+0.00910657j -0.0106662+0.000441081j 0.00414581+0.00959155j -0.00499207+0.00652106j -0.000483013+0.000697262j 0.000223016+0.000113865j 
0.00137559-0.00121603j -0.000229551-0.00216225j -0.000406978+0.00117558j 0.00472814-0.0013478j -0.00379323-0.00720849j -0.00141644-0.00310327j 0.00119224-0.00191953j 0.00578246-0.00396058j -0.0103439-0.000941341j 0.000390767+0.00145751j -0.0111222+0.00590911j -0.000699705-0.00509558j -0.00210095-0.0066923j -0.00307234+0.00391752j 0.0121626-0.0110264j 0.00251978+0.0080829j -0.0177199+0.010656j -0.00704009+0.00138049j 0.00411175-0.00245122j -0.0072477-0.00828833j -0.0076373+0.00428021j 0.00456679+0.00150285j 0.00577874-0.00802403j -0.00596982-0.000622687j -0.00445966+0.00816211j -0.000495252-0.00674146j 0.010518-0.00989076j -0.00504067-0.00209919j -0.0129635+0.00274336j -0.00458951-0.0033376j -0.0109569+0.00140129j -0.00413549+0.00717062j -0.00530643+0.00219812j -0.00398578+0.00528022j -0.0041648-0.00486917j -0.00871782-0.0123469j -0.00576682+0.000592467j -0.0049996+0.00680094j -0.00500612-0.00531343j -0.00752937+0.00879288j -0.00211963+0.00429248j -0.00282581-0.00303765j -0.00243216+0.00310763j 0.00254867-0.00124656j -0.0037416+0.000948575j -0.000214064+4.61566e-06j -0.00180314-0.00396122j 0.00419491-0.00973571j -0.00743165+0.00868545j 0.0118208-0.00332905j 0.0015083-0.013963j 0.00152002-0.00763484j 0.0011558+0.0106824j -0.0253545+0.01324j 0.00863116-0.0120795j 0.0155622+0.00651677j -0.00654091+0.0348226j 0.00385912-0.0313115j -0.0341438-0.0252284j 0.0182843+0.0160034j 0.0409355-0.0323239j 0.0161142-0.0451225j 0.00913779-0.02139j -0.0096361+0.0155271j -0.00393549+0.00959625j 0.0274042+0.0110618j 0.033187+0.0076591j -0.02481+0.00568047j 0.0107572+0.0166379j -0.00918448-0.0162563j -0.00352634+0.00893827j -0.0197379-0.00241262j -0.00774888-0.0216931j -0.0206882-0.00835047j 0.000971048-0.00350143j 0.00457828-0.0184679j 0.0152136-0.0142862j 0.00940484-0.00711716j -0.00674776+0.0162409j -0.0210133-0.0258963j 0.00428728-0.013164j -0.00363474+0.0189731j 0.0167726-0.0282693j 0.0296358-0.00430799j 0.0149018-0.00172248j 0.00458176-0.0260224j 0.00982714+0.0217618j -0.0351609+0.00352457j -0.0239048-0.000517678j 0.0135688-0.0327393j 0.00341046-0.0126787j -0.0118941+0.0120259j 0.0102669+0.0172473j 0.012141+0.00938184j 0.00649166+0.00589517j -0.0045231+0.000387791j -0.000296052+0.00235922j 0.00255976+0.000151236j 
