-0.0512626+0.0566317j -0.04116-0.0495374j -0.0475771-0.0902398j 0.137388-0.0334623j 0.0834082-0.0558641j -0.0839821+0.0544982j 0.223108+0.0876233j 0.0649703-0.137573j 0.0206065+0.13141j -0.0599457+0.108277j -0.0193207-0.090315j -0.0509294-0.276779j -0.11995+0.0334194j -0.0148078+0.0279846j -0.0677306-0.159511j 0.0454138+0.0650415j 0.108765+0.0180431j 0.0265082-0.0435264j -0.117236+0.044798j 0.0143328+0.011785j -0.211624+0.00464575j -0.0168094+0.265704j -0.0285571+0.0149852j -0.0766066+0.0947003j -0.00911828-0.0451623j -0.000892918+0.0378046j 0.0621548-0.0697952j -0.0961447+0.181529j 0.0590849+0.142946j 0.152418-0.00254726j 0.0761732+0.0156766j 0.0435719+0.0118941j -0.0368085-0.0412644j 0.071143+0.0227644j -0.153823-0.0395005j -0.113054+0.0147964j -0.0408408-0.0201503j -0.0803991+0.0486811j -0.0261608+0.0021083j -0.0524029-0.0795786j -0.126317+0.00277989j 0.0540581-0.0406754j -0.00888139-0.000864013j -0.0351264+0.031458j 0.071447-0.0275255j -0.0709253+0.100007j -0.0248595+0.043828j 0.117096+0.229872j 0.0553204+0.0651999j 0.035123-0.127721j 0.102819+0.0514458j -0.026113-0.255608j -0.0456532-0.0681597j -0.0922668+0.101833j 0.0366525+0.130874j 0.113372-0.044114j 
-0.00156369+0.00181915j -0.0004064-0.00190901j -0.00113946+0.000216153j 0.00269504-0.000479903j 0.00110427+0.000706341j 0.00221622+0.000463983j 0.00433241+0.0016951j 0.00248802+0.0012586j -0.00299527-0.0015704j -0.00532493-0.000770516j 0.00537863+0.00348515j -0.00359756-0.00261911j 0.00053885-0.00243519j -0.000785105+0.000557141j -0.00173917+0.00134956j -0.000431414-0.000697367j 0.00199304+0.00186904j -0.000832724-0.00117943j 0.00197629+0.00418306j 0.00103243-0.000906318j -0.00140685+0.00449222j -0.000104954+0.00200698j -0.00207805+0.000175158j -0.00176895+0.00340348j -0.00344505-0.00222137j -0.0039095-0.00655461j 0.00342642+0.00146877j -0.000255297+0.000234843j 0.000573427+0.00105797j 0.00321031+0.0039865j -0.00221962+0.000571169j -0.00958157+0.00036202j 0.000274654-0.000254823j -0.00417385-0.00335145j 0.00452032-0.000524289j 0.00435288-0.00871399j 0.0063023-0.000539585j 8.38495e-05-0.00300836j -0.00281871+0.00439619j -0.000865378+0.0041165j 0.00716843+0.00179572j 0.00286956+0.00483848j -0.0042533-8.23619e-05j 0.00268842-0.00130389j 0.00235435-0.00263345j -0.00229137+0.00192824j -0.00110475+0.00162376j -0.0052457-0.00219367j 0.00189722+0.00880579j -0.00670942+0.00938271j -0.00612117-0.00228834j -0.0016162-0.00277313j 0.00369938-0.00308996j -0.00135442-0.00257698j 0.00194027+0.00112145j -0.00114529-0.00197405j 
-0.00320204+0.000188401j 0.00111258-0.00409079j 0.00461244+0.00408459j -0.0014916+0.00224681j -0.00976105+0.00230711j 0.00106119+0.00477112j 0.00676245+0.00085625j 0.00436308+0.00233932j -0.0049118-0.00226181j -0.00594586+0.00012058j 0.00242076+0.00585558j -0.000748161-0.00417496j 0.000186685-0.00579791j -0.0039735+0.00264845j -0.000320909+0.00331342j 0.00245576+0.00528697j -0.00880818-0.00376849j -0.00382224+0.000558991j 0.00544978+0.00502156j 0.00223917-0.00765985j -0.00314149+0.00327455j 0.00277878-0.000142149j 0.00110289+0.00255351j -0.00786167+0.00407537j -0.00365987+0.00587986j -0.00707459-0.0047674j 0.000652724+7.07714e-05j -0.00447005+0.00377943j -0.0036255+0.00220501j 0.000190998+0.00293254j -0.00404685+0.00591709j 0.00193129+0.0090017j -0.00377291+0.00866583j -0.00312535-0.00147246j 0.00883612-0.00465624j 0.00708358-0.0151569j 0.0043079+0.000649807j -0.00548777-0.00683134j -0.00119386+0.00416907j 0.00926984+0.00235369j 0.0105183+0.0036661j 0.0105524+0.000789184j -0.00866975-0.00492186j -0.00075653+0.00762915j -0.00254317+0.00299319j -0.00831807-0.00393004j -0.00171851+0.0118248j -0.00716573+0.00108547j 0.00197272+0.0093636j -0.0137126+0.0110534j -0.0117564-0.011899j -0.00957879-0.00781939j 0.0118577-0.00289768j -0.000832237-0.00603558j 0.000752081+0.00142823j -0.0003733-0.00171031j 
-0.0035498+0.000603884j 0.000533652-0.00561731j -0.00212907+0.00141934j 0.0042393-0.000681147j -0.000802861-0.00278685j 0.000173291-0.000963223j 0.000965017-0.00100811j 0.00077795+9.83553e-05j -0.00444077+0.00082205j -0.00796334-0.00422133j 0.00304702+0.000950496j -0.00540059+0.00108039j 0.00174038-0.00115881j 0.000513902+0.000548238j -0.00479386+0.000795659j 0.00198706+0.00486374j 0.00136122+0.00236923j -0.00230419-0.000951939j 0.00175881+0.00352236j 0.000250679-0.000506673j 0.000868809+0.00480527j 8.77533e-06+0.00369315j -0.00159921-0.000285486j 0.00231246+0.00118291j -0.000695319-0.00720758j -0.00663658-0.00627504j 0.0110997+0.00250339j 0.0018296+0.00150006j -0.00119946-1.45541e-05j -0.000355908+0.00656993j 0.00443212-0.000606624j -0.00807276-0.00705353j 6.35309e-05+0.00409667j -0.00567195+0.00215903j 0.00869578-0.000982358j 0.0111869-0.00959615j 0.00123794+0.00483887j 0.0023165-0.00732465j -0.00597549+0.0064382j 0.00432121+0.0111646j 0.00578891+0.000114184j 0.0069408+0.00175765j -0.00173332-0.00058012j 0.0010773-0.00497842j 0.0016729-0.0116416j -0.00185904-0.00224088j -0.00574435+0.00182157j -0.00858868+0.000192073j 0.00399449+0.00786035j -0.0120674+0.0133662j -0.00880658+0.000165889j -5.55422e-05-0.0049543j 0.00556191-0.000947345j -0.00192893-0.00289949j 0.00376151+0.00126367j -0.000566606-0.00345322j 
0.00103494+0.00143336j -0.000240973+0.00274007j -0.00387634-0.00163537j 0.000883228-0.00101072j 0.00332046+0.00245258j 0.00045121+0.00474312j -1.51995e-05+0.00319128j -0.00284858-0.00211867j 0.00239055-0.00109922j 0.00911928-0.000260866j 0.000442669+0.00344745j 0.00309559-0.00627436j -0.000477499+0.000476231j -0.00121352+0.00186402j 0.00328883+0.000476517j -0.00151173-0.0057065j -0.00321401-0.00476881j -0.00348785-0.00157068j 1.83824e-05+0.0065j -0.00413693+0.00260167j 0.00521629-0.00307648j -0.00136992-0.00222368j 0.0107744-0.00347707j 0.000541667-0.00633105j 0.00103045-0.00273599j 0.0043562+0.00332719j -0.0018728-0.00224494j 0.00294357-0.0034042j 0.00295911+0.00257991j -0.00587236+0.0012562j 0.00581165+0.00391414j 0.00953972+0.00253343j -0.0012328-0.00656972j 0.00710402+0.00643545j -0.00272537+0.00341987j -0.00197158+0.00470132j -0.0105627-0.00449687j -0.00578618-0.00620581j -0.00236406+0.00457766j -0.000780725-0.00323813j -0.00827348-0.00340434j 0.00538486-0.0104667j 0.00847836+0.000200907j -0.00426761-0.00190143j -0.000332184+0.000645816j 0.000628951+0.00537513j 0.00397832-0.00464654j 0.00475301-0.00147385j 0.000766539-0.00127967j 0.00722271-0.00333122j 0.00358196-0.00134391j 0.00159418+0.000481317j -0.00486573+0.000921274j -0.00156832+0.00238775j -0.000152835+0.000863823j -0.000494435-0.000440712j 
-0.000652591-0.00120098j 0.00128234-0.00139963j 0.00179109+0.00155435j -0.00110244+0.00247205j -0.00360994+0.0013923j -0.00173065+0.00318214j -0.000217724+0.00235731j -0.00084924+0.000629091j 0.00226669+0.00096921j 0.00038628+0.00188283j 0.00304275+0.00394831j 0.000751742+0.000272972j -6.73166e-06-0.000322039j 0.000955916+0.00249713j -0.00103149-0.0021261j 0.00102255-0.00488041j -0.00441923-0.00932811j -0.00313155+0.00430809j 0.00341786+0.00383133j 0.000569462-0.0111651j -0.000675701-0.00637666j -0.0014224-0.00455935j 0.00560401-0.0018022j -0.00137765-0.00542139j 0.00330657-0.00105161j -0.00252684+0.000169147j -0.00463938+0.00456489j 0.00134182-0.00191936j 0.00209493-0.00618536j 0.0124888-0.0118892j 0.00940308+0.00306872j -0.0064029+0.00171412j -0.00261563-0.00580884j -0.00867999+0.00314398j -0.00758437-0.00720701j -1.14633e-05-0.00190412j -0.0050347+0.00077341j -0.00634939+0.0021042j 0.0030998-0.00387025j 0.0103088+0.00273325j -0.00157113-0.00520519j -0.00495365-0.00242481j -0.0055858-0.00141275j 0.00126272+8.91271e-05j 0.0018574+0.00311827j -0.000556854+0.0020768j 0.00477611+0.00362096j -0.00352129-0.000123041j 0.00157287-0.00169411j -0.000717005+0.00304845j 0.00108353-0.00147789j -0.00268797-0.0032499j 0.00244228+0.000149129j -0.000607334+0.000465906j -0.000619933+0.000846709j 0.000449065+0.000151011j 
0.000777802-0.00202346j 0.00134965+0.000290349j 0.00414197-0.00175751j 0.00345059+0.00257326j 0.00566695+0.00100106j 0.00612616-0.00473821j 0.00364315+0.00191181j 0.0025484-0.000691517j 0.00634308+0.00439043j -0.00108154+0.00200371j 1.40157e-05-0.00274343j 0.000364123-0.000489188j 0.00439885+0.00835704j -0.00732522-0.00305158j -0.000614546-0.00445338j 0.00278127+0.00711045j -0.00266088+0.00752799j -0.000380543-0.00153354j 0.00163858-0.00739869j 0.00333666+0.00164953j -0.00239035+0.00276316j 0.000219051-0.000814726j -0.00407835-0.000900322j 0.0136087+0.00742803j 0.00135361+0.000282754j -0.00653489-0.00162134j 0.00388053+0.0035592j 1.59396e-07-0.00561467j 0.00459215+0.00824493j 0.000119355-0.00408496j 0.00739556+0.00290269j 0.00937274+0.0135502j -0.00257931+0.00853522j -0.00465858-0.0120324j -0.00276335-0.0123848j -0.00865838+0.000671102j 0.00214301+0.00573681j -0.00248085-0.00400629j -0.00432308-0.00743838j -0.0198475-0.00649778j -0.00469405+0.00201172j -0.000108872+0.00687896j -0.00283351-0.00301926j -0.0097753-0.00100336j -0.00942093-0.00549954j 0.00872915-0.0217438j -0.00786049+0.000505443j 0.00455508+0.006613j -0.00866701-0.00551842j -0.00198056-0.00971049j -0.000256263+0.0026446j 0.00349347+0.00306914j -0.00176303-0.0033711j -0.00320786+0.00373063j -0.00026132+0.00158748j 0.00168306+0.00214855j 
0.000424631-0.0020157j 0.000785707+0.00128795j -0.00311992+0.000992949j 0.00162876-0.00423589j 0.000591732-0.000562292j 0.00389468+0.0014686j 0.00100933+0.00480895j 0.000538372-0.000795199j -0.00452702+0.000720841j 0.0029675+0.00017009j -0.000586824+0.00281707j 0.000984094-0.000600715j 0.00310627-0.00221009j -0.0020678-0.000718437j 0.00284379-0.00113915j -0.00507406+0.000372929j 0.00537028+0.00792516j 0.00137082+0.00155816j -0.000245959+0.00127367j -0.0106868-0.00126866j -0.00606663-0.00262985j 0.00943534-0.0040083j -0.00682937+0.00874891j -0.000777468+0.00489485j -0.012638+0.00472301j -0.0029592-0.00484148j -0.00333387+0.00293107j 0.00106272+0.00690079j -0.00686292-0.0142093j 0.000286628-0.00192969j 0.000295722-0.000105167j 0.0107717+0.00108984j -0.00446127+0.00403601j 0.00384504+0.000349163j 0.00360759-0.00664939j 0.00545999+0.00643342j -0.010009-0.00582536j 0.00438484+0.00177502j 0.00609888-0.000181918j 0.00463152+0.0120247j 0.0138628-0.00584867j -0.000855877+0.00216575j -0.000926143+0.00424154j 0.005253+0.00528116j 0.000141208+0.00786346j -0.00756465+0.0032484j 0.0037467+0.00244716j 0.00115176-0.00507516j 0.00325173+0.0061558j 0.0042255-0.00432892j 0.00185672-0.00299385j 0.00242727+0.00123087j 0.00148575-0.000405894j -0.0010027-0.000862821j -0.000433265+0.000226374j 0.000945744-0.00113171j 
-0.00103683+0.00180868j -0.00133758-0.00261416j -0.00185343-0.000395612j 0.00225783+0.00174507j 0.000884087-0.00239669j 0.00168123-2.93234e-05j 0.000412941-0.00118864j 0.000271836+0.00121624j -0.00413893-0.00145803j 0.00370794-0.000363418j -0.000675182-0.00127425j 0.00219103+0.00120037j -0.00168673+0.00234591j 0.00027895-0.000873968j 0.00249308-0.000431323j -0.00338836+0.00361111j 0.00580303+0.00367328j -0.00168352+0.00675093j 0.00165823+0.00151513j 0.00194784-0.00185253j -0.00421596-0.00521648j -0.00538015+0.00109857j -0.00235246+0.00263351j -0.00126373+0.0101429j 0.00137045-0.0066022j -0.002966-0.00394924j 0.0042519-0.00548415j -0.00151489+0.0017454j 0.00705702-0.0123031j -0.0092814+0.00170423j 0.00366878+3.18376e-05j 0.00353685+0.00187322j -0.00185795+0.00115527j 0.0108139+0.00167286j 0.00537589+0.00444284j -0.00698289+0.00257419j 0.000610638-0.00294633j -0.00363338+0.00892776j 0.0041559+0.00838717j 0.00196479+0.00121347j 0.00537169+0.00318029j -0.00460722-0.00629365j -0.00130941-0.00206955j 0.00379557+0.00161692j 0.000661999-0.00198371j 0.00101296+0.00417785j -0.00085984-0.00237553j -0.000194466-0.000237639j -0.0014953+0.00185376j 0.000865287+1.53589e-05j 0.000717195-0.00143131j 0.000408285-2.17208e-05j 0.00132196+0.00132499j -0.00164955-0.000904922j 0.000731217+0.000236708j 0.000699928-0.000908691j 
0.000779545-0.000154138j -0.00058486+0.00029989j -0.000965589+4.70129e-05j 0.00169282+0.000342892j 0.000775402-0.000817978j 0.00248604-0.00142763j -0.00232052+0.00318168j -0.00132708+0.00309502j 0.00482735-0.00421568j 0.000985574+0.000304666j 0.00261044-0.00370788j -0.00249596-0.00150843j -0.00232908-0.00359307j 0.00187992-0.0013238j -0.0041323-0.00275436j -6.06952e-05-0.00357552j -0.00220045-0.00347876j 0.000524913+0.00821273j 0.0067164-0.00234916j 0.00554838-0.0051635j -0.00109243+0.00186084j -0.00113296+0.000909926j -0.00324845+0.00267857j -0.00708832+0.00148028j 0.00558087-0.00297178j -0.00517174+0.00714834j 0.00164117+0.0025104j -0.00641989+0.00331831j -0.00408565-0.00481571j 0.00655158+0.000522365j -0.0102833-0.00868466j -0.00729728+0.00181821j 0.000644248-0.00633768j -0.00420413+0.0089378j -0.00660127+0.009923j -0.004265+0.00819567j 0.00349578-0.00305731j -0.000474483+0.0191919j 0.00427759+0.00118338j 0.00971583+0.00209438j 0.0036957-0.00184281j -0.00894792+0.0021005j -0.00240971+0.00471468j 0.00727673-0.00235636j 0.00448434+0.00378978j 0.00301403+0.00789794j 0.00571738-0.00310436j -0.00189706-0.00206199j -0.00254298+0.00330877j -0.00191926-0.00356811j 0.00314829-0.00132236j 0.00207286+0.00146967j -0.000328672+4.75177e-05j 8.18182e-05+0.00159675j -0.0013067-0.00117659j -0.000284716+0.000596809j 
0.000172608-0.00225656j 0.00113798-0.00116793j 0.00126858+0.00127235j -0.00250337+0.00140247j -0.00176191+0.00183635j -0.000167196+0.00204318j -0.000760853-0.00190297j -0.0011287-0.000222043j -0.00354634+0.00128131j 0.00216022-0.00203963j -0.00619911-0.000482585j -0.000382943-0.00179727j 0.000812799-0.00109627j -0.001034+0.00134308j 0.00312696+7.91462e-05j 0.0120532+0.00390252j -0.00918108+0.000344463j -0.0033048+0.00342328j 0.00452406-0.000916417j -0.00109355-0.00412914j 0.0013951-0.00654838j -0.000223375-0.00295902j 0.0061322-0.00309128j -0.00356649-0.00344986j -0.000486258+0.00621664j 0.00213207+0.00715435j -0.00372464-0.000567189j -0.000449149+0.00204736j -0.00250538+0.00973859j -0.0116678+0.00990698j 0.00127532+0.00494772j 0.027397-0.00566495j -0.00118275+0.00815397j 0.00738127-3.82252e-05j 0.0080531-0.00504233j 0.00501095-0.00240891j -0.00926918+0.00496794j -0.00621094-0.00540876j 0.00443017+0.00631889j -0.000982708-0.00178605j -0.0039279+0.00627467j 0.00516986-0.0156304j 0.00233504-0.0121079j -0.00513383+0.011754j -0.00895842+0.00664362j -0.00952154-0.00722119j -0.00351041+0.00786684j 0.00489568-0.00056788j 0.0008507-0.00285239j -0.000755074-0.000127407j -0.0026563+0.00187452j -0.0045063-0.000635781j 0.00218806+0.000348125j 0.0012023-0.000548003j -0.000730756-0.000116182j 0.00113184+0.00129166j 
0.00200724+0.00349103j -0.0026024+0.00463888j -0.000228785-0.000784801j -0.00182119+0.00390752j -0.00110249+0.00358518j 0.00443304+0.00182044j 0.000331408-0.00412885j 0.00321479-0.000992489j 0.00466548-0.00435423j 0.00679433+0.000361083j 0.00406146+0.00386898j -0.00082596-0.00451527j 0.00253226+0.000655255j -0.00647074-0.00299822j 0.00573759+0.0012397j -0.00158958-0.00201115j -0.000610271-0.00042034j 0.00377032-0.00214978j -0.00594756-0.000410472j 0.00590844-0.00104095j -0.00104754-0.00180486j -0.00508478+0.00150764j 0.00414863+0.00615241j -0.00621982+0.0105303j 0.00370978+0.0155254j 0.000130279-0.00590203j -0.0156182-9.85666e-05j -0.00920871+0.00310003j 0.00874038+0.00148101j -0.00518866+0.00661524j -0.0142234+0.0080235j 0.00873472+0.0169797j 0.00141876-0.00424325j 0.0111121-0.00268007j 0.000456555+0.00648158j -0.0112884+0.00533649j 0.0100968-0.00651139j -0.00799592+0.00856054j 0.00477774-0.00106942j -0.0101659-0.012783j 0.00219988+0.0101543j -0.00494861+0.00427686j -0.00312395+0.00386253j 0.00446755+0.00607314j 0.000834109+0.014644j -0.00671041+0.00346923j 0.00762166+0.00661375j 0.00355763-0.00325827j -0.00917412+0.00805395j -0.00210457-0.00791207j 8.8724e-05-0.0107981j -0.000842811+0.00423016j -0.00364015+0.000540879j -0.00199009+2.35733e-05j -0.00115452-0.00302685j -0.00113136-0.00136304j 
-6.26705e-05+0.00136154j -0.000817468-0.00195727j 0.00231197+0.000418706j 0.00156562+0.0040694j 0.00225154-0.00125747j 0.00191885-0.00264705j 0.00223639-1.41023e-05j 0.00319581+0.000905375j 0.00116895+0.00188998j -0.000482576+0.000960822j 0.00325585+0.000150231j 0.000446149-0.000521904j 0.00295408+0.00269793j -0.00259134-0.000425202j -0.000381816-0.00399581j -0.00229466+0.00114837j -0.00511688-0.0019461j -0.00408598+0.00142066j 0.00487199+0.00178326j 0.00040551-0.011597j -0.00879609-0.00568054j -0.00683674+0.000563296j 0.00207002-0.000825363j 0.00406723-0.00246661j 0.00780408-0.00358055j -0.00859732-0.000259861j -0.00524117+0.00334014j -0.00147324-0.00417734j 0.00282027-0.00780548j 0.00655818-0.0150386j 0.0100743+0.00139971j -0.000781521+0.0121194j -0.00376206-0.00351434j -0.00968456-0.00310359j -0.0132167-0.00772641j -0.00970797+0.00126983j 0.00337276-0.0033944j -0.00848381+0.00647926j 7.57761e-05-0.00245115j -0.00337019+0.000959031j -0.00267608-0.000726284j -0.00651496+0.00660225j -0.00954218+0.00156322j 0.000657917-0.000466994j -0.000765692-0.00338186j -0.0019807-0.00504869j 0.000252677+0.00265222j -0.00304857+0.000381685j -0.00403329-0.000464616j -0.00245331+0.000254403j -0.000793311-0.0012359j -0.000147391-0.000335797j 0.000669718-0.00169466j -0.00272833+0.000898565j -2.58111e-05+0.000878695j 0.000613118+0.00151302j 
-0.000891198+0.00304839j -0.00170077-0.00155096j -0.0022158-0.000389102j 0.00478606-0.000360903j 0.00339913-0.00338512j 0.00362069-0.00385549j 0.0019182+0.00141521j -0.00130672+0.00274122j 0.000196853-0.00225112j 5.13963e-05-0.0020226j 0.000665705+0.0014105j 0.00193887-0.00188061j -0.00364835+0.00115499j -0.00383793+0.00194163j 0.00442967+0.000871706j -0.00728466+0.000607476j 0.00500367+0.00257082j -0.00668799-0.0013245j 0.00418331+0.00460782j 0.00519599+0.00914864j -0.00209426+0.00279973j -0.00524563+0.00646853j -0.00070405-0.0058034j 0.00213975+0.00518138j 0.000962775-0.0157854j -0.00613246+0.00749129j 0.00617709-0.0151558j -0.000870113-0.000804343j -0.00525107-0.00923079j -0.00946322+0.015602j -0.00104177-0.00813665j 0.00221693-0.00461891j 0.00138446+0.00494816j 0.00797605+0.00264873j 0.00241204+0.0128474j -0.00755132+0.00563051j 0.000907242-0.00900959j -0.000111831-0.000512107j -0.000149881+0.0145519j 5.61389e-05+0.00149782j 0.00212943+0.00271173j 0.000423164-0.0131076j 0.0033737-0.00299707j 0.00122857-0.00257881j 0.00066515-0.0063629j 0.00998444+0.0066706j -0.00429145-0.00774047j -1.45878e-05-0.00176291j -0.00290962+0.0016839j -0.00178717+0.000255115j 0.00101598-0.000425158j 0.00336724+0.00244838j 0.000730078-0.00135682j -0.00343044+0.000413953j 0.000671873+0.00133565j -0.000485521-0.00106229j 
0.000541626-0.000476664j 0.000172544+0.000128067j 5.98138e-05+0.000702081j -0.00239892+0.0020009j -0.000239711-0.000182814j -0.00173664+0.000968573j 6.57437e-05-0.00108313j -1.70407e-05-0.000588187j 0.00259961+0.00242534j -0.00435129+0.00395006j -0.0011664+0.0041058j -0.00124143+0.000123416j -0.000394526-0.00144444j -0.00429226+0.00192927j 0.00265126+0.000394802j -0.00428588+0.00117897j -0.00408802-0.00158232j -0.00562201-0.0134166j -0.00466681+0.00355043j -0.0017021+0.00677602j -0.00283613+0.00378095j 0.00482712+0.0068059j -0.00551953-0.00442509j 0.000657768-0.0113491j 0.00642178+0.00779942j -0.00717874+0.00783076j -0.00815184+0.00409508j -0.00227385+0.00188744j -0.0132509+0.00190203j 0.00426572-0.00629962j -0.00367542-0.00652588j -0.00421253+0.00136635j -0.00164882+0.00658265j -0.0154013+0.00311847j -0.0116944-0.00192938j 0.000178836+0.00186111j 0.0044022-0.0094795j 0.00279768-0.0128214j -0.00830128-0.00401276j -0.000382934-0.00100021j -0.00316704+0.00225457j 0.00762788+0.00855889j -0.00104927+0.00612438j -0.00196239+0.00273603j -0.000143824+0.00193521j -0.00548311+0.00109542j 7.14862e-05+0.00290017j 0.00055015+0.00161829j -0.00176197-0.00105364j -0.000985015-0.000715363j -0.000646866+0.000182873j -0.0021516-0.000624625j 0.000410644-0.000524618j -0.000651275-0.000536012j -0.000222436-0.000115266j 0.00109842+0.00014065j 
-0.00208064-0.00190089j 0.00167012-0.000652545j -0.00164575-0.00217773j 0.000914882-0.00249331j -0.00113699+0.00125712j -0.00142348+0.00260042j -0.00780781-0.00498318j -0.00488815-0.00317452j -0.00575275+0.0018096j 0.00455618+0.00242544j -0.00506717+0.0041568j 0.00766194+0.00277621j 0.00273265+0.00536796j -0.000860439+7.60041e-05j 0.0101114+0.00613732j 0.00368668+0.00602346j 0.00919208-0.00707662j 0.00108163+0.0019497j -0.00978621+0.000844579j 0.00233468+0.0076739j 0.00680839-0.000322638j 0.00760295+0.00420835j -0.00729097-0.00112102j 0.00541269+0.0157336j 0.00336949+0.0104981j -0.0110895-0.011348j 0.00770666+5.49751e-05j -0.000752153+0.00182394j 0.00626128-0.0209243j -0.0108704-0.00202715j 0.00936653-0.00382013j -0.00570797-0.00665056j -0.00571284+0.00939835j 0.010568+0.000882942j 0.0158813-0.000438523j -0.00269521+0.000550233j 0.00519717+0.00647649j 0.00525113-0.00420355j -0.0026503+4.39229e-05j 0.00697592-0.00239687j 0.00594286-0.00277049j -0.00217497-0.00518609j 0.000377167-0.00223996j -0.00259198+0.00202596j -0.00420442+0.00270117j -0.00591394-0.00128643j -0.000925754-0.000275164j 0.00733848+0.00294171j 0.00432535-0.00142614j 0.00193699+0.00109429j -0.000704658+0.0016573j -0.000247727+0.000347541j -0.000184199+0.00402024j 0.00268176-0.00185909j 0.00169987+0.000136144j 8.97826e-05-0.00320502j 
0.000326872-0.00154939j 0.00107505+0.000482145j -0.000492829+0.000821875j -0.000932643-0.000598243j 0.00109976-0.000942456j 0.000517851+0.000560721j 0.00603867+0.00208184j 0.00174743+0.000266962j -0.00107958+0.00639224j 0.00128634-0.00353756j 0.00476599-0.00168249j -0.00339942-0.000131671j 0.00203438-0.00445733j -0.00250856-0.000581212j 0.00570828-0.00377304j -0.00304286+0.00191617j 0.0107727+0.00924183j 0.000753892-0.00383208j -0.00325996+0.0106535j -0.0150924+0.00236216j -0.0118836-0.00502693j -0.000896706-0.0178818j 0.000337212+0.00903995j 0.00217116-0.005635j -0.016023+0.00248283j 0.007201-0.0112707j -0.00586034+0.00603233j 0.00940786-0.000677855j -0.00180939-0.00510504j -0.00816548-0.00746727j 0.0104666+0.00814322j 0.0161256+0.00698416j 0.00271412+0.00414902j 0.0044928-0.00767133j -0.00263376-0.0151646j 0.0033237-0.00672718j -0.0169693+0.00296693j -0.00298838-0.00703519j 0.00256372-0.000769643j -0.00464497+0.00921009j -0.000653308-0.00286268j 0.00191445+0.000833989j 0.00119011+0.000178898j 0.00498822+0.00318834j -0.000735157+0.00167672j -0.00346411+0.000160582j 0.00281666+0.00393843j -0.00109029-0.00499449j 0.00310472-0.000683529j 0.00428849-0.00272554j 0.00182206-0.000223565j -0.000103505-0.000382867j 0.00147511-0.00134279j -0.000383005-0.00158441j -0.00107314+0.00153215j 0.00106108+0.00148215j 
4.65715e-05+0.00133646j -0.00119367-0.00244544j -0.00123442+0.000433808j -0.00138303+0.00232212j -0.000448419-0.00218364j -0.00317884+0.000338548j -2.12111e-05-0.00115045j 1.60524e-05-0.000583551j -0.00399263-0.000652105j -0.00284513-0.000854683j -0.00263733-0.00358879j 0.00169212+0.00253357j -0.00196884-0.000972089j 0.00100491+0.00148734j -0.00273969+0.000200711j 0.00247736+0.0095706j 0.00970931-0.00245839j 0.00169383+0.0035023j -0.00457335-0.000729551j 0.00771411-0.00141173j -0.00185786+0.00161154j -0.00320456-0.001012j -0.000128772+0.0050165j 0.00325201+0.00267296j -0.000549219+0.0029743j -0.00491109+0.00118137j 0.0020317-0.00645243j -0.000757313+0.00238927j -0.000623422+9.48932e-05j -0.00151498+0.00315581j -0.00331775+0.00281785j -0.0011478+6.58402e-05j 0.00129251-0.00149822j -0.00329671-0.0106288j 0.00290313+0.0016194j 0.0017981-0.00405997j 0.00645266-0.000238199j 0.000959572-0.00275384j 0.00472131-0.000162216j -0.0020232+0.00154511j 0.00350685+0.00114965j -0.00198956+0.00348008j -0.000654053-0.00421846j 0.00129194-0.000111665j -0.00235154-0.00174704j 6.94434e-05-0.002137j -0.00536503+9.1944e-05j 0.00182692+0.000413077j 0.00194179+0.000655802j -0.00144732+0.00170503j 0.00175942+0.00169619j -0.00451886-0.00130219j 0.0024222+0.000980993j -0.000515449-0.000388959j 0.000227962-0.00105086j 0.000979079-0.000968677j 
-5.99561e-05+0.000829636j -0.00066107+0.00104688j -0.00120752-0.00136644j -0.00165142-6.43584e-05j 0.00426451+0.000448265j 0.000694393-0.000924263j 0.000264281-0.00032558j -0.000723414+0.000321344j -0.00380717+0.00016533j 0.000795971+0.00381187j -0.00902132+0.005394j 0.00536643+0.00194846j 0.00192649+0.00238025j -0.00407168-0.00500662j -0.00209005+0.008241j -0.000578508-0.0133364j 0.00102237-8.32062e-05j 0.00647596-0.0034571j 0.00481587-0.0152376j -0.00748449-0.00695459j -0.00179524+0.0020124j -0.00996993+0.00673647j 0.0162272-0.00454074j 0.00471346+0.00380184j -0.00956989-0.000425335j -0.000812854-0.00188668j -0.00826664-0.0129569j 0.00219924+0.00188874j 0.00655086-0.00163493j 0.00814747+0.0058947j 0.00847943+0.00218758j 0.00315857-0.0151953j -0.00256746-0.00797791j 0.00275436-0.00564542j 0.00567632-0.00253119j -0.00253424-0.00293081j 0.00280029+0.000225811j 0.00405472+0.0060343j 0.007276-0.00923735j -0.00188948+0.00373942j 0.00240651-0.00531152j -0.00301778+0.00228587j -0.0038085+0.000753663j -0.00105892-0.00154925j -0.00178336+0.00185958j -0.00229029-0.00221198j 0.00131919+0.00327645j -0.000111506+0.000361811j -0.000942321-0.00128701j 0.00234247-0.00144589j 0.0022185+7.63451e-05j 0.00101166+0.00217801j -0.00314995-0.00117415j -0.000931112+0.000113762j 0.000399191-0.0016646j -0.000987183-0.000834658j 
