-0.0512626+0.0566317j -0.04116-0.0495374j -0.0475771-0.0902398j 0.137388-0.0334623j 0.0834082-0.0558641j -0.0839821+0.0544982j 0.223108+0.0876233j 0.0649703-0.137573j 0.0206065+0.13141j -0.0599457+0.108277j -0.0193207-0.090315j -0.0509294-0.276779j -0.11995+0.0334194j -0.0148078+0.0279846j -0.0677306-0.159511j 0.0454138+0.0650415j 0.108765+0.0180431j 0.0265082-0.0435264j -0.117236+0.044798j 0.0143328+0.011785j -0.211624+0.00464575j -0.0168094+0.265704j -0.0285571+0.0149852j -0.0766066+0.0947003j -0.00911828-0.0451623j -0.000892918+0.0378046j 0.0621548-0.0697952j -0.0961447+0.181529j 0.0590849+0.142946j 0.152418-0.00254726j 0.0761732+0.0156766j 0.0435719+0.0118941j -0.0368085-0.0412644j 0.071143+0.0227644j -0.153823-0.0395005j -0.113054+0.0147964j -0.0408408-0.0201503j -0.0803991+0.0486811j -0.0261608+0.0021083j -0.0524029-0.0795786j -0.126317+0.00277989j 0.0540581-0.0406754j -0.00888139-0.000864013j -0.0351264+0.031458j 0.071447-0.0275255j -0.0709253+0.100007j -0.0248595+0.043828j 0.117096+0.229872j 0.0553204+0.0651999j 0.035123-0.127721j 0.102819+0.0514458j -0.026113-0.255608j -0.0456532-0.0681597j -0.0922668+0.101833j 0.0366525+0.130874j 0.113372-0.044114j 
-0.000921882+0.00168976j -0.00167852-0.00353312j -0.0067754-0.00162358j 0.00295143-0.00340805j 0.0107996+0.000663885j 0.00205307+0.0124194j 0.0164139-0.00793468j -0.0030648-0.00367614j -0.00800574-0.00200882j -0.000871348+0.014986j -0.00266797+0.00925803j -0.0224784-0.0142831j 0.0027569+0.0110402j 0.00509514-0.00457045j 0.0121432+0.0138328j 0.00206198+0.00282175j 0.0232353-0.00315372j -0.010477+0.0357622j -0.026975+0.0100929j -0.00298244-0.0012553j -0.0159378-0.0319964j -0.0452628-0.0111668j -0.0218446-0.0042929j 0.0103608-0.0153404j -0.0143132-0.0208245j -0.0238095+0.00299793j -0.02298+0.00774551j -0.0226681-0.01398j 0.0112227+0.0112594j 0.00697967-0.0130183j -0.0190644+0.00279171j -0.0260101-0.011525j 0.0064766-0.0039256j -0.0157238+0.0223965j 0.00191647-0.0036384j 0.0230504+0.00531288j 0.00614248-0.00999j 0.031302+0.0184077j 0.0135268-0.00347366j -0.0116655-0.0134873j -0.00683757+0.0101674j 0.0171997-0.0143189j 0.0163403-0.0273094j -0.0185884+0.00223655j 0.000146712+0.00666302j 0.00632206+0.0195112j 0.00211136-0.0200974j 0.0278122-0.000929483j -0.0173267+0.0130869j 0.0007812+0.0171372j 0.0183266-0.00172408j -0.00857457-0.00902609j 0.000391379-2.27355e-05j 0.00199172+0.00511959j -0.00046299-0.000396447j -0.000167534+0.00128144j 
6.04239e-06-0.00257804j 0.00202176+0.00168541j 0.00683853-0.000313218j 0.00012476+0.00368316j -0.00440537-0.00529169j -0.00044137-0.0127157j -0.0148422+0.00467318j 0.00671994+0.00206283j 0.00476431+0.0103542j -0.00930715-0.0137226j 0.00280187+0.0118662j -0.00642536+0.0203916j 0.00639807+0.00650845j 0.0100925+0.00659616j -0.00668023-0.0260065j -0.000558456-0.0474102j 0.0340688+0.0191086j 0.00504855+0.00720197j -0.019847+0.012624j 0.0222578-0.0411848j 0.0224166-0.0140616j 0.0124877+0.0155924j 0.00922509-0.0170348j 0.0225884+0.0158899j -0.0291596+0.0035375j -0.00748614+0.00184484j 0.0139636+0.0157555j -0.00102826-0.000983905j -0.0105994+0.00182796j 0.000606492-0.00514479j -0.00130568-0.016966j -0.00271221-0.0105433j 0.000748524-0.004386j -0.00246564+0.00865633j -0.0140315+0.00798302j -0.0181771+0.00352199j 0.000943088-0.00747064j 0.00345876+0.00829104j -0.00564586+0.0154551j 0.0057046-0.0164595j 0.00445389-0.0186955j 0.0203485-0.0103991j 0.0170008+0.0101169j 0.0120462+0.0250158j 5.20469e-05+0.0125408j 0.0306427-0.000430663j -0.036368+0.0192694j -0.00236456-0.0268036j -0.00145633+0.00245641j -0.0115842+0.0100384j -0.000156186+0.0191705j 0.0153533+0.00925269j -0.00348057-0.0023929j -0.00162714-0.00103979j -0.000257865-0.00103132j -0.0010731-0.000190965j 
-0.000337138+0.00121619j -0.00191702+0.000627443j -0.00699636-0.00710659j 0.00991669-0.00922757j 0.00689234-0.0208469j -0.00707113-0.0138196j -0.000192938+0.00145959j 0.00474703-0.0176933j -0.000216355+0.0110001j 0.017493-0.021671j -0.00306146-0.0160622j -0.0104431+0.021514j 0.00536577-0.00783881j -0.0105702-0.0147815j 0.014966-0.00146061j 0.005767+0.00924245j -0.0330124+0.014828j -0.013427+0.0232338j -0.03325+0.0115225j -0.0311642-0.00134189j -0.00436351-0.000138577j 0.0140087+0.00424017j 0.00638419+0.0322431j 0.00338632+0.00333187j 0.00557694-0.00411748j -0.00543831+0.00699584j -0.00173046-0.0123656j 0.000222469-0.0190278j 0.00227697+0.0187587j 0.0210056+0.0341821j 0.0166533-0.00698576j -0.0347757+0.00546177j 0.00652447-0.000603886j 0.0102033+0.000190255j -0.00955912+0.0205559j -0.019119+0.012234j 0.00951843-0.00942325j 0.00931724+0.00974029j 0.00835649+0.00891918j 0.00682471+0.0241334j -0.0122442-0.0263025j 0.00602694-0.0154584j -0.00327849-0.00468383j -0.00489918-0.00429706j 0.0178296-0.0121627j -0.0204151-0.0316626j 0.0105203-0.0177845j 0.0129859-0.0121867j 0.00451604+0.00599878j -0.00328613+0.000316673j -0.0024909+0.00756088j 0.00418758+0.00762055j -0.00647476-0.00241755j -0.000311222+0.00312432j -0.000660993-0.00436741j -0.00454025+0.000552707j 
0.00495917+0.00321339j -0.00245943+0.0037954j -0.012638-0.00258064j 0.00179124-0.00847298j 0.0223595+0.0061904j 0.00158624-0.0167772j -0.00243108-0.00871453j -0.00605287-0.00622121j -0.0116437+0.00880135j -0.0268078-0.0255183j -0.0331242+0.00670811j 0.00461683-0.0196095j 0.00459085-0.0187645j -0.0189611+0.00358747j -0.00166271-0.00368708j -0.0154286-0.0118291j -0.00218071-0.0286638j -0.00551445-0.00505934j 0.00303212-0.00639306j -0.00368121+0.0112236j 0.00877115+0.00270177j 0.00962199-0.00594561j -0.0114541-0.00651741j 0.000436061-0.00522404j -0.0126185-0.00812251j -0.00355148+0.0100238j -0.00641335+0.0174865j 0.00744031-0.00920666j -0.0114429+0.00503777j 0.018127-0.0180627j -0.00521272-0.000575304j 0.0316182+0.0084426j 0.021536-0.00754107j 0.00346089+0.0261312j -0.00420175+0.0132698j -0.0147226-0.00599119j 0.0289727+0.0396655j 0.00333926-0.00664586j 0.0105189-0.00363581j -0.0404743-0.00476544j 0.0290691-0.045843j -0.00901861-0.0312269j -0.00820831+0.00892436j -0.00501902-0.021942j -0.00689897-0.0171407j -0.0176647+0.0129993j -0.0115748-0.00690625j 0.00723698-0.00858886j 0.00325672+0.00359894j -0.000617031-0.00443726j -0.00131433+0.00329656j 0.00270033-0.00479109j -0.000358373+0.0034489j 0.00168705+0.00295145j -0.000304529+0.00026053j 0.000324109+0.000499541j 
0.00855542+0.00220955j -0.000596598+0.00671437j -0.0141679-0.000642792j -0.00433774-0.00696577j 0.014572+0.0223335j -0.0108668-0.0020263j 0.0072486+0.018163j 0.0075921+0.00724017j -0.0261175-0.0275371j 0.0112096-0.00792692j 0.00786913+0.000988315j -0.0107524-0.000616487j 0.00762303+0.016383j 0.00953149+0.0100961j -0.0338463-0.0101756j 0.014778+0.0136176j -0.00690618+0.000339515j 0.016769-0.0152575j -0.00814119+0.0124022j -0.00405677+0.00911808j 0.0115952-0.0108412j -0.00952288-0.0156361j 0.00320673+0.0102606j -0.00483822-0.019798j -0.0431357+0.0191278j 0.00889553-0.0075573j -0.0032387+0.00616758j 0.0324377-0.00459745j -0.0133303+0.0109444j 0.0117154-0.00035247j 0.0245549+0.00575871j 0.000164261+0.0138158j -0.0182919-0.00846191j 0.00521334+0.0119802j -0.0176457-0.0106787j -0.00371046+0.0291225j 0.00278191-0.0139541j 0.0190765-0.0263746j 0.0278417+0.0375248j 0.0274436-0.0118117j 0.0213755+0.00806438j -0.0323624+0.00684945j 0.0163355+0.0120913j -0.0181152-0.0110696j 0.00201261+0.00883952j 0.00201871+0.00165444j 0.00131759-0.00291923j 0.00652697-0.00151902j 0.000400867+0.00833598j 0.00446209-0.00506889j -0.00204871-6.84413e-05j 0.00519567-0.00531175j -0.0013039+0.00121912j -0.00291127+0.00451736j 0.00148492+0.00107536j 0.00132403-0.00106022j 
0.00393635-0.00587953j 0.00878409+0.00301075j 0.00124293-0.0081833j -0.00609957+0.00159437j -0.015456+0.0319842j -0.00669379-0.00822669j 0.00619024+0.00514363j -0.0271544-0.0102457j 0.0296993-0.0186052j -0.001022-0.0125121j 0.0112918+0.0250165j 0.000563063+0.00842758j -0.011281+0.00665887j -0.036421-0.0223407j -0.0185498+0.0100579j -0.000444768-0.0127847j 0.000590812+0.00497077j -0.00340667+0.0197345j 0.0121114+0.00541855j 0.00285551+0.0133771j -0.0272755+0.00336636j 0.0170616-0.0105703j 0.00362182+0.00823659j 0.00837127+0.00845647j -0.00490731+0.00884869j -0.0393-0.000503222j 0.0125604+0.0201411j -0.00582832+0.0036044j 0.00463867+0.018775j -0.00362612+0.0126734j 0.0163097+0.00264475j 0.00868753-0.00931979j -0.000649434+0.0187324j -0.0248383+0.0141389j 0.0284822-0.0062645j -0.00875891-0.00631397j -0.00991053-0.00664165j -0.00607647+0.00125068j 0.00909118-0.0245656j -0.00999738-0.0123567j -0.00264523+0.0108935j -0.00207514-0.00593016j 0.00759401+0.0138812j -0.0133829-0.00728004j -0.0034624+0.0126719j 0.00157066+0.0035262j -0.00020257-0.00159456j -0.010454+0.00346275j 0.00123504+0.00335481j 0.008188-0.00185352j -0.00131662-0.010462j 0.00339513+0.000988622j -0.00168905-0.00276259j -0.00870537+0.00146749j 0.00386704-0.00287251j -0.00238174-0.00296344j 
0.00611147+0.00292112j -0.00394359+0.00481588j -0.00222178-0.00474142j 0.00682312+0.00817915j 0.0144237+0.000736519j -0.0121192+0.0187337j 0.0119094-0.00507213j -0.0036021+0.0233318j -0.0102581-0.0151352j -0.0342044-0.0152937j 0.0140294-0.00940117j 0.0060625+0.00680528j -0.001622+0.00918432j -0.0214701+0.0397452j 0.0256141+0.0338758j 0.00611077+0.00431994j 0.00146636-0.000418286j 0.0201221+0.00093963j -0.00939288+0.0302689j -0.00947062-0.0313895j -0.0266129+0.0101341j 0.041944-0.0167834j 0.0119301-0.00110235j -0.00372949+0.0416335j -0.00191777-0.0088143j 0.00517835-0.0151504j -0.0135975+0.00342586j -0.0236408-0.032327j -0.0138458+0.0036478j -0.0147822+0.0169421j -0.0114827+0.0154649j -0.00886948+0.00425745j -0.0139747-0.00829299j -0.00150886-0.00167671j -0.0143064+0.00737117j -0.00505297-0.00100599j 0.00260911-0.00623057j 0.00174908+1.77864e-05j 0.00145024+0.00761686j 0.000705624+0.00360806j 0.00728039-0.00141811j -0.00119266+0.00273058j -0.000964771-0.00838734j 0.0107736+0.00536086j 0.000485917-0.0113267j -0.00371063+0.00913008j -0.0069839+0.00461372j -0.00103923+0.00669386j -0.00438758-0.00673334j -0.0017685+0.00452961j 0.0021014-0.00124154j -0.00311853-0.00714781j 0.00509572-0.00198258j -0.000869084-0.00255556j 0.00142261+0.00162091j 0.00191807-0.00196021j 
-0.00689983-0.00484214j 0.00419291-0.00359829j 0.0124349+0.00158209j -0.00235162+0.00710479j -0.0226308-0.00835089j 0.000850438-0.00919674j -0.0135237+0.009558j -0.00225454-0.00320845j 0.00959406+0.00528214j 0.0070976-0.0127959j -0.00547017-0.000459863j 0.00837528+0.00382685j -0.00517036-0.00120395j -0.00862389+0.00556067j -0.00353184+0.00171237j 0.00530135+0.00473182j 0.000149824+0.00030037j 0.00336774+0.00530054j 0.000775839+0.00478657j -0.00896364-0.0023799j 0.0120044+0.00181141j -0.017192-0.00116323j -0.00144962-0.00926882j 0.00232631-0.00880629j 0.000942989+0.00147315j 0.00688913+0.014477j 0.012058+0.000482411j 0.0161466-0.00881789j 0.0178754-0.00972691j 0.00886753-0.00353786j -0.0147018-0.0211457j -0.00602117+0.0102741j 0.00937272+0.0222742j 0.00445548-0.00290339j 0.0204417+0.0023632j -0.0080434-0.0108464j -0.0039425-0.0256829j 0.00334835+0.00992681j -0.00297658-0.000523623j 0.000411639+0.0114817j 0.0163602-0.00961627j -0.00676653+0.00672986j 0.00258661-0.0132493j 0.0101419+0.00815098j 0.0107311-0.0023953j 0.010337+0.0067394j 0.00495369+0.0099675j 0.00804179+0.00481369j -0.013757-0.00351559j -0.0116175-0.0102353j -0.00590716+0.016682j -0.0169702-0.017165j 0.00874735+0.00302632j 0.00809411-0.00438479j -0.0101562-0.00205406j -0.00272434+0.00763551j 
0.00308734-0.00370114j 0.00689513+0.00434805j 0.00512006+0.00396913j -0.00760529+0.00397971j -0.00619603+0.0225914j -0.00433811-0.0106155j -0.00755745+0.00542077j -0.0107329+0.0177092j 0.000133474-0.0159104j -0.0132174-0.00766129j 0.0055623+0.00153347j 0.0162218+0.00581538j 0.0218761-0.00636041j 0.00717711+0.00277987j 0.00686162+0.00468735j -0.0065908-0.00109998j 0.00169476+0.00609445j -0.000141601+8.68736e-05j 0.000724522-0.0162044j -0.000506153+0.0129494j 0.00879023-0.0100779j 0.00432513-0.00433931j 0.0165001+0.0148111j 0.00773549-0.00331679j 0.00280879+0.00600794j -0.0157466+0.0104974j -0.00058629+0.0158161j 0.000550279-0.00412333j 0.0137708+0.0100052j -0.00371013+0.0120848j 0.0198455-0.0023789j -0.00734763-0.00788307j -0.00929755+0.00768731j -0.00901452+0.010514j 0.0141848+0.0215438j -0.00881983+0.00833092j -0.00114613+0.0125946j -0.000648515-0.00585919j -0.0042298+0.0108654j -0.00312474-0.0021656j -0.00124737+0.000864308j -0.00401129+0.0128901j -0.0127241+0.00348302j -0.00302076+0.0047522j -0.00337789+0.00264452j 0.0131519-0.00226j 0.00757511+0.00714217j 0.000416221-0.0186307j 0.00647867+0.00650163j -0.0106617-0.00456158j 0.00431211+0.00438728j -0.0198535+0.0278057j -0.00140782+0.00713955j 0.0132318-0.00445302j 0.00166337-0.0081138j -0.0113567-0.00104038j 
-0.00275968-0.00589934j 0.00668187-0.00234707j 0.0128073+0.00646783j -0.0070756+0.00520763j -0.0125023-0.0045344j -0.00419752-0.00591977j -0.0129663+0.000885436j -0.00212473+0.0108758j 0.00296795+0.000213919j 0.004662-0.00823933j -0.0109723-0.00373757j 0.00522413+0.00237592j 0.00862122-0.00971529j -0.000720976-0.000306472j -0.00517628-0.00117994j -0.00338339+0.00716657j 0.00252624+0.00643531j 0.00212902+0.00631187j -0.00310917-0.00200259j -0.00630981+0.00423103j 0.00782248-0.00494125j -0.00714251+0.000777853j 0.00138678-0.00486341j -0.00304884-0.00292176j 0.00296473+0.00541259j -0.00740095+0.00460165j -0.000632126-0.00869823j -0.00220189+0.00677959j 0.00414755+0.000452768j 0.00308455-0.000871329j -0.00634289-0.00140267j -0.00831374+0.00290222j -0.00133443-0.00627502j 0.00235917+0.00814636j 0.000419232-0.00551675j -0.00480574-0.000808761j -0.0037419-0.00084003j -0.00781199-0.00335085j 0.00772821-0.00714389j 0.000627085+0.00737662j 0.00141415+0.00302104j 0.00265276-0.00141702j 0.00906626+0.00731271j 0.00841908+0.00666913j 0.00359608-0.00427121j 0.00929086-1.00018e-05j 0.00101329+0.00716694j 0.00475034-0.000194509j -0.00856892-0.0115213j -0.012329-0.00367154j -0.00387985+0.00209404j -0.0112302-0.00106738j 0.00957063+0.00873826j 0.0123161-0.000582126j -0.00807595-0.000153464j -0.00139449+0.00753051j 
-0.00693268-0.00234229j 0.00497336-0.00670921j 0.0150223+0.00571004j -0.00109974+0.00454085j -0.00960149-0.013565j -0.00769995+0.00303483j 0.00282936-0.000405492j 0.00419096+0.00607105j -0.00444669+0.00913506j 0.000205884-4.89717e-05j -0.0129588-0.00842004j -0.00053203-0.0104611j -0.00260703-0.00712665j 0.00809791+0.00553656j -0.00310222-0.00526807j -0.00244778+0.0121502j 0.00404692-0.00180755j -3.29335e-05-0.0041322j -0.00322574+0.00222074j 0.00434807-0.00397411j -0.00809669-0.00253765j -0.00680356+0.0156481j -0.00247027+2.01844e-05j -0.0045555-0.00089937j 0.00157488+0.00285255j 0.00330013+0.00193691j -0.00345554-0.00907841j -0.0023382+0.00496232j 0.00489209+0.000637113j 0.0033093-0.0140511j -0.00221262+0.00523346j 0.00280857+0.00423456j 0.00619056+0.00500105j 0.00738535+0.00744233j 0.0113785-0.012959j -0.0119425-0.00370911j -0.00746501-0.0073386j -0.00384927+0.00395766j 0.00540264-0.00341072j 0.00473372-0.000208996j 0.000778391-0.000315451j 0.00720153+0.0034504j -0.00186197+0.00515348j 0.010524+0.0115096j 0.0105074-0.00832128j 0.00820552+0.00588122j 0.00572452+0.00408744j 0.000981937+0.00393695j -0.00723826-0.0221871j -0.00671413+0.000140412j -0.00439131-0.00798404j 0.00410864-0.0172871j 0.017979+0.0151052j -0.00721816+0.00162782j -0.00610328+0.00549389j 0.0079786+0.00474077j 
0.00843837-0.00662215j 0.00554512+0.00453825j 0.00806292+0.00735602j -0.0194106+0.00482429j -0.00221598+0.00388949j 7.50883e-05-0.00238883j -0.0247357-0.0115641j 0.000742252+0.0175097j 0.00298017-0.00820257j 0.00921999-0.00106699j -0.00571114+0.00212987j 0.00510063+0.0186329j 0.0101616-0.0176221j -0.00583617-0.0139752j -0.00172652+0.000474427j -0.00721955+0.00222469j -0.000883131+0.00786651j -0.00287593+0.00946942j -0.00393118-0.00424351j -0.00126359-0.00064616j 0.00611559+0.00575105j 0.0046093-0.0307025j 0.0184962-0.0123385j 0.00678387-0.00441028j 0.000569399+0.00559627j -0.0105185+0.0149681j 0.00557091+0.00488012j 0.00178362-0.00449757j 0.00711024-0.0035529j -0.00177283+0.0116135j 0.0071268-0.00691883j -0.0148267+0.00582234j -0.00417103+0.00842186j -0.00872384+0.0093088j 0.0164081-2.64577e-05j 0.00546499+0.00517813j 0.0128798-0.00607777j 0.00361227-0.0230749j 0.0126636+0.00765681j 0.0045495+0.00148525j 0.0184674-0.00255002j -0.0127036-0.00427365j -0.00727423+0.00230685j 0.00374334+0.00265208j -0.0149137+0.00467294j 0.0191689+0.00217611j 0.0124819-0.00889957j -0.0184502-0.0324838j -0.0203445+0.00583092j 0.00047879-0.00725227j -0.0146066+0.0142307j -0.0220577+0.00549585j 0.0234315-0.0104377j 0.026713+0.0147667j -0.0117561-0.0125645j -0.0149949+0.00617153j 
0.00157957+0.00366531j -0.00654471+0.0027093j -0.00862902+0.00535511j -0.00511669-0.0019047j -0.00868079+0.00102911j 0.0140981+0.00767518j -0.00621649-0.00729747j -0.00655265+0.001046j -0.00684403-0.0131132j -0.00475765-0.00736784j 0.00736135+0.016997j 0.00029678+0.0166931j 0.00767546+0.00370305j 0.00564395+0.00311094j 0.00184646+0.0160377j -0.00383637-0.00202159j 0.000138094-0.0109513j 0.000104862-0.00960511j 0.010604-0.00785442j 0.00406436+0.000635387j 0.0147776-0.00550336j 0.0120709-0.00662466j -0.00633924+0.0163821j 0.0120181+0.00312056j 0.00714963-0.00638233j -0.00218826-0.0103631j -0.0262697+0.0183423j -0.00290218+0.00505684j 0.00120615+0.00482489j -0.015439+0.00806419j 0.0142335+0.000189829j -0.00322752-0.00721424j -0.0157826+0.00114406j 0.00425574-0.00454986j -0.0115604+0.00634004j 0.0124633+0.00499975j 0.0154675+0.011678j 0.0132525+0.0105052j -0.00430374+0.0156676j -0.000848028+0.00325649j -0.00223296+0.010996j 0.0112849-0.0166919j -0.00255245-4.08177e-05j -0.00282825-3.40514e-05j -0.00315593+0.00170506j -0.0155016-0.00117518j -0.0149412-0.0153636j -0.0242564+0.00909698j 0.00230575+0.0168987j 0.00297348-0.00353492j 0.0162006-0.00425906j -0.00456256+0.0201548j -0.0126702-0.0131129j 0.0208502-0.0181393j 0.0119925-0.00328605j -0.00922806-0.00980993j 
-0.00106273+0.00120717j 0.000694522-0.000646252j 0.00363683+5.99411e-05j 4.30022e-05-0.000664803j -0.00450804+0.00313069j -9.19266e-05-0.000752824j 0.00412816-0.00117512j 0.0027652-0.000631136j -0.00050961-0.00357367j -0.00653082-2.93374e-05j 0.00245806-0.000905102j 0.00131082-0.000342219j -0.000130047-0.00106715j 0.000366788+0.0039296j 0.000130689+0.0038215j 0.00343161+0.00872309j 0.00152188-0.00702601j -0.00302986-0.000971543j 0.000215213-0.00225118j 0.00128542+0.00151301j 0.00799928+0.0045188j 0.00649419+0.00222701j 0.00309884+0.00694974j 0.00242182-0.00159938j 0.0034003+0.00135019j -0.00547572+0.00434033j -0.00331424-0.00341193j 0.00246047+0.00345483j 0.0111919-0.00127856j -0.00160255-0.00702179j -0.00425045-0.00076676j 0.00806033-0.000614456j -0.0067858+0.000965248j 0.00352721-0.0040083j 0.00190291-0.000265322j -0.00361472-0.00444675j -0.0042181-0.0019182j -0.000686995-0.00590547j 0.00430054-0.00592394j 0.00888846+0.00642124j 0.00794356-0.00642394j 0.00368038-0.00183497j 0.000379665-0.00530701j 0.00517996+0.00415616j -0.00296985+0.00131028j 0.00457307+0.00270733j 0.00490589-0.00887813j -0.00983461+0.00243965j -0.000954988+0.00420726j -0.00478482-0.00737127j 0.00614143-0.00813401j 0.00945633-0.00226104j -0.00134831-0.000947169j -0.00410365-0.000317259j 0.00204885+0.000402705j -0.000244587-0.000663638j 
0.0027977+0.00349636j -0.00470442+0.00431268j -0.00591159+0.00145733j -0.000140128+7.83836e-06j -0.00157382+0.00799332j 0.00734064+0.00364495j 0.00153171+0.00171606j 0.0010106+0.000862121j 0.00271514-0.00616514j -0.00220022+0.000559035j 0.00730608+0.00778986j 0.00519493-0.0018557j 0.00311166-0.00245043j -0.00258193-0.00502273j 0.00201067-0.000412555j -0.000851155+0.00386555j -0.00091002-0.000663779j -0.0140793+0.000946935j -0.00780809+0.00537846j -0.00185477-0.0127402j -0.00789996+0.0180077j -0.00656492-0.0132144j 0.00260709-0.00423055j -0.00132608-0.00147163j -0.00299381-0.00128441j -0.000496917-0.000837351j 0.014134+0.00664359j 0.00293867-0.00754014j -0.000502949+0.000290716j 0.000426108-0.00110952j 0.00131384-0.00921229j 0.00735825-0.00790722j 0.0114919+0.00170287j 0.00217306-0.0175491j -0.000518315+0.00597539j 0.0161388-0.00250048j 0.00154333+0.00374964j 0.0194393-0.00637329j -0.00341635+0.0135666j -0.0111186-0.00940569j 0.00677655+0.00808428j -0.0113749+0.013043j -0.0154436+0.00641152j -0.0206199+0.00446216j -8.35612e-06-0.010153j -0.000696617+0.00336893j 0.00487561+0.00587471j -0.00518931-0.0185765j -0.000115915-0.00219194j 0.0192305-0.00359129j 0.00462826+0.00474415j -0.00794987+0.0130218j -0.00368343-0.004517j -0.00339151-0.000378183j 0.000617407-0.00521514j -0.00501179-0.00196643j 
0.000499318+0.000653318j 0.00138072-0.000163648j 0.00277004+0.00192851j -0.00454422-0.0017518j -0.00440856+0.00243714j -0.0030548+0.00248645j 0.000629484-0.00451878j 0.000924739+0.00387899j -0.00743971-0.00922752j -0.00400991+0.000827476j -0.00150699-0.000399347j 0.000617597+0.00154048j 5.28697e-05-0.0067308j 0.00625783+0.00695645j 0.0052979+0.00928771j 0.000611279+0.00192894j 0.0101745-0.00800431j -0.000162088+0.00578358j -0.00231515-0.00184831j 0.0026717+0.00451067j 0.00835927-0.00841019j 0.00444251+0.00260893j -0.000991042+0.0142876j 0.0115761+0.00339171j 0.00704036+0.00589028j -0.00808821+0.00719473j -0.0171687+0.00399694j 0.00374993+0.00426302j 0.00254133-0.00177972j -0.00492036-0.0042533j 0.00766147+0.0133579j 0.000656583-0.000925539j -0.00664951-0.00209854j -0.00249955+0.0010197j 0.0031964+0.00382466j 0.00111989+0.000953551j -0.00912863+0.00261148j 0.00412378+0.00180634j 0.00695955-0.000651977j 0.0100888+0.00992579j -0.000129522-0.0106281j 0.00615235-0.00815339j 0.010002-0.00148572j 0.0103221+0.00727695j -0.0122034+0.00318252j 0.00396776-0.0014901j -0.00268809-0.0165856j -0.00736298+0.00758061j -0.00365921+0.00661934j -0.00847287-0.00722493j 0.00101224-0.017024j 0.00989041-0.00571232j 0.00198996+0.00359738j 0.000932505-0.000155316j 0.00269788-0.000586674j -0.000210617-0.00155308j 
-0.00601571+0.00666821j -0.00422914-0.00381169j -0.000646618-0.000129735j 0.00765935-0.00514809j -0.0027752-0.00114652j 0.00479284-0.00468612j 0.00767284-0.0030533j 0.0030433-0.00442384j -0.00558828+0.000755624j -0.013294-0.00520519j 0.00999321+0.00147127j -0.00402681+0.00687237j 0.00178201+0.00436745j 0.00351002+0.000945294j -0.00114554+0.000701656j 0.00743335+0.0108448j -0.00359151-0.00170939j -0.0148249-0.00556866j 0.000223227-0.00259265j -0.00390856-0.0112722j 0.00555466+0.00589367j -0.000303033+0.00518203j 0.00271032-0.000314603j -0.00340084+0.00602747j -0.00426515+0.00344134j -0.00384229+0.00138352j -0.000536746+0.000645937j 0.00351738+0.014321j 0.0104282-0.00294378j 0.000757313-0.0211229j -0.000942738-0.00169203j 0.00804698-0.00247423j 0.00235686+0.0137621j 0.0249196-0.0120437j -0.00265327-0.00519323j -0.00859107+0.00491199j 0.00253769-0.00244756j 0.014658+0.00394987j -0.00481666+0.00869838j -0.00773716-0.0120554j 0.00350761+0.0070245j -0.000285671+0.00140265j -0.00601887-0.00437266j -0.00130562+0.0148204j 3.2566e-05-0.0144876j -0.00500451+0.011355j 0.00924381-0.00997716j -0.0183644-0.00634345j -0.00467761+0.00393187j 0.00456419-0.00939346j 0.0176431-0.00375937j 0.0127405+0.00370099j -0.00374624-0.00388222j -0.0110211-0.000394668j 0.00555294+0.0015238j -8.15181e-05-0.00475865j 
0.00220388+0.00121337j -0.00159794+0.00264905j 0.000194297-0.000701917j 0.00360525+0.00170525j 0.00727829-0.00519282j 0.00346098-0.00554454j -0.00201888-0.00460181j 0.000867919-0.000119102j 0.00789493+0.000343291j 0.0013109-0.00169711j 0.00212377-0.0061857j 0.00240078+0.0050923j 0.00423774+0.0115955j -0.000928207-0.000189639j -0.000397091-0.00295585j -0.0079277+0.00475874j -0.00126876+0.00362009j 0.002889-0.00613079j 0.00206365-0.0128592j 0.00446091-0.00321936j -0.000783559-0.00486702j 0.00472583+0.00317413j 0.00382581-0.00924849j -0.00742092+0.0138837j 0.000109499-0.00534567j 0.0120655-0.00887619j 0.00311971-0.00348999j -0.00808688-0.00812835j -0.00275197-0.013188j -0.0113094+0.00784538j -0.0144644-0.000507711j -0.00127324-0.00144549j 1.60548e-05+0.0065284j -0.012445-0.00178697j -0.00593013-0.00724591j 0.0072093+0.00396134j 0.00771819-0.00629435j -0.0140445-0.00647701j 0.00227239-0.0113j 0.00223037+0.00457807j -0.00525784-0.00150237j 0.00800348-0.00893775j 0.00207896-0.0069064j -0.00184177-0.0236489j 0.00970502+0.0117896j -0.00397588+0.00221254j -0.00171671+0.00714576j 0.00981518-0.00758245j 0.00168994+0.00159976j 0.00172235+0.00920849j -0.00307075+0.00782874j -0.00337693+0.00643611j -0.00256856-0.00416087j 0.000665023+0.00156261j -0.00149688+0.000105877j -0.0010792+0.000766266j 
