0.00410745-0.0248434j -0.0392839+0.00666748j -0.0107305-0.0334017j 0.0229373-0.0340519j -0.0114691+0.0177855j -0.00456265+0.00393364j -0.0158984-0.00346312j 0.00233536-0.00557181j 0.00418543-0.00896605j -0.00802034+0.00285042j -0.00366902+0.0123615j -0.0147142-0.0123671j 0.0205636+0.0024983j 0.0195603+0.0112595j -0.0275969+0.00260096j -0.030209+0.0161469j 0.0109336-0.00274249j -0.00309174+0.014164j 0.0044673+0.00154084j 0.0100122+0.00708369j 0.00537221+0.00811132j 0.00354407+0.00253204j -0.00260185-0.00384539j 0.000300515+0.00155603j 0.00255661-0.00354775j 0.00473356+0.00139589j 0.00601572+0.000114731j -0.00145918+0.00284532j -0.00245847-0.000633006j 0.00163793+0.00264532j -0.00309696-0.00351783j -0.00101875-0.000195558j -0.00332545+0.000713687j -0.0012103+0.0022957j -0.000791157+0.000233597j -0.0122656-0.00696344j 0.00370306-0.00875014j 0.00583978+0.00542213j 7.26898e-06+0.00191722j 0.0036223-0.00786638j 0.00150322+0.00609802j 0.000677609+0.0100478j 0.0033019+0.00427002j 0.00377841+0.00580475j 0.00436707+0.00377427j 0.002874+0.00979969j -0.00382932-0.00538689j -0.00229743-0.00780569j -0.000347154+0.00193897j -0.00333155-0.00325632j -0.000139233-0.000797476j 3.86561e-05+0.0054056j -2.2397e-05-0.00532872j 0.00302295-0.000620054j -0.00212103+0.00139055j -0.00178234-0.00178846j -0.00436318-0.00171089j 0.00453777+0.00134785j -0.000371248+0.0001358j 0.000487328-0.00115196j -0.000145068+0.00258853j -0.00197422-0.00240684j 0.00116623+0.0013829j -0.00805008+0.000358476j 0.00119216-0.00200471j -0.00233442-0.000896532j -0.00181145+0.00191661j -0.0009108+0.00256948j 0.000556391-0.000566675j 0.000111817+0.000140942j -0.0018278-0.000660542j -0.000450569-0.00256002j 0.00330402+0.000944582j 0.00203173+0.00117824j -0.00163139+0.00135672j 0.0014978+0.0011412j 0.00183548-0.00203583j 0.000480102-0.0012332j 0.000615378-0.00405928j -0.00180331-0.00117559j 0.000852029+0.00362913j -0.00835208-0.000928035j 0.000472446-0.00392915j -0.00167665-7.59284e-05j 0.00408804+0.000136523j 0.00185302+0.000229349j 0.00122449+0.00449489j 0.00728162-0.00789565j -0.00375101-0.0019713j 0.00118478+0.00578398j -0.000540897-0.00192528j 0.0081742-0.0186126j 0.0306809-0.0239851j -0.0112837+0.000561299j -0.00338951+0.0037345j -0.0084672-0.00885217j -0.00288388+0.0146627j 
-0.0142236-0.0433393j 0.0104385-0.0151845j 0.00187145+0.0118057j 0.0113002-0.0151199j 0.0532846-0.0517716j 0.0147394-0.0665348j -0.00859813-0.0237241j -0.076068-0.00681512j 0.0707412+0.123449j 0.0525857-0.0489156j 0.0963784-0.0123692j -0.0286136+0.0711177j 0.0396152+0.0751653j 0.0750977+0.0377367j 0.0457517-0.0519975j 0.0393921+0.0302975j 0.00221792-0.0266762j 0.0155262+0.00502566j 0.0112721-0.0121368j 0.0271975-0.0155637j -0.00487471-0.00421206j -0.00480016+0.0128572j 0.0165837+0.00332349j -0.011981-0.0146992j 0.0049753+0.00929695j -0.00254691+0.0166449j -0.0110501-0.00231431j 0.00258569-0.00457473j 0.0150923-0.00582604j -0.0049393-0.00460412j -0.0121523+0.00927938j 0.00748056-0.0016902j -0.0202402-0.0110033j -0.0141076-0.00355973j 0.000937508-0.0154132j -0.0341672-0.0129313j -0.013715+0.017302j -0.00430479-0.00662346j -0.00530274+0.00113j -0.00207256+0.00761803j 0.0109682+0.00953878j -0.00119402+0.00399024j 0.00544855-0.00153786j 0.00321965+0.00500326j 0.00233625+0.00703891j 0.0101396+0.000623899j -0.00385583-0.0012724j 0.00343757-0.00359944j 0.00557286-0.00186783j -0.0108133-0.00234347j -0.00600451+0.00213276j -0.00115047-0.00518052j 0.00338235-0.00198868j 0.00417739-0.00530109j -0.00260681+0.00972856j -0.00115476-0.0142005j -0.00859906+0.00767915j 0.00145848+0.00383958j 0.00891493+0.00510478j 0.00624005+0.000922175j -0.00232988+0.00228748j -0.0011997-0.00806906j 0.00123316-0.00260997j -0.0100355+0.00247893j 0.00311581-0.00748413j -0.0056675+0.00430932j 0.000391757+0.00451823j 0.0025964+0.00746324j -0.00268387-0.00270454j -0.00123595-0.0164538j -0.00915873-0.00610636j -0.00210073-0.0112494j -0.000713141-0.00597874j -0.00465832+0.00420943j -0.00378049-0.0112687j 0.0136878-5.12426e-05j 0.00185569-0.0137723j -0.00150579-0.00230667j -0.0114393-0.00383139j -0.0210777-0.00419125j 0.00287947-0.00467199j -0.0116732-0.00707927j -0.0163452+0.0130877j -0.00530503-0.0174093j 0.00239666-0.00899706j 0.00685929-0.0020623j 0.00218019+0.000400629j 0.00378521+0.00220888j -0.00638324+0.000150958j 0.00363987+0.000242258j -0.00355467+0.00316217j 0.00646763+0.01604j -0.00799865-0.00209597j -0.0146687+0.00190485j -0.005021-0.00161832j -0.00607027-0.0109153j 0.00712071+0.00680345j 
0.00365039+0.0144414j 0.00248654+0.0525752j 0.00867567-0.0114565j -0.0626726-0.0104372j -0.0773976-0.0574353j 0.0506469-0.0276291j 0.0418222+0.0321588j -0.0212966-0.0171701j 0.0284635+0.00619093j 0.0523642-0.0564429j -0.0654628+0.0467572j -0.0554597-0.114821j -0.0703625+0.0262878j 0.0320237-0.0208481j 0.0599049+0.0813451j -0.0262377-0.00512407j 0.0351175-0.00198104j 0.029498+0.0067449j 0.00474803-0.0207446j 0.00248787-0.00703303j -0.0105902+0.00207805j 0.00900714+0.00736151j -0.0131705+0.00398997j 0.00187026+0.0133391j -0.00732578-0.00649571j 0.00276269+0.00541557j -0.00730285-0.00854492j 0.00307609+0.0123839j -0.00439244-0.00662057j 0.00852171+0.00425524j 0.0131666+0.0106994j 0.00290425-0.0082098j 0.0145097+0.0230741j 0.020826+0.00339285j -0.0227911+0.00330897j 0.0130435+0.00590592j -0.00449218-0.00859946j 0.0108838-0.00483592j 0.00116536-0.00850104j -0.00841649-0.0137287j -0.00905996-0.00142234j 0.00535282-0.00237705j 0.00040527-0.0106203j 0.0077826+0.00549846j -0.00453973-0.00430015j 0.0137048-0.0109053j 0.00763127+0.00370133j -0.0104017+0.00478287j 0.00152921-0.00853021j 0.00627848+0.00620816j 0.00459847-0.00192968j -0.000914151-0.00134958j -0.000701553+0.00716503j -0.00570477-0.00114891j 0.00262601-0.00482344j 0.00482975+0.00509194j 0.00237702-0.00114009j 0.0025269+0.000633507j 0.00764038+0.000290276j 0.00522012-0.00484478j 0.00242085+0.00548635j -0.0061611-0.000975161j 0.00199241+0.000393539j 0.00130289+0.0030572j 0.00764822-0.00096836j -0.00241726-0.00757302j 0.000931942-0.00338316j 0.00436983+0.00104034j -0.000628775-0.0046651j 0.0123753+0.00188834j 0.00510455-0.00684567j 0.000336119-0.00198638j 0.0054446-0.000910804j -0.00113652-0.00201486j 0.0164802-0.00450925j -0.00115945+0.0110282j 0.00107038+0.00280041j 0.0058882+0.00443453j -0.00455893-0.011029j -0.000556737-0.0186348j 0.00975065-0.00201639j 0.00566752-0.00472191j -0.0254875-0.0138995j 0.0185212-0.0103614j 0.0127265-0.00372366j -0.000994857+0.00097117j 0.00702961-0.00225033j -0.00547633+0.00529705j -0.00363339-0.00138559j 0.00722145-0.00603243j -0.00613104-0.00528286j -0.00512501-0.00623958j -0.001508-0.0126984j 0.00566377+0.0053111j 0.00520793+0.00351313j 0.00336178+0.00776275j 0.00726678+0.00649378j 
-0.0338592-0.00503947j 0.0256702-0.0518991j -0.0627038+0.0367355j 0.0115383-0.00469496j 0.0186968-0.043193j 0.0544838-0.108087j 0.0332913-0.113865j 0.0558254-0.101082j -0.0402653+0.0462359j 0.0312048+0.0790341j 0.0692668+0.149778j 0.02463-0.0885908j -0.00350909-0.0465747j 0.131649+0.0851148j 0.193169+0.000423306j 0.00840186-0.0272344j -0.0205051-0.0377025j 0.0034671+0.0118393j 0.00523524-0.0251785j 0.0207195-0.010299j 0.00775245-0.0213382j -0.0161514-0.0182108j -0.00976015+0.0225518j -0.00499906+0.00538284j -0.0010334+0.0189505j -0.00451848-0.0161566j -0.00211523+0.00660283j 0.00294721-0.00099596j -0.0072531+0.00248234j -0.0101182+0.00597624j -0.00231299-0.000949456j -0.0174442-0.00331151j -0.0136134-0.00532316j -0.00241125-0.0118346j 0.00133246-0.0109259j -0.0140866-0.0229991j -0.00568342+0.0244767j -0.0137409+0.00730731j -0.0303792+0.007702j -0.00282471+0.0153136j 0.0125525+0.00126371j -0.00231367-0.00283529j 0.00204678-0.00184707j 0.00439789-0.00285666j -0.00477737+0.00194692j 0.0114112-0.00916647j 0.0023547-0.00297568j 0.00131017+0.00723368j 0.016088-0.0172914j -0.00184315-0.00081059j 0.00263647-0.00502074j 0.00870612-0.0146703j -0.00679843+0.00992547j 0.00321952+0.0046399j 0.0103403-0.0167757j -0.00394868+0.0055321j 0.00473468-0.0135563j 0.00302525-3.26405e-05j -0.00123386+0.00730698j -0.00091386+0.00534465j 0.000913206-0.0123564j 0.000578927+0.003705j -0.00114552+0.00270809j 0.00148902-0.012627j 0.00212871+0.00686083j -0.0017523-0.00309342j -0.00224647-0.00551527j 0.000718279-0.00720644j 0.00257383-4.37356e-05j 0.00285601+0.000283636j 0.00172939-0.00426344j 0.000561899+0.0106227j 0.00460358+0.0074804j 0.00320276-0.00464442j 0.00024095-0.00655782j -0.000598247+0.00428187j 0.00674388+0.00278481j -0.00111052-0.0019893j 0.00592609+0.00164625j 0.00866234-0.0111185j 0.00387347+0.00309562j 0.00834274-0.00980841j 0.0036535-0.00425104j 0.00668938+0.00805442j 0.0076022+0.015703j 0.00305359-0.00267189j 0.0056153+0.0148009j -0.005593+0.011009j -0.000369439-0.00834481j 0.00322014+0.00260989j -0.00333556-0.00221086j -0.00941239+0.0087707j -0.0126441+0.00820085j -0.0050345-0.0148942j 0.00498081-0.00960466j 0.0119328-0.00781614j 0.00529723-0.00202574j 
0.0326423-0.0368238j -0.00836962-0.00519343j -0.012585+0.0431689j -0.0576197-0.0137314j -0.0312799-0.00570338j 0.105495+0.00553397j -0.0203357+0.115482j -0.0226674-0.128586j -0.0313145+0.0236845j 0.11476+0.080787j -0.0575695+0.0334951j 0.0702315-0.0114649j 0.00111484-0.0836081j 0.067682+0.158557j 0.0216976-0.103635j 0.0290077+0.0532626j 0.0831047-0.0550662j 0.0443862+0.00961255j 0.00768502+0.0103109j 0.0105348+0.0309214j -0.00523181+0.0115239j 0.00783468+0.00962185j -0.0153914-0.00616367j 0.00474465-0.00205811j -0.0222526+0.0122214j -0.000599421+0.00984078j 0.0144935+0.00543951j 0.00277832+0.00628224j -0.00900096-0.0137057j -0.00433337+0.00687739j -0.0034509-0.0307226j -0.00928811+0.00167049j 0.03306+0.00525704j 0.0152076-0.0162244j 0.00211489+0.00915225j 0.00289596-0.0152702j 0.00187707-0.00526774j -0.000404775+0.0123774j 0.0141978-0.018698j -0.00914968+0.00057743j -0.00171282+0.0123763j 0.00455661+0.00988884j 0.002609-0.00483436j 0.0208522-0.00299931j -0.00206039+0.00129529j 0.00672013+0.00277583j 0.000588318-0.0110803j -0.0138047-0.00366764j -0.000510966-0.0045904j -0.000184493-0.00269424j -0.00280167-0.00270063j -0.0174276+0.000924557j -0.00421761+0.000686354j -0.00355341-0.00395928j 0.00415741+0.0017754j -0.0067723+0.00507381j 0.00116016-0.00735714j 0.00150434+0.00270335j -0.000782278+0.00404379j 0.000991564+0.00635452j 0.00177315-0.000950415j -0.00257605+0.00823345j 0.00563766+0.00340618j 0.00376621-0.0135765j -0.00877372-0.00654451j -0.00134181-0.00565555j 0.00219203-0.0032732j 0.00618703-0.00315241j -0.00412506+0.000503059j -0.0126584-0.00447836j -0.00706915-0.00309726j -0.0105974+0.0010658j 0.00745408+0.00881029j -0.00135457+0.00382915j -0.00629534-0.00464489j 0.00833179-0.00894544j -0.00729755-0.00169874j -0.00218552-0.00220021j -0.00987147+0.00740085j -0.00634751+0.013712j -0.00450867+0.000344869j -0.00787557-0.00549811j 0.00463129+0.0205233j -0.0107092+0.00154651j -0.00994933+0.00974311j -0.00257956+0.00528989j 0.00272336+0.00780917j -0.0101272+0.00613642j -0.00324872-0.00164854j -0.00465178+0.00246878j -0.00503576-0.00518896j -0.00864718+0.0156528j -0.0163623-0.00427031j 0.0100689-0.0136064j 0.00803613+0.00496392j -0.00220723-0.0135288j 0.0102717+0.00570086j 
-0.0110362-0.0467794j 0.0341473-0.0258748j -0.119921-0.0346874j -0.100109+0.084952j 0.0348449-0.102172j -0.0104426+0.0022269j -0.0488098+0.0792108j 0.0227821+0.110574j 0.130233+0.157964j -0.0760845+0.0875109j -0.0706475+0.00864582j 0.053646-0.101446j -0.0601987+0.180016j -0.160426+0.0677205j 0.109289+0.218179j 0.0407242-0.104615j 0.00394083-0.00887837j 0.0307959-0.03129j -0.0629002+0.0164512j -0.0283136+0.0251066j -0.00255027-0.00819081j -0.0100622+0.0148365j 0.012855-0.0184083j 0.00201712-0.0133339j 0.0019416+0.00386984j 3.1378e-05+0.00351082j -0.0241186-0.0219745j 0.00013466+0.0440783j -0.0187489+0.0152611j 0.0246829-0.0117243j -0.027009-0.0100803j -0.00806667+0.0124848j 0.010298+0.0211682j 0.0128683+0.0136404j 0.00520668-0.0120408j 0.00755665+0.0114032j -0.0257653-0.00169813j 0.00244675-0.00967161j -0.00726151-0.0109291j -0.0177959+0.00492637j 0.0050658+0.0108622j 0.00668967-0.0078763j 0.00470458-0.00418591j 0.00767118-0.0035455j 0.00247962-0.00825138j -0.00819882-0.00325174j -0.00764197+0.00410144j -0.00263672+0.0108717j -0.0138773+0.00401192j 0.00686499-0.0013362j 0.002028+0.00291554j -7.50996e-05+0.00437461j -0.00168528+0.0104388j -0.0082634-0.000227456j -0.0174627+0.0054693j 0.00548121+0.00623253j 0.000937116+0.000232895j -0.0139833+0.00608753j -0.00146908+0.00205108j -0.00136605+0.00209664j 0.00312217-0.00891082j 0.00237734-0.00915719j -0.00331546-0.00349778j 0.0103821+0.00399766j -0.00150546-0.00402772j 0.00392233-0.0100216j 0.0112337-0.000775156j -0.00836484+0.00585528j 0.00830264+0.000811901j 0.00235449+0.0048891j 0.00455085-0.00916448j -0.000255722+0.00838274j -0.00738776-0.00305384j 0.0023901-0.0059828j -0.00290029+0.000680537j -0.00630898+0.00626142j 0.0100016+0.00184853j -0.00466808-0.00770124j 0.00241117-0.00228687j 0.00923216+0.0105797j -0.00333754-0.00356109j 0.00412285-0.000874447j 0.00939927-0.00723608j -0.0058276+0.00903911j -0.0121179+0.0126793j 0.00061892+0.0122649j -0.00257863+0.00881905j -0.0021166-0.00201525j 0.00439392-0.00459013j -0.00302699+0.00839816j 0.00100508-0.0102021j 0.000473593-0.00709723j 0.0283603-0.00318044j 0.00415131-0.00604069j 0.0158005+0.00185217j -0.00817531+0.0129408j -0.0200347-0.00205518j 
0.00069915-0.00427297j -0.00895689+0.00390238j -0.00424983-0.0426494j -0.111266+0.0596j -0.0229915-0.0254829j -0.0958997+0.0989161j -0.00228242-0.119687j -0.0200099-0.0035801j 0.0720989-0.111365j -0.00578755+0.0657849j 0.0439233-0.0737669j 0.0715279+0.0687138j -0.00302026+0.0894231j -0.0229901+0.0109728j 0.0606769+0.0377791j -0.0137077-0.00137307j 0.0255232+0.0430225j 0.0432961-0.0338298j -0.0423691+0.000228526j -0.0283553-0.00970769j 0.00849118-0.00474148j 0.00899379-0.012734j -0.00446147+0.0259011j -0.00499166+0.0069067j -0.0119109-0.0091328j -0.00500413+0.00381663j 0.00965444-0.00505742j -0.0190415-0.0175801j 0.00658804+0.00717905j 0.00929975+0.000309906j -0.000832979-0.0197742j 0.0277364+0.000467477j 0.0180275-0.0176547j -0.0125296-0.0183096j 0.0166613-0.00265337j 0.00478922+0.00944006j -0.0100762-0.013183j 0.00411757+0.00110507j -0.0167214+0.00467446j -0.00383152-0.00714359j -0.00196889+0.000144701j 0.00178896-0.0037325j -0.00367377-0.00495781j 0.0195208-0.0117114j 0.00246706-0.006041j 0.00171958-0.0154737j -0.00198554+0.000783584j -0.00233467+0.0106467j -0.00981817-0.00848051j 0.0105468-0.00254473j -0.00373414+8.58695e-05j -0.00963146-0.00307375j -0.00888283+0.00362402j 0.00314441+0.0152309j -0.00136491-0.0182251j -0.00986305+0.00950807j 0.000487404-0.0096149j 0.00849774-0.000880472j -0.00806308-0.00393628j 0.000662449+0.00239509j -0.00316263+0.00974703j -0.0035588+0.00816688j 0.00269425-0.0032569j -0.000181301-0.0107223j -0.0152423+0.00945905j 9.06929e-05-0.00309679j 0.00265099-0.0117272j -0.00305496-0.00857749j 0.00728719+0.0109916j -0.0104803+0.00198899j -0.00581417-0.00125607j -0.0151433-0.00168573j -0.00912033-0.00356697j 0.00270571+0.00419517j -0.00875861+0.00337656j 0.00590221+0.00672945j 0.00805216+0.00904995j 0.00715286-0.00508881j -0.00437732-0.00393568j -0.022453+0.0014388j 0.00129883-0.00162845j -0.003154+0.000463944j -0.014475-0.00610595j -0.012613-0.00637033j -0.0128755-0.0143188j -0.00629329+0.00150133j 0.0028236-0.0112867j -0.00107628-0.00561177j -0.00225948+0.00691947j -0.00234208+0.00160397j -0.00344514+0.00629466j 0.00988201+0.00640536j 0.0084772-0.0175465j 0.0030721+0.00473077j 0.0148029-0.000651251j -0.00665106+0.000925439j -0.00367972+0.00548616j 
-0.0271009+0.00154645j -0.00883529-0.0442059j -0.0720483+0.00268514j -0.0381709+0.0490982j -0.0201214-0.0528532j 0.0866026-0.0396872j -0.102424+0.0110064j -0.02882-0.0579885j 0.0595339-0.00888646j -0.00985019+0.00630016j -0.0887049+0.0706874j -0.204927+0.0576924j -0.0850912+0.0426602j 0.0194153+0.0543201j 0.0493778+0.0486943j -0.0253807-0.0701619j -0.00829491-0.00239534j 0.00947937-0.0247007j -0.00912539-0.00739085j 0.0238235-0.024457j -0.0164381-0.0118618j -0.00117175+0.0174745j 0.0117497+0.0154623j 0.00359402-0.00543365j -0.00965511+0.00952418j 0.0151237-0.00745465j -0.00235103+0.00331195j 0.000745896-0.0264153j 0.0194801-0.00836158j 0.0294307-0.0302707j 0.00833091+0.00200352j 0.0156958-0.0154872j -0.00672153-0.029472j -0.00347461+0.0218115j 0.0170708+0.0162468j 0.0234544-0.00601306j -0.00148987-0.000282382j -0.0192385+0.00314007j -0.0248399-0.00448921j 0.00645346+0.0139312j 0.00551285+0.00428764j -0.00608246-0.00796823j 0.00535928+0.00843937j 0.0146672+0.0116979j 0.00811791+0.00235073j -0.000935354+0.00637882j -0.00316079-0.00086417j -0.00659425-0.0004413j 0.013185+0.00773111j 0.00178361-0.000331836j -0.00791916+0.00747878j -0.0136423+0.0080585j -5.64189e-05+0.00422804j -0.00835137-0.00127058j -0.00245093+0.00691918j 0.00148478-0.00771305j 0.00445703+0.00946623j -0.00799154+0.00309984j 0.00201045-0.00674356j 0.00255971-0.000116363j 0.000229551+0.00249996j -0.0074652-0.00622223j 0.00693938-0.00126052j 0.0097318+0.00721246j 0.000520225+0.00421696j 0.00266704+0.007902j 0.00265102+0.0140663j 0.00409704+0.0047869j -0.0186191+5.43994e-05j -0.000254556+0.00062439j 0.00722364+0.0134756j 0.000987762-0.0120301j 0.00442562-0.00726926j 0.00236596-0.00296004j 0.00119954+0.0180748j -0.0201139-0.00705894j -0.00967659+0.00252057j -6.93454e-05+0.00260574j 0.0115433+0.00221712j 0.00999004+0.00416778j -0.000622729+0.00904962j 0.00409857+0.0113162j 0.0125884-0.0104185j 0.00253279+0.0095465j 0.0168532-0.00293804j 0.00269059+0.00047808j 0.0234875-0.00637932j -0.00264832+0.00514654j 0.00399881-0.00600411j 0.00101115+0.00135579j -0.00826559+0.00439896j 0.00780246-0.0094618j -0.00556386-0.00381808j -0.00136293+0.00109739j 0.0125591-0.00207541j 0.00213464+0.00843476j -0.00636062-0.00368468j 
-0.0167853+0.00816437j -0.0143323-0.0164214j -0.111042-0.02163j -0.0627049+0.0240953j 0.0456124-0.0881443j -0.0124754-0.115738j -0.0295824-0.00248244j 0.0271687+0.0741632j -0.10153-0.0229362j -0.00299313-0.177782j -0.0883798-0.0542982j -0.0281062-0.0286361j 0.0252516-0.102019j -0.0861054+0.166871j 0.00370444+0.0665359j -0.0559338-0.0221523j -0.0179146+0.0769836j -0.00142644-0.0102795j -0.0374104-0.00966923j -0.0289058-0.0282052j -0.0106721+0.00880643j -0.0064037+0.00524435j 0.00785259-0.0437686j 0.0205403+0.000414006j 0.0193835-0.0233084j -0.00109069+0.0202738j 0.0118416-0.0108327j -0.0225182-0.0117828j -0.0227241-0.00131473j -0.0150465+0.00398j 0.0109171-0.0102074j -0.000507286-0.00767535j -0.0121866+0.018812j 0.0202045-0.00311465j 0.0206706+0.00510646j -0.0257345-0.000605329j 0.00378076-0.000460073j 9.44203e-05+0.01508j 0.0012507-0.00629198j 0.00231927-0.00274964j 0.00848453-0.000544272j -0.00373916+0.00765583j 0.00995925-0.0105011j 0.0265984+0.00251045j 0.0105579-0.0052515j 0.00854125-0.00218685j -0.00179458+0.00401621j -0.00875443-0.00248062j 0.0061986-0.00235632j -0.00572776+0.00155246j 0.0053098+0.00113431j 0.00290315+0.00790223j -0.0023551-0.0082098j -0.00401963-0.00397479j 0.00277733+0.0185147j -0.00608524+0.00575935j 0.00796991+0.00977921j -0.00194419+0.0026798j -0.0112282+0.00532316j -0.00380101-0.00780399j 0.0037081+0.0107059j -0.0108213-0.00843276j 0.00589376-0.00412963j 0.0239686+0.0130227j -0.000352912+0.000434392j 0.0106048-0.00204848j 0.011831+0.00465973j 0.0216761-0.00273486j -0.00763568-0.000889567j -0.00765468+0.0107284j 0.00593414+0.00881422j -0.0027228+0.0161074j 0.00607366+0.0145745j -0.00688687-0.000662653j 0.0153607-0.00392683j 0.00138764-0.00844749j -0.000378203+0.00698188j -0.00740594+0.00458567j -0.00519574+0.00196985j 0.00445748-0.00285189j 0.00227754+0.00115272j 0.00628266+0.0117793j -0.00492445+0.00206288j -0.00351638-0.00564298j -0.012511-0.0104728j 0.0005238-0.00467627j -0.021729-0.014984j 0.00669454+0.00163532j 0.00126718+0.00554039j -0.00294917-0.00517944j 0.00770567-0.00281149j -0.0126034-0.00349724j 0.00684053+0.0152077j 0.00987379+0.00272596j -0.00176519+0.00541146j 0.00375113+0.00259731j -0.00565631+0.000346938j 
0.0306114-0.0463325j 0.0234059+0.0197698j 0.0601756-0.0286544j 0.0340768-0.0845251j -0.0838753+0.0285641j -0.106534+0.103855j -0.010998-0.0469144j 0.142939+0.0146647j 0.0998422+0.00263235j -0.0109806-0.0337382j 0.095673-0.0582906j -0.0111339-0.0705512j -0.0829601+0.0423757j 0.107135-0.194748j -0.0688736-0.0590874j 0.174329-0.0111148j 0.0258076-0.091489j 0.0517735+0.0133072j 0.00541074-0.0143921j -0.000392673+0.00433595j 0.00399179-0.0155013j -0.0105367-0.0167974j -0.0102358+0.00831145j -0.00710046-0.0117791j 0.000420364-0.0145425j 0.0163433+0.00564297j -0.0027186-0.0134076j -0.0168075-0.00731122j -0.0179904+0.00592675j 0.0237949-0.0153332j -0.0107564-0.0231424j 0.0074228+0.00637026j -0.0164064+0.0198635j -0.0227975+0.026138j -0.0153199-0.0201361j -0.0189359+0.00696454j -0.015661+0.0118481j 0.00562319-0.00715125j -0.0285779+0.0133996j -0.0103934-0.00199674j -0.00112225+0.0124777j 0.0118223+0.00109324j 0.00104569-0.000575552j 0.0149376-0.000409818j 0.00480961-0.00441278j 0.0137079+0.00306892j -0.00634016-0.00315631j -0.00966312-0.000840541j -0.00356803-0.00865174j -0.00622359+0.00157258j -0.00138764+0.00375573j -0.0138351-0.00355137j -0.00356133+0.00638096j 0.0044202-0.00158182j 0.0150091-0.0106683j -0.0111233+0.00800861j -0.0024148-0.00539573j 0.0108427-0.00306521j -0.00591678+0.00991327j -0.000860856-0.00136073j -0.00461384-0.00552055j -0.00296384-0.00905594j 4.78172e-05-0.00631591j 0.0069577+0.0154915j -0.00382428+0.0107451j 0.00624765+0.000382362j 0.0170382+0.00162824j 0.00772389-0.00382501j 0.00251373+0.00574932j -0.000711221+0.00950211j 0.0117+0.0077555j -0.0109942+0.0093405j -0.00159442+0.00621939j 0.00813468-0.00738663j 0.000198341+0.00767227j -0.00309843+0.000429662j 0.0121139+0.00528928j -0.00124056-0.00751621j 0.0031914+0.00136828j -0.00315027+0.0127551j 0.00402798-0.0128485j -0.0101891-0.0139012j 0.00338129-0.000474894j -0.0126866+0.0110876j -0.00598863+0.00815079j -0.000615565+0.00743523j 0.00291214+0.00315929j 0.00605887+0.00365336j -0.00222485-0.00200077j 0.00147767+0.00241166j 0.0011885+0.000671007j 0.0233783+0.0234938j -0.00491932+0.00899281j -0.00770174-0.00261034j 0.00729532-0.00234191j -0.0179224-0.013539j 0.0111583-0.00737656j 
-0.031185+0.0132168j -0.0633793-0.0135603j -0.0292359+0.0201322j -0.0666079+0.0206098j 0.073692+0.0682158j 0.0851576-0.0201941j 0.0558885+0.132218j 0.151602-0.0871478j -0.0286017+0.0477694j -0.116416-0.0711585j 0.0954485+0.0700715j -0.0263937-0.0123051j 0.067384-0.0516161j -0.00755117+0.0457784j -0.152901-0.0736043j -0.0322888-0.0150916j -0.025667+0.00543754j 0.0196856-0.0226309j 0.0139447+0.0233795j 0.0606676+0.0196872j 0.00599123+0.0102942j -0.00272878+0.0292719j -0.0371229+0.00551625j -0.02231+0.0105866j 0.0118836+0.00625184j -0.0141586+0.00300048j -0.0274572-0.00190752j 0.0166659+0.000387321j 0.00239668-0.00469755j 0.0185183+0.00289934j -0.00483739+0.0185942j -0.00816312+0.0148669j 0.0180435-0.0272968j -0.00286559+0.0140411j 0.00633935-0.0150522j -0.0169202+0.01591j 0.00653369-0.000536598j 0.0122854+0.00285071j 0.012797-0.0166206j 0.00411298+0.00428783j 0.00906635-0.0131223j 0.00358489-0.00114093j -0.00265712-0.00919869j -0.000237182-0.00916198j 0.00494969+0.00568343j 0.0130887-0.00167577j -0.00198031+0.00620732j -0.00307988-0.00114078j -0.00226656+0.0110646j -0.00120839+0.000902084j -0.00366904+0.00572551j 0.0113179+0.00629693j -0.00954929+0.00151117j 0.00535072-0.0132782j 0.00740974+0.00660523j -0.00010853+0.0151104j -0.0085706+0.00726778j -0.00148942-0.0135208j 0.0135901+0.0105142j -0.00772625+0.000115993j 0.00180229-0.000550145j 0.0088489+0.0120919j -0.0143887-0.00421351j -0.0037029+0.00334325j 0.0160644-0.00513551j -0.00496742+0.00215901j 0.00149539-0.000622351j -0.00141753+0.00575j 0.00472609-0.000995616j 0.0172813+0.00896031j 0.00261259+0.00468458j 0.0106139+0.0100966j -0.00842101-0.0026178j 0.000324915+0.00137341j 0.00622966-0.0112216j -0.000256933-0.00309928j 0.00220018+0.0016478j 0.000136372-0.00324533j -0.000688626+0.00934748j 0.012789+0.00624256j -0.0111961-0.00401613j -0.0129314+0.00289425j 0.00641813+0.0179292j 0.00219235-0.00333043j 0.0109088+0.000402957j 0.013397+0.000294353j 0.00393006-0.00625088j 0.00297316+0.00687859j 0.00187711+0.00340849j 0.00220143-0.00225951j -0.0035673+0.00203312j -0.010745+0.00839009j -0.000778389+0.0145627j -0.00878172+0.00308534j -0.0110718-0.00322088j 0.000498459+0.00485103j 0.00577775-0.00379833j 
