0.00410745-0.0248434j -0.0392839+0.00666748j -0.0107305-0.0334017j 0.0229373-0.0340519j -0.0114691+0.0177855j -0.00456265+0.00393364j -0.0158984-0.00346312j 0.00233536-0.00557181j 0.00418543-0.00896605j -0.00802034+0.00285042j -0.00366902+0.0123615j -0.0147142-0.0123671j 0.0205636+0.0024983j 0.0195603+0.0112595j -0.0275969+0.00260096j -0.030209+0.0161469j 0.0109336-0.00274249j -0.00309174+0.014164j 0.0044673+0.00154084j 0.0100122+0.00708369j 0.00537221+0.00811132j 0.00354407+0.00253204j -0.00260185-0.00384539j 0.000300515+0.00155603j 0.00255661-0.00354775j 0.00473356+0.00139589j 0.00601572+0.000114731j -0.00145918+0.00284532j -0.00245847-0.000633006j 0.00163793+0.00264532j -0.00309696-0.00351783j -0.00101875-0.000195558j -0.00332545+0.000713687j -0.0012103+0.0022957j -0.000791157+0.000233597j -0.0122656-0.00696344j 0.00370306-0.00875014j 0.00583978+0.00542213j 7.26898e-06+0.00191722j 0.0036223-0.00786638j 0.00150322+0.00609802j 0.000677609+0.0100478j 0.0033019+0.00427002j 0.00377841+0.00580475j 0.00436707+0.00377427j 0.002874+0.00979969j -0.00382932-0.00538689j -0.00229743-0.00780569j -0.000347154+0.00193897j -0.00333155-0.00325632j -0.000139233-0.000797476j 3.86561e-05+0.0054056j -2.2397e-05-0.00532872j 0.00302295-0.000620054j -0.00212103+0.00139055j -0.00178234-0.00178846j -0.00436318-0.00171089j 0.00453777+0.00134785j -0.000371248+0.0001358j 0.000487328-0.00115196j -0.000145068+0.00258853j -0.00197422-0.00240684j 0.00116623+0.0013829j -0.00805008+0.000358476j 0.00119216-0.00200471j -0.00233442-0.000896532j -0.00181145+0.00191661j -0.0009108+0.00256948j 0.000556391-0.000566675j 0.000111817+0.000140942j -0.0018278-0.000660542j -0.000450569-0.00256002j 0.00330402+0.000944582j 0.00203173+0.00117824j -0.00163139+0.00135672j 0.0014978+0.0011412j 0.00183548-0.00203583j 0.000480102-0.0012332j 0.000615378-0.00405928j -0.00180331-0.00117559j 0.000852029+0.00362913j -0.00835208-0.000928035j 0.000472446-0.00392915j -0.00167665-7.59284e-05j 0.00408804+0.000136523j 0.00185302+0.000229349j 0.00122449+0.00449489j 0.00728162-0.00789565j -0.00375101-0.0019713j 0.00118478+0.00578398j -0.000540897-0.00192528j 0.0081742-0.0186126j 0.0306809-0.0239851j -0.0112837+0.000561299j -0.00338951+0.0037345j -0.0084672-0.00885217j -0.00288388+0.0146627j 
-0.0844784+0.123358j 0.117627+0.0951024j 0.131404+0.117175j -0.192109+0.0947887j -0.0408427-0.152083j 0.10906+0.112259j 0.114079+0.0554378j 0.0331001+0.0331506j -0.0278258-0.100188j 0.00819309-0.0413337j 0.0774644-0.159882j -0.0630826-0.0905946j 0.00448234-0.208937j 0.0364927-0.0282526j 0.174786+0.0927866j 0.0538184+0.0760337j -0.116518+0.111573j 0.0869701-0.014195j 0.0235588+0.0481239j 0.0306089-0.0107193j 0.00210816-0.00162783j 0.0162181+0.0041975j 0.0161755-0.0178218j -0.00312115-0.00873979j 0.00867417-0.00926362j 0.0107237-0.016043j -0.0286689-0.00738754j -0.0182729+0.00610748j 0.0250349-0.00784767j 0.00371035+0.0230927j -0.00754833+0.00236237j -0.0400617+0.000358574j -0.00540882-0.00370438j 0.0259213+0.0119987j -0.02113-0.0131786j -0.0165993+0.00930137j -0.00611685-0.0338862j -0.030015+0.00272553j -0.0104729+0.011338j -0.0123971-0.0180118j 0.0182841-0.0140593j 0.0123711+0.00651919j 0.0117293-0.00630365j 0.00431937+0.00420836j 0.00236891+0.00572442j -0.00129352+0.000904364j 0.00569567+0.00655166j -0.00932645-0.00477125j -0.00471528+0.0020432j 0.00657888+0.0127216j -0.00445074-0.000621554j 0.00970746-0.0106168j -0.0101433+0.00295803j 0.0018444-0.00134448j 0.010025+0.0112216j 0.00139361-0.0054691j -0.000385213+0.0109699j 0.00194983-0.00116795j -0.0016132-0.00703089j 0.00147329-0.00556793j -0.00818907+0.0151489j 0.000331759+0.00774738j -0.00738918+0.00198987j 0.00291835+0.00613154j -0.00968218-0.0024239j 0.00492727+0.00918215j 0.00159238-0.00419608j -0.00332616-0.00789513j 0.00388837-0.00123417j -0.0255946+0.00501857j -0.00518774-0.00605312j -0.00182697+0.0017172j -0.0054244-0.0174282j -0.00640205+0.0110275j -0.00357503+0.000942917j 0.00329662+0.0155446j -0.00113763+0.010661j 0.00264906+0.00220366j -0.000725084-0.00757819j 0.00466668+0.0106525j 0.00509539+0.00799179j 0.00826391+0.00851111j -0.00204165+0.0150512j 0.0109617-0.00446644j 0.00843157-0.011827j 0.00340869-0.0120194j 0.00382229+0.00363206j -0.000254892-0.0126459j 0.0011743+0.002359j 0.00746009-0.00766861j -0.00510789-0.00446703j 0.00875585-0.0073875j -0.00834839-0.00261797j -0.00211804+0.00855607j 0.00922159+0.00950825j -0.00445547+0.00827938j 0.00300498+0.00276544j 
0.0246008-0.0153152j 0.00639751-0.00783282j -0.132657+0.0655275j 0.0884625-0.152399j -0.1646-0.00431609j -0.0108428-0.108045j 0.080993-0.000290197j -0.193213-0.0202608j 0.116417+0.0392831j -0.0293888+0.141102j -0.14324-0.0262921j -0.0532512-0.102536j 0.0301748+0.00108102j -0.0162139+0.00683922j -0.0521083-0.0351516j 0.0346972-0.0353773j 0.00613522+0.0261237j -0.0207034+0.0665487j -0.0431882-0.00775539j -0.00162847-0.00353263j -0.00953549-0.000786355j 0.0226828+0.0249735j 0.0415401+0.00617251j -0.00446147+0.0159599j -0.0309434+0.0235501j 0.0284625+0.016698j -0.00411447-0.00299974j 0.000737614+0.00836047j -0.0159658-0.0176178j 0.00182594-0.0365314j 0.00323867+0.0132948j -0.0139996+0.00388468j -0.00799376+0.0211214j 0.0141227-0.0211759j 0.00299349-0.000838961j 0.00381465-0.00694958j -0.00889881-0.00189185j 0.0101131+0.00967006j 0.00108451+0.000477359j 0.000589792+0.0110315j -0.000627013+0.00035879j -0.0143124+0.00470886j 0.016183+0.0172727j -0.00744072+0.0336422j 0.00681583+0.00920526j -0.0327129-0.00810779j -0.00199996-0.00724704j 0.0174781-0.0170083j 0.00843319-0.00332549j 0.00371802-0.00606212j -0.00481741-0.0106432j -0.00846751-0.0118483j 0.00327913-0.000686141j 0.00318738+0.00193861j -0.00173488-0.0168051j 0.0103005+0.0102224j 0.00736456-0.00791986j 0.000751624-0.0029778j -0.00575724+0.00229493j -0.00596607+0.00816319j 0.0110075+0.00137712j -0.0107285+0.00928882j -0.00154304+0.0123151j 0.0150527-0.00451436j -0.00722205+0.00964872j -0.00542717+0.0119114j -0.00338913-0.000280993j 0.00898681-0.00791578j 0.000696346-0.00116832j 0.00244324-0.00409685j -0.00102388+0.0176854j -0.00405358-0.000656356j -0.00438434+0.00194813j 0.00176537+0.000324503j 0.00357376-0.00390514j -0.0090081+0.00147914j -0.00384806+0.0114162j 0.00585548-0.00454333j 0.00141164-0.000311022j -0.0115611-0.0021991j -0.00459903+0.0111216j -0.0124313-0.00210899j -0.00526759+0.00721247j -0.0120557+7.73824e-05j -0.00261819-0.005638j 0.001049-0.00546199j -0.00235272-0.0047259j 0.00551491+0.00681353j -0.0110554+0.000778736j -0.00289407-0.00345785j 0.00631482-4.93267e-05j 0.00119974-0.00382397j 0.00168375-0.00499545j -0.000661453-0.000518026j -0.00553308-0.000137408j -0.000170108-0.00579357j -0.0080433+0.00210338j 
0.0273013-0.0400948j -0.00472021-0.0230842j 0.0873758-0.0100246j -0.148058+0.0515193j -0.0890927+0.090905j -0.0204508+0.085016j 0.0895141-0.0228449j 0.0303731-0.141903j 0.168167-0.035535j 0.0459803+0.128159j 0.00533013-0.0179659j -0.143275+0.0894532j -0.0601222+0.0145672j 0.00778833+0.145039j 0.00318582+0.0390356j -0.0220099-0.0295843j 0.0471425-0.00956666j 0.0908259-0.0320248j 0.0186597+0.0576666j 0.0180544+0.0309604j -0.0144437-0.0321673j 0.0199342-0.0230088j -0.00485218-0.0150339j -0.0379712-0.00601901j -6.57118e-05+0.00400449j 0.00392188-0.00633366j 0.0477371-0.0108168j -0.020156-0.0146256j 0.0048232-0.0249247j 0.0250557+0.0119541j 0.0155423-0.018159j -0.0128109+0.0114186j 0.00516653+0.00103324j -0.0103688-0.0090362j -0.00190974-0.00663385j -0.0110605-0.00278838j 0.00770641+0.0116644j 0.014104-0.00843934j 0.00696805-0.0255161j 0.0151207+0.0114006j -0.0185281+0.0179746j 0.00620844+0.00950767j 0.0103365+0.00820749j -0.00418361-0.0191756j -0.0010281+0.00319207j -0.00158534+0.00610339j -0.00853569+0.00234217j -0.00660728-0.00044928j 0.0025775-0.00992102j 0.00476338-0.00695379j -0.00873205+0.000832076j -0.0155439+0.0195635j 0.00328038-0.00620055j -0.0075629-0.0041075j 3.00108e-05-0.01421j 0.0154424+0.00501743j 0.000950171+0.00567567j -0.0100402-0.00905701j -0.00489873+0.010589j -0.00195648+0.011194j 0.00111992+0.00502507j 0.0051351-0.00246113j 0.00458429+0.00504898j 0.00808085+0.00397321j 0.0013112+0.00631022j 0.00234021+0.0136109j -0.00158428+0.00438861j 0.00979684+0.00827562j -0.00156919+0.00034418j 0.000833662-0.0177576j 0.0101593+0.00681746j -0.0127125-0.00888687j 0.0158335-0.00199437j -0.00378358-0.00399592j 0.0150789-0.00523084j -0.00362509-0.000635429j 0.00786169-0.00756008j -0.0038945-0.00675328j 0.0023369-0.0126995j -0.0084357+0.00390274j 0.0175216-0.00358995j 0.00271866-0.00605306j -0.00770208-0.00263008j 0.00556579+0.00152568j 0.00582784+0.002793j -0.000961164+0.00394629j -0.00171327+0.0147369j 0.00352743+0.00469997j 0.00627881-0.00767912j 0.00122206+0.00351142j 0.0014764-0.00583358j 0.00935824-0.0139294j -0.00277853-0.00405845j 0.000857239-0.00641155j 0.00111394-0.000477781j -0.00878343+0.00741664j 0.00118866+0.00785558j 
0.0762812-0.0348818j 0.0964848-0.0528591j -0.00830577-0.0353257j 0.137998+0.106235j 0.015146-0.0107398j 0.0964914-0.0872682j 0.0156539-0.145058j 0.0835376+0.0738811j -0.104636+0.0653442j -0.0553873-0.02873j -0.103607+0.0224469j 0.0138766-0.0352402j -0.0502112-0.172443j 0.00850623+0.06532j -0.0393481+0.0515794j 0.170518+0.0394362j 0.101627-0.0404373j -0.0159012-0.022054j 0.0398595-0.0154512j 0.0202148-0.0125882j 0.0105838-0.0072767j -0.0396176-0.039032j 0.00317405+0.00655604j 0.00136914+0.000396613j 0.00770972-0.011785j -9.91677e-05-0.00230754j -0.0227192-0.00249735j -0.0132311-0.0012003j -0.00246537+0.00289966j -0.00713768+0.0128414j 0.0218688+0.00952151j 0.000971368+0.0028859j 0.000309799+0.000662259j 0.0011082-0.00618551j -0.00798471+0.00768337j -0.00324493-0.0161372j -0.027046-0.00522587j 0.00186794+0.00254853j 0.0266766+0.00389464j -0.0292799+0.00318248j -0.00586988-0.00442753j 0.000890453-0.00275625j 0.00550863+0.0119509j -0.0125963-0.000448498j -0.00016427+0.000354196j 0.00272787-0.0179265j 0.0106012-0.00675502j 0.00646268+0.0142932j 0.0155296+0.0110348j -0.00177283-0.00414664j 0.0148253-0.00281205j 0.0198411-0.00226565j 0.00233712-0.00280531j 0.00403552-0.00523355j 0.00449291-0.000624527j -0.00518277-0.00471183j 0.00578115-0.00191641j 0.00604982-0.0061589j 0.000789505-0.000803628j 0.0140914-0.00183167j 0.000968226-0.0084899j 0.00650052+0.00151708j -0.00286242-0.00476026j -0.0222449+0.00355641j -0.0161769+0.00197036j -0.00961473+0.00728086j 0.00279429+0.00709134j -0.00407468-0.00833221j 0.00685976+0.00687638j -0.00807492-0.0123559j 0.00213814-0.00448176j -0.0119027+0.00552853j 0.00480418+0.00178173j 0.00168334-0.00117432j 0.00369221-0.00698742j -0.000628309+0.000780055j -0.000705257+0.00882744j 0.0041343+0.00184549j -0.00173538+0.00712711j 0.00634734+4.17479e-05j 0.00156932+0.00630784j -0.00188257+0.00554774j -0.00081134+0.00641943j 0.00241886+0.00534009j -0.00302655+0.00170386j 1.50822e-05+0.00183788j -0.00897542+2.31233e-05j 0.00368373+0.000543576j -0.00370896-0.00158444j -0.00177373-0.00473464j 0.00432001+0.000302589j 0.0104227+0.00559368j -0.00342886-0.00213362j 0.00565832-0.00506254j -0.00565157+0.0051923j -0.00346382-0.0104232j 0.0074798-0.00638335j 
0.10588+0.0560247j 0.00958253-0.0985738j 0.00726911-0.116214j 0.0905104+0.0477567j -0.00425913+0.0954945j 0.0537046-0.201081j -0.0542763-0.0669059j 0.0621745-0.0321871j 0.163583+0.0453923j -0.0256093+0.158877j 0.123221-0.0600465j 0.00501838+0.0541295j -0.129926+0.0608446j -0.122965-0.0325286j 0.146407-0.0854984j 0.0219866-0.0821517j 0.073024+0.0956718j -0.0156879-0.0369555j 0.0171761-0.0384377j 0.0340266-0.042423j -0.026518+0.028851j -0.018113-0.0473544j 0.00104382+0.0131764j 0.0170752-0.0119811j -0.0105777+0.0283238j 0.00235665+0.0157879j -0.0146594+0.0197422j -0.0217669+0.0103785j 0.00970023+0.0224329j 0.00490291+0.0278543j -0.00436705+0.026013j -0.00829108+0.00242721j -0.00173683+0.0126547j -0.000182438-0.00550964j -0.0137021+0.0108555j 0.00612653+0.0107511j -0.0157617+0.00887484j 0.00903259+0.027674j 0.000932934-0.00836624j -0.0196948+0.0100237j -0.018097-0.0205877j 0.00705444-0.0081998j -0.00714231-0.0064408j -0.0164034-0.000316258j 0.012848+0.00351082j -0.00167138+0.00418716j -0.000264381-0.00785576j -0.00432486+0.0133939j -0.0140259+0.0097997j 0.00959833+0.00589386j 0.0112427+0.00655982j -0.0105432+0.00199044j 0.00756846+0.0116247j -0.0153884-0.0147849j 0.012915-0.00382266j -0.00954011+0.0185342j 0.0080786+0.00636505j -0.00656473-0.00844128j 0.0042206+0.00765308j 0.0149818+0.00354657j -0.00275589+0.00272156j -0.00394024-0.00425804j -0.000358917-0.00993003j 0.00483543-0.00277909j -0.0232217-0.0107181j -0.0144385+0.000921194j 0.0069116+0.00109952j 0.00527841-0.00528654j 0.0127078+0.000311838j -0.0056365-0.0217585j -0.00711404-0.0149505j -0.0112286+0.00208531j -0.0126691-0.0110085j -0.00931-0.00668508j 0.0121051+0.00395867j 0.000837702+0.0124672j -0.00128534+0.00443053j 0.00185071-0.00101878j -0.00131716-0.00183787j 0.0106238+0.000916489j -0.00737969-0.00163096j -0.00287437+0.00254691j 0.00394682+0.00317688j 0.000910456+0.00039304j 0.00176166-0.00204102j 0.00473629-0.00619917j 0.00317579+0.00106438j -0.00410313-0.00351855j 0.00606441+0.00411072j 0.00138416+0.00052348j -0.000210597+0.00208872j -0.000504707-0.00686575j -0.00174369+0.0038348j 0.00644289+0.00252864j 0.00963976+0.000305186j -0.000731178+0.00993163j -0.000497416-0.00174211j 
0.0122215+0.0565942j -0.0504047-0.0549556j 0.0551922+0.0364905j 0.158602-0.167445j -0.0816227+0.0313994j 0.0277548-0.0486835j -0.0190518-0.109614j 0.0947277+0.00646278j -0.0468108-0.152942j -0.0791774+0.0113031j 0.00808849-0.0446019j -0.169307-0.0627948j -0.0432151-0.0858146j 0.0465357-0.0202531j -0.0869337-0.11146j -0.0208426-0.0959379j -0.0226346+0.12789j -0.0624674+0.0361029j 0.0499269+0.0172649j -0.000855497-0.0124029j 0.00729354-3.87582e-05j -0.0321227-0.034971j -0.00417934-0.0265713j -0.00644137-0.00469234j -0.00785039-0.00652629j 0.0209893-0.0038432j -0.0184034-0.00696873j -0.0109551-0.00448366j 0.00484225+0.00700698j 0.0103718-0.00451977j -0.00828157+0.00418177j -0.0118118-0.00175846j 0.0110685-0.00272228j -0.00273123-0.0166301j 0.0133024-0.0120654j -0.000734807+0.0200311j -0.00588227-0.00424313j 0.00903787+0.0223758j -0.00993421-0.00176511j 0.0204808+0.013895j 0.000478012-0.00887049j -0.00642892+0.0157343j 0.00110223-0.000906206j 0.000756985+0.0174264j -0.000268108+0.0180549j -0.0126358+0.00797019j -0.00106277-0.00432081j 0.0227694-0.00459938j 0.00742561-0.0173643j -0.000511116+0.00964618j 0.00298211-0.00750075j 0.0137709-0.0110453j 0.0093801+0.00857988j 0.000714281+0.00200474j 0.0090981+0.00610911j 0.0114578+0.00597504j 0.00442809-0.00244607j -0.00740747+0.00699834j -0.00439286+0.00824395j 0.00807812+0.00946532j 0.000770064+6.18319e-05j 0.00704338-0.00342881j 0.00490889+0.00198788j -0.000597108-0.00620448j -0.0138693+0.0011871j -0.00638693+0.00564501j -0.000550475+0.00316244j 0.00273462-0.00440154j -0.00200843+0.00477391j -0.00767068-0.00274261j 0.00301301+0.00707318j -0.00391119+0.00321542j 0.00300598-0.0171526j -0.0047703-0.00430474j 0.00148183+0.0076033j -0.0128139+0.00564134j -0.0118161+0.00961367j 0.00119332+0.00153828j 0.00400189-0.00408186j 0.00363226+0.00622511j 0.000314941+0.00489762j 0.00668857-0.00143154j 0.00395669+0.00247635j 0.00557311+0.00236124j 0.00841767-0.00195897j 0.000740836-0.000323746j 0.0133121-0.0125082j 0.00190578+0.00703891j -0.00538031+0.00473536j -0.000160978-0.00218899j -0.00772933+0.00558913j -0.00844682-0.00363285j -0.00103444-0.0128248j -0.0129347+0.00942984j -0.00570726-0.00659292j 0.00840586+0.0011697j -0.00380001+0.00891077j 
0.000319349-0.0499247j 0.0843782-0.0645573j 0.130131+0.0217434j 0.0474767+0.0119951j 0.118082+0.135799j 0.0411731+0.0708823j -0.12057+0.00290371j 0.0975799+0.0654328j -0.0293018+0.0175021j -0.0120563+0.102552j -0.0374311-0.0568267j -0.0128573+0.120899j 0.00387964-0.0978623j -0.0953803+0.062484j 0.0351318-0.00866639j 0.0695008-0.023095j 0.0291555-0.0463803j -0.0189677-0.0385087j 0.0467018+0.0156187j 0.00187832+0.00574515j -0.0420251+0.0296145j -0.00190124-0.00884029j -0.0218483-0.0299464j -0.00187429-0.0164657j -0.0163762-0.000638146j 0.0353352-0.0116082j 0.00556688-0.00460935j 0.0027613-0.0220155j 0.0224923-0.00320967j 0.0240164-0.00174257j 0.0114266+0.0140101j -0.0118493-0.0137937j -0.00999627-0.0106288j 0.000315564+0.00900171j -0.000410765+0.00393391j 0.0126666+0.00272841j -0.0157254+0.0169643j -0.0113787-0.0103444j -0.000195925+0.00683183j -0.0045819+0.0156205j -0.00314342+0.00274789j 0.00451555-0.00441417j -0.00516813-0.0121748j 0.012576-0.0015412j 0.0047631-0.00625542j -0.00548066+0.0139341j 0.00533203-0.00525285j -0.00815509+0.00387955j -0.00490997+0.0019648j -0.0190853-0.00909013j 0.0108125+0.00194828j 0.0113918+0.00397255j -0.00157349+0.00184693j -0.000232496-0.005467j -0.0171357-0.0113111j -0.0114079+0.0128665j -0.00802624-0.00270666j -0.0136496-0.00724706j -0.00801659+0.00289455j 0.00272525+0.00021888j -0.00355254+0.0011172j 0.00890151-0.00124683j 0.00115124-0.0068909j 0.012762-0.0122537j -0.000955193+0.00340512j 0.00449325-0.00647479j 0.00119695+0.00129732j 0.00552951-0.00839875j 0.00731855+0.00791578j -0.00979732-0.00997024j 0.00506454-0.0125032j -0.00630829-0.00854533j 0.00696547-0.00930624j -0.00359389+0.00336627j -0.000604764-0.00585856j -0.000512486+0.00864459j 0.00445525-0.00383983j -0.000609453+0.00303109j -0.000900813-0.00768894j 0.000628434+0.00506185j 0.00101305-0.00545968j 0.00520791-1.49945e-05j 0.0026901+0.00902221j -0.0010587-0.00281051j -0.00588411-0.005999j -0.00861032-0.00270136j -0.00268483-0.00159337j 0.0053888+0.00225459j 0.00315354-0.00508019j -4.03978e-05-0.00359715j -0.00448091-0.000954464j -0.00582965-0.00348229j -0.00335865+0.00704381j 0.00577931-0.00171514j 0.00319971-0.00375258j 0.00149488+0.00179444j 0.00306849-0.00485623j 
-0.0959727-0.018399j 0.067379-0.0249132j 0.0445226+0.155393j 0.0488426-0.1499j 0.0162284-0.0490176j 0.0531694+0.0890793j -0.139709+0.0509493j -0.0362654+0.0197077j -0.0574908+0.000128862j -0.0427287+0.0910954j -0.0346835-0.070691j -0.0787101+0.103331j 0.10146-0.00632446j -0.0421845+0.0510153j 0.0825738-0.00183869j 0.0090993-0.0614262j -0.0715607+0.00311238j -0.0227908+0.0357441j 0.00347858+0.0145923j 0.0217009+0.0162788j 0.0136138-0.00702694j 0.00234352-0.00865401j 0.0155806-0.00129346j -0.0098324+0.0104413j 0.00494113+0.0202452j -0.00275145+0.00583068j -0.0021284+0.0056911j -0.00233416+0.000979745j -0.0107369-0.019835j -0.0207616-0.00541789j -0.00355058+0.0130054j 0.00609264+0.0296334j 0.0184531-0.00328342j -0.0146108-0.0109274j -0.0252786+0.00403033j -0.0105381+0.00844127j -0.00552497+0.00195939j -0.014536-0.0115452j -0.00696954-0.00362958j -0.00548569-0.0286305j 0.0479729-0.00690434j 0.00172003+0.0141448j 0.0115715-0.0108746j -0.0135072+0.0035588j -0.00818155+0.00225639j -0.0059351-0.00379923j -0.0115871+0.00696382j 0.00656131-0.0100895j -0.00262791+0.00326142j -0.00180979+0.0123405j -0.0025341-0.0100471j -0.0140794-0.0103675j 0.00712372-0.0158303j -0.0043195+0.00289386j 0.00308105+0.00617688j 0.00691136+0.0146303j -0.00773865+0.00394565j 0.002166+0.00272685j -0.00917056+0.00482207j -0.00714412+0.00881629j -0.0205755+0.00960144j 0.00574026-0.00891848j -0.00166288+0.0116782j 0.012333-0.00317207j -0.00964616-0.00405704j -0.0117569+0.00479197j -0.00416446-0.00730627j 0.0060661+0.00143699j -0.00344814-0.00241917j 0.000761066+0.00389277j -0.0179899+0.00803514j 0.00842959+0.00924006j 0.00424666+0.00972853j -0.00186857-0.00265691j 0.00595743+0.00136595j -0.00259644-0.0116478j -0.0119865+0.00537795j 0.00232632+0.00330676j 0.00189637+0.00708414j 0.00682649-0.0046285j -0.00298872+0.00370436j 0.000485571+0.00434423j -0.00616012-0.00896794j 0.00757514+0.00838353j 0.0104421+0.00324276j 0.0091085-0.000753236j -0.012097-0.00192054j -1.24156e-05+0.00589191j 0.00482586+0.00459826j 0.00832665+0.000978891j 0.000918013+0.00143771j 0.00373462-0.0101504j 0.00123654-0.000342074j -0.000983436+0.00428812j -0.000241614-0.00151537j -0.00164529+0.0104123j -0.00492255+0.0047264j 
0.00296609+0.021526j 0.0298414-0.0635747j 0.107122+0.0892846j -0.00849549-0.133018j -0.00502381-0.061322j -0.053351+0.194538j -0.0287629-0.0840102j 0.0722874-0.0832699j 0.118305+0.119569j 0.0835121-0.107314j -0.0251982+0.00333789j 0.072576+0.0625206j 0.0220831-0.0816335j -0.106894-0.00342279j 0.0734614-0.0597736j 0.0153346-0.0289692j -0.028999+0.0460982j -0.00217162+0.0683254j -0.00740603+0.0321363j -0.00786712+0.0074683j 0.00867748-0.0257139j 0.00295679-0.00880102j 0.0270722+0.00767435j -0.0301482-0.020692j -0.0110952-0.0022725j -0.00650372+0.0102074j 0.0164124-0.00200717j 0.0304571-0.00152935j -0.0201542-0.00971721j 0.00191057+0.00916942j -0.00799167+0.0123757j 0.00759641+0.0049259j -0.0144897+0.00448216j -0.00783466-0.00276188j 0.0126598+0.00377076j 0.0160977-0.00323547j -0.0106659+0.00775705j -0.00880674+0.0143493j -0.00330248+0.00449399j -0.0251941+0.0363442j -0.0281785-0.0365179j 0.00352385-0.00661217j -0.0180786+0.0068588j -0.00293145+0.00203361j -0.00621556+0.0035107j -0.0147686+0.00422452j -0.00263099+0.00599111j -0.00777121+0.00380163j 0.00946575+0.000203921j 0.00439222+0.00747313j -0.00685251+0.00249888j -0.00681516+0.0111435j -0.00302718-0.0060109j -0.00965958-0.00216571j 0.00267256-0.00929126j -0.0143866-0.011309j 0.0101856+0.000856967j 0.000477966-0.00719326j 0.0186272-0.00965614j 0.00243161-0.0115575j 0.000461083-0.0105919j -0.0141352+0.0162253j -0.00480294-0.00435589j 0.0066424+0.0155242j 0.0082192+0.00472336j 0.00599049+0.00551659j 0.010317+0.00585474j -0.00557609+0.0125801j 0.000369432-0.000388857j -0.00248153+0.000817023j 0.00396288+0.000842977j -0.0104836+0.00516539j -0.0155496+0.014084j 0.00134894-0.00788887j -0.00451367-0.00023556j 0.00637552+0.0019983j 0.00467623+0.00387783j -0.00273153-0.0050578j -0.00621202+0.00594795j 0.00186779-0.00599966j -0.00767885+0.00391491j -0.0075106+0.00455416j -0.0029213-0.0027075j -0.000917748+0.00667667j 0.00207251+0.00169056j 0.0037005-0.00445936j 0.00179774-0.0001034j 0.00684392+0.00631381j -0.000545943+0.00301727j 0.00230689-0.00030114j 0.00082719+0.00229153j -0.00594543-0.0011667j 0.00400263-0.00340201j 0.00344213+0.00132351j 0.003432-0.00179596j 0.00371743+0.00299753j -0.00506632-0.00175511j 
-0.099413-0.086773j -0.0271706-0.0278902j 0.0266851-0.0669112j -0.0128128-0.0323122j 0.144166-0.0271644j 0.125636+0.0146969j -0.0513799-0.0936965j -0.0850283+0.0424737j 0.0458707+0.0550931j -0.152231-0.165453j 0.0285969+0.114137j -0.0463035+0.0622854j 0.124873+0.153677j 0.0811834+0.0004792j -0.0825076+0.0450982j -0.0235864-0.0241105j -0.0344559-0.0644307j -0.00611188+0.0230202j 0.0597623-0.031623j 0.011567-0.0300604j 0.0238203+0.0122313j 0.0156688-0.00299711j 0.0122282-0.0139952j -0.0168538+0.00462902j 0.0237933-0.00101529j -0.0166029+0.000794531j 0.00174773+0.0183903j 0.0178394+0.0110114j 0.0110796+0.0172044j 0.00203499+0.0103568j 0.00473325+0.00853938j -0.00178726-0.00614513j 0.00996652-0.0116913j 0.0158645-0.000580769j 0.000797984-0.0145704j -0.021812-0.0102467j 0.0168404+0.0188704j -0.00245773-0.0127928j 0.0125929-0.00816898j 0.0274079+0.00960775j 0.00451912+0.0236483j -0.00915451+0.00223775j 0.00222029+0.0104006j -0.0125352+0.0173649j -0.0127466-0.00451118j 0.0176095-0.0107591j -0.000769218-0.012015j 0.00960318+0.0246903j 0.0315498+0.016116j -0.0169022-0.0113502j 0.00224134+0.00532248j 0.0144395+9.71003e-05j -0.0039728+0.0127371j 0.00381645-0.00707176j -0.00251545+0.00898638j 0.0129683+0.00073425j 0.00535967+0.00208659j 0.0105855-0.00338436j 0.00357333+0.00819771j 0.00548614-0.00716647j 0.016904+0.00723919j -0.0107354+0.00567994j 0.0130593-0.0149352j -0.0179678-0.017387j -0.00533259+0.00853507j 0.00275999-0.00807881j -0.00891957-0.00115342j -0.0039102-0.0157819j -0.00838531+0.0102922j 0.00117946+0.00123059j -0.00360483-0.00183625j -0.0080108-0.0145462j 0.0013896+0.00190709j 0.00792397+0.0097949j -0.00515219-0.000208956j 0.00453445+0.000775479j -0.00460231+0.00361709j -0.00288122-0.0039386j -0.00429676+0.000814202j 0.00271012+4.15119e-05j 0.00643291+0.00575396j -0.000622989+0.00429174j 0.00491045-0.00631656j 0.0039891-0.00447156j -0.00239238-0.00216633j -0.00431346+0.00388848j 0.00339522-0.00423525j 0.00745791-0.00701369j -0.0062371+0.00306467j 0.000702606+0.00682948j -0.0073693+0.00252484j 0.00389066+0.00178706j -0.00116163+0.00504509j -0.0101373-0.00258351j -0.0103229-0.000469418j 0.000682325-0.00300044j 0.00590324-0.00195997j 
