0.0187798+0.00959049j -0.0110071+0.00970149j -0.00438011+0.00898905j 0.00479213+0.00634065j -0.00583117-0.0090342j -0.00913091-0.0310869j -0.00103742-0.0351035j -0.00359631+0.0126767j 0.00184251-0.0230756j 0.00408566-0.0119114j 0.00573858+0.0123398j -0.019216+0.0113341j 0.0261022-0.0243786j -0.0300612+0.0366193j -0.0267532-0.00296276j -0.0148969-0.0326876j 0.0243358-0.0164147j 0.00792529-0.0173687j 0.00422595-0.00150382j -0.000342248+0.00407113j -0.0309302+0.0204975j -0.00252683-0.00273953j -0.0174546+0.00823061j 0.000487424+0.000136504j -0.00566281-0.000536895j 0.0312562-0.00813895j -0.00298208+0.00414738j 0.0116488+0.00208178j 0.0149091-0.00313788j -0.0156263-0.000547478j 0.0107276-0.00395858j -0.00630597-0.00318262j -0.00753239-0.00208715j 0.00235047-0.00885323j -0.0150072-0.0124343j 0.033144+0.00962653j 0.00130095-0.0147232j 0.00176441-0.001312j -0.00218277-0.016937j -0.0072907+0.00100538j 0.0074526-0.0132922j 0.00645578-0.00944179j -0.000187272-0.00504455j -0.00731029-0.00214368j 0.00022868-0.00941155j -0.00126134-0.00184373j 0.0103023+0.00494881j 0.00416154+0.00557954j 0.00890209-0.0051443j 0.000494068+0.00642974j -0.00665269-0.00779779j -0.0121613+0.00719887j 0.000740441+0.00417314j 0.00652041+0.000381178j -0.010863+0.00432359j 0.00363124-0.003932j 0.00826574+0.00612555j -0.00494745+0.00222501j 0.00453209-0.0112464j 0.000541983-0.011904j -0.0072203+0.00136699j -0.0143246-0.00478883j 0.00365508-0.00292357j -0.00592027+0.00181622j 0.00782041+0.00433779j 0.00989078-0.00197088j -0.00196976-0.00130991j 0.00471362-0.00677051j 0.00202391-0.00680921j -0.00291964-0.00181026j 0.00573397+0.00686788j -0.00533163+0.00207877j -0.00646026-0.00273027j 0.00513862+0.0054755j -0.00562442-0.000382483j -0.00412601-0.000337044j 0.00477692-0.00629521j -0.00114095-0.00262645j -0.00446741+0.00577507j -0.00367305+0.00203824j 0.00968569+0.00794209j -0.0030811-0.00979929j -0.0100202-0.000742508j 0.00020958-0.00880511j -0.00458299+0.000161295j -0.00177061+0.00478721j 0.00517085-0.00191665j 0.00227932+0.00634951j 3.28471e-05+0.00587534j 0.00384124+0.00662091j -0.00774203+0.00609999j -0.0115262+0.00721033j -0.0157299-0.00837385j -0.00183928+0.00345618j -0.00474723+0.00404956j -0.00308437-0.00501926j 0.0113225+0.000160104j 
-0.00203714+0.0101204j 0.0236081+0.0027919j -0.0595765+0.0334224j -0.0623399+0.0279406j 0.0566758+0.0145395j -0.108799-0.0254052j -0.0342971-0.049181j -0.0674664-0.000356532j 0.0869455+0.0104929j -0.0343921-0.035994j 0.0443292+0.0373831j -0.138984-0.0820999j -0.089535-0.157663j -0.000225319-0.037212j -0.0414657+0.0149452j 0.0399069+0.0147153j 0.0217322-0.0419588j 0.0230171-0.0233058j 0.0147681+0.0166258j -0.0327816+0.00671276j 0.0166775-0.00193555j 0.0150018-0.0202644j -0.00382521+0.0138073j -0.00398403+0.00935719j -0.0138556+0.03242j -0.0069079+0.00358868j 8.66758e-05-0.0108797j -0.00454569+0.031129j -0.0165363+0.0142975j -0.0077558-0.00222231j -0.0121344+0.00658053j 0.0064707+0.0253364j -0.0157042+0.0483225j 0.0089388-0.0122171j -0.0255872+0.0219537j 0.00872727+0.00334501j -0.00155076+0.017179j 0.00442919+0.00349966j 0.00597696+0.0063434j -0.00261798-0.00301602j -0.00221259-0.00432865j 0.000517963+0.000498409j 0.0029705-0.0175485j -0.00146255+0.000870483j 0.00709109-0.0132643j 0.00773787-0.00391553j 0.00197107-0.00349862j 0.00243903+0.00376693j -0.0052687+0.000730897j 0.000423922-0.00358526j -0.00539121-0.0015852j -0.00379944+4.32509e-05j -0.00376896-0.00793358j 0.00630013-0.00421307j -0.000854593+0.0020293j -0.007409+0.00269813j -0.010696+0.00152888j -0.00189048-0.0040807j 0.00489981-0.0055572j -0.00991225+0.00466777j 0.00488412-0.00817604j -0.00249075-0.00156084j 0.00301531-0.00107692j -0.00316574+0.00163803j 0.00266828-0.00283993j 0.00263239+0.00418192j -0.00431974+0.00194558j 0.00496073-0.00896265j 0.00184383-0.00784986j -0.00705594+0.0051325j -0.00954702-0.0109214j 0.00202058-0.00728665j -0.0198064-0.00316519j -0.000457857-0.00678757j -0.0116712+0.00940165j 0.00898278+0.00138728j -0.0128954+0.00167639j 0.00509918+0.00841648j 0.00537769-0.00983005j -0.00439969+0.0192697j -7.97286e-05+0.00975823j -0.00846424+0.00874285j -0.0154425+0.0182529j -0.000759752-0.0194108j -0.00821829-0.00166194j -0.000489538-0.013986j -0.00482867+0.0126016j -0.00587084-0.00155992j 0.0086055-0.0122647j -0.00769636-0.0179705j -0.00350164-0.0190506j -0.00365678+0.00194603j -0.00251235+0.00283373j -0.0022128+0.00702014j -0.00186272-0.0116818j -0.00125223-0.00591077j 0.00646342+0.00887272j 
0.0105494-0.00883322j 0.000962079-0.0186737j -0.0326077+0.0725267j -0.00257354+0.0259031j 0.0082859+0.00283299j -0.011563+0.0738666j 0.000525601-0.0209029j -0.0165661+0.10113j -0.000726599-0.0596847j 0.00940451+0.0139016j 0.0148692-0.0822073j -0.00133507+0.0412947j 0.0282332-0.0826284j 0.0021918+0.161072j -0.0170665+0.192826j -0.0138318+0.0138359j 0.0224599-0.147431j -0.00914526-0.00966991j 0.0023155-0.026138j 0.00309222+0.0153329j -0.00162833+0.0157589j -0.00374048+0.00827842j 0.0016666-0.0124238j 0.00160303-0.00385773j 0.00599175-0.018136j -0.00381277+0.00383932j -0.00497573+0.00689634j -0.000981961+0.000402639j -0.0004463+0.00170818j 0.00253944+0.00781676j -0.00464167+0.00951513j 0.00102573-0.000671591j 0.0109675-0.0347612j -0.00420194+0.00361946j -0.0116383-0.00419327j 0.0154379+0.0137322j 0.00291123+0.00833479j -0.00550787-0.00223452j -0.00411128+0.0294429j -0.00333612+0.0126269j -0.00643421+0.00959918j 0.00055034-0.00280648j -0.0135751+0.0172873j -0.00371961+0.00293458j -0.00100341+0.00880679j 0.00719976-0.00487171j -0.00627282+0.00718316j 0.000768281-0.0122178j -0.00144948+0.00527833j 0.000280982+0.00621066j -0.00200679+0.00415525j -0.00879215+0.00428752j -0.000694474+0.0126071j -0.00299797+0.000427693j 0.00215659-0.00770659j -0.00166471+0.000256584j 0.000105249+0.00147316j -0.0036895+0.00528187j 0.00492858-0.000160817j 0.0051396+0.00408074j -0.00387185+0.0112359j -0.00230552-0.0012206j -0.000266045-0.00421719j 0.00399156-0.00290167j 0.00268809+0.00418656j 7.86406e-05+0.00167552j 0.00140161+0.00279862j 0.00393788-0.0123427j 0.00453956-0.00415582j -0.00791356-0.00422422j 0.00119996-0.00421907j -0.0012709+0.000855231j 0.000745715-0.0004695j -0.00341062-0.0036401j -0.0108327-0.00315552j -0.0048979+0.00390272j -0.000387015+0.00474431j 0.00448612-0.0114436j -0.00839932+0.00660479j 0.00405661-0.00290145j 0.000107434-0.0091301j -0.00212823-0.000457343j -0.00887108+0.0147875j -0.0135645-0.00377655j -0.0146537+0.000361486j -0.00765974-0.00204195j -0.00263446-0.0200051j -0.033394-0.0138365j 0.00589319-0.00119621j -0.00539974-0.0228458j -0.015106+0.00397089j -0.012933-0.0221091j 0.00402321+0.0144349j -0.00418899+0.0343946j -0.00963099-0.00407863j -0.00719579-0.0286986j 0.00784052+0.00356489j 
0.0415543+0.039775j 0.0446685-0.0376135j -0.00662198+0.0649592j -0.0202212+0.0260321j -0.033616+0.0154542j 0.0525974+0.0877614j 0.0372103-0.0226187j 0.00567333+0.114403j 0.00229925-0.0503021j 0.0347819+0.067662j 0.073662-0.130008j -0.0495326-0.0527681j 0.0608022-0.0499686j 0.0454898-0.0605237j 0.0452889-0.0323007j 0.0311465-0.0970861j 0.0493752+0.0172045j 0.00455753-0.0345698j -0.00407711+0.0130629j 0.0156403-0.0076895j -0.015701-0.00248796j 0.000385322-0.0129163j -0.000755312+0.00729589j 0.00770471+0.000826636j 0.0154072-0.00202854j 0.017309-0.0105542j 0.000984662+0.000330831j 0.0141631-0.00865538j 0.0146884-0.0208293j -0.0166982+0.0129036j -0.00491697-0.00735705j -0.00513063+0.0173499j 0.0053377+0.0020805j -0.00852065-0.0443041j -0.0301905-0.0165071j 0.00679945+0.0140251j 0.0148957+0.0099512j -0.00556481-0.00300942j 0.016711+0.0123562j -0.0119157+0.0115124j -0.00931491-0.0153505j 0.0123672-0.00949515j -0.0071362-0.017271j -0.000531036+0.00722398j -0.00176537+0.00283397j 0.000470617+0.0132904j -0.00423995+0.00289405j 0.00887624-0.00828333j 0.0015317-0.00658992j -0.0056799-0.00348803j 0.000990786+0.00295815j -0.00542528-0.00546745j 0.00239339+0.00411425j -0.00316641-0.000610691j -0.00115101-0.000299609j -0.00240377-0.0083504j 0.00995958-0.00524875j -0.0102291-0.000200789j -0.000434861+0.004729j -0.000221428-0.00226328j -0.0046526+0.00599401j 0.00591431+0.00184413j -0.000584854-0.00203407j -0.00832904-0.00674178j -0.00218382+0.0102761j 0.00336337+0.0034938j 0.00459727+0.00488129j -0.00444122+0.00745331j 0.00232271+0.016276j -0.0154154-0.0062377j -0.0112247-0.00316439j -0.0093822+0.00359897j -0.00234228+0.00237025j -0.0106609+0.000870813j 0.00616139-0.00467271j 0.00744394-0.0083723j -0.00992328+0.00489619j -0.00628941+0.0105992j -0.0230016+0.0186133j -0.000182304+0.0123441j -0.00193889+0.00527512j -0.00321397-0.0181643j 0.00763792+0.00582008j 0.00552604+0.000263463j 0.0222472-0.00485295j 0.00205126-0.00300393j 0.011+0.00765052j -0.0152849+0.0167012j -0.0102126-0.00489457j 0.0145741-0.000439004j 0.0051422+0.00222263j -0.00416806+0.00512893j -0.0171744+0.00614067j -0.0074183-0.00625222j 0.00844905+0.0122894j -0.00298473+0.0190597j 0.0239109+0.00532651j 
-0.0370198-0.0245821j -0.00259227+0.0130732j -0.0807332+0.0438487j 0.0289581+0.0393806j -0.0388944-0.0324357j -0.105941+0.0253526j 0.00731748+0.0302678j -0.132848+0.0119472j 0.0183783+0.00265113j -0.0413402-0.0614015j 0.0659002-0.0788695j 0.0903254+0.0169595j 0.106963+0.0732278j 0.0164751+0.00496119j 0.0321792-0.0239672j 0.057111-0.011979j -0.0493308-0.0234333j -0.0207619+0.0214528j 0.00161286+0.00143665j -0.0134695+0.0194658j 0.00808505-0.0102703j -0.00561514+0.00017666j 0.00103031-0.00876257j -0.00199333+0.0130382j -0.00663196+0.0253738j -0.0101496+0.00895341j 0.00428413-0.001179j -0.00384779-0.000131512j -0.0129672+0.0131824j 0.000444544-0.0184445j -0.0145117-0.00254786j 0.00393555-0.0210823j 0.0277328-0.0113578j -0.0096745+0.0115844j -0.00816373-0.0293925j 0.0164735+0.00226522j 0.0178455+0.0141715j 0.0104855-0.0156611j 0.0220164+0.00873305j 0.000751287-0.014504j 0.00351699+0.000923517j -0.00599546+0.0163663j -0.0159055+0.0110909j -0.00292267-0.00966366j 0.00655375-0.0119897j -0.0027065+0.0033887j -0.00118913+0.0026107j 0.00995921+0.000408245j 0.00500975+0.00849291j -0.00396536-0.00502619j 0.00384962+0.00385676j 0.00263383-0.0030719j -0.00454075-0.000555212j -0.00818058+0.00202145j -0.00330492+0.00106213j 0.00336125+0.000477029j 0.00117529+0.010946j 0.00742474-0.002536j -0.000906771+0.00743123j -0.006359+0.00120813j 0.00356797-0.00434596j -0.00942416+0.00281078j 0.00861748-0.00350927j -0.00132903+1.57518e-05j 0.0112764+0.00316256j -0.00848587+0.00942669j -0.00648366-0.00393045j 0.00992706-0.0023769j 0.00641442+0.00165832j 0.00341754-0.00507272j 0.00419133-8.93355e-05j -0.00521091-0.00892905j -0.00497959-0.012823j -0.0123421+0.00778046j 0.00222353-0.0092572j -0.00786226+0.00650748j -0.0130173-0.0104352j 0.00325132-0.00513354j 0.0173993-0.00397574j 0.0267585+0.00375074j 0.00494366-0.0174416j -0.0286105-0.0142533j -0.00258366+0.00335669j 0.013632-0.00297883j 0.0275641-0.0180738j 0.0097306-0.00723679j 0.0148707+0.0065483j -0.013195+0.0101666j -0.00684978+0.0139255j -0.0116247+0.0193599j 0.0144521-0.0073032j -0.00403485+6.0061e-05j -0.00888864+0.00871265j -0.00620126+0.00184263j 0.00802832-0.00577782j 0.00210379-3.48037e-06j 0.0150609-0.00303976j 
-0.0248636+0.00809074j 0.0242872-0.000891374j -0.0535674+0.0932742j 0.0100586+0.0554112j -0.0866713-0.00446494j -0.0641883+0.0469294j 0.0391937-0.0139543j -0.0805244+0.0743165j 0.0611075-0.087021j -0.134376-0.000252452j -0.0145211-0.018509j -0.0731426+0.0809128j 0.0533363+0.0339688j -0.00553167-0.0272531j -0.0343948+0.0323514j 0.0605407-0.025982j -0.048214+0.00740476j 0.00207382-0.0130051j -0.00514753+0.0156963j -0.0164956+0.0207191j 0.00982962-0.0286495j -0.00491254-0.00472122j 0.00315196+0.0127284j -0.00406679+0.00307822j -0.00919247+0.0271204j 0.0117765+0.0264756j 0.0200831+0.00246261j -0.00573289+0.00845938j 0.00556219+0.0264061j 0.00374934+0.00799624j 0.0279438+0.0313522j 0.0215035-0.000361392j 0.00801146-0.0238354j -0.036725-0.0236588j 0.017202-0.00790204j -0.00208184-0.0295177j -0.0047931-0.00710304j 0.010103-0.00647996j -0.0111809-0.0156451j -0.000830982+0.000740984j 0.0153876-0.00471503j -0.00164941+0.00158994j -0.000917421+0.00794416j -0.000204612+0.00973022j -0.0052836-0.0113601j -0.000127098+0.00530378j 0.0121927+0.0111872j 0.00755951-0.0141466j -0.000691717-0.000890767j -0.0101448+0.00220345j 0.0122301+0.00139111j 0.00200898+0.00437416j -0.00130764-0.000497646j 0.00230303+0.0106317j 0.00559466+0.00367807j 0.00340366-0.00338589j 0.0106559-0.00180722j -0.00237816+0.00807041j -0.00382453-0.00546598j -0.00508675-0.00937756j 0.00140265-0.00465738j 0.00223656+0.0171028j 0.00426796+0.00484769j -0.0027073-0.00227759j 0.00312954-0.0138477j 0.0117488+0.00361513j 0.00746008+0.00390564j -0.00378781-0.00344582j -0.00564841-0.000431973j 0.00101939+0.0132036j 0.00562694+0.00594824j -0.00416008+0.00259122j 0.0104017+0.0216472j -0.00249664+0.014254j 0.0020038+0.0305712j -0.00331704-0.00471769j 0.00306284-0.0217684j -0.0212332-0.00663726j -0.00577876-0.00789698j -0.00510232-0.00809313j -0.00275219+0.00521516j 0.00373935+0.0156185j -0.00292901-0.00838239j -0.0126007+0.00135568j -0.000198542+0.0170824j 0.01528+0.0147264j 0.00484954-0.0149673j 0.00243484+0.00375439j -0.01308+0.00323407j 0.0200992+0.00240332j -0.0133153+0.00191037j -0.0069989-0.00487732j 0.000910179-0.00950288j 0.00645214+0.00106032j 0.000502466+0.0126419j -0.0140096+0.00570783j -0.00486752-0.00174188j 
-0.00535707-0.00274098j 0.0127873-0.000706461j -0.0414288-0.085067j -0.0334153-0.0274979j -0.016208+0.0572042j -0.0322555-0.134109j 0.0733627-0.103526j -0.0800526-0.0567796j -0.0166546-0.0325911j 0.0155016-0.00615652j 0.0905265+0.0956697j 0.00922685+0.105519j 0.190433-0.0850467j 0.187039-0.0835111j 0.00969296-0.024211j -0.0483227+0.0167705j -0.00493644+0.0287354j -0.012777-0.0168459j -0.00104902+0.0290624j 0.00495299-0.0284917j 0.00640776-0.00976608j -0.00740448-0.00679665j 0.0012444+0.016148j 0.0021104-0.00411104j -0.00279679-0.014344j 0.00199593+0.0217995j 0.00783301+0.0221904j 0.010295+0.000244947j 0.00180271+0.0134449j -0.0106923-0.00105409j 0.00560629+0.0187782j 0.00696639-0.00628701j -0.0019118-0.0203372j -0.0078648+0.0236388j -0.0317526+0.00180915j 0.0182831+8.10268e-05j 0.021586+0.00396118j 0.000327338-0.0140814j 0.0182187-0.0132116j -0.00148923-0.00840472j -0.0061038+0.00220024j 0.0101697+0.0199j -0.0141169+0.00294434j 0.00124245+0.000405368j 0.0112494+0.00684849j -0.00036627-0.00307805j -0.00127053+0.00138296j 0.00272685+0.0104271j 0.00417555-0.00878846j -0.00260427+0.00659936j -0.00700127-0.00845325j -0.00188936-0.00468385j 0.00114121-0.0088919j 0.000196989-0.0061808j -0.00490951+0.00411201j -0.00121483+0.00124233j -0.00340066-0.00463568j -0.0103623+0.00505559j 0.00206106+0.00994317j -0.00526659-0.000531032j -0.00103158+0.00226074j -0.00489663+0.00299065j 0.00662813+0.00087065j -0.00067204-0.00366569j -0.0029722-0.00296837j -0.00768749-0.00301741j -0.00123687-0.0148047j -0.00309427-0.000128685j -0.0081049-0.0029038j -0.00381471+0.00660063j -0.0164529-0.0130364j -0.00388346+0.00524973j -0.01976-0.0229849j -0.0119563+0.00776943j -0.00583877+0.00738784j 0.00218214+0.00575128j -1.00307e-05+0.00404809j 0.0205404+0.00917954j -0.00847684+0.00667599j 0.001895-0.027679j 0.0124755+0.0172411j -0.0103265+0.0184086j 0.00533148-0.0207877j -0.00378151-0.00884232j 0.0101082-0.0116049j -0.0137388+0.00046193j -0.00648154+0.00554224j 0.00444897-0.00501597j -0.0191869-0.00212527j -0.00469741-0.000728722j -0.0082162-0.00564612j 0.00709409+0.00198513j 0.00966914-0.0106538j -0.00138439-0.00305046j -0.00899325-0.0191371j -0.000186638-0.0116565j 0.00449288-0.00151997j 
-0.0348489+0.00762677j -0.00876464+0.0271656j -0.103225-0.0477832j -0.0158749-0.0458552j 0.0119489+0.0303276j -0.156101+0.0372694j -0.0852777+0.0555557j -0.101444-0.015806j -0.00469296+0.0270325j -0.0519093+0.0862726j 0.277108+0.0565121j -0.00822522-0.084444j -0.0463669+0.0910217j 0.0789222+0.0651988j 0.0162408+0.0213727j -0.0375734+0.000596737j -0.024567+0.0804574j -0.0247757+0.034475j 0.00491247-0.00979093j 0.0177968+0.00924138j 0.000523416-0.0133899j 0.00423939+0.0205026j 0.0107445-0.018985j 0.00305191-0.00980075j 0.0166768-0.00989355j 0.00450754+0.023715j -0.00117686-0.00422037j -0.0108279+0.00869508j 0.00980321+0.0143121j -0.003246+0.0148415j 0.0153781+0.0208797j -0.00695575+0.0150697j -0.00584806+0.0084941j 0.0275261-0.0170644j -0.0048539-0.0142171j 0.0078679+0.0277113j 0.00952793-0.0179576j -0.016263-0.0248295j 0.0122693-0.00184876j -0.00500101-0.0110455j 0.0128298+0.00349929j 0.00492887+0.00723901j -0.00048744+0.00585362j -0.00310074-0.00394064j -0.0127979+0.00431794j -0.00600176+0.00952167j -0.000375958+0.00875233j 0.00121156+0.000950096j 0.00206869+0.00455017j -0.000689724-0.00344474j 0.00761674-0.000788408j 0.00323907-0.00429311j -0.00401809+0.00571871j -0.00878359+0.00133887j -0.00253097-0.00345317j 0.00585238-0.00368808j 0.00768075+0.00599229j -0.00152986+0.00211896j -0.00121527+0.00614795j 0.00792623-0.00477276j -0.0016199+0.000858423j 0.00084691-0.000651877j -0.00597502+0.00167211j 0.00746585-0.00301162j -0.00334186+0.00811889j 0.00173316+0.000771039j -0.00881952+0.00486998j 6.97089e-05+0.00232933j -0.00084756+0.011961j 0.00071318-0.00969491j 0.00640434-0.00229663j 0.00427876-0.00549121j 0.00349335+0.0142043j 0.000430407+0.00630916j 0.00723262+0.00532904j 0.00448513-0.00200932j -0.00655678-0.00204487j -0.00598477-0.00581667j -0.00766904-0.00616038j 0.00366531+0.0189625j -0.016488+0.00191445j 0.0174863-0.0076497j 0.0035854+0.0127852j -0.000504967-0.00247011j -0.00286337+0.00345693j 0.0108832+0.0101338j -0.00955962+0.0123732j 0.0150881+0.00662153j 0.0214819+0.00820606j 0.00692723+0.0156985j -0.000706668-0.00869641j 0.00621654-0.0120813j 0.0163367-0.0163459j -0.00990843+0.00322633j -0.0107066+0.00759656j 0.00616658-0.00507827j 0.00449007+0.00598244j 
0.0344438-0.00425452j 0.0115405-0.0287372j -0.0557566-0.0220792j -0.0721628+0.0150329j 0.165221+0.0195054j -0.0671374-0.0843762j -0.0889206-0.0404509j -0.0268211-0.0366137j 0.0455371-0.00181199j 0.162528-0.0522091j -0.0285267-0.0260873j 0.0431115-0.0145813j -0.0352508+0.03816j 0.119433+0.0123906j -0.0299229-0.0548167j -0.0353765-0.0568839j 0.0483309-0.0131147j -0.00338404-0.0155942j 0.0213279+0.00190632j -0.0302361+0.00415437j -0.00114775+0.0180909j -0.00368649-0.008018j -0.0135048+0.022442j -0.0132863+0.00462406j -0.0341081+0.0145299j 0.00834339-0.0310565j 0.013579+0.00644675j -0.00520563-0.0118242j -0.0110616-0.014893j 0.0174479-0.0194757j -0.000859258+0.0184707j 0.0164805+0.0103943j 0.0119065-0.018438j -0.0259119-0.000652101j 0.00291837+0.00994032j 0.00617089+0.0167885j -0.016025+0.0010912j -0.0054181-0.00113622j -0.0128888+0.00304349j 0.00234855+0.0104343j -0.00390999-0.00199879j 0.00171611-0.0100164j -0.00523625-0.00845115j 0.00777379-0.00161701j 0.00744304-0.0156808j 0.00638817+0.00731013j 0.0056723-0.00155353j -0.0027314-0.00728969j -0.00514586+0.00499082j 0.00434559-0.0164164j 0.00391621+0.00508479j -0.00329432-0.00219034j -0.00248172+0.00326592j 0.00334453-0.00227645j 0.00926032+0.00819507j -0.00124125-0.00628423j -0.00321616+0.00425593j 0.00956152-0.00474172j 0.00438547-0.00217576j 0.0032722+0.00310381j 0.003666-0.00195188j 0.00731318+0.00618957j -0.00206927+0.000822321j -0.00484465+0.00980211j 0.00212888-0.000102693j 0.00666234+0.00649018j 0.00765271+0.0105546j -0.00158863+0.0032484j 0.00848554-0.0017564j -0.00909858-0.00351661j 0.00333751+0.0126279j -0.00515559+0.00589635j 0.0163286+0.000659943j -0.0157188-0.000376193j 5.63079e-05-0.00686098j -0.00904991+0.00371381j -0.00495738-0.018833j -0.00559475-0.0100157j 0.00304082+0.0103354j 0.00288407+0.0143717j 0.0136867-0.0125028j -0.00590459+0.00647279j -0.00561795+0.0128781j -0.0056755+0.00571617j 0.015323-0.00235392j 0.0135776-0.00401044j -0.00855485+0.0175023j -0.000179035+0.00782655j 0.00370627+0.000597399j -0.00710016+0.00341548j -0.00447661-0.00341431j 0.00613512-0.00301156j 0.00751049-0.00809267j -0.017247+0.0107966j -0.00171147+0.0136131j 0.0135743+0.00902438j 0.00729097+0.00550422j 
0.0114122+0.0342599j -0.00513325-0.00196352j 0.0102686+0.0349583j -0.0358744+0.0140573j 0.128008-0.00343416j -0.130513+0.0450796j -0.0773513+0.0520592j -0.0402323+0.0558037j 0.0299147-0.0863237j -0.0948408+0.0308512j -0.04643-0.019808j -0.0189232+0.164434j -0.107466+0.0995994j 0.0411039+0.0304731j -0.0239871-0.0204475j -0.00534501-0.0263341j 0.00750553+0.0182584j 0.0267969-0.035758j 0.0287695-0.0152912j -0.018311+0.0301763j -0.00109699-0.00693575j 0.00962048-0.0232408j -0.0204233+0.0180748j 0.00359431+0.00659519j 0.00871405+0.0309385j 0.0138144-0.00362178j -0.00669661-0.011086j 0.0123576-0.000293434j 0.0174266+0.0139961j 0.00290355-0.00203232j -0.00387895+0.0191514j -0.00949129-0.018212j 0.0293331-0.0158104j -0.0115681+0.039468j -0.0113944+0.0141278j 0.00269846+0.00477817j 0.00766671+0.00100982j -0.0172144-0.00102622j 0.00219575+0.00289264j -0.0097047-0.00296665j -0.00625637+0.00186514j 0.0108081-0.00248833j 0.00524209-0.0238221j 0.000129854+0.00160659j -0.0137094+0.0101809j 0.00368861-0.00670743j 0.00358823-0.00287558j 0.00213525+0.00654951j -0.00700702+0.00739704j -0.00557302-0.00768715j -0.00363597-0.0115636j -0.00333325+0.000198076j -0.00554549+0.00241574j 0.00352457-0.00254028j 0.0069576+0.000426781j -0.00634216+0.00173964j 7.79623e-05-0.00471751j 0.00383378-0.0094094j 0.00763371-0.00651689j 0.000246973+0.0145509j -0.000442721-0.0145395j 0.0037182-0.00753368j -0.00339461+0.00480007j 0.00480579-0.00421428j -0.00281076+0.000485277j 0.00302103-0.0142785j 0.00813025-0.00516944j -0.00221192+0.00890068j -0.00171142-0.00696327j 0.0146575+0.00633461j -0.00216133+0.00807453j -0.00491806+0.0100408j 0.00174489+6.8849e-06j 0.0217427-0.00307904j -0.00926975-0.0240508j 0.00450112-0.00561944j -0.00253421+0.00826589j -0.00520372-0.00233605j -0.0309843+0.010195j -0.00203744+0.0205676j -0.00170426-0.00409605j 0.00255317-0.00737362j 0.0289802+0.010679j -0.0135292-0.000743975j -0.00813287-0.0195099j -0.000975443+0.0053923j -0.00993657+0.00364306j 0.00349712+0.00205775j 0.0174201+0.00233373j -0.00809142+0.00450794j -0.0162226+0.00530721j 0.00198149+0.00485751j -0.00407186+0.00321724j 0.004067-0.00812906j -0.00539524-0.00835797j 0.00229189-4.488e-05j 0.002331-0.000884107j 
-0.0287618+0.00812277j 0.00130401+0.0247713j 0.0122355-0.0241677j 0.0197536-0.0242109j 0.00651018+0.0384036j -0.0219256+0.00696592j -0.0426452+0.00566545j -0.0310018-0.0287765j 0.0712548+0.0854686j -0.00484933+0.123476j -0.108302+0.0410519j 0.110713-0.0343716j 0.0543059-0.0155056j -0.0511174+0.0151931j -0.0208449+0.101305j 0.0326041+0.0984433j -0.0135977+0.0483824j 0.00712848+0.0324038j 0.0174619-0.0160573j -0.0218528+0.0153656j -0.00699776+0.00332264j -0.0122122+0.0149525j -0.00991222+0.00138979j -0.00515029-0.00232091j 0.00484589+0.0109581j 0.0206336-0.0210152j -0.0140138-0.0065848j 0.00327609-0.00460707j 0.0137703-0.0117541j 0.0187196-0.0151586j -0.0123088+0.0219288j -0.00997092+0.00874035j 0.0132489-0.0161175j -0.00386172-0.0125661j -0.0273409+0.0140946j 0.00560589-0.0159801j 0.0206924-0.0266821j -0.00211937+0.0106347j 0.0377028-0.00690075j -0.000810437-0.00111605j 0.0114381-0.000111883j 0.00738927-0.0134122j 0.00630155-0.000803428j -0.00257395-0.00304961j 0.00569883-0.00782148j 0.00254562+0.0105833j 0.00493113-0.00556639j 0.00409896-0.0175983j 0.00307322+0.00142625j -0.00100256+0.000822358j -0.00642906+0.00177406j -0.00383797+0.00262887j -0.00292536+0.000809332j 0.00534481+0.00469212j 0.00251956-0.00572965j 0.000918876+0.00270492j 0.00237248-0.000766527j 0.00575272-0.00444567j 0.00887731-0.0037051j -0.00530637+0.00597485j 0.00717023-0.00442644j -0.00586487+0.0149571j 0.0103194-0.0034429j -0.00455488-0.00621533j 0.00634873-0.0135589j 0.00435107+0.00832817j 0.00149558+0.00521815j -0.00423063+0.00539073j 0.0092014+0.000490933j -0.00727713-0.0125414j -0.0122492+0.00290973j 0.00319975-0.00269382j -0.00539245-0.00532733j 0.005446-0.0018821j 0.00231113+0.020354j 0.00100233+0.0109722j -0.00173961-0.0201936j 0.014181+0.00394585j -0.0173066+0.00546115j 0.00362749-0.0148613j 0.0122427-0.00520162j -0.0301112+0.0188174j 0.00268385-0.0218168j -0.0101787-0.0020412j 0.0181333+0.00733409j -0.0105861-0.000115223j 0.0147649-0.00654123j 0.00660684+0.013273j -0.00265931+0.000323218j 0.00209111+0.00259689j -0.000240844-0.0194323j 0.00272612-0.0104111j 0.00388204-0.00309866j 0.00893206-0.00315789j 0.00180616+0.0074603j -0.00882699-0.00553664j 0.00227614+0.00151896j 
