-0.105344+0.244221j 0.242986+0.107908j -0.00920365-0.0320384j -0.000286764-0.0104531j 0.0290835+0.0478211j -0.00367699+0.0321925j -0.0430386-0.0240055j 0.0051895+0.0716367j 0.0235315+0.0181301j -0.0914826-0.0040463j 0.0812388-0.00254702j 0.0143709-0.0153925j 0.0285193+0.0368226j 0.05922+0.027925j -0.0274036+0.00800719j -0.0124985+0.0988545j -0.0196464-0.0112602j -0.0437901-0.0145876j 0.0197271-0.0180974j 0.0177324+0.0745071j -0.123142+0.122597j 0.07132-0.148583j -0.107464-0.081607j -0.0396258-0.137075j -0.0645325+0.00719618j -0.156937-0.0235239j 0.0629542-0.0327115j 0.0158165+0.0143514j 0.256932-0.0666119j -0.035349-0.0453329j -0.0562652-0.0311026j -0.132301-0.286102j 0.039825+0.0402474j -0.044706+0.0831708j 0.250775+0.00574685j 0.0244246-0.0957405j 0.0370251+0.172956j -0.209787+0.0704455j 0.0121243+0.00218115j 0.0923336-0.0263531j 0.0240491+0.0313851j -0.0130704+0.013035j -0.0359063+0.0108414j -0.0557313+0.0572978j 0.0722432+0.0232994j 0.0832071+0.0769043j -0.0353404-0.0855429j 0.00242963+0.0806849j 0.0740629+0.121054j 0.0494635-0.0440358j 0.0146433+0.0482879j -0.0646299+0.0534509j -0.0495406+0.0571682j -0.0842491+0.197389j 0.00578599+0.151408j -0.000486101-0.0264227j -0.00269455-0.0345533j 0.0150724-0.0422767j 0.0140966-0.030564j -0.00328778-0.012241j -0.0867935-0.0237855j -0.00113406-0.0216378j 0.0427986-0.0396354j 0.00105985+0.00765276j 0.0207726+0.0255168j -0.00354504+0.0150121j 0.0199291+0.0126241j 0.0113125+0.000926399j 0.0232079+0.0144025j -0.00430232-0.0225708j -0.000979967-0.00290618j -0.0127316+0.010176j 0.025308+0.0346623j 0.0219933+0.0205632j 0.0216307+0.0502067j 0.00660843+0.0470264j 0.0011713+0.0279631j 0.00191823+0.00886604j -0.0148749+0.00265654j -0.018334+0.0185603j -0.0130775-0.0247281j 0.00282004+0.0310612j 0.0318417-0.0274942j 0.0212653-0.0104578j -0.0136257-0.0269052j 0.00808992+0.0205196j 0.00643692+0.0233304j 0.000793493+0.00280251j -0.0113205+0.0228706j -0.0498267+0.00626087j -0.0164199+0.0309936j 0.0140684-0.00135511j 0.0165291-0.021168j 0.124635+0.0523577j -0.0604589+0.113084j 
-0.000108957+0.000318675j 0.00230193+0.000662601j 0.000168446-0.00161127j 0.0010657-0.00090038j -0.000469776+1.73903e-05j -0.000732516+0.00267844j 0.00170375-0.00199522j 0.000219873+0.00133918j -0.0021554-0.00127585j 0.000814767-0.00143761j 0.000388623+0.00246161j -0.00290884+0.000461061j -0.000910684+0.00699997j 4.24876e-05+0.00217128j 0.00166607-0.00307708j 0.00191988+0.000808241j -0.00181056-0.00103163j 0.00183625-0.000249863j 0.0027828-0.0018042j 0.000701178-0.00144005j 0.0010621+0.000271638j 0.00106563+0.000915775j 0.000246315-0.00348635j 0.00197871-0.00254263j 0.0049025+0.00173911j 0.00282811-0.00278333j -0.000439783-0.000862113j -0.00101689+0.00140135j -0.00263735-0.00199382j -0.000875042+0.00367894j -0.0022401+0.00670195j -0.000294332-5.9881e-05j 0.00394096-0.00233844j 0.00079431-9.68569e-05j -0.00253841-0.00682532j -0.00336039+0.000426473j 0.00157186+3.11217e-05j -0.00246819-0.00675182j -0.00148131+3.63487e-05j -0.00158224-0.0021791j 0.00127353+0.00112438j -0.000108145-0.00199759j 0.0015326+0.000394776j 0.00323047-0.000987204j 0.00197645-0.00106526j 0.00166442+0.00102448j -0.00167784-0.00553494j 0.000127+0.0030707j -0.000288035+0.00175056j 0.000268421-0.00219936j 0.000315282+0.000413724j -0.000861326-0.000733335j 0.00321144-0.00240534j -0.00197731-0.00233092j 0.00155715+0.000614574j 0.00534866-0.00440002j 8.06825e-05-0.000334649j 0.00192628-0.00188676j 0.00214153+0.00311737j -0.00747884-0.00113777j 0.000542149-0.00386224j -0.000140232-0.000206791j -0.00165598-0.000613067j -0.00277927-0.00238452j -0.00156387+0.00205303j -0.0009781+0.00208431j 0.00284262+0.00053068j 0.00105234-0.00235981j -0.00114266+5.05671e-05j -0.00296918-0.000551161j 0.00312623+0.00115894j 0.000702613-0.00109236j 0.00277357+0.00360666j 0.00274788+0.00301247j -0.00271707+0.000462776j 0.00201365-0.000219835j 0.0017351+0.000227118j 0.000872605+0.0012127j -0.000331965-0.00167387j -0.00230239-0.000133419j -0.00223982-5.02402e-06j -0.00314838-0.00286819j -0.000988502-0.00168941j 0.00193954-2.42014e-05j 0.000101676-0.000829091j -0.0045917-0.00481216j -0.00518463-0.00333975j -0.00036981+0.00200578j -0.000703139+0.000565685j 0.00287296-0.00213278j -0.000909828-0.00360818j -0.00250366+0.00229519j -0.00119413+0.00232248j -0.00205469+0.000113189j -0.00112432+0.00305954j 
0.00227714+0.0103249j 0.00301842-0.00306081j -0.00359257-0.00446648j -0.00172949-0.00261577j 0.00190095+0.00259347j 0.00408254-0.0045799j 0.000659124-0.00154347j 0.00486263+0.00465854j -0.00183561+0.00154504j -0.00351421-0.0017288j 0.00693641+0.0013798j 0.00123277-0.000871386j -0.00589977+0.00164864j -0.000489237+0.000941369j 0.00280647-0.000307765j -0.00249766+0.00152032j 0.000983892-0.00340809j 0.00180372+0.00294262j 0.00295581-0.000307794j -0.00264686+0.0040419j 0.00204095-0.00278353j -0.00334496-0.00194565j -0.0013183-0.00286814j -0.000838497-0.00396899j -0.00133053-0.00207303j -0.00137124-0.00590399j 0.00325378-0.00076058j 0.00151028-0.000978476j 0.00206983+0.00308723j -0.00104995+0.00101563j -0.00105575+0.0012776j 0.000955542+0.00242229j 0.000792767-0.00241289j 0.00117358-0.000282352j 0.00521345-0.00366793j -0.000338861+0.0024014j -0.0024722+0.00126616j 0.0118283-0.00224024j 0.00347622-0.0050423j -0.00119853-0.00295117j 0.00894151+0.00249863j 0.000131544+0.00114636j -0.000361214+0.00042927j -0.000430508-0.000937442j 0.000355024-5.24308e-05j 0.00409544+6.33292e-05j 0.00191083-0.00513248j -0.00322126+0.0027361j -0.00107569+0.00412745j 0.0046243-0.000594364j -0.00482471-0.0023027j -0.00679592-0.00662152j -0.000636709-0.00135314j 0.00104736+0.00309448j -0.00172795+0.00445002j -0.00124439-0.00427138j -0.0019024-0.00282643j -0.00479826+0.00014259j -0.00353677-0.00441105j 0.00101345+0.00733555j 0.00524565+0.000610525j 0.00267637-0.00379897j -0.00241857+0.00198431j -0.00413263+0.000810925j 0.00409955-4.40768e-05j 0.00312438+0.00233656j -0.00238634-0.000325174j 0.00409036+0.00201601j 0.00124661+0.00320668j -0.00225299-0.00261577j -0.00313869-0.000628906j -0.00213371+0.0012869j 0.000261747+0.0013532j 0.00155486-0.0026745j 0.00142993+0.00166216j -0.00430647+0.000204303j 3.37494e-05+0.00339166j -0.00178654-0.00189515j 0.00166217-0.00128824j 0.000214014-0.000901783j -0.000622229-0.000133933j 0.000545058+0.00091739j 0.00630936+0.00170965j 0.000448987-0.00723986j -0.00160507+0.00161962j 0.00706832+0.00190462j 0.0035207-0.000324348j -0.00182412-0.00141638j 0.00055869+0.00165202j -0.000712507-0.00108111j 0.00839342+0.00462377j 0.00670762+0.00167957j -0.00380773+0.00366265j 0.00507902+0.00818256j -0.0070137+0.00931458j 
-0.00149202+0.00198338j 0.00186878+0.000192479j -0.000775563+8.96422e-05j -0.00068117-0.0015253j -0.000335333+0.00106879j 0.000121953+0.000233178j -0.000652488-0.000453305j -0.000947015-0.00413685j 0.000732945-0.00082201j 0.00168546-0.00376784j -0.00491911+0.00121348j -0.000767516+0.000564871j 0.000153834+0.00192333j 0.000100333+0.00167842j 0.000920948-0.000929295j -0.00202018+0.00127869j 0.000575725-0.00208688j 0.0014582-0.00144561j 0.00151111+0.00314475j -0.00102545-0.0030245j 0.00704492+0.00523558j -0.00117849+0.00393492j 0.000699604+0.00165236j 0.00150429+0.0013451j -0.00101242+0.00259379j -0.00661646-0.00413795j 0.000409138+0.00412663j 0.00161773+0.00356854j 0.000821159-0.00305192j 0.0042905+0.00269977j 0.00189158+0.00333414j -0.00378321-0.000645408j 0.0075607+0.00208775j -0.0036002-0.00176528j -0.00392289+0.00342975j 0.00141697-0.00231351j 0.00158156+0.00651284j 0.000608276-0.00136168j -0.00665248+0.0061233j -0.00187756-0.00340969j -0.00190292-0.000507445j 0.00190244+0.000432064j 0.000604229+0.000669845j 0.00258687+0.000326699j -0.0071709-0.000756008j -0.00805226+0.00163592j 0.000163072-0.0118268j 0.00413915-0.00866176j -0.00365107+0.00466921j -0.00281699-0.00718725j 0.00216603+0.00396937j -0.00618889+0.000594492j 0.00424309-0.00520908j 0.00682126+0.00169274j 0.00250212-0.00233612j -0.00078497-0.00201744j 0.00379786+0.0127525j 0.00342349+0.00615166j -0.00472864-0.000259219j 0.00747029-0.00158907j 0.00380389+0.00411883j 0.00586895+0.000675406j -0.00483232-0.00219796j -0.00177908+0.000396753j -0.00607297+0.00166493j 0.00453436+0.00344685j -0.00466107-9.13955e-05j 0.00782255-0.0098936j -0.000665735-0.000676931j -0.00282131-0.00177841j 0.00075248-0.00149211j -0.0114467+2.6623e-05j 0.00466283+0.00387475j -0.0011951-0.00042004j -0.00457503+0.00780011j -0.000170725-0.00355573j 0.00118344-0.00137477j -0.00101183+0.00198758j -0.00189033-0.00806371j -0.00960764-0.00335944j -0.00671927-0.00225528j -0.0044281-0.00622852j 0.00456217+0.00237574j -0.00370498+0.00187127j -0.00165247-0.00138029j 0.000920963-0.00136947j 0.00193747-0.00265748j 0.00061445+0.00183802j 0.00313049-0.0011235j -0.00278216-0.00339431j 0.00290398+0.00234953j 0.0126203-0.000380854j 0.00517415+0.00151753j -0.00348409+0.00146189j -9.07444e-05+0.00469814j 
0.00346444+0.00330607j -0.000528618+0.00161634j -2.82205e-05-0.00110657j 0.00108273+0.000755625j -0.000665593-0.00233696j 0.000323787-0.00271077j 0.000469244-0.00335393j 0.00282471-0.00169337j -0.000394302+0.00102488j 0.00187779-0.0010219j 0.000379976-0.0014938j 0.00086244-0.00204111j -0.0063883+0.0011394j -0.00231531+0.00198752j 0.00275517-0.00202662j -0.000732464+0.000591041j 0.00107091-0.003054j 0.00368986-0.00386974j 0.000377399+0.000457744j -0.00144719-0.000169916j -0.0032895+0.00621754j -0.00246733+0.000257746j -0.00124575+0.00104552j 0.00191693-0.0013892j -0.00392793+0.00806787j -0.00160416-0.00405723j -0.00147334+0.000153568j -0.00153294+0.00183186j 0.00116093-0.00137285j -0.00395502+0.00821434j -0.00184594+0.00316232j -0.000296276-0.00303344j -0.00156622-0.00262113j 0.000860949-0.000375143j 0.00407779+0.00558642j -0.00142246-0.00183689j 0.00102078+0.00110945j 0.00415578-0.00225204j -0.00677033-0.00208588j -0.000997755+0.00370415j -0.00206944-0.000313748j -0.00318315-0.0013496j 0.00349655-0.0024165j -0.00170138-2.74179e-05j -0.00591826-0.000358457j -0.0103542-0.00355069j -0.000251063+0.000460573j -0.00422538+0.00801722j 0.00118553+0.0038265j -0.00558264+9.15949e-06j 0.00104552-0.00542335j 0.000157591+0.00446938j -0.0020419+0.00137764j 0.00120225-3.59906e-05j 0.0117128+0.00186737j -0.00622591+0.00169371j 0.00639954-0.00374397j 0.00274686-0.00521007j 0.00119055-0.00519737j 0.00220229+0.00514507j -0.000394081+0.000880379j 0.00596593+0.00089501j -0.000788532+0.00149467j 0.00368371-0.00309117j -0.00151713+0.00383017j -0.00291562-0.000193252j -0.00634781-0.0126977j -0.000921151+0.00162345j -0.00458413+0.00429774j 0.00276732+0.00442403j 0.00190919-0.00248619j 0.00851732+0.00574772j -0.00193708-0.00411066j 0.00177022+0.0013945j 0.00523176+0.000504125j -0.00929153-0.000827209j -0.00136616-0.00612314j -0.000699138+0.00180265j -0.00247998+0.00312152j 0.00216073+0.00185669j 0.00147157+0.00873015j -0.00262812+0.00865447j -0.00221298-0.000272103j -0.00303632+0.00256142j -0.00413388-0.00240826j 0.000948072-0.00117633j -0.00458069-9.13279e-05j 0.000356803-0.000717968j -0.00245173+0.000340164j -0.0014329+0.00133833j 0.00145839-0.00412414j -0.00465691-0.00616366j 7.90291e-05-0.00840657j -0.000232779+0.00412838j -0.00390081-0.00135844j 
-0.0021759-0.00265469j 0.00355641-0.000231162j 9.37141e-05-0.00136859j -0.000480531-0.00304361j -0.00074724-0.000191321j -0.000861726+0.000193733j -0.000542702+0.00179677j 0.00434615-0.000969763j -0.00239519+0.000247768j 0.00727747-0.0010152j 0.00181337-0.00182605j 9.93132e-05+0.00306003j 0.00255651+0.0026872j 0.000573155-0.00196937j 0.00478699+0.00363466j -0.00331176-1.0417e-05j -0.00260747+0.0010555j 0.00718362+0.00371677j 0.0030302+0.000933978j 0.00112293+0.000454362j 0.00244809-0.000502j 0.00217531+0.00121736j 0.00206975-0.000210869j -0.00265367-0.000930769j 0.00341505-0.000226582j -0.00125473+0.00349867j -0.0049914-0.00285673j -1.62822e-05-0.00137134j 0.000863064+0.000279134j 0.00208908-0.000961659j 0.000388593+0.000668645j 0.000704247-0.00129889j 7.71266e-06+0.00306069j 0.000384173-0.00284256j -6.53035e-05-0.00224311j 0.000683283-0.00334589j -0.00101775-6.40896e-05j -0.00165774+0.000197745j 0.000243905+0.000229221j 0.0016449-0.00232828j 0.00153378-0.00127328j -0.00216921-0.00154067j -0.00205711-0.000676459j -0.000640335-0.000979686j 0.00201786-0.00125765j -0.00197178+0.000116128j -0.000360693-0.000521916j -0.00164643-0.000537461j 0.00209248-0.000323606j -0.00113056-0.00114134j -0.00140418-0.00162362j 0.00229922+0.00042175j -0.00233567+0.00167974j -0.00151934-0.000992302j 0.00113299+0.0015432j 0.00196378-9.05948e-05j -0.00186106+0.000506634j 0.00418411+0.00131249j 0.00153709+0.00146194j -0.00362993-0.000521989j 0.00176613-0.000428635j 0.00107018+0.000551007j -0.00235301+0.000325233j 0.000960048+0.000654936j -0.00136902+0.00171267j 0.000614433+0.000820517j -0.00312321+0.000858576j -0.00350163-0.00216047j -0.00135951+0.000236633j 0.00106788+0.00103242j 0.00261603-5.1103e-05j 0.000255275-0.00229069j 0.00102683+0.00198021j 0.0012415-0.00146734j 0.00144093-0.000696854j 0.00091661-0.00081498j 0.000618311-0.00028167j -0.00120047-0.00200439j 0.0025424+0.00104273j 0.000621081-0.000539183j -0.000760628+0.00195353j 0.000501043+0.00156234j -0.00117076+0.000885273j -0.00294151-0.000959985j -0.000689881-0.000509242j -0.000917958+0.000325318j -0.00133942-0.000249192j 0.00184371-0.000125453j -0.00141945+0.00289549j 0.000177238-0.000723795j -0.00192283-0.00268643j -0.00122921-0.00127435j 0.00109011-0.00102351j 0.000259492-3.08113e-05j -0.00246583-0.000607703j 
-0.00120571-0.00114725j -0.00473124+0.00144426j 0.000933484+0.00487252j 0.000890086+0.00515703j 0.0018536-0.00128057j 0.00154535+0.000216j 0.00524235-0.00134735j -0.000976636-8.53007e-05j 0.0036977+0.00235703j -0.00738723+0.00297206j -0.00355106+4.78404e-05j -0.0016788-0.00358431j -0.00496776-0.00142658j -0.000674927+0.00274159j -0.00498722-0.00294468j 0.00418853+0.00179727j -0.0008102+0.00070603j -0.00830404-0.00315202j -0.00229553-0.00293492j -0.00454254+0.00157837j 0.00214488-0.00134658j -0.00258294+0.00112304j -0.00426373+0.000700996j 0.000191599-0.00148409j 0.0002766-0.000820221j -0.00321408+0.000852039j 3.5293e-05-0.000274934j -0.00460101-0.00153255j -0.000781901+0.00272968j -0.00260779+0.00150023j -0.0016803-0.000101427j 0.000164898+0.00163566j -0.00143604+0.00126852j 0.00340942+0.00155529j 0.00213507-0.00231196j 1.94008e-05+0.00204737j 0.00133522-0.00104328j 0.00295843-0.00162994j 0.000217647-0.00219228j 0.000836506+0.000837636j 0.00206276-0.000102041j 0.000409969+0.00124643j -0.00360938-0.00306639j -0.001414+0.000652221j 0.00126371+0.000245061j -0.000880561-0.000280396j 6.32949e-05-0.00164034j -0.00095938-0.000819317j -0.00107221+0.000136161j -0.0014351-0.0006292j -0.000484561-0.000522869j 0.0016216+0.000963441j 9.66673e-05+0.000432701j -0.00112711-0.00382171j 0.00205136+0.00236224j 0.000591174-0.00130354j -0.00318188+0.00232821j -0.00237889+0.00163554j -0.000132931+0.00195293j 0.000240133+0.00183867j 0.00558271+0.00211084j 0.00117496+0.000191348j 3.91019e-05-0.000317025j -0.000843099-0.00142549j 0.00293551+0.000801686j -0.000841616+0.00335763j -0.00424947+0.00320395j -0.00151344+0.00465854j 3.62008e-05-0.000421727j -0.00168056+0.0031083j 0.00306264+0.00133194j -0.00315703-0.00108194j 0.00068111+5.96797e-05j -0.00133771-0.00212573j -0.000808009-0.00175722j 0.00191329+0.001678j 0.000765614-0.00252579j 1.64495e-05-0.0037092j 0.00322818-0.000444803j 0.00181993+0.00213596j 0.000996279-0.00285117j -0.00119192-0.00460526j 0.000343399+0.0013361j -0.00202191-0.00330871j 0.000275068-0.000520494j -0.000396169-0.00128691j 0.00263618+0.00184134j 0.00343185+0.000513639j -0.00235286+0.000282254j -0.000118695+0.000775616j 0.00460175+0.000789506j -0.000998688-0.000553221j -0.00334914+0.000411147j -0.00140167+0.000668486j -0.000931196-0.000987795j 
-0.000349178+0.000358975j 0.000743091-0.000630327j 0.000810612+0.00184705j 0.00208927-0.00187334j -0.000365809-0.00146585j 0.00150809-0.00139355j 0.000776796-0.000500713j 0.000976633-0.000481189j 0.00170261+0.00369506j 0.00499125-0.00095803j -0.00117017-0.00242083j -0.000196337-0.000767838j 0.00240085+0.00251425j 0.00191814-0.00179333j 0.00131462+0.000900177j -0.00211867-0.00109722j -6.6016e-05-0.000466761j 0.00299075+0.0012473j 0.000260651+0.00143997j -0.00114103+0.000291016j 0.00135079-0.000513758j -0.000838677-5.7133e-05j -0.000344737+0.000992828j 0.000265179-0.000266649j 0.000686785+0.00396214j 0.00157351+0.000535335j -0.00107616-0.000227021j 0.0019703-0.000938194j -0.00125745+0.00023778j 0.00080843+0.00211679j 0.00186676+0.000216167j -0.000688867-0.00236688j -0.00241733+0.000732072j 0.00505598+0.00229551j 0.000233717+0.000300146j -0.000681856+0.00215476j -0.0020314+0.00168174j -0.00036516-0.00116392j -0.00198488-0.000495903j 0.00304571-6.97639e-05j 0.000561762-0.000898407j 0.00213505+0.000278393j -0.000132898-0.00866638j 0.000333423+0.00262037j -0.000562713+0.000714317j -0.000341911+0.000976064j -0.00121654-0.000165974j -0.00139426+0.000561579j -0.000701438+0.0011076j 0.000344415-0.00113152j 0.000817205-0.00108115j 0.00112815+0.00143136j 0.00565722-0.00320937j -0.00123794+0.001587j -0.00134516+0.00257555j 0.00111147-0.00125403j -0.00326+0.00356047j -0.00408661+0.00189625j 0.00305994+0.00307066j 0.00331078-0.00041392j 0.00374354+0.00165542j -0.000280223+0.00165002j 0.0024941+0.000960782j 0.000224458-0.00591926j 0.00354208+0.00472873j -0.00222565+0.00544366j -0.00313359+0.000257756j 0.00141936+0.00504864j 0.00319665-0.00411313j -0.000715851+0.00282822j 0.00369447+0.00192849j 0.00053912+0.001279j 0.00244186-0.00239315j -0.00366845+2.86449e-05j -0.000714579-0.00366931j 0.000448251+0.00473546j -0.00530405-0.00382819j 0.0019115-0.00801976j 0.00400956-0.00400761j 0.00153534+0.00514602j 0.00204977-0.00302605j -0.00284426-0.00346731j 0.000508955-0.000773531j -0.00122429-0.00145086j 6.22426e-05-0.00329318j -0.000730961-0.00263839j -0.000266091+0.00226595j -0.00185729+0.00565795j 0.000403585-0.00217998j -0.00336455+0.000716409j 0.00112014+0.000933052j -0.00293662-0.00189543j -0.000656669-0.00208298j 0.000311578+0.000438396j -0.000610283-0.00073032j 
-0.00390099+0.00302621j 0.000630275+0.00325895j 0.00189729-0.000872804j 0.00145216+8.86476e-05j 0.00213823-0.00435766j 0.000420335+0.00181209j 0.00186499+0.00294016j 0.00274814+0.00114886j 0.000520134+0.00333115j 0.00171592-0.00238252j -0.000514796+0.00029135j -0.0020617-0.000320541j -0.00376515+0.000720189j 0.00024685+6.71436e-05j 0.00274782-0.00181757j -0.00163143+8.21886e-05j 0.00186539-0.00128976j -0.00121387+0.00271959j -8.42296e-05+0.000702278j -0.00187819+0.000478193j -0.00129782+0.000495606j 7.50273e-05-0.0047103j -0.00214207+0.00112505j 0.00190303+0.00202259j 0.00174066+0.000836692j 0.00215371-0.000621912j -0.00260415-0.00111158j 0.00130481+8.69942e-05j -0.00592192-0.0011971j -0.00472551+0.00619622j -0.00235764+0.00121902j -0.002453-0.00338144j -0.000971703-0.00219051j 0.00572667-7.62694e-05j 0.00158725-0.000540941j -0.00225954+0.00506392j 0.00502761+0.00324238j 0.00082166+0.00029641j 0.00323556+0.0023352j 0.000121798+0.00535169j -0.000135264-0.00278993j 0.000166241+0.00148777j 0.0031339-0.00594256j 0.00472854-0.000725732j -0.00350043+0.00220166j 0.00109779+0.00601776j 0.0026389-0.00434182j 0.00115405+0.000818536j 0.000789721+0.00304899j 0.0012727-0.00145469j -0.000190895+0.000422624j 0.00402684-0.000547044j 0.00477176-0.00432188j -0.00239234-0.00162614j -0.000247692+0.00234265j 0.00454104-0.000577584j -0.00303621+0.000969394j -0.00596911+0.00305852j -0.000104727+0.00239879j 0.000231479+0.0014847j 0.00249548+0.00363335j -0.000383767+0.00196074j 0.0042991-0.00339311j 0.00179965-0.00539452j 0.00389429-0.000109519j -0.00344768+0.00187955j 0.000937351-0.0024009j 0.00235232+0.00215811j -0.00117936-0.0047731j 0.00112612-0.000733917j 0.00172061+0.00112519j 0.00107933+0.0051987j 0.000767452+0.0018311j -0.00121783-0.00151228j -0.00505025+0.000786814j 0.000935007+0.00365902j -0.00298277-0.00133255j 0.00618356-0.0029193j 0.00126689-0.000581771j -8.23702e-05+0.00398964j -0.000651093-0.00371408j -0.00126901-0.00406095j 0.00204693+0.000188015j 0.000832074+0.000745498j 0.000656121-0.00148141j 0.00193717-0.0052553j -0.0017351-0.00217108j 0.00101374+0.00172698j 0.000743286+0.000498321j 0.00147434-0.00563267j -0.00126935-0.00240809j 0.00373162+0.000393801j -0.000127655-0.00415342j -0.00528707+0.000566865j -0.000908306-0.00410589j 
-0.00172801+0.00164915j -0.0018222-0.0018405j -0.000209-0.00162809j -0.000490656+0.00147895j -0.00132971+0.00333226j -0.000683991+0.00241587j -0.000944901-0.00125859j 0.00221949+0.00180413j -0.00430781+0.00214578j 0.00244771-0.00256607j -0.000193719+0.00193011j -0.00015048+0.00225535j 0.000814805+0.00804641j 0.000877179+0.00420383j 0.00209958-0.0026684j 0.000959749+0.00153613j -0.00270298+0.000362273j 0.00220379-0.000342393j 0.00392728-0.00129125j 0.00124507-0.00261903j 0.00180538+3.94064e-05j -0.00303017+0.0023752j -0.00244687-0.00135406j 0.00129458-0.00503198j 0.00206956-0.00192248j -0.00123886-0.00375665j -0.00175707+0.00266883j -0.00212696+0.00324531j -0.000383879-0.00199155j 3.0062e-05+0.00203942j 0.0014293+0.00590165j -0.00153285+0.000766202j 0.000136941-0.00393045j 0.000604175-0.00139917j -0.00204395-0.00427739j -0.00233656+0.00132894j 0.00147841+0.0016654j 0.000861065-0.00746785j -0.00169077-0.00308688j -0.000224547-0.00360733j 0.000104442-0.000743788j 0.00312529-0.00195063j 0.00354487+0.00360937j 0.00332489-0.00110805j 0.00424804+0.00126389j 0.00300472+0.00175929j 0.00334287-0.00451771j -0.00203448+0.00141925j -0.00149965+0.00366425j 0.000702104-0.000535742j 0.00244603+0.00200233j -0.000103852-0.000499481j -0.00201945+0.00157667j 0.000367056-0.00121751j -0.0021438-0.000633918j -0.00084057-0.00305151j 0.000592879-0.00597231j 0.000730972-0.00311377j -0.00389548+0.00157887j -0.00191166+0.00255156j 0.00411465+3.9814e-05j 0.00313711-0.000146099j -0.00130852-0.00810473j 0.00578865+0.00268624j -0.00119936+0.00165815j 0.00342024-0.00195069j 0.0024682+0.00193332j -0.00399921-0.00114137j 0.000642101+0.00127246j -0.00454774-0.00400686j -0.00270707-0.000323048j -0.0028309+0.000899313j 0.00103667+0.000891115j 0.00304241-0.00132206j -0.000817369+0.00236429j -0.00113786-0.0018231j 0.00149468-0.00042951j -0.000311517+0.00117005j -0.000895756+0.0030727j -0.0054406-0.00116812j 0.000652107+0.00375477j -0.000969581-0.000882074j 0.00307477-0.000151277j -0.000891004-0.00557017j 0.00214978+0.00227742j -0.000308118+0.000349532j -0.000252508-0.000580099j -0.00134196-0.000647386j 0.00157398+0.000788431j -0.000588635-0.00136536j 0.00323773+0.000539962j 0.00259959+0.00276812j -0.00299722+0.00187089j -0.00358289-0.000490099j 0.000431313+0.00186963j 
0.00296077-0.00356395j -0.000639486-0.00385891j -0.00113722+0.000597485j 0.000211639-0.00183242j -0.000704874+0.00349498j -0.000667284-0.00223459j -0.00302885-0.00551671j -0.00389047-0.00103558j -0.000943787-0.0039039j 0.00192415+0.00391795j -0.00195274-0.00341434j 0.000714547+0.00068874j 0.00607989-0.000660494j -0.000278661-0.000452361j -0.00241759+0.00146566j 0.00115047-0.00100391j -0.00238784+0.00174837j 0.00140349-0.00233831j 0.00301713-0.00224292j 0.000869143-0.00250811j 0.00554442-0.00125053j -0.00117241+0.00379573j 7.16453e-05-0.00168106j -0.00220602-0.00333023j 0.00111828+0.00240923j -0.00447406-0.00353859j 0.00166202+0.00386232j -0.00194546+0.00255008j 0.00628075-0.00122271j 0.0014856-0.00368016j 0.00354316+0.000917762j 0.00316424-0.00225248j 0.00310625+0.00308371j -0.000415499+0.00417867j -0.00202216-0.0011472j 0.0020491-0.00338652j -0.00710202-0.00131519j -0.00191446-0.00379684j -0.00618288-0.000417084j 0.00151215-0.00513643j 0.0047454+0.00312761j 0.002096+0.00342911j 0.00182975+0.00127057j -0.00372668+0.00268718j 0.00287143-0.000340665j -0.0042446-0.00409302j 0.0044291+0.00316513j -0.000710803-0.00593594j -0.00245617-0.00414191j 0.00225474+0.000895973j 0.000440051-0.00103852j 0.00192059+0.00367027j 0.00217558+0.00579054j -0.00113662+0.000409628j 0.00213783+0.00258227j -0.00422399+0.0029967j -9.34082e-05+0.000558193j 0.00143354-0.00167228j 0.000766761+7.93794e-05j -0.00388946-0.00117148j 0.00391651+0.00230271j -0.00142657-0.00150801j -0.00259465+0.00537582j -0.00144261+0.000840377j -0.000119448-0.00127446j 0.00144961+0.00062551j -0.00088932+0.00299937j -0.00143461-0.00126793j 0.00306456+0.00637276j 0.00204413+0.00234051j -0.00309464-0.00247289j -0.00252065+6.18429e-07j -3.32758e-05-0.00128873j -0.000199875-0.000461184j 0.00240035-0.00117093j 6.00988e-05-0.00240445j 0.00725096-0.00370958j -0.00015637+0.00254321j 0.000704919+0.0043521j 0.00187151-0.00383026j -0.000714009-0.000701023j -3.85809e-05-0.000414043j 0.000844539+0.000593369j -0.00307723-0.00168426j -0.000686056-0.000761184j -0.00256412+0.00779412j 0.000926869+0.00567741j 0.000275812-0.00300648j 0.000354954-0.0004834j -0.000820184+0.00203035j -0.000282262+0.00379898j -0.00250966-0.000300208j -0.000862082+0.00238151j 0.00362585-0.0014593j 0.00113335+0.00523035j 
