0.0118986-0.0408963j 0.0764835-0.0511033j 0.124647+0.0920636j 0.0113344-0.150109j -0.0807088+0.0220058j -0.240894-0.206458j 0.0319382+0.117688j -0.0730432+0.237937j -0.15615-0.221299j 0.00256733-0.130404j 0.0938148-0.256903j 0.440345+0.0294043j 0.233437-0.0597549j 0.0833119-0.145689j -0.0749302-0.110183j -0.302288-0.475837j -0.255444+0.0458257j 0.385193+0.481883j -0.495281+0.376653j 0.260971+0.031904j -0.0263129+0.574672j -0.475318-0.0754915j 0.315015+0.715563j -0.0109434-0.0740925j 0.214845-0.676419j -0.626239-0.0725114j 0.544914-0.0132336j -0.185426+0.466785j -0.149074+0.0586763j -0.551745+0.121108j 0.123445-0.151911j 0.0260362-0.218238j -0.0787656+0.0971384j -0.136857+0.353318j 0.00268743-0.257906j -0.0943317+0.35368j -0.0381274+0.0146724j 0.363499+0.0962115j -0.326078+0.406013j -0.0167792-0.0272965j 0.639419+0.50031j 0.104708+0.588451j -0.149305+0.702775j 0.0671533+0.0751243j 0.793701-0.569184j 0.366681-0.36913j 0.335731-0.129004j 0.502909-0.53059j 0.0776587+0.0195744j -0.413172-1.1296j 0.066204-0.353095j 1.03788-0.336728j -0.0189386-0.426879j 1.02244+0.0575423j 0.180694-0.737825j 0.520048-0.646825j 0.105809+0.770284j 0.247484+0.0677529j 0.151726-1.05053j -0.216288+0.349058j 1.22462+0.0681065j -0.476988+0.566423j 0.539256+0.988248j -0.246941-0.0630706j 0.193033-0.076868j 0.317668-0.396112j -0.280335+0.334503j -0.471017-0.379037j 0.133407-0.912162j 
-0.302697-0.634078j -0.188073+0.341582j 0.220705+0.224957j 0.288314+1.19474j -0.457402-0.16699j 0.0904472+0.00971963j 0.631058-0.303032j -0.468228-0.346492j -0.535792+0.588486j 0.757279-0.602335j -0.460855-1.37353j 0.661246+1.38731j -0.951392+0.96397j -0.731784-0.918556j -1.18642+0.329995j 0.143524-0.197361j -0.381547+1.26596j -0.0705793-0.411995j 0.180634+0.919111j 0.86698+0.594488j -0.143127-0.0719535j -0.172129-0.153167j 0.288073+0.508049j 0.26696-0.00386747j -0.0907455+0.227699j -0.0282846+0.0423687j -0.206773+0.560725j 0.121381+0.508767j 0.188146-0.364658j 0.294206+0.201294j 0.101365+0.0676036j -0.0449918-0.232385j 0.129227-0.100383j 0.104532+0.385946j 0.449981+0.628549j 0.0589907-0.392884j -0.231215+0.10544j 0.0843415+0.466125j 0.200035-0.0138453j -0.158418+0.404015j 0.301094+0.410096j -0.529112+0.425522j 0.0750803+0.439419j 0.089407+0.473105j -0.746768-0.240863j 0.580483+0.232015j 0.195062-0.583452j 0.127361+0.441501j 0.164256+0.0262084j -0.512876+0.215342j -0.00885022+0.0766844j -0.144727-0.27625j -0.0590633-0.143137j -0.201922+0.123245j -0.306176+0.276339j 0.0252422+0.0238958j 0.462905+0.445762j -0.273425+0.107823j 0.217964+0.316324j 0.140658-0.154131j 0.0186809+0.0983968j -0.0747597-0.0635433j 0.258947-0.0061173j -0.0125871-0.137102j -0.130244+0.00634729j -0.00970056-0.0685528j -0.261005-0.108395j -0.292006+0.0535957j -0.0116803+0.148401j 
0.0159342+0.470804j 0.246168+0.150913j 0.0396022+0.21115j -0.326229-0.126793j -0.0165403+0.969313j 0.255978-0.0311104j -0.0878593+0.520401j -0.696161-0.408181j 1.61932-0.475279j 0.0324636-0.100602j 0.0294386+0.720145j 0.36986-1.12013j 0.0314509-1.05197j -0.0160506-0.239097j -0.587997-0.676639j 0.244598+0.494821j 0.246159-0.0416106j -0.391568-0.170708j 0.0477526-0.298033j -0.241596+0.462493j 0.849776+0.247112j -0.289609+0.58876j 0.119145-0.0257947j 0.251375-0.298193j -0.176991-0.197812j -0.368216+0.0737596j -0.12163+0.0867959j 0.0958027-0.279338j -0.220033-0.161247j -0.0697786-0.391087j 0.519741-0.190113j 0.096024-0.0623627j 0.292984+0.0159405j 0.71629-0.284323j -0.112028+0.0697517j -0.600973-0.249947j -0.0651391+0.139401j -0.0273186+0.239858j -0.638415-1.17293j -0.391396+0.182374j 0.57449+0.659704j -0.289047-0.544501j 1.39604-0.359154j 0.070217+0.571541j -0.00988263-0.111814j -0.665678+1.03628j -0.0138576-0.447449j -0.919872-0.610112j -0.397812+0.305813j -0.0409099-0.0374311j -0.408665-0.196409j 0.423594+0.325706j -0.228391+0.790231j -0.0858597+0.707208j -0.231671-0.3967j 0.0102925-0.101164j -0.103571-0.0435701j -0.12563+0.0666873j 0.953973-0.00797698j 0.351429+0.531877j 0.269094-0.0704779j 0.150647-0.178274j 0.2742-0.37537j 0.222215-0.632147j 0.310887-0.0959772j 0.0200297-0.219035j -0.0106974-0.0147387j 0.103+0.181944j 0.19507+0.111277j 
0.0975685+0.281098j 0.337156-0.129663j -0.678887-0.00947659j 0.265626-1.05738j -0.0917799-0.432735j 0.406521+1.00861j 0.337689-0.171742j -0.441415-0.190211j 0.0160041-0.4009j -0.0324127+0.070619j 0.0903529-0.0334879j 0.494596+0.0188291j -0.45812+0.947741j 0.0472351+0.430608j -0.431142-0.189823j -0.194557-0.432706j -0.453869-0.320892j -0.0865497+0.485601j -0.246728+0.00150762j 0.0236938+0.239449j -0.138143+0.162729j -0.36358-0.162968j -0.107778-0.134826j 0.0606063+0.0889821j -0.0782793+0.305925j 0.169092-0.175757j 0.331452-0.164822j -0.0961686-0.0952119j -0.345959+0.484961j -0.100301-0.0554922j -0.558534+0.421801j 1.16756+0.219256j -0.0766955+1.39902j 0.115283-0.951698j -0.229963-0.602613j 0.108296-1.00268j -0.112668+1.42838j 1.1901+1.0917j 0.272222+0.899099j 0.373447+0.776832j 0.633272-0.430774j -0.126051-0.0142114j -0.00645045-0.342302j -0.222593+0.463984j -0.754699+0.565538j 0.767027-0.0542327j 0.486165-0.175661j -0.600422+0.522017j -0.533125-0.181816j 0.276513+0.757387j -0.765309+0.285438j -0.111792-0.0115041j -0.100581-0.48853j -0.474691+0.479647j 0.216774+0.263232j -0.0849737-0.0810799j -0.675932+0.642166j 0.434488-0.0553633j -0.16533+0.418899j 0.244365+0.21706j -0.00962057-0.508565j -0.0068594+0.0660174j 0.132459-0.000516447j 0.204986+0.116587j 0.181755+0.00130421j 0.479128+0.308326j 0.209992+0.290455j 0.0538129+0.0127367j 0.0103581-0.0481227j 
0.0952288+0.188041j -0.620528-0.47058j 0.268821+0.437968j 0.609375-0.467873j -0.318471+0.738537j -0.342996-0.400045j 0.77406+0.544254j -0.0532013-0.247512j -0.233755-0.499001j 0.358472+0.462714j -0.885933+0.806926j 0.464527-0.385886j 0.0131463-0.625117j -0.412696-0.0133338j 0.39886-0.103969j 0.0707846+0.548764j 0.22714-0.0326495j 0.310666+0.333656j 0.558493-0.403214j 0.100438+0.177318j -0.911908-0.263504j 0.00884911+0.673466j -0.443239-0.124151j 0.0501625+0.134408j 0.189407+0.287294j 0.360765-0.11674j -0.158573-0.356289j 0.0613807-0.328431j -0.436687-0.15367j 0.304158+0.143683j -0.254261+0.915841j 0.181991-0.124223j -0.0491152-0.0487328j -0.0435703+0.440239j 0.203132+0.180044j -0.895596+0.875963j -0.475163-0.0850454j -0.0171212+0.427778j 0.153229+0.119666j -0.644884-0.000160131j 0.587198-0.134968j -0.0250453-0.326495j 1.11707+0.578811j 0.167369+0.484193j 0.405377+0.234498j 0.0948891+0.0773577j 0.275746+0.0478607j 1.23519-0.448592j 0.0359666+0.220267j -0.517523-0.340656j 0.0403701+0.0181753j -0.351-0.432298j -0.0734888+0.325559j -0.305315-0.0364319j -0.477019+0.261173j -0.335149-0.486744j 0.339455+0.493177j 0.116711+0.483328j -0.385592-0.375666j -0.119169+0.229736j -0.206631-0.230547j -0.442147-0.0882512j -0.15478-0.125514j 0.0363234+0.390302j 0.240767-0.502947j 0.14436+0.192714j 0.292626+0.309756j -0.200945+0.441493j -0.308196+0.0557441j 
0.0541111-0.134098j -0.398714+0.0444583j 0.263789+0.298667j 0.206885+0.662257j -0.273497+0.425104j -0.708467+0.04641j -1.73061-0.459353j 0.984782+0.353821j 1.68302+0.0114626j -2.59407-0.201457j -0.164186+0.207995j 0.191654+0.912073j 0.823581+0.0627623j -0.160001-0.43453j -0.136344+0.125112j -0.430445+0.0263448j 0.0448969+0.421331j 0.430727+0.842156j 0.2034-0.276163j 0.00215959+0.0207024j -0.14923+0.051132j 0.290234+0.170078j -0.0218331+0.604057j 0.0474463-0.274028j -0.114463+0.276457j -0.00800798+0.0891581j -0.21656+0.200894j -0.117738+0.0926193j 0.0386751+0.032578j 0.10395+0.0379182j 0.0877605+0.125865j 0.0228488-0.0987693j -0.00388837-0.215367j 0.141517+0.0824105j -0.295109+0.0351087j -0.290086-0.144586j -1.68952+0.549983j -0.334699-0.0921382j -0.513771+0.0955108j 0.777088+0.0826945j -0.00771971+0.250095j 0.678968-0.0186836j 0.341322-0.0918409j -0.91248+0.124304j -0.17119-0.313955j -0.197322-0.0979302j -0.275619+0.771136j 0.000429155+0.302803j -0.496402+0.199977j -0.130907-0.336037j 0.122443-0.020357j 0.0203477+0.0533731j 0.0660651+0.0364671j -0.468583+0.22078j 0.0133833-0.053088j -0.0198596-0.156062j 0.314373+0.101456j 0.406883+0.0481176j -0.00594872+0.0184794j 0.00949372-0.0135025j -0.197494+0.0829527j -0.0338419+0.011028j 0.100673+0.0200745j -0.0947047+0.0119267j -0.191907-0.1143j 0.049177+0.0173643j -0.0200255-0.0459844j -0.061277-0.0238124j -0.0167281+0.0242696j 
-0.353658+0.51947j 0.485752+0.11932j 0.0690417-0.137511j 0.749983-0.503567j 0.0180706+0.28959j 0.132298-0.0295678j -0.651654-0.809742j -0.176806+0.6677j 0.673588+0.720243j -0.670771-0.723165j -0.806863+0.295962j 0.740383-0.731456j 0.681001+0.726355j -0.31526+0.675532j 0.209403+0.660602j -0.0994232-0.0460314j 0.985699+0.257458j -0.423701+0.27187j 0.593539-0.162118j 0.197732-0.693074j 0.0638139+0.186021j -0.217702+0.0202838j 0.417805-0.142695j -0.0117106-0.154623j 0.105574-0.0685987j -0.0648791-0.0273246j 0.502229+0.101305j 0.404641-0.151131j -0.16321-0.465384j -0.0217428-0.388075j 0.177905-0.0417178j -0.166014-0.250048j 0.00892517-0.178089j 0.388396+0.0219648j 1.24192+0.239882j -0.0140127-0.782877j -0.0140843+0.338322j 0.4788+0.285736j 0.320553-0.0893687j 0.36689+0.393646j 0.680528+0.092332j -0.167129+0.854476j 0.259505+0.524854j 0.544701+0.241336j -1.21962+0.386771j 0.856036-0.358225j -0.0469511-0.861109j 0.405205+0.494909j 0.494246-0.244096j -0.274091+0.941414j 0.139333+0.15277j -0.312307-0.362851j -0.146928-0.183227j -0.293616+0.215366j 0.0131483+0.621541j 0.229155-0.0222853j 0.859707+0.194748j -0.379785+0.216411j 0.487034+0.289936j 0.0428144-0.302229j 0.165811+0.227395j -0.0880167+0.00326587j 0.486433-0.197328j -0.107985-0.256757j -0.256956+0.220933j -0.101881+0.0576304j -0.461224+0.0744681j -0.271906+0.248398j 0.156116+0.167257j 
0.226398-0.64701j -0.281859+0.756914j 0.636391-0.31975j 1.02274-1.16907j -0.0737401+0.284524j 0.128608-0.886033j -0.145388+0.0411699j 1.2565+0.0286252j 1.06577-1.13754j -0.443216-0.592628j -0.73009+0.397153j 0.0508632-0.0172368j 0.608947+0.145616j -0.100847+0.958726j -0.213269-0.343884j 0.478562-0.012135j 0.557035+0.0145547j 0.316608-0.0132849j 0.231306+0.54487j -0.120689-0.254902j -0.186514+0.139135j -0.46723+0.116708j -0.206892-0.12716j -0.591457+0.250329j 0.113446-0.501603j 0.106308-0.0364486j 0.0377601+0.11409j -0.0371002+0.635742j 0.619111-0.236474j -0.187255+0.406416j 0.11788-0.103741j -0.0324849+0.522716j -0.462858+0.533709j 0.0885653+0.557814j 0.357055-1.32587j -0.165442+0.622891j 0.46401-0.23747j -0.845234+0.171261j -0.550377+0.212061j -0.710436-0.198672j -0.380035-0.253205j 0.0582901+0.90376j -0.368408-0.648237j -0.0729476+0.304288j 0.0915363+0.101528j 0.475989+0.525933j -0.0470462+0.180854j -0.241798+0.121066j -0.225817-0.148207j -0.175893-0.275499j -0.484847-0.27526j -0.323828+0.341835j -0.226706+0.223757j 0.309519+0.348185j -0.152272+0.150503j -0.11352+0.0666672j 0.288129-0.140836j -0.143627+0.132885j 0.232678+0.508232j -0.0735571+0.282953j -0.14556+0.0518515j 0.118382+0.253562j 0.0435371+0.176528j -0.0164281+0.245604j 0.42358+0.150366j -0.0658485-0.0472536j -0.217479+0.0370729j -0.407937-0.0676355j -0.133906-0.00315813j 
-0.0489729+0.459113j 0.052602+0.695703j -0.687022-0.543462j -0.245551+0.420238j -0.719469+0.742829j 0.608448+0.159679j 0.214151+0.305271j -1.22063+0.0392551j -0.633175-0.0590605j 0.303446-0.107625j 0.230662+0.666192j 0.211529-0.0833379j 0.0646863-0.834566j 0.11081-0.325915j 0.288842-0.071458j -0.742962-0.35259j -0.526445+0.134022j -0.336922+0.180359j -0.420883-0.357663j 0.0756411-0.150707j -0.209578+0.256375j 0.0949874-0.306558j -0.167525-0.160499j 0.168853-0.167287j -0.182374-0.154158j -0.0335961-0.0659809j 0.115335+0.192244j -0.120305-0.0517688j 0.162177-0.00618061j 0.018706-0.20135j 0.122466-0.488132j 0.613802+1.49771j 1.01024+0.171163j 0.14699+0.702851j -0.0804309+0.0440997j -0.660483+0.802614j 0.0477919+0.785842j 0.0551734-0.226396j 0.0645071-2.00104j 0.568442+0.24868j 0.00277112-0.0251416j -0.0636436+0.665202j -0.201364-0.418027j 0.562877-0.30644j -0.0501864+0.176935j -0.0595979+0.325959j -0.0238944+0.383638j 0.368486-0.514959j -0.0634892+0.914564j -0.692937+0.0721545j 0.189936-0.0694345j 0.387669+0.362233j -0.0383287+0.0939465j -0.0886068+0.172115j 0.590732+0.0181234j 0.509069-0.130446j -0.122075+0.230557j 0.392045+0.0602225j -0.00275139+0.457193j -0.0309096-0.0732196j -0.0109267-0.345485j 0.00896669+0.116569j -0.0169768+0.32375j -0.0666484-0.0430684j 0.344101-0.0164811j -0.199746+0.206214j -0.278692+0.116641j -0.213466-0.157324j 0.048014-0.0589575j 
-0.15073+0.0761965j 0.200153+0.225047j 0.135995-0.368046j 0.596001-0.239641j 0.295499+0.0448889j 0.229525+0.495953j 0.0245616+1.07742j 0.174778-0.590214j -0.156071-1.26047j 0.335073+1.75954j 0.10188-0.0470949j 0.786538-0.330071j -0.0269503-0.460806j -0.284098+0.253149j 0.111914+0.138303j 0.137573+0.205356j 0.348548-0.155126j 0.44337-0.372812j -0.265649-0.068607j 0.0327465-0.0484545j 0.086885+0.0928501j -0.0733419-0.290551j 0.412162-0.15666j -0.217461-0.00154151j 0.15661+0.051009j 0.0761908+0.091759j 0.237696+0.111042j 0.152157-0.0156365j -0.0652149-0.0416464j -0.0348004-0.108889j 0.0190907-0.0407999j -0.222051+0.108506j -0.173115-0.194961j 0.369562+0.0217066j 0.140488+0.282708j -0.118292-0.163192j -1.30577+1.91311j -0.43373+0.136798j -0.461163+0.560181j 0.882234-0.513111j 0.154871+0.42452j 0.838353-0.390005j 0.436472-0.28074j -1.14054+0.819017j -0.578616-0.14126j -0.166802+0.0936449j 0.0301716+1.09823j 0.341273+0.632425j -0.360392+0.494363j -0.259006-0.0569356j 0.178456-0.165575j 0.0811308-0.0037427j 0.143104-0.0936472j -0.52534+0.585431j 0.036125-0.0268921j -0.0389282-0.128338j 0.430028-0.235204j 0.427341-0.195609j 0.0739016+0.0414759j -0.056349-0.138754j 0.00456567+0.275j 0.00901208+0.00211463j 0.245793-0.0747104j -0.227242-0.0173198j -0.417064+0.0628822j -0.0663017+0.0586711j -0.181859-0.0497075j -0.0666662+0.0170436j 0.0556618+0.0443871j 
-0.262454+0.141171j -0.0530334+0.066965j 0.252246-0.933833j 0.678191+0.653465j -0.298656-0.288908j -0.588206+0.112882j 0.303029-0.719611j 0.516761+0.641105j 0.62594-0.332179j -0.00886321-0.335685j -0.0216206-0.444757j 0.500957+0.112203j -0.235414+0.265565j -0.329055-0.00311693j 0.0118746-0.450401j 0.32494-0.600944j 0.206304-0.286801j -0.254519+0.0279518j -0.328429+0.00535669j 0.0514006-0.154653j 0.0265099-0.0615824j -0.231973-0.265128j -0.185935-0.0989518j -0.0565993+0.0984324j -0.393732+0.118088j 0.195855+0.46745j 0.0409216+0.095154j 0.23594-0.392213j -0.859431+0.115159j 0.045008-0.0703152j -0.684665+0.346848j -0.585094+1.3844j -0.0761813+0.118895j 0.808584+0.883972j -0.428851+0.345269j 0.904966+0.456923j 0.970423-0.912927j -0.0241854-0.00547714j 0.11099+0.395812j -0.237611+0.395442j -0.690975+0.749087j -0.131404+0.285063j 0.928048-0.287009j -0.166926+0.208331j 0.57909+0.155101j 0.752132+0.591575j 0.155026-0.110629j 0.289989+0.426448j -0.0610183+0.0105068j 0.66249+0.427712j -0.266515-0.456279j -0.0747731+0.130315j 0.229887-0.0940064j -0.614567-0.0685912j -0.0783155+0.0268759j 0.263926+0.219543j -0.457358-0.159289j -0.0535492-0.0707456j -0.0532054+0.0937384j -0.283568-0.237325j 0.506351-0.511294j 0.0196581+0.00207057j -0.0885095+0.0672338j -0.1572+0.24352j -0.181126-0.272j -0.249534+0.278281j 0.201889-0.000493617j 0.185795+0.27824j -0.08639+0.0495018j 
-0.634864+0.373586j 0.784223+0.556172j -0.769644-1.01248j 1.35352-0.440207j 0.875759-0.0604406j -1.42232+1.04316j 0.42058+0.536452j -0.10341-1.32562j -0.112189+0.136589j -0.137156-0.0428032j 0.305593+0.372911j -0.0515049+0.582107j -1.52507-0.588768j -0.211413+0.146962j 0.106322-0.425024j 0.249384-0.447597j 0.119974-0.771742j -0.880804-0.0368727j 0.191441-0.379865j -0.514572+0.180747j -0.235193-0.135294j 0.288918-0.309123j 0.174135-0.0974348j 0.107532+0.201483j -0.47033-0.0482834j 0.321651-0.00146961j 0.402936+0.371156j 0.121884-0.153934j -0.147975-0.390185j 0.170712-0.245895j -0.175497-0.52024j 0.355593+0.57816j -1.13406+0.154217j 0.664692-0.434738j 0.505918-0.681322j 0.625203-0.20297j -1.23636-0.243127j -0.806664+1.1892j -0.603183+0.234517j -0.716156+0.428379j 0.63216+0.232305j 0.250506-0.212847j -0.349909+0.0525533j -0.139318-0.20673j -0.47439-0.576459j 0.0179423+0.233215j 0.0473738+0.207784j -0.459923-0.552995j 0.119501-0.496829j -0.686511+0.0105429j -0.323805-0.225546j 0.0125199-0.0285806j 0.190504+0.0576363j 0.0192823-0.328659j -0.127709+0.146738j -0.0558258-0.151653j -0.405527-0.42811j 0.00522683+0.402835j -0.187295-0.179978j -0.0403986+0.405894j 0.0793018+0.115289j -0.00700574-0.0126284j 0.00257913+0.0967429j 0.114866+0.137759j 0.180245+0.180393j -0.12241+0.257958j -0.204227+0.256445j -0.0984217+0.00825513j 0.0402123-0.0493126j 
-0.692497+0.0760642j 0.500361-0.0776289j -0.239832-0.222311j -1.63485-0.464847j -0.25992-0.218469j -0.407562+0.334977j -0.119966-0.0199202j -0.582883-0.589428j -0.870336-0.351171j -0.629481+0.44713j 0.336296+0.281106j 0.335968-0.102418j 0.607259-0.134192j 0.840111-0.0471663j -0.353681+0.2818j -0.00804389-0.353984j -0.0253948-0.283945j 0.126382-0.267501j 0.398254-0.219026j -0.0459421+0.147037j 0.130799+0.25568j 0.0623508+0.320124j -0.0224113+0.188939j 0.289834+0.391015j -0.22924-0.0838443j -0.176281-0.121618j 0.0146751-0.153164j 0.583428-0.0570016j 0.31766-0.701499j 0.401421+0.00787342j 0.0858995+0.389034j -0.293484-0.290089j -0.0881124+0.679589j 0.201564+0.41382j -0.823306-1.14965j 0.484356+0.158358j 0.452056-0.822654j -0.27551+0.671132j 0.0896976+1.45755j -0.822699+0.229055j -0.619403+0.0414478j 0.506004+0.496066j -0.420569-0.194278j -0.208303+0.629661j 0.252043+0.0708137j 0.920028+0.153595j -0.0319287-0.163435j -0.158594+0.73081j -0.298173-0.423899j 0.055894-0.229619j -0.697746+0.0523414j -0.466558+0.338143j -0.0438972+0.248319j 0.440494+0.143379j -0.298317+0.328926j -0.396248+0.258586j 0.393885-0.336811j -0.360137+0.0859285j 0.565539+0.269785j 0.104407+0.225723j -0.0836454+0.347179j 0.25149+0.152988j 0.124773+0.000527514j 0.140486+0.27029j 0.200941-0.117159j -0.0548752-0.22965j 0.0381561+0.0560609j -0.334488+0.281837j -0.161259+0.0604542j 
-0.262477+0.200069j -1.41289+0.41333j 0.963198-1.1597j -0.0683583+0.062506j -1.39791-0.859062j 0.618588+0.917595j -0.461473+0.407195j -0.331837-0.91746j 0.763512-0.424944j 0.357748-0.0772818j -1.18172+0.156061j 0.193691+0.439747j 0.960587+0.21415j -0.0144018+0.149269j 0.256584+0.163005j 0.358482-0.876201j -0.123325-0.492666j -0.260453-0.172837j 0.241349-0.628289j 0.254108+0.0636032j -0.477746-0.416016j 0.267925-0.208162j 0.220486-0.440131j 0.0410732-0.0862973j 0.382285-0.308977j 0.0506174+0.0567601j -0.339648+0.231351j -0.243428-0.169095j 0.0450839+0.146657j 0.0260739-0.107629j 0.372015+0.0443092j -1.46925+0.788396j -0.491746+0.807712j -0.720252+0.305825j 0.292892-0.382088j -0.821036-0.420363j -0.383299+0.146606j -0.173001-0.0222271j 1.15847-0.0457497j -0.298306+0.174708j 0.0385834-0.241327j -0.571334+0.208353j 0.369644-0.193587j 0.0727702+0.342318j -0.1212+0.0918154j -0.141102+0.229547j -0.220412+0.0276899j 0.311539+0.281539j -0.627809-0.152606j -0.141836-0.49911j -0.0557561-0.0271265j -0.416252+0.237033j -0.160916-0.038492j -0.245856+0.0953979j -0.16619+0.444178j -0.0129072+0.309335j -0.0272643-0.0525659j -0.0984041+0.332487j -0.366397+0.0923641j -0.0181564+0.0566446j 0.266248+0.0340696j -0.135611+0.0693915j -0.217741+0.000441425j -0.122048+0.0645915j 0.107413+0.319807j -0.180321-0.122218j -0.144244-0.173958j -0.0511819-0.234237j -0.0113786-0.0618813j 
0.641938+0.357888j 0.087562-0.824613j -1.05818+0.914184j -0.535136-1.47852j -0.158397-0.483133j 0.956776+0.866166j -0.372421-0.373828j -0.564557-0.297903j -0.230917-0.222762j -0.1639+0.0375763j -0.17627-0.170139j 0.030029-0.404458j -0.0791593+1.04271j 0.153395+0.367245j -0.485161-0.0548544j -0.556969-0.010628j -0.644178-0.170911j 0.117708+0.602477j -0.0895013+0.167999j 0.00240373+0.286241j -0.0748371+0.0114645j -0.394826+0.0877541j -0.131138-0.0427076j 0.0889766-0.0206866j 0.194323+0.496106j 0.188681-0.437125j 0.158091-0.429138j -0.42051-0.079013j -0.410636+0.373777j -0.299749+0.0665597j -0.365916+0.0439901j 1.10699+0.699867j -0.623186+0.230795j 0.691378-0.868528j 0.327889-0.271156j 0.730122-0.584624j -1.04952-0.292945j -0.310484+0.970574j -0.573443+0.202158j -0.178775+0.501296j 0.94277+0.236523j 0.0788695-0.31412j 0.0251479-0.229973j -0.112325-0.227161j -0.302659-0.482152j 0.265395+0.0930296j 0.261793+0.148516j -0.328444-0.662302j 0.226497-0.296775j -0.225099+0.236118j -0.439693-0.300763j 0.159083-0.152057j 0.285367-0.189035j -0.305455-0.0962622j -0.111494+0.0270296j 0.110335-0.312001j -0.746355-0.0261319j 0.0837353+0.253876j -0.281889-0.180076j -0.217533+0.330088j 0.095767-0.403844j -0.0789369-0.0639578j 0.0450457+0.0931781j 0.0837651+0.239486j -0.0431863+0.126715j 0.0796456+0.533346j -0.0533764+0.121928j 0.180203-0.0349608j 0.0402147+0.0140572j 
0.209472+0.0489734j -0.475114-0.958853j 1.66705+0.90665j -0.144023-0.124492j 0.12087-1.50586j -0.172973+0.700743j -0.00923298-0.218994j -0.16389+0.42361j 0.75204+0.582896j 0.350069+0.184491j 0.170329-0.819514j -0.178187+0.240147j -0.500388+0.834437j -0.158088-0.23591j 0.0766571+0.0792123j 0.788804+0.173537j 0.186049-0.10283j 0.276793+0.105696j -0.0482876-0.293376j 0.207738+0.363251j 0.187887-0.241865j 0.391506-0.181269j 0.209854-0.0602769j 0.123584-0.111491j 0.0117637+0.11814j -0.425234+0.102436j -0.0547286-0.225402j 0.287789-0.083624j -0.329999-0.235755j 0.0591468-0.0989945j -0.5854-0.35452j 0.244866-1.62842j -0.18461-0.628504j -0.219741-0.500055j 0.283645-0.0320454j 0.530033+0.266929j 0.19922-0.0373912j 0.402494+0.230454j -0.696853+0.523955j 0.454734-0.126887j -0.404563+0.531043j 0.350827-0.209521j 0.156827+0.362504j -0.162198-0.249586j 0.104225+0.152538j -0.0479646+0.0793295j 0.30794-0.0178822j -0.516181+0.14307j 0.402957-0.0095852j 0.248559+0.59414j 0.211558-0.0583642j 0.227556-0.221973j 0.340584-0.0722507j 0.104053-0.44308j 0.0349827-0.280131j 0.0310582-0.0401772j -0.200443-0.20991j 0.316899-0.418115j 0.057-0.145875j 0.203039-0.21661j -0.0646197+0.234986j 0.0589623-0.0875893j 0.238225+0.113209j 0.010243-0.249635j 0.134498-0.426635j 0.058937+0.137037j 0.0714535+0.3526j -0.124598+0.273866j 0.0147284+0.0142876j 
-0.3968-0.20713j -0.672368-0.321877j 0.422382-0.391719j 0.234903+0.337784j 0.517398+0.0620999j -0.268801+0.340735j -0.544491-0.0783601j 1.10735-0.689633j -0.276455+0.212987j 0.0258183+0.0870523j -0.412621-0.407018j -0.406183+0.044412j 0.0496267-0.028393j -0.0999211+0.0736115j -0.109148+0.23514j 0.2275+0.204393j 0.338758-0.090348j -0.0624809-0.562498j 0.661832+0.242938j -0.178803-0.115699j 0.264631-0.367164j -0.00073222+0.402165j 0.411822+0.290272j 0.00720307+0.0354254j 0.477267+0.314946j 0.28544+0.0930054j -0.392184-0.0739549j -0.145395-0.341744j -0.210447-0.20577j 0.0696057-0.025554j 0.487343+0.666407j 0.246279-0.0946251j 0.310704-0.576159j 1.01616-0.210794j -0.689863+0.679674j 0.646374-0.310798j 0.413001-0.32189j -0.101789-0.335619j -0.614177+0.326881j -0.152456-0.147154j 0.316889-0.0986346j 0.540638-0.0692314j -0.765792+0.115968j -0.0859479-0.115015j 0.227029-0.073059j 0.370455-0.535909j 0.12408-0.143223j 0.140929-0.186441j 0.343519+0.0870988j 0.0349334+0.000444441j -0.195297+0.261384j 0.211119-0.21067j -0.209578+0.200245j 0.237969+0.258368j -0.0194068-0.346598j -0.181396-0.391573j 0.418442+0.265029j -0.362449-0.0836089j 0.611586-0.0411586j -0.133162+0.163496j -0.225836+0.0267271j 0.183845-0.0453193j 0.117783-0.242893j 0.0941291+0.178532j -0.351945-0.0665953j 0.215534-0.128045j 0.170268-0.112043j 0.13608+0.105103j 0.0101226+0.0391716j 
