0.0173747-0.0128954j 0.00231963-0.027941j -0.0341325+0.0723206j -0.0299306+0.00645839j 0.00890108+0.0254152j -0.015244-0.00790507j -0.0108137-0.0387338j 0.062136+0.00615173j 0.030112+0.0174744j 0.00193657+0.000513323j 0.0201773-0.0322359j -0.030102-0.0125383j 0.0209741-0.0241118j 0.0257005-0.0189746j 0.0146551-0.0093646j 0.0143722-0.00367566j -0.0424017+0.0295723j 0.00400618+0.0238154j -0.0133875-0.00223758j -0.00672796+0.00631287j 0.000872898-0.00560165j 0.00356941-0.00936399j -0.00407209+0.00354917j -0.0170662+0.00207784j 0.0186331-0.0151526j 0.00389417-0.0352353j -0.0139096+0.00965029j 0.0236084-0.0253928j 0.00220451-0.0283364j 0.00179346+0.00851374j 0.00727822+0.000722948j 0.00247738+0.0181481j -0.0111761-0.0114863j 0.0196836-0.00904546j -0.00128108-0.00427826j 0.0180652-0.00776401j 0.0294773+0.0311147j -0.00107324+0.0172019j -0.00284855+0.00755867j -0.000715037+0.0249056j -0.0154312-0.0135282j 0.00159496-0.00225781j 0.0219638+0.00787649j 0.047509+0.00166684j 0.000142249-0.00628108j 0.0271001-0.0123824j -0.0153251+0.00829348j 0.0205853-0.0271089j -0.0226987-0.00682317j 0.0289335-0.0177949j -0.0094869-0.00607663j -0.00611954-0.0116685j 0.0341987-0.00347589j -0.0256315+0.00638463j 0.0463092-0.00403888j 0.0288228+0.0261972j 0.000927004+0.0158253j 0.00199671-0.0234198j -0.00134194+0.0275902j 0.0100711+0.0372379j -0.00931202-0.0382067j -0.0131505+0.00739443j 0.0608878-0.00707085j 0.0154793+0.00739319j 0.00373465+0.0178957j 0.00720706-0.0228658j -0.0061138-0.0108517j 0.00816948+0.0022958j -0.00283268+0.0508385j -0.00594168+0.0125788j 0.000333675-0.0288163j -0.0275927-0.0353459j -0.00421754+0.00343437j -0.00144504+0.00812779j -0.00769466+0.00332258j -0.00619246-0.0106546j -0.00992441+0.0527971j -0.0176791+0.0103874j -0.0201019-0.0204474j -0.025786-0.0169709j -0.0544072+0.0134325j 0.0275156+0.0680645j -0.0315222+0.034786j 0.056407+0.024607j 0.0297929+0.0322108j 0.00250299-0.0175524j 0.0273731+0.0382064j 0.0283543-0.0329606j 0.101668+0.00651305j 0.00872643+0.0245446j 0.011736+0.00473422j -0.0256874-0.0969196j 0.163391-0.017889j 0.00130895+0.0162j 0.0306962-0.0167431j 
0.015835-0.00711937j 0.0133092-0.00464332j -0.037688+0.00572283j -0.00427132-0.0152629j 0.0220775+0.00348231j -0.00341939+0.0354826j 0.0210694-0.00551082j 0.00377342+0.0163538j -0.00408173+0.0253447j -0.0114872-0.0250028j 0.00634983+0.00108948j -0.00885749-0.014231j -0.00113018-0.0163148j 0.0322198-0.0160074j -0.00384906+0.0240603j -0.00710472+0.00789418j -0.0125947+0.0204206j 0.010826+0.00856323j 0.00300349+0.002798j -0.00234885+0.0125878j -0.00114468+0.00136146j 0.00936604+0.000858707j 0.00059559+0.0084737j -0.00309816-0.00777803j -0.00588361-0.0102631j -0.00525145+0.00304574j -0.0150935+0.00239895j 0.00313898-0.0189825j 0.0158852-0.0028048j 0.011424+0.0108646j 0.0319853-0.0100556j 0.0234614-0.00435329j -0.0220365+0.00301906j -0.0174071+0.00091409j -0.000437548+0.0091912j 0.0164806-0.0150963j 0.00336382+0.0205988j 0.0154416+0.00832808j -0.000443897-0.0142339j 0.00490073-0.0017847j -0.00423321-0.0169674j 0.00111407+0.0112526j 0.00141298+0.00422427j 0.00615366+0.00860585j -0.00332838+0.0157592j -0.0175978+0.00170235j -0.00718404-0.021661j 0.00578065-0.0274825j 0.0126841-0.0120127j 0.0128214-0.0038133j -0.00558205-0.0185929j -0.0014015-0.0199652j -0.00572383-0.00452438j -0.0108395-0.00272069j 0.00645642-0.0239801j 0.0182801+0.0251054j -0.0146051+0.0160483j -0.041818-0.00432641j 0.00823077+0.0222676j 0.021265-2.63234e-05j 0.00347759+0.000954855j -0.019351+0.000527936j -0.00110761-0.00401559j 0.00166038+0.0100886j 0.0179616-0.000834207j -0.00297428-0.0227678j -0.0121258-0.028258j 0.00933634-0.00262911j -0.0037584+0.0217744j -0.0103477-0.00385782j 0.0167443+0.000770241j -0.00385198-0.0147914j -0.0163296+0.00979606j -0.0112541-0.0173279j 0.000653173-0.000916069j -0.00362848+0.000654692j -0.00156087+0.00279751j -0.0116967+0.0155746j 0.0262049+0.00324209j -0.0222518+0.0155345j -0.00387683+0.0125388j 0.00399365+0.00247566j -0.00464413-0.00229294j -0.00180484-0.0228245j 0.0152493-0.0124863j -0.00218511-0.0161249j -0.00769858-0.0173743j 0.0108387+0.00547977j 0.00208922+0.000842185j -0.00488294+0.00266621j 0.00260712-0.00886001j -0.0286418+0.00367479j 0.00710335-0.0125988j 0.00375978-0.00577949j 0.00162571-0.00410547j 
-0.0135225-0.0012198j 0.0143218-0.0191501j 0.0122262+0.0146585j -0.0189562+0.0020655j 0.00887752-0.0189905j 0.0215254-0.0037329j 0.000655155-0.0235497j -0.0178948-0.00270374j 0.00885481+0.00859034j -0.0376819+0.00578861j -0.0198272-0.00974331j 0.0312144+0.0154763j -0.00788456-0.00445733j -0.0166197+0.0233489j 0.014941-0.0200263j -0.00932359+0.0033552j 0.00447125-0.0200676j 0.0123136+0.0168404j 0.00592196-0.013367j 0.00632811+0.00871442j 0.000949821-0.00446532j 0.0244813-0.0241601j -0.00671196-0.00875577j -0.00852759+0.00607795j -0.00530252-0.000552455j -0.015036+0.00569699j -0.00313537+0.0218226j -0.00235208-0.0120162j 0.0196386-0.00833567j -0.00432221+0.00319467j -0.0151629-0.016612j 0.00056218-0.00909362j 0.00874013+0.0268051j -0.00507835+0.00530164j 0.0139505+0.00809799j 0.00940102+0.018485j -0.00412016+0.0158066j 0.0157604+0.0158845j -0.0131948+0.00143811j 0.024706+0.00576515j 0.000278115-0.0100583j -0.0154393+0.00609926j 0.0145171+0.000688214j 0.0233082+0.00420752j 0.00657714+0.00235178j -0.00695283-0.00381292j 0.0199582+0.00581362j 0.00177993-0.00802862j 0.00648642+0.00168274j 0.0163696+0.0109689j -0.0206816+0.000121915j 0.00118172-0.00451682j -0.00159269+0.0118001j 0.00956064+0.00597887j -0.0183057+0.012046j -0.0114368+0.014896j -0.00482773+0.00228897j 0.0146221+0.000603392j -0.018004-0.00752351j -0.000215358+0.00647597j -0.00209698-0.0113504j -0.0181715-0.000215904j 0.00357184+0.00185245j -0.0104222+0.020056j -0.0167018+0.0120711j 0.00485953+0.00420776j -0.00625132-0.00516894j 0.00787661+0.00930912j -0.00635466-0.00159015j 0.0063767-0.0115705j 0.0182128+0.00801878j 0.0176591-0.0081296j -0.00526846-0.00653443j -0.014274+0.0027024j -0.00690156-0.0245875j 0.00782616-0.0124333j -0.00514942+0.00503541j 0.00164562+0.00990563j -0.00439671-0.000523397j -0.012827+0.0151047j 0.00308026-0.000839098j -0.0133669+0.00759232j 0.000801458+0.000214793j -0.018738+0.00448454j -0.00733811-0.0147786j 0.0036965-0.00605516j 0.000858784+0.00155414j -0.0229036+0.0141926j -0.00491704-0.00900175j 0.00314594-0.00826905j 0.0103979-0.00704297j -0.010345-0.0029089j -0.0172656-0.014581j 0.00169273+0.0026388j -0.00269585-0.00377585j 
0.00732758-0.0095647j 0.00315047+0.00444385j -0.014319-0.00963857j 0.0182968-0.0169514j -0.010914+0.0167015j -0.0154053-0.0112467j 0.0103944+0.0114339j 0.0106238-0.00303919j 0.00123331+0.01024j -0.0130737-0.0122913j -0.00219105+0.0101759j 0.00306091+0.0173882j -0.0177754+0.00605294j 0.0110035-0.0250122j -0.000504576-0.00879753j -0.00531109+0.0192685j -0.0184267+0.0025022j 0.0143486+0.000453604j -0.0166847+0.0115583j 0.00773959-0.00225436j -0.0138848+0.0111646j -0.0142707-0.0196937j -0.00297353+0.00812545j -0.00810121+0.00367138j -0.0205668+0.00143176j -0.0022993+0.0112822j -0.00791591+0.00181447j -0.00416581-0.00447162j 0.00486498-0.00764893j 0.00721239+0.0114578j 0.00760275+0.00730943j 0.0224601-0.00536662j -0.00921912-0.00446302j -0.0192701-0.00676146j 0.00196521-0.0224801j -0.00257754+0.00339565j 0.00471736-0.00182657j 0.00436141-0.00621198j 0.00613747-0.00602346j 0.00824828+0.00501673j -0.0171124+0.00433889j 0.0125586+0.00290846j -0.00737527-0.000460735j 0.0136112-0.010833j -0.00786526+0.00116457j 0.0130019-0.00485097j -0.00743739+0.0121881j -0.0119767+0.00374395j -0.00324611+0.00105826j 0.00801541-0.0068j -0.00292625-0.00825511j 0.0167016-0.0013538j 0.00470851+0.0136457j 0.00555712-0.00249098j 0.0132269+0.00730587j -0.0100559-0.00230147j -0.00216368+0.0162564j 0.00454289-0.00570982j -0.0115882+0.010848j -0.000539316+0.0279212j 0.0155554+0.0213635j 0.00518342-0.00425931j 0.00940766-0.01005j -0.0155188-0.00160241j 0.015258+0.00354149j -0.00240053+0.00536223j 0.00575866-0.0134533j 0.0021843+0.00420825j 0.0156162-0.014561j -0.00127601+0.00558726j -0.0131098-0.0123575j -0.00737487+0.000444131j 0.00605669+0.00576591j -0.00957013+0.0264043j 0.0159257+0.0051711j 0.00820492-0.0101589j 0.00378744+0.00715272j 0.00165174-0.0104815j 0.00193158-0.00834742j 0.0122145-0.0159153j 0.00299718-0.014724j 0.00122289-0.0149059j -0.00461742-0.0123843j 0.00305762-0.0169748j 0.0157355+0.00162901j -0.00207297-0.00228692j -0.00447807+0.012872j 0.00804699-0.0078414j -0.00579815+0.00299355j -0.00294315-0.00203419j -0.00727888-0.000263789j 0.00104312-0.00273853j 0.00695318+0.00423698j -0.00316357-0.00254086j 0.00362346-0.00151158j 
0.00936587+0.016369j -0.00019126-0.00751547j -0.00831649-0.0135629j 0.00868332-0.00972431j -0.0201162-0.0101289j 0.023189-0.0275207j 0.000707938+0.00817335j 0.025662-0.00431965j -0.0328185-0.0095958j 0.0175408-0.0257818j 0.0134702+0.00382179j -0.029744+0.0174261j -0.0193919-0.0043247j -0.00180715-0.0156765j -0.0106049-0.0183204j -0.000622714+0.00804295j -0.000160597+0.0151673j -0.00729333+0.00413257j -0.00306934-0.0107174j 0.000505151-0.0264249j -0.00334795-0.00856335j -0.000698581+0.00741698j -0.00557573+0.00431123j 0.00545529+0.0042217j -0.00322458-0.00903788j -0.00755062-0.0120702j 0.000894168-0.00836772j -0.0152279+0.009929j -0.0227839+0.00363994j -0.0121202+0.00723194j 0.00470013+0.0145245j 0.0024871+0.0164949j -0.00933372-0.000174542j 0.0155592-0.00746649j -0.00643654-0.00563022j 0.0413885-0.0238892j 0.00726823+0.0183786j 0.0170023-0.00269851j -0.00684048+0.00775595j -0.00952718+0.00367495j 0.0194106+0.0143203j -0.0170158-0.00796499j 0.00306624+0.0084507j 0.00784952-0.0126099j -0.00854453-0.00937095j 0.00675457+0.0152754j -0.0142907+0.00160671j 0.00764175-0.0163874j -0.00287004+0.00914798j 0.0283561-0.0116802j -0.00340953-0.0107452j -0.00664934+0.0007885j 0.00410821+0.0253933j -0.0261943+0.00367769j 0.00157873+0.0247299j 0.0278787+0.0135621j 0.0115646+0.0126743j 0.0121518-0.0115615j 0.00171874+0.00387859j -0.00351799+0.0162917j 0.0211954-0.0219855j -0.00908018+0.0045655j 0.0101769-0.0106263j -0.0119826-0.00226019j -0.00290309-0.00672138j 0.000487335+0.00191634j -0.0202348-0.020936j -0.005506+0.0152251j -0.0168374+0.00251804j -0.00131378+0.00302671j -0.0125528+0.00891151j -0.0119349-0.000627338j -0.0246002-0.0119813j -0.0406297+0.00536188j 0.0168797-0.00909527j 0.0104455-0.00876459j 0.0171606-0.000858006j 0.0249225+0.014342j 0.00686846+0.00283995j 0.0133155-0.00113349j -0.0196421+0.00400773j 0.0158739+0.0306403j 0.0271526+0.000533958j 0.0223552-0.0107797j 0.0488926+0.0184748j 0.00735877+0.0128069j -0.00744161-0.0149549j 0.00608097+0.0260606j -0.0118157-0.0277273j 0.028279+0.00694401j -0.00302346+0.00246972j -0.0474925+0.00940027j -0.0100136-0.0269415j 0.00440804+0.00181925j -0.00311055-0.0137775j 
0.00125241-0.00214883j 0.00683547-0.00866027j -0.0263184+0.0225081j -0.0108435-0.0135958j -0.025206+0.0572047j -0.0327572-0.00769231j 0.00440556-0.0210312j 0.0178581-0.0164028j -0.00724632+0.0107674j 0.0195551+0.00591306j 0.0121289+0.00759941j 0.0360865+0.0117342j -0.0142068+0.00237191j 0.0114326+0.00385438j -0.0306366+0.0115078j -0.00889817+0.00019144j 0.00401258+0.0109968j -0.022924+0.0211255j -0.00095192-0.0129056j -0.0186103+0.00122901j -0.0248372-0.0141556j -0.000390952+0.000197673j -0.00818664+0.00643196j -0.000980685+0.00269073j 0.0102361-0.0184578j 0.00340916-0.00920897j -0.00485754+0.0108565j 0.0105475+0.00856526j 0.0068912-0.00377621j -0.00730074-0.000107644j 0.0154134+0.00371319j 0.00740106+0.0334769j -0.00461058-0.00787153j -0.0169995-0.0190465j 0.0132528+0.00600326j 0.000361735-0.0143754j 0.00191552+0.0398235j -0.0025341+0.00657857j -0.00789863-0.0128452j -0.0170133+0.0131204j -0.0122281-0.00844494j 0.0117968-0.021679j 1.44793e-06+0.0178613j 0.0226808-0.0108865j -0.0241946+0.00310033j -0.0116147-0.00223548j 0.00972091-0.00686494j -0.0140103+0.00620873j -0.0225016+0.00925447j 0.0180547-0.0114756j 0.00986357-0.0300264j 0.00183458+0.0126607j 0.0164528-0.00629957j -0.0192654-0.00802891j 0.00656739+0.00587588j -0.013061+0.00382481j 0.024967+0.0154339j -0.0178375+0.00694172j -0.0152773+0.0429324j -0.00539972+0.0011002j 0.0471368+0.00709693j 0.0248824+0.0217324j -0.0137804-0.0431931j 0.00699746-0.0085098j 0.0297354-0.0206352j 0.00262826-0.0048869j 0.0104733-0.0183264j 0.00487193-0.0264144j -0.00903905+0.00359293j 0.0239111+0.0104192j 0.0041384-0.00299507j -0.0203132+0.0127358j -0.0160576+0.00680424j 0.00910616+0.00191683j 0.00634006+0.0183074j -0.0147162+0.00403158j -0.00467351-0.0114915j -0.0277009+0.0173202j 0.00153387-0.000393953j 0.0018834+0.00151721j -0.011938+0.0133955j 0.0215435-0.00116541j -0.00614125-0.0276153j 0.00143672-0.0232361j 0.0193313+0.0257098j 0.00602159+0.00531439j 0.00124665-0.00476835j 0.0107051+0.00759023j 0.00882293+0.0302078j 0.00394767+0.006995j -0.015091+0.00176318j -0.00494918+0.0154851j 0.0156057+0.0101484j -0.00130215-0.00603878j 0.00413576+0.00436623j 
0.0123822-0.0156328j 0.00793697+0.0108764j -0.0116956+0.0123253j -0.00344401-0.013764j -0.0108569+0.00629554j 0.00586783-0.00838931j 0.00554266-0.00509585j -0.0127165-0.000289637j 0.00583525+0.0173816j -0.00852448-0.000270661j 0.00435891+0.00653323j -0.0123684-0.000310947j -0.0345249-0.0122445j -0.000436104-0.00503473j -0.00183964-0.00123113j 0.00960021+0.0349735j -0.0215301+0.00636409j 0.00149752+0.00137241j -0.00393934-0.00727655j 0.0073049-0.00473532j 0.00193298-7.66221e-05j 0.00120463+0.0006771j 0.00278086+0.00917652j -0.00661292-7.47646e-05j -0.00678302-0.00464514j -0.0120286+0.0039044j -0.00543487-0.00747388j -0.00944601+0.00230024j -0.0118401-0.00322672j -0.00853399+0.023995j -0.000696336+0.0191515j 0.018911+0.00886895j -0.00780684-0.00442567j -0.00487668-0.0141405j -0.00689464-0.00404407j 0.0151311+0.00503217j -0.000698185+0.00167834j 0.0191511-0.0102688j -0.00395426+0.00841831j 0.020005+0.00992614j -0.00353741+0.00357007j -0.00741997+0.000709575j -0.00759599-0.0209246j 0.00806645-0.00954513j -0.0144958+0.010671j 0.00212315+0.00344304j -0.0108966-0.00152174j 0.00206958+0.00470886j -0.00379872+0.0144483j 0.0148625-0.0213686j -0.00393393-0.00718626j -0.0101645+0.014449j 0.00487249+0.00123088j 0.00702253-0.00193818j 0.00964688+0.00696826j 0.0124758-0.00713838j 0.0114079-0.0057656j 0.00320188+0.0137708j 0.000319366+0.000674324j -0.00259842+0.0104155j 0.00826144-0.012445j -0.000563424-0.00726148j 0.00597436+0.0063782j 0.00309465+0.00955407j 0.00973386-0.00527558j 0.00655851+0.00732711j 0.00289857-0.00125511j -0.00636331+0.00646637j -0.00873008-0.00324078j 0.00223105-0.000124668j 0.00142202+0.0161656j -0.00904796+0.00670929j -0.00536023+0.0113446j -0.0122681+0.00303226j 0.0228227-0.00410809j -0.00351987+0.00137862j -0.00591613+0.00256475j 0.00360364-0.00955169j -0.0099239-0.00429754j 0.0102861+0.0120558j -0.0091636-0.00127006j 0.0197135+0.00965742j 0.0104719+0.000552715j -0.00620389-0.0047644j -0.00401673+0.0085014j 0.0118577+0.00649431j -0.0162651-0.0136549j 0.0123019-0.00709809j -0.0031326+0.0012115j 0.00165553+0.00524723j -0.0030046+0.00543933j 0.00122291-0.00414305j -0.00229918+0.00281579j 0.00115127-0.00236257j -0.00221904-0.000539416j 
0.0127934-0.00230249j 0.00109718+0.00487268j -0.0429421+0.00159377j 0.00542261+0.00757397j -0.0349747+0.00955094j 0.0112185-0.00899801j 0.0347969-0.0327451j 0.0147415-0.0136806j -0.00475314-0.0240743j 0.00392247+0.0224784j 0.00290805+0.0154525j -0.0155501-0.0175277j 0.0185142-0.0165996j -0.00209055-0.0208261j -0.00900975-0.0201718j -0.00751132-0.00603149j -0.0182568+0.0187146j -0.00288561-0.0180821j 0.0106161+0.0151681j 0.0070354+0.00306167j 0.0146204+0.00868667j -0.0359341-0.00406987j 0.00112054+0.033679j -0.0133703-0.016373j 0.0155515+0.00336471j -0.00499881-0.00814655j 0.0191315+0.00428356j -0.00277639+0.00447788j -0.0100666-0.0164073j -0.0131553-0.00756322j -0.00428797+0.00771255j -0.00716261+0.026304j -0.0111771+0.00525758j 0.0144938-0.0239452j -0.0172244+0.0220176j -0.0196786-0.00739978j 0.00642514-0.0131003j 0.00532951+0.00597988j -0.0102898-0.001217j 0.000428809+0.00128293j 0.00626545+0.0293444j 0.0130766-0.0196532j 0.0343798+0.0072956j -0.0117123+0.00733118j 0.00481598+0.00428851j -0.0127544-0.0276048j -0.0131494+0.00191096j 0.0170111-0.00485365j 0.00853574+0.00668364j -0.0194315-0.00101937j 0.0316825+0.0222275j 0.00580701-0.00963284j 0.00931018-0.00536191j 0.00355698+0.0277988j 0.00257074+0.0343357j 0.00871577-0.00112373j 0.0175742+8.06474e-05j 0.0178052-0.000515577j -0.00301809-0.0100202j -0.00896078-0.0200645j -0.017819-0.0157388j -0.011356+0.0175082j -0.0340864-0.013771j 0.00593649-0.011441j 0.0132021-0.0163722j -0.0149167+5.4586e-05j -0.000938192+0.0406985j -0.0211952-0.00252101j -0.00559904-0.00851408j 0.00602284-0.000183274j 0.0115969+0.0068399j -0.0265822-0.000852542j -0.00422862+0.00635764j -0.0106605-0.0114125j 0.0200234+0.0282095j 0.00135511+0.0147876j 0.012341-0.0444746j -0.0103662+0.000303462j -0.00851356+0.00918925j -0.00114746+0.0355349j -0.0079307+0.0161914j -0.0132162+0.0181064j 0.0368844-0.0304619j 0.00475336+0.0147727j -0.0226818+0.0117816j 0.0129761+0.0339856j -0.0162394-0.0137124j -0.0236679+0.00226553j -0.0211986+0.0279499j 0.00427092-0.00294004j 0.00551671+0.0121253j 0.0155139+0.0213363j -0.00735313+0.0126496j -0.00360134-0.00706118j -0.00293407+0.0039559j 
0.00226817-0.0158385j 0.00210242-1.69901e-05j 0.0257697+0.00430449j -0.00432897+0.0272578j 0.00161437-0.00478842j -0.000262121-0.0020803j -0.0372828+0.00808062j 0.0361735+0.0158374j 0.0249626-0.0227659j 0.0202027+0.0298773j -0.00921514-0.00342525j 0.00371216-0.0211065j 0.0251123+0.012252j 0.0094055+0.0381943j -0.00109016-0.00414446j 0.00462562+0.00332956j -0.0196112+0.00453723j -0.00327892-0.00116573j -0.0115563-0.021236j -0.0068901-0.00422523j -0.00842493-0.0225673j -0.00397384+0.0117089j -0.0149076-0.00589024j 0.00290924+0.00155691j 0.0131528+0.00384661j 0.012198-0.0187345j 0.00120874-0.00689263j 0.0106419+0.0104426j -0.00540586-0.00597059j -0.00524803+1.77258e-05j -0.00750387+0.0130657j -0.0215887-0.0146871j -0.00207969-0.00968037j 0.0111145+0.00506281j -0.0211951-0.0093552j -0.000102316+0.00648683j 0.000223848-0.00181j -0.00941013-0.00483042j 0.00328882+0.00814049j -0.0176937+0.00910812j 0.00916143-0.0115273j 0.0103496+0.0042399j 0.0150409+0.00703798j -0.0232156+0.0119969j -0.00957548-0.0188687j 0.0145505+0.00439035j -0.0136996+0.00805221j 0.00819518+0.00729321j -0.00566355-0.00727984j -0.000973689-0.0182545j 0.01186-0.00122438j 0.00332891+0.0106911j -0.0182412+0.00939242j -0.0129415+0.00242991j 0.0321064-0.0133005j 0.0181433-0.00158474j -0.0251169-0.0132627j 0.0279319-0.00850538j 0.0225703-0.000496024j 0.00775169-0.0113558j 0.00975164+0.00156794j 0.00279344-0.0107278j 0.0234433+0.0140407j -0.00155781-0.0172501j -0.00580868-0.0128302j -0.00420311-0.00646116j 0.00712792+0.00780646j 0.003695+0.01039j -0.00343433-0.0126361j -0.00702392+0.00473296j -0.0107-0.00821535j -0.00251142-0.00115272j 0.00725735-0.0117684j -0.00976813+0.0244868j -0.00271771-0.0158795j -0.00266624-0.0118074j 0.00278144+0.0113372j 0.0155711-0.00402472j -0.00435889-0.0015059j 0.0196074-0.0230916j -0.00261078+0.0048421j 0.0112165+0.00520821j 0.0084654+0.0201747j 0.0254856-0.00367373j 0.0116084+0.018645j 0.00619727+0.00599887j 0.00613406+0.0239072j -0.00803818-0.000806959j 0.0125589-0.0174967j 0.00979461+0.0126275j -0.000627863-0.00071744j -0.0125808-0.0157494j 0.0173694-0.0222238j 0.00267442+0.00889697j -0.00568627+0.000616637j 
0.00485378+0.0126466j -0.0190266-0.000258045j -0.00781184+0.0188965j -0.00968886+0.0120809j 0.00939961+0.010886j 0.00133952+0.00528898j -0.0043044-0.0383747j 0.0291944-0.000247138j 0.0137496-0.00337163j -0.000579693+0.0168849j 0.0095501-0.00395202j -0.0134246-0.0115357j 0.00855375-0.013299j -0.00270189+0.0193415j -0.00160462-0.0179196j 0.00536114-0.00752976j -0.0260207+0.0195842j 0.00479345-0.0026449j 0.00503608+0.00594002j 0.00316964-0.00470448j 0.0103975-0.00119411j -0.000537656-0.00968362j -0.00267749+0.00832926j -0.0116416-0.000849412j 0.0170489-0.00394897j -0.00447782-0.0246239j -0.00144306+0.0058707j 0.0120629-0.00899101j -0.00691637-0.0270556j -0.00989526-0.00279295j -0.0034153-0.000450947j -0.00350353+0.02006j -0.0169825+0.0113563j 0.010082-0.00584669j -0.0014442-0.00239924j -0.00573251-0.00483923j -0.000338659+0.018925j 0.010024+0.00979578j 0.000531486+0.0065622j 0.00354521+0.0010928j -0.00379061+9.27696e-05j 0.00749146-0.0024826j 0.0105725+0.00443138j 0.0191282+0.0180546j 0.000996996-0.0118138j 0.0185682-0.013674j 0.00664155+0.00902298j 0.0132753-0.0171037j -0.0139042-0.0174461j 0.00490662+0.00305247j 0.0112832+0.000156153j 0.0014916-0.0101046j 0.0174596+0.000963801j -0.0281821+0.0144168j 0.0252753+0.0107278j 0.000950814+0.00389276j 0.00159961+0.00890302j 0.00902876-0.0164404j -0.000281564+0.0156251j 0.00436285+0.00988135j -0.00216721-0.0084066j -0.00718494+0.0058734j 0.0305224+0.00421265j 0.00610248+0.000522176j 0.00184451+0.00828854j 0.0110787-0.0106341j -0.00151563+0.0084282j 0.0115251-0.0103732j -0.00221799+0.0119148j -0.0127682+0.00122827j 0.00497124-0.00912882j -0.00307557-0.015445j 0.00547394+0.00670735j 0.0122972-0.0046868j -0.00269036+0.00411674j -0.00970993-0.00457259j 0.00182874+0.0140663j -0.0111301+0.0238346j -0.00559008-0.00731427j -0.0138756+0.00791278j -0.0251067+0.0159938j 0.0016762+0.0290193j -0.0204472+0.00991344j 0.0207321+0.00343488j 0.00473325+0.00767625j -0.0130223+0.00573134j 0.0133726+0.00351556j 0.00390088-0.00265547j 0.036505-0.000631882j 0.00831558+0.00717857j 0.00909214+0.00170488j -0.015401-0.0210888j 0.0501673-0.00765787j 0.00725681+0.00308291j 0.00601442+0.00225938j 
-0.00586213-0.00530031j 0.0131682-0.0297039j -0.00812098-0.0358614j 0.0531191+0.0119149j 0.0052919-0.0264278j 0.0180334+0.00746726j -0.00265459+0.0421546j 0.00938804-0.0447722j -0.0385924-0.0190628j 0.0214408-0.0156874j -0.0039738-0.00780873j -0.0629928-0.0376499j 0.0133435-0.0353532j 0.0212007-0.0366539j 0.00922383+0.0219468j -0.0280989-0.010036j 0.0265511+0.0141481j 0.0152905-0.0200629j -0.00440838+0.0137849j -0.00436584+0.00272878j 0.000674856+0.00920997j -0.0202449+0.0353916j 0.0174307+0.00300138j -0.0114131-0.0115976j -0.00623736+0.00550042j 0.0139925-0.0116432j -0.00485216-0.0146739j -0.00367915-0.00132207j -0.00521516+0.012161j 0.0124049+0.00524926j 0.0218595-0.0206468j 0.0118351+0.00369225j -0.0201061-0.0105836j -0.00589015+0.00199788j -0.0109217+0.0153094j 0.00277854-0.0127457j 0.00320281-0.0276646j -0.00218104+0.00511635j 0.0011894-0.0214864j -0.0384355-0.0319079j 0.0239464+0.0250188j 0.00730529+0.00181808j -7.20078e-05+0.00550194j -0.0105496+0.0050477j 0.016901+0.00353578j -0.011578-0.00321437j -0.0245266-0.0190458j 0.00685131-0.00129837j 0.000743103-0.00743238j -0.0295759-0.000935098j 0.020156-0.00216071j 0.0127553-0.000809139j 0.00186179-0.0108161j -0.0095419-0.00819443j 0.00804452-0.00354352j 0.0155998+0.00995322j -0.00121614-0.00598008j -0.0171827+0.00671574j 0.00930948-6.3732e-05j -0.00888574-0.0125885j -0.00416533-0.0113949j 0.00857246+0.00447369j 0.0125845-0.0168934j -0.00387152-0.0106009j 0.00386336+0.00656114j -0.00259658-0.0099437j -0.0117166+0.00048708j 6.99829e-06-0.00711796j 0.00531967+0.0156215j -0.0144049-0.0068177j -0.0262974+0.00118965j -0.00849978+0.0312676j -0.00407253+0.00832543j 0.0102958-0.0205041j -0.00507813+0.0144666j 0.00144342+0.00470978j 0.00794635+0.00790457j 0.0124082+0.0192424j 0.0163154+0.00105597j -0.010455+0.000551834j -0.00294404+0.00405284j 0.000248849+0.0227025j -0.00173138-0.0147531j 0.0176494+0.000419775j 0.0374062-0.0044695j 0.000744971-0.0181493j 0.02027-0.0181564j 0.0301055+0.00226445j 0.00459347-1.19642e-05j 0.00330369-0.0115763j 0.00186726-0.00782255j -0.019863+0.014868j 0.0277116+0.00208596j -0.0138352-0.000367931j 0.00514335-0.013379j 
