0.0173747-0.0128954j 0.00231963-0.027941j -0.0341325+0.0723206j -0.0299306+0.00645839j 0.00890108+0.0254152j -0.015244-0.00790507j -0.0108137-0.0387338j 0.062136+0.00615173j 0.030112+0.0174744j 0.00193657+0.000513323j 0.0201773-0.0322359j -0.030102-0.0125383j 0.0209741-0.0241118j 0.0257005-0.0189746j 0.0146551-0.0093646j 0.0143722-0.00367566j -0.0424017+0.0295723j 0.00400618+0.0238154j -0.0133875-0.00223758j -0.00672796+0.00631287j 0.000872898-0.00560165j 0.00356941-0.00936399j -0.00407209+0.00354917j -0.0170662+0.00207784j 0.0186331-0.0151526j 0.00389417-0.0352353j -0.0139096+0.00965029j 0.0236084-0.0253928j 0.00220451-0.0283364j 0.00179346+0.00851374j 0.00727822+0.000722948j 0.00247738+0.0181481j -0.0111761-0.0114863j 0.0196836-0.00904546j -0.00128108-0.00427826j 0.0180652-0.00776401j 0.0294773+0.0311147j -0.00107324+0.0172019j -0.00284855+0.00755867j -0.000715037+0.0249056j -0.0154312-0.0135282j 0.00159496-0.00225781j 0.0219638+0.00787649j 0.047509+0.00166684j 0.000142249-0.00628108j 0.0271001-0.0123824j -0.0153251+0.00829348j 0.0205853-0.0271089j -0.0226987-0.00682317j 0.0289335-0.0177949j -0.0094869-0.00607663j -0.00611954-0.0116685j 0.0341987-0.00347589j -0.0256315+0.00638463j 0.0463092-0.00403888j 0.0288228+0.0261972j 0.000927004+0.0158253j 0.00199671-0.0234198j -0.00134194+0.0275902j 0.0100711+0.0372379j -0.00931202-0.0382067j -0.0131505+0.00739443j 0.0608878-0.00707085j 0.0154793+0.00739319j 0.00373465+0.0178957j 0.00720706-0.0228658j -0.0061138-0.0108517j 0.00816948+0.0022958j -0.00283268+0.0508385j -0.00594168+0.0125788j 0.000333675-0.0288163j -0.0275927-0.0353459j -0.00421754+0.00343437j -0.00144504+0.00812779j -0.00769466+0.00332258j -0.00619246-0.0106546j -0.00992441+0.0527971j -0.0176791+0.0103874j -0.0201019-0.0204474j -0.025786-0.0169709j -0.0544072+0.0134325j 0.0275156+0.0680645j -0.0315222+0.034786j 0.056407+0.024607j 0.0297929+0.0322108j 0.00250299-0.0175524j 0.0273731+0.0382064j 0.0283543-0.0329606j 0.101668+0.00651305j 0.00872643+0.0245446j 0.011736+0.00473422j -0.0256874-0.0969196j 0.163391-0.017889j 0.00130895+0.0162j 0.0306962-0.0167431j 
-0.00519964-5.48419e-05j -0.00544415-0.000649456j 0.0204493-0.00943035j 0.0182708-0.00637609j 0.00495684+0.00670533j 0.00227489-0.00331793j -0.0135418+0.0106877j -0.00908499-0.00736574j 0.00758238-0.00500172j -0.00808561+0.00842402j -0.00520523-0.0133782j 0.0028405+0.00453133j -0.00241894-0.00162812j -0.00810033+0.00669436j -0.0128825+0.00460539j -0.00680014+0.00143905j 0.0374153-0.015624j 0.0040464+0.00766723j -0.00900317+0.00438898j -0.0113659+0.00388012j -0.00918857-0.00732669j 0.00908034+0.00741193j 0.0108838-0.0149388j -0.00410516+0.00989851j -0.0172859+0.00403528j 0.0204435-0.00832188j 0.00618124+0.00513832j -0.00760622-0.0199153j 0.00331504-0.0114557j -0.00608715-0.012686j -0.0175871-0.017633j -0.00460835-0.00981643j 0.0188933+0.00393877j -0.00311808+0.0205125j 0.0327127-0.000148056j 0.000374821+0.00119809j -0.00281378-0.0272433j -0.00150188-0.00135491j 0.00104005-0.0017712j -0.000201719-0.0113585j -0.00830605+0.0113769j -0.0172311-0.00206134j -0.0212421+0.00500638j 0.0127492+0.0170028j -0.00610472-0.0308832j 0.00352072-0.0131283j 0.025496+0.00652753j -0.00640498+0.00992384j -0.0145008-0.0203392j -0.00261706+0.0129737j 0.00208003-0.00107384j -0.00371554-0.0350379j 0.019335-0.0180468j 0.0130456-0.0266945j -0.0040935-0.0229443j -0.0239409+0.011467j -0.0124482-0.0104601j 0.00150203-0.0150452j -0.00785474-0.00066081j -0.0186616+0.0110289j -0.00522755+0.00768447j 0.00760886+0.004198j 0.00170105+0.0183081j 0.0150905+0.0356686j -0.0353492+0.04312j 0.0397799-0.0117148j -0.00317927+0.0106932j -0.00229567-0.00245409j 0.0171773-0.00770103j 0.0203992+0.00740256j 0.0151796-0.0021439j 0.0160395-0.030887j 0.00745084-0.0199216j 0.0634798-0.00296721j -0.0243357+0.0232779j -0.030899-0.00539193j -0.0234409+0.0130794j -0.0380105+0.0176003j -6.23241e-05-0.000771652j -0.0398198-0.0147376j -0.0157189+0.00082481j -0.00943818+0.0185216j -0.0690644+0.0121297j 0.00356283-0.00429532j -0.0428012-0.0151274j -0.0500753+0.0160613j 0.0417519+0.000784423j 0.019899+0.00988786j 0.0117094-0.00686212j -0.0137918-0.0137442j -0.0032387-0.00406617j 0.00371799+0.00924403j 0.00693794+0.00611507j -0.00381878-0.00336557j -0.00312731+0.00545064j 
-0.00227303+0.00640011j 0.00360349+0.000529192j 9.94731e-05+0.00953451j -0.0208285-0.000506783j -0.00579941+0.00480386j -0.00955726+0.0047853j 0.0184888-0.0287404j -0.0164414-0.0227858j 0.0186023-0.00254013j -0.00462403+0.000828173j 0.00380455+0.00872983j 0.0165146+0.00121886j -0.00904361-2.1382e-05j -0.0149803+0.00437762j -0.00160253+0.0163353j 0.0159175+0.00271523j -0.00076533-0.00574441j 0.0115082+0.0101839j 0.00173525-0.0152108j 0.00733596-0.000478132j -0.000887803+0.00413956j 0.00649395-0.0106826j -0.00212518+0.00445786j 0.0110184+0.00864485j -0.00158052-0.0150087j -0.0153496+0.0184389j -0.0129288-0.0151594j -0.00680943+0.014602j -0.0215382+0.0343712j -0.0197231+0.00112761j -0.000729219-0.00831143j -0.0173163+0.0088785j 0.00195135+0.0173699j 0.00853298-0.00836219j 0.0104463+0.0194913j 0.0148915+0.0025623j 0.000215706+0.0467306j 0.000764917-0.00822893j -0.0113092+0.00081444j 0.0177851+0.00240662j 0.00877573-0.00232413j -0.0128588+0.00727467j -0.000619442+0.0125918j 0.00211626+0.00492616j 0.00511142+0.0262378j -0.0179844+0.00751019j -0.00690047-0.011219j 0.00523963-0.00809665j -0.00177499+0.000103581j 0.0239116+0.0290839j -0.00729711+0.0203961j 0.00783792+0.00179506j -0.00227601+0.0105505j 0.00366948+0.00769219j -0.0284305+0.0159551j -0.00662872-0.0134809j 0.0227374+0.0126644j -0.00912104+0.00766588j -0.00101512+0.00440472j 0.00319886-0.0138701j 0.0208494+0.00171101j 0.0168237-0.0147166j -0.00202419+0.00805041j 0.0190742-0.00586626j 0.0120601-0.000276235j 0.0197063+0.00912898j 0.0180558-0.00603634j -0.00505792-0.00430562j -0.0245441+0.0021118j 0.00316752+0.00178915j -0.00358823+0.0371466j -0.0117112+0.0166506j -0.0297594+0.0219068j -0.000618332-0.0288509j 0.0154557-0.0124076j -0.00421943-0.0056965j 0.00750281-0.0122155j 0.00302597+0.0145426j -0.00270596+0.00821558j -0.000738649+0.015865j -0.00270586-0.00167596j 2.24334e-05-0.0110584j -0.00623969+0.00330923j -0.019872+0.000696544j 0.0120126-0.0174292j 0.00275383+0.00429718j -0.0113889-0.00661088j -0.014324+0.00553698j -0.00664255+0.022201j 0.00252168+0.00160903j -0.00467421-0.00575099j 0.00706217+0.0191846j -0.0136812+0.0147806j -0.00354333+0.00204757j -0.00623722+0.00225844j 
0.000177344-0.00184904j -0.00556736+0.00109659j -0.00314773-0.00443056j 0.00418774-0.0211276j 0.010268+0.00995058j -0.0023681-0.0144324j 0.00278536+0.0019512j 0.00724424+0.0143731j 0.00759847+0.016898j 0.0208873-0.0127453j 0.0164147+0.0105053j 0.0310642-0.00392132j 0.00131464+0.0244183j -0.00664195+0.0176794j -0.0136904+0.00723902j -0.000521733+0.00807294j 0.00774057-0.0089762j -0.00979531+0.000572245j -0.0247265-0.005107j 0.00829076-0.0172256j -0.0213884-0.0134905j -0.00786837+0.00571032j 0.00419609+0.00795966j -0.004656+0.000634277j 0.00411368-0.00544238j 0.0101092-0.00364765j -0.0038803+0.00905693j 0.0144499+0.00209586j 0.0132573-0.00211546j 0.00808018+0.00761632j 0.00369658-0.00392208j -0.0232947-0.0227743j 0.00320739-0.018944j -0.0145701+0.00731678j 0.0111704+0.00378719j -0.0114911-0.0303264j 0.0119257+0.0182455j -0.0118583-0.0219291j -0.000725455-0.00178006j 0.00920626+0.00574814j -0.00113502-0.0332495j -0.0175204+0.00315558j -0.0208247+0.0144602j 0.00938123-0.00296406j -0.00406559-0.0116245j 0.00518863+0.0164197j 0.00465204+0.00484806j -0.0114829-0.00910267j -0.000148823-0.0179041j 0.0111067+0.00438434j -0.00957384-0.0143051j 0.00579946+0.00893702j -0.00127094-0.00435536j 0.00760165-0.0201787j 0.00934203-0.0459411j -0.00176777+0.00786195j -0.0192731+0.0145793j -0.0100385-0.0338519j 0.0070884-0.00180031j 0.010931-0.00405067j 0.00295423+0.00120057j 0.00908512+0.00895799j 0.00696159+0.0165052j 0.0280811+0.0157901j -0.00160921-0.00195668j 0.00855936-0.00524192j -0.00976041-0.0208002j 0.00564795+0.0052496j 0.0236331+0.0259253j 0.013393+0.0169862j -0.0230687-0.0492372j -0.00946811-0.00850935j 0.00494473-0.00647605j 0.00864435+0.020553j -0.0123388-0.0023425j -0.015938-0.00588963j -0.00394475+0.015601j -0.0108595+0.00225454j -0.00525368-0.014825j 0.00818819-0.012988j 0.000855655-0.0090485j 0.00874838-0.0040675j -0.0272967+0.0202208j -0.0067574-0.0188408j 0.0130882-0.0137525j -0.0202563-0.00289903j 0.000643197+0.00957822j 0.0329648-0.0127619j 0.0054056-0.0010817j 0.00275214+0.00187641j -0.00718022-4.76836e-05j -0.00210326-0.00737268j 0.0111251+0.00281064j 0.000808203-0.000969612j 0.00255031+0.00399859j 
-0.0101518+0.00152394j 0.00188251+0.0148409j 0.0425089-0.00699453j -0.00205567+0.0169433j 0.0135427-0.00231763j 0.00671237+0.00165529j -0.0229381+0.00670892j -0.0279603-0.000560592j 0.0142947-0.0133199j -0.00145435+0.0263089j -0.0036804+0.0123701j 0.020351-0.00537572j -0.0112283+0.0296277j -0.0161672+0.029989j -0.0161088-0.00599957j 0.00161033+0.00656328j 0.0151076-0.00495162j -0.00978067-0.00647288j 0.00847362+0.00274057j -0.00842803-0.017039j -0.00434024-0.0078102j 0.0162922+0.001316j -0.014823-0.00969892j 0.00755167+0.0194851j 0.0267207+0.0132112j -0.0144175-0.00645248j 0.00322419+0.00408623j -0.00401742+0.0161438j -0.0185906+0.0135859j -0.00843053-0.00800255j -0.0070013+0.00683721j -0.0238253+0.00163801j -0.00171453-0.00685116j 0.00196172+0.00839073j 0.0247799-0.00850889j -0.0149468+0.0207734j -0.00488425-0.000241466j 0.0170769+0.00157651j 0.0206635+0.0241908j -0.0138939+0.0178673j 0.0275709-0.013978j -0.00857975-0.0087102j -0.00560562-0.00243085j -0.0160489+0.0160484j -0.0148003-0.0237187j -0.0213353+0.0150289j 0.00582806-0.00134973j -0.0176867+0.02928j 0.00811292-0.0192554j -0.0190551+0.0252649j 0.0218377+0.00215576j 0.00711893+0.00452787j -0.00974185-0.00247165j 0.00211217-0.00677467j 0.0137036-0.0294754j -0.0189157-0.00643302j -0.00436339-0.0132672j 0.00118056-0.00701675j 0.0118005-0.0238619j 0.00603232-0.0245708j -0.00200632+0.0181182j 0.00648566-0.0149655j -0.00469218+0.0193976j 0.0105388+0.0112554j 0.00581717+0.00295448j 0.0120895+0.0244021j -0.0174077+0.000739317j 0.0136179-0.017693j -0.00332237-0.0245727j -0.00970706-0.00899864j 0.0164366-0.0112089j 0.0180601-0.00202555j 0.0149115+0.0167922j 0.0121868+0.0125932j -0.0184292-0.00474123j 0.00633633-0.0310185j 0.0131558-0.00137249j -0.00181386+0.0162846j -0.0190809+0.0248538j 0.000936388+0.0120194j 0.023776-0.00615116j -0.00621202-0.00126865j -0.0175688+0.0151262j -0.00296164+0.00246248j -0.0214267-0.00603515j -0.029366+0.00209559j 0.0119192-0.0306397j 0.00594359+0.0283619j -0.0169554-0.0259949j -0.00947839-0.015302j -0.00487761-0.00152712j -0.00670408-0.00333474j -0.0194099-0.0149633j 0.00384408+0.0011092j -0.00347888-0.00850193j 
-0.00297136+0.00354139j -0.0020848+0.0079068j 0.0283381-0.00465786j 0.00181296+0.00643828j 0.00512239-0.0140798j 0.00586858+0.00121294j -0.0202599+0.025364j -0.0181813+0.00546549j 0.00648435-0.0136563j -0.0202256+0.00201661j -0.0165836+0.0104246j 0.0145335+0.00100457j 0.00146829+0.0174023j -0.0141383+0.00928455j 0.00196805-0.00465099j -0.0139869+0.0138753j 0.013583-0.00770586j 0.0175907+0.0165988j 0.0140418+0.0139087j 0.00506195+0.00836487j -0.00341521+0.022338j 0.00107927-0.0130918j -0.0137724-0.00733791j 0.00756928+0.0106407j 0.00638488+0.0198836j -0.00238477+0.00910833j 0.00584479-0.0100112j -0.0116933-0.000484849j 0.0157788+0.00958986j -0.00730698-0.000455647j 0.000228142+0.00639762j -0.00191399+0.00931862j 0.0167893-0.0120519j -0.0160779+0.0108226j -0.00404482-0.00926232j -0.020495+0.00105919j -0.0162067-0.0309959j -0.000367479-0.00222629j 0.00294921+0.000758858j 0.0232924-0.00614523j 0.00536043+0.0113537j 0.0149427+0.0163046j -0.0011553+0.00363797j -0.0203233-0.00564305j -0.00120374-0.00514682j 0.00523774-0.00979492j 0.00537794+0.00127427j -0.00709505+0.0144699j 0.0175069-0.00415111j -0.0190233+0.0119375j 0.0103169-0.0111163j 0.012745+0.0121256j -0.0147099-0.0120908j 0.00708763+0.00271879j -0.0102985-0.017958j -0.0121973-0.00373267j -0.0325094-0.00908626j 0.0108988+0.0110369j -0.00860316-0.00533564j -0.00208769-0.000306464j 0.00731557+0.0072927j -0.0141378-0.000889364j -0.00359562+0.00356844j -0.0195537+0.00544995j -0.015175-0.00522432j -0.00697515+0.00797746j 0.0136698+0.00205516j 0.00755582+0.00160329j 0.0210775-0.000861206j 0.00201627-0.00964689j -0.00661285-0.011759j 0.0309888-0.00369006j 0.0315112+0.0147912j -0.00592205+0.00785333j 0.00874454-0.0102194j 0.00745531-0.00603115j 0.0176065+0.00108537j 0.0124653-0.0144162j 0.00934684+0.00417504j 0.011888+0.00808872j 0.0280645-0.00698169j -0.0214582-0.0282078j 0.00701794-0.00332116j -0.0141045+0.0131876j -0.0152939-0.0101506j 0.00250511-0.0128031j 0.0114762-0.00548263j -0.00861819+0.0050785j -0.0197011-0.0138299j 0.00817039+0.00284091j -0.0055355-0.00654535j 0.00788774-0.0101498j -0.0287613-0.00702602j 0.00401919+0.00814237j -0.00499868-0.01328j 
-0.0082824-0.00113375j -0.000891303-0.00382529j 0.0194776+0.00280101j 0.00115648+0.0108257j 0.000966126+0.0106411j -0.00704051+0.000858758j -0.00747747-0.0155914j 0.000571143-0.00695098j 0.00748895+0.00330512j 0.0121986+0.0233583j -0.00757844+0.0069851j 0.00653065+0.015236j -0.00880755+0.00837207j -0.00856808+0.0237267j -0.0107769+0.00197153j 0.0142306-0.0161632j -0.011992+0.0140223j -0.0202052+0.00446661j -0.00466351-0.00471694j 0.00124067-0.00867375j -0.000573818-0.0137065j 0.00285546-0.0229063j -0.00871376+0.018768j -0.00814964+0.0165474j -0.00281682-0.0144831j 0.00338362-0.0149836j -0.00665593-0.0109804j 0.0222596+0.00147389j -0.00574954-0.00581848j -0.0130937+0.00745457j -0.000351264-0.0111406j -0.0105967-0.000525004j -0.0187319+0.00912254j -0.00688934-0.00381494j 0.0165759+0.00291923j -0.00020759+0.0126671j 0.0262348+0.0185773j 0.00231341+0.00662137j -0.00459932-0.000268153j 0.00114647+0.00265178j 0.00735194-0.0211605j -0.0094131+0.00881715j -0.00227261+0.00421576j 0.00948186+0.0144342j -0.00508585-0.00788383j -0.00705904-0.00596166j -0.00316286+0.00659722j 0.0198633+0.0132425j -0.0160758-0.00850504j 0.00673266+0.00331305j 0.00754536-0.0137406j -0.00595514+0.00261262j 0.0107766+0.0150269j -0.0171372+0.00368351j 0.0204591-0.000697465j -0.0169546-0.0119535j 0.0320644+0.00557924j -0.00875974+0.0086886j 0.0244326+0.0138215j 0.00411504+0.0125869j -0.00332031-0.00307667j 0.0200897+0.0271062j 0.0256424-0.00195574j 0.0214028-0.00776507j -0.0149461+0.00392395j 0.00873585-0.0128513j 0.00602718-0.000579198j -0.0111888+0.00218608j 0.00973134-0.00518074j -0.00330311+0.0159139j -0.00555065+0.0122495j 0.00726771-0.00398282j 0.00164403+0.00432691j 7.42788e-06+0.0050547j -0.00321176+0.00161957j -0.00581574-0.0117006j -0.00149758+0.00998074j -0.0128493+0.0201027j -0.00305711+0.00553366j -0.00686499-0.0228892j -0.00910097-0.00570431j 0.015486+0.00327432j -0.00814482+0.00554823j -0.00161565-0.0110879j 0.00519236+0.00809994j -0.00413322-0.00658274j -0.00640188-0.0106055j 0.0136779-0.00358584j 0.0187449+0.0131195j 0.0175068+0.00914168j -0.0010721-0.00540486j -0.00111453+0.0121902j 0.0110231+0.00102042j -0.0020677+0.00168418j -0.00113809-0.00175022j 
-0.0115219+0.00708775j 0.00221247+0.000227076j 0.0566808+0.00385047j -0.0254834+0.0328371j 0.0134724-0.00343804j 0.0122953+0.0194716j -0.0248846-0.000777984j -0.0117178-0.00790513j 0.00953823-0.0111593j -0.0284164+0.0227903j -0.0110251-0.00305921j 0.00956607-0.000617713j 0.00504593+0.00874437j -0.00584552+0.026166j -0.0019803-0.0115786j -0.00483743-0.0222378j -0.0239455+0.0213604j -0.00239227+0.00398883j 0.0433074-0.00591109j -0.0137333-0.00868679j 0.0302554-0.0176042j -0.00400178-0.000904462j -0.0283695-0.0104132j 0.0172817-0.00179194j 0.00991916-0.00325964j 0.00186294-0.0118427j 0.0120542-0.00649581j -0.0250053+0.008755j -0.0106685+0.0258029j -0.0169142+0.00287368j -0.017215+0.0237444j -0.0263434+0.00627616j -0.0217288+0.000465003j 0.0120644-0.0151168j -0.00296479+0.00193917j -0.00523978-0.0171491j -0.00908222+0.00278234j 0.0211073-0.00133739j 0.00925416+0.0353342j 0.00811285+0.0129136j 0.010866-0.000531131j -0.00949924+0.0190367j 0.00875855+0.034196j -0.000956827+0.02526j -0.0148314+0.0126543j -0.0146019-0.0124268j -0.00838323-0.0074207j -0.019787-0.0155804j 0.0259423+0.0130801j 0.0121846+0.0366082j 0.00329389+0.00486044j 0.00452591-0.021616j -0.0341932-0.00728806j 0.00254686+0.0400776j -0.0106186-0.00713147j 0.0235012+0.0126668j -0.0214651-0.020796j 0.0140189+0.0103792j -0.0121193-0.020078j 0.0155929+0.00706786j 0.00860568-0.0225088j -0.0693827-0.0235963j -0.0125952+0.00761601j -0.0350055+0.00174708j -0.038008+0.00624616j 0.0361198+0.0292586j 0.024733+0.00445236j -0.000359886-0.00181692j -0.00403048-0.00837934j -0.0119178-0.0182194j -0.00288454+0.0238511j 0.0189655+0.00162538j -0.00922465+0.0252359j -0.0533551+0.00228074j 0.0264282-0.0311239j -0.0150303-0.0174677j 0.0120556-0.00957419j 0.04098-0.0232858j 0.000983412+0.00971268j 0.022802+0.0394473j 0.0243729-0.00658796j -0.0298158-0.0077126j 0.0487954+0.0211463j 0.0124846+0.035123j -0.0165141+0.0166359j 0.0324025+0.00149189j 0.000541492-0.00215109j -0.054519+0.0234655j -0.0273386-0.0310107j 0.00204945-0.00297158j 0.00747839+0.00486795j -0.0168345-0.00918797j -0.0361054-0.0275396j 0.00968369+0.0158342j -0.00324763-0.012764j 
-0.00510073-0.00239109j 0.00368115+0.00994437j 0.00360653+0.0125243j -0.0105787+0.0217215j 0.00587868+0.0172305j 0.000880129+0.00992901j -0.032717-0.0134683j 0.00614827+0.00597608j 0.025444-0.00166777j 0.00778585+0.000768427j 0.0212071-0.00263747j 0.00659197-0.0348558j 0.0206881-0.00534776j 0.0147093+0.0286092j -0.00105262+0.0210073j 0.00399937+0.00158166j -0.00722143-0.00389746j -0.00908916-0.0100899j 0.00974285+0.00413315j 0.0057152-0.00145411j -0.0129691-0.0106503j -0.00101463+0.0264052j -0.00593328-0.0039587j 0.00811197-0.0157207j 0.00762874+0.0289989j 0.00413729-0.0059836j 0.00608088+0.0020001j 0.00698796+0.00182497j -0.00620197+0.00253462j -0.00380546-0.00435873j 0.00466431+0.0114944j -0.0056018-0.00400458j -0.00780519-0.0141291j -0.0180948+0.00739233j -0.0205707+0.00943575j -0.013402-0.0163182j 0.00293432-0.0387269j 0.00842532+0.0127502j 0.00459769+0.0269124j -0.00132156+0.00502228j 0.00596305-0.00821115j -0.000857856+0.00218077j -0.00715005-0.0177404j -0.0131089+0.00190233j -0.00659739-0.018223j -0.0125234+0.00306989j -0.00160988-0.00842029j 0.0210486+0.017148j 0.0296262-0.0170191j -0.00259187+0.00975453j -0.00480499+0.0287393j -0.000238051-0.00438459j -0.0158062-0.00403986j -0.00057787+0.00168166j 0.0102138-0.0178818j -0.0164984-0.0297213j -0.0263943-0.0354452j 0.00969085-0.000685412j 0.0132856+0.00032979j -0.0139827-0.00645719j -0.000700972+0.00959866j -0.0154252+0.0237709j 0.00963708+0.00542884j 0.0294456-0.0216454j -0.000519008+0.00747608j 0.0220097+0.00407478j -0.000263444+0.0180762j -0.00166997-0.015116j -0.0222664-0.0140243j -0.0202782-0.0315398j 0.0193331+0.0187137j 0.0113888-0.000611413j 0.00879423-0.00199793j 0.00602015+0.0211909j -0.00767342-0.0240155j -0.00439857+0.0074246j -0.00388208-0.0154301j -0.000891648-0.00574323j 0.0230887-0.00532686j 0.00405029-0.0135464j -0.000526341+0.0323679j -0.00532705-0.0230929j 0.0119271-0.00641865j -0.010793-0.00763502j -0.0137546+0.00305855j -0.00512601-0.0125092j -0.00187279+0.00545008j 0.00435047+0.00199054j 0.00170657+0.0123234j -0.0037873-0.00124488j -0.010543-0.000766528j 0.00416809-0.000563041j -0.0106035-0.00394122j 0.00303057-0.00412477j -0.00520872-0.00170585j 
0.000214114-0.00824169j -0.000411561-0.00169048j -0.0244757-0.00993702j 0.0161116+0.01583j -0.0073868+0.0097712j -0.00569492-0.00355824j 0.00233805+0.00716905j 0.0373172-0.0200669j -0.00842332-0.00423717j 0.028851+0.00237932j 0.0171291-0.00623374j -0.0585785-0.0420509j 0.0271802-0.00196096j 0.0147348-0.0233197j 0.00996479+0.0120057j -0.00103363-0.0149808j -0.0194554+0.0252275j -0.0031281+0.00608097j -0.00276629-0.00920678j 0.0117529+0.000913631j -0.006562+0.00725303j -0.0143978+0.0230293j 0.0240891-0.00274489j -0.0146859-0.0212689j 0.0134475-0.00485878j 0.00915971-0.00862306j 0.0133063-0.0247951j -0.00582568+0.0131686j -0.00556137+0.0081446j 0.0163339-0.00361031j 0.0169635+0.00893815j 0.00078081+0.010154j -0.0218853-0.00893511j 0.0113809-0.0178556j -0.0274885+0.0209258j -0.000215526-0.0101988j 0.0194984-0.00652221j -0.00170511-0.000589914j 0.00473454+0.00164224j -0.0167689+0.0037751j 0.0332249+0.0167334j -0.00720647-0.00716645j 0.0118622+0.0147098j -0.00163267+0.0184136j 0.017036+0.0131907j -0.0062157-0.00990561j -0.0269538-0.0161871j -0.00796275-0.00501983j -0.0143539-0.0119932j -0.0114882-0.00354801j 0.0216374+0.00232029j 0.0122098-0.00242839j -0.00946759-0.012608j -0.00335982+0.00598265j 0.0403162-0.0202604j 0.0465673+0.0112502j -0.0105597+0.000517246j -0.00698575+0.0126467j 0.0122998-0.0151255j -0.0230278-0.0183802j -0.0162139-0.0345708j -0.0110792+0.00367159j 0.0158969+0.0105336j 0.0182567+0.0247143j -0.00159449+0.012479j 0.00355277-0.0138446j -0.00492405-0.00229735j -0.00644111-0.00646541j -0.00259135+0.021005j -0.00504021+0.0217521j -0.0247624-0.00522772j -0.00996249+0.0279268j -0.0152962+0.0165274j -0.0150502-0.0155851j 0.00345511+0.0169759j -0.0120234-0.000163852j 0.00861595-0.00612058j 0.00930009+0.00342032j 0.00110345-0.0135253j -0.00319056+0.0138627j -0.0215077-0.00745481j 0.00461839+0.0320556j 0.00927944+0.00220181j 0.0223165+0.0127628j 0.0149201+0.00293063j 0.0149805+0.0167203j -0.0126821-0.00416142j 0.00659763-0.0188612j 0.0221643+0.00791885j 0.0013838+0.00550349j 0.00824869+0.00557681j -0.00295934+0.00428753j 0.0321567+0.013563j -0.00910055-0.00639758j 0.00323778+0.0068758j 
-0.00733366-0.00820999j 0.0034611+0.00550255j 0.0334505+0.00215043j 0.0036856+0.0190016j 0.011396+0.0104079j -0.00160048+0.000538548j -0.0249049+0.00412736j -0.00851617-0.00384937j 0.0141904-0.00209876j 0.02178-0.010032j 0.0315312-0.0162859j 0.0341921-0.0243885j 0.0218022+0.0117618j -0.0069098+0.0104939j -0.0243346+0.0196622j 0.00158692-0.00578994j 0.0261208-0.00365043j -0.0200007+0.0105681j -0.0103301-0.01399j -0.00317764-0.0102621j -0.0365152-0.0111228j 0.00366087+0.0122895j 0.0130096-0.0112126j 0.023163+0.0016598j -0.00422071-0.0107132j 0.0189325+0.0107527j -0.0137604-0.00459076j 0.0146984+0.0219917j -0.00245478+0.0178598j -0.00462476+0.0171696j 0.0180036-0.0230459j -0.00147457-0.0131076j 0.0101487-0.0151208j -0.012705-0.00410033j -0.00815716-0.000698948j -0.0169871-0.0101013j -0.00204259+0.00155487j -0.00523786-0.00432973j 0.0124973-0.0111199j -0.0340128+0.00910688j 0.0141366-0.0132551j 0.00848781-0.00677119j -0.0109409-0.00844299j -0.0234211+0.00221769j -0.00175356-0.0193695j -0.0209473+0.0125048j 0.0286193-0.00245796j 0.0153469+0.0188375j -0.0023205-0.0118963j -0.0184884+0.00693752j -0.000893151-0.000588514j 0.00693062+0.00419921j -0.0115209-0.00662287j -0.00642412-0.0302512j -0.00602629-0.00353188j -0.0603444-0.0360509j 0.00194799+0.00540313j -0.01867-0.0165002j -0.011524+0.0269056j -0.0160435+0.00333849j 0.0103737+0.0263328j 0.0314679+0.0326689j 0.00474292-0.016464j 0.012874-0.000727794j 0.0108702+0.00336397j -0.00648274-0.00488888j 0.0225604-0.0113571j 0.00466728-0.0364178j 0.00638087-0.00621505j 0.00732139-0.00742197j -0.01443-0.0189249j 0.0208136+0.00425994j 0.00622883-0.00480136j 0.0238343+0.00115752j 0.00369553+0.0212172j -0.0209627+0.0148347j 0.00359559-0.00906733j -0.00627959+0.0264895j 0.0381182+0.00257937j -0.00899442-0.0224217j 0.009868+0.00869759j 0.00139577-0.0311232j -0.0203007-0.00865961j 0.000761758-0.0275781j 0.0184549+0.000307875j -0.0209637-0.0164662j 0.0254395+0.0104994j 0.00502064+0.0028546j 0.00858994+0.00692594j 0.00228518-3.25958e-05j -0.0145221-0.013088j 0.000489712+0.00485752j 0.00433944-0.00350746j 0.00438658-0.00267959j -0.00455456-0.00516654j 
