0.0656593-0.103643j 0.0988638+0.0186753j -0.0432616+0.0648805j -0.0304771+0.291974j -0.00956305+0.107553j 0.182485-0.0327493j 0.185267-0.24014j 0.182398+0.00855022j -0.355764+0.0332667j 0.166748-0.336484j -0.0236008-0.0943923j 0.0349661+0.147408j 0.146295-0.0643279j 0.172412-0.165223j 0.510348-0.00259867j 0.0438629-0.0457372j -0.0485817+0.104572j -0.00452377+0.0120814j -0.195284+0.233955j -0.0566908+0.124038j 0.045576+0.0755416j -0.0611754+0.409324j -0.215688+0.298369j 0.156848+0.338956j 0.164945+0.119903j -0.366342-0.648787j 0.290031+0.143683j 0.0435827+0.0330811j -0.513132-0.212934j -0.188509+0.327544j 0.676043-0.10604j 0.0560558+0.0978204j 0.141629-0.182599j -0.274473+0.41614j 0.181071+0.201411j 0.252492-0.151365j -0.422688-0.157529j -0.0818186+0.0298849j 0.128343+0.407477j -0.35211+0.0198749j -0.0498223+0.754653j 0.472902+0.587795j 0.917285+0.0105605j 0.0667119+0.476984j 0.762149-0.292762j 0.751535+1.38325j 0.236554-0.479343j -0.103872+0.530051j 0.292234-0.610425j -0.938312+0.257186j -0.99257-1.64007j 2.40296-0.939874j 
-0.314713-0.0691455j 3.90285-0.0778022j -7.4908+0.358942j 9.06712+0.056685j -8.32562+0.00797126j 24.2715-0.988889j -2.60137-0.469201j 28.7034+1.88399j -29.3124+0.962575j 6.54126-0.678666j -46.9611+1.82243j 23.5226+1.17819j 26.909+3.34754j 41.8454-0.323608j 14.9603-0.511892j 89.527-2.40685j -57.8509+1.7608j -5.42872-0.332642j 23.5017-0.55257j 18.5744-1.14042j 16.004-0.476094j 97.8105-3.02115j -2.87228-0.272689j 75.6659-1.7341j 3.60981-0.227728j -57.5135-43.5401j -7.11397-30.2177j 4.9052-0.68714j -74.6832+3.18294j 2.25317-0.0311476j 97.7629-5.16802j 16.9238-1.08236j -18.218+2.30875j -22.9862+1.10041j 5.44865-0.111463j -57.7124+3.83269j 88.8012-5.46874j -14.8911+1.37563j 41.8781-3.49482j 25.9021-1.52745j 22.8149-1.96478j 46.0851-2.77207j 6.01521-1.13957j 28.6187-3.65762j 28.2822-2.56065j 2.67813-1.36394j -22.3741+2.04722j -8.65097+0.948898j 8.72547-1.72149j 7.2345+0.149796j -3.77416+0.526464j 0.427729-0.170214j 
-3.81502-0.262207j 26.7443+0.75313j -51.7918+1.63891j 60.1368+4.92899j -60.2029-3.41437j 157.327+7.47032j -21.8719-6.94077j 197.88+10.8913j -201.667-15.0764j 44.36+2.70316j -322.633-4.33942j 158.754+6.76804j 181.203+4.20082j 294.389+9.84531j 107.885+3.63799j 621.117+11.2873j -405.406-6.61277j -36.7417+0.172308j 162.961+2.05341j 132.551+5.17881j 118.964+1.12897j 685.144+5.46785j -14.823-2.84319j 521.473-0.812387j 26.8566+2.70133j -384.101-316.1j -40.3364-213.216j 25.5939-2.61118j -520.741+2.60856j 14.292-3.01244j 682.486-9.0652j 119.908-1.91405j -132.619+5.78312j -162.045+1.53774j 36.8755-1.47667j -402.627+10.2862j 619.216-14.7088j -106.773+4.91745j 292.824-11.2745j 181.016-4.1266j 158.245-7.58038j 321.974-6.90225j 43.4166-3.89012j 200.893-16.372j 198.237-10.2172j 19.3877-7.47083j -155.763+8.81915j -59.0302+5.6004j 59.7789-6.65608j 50.0693+1.44069j -26.4709+1.92638j 3.29894-1.22964j 
-0.887704+0.248949j 5.79295-0.400549j -9.74604+1.8596j 12.3364-1.92668j -13.5586+2.38868j 30.943-6.18473j -4.65418+1.10728j 42.0074-7.77785j -42.6159+8.78143j 9.74722-1.41231j -66.7947+13.8892j 33.9296-7.10088j 37.6418-6.31658j 60.5045-13.9736j 22.7074-4.85374j 129.511-27.893j -83.7981+18.9181j -6.78471+2.19383j 34.5513-7.57217j 27.7242-7.45539j 24.5427-6.95961j 140.207-32.7819j -3.78394+1.5087j 106.384-25.807j 5.73428-1.69874j -94.0621-45.8747j -18.2509-40.8908j 4.88261-2.57811j -105.874+25.4601j 2.85819-2.39721j 138.561-36.2675j 24.1867-6.01146j -26.2588+9.1535j -32.6624+7.78643j 7.19037-2.16596j -81.0986+22.7674j 124.725-33.3483j -21.2886+6.88229j 59.02-16.853j 36.4843-9.45553j 31.492-10.013j 65.098-16.5466j 8.26923-3.57594j 38.9466-15.0658j 39.114-12.4246j 3.27083-3.39201j -30.8876+9.4958j -11.4945+4.7909j 11.4867-5.26775j 10.6763-1.51297j -5.16148+1.6114j 0.404243-0.760647j 
0.132324+0.279383j -2.654-0.345581j 2.70773+1.4016j -6.18058-2.31422j 3.66412-0.310045j -11.9015-2.78693j 1.1454+1.4422j -16.247-4.00365j 16.0006+5.53983j -5.32953-1.10932j 25.5076+4.33688j -13.4777-2.33885j -14.4442-2.97429j -23.512-3.60241j -8.82188-2.74165j -49.7589-10.0882j 33.4351+6.23122j 3.05055+1.40527j -12.8252-2.35928j -10.5054-2.82081j -9.81946-1.95752j -56.2239-10.0844j 1.19254+0.369473j -42.3082-6.98547j -1.91235-0.877001j 26.9387+30.4569j 0.738641+18.198j -2.03554-0.529751j 42.4743+6.67471j -1.58155-0.223363j -55.2661-8.88432j -9.7135-1.30884j 11.0016+1.48358j 13.1033+1.73286j -2.93793-0.975557j 32.869+4.74116j -50.4679-7.1245j 8.86762+0.940954j -24.4213-3.1368j -14.7007-1.87737j -12.7604-1.34256j -25.9157-4.00007j -3.84684-0.778585j -16.7482-1.82614j -16.1527-2.28502j -1.42716-0.0148667j 13.0638+1.61076j 5.09418+0.632067j -4.99546-0.236852j -3.93217-0.594015j 2.15104+0.10296j -0.137503-0.161634j 
0.794635+0.382582j -4.10369-0.887752j 9.39764+1.10523j -10.9865-0.655471j 12.606+0.324663j -29.2528-4.52878j 4.55277+0.344418j -37.2966-2.4989j 37.4947+4.30734j -9.29538-1.29784j 62.3426+3.09993j -32.1073-2.25508j -34.4306-1.91077j -55.4845-5.59333j -19.692-1.23145j -119.332-7.85985j 76.9432+4.94477j 6.93413+1.27673j -30.2435-1.95651j -25.9381-2.37913j -22.6142-1.35421j -131.823-7.62523j 1.63547+0.463261j -100.119-4.75168j -4.72106-0.363136j 71.9308+64.6531j 6.19265+41.8202j -4.8985-0.0879476j 100.026+3.45239j -3.09952+0.427291j -131.195-3.98008j -22.8532-0.639401j 25.1196+0.839546j 30.6886+1.31166j -7.07889+0.0158794j 77.1448+2.22316j -119.209-3.23252j 20.9544+0.373852j -56.7455-0.145964j -35.0782-0.971428j -30.4673-0.246357j -62.2191-1.17767j -8.36582+0.693846j -39.2932+0.908944j -38.4653+0.143097j -4.13963+1.13902j 30.3717-0.34697j 11.1865-0.700894j -11.8323+0.424736j -9.82532-0.648531j 4.91279-0.250999j -0.953717+0.187314j 
0.196036-0.780134j 2.27811+0.893412j -4.8967+0.0271415j 5.39834+3.16502j -5.23656-2.42607j 12.4436+4.12908j -1.90563-2.68434j 18.7553+6.32539j -16.2971-7.2327j 3.78501+0.477881j -26.5325-9.41456j 13.1675+5.52224j 15.8649+4.53474j 25.9053+8.15879j 9.68882+2.60238j 54.5456+17.2004j -36.1073-10.933j -2.97452-1.46301j 14.2501+2.88419j 10.243+3.45542j 10.1853+3.16j 60.3461+17.0615j -1.21902-1.46005j 45.7637+11.999j 1.73209+1.2246j -25.4862-36.9898j 1.55011-19.8068j 2.45182+0.497998j -45.6458-12.9161j 1.25836+0.370423j 60.7639+16.3201j 10.5094+2.88986j -12.2381-2.99283j -15.2201-3.51232j 2.83226+0.780355j -35.9512-9.13414j 55.7445+13.5737j -9.65623-2.92043j 26.4159+6.21559j 16.31+4.01222j 14.1378+3.1668j 28.5777+7.31957j 3.93037+1.1224j 18.463+4.08377j 17.9637+4.33798j 1.86708+0.0249764j -14.486-3.06424j -5.65914-0.914229j 5.48369+0.876178j 4.17491+0.825317j -2.40519-0.420506j 0.301642+0.427058j 
-2.30201-0.403443j 16.011+0.14753j -28.2248-0.312003j 34.8373+2.69992j -33.1267-1.82048j 87.5766+5.62487j -11.2494-4.44501j 108.961+2.44352j -111.387-6.07795j 24.6359+0.274627j -176.582-0.70467j 85.9405+1.21389j 100.839+0.12947j 159.204+3.58336j 59.4866+0.621534j 339.133-0.630839j -220.591+0.123978j -20.5812-1.19506j 87.6321-1.28838j 71.4147+1.30677j 63.7715-0.468575j 372.864-2.0739j -7.95498-1.02533j 282.884-3.85829j 13.8342+1.23698j -211.246-168.774j -23.288-115.685j 13.5845-1.7059j -283.312+4.89937j 7.27095-2.43696j 370.549-11.0914j 65.0854-1.63442j -71.2635+4.75034j -88.2513+1.99245j 20.1378-1.00422j -218.705+8.69034j 336.431-12.8043j -58.0325+3.80785j 158.922-8.96648j 98.4355-3.62194j 85.585-5.34849j 174.732-6.24463j 23.6086-2.33755j 108.095-10.5712j 107.167-6.85202j 10.7842-4.37864j -84.6902+6.20401j -31.8821+3.68782j 32.2865-4.42632j 27.0779+0.295499j -14.4638+0.994506j 1.47702-0.568735j 
-0.740134+0.105939j 6.31476+0.946757j -8.97809+1.69221j 13.4428+3.2048j -15.3124+0.683434j 34.9653+1.4602j -4.68301-0.883637j 42.8436+2.18149j -43.2611-3.79482j 10.0097+2.94762j -70.7403-1.11877j 35.4519+2.42948j 39.3402+0.519255j 65.3695+2.22859j 22.4983+0.912423j 134.582+2.37017j -88.0686-2.58538j -7.4563-0.746773j 34.5681+0.0956376j 28.3663+1.41075j 25.4572+0.786996j 148.663+3.12543j -3.64265-0.637395j 112.977+0.843718j 5.46761+0.544435j -83.2887-69.4015j -8.30314-46.85j 5.0231-0.622752j -113.389-0.436764j 2.81912-0.31314j 147.649-1.91448j 26.1997-0.223395j -28.6461+1.21554j -35.4059+0.459161j 7.27051-0.286973j -87.3689+1.79314j 134.276-2.70809j -23.6154+0.995873j 63.392-1.60084j 39.4464-0.87107j 34.5322-1.75695j 69.2728-1.46417j 9.03188-0.411232j 43.2283-3.16384j 42.4901-2.00129j 4.07698-1.96402j -33.5951+1.49051j -12.5239+0.952853j 13.2488-1.48528j 10.7647+0.320588j -5.83252+0.365497j 0.481098-0.348717j 
0.722583+0.194532j 6.06303-1.33131j -13.4342-0.426093j 16.1459+1.75262j -17.7115-2.14457j 42.8943+0.766148j -5.9213-2.63772j 54.1722+2.4908j -55.4291-3.12639j 13.1022+2.01j -86.7251-1.17444j 42.9065+2.6652j 49.2607+0.395347j 79.2919+3.111j 29.4163+0.243433j 167.85+3.74017j -109.697-1.86516j -9.91754-0.431762j 43.8385+0.0929304j 36.472+0.798631j 32.2718+0.314188j 186.11+2.00197j -4.24083-0.549003j 141.317+0.117407j 6.98961+0.057163j -103.68-85.9281j -10.8037-58.1158j 6.70535-0.594828j -140.866+0.814067j 3.97417-0.527505j 184.351-2.425j 32.1927-0.708604j -35.056+1.75485j -43.8806+0.303756j 9.8047-0.894819j -108.697+2.80643j 167.312-3.52581j -28.5172+1.1133j 79.3227-2.81427j 48.9688-0.790493j 42.6532-2.36743j 86.5213-1.83538j 12.154-1.12358j 53.9594-4.10536j 53.1616-2.52776j 5.50982-2.37681j -42.195+1.95913j -16.2939+1.61142j 16.1285-1.96166j 13.612+0.315393j -7.45588+0.752552j 0.389042-0.0154306j 
2.18898+0.986952j -8.60183-1.18426j 15.1572-1.28359j -19.7968-1.25584j 18.2731+1.87398j -46.5128-1.55946j 6.58327+2.84362j -60.0287-3.8205j 60.7229+2.8881j -13.7819-0.388031j 96.6029+0.896086j -47.7697-2.79405j -54.7098-0.588056j -88.1042-2.9014j -33.3479-1.19955j -184.803-4.55414j 120.861+3.78317j 10.4766+0.283641j -49.0301-0.486052j -40.4314-1.29286j -35.5643-0.431325j -205.086-4.24524j 4.17364-0.24418j -156.333-1.50322j -7.95703-0.610658j 114.578+95.9517j 11.3443+64.101j -7.60238+0.671968j 156.121+0.451002j -4.51024+1.12871j -204.572+1.46187j -35.7967+0.262283j 39.6495-1.30496j 48.4718+0.0345932j -11.066+0.509641j 120.453-1.9326j -185.279+2.37084j 31.7917-1.15228j -87.8433+2.27199j -54.1521+0.665305j -47.4261+1.63938j -96.3181+0.888423j -13.0814+1.26807j -60.225+3.98051j -59.3439+2.17781j -6.11422+1.97465j 46.9221-1.91776j 18.0291-1.63895j -18.3977+1.78444j -14.9995-0.854771j 7.75049-0.503763j -1.00968+0.162793j 
-0.59841-1.36315j -1.21774+0.142523j -3.43727-1.49397j 1.24432+1.65022j -2.64581-0.00609573j 5.30559+1.68901j -0.797795-0.234518j 8.03638+1.48931j -7.33448-1.67582j 1.39437-0.52515j -13.4633-0.917856j 5.82064+1.6223j 7.13318+0.583748j 11.9226+2.04648j 3.83752+0.805994j 24.1236+3.14065j -15.5706-2.53264j -1.03198+0.0497323j 6.57948+0.654133j 5.82272+1.01635j 4.76717+0.677681j 26.4593+3.23695j -0.5019-0.292483j 20.3975+2.36244j 0.878184+0.44561j -13.5921-14.2451j -0.750159-8.8936j 0.961784-0.240257j -20.5503-2.49389j 0.979117-0.22037j 27.371+3.04436j 4.5891+0.528661j -4.92959-0.729632j -6.24844-0.733386j 1.50948+0.191276j -16.2662-1.39416j 24.8769+2.14397j -4.52708-0.0878254j 11.7324+0.695686j 7.3722+0.442493j 6.27793+0.674934j 12.6597+1.10832j 2.12227-0.041993j 8.07979+0.3992j 7.9262+0.594452j 0.544336-0.0409987j -6.20377-0.254436j -2.47039-0.23987j 2.5281+0.473635j 1.86553+0.423356j -0.871443+0.453454j 0.157574+0.295648j 
-0.861863+2.40662j 0.887955-2.18563j 2.02583-0.589791j -2.63965-1.07023j 0.899938-1.25296j -2.59304+2.04806j 0.371008+0.137143j -2.74686+1.26896j 4.50268-1.51648j -2.24951+0.894562j 5.93339-1.76523j -2.77774+0.779847j -3.17513+1.09769j -5.69788+2.09808j -1.41682-0.170863j -10.4969+5.22365j 5.74553-3.3847j 1.0196-0.528696j -2.46014+0.818174j -1.84775+0.787706j -2.09969+0.873779j -10.3855+5.47775j 0.926341-0.629146j -8.06432+3.65016j -0.157715-0.0827613j 8.35231+2.72155j 2.4402+2.85172j -0.509346-0.0305938j 8.23584-3.60911j -0.568176-0.0328958j -11.1388+4.73983j -1.75959+0.772579j 2.07997-0.528168j 2.67415-1.36528j -0.340016+0.0960625j 6.14249-3.03589j -9.59991+4.75479j 1.75672-0.728571j -4.43413+2.27052j -2.92783+1.44972j -2.06324+1.19525j -4.78171+1.87598j -0.772033+0.651923j -3.16985+1.44531j -3.06241+1.2149j 0.0836841+0.273172j 2.53716-1.1097j 0.980748-0.595544j -0.800674+0.321305j -0.422+0.339286j 0.175787-0.451763j -0.270982-0.358628j 
-0.849777+2.84024j -3.17882+0.993726j 3.18274+1.01262j -2.61011+0.627948j 4.74704+0.103052j -10.4788-0.709235j 1.56976+0.934124j -14.4913-0.861145j 14.8596+0.83641j -3.59678+0.679794j 23.5868+0.723554j -10.9326-0.527137j -13.1888-0.251079j -20.4669-0.915357j -8.02018+0.116051j -44.1357-1.41605j 28.3594+0.913491j 2.76533-0.311253j -11.6215-0.627293j -9.649-1.13688j -8.54482-0.186354j -49.3529-1.09672j 0.907336-0.0332671j -37.5279-0.410578j -1.8023-0.113971j 27.6073+23.1185j 2.50997+15.458j -2.35204+0.282087j 37.2177+0.238407j -1.54124-0.0816019j -48.9848+0.188855j -8.50765+0.122708j 9.39582-0.864209j 11.5214-0.260954j -2.53398+0.0241495j 28.9594-0.206531j -44.5656+0.420422j 8.00007-0.0229227j -21.261+0.510423j -13.2323+0.0607767j -10.9639+0.412242j -23.269+0.361341j -3.23933-0.0601689j -14.4521+1.00543j -14.2308+0.56088j -1.32163+0.595037j 11.4204-0.563327j 4.0896-0.323313j -3.81167+0.306048j -3.1456-0.125164j 2.4426-0.17074j -0.0803657+0.143706j 
0.0664353+1.38779j 1.15603-2.21452j -1.48442-0.876231j 4.7901-1.16332j -4.77405-0.490493j 10.3476-0.93304j -2.18943-0.145549j 13.7172+0.602161j -14.0719+0.335154j 3.81337-0.381036j -24.0333-0.510341j 10.9321-0.250801j 13.4896-0.313928j 21.2246-0.018562j 7.51542+0.143111j 44.5542-1.48974j -28.585+0.704604j -2.83058+0.350306j 11.6603-0.473106j 9.17391+0.604133j 8.42668-0.175884j 48.4223-1.78633j -0.964766-0.111147j 36.8536-1.34212j 1.7704+0.193073j -27.8764-21.3503j -3.1162-15.1073j 1.94982-0.257216j -36.8131+1.23317j 1.16893-0.0763681j 48.3866-1.80582j 8.47626-0.433797j -9.40146+0.850775j -11.3921+0.641972j 2.63992-0.0265321j -28.8781+1.2671j 44.1918-2.03686j -7.9557+0.517138j 21.0268-1.30635j 12.9917-0.603006j 11.3669-0.842922j 22.9123-1.07405j 3.18889-0.0753095j 14.4918-1.69306j 14.1834-1.08192j 1.41256-0.848401j -11.2235+1.03463j -4.18072+0.454483j 4.38045-0.583235j 3.54244+0.13318j -2.02597+0.387644j 0.0485826+0.029612j 
3.73865+0.461801j -0.495872+2.24052j -1.12094-1.51653j 0.86019-1.34358j -2.02451+0.0048179j 3.13407+0.655183j 0.165471+0.257218j 5.20812+1.08159j -4.70114-1.36955j 1.4232+0.158378j -8.58121-0.216444j 3.86091+0.470592j 4.47796+0.0873799j 7.22964+0.103626j 3.15549+0.631764j 14.6376+0.772585j -9.7723-0.607963j -0.984664-0.0840785j 3.42605+0.257472j 3.30024+0.700572j 2.94868+0.277458j 16.3899+1.92956j -0.690254-0.130005j 12.7777+1.27294j 0.747618+0.0690444j -8.60925-9.02229j -0.565199-5.35087j 0.750675+0.263272j -13.0535-0.977707j 0.311451+0.206005j 17.4388+1.06837j 3.0277+0.138012j -3.68957-0.000127239j -4.14049-0.285152j 0.971053-0.12628j -10.2315-0.303307j 15.6588+0.647334j -2.55127-0.031255j 7.38925+0.23j 4.52071+0.329254j 3.97108-0.373428j 8.17844+0.466572j 1.10166-0.062105j 4.9299-0.310072j 4.96104-0.0565297j 0.342952-0.294848j -3.87562-0.105339j -1.52213+0.200343j 1.39874-0.602669j 1.382-0.311578j -0.570427-0.319414j 0.181426-0.0458384j 
