0.00710908+0.000208712j -0.00698198-0.00242627j 0.0205922+0.00404161j 0.00891709+0.00422083j -0.00353846+0.00634347j -0.00424676-0.00817899j -0.00999999+0.00415584j 0.0120141+0.000107526j 0.00336963-0.00241084j -0.00868053-0.00510366j -0.000335799-0.00286078j -0.00948873+0.00136015j 0.00351877-0.000857267j -0.00403141-0.00261111j 0.00897439-0.0027842j -0.00629333+0.00491529j 0.0195138-0.00561618j -0.0101068+0.000253337j 0.00189446+0.00573139j 0.00293647-0.00663681j 0.00810304+0.0141205j 0.00368415+0.00151195j -0.00849251-0.00317361j 0.00415807-0.00325967j -0.0042598+0.000175806j -0.00712859-0.00169596j 0.000729777+0.000638457j 0.0128787+0.00312196j 0.00211796-0.000884201j -0.00178713-0.00259377j 0.00197199-0.00286586j -0.00581869+0.00144912j -0.0148476-0.00361036j -0.0156355-0.00379349j -0.00193013+7.23434e-05j 0.0126383+0.0101585j -0.00464198-0.0153757j -0.0028272+0.00456412j -0.0027346+0.0116884j 0.00810041-0.00277778j -0.00134706-0.013225j -0.0110534+0.00707461j -0.00782395-0.00399174j 0.00762364+0.00798042j 0.00250802+0.00581129j 0.000115524-0.00319267j 0.00909344-0.00656827j 0.00566981+0.00166085j -0.00302801-0.000790423j -0.000295454-0.000896973j -0.00661446-0.00146986j -0.001813+0.00256789j -0.000699011+0.000969716j -0.00391576+0.00405844j -0.00669225-0.00450043j 0.006059-0.00866571j 0.000896624-0.00444714j 0.00391955+0.00153324j -1.20056e-05-0.00499434j -0.00231857-0.009942j 0.00183301-0.00751713j 0.00961869+0.00140503j -0.000104077+0.00729621j 0.00970697-0.00465074j 0.000182912-0.00359972j 0.0107815-0.00593124j -0.00739988-0.00413908j 0.00188755+0.00186116j 0.00313832-0.00123488j -0.00203964-0.00331721j 0.00107803-0.00441304j -0.00409706-0.000913014j 0.00608265-0.0100894j 0.0100032-0.00343602j 0.000233709+0.00437399j 0.00158107+0.00201936j -0.00144796+0.00713671j -0.00127459-0.00626981j 0.000197774-0.00427333j 0.00108776-0.00561152j 0.00508948-0.00306715j 0.00396468+0.00593602j 0.00166856-0.00271792j -0.000659828-0.00359855j 0.00470553+0.000168759j -0.00529122+0.00579186j 0.00107056+6.53691e-05j -0.00417941+0.00348317j 0.000444548+0.00135243j -0.00222056+0.000634001j 0.00381933+0.00612587j 0.00242774+0.00173146j -0.00259665+0.0106771j 0.00141395-0.00758613j -0.0052346-0.0103261j 
0.000691547-0.00143532j -0.00325224+0.00209344j -0.00680213+0.00129277j -0.00918725+0.00146176j 0.00723821+0.000265892j 0.00468695+0.00257893j -0.00238445+0.00376005j -0.00647116-0.00127074j -0.00638469+0.000957163j 0.00265381+0.00118862j -0.00804733+0.00683964j 0.00799743+0.000708457j -0.0035403+0.0051311j -0.00382809-0.0069j -0.0156314+0.00267199j -0.00151414-0.00247578j -0.00730651-0.00432348j 0.00481738+0.0055645j -0.00757221-0.00483955j -0.00659781-0.00267911j -0.0072658+0.00511433j 0.00672447-0.0142275j 0.0107624-0.00655724j 0.000900628+0.000838399j 0.000312748+0.00360923j 0.00275419-0.00137346j 0.00480064+0.00242659j -0.0106468-0.00136147j 0.000456559-0.00162636j 0.00472632+0.00235093j 0.000314048-0.00294734j -0.00951176-0.00734002j 0.00438217+0.00674759j 0.00460388-0.00205655j -0.0227862-0.000784093j -0.0105982-0.00155983j 0.00526254+0.00852742j -0.0100491+0.00312434j -0.00172119-0.00753533j -0.00558228+0.00185936j -0.00524462+0.000292123j -0.010946-0.00864819j 0.0096329+0.0026081j 0.0119114-0.00926918j 0.0103852-0.00201577j -0.00137484-0.0105966j 0.00904484+0.00736174j 0.0105708-0.00109983j -0.00303788-0.00316994j 0.00358466-0.0104128j 0.00843622+0.00126452j 0.00129677-0.0014087j -0.00175134+0.00797041j 0.000448593+0.0126936j 0.00483106-0.0078613j 0.016682-0.0136141j 0.00949385-0.00704941j 0.0124998+0.00616329j -0.0037871+0.0117553j -0.00787374+0.00263778j -0.00651776-0.00187576j -0.000612114+0.00191039j -0.00893176-7.9932e-05j 0.0162915-0.00330545j 0.00357371+0.00356707j 0.00605801-0.00323372j -0.0186585+0.0063432j 0.00316358-0.00670275j -0.00434963-0.00342606j -0.0125852-0.00916548j -0.00700558+0.00614431j -0.00983471-0.0103025j 0.00108724-0.0103769j 0.0167667-0.00775366j 0.00391557-0.00325915j -0.00465246-0.00283807j 0.00498096+0.0056926j 0.00323392-6.38165e-05j -0.0157229+0.0148715j -0.00252894-0.00988657j 0.00588994+0.0174998j -0.00552948-0.0016351j 0.00258046-0.00510461j 0.00166425-0.00728123j 0.0104778-0.00850813j 0.00129606+0.00571772j -0.00502671+0.00494647j -0.00539042+0.00558018j -0.0115114+0.00291625j -0.00404239-0.00222996j 0.0108406+0.00784379j 0.0119282+0.0134572j -0.00389509+0.0189285j -0.00073077-0.00794547j -0.0132157-0.0100529j 
-0.00169265+0.00075125j -0.00491071-0.000733605j -0.00929423-0.00056067j -0.00295815-0.00753907j 0.00583945+0.00839198j -0.00214149+0.00327532j 0.000802421-0.00495874j -0.00275971+0.00107685j -0.000543089+0.000954923j 0.000691873+0.00138258j 0.00303551-0.00387754j 0.000532546+0.00679995j 0.0134336+0.0095166j -0.00383305-0.00845464j 0.0106364-0.0091732j 0.0101247+0.00208912j -0.000341842+0.00273197j 0.00757913-0.00485692j 0.00170883+0.0068391j -0.00415613-0.0061554j 0.00467548+0.00635789j 0.00606948-0.00304459j 0.00788721-0.000712156j -0.0068428+0.00538492j 0.00623109+0.00847763j -0.00162033-0.000222263j 0.00119288-0.00530465j 0.00211377+0.000674625j 0.00558898+0.00425335j -0.00395371-0.00634489j -0.00210484-0.00754666j 0.00960465+0.0128235j 0.0102732+0.0044053j -0.00649108-0.000996749j -0.00297654+0.0055071j -0.00331072-0.000664914j -0.000394279+0.00526667j 0.000785237-0.00368967j 6.85765e-05-0.00233356j 0.000155415+0.00135355j 0.00139474+0.00420931j 0.00915082+0.00272505j -0.00447373-0.00297782j 0.00130287+0.00264394j 0.000192078+0.00565615j 0.000238846+0.0129538j -0.00496081+0.000150898j -0.00347529-0.00890668j 0.000904482+0.000165469j -0.0180074+0.00744497j 1.73716e-05-0.00036411j 0.000301438+0.00193495j 0.00362258-0.000161935j -0.00394945-0.00356751j -0.000257063+0.00277601j -0.00817601+0.00832553j -0.00118302+0.00398075j -0.00545254-0.00128339j 0.00197922-0.00107577j -0.00345355-0.00485598j -0.00778978+0.00280938j -0.00444956+6.36151e-05j -0.00580958+0.000318176j 0.00670303+0.00234981j -0.00030518+0.000122407j 0.00731594+0.00205366j 0.00462035-0.000338236j 0.00566324-0.00549191j -0.00031379+0.00290116j 0.0111707-0.00441684j 0.00587233-0.00111928j 0.00766659+0.00296759j 0.00605466-0.00342806j -0.000400813-0.019553j -0.0103387-0.00101672j 0.00824994-0.000762762j -0.00784249+0.00906495j -0.0102151-0.0144973j -0.0015974+0.00596036j -0.00825287-0.00128033j 0.0081162-0.01297j -0.00610627+0.00468185j -0.0029211+0.00216998j -0.00717904+0.00707941j -0.0030848+0.00143255j -0.00405893+0.00553347j -0.00100998+0.00971183j 0.00364578+0.00837503j 0.000260814+0.00783248j 0.00553079+0.000215346j -0.00792549-0.00726256j -0.00218191-0.0139734j -0.00303952-0.00378686j 0.0105486-0.0140633j 0.00749474-0.0155614j 
-0.000779404+0.00484073j -0.011079+0.000830805j 0.00427868+0.00551873j -0.000681354-0.000256734j 0.00500532+0.00302647j 0.00348304-0.00269882j -0.00105822+0.00355159j -0.00123364-0.00267452j 0.00160142+0.0012331j -0.00408303-0.00121876j -0.0044145+0.00418746j -0.00207236+0.00281486j -0.00389199+0.00688975j 0.00052334+0.0118714j -0.00435586-0.00277924j 0.000772718+0.00693795j -0.000216006+0.00081791j -0.00352065+0.00503836j 0.00831941+6.67563e-05j -0.00628428+0.0111809j -0.00113834-0.0021011j -0.00209524-0.00564185j -0.00169573-0.010373j -4.10387e-06+0.00196694j -0.00120317+0.000865415j 0.00353247-0.00331984j -0.00253078+0.00672521j -0.000889885+0.00103471j -0.00394864+0.00199104j -0.00754592-0.000699111j 0.00266969-0.00270066j 0.00149037-0.000576106j 0.00592306-0.00304461j -0.00434085+0.0055903j 0.00532424-0.00711418j 0.00185718-0.000657834j -0.00245982+0.00157422j 0.00545896-0.00607053j -0.000414703+0.00085198j 0.00269815-0.00732312j -0.00222736+0.00631697j 0.000559427-0.00271842j 0.00329289-0.000101136j -0.0012646+0.00491255j -0.000823339-0.00115272j 0.00158932-0.00590149j 0.00128216+0.00190676j 0.00158575+0.00559269j 0.00604822-0.000379258j -0.00510191-0.0080435j -0.00172085+0.000468978j 0.00256404+0.00469526j 0.0035176+0.0039366j 0.00954232-0.00336906j -0.000150666+0.0023935j 0.00149602-0.00755606j -0.000577632+3.78397e-05j -0.000395224+0.00938084j 0.00209234+0.00255503j -0.0107626-0.000309201j -0.00552363+0.00287105j -0.00201886+0.00863931j -0.0097249+0.00251792j 0.0203846+0.00490247j 0.000442062+0.00109252j 0.0139838-0.0065941j -0.00301219+0.00322783j 0.0107169-0.00372171j 0.000739152+0.000890349j 0.00569271-0.00519395j 0.0027454-0.000414653j -0.000291232+0.00179392j 0.00220508-0.0129156j 0.00767133-0.0107746j -0.00463121+0.00373052j 0.00156533-0.000744362j -0.00236918-0.00437062j -0.00119461-0.0163701j 0.00760659+0.00113237j -0.00177133-0.0042396j 0.00529603+0.00833644j -0.00718545-0.00216945j 0.0051821-0.00820081j -0.00192169-0.0107728j 0.011719-0.00897682j -0.00763126-0.00139705j -0.00452449-0.00137196j -0.00823292-0.00370247j -0.000250365-0.000921375j 0.00683417-0.0106664j -0.00879133-0.00141491j -0.00282464-0.00888088j 0.00343875-0.0073211j 0.00156105+0.00214734j 0.0181296+7.12745e-05j 
0.00409328-0.00345307j -0.00698206+0.00714475j -0.000470156+0.00308653j -0.00746793-0.00162851j 0.00599946+0.00359965j 0.00396515-0.00463152j -0.00550125+0.00037652j 6.64284e-05-0.00264646j -0.00611349+0.00123523j 0.00201147-0.000735222j -0.00939418-0.00392652j 0.00555717+0.00420378j -0.00276152+0.0122693j -0.00226525-0.00611262j -0.00335056-0.00464817j -0.0049476+0.00457343j -0.00335833-0.00871901j -0.00287176-0.00830383j -0.00762087-0.00698212j -0.0036733+0.00234061j -0.00689285+0.00910037j 0.00154888-0.00240854j -0.000683035-0.00749943j 0.00151351-0.00311924j -0.00206405+0.00299482j 0.00265693-0.00766257j -0.000501303-0.00108339j 0.00044436+0.000699821j 0.00407622-0.00538248j -0.0026551+0.00303969j -0.00345171+0.00453933j -0.00697093+0.0215271j -0.00437164+0.00625403j 0.0115863-0.0158919j 0.0197241+0.00250394j -0.000903437+0.00856126j -0.00082454-0.000598689j 0.0041149-0.00298396j 0.00100548+0.00249109j 0.000515634-0.0058621j 0.00819378+0.00130201j 0.00431526+0.00721107j -0.00507857-0.00360213j 0.00877851-0.00123361j 0.00896229-0.000440242j -0.00574417+0.0123495j 0.00143349-0.00410574j -0.00423988+0.00308399j 0.00931046+0.0103364j 0.00204562+0.00433937j 0.0107827-0.00228513j 0.0116115-0.0145818j -0.0111045-0.00813763j -0.00713871-0.0104208j -0.00578225+0.00365942j -0.0263198+0.0212585j -0.00872671+0.00128788j -0.0127285-0.0167099j 0.000512503-0.00546775j 0.0207768-0.00254548j 0.0141746-0.0137672j 0.00153512-0.00985478j 0.0146966-0.00301854j -0.034956+0.00385009j -0.00161296-0.00175839j -0.0232038+0.0026379j 0.0129268-0.000958124j -0.00589803+0.00755778j 0.000828754+0.00505275j 0.00909729+0.000890681j 0.0103467-0.00690736j 0.0185578+0.0136699j 0.00297038+0.0180217j -0.016791+0.00801885j 0.0105478+0.00851149j 0.000440169-0.00729832j 0.0105718+0.0116985j -0.0111111+0.0223914j -0.00602845+0.00364483j 0.00769336+0.0220628j -0.0090367-0.00857533j 0.00348816-8.5941e-05j -0.00757804+0.00618434j -0.000411968+0.00621172j -0.00870988+0.00351861j 0.0136915-0.00544427j 0.00897254-0.00241226j 0.015885+0.00129269j 0.00394117-0.00754228j -0.0112269+0.00745992j -0.0120014-0.00715392j -0.00876778+0.00875311j -0.0117733+0.000504203j 0.00252747+0.00186987j -0.00859598-0.00654372j 
-0.00313138-0.00376088j 0.00398401-0.00210554j -0.012106+0.00247324j -0.00144124+0.00490855j -0.00198824-0.00486109j 0.00041054+0.00332056j 0.00636069-0.00403478j -0.0017409-0.00132279j -0.000848666-0.00127821j 0.00400432-0.00073131j -0.00068451+0.00365923j 0.00312981-0.00491059j -0.00572061-0.00511507j -0.0087149-0.0073441j 0.00680832-0.00328589j -0.0105934-0.00229618j 0.0184921+0.0044368j -0.0150646+0.00315924j -0.00294672-0.00200085j 0.00755486+0.00281512j 0.00242966-0.00443638j -0.00322092-0.00147121j -0.015406+0.00816062j 0.00998231-0.000718893j -0.0044531+0.000861221j -0.00900879+0.0101004j -0.00428861+0.00372673j 0.00939284+0.000719053j -0.00697309+0.000571066j 0.014483+0.000677543j -0.00310543+0.00447745j 0.000713616-0.000941194j -0.0182147-0.00596556j -0.0315905+0.00532263j -0.00656743-0.00355751j 0.0253328+0.00966601j -0.00552586-0.0156542j -0.00224166+0.000148466j 0.000547034+0.0160235j 0.00624629-0.00490132j -0.00508069-0.0152952j -0.00704744+0.00687797j -0.008584-0.00213034j 0.000866997+0.00565566j -0.000144188-0.00394219j 0.0109314-0.00462898j 0.0010397-0.0127983j -0.00268783+0.0016241j 0.00597859-0.00285699j 0.0055977+0.00100245j -0.0111686-0.00265965j -0.00662434+0.00475375j -0.00454223+0.000242992j 0.00362465-0.000732089j -0.00502929-0.00326502j -0.00134998-0.00570659j -0.00585258-0.00229703j 0.00065429-0.00222271j 0.00532545-0.00873911j -0.00226575-0.0114245j 0.00457617-0.0136165j 0.0070162+0.00282463j 0.00326064+0.00422798j -0.0008236-0.0112829j -0.00341073-0.00711991j 0.00215883-0.00393733j -0.00159386-0.00462615j 0.00271613+0.0112958j 0.0028684+0.00254538j 0.0022458+0.00479033j 0.000646683-0.00988271j -0.00246518+0.000883383j 0.00489912-0.00607832j -0.0033401-0.00525402j 0.00557072+0.000649299j -0.00179327+0.00274716j -0.00430197-0.00248009j -0.00121566+0.00239009j 0.0100269-0.00595844j -0.00527048-0.00200045j 0.00707421-0.00580775j 0.0010126+0.00385271j -0.00128736+0.00234298j -0.00632316-0.00102174j -0.00132702+0.00442679j -0.00293112+0.00108799j 0.00199724+0.00110597j -0.0125489+0.00858589j -0.0057096+0.00933243j 0.00699503+0.00709003j -0.00864682-0.00298037j -0.0100022-0.00714035j 0.00196096-0.00460982j 0.00148526+0.00946058j 0.0038455+0.00568265j 
0.0103029-0.00817099j 0.0137959-0.00100503j 0.00650355+0.000621142j 0.00536188+0.00288831j -0.00515314+0.000439721j 0.000214772-0.00602j -0.00220983+9.77261e-05j 0.00790375-0.00379456j -0.00279973-9.01498e-06j 0.00544209-0.00428227j -0.000720145-0.000573179j 0.0134441+0.00148498j -0.00261357-0.0141177j -0.0081486-0.00241163j -0.00588027+0.00113963j -0.00519702+0.00649617j -0.00249319+0.00291215j 0.00864065-0.00130496j -0.00376995+0.00338901j 0.00161673+0.00500648j -0.0148737-0.0020915j 0.000504822+0.00881616j 0.000395106+0.00707767j 0.00680418-0.00146233j 0.0025851+0.000404292j 0.00531497+0.0083672j -0.00208351+0.0023138j -0.0118872+0.00356283j 0.00348751+0.00734935j 0.00584587-0.00684553j -0.00203895+0.0053235j 0.00835783-3.78261e-05j 0.0208764+0.0019407j 0.00659456+0.0071656j -0.0105327+0.0102162j -0.0182566-0.00898986j 0.0108287+0.0136786j -0.00754167+0.00204641j -0.00347494-0.0166101j -0.00970211+0.00235939j -0.000292538+0.0157294j 0.00424383-0.0109131j 8.80705e-05+0.000248077j 0.002273-0.00211662j 0.00242588-0.00343319j -2.95325e-05+0.00274759j -0.0120289+0.00563521j -0.0115464-0.00290914j 0.00141033+0.0030737j -0.0119252-0.009172j 0.00695436+0.00248355j 0.00845502+0.00492286j 0.00623284+0.0152535j 0.00656789+0.00596531j 0.00435876+0.00370493j -0.00377962-0.0117734j 0.00257085-0.00768377j -0.00464789-0.00415669j 0.00170251+0.0133087j -0.00854986+0.0130968j -0.00895608+0.0164003j -0.00979542+0.00338121j -0.0154712-0.00668401j 0.0263019+0.00325418j 0.00219448+0.0038333j 0.0153942+0.00471054j -0.0115567+0.00641539j 0.0133459-0.010056j -0.00205044-0.00379857j 0.000877827-0.00829568j -0.00419437+0.00709617j 0.00552125-0.0045759j 0.0012673-0.0089502j 0.00268173-0.0167063j -0.00284752-0.00413283j 0.00101218-0.00375033j -0.00592748+0.0126673j -0.00612846-0.00933814j -0.00424695+0.0121089j -0.012958-0.0112539j 0.0100896+0.0152062j -0.0163155-0.00259692j -0.000512908+0.00118869j -0.00971241-0.00206243j -4.72333e-05-0.00332761j 0.00119948-0.0023901j -0.00540271+0.00691196j -0.00146849+0.00852663j -0.0142639+0.00820186j 0.0103-0.011689j -0.00458166-0.00573224j 0.00603714-0.00482323j 0.00284627+0.00168366j 0.00379187-0.012568j 0.00427714-0.012625j 
0.00208523+0.00230788j -0.0043124+0.00282299j -0.0110869+0.00165773j -0.00469739-0.00419403j 9.55928e-05-0.00206307j 0.00574511-0.00157275j -0.00049012-0.00219651j -0.0019249-0.000258691j -0.0044224+0.00270111j 0.00418632+0.00348314j 0.00725747+0.0052297j -0.00602918+0.00295089j -0.0140126-0.00799594j -0.00717495+0.0130327j 0.000558125-0.00124223j -0.00394258-0.00414887j 0.0027183-0.00739781j -0.00528527-0.0051613j 0.00184992+0.00169814j 0.00297707-0.00217112j 0.00660848-0.0033979j -0.00296705+0.00586455j -0.00582716+0.0009176j 0.00854053+0.00211402j -0.00583175-0.00156656j -0.00107711-0.00414955j 0.000440978-0.00511603j 0.0074626-0.00176972j 0.00231454+0.00605659j -0.00443437+0.00328191j 0.00213846+0.0026049j 0.0032334-0.0132107j -0.0108586-0.00633226j -0.0217038+0.00461993j -0.0074604+0.0019334j 0.0149034+0.0042662j 0.00260628-0.0145886j -0.00141107+0.00219283j 0.00368458+0.00872653j 0.0116431-0.00607519j -0.00362497-0.00723267j -0.00827148+0.00507785j -0.00755919-0.00162442j 0.00658216+0.00924557j -0.00233971-0.00103273j 0.00464674-0.00485195j -0.00336064-0.0038605j -0.0147054+0.00607365j -0.00769161-0.00424577j -0.00289778-0.0181425j -0.00515715+0.00448886j 0.00440536+0.0131184j 0.0052309+0.0137444j 0.00594658+0.00333553j -0.00675244-0.00935118j 0.00680212-0.0159068j -0.00479034-0.000308142j 0.00186664-0.00295853j 0.0044301-0.00377005j -0.0164016-0.00832465j -0.00125692-0.0069234j 0.00620902+0.00244246j -0.00948397+0.0131742j 0.0278024-0.000941365j -0.000742934+0.0100948j 0.0134764-0.00795024j -0.0107635-0.0081413j 0.00201905-0.00333047j 0.00498442-0.0035943j -0.010314-0.00383472j -0.0091778-0.00041514j -0.00796038-0.00677009j 0.00544776-0.0115625j 0.010777-0.0038217j -0.0043709+0.000375798j 0.000411829+0.00905568j -0.00317255-0.0013649j -0.000503356-0.0126463j 0.00132676-0.0028034j -0.0176282-0.0249843j 0.028457+0.0217181j 0.00208099-0.00215691j -0.0021279-0.00592507j -0.00688938-0.0169737j 0.00115033+0.000197412j -0.00303482+0.0113291j -0.00896369-0.000982843j -0.0131193+0.00584022j -0.012391+0.0102346j 0.00535157-0.015016j 0.0114256+0.00913223j 0.00885241-0.00377894j 0.00172813+0.00941966j 0.00247039-0.00581753j 0.00135668-0.00689124j 
-0.00817252+0.00330289j 0.000486928-0.0027093j 0.00387927-0.000418322j 0.00283388-0.000326855j -0.0027314+0.000306743j 0.00124615-0.00174069j -0.000508326+0.00311912j 0.00272007-0.00022091j 0.00086443+0.000848613j -0.00115383-0.000252927j -0.00975016+0.0122671j -0.0134525-0.00151669j -0.00505434+0.000821192j -0.0139492+0.00441052j -0.000471292+0.00215159j -0.000848665-0.000361025j -0.00385151+0.000127714j 0.00517762+0.00211089j -0.00324445+0.00500377j -0.00783055-0.00316014j 0.00887205+0.00248346j 0.00166728-0.00182725j 0.00803635-0.00509143j 0.000535797+0.000104241j -0.00247664-0.000824164j -0.00732975-0.00280364j -0.00271407-0.000632999j -0.00219055-0.00541513j -0.00557768-0.00406408j 0.00430759+0.00825032j -0.015314+0.0151963j 0.0194169+0.0022219j 0.0181712+0.00471611j -0.0323172-0.00227212j -0.045011-0.00465488j -0.000962806-0.000605321j 0.00180926+0.0108979j -0.0117624+0.00271755j -0.00827881-0.000519652j -0.00080493-0.00187028j -0.00671362+0.00597976j -0.00993974-0.00159094j -0.00197541+0.000940761j 0.00553853-0.0106967j 0.00032818-0.0069295j 0.0192907-0.00531018j -0.0147851+5.01345e-05j -0.0235656+0.00204705j 0.00612198-0.00502784j 0.0208424-0.0156839j -0.00324715+0.00427066j -0.0116019+0.0146219j -0.0239185+0.00491591j 0.0203562-0.013218j 0.000725433+0.000420706j -0.010493+0.00549317j -0.00151838+0.00126087j 0.00400896-0.00361874j 0.00385129-0.00032271j 0.0104629-0.00294339j 0.00633193-0.00148784j -9.74535e-06-0.00514702j 0.0149492-0.00391032j -0.0150087-0.00109749j -0.00346212-0.00548325j -0.0160761+0.012193j 0.00874347+0.0103062j -0.0136832-0.00670235j -0.0023918+0.00494907j -0.0113452+6.59958e-05j -0.00548232-0.00366558j -0.0052695+0.00573501j -0.00601554+0.0127233j 0.00243396-0.00492133j 0.0132128-0.00144414j -0.00640443-0.00428879j 0.0102062-0.00911709j -0.0172156+0.0231968j 0.00975456-0.0108239j -0.0331672-0.0087688j 0.0349546+0.00924186j -0.00810341-0.00294238j -0.00310434-0.00396292j -0.0151482-0.00687055j 0.00174502-0.00575784j 0.00197914-0.00222435j -0.0185161+0.00555774j -0.00844515+0.00737534j -0.0233868+0.0126457j 0.00654724-0.00419859j -0.0259712-0.00912817j -0.0206851-0.00483844j -0.00883224-0.011788j 0.00613101+0.0125891j 0.00922594+0.0144466j 
-0.00386573+0.00202656j 0.00941038-0.00739767j -0.00217675-0.00263488j -0.00189716+0.0029068j -0.00571604-0.000358941j -0.00830257+0.00677281j 0.000597868+0.000204343j 0.00093883+0.000385654j -0.00429689-0.00058322j 0.000194753-0.000670877j -0.0108815+0.00703253j -4.39729e-05-0.00546753j 0.00772494-0.00285249j 0.0128481-0.0216299j 0.000979128+0.00190409j 0.00221259-0.00197046j -0.00764987-0.00074636j -0.00294006+0.0016434j 0.00472841-0.0015278j 0.00567489-0.00197729j -0.00643671-0.00255035j -0.00217661+0.00232923j -0.00337477+0.00586774j -0.00126191+0.00145877j 0.00155241-0.00369318j 0.00737549+0.00221186j 0.00420077-0.000439687j 0.000380612+0.00387501j 0.00209758-0.00140645j -0.00481823+0.00022549j -0.00832984+0.00772394j -0.000829262+0.00287838j 0.000632183+0.00271022j -0.00564214-0.00432101j -0.00289853-0.000329391j 0.00172679+0.00586565j -0.000119738+0.000284337j -0.0068524-0.00422584j -0.00188706+0.00173347j 0.0108482-0.00803165j -0.00356871+0.00104156j -0.00234971+0.00227228j 0.00329296-0.00269931j 0.00525425+0.00493176j 0.0076775+0.0035527j 0.000463401-0.00418655j -0.0017506+0.00388193j -0.0106797-0.00194075j 0.00126527+0.00503037j 0.0090204+7.26339e-05j 0.000456969+0.000852723j 0.000140656-0.0062442j -0.00945198+0.00366241j -0.00225337-0.0152144j -0.00161727-0.0042766j -0.00163608-7.91903e-05j -0.00475285+0.00324977j 0.00181146+0.00558879j 0.00244026+0.00086852j 0.000587666-0.00721537j 0.00363502-0.00952859j 0.000446923+0.000158514j -0.0019921+0.00227169j -0.00151892+0.00583981j -0.00336149-0.0050271j -0.000987133-0.00905835j 0.00037511+0.00620681j 0.00342289+0.00010945j 0.000802012+0.00108008j -7.7065e-05-0.00500089j -0.000526696-0.00421317j -0.000490979+0.000169357j 0.00397824-0.00133736j 0.0105948-0.00767328j -0.000279903+0.00624423j 0.00182921-0.00781867j 0.0152154+0.00708548j -0.0175366+0.00511343j 0.000872084+0.0056572j 0.00291879+0.00252922j 0.0122926+0.0104278j 0.000214068-0.00344951j 0.00112069-0.0031984j -0.0012648-0.0107911j 0.00833869-0.00228223j -0.00247041+0.010164j -0.00723753-0.00338614j -0.000908991-0.000746507j -0.00906425-0.00674427j -0.000599685-0.0052589j -0.00948675+0.00596991j -0.0117432+0.00367267j -0.0126493-0.00277013j 0.0113463-0.00320545j -0.00143922-0.0134143j 
