-0.00221446+0.00614042j 0.00118151-0.00358683j -0.0131105-0.00122359j 0.00472564+0.00684466j 0.00344152+0.00540177j 0.00295639-0.00514925j 0.00408748+0.00475152j -0.0298464+0.00627007j -0.0112538+0.00136497j 0.0154352-0.0013063j -0.000492325-0.00356644j 0.00278881-0.00210626j 0.00320546+0.00179381j 0.000803908+0.00505096j -0.00727287+0.00098865j 0.00281493+0.00291994j -0.00638143+0.00182517j 0.00651917-0.00290169j -0.0028554-0.00114671j -0.00348276+0.00123312j -0.00591135+0.00290311j -0.000798344-0.00445114j 0.00151667+0.00237924j -0.00399357-0.00915107j -0.00208133-0.00344139j 0.00754829-0.00533632j -0.000865538+0.00617934j -0.00737805-0.00190778j -0.00130125+0.00306419j -0.00128078+0.000126537j -0.00116669-0.000159985j -0.00192761-0.00119712j -0.00325548+0.00386301j -0.0088936-0.00265397j 0.00863311-0.00354109j 0.00497574+0.00537983j -0.00390989-0.00972397j -0.00473568-0.000381684j 0.00369357+0.0115185j 0.0079587-0.0049131j 0.009011-0.0111794j -0.0101306+0.00964816j -0.0120085-0.00049864j -0.00394824+0.0058292j 0.00310547+0.00213365j 0.00363028-0.00188107j -0.00884208-0.0032952j 0.0078448-0.00483811j -0.00372346-0.000692909j -0.00110292+0.00241977j -0.00085668+0.00133727j -0.00103201+0.000172578j 0.000637186-0.00189791j -0.00529252-0.00579136j 0.000613374+0.00680285j -0.00179549+0.0062775j -0.00688086+0.00653453j -0.000458177+0.00456296j 0.000131325+0.00023523j -0.00212687+0.0132992j 0.00628201+0.003764j -0.00523364-0.00145189j 0.00244549+0.00112947j -0.00654123+0.00738941j 0.00327046+0.00185719j -0.00429944+0.00707334j 0.00874123+0.00460492j -0.00186136-0.00799812j -0.000918675+0.00160942j 0.00471668+0.00174744j -0.00435824-0.000110371j -0.00443453-0.000454514j 0.00579607+0.00551525j -0.00559099-0.00426746j 0.0022993-0.00809977j 0.00240306+0.000403467j -0.00164386+0.00170031j 0.00295725-0.000215072j 0.00471451-0.00178671j -0.00489351-0.000551405j 2.71272e-06+0.00251548j -0.00268878+0.00259168j -0.00407559-0.00192445j -0.00843627+0.000357282j -0.00475003-0.00438943j -0.001171+0.00391514j -0.0017567-0.00112028j -0.00229945+0.00516409j -0.00484782+0.00847696j -0.00185591+0.00238107j 0.00430277+0.00903096j -0.00108658-0.00977117j 0.00301102+0.00269514j -0.00208622+0.00101968j 0.00105339+0.000708973j 
-0.0060917+0.000780385j 0.00197274-0.00243126j 0.00894643-0.00255756j 0.00189158+0.00296889j 0.00511644+0.000906578j 0.00161323+0.00399223j 0.000952824+0.00254548j 0.00438587+0.00230366j 0.00580908+0.00416609j -0.00200647+0.00466172j -0.00945728-0.0027454j -0.00623822-0.00509803j -0.00388856+0.000213651j 0.00146861+0.00426601j -0.00664368+0.00331436j 0.0042892+0.00293926j 0.00173302-0.000724725j 0.00146598+0.0044976j 0.00669749-0.0136102j 0.00362226+0.00531084j 0.00588262-0.00723094j -0.00435518-0.00782825j -0.0012276+0.00190056j -0.00694007-0.0119886j -0.00886286-0.00283306j 0.00379666-0.0063625j 0.0112644-0.00129801j 0.00560509+0.00214728j -0.00250728+0.0013443j -0.00312948-0.00200053j -0.000628175+0.00262419j 0.0093334+0.000963734j 0.00777211+0.00521261j -0.00921221-0.00485999j 0.000515798+0.00191763j 0.00340001+0.000128851j -0.00239174+0.00482335j -0.00403648-0.00566248j -0.00334708-0.00225483j -0.00627412+0.00534868j -0.00118188+0.000585183j 0.00665514-0.0010098j 0.00494359-0.000632029j -0.00359718+0.000925729j -0.00220948+0.00467821j 0.00879311+0.00102672j -0.00353441-0.000589949j -0.00613543-0.00668766j -0.00461496+0.00244488j -0.00826243+0.00381785j 0.00129492-0.00701855j 0.00396746-0.00295242j -0.00202454+0.00360608j -0.00929128-0.00592052j 0.000755975-0.00332921j -0.00625811+0.00958895j 0.00234452+0.000525711j -0.00570963+0.00353358j 0.00593173-0.000266015j -0.000293187-0.00407535j -0.00680465-0.000631199j -0.00200226+0.00135012j -0.000449674+0.000328458j 0.00813145-0.00472392j -0.00359698-0.00939511j 0.00343393-0.0148623j 0.000279913+0.00139831j 0.00212457+0.00668285j 0.00285757+0.00208529j 0.00520968-0.00215444j 0.00398749-0.00403105j 0.00562697-0.000116418j 0.00491391-0.00629122j 0.00158586-0.0108443j -0.00355348-0.00745812j 0.00237857+0.00620572j 0.00363649+0.01012j -0.0069226-0.00169791j -0.00272007+0.0115172j -0.00410878-0.00562637j 0.0101437+0.00191036j -0.00572866+0.00312491j -0.00423557+0.00132307j -0.0108206-0.00110375j -0.00418885+0.00292902j 0.00289001+0.00466367j 0.00292842+0.0103114j -0.00712707+0.0193859j -0.0132613+0.0126777j 0.0057706-0.00221493j 0.000770769-0.00475629j 0.00356136-0.00118248j -0.00155684+0.010882j 0.00656601-0.00798736j -0.00598354-0.0138322j 
0.00690233+0.00382504j 0.00362518+0.00173403j 0.00274663-0.0024179j 0.00541815+0.00241469j -0.000645751+0.00191446j 0.00450647-0.00169456j 0.00265994-0.00291738j -0.00114085+0.00335701j -2.83407e-05-0.00123084j 0.00450946+0.00159334j 0.00121326+0.00631236j -0.0057371+0.00280864j -0.00413677+0.00448319j 0.00368067-0.00317085j -0.00544782+0.00371887j 0.00440096-0.00985415j 0.0018319+0.00778901j 0.00555997+0.0018272j -0.00444187+0.00292679j 0.00067152-0.00430939j 0.00471149+0.00865125j 0.0043489+0.00542372j 0.00713182+0.00242287j -0.00844948-0.00530013j 0.00163155+0.00343734j -0.00596686+0.00680752j 0.00393803-0.00284069j 0.00467715-0.00784422j 0.00559615-0.00370626j 0.00417001-0.00262668j -0.0113276+0.0121606j 0.00100422+0.000529074j 0.000987438+0.0113016j 0.00195836-0.00989781j 0.016268+0.00666474j 0.00378675+0.00175707j 0.00339032-0.00231806j -0.000821527+0.00566688j 0.00582945+0.00164615j -0.00585614+0.00454313j 0.000994314-0.00205424j 0.00807079-0.000573801j 0.00285207-0.000861339j -0.00649188+0.00266838j 0.00228431-0.000290944j 0.0146853-8.17927e-05j -0.00471528-0.000739578j -0.0036355+0.00436674j 0.00273972+0.00555874j 0.00740641-0.0153222j 0.00789-0.00114669j 0.0160608-0.00346977j -0.00398785+0.000757052j -0.0041583-0.0138018j -0.00145019-0.000381092j -0.00102649+0.00726427j -0.00133159+0.00343556j 0.0010258-0.00198225j 0.000511156-0.000872951j 0.00428649-0.00250986j 0.00182089-0.0133936j 0.000348884+0.00100423j 0.00279496+0.00360956j -0.0143485-0.00674889j -0.00440575+0.00256147j -0.00766048-0.00887879j 0.00132482+0.00826656j -0.00456154-0.00307801j -0.00184095+0.00449406j -0.00228767+0.00485438j 0.00129018-0.000409475j -0.00125191+0.00831184j -0.00037721+0.0071895j -0.0040071+0.00367318j 0.00496284+0.0006469j -0.00465179+0.00356247j 0.00113728-0.00211974j 0.00245305+0.00561418j -0.00505607+0.00945701j -0.00950658+0.00166646j 0.00525326+0.0083921j 0.000579919-0.00181915j -0.00320693-0.00513824j 0.000594189-0.00821815j 0.000114311-0.00946196j 0.00877078+0.00418973j 0.00149446+0.000625229j -0.0031344+0.00331616j -0.00961107+0.00118541j -0.00420535+0.000833415j 0.00102459+0.00107779j 0.00263048+0.00573848j -0.00724851+0.0111467j -0.00286868+0.00281626j -0.00633578-0.00191486j 
0.00911259+0.0018473j 0.00295318-0.00248203j 0.00657478+0.00407591j 0.0041167+0.00406612j 0.00507129+0.00097752j 0.00702867-0.00468296j -0.00813597+0.00200756j 0.000709565+0.002958j -0.0102416-0.00208297j -0.000219826-0.00514776j 0.00345442-0.00335375j 0.0142991+0.000806546j 0.0178844-0.0021578j -0.00446848+0.0026791j -0.0213603-0.00367025j 0.00764289+0.00295293j -0.0349773-0.00522019j 0.0278387+0.00271823j -0.0109259+9.28435e-05j -0.0152547-0.00114049j -0.0230103+0.000436351j 0.00566829+0.00544822j 0.0196349+0.00350944j -0.0124594-0.0013934j 0.0121754-0.00290182j 0.0125719-0.000511994j -0.000286548+0.00293779j -0.0256869-0.00299222j -0.00435784+0.0022879j 0.00156945-2.30521e-05j 0.00301334-0.00225104j 0.00403353-0.00206507j -0.00639123-0.00679707j -0.0161298+0.0055412j -0.00360426-0.00522498j 0.00381468+0.00724751j -0.0015052-0.00810893j 0.0049747+0.00257862j 0.00337063+0.00572502j 0.00900412+0.000834474j 0.00598574-0.00542573j -0.00516609+0.00405062j 0.00640142+0.000134405j 0.000212561-0.000358771j -0.00241908-0.00422567j 0.00312143+0.00462325j 0.00105675+0.0039262j -0.00235098-0.00128161j -0.00356064-0.00588713j 0.00119983+0.00155888j -0.000721895-0.00571258j -0.0103683+0.00258104j 0.00329905-0.0056439j -0.000815242+0.000758912j 0.000271726-0.0162501j 0.00510751+0.000306729j -0.00749015+0.0115432j -0.00122731-0.00315403j 9.41274e-06-0.000854782j -0.00855967-0.00692776j 0.00575653-0.0163143j 0.00672483-0.00788153j -0.0032174+0.00583877j -0.00542674-0.00666693j -0.00126786+0.000563541j -0.0107256-0.00636245j 0.00315155-0.0104917j -0.0083986+0.0125369j -0.00126832+0.00184842j 0.00107712+0.00328453j 0.00489584-0.00343391j -0.00795227-0.00171625j 0.00622825+0.000962733j -0.00289143-0.00013486j -0.0052991+0.00233499j -0.00581237+0.00786948j -0.00305853-0.00807054j 0.000709207-0.00156954j 0.000934263-0.00555777j 0.00226735+0.00184754j 0.00754575-0.00351756j 0.0112885+0.00345304j -0.00421259+0.000623818j 0.000795028+0.000849258j -0.00662366+0.00981988j -0.00566857+0.0140432j -0.0046825-0.00221903j -0.00330861+0.00145452j 0.00290813+0.000352566j 0.00375587+0.0070842j 0.00563969+0.00404563j -0.0100536-0.0058005j 0.00658429-0.00418814j 0.00341787+0.00915003j 0.0039366+0.00607587j 
0.00656174+0.000996738j 0.0024868-0.00116866j -2.8068e-05+0.00320965j 0.000751951-0.00555338j 0.00285985+0.00752891j 0.0048776-0.00309064j 0.0068581-0.00955369j -0.00199673+0.000516087j 0.00290456-0.00193826j 0.000832847+0.00202304j 0.000596141-0.00015861j 0.00269075+0.000752628j 0.0010755+0.00460632j 0.000385396+0.00282438j -0.0042286+0.00359601j -0.00398206+0.00361473j -0.00268258+0.00829961j 0.0064699+0.00391686j 0.0186591+0.0095778j 0.000641636+0.00572966j 0.00188258-0.00916281j 0.00661372+0.00117273j 3.60757e-05-0.00878471j -0.0025966-0.00851856j 0.00998025-0.00456125j -0.00960909+0.00435387j -0.00256466-0.00178613j 0.00420923-0.00654651j -0.00169574-0.00225351j -0.0089934+0.00665475j -0.00726105+0.00974869j -0.0222116+0.000431939j -0.00983384+0.00279979j 0.0176505-0.00436435j -0.00111767-2.50646e-05j -0.0034627+0.000308254j 0.00239765-0.00956796j -0.00420427+0.0178797j 0.00469357-0.000489593j -0.00256371-0.00325956j 0.00180143-0.00148295j -0.0118466-0.00687927j 0.0032069-0.00166232j 0.0139298+0.00367219j -0.00518401+0.001834j -0.0162616-0.00404296j 0.0134644+0.00776488j 0.0120769+0.00528542j 0.00769628-0.000106188j -0.000212982+0.00598326j 0.00462976+0.00305229j 0.00662322-0.00171889j 0.000307592+0.00149038j 0.00711071+0.0157044j -0.00210608-0.00619441j -0.00990539-0.016439j -0.0088033-0.00598184j -0.00398367-0.0107201j 0.00114896+0.0029667j -0.00237115+0.000235626j 0.00267113-0.000671105j 0.00109911-0.00216785j -0.0204996-0.00127876j 0.0201283+0.00517723j 0.00106986+0.00433794j 0.011002+0.00828597j -0.00713596-0.0115302j 0.0101575+0.00198725j 0.00656333-0.00258248j 0.00102957-0.00721688j -0.00401153-0.00153524j 0.00999881-0.00803467j 0.00358987-0.00543132j -0.0077228-0.00656008j 0.00397067+0.0124983j -0.00270737-0.00676325j 0.00554219+0.00794909j -0.00101627+0.00279533j -0.00607452+0.00556932j 0.0202882+0.00608835j -0.0105631-0.000995772j 0.00739721-0.00104795j -0.00128211+0.00292879j 0.00316743+0.00121469j -0.00197186+0.00415917j 0.00188175+0.0012667j -0.00310421-0.00399577j 0.00890998-0.00378239j 0.00673844+0.00266524j -0.00487809+0.00632248j 0.000545194+0.0017575j -0.00194826+0.000696803j 0.00238132-0.00681808j -0.00378415+0.0020987j -0.00272937+0.00184334j 
-0.00787145+0.000592674j -0.00142014-0.00438149j 0.00392567+0.000249451j 0.000171296-0.000811332j -0.0111839-0.00875591j 0.000808704+0.00303961j -0.00228337-0.00107154j -0.0125251-0.00216882j -0.00135044-0.00393025j -0.0119693-0.0079872j 0.000589247-0.00330719j 0.00860221+0.0016555j -0.00231724-0.00171027j -0.00777373+0.00801977j 0.00322993-0.00134206j 0.00280142-0.00203733j 0.0100846+0.003219j 0.0104623+0.00969625j -0.00538005-0.0152921j 0.00254133-0.000487339j -0.00146008+0.00436025j -0.00144029+0.010524j -0.006746-0.0112836j 0.00565174-0.0014176j 0.0115391+0.00356367j 0.000642046+0.00108632j -0.00168648+0.00260315j -0.00300121-0.0022759j 0.00265906+0.00278736j 0.000974631-0.00360818j -0.00230552+0.00182362j 0.000447222+0.00622615j -0.00362071-0.00397341j -0.000126081-0.00172324j -0.004443-0.00218622j 0.000999521-0.000301498j -0.00153291+0.00279166j -0.00367335-0.00495356j -0.00330467+0.000366784j 0.000104458+0.000669181j 0.00290825-0.00143048j 0.00419379-0.000178607j -0.00235358-0.000796678j -0.000991919-0.000316691j 0.000379241+0.0013123j 0.00413375+0.00027837j -0.0060725-0.000995438j -0.00512634-0.00489562j 0.000457598+0.00197661j -0.00335619-0.000492555j -0.00236645+0.00147287j 0.000622503-4.04268e-06j 0.00107374-0.00169204j -0.00113435-0.000423617j -2.58515e-05-0.00336455j 0.00440593+0.00175935j 0.000337518-0.000944569j 0.00132121+0.00204112j 0.000200343+0.000942878j -0.00072693-0.00398416j -0.000223333-0.0015037j -0.001245+0.000316576j -0.00312854+0.00254561j -0.00250463-4.09152e-05j 1.20389e-05+0.000102953j 0.00459665+0.000284804j -0.00365907+0.00198596j 0.00148787-0.00150233j -0.00227633-0.000538322j -0.00110065+0.000633769j -0.00378721+0.00205397j -0.00480743-0.000955314j 0.000272625+0.00150978j 0.00613423+0.00155335j -0.00360735-0.00447436j -0.00117428+0.000882547j 0.000520644+0.0013933j -0.00492553+0.000904038j -1.17953e-05+0.00121395j -0.003685-0.00375538j 0.00477712+0.00303786j 0.000899761-0.000276774j 0.00342935-0.00166765j 0.00244023-0.00154199j 0.00387911+0.000564735j -0.00489282+0.00731135j -0.00167704-0.00155331j -0.000830784+0.00192819j -0.00424987-0.00243474j 0.00269411-0.000677416j -0.000497191+0.00497997j -0.00178269-0.000605122j -0.00587878-0.000193399j 0.005654-0.00616445j -0.00278801-0.00772019j 
-0.00336558-0.00105351j -0.00144439-0.00428632j -0.00397678+0.000890385j -0.00222825+0.00339688j -0.00655426-0.00349289j 0.0026223+0.000696794j -0.00809623+0.00854148j -0.0063346+0.00276164j -0.0095536+0.000235716j -0.00456779-0.00377626j -0.00823771+0.00792707j -0.00649917-0.00936687j -0.00162476-0.00230145j 0.00481831+0.00408672j 0.00416862+0.000262167j -0.00732546-0.00382445j 0.00549738-0.0110754j -0.0164408+0.00560898j -0.00416337+0.00318706j 0.00495521-0.00268905j 0.0076083+0.00574863j -0.000559861+0.00722558j -0.00924571-0.00541481j -0.00184382+0.0114375j -0.00697755-0.00220547j 0.00432408+0.00737126j 0.00593252+0.00225779j 0.00893758-0.00307297j -0.000224492+0.00124448j -0.00532949+0.00620837j 0.00428591-0.00201718j -0.0115978+0.00469317j -0.00280948-0.000816195j 0.0152964+0.00268703j 0.00981911+0.00502248j -0.00396946+0.00104623j 0.00137845+0.00447663j 0.00122478+0.00604708j 0.000172421+0.000319496j -0.00105088-0.00849014j -0.00264433+0.0088085j -0.00506316-2.48527e-05j 0.00339354-0.00134178j 0.0130662+0.00109241j 0.00172744-0.0036688j -0.0194726-0.0211053j 0.0194222+0.00696254j 0.0192177+0.0116546j 0.0140027+0.0111266j 0.00457387-0.00597004j 3.03631e-05-0.000543235j 0.000382779-0.00265957j -0.000123051+0.00838829j 0.0196945+0.0191417j -0.00114419+0.00165124j -0.0149857-0.0162054j -0.00403552-0.0116155j -0.00626603+0.00187479j 0.00566403+0.00625427j -0.00889937+0.00731479j -0.000286823+0.00773414j -0.00167907+0.00395548j -0.010779-0.00982574j 0.0333961+0.00100663j 0.00701977-0.00621531j 0.0145508+0.00953029j -0.00855903+0.00204613j 0.0133335+0.00604847j 0.00290467-0.00834727j 0.00328132-0.00518876j 0.0008185-0.00119843j 0.0133375-0.00971142j 0.000558079-0.0122629j -0.0056301-0.00480133j 0.0100283+0.0134404j 0.00149953-0.016373j 0.0033513+0.0135909j 0.00135451-0.00898929j 0.00197751+0.0044173j 0.021019+0.0156114j -0.0215041-0.00883314j -0.0033557-1.93622e-05j 0.00452819+0.00509196j 0.00216038+0.00331775j 0.00350959-0.00274282j -3.71822e-05-0.0123968j 0.0114429-0.000848266j 0.0105877+0.0019332j 0.0150375-0.000401071j -0.005619+0.00623866j 0.000249064-0.00977406j -0.00213289+0.00620805j 0.0119219-0.00347525j -0.00320637+0.00698444j -0.000737495+0.00571867j 
0.00022062-0.00214503j -0.0118537+0.00289462j -0.0037116+0.00494528j -0.00485766-0.00172747j -0.00295463+0.00423268j 0.00588655-0.00319542j -0.00723635+0.00135158j -0.00299133+0.00120132j -0.00769334-0.00124305j -0.00766919-0.00416542j 2.58299e-05-0.00717181j -0.00964274+0.00209171j 0.0025817-0.0013806j 0.00669043-0.00145829j 0.0114185-0.00176094j -0.0044481+0.00194077j 0.0173679-0.0013708j -0.0203248+0.01165j 0.0073913-0.000577027j 0.00483852+0.00350833j 0.00584439+0.00567306j 0.00275596+0.011848j -0.0141211-0.0154092j 0.0144203-0.00346j -0.00964181+0.000411985j -0.0114698-0.00293946j 0.00199237+0.000341423j 0.011522+0.00427463j 0.00215614-0.00167066j 0.00256182-0.00293651j 0.00162496-0.00413859j 0.011292-0.00485427j 0.00830141+0.00254629j -0.0078404-0.00186305j -0.00952906+0.00286672j 0.00110683-0.00396041j 0.00228589+0.000367149j 0.00362059-0.00683418j 0.000705259-0.0038668j -0.00115824+0.003295j -0.00624284-0.00332162j -0.000311349-0.0013033j -0.00643068+0.00205431j -0.0115553-0.00218202j -0.00186775+0.00328028j 0.0113652+0.0145879j -0.014111-0.00973882j -0.013384-0.00631417j -0.0125221-0.00714166j -0.00202681+0.00992639j -0.00213828+0.000646102j -5.90774e-05+0.000606225j -0.00251577-0.00529247j -0.0157993-0.0155241j 0.00262462+0.013317j 0.00213413+0.0157752j 0.00836872+0.00304502j 0.00419025-0.000549765j -0.00457982-0.00843625j 0.013897+0.00456153j -0.000613887+0.00720401j -0.0022418+0.00162494j 0.0183543+0.00403225j -0.023469+0.00322761j -0.00221865+0.000115686j -0.0102207+0.0023535j 0.013226+0.00376871j -0.0105633-0.00782706j 8.47588e-06+0.00239097j 0.0015321+0.00128592j -0.000800598+0.00035885j 0.00200475+0.00769784j -0.00410706+0.00709574j 0.000393767+0.00244972j -0.0028429-0.0156239j 0.00427787+0.00902131j -0.00430319-0.00609765j 0.00325202+0.00793969j 0.00221656-0.00718706j -0.0172914-0.00793499j 0.00913606-0.00123096j -0.0052184+0.00260832j -0.00730319+0.000396974j -0.0113331+0.00317395j -0.0088946-0.00486991j 0.00749257-0.0082356j -0.00296686+0.00408071j -0.00617995+0.0016981j -0.0103511+0.00639584j 0.00143916-0.00709289j -0.00372235-0.00268588j 0.004886-0.00394239j -0.00320443+0.00378775j -0.00428023-0.00401834j 0.00235704+0.00161924j 
0.00218375-0.00593246j -0.00355058+0.00762501j -0.00351967+0.00208389j -0.00970419-0.00531462j -0.00703992-0.000797925j 0.00586437-0.000115204j -5.51604e-05-0.00233463j 0.00676248-0.00518601j -0.00209525+0.000807587j -0.00114857+0.0024559j -0.00409684+0.00662228j 0.00838554+0.00176278j 0.0158659-3.84786e-05j -0.0011323-0.00144278j -0.00705596+0.00204885j 0.00203192+0.00086441j -0.0191904-0.00597063j 0.0180972+0.0112152j -0.00399152-0.00567138j -0.00502854+0.00555099j -0.0183624+0.00677064j 0.0028642+0.00863996j 0.0164316-0.0172388j -0.00594728+0.00409037j 0.00757825-0.00286899j 0.00374685+0.00396248j 0.006366-0.00443733j -0.0149444-0.00278538j -0.00261672+0.00354583j 0.00512236-0.00052934j 0.000544124+0.00223713j 0.000814903+0.000713508j -0.00380163-1.13307e-05j -0.00643582+0.00129944j 0.00116517+0.000571129j 0.005565+0.00334643j -0.00173064-0.00374069j 0.00021469+0.00545997j 0.00360864+0.00431857j 0.00122838+0.00468146j 0.00298106-0.0029091j 0.00108456-0.00025231j 0.00661226-0.00156258j -0.000413111+0.00284625j 0.00263394-0.0020674j 0.00412461-0.00230384j 0.000926349+0.00344072j 0.00196552-0.000680035j 0.00117738-0.00105393j 0.000261993-0.00151745j 0.00163786-0.00570401j -0.00179586+0.00172705j 0.000203869-0.000221441j 0.000932041+0.000397339j 0.000267227-0.00977384j -0.000423025-0.00181713j -0.00251772+0.00476107j -0.00263931-0.000140918j -0.000277218-0.000561662j -0.00425401-0.00414105j 0.00135352-0.0110026j 0.00342211-0.00380352j -0.00343486+0.00273111j 0.000329374-0.00671204j -0.00341701-7.50561e-05j -0.00744172-0.0073224j -0.000747321-0.00641517j -0.00268559+0.00965297j -0.00182813+0.00247038j 0.000332756+0.00108817j 0.00581047-0.0019974j 0.000143085-0.00136767j 0.00313206-0.00224353j -0.00359239-0.000784016j 0.00103987+0.00371944j -0.00389194+0.00481547j -0.000371819-0.0008526j 0.00123808-0.000145632j -0.00427051+0.00178435j 0.00354405+0.000211627j 0.00290928-0.00178036j 0.00479654-0.00010586j -0.00335965-0.00172715j -0.00100138+0.000271175j -0.0044414+0.00629601j 0.0013569+0.00742618j -0.000732515+0.00333407j -0.00284783+0.00596669j -0.0010656+0.00492012j 0.0015764+0.00467682j 0.00450297-0.000889569j -0.000856856-0.000446256j 0.00460833+0.00277856j 0.00109304+0.00438199j -0.00150143+0.00248051j 
-0.00866347+0.00279901j 0.000248611-0.00742427j 0.00764062-0.00237104j 0.0011892-0.00802347j 0.000930361-0.00208819j -0.0107044+0.00231625j -0.00199748-0.00374275j -0.00376489+0.000750348j 0.00276035-0.00481656j -0.00613681-0.00167747j 0.000804263-0.00184444j -0.000785947-0.000448655j 0.00506482+0.00389512j -0.00535067-0.00164909j 0.0144268-0.004036j 0.00148283+0.0065982j 0.00191415-0.000719761j 0.0028542-0.00900199j 0.00982527-0.00209709j 0.0102915-0.000147266j -0.00425344-0.0104729j 0.0107594-0.0138295j -0.00443629-0.0036806j 0.00437952-0.00369084j 0.00625664+0.000579149j -0.0120264-0.006686j 0.000550215+0.00402929j -0.000192076-0.000700441j -0.00289889+0.00235068j 0.00327467+0.00559623j 4.56093e-05+0.000887536j -0.00302474-0.00372022j 0.000462588+0.00096199j -0.0045291+0.000977306j -0.0002256-0.00154452j 0.00107946-0.00258029j 0.00154526-0.00408788j 0.0057783+0.00383296j 0.00276102+0.000881744j -0.00326604+8.63123e-06j -0.00634751+0.00102009j -0.00262932-0.00336806j -0.000505585-0.000519679j -0.00211781+0.00164998j 0.00839237-0.00242808j 0.00502526-0.0017636j 0.000529406-3.81859e-05j 0.0011544+0.00776326j 0.00472741-0.000363058j 0.00586448-0.00948298j 0.00113366+0.000763019j 0.00062113+0.000475014j -0.00258711+0.00189627j 0.00124615+0.00162719j -0.00020432+0.00227938j -0.00192298-0.000954979j 0.000556516-0.000452708j 0.000506325+0.00227282j 0.00221086+1.51101e-06j 0.00157655+0.00443215j 0.00148252-0.000289003j 0.000852978+0.00203981j 0.00399548-0.000655292j -0.00072665-0.00424724j 0.00132363-0.00251574j -0.00278747-0.000194615j 0.000367606+0.00306127j 0.000278763+0.000757902j 0.000635458-0.000179209j 0.00186755+0.00229823j 0.00108961-0.00274583j 0.00568971+0.000712414j -0.000443569-0.00386486j -0.00358635-0.000294214j 0.00780988+0.000500601j -0.00121842+0.000597763j -0.00160776+0.00171791j 0.0031358+0.00109222j -0.00106961-0.00190788j -0.000368325-0.000668676j -0.00231373-0.000679154j -0.00185608-0.000923767j -0.00274089-0.00086301j -0.00444202-0.00115944j -0.00331345-0.00708167j 0.00481051-0.00524306j 0.00123466-1.52839e-05j -0.00368474+0.00335973j -0.00404799+0.00574244j 3.67264e-05+0.000163069j -0.00219177-0.00533599j 0.0023043+0.00178518j 0.00543171+0.0061729j -0.00579599+0.00409314j -0.000125539+0.00697767j 
0.00230892-0.00274212j -0.0056724-0.0021639j -0.00584395+0.00297422j -0.00558875-0.00897289j 0.00496835+0.00580612j 0.00699228-0.0117854j -0.00353193-0.00831699j 0.00256704+0.00224049j -0.00268145-0.000476818j 0.00343445-0.00197363j -0.00314898+0.00649416j -0.00458295-0.00104416j 0.0120469-0.00445369j -0.011096-0.00205568j 0.0117423+0.000277192j -0.00153038+0.0148821j 0.0107997-0.00472067j 0.00277545-0.0030165j 0.00435069-0.00599077j 0.009803-0.00280216j -0.00245017+0.00263097j -0.00954275+0.0040626j -0.0142028-0.00423639j 0.00565754-0.00333489j 0.000736964-0.00420192j -0.00635476-0.00150443j -0.00688696-0.002098j 0.00741561-0.00015751j 0.00421222+0.00710487j 0.00662909-0.00225559j -0.0050379+0.00467659j 0.00344863-0.000894843j 0.00408572+0.000609811j 0.00276739+0.00159623j 0.00331794-0.0038349j -0.00313598-0.00597803j -0.00599487-0.0016811j -0.00213522+0.00977112j -0.00516945-0.00209416j -0.00164983+0.00618837j -0.00507424+0.00434161j 0.00316339-0.00389467j -0.00643454+0.000666813j -0.00168686+0.00469547j 0.00517218+0.00808576j 0.00108986-0.00729469j 0.000453169+0.00119791j 0.00524916+0.00115548j 0.00283442+0.00286504j 0.00440929-0.0107727j -0.00428263+0.00501835j 1.07688e-05+0.00278438j 0.00120713+0.00166202j 0.00694252+0.00389287j 0.000197173+0.00469844j 0.00591455-0.00602901j 0.000240976-0.00233465j 0.000842461+0.0108456j 4.78319e-05+0.00265762j -0.0030495+0.00509659j -0.00257719+0.00922635j -0.00306151+0.00325762j -0.000913438-0.000704878j 0.00855727-0.0014346j 0.00117725-0.00647967j 0.00897524+0.00406244j -0.00747986+0.00960498j 0.00903321+0.00107517j -0.00442444+0.000195883j -0.00181565+0.0076207j -0.00349833+0.000967935j -0.00401298-0.00182431j -0.00532243-0.00209963j 0.00487385+0.000238649j 0.00571998+0.00322678j -7.75891e-05-0.0059599j -0.00135743+0.0056182j -0.000861049-0.00280198j -0.00189857-0.00634892j 0.00147317-0.0038135j -0.00750905-0.000955267j -0.00844942-0.00288573j 0.00833774-0.00361019j 0.0068005-0.00455104j 0.00848361-0.000646425j -0.00761619-0.00081403j -0.000497106-0.00304195j -0.00137057-0.00926747j -0.00132236-0.00178125j 0.00217189+0.00357211j -0.00451086+0.000223885j 0.00118922+0.00159747j 0.00195006-0.000538539j -0.000149734-0.00448693j -0.00191654+0.00527602j 
