0.010591+0.0444528j -0.0151746+0.12238j -0.0353646-0.0774645j -0.0144639-0.114633j 0.00742098+0.0306676j -0.0857374+0.136484j 0.0218088+0.0155968j -0.0373624+0.00771461j -0.00805772-0.0890849j 0.0053289+0.0181752j 0.0172622-0.0567621j -0.0215619-0.113099j 0.0845262+0.053246j 0.158789+0.0509892j -0.00998561-0.0756112j 0.0510211+0.119894j 0.0923069-0.0280337j -0.057917+0.0399445j -0.061083-0.0856837j 0.0126993-0.000902093j 0.0345831-2.42402e-07j -0.0998607+0.00102354j 0.100297+0.065268j 0.0859476-0.0246526j 0.0156807-0.0829638j 0.00777104+0.124231j -0.0505478+0.0697429j -0.0282674-0.0936744j -0.108011+0.0309444j 0.0448093-0.00095398j 0.0717956-0.0212113j 0.0905306-0.0590734j -0.0358157-0.0184597j 0.0693766+0.0891425j -0.0209361+0.0362109j 0.128062+0.0650232j 0.0214891+0.0168682j 0.0363036+0.0749229j 0.00733539-0.0245162j 0.000797806-0.0165984j -0.0199578+0.0729913j 0.0577292+0.07611j -0.0861117+0.143852j 0.0118721+0.0531682j -0.0750578-0.045966j 0.00180596-0.00775039j -0.0818507-0.0357276j 0.00652047-0.0806623j -0.0671819+0.027956j 0.0967561+0.0168062j -0.00577145-0.0942444j -0.0716787-0.198581j -0.0887607+0.114006j -0.0259026-0.0936241j 0.0296901+0.0580766j 0.000575883+0.111491j -0.168+0.0147255j -0.00108239+0.00342338j -0.00492529-0.0123792j 0.0660273+0.0545146j -0.176674+0.00500258j 0.0444951+0.0345547j 0.0309829-0.0210418j 0.00178848-0.0112718j 0.072058+0.0208413j -0.00877944+0.0409421j -0.00977995-0.0332519j -0.0191276-0.0054915j 0.0434422+0.000179936j 0.00739706-0.0247007j -0.0116664+0.00149628j 0.0582816-0.0249603j 0.0219125-0.0639211j -0.040952-0.00870432j -0.0129151+0.0288685j -0.123527+0.0063556j -0.0224678+0.0220635j -0.0121917+0.0456167j -0.0590631+0.00468544j -0.061314+0.080825j -0.115746-0.0208161j 0.0556466-0.0720951j -0.00154024+0.0100582j 0.0785372-0.0796506j -0.0654751-0.0164357j 0.000166091-0.0385157j 0.00181859+0.0113403j 0.0262759-0.0251695j -0.0575295-0.00635543j 0.066106-0.0317421j -0.083066+0.116596j 0.086114-0.0572117j 
0.00359964+0.00146659j -0.00118675+0.000964187j -0.00168866+0.00176063j 0.00156921+0.00258877j 0.00262372-0.00348227j 0.00671367+0.00511613j 0.00762509-0.0058918j 0.00633685-0.0217058j 0.00871637+0.00203601j -0.00280691-0.00119212j -0.00218915+0.00982053j 0.00389728+0.00234854j 0.00790713-0.00632832j -0.000353914+0.000228877j 0.0069183+0.00278268j 0.000569511+0.00220225j 0.00364851+0.00332802j 0.00320021+0.00385987j 0.00497536+0.00674297j 0.0093454+0.000423466j 0.00251043+0.00513349j -0.00418754+0.000386516j 0.00506512+0.00658795j 1.43896e-05-0.00667934j 0.0180961+0.00221465j -0.00642371-0.00641529j -0.00673435+0.00892653j -0.0100656+0.0124215j -0.00430304+0.00312254j -0.00800326+0.0181j 0.000197778+0.0145983j 0.00264824+0.000643364j -0.00355781+0.0105004j 0.00575647+0.00112196j 0.0172981+0.00125829j 0.00533737+0.00837641j 0.00682456-0.00354343j -0.0089619+0.0110965j 0.0107218+0.00926727j -0.0248798-0.00421959j -0.0163696+0.00150264j 0.0159013-0.00672563j 0.00442621+0.00602628j -0.000645148-0.00314078j 0.011569-0.000572019j -0.00781287-0.0150619j -0.00087593+0.00407426j 0.00266373-0.017052j 0.004663+0.00388753j -0.0045011-0.00447815j 0.0063075+0.00260486j 0.0122109+0.0163632j -0.00108719-0.00661516j -0.0034419-0.0101048j -0.0141728+0.00689419j 0.00117488+0.0157785j 0.00029858+0.00724399j -0.00233756-0.0146988j 0.0125133+0.00720398j -0.00780092+0.008768j 0.0108844+0.00823564j 0.00860918-0.00275586j 0.00697225+0.0070012j 0.00720681-0.0128762j -0.00556409-0.00367889j 0.00750014+0.0122961j 0.000694082-0.00692837j 0.00107126+0.000966473j -0.00525045-0.000236652j 0.000947014+0.0193915j -0.0145448+0.000397881j -0.00243582+0.00651549j 0.0170632+0.000594507j -0.00648739+0.00290777j 0.014529-0.0184088j -0.00344298-0.00742677j 0.00746686+0.00883824j 0.0063724+0.00414879j -0.00404112+0.002744j 0.00916514+0.00402976j 0.00946082+0.0104742j -0.00497902-0.0194678j 0.0153927+0.0140593j -0.00567003+0.0211923j -0.00468542+0.0167364j 0.00677161+0.0121254j 0.00559197+0.00731944j 0.00436281-0.000584339j 0.00101801+0.0120514j -0.000597463+0.00113711j 0.00240359+0.0192349j 0.0171867+0.00630183j 
-0.00296902-0.00653698j 0.000428988+0.00838517j 0.00527686+0.00381696j 0.000217584+0.00321742j 0.0116285+0.0134937j 0.0105409-0.00215572j -0.0131971-0.00223386j 0.00299867-0.000515983j 0.000308747+0.00323051j -0.00722513+0.010582j 0.00359834+0.00246998j 0.00484623+0.0049009j 0.00280042-0.00266559j -0.00891474-0.0021055j 0.00580646+0.00193781j -0.0026044-0.00535515j -0.00133973-0.000188975j 0.0106237-0.00191432j -0.00502905-0.00448709j 0.000223009-0.00729793j -0.0098954+0.0120549j -0.0157175-0.0052051j -0.000909322+0.0101525j 0.0110273+0.0107519j -0.00147949+0.0151326j 0.00156152-0.00543651j -0.000925817+0.0035866j -0.0152209-0.0120128j -0.00130716+0.0138078j -0.00205086+0.00353136j -0.00287586+0.00474866j -0.0121196-0.00391273j 0.0108798-0.00114439j 0.00119033+0.0014848j -0.00784924+0.00366206j -0.00129537+0.00460762j -0.00705331+0.00593426j -0.00766705-0.00560859j -0.00284239-0.0103386j 0.0103674+0.00136776j 0.0166234-0.00213097j -0.0147897+0.00755236j -0.00540293-0.00347451j -0.00308933+0.000921006j 0.00275178+0.000135515j 0.00596068+0.00885075j -0.00212089-0.00171863j 0.00744528+0.0143849j -0.00678335+0.00290659j 0.00226812+0.00509968j 0.00721526+0.0125797j 0.00368257+0.00228335j -0.00525865-0.00589675j -0.0148082-0.00648097j -0.00499697-0.000239796j 0.00977538+0.00602376j 0.00261348+0.00461682j -0.00146327+0.00344764j 0.0118501+0.010233j 0.00266098+0.00194663j 0.00897013+0.0229614j -0.00536739-0.0122149j -0.00145145-0.00375299j 0.00402952-0.0156409j -0.00190552+0.00220293j 0.00698227+0.0102262j -0.000667151+0.00738924j 0.00320351+0.00576679j -0.0187343-0.0114849j 0.000315601-0.0119159j 0.00890588-0.00915735j -0.00218495-0.00424543j 0.0112139-0.00850962j -0.0108674-0.00680376j -0.00621215+0.000494337j 0.00972989-0.00120973j 0.00651848+0.0116892j 0.00790564+0.00652001j 0.018941+0.00156233j 0.0152455-0.000214152j 0.000978825+0.00620584j -0.0111865-0.0190724j 0.00878298+0.0270898j -0.0118484+0.00880357j -0.00629252+0.00180415j 0.0202875+0.0165382j -0.00110357-0.0029465j 0.00102113+0.00701762j -0.00513825+0.00871445j 0.00970055-0.0166439j 0.000250429+0.00784594j 0.00414887-0.00208103j 
-0.000731026-0.00503556j 0.00102843-0.00100745j -0.00393526+0.00557017j 0.000475966+0.0017492j 0.00272753+0.00409962j -0.000963674+0.00386671j -0.00806102+0.00367354j 0.0030729-0.00542402j -0.00481415-0.00969086j -0.000225043+0.00182822j 0.00426565+0.0061513j -0.00309776-0.00564436j -0.00665521-0.00707381j 0.00111941-0.00362911j -0.00385133+0.000829857j -0.00292813+0.00291417j 0.00674758+0.000296524j 0.00329642-0.00233444j 0.00916676-0.00394452j -0.00559164-0.00795903j 0.0039992+0.00206642j 0.000301304-0.00536844j -0.00266593+0.00349275j 0.0102124+0.00908536j -0.00926015+0.00801711j 0.00670008-0.00487041j 0.00524825+0.00188751j -0.00243408-0.00320597j -0.000648669+0.00767938j 0.0063607-0.0118145j -0.0048071-0.00308072j 0.000440994-0.00131874j -0.00504352-0.00641937j 0.00933392+0.00149578j 0.00198933-0.0100861j 0.00758006-0.00209851j 0.0039427-0.00489771j 0.000413476-0.0102742j -0.00136817-0.000377434j -0.00156789+0.00923184j 0.000657741+0.00195552j 0.00321763-0.0191755j 0.00746816-0.00994913j 0.0118178+0.00958323j 0.00719175+0.0011185j 0.00972642+0.00412847j 4.47391e-05+0.00858893j -0.00224293-0.00151708j -0.00331022-0.0015541j -0.00220468+0.00390192j -0.00463668-0.00301213j -0.00120127-0.00912673j -0.0038731-0.00579764j -0.0140928-0.00333193j 0.0015569-0.00306031j -0.0012123+0.00552382j -0.00144427+0.00334853j 0.00326388+0.00582424j -0.00309718+0.00526123j 0.00468846+0.00572132j -0.00395988+0.00642156j -0.00221654+0.0137603j 0.0149205-0.0121949j 0.00358258+0.00320338j 0.00997936+0.00262953j 0.00438834-0.0156324j 0.0129572-0.0207918j 0.0188264-0.00302087j -0.0072979-0.00326868j 0.0068199-0.00262458j 0.0179988+0.00157786j -0.0131955-0.00284196j -0.00751448+0.000531096j 0.00329845-0.0016941j 0.0124585+0.00507833j 0.0110201+0.00855109j -0.0173824-0.00129226j 0.00532603+0.0101321j 0.0140151-0.00585968j 0.00833804+0.004031j 0.00160387-0.000882616j 0.00603332-0.0016211j -0.00804236-0.00265472j 0.000368422-0.0139285j -0.00374257-0.0114129j 0.00712884-0.00762776j 0.00672927-0.0259689j -0.00657689+0.0121249j -0.00366722+0.00294073j 0.00688565-0.0112457j -0.00108234-0.0146993j -0.0108271-0.007027j 
0.00256686-0.000897422j 0.0052256+0.00148863j -0.00195795-0.00506259j -0.000655665-0.00338054j 0.00760243-0.00194504j -1.77189e-05-0.00371058j -0.00739109+0.000312839j -0.003642-0.00366381j -0.00201395-0.00702999j -0.00410621-0.00228234j -0.00213617+0.00070737j -0.0103105+0.00194826j -0.00421689-0.00191675j 0.0049844+0.0015511j -0.0063856+0.00571649j 0.00937476-0.00502066j -0.000806076-0.000964431j -0.000612761-0.0039359j 0.000474625+0.00291508j -0.00849706-0.000989906j 0.00965643+0.00759165j -0.00505894-0.00688069j 0.00242745+0.000680084j -0.00658393+0.0149867j 0.00118867+0.00718084j -0.00152403-0.000631702j 0.00218717+0.00913948j 0.00359394+0.000167443j -0.00589635+0.0132823j -0.0040336-0.0101122j -0.00279082-0.00528647j -0.00133756+0.000444343j -0.00825855-0.00617065j -2.38133e-05-0.000591453j -0.0019541-0.0106304j -0.0115567-0.000269826j -0.0110281-0.0085117j -0.00472985-0.0131j 0.00598089-0.00759332j 0.00192624+0.0086738j 0.00172786+0.00195284j -0.00525469-0.0167708j -0.00744585-0.00807611j -0.00675177+0.00374038j -0.00362258-0.00424297j -0.00808864+0.00305466j 0.00212314+0.00585837j -0.00307265+0.000746827j 0.000933149-0.00587465j 0.00424237+0.00537243j 0.00213011-0.0007241j -0.00384131-0.009142j -0.00745014-0.00199068j -0.00343478-0.00608546j -0.00905123+0.00573112j 0.00353362+0.00749023j -0.00497784+0.00185903j 0.00856041-0.00386908j 0.0066224+0.00357921j -0.00256373-0.00595208j -0.000131255-0.00149096j 0.0106664+0.0237901j -0.000205942-0.00618932j -0.0166602-0.0034658j 0.00431599+0.00618051j -0.0034748-0.0254723j -0.0118999+0.000143519j 0.00310872-0.00117509j 0.00596536+0.0144998j 0.0099749+0.00315172j 0.00745051-0.00367131j 0.012609+0.000750344j -0.00300168+0.0158165j -0.00085525-0.00939693j -0.00224879-0.00752464j -0.00886534+0.0138224j -0.0136861+0.000422957j 0.00392527+0.00621765j -0.0116787-0.00586673j 0.00749279+0.00856569j -0.00735185-0.00175715j -0.000243896-0.0217452j -0.00371392-0.0111653j 0.0015846-0.00696131j 0.00350751+0.00382532j 0.00409657-0.0137924j 0.00136707-0.0218658j -0.00675125+0.0230943j -0.00256634+0.0090617j -0.00210568-0.00273582j -0.00156461-0.0112253j 0.00273394-0.00262573j 
0.0098352+0.00388625j 0.00201594-0.00539881j -0.00215799+0.000491779j 0.000242574+0.00041349j -0.00743727-0.0134693j -0.0171718-0.00670502j 0.00289637+0.00192756j 0.00229909+0.00251997j 0.000174246-0.00123441j -0.00637479-0.00363941j 0.000934752-0.0010129j -0.00256975-0.000157029j -0.0063675-0.00693518j -0.00119171-0.000756286j -0.000794143-0.00632631j 0.00317805+0.00617504j 0.00273741+0.00327992j 0.000728621+0.004977j 0.00534615+0.0102034j -0.000289411+0.000888042j 0.0122477-0.00138154j 0.00166977+0.013951j -0.00724583-0.00613322j -0.00449573+0.00477172j -0.0183839+0.00338066j 0.0161469+0.0104827j 0.0197411+0.0138728j 0.00242517+0.00714748j -0.00102416+0.00871893j 0.0122569-0.00812516j -0.0146997-0.00188923j 0.019479+0.00656393j -0.00775536-0.00835751j -0.00789189-0.00317757j 0.00956484-0.00626576j -0.00528689+0.000528093j -0.0058063-0.00351872j -0.00305265-0.00452413j 0.00755874-0.00768626j -0.00329175+0.0114847j -0.001464+0.00568724j 0.00454539-0.0129285j -0.00680834-0.00736347j 0.000742951+0.00205142j -0.00150232-0.00951651j -0.00368798-2.13868e-05j 0.0014173+0.00717224j -0.00442716-0.00546153j 0.00850766+0.00726541j 0.00630261-0.00151946j 0.00880726-0.0121011j -0.00693742-0.0135175j 0.00621841+0.0118758j 0.00371148-0.00128589j 0.0130198+0.0158739j 0.00314007+0.00122391j -0.00669672-0.0120887j -0.00242721-0.0030379j -0.00877449-0.0086194j 0.00900762+0.00362691j 0.00553593+0.00225081j -0.00486111+0.0267943j 0.0111078+0.00169771j 0.00637331+0.00110855j -0.0255863-0.00762176j -0.0126951-0.0131737j -0.00500103+0.0129854j 0.0213066+0.0163218j 0.00131532+0.0120474j 0.011321+0.00773949j 0.00742404-0.0107788j 0.0124053-0.0112515j -0.0196505+0.00745015j -0.0106186-0.0242097j -0.00157545-0.0186875j -0.00278573+0.00367557j 0.00302806-0.0147513j 0.00921199+0.00169571j 0.00847906+0.00105548j 0.0040473+0.00209825j 0.0196171+0.00142212j 0.00566718-0.0133314j -0.00284063-0.0219349j 0.00192896+0.00879286j 0.00689195+0.0361334j -0.000788634-0.00239916j 0.00616769-0.0360286j -0.011129+0.00111178j 0.00577774+0.000326415j -0.0069682+0.0316879j -0.00202415+0.00370667j 0.0116351+0.00784259j 
-0.000660426+0.00107978j -0.00427249-1.94456e-05j 0.00133922-0.00163056j 0.00102827+0.000756262j -0.0103837-0.00619214j 0.00183448+0.019273j 0.00854802+0.00395715j 0.00983616+0.00551411j -0.00879107-0.00544021j 0.000134124+0.00216575j -0.00063961-6.15558e-05j 0.000758495+0.00273292j 0.004726+0.00122307j 0.000791132-0.000731685j -0.00650277-0.00380487j 0.00314313+0.00148343j -0.000290926-0.00482473j -0.000708532-0.0058909j -5.61899e-05-0.00426555j 0.00160875+0.00793861j -0.00318637-0.0196306j 0.00517778-0.0325457j 0.0126555-0.00930597j -0.0125746+0.00468989j 0.00672322+0.00141708j -0.00131965+0.00482982j -0.00211736-0.0139489j 0.000193437+0.00750561j -0.0124154-0.0182367j 0.00118575-0.0127998j 0.00395063-0.0282752j 0.0068819+0.00482037j 0.00289744+0.00179948j 0.00370329-0.00266183j 0.00220988-0.003446j 0.00857801+0.00464227j 0.00843162+0.000972268j -0.00537711+0.00174505j -0.0117432-0.00888379j 0.00347104-0.00317716j 0.00134071-0.00214314j -0.00279221+0.00213875j -6.79568e-06+0.0142519j 0.00296364-0.00604304j -0.00654819-0.00471125j 0.00440264+0.00751976j -0.00518466+0.0118972j -0.00353789+0.00164657j 4.01433e-07-0.012763j 0.00530622-0.00110066j -0.00411139-0.00723197j 0.00386018-0.00655356j 0.00182371-0.00581127j 0.00669076+0.00235318j 0.0126113-0.00794206j -0.0131284-0.008004j -0.000100592-0.00975563j 0.014409-0.00980232j -0.0160848+0.00237472j 0.0351474-0.0256126j -0.0269069-0.0310105j -0.000735699-0.00449746j -0.0146415-0.0117489j 0.00876195+0.0329059j 0.0106586+0.00341224j 0.0046183-0.0308939j 0.00530687-0.00207911j -0.00440908-0.0054128j 0.0310272-0.0291612j 0.00173533-0.00140682j -0.0328329-0.00655301j -0.00568244-0.00515987j -0.0218192+0.00444082j 0.0212277-0.000424607j -0.00763492-0.00464576j 0.00935606+0.0082237j -0.00463188-0.00754258j -0.0255394+0.00219259j -0.00830933-0.00109268j -0.0263292-0.0166681j -0.0211229+0.00251097j -0.00721157-0.00758193j -0.0333917-0.0578512j -0.0227525-0.0401861j 0.0446766-0.0150675j -0.0226353-0.0241553j -0.00568085+0.0147612j -0.00860457-0.00136747j -0.0296513-0.0355106j -0.00597517+0.0220254j -0.0138581-0.0344549j -0.0152444-0.0281189j 
0.00573225-0.0075106j -0.00453897-0.00638421j -0.000742851+0.00598464j 0.00081065+0.00311947j -0.0195885-0.00841098j -0.00277752+0.0102095j -0.00142037+0.00359452j 0.0146259-0.00223215j 0.00692694-0.00114229j -0.0023534-0.00255838j -0.00297792-0.00173535j 0.00261133+0.00339713j 0.00865976-0.00176181j 0.00403705-0.00668424j 0.00227319-0.00176193j -0.00173494+0.00220651j -0.00501224-0.000805662j -0.00402353+0.00151324j 6.56123e-05+0.00162973j 0.00469315+0.0142839j -0.00781342-0.0243303j 0.000725682+0.00672147j -0.00838364+0.010558j 0.00238551-0.00134226j -0.0117077+0.00327931j 0.0112213+0.0107458j 0.00889342+3.87469e-05j -0.0089482+0.0147205j -0.0075406-0.00298104j -0.012023-0.000415825j 0.0069863-0.00590103j 0.00180107+0.000490647j 0.0166514-0.00276647j -0.00976561-0.00193078j 0.00463235-0.0011012j -0.0062605+0.0044402j 0.00339334+0.000651111j 0.000659976+0.00414349j -0.00798868-0.00030272j -0.00393259+0.000320731j 0.00137086+0.00290768j -0.0059556+0.000590363j 0.00243304+0.00490709j 0.00185134+0.000279618j 0.00664717+0.00133238j -0.00674804-0.00103802j -0.00335932+0.001188j 0.00361622-6.33499e-05j 0.0135005+0.00326998j -0.00694208-0.00772285j -0.00730995-0.00334346j 0.00480679+0.00225815j 0.00123015+0.00097614j 0.0145209-0.00290487j 0.00833311+0.00379079j -0.00568982-0.00276384j -0.014179-0.00148514j 0.00912982-0.00910038j -0.0109447-0.00582448j 0.00861715+0.0266927j -0.00448835+0.0153455j -0.0387799-0.000577522j -0.00563019-0.00670923j -0.00680602-0.00380529j 0.0105459+0.0127692j -0.00992298+0.0121221j -0.009633-0.0065192j -0.00090653+0.00325086j -0.0283699+0.00962778j -0.000809296+0.00543179j 0.00441762-0.0250709j 0.0114134+0.00780933j -0.00715625-0.0172791j -0.000108426+0.00852327j 0.011111-0.00613855j -0.00867063+0.00589911j -0.0142675-0.0142598j 0.00307711-0.00129964j -0.0117416-0.0162432j 0.00272546-0.0205065j 0.0128048+0.0100584j 0.0182138+0.0301486j -0.010347-0.0054793j 0.00592176+0.000145519j -0.0112569+0.00665354j 0.0134216-0.0103029j 0.000802045-0.0069136j -0.00963444-0.0355289j -0.0109115-0.0177919j 0.0143374+0.00580603j -0.00197166+0.0104438j -0.016423-0.0143291j 
0.00400365-0.00639168j -0.0184656-0.0143032j -0.000333759+0.00208213j -0.000383052-0.000364761j -0.0371815-0.011504j 0.0106074+0.0436343j 0.00221085-0.0146763j 0.0172969+0.012704j -0.00413784-0.0209567j 0.00849468-0.00726858j -2.02665e-05-0.00274169j -0.00132315-0.00215095j 0.00609311+0.00537998j -0.00213332+0.00624199j -0.0055991-0.00155357j -0.00186407+0.00527968j -0.00195598-0.00161412j -0.00526677-0.00504754j -0.00105691+0.0118723j 0.00395083+0.0293583j -0.0317906-0.0410703j 0.0407678-0.0131756j -0.010101+0.000928357j 0.0124358+0.0135278j -0.0266951+0.00456657j 0.0182923+0.010227j -0.0118222-0.0147366j 0.0137464+0.00562803j -0.00517688-0.0238175j -0.000926812-0.000212783j 0.00289108-0.0428143j 0.00146033+0.00832184j 0.000624219-0.0143377j -0.000226299-0.00271086j 0.00220852-0.0037411j 0.0079058-0.00971179j 0.00526782-0.0073549j -0.00452203+0.00561118j -0.00661127+0.0116225j 0.0039568-0.000520507j 0.00187451-0.00347524j -0.00353959+0.00482464j -0.00285329+0.00894893j 0.00460225-0.000938758j -0.010036-0.0086695j 0.00473104+0.00882648j 0.0141838+0.0034201j -0.0116331-0.00630107j 0.0184566-0.0175405j -0.00236547+0.00128782j -0.00503723-0.00391171j -0.00381715-0.00701545j 0.00240839+0.00631639j 0.0152391-0.00310344j 0.00303412+0.00236647j -0.0194593-0.00667869j -0.0251963-0.00739529j 0.0239163+0.00852793j -0.0282083-0.0328059j 0.0537394+0.0468204j -0.0380339-0.0412286j -0.0295627-0.0125253j -0.00571835-0.0214642j 0.00552092+0.0248116j -0.00182273-0.00395164j -0.00471845-0.0340409j -0.0104376+0.00291151j -0.00171346+0.00748955j 0.00978399-0.00521676j 0.000983862+0.0040835j -0.0100286-0.0269114j 0.0101443+0.00512895j -0.0199746-0.0163736j 0.012816-0.00536631j -0.00376684-0.0137991j 0.0099923-0.015336j -0.0112102-0.00788323j 0.00290277+0.00299183j 0.00644802-0.0238667j -0.0236546-0.0358959j 0.0145544+0.00464232j -0.0030683+0.0414022j -0.039555-0.06882j -0.00239442-0.03697j 0.0120829-0.0253316j -0.0109616-0.0470716j -0.0025589-0.00428739j -0.0371841-0.0620901j -0.0243371-0.0293866j 0.0162595+0.0014869j -0.00609068-0.00305558j -0.0322524-0.0472107j 
0.0076082+0.0103477j 0.00222159-0.0110867j -0.00363582-0.00157916j -0.00144998+0.000340891j -0.00755805-0.0358001j -0.0281906-0.00946394j 0.0183998+0.00657651j -0.00517876+0.00866479j 0.00412539-0.00087308j 0.00230737-0.00431879j -0.00324142-0.00381722j -0.00512353-0.00224082j -0.00412743+0.00039661j 0.00309751+0.00207094j -6.8284e-05-0.00230151j -7.99116e-05+0.00310395j 0.000105106+0.00199137j -0.00251234-0.00277812j 0.00103543+0.00948143j -0.0197574+0.0058109j 0.0333036-0.0101137j 0.0266691+0.0361515j -0.0057297+0.000202296j -0.0176299-0.00948787j -0.012426-0.0077187j 0.0133961+0.00309535j 0.00594572-0.00497016j 0.0139921+0.00802708j 0.0133978+0.00656365j 0.000629198+0.00204098j 0.00704935+0.0206472j 0.000528564-0.00553581j 0.00105249-0.00236323j -0.00403658-0.00336809j -0.000496288+0.00330355j -0.000874521+0.000157225j 0.00224111+0.004787j 0.00721929+0.00222738j -0.00028614-0.00475989j 0.000550737+0.00151637j -0.00109539+0.00381512j -0.00282913-0.00261669j -0.00147891-0.00295353j 0.00500338+0.0043487j -0.00158773+0.00325566j -0.00777533-0.00943049j -0.00184152-0.00641303j -0.0107707-0.0010274j 0.0218844+0.0278104j -0.00125829-0.0118767j -0.00129454-0.00540195j 0.00212178+0.00447948j 0.00344318+0.0111121j 0.016314+0.02258j 0.0111868+0.0200924j -0.0107061-0.0111025j -0.0299001-0.0269179j -0.0255983-0.0188143j -0.00455668-0.00980078j 0.0053545+0.0197911j -0.00104927+0.0189237j 0.021265+0.017873j -3.56612e-05+0.0227542j 0.0292692-0.0233721j -0.015396-0.0165161j -0.0242229+0.0167079j 0.00304809+0.00443205j 0.00214421+0.00603727j 0.00926287+0.022915j -0.00172154+0.00173316j 0.000473719-0.00479232j -0.0030225+0.00911426j 0.00151106-0.016759j -0.00805489+0.00355373j -0.0104572+0.00424866j -0.0021252-0.0148481j 0.0203121+0.0191058j 0.00872173+0.00582364j 0.00424202-0.00592205j 0.0065209+0.00863044j 0.00400771+0.0174278j -0.0281716-0.0508591j 0.0054828+0.0340733j 0.0135584+0.0835469j 0.0134436+0.0167132j -0.0271278-0.0216348j -0.000680539-0.00115789j 0.0102234-0.00113876j -0.00667466-0.0269227j 0.0241885+0.0590567j -0.00862467+0.0227624j -0.0208322-0.0163251j 
-0.00330258-0.00135933j 0.0053616+0.00406747j 0.00145607+0.000268428j 0.000688336+4.85544e-05j 0.0143739+0.00826371j 0.00263159-0.00768154j -0.00508913+0.00426799j -0.00604333-0.00507813j 0.00323535+0.00115975j 0.000836882+0.00610503j 0.000485872+0.00264799j 0.00101397-0.000315612j -0.000112674-0.00250228j -0.000656179+0.0014467j 0.00109116-0.00235578j -0.000178947-0.00139151j 0.000661549+0.00115646j 0.003724-0.00360203j -0.00213487-0.00404622j 0.000750204-0.00975759j -0.00058537+0.0120059j -0.0273736-0.0168245j 0.0176872+0.00838513j 0.00694382+0.00964511j 0.00718944+0.00497628j -0.00786134-0.00727211j -0.00222471-0.00173976j -0.00185868+0.000169841j -0.00791359-0.000974328j 0.00269033+0.00306609j 0.0029559-0.00263656j 0.000197301-0.00278288j -0.000354011-0.0012268j 0.00295872+0.00693249j -0.000447697-0.00377077j 0.00237797+0.00829241j 0.00162205-0.00247318j -0.00456124-0.0087696j -0.0025215+0.00629729j 0.00114853+0.00160223j 0.000963422+0.00160907j -0.00282122-0.00104678j -0.00204772-0.00602769j 0.000953112-0.00210819j -0.00132337+0.0083756j 0.00107325+0.00137975j -0.00321298+0.00706724j -0.00384585+0.00988904j -0.00615428-0.000651178j 0.00590908+0.000524309j 0.000903627+0.00514842j -0.000185367+0.00155159j -0.000800981-0.00820519j -0.00950273+0.00522942j -0.0100808-0.00284126j -0.00709199+0.00692067j 0.0111911-0.00471962j 0.0077292-0.00330419j -0.00429657+0.00450125j 0.0120117-0.0172972j 0.0110602+0.0112193j -0.0097924-0.0051278j -0.00485843-0.0106889j 0.00845053+0.0157337j -0.00286012+0.00707325j -0.000767509-0.0258018j -0.00105972-0.00158252j -8.70616e-05+0.000926147j 0.0218936-0.0109844j 0.000684763+0.00148324j 0.00476194-0.00923436j 0.00387757-0.000906276j -0.00225714-0.000256787j 0.00705723-0.00276624j 0.0120333+0.00044442j 0.000813385+0.0021494j 0.00331359+0.00597714j 0.00162831+0.00715608j 0.00769166-0.000891819j -0.00804578-0.00457282j -0.00151594-0.0106831j -0.012618+0.0261382j 0.00883188-0.00639426j 0.02262-0.035649j -0.00245456+0.00186864j 0.00211606+0.0259075j -1.34832e-05+0.000903256j -0.00884465+0.00257664j -0.0182953-0.00745159j -0.00142156-0.0170663j -0.00718502-0.027561j -0.0218047+0.0297766j 
