0.010591+0.0444528j -0.0151746+0.12238j -0.0353646-0.0774645j -0.0144639-0.114633j 0.00742098+0.0306676j -0.0857374+0.136484j 0.0218088+0.0155968j -0.0373624+0.00771461j -0.00805772-0.0890849j 0.0053289+0.0181752j 0.0172622-0.0567621j -0.0215619-0.113099j 0.0845262+0.053246j 0.158789+0.0509892j -0.00998561-0.0756112j 0.0510211+0.119894j 0.0923069-0.0280337j -0.057917+0.0399445j -0.061083-0.0856837j 0.0126993-0.000902093j 0.0345831-2.42402e-07j -0.0998607+0.00102354j 0.100297+0.065268j 0.0859476-0.0246526j 0.0156807-0.0829638j 0.00777104+0.124231j -0.0505478+0.0697429j -0.0282674-0.0936744j -0.108011+0.0309444j 0.0448093-0.00095398j 0.0717956-0.0212113j 0.0905306-0.0590734j -0.0358157-0.0184597j 0.0693766+0.0891425j -0.0209361+0.0362109j 0.128062+0.0650232j 0.0214891+0.0168682j 0.0363036+0.0749229j 0.00733539-0.0245162j 0.000797806-0.0165984j -0.0199578+0.0729913j 0.0577292+0.07611j -0.0861117+0.143852j 0.0118721+0.0531682j -0.0750578-0.045966j 0.00180596-0.00775039j -0.0818507-0.0357276j 0.00652047-0.0806623j -0.0671819+0.027956j 0.0967561+0.0168062j -0.00577145-0.0942444j -0.0716787-0.198581j -0.0887607+0.114006j -0.0259026-0.0936241j 0.0296901+0.0580766j 0.000575883+0.111491j -0.168+0.0147255j -0.00108239+0.00342338j -0.00492529-0.0123792j 0.0660273+0.0545146j -0.176674+0.00500258j 0.0444951+0.0345547j 0.0309829-0.0210418j 0.00178848-0.0112718j 0.072058+0.0208413j -0.00877944+0.0409421j -0.00977995-0.0332519j -0.0191276-0.0054915j 0.0434422+0.000179936j 0.00739706-0.0247007j -0.0116664+0.00149628j 0.0582816-0.0249603j 0.0219125-0.0639211j -0.040952-0.00870432j -0.0129151+0.0288685j -0.123527+0.0063556j -0.0224678+0.0220635j -0.0121917+0.0456167j -0.0590631+0.00468544j -0.061314+0.080825j -0.115746-0.0208161j 0.0556466-0.0720951j -0.00154024+0.0100582j 0.0785372-0.0796506j -0.0654751-0.0164357j 0.000166091-0.0385157j 0.00181859+0.0113403j 0.0262759-0.0251695j -0.0575295-0.00635543j 0.066106-0.0317421j -0.083066+0.116596j 0.086114-0.0572117j 
0.00543674+0.0179318j -0.0630661+0.0218696j -0.0125846+0.00455891j -0.0286084-0.0250966j -0.0176242-0.00839186j 0.0227542+0.0307293j 0.010907-0.0247064j -0.032833+0.0324486j -0.0642854+0.0332731j -0.0263014-0.0543694j -0.053568-0.0468886j -0.0644588-0.0258176j -0.0023117-0.0877198j -0.0584454-0.00497557j -0.0128668-0.0606024j -0.0143386+0.0501067j 0.0536141+0.0418283j 0.0297787+0.0232534j 0.0217169+0.106423j 0.042988+0.0275907j -0.0139578+0.0617108j -0.0431274-0.0321112j 0.0545754+0.0173366j -0.0686897+0.000177164j 0.0932785-0.0307142j -0.0945137+0.175769j 0.0237716+0.0813896j 0.103295+0.0494662j -0.0826508+0.0775535j 0.168425-0.0626259j 0.0711881-0.0372276j 0.0156415+0.0942957j 0.0134609-0.0501945j -0.0188263+0.0279798j -0.0272733-0.181839j -0.057261+0.0228368j -6.70188e-05-0.0560165j 0.00755624-0.0236108j -0.0704136+0.045171j 0.0973823+0.0357182j 0.128174-0.0380234j -0.0610652-0.0688683j 0.0435849-0.0169447j 0.0122363+0.0278366j 0.133221+0.0509701j 0.0896045-0.0596197j -0.0289015-0.00426089j 0.193026-0.0504999j -0.0558898-0.0118573j 0.197633+0.0525548j 0.085513+0.030976j -0.125077+0.0399747j 0.0118937-0.125869j 0.0635724+0.0950752j -0.05925-0.00527266j 0.0400235-0.00889684j -0.00873227-0.0446943j -0.0743672+0.0455812j 0.0113443+0.00953382j -0.0186052-0.0646826j 0.139505+0.024035j -0.038874+0.0153534j -0.0449931-0.086902j -0.00414889-0.00373925j 0.0248431+0.0351912j 0.0435131-0.0651337j -0.00657746-0.0263873j -0.114462+0.0220944j -0.00239792-0.00341432j -0.157869-0.0579396j -0.0678557+0.0217035j 0.100377+0.0264288j -0.122839-0.0524277j 0.0714111+0.0790582j -0.0152965-0.0436314j -0.00990107+0.0481108j 0.0130091-0.0200834j -0.0291628+0.050201j 0.0148514-0.0359207j 0.00485652-0.0384487j 0.0403378+0.0062666j -0.119749+0.0764205j -0.080871+0.0167893j 0.00804186+0.0167731j -0.0315213+0.0527298j -0.00555374+0.0618702j -0.00300161-0.0603157j -0.0125705-0.0136029j -0.00888352-0.0506374j 0.00564218+0.0463451j 0.0142753-0.0262269j 0.0245491-0.000993339j 
0.0257183+0.0254013j -0.0700707-0.0429224j 0.0128083+0.0297761j 0.00714812+0.0234883j -0.00447202+0.0369462j 0.0445698+0.0827911j 0.0550313+0.0108752j -0.0330396-0.0340463j 0.0233992+0.0222746j 0.00308369+0.135135j 0.0195025+0.0576068j 0.132943-0.0158444j -0.0105418-0.0584176j -0.0452116-0.0817941j -0.0207798+0.0144126j 0.016796-0.0136405j -0.0162134-0.0280896j -0.0211876+0.0193804j -0.0258903-0.0835327j -0.0112888-0.14899j -0.0292224-0.0221355j -0.0186002-0.0332472j 0.0245988+0.0441285j 0.164057+0.00523364j -0.0498053+0.0558538j -0.0337124-0.0144159j -0.0124626+0.0267255j -0.125284+0.0238348j -0.051286+0.0322363j 0.0260149+0.0655563j 0.0546486+0.00697762j -0.00305474+0.0393241j -0.0499981-0.0220307j 0.0185182+0.0246019j 0.0256151+0.0277172j 0.00206786-0.0118021j -0.0539459+0.0322121j -0.0706229-0.031353j 0.0634752+0.0281833j -0.049101+0.0093525j -0.0454798+0.0435371j -0.0161869-0.030086j 0.0110693-0.021018j 0.0263683+0.0271992j 0.0644974+0.0202173j -0.0408201-0.0244418j -0.0320382+0.02236j -0.0103086-0.0395786j -0.0308445+0.0998006j 0.0990813-0.0250923j 0.0272919-0.0606824j 0.0272013+0.0374467j -0.0652542-0.0217921j -0.034467+0.0957854j 0.0361685-0.0471106j 0.014614-0.0188731j 0.0608463+0.0863194j 0.0212458+0.109121j -0.0271241+0.0438372j 0.15142+0.0723303j -0.017845-0.00203632j -0.097672+0.0270194j -0.116226-0.086543j -0.0642615+0.160676j 0.042585+0.0890114j -0.0360932-0.069415j -0.081936-0.0704287j -0.00145819+0.132605j 0.100784-0.122127j 0.120544+0.139809j 0.120643-0.0596278j 0.110295+0.0316013j -0.0323876+0.0621696j 0.0568903+0.0741205j -0.0121836+0.0651488j 0.0610967-0.038398j 0.0846165+0.0180058j 0.0108691+0.0306984j -0.0329448-0.0708623j 0.0953107-0.0617245j 0.0797089+0.0530596j -0.0606941+0.00772325j 0.0523261+0.056363j 0.0146992+0.0490692j -0.0369783+0.0545846j 0.0507883+0.0800437j -0.0908387+0.0258127j -0.0395714-0.00446528j -0.023834-0.0489163j 0.00334977+0.0413183j -0.0372742+0.0187294j 0.0224093+0.00426094j 
0.0219482+0.0474105j 0.0278904-0.0685819j 0.0389932+0.0105824j -0.0103253+0.0255277j -0.0213402+0.00469415j 0.0678029+0.0901053j -0.0571233-0.152055j 0.0910133-0.128241j -0.0424037-0.00672886j 0.0160279-0.0704388j 0.0392677+0.0424317j 0.0955881+0.0208906j -0.00394021-0.0771569j -0.0720053-0.0842984j -0.0222125-0.029677j 0.0158527+0.0567437j -0.0598278+0.0168449j -0.0547093-0.0638449j -0.0118562+0.0224286j -0.0172602-0.0279152j -0.0504097-0.0064102j 0.048408-0.121687j -0.081009-0.0308324j 0.102941+0.0853612j 0.0974964-0.00925539j 0.0105583+0.146752j -0.0285955-0.0170353j -0.0222803+0.0229771j -0.0020086+0.134113j 0.0373199+0.0203698j -0.0299912+0.00854096j -0.0248176+0.0406177j 0.0369975-0.0436993j -0.0316741+0.0133707j 0.0475726-0.110619j -0.065815-0.035511j -0.0605916-0.0407235j -0.0367622+0.0633465j -0.0753736-0.0544899j -0.00495578+0.0195835j 0.123826-0.0666045j -0.0225431-0.0239304j 0.07381+0.0106987j 0.0630194-0.0233169j -0.0137184+0.0195878j 0.0307815+0.0196856j -0.0627166+0.0424668j -0.0182237-0.00719897j -0.00853819-0.0393973j -0.0477019-0.0359422j 0.0392383+0.0645972j 0.0268733-0.0377304j -0.0228025-0.0434244j 0.0350612+0.0304325j 0.0308723+0.00323033j -0.0710612-0.0151568j 0.0714308+0.015867j 0.157729+0.053974j -0.0919477-0.132982j 0.0133005+0.0491424j -0.20559-0.0213484j 0.0721105+0.0343905j 0.0348483-0.0400365j 0.0312837-0.0145196j 0.0286186-0.0282664j -0.0466188-0.0127505j -0.00226296-0.00848937j -0.102166-0.101374j 0.00622122-0.0135905j -0.0893885-0.0650015j 0.0123723+0.00751223j 0.0556178+0.000116673j 0.0971659-0.0374501j 0.0418439-0.0446855j 0.0889482-0.000272763j -0.0328123+0.076663j 0.115992+0.0924246j 0.0405664+0.0954218j 0.0235064+0.0350278j 0.0331456-0.0228651j -0.0403491+0.0507055j 0.0753769-0.0749067j 0.145194+0.015248j 0.0186638-0.0100095j 0.0614195-0.0291232j 0.0252909-0.0266652j 0.0267882-0.0308108j -0.0264652-0.000605346j -0.0149238+0.0225781j -0.0407524+0.000660797j -0.0682486+0.0600621j -0.0340373+0.0267263j 
0.00574156+0.0834135j -0.0176832+0.0140602j -0.00565289-0.0158716j -0.00225705-0.00819532j -0.101463-0.0951806j -0.0113291-0.0282097j 0.0914474-0.0635827j 0.0841585+0.060689j -0.0145877-0.0718447j 0.0128897-0.0793177j -0.0200872+0.0179352j -0.0330972-0.0640505j 0.00495101-0.0448681j 0.0402868+0.00057265j -0.0257294-0.0131201j -0.000877853+0.0146839j -0.0109677+0.0450973j -0.0488188-0.0105076j -0.00792194+0.0642247j -0.0330204+0.0760502j 0.0242052-0.0209204j 0.0987523+0.0388178j -0.13039-0.148966j -0.0902235-0.0245611j -0.115261+0.0156737j 0.000611146-0.0826099j -0.0987551+0.117838j 0.118362+0.000511686j 0.0603886+0.00343895j -0.102105-0.0314115j -0.039857-0.00764055j -0.157069+0.111707j 0.0258647-0.00927869j 0.00458943+0.0443961j 0.0386258-0.0515106j -0.00864388+0.0322929j 0.0286254-0.0597298j 0.0251942+0.0399998j -0.0698597+0.090632j 0.00770489+0.0673961j 0.0383224+0.0148634j 0.00135367+0.00299123j -0.00689482-0.0195916j 0.0413385+0.00174781j -0.0796944+0.0194922j 0.0557243-0.0083058j -0.0252632-0.0326834j 0.00224547-0.055813j 0.0957673-0.0517759j -0.0748851-0.0361728j -0.0198842-0.00708003j 0.0345349+0.0150014j 0.0712912+0.0355584j 0.0627168-0.00665938j 0.0736881-0.018306j -0.0396002-0.0569196j -0.131522-0.00769989j -0.0710146+0.00187868j -0.0579002+0.00851852j 0.0744313+0.0761034j -0.0509515-0.064266j -0.0576775+0.0416465j -0.142576+0.0137431j 0.0335946+0.0445336j 0.0113485-0.0611158j -0.027659-0.0219258j 0.00856729+0.0103511j -0.022768+0.0875147j -0.0479794-0.0532137j 0.0403956+0.0582001j 0.0534223-0.0657542j 0.0339622+0.0123169j -0.0430995+0.00866898j -0.00599278+0.0829993j -0.0227339-0.0412666j 0.0636039-0.0292257j 0.0588993-0.0425352j 0.035787-0.0111121j 0.0597888+0.0525598j -0.0618409+0.014627j 0.00428102-0.0831478j 0.138879-0.0175j -0.0862032-0.0261941j -0.0921489+0.0140495j 0.0269826-0.035277j 0.0149438-0.0515325j -0.0567482-0.0118793j -0.00865008-0.0149467j 0.0525178+0.0729933j -0.0478473+0.0439936j 0.0516633-0.0120803j -0.0628003+0.0667397j 
0.0174437+0.0197411j -0.00347741+0.0117635j -0.0102859-0.0126287j 0.0102227-0.0100577j -0.0110974-0.0533397j 0.0370479+0.027576j 0.0315449-0.0508745j 0.0575279+0.0226476j -0.0208401-0.0071528j 0.0563906-0.00845049j 0.00060256+0.00449681j -0.0146823+0.0188981j -0.0201846+0.0256271j 0.0491871-0.0204891j -0.0192001-0.0049263j -0.00937691-0.0239384j -0.0439767+0.0147819j -0.00858785-0.0076349j -0.0324003+0.000982553j 0.0137328+0.0678858j -0.0591004-0.0257355j 0.052449-0.04321j -0.0456515+0.0763385j 0.0138952+0.0114388j -0.0018279-0.0293451j 0.0858621-0.0234925j 0.0443204+0.0406019j -0.0921023+0.103911j -0.0337917+0.0621442j 0.0224817+0.00462339j 0.0295827-0.0158736j 0.0112887+0.0599127j -0.0236858-0.00610329j 0.0241607+0.00233581j -0.0271759-0.0405688j 0.016356+0.0158195j -0.0588076-0.0451433j -0.00238963-0.0124761j -0.0112206+0.0225816j -0.00140552+0.0368271j -0.0196496+0.0164732j 0.0110038-0.0386032j 0.0226296-0.00215943j 0.0530113-0.00101218j -0.0402626-0.00155303j 0.0631228-0.0129936j 0.0101515-0.00924871j -0.0187912+0.0134987j -0.0543141-0.0135317j -0.102135+0.0185649j 0.046833-0.0315245j -0.026332-0.0935711j -0.0135378-0.0548886j 0.0374953-0.0566118j -0.0380674+0.000597588j 0.0072922+0.0653324j -0.00573771+0.0300686j 0.118772+0.000911679j 0.00363392+0.0182592j 0.0153882+0.0185894j 0.0364576-0.117581j -0.106978+0.12942j -0.0375307+0.0116168j -0.0293419-0.00141352j 0.0125811-0.0157055j 0.00845947-0.0255155j -0.0199337+0.0413166j -0.0410216-0.0219455j -0.0415453-0.00193863j 0.021685+0.0775462j -0.0106213-0.0224035j 0.0183036-0.0126086j 0.00446646+0.00353892j -0.00454964-0.00606446j 0.0175193-0.0179131j -0.0131676-0.0274436j -0.0222446+0.0218816j 0.0127525+0.0437365j 0.102796-0.0541001j -0.105065-0.0116045j -0.136023-0.0292315j 0.0431224+0.108698j 0.0275133-0.0778545j 0.117817-0.104973j 0.0207303+0.0040671j 0.10886-0.0198301j -0.0688975-0.0405784j 0.0323262-0.0915672j 0.078892-0.0314135j -0.0492923-0.0844336j 0.138995-0.107529j -0.0416208-0.0628322j 
0.021454-0.000363248j -0.00333256+0.00675879j -0.0138908+0.00311967j -0.00510983+0.00777097j 0.0598001-0.0448713j 0.0204831+0.00266048j -0.0280292+0.00407274j -0.0183872-0.00621749j 0.0154581+0.0331309j -0.0460974-0.0184059j 0.00818958+0.00171763j 0.0102032+0.0088881j -0.00249051-0.00672693j -0.0139792-0.0155597j 0.0274719+0.0127939j -0.0010327+0.0200536j -0.00514349+0.0350468j 0.0652842+0.0590917j -0.0290014+0.0408858j 0.0111252-0.00136531j -0.0170648+0.0104122j 0.0670762-0.0251268j -0.0243334+0.0488105j 0.0309534+5.08952e-05j -0.0279311+0.0314685j -0.0043348-0.0167633j -0.00349437-0.00728666j -0.026117-0.0142569j 0.00541354-0.00342431j -0.085804+0.009123j -0.000568448+0.0179371j -0.0770736-0.00288634j 0.105422-0.00954312j -0.0341473-0.0204549j 0.00882938+0.0231501j 0.00760474-0.0789097j 0.0409253-0.0157945j 0.0178779+0.0238221j -0.0159643+0.057235j -0.0504752-0.036019j -0.0283669-0.0115239j 0.00615757+0.0308475j -0.0289802+0.00104655j -0.00983609+0.0156996j -0.0120192+0.0304953j -0.0074593-0.0533268j 0.0144382-0.0141465j -0.0521539-0.025543j 0.000196169+0.0523518j -0.0683991-0.0220248j 0.0130627+0.0580761j -0.052568+0.0199368j 0.00405695-0.00685173j 0.0199558-0.00449784j 0.0252337-0.0448546j -0.0103454+0.0276231j -0.0441811-0.0527004j -0.0811964+0.0252238j 0.071512-0.036137j 0.0550487+0.037142j -0.0289129-0.0246972j 0.0647419+0.0576517j 0.0348519+0.0284818j -0.0569332-0.040166j 0.0238278-0.0102628j -0.123445+0.0549303j 0.0115261+0.0234227j -0.00818033-0.00364465j 0.000977983-0.0133417j 0.0196045-0.00539099j -0.0113888-0.0233615j -0.0460637+0.0117614j 0.0720859-0.0330011j -0.0771175+0.0569525j -0.0436407-0.0564223j 0.0394869-0.0219174j -0.0186696-0.141962j 0.0261766-0.0571191j -0.0411477-0.0903879j -0.0760493-0.0342485j 0.125185+0.0535264j -0.161023+0.0842021j -0.147587-0.0607262j -0.0758867+0.0757754j 0.114348+0.0839599j 0.0636001-0.0281426j -0.00830726+0.0253871j -0.036455-0.179316j -0.00541286-0.147643j 0.104186+0.0439592j 0.0553431+0.0440502j 0.125207-0.255102j 
0.0205141-0.00453753j 0.00644564-0.00405715j -0.0186298+0.0126708j -0.00516955-0.014468j -0.0173325-0.0228348j 0.0177655-0.0290636j 0.0255342-0.0406097j 0.039496-0.0308435j 0.0233923+0.0241026j -0.00419229+0.00353112j -0.0409941+0.00667992j 0.0235103-0.00893275j 0.0323477-0.0289473j -0.0277493-0.0302126j -0.011261+0.0331067j 0.00315694-0.00863095j -0.0192689-0.00732951j -0.00126722+0.0449264j -0.00382885+0.0155535j -0.0229211+0.00240165j 0.0237505-0.0474858j -0.0120923+0.00524791j -0.032359-0.054373j 0.0385632-0.0126638j -0.0108318+0.00306128j 0.0164851-0.0186664j 0.0390977-0.0530928j -0.0361475-0.0868163j 0.0515576-0.0103618j -0.0479836-0.0122065j -0.00564319-0.00645223j 0.0195311-0.014542j 0.0184285-0.0150509j -0.0494476-0.0215239j 0.00519314+0.0161848j 0.0174466-0.0211333j -0.00156248+0.0179692j 0.012805+0.0452931j 0.00453785-0.0158478j 0.00959312+0.064338j -0.00814043-0.0064156j 0.0203223+0.0164511j -0.0132876-0.0337322j 0.00309126+0.059533j 0.00933944-0.0502642j 0.00284707+0.0218212j -0.0217991-0.0341862j 0.00508331-0.0113059j 0.00882842-0.00575159j 0.061241+0.00314192j -0.0105817-0.0106563j 0.0183712+0.00501619j 0.000521851-0.0341473j 0.00607204+0.0216006j 0.0389485-0.0105541j -0.0117409+0.0415467j 0.0111826-0.0720075j 0.0439666-0.0044618j -0.0341828-0.0878048j -0.0227154-0.0239114j -0.0438543+0.070612j -0.0258528+0.0511881j 0.0847145-0.0376965j -0.0319591-0.0472915j -0.0432712+0.051656j 0.0313273+0.043716j -0.0593796+0.0172611j -0.00553969+0.00522479j -0.0455255-0.0807917j -0.0558114+0.012343j 0.104292-0.00122579j 0.068094-0.0161986j -0.0492129+0.0845739j -0.00474399-0.0336109j 0.0114461-0.0201665j -0.0357052-0.00855819j 0.0494216-0.0754358j -0.0034975-0.0240022j -0.0707563+0.00943801j -0.00282702+0.0818884j 0.151341+0.0721765j 0.00905285+0.0124747j -0.0103215+0.00406603j -0.102834-0.022975j 0.016589-0.0828681j -0.069476+0.0530442j -0.0297419-0.0689369j -0.108611+0.0617013j -0.108278+0.0218643j 0.040023+0.0429335j -0.148616+0.0560719j 0.00477831+0.0376224j 
-0.0241045-0.000166499j 0.00441038-0.0033436j 0.0260594+0.016881j -0.00312625+0.00301736j 0.0419901+0.0200244j -0.0116102+0.00145224j -0.0138164+0.0211626j 1.03075e-05+0.00922288j -0.0402273-0.0431487j 0.00258809+0.00567042j 0.0043134+0.0112609j -0.00525487+0.000429894j -0.0115196+0.0174834j -0.010049+0.0112222j 0.00200843-0.0411533j -0.0170188-0.00097194j -0.00360197+0.00102965j -0.00800613-0.00491237j -0.0134561-0.0309292j 0.00631603+0.00111251j 0.0135368+0.0495785j 0.00503076-0.0152139j 0.0254836+0.0497783j 0.0266493-0.0229307j -0.0206663+0.0119892j 0.0526478-0.0257052j 0.0478993-0.0124388j -0.0302448-0.0325675j -0.0388612+0.0476753j 0.0269929+0.0429107j 0.0229466-0.00796396j 0.0165746-0.0258365j -0.0125611+0.0442843j 0.00651352+0.017404j -0.00626556+0.00331379j 0.0260217+0.0259738j -0.0215187+0.0282813j 0.0147353+0.0599376j -0.00530481+0.0388716j 0.00854706+0.00650248j 0.0182459-0.00848384j 0.0266822+0.00112222j 0.0210462-0.0102957j 0.0213758-0.00439678j -0.0284979+0.0126144j 0.0303791-0.0207284j -0.0127188+0.02563j 0.0213116-0.0121167j 0.00549362-0.00233645j -0.0586285-0.0094596j 0.0266561-0.0246789j 0.0203745+0.032388j -0.0342935+0.00286462j 0.0335414-0.044624j -0.0390451-0.0088593j 0.0438051+0.00523038j -0.0056548+0.0274785j 0.0252484+0.0436574j 0.0289763+0.0229299j -0.0211885+0.0154628j -0.0186895-0.0124751j -0.0556627+0.0654213j 0.0207627+0.00624674j 0.021927+0.0282496j -0.00766645-0.0191514j -0.0592978+0.0434722j -0.0498993-0.00237134j 0.0178278-0.0169967j -0.0295827-0.023888j -0.00143362-0.0260222j 0.000515544+0.0299081j 0.0595575+0.0179348j 0.0261244+0.00252324j 0.0181023-0.0333648j 0.0840377+0.00809745j 0.0126631-0.0235423j -0.0831844+0.00865724j 0.0395559+0.0338585j 0.100777-0.00443151j 0.0210092+0.0497868j -0.037412+0.0396628j -0.0271912+0.0141548j -0.0262644-0.025881j 0.00999533+0.0779351j 0.041534+0.0241633j 0.0505867+0.023808j 0.0544113-0.0532601j 0.0760252-0.0602576j 0.0501687+0.0180532j 0.0116863+0.00364388j 0.0876659-0.0236824j 0.0493405-0.0738551j 
0.0282032-0.00812112j 0.0215939-0.00637675j 8.59564e-05-0.000955648j 0.00578002-0.00364539j -0.0045543-0.000920108j 0.0188337+0.00660703j -0.000302065-0.0209059j -0.0116723-0.030415j 0.0169476+0.0390316j -0.00147981+0.00852507j 0.0075622-0.00608318j 0.0390401-0.00159595j 0.0124673+0.00258098j 0.000309077-0.00316545j 0.00662639+0.0295434j -0.00614084-0.0228158j 0.008252-0.0060748j 0.0102329+0.0110151j 0.000767154+0.0051484j 0.000775996+0.00205196j -0.000185808-0.00902193j -0.00634381-0.0185007j 0.00487858-0.0291506j -0.000275007+0.0264576j 0.0314079-0.0125202j -0.00145216+0.0382251j -0.00367946-0.0134406j -0.000278797+0.0294911j 0.0226534-0.0243958j 0.0101722-0.00997038j -0.0068714-0.0041137j -0.00194216+0.0269829j 0.0027345-0.0301752j -0.000658267-0.0079198j -0.00317623-0.000829571j -0.034647-0.0206324j -0.011956-0.0100982j 0.00228165-0.0415649j 0.0025585-0.018171j -0.0152983-0.00513098j 0.0189859+0.00866198j -0.024105-0.00124091j -0.00254747+0.0275456j -0.0258466+0.00838547j 0.0138029-0.0110687j -0.0244268+0.0121749j -0.00680588-0.0177513j 0.0090134-0.00817715j -0.0154924-0.00919879j 0.0249592+0.0252754j -0.00965478+0.0243483j 0.0141602-0.0397255j 0.00625449+0.014329j -0.000505818+0.0313352j 0.0345853-0.00428547j -0.00427236-0.0221234j -0.000471277-0.0448303j 0.0232568-0.00516827j -0.00610723-0.0299383j -0.00326934-0.0172257j -0.00123166-0.00264074j 0.0348475-0.0480068j 0.019251-0.0140202j 0.00262322-0.0316903j -0.00770068-0.00892017j 0.022279-0.0181183j -0.00150834+0.00288744j 0.0193186+0.00544276j 0.00477642+0.0439214j 0.0308342-0.00755903j 0.0320351-0.0304645j -0.0186988-0.0211447j -0.00455487+0.0209935j -0.00989725+0.00276284j -0.030312-0.0234986j -0.00885135+0.0494292j 0.0573394-0.00912378j -0.0219699-0.00441649j -0.0714831-0.0107325j 0.0317429-0.00772687j 0.00804566+0.0175391j 0.0230347-0.00630952j 0.038398+0.00354544j 0.00484814-0.069004j -0.0079792-0.0404666j -0.0431843-0.014716j -0.013211+0.0251556j -0.041508+0.0142249j -0.0441968-0.0136887j 0.022729-0.0418613j -0.0242746-0.00658489j -0.0360004+0.00612677j 
-0.00202729-0.0260439j 0.0121579-0.00179292j -0.0171804+0.0117011j -0.0010679-0.00973827j 0.0267693+0.0158888j -0.00302594-0.029877j -0.00259118+0.00806993j -0.0298602+0.00962771j 0.0110152+0.00335091j 0.00904848+0.0106296j -0.00632161-0.00224599j -0.00291972+0.0145964j -0.00019949+0.0105873j 0.0221632-0.00415044j -0.00855414-0.00083259j 0.00667566-0.00690227j 0.0057231+0.00125011j 0.0145666-0.00983494j -0.00206831-0.00655102j -0.0114575-0.00485782j 0.00610077+0.0216417j -0.00181546-0.0064592j 0.0172523-0.00489808j -0.00400953-0.0122395j -0.0251635+0.015753j 0.0421997-0.0336437j 0.046327-0.0448131j -0.0209489-0.0291324j 0.00231702-0.0266245j 0.0149759+0.00877864j 0.0328234-0.0270449j 0.00629193-0.0062296j 0.00200984+0.025367j -0.0105705-0.00424959j -0.0236365+0.00340775j 0.00115103+0.0148994j -0.0314933+0.0112028j 0.0323269+0.0375732j 0.0020704+0.0117484j 0.0326945+0.00826674j 0.0386145-0.0109732j -0.00131134+0.0206454j 0.0372971-0.00805573j 0.0318822-0.00237994j -0.0087682+0.0127888j 0.0458168+0.00961982j -0.0253811+0.00544423j 0.0131853+0.022267j -0.00373319-0.0248912j -0.0339176+0.0145074j 0.0409681+0.014469j 0.00389846-0.00148869j -0.0318363-0.0483211j -0.00619834+0.00694614j -0.0308674-0.0103957j 0.0203721+0.0237707j 0.026649-0.0202531j 0.0016228+0.0199643j 0.00572172-0.00534946j -0.0269988-0.0351995j -0.0188444+0.0118631j -0.0580427+0.0156154j 0.0722222-0.0475536j 0.0158915-0.0212793j -0.0580412+0.00527723j -0.00410035-0.00525178j -0.0739162+0.0201839j 0.0656919-0.0220817j -0.0696264+0.0298945j 0.026462-0.0330168j 0.0843489+0.0234406j 0.0465346-0.0180958j -0.0286195+0.0635596j -0.00614881-0.036476j 0.0281798-0.0214877j 0.00415293+0.00102106j -0.0405354-0.0244522j 0.0268905+0.0357128j 0.0189591+0.00128908j -0.00110495+0.0458409j 0.0192848+0.0779733j -0.0165564+0.0399199j -0.0430978-0.0222403j 0.0146874-0.00409952j 0.0435587-0.0325553j -0.0178691+0.0426257j 0.0343161-0.0353775j 0.0167827-0.00704227j 0.00908122+0.00892352j -0.00944366+0.00301406j 0.0171919-0.0628272j -0.00686353-0.00980417j 
